molecula|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|BCUTs-1|AATSC1c|SRW07|AATSC1s|JGI4|SaaaC|ATSC1c|MATS8i|AATSC8d|n5aRing|n5aHRing|AATSC1pe|MATS1i|AATSC1i|MATS1c|GATS1are|nFaHRing|PBF|PNSA3|PPSA3|RPSA|TPSA_x|FNSA4|WNSA5|WPSA3|RPCS|FNSA1|FNSA2|DPSA3|GRAVp|TASA|PNSA2|MOMI-Z|WNSA4|FPSA1|GRAV|PPSA1|WNSA2|FPSA5|DPSA1|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Total Energy (water) (Hartree)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|Gibbs Free Energy|IC50|pIC50
11a_a31|1|0|0|2.856083711|0.0|0|0.610138462|-0.02376325|5.733341277|-0.259732443|0.044949495|0.0|-0.8792402579999999|-0.1217573119999999|-0.019865299|2|2|-0.017433557|-0.1068420919999999|-0.1829166189999999|-0.563537536|0.861302755|0|0.271818874|-76.64827023|20.91187076|0.513245044|259.0291941|-0.056833284|-41.01552988|10.55399384|71.03772901|0.735254945|-1.932331673|97.560141|2288.9694010000003|245.6599349|-975.2267888|1769.346573|-14.47606937|0.264745055|4940.657452|133.6139513|-492.1863586|0.031626337|-237.4612264|302.14325319999995|15.96146849|0.0|0.0|1.0|1.0|2.0|3.26|0.13|16.0|-4.65|3.93|2.94|125.57|0.57|0.0|83.12|0.0|2.0|3.0|-4.81|23.0|6.0|-6.51|1.0|2.42|0.00506|0.0531|0.00731|-0.05074|3.8042|3.97|-1441.452616|325.92|0.2797|325.92|0.69222|0.69222|-1441.327731|0.2797|-0.15515|6.4691|-0.20589|-1441.37897|0.19|6.7212
12av_a36|1|0|0|3.4520047430000003|0.0|0|1.297042752|-0.009925128|5.351858133|-0.081537769|0.04250591|0.0|-0.605432791|-0.021036176|-0.039627578|1|1|-0.000472698|-0.126068378|-0.213993335|-0.507136551|0.859938421|0|0.277834652|-57.31621925|15.09249582|0.247552267|172.4374372|-0.035197712|-51.2347934|10.51297704|124.9387725|0.671916917|-2.006269572|72.40871507|3011.024457|524.1323793|-1397.506828|2354.591519|-17.07826447|0.328083083|6460.1184140000005|228.5327731|-973.4610746|0.025779468|-239.5042702|757.7532208|17.95719936|0.0|0.0|0.0|0.0|3.0|4.96|0.17|17.0|-6.93|2.38|1.65|98.3|1.49|0.0|138.06|0.0|1.0|7.0|-3.54|33.0|5.0|-7.66|0.0|1.47|128.0|0.0997|5.18e-05|-0.05307|4.8408|4.5|-1440.988179|360.39|0.6698|256.12|0.43212|0.70455|-1440.67411|0.0027|-0.14122|4.7666|-0.19429|-1440.738332|39.0|7.4089
6a_a40|0|0|0|0.0|0.0|1|0.604893625|-0.014623575|6.401917197|-0.077397672|0.035707071|0.775942224|-0.68730803|0.104332675|-0.230955427|2|2|-0.001171195|-0.021759541|-0.040435852|-0.620787469|0.682273668|1|0.360858579|-68.11170799|10.24294396|0.266249007|166.2999483|-0.049149867|-45.80643937|6.397774285|36.84483305|0.8678518190000001|-2.113444291|78.35465194|2936.1501780000003|458.303126|-1320.063801|2536.88262|-19.17478857|0.132148181|7059.617542|82.54016015|-824.5159087000001|0.012872604|-459.522754|557.4018948|8.040268001|1.0|0.0|1.0|1.0|1.0|3.99|0.21|14.0|-4.05|4.38|3.07|173.43|1.62|2.0|120.14|1.0|2.0|5.0|-7.11|29.0|5.0|-6.32|1.0|3.17|3.47e-05|0.00457|0.0396|-0.0926|2.9836|7.73|-2371.579899|415.55|0.4015|415.55|0.6782699999999999|0.6782699999999999|-2371.3827|0.4015|-0.11995|6.9379|-0.21255|-2371.443161|0.04|7.3979
12b_a32|1|1|1|3.477905329|0.0|0|0.609420757|-0.009432679|5.733341277|-0.055500132|0.0388738739999999|2.153718992|-0.462201267|-0.031446256|-0.053480599|3|3|-0.001662219|-0.0852122769999999|-0.1534110109999999|-0.584995111|0.788133615|1|0.2996018789999999|-50.88975159|10.17310723|0.217407|135.83463989999998|-0.027561517|-38.07076621|6.356098747000001|65.29222164|0.60420609|-1.267829764|61.06285882|2573.006963|488.9595947|-792.1327267000001|3148.185476|-10.75912958|0.39579391|5653.268811|247.2897528|-494.9199607|0.025166975|-130.2147289|557.1050635|15.72418067|1.0|1.0|1.0|1.0|2.0|3.47|0.26|19.0|-7.65|6.49|4.19|140.04|1.1|0.0|110.47|1.0|1.0|7.0|-5.9|27.0|4.0|-6.4|1.0|3.59|0.000505|0.0148|8.86e-06|-0.05173|3.5703|4.12|-1880.770588|347.27|0.2865|347.27|0.70258|0.70258|-1880.537231|0.2865|-0.14803|3208.0|-0.19976|-1880.599158|26.0|7585.0
4R4l_a46|0|0|0|0.0|0.171853072|1|1.134637095|-0.004736212|5.587248657999999|-0.075241716|0.049498645|0.0|-0.255755434|-0.060895366|-0.161358058|1|1|0.006162668|0.0071939419999999|0.010799648|-0.3888343979999999|0.7940662409999999|0|0.208818132|-49.12015477|3.844966512|0.103346328|56.0891211|-0.02989332|-24.94818681|2.086777505|0.0|0.8782984840000001|-1.524559305|52.96512128|2165.83681|486.6405745|-827.4236073|1766.0974600000002|-8.805242402000001|0.121701516|4923.057044|66.05102684|-449.0673625|0.006401537|-410.6276419|579.2365607|3.474304058|1.0|1.0|1.0|1.0|1.0|3.92|0.36|17.0|-7.0|4.64|5.02|50.94|3.06|0.0|105.77|0.0|1.0|3.0|-5.28|26.0|3.0|-5.23|1.0|4.09|0.00182|0.0027|3.47e-05|-0.0212699999999999|4.6497|4.99|-1092.75416|301.29|0.1678|266.65|0.40548|0.67823|-1092.4898449999998|0.0851|-0.17475|2.1973|-0.19602|-1092.544322|137.0|6.8633
15a_a10|0|0|0|0.0|0.0|1|1.34383719|-0.00244937|5.4161004020000005|0.022297552|0.033912037|2.038992189|-0.144512841|-0.060539141|-0.062038567|1|1|0.01192767|-0.179723568|-0.285973309|-0.188634555|0.7408341359999999|1|0.754451037|-29.50952422|10.10411407|0.084862776|54.61835033|-0.025155581|-31.83957238|6.503087289|122.7715002|0.676473201|-1.3835569680000002|39.61363829|2656.305166|588.9895149|-890.4681466|2413.560937|-10.42022369|0.323526799|5929.563906|208.2243923|-573.1123029|0.017883602|-227.1590805|697.5493042|11.51002664|0.0|1.0|1.0|1.0|0.0|3.5|0.29|21.0|-7.79|3.95|4.05|56.07|1.93|0.0|118.92|0.0|1.0|6.0|-3.97|30.0|5.0|-6.52|1.0|3.33|0.0432|0.0157|6.51e-06|-0.04742|5.7646|2.4|-1278.452284|329.41|0.3558|215.08|0.47484|0.68863|-1278.141052|0.1583|-0.1559299999999999|4.7512|-0.20335|-1278.200428|24.0|7.6198
19c_a38|1|0|0|3.332128134|0.0|0|1.297043851|-0.008177185|5.351858133|-0.04575843|0.04508642|0.0|-0.449745181|-0.0725602509999999|-0.0431896509999999|1|1|-0.002443797|-0.09493054|-0.20848518|-0.434836855|0.7163622890000001|0|0.396635872|-57.79749770000001|15.30924906|0.240808376|151.612258|-0.038224114|-42.92996714|9.638658988|4.848162625|0.7187071909999999|-1.949429829|73.10674676|2967.98627|477.9848537|-1227.35539|2660.812979|-15.15175311|0.281292809|6618.350708|177.10114030000005|-772.7394084|0.023120664|-275.39483110000003|640.025745|14.55670345|1.0|0.0|1.0|1.0|3.0|4.84|0.13|17.0|-6.92|3.17|2.42|105.02|1.76|0.0|130.41|0.0|1.0|5.0|-4.35|32.0|5.0|-7.13|0.0|2.57|19.0|0.0322|5.14e-05|-0.05691|5.8832|3.23|-1424.42734|323.53|0.2961|210.74|0.2597|0.6279899999999999|-1424.1880119999998|0.1417|-0.15612|2495.0|-0.21303|-1424.247603|9.0|8.0348
47p_a18|0|0|0|0.0|0.0|0|1.25117677|-0.005394244|4.844187086|-0.04760181|0.037575758|0.0|-0.3775970529999999|-0.015960677|-0.049428094|0|0|0.003537135|-0.1736074389999999|-0.261349889|-0.441700685|0.72025564|0|0.278332428|-51.14496913|5.913843751|0.1670454519999999|123.6411353|-0.030813794|-45.24146169|4.377217987|48.48855261|0.818459442|-2.0645242|57.05881288|2933.069245|616.5234972999999|-1528.087796|1367.4309119999998|-16.88114242|0.181540558|6726.61969|134.3699001|-1131.036542|0.01090303|-471.4248324|1011.163774|8.070036862|1.0|1.0|0.0|1.0|2.0|4.29|0.28|18.0|-9.03|3.65|3.34|76.5|3.13|1.0|144.53|0.0|1.0|9.0|-5.67|35.0|3.0|-6.07|0.0|2.9|0.000998|0.0025|4.38e-07|-0.05628|3.2036|7.98|-1493.759811|387.01|595.0|387.01|0.6937800000000001|0.6937800000000001|-1493.338659|595.0|-0.13118|3.6452|-0.18746|-1493.407248|64.0|7.1938
4r_a46|0|0|0|0.0|-0.03033057|1|1.13129629|-0.002826188|5.587248657999999|-0.074041799|0.044728682|0.0|-0.141309389|-0.1129698999999999|-0.048758575|1|1|0.0061041|-0.055572881|-0.086905208|-0.246070691|0.7794598220000001|0|0.261414008|-42.06465252|6.071841742999999|0.152180218|80.72661483|-0.0259595379999999|-22.88867429|3.220912917|0.0|0.7146312779999999|-1.220098292|48.13649426|2137.47734|449.7405899|-647.2221302999999|1451.6122289999998|-7.304896049|0.285368722|4775.760774|151.3787482|-343.3301143|0.015225417|-227.7097083|496.0386301|8.076584289|0.0|1.0|0.0|1.0|1.0|3.82|0.35|17.0|-6.25|3.56|3.43|63.83|1.52|0.0|97.9|0.0|1.0|3.0|-3.09|25.0|4.0|-6.83|0.0|2.7|271.0|0.0933|0.000188|-0.03073|4.5209|2.3|-1069.447946|274.25|0.1404|274.25|0.69085|0.69085|-1069.231407|0.1404|-0.18999|2.6630000000000003|-0.2207199999999999|-1069.284137|1413.0|5.8499
AKLKII_a46|1|0|0|2.917217813|0.0|0|1.4316666480000002|-0.003417504|4.59511985|-0.030657|0.0386379929999999|1.744747103|-0.129865138|0.156485495|0.036226415|1|1|0.006731579|-0.037291767|-0.066245471|-0.270506095|0.718266758|1|0.271156366|-34.061229|4.924591245|0.162358606|76.99187522|-0.033194303|-20.09682339|2.335284369|0.0|0.7721395329999999|-1.161800612|38.98582025|2000.353437|397.2168972|-550.9360419|792.7439217|-7.464534402999999|0.2278604669999999|4110.764451|108.05343229999998|-261.2587041|0.015584114|-258.10190780000005|314.0966684|7.390123534|1.0|1.0|0.0|1.0|1.0|2.81|0.06|21.0|-7.21|3.9|3.39|67.35|1.18|0.0|85.32|0.0|1.0|2.0|-3.24|22.0|4.0|-6.5|1.0|2.45|166.0|0.0764|1.7800000000000002e-05||||||||||||||||181.0|6.7423
12ax_a36|1|0|0|3.429529478|0.0|0|1.280791885|-0.007681676|5.351858133|-0.040458296|0.043383838|0.0|-0.414810497|-0.057017299|-0.034663063|1|1|-0.00097037|-0.101451485|-0.1716508239999999|-0.440372791|0.884841888|0|0.375647684|-49.32384393|12.79462904|0.153162279|102.4490387|-0.038813619|-48.23849712|8.558226304|1.236876307|0.7648530440000001|-1.940680931|62.11847297|2926.929456|566.4430628|-1298.106146|2471.295987|-17.36585896|0.235146956|6741.969187999999|157.28794140000002|-868.2929481000001|0.018645135|-354.3162187|661.6709012|12.47158322|1.0|0.0|1.0|0.0|2.0|4.74|0.14|17.0|-7.76|3.99|3.19|69.2|2.99|0.0|133.77|0.0|1.0|5.0|-5.08|31.0|4.0|-6.26|1.0|2.82|0.00372|0.00295|7.83e-06|-0.05596|5.2372|4.42|-2152.130959|318.82|0.5236|236.74|0.39564|0.69348|-2151.910753|0.4167|-0.15728|4.5001|-0.21324|-2151.971761|12.0|7.9208
LY580276_a4|0|0|0|0.0|0.0|1|1.344599701|-0.001543874|5.4161004020000005|-0.020236527|0.044357639|0.0|-0.063298854|-0.172607392|0.011772853|1|1|0.009622161|-0.019747846|-0.042912895|-0.191806286|0.5162208110000001|0|0.243350596|-27.6229776|4.207217677|0.131473004|63.36073061|-0.028035586|-16.49563923|2.027582675|82.46094409|0.8478469959999999|-1.065352257|31.83019528|1948.220005|418.5688558|-513.4247728|1511.5340210000002|-6.511436537000001|0.152153004|4098.640927|73.32703409|-247.4345884|0.008312438|-335.2755182|345.4102548|4.0060099860000005|1.0|1.0|0.0|1.0|0.0|3.01|0.22|17.0|-6.56|4.49|4.43|30.71|3.13|0.0|84.74|0.0|1.0|2.0|-3.67|22.0|3.0|-5.71|1.0|3.69|0.0624|0.0181|8.08e-05|-0.0225|5.2983|3.64|-959.4958788|276.03|0.1905|234.01|0.36903|0.68002|-959.356125|0.1842|-0.18746|2.5355|-0.2099599999999999|-959.404416|175.0|6757.0
11a_a5|1|0|0|2.9781886010000003|0.0|0|1.212363224|-0.002894726|4.59511985|0.052217882|0.021060606|0.0|-0.185262487|-0.1301505359999999|-0.02394636|1|1|0.007955512|0.003975818|0.006120569|-0.254944026|0.7505403709999999|0|0.369563711|-46.13206353|8.474559367000001|0.10656566|76.14130253|-0.026223112|-36.51058972|6.055083705|14.47576249|0.740865275|-1.573386716|54.60662289|2727.027899|638.3599998999999|-1124.186857|1170.247903|-13.38721623|0.259134725|5756.783268|185.1520983|-803.2329738|0.014482324|-344.1971057|835.912531|10.34763929|0.0|1.0|0.0|1.0|1.0|3.53|0.3|23.0|-9.93|6.38|6.55|63.69|3.05|0.0|128.51|0.0|1.0|7.0|-7.25|32.0|4.0|-4.54|1.0|5.16|2.39e-05|0.000167|5.019999999999999e-08|-0.03694|4.4033|4.83|-1339.8362619999998|302.86|0.5473|281.57|0.6735|0.65363|-1339.493223|0.1838|-0.16735|2.8611|-0.20429|-1339.555805|81.0|7.0915
38_a18|0|0|0|0.0|0.0|0|1.251175383|-0.00575311|4.844187086|-0.009006798|0.035478927|0.0|-0.448742607|-0.020056674|-0.003893067|0|0|0.001602741|-0.074661643|-0.11123356|-0.498932552|0.745084567|0|0.423402315|-61.25359673|6.675707878|0.1689295469999999|134.4282836|-0.0322355079999999|-52.08807522|5.3122971560000005|74.46052717|0.880927895|-2.385427574|67.92930461|3162.36475|661.3370874|-1898.240658|1855.157022|-20.41289434|0.119072105|7261.130718|94.75345803|-1510.554181|0.007165119|-606.2584549|1228.492038|5.701753365|1.0|1.0|0.0|1.0|3.0|4.53|0.34|18.0|-10.33|4.94|4.13|85.29|3.7|1.0|160.66|0.0|0.0|10.0|-6.98|38.0|3.0|-5.55|1.0|3.64|5.36e-05|0.000399|2.38e-08|-0.0483699999999999|3.2241|8.95|-1611.630281|384.55|0.5147|384.55|0.69235|0.69235|-1611.133158|0.5147|-0.13229|1.9877|-0.18066|-1611.206669|91.0|7041.0
46_a18|0|0|0|0.0|0.0|0|1.251088279|-0.005378956|4.844187086|-0.018808538|0.03531746|0.0|-0.3872848129999999|-0.0669031009999999|-0.052591109|0|0|0.003512954|-0.1483628609999999|-0.224171123|-0.448177615|0.7100921609999999|0|0.30524999|-49.54738918|6.376289807000001|0.173455401|123.2289237|-0.029244604|-38.60388092|4.5299444310000005|58.66827342|0.782232748|-1.988633091|55.92367899|3052.94234|587.2068577|-1412.796104|1848.661552|-14.76030741|0.217767252|7150.333139|154.7096476|-1003.700904|0.013181412|-401.0164861|1056.535856|9.36454702|0.0|1.0|0.0|1.0|2.0|4.27|0.3|18.0|-8.82|3.68|3.3|76.5|3.33|1.0|151.14|0.0|1.0|7.0|-5.68|36.0|3.0|-6.14|0.0|2.93|0.000999|0.00161|7.27e-07|-0.04995|3225.0|8.11|-1532.992457|384.45|0.4249|384.45|0.69181|0.69181|-1532.493789|0.4249|-0.13224|2656.0|-0.18219|-1532.562476|186.0|6.7305
12q_a30|0|0|0|0.0|-4.76444841|0|0.60498366|-0.015322396|5.351858133|-0.27228842|0.0438779959999999|0.0|-0.873376576|0.004165554|-0.021542639|1|1|-0.004395528|-0.077457998|-0.226973911|-0.636798458|0.613786308|0|0.596557166|-59.52322773|10.07866809|0.154254173|105.1162273|-0.045799658|-53.67653794|6.868090132000001|0.732186841|0.820640722|-2.427381881|69.60189582|3305.289025|576.3319634|-1654.134991|2844.418547|-21.2680622|0.179359278|7990.060758|122.2240555|-1127.2072970000002|0.016579022|-437.0000797|696.6414817000001|11.29774462|1.0|0.0|1.0|0.0|1.0|4.73|0.17|17.0|-7.18|4.43|4.78|90.88|2.82|0.0|133.96|0.0|1.0|7.0|-6.7|34.0|8.0|-5.66|0.0|3.42|9.63e-05|0.000579|3.19e-05|-0.05105|5.0573|5.52|-1988.033527|355.93|0.1817|245.16|0.34138|0.68516|-1987.781386|0.1515|-0.14792|5.5755|-0.19897|-1987.847256|36.0|7.4449
IN1166_a11|1|0|0|3.433539068|0.0|0|1.429020445|-0.006882528|4.727387819|-0.008507023|0.044021739|1.643912856|-0.378539035|0.0266218529999999|-0.037793156|1|1|-0.001446486|-0.126749697|-0.223618825|-0.462344944|0.841211811|1|0.551933595|-51.07061499|13.82641888|0.136726441|94.40543077|-0.031642539|-42.74230509|9.546719887|20.83871871|0.694302821|-1.6137695069999998|64.89703387|2865.055175|596.0640225999999|-1114.258549|2953.475057|-15.08551944|0.305697179|6310.825439|211.0745642|-769.3614916|0.021531291|-268.3203251|676.2770877|14.86669859|1.0|1.0|1.0|1.0|2.0|3.51|0.08|27.0|-10.18|5.01|4.53|103.17|0.92|0.0|123.82|0.0|0.0|5.0|-5.11|32.0|5.0|-6.52|1.0|3.31|0.00323|0.00688|2.75e-08|-0.07275|4.9857|3.36|-1347.298558|377.7|0.3425|248.68|0.4358399999999999|0.6998300000000001|-1347.012407|0.1239|-0.13823|3365.0|-0.21098|-1347.073528|12.0|7.9318
9a_a31|1|0|0|3.348289714|0.0|0|0.6101356720000001|-0.01391798|5.733341277|-0.093457477|0.036891534|0.0|-0.723734943|0.03406986|-0.0007638889999999|2|2|-0.0033853629999999|-0.093527289|-0.15653721|-0.542342338|0.8058046320000001|0|0.235442032|-64.75697831|21.33533299|0.308231868|197.8075471|-0.043430228|-50.50275387|13.69193237|95.14995868|0.737758755|-2.0846509230000003|86.0923113|2855.751316|443.941629|-1337.8230119999998|1955.13855|-17.886392|0.262241245|6273.506211999999|168.29310269999996|-858.5468158|0.0239033229999999|-305.16297060000005|597.3075924999999|15.33993762|1.0|1.0|1.0|1.0|2.0|3.6|0.14|22.0|-8.13|5.51|4.02|117.37|1.58|0.0|113.64|0.0|1.0|6.0|-5.62|30.0|5.0|-6.39|1.0|3.47|0.00101|0.00715|3.07e-06|-0.04275|3.7892|5.27|-1691.9526239999998|327.21|0.7028|327.21|0.7028|0.7028|-1691.716118|0.7028|-0.15757|5.0244|-0.20032|-1691.7777600000002|0.15|6.8239
14r_a23|0|1|1|0.0|0.0|2|1.197963203|-0.006323791|5.351858133|-0.06921746|0.045277778|0.7087588690000001|-0.322513347|-0.079935667|-0.064006338|2|2|0.0075222369999999|-0.073945564|-0.17267308|-0.454010253|0.616699629|1|0.375360556|-40.32463891|12.35476415|0.133777381|86.14846171|-0.03654528|-35.61466281|7.956082857|55.62948521|0.7882228370000001|-1.717628177|52.67940305|2945.137191|557.8203557999999|-1106.098986|2306.754114|-15.15517566|0.211777163|6744.848704999999|136.37788909999998|-712.2932561000001|0.017092103|-371.2130393|599.5697147999999|11.00678143|0.0|0.0|1.0|0.0|1.0|3.47|0.05|26.0|-7.67|3.78|4.58|105.02|3.4|1.0|120.24|0.0|1.0|5.0|-5.58|31.0|5.0|-6.31|0.0|3.7|0.00114|0.00332|9.18e-06|-0.06842|5.9406|3.72|-1729.1556449999998|389.92|0.2346|208.71|0.30482|0.68115|-1728.924789|0.0008|-0.15536|6.2620000000000005|-0.22378|-1728.98403|5.0|8.2684
14q_a23|0|1|1|0.0|0.0|2|1.19796338|-0.0101981219999999|5.351858133|-0.130330047|0.044138322|0.720966302|-0.5608967029999999|-0.058543701|-0.056324491|2|2|0.002496501|-0.017918675|-0.033435987|-0.573130981|0.77007911|1|0.227948491|-61.51997721|14.81701129|0.226805402|155.7136729|-0.039682061|-45.42467289|10.17264683|97.13675614|0.777340899|-2.023785094|76.3369885|3097.399651|530.8381985000001|-1389.433443|2213.1193780000003|-18.70427707|0.222659101|6982.066379000001|152.86702240000002|-953.9181308|0.01932289|-380.8178266000001|693.3423458|13.26616596|0.0|0.0|1.0|0.0|2.0|3.52|0.04|26.0|-6.96|2.57|3.12|148.11|2.28|1.0|128.38|1.0|1.0|6.0|-5.21|33.0|5.0|-7.33|0.0|2.62|0.00278|0.0183|5.03e-05|-0.08159|3.6431|4.19|-1798.645459|340.33|0.4943|340.33|0.5949|0.5949|-1798.3704079999998|0.4943|-0.14854|8375.0|-0.23013|-1798.433122|16.0|7.8069
9_a1|1|0|0|3.358585365|0.0|0|1.432397289|-0.00614716|4.727387819|-0.1075163359999999|0.037578348|0.0|-0.282769361|-0.079063236|0.016589221|1|1|-0.0018191779999999|-0.044035724|-0.093062585|-0.483335578|0.582499378|0|0.166794384|-46.63553015|6.495805626|0.244723542|141.093898|-0.031896718|-28.49439431|3.745117974|0.0|0.7816897429999999|-1.371558857|53.13133578|2387.143654|435.4501351|-790.7640749|1739.0376789999998|-10.60256533|0.2183102569999999|5063.330971|125.865476|-455.910309|0.014186995|-324.81308110000003|472.9447227|8.17942725|1.0|1.0|1.0|1.0|1.0|2.78|0.05|23.0|-8.98|5.86|5.57|58.64|2.74|0.0|102.84|0.0|1.0|4.0|-4.68|27.0|4.0|-5.81|1.0|4.12|0.00739|0.0057799999999999|3.7100000000000003e-07|-0.07602|3343.0|5.6|-1187.226314|370.88|0.5409|370.88|0.70296|0.70296|-1187.011122|0.5409|-0.13413|4.1623|-0.21015|-1187.065335|6.0|5.2218
12u_a30|0|0|0|0.0|0.0|0|0.604983445|-0.006935447|5.351858133|-0.027452346|0.043383838|0.0|-0.367578706|0.028815747|-0.0646674999999999|1|1|0.001805829|-0.0493878409999999|-0.0857954809999999|-0.467189145|0.8149999040000001|0|0.477056017|-51.83732031|10.42404292|0.15055905|100.8445957|-0.03794847|-43.90644499|6.982033926000001|0.0|0.810462868|-1.859475018|62.26136323|3001.03926|568.9563615000001|-1245.478147|2608.6452440000003|-17.02494806|0.189537132|7133.515802|126.9521524|-834.2224549|0.014495402|-415.8966522|685.6665849999999|9.709034401|1.0|0.0|1.0|0.0|1.0|4.63|0.14|17.0|-7.8|5.11|3.92|81.65|3.79|0.0|137.3|0.0|1.0|5.0|-6.58|31.0|4.0|-5.52|1.0|3.59|0.000123|0.0004269999999999|7.39e-06|-0.0528299999999999|3.5003|5.08|-2494.962309|354.21|0.1502|354.21|0.6847|0.6847|-2494.736802|0.1502|-0.1486299999999999|5.3020000000000005|-0.20146|-2494.7995530000003|34.0|7.4647
4d_a49|0|0|0|0.0|0.0|1|1.343847746|-0.006135653|5.4161004020000005|-0.058204482|0.036555556|1.76904838|-0.343596561|-0.053327669|0.013451218|1|1|0.001356445|0.000511959|0.000850823|-0.417231241|0.7745859279999999|1|0.410804214|-55.40321178|8.392883773|0.2473653539999999|152.3727245|-0.0281044679999999|-32.61868996|5.16986937|57.16412513|0.654728051|-1.461432343|63.79609555|2658.242991|463.6097566000001|-900.2167208999999|1640.195062|-10.66380249|0.3452719489999999|5915.214567|212.6814716|-554.5177292999999|0.022019681|-190.6195379|641.1445234|13.56373757|0.0|1.0|1.0|1.0|2.0|3.38|0.22|21.0|-7.58|3.16|2.8|98.72|1.25|0.0|115.63|0.0|1.0|6.0|-3.13|30.0|5.0|-7.7|1.0|2.27|296.0|0.18|1.05e-05|-0.06309|5.7447|2.99|-1293.333712|325.87|0.2549|215.82|0.40593|0.6782100000000001|-1293.049085|0.0879|-0.15888|4.3005|-0.2219699999999999|-1293.107454|18.0|7.7447
5b_a49|0|0|0|0.0|0.0|1|1.343848745|-0.007610481|5.777652323|0.006327273|0.034466231|1.926253727|-0.418576471|-0.0695402359999999|0.059834711|1|1|0.006696215|-0.13632743|-0.230763367|-0.515894968|0.6981815290000001|1|0.615864196|-41.03213895|11.94347454|0.203066756|119.3565117|-0.026008|-26.42668087|7.020013952999999|69.07083505|0.608694741|-1.300400018|52.97561349|2764.188493|468.4133145|-764.3358925|1956.050085|-8.985071494|0.3913052589999999|6225.302624|229.9974239|-449.2535747|0.025332565|-127.7749783|612.7019937000001|14.88971719|0.0|1.0|1.0|1.0|1.0|3.34|0.22|21.0|-7.24|2.98|2.87|75.94|2.07|0.0|122.26|0.0|1.0|3.0|-3.3|30.0|4.0|-7.24|1.0|2.58|0.1969999999999999|0.0468|2.3e-05|-0.04453|5.1653|3.92|-1292.139616|316.21|0.4653|240.03|0.39241|0.65269|-1291.873941|0.0747|-0.1624799999999999|4.3767|-0.20701|-1291.929428|28.0|7.5528
43_a18|0|0|0|0.0|0.0|0|1.251175234|-0.005099385|4.844187086|-0.01369899|0.033734062|0.0|-0.397752066|0.031746165|-0.032429984|0|0|0.003801459|-0.140532044|-0.2093696189999999|-0.460675034|0.718255592|0|0.3439906129999999|-54.49271386|5.35147222|0.147655113|114.6724699|-0.0311212229999999|-49.60799696|4.156080507|21.60709738|0.8743733490000001|-2.302970476|59.84418608|3172.923606|661.9512957999999|-1788.541603|1579.614523|-18.77059344|0.125626651|7428.282915000001|97.56464265|-1389.023915|0.007193089|-581.4944803999999|1228.492038|5.5863235410000005|0.0|1.0|0.0|1.0|2.0|4.54|0.34|18.0|-9.6|4.5|4.08|76.5|3.7|1.0|160.76|0.0|1.0|9.0|-6.45|38.0|3.0|-5.78|0.0|3.48|0.00018|0.000554|1.28e-07|-0.04949|3.2233|8.79|-1611.621186|384.65|0.5429|384.65|0.6926800000000001|0.6926800000000001|-1611.126246|0.5429|-0.13196|3.0482|-0.18145|-1611.198355|625.0|6.2041
12a_a30|0|0|0|0.0|0.0|0|0.604984824|-0.006711725|5.351858133|-0.02919335|0.040166667|0.0|-0.3557214489999999|0.009586623|-0.094932667|1|1|0.005458948|-0.053309522|-0.094526372|-0.454270252|0.8421237309999999|0|0.337975309|-47.73588073|10.10177981|0.163785284|101.5505506|-0.037665934|-37.34272719|6.263330101|0.0|0.805190202|-1.845630786|57.83766054|2722.217443|518.4718832|-1144.332492|2256.680391|-14.47983299|0.194809798|5936.682602000001|120.786445|-709.5118166|0.014884556|-378.4495438|620.9195447000001|9.228758655|1.0|0.0|1.0|0.0|1.0|4.65|0.14|17.0|-6.64|3.84|2.62|81.65|2.82|0.0|127.28|0.0|1.0|5.0|-5.28|29.0|4.0|-5.98|0.0|2.63|0.00208|0.0056|9.21e-05|-0.05184|5045.0|3.82|-1575.7783980000002|355.41|0.1866|245.76|0.35338|0.68599|-1575.538241|0.1511|-0.1481|4.1875|-0.19994|-1575.597759|11.0|7.9469
