molecula|SddssS|n9FaHRing|n9FaRing|SssssC|NaasN|SRW09|nAHRing|nARing|MATS2c|AATSC1c|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|ATSC1c|MATS8i|BCUTi-1|AATSC8d|n5aRing|AATSC1pe|AATSC7i|MATS1i|GATS1are|BIC2|SIC2|RASA|FNSA3|FNSA5|FPSA3|PNSA3|PPSA3|RPSA|WNSA5|WPSA3|RPCS|FNSA1|WNSA3|DPSA3|GeomPetitjeanIndex|MOMI-Z|WNSA4|FPSA1|GeomRadius|GeomDiameter|GRAV|PPSA1|WNSA2|FPSA5|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Veber filter|Num. of Rotatable bonds|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|BBB|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Oscillator Force (max. Transition)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|pIC50|pIC50
16b_a23|0.0|1|1|0.0|2|7.423568444|1|1|0.031073244|-0.005139233|5.351858133|-0.013240238|3|0.037664609|0.054655144|-0.3237716519999999|-0.068280331|10.31321583|-0.05237763|2|0.011266252|0.099244509|-0.123524943|0.75524548|0.7740962779999999|0.830577373|0.928579764|-0.050637391|-0.07920267|0.018614978|-37.52431601|13.79443768|0.071420236|-43.49333918|10.22222569|100.0262487|0.738977|-27.80700713|51.31875369|0.4870072789999999|2256.698672|-17.24735864|0.261023|9.472884487|18.46592377|7575.784511|193.4284005|-1000.346801|0.018384316|1826.746158|896.9989312000001|13.6235075|1.0|0.0|1.0|1.0|0.0|0.07|26.0|-7.33|3.02|4.1|108.26|0.0|6.0|4.0|489.57|0.0|0.0|-5.67|6.41e-07|0.000314|4.21|0.0|2.26e-05|-0.07352|1.6041|4.24|1.6041|-1877.615701|772.84|1340.35|0.3456|0.95419|0.95419|0.3456|-0.21093|0.03978022|7.0191|7.0191
20a_a10|0.0|0|0|0.0|1|7.535296702|1|1|-0.0774974029999999|-0.0034618129999999|5.4161004020000005|0.049376168|2|0.036415094|-0.035536682|-0.197323337|-0.010695558|10.9296614|0.011011878|1|0.008297595|-0.058994157|-0.049146504|0.661219642|0.755429696|0.817646497|0.913681336|-0.066386563|-0.072821454|0.013618456|-43.19189039|8.860330345|0.086318664|-30.82502228|5.764636687|47.01787447|0.733451892|-28.10115947|52.05222074|0.452402751|2021.669282|-11.8557778|0.266548108|8.419180593|15.37476788|6729.996773999999|173.41938059999998|-616.5004457|0.016540298|1291.932235|719.5272609|10.76131538|1.0|0.0|1.0|0.0|3.63|0.11|27.0|-9.44|5.06|5.77|76.62|0.0|4.0|5.0|429.47|0.0|1.0|-5.59|2.07e-06|0.000888|4.36|0.0|1.55e-07|-0.06611|4.7841|3.98|3.8312|-1389.1321289999998|696.63|1200.92|0.2738|0.50193|0.6864600000000001|107.0|-0.2274199999999999|0.03217287|5.9208|5.9208
2_a20 (SB-505124)|0.0|0|0|-0.09011519|0|7.434257382|1|1|-0.006955944|-0.010175551|5.351858133|-0.076310057|1|0.05042042|0.013612077|-0.498602014|-0.177905025|10.95129567|-0.137383329|1|0.003789399|0.02072518|-0.150708132|0.827730504|0.725030162|0.765632979|0.7694360659999999|-0.083565835|-0.117328885|0.02856542|-45.98170774|15.71798823|0.230563934|-35.52365346|8.648749117000001|441.9400248|0.831919306|-25.30121848|61.69969596|0.475937029|1709.9571620000002|-11.58380004|0.1680806939999999|5.952040367|11.3574908|4762.83693|92.48561162|-532.854802|0.011470204|1164.049211|477.95809620000006|6.311425784|1.0|1.0|1.0|1.0|3.1|0.3|17.0|-7.22|5.16|4.47|60.03|0.0|3.0|4.0|335.4|1.0|1.0|-4.91|5.72e-06|0.0019199999999999|4.27|0.0|2.03e-05|-0.03717|3.6404|4.57|3.6404|-1089.358727|593.8|995.68|0.3267|0.69947|0.69947|0.3267|-0.18645|0.01305739|6.7721|6.7721
47u_a18|0.0|0|0|0.0|0|7.03438793|1|1|0.039883149|-0.010219187|4.844187086|-0.0872206669999999|0|0.035393939|0.008108241|-0.633589579|0.031337464|10.94702032|-0.033209663|0|0.00082284|0.0121925089999999|-0.126628013|0.664796402|0.7517870059999999|0.7960273840000001|0.741066474|-0.090364489|-0.092271172|0.02068926|-62.99873374|14.42377665|0.258933526|-44.84707106|10.0557163|77.59162925|0.721837463|-43.92035521|77.42251040000001|0.483819806|1415.590236|-16.72263667|0.278162537|9.18142206|17.78724206|6837.350959|193.9244919|-986.6355633|0.021142007|1960.574384|818.9389171|14.73941472|0.0|0.0|1.0|2.0|0.0|0.19|18.0|-8.2|3.15|3.02|99.56|0.0|8.0|4.0|455.51|0.0|0.0|-4.98|2.05e-06|0.000932|3.9|0.0|2.89e-06|-0.06392|3.1186|9.34|3.1186|-1510.153552|738.53|1282.66|0.5849|0.69143|0.69143|0.5849|-0.19109|0.02892505|5.7055|5.7055
19k_a38|0.0|0|0|0.0|0|7.412764017000001|2|2|0.0100827|-0.011877064|5.351858133|-0.17467835|2|0.0445691609999999|0.098947776|-0.6888696990000001|0.016990252|10.95446448|-0.0184136539999999|1|-0.00835812|0.208892195|-0.060668296|0.7581164340000001|0.853092207|0.908591797|0.658700057|-0.112748779|-0.126936513|0.0232707939999999|-71.54314527|14.76615358|0.341299943|-51.10918191|9.369654226|116.0039747|0.75964689|-45.3966925|86.30929885|0.4769127179999999|2929.493496|-17.9828603|0.24035311|6.744851799999999|12.89431427|7091.215492|152.51267140000002|-971.0744563|0.021802691|2014.5803|686.8472757999999|13.8345897|0.0|0.0|1.0|4.0|2.2|0.13|17.0|-6.41|2.34|1.65|124.32|0.0|6.0|5.0|444.46|0.0|0.0|-3.62|0.000134|0.0594|1.65|0.0|0.000175|-0.05534|5.1869|4.13|3.5378|-1500.852284|677.64|1172.22|0.2038|0.38269|0.70327|0.1156|-0.20102|0.04615409|7.9666|7.9666
5f_a40|0.0|0|0|0.0|1|8.149890544|0|1|-0.004886759|-0.008387329|6.167516491000001|-0.0468504759999999|0|0.042936508|-0.085493191|-0.293556526|0.166865076|10.31198329|0.062183277|2|0.000706205|-0.155235986|0.100535344|0.7039183109999999|0.811339477|875.0|0.7414714309999999|-0.113521559|-0.10969397|0.020236763|-52.44868801|9.349692674|0.258528569|-23.41506245|4.319700326|63.48466425|0.814393685|-24.23209217|61.79838068|0.484099946|599.1117195|-8.780648419|0.185606315|5.780627322000001|11.20493646|3963.475837|85.75294257|-280.9807494|0.015000038|746.7683199|269.0442248|6.930245797|1.0|0.0|1.0|1.0|2.05|0.21|14.0|-3.69|2.94|2.68|101.52|0.0|3.0|3.0|284.34|0.0|1.0|-3.31|0.000108|0.0307|2.2|0.0|0.0587|-0.06227|3.8036|3.5|3.0611|-1232.959261|487.57|793.54|0.2747|0.56507|0.69727|0.0415|-0.19284|0.02389588|6.9508|6.9508
12ao_a36|0.0|0|0|0.0|0|7.412764017000001|2|2|-0.058597382|-0.007081548|5.351858133|-0.065314765|2|0.042739018|0.0895536619999999|-0.410729809|-0.113963585|10.94919858|-0.033032344|1|0.003724542|0.1523047569999999|-0.095253274|0.90500247|0.82626942|0.8800240009999999|0.832582759|-0.077866573|-0.1019516769999999|0.017784426|-51.52001456|11.76697353|0.167417241|-44.63177966|7.785557064|0.0|0.7820981779999999|-34.08795068|63.28698809|0.462968912|2298.760179|-16.53028876|0.217901822|8.769931502999999|16.33039817|5943.227395|144.1736112|-892.6355932|0.016708791|1724.9956719999998|698.847203|11.05528527|1.0|0.0|1.0|2.0|0.0|0.12|17.0|-7.01|3.62|2.42|69.2|0.0|6.0|4.0|407.47|1.0|0.0|-4.55|2.6e-05|0.0106|3.45|0.0|3.94e-05|-0.05455|4.6597|3.83|3.4743|-1310.328652|701.9|1190.17|0.6249|0.4962|0.7045|0.0033|-0.19662|0.03244719|7.5229|7.5229
11_a4|0.0|0|0|0.0|1|7.535296702|1|1|-0.20567828|-0.001098364|5.4161004020000005|0.032861655|2|0.03617284|-0.017835936|-0.056016567|-0.073554945|10.33765061|-0.0043410079999999|1|0.010782511|-0.030003079|-0.0278843589999999|0.6575743310000001|0.820318166|0.875868891|0.930113409|-0.054262142|-0.06530408|0.009336075|-31.35942689|5.395547437|0.069886591|-21.81135655|3.118219598|59.55648883|0.7560913159999999|-18.12338426|36.75497433|0.480360734|1640.559148|-7.889214068999999|0.243908684|6.850305797000001|13.18281017|5425.1341090000005|140.96082869999998|-370.7930613|0.011937709|848.5670554999999|575.2252237|6.89909579|1.0|1.0|1.0|0.0|3.49|0.23|21.0|-8.05|4.97|5.22|68.9|0.0|4.0|3.0|372.49|0.0|1.0|-4.97|7.27e-06|0.00271|3.99|0.0|3.31e-06|-0.05582|4907.0|3.2|3.78|-1467.440475|630.04|1071.03|151.0|0.4444|0.65942|0.0403|-0.2146699999999999|0.02336674|6.9586|6.9586
1a_a5|0.0|0|0|0.0|0|6.605297921|1|1|-0.271170445|-0.001785522|4.59511985|0.009305578|2|0.021346801|-0.075791863|-0.078562954|-0.132197351|10.9502215|-0.004213083|0|0.00549829|-0.123867037|0.069867374|0.8309401009999999|0.7427901179999999|0.794139321|0.833638233|-0.071887159|-0.075618812|0.008036994|-36.19957997|4.047117885|0.166361767|-19.17495143|2.037971304|0.0|0.7256546770000001|-18.22870183|40.24669785|0.455258786|902.6910106|-7.015226132|0.274345323|6.199179484|11.38004491|4005.068642|138.1496441|-287.62427139999994|0.016493595|787.1243051|403.543273|8.305533524|0.0|1.0|1.0|1.0|0.0|0.16|18.0|-7.15|3.08|1.42|37.81|0.0|3.0|4.0|298.34|1.0|0.0|-3.44|0.00253|755.0|2.17|0.0|2.13e-05|-0.1040099999999999|4.6707|2.85|2.8332|-951.110826|531.02|882.1|0.2109|0.44868|0.54123|0.0126|-0.2262699999999999|0.028664612|6.9706|6.9706
14a_a10|0.0|0|0|0.0|1|7.535296702|2|2|-0.2090476269999999|-0.002047597|5.4161004020000005|0.0437538159999999|3|0.035660377|0.027446544|-0.147427016|-0.045759336|10.92970798|-0.00421565|1|0.012272222|0.042968756|-0.220250238|0.76857495|0.7348225290000001|0.770129205|0.911549451|-0.044416218|-0.070610745|0.0135610389999999|-32.23041637|9.840503082|0.088450549|-37.18086445|7.140714112|134.15514270000003|0.542015878|-23.38784787|42.07091945|0.469029865|1774.8853399999998|-9.988888957|0.457984122|10.0292632|18.88856367|6754.660977|332.3339934|-669.2555601|0.0219172279999999|1701.592784|1003.968547|15.9041322|0.0|1.0|1.0|0.0|4.4|0.39|21.0|-8.18|4.16|3.36|59.31|0.0|7.0|6.0|468.59|1.0|0.0|-4.8|6.159999999999999e-05|0.0288|3.29|0.0|3.07e-06|-46.0|5.5808|2.25|3802.0|-1489.803158|800.01|1380.89|0.2835|0.34245|0.7047100000000001|0.0005|0.19621|-0.14757681|7.1308|7.1308
38_a18|0.0|0|0|0.0|0|7.03438793|2|2|0.059724697|-0.00575311|4.844187086|-0.009006798|1|0.035478927|-0.066676644|-0.448742607|-0.020056674|10.94702086|-0.003893067|0|0.001602741|-0.0993372269999999|-0.074661643|0.745084567|0.719168079|0.751875124|0.8310704529999999|-0.076974444|-0.082256123|0.00838904|-61.25359673|6.675707878|0.1689295469999999|-52.08807522|5.3122971560000005|74.46052717|0.880927895|-48.74349112|67.92930461|0.4666657999999999|1855.157022|-20.41289434|0.119072105|10.98254153|20.5922319|7261.130718|94.75345803|-1510.554181|0.007165119|2154.819559|1228.492038|5.701753365|1.0|1.0|1.0|3.0|0.0|0.34|18.0|-10.33|4.94|4.13|85.29|0.0|10.0|3.0|508.65|0.0|1.0|-6.11|1.05e-07|5.36e-05|5.43|1.0|2.38e-08|-0.0483699999999999|3.2241|8.95|3.2241|-1611.60375|861.93|1515.64|0.5147|0.69235|0.69235|0.5147|-0.18066|0.02653109|7041.0|7041.0
3d_a12|0.0|0|0|0.0|0|0.0|1|1|0.092417272|-0.008186708|0.0|-0.053022041|3|0.038787879|-0.166233441|-0.360215148|-0.002185753|10.95472859|-0.058191686|0|-0.000643935|-0.282667477|-0.1394967999999999|0.91670178|0.7697403429999999|0.82682708|0.8547246829999999|-0.066850425|-0.0958414059999999|0.011128076|-34.34601551|5.717316796|0.145275317|-25.2986621|2.9374091630000003|0.0|0.77428353|-17.64609244|40.06333231|0.472404561|1205.356874|-9.255608086|0.22571647|5.786006004|10.96674758|4509.417998|115.96727140000002|-379.4799315|0.01611886|953.9302134|410.9162081|8.281452338|1.0|1.0|0.0|1.0|2.71|0.11|18.0|-7.51|3.37|2.19|50.17|0.0|3.0|4.0|313.36|1.0|1.0|-3.91|0.000302|0.0945|2.81|0.0|9.64e-06|-0.06842|4.2114|3.1|3.7719|-1006.704001|548.21|918.3|0.3336|0.53114|0.6572100000000001|0.1583|-0.22229|0.02399772|7.6021|7.6021
14ac_a23|0.0|1|1|-9.994971573|2|7.423568444|0|0|0.0763230759999999|-0.011656739|5.351858133|-0.4422550999999999|2|0.048351548|0.016532702|-0.66443411|0.0518788009999999|10.3132169|0.043387326|2|-0.004445662|0.068237909|-0.069765112|0.5562570379999999|0.7797862459999999|0.834426845|0.931143634|-0.0883661019999999|-0.097100967|0.016832361|-66.72452104|12.70997824|0.068856366|-55.36344264|9.597200637|0.327656318|0.8077820920000001|-50.3831402|79.43449928|0.489147172|3417.45156|-25.07023818|0.192217908|8.122941134|15.90074614|9203.543798|145.1421706|-1328.722623|0.019122137|2178.41361|718.3324686000001|14.43896921|1.0|0.0|1.0|1.0|3.34|0.12|26.0|-9.03|5.52|8.36|105.02|0.0|7.0|10.0|547.48|0.0|0.0|-6.65|4.92e-08|2.69e-05|5.35|2.0|5.06e-07|-0.08813|4.0014|4.93|3.6325|-2303.9786940000004|751.54|1285.58|0.3209|0.6408|0.69962|0.2391|-0.23868|0.02262555|8.3851|8.3851
19e_a38|0.0|0|0|0.0|0|7.412764017000001|2|2|-0.082311936|-0.007550899|5.351858133|-0.10490608|2|0.04508642|0.021678225|-0.4379521229999999|-0.104569193|10.94917392|-0.038386106|1|0.000347207|0.045449529|-0.091460175|0.723755855|0.839953955|0.89459881|0.776562593|-0.083623427|-0.10214405|0.02118651|-56.34606212|14.27562164|0.223437407|-46.37503972|9.619015829|16.39385667|0.749190974|-37.96637911|70.62168376|0.4655978389999999|3426.997928|-17.17594064|0.250809026|6.596408983|12.34352977|6531.762734|168.99691289999998|-927.5007945|0.020114756|1837.325672|696.3887025|13.55346651|1.0|0.0|1.0|3.0|3.08|0.12|17.0|-7.28|4.03|3.09|81.23|0.0|6.0|4.0|427.48|0.0|1.0|-4.72|1.15e-05|0.0049|3.55|0.0|2.25e-05|-0.05139|5.2322|4.08|3.8587|-1409.547647|685.34|1183.12|0.3948|0.41961|0.58509|0.3738|-0.20723|0.03483011|8.0083|8.0083
17a_a6|0.0|0|0|0.0|0|7.412764017000001|1|1|0.101940358|-0.012704951|5.351858133|-0.0265090529999999|1|0.041767677|0.04129257|-0.686067347|0.078798543|10.94948984|-0.060774312|1|-0.00194781|0.068338372|-0.10896749|0.850080948|0.7722228729999999|0.8299950709999999|0.753082653|-0.096082495|-0.109388399|0.031147305|-63.02857512|20.43213226|0.2469173469999999|-47.07146289|13.40315088|554.1936506|0.77193498|-41.34573382|83.46070738|0.483320982|2217.333474|-17.887155899999996|0.22806502|8.337470517|16.13665395|5996.580489|149.60699319999998|-894.3577948999999|0.019808023|1766.18975|627.4287311|12.99374518|1.0|1.0|1.0|2.0|2.88|0.12|23.0|-9.01|4.98|4.32|95.85|0.0|5.0|5.0|409.44|0.0|1.0|-5.17|1.56e-06|0.000637|4.09|0.0|4e-07|-0.05753|3.5421|4.04|2.9753|-1350.078838|696.96|1167.16|0.3933|0.69627|0.7024|0.0101|-0.18178|0.02379552|7.6198|7.6198
40_a47|0.0|1|1|0.0|1|6.823286122000001|0|0|-0.246203395|-0.004181351|4.727387819|-0.0934645509999999|3|0.041396825|-0.056839794|-0.179798097|-0.038143308|10.98214138|0.056362705|1|0.003634698|-0.130213023|-0.147591116|0.63155995|0.836942961|0.900790582|0.812233678|-0.060416547|-0.083237511|0.02047837|-32.5926343|11.04737121|0.1877663219999999|-24.22401965|5.959674083|0.0|0.573656733|-17.58259718|43.64000551|0.4574577489999999|868.5333132000001|-7.872806386000001|0.426343267|7.042383142|12.98034048|4862.524893|229.9974239|-314.91225539999994|0.029785575|1017.592517|388.178924|16.06828586|0.0|1.0|1.0|1.0|2.91|0.11|21.0|-7.08|2.96|4.04|68.52|0.0|3.0|5.0|334.35|1.0|1.0|-3.72|0.000546|183.0|2.19|0.0|2.79e-05|-0.05086|4.0176|2.06|3.7236|-1123.144637|571.5|947.27|271.0|0.67615|0.68492|0.2612|-0.20317|0.02983032|8.4|8.4
12f_a31|0.0|0|0|0.0|0|7.765993078999999|1|1|0.034876922|-0.011835152|5.733341277|-0.033056721|0|0.03703252|0.043286807|-0.698273995|-0.0944165219999999|10.31169747|-0.0164221939999999|2|0.000889251|0.068054139|-0.130400541|0.805862937|0.8167107029999999|0.8530975000000001|0.700992225|-0.097676974|-0.118239376|0.027617942|-68.14417693|19.26761061|0.299007775|-57.54866283|13.44201623|569.7325277000001|0.686882955|-47.54067074|87.41178754|0.482666192|1805.921786|-16.44247509|0.313117045|9.859605078|19.05849748|5845.744358|218.4455813|-920.7786053|0.021559868|1921.480254|713.5657448|15.04120547|1.0|1.0|1.0|2.0|3.78|0.41|16.0|-8.02|6.43|4.48|117.37|0.0|10.0|5.0|426.53|0.0|1.0|-4.63|1.05e-06|0.0004469999999999|3.82|0.0|4.06e-06|-0.03317|3.8305|5.39|3.8305|-1696.741889|755.33|1258.6|0.2664|0.7006600000000001|0.7006600000000001|0.2664|-0.19211|0.04363832|6.8861|6.8861
9d_a40|0.0|0|0|0.0|1|7.515889085|0|0|0.007834411|-0.003961493|5.4161004020000005|-0.022152094|0|0.045555556|0.153818743|-0.146575228|0.15723868|10.3119722|-0.137738587|2|0.010101686|0.259969752|0.0116099239999999|0.601831605|0.7572844040000001|0.8221990920000001|0.941627612|-0.060319196|-0.071656839|0.010749826|-31.08478865|5.539796446|0.058372388|-19.03015798|2.854868966|50.47044708|0.8664205709999999|-16.01918037|36.6245851|0.467275972|336.6614768|-8.395657932|0.133579429|8.023385851|15.06105494|4401.742338|68.83858806|-285.4523697|0.0087217999999999|639.3115126|346.9019309|4.49467719|1.0|0.0|0.0|0.0|3.63|0.06|20.0|-7.0|5.2|5.09|58.43|0.0|2.0|2.0|325.82|1.0|1.0|-5.65|7.37e-07|0.0002399999999999|5.16|0.0|3.3e-05|-0.06906|4.6073|4.7|3.3464|-1677.540538|542.19|892.69|0.4888|0.4557199999999999|0.69986|0.4025|-0.20781|0.01113991|6.9706|6.9706
13g_a6|0.0|0|0|0.0|0|6.842683282|0|0|-0.0961994219999999|-0.006574579|4.727387819|0.004767264|2|0.043020833|0.03536788|-0.381325604|0.073394284|10.95053423|-0.080022038|1|-0.000644109|0.061423911|-0.12414699|0.836982172|0.774238891|0.832753533|0.871972049|-0.074216821|-0.091949419|0.017637229|-51.67543048|12.28038897|0.128027951|-44.57717132|8.550546653|0.0|0.7357333540000001|-35.98038956|63.95581946|0.444443571|3916.754765|-15.68456028|0.264266646|7.968172425|14.34268783|6332.20768|184.0026638|-846.9662551000001|0.017929016|1653.346592|744.1359788|12.48355309|1.0|1.0|1.0|2.0|2.34|0.12|27.0|-10.57|5.41|4.79|103.17|0.0|6.0|5.0|431.49|0.0|1.0|-5.06|2.77e-06|0.0012|3.7|0.0|1.15e-08|-0.07536|5.9869|3.83|3.2472|-1386.573241|739.55|1253.71|0.8442|0.38325|0.7034100000000001|0.0105|-0.20806|0.03802398|6.9245|6.9245
12v_a36|0.0|0|0|0.0|0|7.412764017000001|2|2|-0.077763989|-0.008411281|5.351858133|-0.04314418|2|0.041767677|0.073329354|-0.487854327|-0.086194201|10.96020642|-0.023932402|1|0.003077071|0.123026459|-0.1430106119999999|0.8913597320000001|0.828393514|0.8792981679999999|0.802291339|-0.078158778|-0.105200486|0.027145269|-51.4172081|17.85767346|0.197708661|-45.52806671|11.74777471|0.462992841|0.6276553979999999|-33.82511043|69.27488156|0.461799225|2328.221818|-14.33290989|0.372344602|8.456596706000001|15.71271745|6065.593390999999|244.9490697|-773.9771341000001|0.02867403|1874.459798|679.7230552999999|18.86337805|1.0|0.0|1.0|2.0|0.0|0.17|17.0|-6.69|2.77|1.89|78.43|0.0|6.0|5.0|411.46|0.0|0.0|-4.07|0.000113|0.0464|2.65|0.0|8.340000000000001e-05|-0.05219|3.8847|2.65|3.7035|-1347.442792|671.56|1150.38|0.4247|0.69298|0.7016100000000001|0.0223|-0.20404|0.03275089|7.8539|7.8539
8a_a32|0.0|1|1|0.0|0|7.773594467000001|0|0|-0.0755556459999999|-0.010151321|5.733341277|-0.056633919|0|0.04008547|-0.0281981579999999|-0.497414715|-0.020716518|10.31100269|-0.128684642|3|-0.001662219|-0.050766252|-0.0852122769999999|0.788133615|0.845443342|0.8966299409999999|0.814553726|-0.083474428|-0.109412858|0.018321589|-52.34893512|11.48993376|0.185446274|-43.03057598|7.205629442999999|66.81560596|0.7490845290000001|-32.82934751|63.83886888|0.480024324|3312.822051|-14.03170956|0.250915471|7.420041446|14.26997798|5659.295213|157.3554684|-645.4586397|0.017733503|1373.988797|557.1050635|11.12113054|1.0|1.0|1.0|2.0|3.67|0.26|19.0|-7.65|6.49|4.65|140.04|1.0|7.0|4.0|397.52|0.0|1.0|-4.99|1.5199999999999998e-07|6.03e-05|4.17|0.0|8.86e-06|-0.06166|3562.0|4.98|3562.0|-1880.732222|667.29|1110.23|0.4315|0.70316|0.70316|0.4315|-0.2061599999999999|0.03498398|7.3468|7.3468
13e_a6|0.0|0|0|0.0|0|6.842683282|0|0|-0.089778965|-0.006882528|4.727387819|-0.008507023|2|0.044021739|0.018376555|-0.378539035|0.0266218529999999|10.95053349|-0.037793156|1|-0.001446486|0.032420935|-0.126749697|0.841211811|0.765593573|0.827254552|0.861676601|-0.074242826|-0.093298845|0.0183790889999999|-49.62570093|12.28502792|0.138323399|-41.68507499|8.211609879|0.0|0.722530518|-33.17101912|61.91072885|0.4442079679999999|3457.565879|-14.71237941|0.277469482|7.973429837999999|14.346067199999998|6147.8097210000005|185.4673146|-750.3313497|0.019543118|1553.619759|676.2770877|13.06309302|1.0|1.0|1.0|2.0|2.79|0.08|27.0|-10.18|5.01|4.53|103.17|0.0|5.0|5.0|417.47|0.0|1.0|-4.78|7.74e-06|0.00323|3.27|0.0|2.75e-08|-0.07534|5.9885|3.36|3.2475|-1347.25954|713.3|1202.5|0.8312|0.38609|0.7034199999999999|0.0104|-0.20804|0.03809808|7.9208|7.9208
9a_a36|0.0|0|0|0.0|0|7.412764017000001|2|2|-0.109305298|-0.007853595|5.351858133|-0.046964839|2|0.040166667|0.095192109|-0.41624054|-0.078488872|10.96066876|-0.06502499|1|0.00484375|0.160672128|-0.12019672|0.839235677|0.7885597609999999|0.842671963|0.826559623|-0.073689118|-0.10869601|0.0236784079999999|-45.04449811|14.47407729|0.1734403769999999|-40.61536816|8.847677483|0.0|0.7638345870000001|-27.53468726|59.5185754|0.453098452|2167.77208|-14.91993116|0.236165413|7.546661564|13.79893984|5693.562367|144.36259840000002|-731.0766269999999|0.019513779|1565.759963|578.2841135|11.92833382|1.0|0.0|1.0|1.0|0.0|0.14|17.0|-6.28|3.04|2.04|66.4|0.0|5.0|5.0|382.42|1.0|0.0|-3.99|0.000197|0.0753|2.66|0.0|0.0002009999999999|-0.05044|3.8677|3.38|3.8677|-1252.77514|648.41|1092.66|0.4811|0.68682|0.68682|0.4811|-0.20969|0.02701893|7.8861|7.8861
19b_a38|0.0|0|0|0.0|0|7.412764017000001|2|2|-0.122009545|-0.008652352|5.351858133|-0.115864198|2|0.044392765|0.013765516|-0.467227005|-0.1381849369999999|10.96052467|-0.0697981979999999|1|-0.004358975|0.035216067|-0.098027247|0.653741315|0.8295290000000001|0.8851623040000001|0.7293105670000001|-0.086013549|-0.11557289|0.0224393089999999|-53.38447032|13.92699891|0.270689433|-44.51968852|8.643817972|0.0|0.7596369590000001|-33.13317155|67.31146923|0.478948837|2436.66785|-16.02708787|0.240363041|7.159317935|13.74014387|6518.872269|149.181772|-801.3543933999999|0.020570275|1699.692918|593.6088758|12.76697997|1.0|0.0|1.0|3.0|2.37|0.14|17.0|-7.12|3.55|3.11|81.23|0.0|5.0|5.0|419.43|0.0|1.0|-4.33|5.68e-05|0.0238|2.88|0.0|3.19e-05|-0.05031|5363.0|3.66|3.7509|-1431.38073|646.81|1111.29|0.4634|0.38952|0.69411|0.1945|-0.20445|0.03336932|7.9172|7.9172
21a_a23|0.0|1|1|0.0|2|7.525639975|0|0|0.1049806919999999|-0.005708466|5.4161004020000005|-0.038876045|2|0.042862319|0.071115216|-0.3082571839999999|-0.133417036|10.31321782|-0.083864151|2|0.01180744|0.130024255|-0.074441567|0.725800261|0.7367638240000001|0.79188323|0.926538469|-0.051521215|-0.082341001|0.011564247|-34.01266735|7.634348008|0.073461531|-35.88602363|5.039953753|82.08958626|0.842121383|-22.45408125|41.64701536|0.492301762|2272.736256|-15.07212993|0.157878617|7.950891003|15.66066298|6464.524241|104.2264415|-753.6064963|0.011178565|1355.5493720000002|666.0036144999999|7.379733085|0.0|0.0|1.0|1.0|3.48|0.09|26.0|-7.78|3.88|4.33|105.02|0.0|5.0|4.0|425.51|0.0|0.0|-5.28|1.3e-06|0.000552|3.98|0.0|7.03e-06|-0.07243|3.6993|3.75|3.6993|-1669.23053|701.01|1189.63|0.3692|0.60824|0.60824|0.3692|-0.2226699999999999|0.0203361|6.9914|6.9914
19_a34|0.0|0|0|0.0|1|7.412764017000001|1|1|-0.068004837|-0.013066507|5.351858133|-0.169170251|1|0.044107744|-0.189862762|-0.5357267960000001|-0.143343425|10.95957634|-0.014196676|1|-0.0042364759999999|-0.29861864|-0.255220734|0.866604574|0.8022000659999999|0.8582665429999999|0.6399024520000001|-0.112877411|-0.1255804019999999|0.039589023|-56.30608209|19.74799697|0.360097548|-31.24772528|9.850795895|470.4453529|0.662289492|-28.08688512|76.05407906|0.467358389|1537.244187|-9.86770272|0.3377105079999999|5.495780422|10.31797048|4496.516479|168.4584665|-374.9727034|0.029554695|1135.020017|337.9440349|14.74262256|0.0|1.0|1.0|1.0|2.77|0.18|17.0|-5.03|2.69|2.31|69.4|0.0|3.0|5.0|309.32|1.0|1.0|-3.15|0.00186|574.0|1.66|0.0|0.00291|-0.02901|4.1721|2.7|4.1721|-1046.5747720000002|538.96|882.87|0.2189|0.6897300000000001|0.6897300000000001|0.2189|-0.20251|0.03168624|6.0044|6.0044
