molecula|SddssS|n9FaHRing|SaaNH|SssssC|NaasN|nARing|MATS2c|AATSC1c|n6HRing|JGI4|MATS7i|AATSC1are|MATS8i|BCUTi-1|AATSC1pe|MATS1i|AATSC1i|MATS1c|GATS1are|BIC2|MATS8s|MATS8d|SIC2|GATS1pe|FNSA3|PBF|FPSA3|PPSA3|RNCS|RPSA|TPSA_x|WPSA3|RPCS|FNSA2|WNSA3|PNSA4|GeomPetitjeanIndex|GRAVp|PNSA2|MOMI-Z|FPSA1|GeomDiameter|GeomShapeIndex|PPSA1|WNSA2|DPSA4|FPSA5|DPSA1|DPSA2|Mor01p|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Brenk|Veber filter|Num. of Rotatable bonds|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Egan filter|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Contribution (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|E solv. Water  (Hartree)|pIC50|pIC50
4d_a49|0.0|0|0.0|0.0|1|1|-0.06085453|-0.006135653|2|0.036555556|-0.090862681|0.000607064|-0.053327669|10.92777282|0.001356445|0.000511959|0.000850823|-0.417231241|0.7745859279999999|0.783870915|-0.008564167|0.023137464|0.834151595|0.749565191|-0.089942837|0.410804214|0.013625199|8.392883773|85.21839288|0.2473653539999999|152.3727245|5.16986937|57.16412513|-1.461432343|-34.12740785|-17.31186002|0.470013152|2658.242991|-900.2167208999999|1640.195062|0.3452719489999999|15.09148245|0.8868392740000001|212.6814716|-554.5177292999999|26.44129877|0.022019681|-190.6195379|1374.947536|641.1445234|0.0|1.0|1.0|1.0|3.38|2.68|0.22|3.16|2.8|0.0|0.0|6.0|5.0|-7.7|0.0|1.0|2.27|-3.35|296.0|0.0004509999999999|0.0|0.0|2.64e-08|1.05e-05|-0.06309|5.7447|2.99|3.8047|-1293.29417|668.09|1144.04|325.87|0.2549|215.82|0.6782100000000001|-0.15888|4.3005|0.0395418|7.7447|7.7447
25_a47|0.0|1|0.0|0.0|1|0|0.037667531|-0.010144825|2|0.043695652|-0.055724653|-0.003963349|-0.035030495|10.94972207|-0.00269275|-0.108691353|-0.235822787|-0.545763902|0.6553889970000001|0.8462332770000001|-0.077710529|0.004104478|0.906449648|0.622598899|-0.073339312|0.574771479|0.020224271|12.27779881|11.20142696|0.213041681|129.3338553|7.453635586|51.5831002|-1.407553754|-27.0291331|-18.98891362|0.4760601829999999|2704.5905190000003|-854.5011131000001|1514.111398|0.376125772|13.26689626|0.908616158|228.3393366|-518.7525876|30.43708613|0.029261935|-150.4037281|1369.668876|513.2159236|0.0|1.0|1.0|1.0|3.26|3.27|0.1|3.29|4.95|0.0|0.0|5.0|5.0|-6.3|0.0|1.0|3.62|-4.82|0.00417|1.52e-05|0.0|0.0|9.79e-09|4.02e-06|-0.06331|4.8002|4.78|3.9878|-1735.385814|626.55|1062.81|310.91|287.0|258.29|0.68761|-0.16588|3.8832|0.0285712999999999|7.8|7.8
13j_a6|0.0|0|3.409065702|0.0|0|1|0.0353600779999999|-0.015004989|1|0.041728395|0.07522656|-0.011017781|-0.0951246069999999|10.95129557|-0.007703306|-0.045418125|-0.073507141|-0.562698347|0.8744720490000001|0.783333463|-0.063948098|-0.079161042|0.8353837409999999|0.830577798|-0.120219472|0.205764388|0.03111288|20.78979124|180.6709018|0.377035857|251.937353|13.89184843|114.6910805|-2.460720196|-53.67779048|-31.02389141|0.433600896|2907.3053210000003|-1644.266245|2634.320708|0.215833159|15.43329684|0.765539515|144.22085800000002|-1098.707398|39.56287079|0.0199201689999999|-379.7635712|2096.832152|673.8038326000001|1.0|1.0|1.0|1.0|3.56|2.26|0.12|4.16|3.54|0.0|0.0|6.0|5.0|-6.81|0.0|1.0|2.82|-4.48|0.00398|3.28e-05|0.0|0.0|3.18e-09|1.36e-06|-0.0488899999999999|3.6504|4.94|3.5599|-1426.520775|712.52|1196.6|348.28|0.2857|339.64|0.7045100000000001|-0.14602|8.3187|0.03242949|6.5817|6.5817
4_a38 (LY-2157299)|0.0|0|0.0|0.0|1|1|0.050460026|-0.00638266|2|0.041252955|-0.0501467259999999|0.002865697|-0.159241692|10.9277672|0.003107816|0.028964355|0.0481706809999999|-0.463575124|0.702976795|0.8099394329999999|-0.041794304|-0.032369326|0.868207983|0.6848692759999999|-0.092570349|0.459041332|0.01243241|7.104736984|260.7739337|0.2456862269999999|140.40206619999998|4.060137052|71.22674185|-1.520583011|-30.23133173|-18.48863993|0.487041509|2501.945802|-868.9660769|1686.693134|0.213882939|12.76426621|0.949475478|122.2274724|-496.5871888|23.51893991|0.01379043|-327.0140711|1105.390176|542.7276591|0.0|1.0|1.0|1.0|3.27|2.6|0.18|3.69|3.51|0.0|0.0|3.0|4.0|-6.86|0.0|1.0|2.81|-3.99|52.0|0.000102|0.0|0.0|7.45e-08|2.75e-05|-0.06|4.65|3.95|3.78|-1198.64695|617.61|1048.31|327.69|0.2|266.68|0.68|-0.16|5.9043|0.03652312|7.1586|7.1586
4k_a46|0.0|0|0.0|0.173180233|1|1|-0.050636784|-0.0049602|1|0.0510113959999999|-0.104665424|0.006550513|-0.1149361969999999|10.94631314|0.006050983|0.008544799|0.012963356|-0.3860697829999999|0.78837943|0.7477594870000001|-0.003017362|-0.141706595|0.787615341|0.784722915|-0.091943864|0.260665072|0.007038271|3.801175594|171.92614719999997|0.121088629|65.39662252|2.052909907|0.0|-1.471893066|-26.8180173|-16.56101615|0.417368922|2104.876032|-794.928775|1912.936687|0.126761926|9.829220349|0.7163519709999999|68.46061366|-429.3190666|18.96506421|0.006892404|-403.1511415|910.3230822|519.5743695|1.0|1.0|0.0|1.0|3.8|3.03|0.33|4.26|4.77|0.0|0.0|2.0|3.0|-5.46|0.0|1.0|3.79|-4.83|5.0|1.4800000000000002e-05|0.0|0.0|2.48e-07|8.28e-05|-0.01712|5.4228|4.52|4.4485|-1053.396715|582.84|1001.96|278.71|0.2259|228.63|0.68553|-0.18542|4.0015|0.03653474|7.0969|7.0969
13_a15|0.0|0|0.0|0.0|0|1|-0.139434143|-0.006348913|3|0.029206349|-0.006938727|0.001806571|-0.031047852|10.95980212|0.003766915|-0.173728081|-0.272482143|-0.357554652|0.843715005|0.729838386|0.008210506|0.009456191|0.7784213259999999|0.796300317|-0.068526782|0.708462114|0.016196467|10.21906987|142.67217639999998|0.114512421|72.25096855|6.447664726|0.0|-1.961070565|-27.279882500000003|-21.33321476|0.482317225|3028.485145|-1237.326456|3581.589629|0.244716567|10.07307988|0.931684902|154.4025434|-780.6841766|28.24531009|0.01672103|-322.1392954|1638.227985|830.7967967000001|1.0|1.0|1.0|0.0|4.13|4.19|0.07|4.33|6.69|0.0|0.0|6.0|4.0|-5.26|1.0|0.0|4.61|-6.1|0.000214|7.970000000000001e-07|0.0|0.0|1.27e-09|5.7e-07|-0.03946|3942.0|5.04|2.5721|-1450.727602|674.36|1231.11|482.03|208.0|314.52|0.70626|-0.11283|3.5479|0.02844037|8.2218|8.2218
9n_a24|0.0|0|2.961528903|0.0|0|0|-0.2452954769999999|-0.003323852|2|0.024179894|-0.141205159|0.008307337|-0.036651001|10.94875265|0.008809179|-0.12451554|-0.200646773|-0.225226606|0.786587307|0.7584388259999999|0.048359202|-0.058520736|0.804201677|0.755793189|-0.052106597|0.331008994|0.017608478|11.90027964|48.691073|0.095443402|64.50319929|8.042526681|24.72120326|-1.399094961|-23.79925701|-18.18357165|0.4331595789999999|2542.730334|-945.545726|1361.307012|0.347873491|14.52410167|0.764164944|235.1021924|-639.0250449|27.88350328|0.021951174|-205.6223122|1449.942171|631.9206508|1.0|1.0|1.0|1.0|3.17|2.6|0.17|4.41|4.14|0.0|0.0|7.0|5.0|-6.47|0.0|0.0|3.13|-4.29|0.0278|5.14e-05|0.0|0.0|2.31e-09|8.909999999999999e-07|-0.03818|4.9139|2.59|4.1028|-1239.095611|686.19|1155.03|302.2|0.2522|252.31|0.63085|-0.1658099999999999|2.8552|0.03188309|7.7212|7.7212
12x_a36|0.0|0|3.494913155|0.0|0|2|-0.058295476|-0.007008724|2|0.041767677|0.021670322|0.00285431|-0.054184069|10.33556641|0.003710345|-0.07550872|-0.133106642|-0.4331246039999999|0.906423012|0.828393514|0.056034339|-0.041914045|0.8792981679999999|0.855081905|-0.0737521679999999|0.3403819629999999|0.017625524|11.85578416|81.81168174|0.163597165|110.0434027|7.974776509|0.8295471390000001|-1.982993755|-33.36962015|-24.70107324|0.458792701|2884.428214|-1333.8579550000002|2391.802689|0.223146459|16.20591229|0.847720832|150.09915149999998|-897.2176739|31.79630645|0.016274369|-372.4502879|1717.000548|725.9470896|1.0|0.0|1.0|1.0|4.87|0.0|0.17|3.33|2.61|0.0|0.0|6.0|4.0|-6.64|0.0|0.0|2.33|-4.51|0.0061|3.09e-05|0.0|0.0|8.95e-08|3.83e-05|-0.05311|3.8776|3.37|3.7364|-1670.419519|719.63|1209.23|331.83|0.3901|319.74|0.68112|-0.1517099999999999|5.6653|0.03331471|8.1549|8.1549
3k_a32|0.0|1|3.644417045|0.0|0|1|-0.001009768|-0.005745086|0|0.0381981979999999|-0.047167919|0.001221534|-0.0902541999999999|10.31100271|0.002509816|-0.050938823|-0.090775221|-0.5265375529999999|0.816196288|0.779649252|-0.127713677|-0.129124455|0.8306695270000001|0.7681279190000001|-0.0711378679999999|0.31016741|0.0123637989999999|6.970844822|80.0971996|0.122251759|68.92687468|3.930238317|0.0|-1.271758703|-22.61349991|-16.67514938|0.472646737|2392.3436100000004|-717.0314235000001|1970.06814|0.21942773|11.6688363|0.89626209|123.7157466|-404.2701347|21.36272325|0.012327787|-316.3794102|918.5970998|506.658189|1.0|1.0|1.0|1.0|3.47|3.48|0.32|7.12|5.78|0.0|0.0|3.0|3.0|-5.01|0.0|1.0|4.75|-5.61|3.3600000000000004e-05|2.47e-06|0.0|0.0|5.86e-08|2.15e-05|-0.05321|3.5363|3.81|3.5363|-1750.1383649999998|611.65|1022.89|350.6|0.3082|350.6|0.70268|-0.14667|3.2233|0.02654958|8.0605|8.0605
12_a47|0.0|1|2.903215905|0.0|0|0|-0.155854903|-0.005522244|2|0.036632997|0.001435849|-0.0047488359999999|-0.018573056|10.95005729|-0.004332024|-0.006318684|-0.015039637|-0.326846977|0.6505449670000001|0.8288334490000001|0.055943216|0.050943962|0.90246604|0.618808977|-0.084846808|0.266995634|0.018014416|9.382250925|63.89392714|0.2159289589999999|112.4599133|4.886454935|0.0|-1.1940921|-23.01490672|-17.76874008|0.4792593739999999|2266.78114|-621.9059029|702.3796319|0.319276179|13.52358352|0.920341815|166.28511369999998|-323.9004363|26.10271529|0.025457205|-188.2488142|913.5950352|335.1175012|1.0|1.0|0.0|1.0|2.73|1.67|0.0|4.19|4.98|0.0|0.0|3.0|4.0|-5.94|0.0|1.0|3.37|-4.56|0.0106|2.77e-05|0.0|0.0|7.69e-09|2.61e-06|-0.0623|4.2907|3.01|3.9538|-1488.064043|537.79|886.46|313.58|0.2306|288.96|0.68557|-0.1633|2.1019|0.03721125|8.2|8.2
6d_a40|0.0|0|0.0|0.0|1|2|0.12627602|-0.015362927|0|0.039160494|-0.104206961|-0.005066797|0.086704068|10.30179973|-0.00448098|-0.025143559|-0.0603134|-0.624951805|0.6224555620000001|0.8361555479999999|-0.039077432|-0.289988439|0.8988141140000001|0.604211552|-0.115007564|0.372705643|0.017359149|11.10859664|192.5638526|0.336329628|215.22657540000003|7.108696385|38.04267542|-2.15214542|-47.09642482|-32.02830281|0.428134701|3063.227702|-1377.2170210000002|3212.360755|0.13994759|12.08146906|0.7486635420000001|89.55631|-881.3190339|37.23994308|0.01400787|-460.8148719|1601.317552|555.2010623|1.0|0.0|1.0|1.0|3.98|2.84|0.21|4.8|3.63|2.0|1.0|5.0|6.0|-6.36|1.0|1.0|3.43|-5.15|2.85e-05|7.1e-06|1.0|0.0|4.9e-05|0.0226|-0.09462|2.9559|7.98|2.9559|-2470.793925|656.5|1111.69|419.45|0.3518|419.45|0.6624800000000001|-0.11938|7.8884|0.03556489|8.9208|8.9208
9r_a24|0.0|0|2.950959457|0.0|0|0|-0.134192489|-0.004640179|3|0.024179894|-0.17821765|0.007861194|0.064425793|10.96129392|0.008722018|-0.179075526|-0.2920573039999999|-0.3018627239999999|0.786430472|0.7958149290000001|-0.120617935|-0.083458647|0.841805128|0.7526889940000001|-0.0618978309999999|0.32720212|0.015557618|10.4302588|71.31566881|0.158284162|106.1180928|6.992734796000001|89.36724924|-1.394383716|-27.82142546|-17.31173182|0.473403843|2644.462265|-934.8335183|958.7578093|0.384785172|18.36822555|0.898988412|257.9706516|-626.7383196000001|28.13932796|0.02357068|-154.486433|1519.52371|670.2247423|1.0|1.0|1.0|1.0|3.53|3.04|0.22|4.23|3.93|0.0|0.0|8.0|6.0|-6.83|0.0|0.0|2.98|-4.06|0.0383|8.77e-05|0.0|0.0|2.21e-09|8.84e-07|-0.04313|4.4722|1.82|4.2877|-1294.451958|713.25|1199.71|289.16|0.3398|277.23|0.6204|-0.1676099999999999|1.9698|0.03426339|7.9586|7.9586
4_a27|0.0|0|0.0|0.0|2|0|0.082486268|-0.006181204|2|0.0456410259999999|-0.273119343|0.00991794|0.13397347|10.93736915|0.010329671|-0.2030237389999999|-0.341622797|-0.480852615|0.639413469|0.7853766809999999|-0.07759915|-0.024800302|0.842039655|0.614205449|-0.057748369|0.3485918529999999|0.0201467639999999|10.43112657|8.590238252999999|0.1473956619999999|76.31512503|5.40078803|58.27512057|-1.181818|-15.48073439|-14.56891559|0.444169714|2273.715366|-611.8944548999999|1213.060761|0.317514326|10.82331334|0.799110312|164.3952417|-316.8125922|21.34684457|0.020363697|-188.9664429|896.5674718|424.8821143|0.0|0.0|1.0|1.0|3.11|3.08|0.16|2.94|2.8|0.0|0.0|2.0|4.0|-6.51|0.0|1.0|2.8|-3.99|0.0882|0.000102|0.0|0.0|6.04e-07|0.0002|-0.0449899999999999|5.5485|4.63|4.1288|-1083.119531|555.75|946.77|300.29|0.2002|223.46|0.6089899999999999|-0.17034|2.7371|0.01877181|8.3979|8.3979
4e_a49|0.0|0|0.0|0.0|1|1|-0.076526919|-0.006602016|2|0.036555556|-0.080255074|-1.8100000000000003e-05|-0.053787795|10.92777282|0.000660956|-0.037142108|-0.060391347|-0.403194204|0.7541604690000001|0.803344301|0.0063958109999999|0.032396301|0.856023531|0.731643066|-0.09422276|0.433385455|0.017142176|10.51443916|313.22432680000003|0.242937669|149.0098632|6.449206277999999|60.11195021|-1.493733437|-35.44835874|-17.96482878|0.471635821|2675.626006|-916.2062675|1647.641653|0.349671525|15.01788083|0.892633982|214.47685|-561.9703647000001|27.6242383|0.023622273|-184.4129453|1408.836153|620.5697596|0.0|1.0|1.0|1.0|3.35|2.89|0.22|3.4|2.83|0.0|0.0|6.0|5.0|-7.52|0.0|1.0|2.42|-3.52|211.0|0.000305|0.0|0.0|4.35e-08|1.74e-05|-0.06461|5.7301|3.34|3.7876|-1313.158118|660.22|1128.64|327.34|0.2273|216.37|0.68043|-0.1585099999999999|3.9718|0.04133034|7.4685|7.4685
14ae_a23|0.0|1|0.0|0.0|2|0|-0.033049777|-0.007539122|2|0.042903564|0.026913008|0.008996289|-0.0174992419999999|10.31321689|0.009675528|-0.143336826|-0.253318853|-0.363230717|0.7763406840000001|0.7830067820000001|0.107765697|0.0469453379999999|0.8356326820000001|0.7317531540000001|-0.065169397|0.202342743|0.03467374|24.84237243|111.4422142|0.127637949|91.4475768|17.79858399|110.5716332|-1.480271319|-33.45249142|-19.28284095|0.479058976|3212.850883|-1060.556252|2575.36078|0.46959234|15.59484379|0.919603093|336.444465|-759.846894|36.35475577|0.034488074|-43.57178809|1999.511567|770.8206617000001|0.0|0.0|1.0|1.0|3.74|3.76|0.12|3.48|4.03|1.0|0.0|7.0|6.0|-6.68|0.0|0.0|3.44|-5.08|0.000753|8.22e-06|0.0|0.0|2.49e-08|1.17e-05|-0.07122|3.6036|2.99|3.6036|-1858.952529|751.57|1285.52|344.06|0.3205|344.06|0.58144|-0.14537|7.0211|0.01449323|8.6038|8.6038
12ax_a36|0.0|0|3.429529478|0.0|0|2|-0.0943348109999999|-0.007681676|2|0.043383838|0.075802407|-0.001012333|-0.057017299|10.958822|-0.00097037|-0.101451485|-0.1716508239999999|-0.440372791|0.884841888|0.836170906|-0.0394369539999999|-0.056676035|0.892249657|0.771220556|-0.073739612|0.375647684|0.019128091|12.79462904|36.17982162|0.153162279|102.4490387|8.558226304|1.236876307|-1.940680931|-32.99232962|-25.96212292|0.488501696|2926.929456|-1298.106146|2471.295987|0.235146956|14.78635841|0.955040697|157.28794140000002|-868.2929481000001|33.94393618|0.018645135|-354.3162187|1697.196809|661.6709012|1.0|0.0|1.0|0.0|4.74|0.0|0.14|3.99|3.19|0.0|0.0|5.0|4.0|-6.26|0.0|1.0|2.82|-5.18|0.00372|6.55e-06|0.0|0.0|1.74e-08|7.83e-06|-0.05596|5.2372|4.42|3.8889|-2152.100515|699.67|1182.31|318.82|0.5236|236.74|0.69348|-0.15728|4.5001|0.03044421|7.9208|7.9208
11a_a50|0.0|1|0.0|0.0|2|1|-0.156121881|-0.002914262|1|0.038040936|-0.04339705|0.011959339|-0.108592708|10.94500606|0.012037198|-0.162848233|-0.277408878|-0.267331063|0.701976536|0.792574879|-0.158172459|-0.200986578|0.8535780190000001|0.667956827|-0.048213112|0.2931724189999999|0.01848869|9.774322692|7.53108119|0.0828728879999999|43.81199235|5.167341939|67.28055926|-1.067705728|-13.47492066|-13.43949068|0.463749257|2286.226222|-564.4586084|1550.320581|0.345638567|11.123941699999998|0.864799282|182.7270002|-298.409489|20.53832944|0.020887781|-163.21096210000002|862.6098364|439.9973344|0.0|0.0|1.0|1.0|3.44|2.8|0.15|3.09|3.73|0.0|0.0|2.0|3.0|-6.24|0.0|1.0|2.95|-4.16|0.0862|6.97e-05|0.0|0.0|1.35e-06|0.000441|-0.03284|4.0636|3.05|4.0636|-1045.954278|574.01|963.2|305.11|0.1761|305.11|0.65485|-0.16769|5.4342|0.02431947|7.2291|7.2291
38_a18|0.0|0|0.0|0.0|0|2|0.059724697|-0.00575311|1|0.035478927|-0.066676644|0.000520558|-0.020056674|10.94702086|0.001602741|-0.074661643|-0.11123356|-0.498932552|0.745084567|0.719168079|-0.03302891|-0.007310849|0.751875124|0.7400818459999999|-0.076974444|0.423402315|0.00838904|6.675707878|100.7046282|0.1689295469999999|134.4282836|5.3122971560000005|74.46052717|-2.385427574|-48.74349112|-25.65190078|0.4666657999999999|3162.36475|-1898.240658|1855.157022|0.119072105|20.5922319|0.874996952|94.75345803|-1510.554181|29.11918324|0.007165119|-606.2584549|2154.819559|1228.492038|1.0|1.0|0.0|1.0|4.53|0.0|0.34|4.94|4.13|1.0|0.0|10.0|3.0|-5.55|0.0|1.0|3.64|-6.11|5.36e-05|7.85e-07|0.0|1.0|4.68e-11|2.38e-08|-0.0483699999999999|3.2241|8.95|3.2241|-1611.60375|861.93|1515.64|384.55|0.5147|384.55|0.69235|-0.13229|1.9877|0.02653109|7041.0|7041.0
12ad_a36|0.0|0|3.428443248|0.0|0|2|-0.040810025|-0.01083262|2|0.040787037|0.046496301|-0.001148437|-0.0072527669999999|10.95445455|0.000906224|-0.136151085|-0.227404687|-0.478461478|0.817851296|0.832674224|0.1563642469999999|0.018207862|0.8846605|0.7767870459999999|-0.082404548|0.423689705|0.030769062|21.78471426|94.12528108|0.239732231|169.7321223|15.4237324|81.68309557|-2.047680239|-41.30726219|-25.88878839|0.477102332|3041.082692|-1449.77215|2474.175727|0.343592539|16.772513699999998|0.912420081|243.2659577|-1026.448977|39.44011905|0.028968808|-221.4751857|2208.646667|735.3783268|1.0|0.0|0.0|0.0|4.9|0.0|0.17|2.7|1.67|0.0|0.0|7.0|6.0|-7.18|0.0|0.0|1.76|-4.08|0.0289|8.36e-05|0.0|0.0|2.42e-07|0.000106|-0.05406|5733.0|4.5|3.8512|-1460.794632|737.53|1236.64|321.93|0.6073|216.26|0.67215|-0.15638|5.3349|0.03648828|7.7696|7.7696
14ab_a23|0.0|1|0.0|0.0|2|0|0.065530542|-0.0050415|2|0.04314059|0.021287386|0.013012022|0.010803172|10.313217300000002|0.012103325|-0.074579388|-0.13397874|-0.449699921|0.725358161|0.75434493|-0.085303124|-0.05990912|0.8072028240000001|0.693959193|-0.051974369|0.20155691|0.017974612|12.31039874|40.23721489|0.07577767|51.89838547|8.431109267|82.79560776|-1.677357849|-24.37891748|-21.67516705|0.4695727329999999|2941.47118|-1148.783854|2332.352369|0.202162933|14.76864227|0.885272615|138.4567483|-786.7756682999999|27.16741043|0.013710439|-407.9635285|1439.872753|733.3886349999999|0.0|0.0|1.0|1.0|3.63|3.82|0.12|4.4|4.63|1.0|0.0|5.0|4.0|-5.92|0.0|0.0|4.12|-5.55|0.000259|2.81e-06|0.0|0.0|6.9799999999999995e-09|3.07e-06|-0.07146|3.6587|4.1|3.6587|-1708.543268|719.66|1238.27|338.88|0.3893|338.88|0.66532|-0.14778|5.9624|0.02013145|8.4012|8.4012
14i_a23|0.0|1|0.0|0.0|2|0|0.142566578|-0.010148243|2|0.0432555559999999|0.040408197|0.002243702|-0.018541856|10.31321758|0.002496501|-0.017918675|-0.033435987|-0.569707595|0.77007911|0.8025091329999999|0.158023239|-0.04255066|0.864206467|0.7333675390000001|-0.0889593869999999|0.266320368|0.0214262489999999|14.65077903|324.811841|0.222047267|151.83084580000002|10.01786784|93.48624142|-2.027806362|-41.59306642|-27.18760085|0.478050606|3097.406945|-1386.567643|2447.1741030000003|0.221904316|15.53342127|0.915894552|151.7330992|-948.103263|34.94120504|0.019276934|-380.3109456|1782.001457|693.3423458|0.0|0.0|1.0|0.0|3.56|2.64|0.04|2.57|3.12|1.0|1.0|6.0|5.0|-7.33|1.0|0.0|2.61|-4.39|0.00278|4.03e-05|0.0|0.0|1.11e-07|5.03e-05|-0.08025|3.6931|4.64|3.6931|-1798.608335|715.68|1224.02|335.72|0.3639|335.72|0.55606|-0.1509599999999999|5.9563|0.03394466|8.4622|8.4622
13b_a30|0.0|0|0.0|0.0|0|2|0.112353041|-0.011016128|2|0.041728395|-0.035340334|-0.003436924|0.042845487|10.31162842|-0.002215642|0.003429114|0.006103754|-0.564815317|0.841060094|0.836520136|-0.045844862|-0.0771674659999999|0.892104517|0.802578397|-0.109962789|0.3529073379999999|0.018555474|12.52854078|385.2420923|0.305898198|206.54056530000005|8.459192992|105.341977|-2.271099499|-50.13056864|-28.93268471|0.454574838|3002.926824|-1533.432289|2319.48655|0.1997091339999999|16.1428924|0.8334321|134.8423681|-1035.363967|36.15271139|0.017174033|-405.5090587|1916.093704|713.7769663|1.0|0.0|0.0|0.0|4.76|0.0|0.13|3.04|1.72|0.0|0.0|6.0|5.0|-7.05|0.0|0.0|1.91|-4.3|0.00427|5e-05|0.0|0.0|6.520000000000001e-07|0.000288|-0.05434|5.0501|4.54|3.5056|-1744.446479|721.48|1210.94|353.68|0.2783|245.51|0.6862699999999999|-0.14879|3.8495|0.0455651|7.5901|7.5901
17b_a25|0.0|0|0.0|0.0|1|0|0.001256821|-0.004368141|2|0.042843137|-0.026412432|0.005120507|-0.100018134|10.93106294|0.005244553|-0.044156525|-0.073994564|-0.366585181|0.653180996|0.780221059|0.068812225|0.029728702|0.838260077|0.636746066|-0.068207754|0.410780725|0.015879547|12.04068508|99.61874923|0.1178296009999999|89.34443096|9.129863339|87.61586206|-1.6672437880000002|-39.21569422|-22.17876359|0.476276266|3100.8813760000003|-1264.189524|2514.295488|0.275133816|18.52147096|0.909403632|208.6205329|-958.573164|30.59704545|0.0175785369999999|-341.0100868|1744.031591|832.226697|1.0|1.0|1.0|1.0|3.56|3.25|0.11|4.88|5.18|0.0|0.0|7.0|5.0|-6.53|0.0|1.0|3.78|-5.07|0.00218|8.59e-06|0.0|0.0|9.08e-11|4.16e-08|-0.05531|5.4236|5.89|3961.0|-1483.830524|781.08|1329.35|313.02|0.4635|228.6|0.6594800000000001|-0.16408|3.5074|0.04272963|6.9957|6.9957
25c_a34|0.0|0|0.0|0.0|1|2|0.024837617|-0.014384932|2|0.037424242|-0.16034464|-0.002827527|-0.056443595|10.95957635|0.001433865|-0.3609280379999999|-0.563411433|-0.5404076879999999|0.809687672|0.80135608|0.118901861|-0.072907053|0.844690266|0.760055383|-0.088513496|0.478421157|0.043815478|29.22363765|183.6812574|0.316768377|211.2752099|19.49130854|93.28638171|-1.7008949569999998|-39.37521522|-21.008278|0.4356106729999999|2884.104654|-1134.447012|2439.174137|0.4625715629999999|13.26192888|0.77182656|308.52165519999994|-756.6428589|39.09037289|0.037538004|-49.9273377|2110.880136|648.0187526000001|0.0|1.0|1.0|1.0|3.64|3.17|0.32|2.18|1.98|0.0|0.0|6.0|6.0|-7.95|0.0|0.0|1.93|-3.28|659.0|0.000523|0.0|0.0|1.97e-06|0.0008289999999999|-0.03272|4.2095|4.32|4.2095|-1426.666471|704.43|1180.85|294.54|0.2239999999999999|294.54|0.69247|-0.17424|7.12|0.03817361|5.7496|5.7496
12b_a40|0.0|0|0.0|0.0|1|0|0.084915315|-0.004650218|0|0.04020202|0.1744506639999999|0.00779293|0.107454819|10.31197236|0.004452418|0.023952313|0.038336814|-0.513870527|0.58925219|0.7137941109999999|0.026452642|-0.227384615|0.7818091140000001|0.522580798|-0.065048707|0.2160572999999999|0.010845303|6.17734692|80.72126798|0.044352844|25.26281742|3.518538455|48.17000329|-1.048903063|-21.10373336|-19.27231874|0.494842289|2462.878448|-597.4418808999999|860.5059425000001|0.143170283|16.09989085|0.979579799|81.54797734|-340.29531769999994|22.49258909|0.010309671|-406.4913617|697.2702616|370.3261123|0.0|0.0|1.0|0.0|3.26|3.87|0.0|6.58|6.74|0.0|0.0|2.0|2.0|-4.09|1.0|1.0|5.79|-7.11|8.09e-06|7.82e-08|0.0|1.0|4.08e-09|1.7e-06|-0.08279|3407.0|6.27|3407.0|-3016.9868100000003|576.38|960.94|363.91|306.0|363.91|0.69476|-0.14267|4.5528|0.01251873|7.3979|7.3979
