molecula|SddssS|n9FaHRing|SaaNH|SssssC|NaasN|nARing|MATS2c|AATSC1c|n6HRing|JGI4|MATS7i|AATSC1are|MATS8i|BCUTi-1|AATSC1pe|MATS1i|AATSC1i|MATS1c|GATS1are|BIC2|MATS8s|MATS8d|SIC2|GATS1pe|FNSA3|PBF|FPSA3|PPSA3|RNCS|RPSA|TPSA_x|WPSA3|RPCS|FNSA2|WNSA3|PNSA4|GeomPetitjeanIndex|GRAVp|PNSA2|MOMI-Z|FPSA1|GeomDiameter|GeomShapeIndex|PPSA1|WNSA2|DPSA4|FPSA5|DPSA1|DPSA2|Mor01p|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Brenk|Veber filter|Num. of Rotatable bonds|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Egan filter|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Contribution (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|E solv. Water  (Hartree)|pIC50|pIC50
12au_a36|-3.3109381210000004|0|3.422314661|0.0|0|2|0.074839187|-0.009897048|2|0.044036281|0.075815782|-0.006862238|-0.023640632|10.31810353|-0.001160331|-0.15024383|-0.261631709|-0.515924985|0.8183043390000001|0.825565083|-0.021932444|-0.058671909|0.877827228|0.750657639|-0.090166553|0.284342092|0.021569487|15.51748637|102.3999102|0.301003019|216.5471227|11.16356587|26.04051569|-2.206115469|-46.66686194|-27.36414058|0.492871181|3484.987058|-1587.1201529999998|2384.109036|0.283941389|17.67586495|0.97188557|204.2726719|-1141.803508|38.21494522|0.023021031|-310.873098|2216.466823|805.2286932|0.0|0.0|0.0|0.0|5.0|0.0|0.17|1.28|2.15|0.0|0.0|7.0|6.0|-8.03|0.0|0.0|1.18|-3.72|0.0668|0.0001889999999999|0.0|0.0|1.36e-07|6.45e-05|-0.0570899999999999|5.1307|6.24|3.7105|-1876.156196|752.27|1283.4|334.15|809.0|241.65|0.70395|-0.15162|6.1367|0.05174058|7.3279|7.3279
16e_a32|0.0|1|3.343660084|0.0|0|0|0.180914799|-0.0154404319999999|0|0.040982906|-0.04474426|-0.0048042729999999|-0.070351839|10.31100268|-0.002310082|-0.123297852|-0.219947482|-0.698621582|0.804503712|0.86370575|0.096017785|-0.022651598|0.91471624|0.7619492790000001|-0.087117996|0.504569498|0.024145309|15.50894749|105.4021155|0.209694841|134.6906051|9.961663868|39.27920316|-1.760072163|-35.94239328|-24.05371573|0.458956284|2710.157931|-1130.524639|3376.1299740000004|0.297773438|12.15001203|0.848279482|191.2650034|-726.1554308999999|34.2534974|0.023323257|-259.78720209999994|1609.914378|573.3529948|1.0|0.0|1.0|1.0|3.64|3.36|0.26|6.03|4.6|0.0|1.0|8.0|5.0|-6.15|1.0|1.0|3.77|-4.75|0.000107|1.7899999999999998e-05|0.0|0.0|4.18e-08|1.73e-05|-0.0505899999999999|3.6214|4.59|3.6214|-1955.965644|677.82|1130.95|342.37|0.2858|342.37|0.7022|-0.14991|3.2372|0.02792775|8.1367|8.1367
12t_a30|0.0|0|0.0|0.0|0|2|0.073057637|-0.007755575|2|0.044197531|-0.0596036729999999|-0.002544958|-0.0682882559999999|10.31162892|-0.001131023|-0.0546637159999999|-0.145315868|-0.464720444|0.609043558|0.83236194|-0.003937967|-0.080971844|0.889479916|0.591758164|-0.090535776|0.408290036|0.018862708|12.26965165|88.42093081|0.303586418|197.4742794|7.981057356|0.0|-1.82081145|-38.30686627|-24.17113783|0.445760296|2976.648597|-1184.385754|2479.787504|0.254294117|14.358001500000002|0.804273481|165.4110479|-770.409047|32.41376848|0.020029588|-319.6492937|1588.274656|616.2856203|1.0|0.0|1.0|0.0|4.63|0.0|0.14|4.67|3.74|0.0|0.0|5.0|6.0|-6.06|0.0|0.0|3.21|-5.17|0.00141|6.71e-06|0.0|0.0|6.900000000000002e-08|3e-05|-0.05542|5.0693|4.32|3.5457|-1774.208418|677.85|1139.2|349.67|0.2094|244.58|0.6842600000000001|-0.15029|2.6784|0.0337599|8.0496|8.0496
13p_a6|0.0|0|3.449535594|0.0|0|0|0.024837222|-0.010395243|2|0.042959184|0.072850973|-0.008008339|-0.014153926|10.95053423|-0.005708558|-0.068532678|-0.116250572|-0.573014008|0.865935935|0.784414352|-0.059663359|-0.125636943|0.837659336|0.8244206940000001|-0.099405155|0.196002517|0.01730144|12.27472016|80.30786544|0.273479442|194.0233618|8.708451561|107.5669533|-2.14743793|-50.03427239|-26.72853188|0.412828992|3016.078786|-1523.526317|3833.042283|0.23994258|14.91957306|0.703081362|170.2302215|-1080.8845310000002|35.16646396|0.018322293|-369.0018868|2004.488446|794.5462391|1.0|1.0|1.0|1.0|3.64|2.34|0.12|4.58|4.01|0.0|0.0|7.0|5.0|-7.01|0.0|1.0|2.96|-4.55|0.00365|2.79e-05|0.0|0.0|8.73e-11|3.92e-08|-0.0746|4.7973|4.73|2.9837|-1463.0432449999998|752.82|1283.98|415.53|0.4132|258.45|0.7056600000000001|-0.12251|9.0546|0.03807447|7.0362|7.0362
19i_a38|0.0|0|3.169368622|0.0|0|2|-0.125335237|-0.008447598|2|0.043197531|0.08414367|-0.006877664|-0.074033381|10.96052467|-0.004358975|-0.098027247|-0.250781298|-0.430016467|0.653741315|0.836170906|-0.040954326|-0.087904124|0.892249657|0.632625562|-0.08347616|0.4748744179999999|0.022576308|13.83587388|137.7658863|0.252841593|154.953787|8.479305267|10.71501217|-2.038505453|-31.35232957|-24.98593175|0.444551315|2896.470706|-1249.2965869999998|2335.0953870000003|0.258076158|12.04523072|0.800346329|158.161786|-765.6305068|33.67721904|0.022159015|-296.5257022|1683.860952|593.6088758|1.0|1.0|1.0|1.0|4.8|2.88|0.14|3.55|3.11|0.0|0.0|5.0|5.0|-6.81|0.0|1.0|3.04|-4.33|0.0238|4.67e-05|0.0|0.0|7.599999999999999e-08|3.19e-05|-0.0564799999999999|5.7041|3.66|3.6129|-1431.384243|641.31|1101.03|343.17|0.2156|217.36|0.69267|-0.14872|6.6636|0.03110827|7.9031|7.9031
14s_a23|0.0|1|0.0|0.0|2|0|0.020458621|-0.005854379|2|0.045277778|0.049317519|0.010682694|-0.044305947|10.31321812|0.009263715|-0.071484865|-0.13187015|-0.457212212|0.722187957|0.7837821840000001|0.096014944|-0.1050445769999999|0.846632079|0.659570836|-0.055037441|0.2387634619999999|0.019970955|12.81151517|30.34480575|0.07236376|46.42188642|8.218681552|82.55990607|-1.610008704|-22.64965286|-21.9751589|0.470919749|2954.0751370000003|-1032.832468|2316.634024|0.2251838339999999|14.26730044|0.890072438|144.457092|-662.5696522999999|28.36177131|0.017330177|-352.5931977|1333.003252|633.3278634|0.0|0.0|1.0|1.0|3.45|3.66|0.05|4.0|4.67|1.0|0.0|5.0|4.0|-6.03|0.0|0.0|4.01|-5.55|0.000334|2.83e-06|0.0|0.0|1.02e-08|4.55e-06|-0.07783|3.6828|4.1|3.6828|-2089.500101|668.66|1164.32|336.66|0.3669|336.66|0.60323|-0.1515|4.7032|0.02112956|8.5482|8.5482
13_a47|0.0|1|2.920663104|0.0|0|0|-0.174238791|-0.0049262279999999|2|0.036632997|-0.047120094|-0.00105415|0.003874205|10.9452934|-0.000211465|-0.0101047869999999|-0.0233277889999999|-0.316563793|0.6427334020000001|0.794037882|0.030290722|0.065869272|0.8582665429999999|0.626280497|-0.081148294|0.244975411|0.017736598|9.13564442|63.12660940000001|0.2183244369999999|112.453046|4.705524762|0.0|-1.23380515|-21.52866736|-16.72368034|0.472007922|2190.316257|-635.4998528|669.2729199|0.311738758|13.33103985|0.8939678120000001|160.5682509|-327.3288841|24.29844849|0.023284817|-193.936606|923.3410426|359.12161539999994|1.0|1.0|0.0|1.0|2.9|1.75|0.06|4.06|4.63|0.0|0.0|3.0|4.0|-6.0|0.0|1.0|3.19|-4.27|0.0185|5.41e-05|0.0|0.0|1.26e-08|4.04e-06|-0.05465|4.0302|2.7|4.0302|-1067.78457|542.62|895.21|307.63|0.3382|307.63|0.67466|-166.0|3.5455|0.03639189|7.8|7.8
16_a15|-3.726252327|0|0.0|0.0|0|0|0.072882981|-0.008593957|2|0.035555556|-0.003882928|-0.009769916|-0.109386268|10.31928197|-0.00379317|-0.046871961|-0.0764246109999999|-0.528097878|0.787100127|0.729432583|0.080837546|-0.018331526|0.77948108|0.72660548|-0.08870471|0.7427725270000001|0.0070920509999999|4.848103252|53.93878231|0.276402595|188.9479321|3.31414791|17.68542055|-2.131515106|-41.45211893|-26.98327637|0.419910645|3173.773379|-1457.096924|3014.308422|0.131539493|11.720499900000002|0.7238723509999999|89.91997762|-996.0668068|31.07023998|0.009783192|-503.7568532|1677.792959|728.353441|1.0|1.0|1.0|1.0|3.59|2.93|0.08|3.37|6.02|0.0|0.0|6.0|6.0|-6.27|1.0|1.0|3.59|-5.21|0.000442|6.14e-06|0.0|0.0|6.1e-10|2.72e-07|-0.04082|4.1731|8.26|4.1295|-1770.448668|716.79|1229.58|300.24|0.3809|297.1|0.66615|-0.16871|8.0361|0.06079704|7.6778|7.6778
13_a1|0.0|0|3.409865599|0.0|0|1|-0.046530797|-0.012199718|1|0.036382114|0.1129747169999999|-0.008672236|-0.0594321759999999|10.94989555|-0.005924486|-0.07665159|-0.120034915|-0.485427571|0.87703849|0.76714213|-0.051729721|-0.150485437|0.825117597|0.833702788|-0.111667908|0.207843387|0.033737733|19.62059449|148.7311076|0.320539533|186.4137189|11.41059871|528.3795274|-1.813613202|-37.76773325|-23.43842502|0.477212829|2555.623166|-1054.729126|1786.445642|0.291737016|14.33466671|0.912824292|169.6632599|-613.3907313999999|33.09282789|0.026679865|-242.2358135|1489.177255|505.2124255|1.0|1.0|1.0|1.0|3.35|2.83|0.09|4.75|3.87|0.0|0.0|4.0|5.0|-6.48|0.0|1.0|3.23|-4.34|0.0192|4.58e-05|0.0|0.0|1.14e-08|4.24e-06|-0.04962|4.0783|3.17|3.4483|-1238.367298|613.52|1035.04|359.55|0.5339|304.01|0.69782|-0.13921|2.7595|0.0284695999999999|6585.0|6585.0
3a_a12|0.0|0|0.0|0.0|0|1|0.13714555|-0.007671441|2|0.032544803|-0.1231529169999999|-0.0025830939999999|-0.062973953|10.95455336|-0.001011111|-0.072889493|-0.1213636769999999|-0.5274624179999999|0.943290857|0.7038021990000001|-0.021522321|-0.032466697|0.759068438|0.8847197109999999|-0.07121814|0.241900756|0.009433302|4.615711776|71.11710277|0.128014506|62.63745781|2.258466332|0.0|-1.362055589|-17.05063286|-17.08854808|0.462077145|2045.857684|-666.453375|1050.730179|0.2189499039999999|11.01449587|0.859002624|107.1321197|-326.0954285|21.87893986|0.015909241|-275.0354486|853.2786545|381.0058252|1.0|1.0|1.0|1.0|3.84|2.74|0.05|3.43|2.49|0.0|0.0|3.0|3.0|-5.88|0.0|1.0|2.98|-4.06|0.0745|8.8e-05|0.0|0.0|3.13e-08|9.33e-06|-0.06829|4.2336|3.33|3.7304|-951.3480023|528.84|875.71|332.36|0.3201|292.86|0.66895|-0.15328|1.3824|0.023184956|6.7122|6.7122
12ak_a36|0.0|0|3.501132553|0.0|0|2|-0.052930979|-0.006465433|2|0.041728395|0.12041792|0.0042553209999999|-0.116440196|10.95268014|0.005035022|-0.099596099|-0.163978382|-0.439326642|0.901715152|0.815627016|0.051506104|-0.0265703679999999|0.860939187|0.860667615|-0.069176342|0.537460657|0.019931266|14.3700664|113.186508|0.151294857|109.0807368|10.36054668|25.9007405|-1.926990997|-35.95881638|-23.5478668|0.423822657|2830.816014|-1389.324141|2735.7986920000003|0.262560805|13.86156772|0.735576751|189.3013851|-1001.676485|31.93194362|0.018055095|-342.3783571000001|1883.984673|799.5563855|1.0|0.0|1.0|1.0|5.05|0.0|0.24|3.85|3.01|0.0|0.0|6.0|4.0|-6.19|0.0|1.0|2.66|-4.86|0.0047799999999999|1.39e-05|0.0|0.0|4.2e-08|1.7800000000000002e-05|-0.04929|3.8734|4.21|3.6895|-1350.865407|730.3|1247.89|336.05|0.4514|320.09|0.7034699999999999|-0.15275|6.3682|0.03471045|7.3372|7.3372
7c_a8|0.0|0|3.17138259|0.0|1|0|-0.244222944|-0.007509694|1|0.043533333|0.0493777859999999|0.00325576|-0.0450662909999999|10.94670214|0.004301963|-0.047874|-0.077006275|-0.328286221|0.718994164|0.740795639|0.0092411059999999|-0.196826366|0.795846675|0.6881348629999999|-0.080277893|0.292274414|0.0306012339999999|19.18974586|49.43944876|0.151076042|94.73836511|12.03370912|75.43825735|-1.6160102369999998|-31.56868845|-21.11218373|0.492823119|2716.5013510000003|-1013.384819|2162.326414|0.373097855|15.18314943|0.971698707|233.9661552|-635.4840877|33.67700028|0.032058696|-159.15828340000002|1616.4960130000002|572.8089095|0.0|1.0|1.0|1.0|3.44|3.1|0.09|4.22|3.78|0.0|0.0|5.0|5.0|-6.34|0.0|0.0|3.26|-4.67|0.00399|2.14e-05|0.0|0.0|1.73e-08|6.91e-06|-0.07472|4.6061|5.01|3.1406|-1331.793312|662.05|1116.53|394.78|275.0|269.17|0.70321|-0.1318599999999999|12.0073|0.02732536|4.7307|4.7307
13_a10|0.0|0|0.0|0.0|1|1|-0.059862024|-0.0057715859999999|2|0.038726287|-0.093280469|0.00384732|-0.002128014|10.9296146|0.003791547|-0.017015286|-0.02811323|-0.345108701|0.761923976|0.78472614|0.00746881|-0.002671425|0.84680169|0.736686715|-0.094726989|0.4676169839999999|0.0122005|6.168030793|174.7319717|0.181972309|91.99711608|3.118282386|0.0|-1.234905671|-24.21093442|-15.22715739|0.449563457|2261.82488|-624.3134531000001|1630.880014|0.285505651|9.209972585|0.816739845|144.338975|-315.62515|21.31179541|0.018979132|-216.8776303|873.7836118999999|422.96706330000006|1.0|1.0|0.0|1.0|3.02|2.58|0.15|3.52|3.81|0.0|0.0|2.0|4.0|-6.34|0.0|1.0|2.91|-4.1|0.0576|7.87e-05|0.0|0.0|2.49e-07|8.170000000000001e-05|-0.05022|5.8308|2.48|3.8419|-1065.839441|550.83|926.41|322.72|0.3905|212.63|0.68386|-0.15937|3.6904|0.0346535|6.7959|6.7959
12av_a36|0.0|0|3.4520047430000003|0.0|0|2|0.049150854|-0.009925128|2|0.04250591|0.06882889|-0.00233752|-0.021036176|10.96037173|-0.000472698|-0.126068378|-0.213993335|-0.507136551|0.859938421|0.8076780109999999|-0.018133027|-0.067408377|0.8571025990000001|0.817582774|-0.082283524|0.277834652|0.021666882|15.09249582|99.2415672|0.247552267|172.4374372|10.51297704|124.9387725|-2.006269572|-39.92474833|-24.51766365|0.491188387|3011.024457|-1397.506828|2354.591519|0.328083083|17.64042914|0.965363947|228.5327731|-973.4610746|36.48912989|0.025779468|-239.5042702|2079.880404|757.7532208|0.0|0.0|0.0|0.0|4.96|0.0|0.17|2.38|1.65|0.0|0.0|7.0|5.0|-7.66|0.0|0.0|1.47|-3.64|128.0|0.000227|0.0|0.0|1.1800000000000001e-07|5.18e-05|-0.05307|4.8408|4.5|3.4402|-1440.945099|733.21|1247.28|360.39|0.6698|256.12|0.70455|-0.14122|4.7666|0.04308001|7.4089|7.4089
10_a1|0.0|0|3.261363142|0.0|0|0|0.0883621719999999|-0.014135827|1|0.037578348|0.049971022|-0.012672753|-0.020225596|10.94957578|-0.0106277489999999|-0.019835038|-0.042643966|-0.623957903|0.674381582|0.7227844929999999|-0.0369911079999999|0.017498337|0.783467165|0.658433571|-0.116648443|0.126889306|0.014751098|8.34295348|212.8090837|0.330036242|186.6625065|4.718623023|64.49041745|-1.861495069|-37.31383317|-25.67872721|0.459673515|2432.447088|-1052.827816|1768.2330920000002|0.165903744|13.65143394|0.850732895|93.83214542|-595.4602985|30.78628757|0.015427326|-377.9175542|1262.237791|433.2550452|1.0|1.0|0.0|0.0|3.0|2.18|0.0|4.86|5.06|0.0|0.0|4.0|5.0|-5.91|0.0|1.0|3.7|-4.73|0.00372|1.87e-05|0.0|0.0|9.53e-09|3.42e-06|-0.06802|3.4067|5.81|3.4067|-1223.125689|585.51|979.35|363.94|0.6754|363.94|0.70345|-0.13576|5.3861|0.03426532|5.8239|5.8239
16_a4|0.0|0|0.0|0.0|1|1|-0.219944434|-0.00228637|1|0.04501634|0.007101649|0.0067511459999999|-0.148022089|10.94592242|0.006466406|-0.018051608|-0.0513920109999999|-0.214481956|0.490768328|0.774455255|-0.0894138519999999|0.0293772029999999|0.8366279120000001|0.482473457|-0.073335635|0.292255386|0.013727656|6.761192037000001|13.51923899|0.210153891|103.5057102|3.330045338|74.430775|-1.201404885|-17.789707500000002|-16.43666742|0.455802506|2101.6948030000003|-591.7200271|1522.164774|0.167538305|10.19502391|0.837568182|82.51653675|-291.4359638|19.74465314|0.0115138339999999|-327.4903335|710.807513|322.8922084|1.0|0.0|0.0|0.0|3.26|3.08|0.11|4.49|4.96|0.0|0.0|2.0|4.0|-5.64|0.0|1.0|3.91|-4.43|0.0371|3.68e-05|0.0|0.0|4.33e-07|0.000134|-0.03965|4511.0|4.05|4.2257|-1057.478071|515.68|856.55|293.41|0.2213|274.85|0.54061|-0.17375|1863.0|0.01638524|6.4647|6.4647
12aa_a36|0.0|0|3.4172704080000003|0.0|0|2|0.033952382|-0.011588438|2|0.042560386|0.03597264|-0.006653538|0.010538281|10.95446449|-0.004569485|-0.052743904|-0.090926893|-0.53315493|0.892815402|0.833911317|0.156337925|-0.023185884|0.888163057|0.849217847|-0.1066659309999999|0.4679233379999999|0.023617545|16.1504726|132.3194611|0.3110547589999999|212.7097172|11.04423694|109.0001157|-2.228140982|-49.88002793|-28.21625599|0.44829258|2928.7759760000004|-1523.677823|2418.848273|0.2686642589999999|14.60824604|0.812554922|183.7216658|-1041.942197|38.58180913|0.023386634|-316.3903377|2083.417693|689.2886595|0.0|0.0|0.0|0.0|4.83|0.0|0.13|1.92|0.98|0.0|0.0|6.0|5.0|-7.79|0.0|0.0|1.15|-3.45|129.0|0.000359|0.0|0.0|7.19e-07|0.000305|-0.05111|3.8899|3.88|3.8899|-1401.617177|701.99|1183.76|318.73|0.4446|318.73|0.6931|-0.15718|3.5904|0.04550032|8.0458|8.0458
12i _a30|0.0|0|0.0|0.0|0|2|0.04580336|-0.00691453|2|0.043848238|-0.0982344169999999|0.00372838|0.0109710489999999|10.31162888|0.003603419|-0.051371057|-0.090173435|-0.469854551|0.8264832879999999|0.831176513|-0.029080032|-0.1240820219999999|0.888213143|0.7463962120000001|-0.076575246|0.356921662|0.015808432|10.32233418|84.78576301|0.156570866|102.235113|6.740110893|0.0|-1.833298476|-32.64875738|-24.43015511|0.479900127|2860.704198|-1197.077601|2280.31966|0.193700903|15.56818082|0.92270764|126.4796844|-781.648379|30.29912252|0.014680721|-400.0044646|1484.657003|652.8825454|1.0|0.0|1.0|0.0|4.62|0.0|0.14|4.47|3.27|0.0|0.0|5.0|4.0|-5.75|0.0|1.0|3.11|-5.44|0.0005139999999999|3.61e-06|0.0|0.0|6.03e-08|2.61e-05|-0.05465|5.0358|4.45|3.5242|-2035.339603|691.59|1167.27|351.81|0.2384|246.2|0.68497|-0.14945|2.5397|0.03436093|7.8013|7.8013
12s_a36|0.0|0|3.486136149|0.0|0|2|-0.057853364|-0.007059109|2|0.042804233|0.037454164|0.002951176|0.0056370119999999|10.95352614|0.003962098|-0.104118159|-0.1763783589999999|-0.434472457|0.90414347|0.8060798779999999|-0.118671653|-0.086791463|0.856677627|0.856274847|-0.07216709|0.4314309979999999|0.019457471|12.55883918|110.6090028|0.169662191|109.5085883|8.106112169|10.23927133|-1.901015959|-30.06529118|-23.15117315|0.4604765839999999|2710.355028|-1227.012177|2294.468358|0.245801617|13.98635088|0.853487672|158.6528381|-791.9759303|30.69639722|0.018222417|-328.1450742|1626.909053|662.0530478999999|1.0|0.0|0.0|0.0|4.85|0.0|0.17|3.24|2.19|0.0|0.0|5.0|4.0|-6.55|0.0|0.0|2.14|-4.3|0.0274|5.05e-05|0.0|0.0|1.08e-07|4.270000000000001e-05|-0.04908|3.8751|3.48|3.7604|-1272.236664|683.24|1150.67|329.71|0.4501|319.95|0.6928|-0.15559|6.6068|0.03416928|8.0458|8.0458
17a_a25|0.0|0|0.0|0.0|1|0|0.0055894319999999|-0.004137083|2|0.043274232|-0.017081614|0.0063846319999999|-0.0688716509999999|10.93106298|0.006423059|-0.047099434|-0.07654898|-0.362222339|0.6741827509999999|0.748718056|0.168247187|0.0114970419999999|0.8005589320000001|0.659740852|-0.06234901|0.348821736|0.012665055|9.033070252|93.75234138|0.125413071|89.44809639|6.442637379|80.30332825|-1.666953566|-31.71656603|-21.2306737|0.468791604|2907.309477|-1188.917727|2432.071525|0.244019498|16.93624014|0.882500365|174.0415044|-847.969248|28.08362601|0.015373381|-365.1448527|1572.683056|781.7487682|1.0|1.0|1.0|1.0|3.48|3.47|0.11|4.83|5.31|0.0|0.0|7.0|4.0|-6.18|0.0|1.0|4.04|-5.13|0.00325|7.44e-06|0.0|0.0|1.05e-10|4.54e-08|-0.05255|5.2683|6.04|3.9347|-1391.588873|747.06|1271.9|315.11|0.4076|235.34|0.6722|-0.16304|3.4677|0.0362293|7.6021|7.6021
4n_a46|0.0|0|0.0|0.126268818|1|1|-0.061148449|-0.004696854|0|0.045335917|-0.2264394139999999|0.004988019|-0.144852516|10.94021058|0.0042595609999999|0.070558373|0.109017734|-0.369211845|0.741742667|0.722331115|-0.06655165|-0.088858764|0.7681452190000001|0.7427183759999999|-0.103381106|0.371438024|0.008424451|4.629240193|172.8490949|0.096854593|53.22165035|2.543769935|0.0|-1.459248362|-31.21601103|-17.06080312|0.428896538|2195.786424|-801.8577467|2116.313581|0.136796337|9.921794991|0.750996215|75.1696593|-440.621256|19.76451658|0.0077084869999999|-399.1612105|928.9322794|525.8291956999999|1.0|0.0|1.0|1.0|3.75|2.84|0.27|4.33|4.94|0.0|0.0|2.0|3.0|-5.26|0.0|1.0|3.9|-5.1|0.00129|7.95e-06|0.0|0.0|2.14e-07|7.340000000000001e-05|-0.04044|5.7448|4.57|3953.0|-1090.302556|578.83|1011.66|313.65|253.0|215.82|0.7025|-0.16641|6.2318|0.04131598|5.2845|5.2845
47a_a18|0.0|0|0.0|0.0|0|1|0.018016478|-0.006027559|0|0.033641026|0.043161338|-0.005483379|-0.025401815|10.35082811|-0.000633273|-0.232940071|-0.358939392|-0.369841706|0.842412605|0.766261502|-0.008965701|0.089156939|0.7991211029999999|0.792293789|-0.082855697|0.371382587|0.014124484|11.58086543|100.7293848|0.2212091389999999|181.3725215|9.49531639|110.0917322|-2.681370849|-55.70051708|-29.70938001|0.483193636|3612.105567|-2198.494121|2250.179086|0.2063806289999999|19.74153879|0.934960691|169.2144153|-1802.576619|37.435301|0.014835962|-481.4854016|2770.212274|1225.939287|1.0|1.0|1.0|1.0|4.97|0.0|0.28|0.48|3.35|1.0|1.0|12.0|5.0|-6.49|0.0|0.0|2.02|-5.58|9.9e-05|2.62e-06|0.0|1.0|5.4e-09|2.95e-06|-0.05191|3.1947|8.82|3.1947|-2098.773074|874.47|1536.87|388.09|0.6094|388.09|0.69508|-131.0|2.6271|0.0339441|9.0|9.0
27_a47|0.0|1|0.0|0.0|1|1|-0.160399235|-0.003631596|3|0.0304347829999999|-0.067535989|0.001861676|0.0427469459999999|10.95005714|0.002350172|-0.077485193|-0.157688306|-0.280944221|0.6636125860000001|0.804224077|0.0436226579999999|0.023325573|0.8517043879999999|0.634406338|-0.0630454209999999|0.337815064|0.016506051|10.56549582|20.73428323|0.153530114|98.27436776|6.762956126000001|3.180329084|-1.510214943|-25.8313393|-18.2393594|0.475450742|2804.020752|-966.6860481|2181.236691|0.299267237|13.50334344|0.906398657|191.5604557|-618.7741154|26.02898047|0.018969968|-256.9774086|1379.535965|682.9868225|1.0|1.0|0.0|1.0|3.37|3.52|0.26|4.18|5.07|0.0|0.0|5.0|5.0|-6.34|0.0|1.0|3.91|-5.05|0.00674|8.89e-06|0.0|0.0|1.5e-09|6.55e-07|-0.05814|4.9358|2.97|3.8125|-1778.078632|673.27|1165.54|325.21|0.4007|251.19|0.69381|-0.1578|4.0365|0.02633483|5.6|5.6
12v_a36|0.0|0|3.468871488|0.0|0|2|-0.077763989|-0.008411281|2|0.041767677|0.073329354|0.00127667|-0.086194201|10.96020642|0.003077071|-0.1430106119999999|-0.239932418|-0.401336708|0.8913597320000001|0.828393514|0.024751559|-0.041914045|0.8792981679999999|0.84179881|-0.078158778|0.334379501|0.027145269|17.85767346|113.7463918|0.197708661|130.0637965|11.74777471|0.462992841|-1.788408258|-33.82511043|-21.78731129|0.461799225|2846.057239|-1176.51481|2328.221818|0.372344602|15.71271745|0.8580426609999999|244.9490697|-773.9771341000001|34.71221847|0.02867403|-167.9576969|1874.459798|679.7230552999999|1.0|0.0|0.0|0.0|4.82|0.0|0.17|2.77|1.89|0.0|0.0|6.0|5.0|-6.93|0.0|0.0|1.81|-4.07|0.0464|8.499999999999999e-05|0.0|0.0|2.03e-07|8.340000000000001e-05|-0.05219|3.8847|2.65|3.7035|-1347.442792|671.56|1150.38|334.77|0.4247|319.16|0.7016100000000001|-0.15185|6.1869|0.03275089|7.8539|7.8539
2_a27|0.0|0|0.0|0.0|2|0|0.09890645|-0.0065894809999999|2|0.0427777779999999|-0.196529806|0.009338889|0.11675125|10.93783218|0.00988756|-0.21066171|-0.361571905|-0.475677812|0.639024713|0.796022385|0.137868605|0.027777778|0.8585302370000001|0.60904903|-0.058444848|0.408120957|0.019809599|9.972342226|9.194894069|0.153130039|77.08713259|5.020172886|53.58106492|-1.141195033|-14.81116546|-14.73047548|0.4424192289999999|2210.487938|-574.4885436000001|1270.627585|0.331537817|9.527176544|0.7934621359999999|166.89932209999998|-289.2030522|22.03636323|0.022639983|-169.6109632|859.4181658|373.9912084|0.0|0.0|1.0|1.0|2.9|3.06|0.11|2.43|2.49|0.0|0.0|2.0|4.0|-6.69|0.0|1.0|2.52|-3.7|204.0|0.0002009999999999|0.0|0.0|1.45e-06|0.0004599999999999|-0.04933|4.1624|4.32|4.1624|-1043.7984|538.57|906.48|297.87|0.3217|297.87|0.55857|-0.16769|4.7049|0.02268519|7.8861|7.8861
