molecula|NaaNH|SaaNH|SssssC|nAHRing|BCUTs-1|AATSC1s|n6HRing|JGI4|MATS7i|SaaaC|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|MATS1i|AATSC1i|MATS1c|GATS1are|MATS8s|SIC2|GATS1pe|FNSA5|PBF|FPSA3|PNSA3|PNSA5|PPSA3|RNCS|TPSA_x|WNSA5|WPSA3|FNSA1|WNSA3|PNSA4|TASA|PNSA2|GeomRadius|GeomShapeIndex|GRAV|PPSA1|DPSA4|FPSA5|DPSA2|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|BBB|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Approximated area|Zero Point Energy|Dipole (gas phase)|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
3t_a32|1|3.4477303|0.0|0|0.609420752|-0.0338714389999999|0|0.03995614|0.028527045|2.141978747|9.83e-05|0.012069208|10.31100267|-0.086478322|3|3|0.00139283|-0.070331512|-0.122301673|-0.496165036|0.710773544|0.0466380209999999|0.870628579|0.687253845|-0.0974995|0.217914628|0.014242899|-50.65701113|-61.58101978|8.995863948|97.01046154|108.2086749|-38.89478416|5.681818647999999|0.684474482|-31.99514268|-17.03304802|523.3947687|-800.5532571|8.107111779|0.929482453|5525.861115|199.2870037|24.88485469|0.017184783|1169.58817|10.85396804|1.0|1.0|1.0|1.0|1.0|1.0|3.58|0.3|-8.01|7.65|128.01|1.74|2.0|0.0|112.48|1.0|-6.48|27.0|4.0|0.0|-4.93|3.28e-07|0.00013|1.16e-05|0.00462|4.09|0.0|0.0|9.86e-09|3.91e-06|-0.05507|3.5487|3.5487|-1864.708995|-1864.678788|677.16|349.38|349.38|575.45|-1864.472646|1.2641|0.03020622|-1864.534478|2.7003|9.0|8.0458|8.0458
12ab_a30|0|0.0|0.0|2|0.604983638|-0.030346359|2|0.043854875|0.018023992|0.0|0.003529389|0.038312857|10.31162784|0.01563558|1|1|0.005111479|-0.12254489|-0.207153446|-0.384942092|0.8397577820000001|0.078325164|0.855880335|0.794193541|-0.1008879709999999|0.4605456229999999|0.031588146|-58.23149599999999|-71.0035788|22.23130678|119.79740259999998|140.93076580000002|-49.97135112|15.64609074|0.603952976|-40.9825333|-22.42218278|562.8556061|-1278.064418|8.44310703|0.856003642|6918.884105|278.7324985|37.1257096|0.030534507|2116.165447|21.48976996|1.0|0.0|1.0|1.0|1.0|1.0|4.87|0.21|-6.83|3.94|100.11|2.2|2.0|0.0|140.26|1.0|-5.61|33.0|6.0|0.0|-5.0|2.47e-06|0.00113|9.94e-06|0.00456|3.81|0.0|0.0|1.47e-07|6.720000000000001e-05|-49.0|4.8018|3.4919|-1804.824495|-1804.79081|753.75|355.06|258.2|613.7|-1804.523449|6.9089|0.03368522|-1804.589076|7.4968|17.0|7.7825|7.7825
14l_a23|0|0.0|0.0|0|1.1979636809999998|-0.026530366|2|0.046283951|0.042748013|0.758109562|0.01269616|-0.060692376|10.313217800000002|-0.061788679|2|2|0.01180744|-0.074441567|-0.136106024|-0.448622017|0.725800261|0.156652778|0.836852328|0.6906097959999999|-0.078204688|0.215920645|0.018669073|-35.3275485|-51.59307331|12.31633167|40.34135162|51.94117061|-34.03690099|8.125310915|0.7896261940000001|-23.306234600000003|-21.66909079|607.777253|-1083.45454|8.006380163|0.972085426|6444.7098240000005|138.7874759|27.44221375|0.01508774|1372.110688|9.953660282|0.0|0.0|1.0|1.0|1.0|1.0|3.51|0.09|-7.78|3.88|105.02|3.24|2.0|1.0|125.25|1.0|-5.85|31.0|4.0|0.0|-5.25|1.43e-06|0.000608|5.61e-06|0.0023899999999999|3.94|0.0|0.0|1.65e-08|7.03e-06|-0.07191|3.6274|3.6274|-1669.2363289999998|-1669.224647|694.65|341.8|341.8|560.51|-1668.983787|6.0563|0.01168219|-1669.04569|8.2422|7.0|8.1798|8.1798
4_a38 (LY-2157299)|0|0.0|0.0|1|1.343847059|-0.080432741|2|0.041252955|-0.0501467259999999|1.721297609|0.002865697|-0.159241692|10.9277672|-0.020954339|1|1|0.003107816|0.028964355|0.0481706809999999|-0.463575124|0.702976795|-0.041794304|0.868207983|0.6848692759999999|-0.089446059|0.459041332|0.01243241|-52.90108631|-51.11565158|7.104736984|260.7739337|140.40206619999998|-29.21101111|4.060137052|0.7861170609999999|-30.23133173|-18.48863993|431.0669496|-868.9660769|6.54753874|0.949475478|5566.495502000001|122.2274724|23.51893991|0.01379043|1105.390176|7.880803302999999|0.0|1.0|1.0|1.0|1.0|1.0|3.27|0.18|-7.13|3.69|86.69|1.84|1.0|0.0|108.18|1.0|-3.85|28.0|4.0|0.0|-3.99|0.0001409999999999|52.0|0.000102|0.0375|2.39|0.0|0.0|7.45e-08|2.75e-05|-0.06|4.65|3.78|-1198.683473|-1198.64695|617.61|327.69|266.68|449.44|-1198.442536|5.9043|0.03652312|-1198.49738|7.6529|69.0|7.1586|7.1586
7_a15|0|0.0|0.0|0|1.419941457|-0.038088878|1|0.035075075|0.145944639|0.0|-0.0013239329999999|0.038636783|10.95880715|0.0019353679999999|0|0|0.002150323|-0.211522056|-0.310081401|-0.335491052|0.857287135|0.154068618|0.740089344|0.8115121240000001|-0.110819329|0.403524276|0.036600739|-41.29775265|-61.50761094|20.31436245|103.8062879|88.02694557|-34.13832456|11.27499976|0.448664402|-22.92132733|-14.70834175|466.9990754|-676.5837204|6.01738192|0.657158418|5097.868552|306.0056033|32.78250222|0.042799094|1507.995102|23.75461091|1.0|1.0|1.0|0.0|1.0|1.0|3.16|0.15|-7.19|3.38|61.84|1.74|2.0|0.0|99.77|1.0|-4.83|26.0|5.0|1.0|-4.49|1.46e-05|0.00516|3.2e-05|0.0113|3.84|0.0|0.0|6.41e-08|2.26e-05|-0.0284899999999999|4.4386|3.7495|-1184.385377|-1184.367098|580.73|330.67|279.33|499.86|-1184.168094|1.1115|0.01827873|-1184.224637|1631.0|227.0|6644.0|6644.0
9n_a24|1|2.961528903|0.0|0|1.388847168|0.001099755|2|0.024179894|-0.141205159|0.0|0.008307337|-0.036651001|10.94875265|-0.03088354|1|1|0.008809179|-0.12451554|-0.200646773|-0.225226606|0.786587307|0.048359202|0.804201677|0.755793189|-0.0777274979999999|0.331008994|0.017608478|-35.21502941|-52.53031811|11.90027964|48.691073|64.50319929|-35.50139138|8.042526681|0.652126509|-23.79925701|-18.18357165|611.3234977000001|-945.545726|8.232847909|0.764164944|5356.5828|235.1021924|27.88350328|0.021951174|1449.942171|14.83518955|1.0|1.0|1.0|1.0|1.0|1.0|3.17|0.17|-8.64|4.41|66.93|1.42|1.0|0.0|114.29|1.0|-4.14|29.0|5.0|1.0|-4.29|7.2e-05|0.0278|5.14e-05|0.0198|3.07|0.0|0.0|2.31e-09|8.909999999999999e-07|-0.03818|4.9139|4.1028|-1239.1274939999998|-1239.095611|686.19|302.2|252.31|587.05|-1238.856882|2.8552|0.03188309|-1238.917278|4.8123|19.0|7.7212|7.7212
9r_a24|1|2.950959457|0.0|0|1.353642494|0.013567512|3|0.024179894|-0.17821765|0.0|0.007861194|0.064425793|10.96129392|-0.043274854|1|1|0.008722018|-0.179075526|-0.2920573039999999|-0.3018627239999999|0.786430472|-0.120617935|0.841805128|0.7526889940000001|-0.082022572|0.32720212|0.015557618|-41.49802275|-54.99020696|10.4302588|71.31566881|106.1180928|-36.86695997|6.992734796000001|0.6152148279999999|-27.82142546|-17.31173182|564.3096436000001|-934.8335183|9.672636984|0.898988412|5501.824326|257.9706516|28.13932796|0.02357068|1519.52371|15.80243761|1.0|1.0|1.0|1.0|1.0|1.0|3.53|0.22|-8.66|4.23|79.82|1.02|2.0|0.0|116.9|1.0|-4.02|30.0|6.0|0.0|-4.06|9.58e-05|0.0383|8.77e-05|0.0351|2.69|0.0|0.0|2.21e-09|8.84e-07|-0.04313|4.4722|4.2877|-1294.486221|-1294.451958|713.25|289.16|277.23|616.11|-1294.201456|1.9698|0.03426339|-1294.263358|3.0322|11.0|7.9586|7.9586
18_a34|0|0.0|0.0|1|1.4547811819999998|-0.101546926|1|0.040527066|-0.100548575|0.0|-0.001615187|-0.141332289|10.9595763|-0.136990511|1|1|0.002183342|-0.3102088839999999|-0.478810922|-0.493450778|0.759292258|0.0468829359999999|0.8584852479999999|0.713979177|-0.129784908|0.295523326|0.040845819|-49.86847383|-71.65163761|22.55015528|66.6880793|171.24705480000003|-39.55742812|12.44948722|0.695849945|-27.53138148|-23.32844015|380.8328339|-1003.122927|6.282442545|0.789096743|5296.289007|167.9151283|33.52510165|0.027385869|1441.579371|15.11918774|1.0|1.0|1.0|0.0|1.0|0.0|3.28|0.21|-5.65|3.13|75.47|1.49|1.0|0.0|93.91|2.0|-4.32|26.0|6.0|1.0|-4.11|4.77e-05|0.0167|7.829999999999999e-05|0.0275|3.07|0.0|0.0|2.22e-06|0.000781|-0.03925|4.4335|4.1234|-1199.288654|-1199.259634|592.04|300.68|279.66|483.87|-1199.101028|5.0935|0.02902032|-1199.158044|6.7806|2.43|5.6144|5.6144
12d_a30|0|0.0|0.0|2|0.604984421|-0.033312179|2|0.042804233|-0.092984185|0.0|0.005613018|0.036688757|10.31162861|-0.075816941|1|1|0.005965451|-0.053644471|-0.09353607|-0.4562256979999999|0.8414737059999999|-0.0430927579999999|0.8532172109999999|0.7991060659999999|-0.094239701|0.366319099|0.015567102|-47.69710881|-60.88281322|10.05700314|85.1932288|101.4221952|-39.33285959|6.497247279|0.8143892140000001|-30.81433963|-23.41646662|544.6198897999999|-1217.656264|7.557073995|0.84254817|6120.329513000001|119.91237920000002|28.75340957|0.013424098|1495.177298|8.672532296|1.0|0.0|1.0|1.0|0.0|1.0|4.75|0.17|-7.01|4.35|81.65|3.04|2.0|0.0|132.24|1.0|-5.66|30.0|4.0|0.0|-5.15|2.21e-06|0.0009119999999999|7.05e-06|0.00291|4.23|0.0|0.0|9.75e-08|4.02e-05|-0.05119|3.4821|3.4821|-1615.095823|-1615.063947|695.57|356.06|356.06|545.94|-1614.831682|4434.0|0.03187624|-1614.894406|4.8843|11.0|7.9508|7.9508
12ao_a36|1|3.477902101|0.0|2|1.297043885|-0.065314765|2|0.042739018|0.0895536619999999|0.0|0.002782748|-0.113963585|10.94919858|-0.033032344|1|1|0.003724542|-0.095253274|-0.1619981409999999|-0.435820128|0.90500247|0.040831815|0.8800240009999999|0.856135378|-0.1019516769999999|0.264688501|0.017784426|-51.52001456|-67.45579866|11.76697353|85.17634667|110.7707502|-44.63177966|7.785557064|0.7820981779999999|-34.08795068|-24.98362913|550.8740683|-1349.115973|8.769931502999999|0.8620895909999999|5943.227395|144.1736112|31.9443643|0.016708791|1724.9956719999998|11.05528527|1.0|0.0|0.0|1.0|0.0|2.0|4.87|0.12|-7.01|3.62|69.2|2.38|1.0|0.0|133.84|1.0|-4.58|31.0|4.0|1.0|-4.55|2.6e-05|0.0106|2.82e-05|0.0115|3.45|0.0|0.0|9.66e-08|3.94e-05|-0.05455|4.6597|3.4743|-1310.361099|-1310.328652|701.9|356.86|266.08|548.59|-1310.077853|5.4691|0.03244719|-1310.138396|7.447999999999999|0.03|7.5229|7.5229
14t_a23|0|0.0|0.0|0|1.197962538|-0.024472753|2|0.045277778|0.073534004|0.758345646|0.01269616|-0.041339801|10.31321779|-0.093434862|2|2|0.01180744|-0.074441567|-0.136106024|-0.4515027279999999|0.725800261|0.113493155|0.820002545|0.6906097959999999|-0.079253435|0.361071229|0.017433037|-36.09926385|-51.65035498|11.36130649|36.6149406|51.51331913|-33.66111722|7.404291213|0.799945841|-23.52629623|-21.69314909|600.1979272000001|-1084.657455|7.55064865|0.872595673|6523.656379|130.3775455|27.11827225|0.014352462|1355.9136119999998|9.353660614|0.0|0.0|1.0|1.0|1.0|1.0|3.52|0.09|-7.78|3.88|105.02|3.24|2.0|1.0|125.25|1.0|-5.85|31.0|4.0|0.0|-5.25|1.43e-06|0.000608|5.61e-06|0.0023899999999999|3.94|0.0|0.0|1.65e-08|7.03e-06|-0.06666|3.9855|3.2060000000000004|-1669.240512|-1669.21916|692.08|386.72|311.09|534.86|-1668.980578|5.8672|0.02135191|-1669.040656|8.3062|4.0|8.3979|8.3979
12r_a30|0|0.0|0.0|2|0.604984545|-0.093024002|2|0.043383838|-0.093079817|0.0|-0.002544958|-0.0682882559999999|10.31162892|-0.0646674999999999|1|1|-0.001131023|-0.0546637159999999|-0.145315868|-0.44083509|0.609043558|-0.007140234|0.889479916|0.591758164|-0.109990462|0.451652492|0.019137908|-58.32042638|-71.0931422|12.36992712|90.4724548|180.5098625|-45.9515743|7.995393191000001|0.790065337|-37.69583567|-26.11584816|465.8474777|-1279.67656|7.467190577999999|0.867350555|6735.090739|135.6928105|33.05530181|0.016970201|1619.709789|10.96881384|1.0|0.0|1.0|1.0|0.0|1.0|4.66|0.14|-7.16|4.67|81.65|3.58|2.0|0.0|127.19|1.0|-5.49|31.0|6.0|0.0|-5.17|3.24e-06|0.00141|6.71e-06|0.00291|4.07|0.0|0.0|6.900000000000002e-08|3e-05|-0.05244|5067.0|3.5111|-1774.236548|-1774.2026670000002|679.64|353.12|244.69|516.03|-1774.009422|5.2021|0.03388131|-1774.070699|6.5511|29.0|7.5317|7.5317
5a_a49|0|0.0|0.0|2|1.343848751|0.007039248|2|0.034466231|-0.072902329|1.878067786|0.007647515|-0.046327135|10.92976459|0.076610236|1|1|0.008623164|-0.158356406|-0.26176436|-0.51958118|0.66494289|0.001251171|0.855876084|0.632463498|-0.0787216|0.6254267029999999|0.028578361|-42.1802818|-46.04810561|16.71687776|124.92862240000002|116.9370825|-26.93578408|9.77851757|0.6069287529999999|-24.67330519|-15.97587337|468.0117167|-782.8177953|6.0732145310000005|0.962527525|6294.404170000001|229.9265537|26.32248561|0.0270848489999999|1289.801795|15.84324998|0.0|0.0|1.0|1.0|1.0|0.0|3.37|0.22|-6.92|3.3|73.14|2.07|1.0|0.0|116.62|1.0|-3.84|30.0|5.0|1.0|-4.29|0.000146|0.0578|5.09e-05|0.0202|2.65|0.0|0.0|1.1900000000000001e-07|4.72e-05|-0.05062|5.2443|3.9219|-1311.995327|-1311.960542|625.06|316.13|236.42|443.78|-1311.743648|5.6104|0.03478454|-1311.799168|7.0102|43.0|7.3665|7.3665
43_a18|0|0.0|0.0|2|1.251175234|-0.01369899|1|0.033734062|-0.05314954|0.0|0.002712865|0.031746165|10.94702053|-0.032429984|0|0|0.003801459|-0.140532044|-0.2093696189999999|-0.460675034|0.718255592|-0.023109314|0.7458234990000001|0.712848727|-0.0822489459999999|0.3439906129999999|0.006890688|-54.49271386|-63.87648583|5.35147222|0.66443384|114.6724699|-49.60799696|4.156080507|0.8743733490000001|-42.32033664|-24.16948112|661.9512957999999|-1788.541603|10.01438533|0.930331529|7428.282915000001|97.56464265|27.64206062|0.007193089|2045.512486|5.5863235410000005|0.0|1.0|0.0|1.0|1.0|2.0|4.54|0.34|-9.6|4.5|76.5|3.7|3.0|1.0|160.76|1.0|-6.45|38.0|3.0|0.0|-5.96|3.55e-07|0.00018|1.09e-06|0.000554|5.1|0.0|1.0|2.52e-10|1.28e-07|-0.04949|3.2233|3.2233|-1611.621186|-1611.598032|843.1|384.65|384.65|702.4|-1611.126246|3.0482|0.02315412|-1611.198355|3.6943|625.0|6.2041|6.2041
17b_a50|0|0.0|0.0|1|1.348984601|0.013050204|1|0.032052154|0.035558152|2.206759705|0.012409091|-0.152660972|10.94500663|-0.15040528|2|2|0.012686493|-0.2252068689999999|-0.357011777|-0.237489143|0.7715057479999999|-0.1585336269999999|0.799772151|0.748900413|-0.07555585|0.4220781729999999|0.0128994089999999|-33.25475672|-52.58062823|8.976922737999999|9.9094658|47.42733742|-36.59177249|6.247196459|0.803386523|-23.14256283|-18.65764227|648.4900322000001|-1156.773821|8.324966952|0.936245718|6059.076348|136.82673369999998|23.22374317|0.010169967|1439.872076|7.077456382|1.0|1.0|1.0|1.0|1.0|0.0|4.17|0.35|-7.54|4.18|51.77|2.71|3.0|0.0|131.39|1.0|-4.75|32.0|4.0|1.0|-4.91|1.7899999999999998e-05|0.00763|1.22e-05|0.0052|3.96|0.0|0.0|2.87e-08|1.22e-05|-0.0318|4.2447|4.0418|-1337.1910779999998|-1337.164673|752.09|306.75|292.09|647.75|-1336.833957|6.3333|0.02640483|-1336.899093|8.4096|122.0|6.9136|6.9136
25b_a34|0|0.0|0.0|1|1.290860233|-0.0929479709999999|1|0.04037037|-0.150946163|0.0|-0.00378755|-0.112970844|10.95957635|-0.061390533|1|1|-0.000223677|-0.278635968|-0.435821207|-0.623853334|0.832166825|0.08214612|0.83883012|0.787858064|-0.137924163|0.5020264870000001|0.030138301|-64.37123451|-86.13394472|18.82143547|165.2408865|214.470853|-53.79083879|11.75402804|0.76274549|-40.19997818|-26.50275222|410.0313565|-1378.143115|6.383564979|0.723855085|5786.015654|148.1659658|34.74652105|0.019067452|1806.819095|11.90766609|0.0|1.0|1.0|1.0|1.0|2.0|3.53|0.29|-6.42|2.63|90.3|1.56|1.0|0.0|108.21|1.0|-3.82|29.0|5.0|0.0|-3.69|0.00015|59.0|0.000202|0.0796|2.29|0.0|0.0|3.8100000000000004e-07|0.00015|-0.03539|4.2253|4.2253|-1313.388114|-1313.361559|668.48|293.43|293.43|562.84|-1313.132261|7.0586|0.02655501|-1313.194808|9.0174|2.08|5.6819|5.6819
8_a1 (SB-202620)|1|3.296085365|0.0|0|1.4323973840000002|-0.226277123|1|0.037578348|-0.0443137679999999|0.0|-0.012672753|-0.1402198369999999|10.94957568|0.037553634|1|1|-0.0106277489999999|-0.019835038|-0.042643966|-0.612004804|0.674381582|-0.042789124|0.805476065|0.658433571|-0.105271458|0.174628594|0.015526845|-66.76765693|-59.72618401|8.809217494|208.2071465|199.1596945|-33.88588996|4.997944864|0.7742395870000001|-37.88089785|-23.30777912|368.1943149|-955.6189441|7.432247389|0.839824062|5170.286136|128.0860757|30.104091200000003|0.019645498|1234.267739|11.1459518|1.0|1.0|0.0|1.0|0.0|2.0|2.74|0.0|-8.02|4.86|78.87|2.78|2.0|0.0|99.61|1.0|-4.94|27.0|5.0|0.0|-4.7|1.14e-05|0.0041|1.98e-05|0.00713|3.6|0.0|0.0|9.53e-09|3.42e-06|-0.0736899999999999|3.4052|3.4052|-1223.279021|-1223.117248|586.27|364.11|364.11|460.4|-1222.9606720000002|3.4563|0.16177304|-1223.014114|5.5005|0.4|6.3979|6.3979
3f_a32|1|3.553167045|0.0|0|0.6094207770000001|-0.0434359079999999|0|0.042380952|-0.062954205|2.227330929|0.001276735|-0.113189563|10.31100273|-0.110286539|3|3|0.002565215|-0.074808287|-0.133675401|-0.5487283829999999|0.833981748|-0.110248899|0.871865543|0.786074011|-0.097374443|0.3217719189999999|0.011897886|-41.40131823|-54.8993954|6.707989266|47.97543149|71.02334697|-30.95210106|3.78194259|0.78919828|-23.34192893|-16.99267001|492.7734095|-713.6921402|6.153728636|0.770463268|4993.667711|118.8493262|21.53155987|0.011659458|904.3255145|6.573564628|1.0|1.0|1.0|1.0|1.0|1.0|3.9|0.28|-7.31|7.18|110.94|2.18|2.0|0.0|102.66|1.0|-6.89|24.0|3.0|0.0|-5.4|1.28e-07|4.53e-05|3.96e-06|0.0014|4.83|0.0|0.0|4.89e-08|1.73e-05|-0.05315|3.5569|3.5569|-1712.0610190000002|-1712.034952|604.9|348.58|348.58|488.74|-1711.863611|3.4678|0.02606687|-1711.9193289999998|5.7161|9.0|8.0458|8.0458
23_a10|0|0.0|0.0|1|1.34383709|0.012558932|2|0.036666667|-0.031558374|1.981673861|0.010305237|-0.000458688|10.92966139|-0.0253481679999999|1|1|0.010662507|-0.130679|-0.207994181|-0.233801237|0.7338945809999999|-0.149057824|0.800727358|0.706648116|-0.072395864|0.535680357|0.009615852|-35.17017083|-51.27837225|6.81095873|72.17779806|60.05816353|-36.32074126|4.824237957|0.7611996520000001|-24.91121732|-19.02262196|648.2471057|-1179.402562|8.755988318|0.943867925|7034.375112000001|169.14354509999998|24.9903188|0.013394095|1549.399766|9.487107794|1.0|1.0|1.0|1.0|1.0|0.0|3.8|0.21|-9.84|5.11|56.07|2.99|2.0|0.0|139.11|1.0|-5.38|35.0|5.0|0.0|-5.7|4.19e-06|0.00193|2e-06|0.000923|4.48|0.0|0.0|1.44e-10|6.66e-08|-53.0|3.8034|3.8034|-1470.1960279999998|-1470.166163|768.3|325.98|325.98|606.18|-1469.838069|3.8115|0.02986448|-1469.902562|4.8954|0.75|6.1249|6.1249
19_a20|1|3.423603867|0.0|0|1.4009239059999998|-0.130949446|3|0.0396875|0.103271147|1.622562232|-0.006620594|0.077469518|10.94899558|-0.063133522|1|1|-0.004654742|-0.049177437|-0.083481481|-0.5838248970000001|0.811128636|-0.143992458|0.8193003000000001|0.7741509329999999|-0.099685049|0.25624423|0.013643765|-60.26825633|-65.49811346|8.964643162|339.8339889|161.33709|-43.03556944|5.890223441|0.796070588|-39.5992891|-25.1915821|495.7134289|-1309.962269|7.950138729|0.935398401|6325.747732|133.9919257|31.64490997|0.0159602|1645.535318|10.48665779|1.0|1.0|1.0|1.0|1.0|2.0|3.49|0.08|-9.63|4.97|110.44|1.33|1.0|0.0|122.86|1.0|-4.89|32.0|5.0|0.0|-4.57|1.29e-05|0.00541|2.6600000000000003e-05|0.0112|2.91|0.0|0.0|2.34e-10|9.86e-08|-0.06767|3.3616|3.3616|-1368.413151|-1368.378274|687.79|368.83|368.83|519.34|-1368.129074|4.2507|0.03487615|-1368.190746|6.3327|2.6|5585.0|5585.0
15_a31|1|3.155574452|0.0|1|0.610137926|-0.134784483|0|0.038809524|-0.0302581979999999|0.0|-0.011797858|-0.070065105|10.31169996|-0.074455342|2|2|-0.007631228|-0.157560864|-0.272545088|-0.6215974160000001|0.8314086070000001|-0.0869591359999999|0.8582665429999999|0.782925607|-0.131697567|0.287991212|0.038524836|-61.76522754|-70.00513464|20.47825449|141.1489667|230.1075793|-37.21191643|10.88541717|0.641533577|-32.83191294|-22.10688462|301.452236|-840.0616157|6.148947296|0.873235738|5087.628096|190.5463457|34.45943505|0.03396368|1309.458532|18.05372755|0.0|1.0|1.0|1.0|1.0|2.0|3.31|0.19|-5.66|4.12|117.37|0.41|0.0|0.0|90.47|2.0|-4.28|24.0|5.0|0.0|-3.57|5.27e-05|18.0|0.000272|0.0931|2.18|0.0|0.0|2.19e-06|0.000749|-0.04192|4569.0|4569.0|-1460.900291|-1460.861851|556.68|271.36|271.36|452.98|-1460.736142|5.5793|0.03843988|-1460.790873|7.5831|1.1|5.9586|5.9586
6g_a40|0|0.0|0.0|1|0.604893315|-0.261952754|0|0.039863946|-0.120745388|0.607999575|-0.019683422|0.07194868|10.30179936|-0.251161616|2|2|-0.018182514|0.0312035079999999|0.05728593|-0.588058458|0.8316888240000001|0.075283207|0.8917390820000001|0.808096413|-0.156296046|0.400587529|0.017750905|-107.2113398|-101.5916383|11.53799852|328.78166810000005|256.5226419|-66.03405036|7.499640603|0.824204189|-69.68682788|-38.37906336|393.4722933000001|-1727.0578510000005|6.95079805|0.740853565|7822.892656|114.2663866|46.56499428|0.020240097|2095.424743|13.1559604|0.0|0.0|1.0|0.0|1.0|3.0|4.06|0.21|-2.87|3.43|213.89|0.59|1.0|2.0|124.18|3.0|-7.22|31.0|7.0|0.0|-4.71|6.049999999999999e-08|2.87e-05|1.93e-05|0.00917|3.06|1.0|0.0|0.0013599999999999|0.6459999999999999|-0.08622|3.3197|2.8135|-2522.023752|-2521.990118|669.8|440.68|373.48|514.77|-2521.8114530000003|6.7231|0.03363483|-2521.87499|8.9454|47.0|7.3279|7.3279
11c_a31|1|3.336985072|0.0|1|0.6101368770000001|-0.141329185|0|0.037731481|-0.031640011|0.0|-0.011679927|-0.137912959|10.31169916|-0.085216451|2|2|-0.008375297|-0.0992097109999999|-0.16065803|-0.572548808|0.825336018|0.013528742|0.8906705429999999|0.787929678|-0.14043574|0.3608415239999999|0.034256743|-80.82023592|-82.24513417|20.06220362|264.7428792|255.2562173|-48.16624372|11.74927853|0.676089232|-47.33176279|-24.864808|330.3862551|-1069.186744|7.259183801|0.922968238|5329.481371|189.6959033|36.77740577|0.029155542|1581.428448|17.07472346|1.0|0.0|1.0|1.0|1.0|2.0|3.51|0.28|-5.84|5.04|125.57|1.03|1.0|0.0|97.32|2.0|-5.11|26.0|6.0|0.0|-3.98|7.68e-06|0.00285|0.000105|39.0|2.82|0.0|0.0|1.45e-06|0.000537|-0.03532|3.8551|3.8551|-1559.3980869999998|-1559.353434|622.22|321.61|321.61|512.9|-1559.194237|5289.0|0.04465349|-1559.253116|7.5091|0.13|6.8861|6.8861
AKLKII_a46|1|2.917217813|0.0|0|1.4316666480000002|-0.030657|3|0.0386379929999999|-0.008897473|1.744747103|0.006821053|0.156485495|10.96959256|0.036226415|1|1|0.006731579|-0.037291767|-0.066245471|-0.270506095|0.718266758|-0.0150769919999999|0.8264237520000001|0.687139108|-0.089369278|0.271156366|0.010384859|-34.061229|-42.37969553|4.924591245|160.85204040000002|76.99187522|-20.09682339|2.335284369|0.7721395329999999|-16.15213359|-15.74102977|397.2168972|-550.9360419|5.83938898|0.92307023|4110.764451|108.05343229999998|20.38625028|0.015584114|713.5187596|7.390123534|1.0|1.0|0.0|1.0|1.0|1.0|2.81|0.06|-7.21|3.9|67.35|1.18|0.0|0.0|85.32|1.0|-3.24|22.0|4.0|1.0|-3.58|0.000578|166.0|0.000266|0.0764|2.19|0.0|0.0|6.18e-08|1.7800000000000002e-05|||||||||||||||181.0|6.7423|6.7423
14a_a10|0|0.0|0.0|2|1.3438495730000002|0.0437538159999999|3|0.035660377|0.027446544|2.070512208|0.011509975|-0.045759336|10.92970798|-0.00421565|1|1|0.012272222|-0.220250238|-0.344811314|-0.168193178|0.76857495|-0.011977878|0.770129205|0.740051323|-0.070610745|0.43555903|0.0135610389999999|-32.23041637|-51.23835032|9.840503082|67.52851799|64.18371923|-37.18086445|7.140714112|0.542015878|-23.38784787|-13.76552695|661.4615097|-922.2903058|10.0292632|0.8833450959999999|6754.660977|332.3339934|25.39690722|0.0219172279999999|1701.592784|15.9041322|0.0|1.0|1.0|1.0|1.0|0.0|3.98|0.39|-8.18|4.16|59.31|1.94|1.0|0.0|146.76|1.0|-4.21|35.0|6.0|1.0|-4.8|6.159999999999999e-05|0.0288|1.58e-05|0.00743|3.29|0.0|0.0|6.55e-09|3.07e-06|-46.0|5.5808|3802.0|-1489.655581|-1489.803158|800.01|326.1|222.16|645.26|-1489.42155|3.1205|-0.14757681|-1489.487381|4.8004|74.0|7.1308|7.1308
