molecula|NaaNH|SaaNH|SssssC|nAHRing|BCUTs-1|AATSC1s|n6HRing|JGI4|MATS7i|SaaaC|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|MATS1i|AATSC1i|MATS1c|GATS1are|MATS8s|SIC2|GATS1pe|FNSA5|PBF|FPSA3|PNSA3|PNSA5|PPSA3|RNCS|TPSA_x|WNSA5|WPSA3|FNSA1|WNSA3|PNSA4|TASA|PNSA2|GeomRadius|GeomShapeIndex|GRAV|PPSA1|DPSA4|FPSA5|DPSA2|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|BBB|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Approximated area|Zero Point Energy|Dipole (gas phase)|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
19d_a38|1|3.314284769|0.0|2|1.297043205|-0.17467835|2|0.04572104|0.019858574|0.0|-0.011156837|-0.0555594909999999|10.95446448|-0.024688524|1|1|-0.00835812|-0.060668296|-0.128079012|-0.529632789|0.7581164340000001|0.111104525|0.908591797|0.730686013|-0.1248815919999999|0.3509455999999999|0.024158903|-74.84120843|-80.2776536|15.53007152|158.6487879|236.7675313|-51.60489663|9.98319831|0.7494816990000001|-48.11018574|-28.24584108|406.0626253|-1525.275418|7.056031803|0.916264002|6934.7619620000005|161.0407189|37.68716585|0.022660131|2035.106956|14.56661536|0.0|0.0|0.0|1.0|0.0|4.0|4.91|0.13|-6.41|2.34|124.32|1.65|1.0|0.0|133.79|1.0|-3.87|33.0|5.0|0.0|-3.62|0.000134|0.0594|0.0002399999999999|107.0|1.65|0.0|0.0|3.94e-07|0.000175|-0.05091|5.3771|3.6586|-1500.898316|-1500.850957|679.08|338.89|230.58|517.77|-1500.621723|7.9959|0.04735828|-1500.683599|10.6621|11.0|7.9586|7.9586
8a_a8|1|3.150966553|0.0|1|1.400027874|-0.1950388569999999|1|0.040243056|0.027531877|0.0|-0.0075336219999999|0.010118884|10.94671414|-0.0298924089999999|1|1|-0.005306541|0.055198015|0.089375589|-0.5028388229999999|0.76592324|0.089031731|0.8220300859999999|0.7318727540000001|-0.118763303|0.22299265|0.034374791|-78.93428863|-71.12928513|20.58762475|170.9592896|269.0155755|-42.60049244|12.33026525|0.76420633|-47.27503672|-29.37948733|329.9007832|-1351.456417|7.533378788999999|0.927876056|6193.891189|141.2206861|38.44444383|0.025786572|1768.444416|15.44399996|0.0|0.0|1.0|1.0|0.0|2.0|3.37|0.05|-6.76|3.13|112.23|1.9|1.0|0.0|109.21|1.0|-4.4|30.0|5.0|0.0|-4.14|3.99e-05|16.0|7.28e-05|0.0292|2.4|0.0|0.0|1.74e-07|6.96e-05|-0.06922|4.6017|3.1039|-1367.776863|-1367.744724|620.68|399.45|269.43|476.69|-1367.539526|5.4201|0.03213899|-1367.595683|6.8427|11.34|4.9454|4.9454
12w_a30|0|0.0|0.0|2|0.604983445|-0.0316452179999999|2|0.044197531|-0.0999572419999999|0.0|0.002431329|0.028815747|10.31162873|-0.04950715|1|1|0.001805829|-0.0493878409999999|-0.0857954809999999|-0.477636454|0.8149999040000001|-0.032835151|0.889479916|0.711738503|-0.096032733|0.4274948739999999|0.015446225|-52.53307388|-65.85056003|10.59162334|82.06520565|101.3366249|-45.15435649|7.262777048999999|0.8077976990000001|-36.02242934|-25.53389062|584.3729039|-1251.160641|8.063690539|0.8230829059999999|6888.291006999999|131.7949495|31.60926388|0.014471302|1548.85393|9.923109661|1.0|0.0|1.0|1.0|0.0|1.0|4.63|0.14|-7.8|5.11|81.65|3.79|2.0|0.0|137.3|1.0|-6.58|31.0|4.0|0.0|-6.04|2.64e-07|0.000123|9.14e-07|0.0004269999999999|5.12|0.0|0.0|1.58e-08|7.39e-06|-0.05682|5.0632|3.5585|-2494.966575|-2494.932002|716.83|348.42|244.87|577.06|-2494.743475|2.4229|0.0345723|-2494.807027|3.0068|15.0|7821.0|7821.0
8_a15|0|0.0|0.0|0|1.419941362|-0.044406425|1|0.039181287|0.155304204|0.0|1.7800000000000002e-05|-0.010146469|10.95880707|-0.014489333|0|0|0.003160815|-0.203104439|-0.295062413|-0.342749125|0.85357243|0.0937475619999999|0.742680335|0.8105478740000001|-0.118293578|0.381651497|0.0336657729999999|-41.7821007|-69.07571287|19.65860939|104.8781037|85.31489861|-40.33569847|11.47934212|0.519427411|-24.39801408|-16.91650111|498.6196971|-828.9085544|6.093505548|0.638601279|5306.2234530000005|280.62296039999995|32.56759415|0.035495625|1595.8121130000002|20.72712321|1.0|1.0|1.0|0.0|1.0|1.0|3.14|0.19|-7.57|3.9|61.84|1.96|2.0|0.0|104.74|1.0|-5.25|27.0|5.0|1.0|-4.81|5.63e-06|0.00206|1.53e-05|0.00562|4.24|0.0|0.0|2.69e-08|9.86e-06|-0.02723|4.4346|3.7426|-1223.704913|-1223.687714|598.84|331.28|279.58|538.51|-1223.463981|1.1415|0.01719864|-1223.523393|1.4589|108.0|6.9666|6.9666
12ak_a36|1|3.501132553|0.0|2|1.270373882|-0.0407717229999999|2|0.041728395|0.12041792|0.0|0.0042553209999999|-0.116440196|10.95268014|-0.015708652|1|1|0.005035022|-0.099596099|-0.163978382|-0.439326642|0.901715152|0.051506104|0.860939187|0.860667615|-0.091761476|0.537460657|0.019931266|-49.87483724|-66.15829243|14.3700664|113.186508|109.0807368|-47.69888026|10.36054668|0.737439195|-35.95881638|-23.5478668|611.9003905000001|-1389.324141|7.98672125|0.735576751|6240.396899|189.3013851|31.93194362|0.018055095|1883.984673|13.01738243|1.0|0.0|1.0|1.0|1.0|2.0|5.05|0.24|-7.38|3.85|69.2|2.66|2.0|0.0|138.33|1.0|-4.95|32.0|4.0|1.0|-4.86|1.13e-05|0.0047799999999999|1.39e-05|0.00589|3.8|0.0|0.0|4.2e-08|1.7800000000000002e-05|-0.04929|3.8734|3.6895|-1350.900117|-1350.865407|730.3|336.05|320.09|584.05|-1350.57563|6.3682|0.03471045|-1350.637958|8.5394|46.0|7.3372|7.3372
11b_a31|1|3.248213341|0.0|1|0.610137403|-0.172248605|0|0.043380952|-0.078907688|0.0|-0.014385937|-0.1488994619999999|10.31169957|-0.046362952|2|2|-0.010716217|-0.101934423|-0.16780872|-0.564706551|0.833717183|0.067031897|0.889561759|0.7943850720000001|-0.148709304|0.26165445|0.037758271|-80.0942166|-82.80602396|21.02499452|286.7721447|253.1028809|-46.10900197|11.70737909|0.669723835|-44.59898223|-24.84180719|303.7286124|-993.6722875|6.83089364|0.8986339170000001|5202.545866|183.9081702|37.09261324|0.0314298879999999|1483.70453|17.50115151|1.0|0.0|1.0|1.0|1.0|2.0|3.41|0.24|-5.45|4.67|125.57|0.79|1.0|0.0|92.51|2.0|-4.74|25.0|6.0|0.0|-3.75|1.82e-05|0.00649|0.000178|0.0637|2.46|0.0|0.0|3.59e-06|0.00128|-0.03574|3.8437|3.8437|-1520.085181|-1520.0430279999998|589.56|322.57|322.57|479.66|-1519.909742|3.2104|0.04215313|-1519.967224|4.7518|0.53|6.2757|6.2757
7_a3|0|0.0|0.0|0|0.60501656|-0.106234254|2|0.03757716|-0.047419994|1.989724777|-0.007540435|0.054347129|10.3116226|0.030246987|1|1|-0.006696449|0.020589494|0.036673175|-0.592753801|0.881253042|-0.224253635|0.8632654590000001|0.773152968|-0.096448591|0.5999725029999999|0.009708941|-51.18177092|-47.72824381|4.804535747|230.9407974|107.7330046|-23.61864737|2.377557323|0.7992146109999999|-25.32764885|-18.2490344|387.1238241|-620.4671695000001|5.198046584|0.663120542|5055.700186|99.36002106|22.83370969|0.0149999089999999|776.3461295|7.422807617|1.0|1.0|1.0|1.0|1.0|1.0|3.02|0.0|-7.48|4.96|92.93|2.11|1.0|0.0|95.5|1.0|-5.44|23.0|3.0|0.0|-4.87|3.67e-06|0.00124|1.34e-05|0.00455|3.79|0.0|0.0|3.28e-08|1.11e-05|-0.0640299999999999|5.8849|3.4435|-1731.7341420000002|-1731.703107|522.73|360.06|210.68|362.61|-1731.602893|3.1299|0.03103579|-1731.651178|3.9813|1023.0|5.9901|5.9901
18_a3|1|2.897754472|0.0|0|1.43179288|-0.021283637|3|0.034712644|0.08269134|1.742872103|0.0057881999999999|0.042606196|10.96965878|-0.025890816|1|1|0.005799063|-0.035611069|-0.064953613|-0.2495754869999999|0.7226687409999999|0.0355413979999999|0.784960175|0.6858831809999999|-0.0846755|0.217881538|0.013796397|-31.07331853|-37.67445366|6.1383958|160.9514039|70.31739201|-16.76239841|2.73114076|0.682492203|-13.82537222|-14.12792012|374.610053|-452.0934439|5.293627315|0.935646099|3928.183499|141.2679329|20.70048575|0.02363555|662.4155441|10.51610501|0.0|1.0|0.0|1.0|1.0|1.0|2.62|0.0|-6.83|3.42|67.35|0.93|0.0|0.0|80.35|1.0|-2.82|21.0|4.0|1.0|-3.27|0.0015|411.0|0.000537|147.0|1.79|0.0|0.0|1.49e-07|4.07e-05|-0.05769|3.9765|3.9765|-889.9619321|-889.9402005000001|482.41|311.79|311.79|330.54|-889.850598|2.6366|0.02173162|-889.894728|3.3664|0.03|7.5229|7.5229
12q_a30|0|0.0|-4.76444841|2|0.60498366|-0.27228842|2|0.0438779959999999|-0.016509571|0.0|-0.00695299|0.004165554|10.31162828|-0.021542639|1|1|-0.004395528|-0.077457998|-0.226973911|-0.636798458|0.613786308|0.01661722|0.867367115|0.593245722|-0.115589613|0.596557166|0.014790072|-59.52322773|-78.7683329|10.07866809|82.72757145|105.1162273|-53.67653794|6.868090132000001|0.820640722|-40.56199584|-31.21009417|576.3319634|-1654.134991|7.346842839|0.900207238|7990.060758|122.2240555|38.03137394|0.016579022|2015.662819|11.29774462|1.0|0.0|1.0|1.0|0.0|1.0|4.73|0.17|-7.18|4.43|90.88|2.82|2.0|0.0|133.96|1.0|-6.7|34.0|8.0|0.0|-5.92|1.99e-07|9.63e-05|1.2e-06|0.000579|5.05|0.0|0.0|6.61e-08|3.19e-05|-0.05105|5.0573|3.4834|-1988.033527|-1987.999444|713.16|355.93|245.16|537.96|-1987.781386|5.5755|0.03408298|-1987.847256|6.821000000000001|36.0|7.4449|7.4449
14ac_a23|0|0.0|-9.994971573|0|1.1979507740000002|-0.4422550999999999|2|0.048351548|0.016532702|0.544211741|-0.0066006519999999|0.0518788009999999|10.3132169|0.043387326|2|2|-0.004445662|-0.069765112|-0.287952039|-0.562985112|0.5562570379999999|0.1374474|0.834426845|0.537271445|-0.097100967|0.300389872|0.016832361|-66.72452104|-73.32014595|12.70997824|57.45545019|51.99287907|-55.36344264|9.597200637|0.8077820920000001|-50.3831402|-33.20157553|703.0989434999999|-1759.6835030000002|8.122941134|0.95751094|9203.543798|145.1421706|41.10214358|0.019122137|2178.41361|14.43896921|1.0|0.0|1.0|1.0|1.0|1.0|3.69|0.12|-9.03|5.52|105.02|4.6|2.0|1.0|130.29|1.0|-7.31|38.0|10.0|0.0|-6.65|4.92e-08|2.69e-05|2.24e-07|0.000123|5.35|0.0|2.0|9.25e-10|5.06e-07|-0.08813|4.0014|3.6325|-2304.001319|-2303.9786940000004|751.54|341.32|309.85|627.76|-2303.749331|6.3004|0.02262555|-2303.819891|8.6341|4.0|8.3851|8.3851
1b_a5|1|2.881451247|0.0|0|1.4258024619999998|-0.061874543|2|0.0248765429999999|-0.095857885|0.0|0.003886035|0.001241264|10.94890233|-0.028797464|1|1|0.003708988|0.019611905|0.045204303|-0.231956531|0.567806811|0.122747292|0.827319059|0.558485747|-0.077221824|0.341795323|0.010803163|-39.38248661|-38.87394276|5.438378717999999|168.30518769999998|96.23685048|-19.56938257|2.737713392|0.7324812509999999|-19.82538668|-15.75970652|407.1693177|-583.1091414|6.11909445|0.90275317|4577.125071|134.6705884|21.51550842|0.019229427|796.0738116|9.680212283|1.0|1.0|0.0|1.0|1.0|1.0|2.75|0.0|-8.3|4.88|54.46|2.29|0.0|0.0|90.44|1.0|-3.97|24.0|4.0|1.0|-4.3|0.000106|0.0336|4.970000000000001e-05|0.0157|3.16|0.0|0.0|4.99e-09|1.58e-06|-0.04135|4789.0|4.6481|-1050.538976|-1050.506509|536.59|266.74|258.89|388.58|-1050.413506|2891.0|0.03246637|-1050.462425|4.3687|59.0|7.2291|7.2291
4n_a46|0|0.0|0.126268818|1|1.13463699|-0.036492128|0|0.045335917|-0.2264394139999999|0.0|0.004988019|-0.144852516|10.94021058|-0.064683066|1|1|0.0042595609999999|0.070558373|0.109017734|-0.369211845|0.741742667|-0.06655165|0.7681452190000001|0.7427183759999999|-0.085838139|0.371438024|0.008424451|-56.80797266|-47.16810275|4.629240193|172.8490949|53.22165035|-25.91889741|2.543769935|0.863203663|-31.21601103|-17.06080312|496.2788787|-801.8577467|5.666371466|0.750996215|4955.374473|75.1696593|19.76451658|0.0077084869999999|928.9322794|4.235817757|1.0|0.0|1.0|1.0|1.0|1.0|3.75|0.27|-6.67|4.33|61.84|2.99|1.0|0.0|102.92|1.0|-5.43|26.0|3.0|1.0|-5.1|3.75e-06|0.00129|7.95e-06|0.00273|4.41|0.0|0.0|2.14e-07|7.340000000000001e-05|-0.04044|5.7448|3953.0|-1090.343872|-1090.302556|578.83|313.65|215.82|502.02|-1090.098769|6.2318|0.04131598|-1090.151267|8773.0|5194.0|5.2845|5.2845
2_a49|0|0.0|0.0|1|1.3438506419999998|-0.03981057|2|0.038726287|-0.100166139|1.999073077|0.004524556|-0.041202373|10.92973199|0.005918367|1|1|0.004580676|0.032521855|0.055400364|-0.320124905|0.802447754|0.084099874|0.851413454|0.7701578720000001|-0.079176085|0.41397907|0.01105681|-44.066695|-40.34672657|5.634353797999999|226.4450566|95.04720801|-20.55997527|2.871166625|0.7154059890000001|-22.45560511|-14.409545199999998|414.5350312|-605.2008985|5.667936413|0.8320497920000001|4874.364109|145.02405359999997|20.14177325|0.017498253|845.9544764000001|8.91679918|0.0|1.0|0.0|1.0|1.0|1.0|3.09|0.15|-6.82|3.28|69.62|1.88|0.0|1.0|99.52|1.0|-3.53|25.0|3.0|1.0|-3.89|0.000292|0.0955|0.000129|0.0421|2.43|0.0|0.0|1.51e-07|4.94e-05|-0.04372|5.4614|3743.0|-1046.018455|-1045.981819|553.52|331.24|227.02|371.96|-1045.810794|4.8986|0.0366366999999999|-1045.8595810000002|6.7117|59.0|7.2291|7.2291
15b_a50|0|0.0|0.0|1|1.353059441|-0.05484142|1|0.032843915|-0.103807905|2.018777006|0.004641091|-0.06083723|10.94501702|-0.124047802|2|2|0.005203263|-0.131737048|-0.2185722769999999|-0.310946931|0.79846758|0.000882622|0.8833003970000001|0.764606364|-0.080700307|0.447220762|0.020083792|-47.20879251|-46.13641893|11.48191704|274.85729960000003|102.3838797|-26.37622116|6.564219549|0.639017342|-26.98929785|-16.04745006|469.3167805|-738.1827030000001|6.89125222|0.919348867|5205.2135960000005|206.3740238|25.11269883|0.024313507|1155.184146|13.90004811|1.0|1.0|1.0|1.0|1.0|1.0|3.56|0.19|-5.72|2.71|68.76|1.66|1.0|0.0|105.46|2.0|-3.18|27.0|4.0|1.0|-3.6|0.000654|0.2339999999999999|0.000249|0.0891|2.11|0.0|0.0|1.92e-06|0.000687|-0.0333399999999999|4.0561|4.0561|-1160.4989460000002|-1160.463663|613.37|305.67|305.67|475.99|-1160.275856|6.9054|0.03528279|-1160.330621|9.3788|79.0|7.1024|7.1024
14_a47|1|2.871076328|0.0|0|1.417758105|-0.136491228|2|0.036632997|0.017068634|1.484493371|-0.008212621|-0.01670074|10.95058279|0.0295267039999999|1|1|-0.006335783|-0.020596219|-0.061837113|-0.33240126|0.5975877820000001|-0.085385518|0.8467634620000001|0.579833096|-0.094132436|0.2662137639999999|0.020106089|-47.18187618|-47.47362906|10.1400648|64.60629385|160.57883|-23.9422834|5.113919242|0.664709719|-23.79514424|-17.63306222|343.7492333|-617.1571777|6.909385453|0.904139078|4695.98899|169.0962983|26.52746264|0.028057496|928.4611922|14.15018248|1.0|1.0|0.0|1.0|1.0|2.0|2.78|0.0|-7.79|3.97|66.49|2.49|0.0|0.0|86.58|1.0|-3.97|24.0|5.0|1.0|-4.13|0.000108|0.0349|7.46e-05|0.0241|2.91|0.0|0.0|1.63e-08|5.27e-06|-0.06057|3.9671|3.9671|-1127.737484|-1127.700693|519.55|312.53|312.53|375.43|-1127.610422|2.2485|0.03679054|-1127.6593779999998|3665.0|8.0|8.1|8.1
12p_a36|1|3.392386149|0.0|2|1.297044387|-0.084341564|2|0.042804233|0.114716581|0.0|-0.002526241|-0.084846674|10.96052769|-0.0433009009999999|1|1|-0.000673716|-0.101303149|-0.217394466|-0.440709431|0.724208473|-0.035871448|0.8839272779999999|0.698414933|-0.108380023|0.315548061|0.020202133|-51.98017377|-68.22905781|12.71795723|83.24921731|158.3666517|-42.95260501|8.006403882999999|0.759126153|-32.72335782|-24.56246081|471.1687161|-1228.123041|7.546742977|0.906594718|5922.775161|151.63860559999998|32.35623052|0.019344052|1617.811526|12.17776516|1.0|0.0|0.0|1.0|0.0|2.0|4.72|0.14|-6.86|3.13|69.2|2.4|1.0|0.0|123.71|1.0|-3.89|30.0|5.0|1.0|-4.16|0.000129|0.0515|6.96e-05|0.0278|2.78|0.0|0.0|1.4e-07|5.58e-05|-0.0552299999999999|5.3413|3.8372|-1332.182868|-1332.148901|660.71|323.11|232.12|506.89|-1331.947748|4.8805|0.03396697|-1332.006106|6.7199|9.0|8.0458|8.0458
4e_a49|0|0.0|0.0|1|1.343847746|-0.074495823|2|0.036555556|-0.080255074|1.713107022|-1.8100000000000003e-05|-0.053787795|10.92777282|0.018857363|1|1|0.000660956|-0.037142108|-0.060391347|-0.403194204|0.7541604690000001|0.0063958109999999|0.856023531|0.731643066|-0.087866673|0.433385455|0.017142176|-57.79309816|-53.89448633|10.51443916|313.22432680000003|149.0098632|-33.05708028|6.449206277999999|0.650328475|-35.44835874|-17.96482878|464.3567821|-916.2062675|7.934910277|0.892633982|5950.361470000001|214.47685|27.6242383|0.023622273|1408.836153|14.48911428|0.0|1.0|1.0|1.0|1.0|2.0|3.35|0.22|-7.36|3.4|92.93|1.25|1.0|0.0|114.08|1.0|-3.28|30.0|5.0|0.0|-3.52|0.000528|211.0|0.000305|122.0|1.71|0.0|0.0|4.35e-08|1.74e-05|-0.06461|5.7301|3.7876|-1313.199448|-1313.158118|660.22|327.34|216.37|504.63|-1312.924353|3.9718|0.04133034|-1312.98289|4.8707|34.0|7.4685|7.4685
17c_a50|0|0.0|0.0|2|1.347835869|0.024219848|2|0.031870748|0.021572081|2.193763306|0.01130519|-0.144763835|10.94500663|-0.120904775|2|2|0.012222674|-0.233451925|-0.373205592|-0.2256811219999999|0.762883243|-0.139943634|0.816442883|0.728169863|-0.073693343|0.446454378|0.021675174|-35.70979598|-50.69922125|14.91199042|133.46240020000002|70.72462009999998|-34.87982686|10.25908547|0.569750429|-24.567468100000003|-14.96042594|617.2509739|-912.5859825|8.310163601000001|0.98033276|6438.380804|296.00120400000003|26.25785813|0.0232952879999999|1601.729346|16.02658985|0.0|1.0|1.0|1.0|1.0|0.0|4.12|0.35|-6.79|3.59|61.0|1.91|1.0|0.0|134.28|1.0|-3.8|33.0|5.0|1.0|-4.43|0.000158|0.0698|3.75e-05|0.0165|2.86|0.0|0.0|1.6100000000000005e-07|7.08e-05|-0.03121|4.2397|4.0432|-1411.187392|-1411.157813|746.5|306.65|292.44|596.23|-1410.838844|6.3989|0.02957871|-1410.902767|8.5146|69.0|7.1612|7.1612
14o_a23|0|0.0|-4.758526534|0|1.197958066|-0.301504331|2|0.046090147|0.135737344|0.6669152279999999|-0.002390707|-0.029012777|10.3132174|-0.049105045|2|2|-0.0004039459999999|-0.0962526|-0.2952674819999999|-0.653629157|0.598213287|0.000891427|0.861597051|0.575188253|-0.094138958|0.328340215|0.018054548|-51.49843925|-66.92857564|12.835973699999998|110.3941788|68.19627862|-47.58321438|9.125801389|0.800301554|-36.61307972|-30.18347529|642.7588542000001|-1539.35724|9.016411722|0.958697036|7967.617129|141.97663490000002|37.71512766|0.019295686|1923.471511|13.71836682|0.0|0.0|1.0|0.0|1.0|1.0|3.55|0.09|-7.95|3.97|114.25|3.04|2.0|1.0|126.97|1.0|-6.89|35.0|8.0|0.0|-6.0|1.29e-07|6.38e-05|1e-06|0.0004969999999999|4.76|0.0|0.0|1.12e-08|5.57e-06|-0.08059|3.6989|3.6989|-2042.184285|-2042.161288|729.11|335.19|335.19|582.89|-2041.934645|5.9294|0.02299729|-2042.000938|8.3591|3.0|8.4815|8.4815
17g_a50|0|0.0|0.0|2|1.320916184|0.052557574|2|0.029160757|-0.05611228|2.236579664|0.012079|-0.022378911|10.94501702|-0.1155555559999999|2|2|0.01245647|-0.200725906|-0.323333765|-0.213708251|0.754575205|-0.10642733|0.7787714459999999|0.7276268779999999|-0.0706879109999999|0.442201795|0.014550016|-32.14758511|-47.17463902|9.710172008|10.60268439|52.94662161|-31.48270383|6.48022912|0.749948388|-21.45417373|-17.29736764|614.4183967|-1037.842058|8.130878433|0.879688945|6102.424958|166.8756987|23.06474408|0.013645282|1383.884645|9.106383854|0.0|1.0|1.0|1.0|1.0|0.0|4.04|0.35|-6.96|3.71|51.77|2.71|2.0|0.0|133.03|1.0|-4.46|32.0|4.0|1.0|-4.86|3.4899999999999995e-05|0.0148|1.39e-05|0.0059|3.68|0.0|0.0|1.1e-07|4.6500000000000005e-05|-0.0323|4.0458|4.0458|-1335.976491|-1335.946919|725.92|306.45|306.45|559.45|-1335.631756|7.0584|0.02957267|-1335.693266|9.1706|246.0|6.6091|6.6091
18_a15|0|0.0|0.0|0|1.435689019|-0.090130715|2|0.037948718|-0.094812415|0.0|-0.001044324|-0.066226471|10.95986315|0.002685285|0|0|0.000539978|-0.072506962|-0.145790726|-0.431836192|0.660075777|-0.0374132629999999|0.765450925|0.645117465|-0.090730185|0.819442071|0.007146033|-41.31992544|-55.48918283|4.370403779|40.37881101|100.159876|-33.93632895|2.672871589|0.867430881|-25.27062952|-21.51621375|511.4247108|-1054.294474|5.990767063|0.711733271|5705.360332|81.07723009|24.80452821|0.008781964|1215.421882|5.370913621000001|1.0|1.0|0.0|1.0|1.0|1.0|3.37|0.08|-9.98|5.68|47.04|3.6|2.0|0.0|113.42|1.0|-6.16|29.0|4.0|0.0|-5.93|6.86e-07|0.000265|1.18e-06|0.0004559999999999|5.42|0.0|0.0|1.0399999999999999e-10|4.01e-08|-0.03581|4543.0|3.8232|-1265.810138|-1265.770242|650.53|324.29|272.91|535.02|-1265.556558|4.2476|0.03989594|-1265.614679|6.5864|129.0|6.8894|6.8894
12aa_a36|1|3.4172704080000003|0.0|2|1.297043479|-0.135770278|2|0.042560386|0.03597264|0.0|-0.006653538|0.010538281|10.95446449|-0.013898809|1|1|-0.004569485|-0.052743904|-0.090926893|-0.53315493|0.892815402|0.156337925|0.888163057|0.849217847|-0.117270578|0.4679233379999999|0.023617545|-72.94175494|-80.19356964|16.1504726|132.3194611|212.7097172|-54.83906299|11.04423694|0.731335741|-49.88002793|-28.21625599|471.12395210000005|-1523.677823|8.05947774|0.812554922|6438.603019|183.7216658|38.58180913|0.023386634|2083.417693|15.99256772|0.0|0.0|0.0|1.0|0.0|3.0|4.83|0.13|-6.14|1.92|112.29|1.28|1.0|0.0|131.85|1.0|-3.52|32.0|5.0|0.0|-3.45|0.000304|129.0|0.000359|152.0|1.55|0.0|0.0|7.19e-07|0.000305|-0.05111|3.8899|3.8899|-1401.662677|-1401.617177|701.99|318.73|318.73|520.19|-1401.389257|3.5904|0.04550032|-1401.45065|4.7433|9.0|8.0458|8.0458
17_a4|0|0.0|-4.533317957|1|1.219995452|-0.319716072|1|0.043084795|-0.01849014|0.0|0.001892883|-0.3948966229999999|10.94611837|-0.094767116|1|1|0.002155864|-0.0179434139999999|-0.07155304|-0.392770755|0.49887819|0.0147116789999999|0.8347553529999999|0.484393047|-0.08932566|0.332034943|0.01061251|-45.75108579|-46.06264282|5.472562628|17.08736223|57.34712812|-23.75316417|2.822041259|0.861696586|-23.59250328|-21.75180355|458.3237652|-783.0649279|5.923504372999999|0.798764653|5322.773303|71.31904507|25.24299609|0.012827738|908.7478594|6.61489113|1.0|0.0|0.0|1.0|0.0|0.0|3.31|0.11|-6.56|4.59|30.71|3.66|1.0|0.0|85.09|1.0|-4.36|25.0|6.0|0.0|-4.81|4.39e-05|0.0152|1.5399999999999998e-05|0.00532|4.01|0.0|0.0|2.74e-07|9.44e-05|-0.04186|4.3363|4.3363|-1255.994721|-1255.968357|527.39|285.92|285.92|413.28|-1255.881628|4.8197|0.02636403|-1255.932407|6.3221|877.0|6057.0|6057.0
8g_a8|1|3.073183107|0.0|1|1.39137364|-0.222784884|0|0.0438779959999999|0.000966222|0.0|-0.009140059|-0.025002199|10.94318883|-0.03728368|1|1|-0.007047583|0.0794962979999999|0.162134281|-0.508072694|0.6784762320000001|0.121495775|0.790058057|0.656457444|-0.129695841|0.298992226|0.031118325|-83.78686741|-79.46906035|19.06725815|171.26571059999998|285.5736014|-48.6934008|11.68315869|0.8330608209999999|-51.33906829|-32.12579035|327.1604688|-1509.912147|7.440878437999999|0.920192814|6581.432140999999|102.2893227|38.56355928|0.017636126|1812.487286|10.80625499|0.0|0.0|1.0|1.0|0.0|2.0|3.31|0.04|-7.4|4.11|99.34|3.01|2.0|0.0|111.38|1.0|-5.3|31.0|5.0|0.0|-4.94|5.01e-06|0.00209|1.16e-05|0.00483|3.53|0.0|0.0|4.01e-08|1.67e-05|-0.05849|3.7495|3.7495|-1450.9549470000002|-1450.913472|635.27|330.67|330.67|489.97|-1450.728709|6.0697|0.04147516|-1450.787398|7.5762|4.2|5.3768|5.3768
15_a3|0|0.0|0.0|1|0.619596467|-0.092127078|3|0.045993266|-0.182934001|1.809035179|-0.006419472|0.126641951|10.33806279|0.021805556|0|0|-0.004459728|-0.022386155|-0.039798975|-0.505519936|0.968837995|-0.103599654|0.866559772|0.911346861|-0.107619999|0.451058529|0.007901554|-47.26593592|-55.08588323|4.04445331|315.5421792|113.1667185|-28.19600959|2.070175472|0.850327497|-24.19332693|-19.28005913|398.6887321|-771.2023653|5.371119692000001|0.85723565|4617.470007|76.61068671|22.67368656|0.010200078|906.9474625|5.220965278|1.0|1.0|0.0|1.0|1.0|1.0|4.12|0.24|-5.78|2.21|89.99|0.96|0.0|0.0|94.29|2.0|-2.77|23.0|5.0|0.0|-3.02|0.0017|547.0|0.000951|306.0|1.28|0.0|0.0|1.66e-06|0.000535|-0.06319|6.0077|3.7072|-1328.688126|-1328.665275|553.81|334.44|206.37|398.12|-1328.531138|1.9539|0.0228507|-1328.581677|2.3271|25.0|7.6021|7.6021
