molecula|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|SRW09|nAHRing|nARing|BCUTs-1|SaasN|SRW07|MATS7i|SaaaC|ATSC1c|AATSC1are|BCUTi-1|AATSC1pe|AATSC7i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8s|MATS8d|GATS1pe|nFaHRing|FNSA3|FNSA5|FPSA3|PNSA3|PNSA5|RNCS|RPSA|WNSA5|FNSA1|DPSA5|PNSA4|GeomPetitjeanIndex|GRAVp|MOMI-Z|WNSA4|GeomShapeIndex|GRAV|PPSA1|WNSA2|DPSA1|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w MLOGP|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Egan filter|BBB|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|E solv. Water  (Hartree)|Gibbs Free Energy|IC50|pIC50|pIC50
A7701_a51|1|0|0|2.9690728930000003|0.0|6.605297921|0|0|1.390164251|0.0|4.59511985|0.070581466|2.087643036|-0.0927335619999999|0.008062393|10.93031118|0.00740235|0.119725261|-0.22798944|2|0.7078647990000001|0.7451039290000001|0.00552665|-0.0533751959999999|0.688876851|1|-0.071384149|-0.078131694|0.007404204|-32.97926236|-36.09660744|146.2104641|0.134885227|-16.67652408|0.799046392|41.87351682|-14.03756956|0.420350923|1959.582581|1108.114062|-6.485314917999999|0.7251817340000001|4153.310077|92.83996262|-233.4713371|-276.3170672|332.8814548|5.776909381|1.0|1.0|0.0|1.0|1.0|2.66|2.05|0.06|21.0|-7.58|1.98|0.0|87.52|0.0|1.0|3.0|-5.82|0.0|1.0|1.0|-4.17|0.000111|0.0319|6.790000000000001e-05|0.0195|3.14|2.62e-08|7.5e-06||||||||||||||25.0|7.6021|7.6021
34_a20|0|0|0|0.0|0.0|6.842683282|0|0|1.416932073|1.877209467|4.727387819|0.199191385|1.991704333|-0.328567476|0.003085806|10.93244905|0.003149352|0.327535029|-0.4478820739999999|2|0.7071284179999999|0.74801464|-0.101401966|-0.090732503|0.690530489|1|-0.0851907119999999|-0.085459595|0.0130295999999999|-57.31821177|-57.49912174|297.5548445|0.203342854|-38.68669181|0.776414086|67.53437417|-21.69778179|0.462785432|2825.042137|2319.742032|-14.59875162|0.8614536140000001|6211.26199|150.43359099999998|-773.7338361000001|-371.9551262|712.1606951|10.03525243|1.0|1.0|1.0|1.0|1.0|3.43|2.92|0.08|27.0|-9.18|2.47|0.0|125.0|0.0|1.0|4.0|-6.28|0.0|0.0|1.0|-5.02|7.27e-06|0.00305|9.51e-06|0.00399|3.63|6.64e-10|2.780000000000001e-07|-0.05181|3.8699|-1352.2836220000002|711.19|1205.64|320.38|229.04|544.93|0.38519|0.68845|0.0766|0.03558836|-1352.102407|61.0|7.2147|7.2147
19a_a38|1|0|0|3.3685352889999995|0.0|7.412764017000001|2|2|1.297044508|0.0|5.351858133|0.054257043|0.0|-0.431265985|-0.002526241|10.96083376|-0.000673716|0.116434494|-0.4342819429999999|1|0.724208473|0.819222745|0.031696119|-0.133130383|0.698414933|0|-0.08593151|-0.108300308|0.022142322|-51.36166266|-64.73159672|137.2318698|0.252847102|-38.69037594|0.744796537|77.20795279999999|-23.30337482|0.465829126|2774.129458|2304.055966|-13.92853534|0.872060139|6115.030149|152.5362948|-696.4267669|-292.6320538|595.8790650000001|12.47635608|1.0|1.0|1.0|1.0|3.0|4.83|2.56|0.14|17.0|-6.86|2.4|0.0|125.69|0.0|1.0|4.0|-6.77|0.0|0.0|1.0|-4.17|7.209999999999999e-05|29.0|6.77e-05|0.0272|2.78|1.4e-07|5.610000000000001e-05|-0.05271|3.6504|-1332.1529369999998|628.65|1092.25|339.65|316.19|466.55|0.6329100000000001|0.68835|0.0721|0.03338983|-1332.002093|0.01|8.0106|8.0106
12a_a30|0|0|0|0.0|0.0|7.412764017000001|2|2|0.604984824|0.0|5.351858133|-0.096804291|0.0|-0.3557214489999999|0.005050384|10.31162903|0.005458948|-0.171649606|-0.454270252|1|0.8421237309999999|0.7885597609999999|-0.031179517|-0.171895425|0.7961424690000001|0|-0.07699057|-0.097138462|0.016292604|-47.73588073|-60.22802588|85.47365107|0.163785284|-37.34272719|0.805190202|69.45678454|-23.35372432|0.469799116|2722.217443|2256.680391|-14.47983299|0.88607758|5936.682602000001|120.786445|-709.5118166|-378.4495438|620.9195447000001|9.228758655|1.0|0.0|1.0|1.0|1.0|4.65|0.0|0.14|17.0|-6.64|2.82|0.0|127.28|0.0|1.0|4.0|-5.98|0.0|0.0|0.0|-4.85|5.23e-06|0.00208|1.4e-05|0.0056|3.87|2.3100000000000002e-07|9.21e-05|-0.05184|3.4885|-1575.745502|668.81|1122.01|355.41|245.76|507.17|0.35338|0.68599|0.1511|0.03289568|-1575.597759|11.0|7.9469|7.9469
9o_a24|1|0|0|2.9340792330000003|0.0|6.605297921|1|1|1.294229152|0.0|4.59511985|-0.087807028|0.0|-0.387865233|0.0012214139999999|10.94506726|0.002019902|-0.145366976|-0.38043264|2|0.738419215|0.785672769|-0.0062180169999999|-0.000453155|0.7086274779999999|0|-0.088586421|-0.08834189|0.018492771|-51.29122728|-51.14964436|32.50178358|0.229726192|-29.61546471|0.668046377|66.24061038|-19.05574986|0.4861134689999999|2892.333138|1906.512273|-11.03321234|0.945954873|6697.297449000001|192.1999837|-562.6938294|-194.5965258|663.2688909|15.09096602|1.0|0.0|1.0|1.0|2.0|3.96|2.84|0.04|23.0|-7.91|1.23|0.0|120.73|0.0|1.0|5.0|-6.83|0.0|0.0|0.0|-4.4|3.2500000000000004e-05|0.0137|3.9500000000000005e-05|0.0167|2.88|1.24e-08|5.23e-06|-0.04527|4.2643|-1388.094657|611.03|1126.94|290.75|210.85|432.84|0.41688|0.65292|0.0288|0.0533144|-1387.945865|446.0|6.3507|6.3507
12aq_a36|1|0|0|3.427017327|0.0|7.412764017000001|2|2|1.297043497|0.0|5.351858133|0.076517478|0.0|-0.674732412|-0.006653538|10.95447882|-0.004569485|0.131910912|-0.5356623070000001|1|0.892815402|0.839953955|-0.0606936879999999|-0.047695595|0.849217847|0|-0.1093001919999999|-0.122078233|0.021389734|-73.0277723|-81.56528598|86.6958382|0.318529388|-54.49698711|0.7619767479999999|95.39676382|-28.69889692|0.426481765|2932.54604|2906.024504|-19.17486584|0.743623723|6296.75201|159.03272990000002|-1035.442755|-350.0740123|689.2886595|13.83147784|0.0|0.0|0.0|1.0|3.0|4.83|0.0|0.13|17.0|-6.14|1.28|0.0|131.85|0.0|1.0|5.0|-7.79|0.0|0.0|0.0|-3.45|0.000304|129.0|0.000359|152.0|1.55|7.19e-07|0.000305|-0.06059|3.3759|-1401.637414|703.04|1190.22|367.26|317.51|534.96|0.6933199999999999|0.7058300000000001|0.0059|0.03228003|-1401.452487|55.0|7.2596|7.2596
4j_a46|0|0|0|0.0|0.19521727|7.825245291|1|1|1.134637093|2.194310043|5.587248657999999|-0.0529855709999999|0.0|-0.130235627|0.011968098|10.94638774|0.011684396|-0.078783783|-0.226712003|1|0.72796254|0.7298040140000001|-0.061823242|-0.258222236|0.728293097|0|-0.05924408|-0.074417476|0.01492164|-34.99059698|-43.95227197|70.56141095|0.0501066629999999|-25.95898597|0.776932317|50.26191521|-14.65075732|0.402450715|2260.870095|2563.282153|-8.652995323999999|0.673502127|5077.124695|131.7477027|-467.2617475|-327.122208|642.1335502000001|6.30964324|0.0|1.0|1.0|1.0|0.0|4.0|3.9|0.39|17.0|-7.69|3.28|0.0|110.24|0.0|1.0|3.0|-5.09|0.0|1.0|1.0|-5.31|4.16e-06|0.0015|4.86e-06|0.00176|4.81|2.03e-08|7.33e-06|-0.01684|4.4093|-1132.018764|646.67|1112.13|281.19|229.82|572.31|0.37853|0.69413|0.1418|0.02491327|-1131.817578|805.0|6.0942|6.0942
2_a1|0|0|0|0.0|0.0|7.535296702|1|1|1.348828131|2.233384354|5.4161004020000005|-0.1056298369999999|0.0|-0.175623923|0.001576763|10.9520472|0.003205156|-0.237981258|-0.422863867|1|0.571324013|0.795932678|0.079586368|0.1766333219999999|0.5574897879999999|0|-0.0622285999999999|-0.077270452|0.011282631|-28.32386891|-35.17029414|6.281701359|0.191789935|-16.00805425|0.6944040029999999|43.24570924|-12.05838656|0.39830426|1884.85038|1378.496713|-5.488475744|0.6619695520000001|3920.383175|139.0945801|-192.096651|-176.9692239|299.6692382|8.075415099999999|1.0|1.0|0.0|1.0|0.0|2.91|2.69|0.18|17.0|-6.18|2.49|0.0|79.77|0.0|1.0|3.0|-6.04|0.0|1.0|1.0|-3.78|0.000871|243.0|0.000167|0.0466|2.76|6.64e-07|0.000185|-0.02966|4.0877|-920.184721|489.42|807.98|303.31|303.31|355.79|0.7007899999999999|0.7007899999999999|0.2991|0.024658671|-920.123726|5.8|5.2366|5.2366
16h_a32|1|1|1|3.340888605|0.0|7.765993078999999|0|0|0.609420754|0.0|5.733341277|-0.069213021|2.075726759|-0.7828009570000001|-0.0048042729999999|10.31100268|-0.002310082|-0.1234671109999999|-0.71364354|0|0.804503712|0.832040698|-0.003188883|-0.03617945|0.7619492790000001|1|-0.081151869|-0.121464999|0.02096013|-51.56009529|-77.17316899|70.02855767|0.200808492|-49.03221545|0.7359051059999999|90.15529448|-24.62973479|0.459750275|2709.44587|3282.554439|-15.6485794|0.850995852|6151.056721|167.7935207|-735.4832318|-299.7661014|573.3529948|12.98212548|1.0|0.0|1.0|1.0|2.0|3.61|3.45|0.26|19.0|-7.0|1.12|0.0|111.95|1.0|1.0|5.0|-6.22|1.0|0.0|1.0|-4.75|3.28e-07|0.000136|1.7800000000000002e-05|0.0073599999999999|3.66|9.89e-08|4.09e-05|-0.05028|3.6182|-1955.970762|679.82|1130.4|342.67|342.67|556.05|0.70219|0.70219|0.2914|0.02818755|-1955.832545|9.0|8.0655|8.0655
12k_a30|0|0|0|0.0|0.0|7.412764017000001|2|2|0.604984231|0.0|5.351858133|-0.13882907|0.0|-0.44562817|0.0043261129999999|10.31162844|0.0053380919999999|-0.240110949|-0.4186541|1|0.838579475|0.830875659|0.001281277|-0.067714819|0.7933543279999999|0|-0.079026221|-0.098188266|0.024177669|-52.35426525|-65.04897323|106.8195439|0.184916442|-43.09444587|0.7081361979999999|80.03127603|-23.31944323|0.47195436|2920.279667|2277.687222|-15.44895229|0.893775698|6393.133321|193.3575303|-818.7944715|-275.77726980000006|704.0353382000001|14.9823028|1.0|0.0|1.0|1.0|1.0|4.72|0.0|0.17|17.0|-6.74|2.51|0.0|133.77|0.0|1.0|5.0|-6.19|0.0|0.0|0.0|-4.93|3.59e-06|0.00154|1.19e-05|0.0050799999999999|3.84|1.84e-07|7.87e-05|-0.05055|3.4715|-1690.269144|710.82|1200.31|357.15|238.62|564.62|0.39318|0.6864899999999999|0.1512|0.03357755|-1690.094082|24.0|7.6144|7.6144
19b_a38|1|0|0|3.26554965|0.0|7.412764017000001|2|2|1.297044256|0.0|5.351858133|0.013765516|0.0|-0.467227005|-0.006877664|10.96052467|-0.004358975|0.035216067|-0.443325632|1|0.653741315|0.8295290000000001|0.019437461|-0.114123934|0.632625562|0|-0.086013549|-0.11557289|0.0224393089999999|-53.38447032|-71.73053105|120.3048789|0.270689433|-44.51968852|0.7596369590000001|84.49751102|-25.82299118|0.478948837|2897.652112|2436.66785|-16.02708787|0.91919733|6518.872269|149.181772|-801.3543933999999|-322.28833010000005|593.6088758|12.76697997|1.0|0.0|1.0|1.0|3.0|4.82|2.37|0.14|17.0|-7.12|2.78|0.0|125.65|0.0|1.0|5.0|-6.81|0.0|0.0|1.0|-4.33|5.68e-05|0.0238|4.67e-05|0.0196|2.88|7.599999999999999e-08|3.19e-05|-0.05031|3.7509|-1431.38073|646.81|1111.29|330.55|231.18|485.64|0.38952|0.69411|0.1945|0.03336932|-1431.2418630000002|12.0|7.9172|7.9172
12_a47|1|1|1|2.903215905|0.0|6.605297921|0|0|1.304330736|0.0|4.59511985|0.001435849|1.555521837|-0.209845277|-0.0047488359999999|10.95005729|-0.004332024|0.003417588|-0.326846977|2|0.6505449670000001|0.8288334490000001|0.055943216|0.050943962|0.618808977|1|-0.084846808|-0.091853238|0.018014416|-44.18983348|-47.83891561|63.89392714|0.2159289589999999|-24.91541818|0.680723821|61.09751253|-17.76874008|0.4792593739999999|2266.78114|702.3796319|-9.25429818|0.920341815|4816.005822|166.28511369999998|-323.9004363|-188.2488142|335.1175012|13.25859692|1.0|1.0|0.0|1.0|2.0|2.73|1.67|0.0|21.0|-8.11|2.6|0.0|91.63|0.0|1.0|4.0|-5.94|0.0|1.0|1.0|-4.56|3.11e-05|0.0106|2.77e-05|0.00943|3.43|7.69e-09|2.61e-06|-0.0623|3.9538|-1488.064043|537.79|886.46|313.58|288.96|400.09|0.66387|0.68557|0.2241|0.03721125|-1488.024564|6.0|8.2|8.2
3b_a49|0|0|0|0.0|0.0|7.535296702|1|1|1.343850026|2.104186262|5.4161004020000005|-0.090939066|1.844602991|-0.322592863|0.000607064|10.92976559|0.001356445|-0.151131362|-0.405529602|2|0.7745859279999999|0.794997634|0.021506499|0.006213385|0.749565191|1|-0.0883601469999999|-0.0846496|0.013576151|-54.04959517|-51.77986692|325.6896751|0.250895642|-31.67356498|0.656865946|64.91785551|-16.92803342|0.477583842|2660.339607|1796.6760370000002|-10.35481932|0.914182753|5934.158315|209.89391040000004|-538.4506046|-191.9087104|641.1445234|13.13798859|1.0|1.0|1.0|1.0|2.0|3.37|2.43|0.22|21.0|-7.58|1.25|0.0|116.94|0.0|1.0|5.0|-7.42|0.0|0.0|1.0|-3.59|0.000293|0.1169999999999999|0.000256|102.0|1.84|2.64e-08|1.05e-05|-0.06115|3.8418|-1293.291817|664.15|1132.92|322.72|265.67|480.08|0.5798|0.6632|0.0759|0.0368692|-1293.106236|25.0|7.6021|7.6021
38_a18|0|0|0|0.0|0.0|7.03438793|2|2|1.251175383|0.0|4.844187086|-0.066676644|0.0|-0.448742607|0.000520558|10.94702086|0.001602741|-0.0993372269999999|-0.498932552|0|0.745084567|0.719168079|-0.03302891|-0.007310849|0.7400818459999999|0|-0.076974444|-0.082256123|0.00838904|-61.25359673|-65.45657441|100.7046282|0.1689295469999999|-52.08807522|0.880927895|71.15832778|-25.65190078|0.4666657999999999|3162.36475|1855.157022|-20.41289434|0.874996952|7261.130718|94.75345803|-1510.554181|-606.2584549|1228.492038|5.701753365|1.0|1.0|0.0|1.0|3.0|4.53|0.0|0.34|18.0|-10.33|3.7|1.0|160.66|0.0|0.0|3.0|-5.55|0.0|0.0|1.0|-6.11|1.05e-07|5.36e-05|7.85e-07|0.000399|5.43|4.68e-11|2.38e-08|-0.0483699999999999|3.2241|-1611.60375|861.93|1515.64|384.55|384.55|734.93|0.69235|0.69235|0.5147|0.02653109|-1611.206669|91.0|7041.0|7041.0
12aa_a30|0|0|0|0.0|0.0|7.412764017000001|2|2|0.604983643|0.0|5.351858133|-0.014017531|0.0|-0.539735362|0.003529389|10.31162784|0.005111479|-0.023695642|-0.394520145|1|0.8397577820000001|0.809127478|0.024991407|-0.012535889|0.794193541|0|-0.078042288|-0.101368383|0.030906491|-54.50378741|-70.79444906|55.0567406|0.1873486869999999|-49.44198469|0.630759573|91.51563481|-23.59814969|0.4659424379999999|3115.249471|2455.130164|-16.48066156|0.872457337|6944.511023|257.8730361|-939.3977091|-182.6418006|792.3440337000001|20.72118575|1.0|0.0|1.0|1.0|1.0|4.86|0.0|0.21|17.0|-6.83|2.2|0.0|140.26|0.0|1.0|6.0|-6.39|0.0|0.0|0.0|-5.0|2.47e-06|0.00113|9.94e-06|0.00456|3.81|1.47e-07|6.720000000000001e-05|-0.04966|3.4642|-1804.784381|748.78|1275.73|357.9|238.78|605.07|0.30341|0.68642|0.1506|0.03443621|-1804.582558|8.0|8.1135|8.1135
11b_a31|1|0|0|3.248213341|0.0|7.765993078999999|1|1|0.610137403|0.0|5.733341277|-0.078907688|0.0|-0.838727032|-0.014385937|10.31169957|-0.010716217|-0.129901143|-0.564706551|0|0.833717183|0.834596039|0.067031897|-0.074254978|0.7943850720000001|0|-0.143839236|-0.148709304|0.037758271|-80.0942166|-82.80602396|286.7721447|0.454541246|-46.10900197|0.669723835|100.3071755|-24.84180719|0.473305522|2410.572158|1756.711832|-13.83270059|0.8986339170000001|5202.545866|183.9081702|-553.3080237|-189.0151528|397.3137532|17.50115151|1.0|0.0|1.0|1.0|2.0|3.41|2.29|0.24|16.0|-5.45|0.79|0.0|92.51|0.0|2.0|6.0|-6.73|0.0|0.0|1.0|-3.75|1.82e-05|0.00649|0.000178|0.0637|2.46|3.59e-06|0.00128|-0.03574|3.8437|-1520.0430279999998|589.56|969.71|322.57|322.57|479.66|0.70073|0.70073|0.2634|0.04215313|-1519.967224|0.53|6.2757|6.2757
4h_a46|0|0|0|0.0|0.090767245|7.825245291|1|1|0.3002050539999999|2.134072222|5.587248657999999|-0.057256598|0.0|-0.404500343|-0.0008161889999999|10.31928028|0.003087227|-0.0932537609999999|-0.516344924|2|0.739180305|0.7543177040000001|0.075704004|-0.134568896|0.6947264059999999|0|-0.083155747|-0.083997524|0.010068754|-65.24476749|-65.90523417|105.2773797|0.232755725|-51.70985599|0.805506105|74.99848132|-23.9655397|0.4866209529999999|3472.1185880000003|3180.526173|-18.803584|0.947878486|7808.347937|152.6017078|-1241.036544|-479.405829|1021.999374|9.093247153|1.0|0.0|0.0|1.0|2.0|4.63|2.99|0.3|23.0|-9.2|2.27|0.0|142.08|0.0|1.0|6.0|-6.38|1.0|0.0|0.0|-5.69|2.97e-07|0.000149|2.06e-06|0.00104|4.21|6.38e-10|3.210000000000001e-07|-0.0389199999999999|4.18|-1923.878801|792.61|1397.46|296.62|292.11|682.14|0.55428|0.54445|291.0|0.04729184|-1923.611784|229.0|6.6402|6.6402
5a_a50|0|1|1|0.0|0.0|7.927685046000001|1|1|1.3972442980000002|4.202707546|5.82008293|0.017227585|2.475383677|-0.06986407|0.012640587|10.93256969|0.01228899|0.028229556|-0.161169418|1|0.699970832|0.788709546|-0.132977171|-0.203436041|0.6759066159999999|1|-0.038932964|-0.065209836|0.010185297|-20.77548565|-34.7974024|6.819160781|0.030107124|-18.56865899|0.66527517|44.17662122|-12.13862875|0.4528093929999999|2246.106104|1605.985157|-6.477439183|0.8275167520000001|4770.917486|178.61652859999998|-278.5298849|-176.38892919999998|462.1867149|9.379218813|1.0|0.0|1.0|1.0|0.0|3.5|3.28|0.14|20.0|-6.24|2.62|0.0|101.86|0.0|1.0|2.0|-5.83|0.0|1.0|1.0|-4.5|0.000129|42.0|3.14e-05|0.0102|3.46|5.7e-07|0.000186|-0.02487|4.0159|-1029.905844|582.98|976.41|308.73|220.82|455.34|0.39948|0.6725399999999999|0.1156|0.02452028|-1029.786489|4.1|5.3872|5.3872
3p_a32|1|1|1|3.456037415|0.0|8.02059915|1|1|0.609420752|0.0|6.008813185|-0.050639647|2.1365141480000003|-0.419292538|-0.000971341|10.31100269|0.000920756|-0.092884784|-0.53666614|0|0.737842269|0.8599558070000001|0.058054833|-0.120768771|0.6956696440000001|1|-0.070907174|-0.098773656|0.021264377|-41.73212799|-58.13283248|40.28175307|0.180429124|-34.21384146|0.6199678829999999|73.07639870000001|-17.1756096|0.416240891|2650.4178850000003|3037.061498|-10.10863498|0.713035367|5960.446219|223.6663527|-444.779939|-141.21321609999998|530.5658569|14.94356622|1.0|0.0|1.0|1.0|1.0|3.38|2.6|0.26|19.0|-6.79|1.1|0.0|112.37|0.0|1.0|4.0|-6.8|0.0|0.0|1.0|-4.25|7.78e-06|0.00308|5.629999999999999e-05|0.0222|2.7|1.62e-07|6.4e-05|-0.04963|3.6436|-1879.527843|626.32|1057.58|340.28|340.28|471.04|0.7017100000000001|0.7017100000000001|0.3083|0.02642856|-1879.406962|26.0|7585.0|7585.0
7f_a8|1|0|0|2.961566988|0.0|7.05012252|0|0|1.394802504|1.2793830309999998|4.844187086|0.034392285|0.0|-0.234880498|0.00112124|10.94343485|0.00084936|0.09329746|-0.381574707|0|0.515235986|0.7051689170000001|-0.048917705|0.041366689|0.507325475|0|-0.091890536|-0.08790841|0.0138113419999999|-52.28313554|-50.01741803|53.09327646|0.229770733|-28.45850692|0.880922225|55.85651025|-23.17880348|0.4513917389999999|2534.956113|1854.738581|-13.18808857|0.822794279|5662.145174|67.75191165|-540.7116315000001|-433.4681077|446.5544107|5.839092213|1.0|0.0|1.0|0.0|1.0|3.14|3.23|0.0|23.0|-8.46|4.27|0.0|101.89|0.0|1.0|4.0|-5.27|0.0|0.0|1.0|-5.5|2.09e-06|0.00078|3.16e-06|0.00118|4.66|3.5e-09|1.31e-06|-0.07492|3.4810000000000003|-1285.168078|584.99|991.61|356.17|324.68|495.55|0.7024199999999999|0.6987399999999999|0.1502|0.02809022|-1285.071664|35.65|4.4479|4.4479
20_a47|0|1|1|0.0|0.0|6.86171134|0|0|1.408721455|1.1934608|4.727387819|0.031814023|1.010373001|-0.505699304|-0.009220816|10.95058273|-0.006342241|0.087325054|-0.5332051720000001|2|0.61847122|0.7962508290000001|-0.069674604|0.113432542|0.59534794|1|-0.083811055|-0.092005493|0.023587109|-45.68149289|-50.14789824|43.63174229999999|0.311171398|-27.33327788|0.595234209|69.09296541|-17.90996366|0.4642647929999999|2630.63609|1219.306754|-9.761884958|0.86659377|5896.060936|220.6189341|-409.9991682|-103.815441|428.5826478|18.94506718|0.0|1.0|1.0|1.0|2.0|3.19|2.96|0.05|21.0|-7.31|2.75|0.0|99.68|0.0|1.0|6.0|-6.75|0.0|0.0|1.0|-4.08|8.72e-05|0.0332|8.32e-05|0.0316|2.63|4.89e-08|1.86e-05|-0.06357|3.9808|-1335.708279|557.84|964.94|311.45|311.45|426.08|0.68219|0.68219|0.2807|0.03389691|-1335.620783|3.0|8.6|8.6
15c_a10|0|0|0|0.0|0.0|7.535296702|2|2|1.343850105|2.154210861|5.4161004020000005|-0.06400528|2.063253638|-0.153072705|0.01143745|10.92970798|0.012271987|-0.101214571|-0.1742732839999999|2|0.7655272009999999|0.7351096359999999|-0.03167553|0.022187689|0.733973277|1|-0.046967376|-0.072537853|0.014703076|-32.5870313|-50.32840842|65.41494073|0.095541483|-34.91899195|0.528228415|66.5866765|-13.36848349|0.449308156|3012.018586|1817.047455|-9.275357237|0.8158976029999999|6673.826433|327.3258326|-593.6228632|-39.17102961|924.9341455|16.25826809|0.0|1.0|1.0|1.0|0.0|3.85|4.09|0.37|21.0|-7.79|1.74|0.0|141.96|0.0|1.0|6.0|-6.99|0.0|1.0|0.0|-4.57|0.0001419999999999|0.0646|2.68e-05|0.0122|2.94|1.6100000000000002e-08|7.3e-06|-0.04724|3.6709|-1450.500669|762.21|1318.35|337.75|221.75|595.63|-0.26999|0.70511|0.0|-0.25919486|-1450.201574|0.1|7.0|7.0
18a_a22|0|0|0|0.0|0.0|6.842683282|0|0|1.194229718|1.854982521|4.727387819|0.033735832|1.6891461019999998|-0.19538364|0.007066388|10.31286146|0.007079018|0.059645624|-0.296897301|2|0.760537197|0.7329701259999999|-0.042139855|-0.027029438|0.722009212|1|-0.050645213|-0.076119803|0.01713283|-34.36220678|-51.6464295|29.59800426|0.073464296|-35.04152115|0.710467198|64.80092090000001|-19.86401135|0.487405342|2898.068989|2213.859172|-13.47750813|0.950859191|6630.646100999999|196.4447473|-700.830423|-285.5992506|730.9420477000001|13.15449139|1.0|1.0|1.0|1.0|1.0|3.49|3.17|0.08|27.0|-9.4|2.13|1.0|131.64|0.0|1.0|4.0|-6.28|0.0|0.0|1.0|-5.16|2.59e-06|0.00113|6.98e-06|0.00305|3.78|3.95e-10|1.73e-07|-0.0706799999999999|3.4832|-1691.2957760000002|695.35|1211.84|355.95|246.91|531.16|0.35107|0.68577|0.0354|0.01932946|-1691.097989|13.0|7.8861|7.8861
11f_a5|1|0|0|2.967866825|0.0|6.605297921|1|1|1.370797007|0.0|4.59511985|-0.083432989|0.0|-0.227966183|0.00722997|10.94877949|0.008309782|-0.1323098|-0.230681941|2|0.785419245|0.756843253|-0.008110526|-0.016518403|0.750555185|0|-0.068361657|-0.074612137|0.0221464629999999|-47.57801621|-51.92819555|70.39517801|0.152643862|-36.14073513|0.5109475960000001|73.05195434|-15.48735657|0.463183664|2853.401015|1125.122028|-10.77881574|0.8628345190000001|5969.213977|340.3683339|-614.3924972|-15.23851001|753.9168511|21.12375879|0.0|1.0|1.0|1.0|1.0|3.35|2.87|0.24|23.0|-8.67|1.03|0.0|126.79|0.0|1.0|6.0|-6.99|0.0|1.0|0.0|-4.26|0.000112|0.0477|5.479999999999999e-05|0.0234|2.7|2.12e-09|9.06e-07|-0.03862|4.1356|-1391.722248|729.96|1239.35|299.8|278.47|579.1|0.6593600000000001|0.64937|0.1834|0.03804804|-1391.50739|12.0|7.9208|7.9208
16e_a32|1|1|1|3.343660084|0.0|7.765993078999999|0|0|0.609420752|0.0|5.733341277|-0.04474426|2.080236877|-0.772021601|-0.0048042729999999|10.31100268|-0.002310082|-0.079817994|-0.698621582|0|0.804503712|0.86370575|0.096017785|-0.022651598|0.7619492790000001|1|-0.087117996|-0.117338144|0.024145309|-55.957388|-75.36830928|105.4021155|0.209694841|-48.41036206|0.702226562|90.34923861|-24.05371573|0.458956284|2710.157931|3376.1299740000004|-15.45011555|0.848279482|6142.277629|191.2650034|-726.1554308999999|-259.78720209999994|573.3529948|14.98092934|1.0|0.0|1.0|1.0|2.0|3.64|3.36|0.26|19.0|-7.38|1.12|0.0|111.95|1.0|1.0|5.0|-6.15|1.0|0.0|1.0|-4.75|2.58e-07|0.000107|1.7899999999999998e-05|0.0074099999999999|3.76|4.18e-08|1.73e-05|-0.0505899999999999|3.6214|-1955.965644|677.82|1130.95|342.37|342.37|552.79|0.7022|0.7022|0.2858|0.02792775|-1955.827194|7.0|8.1367|8.1367
9g_a40|0|0|0|0.0|0.0|7.515889085|0|0|0.604992427|1.849105962|5.4161004020000005|0.07954859|0.895670535|-0.225327061|0.011921308|10.31197177|0.0115573539999999|0.133954053|-0.383703998|0|0.694156166|0.764275277|-0.384131901|-0.242405063|0.665414608|1|-0.063539055|-0.079033043|0.021367335|-33.47455057|-41.63731423|65.74631496|0.09545843|-21.93596333|0.740240206|51.16627179|-16.43578193|0.476386801|2169.234651|349.4421673|-8.658932892000001|0.909806709|4435.743087|136.8503571|-329.0394499|-253.1335385|384.6422631|9.528957565|0.0|1.0|0.0|1.0|1.0|2.8|1.78|0.06|22.0|-6.43|0.64|0.0|87.53|0.0|1.0|4.0|-7.17|0.0|1.0|0.0|-3.09|0.00323|977.0|0.0008179999999999|247.0|1.37|3.720000000000001e-07|0.000113|-0.0624|3.0778|-1332.476347|559.04|923.42|402.84|402.84|469.6|0.70233|0.70233|0.3563|0.01134289|-1332.369643|3548.0|5.45|5.45
