molecula|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|SRW09|nAHRing|nARing|BCUTs-1|SaasN|SRW07|MATS7i|SaaaC|ATSC1c|AATSC1are|BCUTi-1|AATSC1pe|AATSC7i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8s|MATS8d|GATS1pe|nFaHRing|FNSA3|FNSA5|FPSA3|PNSA3|PNSA5|RNCS|RPSA|WNSA5|FNSA1|DPSA5|PNSA4|GeomPetitjeanIndex|GRAVp|MOMI-Z|WNSA4|GeomShapeIndex|GRAV|PPSA1|WNSA2|DPSA1|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w MLOGP|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Egan filter|BBB|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|E solv. Water  (Hartree)|Gibbs Free Energy|IC50|pIC50|pIC50
14h_a23|0|1|1|0.0|0.0|7.423568444|0|0|1.197963488|3.309480899|5.351858133|0.0316908439999999|0.7290938920000001|-0.307907256|0.009895793|10.31321773|0.009266617|0.060820238|-0.4460845129999999|2|0.708395022|0.79263722|0.143102066|-0.05745554|0.669357479|1|-0.063825076|-0.081058742|0.021982565|-43.02851162|-54.6468131|41.34207782|0.076569426|-36.84086528|0.753100584|67.44368679|-22.76950546|0.48032488|3010.418229|2371.16134|-15.35036053|0.924279155|6722.809649|166.45047749999998|-736.8173055999999|-341.2621515|646.2584547|12.79687369|0.0|0.0|1.0|1.0|1.0|3.47|3.2|0.04|26.0|-7.47|2.39|1.0|125.0|0.0|1.0|5.0|-6.62|0.0|0.0|0.0|-4.9|2.09e-06|0.0009109999999999|1.27e-05|0.00554|3.3|3.39e-08|1.4800000000000002e-05|-0.08532|3.6689|-1722.148272|699.86|1190.62|337.93|306.09|569.53|0.67365|0.69933|0.2727|0.02796857|-1721.99264|5.0|8.3468|8.3468
7d_a10|0|0|0|0.0|0.0|7.535296702|1|1|1.34384996|2.087763133|5.4161004020000005|-0.042667459|1.591760572|-0.0845736919999999|0.00870171|10.929819300000002|0.008513576|-0.09209689|-0.2018053139999999|2|0.531023495|0.809056885|0.0658971929999999|-0.051603612|0.525816226|1|-0.059327943|-0.070901708|0.010495008|-31.47566249|-37.61597161|12.32220006|0.158947933|-19.95666068|0.729585423|45.08492005|-13.12185056|0.484115691|2348.343588|1597.531619|-6.961625817000001|0.938419104|5174.981962|143.4649092|-299.34991010000005|-243.607074|460.1866123|7.468948447000001|1.0|1.0|1.0|1.0|0.0|3.21|3.21|0.19|21.0|-7.83|3.04|0.0|100.04|0.0|1.0|4.0|-5.83|0.0|1.0|1.0|-4.72|5.98e-05|0.0206|1.9e-05|0.00654|3.62|1.46e-08|5.04e-06|-0.05634|3.8856|-1129.175857|574.87|970.29|319.09|212.18|417.68|0.32059|0.68393|0.0941|0.02250617|-1129.0552810000002|928.0|6.0325|6.0325
47i_a18|0|0|0|0.0|0.0|7.03438793|1|1|1.251177255|0.0|4.844187086|-0.037689885|0.0|-0.440488042|-0.000919158|10.94702091|0.000427479|-0.057689282|-0.499939719|0|0.742536498|0.744472118|-0.064085904|-0.068524374|0.727767462|0|-0.0780255879999999|-0.089609068|0.009745543|-54.34379065|-62.41153158|72.81110823|0.196924826|-43.46880696|0.8608685909999999|68.954317|-24.55535669|0.487446923|2795.907966|1333.332089|-17.10248143|0.951017454|6353.6617320000005|96.90318745|-1043.251367|-502.6804099|855.7438937000001|6.542785417999999|1.0|1.0|0.0|1.0|3.0|4.05|0.0|0.22|18.0|-8.98|2.74|1.0|134.83|0.0|1.0|3.0|-6.36|0.0|0.0|1.0|-4.78|6.58e-06|0.0029|1.67e-05|0.00735|3.7|1.04e-09|4.6e-07|-0.05062|3.2321|-1416.233978|744.95|1297.7|383.61|383.61|664.78|0.69175|0.69175|0.5085|0.02671774|-1415.944522|19.0|7.7212|7.7212
12p_a36|1|0|0|3.392386149|0.0|7.412764017000001|2|2|1.297044387|0.0|5.351858133|0.114716581|0.0|-0.432950771|-0.002526241|10.96052769|-0.000673716|0.2461794139999999|-0.440709431|1|0.724208473|0.828371596|-0.035871448|-0.074349074|0.698414933|0|-0.082569108|-0.108380023|0.020202133|-51.98017377|-68.22905781|83.24921731|0.251561167|-42.95260501|0.759126153|80.40682298|-24.56246081|0.475504684|2774.926334|2308.958924|-15.4629378|0.906594718|5922.775161|151.63860559999998|-773.1468902|-326.2581567|595.8790650000001|12.17776516|1.0|0.0|0.0|1.0|2.0|4.72|0.0|0.14|17.0|-6.86|2.4|0.0|123.71|0.0|1.0|5.0|-6.76|0.0|1.0|0.0|-4.16|0.000129|0.0515|6.96e-05|0.0278|2.78|1.4e-07|5.58e-05|-0.0552299999999999|3.8372|-1332.148901|660.71|1113.05|323.11|232.12|506.89|0.30159|0.66559|0.1841|0.03396697|-1332.006106|9.0|8.0458|8.0458
14a_a3|0|0|0|0.0|0.0|6.823286122000001|0|0|0.6050202020000001|0.0|4.727387819|-0.143740653|1.772745969|-0.363198151|-0.00603969|10.3116301|-0.004161699|-0.267665193|-0.582572884|3|0.882394075|0.7574238740000001|0.164994144|-0.287221775|0.8255789570000001|1|-0.091731577|-0.094609848|0.0140376889999999|-45.12132248|-46.53709886|256.5548327|0.209105063|-22.89086827|0.7608768779999999|55.84414456|-18.09776067|0.481997259|2160.698862|1186.412113|-8.902004327|0.930491715|4716.423352000001|117.6209094|-320.4721558|-256.6424807|358.3503513|9.307045698|0.0|1.0|1.0|1.0|1.0|3.27|2.2|0.06|21.0|-6.89|1.04|0.0|93.25|0.0|1.0|4.0|-6.42|0.0|0.0|1.0|-3.99|3.54e-05|0.0113|0.000103|0.0327|2.58|1.28e-07|4.08e-05|-0.06736|3.2363|-1327.485188|528.91|822.33|383.1|383.1|373.85|0.69708|0.69708|0.4524|0.02860456|-1327.403067|0.03|7.5229|7.5229
12q_a30|0|0|0|0.0|-4.76444841|7.412764017000001|2|2|0.60498366|0.0|5.351858133|-0.016509571|0.0|-0.873376576|-0.00695299|10.31162828|-0.004395528|-0.0483777279999999|-0.636798458|1|0.613786308|0.816138015|0.01661722|-0.032887649|0.593245722|0|-0.087348134|-0.115589613|0.014790072|-59.52322773|-78.7683329|82.72757145|0.154254173|-53.67653794|0.820640722|90.06607753|-31.21009417|0.473741611|3305.289025|2844.418547|-21.2680622|0.900207238|7990.060758|122.2240555|-1127.2072970000002|-437.0000797|696.6414817000001|11.29774462|1.0|0.0|1.0|1.0|1.0|4.73|0.0|0.17|17.0|-7.18|2.82|0.0|133.96|0.0|1.0|8.0|-5.66|0.0|0.0|0.0|-5.92|1.99e-07|9.63e-05|1.2e-06|0.000579|5.05|6.61e-08|3.19e-05|-0.05105|3.4834|-1987.999444|713.16|1214.92|355.93|245.16|537.96|0.34138|0.68516|0.1515|0.03408298|-1987.847256|36.0|7.4449|7.4449
12d_a40|0|0|0|0.0|0.0|7.515889085|0|0|0.60499064|1.753432382|5.4161004020000005|0.209157499|0.794852923|-0.288158151|-0.000134504|10.31197256|-0.002126898|0.3683138529999999|-0.552689736|0|0.809398262|0.7769829840000001|-0.0065648919999999|-0.254735308|0.6948809659999999|1|-0.095675903|-0.091630294|0.01171131|-50.68561427|-48.54239742|207.39648|0.159568585|-25.71599691|0.844283549|55.13932669|-20.59374436|0.470893531|2270.596857|643.5166227999999|-10.90981687|0.8899787840000001|5101.479206|82.49291335|-360.0239567|-364.7778083|350.9435025|6.596929268999999|1.0|0.0|1.0|1.0|1.0|3.23|2.94|0.0|20.0|-6.84|3.76|1.0|96.16|0.0|1.0|2.0|-5.13|0.0|0.0|1.0|-5.58|5.58e-07|0.0002009999999999|2.61e-06|0.000942|4.75|1.44e-07|5.2e-05|-0.07765|2.7962|-2153.180821|552.57|910.58|443.4|282.05|435.41|0.55983|0.70435|115.0|0.0164339|-2153.123107|19.0|7.7212|7.7212
15_a31|1|0|0|3.155574452|0.0|7.765993078999999|1|1|0.610137926|0.0|5.733341277|-0.0302581979999999|0.0|-0.775463115|-0.011797858|10.31169996|-0.007631228|-0.052339921|-0.6215974160000001|0|0.8314086070000001|0.8022000659999999|-0.0869591359999999|-0.116356616|0.782925607|0|-0.116196194|-0.131697567|0.038524836|-61.76522754|-70.00513464|141.1489667|0.4328912239999999|-37.21191643|0.641533577|88.05886218|-22.10688462|0.466164359|2351.566145|1675.977147|-11.75113151|0.873235738|5087.628096|190.5463457|-446.5429972|-150.46712390000002|363.593507|18.05372755|0.0|1.0|1.0|1.0|2.0|3.31|1.64|0.19|16.0|-5.66|0.41|0.0|90.47|0.0|2.0|5.0|-6.84|0.0|0.0|1.0|-3.57|5.27e-05|18.0|0.000272|0.0931|2.18|2.19e-06|0.000749|-0.04192|4569.0|-1460.861851|556.68|925.93|271.36|271.36|452.98|0.5241899999999999|0.5241899999999999|348.0|0.03843988|-1460.790873|1.1|5.9586|5.9586
12k_a36|1|0|0|3.483171769|0.0|7.412764017000001|2|2|1.297043952|0.0|5.351858133|0.096315593|0.0|-0.413145744|0.002782748|10.94908765|0.003724542|0.163804836|-0.4373676689999999|1|0.90500247|0.811903388|-0.09344781|-0.102077284|0.856135378|0|-0.075717305|-0.101946803|0.018067063|-49.87227128|-67.14870046|46.79001927|0.157229536|-44.22843899|0.7806817009999999|78.24529096|-24.86988906|0.478908312|2792.202559|2294.707886|-16.38090333|0.919048073|6027.033337|144.457092|-884.5687799000001|-369.7499256|698.847203|11.0965905|1.0|0.0|0.0|1.0|2.0|4.89|0.0|0.12|17.0|-7.01|2.38|0.0|133.84|0.0|1.0|4.0|-6.34|0.0|1.0|0.0|-4.55|2.6e-05|0.0106|2.82e-05|0.0115|3.45|9.66e-08|3.94e-05|-0.0497|3.6631|-1310.312649|697.92|1186.08|338.46|245.37|530.51|0.5249199999999999|0.70031|0.0908|0.03274587|-1310.134752|14.0|7.8539|7.8539
7s_a46|0|0|0|0.0|0.218897825|7.727094485|1|1|1.160371307|2.117265684|5.533389489|-0.210750635|0.0|-0.240797051|0.0060802|10.94651358|0.005577925|-0.327656845|-0.3638523629999999|1|0.778692012|0.770312275|-0.036284605|-0.030371026|0.768056188|0|-0.096723151|-0.083011849|0.008871171|-48.61321955|-41.72189594|166.3052939|0.141211538|-20.9694955|0.8198874559999999|47.36217237|-15.894055599999998|0.433822088|1982.695462|1619.4591|-7.988379237|0.7662292690000001|4245.390306|90.5248694|-335.5119279|-321.55195330000004|409.9543818|5.640276426000001|0.0|1.0|0.0|1.0|1.0|3.08|2.33|0.26|17.0|-6.08|2.39|0.0|91.19|0.0|1.0|3.0|-5.81|0.0|1.0|1.0|-4.24|8.590000000000001e-05|0.0262|5.76e-05|0.0176|3.32|8.39e-07|0.000256|-0.02024|4293.0|-974.7707066|539.99|916.7|288.81|234.06|446.63|0.44692|0.69976|0.1186|0.036050328|-974.664103|1985.0|5.7022|5.7022
8d_a32|1|1|1|3.474433107|0.0|7.765993078999999|0|0|0.609420756|0.0|5.733341277|0.062782795|2.146260246|-0.519620595|-0.006974711|10.31100269|-0.005162219|0.113030335|-0.629535754|0|0.825020753|0.825978584|-0.054095278|-0.11492754|0.789198712|1|-0.109612139|-0.109968322|0.01593079|-68.88621406|-69.11005922|321.2496412|0.2892958439999999|-43.43251025|0.708567136|81.54594837|-21.03349629|0.47012654|2556.198518|2371.595484|-13.21859008|0.887243042|5523.492436|183.1522214|-608.0551435|-262.14980440000005|557.1050635|12.43588915|1.0|0.0|1.0|1.0|2.0|3.5|2.84|0.26|19.0|-7.26|1.1|0.0|110.38|1.0|1.0|4.0|-6.47|1.0|0.0|1.0|-4.36|8.41e-07|0.000334|4.36e-05|0.0173|3.17|5.51e-08|2.19e-05|-0.0535|3.5588|-1880.733071|671.71|111.16|348.39|348.39|540.98|0.7026100000000001|0.7026100000000001|0.3018|0.04065536|-1880.602038|8.0|8.0809|8.0809
8b_a31|1|0|0|3.37710223|0.0|7.765993078999999|1|1|0.610137861|0.0|5.733341277|-0.130371116|0.0|-0.57242407|-0.010300564|10.31170011|-0.006785954|-0.222667869|-0.510259793|0|0.928940547|0.843119174|-0.058494079|-0.1155280009999999|0.8761979520000001|0|-0.120703408|-0.132574249|0.03234629|-63.04219151|-69.24221375|129.8921115|0.392380774|-36.1645207|0.703469355|82.21438954|-21.30529654|0.479278|2189.617009|1587.743824|-11.12754483|0.920410507|4696.728592|154.8750114|-433.9742484|-212.5400476|372.3224834|12.97217579|0.0|1.0|1.0|1.0|2.0|3.4|2.71|0.25|16.0|-5.73|0.61|0.0|88.64|0.0|2.0|5.0|-6.87|0.0|0.0|1.0|-3.4|8.97e-05|0.0294|0.000399|131.0|2.02|1.86e-06|0.00061|-0.0325|3.8582|-1386.815519|566.18|927.61|321.36|321.36|439.96|0.70036|0.70036|0.2643|0.03659821|-1386.734257|2.2|5.6576|5.6576
47f_a18|0|0|0|0.0|0.0|7.03438793|1|1|1.251175676|0.0|4.844187086|-0.048472184|0.0|-0.477030713|0.0036509859999999|10.94702253|0.00531392|-0.071877686|-0.4138670829999999|0|0.765824398|0.750610215|-0.009917608|-0.014370598|0.745431271|0|-0.063824969|-0.084851044|0.0138461289999999|-54.18475173|-72.03501774|111.1889928|0.161843119|-61.15474298|0.726550657|86.11217859|-24.61956302|0.483843526|3367.7324700000004|2343.062749|-20.90098811|0.937396993|7870.103594|232.14715330000004|-1651.17806|-384.6642262|1347.416568|14.07716085|1.0|1.0|0.0|1.0|2.0|4.87|0.0|0.34|18.0|-9.22|2.79|2.0|164.47|1.0|1.0|4.0|-6.4|0.0|0.0|0.0|-5.52|7.76e-07|0.000421|3.01e-06|0.00163|4.52|6.04e-10|3.27e-07|-0.04439|3.0964|-1743.346389|908.66|1602.99|400.42|400.42|874.24|0.6984600000000001|0.6984600000000001|0.5741|0.02902413|-1741.802171|9.0|8.0458|8.0458
8a_a31|1|0|0|3.28085223|0.0|7.765993078999999|1|1|0.610138387|0.0|5.733341277|-0.1480271209999999|0.0|-0.586331322|-0.013230176|10.31170053|-0.009293513|-0.258538098|-0.520051508|0|0.938325481|0.837862749|0.0502030679999999|-0.030149254|0.883113019|0|-0.122293189|-0.136459435|0.0375544779999999|-60.46233433|-67.46619355|131.2406629|0.405860136|-33.35560699|0.666437359|82.32407724|-20.61467025|0.4512945479999999|2128.209198|1443.955093|-10.19199103|0.822471411|4538.505909|164.9149565|-366.9116769|-164.57484340000002|324.7430642|14.85788369|0.0|1.0|0.0|1.0|2.0|3.34|2.05|0.2|16.0|-5.33|0.36|0.0|83.83|0.0|2.0|5.0|-7.11|0.0|0.0|1.0|-3.11|0.000269|0.0846|0.000773|243.0|1.56|4.62e-06|0.00145|-0.02993|3.8097|-1347.507102|538.75|872.11|325.45|325.45|396.15|0.7027100000000001|0.7027100000000001|0.2604|0.03432763|-1347.446223|0.79|6.1024|6.1024
12_a3|0|0|0|0.0|0.0|6.823286122000001|0|0|0.605020506|0.0|4.727387819|-0.120694579|2.07135708|-0.336455156|-0.006049098|10.31163031|-0.0045709459999999|-0.218774634|-0.604704476|2|0.899733837|0.718481325|-0.039834906|-0.125395523|0.841871246|1|-0.092838926|-0.096133903|0.011076075|-44.07517037|-45.63945658|239.2266101|0.170600292|-21.667278|0.830418645|52.16354015|-18.79271742|0.463780604|2056.502939|1064.221958|-8.921820355|0.864908294|4400.493202000001|80.50854774|-303.3418921|-313.7317211|330.4083896|6.524083564|1.0|1.0|1.0|1.0|1.0|3.2|2.17|0.0|21.0|-6.89|1.6|0.0|90.49|0.0|1.0|3.0|-5.3|0.0|0.0|1.0|-4.84|2.07e-06|0.000629|1.44e-05|0.0044|4.03|1.3e-07|3.9500000000000005e-05|-0.06361|3263.0|-1272.125792|515.23|847.25|379.97|379.97|361.95|0.69784|0.69784|0.5056|0.02620998|-1272.058487|3548.0|5.45|5.45
14k_a23|0|1|1|0.0|0.0|7.423568444|0|0|1.1979621459999998|3.358995671|5.351858133|0.04479394|0.74561778|-0.299174093|0.010682694|10.31321813|0.009263715|0.082632648|-0.463402169|2|0.722187957|0.800643488|0.140087361|-0.091426449|0.659570836|1|-0.0562483359999999|-0.079899943|0.018829201|-37.43135588|-53.17069631|38.76597615|0.077602272|-35.38329134|0.783562394|64.04991522|-22.62582822|0.486654314|2955.4566170000003|2174.886074|-15.05671972|0.948005074|6715.186162999999|144.0318708|-707.6658267999999|-377.4022725|633.3278634|10.87921891|0.0|0.0|1.0|0.0|1.0|3.39|3.56|0.05|26.0|-7.99|3.51|1.0|125.29|0.0|1.0|4.0|-6.03|0.0|0.0|0.0|-5.55|7.49e-07|0.000334|2.83e-06|0.00126|4.21|1.02e-08|4.55e-06|-0.07933|3.6421|-2089.501786|691.9|1179.17|340.42|340.42|552.65|0.63765|0.63765|0.4694|0.02271117|-2089.354026|4.0|8.4123|8.4123
7_a15|0|0|0|0.0|0.0|0.0|0|0|1.419941457|0.0|0.0|0.145944639|0.0|-0.494898891|-0.0013239329999999|10.95880715|0.002150323|0.213947987|-0.335491052|1|0.857287135|0.70084115|0.154068618|0.00364345|0.8115121240000001|0|-0.074406877|-0.110819329|0.036600739|-41.29775265|-61.50761094|103.8062879|0.158599673|-34.13832456|0.448664402|85.26222186|-14.70834175|0.396557391|2330.667514|1624.468817|-8.163512395|0.657158418|5097.868552|306.0056033|-375.5215702|56.98518567|474.9756287|23.75461091|1.0|1.0|1.0|0.0|1.0|3.16|3.14|0.15|18.0|-7.19|1.74|0.0|99.77|0.0|1.0|5.0|-5.72|0.0|1.0|1.0|-4.49|1.46e-05|0.00516|3.2e-05|0.0113|3.84|6.41e-08|2.26e-05|-0.0284899999999999|3.7495|-1184.367098|580.73|1000.95|330.67|279.33|499.86|0.64652|0.70497|0.0169|0.01827873|-1184.224637|227.0|6644.0|6644.0
4d_a46|0|0|0|0.0|0.173086735|7.825245291|1|1|1.134637067|2.146507937|5.587248657999999|-0.131948546|0.0|-0.085744171|0.0116902869999999|10.96333164|0.010756749|-0.206000242|-0.240143042|2|0.6535171|0.764741337|-0.213089038|-0.103199079|0.623144956|0|-0.056384895|-0.070772596|0.008652238|-30.95621863|-38.85529917|8.241078584|0.063942042|-21.33218735|0.813427965|43.60839351|-13.51488667|0.441136013|2181.291783|2233.65548|-7.419891252999999|0.7893441379999999|4993.774007|102.4310631|-341.3149976|-344.15403910000003|509.0572545|4.753094337|1.0|0.0|1.0|1.0|0.0|3.78|3.5|0.35|17.0|-7.41|2.84|1.0|101.75|0.0|1.0|3.0|-5.4|0.0|1.0|1.0|-5.11|1.18e-05|0.00416|7.8e-06|0.00275|4.3|3.88e-08|1.3699999999999998e-05|-0.0396399999999999|4.4265|-1453.817782|588.18|1009.78|280.09|280.09|503.76|0.69884|0.69884|0.1313|0.02292966|-1453.688943|517.0|6.2865|6.2865
18a_a25|0|0|0|0.0|0.0|6.842683282|0|0|1.194229606|1.875390684|4.727387819|0.062229409|2.050257213|-0.170732995|0.007643634|10.31286118|0.007325341|0.106305991|-0.2936794219999999|2|0.761417363|0.7385460309999999|-0.039007784|-0.035531959|0.7291583840000001|1|-0.055926422|-0.078181889|0.0095281269999999|-37.07961488|-51.83514755|75.74077952|0.068371614|-34.36707071|0.817072039|59.45091020000001|-20.53845469|0.493301255|2857.88027|2331.966135|-13.61714122|0.973559258|6523.923911999999|121.2825364|-721.7084848|-420.4420243|759.4953883|7.615762647|1.0|1.0|1.0|1.0|1.0|3.5|3.43|0.08|27.0|-9.78|2.88|1.0|133.85|0.0|1.0|3.0|-5.58|0.0|0.0|1.0|-5.77|4.65e-07|0.000202|1.71e-06|0.000744|4.76|1.67e-10|7.28e-08|-0.05591|3.1711|-1675.2501519999998|694.17|1229.09|390.98|225.57|556.26|0.2834|0.5274399999999999|0.0027|0.02456497|-1675.04368|94.0|7.0269|7.0269
17_a20|1|0|0|3.445659565|0.0|6.842683282|0|0|1.4012598180000002|0.0|4.727387819|0.065447136|1.652760156|-0.28924577|-0.000495713|10.94884838|0.000922796|0.1134578219999999|-0.456415963|3|0.760575852|0.7494736590000001|-0.131511077|-0.127696675|0.71987165|1|-0.063665681|-0.081404237|0.015032258|-41.75129828|-53.38406095|66.47074027|0.0879464559999999|-35.00871763|0.75430388|64.39681425|-20.699942|0.455285305|2761.976599|2210.790304|-13.57480888|0.83582343|6012.640572|161.12498630000002|-665.1656349|-333.5397332|637.7803874|11.012753300000002|0.0|1.0|1.0|1.0|1.0|3.5|2.83|0.08|27.0|-10.14|1.45|0.0|119.48|0.0|0.0|5.0|-6.09|0.0|0.0|1.0|-5.08|4.4e-06|0.0017699999999999|8.35e-06|0.00336|3.75|7.19e-11|2.9e-08|-0.0706799999999999|3.3926|-1291.918735|673.68|1157.26|365.45|365.45|543.09|0.69839|0.69839|0.2977|0.03030655|-1291.752049|2.25|5.6478|5.6478
6_a3|0|0|0|0.0|0.0|6.823286122000001|0|0|0.605016564|0.0|4.727387819|-0.025021661|2.000787282|-0.330577816|-0.007540435|10.3116226|-0.006696449|-0.0445675709999999|-0.594308852|2|0.881253042|0.790667152|-0.155862559|0.055002252|0.773152968|1|-0.1042506469999999|-0.098669224|0.010921391|-52.01903278|-49.23401228|236.2008316|0.216677977|-24.56680878|0.80281499|56.71997588|-18.8247694|0.387883362|2196.107822|1899.385061|-9.393191593|0.633675574|4992.54948|98.39146166|-319.3685142|-302.19751|353.7528308|7.485963593999999|1.0|1.0|1.0|1.0|1.0|3.05|2.65|0.0|21.0|-7.48|2.11|0.0|95.5|0.0|1.0|3.0|-5.68|0.0|0.0|1.0|-4.87|3.67e-06|0.00124|1.34e-05|0.00455|3.79|3.28e-08|1.11e-05|-0.06529|3.3963|-1731.7043199999998|524.88|884.88|365.05|212.74|366.93|0.3369|0.69323|129.0|0.03079258|-1731.6508010000002|1778.0|5.7501|5.7501
4S4l_a46|0|0|0|0.0|0.171853072|7.825245291|1|1|1.134637095|2.155247543|5.587248657999999|-0.067419714|0.0|-0.255755434|0.0066560469999999|10.94631401|0.006162668|-0.1012114369999999|-0.3888343979999999|1|0.7940662409999999|0.726535412|-0.001318857|-0.229089688|0.7936534740000001|0|-0.090807851|-0.084663086|0.007140583|-49.45536962|-46.10883478|178.19783940000002|0.105217893|-25.11158939|0.877939134|49.6055056|-16.27370639|0.469439238|2166.052483|1744.8220399999998|-8.862913904|0.884798257|4920.211524|66.47624804|-452.0086091|-411.6630752|579.2365607|3.496670823|1.0|1.0|1.0|1.0|1.0|3.92|3.19|0.36|17.0|-7.0|3.06|0.0|105.77|0.0|1.0|3.0|-5.23|0.0|1.0|1.0|-5.11|5.25e-06|0.00182|7.78e-06|0.0027|4.49|9.980000000000001e-08|3.47e-05|-0.02015|4.1414|-1092.727031|583.76|1040.96|299.38|234.25|500.66|0.57885|0.6763600000000001|0.0614|0.02696794|-1092.543641|261.0|6.5834|6.5834
4n_a46|0|0|0|0.0|0.126268818|7.825245291|1|1|1.13463699|2.093595994|5.587248657999999|-0.2264394139999999|0.0|-0.234842682|0.004988019|10.94021058|0.0042595609999999|-0.349865095|-0.369211845|0|0.741742667|0.722331115|-0.06655165|-0.088858764|0.7427183759999999|0|-0.103381106|-0.085838139|0.008424451|-56.80797266|-47.16810275|172.8490949|0.096854593|-25.91889741|0.863203663|51.4039205|-17.06080312|0.428896538|2195.786424|2116.313581|-9.374920341|0.750996215|4955.374473|75.1696593|-440.621256|-399.1612105|525.8291956999999|4.235817757|1.0|0.0|1.0|1.0|1.0|3.75|2.84|0.27|17.0|-6.67|2.99|0.0|102.92|0.0|1.0|3.0|-5.26|0.0|1.0|1.0|-5.1|3.75e-06|0.00129|7.95e-06|0.00273|4.41|2.14e-07|7.340000000000001e-05|-0.04044|3953.0|-1090.302556|578.83|1011.66|313.65|215.82|502.02|0.41625|0.7025|0.0711|0.04131598|-1090.151267|5194.0|5.2845|5.2845
12c_a36|1|0|0|3.447900368|0.0|7.412764017000001|2|2|1.29696741|0.0|5.351858133|0.085843909|0.0|-0.414055975|0.0005016269999999|10.95982545|0.0010871589999999|0.146546059|-0.4423430339999999|1|0.8941919290000001|0.819222745|-0.033217921|-0.097861598|0.8065052890000001|0|-0.073370864|-0.105624703|0.019582215|-47.12722334|-67.84435546|60.79111287|0.159266488|-43.57746274|0.75500974|80.22754474|-24.42396797|0.473610011|2785.47514|2365.641348|-15.68788659|0.899732176|6256.172329|157.3609748|-784.3943293|-327.5932797|629.5017194000001|12.38318928|1.0|0.0|0.0|1.0|2.0|4.74|0.0|0.14|17.0|-7.18|2.51|0.0|128.76|0.0|1.0|4.0|-6.49|0.0|1.0|1.0|-4.59|3.64e-05|0.0151|2.55e-05|0.0106|3.31|6.65e-08|2.77e-05|-0.04992|3.8436|-1692.511019|672.74|1137.55|322.58|322.58|509.61|0.68913|0.68913|0.3927|0.02977602|-1692.3713309999998|9.0|8.0458|8.0458
32_a47|0|1|1|0.0|0.0|6.842683282|1|1|1.216307925|1.998170616|4.727387819|-0.013510009|1.6507707980000002|-0.2037028839999999|0.001861676|10.95005715|0.002350172|-0.0274939029999999|-0.2749014|2|0.6636125860000001|0.810444864|-0.0094137619999999|-0.078006445|0.634406338|1|-0.05770007|-0.0726950079999999|0.019295804|-41.57905445|-52.38450683|28.55112477|0.148372218|-37.74862456|0.64116122|68.76811937|-18.77935151|0.44289006|2808.210157|2255.632049|-13.53252578|0.794977846|6235.398576|258.5816152|-717.2238666000001|-203.4434306|682.9868225|16.38361254|1.0|1.0|0.0|1.0|2.0|3.35|3.67|0.26|21.0|-8.82|3.11|0.0|125.17|0.0|1.0|5.0|-6.34|0.0|0.0|1.0|-5.05|1.5399999999999998e-05|0.00674|8.89e-06|0.0038799999999999|3.7|1.5e-09|6.55e-07|-0.05682|3.6829|-1778.0970140000002|692.49|1184.76|336.65|252.79|548.86|0.48011|0.68986|0.2839|0.03062031|-1777.90286|0.1|7.0|7.0
