molecula|SddssS|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|BCUTs-1|MATS2c|AATSC1c|SRW07|AATSC1s|MATS7i|SaaaC|ATSC1c|BCUTi-1|AATSC8d|n5aHRing|AATSC1pe|AATSC1i|MATS1c|n6aHRing|MATS8d|GATS1pe|nFaHRing|RASA|PBF|FPSA3|PPSA3|RNCS|RPSA|TPSA_x|FNSA4|WNSA5|FNSA1|FNSA2|WNSA3|PNSA4|GRAVp|TASA|MOMI-Z|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|WNSA2|DPSA4|DPSA1|DPSA2|PPSA5|CYP2C19 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|pIC50
4h_a46|-3.74433321|0|0|0.0|0.090767245|1|7.825245291|1|0.3002050539999999|0.128214845|-0.005778576|5.587248657999999|-0.346835467|-0.057256598|0.0|-0.404500343|10.31928028|-0.09922757|1|0.003087227|-0.0488847059999999|-0.516344924|2|-0.134568896|0.6947264059999999|0|0.767244275|0.659584488|0.010068754|7.900037181|105.2773797|0.232755725|182.6222935|-0.0305445539999999|-51.70985599|0.805506105|-2.015940586|-51.19164773|-23.9655397|3472.1185880000003|601.9869510999999|3180.526173|8.138240742999999|15.85230406|0.947878486|7808.347937|152.6017078|-1241.036544|29.75215152|-479.405829|1963642.0|9.093247153|1.0|1.0|2.0|4.63|2.99|23.0|-9.2|3.46|142.08|0.0|6.0|-6.53|36.0|6.0|-6.38|502.63|1.0|0.0|0.0|3.82|-5.69|0.000149|0.00104|4.21|1.0|6.38e-10|3.210000000000001e-07|-0.0389199999999999|4.2444|-1923.926093|792.61|296.62|292.11|0.55428|0.54445|291.0|1.7601|-0.21008|0.04729184|-1923.611784|6.6402
13d_a6|0.0|0|0|3.447870607|0.0|0|7.412764017000001|1|1.424214188|-0.045686501|-0.010665225|5.351858133|-0.0122495089999999|0.077158715|0.0|-0.607917822|10.95129636|-0.10528143|1|-0.000899678|-0.174259072|-0.49314765|1|-0.187174391|0.7995080809999999|0|0.78862121|0.19992155|0.030793771|20.96853949|156.67194009999997|0.21137879|143.9350986|-0.039696112|-51.34295409|0.769432845|-2.103893962|-42.92734103|-27.03045032|2882.382522|536.999346|3075.022992|9.086171078|15.47559904|0.703203572|6185.117192000001|157.0011174|-975.5161277|35.13035671|-366.9322097|1861.908905|12.62632467|1.0|1.0|2.0|3.64|3.03|23.0|-9.4|5.38|121.6|0.0|6.0|-5.95|32.0|5.0|-5.88|423.47|0.0|0.0|1.0|3.74|-5.27|0.000471|0.00229|4.23|0.0|3.96e-10|1.68e-07|-0.05252|4.85|-1389.403308|723.61|341.57|255.64|0.58381|0.7007399999999999|0.2513|11.0994|-0.20146|0.02846332|-1389.188211|6.4437
3c_a49|0.0|0|0|0.0|0.0|1|7.535296702|1|1.343850149|0.034009672|-0.004876919|5.4161004020000005|-0.016347266|-0.04696024|1.879769411|-0.248722888|10.92976555|0.0127926339999999|1|0.006470561|-0.101919761|-0.384874446|2|0.0211518929999999|0.64702083|1|0.7963363840000001|0.501887054|0.0148240689999999|8.477406111|89.34479838|0.203663616|116.4686425|-0.0252377479999999|-24.24485565|0.637222556|-1.186174159|-23.47658531|-14.4326528|2521.794855|455.3990518|1667.1178220000002|6.567311051|12.60874968|0.919925763|5544.351498|207.4607002|-387.9176903|22.64931248|-156.9462939|1064.517686|12.45751629|0.0|1.0|1.0|3.18|2.67|21.0|-7.54|3.63|109.43|0.0|4.0|-3.45|28.0|4.0|-6.93|369.42|0.0|1.0|1.0|2.86|-3.86|0.13|0.0505|2.29|0.0|2.89e-08|1.07e-05|-0.0606|5.1584|-1198.668772|613.33|322.71|240.36|0.32539|0.6692100000000001|0.0729|3.6122|-0.21913|0.03394942|-1198.484646|7.0605
14y_a23|0.0|1|1|0.0|0.0|2|7.423568444|0|1.197960595|0.0600764409999999|-0.005875443|5.351858133|-0.022719307|0.041892637|0.731397292|-0.2996475999999999|10.31321795|-0.031435038|2|0.007229683|-0.125978901|-0.4598871539999999|2|-0.049318182|0.64069202|1|0.925252932|0.2271539169999999|0.018804822|13.00274534|39.66769923|0.074747068|51.68445972|-0.034303507|-38.54233552|0.78322549|-1.612264842|-27.63946733|-23.71943531|3096.562257|639.7735629|2336.815247|8.213390641|16.00209862|0.948293868|7320.809595999999|149.890474|-770.8467102999999|30.28429949|-391.6770747|1423.362076|11.42772654|0.0|1.0|1.0|3.41|3.49|26.0|-8.57|4.64|130.3|0.0|5.0|-6.77|32.0|4.0|-5.8|480.37|0.0|0.0|0.0|4.45|-6.13|8.18e-05|0.000354|4.83|0.0|2.6899999999999996e-09|1.29e-06|-0.08374|3.6413|-2549.104894|713.1|340.49|340.49|0.61338|0.61338|444.0|4.8799|-0.2331599999999999|0.01307741|-2548.953933|8.4225
15_a15|0.0|0|0|0.0|0.0|0|0.0|1|1.435688991|-0.132759299|-0.006378587|0.0|-0.031457366|-0.063032481|0.0|-0.395472407|10.95980315|0.0020555079999999|0|0.003766915|-0.272482143|-0.3597407929999999|2|0.003774415|0.796300317|0|0.8972060479999999|0.7028760070000001|0.020649569|13.71976186|142.8140301|0.102793952|68.29723829999999|-0.031405332|-40.20430373|0.702544178|-1.821509261|-27.31834743|-20.86598874|3027.719888|596.1118717|2868.890383|6.673906339|11.8273735|0.772181523|7039.747576999999|197.6323578|-804.0860746000001|29.700607300000005|-269.1443943|1722.635223|13.48441779|1.0|0.0|1.0|4.04|4.34|24.0|-8.9|4.33|138.24|0.0|6.0|-6.32|34.0|4.0|-5.26|448.52|1.0|0.0|0.0|4.64|-6.1|0.000214|0.000357|5.32|0.0|1.27e-09|5.7e-07|-0.03786|3.6968|-1450.7538470000002|700.82|480.19|335.38|0.67524|0.70572|0.0066|1.6365|-0.1475|0.02849263|-1450.462493|6.9626
12e_a40|0.0|0|0|0.0|0.0|1|7.515889085|0|0.604990524|0.061944605|-0.015461694|5.4161004020000005|-0.262526337|0.174870826|0.665270062|-0.556620974|10.31197242|-0.192362496|2|-0.014780739|0.172778196|-0.520457262|0|-0.279310345|0.8096582170000001|1|0.7798787840000001|0.284429447|0.015096495|8.195398107|206.0119599|0.220121216|119.4966772|-0.048387621|-36.19867792|0.790818822|-1.596791495|-38.96782748|-26.26807189|2391.0322170000004|423.3709264|694.2415706|8.014314957|15.75963228|0.966435355|5478.52313|113.5576846|-470.5828129|33.21629575|-315.75223450000004|1096.13776|11.46456937|1.0|0.0|2.0|3.27|3.05|20.0|-6.04|4.34|95.8|0.0|2.0|-6.53|24.0|4.0|-5.26|378.23|0.0|0.0|1.0|3.98|-5.64|0.000113|0.00086|4.72|0.0|9.14e-07|0.000346|-0.07296|4.3236|-2248.276958|552.91|409.82|286.76|0.6826|0.70157|284.0|2.5946|-0.19912|0.03272669|-2248.206714|5.9318
12aa_a30|0.0|0|0|0.0|0.0|0|7.412764017000001|2|0.604983643|-0.101407312|-0.008848121|5.351858133|-0.028524865|-0.014017531|0.0|-0.539735362|10.31162784|-0.007369513|1|0.005111479|-0.207153446|-0.394520145|1|-0.012535889|0.794193541|0|0.8126513129999999|0.418522684|0.030906491|21.58471858|55.0567406|0.1873486869999999|130.84205079999998|-0.033789461|-49.44198469|0.630759573|-1.925999268|-38.06478415|-23.59814969|3115.249471|567.5458219999999|2455.130164|8.65813938|16.21199661|0.872457337|6944.511023|257.8730361|-939.3977091|37.41227352|-182.6418006|2132.499591|20.72118575|1.0|1.0|1.0|4.86|0.0|17.0|-6.83|3.94|140.26|0.0|7.0|-5.61|33.0|6.0|-6.39|458.54|0.0|0.0|0.0|2.52|-5.0|0.00113|0.00456|3.81|0.0|1.47e-07|6.720000000000001e-05|-0.04966|5.1925|-1804.818818|748.78|357.9|238.78|0.30341|0.68642|0.1506|5.8962|-0.19687|0.03443621|-1804.582558|8.1135
12ao_a36|0.0|0|0|3.477902101|0.0|0|7.412764017000001|2|1.297043885|-0.058597382|-0.007081548|5.351858133|-0.065314765|0.0895536619999999|0.0|-0.410729809|10.94919858|-0.033032344|1|0.003724542|-0.1619981409999999|-0.435820128|1|-0.05785124|0.856135378|0|0.832582759|0.264688501|0.017784426|11.76697353|85.17634667|0.167417241|110.7707502|-0.03775988|-44.63177966|0.7820981779999999|-2.039033535|-34.08795068|-24.98362913|2794.663089|550.8740683|2298.760179|8.769931502999999|16.33039817|0.8620895909999999|5943.227395|144.1736112|-892.6355932|31.9443643|-373.2975961|1724.9956719999998|11.05528527|1.0|0.0|2.0|4.87|0.0|17.0|-7.01|3.62|133.84|0.0|6.0|-4.58|31.0|4.0|-6.34|407.47|0.0|1.0|0.0|2.37|-4.55|0.0106|0.0115|3.45|0.0|9.66e-08|3.94e-05|-0.05455|4.6597|-1310.361099|701.9|356.86|266.08|0.4962|0.7045|0.0033|5.4691|-0.19662|0.03244719|-1310.138396|7.5229
19_a4|-3.21497177|0|0|0.0|0.0|1|7.535296702|1|0.29641517|-0.121320311|-0.0023503029999999|5.4161004020000005|-0.3929802189999999|-0.052325802|0.0|-0.105763614|10.30966825|-0.136621315|1|0.009687676|-0.042058265|-0.245630631|1|-0.190513834|0.514505012|0|0.820765063|0.285282038|0.013022539|7.168604362000001|15.411502800000004|0.1792349369999999|98.66465411|-0.028945757|-23.02459887|0.764880253|-1.215721775|-21.41704046|-15.93396412|2558.336814|451.8120313999999|1697.595595|5.9448291|11.01887515|0.85352261|5232.561157|129.4279389|-368.3935819|20.83197214|-291.6208078|874.9428297000001|7.912166787999999|1.0|1.0|0.0|3.46|2.52|17.0|-6.09|2.97|98.19|0.0|3.0|-3.81|25.0|4.0|-6.58|351.42|0.0|1.0|1.0|2.92|-3.97|0.0547|0.0373|2.62|0.0|8.070000000000001e-07|0.0002839999999999|-0.05294|4.1858|-1446.939719|583.39|296.2|296.2|0.67535|0.67535|0.3806|5.8295|-0.22298|0.02985188|-1446.813896|4.71
11a_a5|0.0|0|0|2.9781886010000003|0.0|0|6.605297921|0|1.212363224|-0.165418719|-0.002894726|4.59511985|0.052217882|-0.052944925|0.0|-0.185262487|10.94877942|-0.02394636|1|0.007955512|0.006120569|-0.254944026|2|-0.0489811909999999|0.7410766209999999|0|0.89343434|0.369563711|0.011860803|8.474559367000001|61.32301293|0.10656566|76.14130253|-0.026223112|-36.51058972|0.740865275|-1.573386716|-32.96141947|-18.73644762|2727.027899|638.3599998999999|1170.247903|9.740948724|18.25640338|0.874191508|5756.783268|185.1520983|-803.2329738|25.28995251|-344.1971057|1517.39715|10.34763929|0.0|1.0|1.0|3.53|3.68|23.0|-9.93|6.38|128.51|0.0|7.0|-7.25|32.0|4.0|-4.54|424.54|1.0|0.0|1.0|5.16|-6.4|2.39e-05|0.000167|6.13|0.0|1.18e-10|5.019999999999999e-08|-0.03694|4.4033|-1339.8362619999998|739.79|302.86|281.57|0.6735|0.65363|0.1838|2.8611|-0.20429|0.03340977|-1339.555805|7.0915
17a_a22|0.0|0|0|0.0|0.0|1|6.842683282|0|1.2689202|-0.0422459529999999|-0.005149751|4.727387819|-0.092107225|-0.054347074|1.67348685|-0.314134834|10.94643739|-0.005724389|1|0.0027615779999999|-0.126659773|-0.3626566539999999|2|-0.010355535|0.7994946709999999|1|0.8594770140000001|0.345497724|0.0140462319999999|9.597299109|286.3611391|0.140522986|96.01444244|-0.030843667|-41.03828927|0.710958975|-1.758088991|-33.68866751|-21.07439877|2910.035347|587.2505892999999|1934.881271|8.549622191000001|16.63169381|0.945313306|6343.687177000001|197.4916253|-820.7657853999999|29.64221498|-288.28178110000005|1689.6062539999998|13.19906822|1.0|1.0|1.0|4.02|-3.24|27.0|-9.13|3.93|128.29|0.0|7.0|-4.75|33.0|5.0|-6.39|435.5|0.0|1.0|0.0|2.25|-4.96|0.0078099999999999|0.00473|3.62|0.0|7.41e-10|3.23e-07|-0.15124|4.8502|-1408.300966|731.19|887.46|255.63|0.46268|0.71303|0.0085|3.0156|-0.21338|0.02170866|-1407.935792|7.0862
12e_a31|0.0|0|0|3.483599061|0.0|0|7.765993078999999|1|0.610134116|0.052663358|-0.011519192|5.733341277|-0.044316064|0.0113193469999999|0.0|-0.70267073|10.3116965|-0.015755876|2|-0.000231353|-0.142921555|-0.543945776|0|-0.028502695|0.76012894|0|0.721526766|0.2642991189999999|0.02665413|19.38343763|166.1479229|0.2784732339999999|202.5115275|-0.036652129|-58.15044546|0.725120432|-2.089171358|-49.6906263|-26.65419063|3040.353774|524.7092721|1899.851187|10.24381236|19.50674899|0.904247004|6557.418968999999|199.8981394|-1104.858464|36.75829484|-327.4245209|2095.222806|15.15615632|1.0|1.0|2.0|3.87|3.72|22.0|-9.31|6.69|129.38|0.0|9.0|-6.66|33.0|5.0|-5.93|460.55|0.0|0.0|1.0|4.5|-5.42|9.96e-05|0.00176|4.48|0.0|4.93e-10|2.27e-07|-0.03445|5.3264|-1809.899887|781.61|322.95|232.77|0.55114|0.7006600000000001|0.2627|2.6024|-0.19379|0.04614662|-1809.650069|6.7696
9r_a24|0.0|0|0|2.950959457|0.0|0|6.605297921|0|1.353642494|-0.134192489|-0.004640179|4.59511985|0.013567512|-0.17821765|0.0|-0.264490176|10.96129392|-0.043274854|1|0.008722018|-0.2920573039999999|-0.3018627239999999|3|-0.083458647|0.7526889940000001|0|0.8417158379999999|0.32720212|0.015557618|10.4302588|71.31566881|0.158284162|106.1180928|-0.025821921|-36.86695997|0.6152148279999999|-1.394383716|-27.82142546|-17.31173182|2644.462265|564.3096436000001|958.7578093|9.672636984|18.36822555|0.898988412|5501.824326|257.9706516|-626.7383196000001|28.13932796|-154.486433|1519.52371|15.80243761|1.0|1.0|1.0|3.53|3.04|23.0|-8.66|4.23|116.9|0.0|8.0|-4.02|30.0|6.0|-6.83|400.48|0.0|0.0|0.0|2.98|-4.06|0.0383|0.0351|2.69|0.0|2.21e-09|8.84e-07|-0.04313|4.4722|-1294.486221|713.25|289.16|277.23|0.3398|0.6204|0.0029|1.9698|-0.21074|0.03426339|-1294.263358|7.9586
15_a31|0.0|0|0|3.155574452|0.0|0|7.765993078999999|1|0.610137926|0.1893807519999999|-0.018913735|5.733341277|-0.134784483|-0.0302581979999999|0.0|-0.775463115|10.31169996|-0.074455342|2|-0.007631228|-0.272545088|-0.6215974160000001|0|-0.116356616|0.782925607|0|0.567108776|0.287991212|0.038524836|20.47825449|141.1489667|0.4328912239999999|230.1075793|-0.041588706|-37.21191643|0.641533577|-1.58037081|-32.83191294|-22.10688462|2351.566145|301.452236|1675.977147|6.148947296|11.51842782|0.873235738|5087.628096|190.5463457|-446.5429972|34.45943505|-150.46712390000002|1309.458532|18.05372755|0.0|1.0|2.0|3.31|1.64|16.0|-5.66|4.12|90.47|0.0|4.0|-4.28|24.0|5.0|-6.84|342.37|0.0|0.0|1.0|2.27|-3.57|18.0|0.0931|2.18|0.0|2.19e-06|0.000749|-0.04192|4569.0|-1460.900291|556.68|271.36|271.36|0.5241899999999999|0.5241899999999999|348.0|5.5793|-0.19394|0.03843988|-1460.790873|5.9586
13b_a6|0.0|0|0|3.423777636|0.0|0|7.412764017000001|1|1.430640379|-0.0411179|-0.011206134|5.351858133|-0.0265090529999999|0.060593678|0.0|-0.6051312529999999|10.95129557|-0.064811009|1|-0.00194781|-0.180339002|-0.490758329|1|-0.11338525|0.8013954109999999|0|0.7757172059999999|0.202093555|0.032036214|21.00828557|154.7847961|0.2242827939999999|147.0772097|-0.0406496879999999|-48.5571926|0.757233678|-2.032484418|-40.04664055|-26.65671602|2821.72831|508.6895893|2587.000662|9.087172635|15.37022155|0.69141956|6000.952027|159.1980937|-874.0294667999999|35.20276076|-337.3706117|1760.1380379999998|13.35319491|1.0|1.0|2.0|3.56|2.85|23.0|-9.01|4.98|116.79|0.0|5.0|-5.51|31.0|5.0|-6.1|409.44|0.0|0.0|1.0|3.45|-4.99|0.0012699999999999|0.00417|3.8|0.0|9.77e-10|4e-07|-0.0525799999999999|4.8494|-1350.0903970000002|694.33|341.35|255.67|0.58026|0.7006600000000001|0.2461|10.8032|-0.20156|0.02920955|-1349.898848|6.7595
8_a15|0.0|0|0|0.0|0.0|0|0.0|0|1.419941362|-0.208657545|-0.009853404|0.0|-0.044406425|0.155304204|0.0|-0.5025236129999999|10.95880707|-0.014489333|0|0.003160815|-0.295062413|-0.342749125|1|-0.025923166|0.8105478740000001|0|0.853896482|0.381651497|0.0336657729999999|19.65860939|104.8781037|0.146103518|85.31489861|-0.028969856|-40.33569847|0.519427411|-1.419522941|-24.39801408|-16.91650111|2393.276181|498.6196971|1919.535904|6.093505548|9.984825987|0.638601279|5306.2234530000005|280.62296039999995|-484.0283816000001|32.56759415|-22.68867482|1595.8121130000002|20.72712321|1.0|1.0|1.0|3.14|3.76|18.0|-7.57|3.9|104.74|0.0|7.0|-5.25|27.0|5.0|-5.52|366.41|0.0|1.0|1.0|3.76|-4.81|0.00206|0.00562|4.24|0.0|2.69e-08|9.86e-06|-0.02723|4.4346|-1223.704913|598.84|331.28|279.58|0.5128|0.70524|0.0155|1.1415|-0.18303|0.01719864|-1223.523393|6.9666
11e_a5|0.0|0|0|2.971327032|0.0|0|7.139660336|1|1.338814635|-0.2114441819999999|-0.003208975|5.209486153|0.038643235|-0.07965|0.0|-0.192538515|10.9487795|-0.010236262|1|0.008721244|-0.147721258|-0.234433859|2|-0.02059071|0.747366251|0|0.876758791|0.372098505|0.0120552589999999|7.986070113999999|62.84782002|0.123241209|81.64179149|-0.0282210629999999|-34.67724171|0.72163516|-1.580379517|-27.58835281|-18.69519243|2721.416353|580.8135016|960.0428704|9.387474824|18.17739133|0.936345148|5675.693973|184.4042616|-693.5448342|25.90670947|-293.6467698|1450.77573|11.21791539|0.0|1.0|1.0|3.22|3.43|23.0|-8.95|5.03|125.71|0.0|7.0|-4.65|31.0|5.0|-6.28|411.5|0.0|1.0|0.0|3.63|-4.72|0.00919|0.00782|3.56|0.0|1.13e-09|4.64e-07|-0.03808|4.4179|-1316.547103|717.76|302.14|280.64|0.66478|0.6505|0.2125|2.3124|-0.20559|0.03460011|-1316.301553|7.3979
12o_a30|0.0|0|0|0.0|0.0|0|7.412764017000001|2|0.604984133|0.036331447|-0.0068750669999999|5.351858133|-0.028326022|-0.089996613|0.0|-0.364378536|10.31162888|-0.087019298|1|0.003603419|-0.090173435|-0.465857798|1|-0.149451598|0.7463962120000001|0|0.844344883|0.402022325|0.015460222|9.948252054|75.15128057|0.1556551169999999|100.1600333|-0.037808155|-40.37291185|0.8131344979999999|-1.852599578|-31.84483128|-24.32856749|2860.371518|543.3140456|2476.50603|7.400912529|13.95467208|0.885533983|6542.77337|120.2431068|-767.0853252|29.91948755|-402.9878652|1466.05489|9.131836103|1.0|0.0|1.0|4.63|0.0|17.0|-7.22|4.47|132.29|0.0|5.0|-5.93|30.0|4.0|-5.75|432.93|0.0|0.0|1.0|3.11|-5.44|0.0005139999999999|0.00156|4.49|0.0|6.03e-08|2.61e-05|-0.05085|5.1935|-2035.37262|687.92|356.1|238.73|0.3493699999999999|0.6854399999999999|149.0|5559.0|-0.19873|0.03392126|-2035.199757|7.8097
1_a3|0.0|0|0|0.0|0.0|0|6.823286122000001|1|0.6195934120000001|0.079857077|-0.006053652|4.727387819|-0.073036903|-0.004409693|2.194605012|-0.248199745|10.33805862|0.032569462|0|-0.005006707|0.08803837|-0.486774367|2|0.057919092|0.943582278|1|0.7762512779999999|0.521474118|0.008036786|3.693677623|289.8942564|0.2237487219999999|102.8341051|-0.034105115|-19.55367089|0.7920857179999999|-1.295994381|-20.88467272|-15.67458788|2012.9704|356.76228530000003|1162.737831|4.984064981|9.046658216|0.8151164259999999|4510.611026|95.55665364|-273.7513925|19.78900457|-268.4830832|751.9821735|6.514493077999999|1.0|1.0|1.0|3.83|0.0|16.0|-5.77|2.28|91.52|0.0|2.0|-3.07|22.0|4.0|-6.87|306.38|0.0|0.0|0.0|1.5|-3.3|261.0|154.0|1.83|0.0|1.69e-06|0.000518|-53.0|5.8805|-1273.316428|496.09|320.83|210.84|0.30619|0.68912|0.0096|2.2332|-0.21886|0.02599563|-1273.22339|6.1403
12aa_a36|0.0|0|0|3.4172704080000003|0.0|0|7.412764017000001|2|1.297043479|0.033952382|-0.011588438|5.351858133|-0.135770278|0.03597264|0.0|-0.672129428|10.95446449|-0.013898809|1|-0.004569485|-0.090926893|-0.53315493|1|-0.023185884|0.849217847|0|0.688945241|0.4679233379999999|0.023617545|16.1504726|132.3194611|0.3110547589999999|212.7097172|-0.04126187|-54.83906299|0.731335741|-2.228140982|-49.88002793|-28.21625599|2928.7759760000004|471.12395210000005|2418.848273|8.05947774|14.60824604|0.812554922|6438.603019|183.7216658|-1041.942197|38.58180913|-316.3903377|2083.417693|15.99256772|0.0|0.0|3.0|4.83|0.0|17.0|-6.14|1.92|131.85|0.0|6.0|-3.52|32.0|5.0|-7.79|424.46|0.0|0.0|0.0|1.15|-3.45|129.0|152.0|1.55|0.0|7.19e-07|0.000305|-0.05111|3.8899|-1401.662677|701.99|318.73|318.73|0.6931|0.6931|0.4446|3.5904|-0.20829|0.04550032|-1401.45065|8.0458
6_a47|0.0|0|0|0.0|0.0|0|0.0|0|1.304328257|0.011739916|-0.008723045|0.0|-0.1738997619999999|-0.14404966|1.291219116|-0.392537045|10.93671042|0.0402365489999999|0|-0.0094242819999999|-0.04324355|-0.459934519|2|0.062425042|0.672308592|1|0.8419184120000001|0.446564415|0.009820713|5.323543706000001|101.7290544|0.158081588|85.6917678|-0.036834143|-28.411587800000003|0.7943908059999999|-1.547034008|-23.54237714|-19.96679614|2431.668154|456.3812788|1577.98246|6.480620646|10.90843226|0.6832388209999999|5766.962611999999|111.4552019|-454.5854048000001|25.13472712|-319.1626428|1055.658539|8.348196185|1.0|1.0|2.0|2.82|2.91|22.0|-9.06|5.24|106.47|0.0|3.0|-6.02|27.0|4.0|-5.02|379.81|1.0|0.0|1.0|4.59|-5.79|0.000362|0.000619|5.06|0.0|8.71e-10|3.310000000000001e-07|-0.05354|5.5188|-1608.684886|576.56|333.32|224.66|0.30468|0.69305|0.2119|3.2606|-0.20794|0.03288085|-1608.554019|7.9
galu_a46|0.0|0|0|0.0|0.0|1|7.535296702|1|1.343828866|0.048375705|-0.00642454|5.4161004020000005|-0.080432741|-0.090581301|1.721297609|-0.327651527|10.92740177|-0.1121767259999999|1|0.003107816|0.0481706809999999|-0.4671565689999999|2|-0.173285585|0.6848692759999999|1|0.7637964079999999|0.5235416979999999|0.01235603|6.915480101|261.2602893|0.236203592|132.199522|-0.03220981|-27.89483984|0.7832175929999999|-1.513861067|-28.50774993|-18.02733582|2501.785113|427.4851161|1755.2047|6.445819025|12.12170938|0.880553787|5641.451892|121.3297832|-474.2122773|23.01702105|-317.0250717|1081.799989|7.817173532999999|0.0|1.0|1.0|3.27|2.75|21.0|-7.13|3.69|108.18|0.0|3.0|-3.85|28.0|4.0|-6.86|369.42|0.0|0.0|1.0|2.84|-3.99|52.0|0.0375|2.39|0.0|7.45e-08|2.75e-05||||||||||||||7.2924
7b_a10|0.0|0|0|0.0|0.0|0|7.535296702|2|1.186434511|-0.170920618|-0.001621737|5.4161004020000005|0.037541178|-0.060829392|2.079721225|-0.07459988|10.93274506|0.039221939|0|0.010068964|-0.082499103|-0.1874708719999999|2|0.065705128|0.586354126|1|0.92441666|0.5113525529999999|0.009734392|5.061217187|13.37827368|0.07558334|39.29815915|-0.027444463|-19.47494818|0.781045839|-1.152667458|-15.96741933|-14.26924098|2290.380138|480.6333417|2150.375871|4.854451707|8.771658176|0.8069307729999999|5212.568172|113.8411654|-311.5991709|18.26940272|-292.2491701|767.3149142000001|6.46179973|1.0|0.0|0.0|3.9|0.0|16.0|-6.99|4.34|105.44|0.0|2.0|-5.28|25.0|3.0|-5.09|346.81|0.0|1.0|1.0|3.02|-5.28|0.00183|0.00182|4.68|0.0|1.0200000000000001e-07|3.54e-05|-0.05377|6.0231|-1450.09312|562.31|340.37|205.85|0.4195399999999999|0.66228|0.0899|4.2068|-0.21225|0.02946054|-1450.124551|4.7033
12a_a32|0.0|1|1|3.442930603|0.0|0|7.765993078999999|0|0.609420757|0.087371302|-0.009460484|5.733341277|-0.057200812|-0.0134169989999999|2.136609567|-0.463563696|10.31100269|-0.074344282|3|-0.001662219|-0.1534110109999999|-0.583507277|0|-0.125149165|0.7507116140000001|1|0.788702323|0.288267255|0.016535497|10.31184223|111.9735444|0.211297677|131.7691491|-0.0308471429999999|-42.44899997|0.667706375|-1.4189685719999998|-33.18255791|-19.23685026|2572.916338|491.8493928|3030.946307|7.083688576|13.03685125|0.840404348|5656.0082|207.2244662|-551.8369996|28.81034388|-209.1696096|1325.275819|13.34486989|1.0|1.0|2.0|3.45|2.85|19.0|-7.65|6.49|110.47|1.0|7.0|-6.01|27.0|4.0|-6.32|397.52|1.0|0.0|1.0|3.6|-4.5|0.000389|0.0126|3.39|0.0|2.23e-08|8.86e-06|-0.05222|3576.0|-1880.771042|667.68|346.71|346.71|0.7025600000000001|0.7025600000000001|0.2908|3.0517|-0.20049|0.03682626|-1880.600043|7.6021
9a_a31|0.0|0|0|3.348289714|0.0|0|7.765993078999999|1|0.6101356720000001|-0.009086485|-0.01391798|5.733341277|-0.093457477|-0.05057805|0.0|-0.723734943|10.31169772|-0.0007638889999999|2|-0.0033853629999999|-0.15653721|-0.542342338|0|-0.001313433|0.76226755|0|0.691768132|0.235442032|0.033245595|21.33533299|163.6011874|0.308231868|197.8075471|-0.043430228|-50.50275387|0.737758755|-2.0846509230000003|-41.55773748|-27.87131275|2855.751316|443.941629|1955.13855|7.812278516|15.15483138|0.939873412|6273.506211999999|168.29310269999996|-858.5468158|37.77835579999999|-305.16297060000005|1813.361078|15.33993762|1.0|1.0|2.0|3.6|2.78|22.0|-8.13|5.51|113.64|0.0|6.0|-5.62|30.0|5.0|-6.39|418.47|0.0|0.0|1.0|3.47|-4.77|0.00101|0.00715|3.47|0.0|7.35e-09|3.07e-06|-0.04275|3.7892|-1691.9526239999998|680.72|327.21|327.21|0.7028|0.7028|0.7028|5.0244|-0.20032|0.03885662|-1691.7777600000002|6.8239
