molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|nARing|SRW07|AATSC1s|JGI4|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC7i|MATS1i|MATS8d|GATS1pe|nFaHRing|RASA|FNSA3|PBF|PNSA3|PNSA5|PPSA3|RNCS|RPSA|TPSA_x|FNSA4|WNSA5|WPSA3|PNSA4|DPSA3|PNSA2|MOMI-Z|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|WNSA2|FPSA5|DPSA1|DPSA2|Mor01p|CYP2D6 inhibitor|P-gp substrate|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|TPSA_y|Log Po/w MLOGP|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|CYP1A2 inhibitor|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50
31_a47|0.0|0|1|1|0.0|0.0|1|6.842683282|0|0|4.727387819|-0.171198936|0.042906977|-0.417294247|-0.007525849|0.074881792|10.9497221|0.001073537|1|1|-0.006265667|-0.188419195|-0.035190699|0.001622323|0.6463892179999999|1|0.696020038|-0.10715233|0.486720182|-66.4670426|-65.56344002|13.27533898|355.5321928|0.303979962|188.5600536|-0.037580665|-40.66927863|8.234748813|-23.31144534|79.74238158|-1049.01504|1322.82831|8.214180216|15.6194341|0.901520747|6019.5391740000005|181.972428|-650.7084581|0.024209265|-256.3593656|1484.511202|513.2159236|1.0|1.0|2.38|0.1|21.0|-7.62|98.72|2.0|0.0|109.21|0.0|1.0|5.0|-4.59|29.0|5.0|-6.78|410.83|0.0|1.0|4.03e-05|2.86|2.42e-08|9.95e-06|-0.0532|3.9744|4.2|642.11|1079.4|340.91|0.3264|311.96|508.69|0.68276|-1735.225703|-0.15143|6.4248|-0.20463|0.03449081|-1735.284957|8.6244|16.0|7.8
12an_a36|0.0|1|0|0|3.489959714|0.0|0|7.412764017000001|2|2|5.351858133|-0.046532211|0.042739018|-0.407702102|0.00285431|-0.131674913|10.33556631|-0.031635802|1|1|0.003710345|0.170355752|-0.07550872|-0.055405405|0.855081905|0|0.836440154|-0.073519599|0.270501913|-49.67568778|-71.0446809|11.69727417|82.43567331|0.163559846|110.5140393|-0.036995649|-48.0034364|7.903608682000001|-24.99720254|61.37296195|-1349.848937|2399.367452|8.773001855|15.82907093|0.8042935809999999|6162.848939|146.2760938|-912.0652916|0.015771136|-383.1273396|1722.817107|725.9470896|0.0|1.0|0.0|0.17|17.0|-7.05|94.5|2.51|0.0|135.47|0.0|1.0|6.0|-4.85|31.0|4.0|-6.64|427.52|0.0|0.0|3.09e-05|3.19|8.95e-08|3.83e-05|-0.05561|5.1771|3.37|718.98|1215.98|327.38|0.6702|239.49|571.76|0.44822|-1670.182102|-0.15474|4.3963|-0.21035|0.0345115999999999|-1670.244686|6.2182|0.04|7.3979
16i_a32|0.0|1|1|1|3.352437091|0.0|0|7.765993078999999|0|0|5.733341277|-0.075706124|0.0439583329999999|-0.7748511779999999|-0.003511776|-0.104899053|10.31100265|0.006037736|3|3|-0.001202032|-0.098841478|-0.120440534|0.009897928|0.761506727|1|0.801494708|-0.0857355019999999|0.5368697929999999|-56.03343427|-75.01027196|14.59730623|90.08098301|0.198505292|129.7354415|-0.036726892|-49.02383532|9.540239197|-24.00328703|70.6307405|-1200.164351|3450.514629|6.848009314|12.57892808|0.836873682|6355.471589|183.6742715|-784.3813651|0.021112022|-286.2130831|1669.296604|636.0251562999999|0.0|1.0|3.16|0.3|19.0|-7.4|149.27|1.34|0.0|116.75|1.0|1.0|8.0|-7.03|29.0|5.0|-5.93|427.54|1.0|0.0|8.18e-06|4.19|4.01e-08|1.7100000000000002e-05|-0.05044|3.6176|4.99|692.96|1175.51|342.72|0.2857|342.72|573.38|0.70222|-1995.055356|-0.14976|3353.0|-0.2002|0.02810109|-1995.11813|4.0568|6.0|8.2596
12y_a36|0.0|1|0|0|3.479963309|0.0|0|7.412764017000001|2|2|5.351858133|-0.065314765|0.041767677|-0.410155116|0.002782748|-0.049845887|10.94917392|-0.028440975|1|1|0.003724542|0.06152178|-0.095253274|-0.0498101409999999|0.856135378|0|0.83704133|-0.076585128|0.424572485|-51.48548385|-66.24017399|13.04507243|114.430624|0.16295867|109.55137340000002|-0.036493654|-44.53093547|8.769742642|-24.53339777|64.53055627|-1324.80348|2304.463084|7.589386902|14.80236899|0.950403792|6082.16777|164.2102614|-890.6187094000001|0.01873364|-343.8442493|1752.9983309999998|698.847203|0.0|1.0|0.0|0.12|17.0|-7.01|69.2|2.38|0.0|133.84|0.0|1.0|6.0|-4.58|31.0|4.0|-6.34|407.47|0.0|0.0|2.82e-05|3.45|9.66e-08|3.94e-05|-0.05002|3.8794|3.83|702.38|1183.75|319.6|0.4358|319.6|532.91|0.66796|-1310.077567|-0.15671|6.1376|-0.20673|0.03583863|-1310.137888|8249.0|12.0|7.9208
19l_a38|0.0|1|0|0|3.280796643|0.0|0|7.412764017000001|2|2|5.351858133|-0.10490608|0.04391253|-0.426895387|-0.001197042|-0.02967593|10.94917392|-0.032264281|1|1|0.000347207|0.217841852|-0.091460175|-0.053823023|0.700181525|0|0.799611189|-0.079681862|0.51306986|-51.6277901|-65.35669452|14.19254029|133.9992534|0.200388811|129.8367176|-0.037359603|-42.34617024|9.195687319|-24.20618316|65.82033039|-1307.13389|2934.313773|6.568874137999999|11.52660233|0.754730276|6705.993411|170.13821069999997|-846.9234048000001|0.021129331|-307.64756780000005|1772.6006989999998|696.3887025|0.0|1.0|2.7|0.12|17.0|-7.28|81.23|2.75|0.0|135.78|0.0|1.0|6.0|-4.94|32.0|4.0|-6.39|427.48|0.0|1.0|1.89e-05|3.55|5.27e-08|2.25e-05|-0.0603299999999999|3.6709|4.08|660.04|1164.34|369.66|0.2883|337.75|502.31|0.69413|-1409.309206|-0.13977|6.5627|-0.2001|0.02856649|-1409.37001|9026.0|14.0|7.8633
12au_a36|-3.3109381210000004|1|0|0|3.422314661|0.0|0|7.412764017000001|2|2|5.351858133|-0.351827031|0.044036281|-0.613616984|-0.006862238|-0.023640632|10.31810353|-0.03802163|1|1|-0.001160331|0.1320241419999999|-0.15024383|-0.058671909|0.750657639|0|0.698996981|-0.090166553|0.284342092|-64.86748076|-79.35600767|15.51748637|102.3999102|0.301003019|216.5471227|-0.038036474|-57.09017539|11.16356587|-27.36414058|80.38496714|-1587.1201529999998|2384.109036|8.963940512999999|17.67586495|0.97188557|7239.100414|204.2726719|-1141.803508|0.023021031|-310.873098|2216.466823|805.2286932|0.0|1.0|0.0|0.17|17.0|-6.87|123.75|0.84|0.0|142.02|0.0|1.0|7.0|-3.85|34.0|6.0|-8.03|474.54|0.0|0.0|0.0001889999999999|1.64|1.36e-07|6.45e-05|-0.0570899999999999|5.1307|6.24|752.27|1283.4|334.15|809.0|241.65|618.65|0.58518|-1875.89525|-0.15162|6.1367|-0.2087099999999999|0.05174058|-1875.960827|8.0814|47.0|7.3279
14ab_a23|0.0|0|1|1|0.0|0.0|2|7.423568444|0|0|5.351858133|-0.028841865|0.04314059|-0.287365522|0.013012022|0.010803172|10.313217300000002|-0.03821899|2|2|0.012103325|0.038241896|-0.074579388|-0.05990912|0.693959193|1|0.92422233|-0.051974369|0.20155691|-35.59605095|-52.21744789|12.31039874|40.23721489|0.07577767|51.89838547|-0.031648261|-35.76253038|8.431109267|-21.67516705|47.90644969|-1148.783854|2332.352369|7.83369055|14.76864227|0.885272615|6654.62616|138.4567483|-786.7756682999999|0.013710439|-407.9635285|1439.872753|733.3886349999999|0.0|1.0|3.82|0.12|26.0|-8.16|105.02|3.45|1.0|130.22|0.0|1.0|5.0|-6.23|32.0|4.0|-5.92|439.54|0.0|0.0|2.81e-06|4.31|6.9799999999999995e-09|3.07e-06|-0.07146|3.6587|4.1|719.66|1238.27|338.88|0.3893|338.88|595.23|0.66532|-1708.277193|-0.14778|5.9624|-0.21924|0.02013145|-1708.3414239999995|8.4721|4.0|8.4012
12a_a36|0.0|1|0|0|3.4715209280000003|0.0|0|7.412764017000001|2|2|5.351858133|-0.0427777779999999|0.040166667|-0.403468978|0.002039107|-0.070252245|10.96083376|-0.065913514|1|1|0.003199301|0.134423193|-0.1063550619999999|-0.119322074|0.855821486|0|0.820684627|-0.076154312|0.436020272|-46.76212019|-64.36949846|12.03249549|109.9069212|0.179315373|110.1075804|-0.037738352|-39.52572284|7.388485123|-23.17301945|58.79461567|-1158.650972|2258.5909920000004|6.600635115|12.464492300000002|0.888377722|5710.355735|150.24716030000002|-711.4630111|0.019102103|-313.5499672|1533.996157|598.1535763999999|0.0|1.0|0.0|0.14|17.0|-6.59|69.2|2.02|0.0|123.75|0.0|1.0|5.0|-3.79|29.0|4.0|-6.72|381.43|0.0|0.0|0.000101|2.68|2.56e-07|9.78e-05|-0.04946|3.8343|3.16|653.94|1096.31|338.0|0.4435|323.35|481.98|0.67869|-1232.707754|-0.1519299999999999|6.3637|-0.20139|0.03544528|-1232.764108|8.5603|13.0|7.8861
13_a15|0.0|0|0|0|0.0|0.0|0|0.0|1|1|0.0|-0.031457366|0.029206349|-0.393632585|0.001806571|-0.031047852|10.95980212|0.005149745|0|0|0.003766915|-0.010882979|-0.173728081|0.009456191|0.796300317|0|0.8854875790000001|-0.068526782|0.708462114|-43.2365883|-61.86632281|10.21906987|142.67217639999998|0.114512421|72.25096855|-0.033811561|-39.03420883|6.447664726|-21.33321476|53.45565817|-1237.326456|3581.589629|5.21465994|10.07307988|0.931684902|7196.400881999999|154.4025434|-780.6841766|0.01672103|-322.1392954|1638.227985|830.7967967000001|1.0|0.0|4.19|0.07|24.0|-8.9|59.51|2.52|0.0|138.24|0.0|1.0|6.0|-6.32|34.0|4.0|-5.26|448.52|1.0|0.0|7.970000000000001e-07|5.32|1.27e-09|5.7e-07|-0.03946|3942.0|5.04|674.36|1231.11|482.03|208.0|314.52|549.33|0.63827|-1450.399387|-0.11283|3.5479|-0.15229|0.02844037|-1450.462642|6.0429|6.0|8.2218
27a_a34|-3.727789|0|0|0|0.0|0.0|1|7.412764017000001|1|1|5.351858133|-0.456594848|0.0408037829999999|-0.7320090459999999|-0.012495918|-0.026428049|10.319282|-0.008138446|1|1|-0.005234221|-0.13716603|-0.158932197|-0.012251785|0.749941528|0|0.600964267|-0.106669294|0.4305370679999999|-74.78290605|-86.36649751|18.62986903|176.4623026|0.3990357329999999|279.75296960000003|-0.043345322|-60.54917431|13.06088842|-30.38821209|93.41277507|-1640.9634529999998|2252.433058|8.960143164|15.91204178|0.7758691440000001|7104.26596|164.80691819999998|-1150.434312|0.020552444|-371.4586403|2145.269808|718.5861133999999|1.0|1.0|2.58|0.13|23.0|-7.61|129.74|1.06|0.0|122.61|0.0|1.0|6.0|-4.96|33.0|7.0|-7.29|463.51|0.0|0.0|3.43e-05|2.59|2.44e-08|1.13e-05|-0.03924|5.0012|7.38|737.7|1247.85|300.73|0.2896|247.91|598.18|0.40378|-1861.468024|-0.16691|10.8591|-0.20615|0.04629882|-1861.534743|13.9023|0.24|6.6198
3b_a49|0.0|0|0|0|0.0|0.0|1|7.535296702|1|1|5.4161004020000005|-0.055724324|0.034155556|-0.322592863|0.000607064|-0.010613212|10.92976559|0.00361222|1|1|0.001356445|-0.151131362|0.000511959|0.006213385|0.749565191|1|0.749104358|-0.0883601469999999|0.482434361|-54.04959517|-51.77986692|8.304484449|325.6896751|0.250895642|153.4719941|-0.0276739079999999|-31.67356498|5.07982433|-16.92803342|62.35407961|-880.2577376|1796.6760370000002|7.236413572000001|13.85181805|0.914182753|5934.158315|209.89391040000004|-538.4506046|0.021477952|-191.9087104|1340.087338|641.1445234|1.0|1.0|2.43|0.22|21.0|-7.58|98.72|1.25|0.0|116.94|0.0|1.0|6.0|-3.53|30.0|5.0|-7.42|398.46|0.0|1.0|0.000256|1.84|2.64e-08|1.05e-05|-0.06115|4.6669|3.4|664.15|1132.92|322.72|0.1978|265.67|480.08|0.5798|-1293.048179|-0.1587|3.0055|-0.21985|0.0368692|-1293.106236|3.1637|25.0|7.6021
7_a3|0.0|0|0|0|0.0|0.0|0|6.823286122000001|0|0|4.727387819|-0.106234254|0.03757716|-0.327648836|-0.007540435|0.054347129|10.3116226|0.030246987|1|1|-0.006696449|-0.084462575|0.020589494|0.0507482109999999|0.773152968|1|0.782294598|-0.1034274319999999|0.5999725029999999|-51.18177092|-47.72824381|4.804535747|230.9407974|0.217705402|107.7330046|-0.036877402|-23.61864737|2.377557323|-18.2490344|55.98630667|-620.4671695000001|1952.029549|5.198046584|8.644978051|0.663120542|5055.700186|99.36002106|-307.0424158|0.0149999089999999|-296.13678660000005|776.3461295|353.7528308|1.0|1.0|2.61|0.0|21.0|-7.48|92.93|2.11|0.0|95.5|0.0|1.0|2.0|-5.44|23.0|3.0|-5.68|338.81|0.0|1.0|1.34e-05|3.79|3.28e-08|1.11e-05|-0.0640299999999999|5.8849|3.09|522.73|883.88|360.06|0.1926|210.68|362.61|0.3456|-1731.602893|-0.14816|3.1299|-0.21219|0.03103579|-1731.651178|3.9813|1023.0|5.9901
33_a20|0.0|0|0|0|0.0|0.0|1|6.842683282|0|0|4.727387819|0.023539095|0.0388043479999999|-0.078557022|0.009265667|-0.061975089|10.93244905|-0.062750442|1|1|0.008780074|0.248715569|-0.036258691|-0.10978034|0.607038752|1|0.9493896|-0.058927252|0.399354817|-38.58254635|-45.72654913|8.340767701|8.680600701|0.0506104|33.13709773|-0.0265385579999999|-29.9394021|5.46110745|-17.37608867|46.92331405|-868.8044333999999|2274.654579|8.062843544|15.094865900000002|0.8721516570000001|5916.443448|157.56124519999997|-568.84864|0.013564844|-339.6262863|1144.132956|664.4562602999999|0.0|1.0|3.59|0.08|27.0|-9.69|67.39|2.61|0.0|121.62|0.0|1.0|4.0|-5.6|31.0|4.0|-5.58|401.46|0.0|1.0|2.98e-06|4.47|2.04e-10|8.199999999999999e-08|-0.0582899999999999|5443.0|4.07|689.51|1174.95|318.99|0.6157|227.79|563.98|0.27375|-1275.602977|-0.15959|3.5714|-0.21788|0.02957286|-1275.662457|5.0369|34.0|7.4685
12u_a30|0.0|0|0|0|0.0|0.0|0|7.412764017000001|2|2|5.351858133|-0.027452346|0.043383838|-0.367578706|0.002431329|0.028815747|10.31162873|-0.0646674999999999|1|1|0.001805829|-0.15896471|-0.0493878409999999|-0.105767484|0.711738503|0|0.84944095|-0.0773921259999999|0.477056017|-51.83732031|-65.55148142|10.42404292|78.15130994|0.15055905|100.8445957|-0.03794847|-43.90644499|6.982033926000001|-25.41792137|62.26136323|-1245.478147|2608.6452440000003|7.804487592999999|14.01586754|0.7958728709999999|7133.515802|126.9521524|-834.2224549|0.014495402|-415.8966522|1536.749179|685.6665849999999|0.0|1.0|0.0|0.14|17.0|-7.8|81.65|3.79|0.0|137.3|0.0|1.0|5.0|-6.58|31.0|4.0|-5.52|467.37|0.0|1.0|9.14e-07|5.12|1.58e-08|7.39e-06|-0.0528299999999999|3.5003|5.08|705.15|1202.06|354.21|0.1502|354.21|559.16|0.6847|-2494.736802|-0.1486299999999999|5.3020000000000005|-0.20146|0.03472994|-2494.7995530000003|7.0553|34.0|7.4647
23_a10|0.0|0|0|0|0.0|0.0|1|7.535296702|1|1|5.4161004020000005|0.012558932|0.036666667|-0.17741132|0.010305237|-0.000458688|10.92966139|-0.0253481679999999|1|1|0.010662507|-0.0502296329999999|-0.130679|-0.043248272|0.706648116|1|0.915208645|-0.049653973|0.535680357|-35.17017083|-51.27837225|6.81095873|72.17779806|0.084791355|60.05816353|-0.02685653|-36.32074126|4.824237957|-19.02262196|41.98112956|-1179.402562|1945.384475|8.755988318|17.02048484|0.943867925|7034.375112000001|169.14354509999998|-835.377049|0.013394095|-370.018179|1549.399766|930.6293092|1.0|1.0|4.13|0.21|27.0|-9.84|56.07|2.99|0.0|139.11|0.0|1.0|6.0|-5.38|35.0|5.0|-5.93|461.56|0.0|1.0|2e-06|4.48|1.44e-10|6.66e-08|-53.0|3.8034|3.9|768.3|1336.11|325.98|0.2089|325.98|606.18|0.67647|-1469.838069|-0.15858|3.8115|-0.21158|0.02986448|-1469.902562|4.8954|0.75|6.1249
30_a47|0.0|0|1|1|0.0|0.0|1|6.842683282|0|0|4.727387819|-0.184735553|0.038387534|-0.415191425|-0.0098410169999999|-0.008774855|10.95005723|0.0467853809999999|1|1|-0.008325552|0.029343834|-0.035472095|0.074217097|0.651797437|1|0.67896733|-0.108232368|0.384732322|-64.94243028|-64.38108459|13.64937081|350.5257774|0.32103267|192.6285289|-0.0383202979999999|-38.63044093|8.190002019|-22.9932445|78.59180109|-965.7162688|1558.731067|6.886726437999999|12.94704346|0.879999675|5852.817155|192.3403721|-579.456614|0.028122734|-215.3470619|1421.325667|457.1122177|1.0|1.0|2.12|0.05|21.0|-7.24|98.72|1.78|0.0|104.25|0.0|1.0|5.0|-4.22|28.0|5.0|-6.95|396.81|0.0|1.0|7.94e-05|2.5|5.74e-08|2.28e-05|-0.0564299999999999|3.7159|3.89|615.85|1032.35|333.66|0.3566|333.66|478.04|0.6944899999999999|-1695.931037|-0.1517|2.7493|-0.20813|0.0420327|-1695.9887|3.6487|13.0|7.9
6e_a40|0.0|0|0|0|0.0|0.0|1|8.421342866|1|2|6.401917197|-0.074872854|0.039160494|-0.69771706|-0.0026177839999999|0.103594243|10.30179954|-0.205140551|2|2|-0.002992481|-0.276969278|-0.020200684|-0.289988439|0.648802794|1|0.74620476|-0.107312598|0.376602018|-70.52033811|-76.50178121|10.43262695|185.1473293|0.25379524|166.7812216|-0.04873174|-50.27304895|6.85578763|-32.02400144|80.95296505|-1377.032062|3854.417113|6.972949117000001|12.49434084|0.791830204|7585.605268000001|87.40658058|-904.9148811|0.012858969|-482.3355765|1588.2884390000002|587.7345677999999|0.0|0.0|3.16|0.21|14.0|-4.63|173.43|2.12|2.0|125.15|1.0|2.0|5.0|-7.76|30.0|5.0|-6.09|476.98|1.0|1.0|2.6e-06|4.4|2.35e-05|0.0112|-0.09682|2.9549|8.35|671.95|1149.77|419.59|0.3625|419.59|537.07|0.67187|-2830.986514|-0.1195799999999999|8.3311|-0.2164|0.03482243|-2831.048968|11.5248|18.0|7.7447
12q_a36|0.0|1|0|0|3.453150038|0.0|0|7.412764017000001|2|2|5.351858133|-0.043678703|0.042804233|-0.410984299|0.0005016269999999|-0.0651906459999999|10.9598352|-0.0433009009999999|1|1|0.0010871589999999|0.1161527719999999|-0.103922055|-0.074349074|0.8065052890000001|0|0.82911927|-0.07607684|0.324924033|-49.18227989|-68.5549152|12.00048565|82.68142965|0.17088073|110.4712541|-0.038175515|-44.31949385|7.758093617|-24.67976947|61.18276554|-1233.988474|2380.245597|7.546533709|14.69971555|0.947876484|6040.52496|149.536123|-797.7508892000001|0.017949083|-347.4093916|1605.308562|629.5017194000001|0.0|1.0|0.0|0.14|17.0|-7.18|69.2|2.51|0.0|128.76|0.0|1.0|5.0|-4.44|30.0|4.0|-6.49|415.88|0.0|1.0|2.55e-05|3.31|6.65e-08|2.77e-05|-0.05602|5.2375|3.79|683.51|1148.35|320.77|0.4239|236.72|531.58|0.39919|-1692.3116350000005|-0.1566|4.6718|-0.2126199999999999|0.03415678|-1692.370918|6.4226|6.0|8.2218
8k_a46|-3.737070812|0|0|0|0.0|0.1337610719999999|1|7.727094485|1|1|5.533389489|-0.380857136|0.038616352|-0.397337564|-0.002099764|-0.114070359|10.31928125|-0.038125|1|1|0.002202734|-0.1017929319999999|-0.030019362|-0.051289238|0.687020939|0|0.7381768390000001|-0.08638304|0.400181795|-61.98124174|-61.95565276|6.774333772|104.0919365|0.261823161|187.86239430000003|-0.033099828|-44.45419269|4.860695117|-23.74966689|68.75557551|-1424.980013|2328.360804|8.070811215|15.94634031|0.975803904|7352.280688|124.4394929|-1022.446432|0.0112621819999999|-468.6373459|1723.969585|865.6610153999999|0.0|1.0|2.82|0.24|23.0|-8.66|124.17|1.86|0.0|132.47|0.0|1.0|5.0|-5.74|34.0|6.0|-6.75|474.58|0.0|0.0|7.47e-06|3.45|2.17e-09|1.03e-06|-0.0398699999999999|5.0379|7.63|742.04|1302.56|302.15|0.1354|246.1|642.39|0.41618|-1844.970617|-0.16967|3.4118|-0.20954|0.04718819|-1845.037411|3.8107|147.0|6.8327
1_a6 (SB-431542)|0.0|1|0|0|3.3674017380000003|0.0|0|7.423568444|1|1|5.351858133|-0.175408303|0.035620155|-0.766207981|-0.011639964|-0.029658865|10.94959842|-0.0492229479999999|1|1|-0.008385698|0.164429684|-0.020716495|-0.083341531|0.795744863|0|0.5940412860000001|-0.126408788|0.210050443|-74.98172333|-72.69619778|19.58668728|160.410387|0.405958714|240.8019609|-0.0462988229999999|-43.12110169|11.61820782|-27.46300805|94.56841061|-1235.8353619999998|1890.228713|7.523839331|14.26172029|0.895537592|5748.417262|146.3942108|-733.0587287000001|0.02438148|-300.3801761|1640.78056|513.4628663999999|1.0|1.0|2.35|0.05|23.0|-7.69|103.12|1.54|0.0|106.85|0.0|1.0|4.0|-4.52|29.0|5.0|-6.73|384.39|0.0|1.0|5.660000000000001e-05|2.7|2.03e-08|7.81e-06|-0.05971|3.8208|4.57|619.92|1049.69|376.28|0.5765|324.5|464.07|0.55256|-1292.358966|-0.13329|6.0113|-193.0|0.03494577|-1292.41452|8.8611|1542.0|5.8119
4e_a46|-3.742323661|0|0|0|0.0|0.092094405|1|7.825245291|1|1|5.587248657999999|-0.370202917|0.041636905|-0.4017151029999999|-0.001404912|-0.058626723|10.31928077|-0.05803828|1|1|0.002688298|-0.135489528|-0.030065705|-0.076733489|0.69063113|0|0.753715041|-0.0835371459999999|0.68427144|-63.39469142|-64.33855433|8.098142567|105.0139519|0.246284959|186.9007941|-0.030951758|-48.825259|6.145520557|-23.48867857|71.49283399|-1479.78675|3129.575458|7.906917146|15.06943449|0.905854609|7615.063066|155.48860530000002|-1122.980957|0.0125621839999999|-447.9030518999999|1861.114491|942.2127953|0.0|1.0|2.68|0.27|23.0|-8.81|124.17|2.06|0.0|137.28|0.0|1.0|5.0|-6.08|35.0|6.0|-6.6|488.6|1.0|0.0|3.92e-06|3.78|1.56e-09|7.64e-07|-0.03893|4.2446|8.03|757.1|1343.97|296.81|0.4814|292.1|655.69|0.5745600000000001|-1884.255802|-0.17112|1.9941|-0.21005|0.04805633|-1884.324182|3.2466|154.0|6.8125
12ba_a36|0.0|1|0|0|3.389685532|0.0|0|7.412764017000001|2|2|5.351858133|0.026411489|0.040566449|-0.423472625|-0.002123045|0.003750685|10.9478512|-0.011949092|1|1|-0.000621302|0.159880159|-0.091676619|-0.0202572689999999|0.796093405|0|0.849738126|-0.083210415|0.330220757|-56.0578808|-73.03464847|16.57882744|100.798163|0.150261874|101.229662|-0.037526591|-49.20258616|11.16896162|-25.28122447|72.63670824|-1314.6236720000002|2492.5731100000003|7.409667253999999|14.59456478|0.969665341|6722.60947|197.4608731|-885.6465508|0.023797439|-278.7665262|1859.713557|688.1986357999999|0.0|1.0|0.0|0.12|17.0|-6.72|116.78|0.74|0.0|133.18|0.0|1.0|5.0|-4.77|33.0|6.0|-7.04|431.45|0.0|0.0|5.65e-05|2.67|1.91e-07|8.240000000000001e-05|-0.08446|5.2506|2.79|687.23|1187.56|411.71|0.7436|236.13|547.82|0.3989999999999999|-1417.187763|-0.12587|3.1996|-0.21033|0.02839417|-1417.249741|4.5448|21.0|7.6778
5b_a40|0.0|0|0|0|0.0|0.0|1|8.149890544|0|1|6.167516491000001|0.064329005|0.044946237|-0.163148971|0.008515162|0.179058252|10.31198309|0.020344828|2|2|0.006372485|-0.164084255|0.007986879|0.029485257|0.503365018|1|0.881264402|-0.077031845|0.313503463|-38.64461938|-45.78637031|9.59023102|169.18694230000003|0.118735598|59.56617021|-0.036507111|-22.96968039|4.811137897|-18.31454812|48.2348504|-549.4364437|764.9528181|6.521443259|12.47657231|0.913161214|4813.179854|85.77656597|-275.6361647|0.012549086|-330.1175669|662.7555978999999|285.9136384|0.0|0.0|2.82|0.21|14.0|-5.25|75.5|2.89|1.0|84.17|0.0|2.0|3.0|-5.43|21.0|3.0|-5.42|338.21|0.0|1.0|1.44e-05|4.14|5.65e-06|0.00191|-0.07069|3.9759|5.62|515.23|847.01|311.84|0.3005|311.84|411.1|0.59928|-2096.707754|-0.15999|7.2947|-0.23068|0.01471235|-2096.757832|9.3069|64.0|7.1938
14u_a23|0.0|0|1|1|0.0|0.0|2|7.423568444|0|0|5.351858133|-0.025360103|0.043321995|-0.385981432|0.010561248|-0.026062012|10.31321759|-0.0569153009999999|2|2|0.010508236|0.091604179|-0.110069159|-0.094773814|0.71381683|1|0.909754912|-0.055259924|0.445665682|-36.90928915|-57.75236052|16.97420126|43.06242147|0.090245088|60.27663131|-0.033908155|-38.57404134|11.3374334|-22.64798452|53.88349042|-1155.04721|2430.634114|7.392527755|14.12094979|0.910165272|6913.009783|198.4601847|-771.4808267999999|0.023582305|-271.0010972|1643.332169|683.7405759|0.0|1.0|3.68|0.09|26.0|-7.51|114.25|2.72|1.0|126.78|0.0|1.0|6.0|-5.63|32.0|5.0|-6.47|441.51|0.0|0.0|9.57e-06|3.55|3.11e-08|1.3699999999999998e-05|-0.0618299999999999|4.0409|3.23|712.54|1214.4|389.66|0.2253|306.82|549.0|0.4523|-1744.1781010000002|-0.1543|5.9743|-0.21613|0.0237199999999999|-1744.2405670000005|8.1549|6.0|8.2449
5d_a40|0.0|0|0|0|0.0|0.0|1|8.149890544|0|1|6.167516491000001|0.0418378229999999|0.044526749|-0.1868684619999999|0.007200253|0.2078052269999999|10.31198333|0.029272031|2|2|0.006642869|-0.259985037|-0.0038660009999999|0.0451110059999999|0.483934049|1|0.754010052|-0.086193996|0.049855551|-39.55506228|-43.26473143|10.10860823|181.4728912|0.245989948|112.88660690000002|-0.0377110779999999|-19.85450535|4.638915105|-17.30589257|49.66367051|-519.1767771000001|511.3769101|6.288958592999999|12.09256826|0.922825231|4051.712713|86.65063178|-238.2540642|0.014630084|-285.606135|640.0261471|243.4287716|0.0|0.0|2.56|0.21|14.0|-4.32|75.5|2.25|1.0|74.11|0.0|2.0|3.0|-4.23|20.0|4.0|-5.94|287.31|0.0|1.0|0.000152|2.98|4.7600000000000005e-05|0.0137|-0.06796|3.7374|4.61|473.48|765.69|331.74|0.4493|331.74|365.74|0.69613|-1276.751174|-0.14851|7.0422|-0.2164699999999999|0.01667985|-1276.797751|9.2439|19.0|7.7212
