molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|nARing|SRW07|AATSC1s|JGI4|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC7i|MATS1i|MATS8d|GATS1pe|nFaHRing|RASA|FNSA3|PBF|PNSA3|PNSA5|PPSA3|RNCS|RPSA|TPSA_x|FNSA4|WNSA5|WPSA3|PNSA4|DPSA3|PNSA2|MOMI-Z|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|WNSA2|FPSA5|DPSA1|DPSA2|Mor01p|CYP2D6 inhibitor|P-gp substrate|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|TPSA_y|Log Po/w MLOGP|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|CYP1A2 inhibitor|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50
18d_a25|0.0|0|0|0|0.0|0.0|1|6.842683282|0|0|4.727387819|0.024310576|0.042843137|-0.180590503|0.006452854|-0.070413428|10.31285314|0.016982601|1|1|0.0062422|-0.055336237|-0.035684977|0.029728702|0.696372329|1|0.937813705|-0.061527513|0.278576218|-46.31109519|-57.45144813|8.39885106|70.58850837|0.062186295|46.80695276|-0.0281209329999999|-43.24308488|6.3217245360000005|-21.166323|54.70994625|-1206.480411|2625.142499|9.479218984|18.11893325|0.911437354|6876.316137000001|182.1982146|-908.1047824|0.014219928|-388.2927768|1591.795131|883.4030667999999|1.0|1.0|3.57|0.11|27.0|-10.23|111.51|2.4|1.0|143.37|0.0|0.0|7.0|-6.26|35.0|4.0|-6.21|474.58|1.0|1.0|2.86e-06|4.21|5.92e-11|2.81e-08|-0.07287|5.6512|4.56|792.79|1358.25|340.69|0.3986|219.39|664.72|0.41694|-1806.514606|-0.14723|3.2353|-0.2201|0.03560672|-1806.582751|4.3658|232.0|6.6345
14f_a23|0.0|0|1|1|0.0|0.0|2|7.423568444|0|0|5.351858133|-0.027380305|0.04255787|-0.373510774|0.010561248|-0.0555907109999999|10.3132176|-0.041351617|2|2|0.010508236|0.101910723|-0.110069159|-0.06885759|0.71381683|1|0.894162392|-0.059927056|0.2096108239999999|-40.51498423|-57.07376861|18.34483401|96.47955427|0.105837608|71.55380685|-0.031450478|-38.58595734|12.40242234|-21.26277654|58.85981824|-1084.401604|2322.5224120000003|8.124287407|15.58565565|0.918402793|6768.918745|225.9578225|-733.1331894|0.025162423|-224.1560124|1628.77284|683.7405759|0.0|1.0|3.61|0.09|26.0|-7.51|114.25|2.72|1.0|126.78|0.0|1.0|6.0|-5.63|32.0|5.0|-6.47|441.51|0.0|0.0|9.57e-06|3.55|3.11e-08|1.3699999999999998e-05|-0.07163|5.8184|3.23|711.98|1210.19|346.78|0.2462|213.09|572.35|0.60917|-1744.182678|-0.1458|6.3534|-0.21743|0.02255331|-1744.2443850000002|9.1089|2.0|8.6459
12a_a32|0.0|1|1|1|3.442930603|0.0|0|7.765993078999999|0|0|5.733341277|-0.057200812|0.036711712|-0.463563696|-0.003484915|-0.031249617|10.31100269|-0.074344282|3|3|-0.001662219|-0.024155151|-0.0852122769999999|-0.125149165|0.7507116140000001|1|0.788702323|-0.085324121|0.288267255|-53.20970382|-68.06885478|10.31184223|111.9735444|0.211297677|131.7691491|-0.0308471429999999|-42.44899997|6.430656017|-19.23685026|63.52154605|-884.8951120999999|3030.946307|7.083688576|13.03685125|0.840404348|5656.0082|207.2244662|-551.8369996|0.021399091|-209.1696096|1325.275819|557.1050635|1.0|1.0|2.85|0.26|19.0|-7.65|140.04|1.1|0.0|110.47|1.0|1.0|7.0|-6.01|27.0|4.0|-6.32|397.52|1.0|1.0|3.17e-05|3.39|2.23e-08|8.86e-06|-0.05222|3576.0|4.63|667.68|1114.3|346.71|0.2908|346.71|548.66|0.7025600000000001|-1880.539078|-0.14827|3.0517|-0.20049|0.03682626|-1880.600043|4.2371|25.0|7.6021
1f_a5|0.0|1|0|0|2.824395738|-4.398485453999999|0|6.605297921|0|0|4.59511985|-0.31059482|0.029105691|-0.277594656|-0.0012491689999999|-0.174016111|10.94527671|-0.000625|1|1|-0.000700145|-0.389011185|0.001493879|-0.000969932|0.513260607|0|0.888073448|-0.091412569|0.45528118|-50.98614411|-46.77243802|4.687041957|201.7057715|0.111926552|62.42799372|-0.035639589|-26.08772825|2.614237829|-19.87828616|55.67318607|-795.1314464|979.2285994|7.117418022000001|13.35549635|0.8764524309999999|5474.331675|135.2439659|-443.4913802|0.01983997|-287.2706403|1049.647453|403.396385|1.0|1.0|2.61|0.05|23.0|-8.88|54.46|2.73|0.0|95.49|0.0|1.0|4.0|-4.79|27.0|6.0|-5.73|366.34|1.0|1.0|1.0800000000000002e-05|3.95|1.3300000000000002e-09|4.86e-07|-0.05346|4.7485|3.58|577.11|958.06|270.96|0.6959|261.1|442.04|0.47267|-1288.209882|-0.18224|3.7852|-0.2357|0.03370206|-1288.263745|4.9879|0.24|6.6198
8f_a12|0.0|0|1|1|0.0|0.0|0|6.580639137|1|1|4.59511985|-0.062406088|0.038347953|-0.3981937339999999|-0.002596875|0.028505422|10.31134658|-0.024023866|1|1|-0.00094279|-0.023769395|-0.070713228|-0.042014638|0.8409290840000001|1|0.869823177|-0.072634742|0.285353468|-41.27611074|-56.220383|7.550959323|83.13642146|0.130176823|73.97552223|-0.03822396|-31.9483307|4.290980116|-21.72151161|48.82707007|-955.746511|1448.568734|7.016225129|13.00131176|0.853035146|5481.952981|91.98952021|-543.1216218999999|0.012030968|-384.290491|1140.340995|524.0516742|1.0|1.0|3.26|0.1|21.0|-8.42|78.41|3.1|0.0|115.66|0.0|1.0|3.0|-5.7|27.0|4.0|-5.47|369.44|0.0|1.0|5.72e-06|4.34|3.79e-09|1.4e-06|-0.06179|4.1744|4.19|606.97|1020.81|339.35|312.0|297.01|441.97|0.59107|-1480.955408|-0.15061|0.9092|-0.2124|0.03056355|-1481.008909|1.4701|646.0|6.1898
12x_a30|0.0|0|0|0|0.0|0.0|0|7.412764017000001|2|2|5.351858133|-0.0335688279999999|0.043383838|-0.3545061539999999|0.00604028|0.027312213|10.31162819|-0.1066694919999999|1|1|0.006346396|-0.104089964|-0.053700437|-0.1759406839999999|0.803183654|0|0.848844277|-0.071909912|0.398925866|-47.48669555|-60.57208434|9.745611551|74.51844582|0.151155723|99.81775209|-0.035022402|-39.99960559|6.435648079|-23.12752311|57.2323071|-1272.013771|2374.777496|7.794822643|14.14885734|0.815160907|6359.545311|115.7782842|-839.9917174000001|0.012044556|-428.8071293|1542.442557|754.3941655|0.0|1.0|0.0|0.21|17.0|-7.38|81.65|3.25|0.0|137.21|0.0|1.0|5.0|-6.04|31.0|4.0|-5.64|426.54|0.0|0.0|3.48e-06|4.6|4.12e-08|1.76e-05|-0.05093|3.4831|4.45|703.75|1211.79|355.95|0.1517|355.95|558.65|0.68589|-1654.1207|-0.14783|4.3702|-0.19876|0.03136007|-1654.183467|4.8197|22.0|7.6556
14ae_a23|0.0|0|1|1|0.0|0.0|2|7.423568444|0|0|5.351858133|-0.029948314|0.042903564|-0.4448081789999999|0.008996289|-0.0174992419999999|10.31321689|0.0289586779999999|2|2|0.009675528|0.047563299|-0.143336826|0.0469453379999999|0.7317531540000001|1|0.872362051|-0.065169397|0.202342743|-46.69131269|-62.38566188|24.84237243|111.4422142|0.127637949|91.4475768|-0.0269140239999999|-44.69687612|17.79858399|-19.28284095|71.53368511|-1060.556252|2575.36078|8.123993885|15.59484379|0.919603093|7308.981869|336.444465|-759.846894|0.034488074|-43.57178809|1999.511567|770.8206617000001|0.0|1.0|3.76|0.12|26.0|-7.6|123.48|2.42|1.0|133.27|0.0|1.0|7.0|-5.8|34.0|6.0|-6.68|471.53|0.0|0.0|8.22e-06|3.52|2.49e-08|1.17e-05|-0.07122|3.6036|2.99|751.57|1285.52|344.06|0.3205|344.06|627.57|0.58144|-1858.675325|-0.14537|7.0211|-0.21659|0.01449323|-1858.7404850000005|9.5944|2.0|8.6038
galu_a46|0.0|0|0|0|0.0|0.0|1|7.535296702|1|1|5.4161004020000005|-0.080432741|0.039550827|-0.327651527|0.002865697|-0.094815394|10.92740177|-0.1121767259999999|1|1|0.003107816|-0.150645957|0.028964355|-0.173285585|0.6848692759999999|1|0.7637964079999999|-0.0910072869999999|0.5235416979999999|-50.93538037|-49.84028137|6.915480101|261.2602893|0.236203592|132.199522|-0.03220981|-27.89483984|3.870487977|-18.02733582|57.85086047|-847.2847833999999|1755.2047|6.445819025|12.12170938|0.880553787|5641.451892|121.3297832|-474.2122773|0.013967104|-317.0250717|1081.799989|542.7276591|1.0|1.0|2.75|0.18|21.0|-7.13|86.69|1.84|0.0|108.18|0.0|1.0|3.0|-3.85|28.0|4.0|-6.86|369.42|0.0|1.0|0.000102|2.39|7.45e-08|2.75e-05||||||||||||||||||51.0|7.2924
9g_a24|0.0|1|0|0|2.931798469|0.0|1|7.273092596000001|0|0|5.283203728999999|0.001126633|0.0279797979999999|-0.0425444|0.0144065739999999|0.070915465|10.96318169|-0.02471184|2|2|0.013119312|-0.292600863|-0.0273623029999999|-0.045107345|0.657503038|0|0.8671367529999999|-0.064835725|0.383340003|-32.080056199999994|-32.49188065|9.283063574|174.88817269999998|0.132863247|65.73938109|-0.021297745|-16.07665151|4.593165278|-10.53790724|41.36311977|-389.9025677|1196.910121|6.124370267000001|10.69818114|0.746821416|4355.725609|256.3375151|-192.9198181|0.033884884|17.88521849|809.0499476|341.3207334|1.0|1.0|1.78|0.06|22.0|-6.43|72.28|0.64|0.0|87.53|0.0|1.0|3.0|-2.49|23.0|4.0|-7.17|302.33|0.0|0.0|0.0008179999999999|1.37|3.720000000000001e-07|0.000113|-0.03585|5.2521|0.75|524.03|879.99|289.67|0.2444|236.07|400.47|0.4227399999999999|-984.447764|-0.17806|2.9691|-0.21391|0.032630457|-984.497752|4.4131|68.0|7.1675
1o_a5|0.0|1|0|0|2.923171926|0.0|0|6.605297921|0|0|4.59511985|0.033105871|0.025987654|-0.1079910069999999|0.0057302559999999|-0.102739602|10.94518594|-0.008511304|1|1|0.0051989459999999|-0.05876042|0.038275248|-0.016408975|0.650008224|0|0.88430372|-0.079346457|0.447318682|-42.63505279|-39.1638643|7.122612351|167.3051756|0.11569628|62.16682117|-0.028770932|-21.04383087|3.827177229|-15.45942012|49.75766514|-587.4579645|833.537568|7.522366517000001|14.20898333|0.8888980340000001|4572.818263|161.2447749|-315.657463|0.020380352|-214.8381946|839.3293197999999|393.5487205|1.0|1.0|2.2|0.0|23.0|-8.11|78.25|1.23|0.0|95.2|0.0|1.0|3.0|-4.08|25.0|4.0|-6.3|323.35|0.0|1.0|8.340000000000001e-05|2.78|7.85e-09|2.54e-06|-0.07037|4.5011|2.66|561.04|938.37|297.38|0.3966|275.45|443.88|0.4988899999999999|-1043.422345|-0.1693599999999999|4.7435|-0.23973|0.04126499|-1043.472984|5.4919|35.0|7.4559
9b_a31|0.0|1|0|0|3.338934004|0.0|0|7.765993078999999|1|1|5.733341277|-0.070525429|0.03995614|-0.706953442|-0.0050444109999999|0.014628521|10.31169871|-0.091236608|2|2|-0.001981487|-0.075191042|-0.143280211|-0.154083843|0.77051712|0|0.669120552|-0.103937658|0.241728566|-63.73317225|-80.40427495|21.21368453|152.8702381|0.330879448|202.8908225|-0.039058603|-49.30281875|13.00794571|-23.95020956|84.94685678|-1125.659849|1711.969694|8.097516252|15.2652837|0.88518099|5524.468603|190.5935925|-690.2394625|0.025089192|-231.99935|1633.343563|524.0230338|1.0|1.0|2.76|0.32|16.0|-6.84|117.37|0.86|0.0|103.36|0.0|1.0|7.0|-4.76|27.0|5.0|-6.77|384.45|0.0|1.0|0.000137|2.64|1.44e-07|5.520000000000001e-05|-0.0422899999999999|5.5119|4.69|663.06|1091.21|322.58|0.2732|224.94|562.68|0.41622|-1578.604164|-0.15907|5.2851|-0.2013599999999999|0.03769117|-1578.665571|6.8028|63.0|7.2007
3k_a32|0.0|1|1|1|3.644417045|0.0|0|7.97831097|0|1|5.973809612|-0.001250803|0.0381981979999999|-0.270019022|0.001221534|-0.0902541999999999|10.31100271|-0.077097565|3|3|0.002509816|-0.084055305|-0.050938823|-0.129124455|0.7681279190000001|1|0.8777482409999999|-0.0711378679999999|0.31016741|-40.10830541|-51.21653025|6.970844822|80.0971996|0.122251759|68.92687468|-0.029575784|-28.87643819|3.930238317|-16.67514938|47.07915023|-717.0314235000001|1970.06814|6.153598893|11.6688363|0.89626209|5259.698672|123.7157466|-404.2701347|0.012327787|-316.3794102|918.5970998|506.658189|1.0|1.0|3.48|0.32|19.0|-7.23|110.94|2.41|0.0|105.36|0.0|1.0|3.0|-7.04|25.0|3.0|-5.01|366.5|0.0|1.0|2.47e-06|4.97|5.86e-08|2.15e-05|-0.05321|3.5363|3.81|611.65|1022.89|350.6|0.3082|350.6|452.36|0.70268|-1749.957584|-0.14667|3.2233|-0.19988|0.02654958|-1750.0122420000002|5689.0|9.0|8.0605
13b_a6|0.0|1|0|0|3.423777636|0.0|0|7.412764017000001|1|1|5.351858133|-0.0265090529999999|0.042739018|-0.6051312529999999|-0.00460563|-0.104663349|10.95129557|-0.064811009|1|1|-0.00194781|0.100281317|-0.10896749|-0.11338525|0.8013954109999999|0|0.7757172059999999|-0.093125205|0.202093555|-61.06841733|-74.04643339|21.00828557|154.7847961|0.2242827939999999|147.0772097|-0.0406496879999999|-48.5571926|13.77653618|-26.65671602|82.07670290000002|-1332.835801|2587.000662|9.087172635|15.37022155|0.69141956|6000.952027|159.1980937|-874.0294667999999|0.0203627189999999|-337.3706117|1760.1380379999998|627.4287311|1.0|1.0|2.85|0.12|23.0|-9.01|95.85|1.29|0.0|116.79|0.0|1.0|5.0|-5.51|31.0|5.0|-6.1|409.44|0.0|1.0|1.02e-05|3.8|9.77e-10|4e-07|-0.0525799999999999|4.8494|4.04|694.33|1167.21|341.35|0.7846|255.67|574.07|0.58026|-1349.837661|-0.14898|10.8032|-0.20156|0.02920955|-1349.898848|13.5746|174.0|6.7595
6c_a31|0.0|1|0|0|3.423005244|0.0|0|7.78113851|1|1|5.733341277|-0.151732713|0.038901235|-0.790027307|-0.009477764|-0.00219333|10.31169965|-0.107687565|2|2|-0.00668344|0.2301743489999999|-0.0055763209999999|-0.172780048|0.7905201209999999|0|0.641197273|-0.120905075|0.138124296|-76.54198229|-79.97295595|20.09112958|163.6316745|0.358802727|227.1490414|-0.044739967|-50.62888027|12.71919216|-28.32375523|96.63311186|-1359.540251|2357.829685|8.102804662|14.63492011|0.8061548709999999|6283.091868|148.5675636|-860.6909647|0.0212421629999999|-335.9398876|1776.424619|597.3075924999999|1.0|1.0|3.13|0.14|22.0|-7.72|131.36|1.58|0.0|114.5|0.0|1.0|5.0|-6.09|30.0|5.0|-6.27|418.47|0.0|1.0|1.15e-05|3.64|1.89e-08|7.9e-06|-0.0581799999999999|3.2974|5.08|667.01|1125.85|376.01|0.5028|376.01|524.56|0.7014699999999999|-1691.734564|-0.13351|5.9253|-0.19169|0.03620884|-1691.794585|8.8847|0.34|6.4685
12b_a50|0.0|0|1|1|0.0|0.0|2|7.927685046000001|1|1|5.82008293|-0.0016330379999999|0.034845679|-0.125985651|0.01164808|-0.101728189|10.94501743|-0.115659308|2|2|0.011790103|-0.139522815|-0.168032508|-0.189976035|0.660148928|1|0.925916085|-0.045602469|0.24516882|-22.92589265|-33.25880166|10.80329197|8.07905572|0.074083915|37.24447201|-0.0237482779999999|-16.72031641|5.43117764|-11.93905701|33.72918462|-465.6232233|1446.231761|5.7232816060000005|10.05480253|0.756824707|4672.843578|214.5713436|-234.0844297|0.027586169|-73.59089223|812.3355548|388.171611|1.0|1.0|2.45|0.11|20.0|-5.49|48.53|2.02|0.0|94.69|0.0|2.0|2.0|-3.16|24.0|3.0|-6.44|313.36|0.0|1.0|0.000144|2.5|3.22e-06|0.00101|-0.02974|4.7089|2.47|539.15|909.8|315.44|0.2425|263.3|401.64|0.6016199999999999|-1006.501585|-0.16451|4.0567|-0.19425|0.02307802|-1006.550688|5.6617|4.74|5.3242
12p_a30|0.0|0|0|0|0.0|0.0|0|7.412764017000001|2|2|5.351858133|-0.031328052|0.040899471|-0.3550576729999999|0.005613018|0.000321545|10.31162861|-0.128484994|1|1|0.005965451|-0.109773594|-0.053644471|-0.2210072669999999|0.7991060659999999|0|0.843381594|-0.074356395|0.371591982|-47.54197452|-60.65858419|9.659715461|75.21136863|0.156618406|100.1386407|-0.0364888379999999|-38.78387161|6.176226649|-23.33022469|57.20168999|-1213.171684|2326.5244390000003|7.392482526|13.94763694|0.886732486|6166.812731|115.116829|-775.6774321|0.0130197619999999|-409.146112|1479.558007|686.039456|0.0|1.0|0.0|0.17|17.0|-7.01|81.65|3.04|0.0|132.24|0.0|1.0|5.0|-5.66|30.0|4.0|-5.81|412.51|0.0|1.0|7.05e-06|4.23|9.75e-08|4.02e-05|-0.05169|5.1922|4.14|685.08|1167.16|354.69|0.1768|238.79|526.91|0.33929|-1614.830085|-0.14823|4.0456|-0.19992|0.03198743|-1614.890598|4.6103|17.0|7.7721
3h_a32|0.0|1|1|1|3.579396967|0.0|0|7.765993078999999|0|0|5.733341277|-0.008243901|0.037731481|-0.269379119|0.002101838|-0.003152613|10.31100268|-0.111111111|3|3|0.003284804|0.025035542|-0.071193103|-0.2|0.8030743229999999|1|0.87880263|-0.07183387|0.30907784|-44.97387528|-55.27575363|6.98327435|76.38838542|0.12119737|75.87946135|-0.027590124|-34.60714056|4.372100625|-17.27367301|51.95714963|-829.1363044|2911.160989|8.107034244|13.71739929|0.692036677|5187.525619|141.8112711|-519.1071084|0.011751781|-342.4592076|1071.936307|593.0848817000001|1.0|1.0|3.88|0.35|19.0|-8.47|110.94|2.64|0.0|112.28|0.0|1.0|7.0|-8.23|26.0|3.0|-4.29|382.55|1.0|1.0|7.140000000000001e-07|6.12|3.37e-09|1.29e-06|-0.05318|3.5552|4.61|676.22|1127.45|348.74|0.2926|348.74|578.86|0.70257|-1790.440663|-0.1474099999999999|3.5952|-0.20059|0.02690554|-1790.5004850000005|5.8749|7.0|8.1549
8g_a8|0.0|1|0|0|3.073183107|0.0|1|7.535296702|1|1|5.4161004020000005|-0.222784884|0.0438779959999999|-0.731356723|-0.009140059|-0.025002199|10.94318883|-0.03728368|1|1|-0.007047583|0.001970629|0.0794962979999999|-0.0571942009999999|0.656457444|0|0.533935495|-0.136742629|0.298992226|-83.78686741|-79.46906035|19.06725815|171.26571059999998|0.466064505|285.5736014|-0.052430233|-48.6934008|11.68315869|-32.12579035|102.8541256|-1509.912147|2148.49832|7.440878437999999|14.28792131|0.920192814|6581.432140999999|102.2893227|-925.1746152|0.017636126|-408.1554248|1812.487286|551.1746801|0.0|1.0|2.96|0.04|23.0|-7.4|99.34|3.01|0.0|111.38|0.0|1.0|4.0|-5.3|31.0|5.0|-6.34|417.39|0.0|0.0|1.16e-05|3.53|4.01e-08|1.67e-05|-0.05849|3.7495|7.17|635.27|1083.78|330.67|0.3904|330.67|489.97|0.69221|-1450.728709|-0.15542|6.0697|-0.21391|0.04147516|-1450.787398|7.5762|4.2|5.3768
22_a20|0.0|0|0|0|0.0|0.0|1|6.842683282|0|0|4.727387819|0.023539095|0.0388043479999999|-0.079707783|0.009265667|-0.066832578|10.93106272|-0.038668966|1|1|0.008780074|0.155407313|-0.036258691|-0.067650395|0.607038752|1|0.946515026|-0.059893667|0.425968568|-39.00017609|-44.14650378|8.001165067999999|9.022387025|0.053484974|34.8271111|-0.027118811|-28.7463017|5.21001405|-17.65860151|47.00134116|-882.9300756000001|2396.806062|7.408914181|14.17638345|0.913422548|5924.626340999999|149.350479|-574.9260339|0.01345209|-352.4559681|1145.712729|664.4562602999999|1.0|1.0|3.41|0.08|27.0|-9.69|67.39|2.61|0.0|121.62|0.0|1.0|4.0|-5.6|31.0|4.0|-5.58|401.46|0.0|1.0|2.98e-06|4.47|2.04e-10|8.199999999999999e-08|-0.0568|5.5591|4.07|694.15|1181.95|312.05|0.2636|223.03|563.43|0.38233|-1275.598059|-0.16176|4.8308|-0.21856|0.03226475|-1275.657902|6141.0|231.0|6.6364
12bf_a36|0.0|1|0|0|3.31325137|0.0|0|7.412764017000001|2|2|5.351858133|-0.119979424|0.044197531|-0.4497470879999999|-0.006877664|-0.096665166|10.96022305|-0.0206090089999999|1|1|-0.004358975|0.359635716|-0.098027247|-0.033696875|0.632625562|0|0.6791406640000001|-0.090461753|0.356652646|-58.26326838|-71.01192632|14.01562806|87.14111344|0.320859336|206.6543367|-0.037486972|-45.73631152|9.026978489|-24.14405495|72.27889645|-1207.2027480000002|2522.341812|7.546900716000001|14.37031118|0.904134124|6271.550446|189.6959033|-777.5172959|0.02371294|-264.6734075|1711.2011699999998|593.6088758|0.0|1.0|0.0|0.14|17.0|-7.12|69.2|2.78|0.0|123.67|0.0|1.0|5.0|-3.99|31.0|6.0|-6.8|417.41|0.0|0.0|4.81e-05|2.88|7.599999999999999e-08|3.17e-05|-0.0571299999999999|5.2319|3.66|670.85|1120.94|320.04|0.4518|236.98|517.66|0.40663|-1431.187555|-0.15677|5.4787|-0.2139|0.03299488|-1431.246893|7.5932|6.0|8.2218
7_a1|0.0|0|0|0|0.0|0.0|1|7.860570786|2|2|5.777652323|0.001018628|0.035718954|-0.421687222|0.0021597079999999|-0.07233584|10.9513015|-0.024096172|1|1|0.004950534|-0.077833285|-0.245732751|-0.042175602|0.729621031|0|0.710959153|-0.083362936|0.289201649|-40.16416679|-47.35863598|17.31482297|111.9204437|0.289040847|139.2595474|-0.031040669|-22.81733634|8.342261787|-14.95535873|57.47898976|-568.3036318|1466.924404|5.07667644|9.278054953|0.827584457|4519.238270000001|191.0896839|-273.8080361|0.029820838|-99.61948195|941.8624118|351.4191817|1.0|1.0|2.83|0.22|17.0|-5.64|49.17|1.6|0.0|85.88|0.0|2.0|2.0|-3.16|23.0|4.0|-6.4|305.33|0.0|1.0|0.000195|2.48|2.29e-06|0.000698|-0.02433|4.0504|2.76|515.2|864.85|306.1|0.2961|306.1|365.53|0.69902|-1009.350293|-0.16734|4575.0|-0.19167|0.02860499|-1009.398029|6.5936|0.46|6.3372
12y_a30|0.0|0|0|0|0.0|0.0|0|7.412764017000001|2|2|5.351858133|-0.037335306|0.044197531|-0.353814891|0.00604028|0.061944378|10.31162818|-0.058184644|1|1|0.006346396|-0.153680104|-0.053700437|-0.095969764|0.803183654|0|0.8489185109999999|-0.070903795|0.374181804|-47.598277|-61.25585229|10.05775555|85.17057711|0.151081489|101.4221952|-0.034840345|-41.1215369|6.751850651|-23.38859815|57.65603256|-1286.372898|2411.415644|8.067590558|14.55517927|0.804154433|6301.067405|120.7628216|-863.552275|0.012362508|-429.782246|1568.540572|754.3941655|0.0|1.0|0.0|0.21|17.0|-7.38|81.65|3.25|0.0|137.21|0.0|1.0|5.0|-6.04|31.0|4.0|-5.64|426.54|0.0|0.0|3.48e-06|4.6|4.12e-08|1.76e-05|-0.05065|5.1973|4.45|728.75|1227.82|357.11|0.2173|238.56|585.59|0.30617|-1654.125015|-0.1475|4.7043|-0.19815|0.0311422|-1654.190369|5.1209|22.0|7.6576
37_a18|0.0|0|0|0|0.0|0.0|0|7.03438793|2|2|4.844187086|-0.018808538|0.036746032|-0.385273662|0.002300582|-0.034593342|10.94702064|-0.011713125|0|0|0.003512954|-0.0276034839999999|-0.1483628609999999|-0.020149364|0.699483099|0|0.831783747|-0.068500679|0.385121249|-50.09028298|-54.7389628|6.653112344|12.63119843|0.168216253|123.0060763|-0.0286221589999999|-40.02719655|4.865006968|-20.92960342|56.74339533|-1423.213033|1571.7484060000002|9.460456975|18.49074823|0.954530133|7035.839448000001|171.9311063|-1040.70711|0.0142451319999999|-387.3755475|1860.709332|1056.535856|1.0|1.0|0.0|0.3|18.0|-8.82|76.5|3.33|1.0|151.14|0.0|1.0|7.0|-5.68|36.0|3.0|-6.14|480.6|0.0|0.0|3.35e-06|4.36|1.51e-09|7.27e-07|-0.04925|3.2127|8.11|794.5|1395.35|385.91|499.0|385.91|673.45|0.69305|-1532.553949|-0.13194|2.2872|-0.18119|0.02274574|-1532.622404|3.0375|35.0|7.4559
12ag_a36|0.0|1|0|0|3.408828027|0.0|0|7.412764017000001|2|2|5.351858133|-0.084341564|0.043848238|-0.436614203|-0.002526241|0.0070889269999999|10.96052849|-0.050147748|1|1|-0.000673716|0.135431487|-0.101303149|-0.0861053359999999|0.698414933|0|0.7468300940000001|-0.082492792|0.26896187|-52.02834065|-68.21579593|12.70005599|85.84609192|0.253169906|159.6746787|-0.038937089|-43.02381535|8.009946323|-24.55768654|64.72839664|-1227.884327|2305.164626|7.849377942|15.13240062|0.927847116|5906.879919|152.06382680000002|-774.4286762999999|0.019328689|-326.5740008|1617.984688|595.8790650000001|0.0|1.0|0.0|0.14|17.0|-6.86|69.2|2.4|0.0|123.71|0.0|1.0|5.0|-3.89|30.0|5.0|-6.76|399.42|0.0|0.0|6.96e-05|2.78|1.4e-07|5.58e-05|-0.05486|3.8893|3.41|658.68|1112.68|334.04|0.4286|318.79|507.72|0.69204|-1331.9454449999998|-0.15227|5.4459|-0.20713|0.03415856|-1332.003616|7.5405|17.0|7.7696
12ac_a36|0.0|1|0|0|3.4419617660000004|0.0|0|7.412764017000001|2|2|5.351858133|-0.073735973|0.042560386|-0.450737917|0.000584134|-0.046730704|10.95345846|-0.0121300989999999|1|1|0.0018565629999999|0.060445359|-0.098698552|-0.020272679|0.770400825|0|0.779673368|-0.080202334|0.4712820929999999|-55.68500110000001|-72.4798052|14.93372351|118.0445703|0.220326632|152.9742102|-0.036062573|-50.32319912|10.36858115|-25.03847816|70.61872461|-1377.116299|2455.459827|8.126831024|14.63702516|0.801074136|6378.288017|186.3198219|-956.1407834|0.020208014|-321.66684580000003|1882.216294|716.9974499|0.0|1.0|0.0|0.17|17.0|-6.89|86.27|1.59|0.0|133.95|0.0|1.0|6.0|-3.81|32.0|5.0|-7.21|423.47|0.0|0.0|0.000112|2.36|1.29e-07|5.4600000000000006e-05|-0.0527399999999999|3.8843|4.84|711.77|1200.61|321.25|0.3302|319.2|554.84|0.56186|-1385.3211789999998|-0.15675|4.0208|-0.20949|0.03998989|-1385.382927|5.4387|13.0|7.8861
