molecula|SddssS|n9FaRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|nARing|SaasN|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|SaaaC|MATS8i|AATSC8d|n5aRing|n5aHRing|AATSC1pe|MATS1i|AATSC1i|BIC2|MATS8s|MATS8d|SIC2|RASA|PBF|FPSA3|PNSA5|RPSA|TPSA_x|WPSA3|RPCS|FNSA1|FNSA2|WNSA3|DPSA5|GeomPetitjeanIndex|TASA|PNSA2|MOMI-Z|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|DPSA4|FPSA5|PPSA5|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|TPSA_y|Leadlikeness|Brenk|Class [Log S (SILICOS-IT)]|Heavy atom count|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Wavelength (max. Transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|IC50|pIC50|pIC50
7_a4|0.0|0|0.0|0.0|1|7.535296702|1|1|2.060422336|5.4161004020000005|-0.003297033|2|0.037694444|-0.07290303|2.048170299|-0.125778587|0.04206117|1|1|0.008242591|-0.042220092|-0.094000778|0.8046449179999999|0.022270259|0.0707653759999999|0.87010589|0.825830607|0.470973822|0.01470626|-35.88407105|0.174169393|87.67070691|3.726212114|79.08210981|0.7179916670000001|-1.06932642|-16.47508541|44.34066533|0.437317462|415.6938929|-538.2610657|1915.566579|0.282008333|5.512905888|9.797542165|0.7772010559999999|18.74189807|0.016800137|8.456594282000001|1.0|0.0|1.0|1.0|0.0|3.05|0.15|21.0|4.42|43.6|0.0|0.0|1.0|25.0|-6.03|330.36|0.0|1.0|3.56|-4.41|0.0514|3.92e-05|13.0|0.0|0.0|3.49e-08|-0.05217|4.0379|-1089.847072|307.05|365.73|0.59702|-1089705.0|-0.16975|3.9832|-0.2219199999999999|0.02317758|-1089.753885|151.0|6821.0|6821.0
12x_a30|0.0|0|0.0|0.0|0|7.412764017000001|2|2|0.0|5.351858133|-0.0335688279999999|2|0.043383838|-0.0606216429999999|0.0|0.027312213|-0.1066694919999999|1|1|0.006346396|-0.053700437|-0.0922059569999999|0.782514704|-0.062251445|-0.1759406839999999|0.829606585|0.848844277|0.398925866|0.014757946|-60.57208434|0.151155723|99.81775209|6.435648079|0.0|0.824674971|-1.926232129|-31.35848986|68.52587215|0.4490846539999999|560.5459455|-1272.013771|2374.777496|0.175325029|7.794822643|14.14885734|0.815160907|28.04441012|0.012044556|7.953787804|0.0|1.0|1.0|0.0|1.0|4.86|0.21|17.0|4.87|81.65|2.0|0.0|1.0|31.0|-5.64|426.54|0.0|0.0|3.19|-5.46|0.00039|3.48e-06|0.00148|0.0|0.0|4.12e-08|-0.05093|3.4831|-1654.3784|355.95|558.65|0.68589|-1654.1207|-0.14783|4.3702|-0.19876|0.03136007|-1654.183467|22.0|7.6556|7.6556
12ap_a36|0.0|0|3.4417292610000003|0.0|0|7.412764017000001|2|2|0.0|5.351858133|-0.010732275|2|0.042739018|0.066185994|0.0|-0.105824575|-0.042675894|1|1|0.001194592|-0.098598933|-0.175397741|0.832758813|-0.025198947|-0.074596774|0.893689741|0.830587483|0.27547717|0.0217479329999999|-69.6632787|0.1694125169999999|111.1558165|9.36249036|0.0|0.737851886|-1.91112774|-35.56900768|83.16347311|0.464588|544.9693552|-1253.939017|2328.307856|0.262148114|8.766216204|16.37284224|0.86772056|33.32245946|0.020575639|13.50019441|0.0|0.0|1.0|0.0|2.0|4.78|0.13|17.0|2.75|92.99|1.0|0.0|1.0|31.0|-7.08|406.44|0.0|0.0|1.66|-3.95|0.0412|0.000113|0.0458|0.0|0.0|2.21e-07|-0.06084|3.8801|-1325.159466|252.39|553.28|0.6929|-1324.95298|-0.15704|7.0249|-0.21788|0.04039655|-1325.0127220000002|32.0|7.4949|7.4949
8e_a12|0.0|1|0.0|0.0|1|6.803505258|1|1|1.873617728|4.727387819|-0.049397555|2|0.037430556|0.0661362779999999|2.197856963|-0.087658302|-0.0309579439999999|1|1|0.005744805|-0.079913108|-0.136145064|0.761892879|-0.036433876|-0.051240735|0.815412281|0.939627917|0.001151979|0.0155147339999999|-50.273571200000006|0.060372083|34.57040021|5.0872236|0.0|0.7112578709999999|-1.492520871|-17.05887601|61.4656313|0.45384745|538.051884|-854.6507103|2112.908299|0.2887421289999999|6.446557205|11.80358346|0.830990262|25.03342862|0.019545275|11.19206011|1.0|1.0|1.0|1.0|1.0|4.11|0.14|21.0|3.34|55.1|2.0|0.0|1.0|28.0|-6.03|366.42|0.0|1.0|3.12|-4.69|0.0156|2.03e-05|0.00744|0.0|0.0|1.19e-08|-0.05739|3.3044|-1177.593205|236.25|481.04|0.6954899999999999|-1177.380602|-0.13599|1.0295|-0.19338|0.02580783|-1177.436953|588.0|6.2306|6.2306
9r_a24|0.0|0|2.950959457|0.0|0|6.605297921|0|0|0.0|4.59511985|0.013567512|3|0.024179894|-0.17821765|0.0|0.064425793|-0.043274854|1|1|0.008722018|-0.179075526|-0.2920573039999999|0.7958149290000001|-0.120617935|-0.083458647|0.841805128|0.8417158379999999|0.32720212|0.015557618|-54.99020696|0.158284162|106.1180928|6.992734796000001|89.36724924|0.6152148279999999|-1.394383716|-27.82142546|70.79264457|0.473403843|564.3096436000001|-934.8335183|958.7578093|0.384785172|9.672636984|18.36822555|0.898988412|28.13932796|0.02357068|15.80243761|1.0|1.0|1.0|1.0|1.0|3.53|0.22|23.0|4.23|79.82|2.0|0.0|1.0|30.0|-6.83|400.48|0.0|0.0|2.98|-4.06|0.0383|8.77e-05|0.0351|0.0|0.0|2.21e-09|-0.04313|4.2877|-1294.451958|277.23|616.11|0.6204|-1294.201456|-0.1676099999999999|1.9698|-0.21074|0.03426339|-1294.263358|11.0|7.9586|7.9586
9a_a40|0.0|0|0.0|0.0|1|7.515889085|0|0|1.865740741|5.4161004020000005|-0.020455825|0|0.0397333329999999|0.168990628|0.921628874|0.157704751|-0.1720337089999999|2|2|0.011966382|0.009844552|0.016958188|0.690568477|-0.394662853|-0.2990540869999999|0.749764251|0.937600185|0.002467659|0.011033601|-35.24260989|0.062399815|30.17155594|2.579562688|51.49564873|0.868476591|-1.093314022|-14.03449109|39.45618424|0.493941591|453.3484005|-528.6391483|336.39741360000005|0.131523409|6.749223592000001|13.33684703|0.976056482|17.90285474|0.008714375|4.213574358|0.0|1.0|0.0|1.0|0.0|3.26|0.06|20.0|4.58|58.43|1.0|0.0|1.0|21.0|-4.85|291.37|0.0|1.0|4.08|-5.08|0.000944|8.33e-06|0.00243|0.0|0.0|4.02e-07|-0.06495|3.3192|-1217.9449|263.42|411.01|0.69958|-1217.825264|-0.13808|3.8656|-0.20303|0.01109672|-1217.873686|214.0|6.6696|6.6696
8d_a12|0.0|1|2.976279182|0.0|0|6.580639137|1|1|0.0|4.59511985|-0.048642535|2|0.038347953|0.0276482139999999|2.075171777|-0.065870394|-0.046326855|1|1|0.001575111|0.00930483|0.016135176|0.751098108|-0.091036025|-0.080872311|0.8078610759999999|0.858710112|0.266886187|0.011348654|-57.57034769|0.141289888|78.55353315|3.507952014|0.0|0.8338637040000001|-1.760326118|-24.05928792|64.53435462|0.465113852|477.4206699|-978.6959108|1288.818257|0.166136296|6.93584319|12.96695233|0.8695567329999999|26.08195789|0.012525773|6.964006932|1.0|1.0|1.0|1.0|2.0|4.06|0.1|21.0|3.87|65.96|2.0|0.0|1.0|27.0|-5.96|352.39|0.0|1.0|3.02|-4.61|0.0093|2.43e-05|0.0085799999999999|0.0|0.0|4.23e-09|-0.05488|3.7397|-1138.256361|292.53|433.32|0.4997399999999999|-1138.086709|-0.15306|2.1281|-0.20794|0.04004678|-1138.139635|25.0|7.6021|7.6021
16c_a32|0.0|1|3.329674745|0.0|0|7.765993078999999|0|0|0.0|5.733341277|-0.087497559|0|0.03995614|-0.03152033|2.077479142|-0.031087095|-0.036931818|3|3|-0.00369116|-0.1260956869999999|-0.229450999|0.8607827790000001|0.0482801729999999|-0.061904762|0.915639476|0.773043206|0.367322508|0.025791147|-71.59058881|0.226956794|135.41296|9.181311842|37.0285246|0.6846367059999999|-1.679836163|-31.62645048|86.97970500000001|0.463897164|461.2334662|-1002.268243|3143.196853|0.3153632939999999|6.313526111|11.77670717|0.8653137670000001|33.27140293|0.02579269|15.38911619|0.0|1.0|1.0|1.0|2.0|3.5|0.22|19.0|5.64|149.27|1.0|0.0|1.0|27.0|-6.44|399.49|1.0|0.0|3.41|-4.41|0.000366|3.89e-05|0.0155|0.0|0.0|1.0300000000000001e-07|-0.0505|3.6264|-1916.651132|341.89|508.43|0.70198|-1916.478107|-0.14997|4.0551|-0.20047|0.02806787|-1916.536967|5.0|8.3468|8.3468
3j_a32|0.0|1|3.564417045|0.0|0|8.234564993|0|1|0.0|6.3044488020000005|-0.017889768|0|0.037373737|-0.029763115|2.248764828|-0.086191775|-0.052622352|3|3|0.001173363|-0.052818794|-0.097980957|0.824282683|-0.020129489|-0.084553991|0.8884057059999999|0.865101945|0.27811778|0.013773753|-50.46105839|0.134898055|71.64373163|3.885056172|0.0|0.7487739999999999|-1.140158136|-19.82606536|58.58770587|0.4482615029999999|459.4516326|-605.5327007000001|1778.1826620000002|0.251226|5.900829539|10.69497519|0.812452828|21.85672669|0.015301673|8.126647477|1.0|1.0|1.0|1.0|1.0|3.27|0.24|19.0|6.68|110.94|1.0|0.0|1.0|23.0|-5.6|338.45|0.0|0.0|4.09|-4.8|0.0004089999999999|1.58e-05|0.00533|0.0|0.0|2.03e-07|-0.05361|3.4982|-1671.479105|354.42|405.19|0.7028|-1671.351322|-0.14498|3.6238|-0.19859|0.02833407|-1671.402462|8.0|8.0969|8.0969
12c_a5|0.0|0|2.977832018|0.0|0|6.605297921|1|1|0.0|4.59511985|0.020594766|3|0.0252713179999999|-0.086795626|0.0|-0.096073591|0.0072946769999999|1|1|0.00586291|-0.01261147|-0.020144382|0.797601178|0.05430631|0.014673577|0.8446264459999999|0.841092921|0.450827114|0.016374249|-43.47195613|0.158907079|104.5338363|7.085796743|13.26856229|0.583585895|-1.25559373|-30.6699685|59.40070647|0.4609383929999999|553.2961182|-825.9671665|2045.184304|0.416414105|7.293547043999999|13.53008071|0.855075538|25.27376659|0.024214085|15.92875034|1.0|0.0|1.0|1.0|2.0|3.27|0.24|23.0|5.03|75.72|1.0|0.0|1.0|31.0|-6.79|411.5|0.0|0.0|3.31|-4.33|0.0336|4.64e-05|0.0191|0.0|0.0|4.93e-10|-0.04565|4.0116|-1316.5202869999998|265.66|519.21|0.6893600000000001|-1316.244961|-0.16563|3.0135|-0.21128|0.02242648|-1316.305277|47.0|7.3279|7.3279
47f_a18|0.0|0|0.0|0.0|0|7.03438793|1|1|0.0|4.844187086|-0.034211867|0|0.031179487|-0.048472184|0.0|0.033759227|-0.008224928|0|0|0.00531392|-0.264839041|-0.3927204379999999|0.750610215|-0.009917608|-0.014370598|0.780474694|0.838156881|0.375218907|0.0138461289999999|-72.03501774|0.161843119|137.3980967|9.979328976|58.84834254|0.726550657|-2.290978185|-46.00060733|86.11217859|0.483843526|711.5604361000001|-1944.945479|2343.062749|0.273449343|10.55465562|20.44855806|0.937396993|33.88554232|0.016581683|14.07716085|1.0|0.0|1.0|1.0|2.0|4.87|0.34|18.0|3.22|88.97|3.0|2.0|1.0|40.0|-6.4|541.68|0.0|0.0|2.83|-5.52|0.000421|3.01e-06|0.00163|1.0|1.0|6.04e-10|-0.04439|3.0964|-1743.346389|400.42|874.24|0.6984600000000001|-1741.724929|-0.12802|3.8532|-0.1724099999999999|0.02902413|-1741.802171|9.0|8.0458|8.0458
3b_a12|0.0|0|0.0|0.0|0|0.0|1|1|0.0|0.0|-0.043495794|2|0.0375|-0.1215705419999999|0.0|-0.065558712|-0.003968827|0|0|-0.003019113|-0.071149325|-0.116772665|0.768772928|-0.008328578|-0.007397776|0.82914101|0.903204699|0.073824142|0.0103611969999999|-46.11064215|0.096795301|50.46508298|2.816328871|0.0|0.7688221909999999|-1.326648015|-17.50314491|54.77629766|0.390744506|470.8937285|-691.6596323|1935.211747|0.2311778089999999|6.6333156660000006|10.88757628|0.64134753|23.06757345|0.0166212889999999|8.665655511|1.0|1.0|0.0|1.0|1.0|3.82|0.05|18.0|4.05|37.28|1.0|0.0|1.0|24.0|-5.65|332.79|0.0|1.0|3.59|-4.64|0.0184|2.28e-05|0.00759|0.0|0.0|7.91e-09|-0.07091|3.7741|-1410.947421|294.55|426.66|0.6654800000000001|-1410.826913|-0.15229|5.9551|-0.2232|0.02444371|-1410.8759220000002|49.0|7.3098|7.3098
16e_a32|0.0|1|3.343660084|0.0|0|7.765993078999999|0|0|0.0|5.733341277|-0.06951854|0|0.040982906|-0.04474426|2.080236877|-0.070351839|-0.01320745|3|3|-0.002310082|-0.123297852|-0.219947482|0.86370575|0.096017785|-0.022651598|0.91471624|0.7903051590000001|0.504569498|0.024145309|-75.36830928|0.209694841|134.6906051|9.961663868|39.27920316|0.702226562|-1.760072163|-35.94239328|90.34923861|0.458956284|507.6266039|-1130.524639|3376.1299740000004|0.297773438|6.573687662|12.15001203|0.848279482|34.2534974|0.023323257|14.98092934|0.0|1.0|1.0|1.0|2.0|3.64|0.26|19.0|6.03|149.27|3.0|0.0|1.0|28.0|-6.15|413.52|1.0|0.0|3.77|-4.75|0.000107|1.7899999999999998e-05|0.0074099999999999|0.0|0.0|4.18e-08|-0.0505899999999999|3.6214|-1955.965644|342.37|552.79|0.7022|-1955.766505|-0.14991|3.2372|-0.2005|0.02792775|-1955.827194|7.0|8.1367|8.1367
galu_a46|0.0|0|0.0|0.0|1|7.535296702|1|1|2.082220175|5.4161004020000005|-0.080432741|2|0.039550827|-0.090581301|1.721297609|-0.094815394|-0.1121767259999999|1|1|0.003107816|0.028964355|0.0481706809999999|0.81708619|0.044184467|-0.173285585|0.875868891|0.7637964079999999|0.5235416979999999|0.01235603|-49.84028137|0.236203592|132.199522|3.870487977|68.43088526|0.7832175929999999|-1.513861067|-28.50774993|57.65745491|0.468241745|427.4851161|-847.2847833999999|1755.2047|0.2167824069999999|6.445819025|12.12170938|0.880553787|23.01702105|0.013967104|7.817173532999999|1.0|1.0|1.0|1.0|1.0|3.27|0.18|21.0|3.69|86.69|1.0|0.0|1.0|28.0|-6.86|369.42|0.0|0.0|2.84|-3.99|52.0|0.000102|0.0375|0.0|0.0|7.45e-08|||||||||||||51.0|7.2924|7.2924
19d_a38|0.0|0|3.314284769|0.0|0|7.412764017000001|2|2|0.0|5.351858133|-0.17467835|2|0.04572104|0.019858574|0.0|-0.0555594909999999|-0.024688524|1|1|-0.00835812|-0.060668296|-0.128079012|0.853092207|0.111104525|-0.039361255|0.908591797|0.63167949|0.3509455999999999|0.024158903|-80.2776536|0.36832051|236.7675313|9.98319831|115.6739235|0.7494816990000001|-2.372750256|-48.11018574|94.84426896|0.478151237|406.0626253|-1525.275418|2995.494247|0.250518301|7.056031803|13.52121974|0.916264002|37.68716585|0.022660131|14.56661536|0.0|0.0|1.0|0.0|4.0|4.91|0.13|17.0|2.34|124.32|1.0|0.0|1.0|33.0|-7.84|444.46|0.0|0.0|1.94|-3.62|0.0594|0.0002399999999999|107.0|0.0|0.0|3.94e-07|-0.05091|3.6586|-1500.850957|230.58|517.77|0.6957800000000001|-1500.621723|-0.15054|7.9959|-0.20145|0.04735828|-1500.683599|11.0|7.9586|7.9586
SB431542_a8|0.0|0|3.172627551|0.0|1|7.535296702|1|1|1.4114120369999998|5.4161004020000005|-0.1950388569999999|1|0.041909722|0.096884952|0.0|-0.029382296|-0.0453332859999999|1|1|-0.005306541|0.055198015|0.089375589|0.762577159|0.229470029|-0.072891515|0.8220300859999999|0.5653298489999999|0.274152231|0.034730361|-74.57768059|0.434670151|260.1744351|12.44282236|89.26670319|0.7608280590000001|-2.242727845|-45.98111161|89.64885355|0.476091179|338.38158389999995|-1342.398251|1947.072021|0.239171941|7.360028263999999|14.04829994|0.908729075|38.35632812|0.025179219|15.07117296|0.0|1.0|1.0|0.0|2.0|3.35|0.05|23.0|3.13|112.23|1.0|0.0|1.0|30.0|-7.04|400.39|0.0|0.0|2.58|-4.14|16.0|7.28e-05|0.0292|0.0|0.0|1.74e-07|||||||||||||79.08|4.1019|4.1019
14y_a23|0.0|1|0.0|0.0|2|7.423568444|0|0|3.3149940630000003|5.351858133|-0.022719307|2|0.046678487|0.041892637|0.731397292|-0.051539811|-0.031435038|2|2|0.007229683|-0.069023218|-0.125978901|0.802520527|0.137426346|-0.049318182|0.8668730109999999|0.925252932|0.2271539169999999|0.018804822|-55.74067298|0.074747068|51.68445972|8.990852582999999|82.29531392|0.78322549|-1.612264842|-27.63946733|67.16839951|0.486730407|639.7735629|-1114.8134599999998|2336.815247|0.21677451|8.213390641|16.00209862|0.948293868|30.28429949|0.016527|11.42772654|0.0|1.0|0.0|1.0|1.0|3.41|0.05|26.0|4.64|105.02|2.0|1.0|1.0|32.0|-5.8|480.37|0.0|0.0|4.45|-6.13|8.18e-05|7.37e-07|0.000354|0.0|0.0|2.6899999999999996e-09|-0.08374|3.6413|-2549.091817|340.49|585.2|0.61338|-2548.8917260000003|-0.14942|4.8799|-0.2331599999999999|0.01307741|-2548.953933|4.0|8.4225|8.4225
LY364947_a10|0.0|0|2.949609552|0.0|0|6.605297921|0|0|0.0|4.59511985|-0.00390904|2|0.0273958329999999|0.0938628109999999|2.084955541|0.010202602|-0.006198347|1|1|0.006909045|0.04209715|0.072909639|0.711607778|-0.072740964|-0.012096774|0.7792035190000001|0.8431045490000001|0.449473391|0.009678082|-33.26705198|0.156895451|69.31194102|1.88879448|0.0|0.7234846559999999|-0.978948758|-15.02735938|41.53157099|0.486715511|372.4595738|-432.4716757000001|839.5356408|0.276515344|4.702575386|9.161732895|0.948237326|18.1140017|0.018707677|8.264519015|1.0|0.0|1.0|1.0|1.0|2.46|0.0|21.0|3.97|54.46|0.0|0.0|1.0|21.0|-6.02|272.3|0.0|1.0|2.8|-3.86|0.0789|0.000137|0.0374|0.0|0.0|6.31e-08|||||||||||||59.0|7.2291|7.2291
8c_a31|0.0|0|3.435435563|0.0|0|7.765993078999999|1|1|0.0|5.733341277|-0.104377029|0|0.03995098|-0.106461724|0.0|-0.1903992189999999|-0.1029580369999999|2|2|-0.004832959|-0.053983462|-0.09039853|0.847752299|0.006000201|-0.1759864119999999|0.896193695|0.626072761|0.280934088|0.029669107|-70.64275621|0.3739272389999999|206.2599245|9.027343766|477.2277896000001|0.72308253|-1.66488115|-35.61776956|82.77037329|0.47508938|345.3445134|-918.3558307|1678.6836239999998|0.27691747|6.820988495|12.99457133|0.90508624|30.23944586|0.021986076|12.12761708|1.0|1.0|1.0|1.0|2.0|3.51|0.29|16.0|4.89|114.29|0.0|0.0|1.0|24.0|-6.7|342.42|0.0|0.0|2.83|-3.63|13.0|0.000237|0.0811|0.0|0.0|7.45e-07|-0.03222|3.8492|-1426.129055|322.11|475.72|0.7005|-1425.968408|-0.15985|3.3453|-0.19207|0.03744829|-1426.024361|0.81|6.0915|6.0915
13p_a6|0.0|0|3.449535594|0.0|0|6.842683282|0|0|0.0|4.727387819|-0.1144898999999999|2|0.042959184|0.072850973|1.633493259|-0.014153926|-0.072853186|1|1|-0.005708558|-0.068532678|-0.116250572|0.784414352|-0.059663359|-0.125636943|0.837659336|0.7265205579999999|0.196002517|0.01730144|-76.17631587|0.273479442|194.0233618|8.708451561|107.5669533|0.76005742|-2.14743793|-50.03427239|89.17529231|0.412828992|515.4389679999999|-1523.526317|3833.042283|0.23994258|8.760340755|14.91957306|0.703081362|35.16646396|0.018322293|12.99897644|1.0|1.0|1.0|1.0|3.0|3.64|0.12|27.0|4.58|122.47|1.0|0.0|0.0|34.0|-7.01|449.51|0.0|0.0|2.96|-4.55|0.00365|2.79e-05|0.0125|0.0|0.0|8.73e-11|-0.0746|2.9837|-1463.0432449999998|258.45|573.39|0.7056600000000001|-1462.740542|-0.12251|9.0546|-0.1971099999999999|0.03807447|-1462.804694|92.0|7.0362|7.0362
17b_a50|0.0|1|0.0|0.0|2|7.934155233999999|1|1|4.35392516|5.82008293|0.013050204|1|0.032052154|0.035558152|2.206759705|-0.152660972|-0.15040528|2|2|0.012686493|-0.2252068689999999|-0.357011777|0.7621727979999999|-0.1585336269999999|-0.257646121|0.799772151|0.931849183|0.4220781729999999|0.0128994089999999|-52.58062823|0.068150817|47.42733742|6.247196459|86.9549829|0.803386523|-1.662228695|-23.14256283|59.65808461|0.4835366239999999|648.4900322000001|-1156.773821|1948.148592|0.1966134769999999|8.324966952|16.11918162|0.936245718|23.22374317|0.010169967|7.077456382|1.0|1.0|1.0|1.0|0.0|4.17|0.35|20.0|4.18|51.77|3.0|0.0|1.0|32.0|-6.09|426.56|0.0|1.0|3.87|-4.91|0.00763|1.22e-05|0.0052|0.0|0.0|2.87e-08|-0.0318|4.0418|-1337.164673|292.09|647.75|0.66195|-1336.833957|-0.16699|6.3333|-0.19879|0.02640483|-1336.899093|122.0|6.9136|6.9136
16_a20|0.0|0|3.485659565|0.0|0|6.842683282|0|0|0.0|4.727387819|0.00695144|2|0.0388043479999999|0.126359252|2.013871268|-0.061975089|-0.062750442|1|1|0.001157852|-0.070208458|-0.117308016|0.7478675859999999|-0.085041518|-0.10978034|0.809440795|0.915005572|0.382481746|0.011604018|-51.18223058|0.084994428|55.92018945|5.023018225|3.46788153|0.780108103|-1.47806874|-28.6288015|60.02453683|0.464473378|602.0075202|-972.4623811|2161.751186|0.219891897|8.166385503999999|15.24926152|0.8673208|24.9314775|0.013439632|8.84230625|1.0|1.0|1.0|1.0|1.0|3.5|0.08|27.0|6.38|78.25|2.0|0.0|0.0|31.0|-5.42|401.46|0.0|0.0|4.37|-5.66|0.000349|2.17e-06|0.0008699999999999|0.0|0.0|3.0500000000000005e-11|-0.05909|3.5704|-1275.8670960000002|207.2|554.41|0.69524|-1275.636924|-0.1481299999999999|4.7315|-0.20722|0.03385502|-1275.6960869999998|26.0|7585.0|7585.0
14ab_a23|0.0|1|0.0|0.0|2|7.423568444|0|0|3.4171257980000003|5.351858133|-0.028841865|2|0.04314059|0.021287386|0.7586471459999999|0.010803172|-0.03821899|2|2|0.012103325|-0.074579388|-0.13397874|0.75434493|-0.085303124|-0.05990912|0.8072028240000001|0.92422233|0.20155691|0.017974612|-52.21744789|0.07577767|51.89838547|8.431109267|82.79560776|0.797837067|-1.677357849|-24.37891748|61.60741239|0.4695727329999999|632.9786397|-1148.783854|2332.352369|0.202162933|7.83369055|14.76864227|0.885272615|27.16741043|0.013710439|9.389964491|0.0|1.0|1.0|1.0|1.0|3.63|0.12|26.0|4.4|105.02|2.0|1.0|1.0|32.0|-5.92|439.54|0.0|0.0|4.12|-5.55|0.000259|2.81e-06|0.00123|0.0|0.0|6.9799999999999995e-09|-0.07146|3.6587|-1708.543268|338.88|595.23|0.66532|-1708.277193|-0.14778|5.9624|-0.21924|0.02013145|-1708.3414239999995|4.0|8.4012|8.4012
15a_a50|0.0|1|0.0|0.0|2|7.934155233999999|1|1|4.126145086|5.82008293|-0.06317118|1|0.035694444|-0.0446629609999999|2.020652006|-0.15010386|-0.125205943|2|2|0.005828749|-0.128070491|-0.209259615|0.821868651|-0.051676609|-0.207610131|0.8749408470000001|0.837789896|0.4349386739999999|0.018014615|-50.56454577|0.162210104|97.06405493|6.450390922|0.0|0.705410595|-1.436529349|-28.07082095|61.78266878|0.4476230879999999|501.3207109|-859.5972780999999|1754.903963|0.294589405|8.095541483|14.65582885|0.8103580690000001|24.86892274|0.018747341|11.21812301|1.0|1.0|1.0|1.0|1.0|3.7|0.23|20.0|3.23|68.76|1.0|0.0|1.0|28.0|-6.78|371.44|0.0|1.0|2.76|-3.92|0.0933|0.0001189999999999|0.0444|0.0|0.0|8.070000000000001e-07|-0.03255|4.0408|-1199.784983|306.83|519.38|0.66132|-1199.572081|-0.16693|6.6307|-0.19948|0.03314629|-1199.629702|41.0|7.3872|7.3872
19i_a38|0.0|0|3.169368622|0.0|0|7.412764017000001|2|2|0.0|5.351858133|-0.115864198|2|0.043197531|0.08414367|0.0|-0.074033381|-0.053762162|1|1|-0.004358975|-0.098027247|-0.250781298|0.836170906|-0.040954326|-0.087904124|0.892249657|0.747158407|0.4748744179999999|0.022576308|-69.40536597|0.252841593|154.953787|8.479305267|10.71501217|0.7419238420000001|-2.038505453|-31.35232957|82.98550237|0.444551315|457.89548719999993|-1249.2965869999998|2335.0953870000003|0.258076158|6.690507557999999|12.04523072|0.800346329|33.67721904|0.022159015|13.5801364|1.0|1.0|1.0|1.0|3.0|4.8|0.14|17.0|3.55|81.23|1.0|0.0|1.0|31.0|-6.81|419.43|0.0|0.0|3.04|-4.33|0.0238|4.67e-05|0.0196|0.0|0.0|7.599999999999999e-08|-0.0564799999999999|3.6129|-1431.384243|217.36|457.26|0.69267|-1431.181148|-0.14872|6.6636|-0.2052|0.03110827|-1431.239177|13.0|7.9031|7.9031
5a_a49|0.0|0|0.0|0.0|1|7.853604813|2|2|2.111324504|5.777652323|0.007039248|2|0.034466231|-0.072902329|1.878067786|-0.046327135|0.076610236|1|1|0.008623164|-0.158356406|-0.26176436|0.7979412790000001|0.001251171|0.127914587|0.855876084|0.800090055|0.6254267029999999|0.028578361|-46.04810561|0.199909945|116.9370825|9.77851757|54.35929907|0.6069287529999999|-1.338267206|-24.67330519|61.89135559|0.490453006|468.0117167|-782.8177953|1887.422375|0.393071247|6.0732145310000005|11.91885068|0.962527525|26.32248561|0.0270848489999999|15.84324998|0.0|1.0|1.0|1.0|0.0|3.37|0.22|21.0|3.3|73.14|1.0|0.0|1.0|30.0|-6.84|397.43|0.0|1.0|2.93|-4.29|0.0578|5.09e-05|0.0202|0.0|0.0|1.1900000000000001e-07|-0.05062|3.9219|-1311.960542|236.42|443.78|0.66225|-1311.743648|-0.16176|5.6104|-0.21238|0.03478454|-1311.799168|43.0|7.3665|7.3665
19b_a38|0.0|0|3.26554965|0.0|0|7.412764017000001|2|2|0.0|5.351858133|-0.115864198|2|0.044392765|0.013765516|0.0|-0.1381849369999999|-0.0697981979999999|1|1|-0.004358975|-0.098027247|-0.250781298|0.8295290000000001|0.019437461|-0.114123934|0.8851623040000001|0.7293105670000001|0.336505882|0.0224393089999999|-71.73053105|0.270689433|168.00390359999997|8.643817972|0.0|0.7596369590000001|-2.0803120280000003|-33.13317155|84.49751102|0.478948837|452.6479704|-1291.149559|2436.66785|0.240363041|7.159317935|13.74014387|0.91919733|33.99385836|0.020570275|12.76697997|0.0|1.0|1.0|0.0|3.0|4.82|0.14|17.0|3.55|81.23|1.0|0.0|1.0|31.0|-6.81|419.43|0.0|0.0|2.94|-4.33|0.0238|4.67e-05|0.0196|0.0|0.0|7.599999999999999e-08|-0.05031|3.7509|-1431.38073|231.18|485.64|0.69411|-1431.18309|-0.15414|5.5253|-0.20445|0.03336932|-1431.2418630000002|12.0|7.9172|7.9172
