molecula|SddssS|n9FaRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|nARing|SaasN|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|SaaaC|MATS8i|AATSC8d|n5aRing|n5aHRing|AATSC1pe|MATS1i|AATSC1i|BIC2|MATS8s|MATS8d|SIC2|RASA|PBF|FPSA3|PNSA5|RPSA|TPSA_x|WPSA3|RPCS|FNSA1|FNSA2|WNSA3|DPSA5|GeomPetitjeanIndex|TASA|PNSA2|MOMI-Z|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|DPSA4|FPSA5|PPSA5|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|TPSA_y|Leadlikeness|Brenk|Class [Log S (SILICOS-IT)]|Heavy atom count|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Wavelength (max. Transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|IC50|pIC50|pIC50
47u_a18|0.0|0|0.0|0.0|0|7.03438793|1|1|0.0|4.844187086|-0.0872206669999999|0|0.035393939|0.008108241|0.0|0.031337464|-0.033209663|0|0|0.00082284|-0.126628013|-0.1904128389999999|0.7517870059999999|-0.0112778039999999|-0.053126304|0.7960273840000001|0.741066474|0.33777918|0.02068926|-64.32800179|0.258933526|180.5187465|10.0557163|77.59162925|0.721837463|-2.029965788|-43.92035521|79.06741651|0.483819806|516.6437614|-1415.216039|1415.590236|0.278162537|9.18142206|17.78724206|0.937307962|33.23007431|0.021142007|14.73941472|0.0|1.0|1.0|0.0|2.0|3.98|0.19|18.0|3.15|99.56|3.0|1.0|1.0|34.0|-6.31|455.51|0.0|0.0|2.6|-4.98|0.000932|1.04e-05|0.00472|0.0|0.0|6.34e-09|-0.06392|3.1186|-1510.153552|397.57|646.45|0.69143|-1509.771642|-0.12717|4.4624|-0.19109|0.02892505|-1509.839543|1.97|5.7055|5.7055
1_a1 (SKF-104365)|0.0|0|0.0|0.0|1|7.535296702|1|1|2.196347317|5.4161004020000005|-0.01959813|1|0.0409444439999999|-0.091086986|0.0|-0.10236005|0.11172918|1|1|0.002250781|-0.123703409|-0.300426726|0.7926983559999999|-0.015406451|0.194988905|0.857919181|0.8131557509999999|0.2405471019999999|0.0133681239999999|-37.55389489|0.186844249|86.42113499|2.859900586|63.42504103|0.709744919|-0.9743074|-14.547040099999998|46.32985169|0.416807085|376.1092109|-450.6467387|1551.362941|0.290255081|5.2735884010000005|9.042613965|0.71469847|19.24066156|0.018973797|8.775956802|1.0|1.0|1.0|1.0|0.0|2.97|0.12|17.0|3.93|56.01|0.0|0.0|1.0|21.0|-6.01|297.35|0.0|1.0|3.27|-4.02|0.0472|9.65e-05|0.0287|0.0|0.0|9.93e-07|-0.03482|3.8901|-1279.060907|318.72|358.09|0.70081|-1278.971649|-0.16142|4.5773|-0.19624|0.02377006|-1279.017667|1.6|5.7959|5.7959
5d_a40|0.0|0|0.0|0.0|1|8.149890544|0|1|1.601200869|6.167516491000001|0.0418378229999999|0|0.044526749|-0.1031436519999999|0.716041667|0.2078052269999999|0.029272031|2|2|0.006642869|-0.0038660009999999|-0.009744685|0.8092726020000001|0.145024458|0.0451110059999999|0.877722972|0.754010052|0.049855551|0.022027556|-43.26473143|0.245989948|112.88660690000002|4.638915105|53.85026982|0.8111805740000001|-1.131332331|-18.15211073|49.97858532|0.479931934|346.0207917|-519.1767771000001|511.3769101|0.188819426|6.288958592999999|12.09256826|0.922825231|21.3342049|0.014630084|6.713853887999999|0.0|1.0|0.0|0.0|0.0|3.02|0.21|14.0|4.08|75.5|0.0|1.0|2.0|20.0|-5.94|287.31|0.0|1.0|3.1|-3.82|17.0|0.000152|0.0436|0.0|0.0|4.7600000000000005e-05|-0.06796|3.7374|-1276.817151|331.74|365.74|0.69613|-1276.751174|-0.14851|7.0422|-0.2164699999999999|0.01667985|-1276.797751|19.0|7.7212|7.7212
12g_a36|0.0|0|3.5202147110000004|0.0|0|7.412764017000001|2|2|0.0|5.351858133|-0.039008054|2|0.03912037|0.078990142|0.0|0.078155467|-0.0521750109999999|1|1|0.005035022|-0.099596099|-0.163978382|0.8026482070000001|-0.19532883|-0.088251318|0.847239339|0.854238488|0.374686587|0.017738779|-66.72829531|0.1457615119999999|100.2028184|8.382969151000001|5.097410387|0.779745318|-2.038413337|-32.74608471|77.14470618|0.473274545|587.240781|-1401.294202|2476.712654|0.2202546819999999|7.285010602000001|13.83075477|0.898522257|30.45962398|0.015152386|10.41641087|0.0|1.0|1.0|1.0|2.0|5.06|0.24|17.0|3.85|69.2|2.0|0.0|1.0|32.0|-6.19|423.51|0.0|1.0|2.66|-4.86|0.0047799999999999|1.39e-05|0.00589|0.0|0.0|4.2e-08|-0.0505199999999999|3714.0|-1350.861445|238.01|657.02|0.70097|-1350.571683|-0.15236|5.912000000000001|-0.20288|0.0255597|-1350.633209|14.0|7.8539|7.8539
47t_a18|0.0|0|0.0|0.0|0|7.03438793|1|1|0.0|4.844187086|-0.161517185|0|0.03672956|0.018018036|0.0|-0.011641394|-0.04785474|0|0|-0.004985656|-0.068787175|-0.104274108|0.750103977|0.005590928|-0.074774521|0.796935152|0.67203319|0.240001773|0.014067024|-69.13537385|0.32796681|219.5070758|6.301435212|78.43695402|0.804531523|-2.272502492|-53.39751484|80.00407742|0.49779009|449.789539|-1520.978225|1326.524873|0.195468477|8.780037801|17.48280476|0.991199259|33.75918118|0.016238994|10.86870356|0.0|0.0|1.0|0.0|3.0|3.86|0.15|18.0|2.6|110.56|2.0|1.0|1.0|33.0|-6.46|441.48|0.0|0.0|2.15|-4.77|0.00117|1.7100000000000002e-05|0.0075299999999999|0.0|0.0|3.09e-08|-0.06822|3.1164|-1470.836067|397.84|601.36|0.6895100000000001|-1470.528808|-0.12692|7.7656|-0.19514|0.03767603|-1470.593659|782.0|6.1068|6.1068
15_a15|0.0|0|0.0|0.0|0|0.0|1|1|0.0|0.0|-0.031457366|3|0.029814815|-0.063032481|0.0|0.000676845|0.0020555079999999|0|0|0.003766915|-0.173728081|-0.272482143|0.724319314|0.007958332|0.003774415|0.7725348679999999|0.8972060479999999|0.7028760070000001|0.020649569|-60.51136736|0.102793952|68.29723829999999|9.115534766|4.306196778|0.702544178|-1.821509261|-27.31834743|73.99578515|0.435723718|596.1118717|-1210.227347|2868.890383|0.297455822|6.673906339|11.8273735|0.772181523|29.700607300000005|0.0202953539999999|13.48441779|1.0|1.0|0.0|0.0|1.0|4.04|0.07|24.0|4.33|59.51|2.0|0.0|1.0|34.0|-5.26|448.52|1.0|0.0|4.64|-6.1|0.000214|7.970000000000001e-07|0.000357|0.0|0.0|1.27e-09|-0.03786|2582.0|-1450.725355|335.38|573.46|0.70572|-1450.398033|-0.10964|1.6365|-0.1475|0.02849263|-1450.462493|109.0|6.9626|6.9626
26_a20|0.0|0|0.0|0.0|1|6.842683282|0|0|1.877209467|4.727387819|-0.104520106|2|0.0396875|0.1516835819999999|2.01129617|-0.054222344|-0.033102079|1|1|0.003149352|0.0346782989999999|0.057022334|0.7541508029999999|-0.070815554|-0.055150498|0.8096894440000001|0.79337253|0.423153994|0.012753218|-55.81998701|0.20662747|139.417676|5.806030949|80.47551422|0.7848887259999999|-1.737317706|-39.28020352|65.85953426|0.472355054|535.3119506|-1172.219727|2534.075607|0.215111274|7.598632688999999|14.40103379|0.8952138340000001|28.17896678|0.014879363|10.03954725|1.0|1.0|1.0|1.0|1.0|3.42|0.08|27.0|4.5|86.69|2.0|0.0|1.0|32.0|-6.28|419.48|0.0|0.0|3.66|-5.02|0.00305|9.51e-06|0.00399|0.0|0.0|6.64e-10|-0.05097|3.8894|-1352.277633|256.05|543.96|0.68167|-1352.036122|-0.16129|3.8173|-0.21226|0.03774288|-1352.098465|131.0|6.8827|6.8827
3_a47|0.0|0|0.0|0.0|0|0.0|0|0|0.0|0.0|-0.130414103|2|0.03308642|-0.013350303|1.416887578|0.103847816|0.013073797|0|0|-0.007967014|-0.015388793|-0.024240921|0.720319618|0.104873188|0.022804181|0.780628097|0.854727481|0.4661246329999999|0.008609292|-49.71258151|0.145272519|76.18000386|2.367459086|1.139378223|0.7849694909999999|-1.422001494|-22.85956767|58.22383723|0.403777634|448.2137648|-745.6887227000001|1280.146703|0.2150305089999999|6.46319354|10.84023999|0.67722658|24.35791949|0.016230658|8.511255722000001|1.0|0.0|1.0|1.0|2.0|2.59|0.0|22.0|4.32|58.04|1.0|0.0|1.0|25.0|-5.16|347.8|0.0|1.0|4.02|-5.35|0.000995|4.49e-06|0.00156|0.0|0.0|3.829999999999999e-09|-0.05717|3.7284|-1470.101469|217.52|402.58|0.69138|-1469.969304|-0.15473|4.0226|-0.2119|0.03619487|-1470.0192869999998|316.0|6.5|6.5
12u_a30|0.0|0|0.0|0.0|0|7.412764017000001|2|2|0.0|5.351858133|-0.027452346|2|0.043383838|-0.091507428|0.0|0.028815747|-0.0646674999999999|1|1|0.001805829|-0.0493878409999999|-0.0857954809999999|0.83236194|-0.055829439|-0.105767484|0.889479916|0.84944095|0.477056017|0.015562896|-65.55148142|0.15055905|100.8445957|6.982033926000001|0.0|0.810462868|-1.859475018|-34.72068676|75.26051582|0.443167712|568.9563615000001|-1245.478147|2608.6452440000003|0.189537132|7.804487592999999|14.01586754|0.7958728709999999|31.36222814|0.014495402|9.709034401|0.0|1.0|1.0|0.0|1.0|4.63|0.14|17.0|5.11|81.65|2.0|0.0|1.0|31.0|-5.52|467.37|0.0|0.0|3.59|-6.04|0.000123|9.14e-07|0.0004269999999999|0.0|0.0|1.58e-08|-0.0528299999999999|3.5003|-2494.927579|354.21|559.16|0.6847|-2494.736802|-0.1486299999999999|5.3020000000000005|-0.20146|0.03472994|-2494.7995530000003|34.0|7.4647|7.4647
12bg_a36|0.0|0|3.434779148|0.0|0|7.412764017000001|2|2|0.0|5.351858133|-0.044573523|2|0.044197531|0.057879142|0.0|-0.060117593|-0.0206090089999999|1|1|-0.00097037|-0.101451485|-0.1716508239999999|0.836170906|-0.023460562|-0.033696875|0.892249657|0.840610352|0.543472602|0.019606406|-70.42534258|0.159389648|109.3374477|9.22604612|14.85588272|0.747867728|-1.847960372|-35.49918495|83.78068847|0.46245521|576.6383913|-1267.656166|2915.548359|0.252132272|7.549463377|14.04434294|0.860310096|33.900544700000005|0.01946912|13.35534589|0.0|1.0|1.0|0.0|2.0|4.75|0.14|17.0|3.99|69.2|2.0|0.0|1.0|31.0|-6.26|450.32|0.0|1.0|2.82|-5.18|0.00372|6.55e-06|0.00295|0.0|0.0|1.74e-08|-0.0542299999999999|3.8944|-2152.104584|318.36|554.7|0.69395|-2151.914954|-0.15743|6.6844|-0.21166|0.03334656|-2151.975577|15.0|7.8239|7.8239
14h_a23|0.0|1|0.0|0.0|2|7.423568444|0|0|3.309480899|5.351858133|0.006191846|2|0.04255787|0.0316908439999999|0.7290938920000001|-0.024318144|-0.034313725|2|2|0.009266617|-0.0686282459999999|-0.131709531|0.79263722|0.143102066|-0.05745554|0.860920386|0.923430574|0.223157991|0.021982565|-54.6468131|0.076569426|51.620282|9.990985411|86.83095818|0.753100584|-1.621174834|-29.00823506|67.44368679|0.48032488|622.5428245|-1092.936262|2371.16134|0.246899416|7.833334036|15.0735214|0.924279155|30.23434844|0.018981866|12.79687369|0.0|1.0|1.0|1.0|1.0|3.47|0.04|26.0|3.4|128.81|1.0|1.0|1.0|32.0|-6.62|436.49|0.0|0.0|3.23|-4.9|0.0009109999999999|1.27e-05|0.00554|0.0|0.0|3.39e-08|-0.08532|3.6689|-1722.148272|306.09|569.53|0.69933|-1721.9314420000003|-0.15209|9.7146|-0.2374099999999999|0.02796857|-1721.99264|5.0|8.3468|8.3468
9a_a31|0.0|0|3.348289714|0.0|0|7.765993078999999|1|1|0.0|5.733341277|-0.093457477|0|0.036891534|-0.05057805|0.0|0.03406986|-0.0007638889999999|2|2|-0.0033853629999999|-0.093527289|-0.15653721|0.782715368|0.045292529|-0.001313433|0.837697452|0.691768132|0.235442032|0.033245595|-78.6954713|0.308231868|197.8075471|13.69193237|95.14995868|0.737758755|-2.0846509230000003|-41.55773748|94.03540892|0.484502446|443.941629|-1337.8230119999998|1955.13855|0.262241245|7.812278516|15.15483138|0.939873412|37.77835579999999|0.0239033229999999|15.33993762|1.0|1.0|1.0|1.0|2.0|3.6|0.14|22.0|5.51|117.37|1.0|0.0|1.0|30.0|-6.39|418.47|0.0|0.0|3.47|-4.77|0.00101|1.7100000000000002e-05|0.00715|0.0|0.0|7.35e-09|-0.04275|3.7892|-1691.9137670000002|327.21|540.01|0.7028|-1691.716118|-0.15757|5.0244|-0.20032|0.03885662|-1691.7777600000002|0.15|6.8239|6.8239
15a_a22|0.0|0|0.0|0.0|1|6.842683282|0|0|1.646649187|4.727387819|-0.052476637|2|0.038167849|0.021482585|1.614660505|-0.057308195|-0.015194063|1|1|0.005757758|-0.097476465|-0.165471815|0.7392451729999999|-0.09744639|-0.027029438|0.794858486|0.86664032|0.410151945|0.02126757|-55.4621036|0.13335968|90.52525878|9.799599501|65.53409434|0.702735071|-1.634109304|-28.45564196|70.12529157|0.444668211|588.2800507999999|-1109.242072|2169.226845|0.297264929|8.157552588|14.6895113|0.800725296|30.3550786|0.0216014629999999|14.66318798|1.0|1.0|1.0|1.0|1.0|3.42|0.08|27.0|3.87|85.59|1.0|0.0|1.0|32.0|-6.61|420.47|0.0|0.0|3.19|-4.68|0.00945|2.1e-05|0.00881|0.0|0.0|6.1e-10|-0.0600399999999999|3.6496|-1368.321775|245.14|541.27|0.69076|-1368.0755869999998|-0.15281|5.2588|-0.21285|0.03153544|-1368.1368730000002|143.0|6.8447|6.8447
14aa_a23|0.0|1|0.0|0.0|2|7.423568444|0|0|3.4143268310000003|5.351858133|-0.026892547|2|0.046678487|0.031136154|0.758549568|-0.029037128|-0.044957534|2|2|0.012103325|-0.074579388|-0.13397874|0.75434493|0.055269665|-0.070471939|0.8072028240000001|0.924108042|0.204831806|0.018016316|-51.83122853|0.075891958|51.68445972|8.355923226|83.27171526|0.796659447|-1.6743643259999998|-24.18971469|61.21989213|0.4930525229999999|629.3423691|-1140.287028|2263.821505|0.203340553|8.000512184|15.78173785|0.972590939|27.00633206|0.013786041|9.388663605|0.0|1.0|1.0|1.0|1.0|3.63|0.12|26.0|4.4|105.02|2.0|1.0|1.0|32.0|-5.92|439.54|0.0|0.0|4.1|-5.55|0.000259|2.81e-06|0.00123|0.0|0.0|6.9799999999999995e-09|-0.0708299999999999|3.5934|-1708.5422620000002|345.03|588.45|0.6805899999999999|-1708.276011|-0.1449|5.8286|-0.21573|0.02033777|-1708.338059|4.0|8451.0|8451.0
6_a15|0.0|0|0.0|0.0|0|0.0|0|0|0.0|0.0|-0.048804012|1|0.042926829|0.106485923|0.0|0.011857945|-0.009025163|0|0|0.003942615|-0.195267558|-0.281352401|0.691316481|0.0371776429999999|-0.015484797|0.7248900659999999|0.859308431|0.398681391|0.02948637|-71.76572566|0.140691569|82.0880213|10.03794313|55.65697829|0.581974721|-1.599000943|-24.00625743|88.94853813|0.3902945579999999|501.3728188|-932.9544335|1971.005637|0.4180252789999999|6.110075236|10.02135591|0.640136254|30.82854077|0.029449813|17.18281248|1.0|1.0|0.0|1.0|1.0|3.29|0.23|18.0|4.43|61.84|2.0|0.0|1.0|28.0|-5.33|380.44|0.0|1.0|4.11|-5.14|0.000823|7.32e-06|0.00278|0.0|0.0|1.13e-08|-0.02419|3.7696|-1263.0072300000002|285.52|545.21|0.70554|-1262.75978|-0.15714|1.3789|-0.18133|0.01711539|-1262.820532|35.0|7.4559|7.4559
12ab_a30|0.0|0|0.0|0.0|0|7.412764017000001|2|2|0.0|5.351858133|-0.030346359|2|0.043854875|0.018023992|0.0|0.038312857|0.01563558|1|1|0.005111479|-0.12254489|-0.207153446|0.809127478|0.078325164|0.026596859|0.855880335|0.7997534890000001|0.4605456229999999|0.031588146|-71.0035788|0.200246511|140.93076580000002|15.64609074|0.0|0.603952976|-1.815983471|-40.9825333|92.49334877|0.461207954|562.8556061|-1278.064418|2618.234172|0.3960470239999999|8.44310703|15.6704374|0.856003642|37.1257096|0.030534507|21.48976996|0.0|1.0|1.0|1.0|1.0|4.87|0.21|17.0|3.94|100.11|2.0|0.0|1.0|33.0|-6.39|458.54|0.0|0.0|2.52|-5.0|0.00113|9.94e-06|0.00456|0.0|0.0|1.47e-07|-49.0|3.4919|-1804.79081|258.2|613.7|0.68324|-1804.523449|-0.14772|6.9089|-0.19672|0.03368522|-1804.589076|17.0|7.7825|7.7825
14s_a23|0.0|1|0.0|0.0|2|7.423568444|0|0|3.336763335|5.351858133|-0.022580082|2|0.045277778|0.049317519|0.740898446|-0.044305947|-0.064006338|2|2|0.009263715|-0.071484865|-0.13187015|0.7837821840000001|0.096014944|-0.1050445769999999|0.846632079|0.92763624|0.2387634619999999|0.019970955|-51.64162341|0.07236376|46.42188642|8.218681552|82.55990607|0.7748161659999999|-1.610008704|-22.64965286|62.75905983|0.470919749|595.0854952000001|-1032.832468|2316.634024|0.2251838339999999|7.548546899|14.26730044|0.890072438|28.36177131|0.017330177|11.11743642|0.0|1.0|0.0|1.0|1.0|3.45|0.05|26.0|4.0|105.02|2.0|1.0|1.0|31.0|-6.03|445.93|0.0|0.0|4.01|-5.55|0.000334|2.83e-06|0.00126|0.0|0.0|1.02e-08|-0.07783|3.6828|-2089.500101|336.66|528.82|0.60323|-2089.2914530000003|-0.1515|4.7032|-0.22933|0.02112956|-2089.352478|3.0|8.5482|8.5482
9_a4|0.0|0|0.0|0.0|1|7.535296702|1|1|2.130445484|5.4161004020000005|0.016639331|2|0.040449735|-0.019160308|2.137757657|-0.091393763|-0.0454860859999999|1|1|0.009731833|-0.0475186259999999|-0.076824065|0.801082857|-0.151437311|-0.072130166|0.861113198|0.937102792|0.472497372|0.009037784|-37.85762102|0.062897208|34.22811902|2.676487872|45.21212204|0.792890434|-1.113067849|-15.58475436|43.71760622|0.43745176|509.9632679|-605.7219363|2012.840082|0.207109566|5.744374392999999|10.21134541|0.777625327|17.76608225|0.010768243|5.859985199|0.0|1.0|1.0|1.0|0.0|3.18|0.19|21.0|5.14|43.6|2.0|0.0|1.0|26.0|-5.56|360.84|0.0|1.0|4.17|-5.15|0.0062299999999999|7.06e-06|0.00255|0.0|0.0|6.9e-09|-0.05256|4.0137|-1489.533032|262.21|430.12|0.6464|-1489.36688|-0.16948|4.4343|-0.22204|0.02116575|-1489.41872|48.0|7.3188|7.3188
13b_a5|0.0|0|2.948625157|0.0|0|7.153833802|1|1|0.0|5.209486153|0.011339656|2|0.02468599|-0.006314305|0.0|-0.104404004|-0.017963913|1|1|0.0066003869999999|-0.055701188|-0.091464693|0.765309977|0.03431921|-0.0330907489999999|0.8184221559999999|0.831557236|0.468748106|0.0138892369999999|-48.3067033|0.168442764|108.9128108|5.806729729|46.77748445|0.654076389|-1.344786367|-29.05440446|62.24204745|0.455921715|537.6736515|-869.5206594|1177.571784|0.345923611|8.427551282000001|15.48959317|0.837970799|26.06641209|0.021552174|13.93534415|1.0|1.0|1.0|1.0|1.0|2.97|0.17|23.0|4.64|74.77|1.0|0.0|1.0|30.0|-6.58|395.46|0.0|1.0|3.26|-4.43|0.0225|3.75e-05|0.0148|0.0|0.0|4.36e-09|-0.05177|4.1793|-1276.030896|265.31|503.93|0.57482|-1275.806761|-0.17274|3.5881|-0.22451|0.035153|-1275.865034|0.11|6.9586|6.9586
14ac_a23|0.0|1|0.0|-9.994971573|2|7.423568444|0|0|2.7104403130000003|5.351858133|-0.4422550999999999|2|0.048351548|0.016532702|0.544211741|0.0518788009999999|0.043387326|2|2|-0.004445662|-0.069765112|-0.287952039|0.7797862459999999|0.1374474|0.054652466|0.834426845|0.931143634|0.300389872|0.016832361|-73.32014595|0.068856366|51.99287907|9.597200637|0.327656318|0.8077820920000001|-2.330423202|-50.3831402|87.75911516|0.489147172|703.0989434999999|-1759.6835030000002|3417.45156|0.192217908|8.122941134|15.90074614|0.95751094|41.10214358|0.019122137|14.43896921|0.0|1.0|1.0|1.0|1.0|3.69|0.12|26.0|5.52|105.02|2.0|1.0|1.0|38.0|-5.84|547.48|1.0|0.0|5.43|-6.65|2.69e-05|2.24e-07|0.000123|0.0|2.0|9.25e-10|-0.08813|3.6325|-2303.9786940000004|309.85|627.76|0.69962|-2303.749331|-0.15055|6.3004|-0.23868|0.02262555|-2303.819891|4.0|8.3851|8.3851
1h_a5|0.0|0|2.9516097130000003|0.0|0|6.605297921|0|0|0.0|4.59511985|-0.009075016|2|0.026339869|-0.02598568|0.0|-0.1197834419999999|-0.044117647|1|1|0.007357977|0.034752304|0.0578378779999999|0.780175595|0.070628165|-0.082079343|0.8436458929999999|0.8806402259999999|0.39793593|0.008798715|-36.2462047|0.119359774|62.25239147|2.393400474|0.484419999|0.7450549759999999|-1.111947978|-18.38824808|44.51475742|0.489507204|459.3001331|-579.9392753|819.6979313999999|0.2549450239999999|6.711386288|13.14687756|0.958891501|19.45961351|0.01585373|8.268552715|1.0|0.0|1.0|1.0|1.0|2.8|0.05|23.0|4.99|54.46|0.0|0.0|1.0|24.0|-5.77|312.37|0.0|1.0|3.43|-4.45|0.0174|3.5600000000000005e-05|0.0111|0.0|0.0|3.87e-09|-0.04124|4.3651|-990.6032645|266.52|430.83|0.57155|-990.472129|-0.17797|2.2396|-0.21921|0.031392033|-990.523098|28.0|7.5528|7.5528
43_a18|0.0|0|0.0|0.0|0|7.03438793|2|2|0.0|4.844187086|-0.01369899|1|0.033734062|-0.05314954|0.0|0.031746165|-0.032429984|0|0|0.003801459|-0.140532044|-0.2093696189999999|0.713379703|-0.023109314|-0.0579590709999999|0.7458234990000001|0.852344887|0.3439906129999999|0.006890688|-63.87648583|0.147655113|114.6724699|4.156080507|21.60709738|0.8743733490000001|-2.302970476|-42.32033664|69.46280937|0.481954273|661.9512957999999|-1788.541603|1579.614523|0.125626651|10.01438533|19.33108376|0.930331529|27.64206062|0.007193089|5.5863235410000005|1.0|0.0|1.0|1.0|2.0|4.54|0.34|18.0|4.5|76.5|3.0|1.0|1.0|38.0|-5.78|508.65|0.0|0.0|3.48|-5.96|0.00018|1.09e-06|0.000554|0.0|1.0|2.52e-10|-0.04949|3.2233|-1611.598032|384.65|702.4|0.6926800000000001|-1611.126246|-0.13196|3.0482|-0.18145|0.02315412|-1611.198355|625.0|6.2041|6.2041
16a_a32|0.0|1|3.357452523|0.0|0|7.765993078999999|0|0|0.0|5.733341277|-0.0848387459999999|0|0.03995614|-0.053745649|2.095743605|-0.062610718|-0.058518519|3|3|-0.005552127|-0.107321286|-0.199563743|0.8567078770000001|0.039965071|-0.098258706|0.909908319|0.756542831|0.283324612|0.020664867|-74.35152328|0.2434571689999999|151.5123947|8.003570876|66.13699638|0.6968200370000001|-1.6726008419999998|-35.00816569|88.96104768|0.450892763|470.82456669999993|-1040.921326|2992.60858|0.303179963|7.183246604|13.08168264|0.8211379000000001|33.19592405|0.023475264|14.6095244|0.0|1.0|1.0|1.0|3.0|3.53|0.22|19.0|5.32|152.07|1.0|0.0|1.0|27.0|-6.85|398.51|1.0|0.0|3.06|-4.04|0.00128|9.14e-05|0.0364|0.0|0.0|5.04e-08|-0.0567299999999999|3.6314|-1896.770883|341.42|535.63|0.70245|-1896.589348|-0.15045|1.3736|-0.20718|0.04088655|-1896.649286|11.0|7.9586|7.9586
8c_a12|0.0|0|0.0|0.0|0|0.0|1|1|0.0|0.0|-0.055163114|3|0.038787879|-0.106633503|0.0|-0.036504737|-0.07003012|0|0|-0.00160589|-0.210669119|-0.370782022|0.782864175|-0.10899871|-0.130288596|0.8425863029999999|0.840397446|0.239216075|0.019604202|-52.04233846|0.159602554|81.4415307|5.104595615|0.0|0.764449832|-1.529825767|-17.44675795|61.66383178|0.472503372|428.8355831|-780.6350769|1245.6132289999998|0.235550168|5.670223821|10.74930819|0.8957467170000001|25.52931025|0.018855428|9.621493319|1.0|0.0|0.0|1.0|1.0|3.91|0.11|18.0|2.81|63.06|0.0|0.0|1.0|24.0|-6.44|314.34|0.0|1.0|2.23|-3.72|107.0|0.0001899999999999|0.0598|0.0|0.0|7.24e-08|-0.06706|3.8341|-1022.750382|284.38|402.43|0.67318|-1022.613451|-0.15571|1.7305|-0.2227699999999999|0.02263772|-1022.663298|0.04|7.3979|7.3979
12au_a36|-3.3109381210000004|0|3.422314661|0.0|0|7.412764017000001|2|2|0.0|5.351858133|-0.351827031|2|0.044036281|0.075815782|0.0|-0.023640632|-0.03802163|1|1|-0.001160331|-0.15024383|-0.261631709|0.825565083|-0.021932444|-0.058671909|0.877827228|0.698996981|0.284342092|0.021569487|-79.35600767|0.301003019|216.5471227|11.16356587|26.04051569|0.7160586109999999|-2.206115469|-46.66686194|95.91776213|0.492871181|502.8713191000001|-1587.1201529999998|2384.109036|0.283941389|8.963940512999999|17.67586495|0.97188557|38.21494522|0.023021031|16.56175445|0.0|0.0|1.0|0.0|3.0|5.0|0.17|17.0|1.28|123.75|1.0|0.0|1.0|34.0|-8.03|474.54|0.0|0.0|1.18|-3.72|0.0668|0.0001889999999999|0.0897|0.0|0.0|1.36e-07|-0.0570899999999999|3.7105|-1876.156196|241.65|618.65|0.70395|-1875.89525|-0.15162|6.1367|-0.2087099999999999|0.05174058|-1875.960827|47.0|7.3279|7.3279
14t_a23|0.0|1|0.0|0.0|2|7.423568444|0|0|3.410065804|5.351858133|-0.024472753|2|0.045277778|0.073534004|0.758345646|-0.041339801|-0.093434862|2|2|0.01180744|-0.074441567|-0.136106024|0.7629258809999999|0.113493155|-0.152771194|0.820002545|0.920956836|0.361071229|0.017433037|-51.65035498|0.079043164|51.51331913|7.404291213|42.20767549|0.799945841|-1.6643221380000002|-23.52629623|61.0040156|0.465981891|600.1979272000001|-1084.657455|2286.063655|0.2000541589999999|7.55064865|14.13931199|0.872595673|27.11827225|0.014352462|9.353660614|0.0|1.0|1.0|1.0|1.0|3.52|0.09|26.0|3.88|105.02|2.0|1.0|1.0|31.0|-6.1|425.51|0.0|0.0|3.78|-5.25|0.000608|5.61e-06|0.0023899999999999|0.0|0.0|1.65e-08|-0.06666|3.2060000000000004|-1669.21916|311.09|534.86|0.68886|-1668.980578|-0.15625|5.8672|-0.22291|0.02135191|-1669.040656|4.0|8.3979|8.3979
