molecula|NaaNH|n9FaHRing|n9FaRing|NaasN|SRW09|nAHRing|nARing|BCUTs-1|AATSC1c|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|SaaaC|MATS8i|AATSC8d|n5aRing|AATSC7i|AATSC1i|n6aHRing|MATS8s|SIC2|GATS1pe|nFaHRing|RASA|FNSA5|FPSA3|PNSA3|PNSA5|FNSA4|WPSA3|RPCS|FNSA2|GRAVp|TASA|PNSA2|MOMI-Z|WNSA4|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|WNSA2|DPSA4|DPSA1|DPSA2|Mor01p|PPSA5|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Synthetic Accessibility|Fraction Csp3|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|TPSA_y|Log Po/w MLOGP|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Log Po/w XLOGP3|PAINS|Lipinski|Lowest Unoccupied Molecular Orbital Energy|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Approximated area|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|E solv. Water  (Hartree)|Dipole (water)|IC50|pIC50
14a_a3|0|0|0|0|6.823286122000001|0|0|0.6050202020000001|-0.009312773|4.727387819|-0.1160619169999999|3|0.043464052|-0.143740653|1.772745969|-0.039177314|-0.172643335|1|-0.267665193|-0.094863591|3|0.164994144|0.822587422|0.8255789570000001|1|0.790894937|-0.094609848|0.0140376889999999|-45.12132248|-46.53709886|-0.036792719|3.396421044|83.70773843|-1.324537874|2160.698862|389.0288018|-651.519384|1186.412113|-8.902004327|5.308770254|10.24853699|0.930491715|4716.423352000001|117.6209094|-320.4721558|23.78539971|-256.6424807|856.2743893999999|358.3503513|9.307045698|1.0|1.0|1.0|1.0|3.27|0.06|21.0|4.28|105.82|1.04|93.25|0.0|1.0|2.0|-6.42|319.38|0.0|0.0|2.76|-3.99|3.54e-05|2.58|0.0|0.0|-0.06736|2.44|3.2363|528.91|822.33|383.1|0.4524|373.85|0.69708|0.4524|-0.1321|3.5358|0.02860456|4.6689|0.03|7.5229
25d_a34|0|0|0|1|7.412764017000001|1|1|1.433689841|-0.015046463|5.351858133|-0.089654563|1|0.041037037|-0.163072107|0.0|-0.1266965|0.00670464|1|-0.263924686|-0.342090037|1|0.14554928|0.799694715|0.778903495|0|0.674282353|-0.124111479|0.0292772039999999|-66.52770588|-82.09024497|-0.044492794|12.8082206|69.64131956|-2.358118108|2939.671168|445.9861716|-1559.714654|2564.887803|-19.46475234|6.933980884|13.29135354|0.916843118|6513.063805|147.36277019999997|-1031.631874|37.86469665|-366.6979266|2006.828923|673.8038326000001|13.15041965|1.0|1.0|1.0|1.0|3.58|0.12|23.0|3.05|90.3|2.26|119.81|0.0|1.0|7.0|-6.74|427.46|0.0|0.0|3.21|-4.48|2.44e-05|3.05|0.0|0.0|-0.03521|6.05|4.2732|706.21|1198.19|290.15|0.2106|554.05|0.6764600000000001|0.2106|-0.1771299999999999|6.1995|0.02807001|8.0068|0.95|6.0223
20_a31|1|1|1|0|7.765993078999999|0|0|0.609420757|-0.009722467|5.733341277|-0.057200812|0|0.03995614|-0.013040402|2.114008068|-0.020082435|-0.078213611|3|-0.023477148|-0.1534110109999999|0|0.028036914|0.912372776|0.7507116140000001|1|0.7954270659999999|-0.110195543|0.019334605|-53.79798102|-69.0542431|-0.033537774|7.592555532|75.10345696|-1.542737604|2576.1287230000003|498.4558574|-966.7594033|1758.762093|-13.1700345|8.289864307|15.48343758|0.86775525|5678.167489|181.2859728|-605.8215871|29.5712685|-264.0799235|1360.278351|557.1050635|12.29746712|1.0|1.0|1.0|1.0|3.46|0.26|19.0|6.49|140.04|1.1|110.47|1.0|1.0|7.0|-6.39|397.52|1.0|0.0|3.6|-4.44|1.24e-06|3.29|0.0|0.0|-0.06065|4.78|3.5381|666.67|1113.19|350.43|0.2011|560.67|0.7036600000000001|0.2011|-0.1483|3.7403|0.0336943|4.9218|8.0|8.0862
14w_a23|0|1|1|2|7.423568444|0|0|1.197963556|-0.006481882|5.351858133|-0.109136569|2|0.046678487|0.045196333|0.6813799420000001|-0.042151195|-0.031435038|2|0.126238077|-0.206574435|2|0.059273664|0.8668730109999999|0.558482531|1|0.7880718659999999|-0.088508061|0.022440155|-46.76570273|-58.53311596|-0.035779855|9.814393755|90.15900589|-1.681653166|3071.908367|521.1762769999999|-1112.129203|2283.383402|-15.648625699999998|7.833745658|15.58053709|0.988900044|6998.078982999999|169.6632599|-735.4854078|31.82765022|-322.004381|1495.89956|597.2903597999999|13.70608418|0.0|1.0|1.0|0.0|3.42|0.05|26.0|4.2|105.02|3.78|120.2|0.0|1.0|5.0|-6.35|447.46|0.0|0.0|4.05|-5.27|2.09e-06|3.78|0.0|0.0|-0.0798|3.97|3.6632|676.92|1150.31|338.46|0.3855|535.54|0.6219399999999999|0.3855|-0.14844|7.0157|0.02204118|9.8981|2.0|8.6737
18c_a30|0|0|0|0|7.412764017000001|2|2|0.604986846|-0.0109670669999999|5.351858133|-0.118776867|2|0.042560386|0.011887112|0.0|0.0119521719999999|-0.0351777|1|0.0211588229999999|0.006103754|1|0.034468997|0.885516463|0.802578397|0|0.717052026|-0.1115683|0.019360263|-71.31647561|-75.33411705|-0.042101245|8.826997739|103.215593|-2.2313660090000003|3002.59061|484.1740985|-1506.682341|3094.729399|-19.19537998|7.646050338999999|13.8741593|0.81455244|6685.737642|144.5043388|-1017.355139|36.16826708|-386.2200097|1916.918155|713.7769663|12.43138832|0.0|0.0|1.0|0.0|4.85|0.13|17.0|3.04|124.74|2.06|135.37|0.0|1.0|6.0|-7.05|441.51|0.0|0.0|1.91|-4.3|9.68e-06|2.74|0.0|0.0|-0.05575|4.54|3.4848|711.56|1209.11|355.78|0.3879|543.46|0.69123|0.3879|-0.14225|6.6462|0.04503016|8.64|12.0|7.9208
4S4l_a46|0|0|0|1|7.825245291|1|1|1.134637095|-0.004736212|5.587248657999999|-0.075241716|1|0.049498645|-0.067419714|0.0|-0.060895366|-0.161358058|1|-0.1012114369999999|0.010799648|1|-0.001318857|0.762625193|0.7936534740000001|0|0.894782107|-0.084663086|0.007140583|-49.45536962|-46.10883478|-0.029881089|2.117940478|0.0|-1.523935543|2166.052483|487.3122681|-829.959026|1744.8220399999998|-8.862913904|5.668394116|10.68377935|0.884798257|4920.211524|66.47624804|-452.0086091|18.5362581|-411.6630752|945.3491632|579.2365607|3.496670823|1.0|1.0|1.0|1.0|3.92|0.36|17.0|4.64|50.94|3.06|105.77|0.0|1.0|3.0|-5.23|347.45|0.0|1.0|4.08|-5.11|5.25e-06|4.49|0.0|0.0|-0.02015|4.99|4.1414|583.76|1040.96|299.38|0.2586|500.66|0.6763600000000001|0.0614|-0.17632|2.5083|0.02696794|2.8473|261.0|6.5834
19j_a38|1|0|0|0|7.412764017000001|2|2|1.29704352|-0.007976154|5.351858133|-0.04575843|2|0.04391253|0.105682345|0.0|0.003554228|-0.036248822|1|0.23209815|-0.20848518|1|-0.001131945|0.908721232|0.6885713729999999|0|0.8071763829999999|-0.108006563|0.0250587|-57.80349365|-73.92901683|-0.038119963|11.74054073|29.18585028|-1.944118135|2969.234865|552.5012068|-1330.722303|3109.238056|-17.86002424|7.506210369|12.69084117|0.6907121629999999|6704.612831|195.5099392|-910.8612362|36.5253298|-293.4664598|1862.79182|640.025745|16.123318700000002|0.0|1.0|1.0|1.0|4.81|0.13|17.0|3.17|105.02|1.76|130.41|0.0|1.0|5.0|-7.13|426.45|0.0|0.0|2.44|-4.12|4.46e-05|2.5|0.0|0.0|-0.06447|3.23|3.6886|686.26|1163.3|336.13|354.0|533.97|0.69435|0.2625|-0.15182|10.8124|0.03678378|14.4895|8.0|8.1146
1c_a5|1|0|0|0|6.605297921|0|0|1.424607938|-0.001983746|4.59511985|-0.006491037|2|0.0248765429999999|-0.080321049|0.0|-0.228971551|-0.058823529|1|-0.133677441|0.0578378779999999|2|0.128385959|0.821309592|0.6977404359999999|0|0.88631419|-0.070346332|0.008349498|-34.82350689|-35.99212225|-0.0281385329999999|2.185709046|0.0|-1.12554131|2105.8969850000003|453.4753671|-575.8739559999999|873.709445|-7.366029352999999|6.063350238|11.580409800000002|0.909902834|4387.398857|126.3615674|-294.64117410000006|19.11862892|-258.918642|764.7451566000001|409.0289917|7.869633359|1.0|0.0|1.0|1.0|2.78|0.05|23.0|4.99|54.46|2.13|95.45|0.0|1.0|3.0|-5.77|312.37|0.0|1.0|3.43|-4.45|5.5700000000000005e-05|3.43|0.0|0.0|-0.03965|3.17|4.5088|556.84|929.31|274.99|271.0|410.52|0.53838|0.1076|-0.18719|1.7105|0.029157178|2.6801|3981.0|5.4
34_a47|0|1|1|1|6.842683282|0|0|1.40499556|-0.004157676|4.727387819|-0.064842466|3|0.03522792|-0.094313757|1.741433543|-0.043634386|0.078153957|1|-0.208989427|-0.317014709|3|0.046668352|0.89234354|0.609110565|1|0.8260556609999999|-0.090141168|0.019723558|-34.3104683|-49.91779281|-0.029348287|6.048527453999999|0.0|-1.261976347|2371.236125|457.4477611|-698.8490993|918.6458674|-9.000096143|7.066583143|12.96364153|0.834499257|5105.274301|191.6093987|-387.0041342|24.85087647|-170.55473480000003|1068.587688|439.9906467|12.74960652|1.0|1.0|1.0|1.0|3.19|0.16|21.0|3.34|68.52|1.75|99.09|0.0|1.0|4.0|-6.66|348.38|0.0|1.0|3.02|-3.9|0.000267|2.49|0.0|0.0|-0.0545|2.41|3.8892|585.79|980.02|318.79|0.2309|436.88|0.69314|0.1718|-0.16086|4.4605|0.03084502|6.2235|2.0|8.7
12x_a30|0|0|0|0|7.412764017000001|2|2|0.604984021|-0.006008579|5.351858133|-0.0335688279999999|2|0.043383838|-0.0606216429999999|0.0|0.027312213|-0.1066694919999999|1|-0.104089964|-0.0922059569999999|1|-0.062251445|0.829606585|0.803183654|0|0.848844277|-0.091725339|0.014757946|-47.48669555|-60.57208434|-0.035022402|6.435648079|0.0|-1.926232129|2845.417984|560.5459455|-1272.013771|2374.777496|-15.27257668|7.794822643|14.14885734|0.815160907|6359.545311|115.7782842|-839.9917174000001|28.04441012|-428.8071293|1542.442557|754.3941655|7.953787804|0.0|1.0|1.0|0.0|4.86|0.21|17.0|4.87|81.65|3.25|137.21|0.0|1.0|5.0|-5.64|426.54|0.0|0.0|3.19|-5.46|9.14e-07|4.6|0.0|0.0|-0.05093|4.45|3.4831|703.75|1211.79|355.95|0.1517|558.65|0.68589|0.1517|-0.14783|4.3702|0.03136007|4.8197|22.0|7.6556
12bf_a36|1|0|0|0|7.412764017000001|2|2|1.297043948|-0.00832865|5.351858133|-0.119979424|2|0.044197531|0.140577067|0.0|-0.096665166|-0.0206090089999999|1|0.359635716|-0.250781298|1|-0.0480253509999999|0.892249657|0.632625562|0|0.6791406640000001|-0.110255801|0.0217611939999999|-58.26326838|-71.01192632|-0.037486972|9.026978489|0.0|-1.874348624|2902.591295|437.4108773|-1207.2027480000002|2522.341812|-15.55034592|7.546900716000001|14.37031118|0.904134124|6271.550446|189.6959033|-777.5172959|34.22402339|-264.6734075|1711.2011699999998|593.6088758|15.27267945|0.0|0.0|1.0|0.0|4.72|0.14|17.0|3.55|69.2|2.78|123.67|0.0|1.0|5.0|-6.8|417.41|0.0|1.0|2.44|-4.32|0.000102|2.88|0.0|0.0|-0.0571299999999999|3.66|3874.0|670.85|1120.94|320.04|0.4518|517.66|0.69292|0.4006|-0.15677|5.4787|0.03299488|7.5932|6.0|8.2218
18d_a30|0|0|0|0|7.412764017000001|2|2|0.6049874|-0.0072724869999999|5.351858133|-0.064217094|2|0.040899471|-0.071608958|0.0|-0.053728319|-0.087019298|1|-0.159104532|-0.120380857|1|-0.001699165|0.870930234|0.64876559|0|0.803280262|-0.103191184|0.017843227|-49.44608411|-65.3088221|-0.037906966|7.147133584|0.0|-1.85744132|2848.574353|508.389239|-1175.558798|2894.162522|-15.18369704|7.063141946|12.69833771|0.797831306|6367.958933|137.15746130000002|-744.0011548|30.62871675|-358.5765637|1500.807121|618.6004214|10.49188139|0.0|1.0|1.0|0.0|4.75|0.14|17.0|4.25|81.65|3.2|127.24|0.0|1.0|5.0|-6.02|416.47|0.0|0.0|2.92|-5.01|4.12e-06|3.97|0.0|0.0|-0.05506|4.07|3.4682|669.66|1129.46|357.49|0.3856|508.7|0.69017|0.3788|-0.14167|5.0115|0.03258724|6.2946|21.0|7.6737
19_a34|0|0|0|1|7.412764017000001|1|1|1.438829424|-0.013066507|5.351858133|-0.169170251|1|0.044107744|-0.189862762|0.0|-0.143343425|-0.014196676|1|-0.29861864|-0.401414514|1|0.08178394|0.8582665429999999|0.818710955|0|0.6399024520000001|-0.1255804019999999|0.039589023|-56.30608209|-62.64265252|-0.039656969|9.850795895|470.4453529|-1.506964829|2127.363207|319.1993829|-751.7118302|1537.244187|-9.86770272|5.495780422|10.31797048|0.877434994|4496.516479|168.4584665|-374.9727034|29.86894781|-161.90813300000002|1135.020017|337.9440349|14.74262256|1.0|0.0|1.0|1.0|3.07|0.18|17.0|2.69|69.4|1.08|83.95|0.0|2.0|3.0|-7.01|309.32|0.0|1.0|2.1|-3.15|0.00186|1.66|0.0|0.0|-0.02901|2.7|4.1721|538.96|882.87|297.18|0.2189|421.62|0.6897300000000001|0.2189|-0.1735|3.4272|0.03168624|5.0441|0.99|6.0044
6e_a31|1|0|0|0|7.773594467000001|1|1|0.61015618|-0.016012184|5.733341277|-0.178758575|0|0.037803618|0.132664341|0.0|-0.008757878|-0.0462850729999999|2|0.225356759|-0.004825446|0|-0.071378445|0.841537966|0.795570315|0|0.623340994|-0.130898441|0.032627586|-74.99224589|-79.81721349|-0.046541668|12.13134981|99.0823033|-2.0943750530000003|2776.836977|380.0911673|-1277.075416|2188.417358|-17.30478148|7.513687859|14.40145519|0.916695963|6053.812282|146.03985980000002|-778.7151665|37.31693873|-317.6847132|1679.262243|536.6368656000001|13.86851128|1.0|1.0|1.0|1.0|3.55|0.1|22.0|5.19|131.36|1.36|109.69|0.0|1.0|4.0|-6.5|404.44|0.0|0.0|3.27|-4.66|2.34e-06|3.2|0.0|0.0|-0.05426|4.31|3.3083|634.34|1077.48|374.76|0.5103|490.75|0.70391|0.5103|-0.13418|5.8193|0.03676794|8.3583|0.37|6.4318
18_a20|1|0|0|0|6.842683282|0|0|1.400923654|-0.008841844|4.727387819|-0.12050413|2|0.0396875|0.163548857|1.983673343|-0.011236836|-0.054458882|1|0.268927191|0.003282792|2|-0.107446431|0.8162774979999999|0.778639593|1|0.76136176|-0.095227339|0.0108136339999999|-61.73239771|-63.36348363|-0.035934845|4.787695004|82.70867776|-1.904546783|2809.844943|506.6038164|-1267.269673|1822.210286|-15.91001426|8.011174137000001|15.51556677|0.936740671|6206.896662|125.81822920000002|-843.230756|29.4862782|-413.7552685|1562.772745|712.1606951|8.954638548|1.0|1.0|1.0|1.0|3.48|0.08|27.0|5.54|97.55|2.06|125.07|0.0|0.0|5.0|-6.13|419.48|0.0|0.0|3.78|-5.16|2.54e-06|3.85|0.0|0.0|-0.05604|5.35|3.5355|703.24|1204.88|350.69|0.2991|531.11|0.6953699999999999|0.2011|-0.14685|5.3978|0.03787435|8.0505|34.0|7.4685
3i_a32|1|1|1|0|7.78113851|0|0|0.6094207970000001|-0.012358668|5.733341277|-0.363243817|0|0.05052381|-0.21362765|1.711001131|-0.26785886|0.022524712|3|-0.8373173840000001|-0.212967423|0|-0.337053202|0.902293804|0.54844677|1|0.893827987|-0.1132851459999999|0.015296821|-49.17963359|-59.72706743|-0.044627482|4.252042736|0.201037767|-1.472706897|2471.4299920000003|471.2508776000001|-776.4518766|2141.3084710000003|-12.4050588|5.826629089|10.09193014|0.732035793|5656.349227000001|120.8809386|-409.3669403|30.52825775|-285.465827|1007.432506|318.0257595|11.54903146|0.0|1.0|1.0|1.0|3.1|0.13|19.0|6.76|110.94|2.09|88.28|0.0|1.0|3.0|-5.53|366.38|1.0|0.0|4.37|-5.16|5.37e-07|4.23|0.0|0.0|-0.06518|3.38|3642.0|530.5|876.0|340.43|0.4765|418.24|0.70322|0.4765|-0.1476|2494.0|0.02199999|3.8572|6.0|8.2366
11b_a5|1|0|0|0|6.605297921|0|0|1.277648917|-0.003900104|4.59511985|0.008093965|2|0.023988604|-0.067519041|0.0|-0.118167947|-0.0536971829999999|1|-0.108457009|-0.017658026|2|-0.0497097529999999|0.8645824520000001|0.682032125|0|0.8737310509999999|-0.080664777|0.016373566|-45.82509318|-48.42513182|-0.029332646|5.900883275|1.880682804|-1.290636432|2434.505303|524.5231302|-774.8021092|913.0178976|-10.5712171|8.936258446|16.43091298|0.83867925|5107.577902|199.1611925|-465.13355250000006|26.35133256|-202.0032297|1159.458633|504.9898148|13.73773299|1.0|1.0|1.0|1.0|2.99|0.1|23.0|5.38|63.69|2.01|106.58|0.0|1.0|6.0|-6.03|376.84|0.0|1.0|3.68|-4.69|2.26e-05|3.62|0.0|0.0|-0.0418399999999999|3.31|4.1982|635.55|1063.35|295.32|0.5806|511.28|0.6284|0.2013|-0.17107|1.9569|0.03575776|2.8531|19.0|7.7212
21_a4|0|0|0|1|7.535296702|1|1|1.399863887|-0.003068098|5.4161004020000005|-0.014982235|1|0.042924837|0.019346682|0.0|-0.2897937889999999|-0.104638158|1|0.030586117|-0.099702401|1|0.090847781|0.833191212|0.674434042|0|0.932146735|-0.076470465|0.020173071|-28.99048719|-38.7880598|-0.028676424|5.190159022|66.03320922|-1.147056976|2045.488184|472.812128|-581.8208971|1584.866567|-7.377915035|5.961506745|9.956436217|0.670120767|4277.396118|140.4174905|-295.1166014|20.11362507|-226.3943104|804.5450027|387.240586|8.908964226|1.0|1.0|1.0|1.0|3.37|0.16|17.0|3.7|39.94|2.32|91.59|0.0|2.0|3.0|-5.76|303.36|0.0|1.0|3.23|-4.19|0.000133|3.36|0.0|0.0|-0.02956|3.31|4.0245|549.71|916.76|308.08|0.2016|446.0|0.66476|0.1457|-0.16632|2.0282|0.020181098|2.9409|121.0|6.9172
13b_a5|1|0|0|0|7.153833802|1|1|1.338814635|-0.004573365|5.209486153|0.011339656|2|0.02468599|-0.006314305|0.0|-0.104404004|-0.017963913|1|-0.010368468|-0.091464693|2|0.03431921|0.8184221559999999|0.653356347|0|0.831557236|-0.074710354|0.0138892369999999|-44.93506461|-48.3067033|-0.02636836|5.806729729|46.77748445|-1.344786367|2661.597781|537.6736515|-869.5206594|1177.571784|-11.0239272|8.427551282000001|15.48959317|0.837970799|5678.380299|223.6695238|-562.2202871000001|26.06641209|-199.2474147|1329.387016|638.8437454|13.93534415|1.0|1.0|1.0|1.0|2.97|0.17|23.0|4.64|74.77|1.96|119.8|0.0|1.0|5.0|-6.58|395.46|0.0|1.0|3.26|-4.43|5.69e-05|3.01|0.0|0.0|-0.05177|4.66|4.1793|672.43|1138.73|296.66|0.5528|503.93|0.57482|0.3064|-0.17274|3.5881|0.035153|4.7964|0.11|6.9586
1l_a5|1|0|0|0|6.605297921|0|0|1.270375394|-0.00183668|4.59511985|-0.0052651969999999|2|0.025672515|-0.111303801|0.0|-0.019865028|-0.05139414|1|-0.179824092|0.043915678|2|-0.174469948|0.818803517|0.71872376|0|0.890289002|-0.067755283|0.0078543119999999|-38.79937717|-38.27406105|-0.026512937|2.506287665|0.0|-1.219595099|2227.730859|502.9124512|-688.9330988|903.1631908|-8.460199385|7.401206343999999|14.03493287|0.896303416|4665.793689|130.25942849999998|-389.1691717|19.46541135|-304.3678822|895.4089219|518.5792364|7.374136537999999|1.0|0.0|1.0|1.0|2.98|0.14|23.0|5.56|54.46|2.57|105.07|0.0|1.0|4.0|-5.4|340.42|0.0|1.0|4.06|-4.98|9.06e-06|4.19|0.0|0.0|-0.04149|3.89|4.3664|609.85|1033.47|283.95|0.4921|486.81|0.57392|187.0|-0.1779|2.1987|0.03182983|3.3694|32.0|7.4949
4S4k_a46|0|0|0|1|7.825245291|1|1|1.134637098|-0.0049602|5.587248657999999|-0.088084767|1|0.0510113959999999|-0.104665424|0.0|-0.1149361969999999|-0.1032662209999999|1|-0.158788415|0.012963356|1|-0.003017362|0.787615341|0.784722915|0|0.891734458|-0.0860536609999999|0.007749296|-47.49082053|-45.61628327|-0.030477338|2.177526049|0.0|-1.46291223|2105.538282|472.7005375|-775.4768155|1729.18312|-8.564028983|5.523352655|10.26616763|0.858684076|4719.2906570000005|70.01975807|-411.0733912|18.61456563|-390.0516264|893.4991504000001|519.5743695|3.807172093|1.0|0.0|1.0|1.0|3.8|0.33|17.0|4.26|50.94|2.84|100.96|0.0|1.0|2.0|-5.46|333.43|0.0|1.0|3.79|-4.83|1.5e-05|4.05|0.0|0.0|-0.02074|4.52|4.0774|566.82|997.07|304.07|0.2623|487.43|0.67893|0.0654|-0.17396|2.2655|0.02628818|2.5693|197.0|6.7055
8_a15|0|0|0|0|0.0|0|0|1.419941362|-0.009853404|0.0|-0.044406425|1|0.039181287|0.155304204|0.0|-0.010146469|-0.014489333|0|0.225620047|-0.295062413|1|0.0937475619999999|0.742680335|0.8105478740000001|0|0.853896482|-0.118293578|0.0336657729999999|-41.7821007|-69.07571287|-0.028969856|11.47934212|55.99586988|-1.419522941|2393.276181|498.6196971|-828.9085544|1919.535904|-9.878130237|6.093505548|9.984825987|0.638601279|5306.2234530000005|280.62296039999995|-484.0283816000001|32.56759415|-22.68867482|1595.8121130000002|532.0914339999999|20.72712321|1.0|1.0|0.0|1.0|3.14|0.19|18.0|3.9|61.84|1.96|104.74|0.0|1.0|7.0|-5.52|366.41|0.0|1.0|3.76|-4.81|5.63e-06|4.24|0.0|0.0|-0.02723|3.36|3.7426|598.84|1050.15|331.28|251.0|538.51|0.70524|0.0155|-0.1558|1.1415|0.01719864|1.4589|108.0|6.9666
15b_a50|0|1|1|2|7.934155233999999|1|1|1.353059441|-0.0045393|5.82008293|-0.05484142|1|0.032843915|-0.103807905|2.018777006|-0.06083723|-0.124047802|2|-0.17223348|-0.2185722769999999|1|0.000882622|0.8833003970000001|0.764606364|1|0.8209134840000001|-0.080700307|0.020083792|-47.20879251|-46.13641893|-0.028069672|6.564219549|0.0|-1.291204916|2441.264256|469.3167805|-738.1827030000001|1692.3273379999998|-9.174337796|6.89125222|13.22671714|0.919348867|5205.2135960000005|206.3740238|-422.0195386|25.11269883|-158.95261259999998|1155.184146|510.3677388|13.90004811|1.0|1.0|1.0|1.0|3.56|0.19|20.0|2.71|68.76|1.66|105.46|0.0|2.0|5.0|-6.98|357.41|0.0|1.0|2.37|-3.6|0.000654|2.11|0.0|0.0|-0.0333399999999999|2.08|4.0561|613.37|1035.3|305.67|0.1796|475.99|0.65917|0.1796|-0.16737|6.9054|0.03528279|9.3788|79.0|7.1024
12v_a30|0|0|0|0|7.412764017000001|2|2|0.604983445|-0.006974714|5.351858133|-0.029548782|2|0.04625323|-0.099831334|0.0|0.020607357|-0.04950715|1|-0.173424818|-0.0857954809999999|1|-0.029852321|0.889479916|0.711738503|0|0.8501212029999999|-0.0971402169999999|0.015823709|-52.18846092|-65.72041011|-0.037666615|7.242869835|0.0|-1.845664126|3001.758432|575.1512171|-1248.687792|2483.120571|-17.2408622|8.114588039|15.56114504|0.917675298|6952.110426|131.2043645|-844.8022477|31.6144427|-414.1432908000001|1549.107692|685.6665849999999|10.01399667|0.0|1.0|1.0|0.0|4.62|0.14|17.0|5.11|81.65|3.79|137.3|0.0|1.0|5.0|-5.52|467.37|0.0|0.0|3.59|-6.04|2.64e-07|5.12|0.0|0.0|-0.0563|5.08|3.5507|715.58|1209.1|349.18|0.1601|573.82|0.68405|0.1601|-0.1505099999999999|2.9171|0.03495552|4105.0|22.0|7.6596
3k_a32|1|1|1|0|7.97831097|0|1|0.609420759|-0.005745086|5.973809612|-0.001250803|0|0.0381981979999999|-0.047167919|2.256213388|-0.0902541999999999|-0.077097565|3|-0.084055305|-0.090775221|0|-0.127713677|0.8306695270000001|0.7681279190000001|1|0.8777482409999999|-0.090839907|0.0123637989999999|-40.10830541|-51.21653025|-0.029575784|3.930238317|0.0|-1.271758703|2392.3436100000004|494.8840288|-717.0314235000001|1970.06814|-9.40163104|6.153598893|11.6688363|0.89626209|5259.698672|123.7157466|-404.2701347|21.36272325|-316.3794102|918.5970998|506.658189|6.9505405620000005|1.0|1.0|1.0|1.0|3.47|0.32|19.0|7.12|110.94|2.41|105.36|0.0|1.0|3.0|-5.01|366.5|0.0|0.0|4.75|-5.61|9.16e-08|4.97|0.0|0.0|-0.05321|3.81|3.5363|611.65|1022.89|350.6|0.3082|452.36|0.70268|0.3082|-0.14667|3.2233|0.02654958|5689.0|9.0|8.0605
12e_a40|0|0|0|1|7.515889085|0|0|0.604990524|-0.015461694|5.4161004020000005|-0.262526337|0|0.04020202|0.174870826|0.665270062|0.130516751|-0.192362496|2|0.292184471|0.172778196|0|0.047011204|0.858770467|0.8096582170000001|1|0.7798787840000001|-0.122830115|0.015096495|-71.78145688|-66.68049019|-0.048387621|4.4490161310000005|0.0|-1.596791495|2391.0322170000004|423.3709264|-866.8463724999999|694.2415706|-14.26008524|8.014314957|15.75963228|0.966435355|5478.52313|113.5576846|-470.5828129|33.21629575|-315.75223450000004|1096.13776|348.3847394|11.46456937|0.0|1.0|0.0|0.0|3.27|0.0|20.0|4.34|98.89|2.93|95.8|0.0|1.0|2.0|-5.26|378.23|0.0|0.0|3.98|-5.64|2.98e-07|4.72|0.0|0.0|-0.07296|4.66|3.0253|552.91|918.38|409.82|0.4494|445.12|0.70157|284.0|-0.12616|2.5946|0.03272669|3.7268|1.17|5.9318
21_a47|0|1|1|1|6.86171134|0|0|1.408713027|-0.010650348|4.727387819|-0.13650463|2|0.037801932|-0.034419528|1.028199909|-0.004063946|0.057225853|1|-0.090969103|-0.277479519|2|-0.080213904|0.8856299320000001|0.591185263|1|0.70582155|-0.095249919|0.022739546|-46.63227351|-53.76411184|-0.033866638|7.244985517000001|47.95893876|-1.5239986980000002|2691.697803|398.4031618|-860.2257893999999|1402.202743|-10.79015808|7.071346534|13.17102891|0.862591353|6103.311635|200.4681737|-485.55711339999993|29.64451905|-163.5167523|1334.003357|482.9384172|16.33715751|1.0|1.0|1.0|1.0|3.29|0.1|21.0|2.94|84.73|2.97|104.49|0.0|1.0|6.0|-6.58|394.38|0.0|0.0|3.43|-4.32|3.6e-05|3.0|0.0|0.0|-0.06339|4.43|3917.0|583.37|1014.33|316.53|0.2249|441.93|0.68296|0.2249|-0.16158|3.6767|0.03299607|4.9172|5.0|8.3
