molecula|SddssS|n9FaRing|SssssC|NaasN|SRW09|nAHRing|BCUTs-1|SaasN|MATS2c|AATSC1c|SRW07|AATSC1s|n6HRing|JGI4|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|MATS8s|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|PBF|PNSA3|PNSA5|PPSA3|TPSA_x|FNSA4|WPSA3|FNSA2|WNSA3|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|MOMI-Z|GeomRadius|GeomDiameter|GeomShapeIndex|PPSA1|WNSA2|DPSA4|FPSA5|DPSA1|DPSA2|Mor01p|CYP2C19 inhibitor|CYP2D6 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Egan filter|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|pIC50
IN1233_a59|0.0|0|0.0|0|6.842683282|0|1.400923654|0.0|0.1160337319999999|-0.008841844|4.727387819|-0.12050413|2|0.0396875|10.93301779|-0.054458882|1|1|-0.004071701|0.268927191|0.001996439|0.003282792|-0.597167441|-0.107446431|0.80310139|0.778639593|1|0.7613246490000001|-0.092761756|-0.095213818|0.356444983|-61.73167061|-63.36348363|7.208329477|158.8351574|-0.035929742|4.79704394|-1.904276352|-41.08157616|-23.91074854|68.94000009|0.483639625|2809.840422|1822.396842|8.011984402000001|15.51626497|0.936631949|125.91272279999998|-843.3505049|29.49046561|0.0134658889999999|-413.6607749|1562.994677|712.1606951|1.0|1.0|2.0|3.48|2.76|0.08|27.0|-10.0|4.69|97.55|2.06|0.0|125.07|0.0|0.0|5.0|32.0|4.0|0.0|1.0|3.78|0.00107|6.91e-06|0.0029|0.0|0.0|4.17e-08|5.2194|5.35|3.5355|-1352.326849|0.6953699999999999|-1352.073755|0.2011|-0.14684|-0.20289|7.4685
12s_a30|0.0|0|0.0|0|7.412764017000001|2|0.604984545|0.0|-0.00019297|-0.007621736|5.351858133|-0.095120438|2|0.04625323|10.31162892|-0.04950715|1|1|-0.001131023|-0.1597740919999999|-0.0546637159999999|-0.145315868|-0.446807335|0.006789196|0.889479916|0.591758164|0|0.706713791|-0.090733404|-0.103647048|0.404041243|-58.75255278|-67.11451776|12.51292194|189.9114627|-0.040189672|8.102485674|-1.969293912|-38.04400919|-26.02399668|71.26547471|0.467381416|2977.11642|2368.4646620000003|8.066744794|15.14544373|0.877516163|135.66918710000002|-825.7139305|32.92168852|0.017398791|-376.1910929|1613.162737|616.2856203|1.0|0.0|1.0|4.63|0.0|0.14|17.0|-7.16|3.74|81.65|3.58|0.0|127.19|0.0|1.0|5.0|31.0|6.0|0.0|0.0|3.21|0.00141|6.71e-06|0.00291|0.0|0.0|3e-05|5.0438|4.32|3.5348|-1774.202623|0.68458|-1774.01033|0.1576|-0.14985|-0.20495|8129.0
15c_a10|0.0|0|0.0|1|7.535296702|2|1.343850105|2.154210861|-0.236118846|-0.002218445|5.4161004020000005|0.040869377|3|0.034807692|10.92970798|0.0123939039999999|1|1|0.012271987|-0.101214571|-0.226679901|-0.35845963|-0.1742732839999999|-0.03167553|0.772328328|0.733973277|1|0.904458517|-0.046967376|-0.072537853|0.418835517|-32.5870313|-50.32840842|10.2013281|66.28884934|-0.019267867|7.077912953999999|-1.233143495|-22.60962187|-13.36848349|42.7883594|0.449308156|3012.018586|1817.047455|8.639636218|15.6886947|0.8158976029999999|327.3258326|-593.6228632|25.30814911|0.023432886|-39.17102961|1619.721543|924.9341455|0.0|1.0|0.0|3.85|4.09|0.37|21.0|-7.79|2.97|59.31|1.74|0.0|141.96|0.0|1.0|6.0|34.0|6.0|0.0|0.0|3.1|0.0646|2.68e-05|0.0122|0.0|0.0|7.3e-06|5.5913|2.2|3.6709|-1450.500669|0.70511|-1450.139335|0.0|-0.14739|-0.19463|7.0
AKLKII_a46|0.0|0|0.0|0|6.605297921|0|1.4316666480000002|0.0|-0.206312209|-0.003417504|4.59511985|-0.030657|3|0.0386379929999999|10.96959256|0.036226415|1|1|0.006731579|-0.015805561|-0.037291767|-0.066245471|-0.270506095|-0.0150769919999999|0.8264237520000001|0.687139108|1|0.837641394|-0.071827497|-0.089369278|0.271156366|-34.061229|-42.37969553|4.924591245|76.99187522|-0.033194303|2.335284369|-1.161800612|-16.15213359|-15.74102977|38.98582025|0.47999819|2000.353437|792.7439217|5.83938898|11.22955511|0.92307023|108.05343229999998|-261.2587041|20.38625028|0.015584114|-258.10190780000005|713.5187596|314.0966684|1.0|1.0|1.0|2.81|1.6|0.06|21.0|-7.21|3.39|67.35|1.18|0.0|85.32|0.0|1.0|2.0|22.0|4.0|0.0|1.0|2.45|166.0|0.000266|0.0764|0.0|0.0|1.7800000000000002e-05||||||||||6.7423
EW7203_a60|0.0|0|0.0|0|7.412764017000001|2|0.604984431|0.0|0.025672274|-0.00698487|5.351858133|0.0075638519999999|2|0.041767677|10.31162855|-0.051413084|1|1|0.0036417359999999|-0.1696249719999999|-0.049287858|-0.090115975|-0.458129101|0.002441966|0.8839272779999999|0.760234689|0|0.8860751579999999|-0.076068195|-0.096226348|0.345488097|-49.19385637|-62.23028092|13.03554647|73.67602619|-0.036566012|8.430183|-1.828300603|-31.81402579|-23.64750675|62.22940284|0.497298165|2913.880231|1660.077477|8.310125852|16.53092404|0.989250745|150.7881632|-764.6507562999999|30.83771958|0.01793256|-345.1309687|1541.885979|666.0036144999999|1.0|0.0|2.0|4.75|3.21|0.13|17.0|-6.7|2.6|117.47|2.17|0.0|133.97|0.0|1.0|5.0|31.0|4.0|0.0|0.0|3.09|0.000768|1.53e-05|0.0065|0.0|0.0|8.51e-05|5.0166|3.64|3.5192|-1667.993536|0.69857|-1667.78681|0.0448|-0.1446599999999999|-0.20654|8.0334
12az_a36|0.0|0|0.0|0|7.412764017000001|2|1.297042831|0.0|-0.196183836|-0.009570959|5.351858133|-0.040156368|2|0.040566449|10.95957115|-0.012800556|1|1|0.002872872|0.129156742|-0.176729938|-0.289604649|-0.387734368|-0.061924322|0.858971809|0.8350231859999999|0|0.819163613|-0.071762413|-0.10786263|0.411597359|-50.28669997|-75.58351856|24.36575918|126.71905359999998|-0.033474609|17.0740303|-1.941527339|-35.23783652|-23.45695404|74.65245915|0.462897841|3039.528467|2455.7577530000003|8.449849817|15.73229538|0.861843195|291.60189260000004|-953.3573311|40.17530387|0.034594361|-117.53490990000002|2330.167624|766.4854363|1.0|0.0|2.0|4.96|0.0|0.21|17.0|-6.79|1.9|87.66|1.42|0.0|136.74|0.0|1.0|7.0|33.0|6.0|0.0|0.0|1.75|0.0342|7.13e-05|0.0315|0.0|0.0|7.11e-05|3.8863|2.68|3.6095|-1461.962459|0.70333|-1461.686269|0.0146|-0.14879|-0.19846|7.2366
4e_a49|0.0|0|0.0|1|7.535296702|1|1.343847746|2.085628989|-0.076526919|-0.006602016|5.4161004020000005|-0.074495823|2|0.036555556|10.92777282|0.018857363|1|1|0.000660956|-0.130491035|-0.037142108|-0.060391347|-0.403194204|0.0063958109999999|0.856023531|0.731643066|1|0.757062331|-0.09422276|-0.087866673|0.433385455|-57.79309816|-53.89448633|10.51443916|149.0098632|-0.029288891|6.449206277999999|-1.493733437|-35.44835874|-17.96482878|68.30753733|0.471635821|2675.626006|1647.641653|7.934910277|15.01788083|0.892633982|214.47685|-561.9703647000001|27.6242383|0.023622273|-184.4129453|1408.836153|620.5697596|0.0|1.0|2.0|3.35|2.89|0.22|21.0|-7.36|2.83|92.93|1.25|0.0|114.08|0.0|1.0|6.0|30.0|5.0|0.0|1.0|2.42|211.0|0.000305|122.0|0.0|0.0|1.74e-05|5.7301|3.34|3.7876|-1313.158118|0.68043|-1312.924353|0.0789|-0.1585099999999999|-0.2231199999999999|7.4685
25d_a34|0.0|0|0.0|1|7.412764017000001|1|1.433689841|1.940324546|0.128783829|-0.015046463|5.351858133|-0.089654563|1|0.041037037|10.95957635|0.00670464|1|1|-0.001685762|-0.263924686|-0.211368416|-0.342090037|-0.605891389|0.14554928|0.799694715|0.778903495|0|0.674282353|-0.100582621|-0.124111479|0.631894475|-66.52770588|-82.09024497|19.36462983|215.4372954|-0.044492794|12.8082206|-2.358118108|-44.00298587|-29.42857839|85.89233572|0.478308897|2939.671168|2564.887803|6.933980884|13.29135354|0.916843118|147.36277019999997|-1031.631874|37.86469665|0.019881997|-366.6979266|2006.828923|673.8038326000001|1.0|1.0|2.0|3.58|3.76|0.12|23.0|-8.08|3.95|90.3|2.26|0.0|119.81|0.0|1.0|7.0|32.0|5.0|0.0|1.0|3.21|0.0104|3.3e-05|0.0141|0.0|0.0|3.53e-06|4.2732|6.05|4.2732|-1426.468726|0.6764600000000001|-1426.243341|0.2106|-0.1771299999999999|-0.21234|6.0223
12g_a36|0.0|0|0.0|0|7.412764017000001|2|1.2678464|0.0|-0.063344124|-0.006495469|5.351858133|-0.039008054|2|0.03912037|10.95259306|-0.0521750109999999|1|1|0.005035022|0.130052038|-0.099596099|-0.163978382|-0.44093902|-0.19532883|0.847239339|0.860667615|0|0.854238488|-0.069292341|-0.097067302|0.374686587|-47.63457647|-66.72829531|12.19441007|100.2028184|-0.034549379|8.382969151000001|-2.038413337|-32.74608471|-23.75074918|59.82898654|0.473274545|2829.45056|2476.712654|7.285010602000001|13.83075477|0.898522257|151.41267150000002|-963.3107298|30.45962398|0.015152386|-384.6182564|1797.1178149999998|799.5563855|1.0|0.0|2.0|5.06|0.0|0.24|17.0|-7.38|3.01|69.2|2.66|0.0|138.33|0.0|1.0|6.0|32.0|4.0|0.0|1.0|2.66|0.0047799999999999|1.39e-05|0.00589|0.0|0.0|1.7800000000000002e-05|5.2092|4.21|3714.0|-1350.861445|0.70097|-1350.571683|45.0|-0.15236|-0.20288|7.8539
15_a3|0.0|0|0.0|0|6.823286122000001|1|0.619596467|0.0|0.079167398|-0.006742751|4.727387819|-0.092127078|3|0.045993266|10.33806279|0.021805556|0|0|-0.004459728|-0.325227172|-0.022386155|-0.039798975|-0.505519936|-0.103599654|0.866559772|0.911346861|1|0.7789088340000001|-0.092342351|-0.107619999|0.451058529|-47.26593592|-55.08588323|4.04445331|113.1667185|-0.037667|2.070175472|-1.50667999|-24.19332693|-19.28005913|51.31038923|0.461565365|2116.88728|1433.713715|5.371119692000001|9.975434973|0.85723565|76.61068671|-394.7441342|22.67368656|0.010200078|-358.6340772|906.9474625|402.781061|1.0|1.0|1.0|4.12|0.0|0.24|16.0|-5.78|1.56|89.99|0.96|0.0|94.29|0.0|2.0|2.0|23.0|5.0|0.0|0.0|1.2|547.0|0.000951|306.0|0.0|0.0|0.000535|6.0077|2.33|3.7072|-1328.665275|0.67902|-1328.531138|0.0173|-0.1576|-0.22079|7.6021
12b_a50|0.0|1|0.0|2|7.927685046000001|1|1.397986833|4.058595679|-0.19841119|-0.002929899|5.82008293|-0.0016330379999999|1|0.034845679|10.94501743|-0.115659308|2|2|0.011790103|-0.139522815|-0.168032508|-0.291865836|-0.246831987|0.009081884|0.8718949979999999|0.660148928|1|0.925916085|-0.045602469|-0.066155918|0.24516882|-22.92589265|-33.25880166|10.80329197|37.24447201|-0.0237482779999999|5.43117764|-0.926182858|-11.52561607|-11.93905701|33.72918462|0.430791247|2224.116359|1446.231761|5.7232816060000005|10.05480253|0.756824707|214.5713436|-234.0844297|20.82911679|0.027586169|-73.59089223|812.3355548|388.171611|1.0|1.0|0.0|3.31|2.45|0.11|20.0|-5.49|3.42|48.53|2.02|0.0|94.69|0.0|2.0|2.0|24.0|3.0|0.0|1.0|2.59|215.0|0.000144|45.0|0.0|0.0|0.00101|4.7089|2.47|3.9305|-1006.641541|0.6581|-1006.501585|0.0777|-0.16451|-0.19425|5.3242
19h_a38|0.0|0|0.0|0|7.412764017000001|2|1.297044177|0.0|-0.088176988|-0.007781653|5.351858133|-0.082283951|2|0.042622739|10.96083376|-0.070688288|1|1|-0.000673716|0.303981987|-0.101303149|-0.217394466|-0.420225236|-0.054149342|0.8741648479999999|0.698414933|0|0.7746288020000001|-0.082211319|-0.109986804|0.3263113569999999|-48.43313101|-64.79649453|12.51014765|132.7728693|-0.03959525|7.370099699|-1.979762478|-28.533396600000003|-23.32673803|60.94327866|0.47459722|2774.611523|1839.424968|6.820483788|12.98143834|0.903301693|145.047677|-687.1237247|30.94580137|0.020207411|-299.0343596|1547.290068|595.8790650000001|1.0|1.0|3.0|4.8|2.43|0.14|17.0|-6.86|2.55|81.23|2.4|0.0|125.69|0.0|1.0|5.0|30.0|4.0|0.0|1.0|2.66|29.0|6.77e-05|0.0272|0.0|0.0|5.610000000000001e-05|3.7384|3.41|3.5358|-1332.1538779999998|0.69012|-1331.941646|88.0|-0.1467099999999999|-0.20379|8.0348
36_a18|0.0|0|0.0|0|7.03438793|2|1.25117638|0.0|0.050448408|-0.006407141|4.844187086|-0.020339784|1|0.036625514|10.94702093|0.003321395|0|0|0.000825855|-0.079553246|-0.079721028|-0.12139648|-0.493920601|-0.010091893|0.780206307|0.721836103|0|0.804293867|-0.07777765|-0.079805761|0.3847791889999999|-55.38202488|-56.82615305|6.722004572|139.3536816|-0.031922305|4.786442152|-2.074949798|-39.43509046|-22.73046122|62.10402945|0.4751830729999999|2979.013751|1547.485543|9.560644525|18.21710397|0.905426346|133.8265619|-1052.048147|27.99124609|0.0123136069999999|-444.4026478999999|1819.430996|975.4099618|1.0|1.0|3.0|4.19|0.0|0.28|18.0|-9.16|2.96|85.29|3.13|1.0|146.24|0.0|1.0|7.0|35.0|3.0|0.0|1.0|2.8|0.000975|5.19e-06|0.00242|0.0|0.0|3.210000000000001e-07|3.1908|7.75|3.1908|-1493.661092|0.69372|-1493.266344|0.4674|-0.13133|-0.18124|7.4949
galu_a46|0.0|0|0.0|1|7.535296702|1|1.343828866|2.082220175|0.048375705|-0.00642454|5.4161004020000005|-0.080432741|2|0.039550827|10.92740177|-0.1121767259999999|1|1|0.003107816|-0.150645957|0.028964355|0.0481706809999999|-0.4671565689999999|0.044184467|0.875868891|0.6848692759999999|1|0.7637964079999999|-0.0910072869999999|-0.089050651|0.5235416979999999|-50.93538037|-49.84028137|6.915480101|132.199522|-0.03220981|3.870487977|-1.513861067|-28.50774993|-18.02733582|57.85086047|0.468241745|2501.785113|1755.2047|6.445819025|12.12170938|0.880553787|121.3297832|-474.2122773|23.01702105|0.013967104|-317.0250717|1081.799989|542.7276591|0.0|1.0|1.0|3.27|2.75|0.18|21.0|-7.13|3.51|86.69|1.84|0.0|108.18|0.0|1.0|3.0|28.0|4.0|0.0|1.0|2.84|52.0|0.000102|0.0375|0.0|0.0|2.75e-05||||||||||7.2924
15d_a10|0.0|0|0.0|1|7.535296702|2|1.343850133|2.147544195|-0.233802395|-0.002831383|5.4161004020000005|0.0370874879999999|3|0.031742919|10.92970801|0.007032164|1|1|0.011249462|-0.092884337|-0.1786649189999999|-0.280243276|-0.1945202089999999|0.02497303|0.7857977740000001|0.71456262|1|0.87609771|-0.057588609|-0.070612242|0.565801561|-38.80896881|-47.58559595|15.37766538|83.49776405|-0.018829931|10.36301002|-1.129795872|-26.15336742|-12.68949225|54.18663419|0.473858537|2967.522813|2036.192049|8.429169102000001|16.02072769|0.900629528|355.8865234|-513.0869954|26.89020509|0.028735133|37.87296065|1613.412305|825.4425942|0.0|1.0|0.0|3.71|4.01|0.35|21.0|-7.82|3.44|65.3|1.54|0.0|131.43|0.0|1.0|6.0|33.0|6.0|0.0|0.0|3.18|0.0739|4.1200000000000005e-05|0.0182|0.0|0.0|6.62e-06|5.6004|2.05|3.8591|-1431.051425|0.6814100000000001|-1430.733658|0.0856|-0.15916|-0.20918|7.1612
12au_a36|-3.3109381210000004|0|0.0|0|7.412764017000001|2|0.2992539489999999|0.0|0.074839187|-0.009897048|5.351858133|-0.351827031|2|0.044036281|10.31810353|-0.03802163|1|1|-0.001160331|0.1320241419999999|-0.15024383|-0.261631709|-0.515924985|-0.021932444|0.877827228|0.750657639|0|0.698996981|-0.090166553|-0.110305773|0.284342092|-64.86748076|-79.35600767|15.51748637|216.5471227|-0.038036474|11.16356587|-2.206115469|-46.66686194|-27.36414058|80.38496714|0.492871181|3484.987058|2384.109036|8.963940512999999|17.67586495|0.97188557|204.2726719|-1141.803508|38.21494522|0.023021031|-310.873098|2216.466823|805.2286932|0.0|0.0|3.0|5.0|0.0|0.17|17.0|-6.87|2.15|123.75|0.84|0.0|142.02|0.0|1.0|7.0|34.0|6.0|0.0|0.0|1.18|0.0668|0.0001889999999999|0.0897|0.0|0.0|6.45e-05|5.1307|6.24|3.7105|-1876.156196|0.70395|-1875.89525|0.0158|-0.15162|-0.2087099999999999|7.3279
47u_a18|0.0|0|0.0|0|7.03438793|1|1.251177393|0.0|0.039883149|-0.010219187|4.844187086|-0.0872206669999999|0|0.035393939|10.94702032|-0.033209663|0|0|0.00082284|0.0121925089999999|-0.126628013|-0.1904128389999999|-0.539738821|-0.0112778039999999|0.7960273840000001|0.646724968|0|0.741066474|-0.090364489|-0.092271172|0.33777918|-62.99873374|-64.32800179|14.42377665|180.5187465|-0.0344062|10.0557163|-2.029965788|-43.92035521|-23.98671253|77.42251040000001|0.483819806|2965.254516|1415.590236|9.18142206|17.78724206|0.937307962|193.9244919|-986.6355633|33.23007431|0.021142007|-309.31352410000005|1960.574384|818.9389171|0.0|0.0|2.0|3.98|0.0|0.19|18.0|-8.2|3.02|99.56|2.95|1.0|133.53|0.0|1.0|8.0|34.0|4.0|0.0|0.0|2.6|0.000932|1.04e-05|0.00472|0.0|0.0|2.89e-06|3.1186|9.34|3.1186|-1510.153552|0.69143|-1509.771642|0.5849|-0.12717|-0.19109|5.7055
11_a33|0.0|1|0.0|0|7.686621335|0|0.609352951|0.0|-0.151505631|-0.008708023|5.6869753560000005|-0.039406316|0|0.034984568|10.31100126|-0.008908194|3|3|-0.00103193|0.105574347|-0.122478641|-0.232296883|-0.393892466|0.003391835|0.921896958|0.781083337|1|0.857287241|-0.070841241|-0.104881435|0.229250542|-34.4118011|-50.94714637|16.37099833|69.3240686|-0.030847481|7.95236684|-1.048814353|-16.71585694|-14.98445481|50.78279943|0.4673066279999999|2220.315582|979.349175|5.24049311|9.837729137|0.8772525659999999|217.193541|-247.4805685|27.10262364|0.035341374|-51.37234937|921.4892038|335.4799765|1.0|1.0|1.0|3.19|2.31|0.13|19.0|-6.23|4.13|120.17|0.89|0.0|89.77|0.0|1.0|3.0|22.0|4.0|0.0|1.0|3.28|0.00109|4.13e-05|0.0136|0.0|0.0|0.000194|3.5049|1.93|3.5049|-1669.304085|0.70381|-1669.202327|0.5408|-0.14132|-0.19938|8.3188
47l_a18|0.0|0|0.0|0|7.03438793|1|1.251176792|0.0|0.0340353029999999|-0.006400878|4.844187086|-0.0603838109999999|0|0.035308642|10.94702063|-0.056270425|0|0|0.000787517|-0.008768679|-0.103458566|-0.156998637|-0.4925232479999999|0.00676294|0.781148177|0.733228144|0|0.803473313|-0.08034939|-0.083884237|0.2820044969999999|-57.15119372|-59.6654726|6.543729374|139.7861865|-0.031456589|4.654446622|-2.0132216990000003|-40.65070014|-22.37455223|63.6949231|0.4897655489999999|2852.093627|1427.032023|9.423637134|18.46922943|0.959883341|145.02405359999997|-1018.537564|28.10487315|0.012890098|-421.235376|1798.711882|931.8364349|1.0|1.0|3.0|4.17|0.0|0.25|18.0|-9.37|3.19|85.29|2.94|1.0|139.63|0.0|1.0|9.0|34.0|3.0|0.0|0.0|2.72|0.00247|1.4499999999999998e-05|0.0066099999999999|0.0|0.0|1.93e-07|3.2026|7.71|3.2026|-1455.5497369999998|0.69291|-1455.165122|0.5019|-0.1314|-0.18344|7.4949
24_a47|0.0|1|0.0|1|6.86171134|0|1.304328602|1.225600378|0.0453435129999999|-0.010774404|4.727387819|-0.1160443999999999|2|0.039520202|10.95005721|0.071506228|1|1|-0.004514441|0.056234624|-0.111494046|-0.2494728939999999|-0.540463145|-0.005097239|0.875198713|0.627160379|1|0.7839491009999999|-0.075894947|-0.090995097|0.214985826|-42.71324947|-51.21152885|12.11301576|121.5922303|-0.032498249|6.81713713|-1.364926459|-24.03877652|-18.28983173|54.82626523|0.479188295|2642.775318|1239.381181|7.024694045|13.48797266|0.920079732|218.5873217|-432.3234052|29.90471672|0.032103375|-125.6197312|1255.998102|457.1122177|0.0|1.0|2.0|3.14|3.12|0.05|21.0|-7.63|4.64|84.73|2.86|0.0|104.73|0.0|1.0|5.0|28.0|5.0|0.0|1.0|3.31|0.00975|3.05e-05|0.0121|0.0|0.0|9.22e-06|3.9675|4.46|3.9675|-1696.071577|0.6835|-1695.93106|0.2618|-0.16333|-0.2285|8.5
20_a31|0.0|1|0.0|0|7.765993078999999|0|0.609420757|0.0|0.0469387759999999|-0.009722467|5.733341277|-0.057200812|0|0.03995614|10.31100269|-0.078213611|3|3|-0.001662219|-0.023477148|-0.0852122769999999|-0.1534110109999999|-0.594513619|0.028036914|0.912372776|0.7507116140000001|1|0.7954270659999999|-0.085849869|-0.110195543|0.246878555|-53.79798102|-69.0542431|12.1160662|128.1960117|-0.033537774|7.592555532|-1.542737604|-33.71260536|-21.01650877|65.91404723|0.464597945|2576.1287230000003|1758.762093|8.289864307|15.48343758|0.86775525|181.2859728|-605.8215871|29.5712685|0.019624081|-264.0799235|1360.278351|557.1050635|1.0|1.0|2.0|3.46|2.74|0.26|19.0|-7.65|4.38|140.04|1.1|0.0|110.47|1.0|1.0|7.0|27.0|4.0|1.0|1.0|3.6|0.000493|3.66e-05|0.0146|0.0|0.0|8.86e-06|3.5381|4.78|3.5381|-1880.734655|0.7036600000000001|-1880.538664|0.2011|-0.1483|-0.20895|8.0862
12ap_a36|0.0|0|0.0|0|7.412764017000001|2|1.2970441659999998|0.0|-0.06398791|-0.007719624|5.351858133|-0.010732275|2|0.042739018|10.95430638|-0.042675894|1|1|0.001194592|0.117738331|-0.098598933|-0.175397741|-0.436880644|-0.025198947|0.893689741|0.8212311840000001|0|0.830587483|-0.082622504|-0.106173763|0.27547717|-54.21070432|-69.6632787|14.26936622|111.1558165|-0.037473093|9.36249036|-1.91112774|-35.56900768|-24.58703954|68.48007054|0.464588|2843.18721|2328.307856|8.766216204|16.37284224|0.86772056|172.00197649999998|-822.7409526|33.32245946|0.020575639|-312.1212186|1699.445432|642.3830552000001|1.0|0.0|2.0|4.78|0.0|0.13|17.0|-6.66|1.76|92.99|1.38|0.0|128.47|0.0|1.0|5.0|31.0|5.0|0.0|0.0|1.66|0.0412|0.000113|0.0458|0.0|0.0|8.97e-05|4.9124|2.98|3.8801|-1325.159466|0.6929|-1324.95298|0.3982|-0.15704|-0.21788|7.4949
4k_a46|0.0|0|0.173180233|1|7.825245291|1|1.134637098|2.145043462|-0.050636784|-0.0049602|5.587248657999999|-0.088084767|1|0.0510113959999999|10.94631314|-0.1032662209999999|1|1|0.006050983|-0.158788415|0.008544799|0.012963356|-0.3860697829999999|-0.003017362|0.787615341|0.784722915|0|0.8789113709999999|-0.091943864|-0.086581945|0.260665072|-49.65634024|-46.76051618|3.801175594|65.39662252|-0.0306644389999999|2.052909907|-1.471893066|-26.8180173|-16.56101615|53.45751583|0.417368922|2104.876032|1912.936687|5.726809252000001|9.829220349|0.7163519709999999|68.46061366|-429.3190666|18.96506421|0.006892404|-403.1511415|910.3230822|519.5743695|1.0|1.0|1.0|3.8|3.03|0.33|17.0|-6.61|4.77|50.94|2.84|0.0|100.96|0.0|1.0|2.0|25.0|3.0|0.0|1.0|3.79|5.0|1.4800000000000002e-05|0.0049299999999999|0.0|0.0|8.28e-05|5.4228|4.52|4.4485|-1053.396715|0.68553|-1053.196897|0.1505|-0.18542|-0.20254|7.0969
5_a4|0.0|0|0.0|1|7.535296702|1|1.343864516|2.166832955|-0.196773454|-0.001215982|5.4161004020000005|0.02257929|2|0.035994832|10.92992834|-0.134215501|1|1|0.0111310589999999|0.0202481919999999|-0.0471580309999999|-0.076189222|-0.164263889|-0.165454845|0.820886786|0.650346601|1|0.943148502|-0.050732198|-0.0681917309999999|0.431132276|-27.26045038|-36.64215945|4.324106888|30.54859623|-0.025201292|2.323516519|-1.159259431|-14.64813624|-13.54166762|31.58455727|0.413773331|2282.291204|1896.178084|5.758733969|9.823391314|0.7058248159999999|103.5177395|-334.71819839999995|16.77294978|0.009538616|-330.3047347|771.5556899000001|518.5792364|1.0|1.0|0.0|3.27|3.08|0.23|21.0|-7.96|4.67|43.6|2.88|0.0|104.89|0.0|1.0|3.0|26.0|3.0|0.0|1.0|3.89|0.00925|1.4499999999999998e-05|0.0049299999999999|0.0|0.0|3.71e-06|4.8582|3.71|4.0239|-1069.251223|0.6019899999999999|-1069.051141|67.0|-0.16965|-0.21857|7.1487
33_a47|0.0|1|0.0|1|6.823286122000001|0|1.409403453|1.758479676|-0.229935275|-0.004263267|4.727387819|-0.085712613|3|0.034691358|10.98214099|0.0741098479999999|1|1|0.003634698|-0.26447859|-0.147591116|-0.338113214|-0.270498605|0.065468525|0.8913954909999999|0.607650682|1|0.8197001309999999|-0.060080724|-0.083739854|0.404334141|-32.1568697|-44.81989209|11.96072985|96.50148984|-0.0272154529999999|6.401714296000001|-1.088618103|-17.2112484|-14.56646493|44.11759955|0.4607629339999999|2311.28828|787.797733|6.979305126|12.94292541|0.854471925|226.5011607|-311.85503880000005|25.25333652|0.029580684|-82.22540944|1010.133461|388.178924|0.0|1.0|1.0|3.08|2.76|0.11|21.0|-7.08|4.04|68.52|1.52|0.0|94.28|0.0|1.0|3.0|25.0|5.0|0.0|1.0|2.69|183.0|0.000192|0.0643|0.0|0.0|2.79e-05|4.1869|2.06|4.1869|-1123.135036|0.67508|-1122.992964|0.2566|-0.15985|-0.21447|8.4
12y_a30|0.0|0|0.0|0|7.412764017000001|2|0.604984019|0.0|0.048343649|-0.005996863|5.351858133|-0.037335306|2|0.044197531|10.31162818|-0.058184644|1|1|0.006346396|-0.153680104|-0.053700437|-0.0922059569999999|-0.4579359229999999|-0.05346283|0.8146529229999999|0.803183654|0|0.8489185109999999|-0.070903795|-0.091248521|0.374181804|-47.598277|-61.25585229|10.05775555|101.4221952|-0.034840345|6.751850651|-1.91621895|-31.95309886|-23.38859815|57.65603256|0.445723724|2847.362782|2411.415644|8.067590558|14.55517927|0.804154433|120.7628216|-863.552275|28.51891948|0.012362508|-429.782246|1568.540572|754.3941655|1.0|0.0|1.0|4.86|0.0|0.21|17.0|-7.38|3.23|81.65|3.25|0.0|137.21|0.0|1.0|5.0|31.0|4.0|0.0|0.0|3.19|0.00039|3.48e-06|0.00148|0.0|0.0|1.76e-05|5.1973|4.45|3.4718|-1654.382468|0.6864399999999999|-1654.125015|0.1489|-0.1475|-0.19815|7.6576
