molecula|SddssS|n9FaRing|SssssC|NaasN|SRW09|nAHRing|BCUTs-1|SaasN|MATS2c|AATSC1c|SRW07|AATSC1s|n6HRing|JGI4|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|MATS8s|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|PBF|PNSA3|PNSA5|PPSA3|TPSA_x|FNSA4|WPSA3|FNSA2|WNSA3|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|MOMI-Z|GeomRadius|GeomDiameter|GeomShapeIndex|PPSA1|WNSA2|DPSA4|FPSA5|DPSA1|DPSA2|Mor01p|CYP2C19 inhibitor|CYP2D6 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Egan filter|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|pIC50
12k_a36|0.0|0|0.0|0|7.412764017000001|2|1.297043952|0.0|-0.076124222|-0.0071232019999999|5.351858133|-0.063399056|2|0.039061728|10.94908765|-0.058284869|1|1|0.003724542|0.163804836|-0.095253274|-0.1619981409999999|-0.4373676689999999|-0.09344781|0.8647233590000001|0.856135378|0|0.8427704640000001|-0.075717305|-0.101946803|0.367754573|-49.87227128|-67.14870046|11.90012613|103.5614526|-0.037758075|7.838185977999999|-2.038936068|-32.84907515|-24.86988906|61.7723974|0.478908312|2792.202559|2294.707886|7.241602627000001|13.89698356|0.919048073|144.457092|-884.5687799000001|31.85663123|0.016847116|-369.7499256|1720.258086|698.847203|1.0|0.0|2.0|4.89|0.0|0.12|17.0|-7.01|2.42|69.2|2.38|0.0|133.84|0.0|1.0|6.0|31.0|4.0|0.0|0.0|2.37|0.0106|2.82e-05|0.0115|0.0|0.0|3.94e-05|5053.0|3.83|3.6631|-1310.312649|0.70031|-1310.072976|0.0908|-0.15053|-0.20023|7.8539
13d_a5 (GW788388)|0.0|0|0.0|0|6.605297921|1|1.236844097|0.0|-0.0959854909999999|-0.005668173|4.59511985|-0.009710199|3|0.027375887|10.94530363|0.024793388|1|1|0.003668464|-0.14893897|-0.010147323|-0.016337128|-0.3706975529999999|0.024905619|0.834800344|0.71006207|0|0.774103723|-0.086824482|-0.0844793|0.54169129|-57.42492153|-55.87383979|9.637686167|149.40573999999998|-0.0291837579999999|6.374277851|-1.605106706|-37.98032007|-19.30187193|67.0626077|0.488398052|2834.036315|1377.863026|8.077599766|15.788837|0.954644629|218.7999323|-702.1345259999999|28.84397435|0.022041749|-223.7910275|1586.418589|723.0631751|0.0|1.0|2.0|3.21|2.74|0.2|23.0|-8.84|4.11|92.79|1.37|0.0|121.68|0.0|1.0|6.0|32.0|5.0|0.0|1.0|3.11|0.0189|4.5e-05|0.0192|0.0|0.0|6.16e-07|4.6091|3.81|4.1706|-1390.548362|0.48848|-1390.294368|0.1549|-0.17299|-0.22841|7.7447
12aj_a36|0.0|0|0.0|0|7.412764017000001|2|1.29704406|0.0|-0.056210607|-0.00706023|5.351858133|-0.045035034|2|0.043848238|10.95354213|-0.042227364|1|1|0.003962098|0.1087087|-0.104118159|-0.1763783589999999|-0.43462267|0.091113865|0.8632656809999999|0.856274847|0|0.8269863129999999|-0.073002742|-0.10279655|0.251263868|-46.79363201|-65.89100364|11.73352271|110.89910559999998|-0.0368515929999999|7.521007149|-1.953134451|-29.99399664|-23.62130319|58.52715472|0.47532973|2710.647462|2275.825451|8.056502837|15.35536375|0.905958957|144.26810480000003|-802.4672307|30.48195872|0.016684569|-352.4483722|1615.543812|662.0530478999999|1.0|0.0|2.0|4.84|0.0|0.17|17.0|-6.97|2.19|69.2|2.24|0.0|128.72|0.0|1.0|5.0|30.0|4.0|0.0|0.0|2.14|0.0274|5.05e-05|0.02|0.0|0.0|4.270000000000001e-05|5.2301|3.48|3.6017|-1272.241135|0.70423|-1271.9998859999998|0.0082|-0.14818|-0.20093|7.7696
3_a3|0.0|0|0.0|0|7.285506549|0|0.605000514|0.0|0.159413311|-0.010040064|5.283203728999999|-0.114647585|1|0.034259259|10.31154314|0.069435247|2|2|-0.006362643|-0.030486489|0.041786524|0.081380229|-0.599804962|-0.082619043|0.885339037|0.8495058259999999|1|0.7538064790000001|-0.107269779|-0.098797066|0.583866845|-48.91675544|-45.05306124|5.753894372|112.2682304|-0.035057023|2.623868963|-1.086767728|-22.30683222|-15.98657012|54.67064981|0.415122657|2092.406045|1349.6286710000002|5.025797436|8.592908408|0.709760196|136.8031103|-225.9941764|22.83783244|0.023287455|-182.4099648|707.9728057|302.8386149|1.0|1.0|1.0|3.11|2.39|0.0|20.0|-6.15|4.07|121.17|1.41|0.0|88.36|0.0|1.0|2.0|21.0|3.0|0.0|1.0|3.23|0.00103|4.06e-05|0.0126|0.0|0.0|0.000218|5.8458|1.92|3.3475|-1592.873593|0.69206|-1592.792349|0.0851|-0.14599|-0.20969|5.93
8d_a8|0.0|0|0.0|1|7.05012252|0|1.395657339|1.41693287|-0.12349902|-0.0111144189999999|4.844187086|-0.155313194|1|0.042323232|10.94649761|-0.117111249|1|1|-0.001038264|0.111668404|0.016471091|0.025642021|-0.4385133129999999|0.0780635059999999|0.804372443|0.734212688|0|0.6932924890000001|-0.1072746469999999|-0.103150936|0.377028311|-69.95878302|-67.26951954|18.28507531|200.0182229|-0.03820405|11.92454747|-2.063018716|-45.62337399|-24.91463687|88.24385833|0.483207744|2863.968296|2093.380666|7.507839835|14.52777156|0.935013517|211.7129122|-877.3916055999999|36.89090464|0.029166961|-228.7206541|1992.108851|682.0472537|0.0|0.0|2.0|3.61|2.92|0.12|23.0|-7.62|3.32|112.23|1.92|0.0|121.1|0.0|1.0|6.0|32.0|5.0|0.0|0.0|3.0|0.00533|3.4200000000000005e-05|0.0147|0.0|0.0|1.03e-05|4.6765|6.22|3.2963|-1447.559429|0.70165|-1447.2928029999998|0.1879|-0.13754|-0.19757|4.7303
12ah_a36|0.0|0|0.0|0|7.412764017000001|2|1.297013411|0.0|-0.050415481|-0.007648622|5.351858133|-0.043678703|2|0.043848238|10.95983779|-0.050147748|1|1|0.0010871589999999|0.133939811|-0.103922055|-0.177407665|-0.444563583|0.011674455|0.8910146309999999|0.8065052890000001|0|0.828405275|-0.0758457179999999|-0.1059368909999999|0.271553945|-49.0084977|-68.45222166|11.93961081|110.8777131|-0.038137281|7.714903458999999|-1.906864035|-31.66734951|-24.6427998|60.9481085|0.468162246|2786.56479|2334.380591|8.26712637|15.54445187|0.8802726820000001|149.3235124|-796.1600443|32.04915319|0.017909528|-347.5133554|1602.457659|629.5017194000001|1.0|0.0|2.0|4.73|0.0|0.14|17.0|-7.18|2.54|69.2|2.51|0.0|128.76|0.0|1.0|5.0|30.0|4.0|0.0|1.0|2.34|0.0151|2.55e-05|0.0106|0.0|0.0|2.77e-05|5.2259|3.79|3.7792|-1692.512868|0.6970000000000001|-1692.3109559999998|0.0485|-0.15434|-0.2107099999999999|7.9586
14_a15|0.0|0|0.0|0|0.0|0|1.43568901|0.0|-0.058775738|-0.006678826|0.0|-0.0455566929999999|2|0.037073171|10.9597359|-0.015736888|0|0|0.0034254209999999|-0.051908601|-0.120626133|-0.184255041|-0.3848940629999999|-0.021648026|0.7651878809999999|0.7933685340000001|0|0.8870890459999999|-0.063809873|-0.0917424269999999|0.7461324029999999|-40.89540491|-58.79722871|9.403293601|72.36402409|-0.032888795|6.026520371|-1.743106111|-26.20964538|-21.0782518|50.29869851|0.406717767|2612.691478|2731.841165|6.040010666000001|10.18067005|0.685538423|147.2072638|-715.9737342999999|27.36334635|0.015286995|-346.4801021|1450.257357|673.7288405|1.0|1.0|1.0|3.56|3.72|0.12|24.0|-9.82|6.3|56.27|2.87|0.0|119.95|0.0|1.0|6.0|30.0|4.0|1.0|1.0|4.7|0.0002379999999999|1.47e-06|0.000584|0.0|0.0|5.99e-08|4.4518|5.16|3.6209|-1281.0669369999998|0.7055899999999999|-1280.809256|0.0054|-0.14997|-0.18379|7.5229
9n_a24|0.0|0|0.0|0|6.605297921|0|1.388847168|0.0|-0.2452954769999999|-0.003323852|4.59511985|0.001099755|2|0.024179894|10.94875265|-0.03088354|1|1|0.008809179|-0.22754075|-0.12451554|-0.200646773|-0.225226606|0.048359202|0.804201677|0.755793189|0|0.904556598|-0.052106597|-0.0777274979999999|0.331008994|-35.21502941|-52.53031811|11.90027964|64.50319929|-0.026905672|8.042526681|-1.399094961|-23.79925701|-18.18357165|47.11530904|0.4331595789999999|2542.730334|1361.307012|8.232847909|14.52410167|0.764164944|235.1021924|-639.0250449|27.88350328|0.021951174|-205.6223122|1449.942171|631.9206508|1.0|1.0|1.0|3.17|2.6|0.17|23.0|-8.64|4.14|66.93|1.42|0.0|114.29|0.0|1.0|7.0|29.0|5.0|0.0|0.0|3.13|0.0278|5.14e-05|0.0198|0.0|0.0|8.909999999999999e-07|4.9139|2.59|4.1028|-1239.095611|0.63085|-1238.856882|0.0334|-0.1658099999999999|-0.20399|7.7212
47t_a18|0.0|0|0.0|0|7.03438793|1|1.25117758|0.0|0.1115820769999999|-0.0128248239999999|4.844187086|-0.161517185|0|0.03672956|10.94702032|-0.04785474|0|0|-0.004985656|0.027313444|-0.068787175|-0.104274108|-0.600890268|0.005590928|0.796935152|0.688453085|0|0.67203319|-0.119202068|-0.103295568|0.240001773|-79.78154029|-69.13537385|9.415011332|219.5070758|-0.040580402|6.301435212|-2.272502492|-53.39751484|-27.16032544|89.19655162|0.49779009|2872.533415|1326.524873|8.780037801|17.48280476|0.991199259|130.8263901|-1017.985577|33.75918118|0.016238994|-407.6438346000001|1890.514146|747.6927426|0.0|0.0|3.0|3.86|0.0|0.15|18.0|-7.51|2.93|110.56|1.64|1.0|129.21|0.0|1.0|7.0|33.0|4.0|0.0|0.0|2.15|0.00117|1.7100000000000002e-05|0.0075299999999999|0.0|0.0|1.36e-05|3.1164|9.4|3.1164|-1470.836067|0.6895100000000001|-1470.528808|0.5502|-0.12692|-0.19514|6.1068
12i_a36|0.0|0|-4.787087299|0|7.412764017000001|2|1.2401347459999998|0.0|0.043792895|-0.016027043|5.351858133|-0.29543904|2|0.0438779959999999|10.96020192|-0.009876543|1|1|-0.007897954|0.135587069|-0.1187503719999999|-0.3344729369999999|-0.608318386|0.141564781|0.87043328|0.624142499|0|0.830964232|-0.0850745409999999|-0.117424873|0.332782117|-54.81607619|-75.66036485|12.71877085|108.9148111|-0.045665229|8.195085212|-2.46592234|-35.3196406|-29.42347522|67.53484704|0.460246812|3231.030388|2351.232652|7.549683919|13.98728916|0.8526986440000001|148.7565508|-1023.755049|38.2555363|0.022430221|-346.8168661|2065.79896|672.4630346|1.0|0.0|2.0|4.8|0.0|0.17|17.0|-7.14|4.04|78.43|2.04|0.0|130.43|0.0|1.0|7.0|34.0|8.0|0.0|0.0|2.65|0.00291|8.6e-06|4.0|0.0|0.0|3.37e-05|5.2297|4.86|3.7496|-1645.171438|0.70134|-1644.954647|0.1516|-0.1541|-0.20475|7.9208
47f_a18|0.0|0|0.0|0|7.03438793|1|1.251175676|0.0|-0.005500039|-0.005817448|4.844187086|-0.034211867|0|0.031179487|10.94702253|-0.008224928|0|0|0.00531392|-0.071877686|-0.264839041|-0.3927204379999999|-0.4138670829999999|-0.009917608|0.780474694|0.745431271|0|0.838156881|-0.063824969|-0.084851044|0.375218907|-54.18475173|-72.03501774|11.75478965|137.3980967|-0.0289997239999999|9.979328976|-2.290978185|-46.00060733|-24.61956302|65.93954138|0.483843526|3367.7324700000004|2343.062749|10.55465562|20.44855806|0.937396993|232.14715330000004|-1651.17806|33.88554232|0.016581683|-384.6642262|2676.957843|1347.416568|1.0|1.0|2.0|4.87|0.0|0.34|18.0|-9.22|3.6|88.97|2.79|2.0|164.47|1.0|1.0|13.0|40.0|4.0|0.0|0.0|2.83|0.000421|3.01e-06|0.00163|1.0|1.0|3.27e-07|3.0964|8.13|3.0964|-1743.346389|0.6984600000000001|-1741.724929|0.5741|-0.12802|-0.1724099999999999|8.0458
4l_a46|0.0|0|0.171853072|1|7.825245291|1|1.134637095|2.155247543|-0.058870177|-0.004736212|5.587248657999999|-0.075241716|1|0.049498645|10.94631401|-0.161358058|1|1|0.006162668|-0.1012114369999999|0.0071939419999999|0.010799648|-0.3888343979999999|-0.001318857|0.762625193|0.7936534740000001|0|0.892158627|-0.09094885|-0.085194597|0.291762764|-51.45056667|-48.19533497|3.721888783|61.00681586|-0.030068681|2.10550531|-1.533502748|-29.10603933|-17.01011822|55.17245545|0.409308207|2165.620022|2087.583804|5.80829255|9.833034117|0.692930243|65.93290984|-490.7614689|19.25417715|0.006130523|-433.8429998|981.9630347|579.2365607|1.0|1.0|1.0|3.92|3.19|0.36|17.0|-7.0|5.02|50.94|3.06|0.0|105.77|0.0|1.0|3.0|26.0|3.0|0.0|1.0|4.08|0.00182|7.78e-06|0.0027|0.0|0.0|3.47e-05|5.4011|4.99|4.4542|-1092.71063|0.68584|-1092.484863|0.1523|-0.18567|-0.20351|7.0088
17d_a50|0.0|1|0.0|2|8.105609402|2|1.338814635|4.380250483|-0.152030219|-0.002166617|6.042632834|0.03538699|1|0.031990741|10.94500663|-0.125540541|2|2|0.01245647|0.009780681|-0.200725906|-0.323333765|-0.2294807539999999|-0.1921395789999999|0.789310938|0.7276268779999999|1|0.929886823|-0.044172353|-0.069790853|0.8020670809999999|-30.63468215|-48.40178147|10.55016861|48.62532158|-0.025589979|7.31681784|-1.535398758|-21.24595322|-17.74731987|41.18485076|0.445708152|2824.70142|2950.99157|6.996105516|12.62170017|0.8041037459999999|170.5678813|-738.4938272999999|23.53577933|0.013178555|-352.3903892|1412.14676|829.3813984|0.0|1.0|0.0|4.07|3.68|0.35|20.0|-7.07|4.29|51.77|2.71|0.0|133.19|0.0|1.0|6.0|32.0|4.0|0.0|0.0|3.68|0.0135|1.31e-05|0.00557|0.0|0.0|3.63e-05|4.0506|3.41|4.0506|-1335.962757|0.66103|-1335.649722|0.1819|-0.16716|-0.19967|7.1308
14m_a23|0.0|1|-4.405643132|2|7.423568444|0|1.197955072|3.1160758160000004|0.05521348|-0.008929306|5.351858133|-0.272389934|2|0.0431917209999999|10.3132176|-0.050626415|2|2|0.001951778|0.0879380709999999|-0.07256543|-0.226146643|-0.527662006|0.0266555739999999|0.8581143859999999|0.5415996160000001|1|0.9258118|-0.072795329|-0.089285878|0.268552591|-50.63012925|-62.09952738|12.51396625|51.59888942|-0.039285786|8.703631619|-1.964289314|-35.21393496|-27.32379205|63.1440955|0.476833897|3255.247038|2263.262957|8.595073462|16.42895711|0.911438824|142.0002583|-950.2032192|34.33353583|0.017997351|-411.5129154|1716.6767920000002|658.8108151|1.0|0.0|1.0|3.51|3.17|0.09|26.0|-8.23|6.19|105.02|3.82|1.0|125.29|0.0|1.0|6.0|34.0|7.0|1.0|0.0|4.41|0.000198|1.61e-06|0.000773|0.0|0.0|2.85e-06|3.6774|4.2|3.6774|-1966.945041|0.65552|-1966.721362|0.3335|-0.15208|-0.23555|8.5171
12h_a36|0.0|0|0.0|0|7.412764017000001|2|1.297043828|0.0|-0.128701804|-0.0086750619999999|5.351858133|-0.041228471|2|0.039061728|10.96020037|-0.051080247|1|1|0.003077071|0.100530266|-0.1430106119999999|-0.239932418|-0.410826531|-0.10861416|0.87043328|0.84179881|0|0.819614525|-0.073572836|-0.10720355|0.3726296|-48.17643878|-70.19826261|18.27258858|118.1187282|-0.035734517|11.96512593|-1.929663894|-31.5465515|-23.39942087|66.44902736|0.464544951|2845.467486|2391.856014|7.428908584|13.87400978|0.8675704009999999|219.1956304|-827.4010477|35.1736357|0.026971557|-216.42159590000003|1899.376328|679.7230552999999|1.0|0.0|2.0|4.8|0.0|0.17|17.0|-6.69|1.89|78.43|1.72|0.0|130.24|0.0|1.0|6.0|31.0|5.0|0.0|0.0|1.81|0.0464|8.499999999999999e-05|35.0|1.0|0.0|8.340000000000001e-05|5.1998|2.92|3.4554|-1347.451759|0.7014600000000001|-1347.199963|0.0056|-0.14247|-0.1926|7.8539
14a_a5|0.0|0|0.0|0|6.605297921|1|1.226142247|0.0|-0.056730193|-0.0053665219999999|4.59511985|-0.005002101|3|0.027375887|10.9488747|0.024793388|1|1|0.003668464|-0.213526163|-0.010147323|-0.016337128|-0.36152442|0.144729708|0.847379958|0.71006207|0|0.7909255559999999|-0.080875277|-0.078681402|0.4398855029999999|-54.69145586|-53.20786056|11.74431806|141.38542919999998|-0.0271808479999999|7.942029745|-1.494946644|-36.98479273|-18.38089729|66.43577392|0.470085022|2836.468636|1315.573182|8.424031251|15.89694877|0.88709518|250.3569601|-683.6488737000001|29.18606491|0.024411136|-175.53051609999997|1605.23357|723.0631751|0.0|1.0|2.0|3.24|2.41|0.2|23.0|-8.84|4.38|92.79|1.37|0.0|123.0|0.0|1.0|6.0|32.0|5.0|0.0|1.0|3.05|0.0304|6.02e-05|0.0256|0.0|0.0|6.16e-07|4.1501|4.3|4.1501|-1390.546425|0.65789|-1390.29207|0.5853|-0.1676|-0.2183699999999999|6.9508
8a_a31|0.0|0|0.0|0|7.765993078999999|1|0.610138387|0.0|-0.039027368|-0.015034136|5.733341277|-0.158899731|0|0.043817204|10.31170053|-0.01861065|2|2|-0.009293513|-0.258538098|-0.054025775|-0.094359203|-0.520051508|0.0502030679999999|0.895174844|0.883113019|0|0.594139864|-0.122293189|-0.136459435|0.272259026|-60.46233433|-67.46619355|18.56711239|200.6591816|-0.0416959379999999|9.179668678|-1.501053781|-29.89286568|-20.61467025|79.02944672|0.4512945479999999|2128.209198|1443.955093|5.83708559|10.63792161|0.822471411|164.9149565|-366.9116769|30.93264504|0.030052065|-164.57484340000002|1113.575221|324.7430642|0.0|1.0|2.0|3.34|2.05|0.2|16.0|-5.33|2.54|114.29|0.36|0.0|83.83|0.0|2.0|3.0|22.0|5.0|0.0|1.0|2.13|0.0846|0.000773|243.0|0.0|0.0|0.00145|3.8097|1.53|3.8097|-1347.507102|0.7027100000000001|-1347.3959220000002|0.2604|-0.1587599999999999|-0.18869|6.1024
18a_a30|0.0|0|0.0|0|7.412764017000001|2|0.604987543|0.0|0.045071414|-0.006673169|5.351858133|-0.02919335|2|0.040166667|10.31163887|-0.094932667|1|1|0.005458948|-0.073280844|-0.053309522|-0.094526372|-0.452377064|0.003991162|0.842671963|0.7961424690000001|0|0.85918121|-0.072474599|-0.095397479|0.294303776|-45.11907802|-59.38972262|10.62073502|87.66676984|-0.036990859|6.611941026|-1.812552105|-28.08889239|-23.02866795|55.73981304|0.445995681|2721.874248|2814.429655|7.050626413|12.72666325|0.8050400790000001|130.4247923|-702.4886239|29.1318055|0.016012295|-361.7006453|1427.458469|620.9195447000001|1.0|0.0|1.0|4.75|0.0|0.14|17.0|-6.64|2.62|81.65|2.82|0.0|127.28|0.0|1.0|5.0|29.0|4.0|0.0|0.0|2.63|0.00208|1.4e-05|0.0056|0.0|0.0|9.21e-05|3.4712|3.82|3.4712|-1575.755101|0.69033|-1575.54671|0.3781|-0.1418|-0.19785|7.6108
12h_a30|0.0|0|0.0|0|7.412764017000001|2|0.604984682|0.0|0.046965756|-0.00737961|5.351858133|-0.06631353|2|0.043848238|10.31162898|-0.072247675|1|1|0.002064369|-0.166613751|-0.0541804029999999|-0.120380857|-0.4708582289999999|0.008644634|0.888213143|0.64876559|0|0.763568404|-0.083127678|-0.09907575|0.353607682|-52.88851758|-63.03519645|11.06352871|150.42542849999998|-0.038417127|7.038974807000001|-1.882439244|-33.64938551|-24.44221903|63.95204629|0.468446216|2848.98238|2268.811589|8.066818026|15.1759206|0.881277172|128.5349203|-761.9955851|30.63031164|0.015886049|-379.1625034|1500.88527|618.6004214|1.0|0.0|1.0|4.63|0.0|0.14|17.0|-6.9|3.18|81.65|3.2|0.0|127.24|0.0|1.0|5.0|30.0|5.0|0.0|0.0|2.92|0.00171|9.71e-06|0.00405|0.0|0.0|5.260000000000001e-05|5.0289|4.07|3.5101|-1674.977665|0.68543|-1674.777786|155.0|-0.14889|-0.2023599999999999|8065.0
7_a15|0.0|0|0.0|0|0.0|0|1.419941457|0.0|-0.2269896539999999|-0.010310394|0.0|-0.038088878|1|0.035075075|10.95880715|0.0019353679999999|0|0|0.002150323|0.213947987|-0.211522056|-0.310081401|-0.335491052|0.154068618|0.740089344|0.8115121240000001|0|0.841400327|-0.074406877|-0.110819329|0.403524276|-41.29775265|-61.50761094|20.31436245|88.02694557|-0.026500274|11.27499976|-1.2190126140000002|-22.92132733|-14.70834175|61.6121151|0.396557391|2330.667514|1624.468817|6.01738192|9.971755103|0.657158418|306.0056033|-375.5215702|32.78250222|0.042799094|56.98518567|1507.995102|474.9756287|1.0|1.0|1.0|3.16|3.14|0.15|18.0|-7.19|4.64|61.84|1.74|0.0|99.77|0.0|1.0|7.0|26.0|5.0|0.0|1.0|3.35|0.00516|3.2e-05|0.0113|0.0|0.0|2.26e-05|4.4386|2.78|3.7495|-1184.367098|0.70497|-1184.168094|0.0169|-0.15605|-0.18454|6644.0
8c_a12|0.0|0|0.0|0|0.0|1|1.283851303|0.0|0.1948786139999999|-0.0104125509999999|0.0|-0.055163114|3|0.038787879|10.95472932|-0.07003012|0|0|-0.00160589|-0.1876771789999999|-0.210669119|-0.370782022|-0.606245231|-0.10899871|0.8425863029999999|0.845077891|0|0.840397446|-0.067004282|-0.101988384|0.239216075|-34.19075142|-52.04233846|10.00357546|81.4415307|-0.038245644|5.104595615|-1.529825767|-17.44675795|-19.51587692|44.19432689|0.472503372|2190.852814|1245.6132289999998|5.670223821|10.74930819|0.8957467170000001|120.19586|-398.3402139|25.52931025|0.018855428|-269.8853937|1021.17241|390.0159026|0.0|1.0|1.0|3.91|2.24|0.11|18.0|-7.14|1.59|63.06|2.02|0.0|98.07|0.0|1.0|3.0|24.0|5.0|0.0|1.0|2.23|107.0|0.0001899999999999|0.0598|0.0|0.0|2.28e-05|4.3598|2.76|3.8341|-1022.750382|0.67318|-1022.613451|0.1355|-0.15571|-0.2227699999999999|7.3979
9r_a24|0.0|0|0.0|0|6.605297921|0|1.353642494|0.0|-0.134192489|-0.004640179|4.59511985|0.013567512|3|0.024179894|10.96129392|-0.043274854|1|1|0.008722018|-0.29065818|-0.179075526|-0.2920573039999999|-0.3018627239999999|-0.120617935|0.841805128|0.7526889940000001|0|0.8417158379999999|-0.0618978309999999|-0.082022572|0.32720212|-41.49802275|-54.99020696|10.4302588|106.1180928|-0.025821921|6.992734796000001|-1.394383716|-27.82142546|-17.31173182|51.92828155|0.473403843|2644.462265|958.7578093|9.672636984|18.36822555|0.898988412|257.9706516|-626.7383196000001|28.13932796|0.02357068|-154.486433|1519.52371|670.2247423|1.0|1.0|1.0|3.53|3.04|0.22|23.0|-8.66|3.93|79.82|1.02|0.0|116.9|0.0|1.0|8.0|30.0|6.0|0.0|0.0|2.98|0.0383|8.77e-05|0.0351|0.0|0.0|8.84e-07|4.4722|1.82|4.2877|-1294.451958|0.6204|-1294.201456|0.0029|-0.1676099999999999|-0.21074|7.9586
16b_a23|0.0|1|0.0|2|7.423568444|1|1.197960988|3.418247774|0.031073244|-0.005139233|5.351858133|-0.013240238|3|0.037664609|10.31321583|-0.05237763|2|2|0.011266252|0.099244509|-0.123524943|-0.224300431|-0.401493392|0.14319927|0.830577373|0.711576167|1|0.928579764|-0.050637391|-0.07920267|0.2256448969999999|-37.52431601|-58.69232154|13.79443768|52.92522904|-0.031407956|10.22222569|-1.821661419|-27.80700713|-23.2745413|51.31875369|0.4870072789999999|3370.826124|2256.698672|9.472884487|18.46592377|0.949345397|193.4284005|-1000.346801|31.49562341|0.018384316|-354.1828792|1826.746158|896.9989312000001|1.0|0.0|1.0|4.19|0.0|0.07|26.0|-7.33|4.1|108.26|3.14|1.0|146.03|0.0|1.0|6.0|36.0|4.0|0.0|0.0|2.9|0.000314|2.16e-06|0.00106|0.0|0.0|2.26e-05|1.6041|4.24|1.6041|-1877.615701|0.95419|-1877.270284|0.3456|-0.13741|-0.21093|7.0191
17_a15|0.0|0|0.0|0|0.0|0|1.43568899|0.0|-0.046866421|-0.0071363569999999|0.0|-0.071708785|2|0.036595745|10.9544604|-0.0141953639999999|0|0|0.0032452509999999|-0.052628162|-0.170008473|-0.263401148|-0.461493931|0.001376853|0.76362781|0.740986227|0|0.880459235|-0.052869016|-0.079844675|0.605886597|-40.50376584|-61.17023228|9.875456386|91.58201681|-0.027065991|7.56573889|-1.596893495|-31.03055741|-20.73567196|50.37922222|0.474165158|2852.085573|2104.883413|7.967418828|15.15194163|0.90173781|265.6831633|-937.2690986|31.74439379|0.0217385279999999|-234.74904|1872.919233|822.8625688|1.0|1.0|1.0|3.63|3.99|0.15|24.0|-9.72|6.0|67.35|2.53|0.0|131.36|0.0|1.0|7.0|33.0|4.0|1.0|1.0|4.44|0.00052|2.26e-06|0.00099|0.0|0.0|8.43e-08|4.1461|6.89|3.8006|-1413.857182|0.7045100000000001|-1413.559128|0.0377|-0.15573|-0.19509|7.9208
5_a18 (BIBF0775)|0.0|0|0.0|0|7.03438793|2|1.251175715|0.0|0.0160123|-0.005220163|4.844187086|-0.015946718|1|0.035478927|10.94702058|-0.022817602|0|0|0.0036739159999999|-0.054916741|-0.144352593|-0.216531385|-0.453086741|-0.001626287|0.774859029|0.7061155790000001|0|0.8432358679999999|-0.068989967|-0.078246932|0.420002762|-52.09190866|-59.08151918|6.418873637000001|118.3671077|-0.029755876|4.846666751|-2.112667176|-39.33277643|-22.46761997|58.5107823|0.483962172|3115.979466|1645.395714|9.798677372|18.98829281|0.937842434|138.97646310000002|-1204.480438|27.535837|0.010831199|-477.1120625|1955.044427|1140.896548|0.0|1.0|2.0|4.42|0.0|0.32|18.0|-9.21|3.69|76.5|3.52|1.0|155.95|0.0|1.0|8.0|37.0|3.0|0.0|0.0|3.2|0.000425|1.91e-06|0.000946|0.0|0.0|3.06e-07|3.2027|8.45|3.2027|-1572.290174|0.69298|-1571.843719|0.4825|-0.13154|-0.18092|7.4685
4_a38 (LY-2157299)|0.0|0|0.0|1|7.535296702|1|1.343847059|2.0959524330000003|0.050460026|-0.00638266|5.4161004020000005|-0.080432741|2|0.041252955|10.9277672|-0.020954339|1|1|0.003107816|-0.083399128|0.028964355|0.0481706809999999|-0.463575124|-0.041794304|0.868207983|0.6848692759999999|1|0.754313773|-0.092570349|-0.089446059|0.459041332|-52.90108631|-51.11565158|7.104736984|140.40206619999998|-0.03235283|4.060137052|-1.520583011|-30.23133173|-18.48863993|60.00582329|0.487041509|2501.945802|1686.693134|6.54753874|12.76426621|0.949475478|122.2274724|-496.5871888|23.51893991|0.01379043|-327.0140711|1105.390176|542.7276591|0.0|1.0|1.0|3.27|2.6|0.18|21.0|-7.13|3.51|86.69|1.84|0.0|108.18|0.0|1.0|3.0|28.0|4.0|0.0|1.0|2.81|52.0|0.000102|0.0375|0.0|0.0|2.75e-05|4.65|3.95|3.78|-1198.64695|0.68|-1198.442536|0.06|-0.16|-0.22|7.1586
