molecula|NaaNH|n9FaRing|SaaNH|SssssC|NaasN|SRW09|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|AATSC1s|JGI4|MATS7i|ATSC1c|AATSC1are|MATS8i|BCUTi-1|n5aRing|AATSC7i|n6aHRing|GATS1are|SIC2|nFaHRing|RASA|FNSA3|FNSA5|FPSA3|PNSA3|PNSA5|RPSA|WNSA5|RPCS|FNSA1|FNSA2|WNSA3|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|MOMI-Z|FPSA1|GeomShapeIndex|GRAV|WNSA2|DPSA4|FPSA5|DPSA2|Mor01p|CYP2D6 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Num. of Aromatic heavy atoms|Log Po/w WLOGP|TPSA_y|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|BBB|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|IC50|pIC50|pIC50
12ab_a36|1|0|3.458948649|0.0|0|7.412764017000001|2|1.297042596|0.0|-0.064515677|-0.007034881|0.000258844|0.039951691|0.035377607|-0.408023082|0.000939229|-0.032623802|10.9540584|1|0.0618552579999999|1|0.86559137|0.888163057|0|0.8410557559999999|-0.079202413|-0.095025338|0.024102201|-54.63243106|-65.54680623|0.158944244|-45.21303385|15.55386871|0.679025324|-1.805481415|-37.68448987|82.3666474|-23.06276515|71.2577056|0.484987413|2902.39241|580.1454645|-1245.389318|2390.849902|0.320974676|0.941700118|6314.697413|-859.0476432|33.96451406|0.024384271|1834.083759|708.5476357999999|0.0|1.0|0.0|2.0|4.86|17.0|1.95|92.99|133.27|0.0|1.0|6.0|-3.92|32.0|5.0|-7.21|420.47|0.0|1.8|-3.91|0.0503|0.000122|0.0515|2.33|0.0|3.76e-05|-0.0523799999999999|3.8845|3.23|1201.64|319.17|0.4451|319.17|564.58|0.69294|0.69294|-1364.236757|0.4451|-0.15699|3.6976|-0.2093699999999999|0.04167456|5.3228|11.0|7.9586|7.9586
4S4k_a46|0|0|0.0|0.173180233|1|7.825245291|1|1.134637098|2.145043462|-0.050636784|-0.0049602|-0.088084767|0.0510113959999999|-0.104665424|-0.252970193|0.006550513|-0.1149361969999999|10.94631314|1|-0.158788415|1|0.78837943|0.787615341|0|0.891734458|-0.089589915|-0.0860536609999999|0.007749296|-47.49082053|-45.61628327|0.1082655419999999|-24.18078772|0.0|0.8679099640000001|-1.46291223|-25.17446332|49.42345536|-16.15576699|51.59865384|0.461984953|2105.538282|472.7005375|-775.4768155|1729.18312|0.132090036|0.858684076|4719.2906570000005|-411.0733912|18.61456563|0.007182108|893.4991504000001|519.5743695|1.0|1.0|1.0|1.0|3.8|17.0|4.77|50.94|100.96|0.0|1.0|2.0|-4.82|25.0|3.0|-5.46|333.43|1.0|3.79|-4.83|5.0|1.4800000000000002e-05|0.0049299999999999|4.05|0.0|8.28e-05|-0.02074|5.2854|4.52|997.07|304.07|0.2623|234.58|487.43|0.5716|0.67893|-1053.202208|0.0654|-0.17396|2.2655|-0.1947|0.02628818|2.5693|197.0|6.7055|6.7055
4_a47|0|0|0.0|0.0|0|0.0|0|1.304464196|0.0|0.004633887|-0.008204735|-0.121159855|0.038479532|-0.158636969|-0.3692130839999999|-0.007295208|0.0687047279999999|10.93671044|0|-0.247195952|2|0.893350891|0.84420422|1|0.874200878|-0.07804769|-0.092556319|0.007772995|-42.46254967|-50.35610033|0.1257991219999999|-27.39669054|0.0|0.806604393|-1.48090111|-23.10213311|57.78603076|-19.18327632|46.69151766|0.402148382|2306.463316|475.6168721|-805.6976052|1528.797085|0.193395607|0.67265584|5254.939281|-438.3470487|23.78275706|0.013656479|998.8757964|471.7712484|1.0|1.0|1.0|2.0|2.75|22.0|5.71|58.04|106.52|0.0|1.0|3.0|-5.92|26.0|3.0|-4.99|361.82|0.0|4.32|-5.64|0.0004379999999999|2.31e-06|0.0008359999999999|4.96|0.0|5.81e-07|-0.05606|5.7708|4.44|988.42|332.4|0.2304|214.85|432.89|0.45947|0.69157|-1509.262887|0.2221|-0.1547|4.2607|-0.21076|0.03342033|5.4892|32.0|7.5|7.5
12v_a30|0|0|0.0|0.0|0|7.412764017000001|2|0.604983445|0.0|0.037440652|-0.006974714|-0.029548782|0.04625323|-0.099831334|-0.369659818|0.002431329|0.020607357|10.31162873|1|-0.173424818|1|0.8149999040000001|0.889479916|0|0.8501212029999999|-0.077138874|-0.0971402169999999|0.015823709|-52.18846092|-65.72041011|0.1498787969999999|-44.46327619|0.0|0.806069067|-1.845664126|-35.30820865|75.73440678|-25.48342433|62.89402328|0.478535287|3001.758432|575.1512171|-1248.687792|2483.120571|0.193930933|0.917675298|6952.110426|-844.8022477|31.6144427|0.014801518|1549.107692|685.6665849999999|0.0|1.0|0.0|1.0|4.62|17.0|3.92|81.65|137.3|0.0|1.0|5.0|-6.58|31.0|4.0|-5.52|467.37|0.0|3.59|-6.04|0.000123|9.14e-07|0.0004269999999999|5.12|0.0|7.39e-06|-0.0563|3.5507|5.08|1209.1|349.18|0.1601|349.18|573.82|0.68405|0.68405|-2494.739831|0.1601|-0.1505099999999999|2.9171|-0.20681|0.03495552|4105.0|22.0|7.6596|7.6596
13d_a6|1|0|3.447870607|0.0|0|7.412764017000001|1|1.424214188|0.0|-0.045686501|-0.010665225|-0.0122495089999999|0.041728395|0.077158715|-0.607917822|-0.003346018|-0.042531782|10.95129636|1|0.126028544|1|0.845481322|0.841971795|0|0.78862121|-0.092581323|-0.110731261|0.030793771|-63.04181168|-75.40072983|0.21137879|-51.34295409|564.780402|0.769432845|-2.103893962|-42.92734103|88.02705449|-27.03045032|84.01035117|0.4128711229999999|2882.382522|536.999346|-1432.613867|3075.022992|0.230567155|0.703203572|6185.117192000001|-975.5161277|35.13035671|0.018542644|1861.908905|692.8471883999999|1.0|1.0|1.0|2.0|3.64|23.0|4.57|95.85|121.6|0.0|1.0|6.0|-5.95|32.0|5.0|-5.88|423.47|0.0|3.74|-5.27|0.000471|5.42e-06|0.00229|4.23|0.0|1.68e-07|-0.05252|4.85|4.5|1219.11|341.57|0.7905|255.64|598.06|0.58381|0.7007399999999999|-1389.125098|0.2513|-0.14894|11.0994|-0.20146|0.02846332|14.0012|0.36|6.4437|6.4437
19_a31|1|0|3.2411335510000003|0.0|0|7.401841579|0|0.61013725|0.0|0.062492295|-0.01001901|-0.086654127|0.0427124179999999|-0.044625452|-0.46087445|-0.005956522|-0.040386271|10.31169935|2|-0.095997335|0|0.656654981|0.902130276|0|0.7312647940000001|-0.0909201569999999|-0.113333675|0.014675044|-53.25742146|-66.3863707|0.268735206|-38.88650245|67.42915967|0.776211804|-1.586671445|-31.1960848|75.31824576|-21.12293613|61.85348014|0.446100738|2265.6917350000003|428.3459076|-929.4091898|1992.2502|0.223788196|0.805382437|4917.329034|-544.4110343|27.21285095|0.0152483439999999|1197.365442|460.3754405|1.0|1.0|1.0|2.0|3.44|16.0|4.33|98.91|97.25|0.0|1.0|7.0|-4.67|25.0|4.0|-6.41|358.43|0.0|3.47|-3.92|0.0076799999999999|0.0001199999999999|0.0431|2.93|0.0|1.46e-05|-0.04308|5.0344|5.24|1028.58|314.06|0.3205|246.28|537.66|0.5385300000000001|0.7005600000000001|-1489.323855|0.2271|-0.16367|1.7076|-0.20675|0.03702801|2.4209|1.8|5.7447|5.7447
4k_a46|0|0|0.0|0.173180233|1|7.825245291|1|1.134637098|2.145043462|-0.050636784|-0.0049602|-0.088084767|0.0510113959999999|-0.104665424|-0.252970193|0.006550513|-0.1149361969999999|10.94631314|1|-0.158788415|1|0.78837943|0.787615341|0|0.8789113709999999|-0.091943864|-0.086581945|0.007038271|-49.65634024|-46.76051618|0.121088629|-25.25406274|0.0|0.8732380740000001|-1.471893066|-26.8180173|50.48291318|-16.56101615|53.45751583|0.417368922|2104.876032|474.67574630000007|-794.928775|1912.936687|0.126761926|0.7163519709999999|4685.0322320000005|-429.3190666|18.96506421|0.006892404|910.3230822|519.5743695|1.0|1.0|1.0|1.0|3.8|17.0|4.77|50.94|100.96|0.0|1.0|2.0|-4.82|25.0|3.0|-5.46|333.43|1.0|3.79|-4.83|5.0|1.4800000000000002e-05|0.0049299999999999|4.05|0.0|8.28e-05|-0.01712|5.4228|4.52|1001.96|278.71|0.2259|228.63|500.36|0.39943|0.68553|-1053.196897|0.1505|-0.18542|4.0015|-0.20254|0.03653474|5.7714|0.08|7.0969|7.0969
20_a4|0|0|0.0|0.0|1|7.535296702|1|1.399905568|2.017439295|-0.203359312|-0.003103385|-0.00123671|0.039635417|-0.061689675|-0.124135414|0.012265062|-0.1473674569999999|10.9459449|1|-0.098992154|1|0.691307598|0.8404413829999999|0|0.918147288|-0.060595472|-0.072188305|0.022933651|-29.16642156|-34.74640079|0.081852712|-16.72448692|68.49419443|0.6435852470000001|-1.010636274|-14.03867522|46.45917085|-13.14728679|40.20507689|0.421704107|1982.961908|441.9318823|-486.4496111|1379.418733|0.356414753|0.729218575|4085.683488|-234.1428169|20.4281979|0.024334176|755.8433223999999|338.71903330000004|1.0|1.0|1.0|0.0|3.23|17.0|3.54|39.94|86.62|0.0|2.0|3.0|-3.46|22.0|3.0|-5.96|289.33|1.0|2.97|-3.87|0.1|0.000134|0.0388|2.96|0.0|0.000806|-0.03048|5.1778|2.73|861.05|306.74|0.2364|239.45|402.27|0.5152|0.66028|-934.103809|0.1415|-0.16699|4.0681|-0.19747|0.022349042|5.5779|646.0|6.1898|6.1898
5a_a49|0|0|0.0|0.0|1|7.853604813|2|1.343848751|2.111324504|0.079751437|-0.009147269|0.007039248|0.034466231|-0.072902329|-0.493952547|0.007647515|-0.046327135|10.92976459|1|-0.1205081119999999|2|0.66494289|0.855876084|1|0.800090055|-0.072109357|-0.0787216|0.028578361|-42.1802818|-46.04810561|0.199909945|-26.93578408|54.35929907|0.6069287529999999|-1.338267206|-24.67330519|61.89135559|-15.97587337|58.89715956|0.490453006|2797.737637|468.0117167|-782.8177953|1887.422375|0.393071247|0.962527525|6294.404170000001|-457.9083293000001|26.32248561|0.0270848489999999|1289.801795|592.5885712|0.0|1.0|1.0|0.0|3.37|21.0|3.68|73.14|116.62|0.0|1.0|3.0|-3.84|30.0|5.0|-6.84|397.43|1.0|2.93|-4.29|0.0578|5.09e-05|0.0202|2.65|0.0|4.72e-05|-0.05062|5.2443|4.14|1082.25|316.13|795.0|236.42|443.78|0.31953|0.66225|-1311.743648|0.0529|-0.16176|5.6104|-0.21238|0.03478454|7.0102|43.0|7.3665|7.3665
17b_a50|0|1|0.0|0.0|2|7.934155233999999|1|1.348984601|4.35392516|-0.145258626|-0.002181823|0.013050204|0.032052154|0.035558152|-0.144000296|0.012409091|-0.152660972|10.94500663|2|0.05636897|1|0.7715057479999999|0.799772151|1|0.931849183|-0.047785496|-0.07555585|0.0128994089999999|-33.25475672|-52.58062823|0.068150817|-36.59177249|86.9549829|0.803386523|-1.662228695|-23.14256283|59.65808461|-18.65764227|42.23167946|0.4835366239999999|2765.537065|648.4900322000001|-1156.773821|1948.148592|0.1966134769999999|0.936245718|6059.076348|-805.0189948|23.22374317|0.010169967|1439.872076|862.3868512|1.0|1.0|1.0|0.0|4.17|20.0|4.92|51.77|131.39|0.0|1.0|8.0|-4.75|32.0|4.0|-6.09|426.56|1.0|3.87|-4.91|0.00763|1.22e-05|0.0052|3.96|0.0|1.22e-05|-0.0318|4.2447|3.77|1300.3|306.75|0.1817|292.09|647.75|0.6269899999999999|0.66195|-1336.833957|0.1758|-0.16699|6.3333|-0.19879|0.02640483|8.4096|122.0|6.9136|6.9136
14l_a23|0|1|0.0|0.0|2|7.423568444|0|1.1979636809999998|3.402752757|0.060717916|-0.005344736|-0.026530366|0.046283951|0.042748013|-0.288615723|0.01269616|-0.060692376|10.313217800000002|2|0.07815878|2|0.725800261|0.836852328|1|0.921267667|-0.053549434|-0.078204688|0.018669073|-35.3275485|-51.59307331|0.078732333|-34.03690099|81.90812552|0.7896261940000001|-1.642298442|-23.306234600000003|61.54673359|-21.66909079|47.64388017|0.492922575|2879.181064|607.777253|-1083.45454|2176.038061|0.210373806|0.972085426|6444.7098240000005|-714.7749208|27.44221375|0.01508774|1372.110688|666.0036144999999|0.0|1.0|1.0|1.0|3.51|26.0|4.33|105.02|125.25|0.0|1.0|5.0|-5.85|31.0|4.0|-6.1|425.51|0.0|3.78|-5.25|0.000608|5.61e-06|0.0023899999999999|3.94|0.0|7.03e-06|-0.07191|3.6274|3.79|1185.79|341.8|0.4239|341.8|560.51|0.67242|0.67242|-1668.983787|0.4239|-0.14639|6.0563|-0.2183|0.01168219|8.2422|7.0|8.1798|8.1798
14ae_a23|0|1|0.0|0.0|2|7.423568444|0|1.1979624290000002|3.338149829|-0.033049777|-0.007539122|-0.029948314|0.042903564|0.026913008|-0.4448081789999999|0.008996289|-0.0174992419999999|10.31321689|2|0.047563299|2|0.7763406840000001|0.8356326820000001|1|0.872362051|-0.065169397|-0.087074783|0.03467374|-46.69131269|-62.38566188|0.127637949|-44.69687612|110.5716332|0.53040766|-1.480271319|-33.45249142|87.09501229|-19.28284095|71.53368511|0.479058976|3212.850883|625.0131414|-1060.556252|2575.36078|0.46959234|0.919603093|7308.981869|-759.846894|36.35475577|0.034488074|1999.511567|770.8206617000001|0.0|1.0|1.0|1.0|3.74|26.0|4.03|123.48|133.27|0.0|1.0|7.0|-5.8|34.0|6.0|-6.68|471.53|0.0|3.44|-5.08|0.000753|8.22e-06|0.0038799999999999|3.52|0.0|1.17e-05|-0.07122|3.6036|2.99|1285.52|344.06|0.3205|344.06|627.57|0.58144|0.58144|-1858.675325|0.3205|-0.14537|7.0211|-0.21659|0.01449323|9.5944|2.0|8.6038|8.6038
10_a15|0|0|0.0|0.0|0|0.0|0|1.4356889780000002|0.0|-0.137104477|-0.006872984|-0.0435725659999999|0.037209302|-0.0869138469999999|-0.384887119|0.001740635|-0.077096984|10.95972828|0|-0.132759909|2|0.8310685940000001|0.7585998270000001|0|0.933136945|-0.052826735|-0.101494566|0.010485777|-30.73805622|-59.05618983|0.066863055|-34.36276159|0.0|0.8301726490000001|-1.928396745|-17.88541558|65.80736417|-21.17108692|36.83936823|0.449323734|2605.82709|542.9602292000001|-1122.067607|2305.991259|0.169827351|0.815948972|6204.37804|-652.8924702|25.50202895|0.0116026369999999|1351.607534|673.7288405|1.0|1.0|1.0|1.0|3.58|24.0|6.3|56.27|119.95|0.0|1.0|6.0|-6.22|30.0|4.0|-4.97|397.47|0.0|4.69|-5.83|0.0002379999999999|1.47e-06|0.000584|5.29|0.0|5.99e-08|-0.03581|4.4682|5.16|1136.48|340.17|0.1412|277.48|487.16|0.66799|0.70313|-1280.804272|0.0042|-0.15377|1.6654|-0.18958|0.02738146|3.1460000000000004|7.0|8.1549|8.1549
27c_a34|0|0|0.0|0.0|1|7.412764017000001|1|1.4335249819999998|1.996958431|0.02583752|-0.014036512|-0.1450543259999999|0.041728395|-0.08157574|-0.80008116|-0.008017781|-0.028344637|10.95447877|1|-0.132026575|1|0.850511415|0.8353837409999999|0|0.631065353|-0.114233896|-0.12597014|0.0304948179999999|-76.84420762|-84.73908278|0.368934647|-57.00328784|119.8660257|0.7381974290000001|-2.26746252|-51.69246989|100.1948155|-28.77931113|97.35782216|0.424716257|2921.328444|424.51250080000005|-1525.30349|2477.818875|0.261802571|0.738272657|6308.331369|-1026.059181|38.98592708|0.022975949|2066.254135|673.8038326000001|1.0|1.0|1.0|2.0|3.55|23.0|3.34|104.29|119.71|0.0|1.0|6.0|-4.75|32.0|5.0|-6.85|427.46|0.0|2.83|-4.45|0.00759|3.52e-05|0.0151|2.9|0.0|9.1e-06|-0.03792|4277.0|5.23|1203.69|316.4|0.2385|289.89|558.04|0.68683|0.70336|-1426.246896|0.0093|-0.1589|7.6204|-0.19682|0.03913684|9.6148|0.8|6.0969|6.0969
12a_a36|1|0|3.4715209280000003|0.0|0|7.412764017000001|2|1.297044783|0.0|-0.0632801509999999|-0.007471648|-0.0427777779999999|0.040166667|0.078063311|-0.403468978|0.002039107|-0.070252245|10.96083376|1|0.134423193|1|0.907322874|0.846614758|0|0.820684627|-0.076154312|-0.104828755|0.019595485|-46.76212019|-64.36949846|0.179315373|-39.52572284|5.277117996|0.755315434|-1.886917597|-28.71401279|76.09903547|-23.17301945|58.79461567|0.470444928|2647.835699|503.9367075|-1158.650972|2258.5909920000004|0.244684566|0.888377722|5710.355735|-711.4630111|30.67992313|0.019102103|1533.996157|598.1535763999999|0.0|1.0|0.0|2.0|4.75|17.0|1.88|69.2|123.75|0.0|1.0|5.0|-3.79|29.0|4.0|-6.72|381.43|1.0|1.86|-4.0|0.0625|0.000101|0.0384|2.68|0.0|9.78e-05|-0.04946|3.8343|3.16|1096.31|338.0|0.4435|323.35|481.98|0.67869|0.6997|-1232.707754|0.0012|-0.1519299999999999|6.3637|-0.20139|0.03544528|8.5603|13.0|7.8861|7.8861
13a_a6|1|0|3.417162147|0.0|0|7.412764017000001|1|1.430639975|0.0|-0.042110772|-0.01115741|-0.0265090529999999|0.041767677|0.031837397|-0.602500119|-0.00460563|0.0015242189999999|10.95129557|1|0.05269025|1|0.850080948|0.8299950709999999|0|0.77450544|-0.094081761|-0.113446379|0.031866842|-61.52313164|-74.18628740000001|0.22549456|-48.51283287|554.4922449|0.759912392|-2.042034827|-40.23198232|87.37044493|-26.70706346|82.36189896|0.467070451|2820.31296|506.474367|-1335.353173|2626.396685|0.240087608|0.8764206290000001|6019.922535|-873.2309916000002|35.14492428|0.02016134|1757.246214|627.4287311|1.0|1.0|1.0|2.0|3.53|23.0|4.32|95.85|116.79|0.0|1.0|5.0|-5.51|31.0|5.0|-6.1|409.44|0.0|3.52|-4.99|0.0012699999999999|1.02e-05|0.00417|3.8|0.0|4e-07|-0.05018|5.9934|4.04|1166.79|339.59|0.5352|206.87|571.9|0.4816|0.70072|-1349.834826|0.2697|-0.14969|7.7145|-0.19987|0.02818646|9.2157|46.0|7.3372|7.3372
12l_a36|1|0|3.426092687|0.0|0|7.412764017000001|2|1.297044247|0.0|-0.0944961519999999|-0.0076430169999999|-0.008712073|0.039061728|0.128666217|-0.4203659179999999|-0.000143196|-0.05158636|10.95423322|1|0.228884463|1|0.8707354620000001|0.8772535459999999|0|0.84381923|-0.079972189|-0.107815735|0.0220227089999999|-52.05361632|-70.17688229|0.15618077|-45.67788557|1.281955437|0.7379583590000001|-1.940683231|-33.88151556|83.76912404|-24.7683114|66.38812034|0.4619814279999999|2843.514589|549.2389652|-1263.1838810000002|2385.788754|0.262041641|0.8586718990000001|6121.6555530000005|-822.2019402000001|33.56329135|0.02088234|1711.727859|642.3830552000001|0.0|1.0|0.0|2.0|4.78|17.0|1.76|92.99|128.47|0.0|1.0|5.0|-4.57|31.0|5.0|-6.68|406.44|0.0|1.77|-4.29|0.0111|5.08e-05|0.0206|2.95|0.0|8.97e-05|-0.0510399999999999|3.8619|2.98|1155.07|321.05|0.4524|321.05|530.75|0.6925|0.6925|-1324.954011|0.4524|-0.15869|5392.0|-0.20973|0.03508404|7.2021|0.02|7699.0|7699.0
14e_a23|0|1|0.0|-4.45581912|2|7.423568444|0|1.197957573|3.052208981|0.059967018|-0.008865361|-0.272389934|0.044241453|0.023369734|-0.4787294729999999|0.001027627|0.021081733|10.3132176|2|0.072830644|2|0.560094237|0.8510270329999999|1|0.925392058|-0.073376247|-0.089453046|0.018022127|-51.07141556|-62.2612068|0.074607942|-43.33511299|0.5612316039999999|0.796525872|-1.96796702|-35.54678231|74.75779594|-27.39493099|63.61519626|0.49543439|3255.313968|644.0923882999999|-1369.74655|2428.874279|0.203474128|0.981902808|7663.17288|-953.3724859|34.39302091|0.017954325|1719.6510460000002|658.8108151|0.0|1.0|1.0|1.0|3.54|26.0|6.19|105.02|125.29|0.0|1.0|6.0|-6.38|34.0|7.0|-6.06|479.48|0.0|4.5|-5.79|0.000198|1.61e-06|0.000773|4.46|0.0|2.85e-06|-0.08122|3.7033|4.2|1209.58|334.8|0.3178|334.8|571.39|0.63922|0.63922|-1966.720803|0.3178|-153.0|3.7696|-0.2342199999999999|0.02250947|5.5469|3.0|8.5214|8.5214
12n_a30|0|0|0.0|0.0|0|7.412764017000001|2|0.604984682|0.0|0.0304762079999999|-0.007311044|-0.064217094|0.040899471|-0.1144447669999999|-0.387485343|0.001139238|-0.037209579|10.31162898|1|-0.254279374|1|0.669561738|0.870930234|0|0.7781502140000001|-0.083120674|-0.10528124|0.017064818|-52.4873066|-66.48079820000001|0.221849786|-41.97990569|0.0|0.799403208|-1.895062322|-33.14358793|76.16725916|-24.42151771|63.2630417|0.4701566479999999|2848.910641|491.3700419|-1196.654368|2349.172094|0.200596792|0.887350282|6353.890039|-755.6383024|30.54968688|0.0153398069999999|1496.934657|618.6004214|0.0|1.0|0.0|1.0|4.66|17.0|3.18|81.65|127.24|0.0|1.0|5.0|-5.39|30.0|5.0|-6.02|416.47|0.0|2.92|-5.01|0.00171|9.71e-06|0.00405|3.97|0.0|5.260000000000001e-05|-0.05076|5.1999|4.07|1131.65|355.67|0.1826|238.43|506.94|0.27009|0.6854|-1674.777231|0.1489|-148.0|5.3143|-0.19876|0.0334036|6.32|0.01|7983.0|7983.0
12o_a30|0|0|0.0|0.0|0|7.412764017000001|2|0.604984133|0.0|0.036331447|-0.0068750669999999|-0.028326022|0.040899471|-0.089996613|-0.364378536|0.00372838|0.019094532|10.31162888|1|-0.157974241|1|0.8264832879999999|0.870930234|0|0.844344883|-0.076908942|-0.0975052409999999|0.015460222|-49.48891079|-62.74209511|0.1556551169999999|-40.37291185|0.0|0.8131344979999999|-1.852599578|-31.84483128|71.87393121|-24.32856749|59.43716284|0.46964626|2860.371518|543.3140456|-1192.099807|2476.50603|0.186865502|0.885533983|6542.77337|-767.0853252|29.91948755|0.0141914589999999|1466.05489|652.8825454|0.0|1.0|0.0|1.0|4.63|17.0|3.27|81.65|132.29|0.0|1.0|5.0|-5.93|30.0|4.0|-5.75|432.93|0.0|3.11|-5.44|0.0005139999999999|3.61e-06|0.00156|4.49|0.0|2.61e-05|-0.05085|5.1935|4.45|1162.63|356.1|0.1967|238.73|528.25|0.3493699999999999|0.6854399999999999|-2035.139147|149.0|-0.1478799999999999|5559.0|-0.19873|0.03392126|6.8632|16.0|7.8097|7.8097
11b_a50|0|1|0.0|0.0|2|7.927685046000001|1|1.3979498330000002|4.071188272|-0.154649459|-0.002908227|-0.014702942|0.038040936|-0.007722567|-0.13377846|0.011959339|-0.218953127|10.94500697|2|-0.013155246|1|0.701976536|0.862408925|1|0.931316325|-0.0445367309999999|-0.069841183|0.019455771|-23.23499995|-36.43643854|0.068683675|-19.0090431|86.04123302|0.642051995|-1.047617742|-12.12179711|47.72173991|-13.01301376|33.38515735|0.42907551|2286.724895|485.8716402|-546.5465781|1650.235214|0.357948005|0.751545111|4884.730303|-285.1356465|20.26785036|0.021631609|851.2497152000001|439.9973344|0.0|1.0|1.0|0.0|3.44|20.0|3.73|48.53|99.65|0.0|2.0|2.0|-3.58|25.0|3.0|-6.24|327.38|1.0|2.96|-4.16|0.0862|6.97e-05|0.0228|2.9|0.0|0.000441|-0.02817|4.6471|3.05|955.4|311.03|195.0|266.8|431.63|0.53885|0.64477|-1045.798634|0.0711|-0.16684|2.7805|-0.19501|0.02113855|3.7922|1.7|5.7696|5.7696
17_a20|1|0|3.445659565|0.0|0|6.842683282|0|1.4012598180000002|0.0|-0.064380628|-0.005457467|0.00038506|0.0388043479999999|0.065447136|-0.28924577|-0.000495713|0.038629586|10.94884838|1|0.1134578219999999|3|0.760575852|0.812578598|1|0.912053544|-0.063665681|-0.081404237|0.015032258|-41.75129828|-53.38406095|0.0879464559999999|-35.00871763|10.50834496|0.75430388|-1.5466805119999998|-27.38007162|64.39681425|-20.699942|51.60929807|0.455285305|2761.976599|598.1153253|-1014.297158|2210.790304|0.24569612|0.83582343|6012.640572|-665.1656349|27.44244402|0.016793117|1344.679757|637.7803874|1.0|1.0|1.0|1.0|3.5|27.0|4.85|91.14|119.48|0.0|0.0|4.0|-5.36|31.0|5.0|-6.09|402.45|0.0|3.74|-5.08|0.0017699999999999|8.35e-06|0.00336|3.75|0.0|2.9e-08|-0.0706799999999999|3.3926|4.11|1157.26|365.45|0.2977|365.45|543.09|0.69839|0.69839|-1291.692325|0.2977|-0.14021|3.9703|-0.21089|0.03030655|5.3075|2.25|5.6478|5.6478
31_a47|0|1|0.0|0.0|1|6.842683282|0|1.304326813|1.441825189|-0.075563891|-0.00869363|-0.171198936|0.042906977|-0.086842911|-0.417294247|-0.007525849|0.074881792|10.9497221|1|-0.188419195|2|0.677766155|0.917597019|1|0.696020038|-0.10715233|-0.1056956209999999|0.021401336|-66.4670426|-65.56344002|0.303979962|-40.66927863|81.01707367|0.70664003|-1.691129939|-41.22978713|80.58054906|-23.31144534|79.74238158|0.4741051329999999|2689.159869|431.7441681|-1049.01504|1322.82831|0.29335997|0.901520747|6019.5391740000005|-650.7084581|32.98913783|0.024209265|1484.511202|513.2159236|1.0|1.0|1.0|2.0|3.18|21.0|4.24|98.72|109.21|0.0|1.0|5.0|-4.59|29.0|5.0|-6.78|410.83|0.0|2.94|-4.39|0.0105|4.03e-05|0.0166|2.86|0.0|9.95e-06|-0.0532|3.9744|4.2|1079.4|340.91|0.3264|311.96|508.69|0.68276|0.69894|-1735.225703|83.0|-0.15143|6.4248|-0.20463|0.03449081|8.6244|16.0|7.8|7.8
12bf_a36|1|0|3.31325137|0.0|0|7.412764017000001|2|1.297043948|0.0|-0.024689509|-0.00832865|-0.119979424|0.044197531|0.140577067|-0.4497470879999999|-0.006877664|-0.096665166|10.96022305|1|0.359635716|1|0.653741315|0.892249657|0|0.6791406640000001|-0.090461753|-0.110255801|0.0217611939999999|-58.26326838|-71.01192632|0.320859336|-45.73631152|0.0|0.7054709690000001|-1.874348624|-37.52534442|86.28460578|-24.14405495|72.27889645|0.474826911|2902.591295|437.4108773|-1207.2027480000002|2522.341812|0.294529031|0.904134124|6271.550446|-777.5172959|34.22402339|0.02371294|1711.2011699999998|593.6088758|0.0|1.0|0.0|2.0|4.72|17.0|3.0|69.2|123.67|0.0|1.0|5.0|-3.99|31.0|6.0|-6.8|417.41|1.0|2.44|-4.32|0.0424|4.81e-05|0.0201|2.88|0.0|3.17e-05|-0.0571299999999999|5.2319|3.66|1120.94|320.04|0.4518|236.98|517.66|0.40663|0.69292|-1431.187555|0.4006|-0.15677|5.4787|-0.2139|0.03299488|7.5932|6.0|8.2218|8.2218
