molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SssssC|NaasN|nAHRing|nARing|MATS2c|AATSC1c|n6HRing|JGI4|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|n5aHRing|AATSC1pe|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8s|MATS8d|SIC2|GATS1pe|nFaHRing|FNSA5|PPSA3|TPSA_x|FNSA4|WNSA5|WPSA3|RPCS|FNSA1|FNSA2|WNSA3|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|MOMI-Z|FPSA1|GeomRadius|GeomDiameter|GRAV|PPSA1|WNSA2|DPSA4|FPSA5|DPSA1|DPSA2|Mor01p|PPSA5|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Molecular Mass|Egan filter|BBB|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Gibbs Free Energy|pIC50
12g_a30|0.0|0|0|0|0.0|0|2|2|0.096186205|-0.010447128|2|0.039951691|0.0|-0.574592016|0.001371944|0.007330206|10.31162838|1|0.0026474159999999|-0.084317059|-0.152855196|-0.539112991|1|0.817497287|0.826316772|-0.0430471959999999|-0.0885760969999999|0.886776351|0.770326886|0|-0.10344931|18.59520651|146.623137|-0.040568357|-47.51931027|12.60295167|237.7754135|0.7743107290000001|-2.068986201|-39.593913|83.29752441|-27.49531395|77.01461557|0.459011202|2482.668258|0.225689271|8.694447089|16.07139949|6688.137428|152.961516|-950.3862054|35.50940589|0.019453222|-371.8296813|1810.9797|683.7405759|13.18447384|0.0|1.0|1.0|0.0|1.0|4.67|0.0|17.0|-6.42|3.4|114.67|2.06|2.0|1.0|133.52|0.0|1.0|-6.0|32.0|439.49|0.0|0.0|0.000444|0.00427|3.89|0.0|0.000165|-0.0576|5.0703|3.88|3.5592|-1743.174676|717.55|1206.02|348.35|0.2449|577.31|0.26238|0.68366|0.1613|3875.0|-1743.029147|8.0334
4_a38 (LY-2157299)|0.0|0|0|0|0.0|1|1|1|0.050460026|-0.00638266|2|0.041252955|1.721297609|-0.325515636|0.002865697|-0.159241692|10.9277672|1|0.003107816|0.028964355|0.0481706809999999|-0.463575124|2|0.702976795|0.8099394329999999|-0.041794304|-0.032369326|0.868207983|0.6848692759999999|1|-0.089446059|7.104736984|140.40206619999998|-0.03235283|-29.21101111|4.060137052|71.22674185|0.7861170609999999|-1.520583011|-30.23133173|58.99645489|-18.48863993|60.00582329|0.487041509|1686.693134|0.213882939|6.54753874|12.76426621|5566.495502000001|122.2274724|-496.5871888|23.51893991|0.01379043|-327.0140711|1105.390176|542.7276591|7.880803302999999|1.0|1.0|1.0|1.0|1.0|3.27|2.6|21.0|-7.13|3.69|86.69|1.84|1.0|0.0|108.18|0.0|1.0|-3.85|28.0|369.42|0.0|0.0|52.0|0.0375|2.39|0.0|2.75e-05|-0.06|4.65|3.95|3.78|-1198.64695|617.61|1048.31|327.69|0.2|449.44|0.4|0.68|0.06|5.9043|-1198.49738|7.1586
47a_a18|0.0|0|0|0|0.0|0|1|1|0.018016478|-0.006027559|0|0.033641026|0.0|-0.464122017|-0.005483379|-0.025401815|10.35082811|0|-0.000633273|-0.232940071|-0.358939392|-0.369841706|0|0.842412605|0.766261502|-0.008965701|0.089156939|0.7991211029999999|0.792293789|0|-0.099310031|11.58086543|181.3725215|-0.036234741|-66.76209701|9.49531639|110.0917322|0.7936193709999999|-2.681370849|-55.70051708|93.5899242|-29.70938001|79.51543089|0.483193636|2250.179086|0.2063806289999999|10.20255289|19.74153879|8405.670404|169.2144153|-1802.576619|37.435301|0.014835962|-481.4854016|2770.212274|1225.939287|12.16421601|1.0|1.0|1.0|1.0|3.0|4.97|0.0|18.0|-8.27|0.48|123.06|1.85|3.0|1.0|158.24|1.0|1.0|-6.74|39.0|547.67|0.0|0.0|9.9e-05|0.00143|4.44|1.0|2.95e-06|-0.05191|3.1947|8.82|3.1947|-2098.773074|874.47|1536.87|388.09|0.6094|813.01|0.69508|0.69508|0.6094|2.6271|-2098.359766|9.0
4R4l_a46|0.0|0|0|0|0.171853072|1|1|1|-0.058870177|-0.004736212|1|0.049498645|0.0|-0.255755434|0.0066560469999999|-0.060895366|10.94631401|1|0.006162668|0.0071939419999999|0.010799648|-0.3888343979999999|1|0.7940662409999999|0.726535412|-0.001318857|-0.229089688|0.762625193|0.7936534740000001|0|-0.084697739|3.844966512|56.0891211|-0.02989332|-24.94818681|2.086777505|0.0|0.8782984840000001|-1.524559305|-26.65896664|49.44228224|-16.223992300000003|52.96512128|0.4568839389999999|1766.0974600000002|0.121701516|5.669819400000001|10.43942503|4923.057044|66.05102684|-449.0673625|18.4720714|0.006401537|-410.6276419|942.0756413|579.2365607|3.474304058|1.0|1.0|1.0|1.0|1.0|3.92|3.24|17.0|-7.0|4.64|50.94|3.06|1.0|0.0|105.77|0.0|1.0|-5.28|26.0|347.45|0.0|1.0|0.00182|0.0027|4.49|0.0|3.47e-05|-0.0212699999999999|4.6497|4.99|4.1152|-1092.728268|584.44|1038.78|301.29|0.1678|498.78|0.40548|0.67823|0.0851|2.1973|-1092.544322|6.8633
12x_a36|0.0|1|0|0|0.0|0|2|2|-0.058295476|-0.007008724|2|0.041767677|0.0|-0.40650598|0.00285431|-0.054184069|10.33556641|1|0.003710345|-0.07550872|-0.133106642|-0.4331246039999999|1|0.906423012|0.828393514|0.056034339|-0.041914045|0.8792981679999999|0.855081905|0|-0.104368092|11.85578416|110.0434027|-0.036722107|-47.22198284|7.974776509|0.8295471390000001|0.7768535409999999|-1.982993755|-33.36962015|81.1499815|-24.70107324|61.46507585|0.458792701|2391.802689|0.223146459|8.770758009|16.20591229|6193.10485|150.09915149999998|-897.2176739|31.79630645|0.016274369|-372.4502879|1717.000548|725.9470896|10.94693123|0.0|1.0|1.0|1.0|2.0|4.87|0.0|17.0|-7.05|3.33|94.5|2.51|1.0|0.0|135.47|0.0|1.0|-4.85|31.0|427.52|0.0|0.0|0.0061|0.0132|3.19|0.0|3.83e-05|-0.05311|3.8776|3.37|3.7364|-1670.419519|719.63|1209.23|331.83|0.3901|569.01|0.6853600000000001|0.68112|0.0199|5.6653|-1670.244307|8.1549
7b_a10|0.0|0|0|0|0.0|0|2|2|-0.170920618|-0.001621737|2|0.037804233|2.079721225|-0.07459988|0.011041815|-0.01808249|10.93274506|0|0.010068964|-0.051052176|-0.082499103|-0.1874708719999999|2|0.624866343|0.764865564|-0.108464916|0.065705128|0.8200487120000001|0.586354126|1|-0.0720417159999999|5.061217187|39.29815915|-0.027444463|-19.47494818|2.6314862480000003|56.22969776|0.781045839|-1.152667458|-15.96741933|43.9185573|-14.26924098|35.77183831|0.446575367|2150.375871|0.218954161|4.854451707|8.771658176|5212.568172|113.8411654|-311.5991709|18.26940272|0.012428175|-292.2491701|767.3149142000001|459.0250226|6.46179973|0.0|1.0|1.0|0.0|0.0|3.9|0.0|16.0|-6.99|4.34|41.38|3.04|1.0|1.0|105.44|0.0|1.0|-5.28|25.0|346.81|0.0|1.0|0.00183|0.00182|4.68|0.0|3.54e-05|-0.05377|6.0231|3.44|3.6426|-1450.06366|562.31|951.55|340.37|0.1488|400.65|0.4195399999999999|0.66228|0.0899|4.2068|-1450.124551|4.7033
12au_a36|-3.3109381210000004|1|0|0|0.0|0|2|2|0.074839187|-0.009897048|2|0.044036281|0.0|-0.613616984|-0.006862238|-0.023640632|10.31810353|1|-0.001160331|-0.15024383|-0.261631709|-0.515924985|1|0.8183043390000001|0.825565083|-0.021932444|-0.058671909|0.877827228|0.750657639|0|-0.110305773|15.51748637|216.5471227|-0.038036474|-57.09017539|11.16356587|26.04051569|0.7160586109999999|-2.206115469|-46.66686194|95.91776213|-27.36414058|80.38496714|0.492871181|2384.109036|0.283941389|8.963940512999999|17.67586495|7239.100414|204.2726719|-1141.803508|38.21494522|0.023021031|-310.873098|2216.466823|805.2286932|16.56175445|0.0|0.0|1.0|0.0|3.0|5.0|0.0|17.0|-6.87|1.28|123.75|0.84|1.0|0.0|142.02|0.0|1.0|-3.85|34.0|474.54|0.0|0.0|0.0668|0.0897|1.64|0.0|6.45e-05|-0.0570899999999999|5.1307|6.24|3.7105|-1876.156196|752.27|1283.4|334.15|809.0|618.65|0.58518|0.70395|0.0158|6.1367|-1875.960827|7.3279
12f_a30|0.0|0|0|0|-4.734662095|0|2|2|0.156569208|-0.015345198|2|0.041555556|0.0|-0.874676289|-0.00695299|-0.008663584|10.31162828|1|-0.004395528|-0.077457998|-0.226973911|-0.6394697460000001|1|0.613786308|0.8246767140000001|-0.043091382|-0.071123509|0.876441789|0.593245722|0|-0.108935062|11.07796031|115.8783181|-0.0452183279999999|-54.21787616|7.815328055|1.45550709|0.815175332|-2.396571368|-45.01820228|89.21786458|-31.90082427|74.88972286|0.472521727|2712.844784|0.184824668|8.366190175|15.86072943|7634.176316|130.3909181|-1192.793275|39.1336968|0.01752821|-444.7025522|2074.08593|696.6414817000001|12.36587885|0.0|1.0|1.0|0.0|1.0|4.73|0.0|17.0|-7.18|4.43|90.88|2.82|2.0|0.0|133.96|0.0|1.0|-6.7|34.0|482.48|0.0|0.0|9.63e-05|0.000579|5.05|0.0|3.19e-05|-0.05464|5.0587|5.52|3.5298|-1987.998635|729.87|1225.63|351.25|0.2166|574.31|0.32483|0.68471|0.1596|3.6633|-1987.848015|7.7144
1_a1 (SKF-104365)|0.0|0|0|0|0.0|1|1|1|0.011230812|-0.006055958|1|0.0409444439999999|0.0|-0.218014497|0.000663414|-0.10236005|10.33812228|1|0.002250781|-0.123703409|-0.300426726|-0.505981356|1|0.57031697|0.7926983559999999|-0.015406451|0.194988905|0.857919181|0.551667506|0|-0.081192283|6.18316314|86.42113499|-0.029524467|-17.369816|2.859900586|63.42504103|0.709744919|-0.9743074|-14.547040099999998|46.32985169|-13.65596178|37.63415922|0.416807085|1551.362941|0.290255081|5.2735884010000005|9.042613965|4225.4765640000005|134.2517831|-208.4377919|19.24066156|0.018973797|-194.0267797|634.9418316000001|297.2783688|8.775956802|1.0|1.0|1.0|1.0|0.0|2.97|2.68|17.0|-6.0|3.93|56.01|2.52|0.0|0.0|81.72|0.0|1.0|-3.8|21.0|297.35|0.0|1.0|0.0472|0.0287|2.96|0.0|0.000295|-0.03482|3.8901|3.45|3.8901|-1279.060907|491.18|809.96|318.72|0.2178|358.09|0.70081|0.70081|0.2178|4.5773|-1279.017667|5.7959
4h_a46|-3.74433321|0|0|0|0.090767245|1|1|1|0.128214845|-0.005778576|2|0.040890805|0.0|-0.404500343|-0.0008161889999999|-0.021951549|10.31928028|1|0.003087227|-0.030014575|-0.0488847059999999|-0.516344924|2|0.739180305|0.7543177040000001|0.075704004|-0.134568896|0.7955809979999999|0.6947264059999999|0|-0.083997524|7.900037181|182.6222935|-0.0305445539999999|-51.70985599|6.198442205|19.09455432|0.805506105|-2.015940586|-51.19164773|74.99848132|-23.9655397|73.14480467|0.4866209529999999|3180.526173|0.194493895|8.138240742999999|15.85230406|7808.347937|152.6017078|-1241.036544|29.75215152|0.011589523|-479.405829|1963642.0|1021.999374|9.093247153|0.0|0.0|1.0|1.0|2.0|4.63|2.99|23.0|-9.2|3.46|124.17|2.27|2.0|0.0|142.08|0.0|1.0|-6.53|36.0|502.63|1.0|0.0|0.000149|0.00104|4.21|1.0|3.210000000000001e-07|-0.0389199999999999|4.2444|8.5|4.18|-1923.878801|792.61|1397.46|296.62|0.5451|682.14|0.55428|0.54445|291.0|1.7601|-1923.611784|6.6402
3_a20 (SB-525334)|0.0|1|0|0|-0.08980269|0|0|0|-0.048050965|-0.005492814|2|0.0526353279999999|1.728260385|-0.274640708|0.001924142|-0.175513234|10.95053359|1|0.0033523629999999|-0.169090412|-0.277724429|-0.500412918|2|0.818922083|0.7186587|0.087932573|-0.17447922|0.76423988|0.7835436240000001|1|-0.0917096759999999|6.965173618|70.23182172|-0.029269046|-29.26136697|3.934338039|0.0|0.784910502|-1.375645142|-19.50382741|58.45718743|-16.53287135|41.49386505|0.457398769|1782.992456|0.215089498|5.943823875|10.9543133|4905.195832|121.495147|-438.9205046|21.06338405|0.0117802769999999|-321.8682802|989.9790502999998|520.6749407|6.654190521|1.0|1.0|1.0|1.0|1.0|3.37|2.82|21.0|-8.39|5.2|67.35|1.69|1.0|0.0|104.59|0.0|1.0|-4.85|26.0|343.42|0.0|1.0|0.00489|0.00647|3.74|0.0|1.4e-06|-0.0671399999999999|4.9821|3.9|3.1728|-1086.56485|605.71|1030.31|390.77|367.0|498.74|0.49443|0.70168|0.1171|3.7291|-1086.383308|6.7905
5_a47|0.0|0|0|0|0.0|0|0|0|0.019688132|-0.009295857|2|0.037492877|1.284688504|-0.390426|-0.012670377|-0.002627182|10.9367109|0|-0.011237954|-0.019811664|-0.0428873159999999|-0.454659897|2|0.7063295709999999|0.795032176|0.065981732|0.0743193|0.861595935|0.675164258|1|-0.1001981959999999|5.246458665|101.3974575|-0.038537768|-27.93318665|2.770107005|0.0|0.781571204|-1.502972943|-24.46654029|62.14504725|-20.34777119|51.58499074|0.4736061789999999|1349.003107|0.218428796|5.861037845|11.13432113|5501.708422|115.3294396|-418.9977997|26.03444329|0.017501741|-297.3367046|1015.343288|416.1194472|9.240842159|1.0|0.0|1.0|1.0|2.0|2.67|2.79|22.0|-8.68|4.73|58.04|3.26|2.0|0.0|101.51|0.0|1.0|-5.65|26.0|365.79|1.0|0.0|0.000824|0.00116|4.7|0.0|7.590000000000001e-07|-0.05535|3.7083|4.37|3.7083|-1569.333281|561.61|951.68|334.35|0.2108|401.16|0.69291|0.69291|0.2108|2.9121|-1569.258939|7.7
17f_a50|0.0|0|1|1|0.0|2|1|1|-0.2208117919999999|-0.002205848|1|0.03135101|2.187498662|-0.125733326|0.012475826|-0.028989535|10.94501702|2|0.0129274519999999|-0.247590736|-0.407467272|-0.204651539|1|0.758335704|0.7851209440000001|-0.132153434|-0.2257632789999999|0.8314734309999999|0.7241275009999999|1|-0.074859564|10.09339793|54.44410182|-0.026836447|-28.30463221|6.206439227000001|82.90209608|0.721122105|-1.422331714|-17.89709978|55.9791334|-16.50175503|39.19906437|0.472769049|1929.981543|0.278877895|7.200480876|13.65716648|5579.97966|171.48226169999998|-537.7880119|22.88344084|0.01617809|-271.9363523|1212.822364|652.6793116|9.947921993|1.0|1.0|1.0|1.0|0.0|3.81|2.97|20.0|-6.38|2.87|51.77|2.09|1.0|0.0|116.81|0.0|1.0|-3.58|29.0|384.48|0.0|1.0|102.0|0.0291|2.83|0.0|0.00016|-0.0336399999999999|4.0664|2.5|4.0664|-1219.220465|653.63|1146.22|304.9|0.1708|564.52|0.6573899999999999|0.6573899999999999|0.1708|6.1931|-1219.02507|6.4001
IN1233_a59|0.0|1|0|0|0.0|0|0|0|0.1160337319999999|-0.008841844|2|0.0396875|1.983673343|-0.5039851160000001|-0.005614194|-0.011236836|10.93301779|1|-0.004071701|0.001996439|0.003282792|-0.597167441|2|0.809917509|0.74801464|-0.107446431|-0.090732503|0.80310139|0.778639593|1|-0.095213818|7.208329477|158.8351574|-0.035929742|-42.16752524|4.79704394|83.1557517|0.810795898|-1.904276352|-41.08157616|72.32484741|-23.91074854|68.94000009|0.483639625|1822.396842|0.1892041019999999|8.011984402000001|15.51626497|6206.818668|125.91272279999998|-843.3505049|29.49046561|0.0134658889999999|-413.6607749|1562.994677|712.1606951|8.961363774|1.0|1.0|1.0|1.0|2.0|3.48|2.76|27.0|-10.0|5.54|97.55|2.06|2.0|0.0|125.07|0.0|0.0|-5.59|32.0|419.48|0.0|0.0|0.00107|0.0029|3.85|0.0|4.17e-08|-0.05605|5.2194|5.35|3.5355|-1352.326849|703.47|1204.16|350.69|0.2623|531.14|0.51285|0.6953699999999999|0.2011|5.4004|-1352.135303|7.4685
8b_a8|0.0|1|0|0|0.0|1|1|1|-0.023718767|-0.013834266|1|0.040054466|0.0|-0.733216119|-0.0055544409999999|-0.0422693659999999|10.94650923|1|-0.003593429|0.049587543|0.079250224|-0.5058761820000001|1|0.758899977|0.778853499|0.097555876|-0.0527918259999999|0.8354024290000001|0.726912742|0|-0.11627069|19.87542051|270.5854753|-0.047457424|-43.64473805|12.1771918|89.09854311|0.781454722|-2.325413799|-48.85837649|84.97574547|-29.07602182|99.62129245|0.4835310479999999|1821.324722|0.218545278|7.507665421|14.53652808|6471.7604200000005|133.8974321|-872.8947609999999|37.20755791|0.022425382|-344.8810688|1823.170337|589.263087|13.73949201|0.0|1.0|1.0|0.0|2.0|3.52|2.93|23.0|-7.13|3.65|112.23|2.12|1.0|0.0|114.18|0.0|1.0|-4.77|31.0|414.41|0.0|0.0|7.0|0.0153|2.76|0.0|3.04e-05|-0.06114|4.5819|6.41|3.2992|-1407.052256|640.35|1098.17|375.8|0.2618|488.56|0.57234|0.70195|0.1515|5.8389|-1406.887058|5.2941
10_a47|0.0|0|0|0|0.0|0|0|0|-0.003570214|-0.008013899|2|0.042276423|1.329777427|-0.384667159|-0.008120645|0.0814897|10.93671036|0|-0.0065562469999999|-0.021926603|-0.045289209|-0.45272733|2|0.7027461220000001|0.754096463|-0.138304661|0.011239977|0.8077565520000001|0.6913602740000001|1|-0.0936757959999999|5.088920549|84.97451737|-0.035388634|-26.77924406|2.720890925|0.0|0.801882632|-1.592488524|-21.81529334|57.59863288|-18.9212254|45.89037038|0.411647394|1567.859561|0.198117368|6.277122171|10.66897998|5482.319019|105.9273263|-455.247149|23.5960035|0.014051737|-322.8149102|1061.820157|498.0016816|7.51303623|1.0|0.0|1.0|1.0|2.0|3.02|2.97|22.0|-8.85|5.12|58.04|3.21|2.0|0.0|106.43|0.0|1.0|-5.75|27.0|359.4|1.0|0.0|0.000638|0.00114|4.8|0.0|5.110000000000001e-07|-0.0486399999999999|5.7693|4.37|3.7236|-1188.3744|579.86|997.16|332.97|231.0|426.55|0.53909|0.69212|0.2175|1.9281|-1188.244739|7.9
12av_a36|0.0|1|0|0|0.0|0|2|2|0.049150854|-0.009925128|2|0.04250591|0.0|-0.605432791|-0.00233752|-0.021036176|10.96037173|1|-0.000472698|-0.126068378|-0.213993335|-0.507136551|1|0.859938421|0.8076780109999999|-0.018133027|-0.067408377|0.8571025990000001|0.817582774|0|-0.105593135|15.09249582|172.4374372|-0.035197712|-51.2347934|10.51297704|124.9387725|0.671916917|-2.006269572|-39.92474833|91.5101903|-24.51766365|72.40871507|0.491188387|2354.591519|0.328083083|8.975655204|17.64042914|6460.1184140000005|228.5327731|-973.4610746|36.48912989|0.025779468|-239.5042702|2079.880404|757.7532208|17.95719936|0.0|0.0|1.0|0.0|3.0|4.96|0.0|17.0|-6.93|2.38|98.3|1.49|1.0|0.0|138.06|0.0|1.0|-3.54|33.0|438.48|0.0|0.0|128.0|0.0997|1.85|0.0|5.18e-05|-0.05307|4.8408|4.5|3.4402|-1440.945099|733.21|1247.28|360.39|0.6698|588.31|0.43212|0.70455|0.0027|4.7666|-1440.738332|7.4089
15a_a10|0.0|0|0|0|0.0|1|1|1|-0.214195114|-0.00244937|2|0.033912037|2.038992189|-0.144512841|0.011418154|-0.060539141|10.92966696|1|0.01192767|-0.179723568|-0.285973309|-0.188634555|2|0.7408341359999999|0.77630271|-0.0232534929999999|-0.1074837719999999|0.820233357|0.713078124|1|-0.076864276|10.10411407|54.61835033|-0.025155581|-31.83957238|6.503087289|122.7715002|0.676473201|-1.3835569680000002|-18.99256188|60.98047923|-16.19032994|39.61363829|0.407638879|2413.560937|0.323526799|6.71451044|11.33516398|5929.563906|208.2243923|-573.1123029|23.93343877|0.017883602|-227.1590805|1316.339132|697.5493042|11.51002664|1.0|1.0|1.0|1.0|0.0|3.5|3.58|21.0|-7.79|3.95|56.07|1.93|1.0|0.0|118.92|0.0|1.0|-3.97|30.0|399.49|0.0|1.0|0.0432|0.0157|3.12|0.0|6.51e-06|-0.04742|5.7646|2.4|3.7639|-1278.4225210000002|687.57|1179.28|329.41|0.3558|563.27|0.47484|0.68863|0.1583|4.7512|-1278.200428|7.6198
15d_a10|0.0|0|0|0|0.0|1|2|2|-0.233802395|-0.002831383|3|0.031742919|2.04092658|-0.184039927|0.010215823|-0.140487312|10.92970801|1|0.011249462|-0.1786649189999999|-0.280243276|-0.1945202089999999|2|0.74726683|0.745184875|0.02497303|0.0131101969999999|0.7857977740000001|0.71456262|1|-0.070612242|15.37766538|83.49776405|-0.018829931|-32.06793721|10.36301002|141.0919598|0.471900166|-1.129795872|-26.15336742|66.95020436|-12.68949225|54.18663419|0.473858537|2036.192049|0.5280998339999999|8.429169102000001|16.02072769|6511.656447|355.8865234|-513.0869954|26.89020509|0.028735133|37.87296065|1613.412305|825.4425942|19.36460841|1.0|1.0|1.0|1.0|0.0|3.71|4.01|21.0|-7.82|4.14|65.3|1.54|1.0|0.0|131.43|0.0|1.0|-3.78|33.0|441.52|0.0|1.0|0.0739|0.0182|2.75|0.0|6.62e-06|-0.05002|5.6004|2.05|3.8591|-1431.051425|737.09|1266.87|321.28|312.0|565.91|0.3685|0.6814100000000001|0.0856|3.3831|-1430.795367|7.1612
17_a4|0.0|0|0|0|-4.533317957|1|1|1|-0.188642713|-0.006491052|1|0.043084795|0.0|-0.25315101|0.001892883|-0.3948966229999999|10.94611837|1|0.002155864|-0.0179434139999999|-0.07155304|-0.392770755|1|0.49887819|0.772721853|0.0147116789999999|-0.12969185|0.8347553529999999|0.484393047|0|-0.08932566|5.472562628|57.34712812|-0.042181562|-23.75316417|2.822041259|0.0|0.861696586|-1.5185362180000002|-23.59250328|52.67753395|-21.75180355|51.22364842|0.4440629029999999|1658.726841|0.138303414|5.923504372999999|10.65499029|5322.773303|71.31904507|-403.8037909|25.24299609|0.012827738|-373.0328031|908.7478594|319.5521911|6.61489113|0.0|0.0|1.0|0.0|0.0|3.31|2.94|17.0|-6.56|4.59|30.71|3.66|1.0|0.0|85.09|0.0|1.0|-4.36|25.0|345.29|1.0|0.0|0.0152|0.00532|4.01|0.0|9.44e-05|-0.04186|4.3363|4.44|4.3363|-1255.968357|527.39|873.5|285.92|0.2045|413.28|0.47353|0.47353|0.2045|4.8197|-1255.932407|6057.0
12h_a30|0.0|0|0|0|0.0|0|2|2|0.046965756|-0.00737961|2|0.043848238|0.0|-0.391119352|0.001139238|0.001698966|10.31162898|1|0.002064369|-0.0541804029999999|-0.120380857|-0.4708582289999999|1|0.669561738|0.831176513|0.008644634|-0.1240820219999999|0.888213143|0.64876559|0|-0.09907575|11.06352871|150.42542849999998|-0.038417127|-40.10503079|7.038974807000001|0.0|0.7979748729999999|-1.882439244|-33.64938551|73.14241438|-24.44221903|63.95204629|0.468446216|2268.811589|0.202025127|8.066818026|15.1759206|6252.192213|128.5349203|-761.9955851|30.63031164|0.015886049|-379.1625034|1500.88527|618.6004214|10.10721793|0.0|1.0|1.0|0.0|1.0|4.63|0.0|17.0|-6.9|4.25|81.65|3.2|2.0|0.0|127.24|0.0|1.0|-5.39|30.0|416.47|0.0|0.0|0.00171|0.00405|3.97|0.0|5.260000000000001e-05|-0.05347|5.0289|4.07|3.5101|-1674.977665|672.54|1132.06|353.22|0.1878|518.06|-0.26697|0.68543|155.0|2.9684|-1674.838376|8065.0
13a_a6|0.0|1|0|0|0.0|0|1|1|-0.042110772|-0.01115741|1|0.041767677|0.0|-0.602500119|-0.00460563|0.0015242189999999|10.95129557|1|-0.00194781|-0.10896749|-0.180339002|-0.488098052|1|0.850080948|0.7722228729999999|0.090839165|-0.091892803|0.8299950709999999|0.8013954109999999|0|-0.113446379|20.83876732|147.4582473|-0.040840697|-48.51283287|13.62714959|554.4922449|0.759912392|-2.042034827|-40.23198232|87.37044493|-26.70706346|82.36189896|0.467070451|2626.396685|0.240087608|8.038453162|15.08351934|6019.922535|157.0011174|-873.2309916000002|35.14492428|0.02016134|-339.9303794|1757.246214|627.4287311|13.18415753|1.0|1.0|1.0|1.0|2.0|3.53|3.2|23.0|-9.01|4.98|95.85|1.29|2.0|0.0|116.79|0.0|1.0|-5.51|31.0|409.44|0.0|0.0|0.0012699999999999|0.00417|3.8|0.0|4e-07|-0.05018|5.9934|4.04|3651.0|-1350.057702|695.29|1166.79|339.59|0.5352|571.9|0.4816|0.70072|0.2697|7.7145|-1349.895534|7.3372
12l_a36|0.0|1|0|0|0.0|0|2|2|-0.0944961519999999|-0.0076430169999999|2|0.039061728|0.0|-0.4203659179999999|-0.000143196|-0.05158636|10.95423322|1|0.001194592|-0.098598933|-0.175397741|-0.428857427|1|0.8707354620000001|0.8174432229999999|-0.041707369|-0.079106537|0.8772535459999999|0.8212311840000001|0|-0.107815735|14.33450402|101.6575135|-0.038052612|-45.67788557|9.330278191|1.281955437|0.7379583590000001|-1.940683231|-33.88151556|83.76912404|-24.7683114|66.38812034|0.4619814279999999|2385.788754|0.262041641|7.471134223|13.88638723|6121.6555530000005|170.5619816|-822.2019402000001|33.56329135|0.02088234|-309.7725155|1711.727859|642.3830552000001|13.59224175|0.0|1.0|1.0|0.0|2.0|4.78|0.0|17.0|-6.66|2.75|92.99|1.38|1.0|0.0|128.47|0.0|1.0|-4.57|31.0|406.44|0.0|0.0|0.0111|0.0206|2.95|0.0|8.97e-05|-0.0510399999999999|3.8619|2.98|3.8619|-1325.15957|686.83|1155.07|321.05|0.4524|530.75|0.6925|0.6925|0.4524|5392.0|-1325.0137550000002|7699.0
19c_a38|0.0|1|0|0|0.0|0|2|2|-0.085545751|-0.008177185|2|0.04508642|0.0|-0.449745181|-0.004442319|-0.0725602509999999|10.95429182|1|-0.002443797|-0.09493054|-0.20848518|-0.434836855|1|0.7163622890000001|0.846765471|0.073931688|-0.071918235|0.908721232|0.6885713729999999|0|-0.108301657|15.30924906|151.612258|-0.038224114|-42.92996714|9.638658988|4.848162625|0.7187071909999999|-1.949429829|-36.38913762|82.74311399|-24.06579196|73.10674676|0.477803802|2660.812979|0.281292809|6.97753104|13.36189552|6618.350708|177.10114030000005|-772.7394084|33.48483537|0.023120664|-275.39483110000003|1707.726604|640.025745|14.55670345|0.0|1.0|1.0|1.0|3.0|4.84|3.0|17.0|-6.92|3.17|105.02|1.76|1.0|0.0|130.41|0.0|1.0|-4.35|32.0|426.45|0.0|0.0|19.0|0.0322|2.5|0.0|5.14e-05|-0.05691|5.8832|3.23|3.8322|-1424.3899310000002|652.09|1138.6|323.53|0.2961|517.28|0.2597|0.6279899999999999|0.1417|2495.0|-1424.247603|8.0348
