molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SssssC|NaasN|nAHRing|nARing|MATS2c|AATSC1c|n6HRing|JGI4|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|n5aHRing|AATSC1pe|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8s|MATS8d|SIC2|GATS1pe|nFaHRing|FNSA5|PPSA3|TPSA_x|FNSA4|WNSA5|WPSA3|RPCS|FNSA1|FNSA2|WNSA3|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|MOMI-Z|FPSA1|GeomRadius|GeomDiameter|GRAV|PPSA1|WNSA2|DPSA4|FPSA5|DPSA1|DPSA2|Mor01p|PPSA5|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Molecular Mass|Egan filter|BBB|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Gibbs Free Energy|pIC50
3a_a49|0.0|0|0|0|0.0|1|1|1|-0.05210989|-0.006374689|2|0.0355787039999999|1.819785|-0.337858497|-0.000349523|-0.060613765|10.92976559|1|0.000521532|0.002357097|0.003978478|-0.421478185|2|0.775818577|0.8145214209999999|0.012813604|0.008391259|0.8704151529999999|0.7476073409999999|1|-0.088484274|9.491036042|158.77029040000002|-0.030698626|-30.35026007|5.558553447|59.40691577|0.689774813|-1.504232653|-32.39206742|64.2037853|-17.97906469|64.79936082|0.474653816|1793.526571|0.310225187|6.566343333|12.49907878|5792.106924000001|181.6875706|-515.9544212000001|26.06512204|0.021141449|-222.2883651|1277.19098|578.2841135|12.38177532|1.0|0.0|1.0|1.0|2.0|3.25|2.11|21.0|-7.19|2.77|98.72|1.04|1.0|0.0|112.14|0.0|1.0|-3.06|29.0|384.43|0.0|0.0|0.3379999999999999|193.0|1.38|0.0|2.51e-05|-0.05732|5.1647|3.16|3874.0|-1253.973708|635.89|1082.21|320.04|0.3467|449.68|0.53794|0.66614|0.0793|3801.0|-1253.8126619999998|7.1938
4_a4|0.0|0|0|0|0.0|1|1|1|-0.183963421|-0.001234337|2|0.036775068|2.183056868|-0.058013858|0.011760626|-0.110597574|10.92992837|1|0.0112367389999999|-0.048056862|-0.078747188|-0.157959343|2|0.646069495|0.77276149|-0.168712277|-0.063012715|0.8306695270000001|0.636572383|1|-0.06873731|4.4155367960000005|34.37786704|-0.0255766729999999|-18.24679326|2.274995377|42.42341622|0.793717973|-1.099796957|-13.21145879|40.86951119|-13.17774406|30.05764711|0.398500394|1883.42405|0.2062820269999999|5.326452915|8.855289118|4878.070704|106.2816773|-291.9486922|16.60255217|0.010586293|-302.661743|713.9097433|462.1867149|5.454324025|1.0|0.0|1.0|1.0|0.0|3.15|3.09|21.0|-7.57|4.52|43.6|2.66|1.0|0.0|100.08|0.0|1.0|-4.12|25.0|326.39|0.0|1.0|0.0248|0.00877|3.52|0.0|8.85e-06|-0.04865|5.382000000000001|3.24|4.0261|-1029.93716|566.84|960.45|307.95|0.1106|394.06|0.55032|0.6010800000000001|67.0|2.6814|-1029.813844|7.1079
1_a6 (SB-431542)|0.0|1|0|0|0.0|0|1|1|0.043282217|-0.015636898|1|0.035620155|0.0|-0.766207981|-0.011639964|-0.029658865|10.94959842|1|-0.008385698|-0.020716495|-0.033765606|-0.567791164|1|0.838928085|0.7462411859999999|-0.08530265|-0.083341531|0.805877431|0.795744863|0|-0.122555709|19.58668728|240.8019609|-0.0462988229999999|-43.12110169|11.61820782|105.3125675|0.7531996609999999|-2.083447046|-44.47680367|87.15852628|-27.46300805|94.56841061|0.472445176|1890.228713|0.2468003389999999|7.523839331|14.26172029|5748.417262|146.3942108|-733.0587287000001|36.46179023|0.02438148|-300.3801761|1640.78056|513.4628663999999|14.4623285|1.0|1.0|1.0|1.0|2.0|3.25|2.35|23.0|-7.69|4.04|103.12|1.54|1.0|0.0|106.85|0.0|1.0|-4.52|29.0|384.39|0.0|0.0|0.0116|0.0218|2.7|0.0|7.81e-06|-0.05971|3.8208|4.57|3295.0|-1292.553086|619.92|1049.69|376.28|0.5765|464.07|0.55256|0.69868|0.3346|6.0113|-1292.41452|5.8119
3d_a12|0.0|0|0|0|0.0|0|1|1|0.092417272|-0.008186708|3|0.038787879|0.0|-0.360215148|-0.00259095|-0.002185753|10.95472859|0|-0.000643935|-0.1394967999999999|-0.237203828|-0.532019854|2|0.91670178|0.7697403429999999|-0.097468573|-0.108208213|0.82682708|0.8605417409999999|0|-0.0958414059999999|5.717316796|74.63869204|-0.035063929|-25.2986621|2.9374091630000003|0.0|0.77428353|-1.437621096|-17.64609244|57.52228251|-18.01493787|40.06333231|0.472404561|1205.356874|0.22571647|5.786006004|10.96674758|4509.417998|115.96727140000002|-379.4799315|23.26659057|0.01611886|-281.8395348|953.9302134|410.9162081|8.281452338|1.0|1.0|0.0|1.0|1.0|3.98|2.71|18.0|-7.51|3.37|50.17|2.26|0.0|0.0|100.28|0.0|1.0|-3.52|24.0|313.36|0.0|1.0|0.0945|0.0385|2.81|0.0|9.64e-06|-0.06842|4.2114|3.1|3.7719|-1006.704001|548.21|918.3|328.71|0.3336|411.35|0.53114|0.6572100000000001|0.1583|2.2068|-1006.606666|7.6021
11a_a50|0.0|0|1|1|0.0|2|1|1|-0.156121881|-0.002914262|1|0.038040936|2.114272566|-0.134056065|0.011959339|-0.108592708|10.94500606|2|0.012037198|-0.162848233|-0.277408878|-0.267331063|1|0.701976536|0.792574879|-0.158172459|-0.200986578|0.8535780190000001|0.667956827|1|-0.071180382|9.774322692|43.81199235|-0.025421565|-19.89396594|5.167341939|67.28055926|0.6543614329999999|-1.067705728|-13.47492066|48.67321197|-13.43949068|35.26290548|0.463749257|1550.320581|0.345638567|5.965221997|11.123941699999998|4858.670497|182.7270002|-298.409489|20.53832944|0.020887781|-163.21096210000002|862.6098364|439.9973344|11.04263807|0.0|1.0|1.0|1.0|0.0|3.44|2.8|20.0|-5.87|3.09|48.53|2.25|0.0|0.0|99.65|0.0|2.0|-3.58|25.0|327.38|0.0|1.0|0.0862|0.0228|2.9|0.0|0.000441|-0.03284|4.0636|3.05|4.0636|-1045.954278|574.01|963.2|305.11|0.1761|437.9|0.65485|0.65485|0.1761|5.4342|-1045.84627|7.2291
9b_a36|0.0|1|0|0|0.0|0|2|2|-0.053019801|-0.0058276019999999|2|0.040166667|0.0|-0.308862918|0.005050384|-0.077361324|10.33767255|1|0.005458948|-0.053309522|-0.094526372|-0.4060950789999999|1|0.8421237309999999|0.7885597609999999|-0.034830997|-0.1177413269999999|0.842671963|0.7961424690000001|0|-0.098301686|10.68084402|97.10089515|-0.036110824|-38.76797062|6.707514535|0.0|0.78242217|-1.769430355|-29.25555061|71.70079424|-22.67740953|57.26650122|0.453252346|2464.2160510000003|0.21757783|7.549264797|13.80758516|5838.085413000001|136.63774650000002|-697.8234711|28.98359786|0.015872498|-354.7193098|1420.196295|620.9195447000001|9.967846072|0.0|1.0|1.0|0.0|1.0|4.73|0.0|17.0|-6.64|3.6|82.47|2.82|1.0|0.0|126.17|0.0|1.0|-4.6|29.0|398.48|0.0|0.0|0.00992|0.0148|3.2|0.0|9.21e-05|-0.05146|3.8535|3.82|3.8535|-1575.751975|666.01|1127.85|321.74|0.5392|514.45|0.69763|0.69763|0.5392|6.2846|-1575.616432|7.6778
7_a3|0.0|0|0|0|0.0|0|0|0|0.198126776|-0.008855374|2|0.03757716|1.989724777|-0.327648836|-0.007540435|0.054347129|10.3116226|1|-0.006696449|0.020589494|0.036673175|-0.592753801|2|0.881253042|0.790667152|-0.224253635|0.0507482109999999|0.8632654590000001|0.773152968|1|-0.096448591|4.804535747|107.7330046|-0.036877402|-23.61864737|2.377557323|76.07607751|0.7992146109999999|-1.253831681|-25.32764885|55.15105143|-18.2490344|55.98630667|0.3987206729999999|1952.029549|0.2007853889999999|5.198046584|8.644978051|5055.700186|99.36002106|-307.0424158|22.83370969|0.0149999089999999|-296.13678660000005|776.3461295|353.7528308|7.422807617|1.0|1.0|1.0|1.0|1.0|3.02|2.61|21.0|-7.48|4.96|92.93|2.11|1.0|0.0|95.5|0.0|1.0|-5.44|23.0|338.81|0.0|0.0|0.00124|0.00455|3.79|0.0|1.11e-05|-0.0640299999999999|5.8849|3.09|3.4435|-1731.703107|522.73|883.88|360.06|0.1926|362.61|0.3456|0.69224|0.1262|3.1299|-1731.651178|5.9901
4a_a49|0.0|0|0|0|0.0|1|1|1|-0.076526919|-0.006602016|2|0.036555556|1.713107022|-0.3631108529999999|-1.8100000000000003e-05|-0.053787795|10.92777282|1|0.000660956|-0.037142108|-0.060391347|-0.403194204|2|0.7541604690000001|0.803344301|0.0063958109999999|0.032396301|0.856023531|0.731643066|1|-0.087863033|10.51443916|149.0098632|-0.0292876779999999|-33.05061877|6.448709504|60.11195021|0.650301539|-1.4936715669999998|-35.44496163|68.37721704|-17.96270092|68.30645049|0.4716382|1647.61849|0.349698461|7.934892916|15.01791558|5950.370212|214.47685|-561.8605190000001|27.62211044|0.023624093|-184.3656985|1408.727632|620.5697596|14.48911428|1.0|1.0|1.0|1.0|2.0|3.35|2.89|21.0|-7.36|3.4|92.93|1.25|1.0|0.0|114.08|0.0|1.0|-3.28|30.0|399.45|0.0|0.0|211.0|122.0|1.71|0.0|1.74e-05|-0.06461|4.7259|3.34|3.7876|-1313.158118|660.19|1128.22|327.34|0.1935|504.63|0.35731|0.68042|0.0789|3.9716|-1312.98289|7.4949
19e_a38|0.0|1|0|0|0.0|0|2|2|-0.082311936|-0.007550899|2|0.04508642|0.0|-0.4379521229999999|-0.001197042|-0.104569193|10.94917392|1|0.000347207|-0.091460175|-0.191751024|-0.436305701|1|0.723755855|0.839953955|0.04818471|-0.064035403|0.89459881|0.700181525|0|-0.10214405|14.27562164|150.553721|-0.03783113|-46.37503972|9.619015829|16.39385667|0.749190974|-2.042881001|-37.96637911|82.37885703|-25.49088538|70.62168376|0.4655978389999999|3426.997928|0.250809026|6.596408983|12.34352977|6531.762734|168.99691289999998|-927.5007945|34.02454948|0.020114756|-335.8133169|1837.325672|696.3887025|13.55346651|0.0|1.0|1.0|1.0|3.0|4.96|3.08|17.0|-7.28|4.03|81.23|2.75|2.0|0.0|135.78|0.0|1.0|-4.94|32.0|427.48|0.0|0.0|0.0049|0.00807|3.55|0.0|2.25e-05|-0.05139|5.2322|4.08|3.8587|-1409.547647|685.34|1183.12|321.31|0.3948|532.67|0.41961|0.58509|0.3738|5.8426|-1409.37733|8.0083
17_a3|0.0|0|0|0|0.0|0|0|0|0.188373421|-0.009450704|2|0.047430556|1.709081227|-0.349676046|-0.007540435|-0.041723219|10.31163036|1|-0.006696449|0.020589494|0.036673175|-0.633373061|2|0.881253042|0.767641592|0.1789147639999999|-0.085686119|0.838125715|0.773152968|1|-0.096067661|5.251911643|100.2028184|-0.039557272|-24.87357062|2.672377884|76.17242478|0.840062179|-1.344947254|-25.54439812|55.39769571|-20.12828595|55.45324083|0.4383349039999999|1667.279771|0.159937821|6.2477303310000005|11.12358659|4839.543958|81.38261354|-348.2299886|23.96047156|0.012803096|-346.0738521|814.6560331000001|353.7528308|6.514715538|1.0|1.0|1.0|1.0|1.0|3.13|2.65|21.0|-7.48|4.96|92.93|2.37|1.0|0.0|95.5|0.0|1.0|-5.53|23.0|338.81|0.0|0.0|1.0|0.00399|3.88|0.0|1.11e-05|-0.0720399999999999|3.2102|3.57|3.2102|-1731.72355|537.32|891.3|386.22|0.4062|393.58|0.69481|0.69481|0.4062|3.8077|-1731.663157|7.6383
5_a27|0.0|0|0|0|0.0|2|0|0|0.126882432|-0.0063562359999999|2|0.048947368|1.271687295|-0.286030638|0.00991794|-0.125237927|10.93772408|1|0.010329671|-0.2030237389999999|-0.341622797|-0.4982037479999999|2|0.639413469|0.760083119|0.180356685|-0.020087122|0.8149212259999999|0.614205449|1|-0.085078576|8.936508815|77.37301579999999|-0.030385206|-23.6277072|4.709432444|56.35994804|0.741481472|-1.276178645|-15.54640123|53.51978325|-16.01263727|38.43699603|0.439066197|1254.531539|0.258518528|6.160679036|10.98289851|4943.51602|136.2361487|-354.41560810000004|21.59546513|0.016479312|-254.5156507|907.0095354|424.8821143|8.684398894|0.0|1.0|0.0|1.0|0.0|3.07|3.11|21.0|-6.22|2.94|65.6|2.66|0.0|0.0|97.55|0.0|1.0|-3.61|25.0|331.37|0.0|1.0|0.0821|0.0324|2.58|0.0|0.0002|-0.04554|4.0989|4.9|4.0989|-1083.124207|566.68|955.22|302.48|0.2448|463.87|0.64548|0.64548|0.2448|2.3781|-1083.019748|8.5229
3_a27|0.0|0|0|0|0.0|2|0|0|0.124551908|-0.00648099|2|0.040512821|1.177265999|-0.27868256|0.009082086|0.042659548|10.93782973|1|0.00955169|-0.1984716939999999|-0.341338963|-0.479874452|2|0.640545265|0.810053853|0.136381755|0.038685745|0.8759548629999999|0.610158103|1|-0.086153958|9.960129259|71.40072181|-0.032307734|-23.10213938|5.157668895|57.97805043|0.733853752|-1.292309364|-16.47810502|54.32114618|-16.72996312|41.78149261|0.44566003|1043.697725|0.266146248|6.457886343999999|11.64968556|4960.583812|137.8189165|-346.53209080000005|22.79740761|0.018747239|-242.1936891|911.8963045|401.7540197|9.707911187|0.0|1.0|0.0|1.0|0.0|3.03|3.11|21.0|-5.89|2.8|65.6|2.18|0.0|0.0|97.71|0.0|2.0|-3.7|25.0|329.36|0.0|1.0|0.0658|0.0339|2.67|0.0|0.000423|-0.05512|5.5045|4.92|3962.0|-1081.88481|547.92|931.06|312.93|0.2305|425.72|0.34864|0.6734600000000001|0.2208|2.7811|-1081.794829|8.3979
12z_a30|0.0|0|0|0|0.0|0|2|2|-0.1155022219999999|-0.008819424|2|0.040566449|0.0|-0.537984876|0.003529389|0.018796341|10.31162784|1|0.005111479|-0.12254489|-0.207153446|-0.39205163|1|0.8397577820000001|0.809127478|-0.02232319|-0.077335468|0.855880335|0.794193541|0|-0.107776943|21.47520633|116.2094523|-0.034034824|-52.13870496|14.93669572|0.0|0.630839856|-1.939984979|-34.55504699|95.20867045|-23.67231332|71.1566605|0.48740649|2435.831516|0.3691601439999999|8.071510779|15.74641625|7074.004131999999|256.7627363|-938.4966892|37.52507564|0.029109145|-182.00664430000003|2138.929312|792.3440337000001|20.24634493|0.0|1.0|1.0|1.0|1.0|4.86|0.0|17.0|-6.83|3.94|100.11|2.2|2.0|0.0|140.26|0.0|1.0|-5.61|33.0|458.54|0.0|0.0|0.00113|0.00456|3.81|0.0|6.720000000000001e-05|-0.04679|4.8063|3.34|3.4438|-1804.785911|739.33|1266.9|360.02|0.1855|580.6|0.5513100000000001|0.6853199999999999|0.1441|7.0446|-1804.581882|7.3615
6_a15|0.0|0|0|0|0.0|0|0|0|-0.199979249|-0.00951284|1|0.042926829|0.0|-0.513693384|0.001080419|0.011857945|10.95880677|0|0.003942615|-0.195267558|-0.281352401|-0.35221474|1|0.8511056929999999|0.691316481|0.0371776429999999|-0.015484797|0.7248900659999999|0.810779115|0|-0.123000073|17.20414198|82.0880213|-0.0307500179999999|-41.87249058|10.03794313|55.65697829|0.581974721|-1.599000943|-24.00625743|88.94853813|-17.94143141|58.34873264|0.3902945579999999|1971.005637|0.4180252789999999|6.110075236|10.02135591|5589.043165|243.9013805|-544.3423775|30.82854077|0.029449813|-95.65807914|1603.08412|592.4420375|17.18281248|1.0|1.0|0.0|1.0|1.0|3.29|4.03|18.0|-7.95|4.43|61.84|2.18|2.0|0.0|109.7|0.0|1.0|-5.66|28.0|380.44|0.0|1.0|0.000823|0.00278|4.64|0.0|4.3e-06|-0.02419|4.3423|3.94|3.7696|-1263.0072300000002|612.22|1092.02|328.9|0.2616|545.21|0.65191|0.70554|0.0113|1.3789|-1262.820532|7.4559
1b_a5|0.0|1|0|0|0.0|0|0|0|-0.250420203|-0.00279809|2|0.0248765429999999|0.0|-0.111923619|0.003886035|0.001241264|10.94890233|1|0.003708988|0.019611905|0.045204303|-0.231956531|2|0.567806811|0.759794937|0.122747292|-0.054153474|0.827319059|0.558485747|0|-0.077221824|5.438378717999999|96.23685048|-0.031306145|-19.56938257|2.737713392|0.769931305|0.7324812509999999|-1.158327367|-19.82538668|48.55415504|-15.75970652|44.82086533|0.474445758|919.9167129|0.267518749|6.11909445|11.64312636|4577.125071|134.6705884|-293.5407385|21.51550842|0.019229427|-234.0649914|796.0738116|357.34245360000006|9.680212283|1.0|0.0|1.0|1.0|1.0|2.75|1.81|23.0|-8.3|4.88|54.46|2.29|0.0|0.0|90.44|0.0|1.0|-3.97|24.0|316.33|0.0|1.0|0.0336|0.0157|3.16|0.0|1.58e-06|-0.04135|4789.0|3.1|4.6481|-1050.506509|536.59|892.61|266.74|0.3101|388.58|0.5153800000000001|0.43728|87.0|2891.0|-1050.462425|7.2291
3_a47|0.0|0|0|0|0.0|0|0|0|0.013076203|-0.008740449|2|0.03308642|1.416887578|-0.367098851|-0.008828261|0.103847816|10.93671092|0|-0.007967014|-0.015388793|-0.024240921|-0.457330633|2|0.900251233|0.720319618|0.104873188|0.022804181|0.780628097|0.815682427|1|-0.0948001|4.514659074|76.18000386|-0.036461577|-26.06896797|2.367459086|1.139378223|0.7849694909999999|-1.422001494|-22.85956767|58.22383723|-19.12022366|48.10703|0.403777634|1280.146703|0.2150305089999999|6.46319354|10.84023999|5022.029588|112.7606591|-391.0345195|24.35791949|0.016230658|-298.8724505|949.95886|418.022895|8.511255722000001|1.0|0.0|1.0|1.0|2.0|2.59|2.89|22.0|-8.42|4.32|58.04|2.88|1.0|0.0|101.55|0.0|1.0|-5.54|25.0|347.8|0.0|1.0|0.000995|0.00156|4.6|0.0|1.33e-06|-0.05717|5.6998|4.12|3.7284|-1470.101469|556.65|941.44|332.54|0.2342|402.58|0.52977|0.69138|0.2182|4.0226|-1470.0192869999998|6.5
8h_a8|0.0|1|0|0|0.0|1|0|0|0.038482973|-0.010324979|0|0.046205674|0.0|-0.485274006|-0.007796225|-0.085125857|10.94341368|1|-0.007036544|0.09830823|0.254819201|-0.53822084|0|0.578166105|0.6971223040000001|0.111824921|0.010682683|0.751162751|0.56916135|0|-0.11302328|6.58499063|233.7669182|-0.048805507|-39.07081527|3.871662077|53.78973456|0.918315905|-2.147442322|-42.41801879|70.94463092|-28.69532281|78.73029948|0.451435543|2019.780061|0.081684095|7.453557203|13.58738632|5956.417906000001|48.02637252|-742.3454901|31.2477685|0.00764059|-491.8998117|1374.901814|485.8626377000001|4.492304417|0.0|0.0|0.0|0.0|2.0|3.11|2.73|23.0|-7.95|4.69|80.88|4.11|2.0|0.0|105.27|0.0|1.0|-5.21|29.0|391.37|0.0|0.0|0.0023899999999999|0.00395|3.82|0.0|4.43e-06|-0.06344|4801.0|7.71|3.7327|-1361.618499|608.39|1029.51|332.16|0.3011|480.09|0.56196|0.69844|272.0|3.4779|-1361.5113789999998|4.9359
14s_a23|0.0|0|1|1|0.0|2|0|0|0.020458621|-0.005854379|2|0.045277778|0.740898446|-0.298573309|0.010682694|-0.044305947|10.31321812|2|0.009263715|-0.071484865|-0.13187015|-0.457212212|2|0.722187957|0.7837821840000001|0.096014944|-0.1050445769999999|0.846632079|0.659570836|1|-0.080500435|12.81151517|46.42188642|-0.034255504|-33.12848261|8.218681552|82.55990607|0.7748161659999999|-1.610008704|-22.64965286|62.75905983|-21.9751589|48.11843993|0.470919749|2316.634024|0.2251838339999999|7.548546899|14.26730044|6938.271179|144.457092|-662.5696522999999|28.36177131|0.017330177|-352.5931977|1333.003252|633.3278634|11.11743642|0.0|1.0|0.0|1.0|1.0|3.45|3.66|26.0|-7.99|4.0|105.02|3.51|2.0|1.0|125.29|0.0|1.0|-6.13|31.0|445.93|0.0|0.0|0.000334|0.00126|4.21|0.0|4.55e-06|-0.07783|3.6828|4.1|3.6828|-2089.500101|668.66|1164.32|336.66|0.3669|528.82|0.60323|0.60323|0.3669|4.7032|-2089.352478|8.5482
14y_a23|0.0|0|1|1|0.0|2|0|0|0.0600764409999999|-0.005875443|2|0.046678487|0.731397292|-0.2996475999999999|0.009174505|-0.051539811|10.31321795|2|0.007229683|-0.069023218|-0.125978901|-0.4598871539999999|2|0.719722236|0.802520527|0.137426346|-0.049318182|0.8668730109999999|0.64069202|1|-0.080613242|13.00274534|51.68445972|-0.034303507|-38.54233552|8.990852582999999|82.29531392|0.78322549|-1.612264842|-27.63946733|67.16839951|-23.71943531|52.97547894|0.486730407|2336.815247|0.21677451|8.213390641|16.00209862|7320.809595999999|149.890474|-770.8467102999999|30.28429949|0.016527|-391.6770747|1423.362076|665.6233736|11.42772654|0.0|1.0|0.0|1.0|1.0|3.41|3.49|26.0|-8.57|4.64|105.02|3.99|2.0|1.0|130.3|0.0|1.0|-6.77|32.0|480.37|0.0|0.0|8.18e-05|0.000354|4.83|0.0|1.29e-06|-0.08374|3.6413|4.73|3.6413|-2549.091817|713.1|1217.48|340.49|444.0|585.2|0.61338|0.61338|444.0|4.8799|-2548.953933|8.4225
18a_a30|0.0|0|0|0|0.0|0|2|2|0.045071414|-0.006673169|2|0.040166667|0.0|-0.353677943|0.005050384|-0.01286191|10.31163887|1|0.005458948|-0.053309522|-0.094526372|-0.452377064|1|0.8421237309999999|0.7885597609999999|0.003991162|-0.171895425|0.842671963|0.7961424690000001|0|-0.095397479|10.62073502|87.66676984|-0.036990859|-36.97308547|6.611941026|0.0|0.7904991659999999|-1.812552105|-28.08889239|69.35818061|-23.02866795|55.73981304|0.445995681|2814.429655|0.209500834|7.050626413|12.72666325|5942.293347|130.4247923|-702.4886239|29.1318055|0.016012295|-361.7006453|1427.458469|620.9195447000001|9.968457988|0.0|1.0|1.0|0.0|1.0|4.75|0.0|17.0|-6.64|3.84|81.65|2.82|2.0|0.0|127.28|0.0|1.0|-5.28|29.0|398.48|0.0|0.0|0.00208|0.0056|3.87|0.0|9.21e-05|-0.05605|3.4712|3.82|3.4712|-1575.755101|665.12|1120.46|357.18|0.3781|508.08|0.69033|0.69033|0.3781|4.2514|-1575.604922|7.6108
2_a47|0.0|0|0|0|0.0|0|0|0|-0.002024001|-0.008527649|2|0.027058824|1.454085483|-0.3581612489999999|-0.007479445|0.107297513|10.93671092|0|-0.006079384|-0.017113434|-0.0274111779999999|-0.444853768|2|0.916092248|0.671819147|0.115527282|-0.0253134039999999|0.728066943|0.875463345|1|-0.095655954|4.240150185|76.06154148|-0.036790752|-23.74109633|2.112397382|0.958043241|0.784978115|-1.4348393119999998|-20.71307621|55.81329383|-18.32875817|45.81686991|0.433425706|1242.745585|0.215021885|5.308758149|9.369924133|4559.060763|107.1215986|-356.116445|23.34938746|0.016376351|-283.9460863|910.626111|392.6099255|8.158522603|1.0|0.0|1.0|1.0|2.0|2.58|2.54|22.0|-7.82|3.7|58.04|2.39|1.0|0.0|96.54|0.0|1.0|-5.46|24.0|313.35|0.0|1.0|0.00109|0.00243|4.52|0.0|4.73e-06|-0.05285|3.7181|3.49|3.7181|-1010.505024|536.13|902.07|333.46|0.2143|371.19|0.69102|0.69102|0.2143|2.1266|-1010.412694|6.2
galu_a46|0.0|0|0|0|0.0|1|1|1|0.048375705|-0.00642454|2|0.039550827|1.721297609|-0.327651527|0.002865697|-0.094815394|10.92740177|1|0.003107816|0.028964355|0.0481706809999999|-0.4671565689999999|2|0.702976795|0.81708619|0.044184467|-0.173285585|0.875868891|0.6848692759999999|1|-0.089050651|6.915480101|132.199522|-0.03220981|-27.89483984|3.870487977|68.43088526|0.7832175929999999|-1.513861067|-28.50774993|57.65745491|-18.02733582|57.85086047|0.468241745|1755.2047|0.2167824069999999|6.445819025|12.12170938|5641.451892|121.3297832|-474.2122773|23.01702105|0.013967104|-317.0250717|1081.799989|542.7276591|7.817173532999999|1.0|1.0|1.0|1.0|1.0|3.27|2.75|21.0|-7.13|3.69|86.69|1.84|1.0|0.0|108.18|0.0|1.0|-3.85|28.0|369.42|0.0|0.0|52.0|0.0375|2.39|0.0|2.75e-05||||||||||||||||7.2924
3c_a12|0.0|0|0|0|0.0|0|1|1|0.06235058|-0.009252756|2|0.039605735|0.0|-0.379362977|-0.003879878|-0.008931246|10.3117069|1|-0.001825446|-0.116098308|-0.211367878|-0.545592465|1|0.923855679|0.826033688|-0.0461654159999999|-0.10295082|0.888353608|0.859899236|0|-0.099327724|6.688634392000001|79.00277721|-0.033980537|-25.42738988|3.384177297|0.0|0.7055242159999999|-1.291260406|-18.35985151|61.16334136|-17.19277136|42.97583906|0.427357986|1139.340748|0.2944757839999999|6.231995392999999|10.88288188|4629.005722|148.9927848|-330.5560685|24.36878988|0.02155815|-207.9738085|926.0140155|380.2468615|10.90754815|1.0|1.0|0.0|1.0|1.0|3.94|2.78|17.0|-6.78|4.01|78.41|1.82|0.0|0.0|98.16|0.0|1.0|-4.22|23.0|319.38|0.0|0.0|0.0194|0.0318|2.91|0.0|5.3200000000000006e-05|-0.07463|3.9848|2.56|3.5862|-1327.471862|544.65|894.36|345.72|0.4687|399.38|0.43415|0.68067|0.1193|1.6035|-1327.4004710000002|7699.0
14x_a23|0.0|0|1|1|0.0|2|0|0|0.0944818319999999|-0.0065692219999999|2|0.04314059|0.6753138120000001|-0.335030301|0.003379755|-0.075184011|10.31321817|2|0.003906274|-0.073958723|-0.206574435|-0.443633823|2|0.5788469970000001|0.802520527|-0.035031888|-0.035965909|0.8668730109999999|0.558482531|1|-0.084244058|14.64350681|147.90081730000003|-0.034056109|-37.00022522|9.704599953|87.28077098|0.722211323|-1.6006371069999998|-31.13207597|70.40248829|-22.56979253|61.61945314|0.468120981|2382.851643|0.277788677|7.777802167999999|14.62325432|6989.569075|184.0971574|-703.0042792|31.25095356|0.0219879679999999|-294.5294492|1468.794817|597.2903597999999|14.57194888|0.0|1.0|1.0|0.0|1.0|3.42|3.42|26.0|-7.93|4.2|105.02|3.78|2.0|1.0|120.2|0.0|1.0|-5.68|32.0|447.46|0.0|0.0|0.0009369999999999|0.00242|3.78|0.0|5.23e-06|-0.08216|4.0641|3.97|3.6941|-1828.371718|675.21|1149.42|335.63|0.3184|537.48|0.6757|0.62836|0.3057|5.7933|-1828.228912|8.4949
