molecula|n9FaHRing|SssssC|NaasN|SRW09|nAHRing|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|AATSC1s|n6HRing|SaaaC|ATSC1c|AATSC1are|BCUTi-1|AATSC8d|n5aHRing|AATSC1pe|AATSC7i|n6aHRing|GATS1are|MATS8s|MATS8d|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|PBF|FPSA3|PNSA3|RNCS|RPSA|FNSA4|WNSA5|WPSA3|RPCS|FNSA1|FNSA2|WNSA3|PNSA4|GRAVp|TASA|GeomShapeIndex|GRAV|PPSA1|DPSA4|FPSA5|DPSA1|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Log S (SILICOS-IT)|Leadlikeness|Molar refractivity|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Log Kp (cm/s)|Egan filter|BBB|CYP1A2 inhibitor|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|IC50|pIC50|pIC50
9_a27|0|0.0|1|6.842683282|0|0|1.391067068|1.830911754|0.164227115|-0.0073742819999999|-0.050617284|2|1.233610009|-0.331842668|0.00611794|10.93740461|-0.0447599329999999|1|0.00651856|-0.2559122789999999|2|0.677253824|0.017503266|-0.071974951|0.8806964490000001|0.654138816|1|0.7988644709999999|-0.078270599|-0.088404481|0.36853691|0.019589991|-40.3551562|128.27738490000002|0.2011355289999999|-0.033677898|-23.50038785|5.20756849|65.12542467|0.7892801540000001|-1.414471696|-20.80651808|-17.36382286|2256.4955670000004|411.8826346|0.873886547|4962.727436|108.6440173|21.99956856|0.014524299|-298.297086|1.0|0.0|1.0|1.0|3.12|2.62|0.16|-7.06|0.0|97.46|1.0|3.0|-4.06|-6.33|0.0|1.0|1.0|8.66e-05|0.0287|8.28e-05|2.8|0.0|0.0|8.69e-08|2.88e-05|4.67|4.1673|-1083.118736|549.64|297.52|0.1982|223.71|0.35593|0.59444|134.0|-0.1716|2.7456|2.0|8699.0|8699.0
14p_a23|1|0.0|2|7.423568444|0|0|1.197963748|3.3252287430000003|0.044380583|-0.005975594|0.006191846|2|0.733042138|-0.310730878|0.009895793|10.31321773|-0.053921569|2|0.009266617|0.080581604|2|0.708395022|0.099883916|-0.090287278|0.8683808959999999|0.669357479|1|0.923455749|-0.063033628|-0.080784473|0.223758613|0.0221104079999999|-42.52653933|40.58186569|0.076544251|-0.033660197|-36.77082544|10.06403753|84.65359899|0.751638299|-1.615689464|-28.69113861|-22.70933393|3010.721939|623.0226425|0.868927227|6696.264498|167.5607773|30.21311441|0.0190667019999999|-339.5427625|0.0|0.0|1.0|1.0|3.48|3.28|0.04|-7.47|1.0|125.0|1.0|5.0|-5.68|-6.62|0.0|0.0|0.0|2.09e-06|0.0009109999999999|1.27e-05|3.3|0.0|0.0|3.39e-08|1.4800000000000002e-05|3.29|3.5752|-1722.152257|699.61|346.79|0.3802|346.79|0.6816|0.6816|0.3802|-0.14774|7.4033|3.0|8.5302|8.5302
16f_a32|1|0.0|0|7.765993078999999|0|0|0.609420741|0.0|0.1767304639999999|-0.014558301|-0.054907428|0|2.082564316|-0.77158995|-0.003511776|10.31100265|-0.000291262|3|-0.001202032|0.0151704889999999|0|0.801401734|0.085125293|-0.000510986|0.899839182|0.761506727|1|0.8072754790000001|-0.08168632|-0.111152081|0.522247991|0.024434011|-56.53102601|89.03402347|0.192724521|-0.035568666|-53.23443736|11.7022626|47.24868477|0.69473708|-1.778433296|-39.12230215|-24.61529877|2772.212354|558.6750754999999|0.625108901|6235.040893|211.2572338|35.43109972|0.022983292|-269.5356315|1.0|1.0|1.0|2.0|3.76|3.4|0.3|-7.77|3.0|116.75|1.0|9.0|-6.95|-5.99|1.0|0.0|1.0|1.12e-07|4.79e-05|1.07e-05|4.11|0.0|0.0|1.7e-08|7.26e-06|4.99|3.6272|-1995.278839|722.06|341.82|0.2931|341.82|0.70204|0.70204|0.2931|-0.15003|3.6641|9.0|8041.0|8041.0
11b_a50|1|0.0|2|7.927685046000001|1|1|1.3979498330000002|4.071188272|-0.154649459|-0.002908227|-0.014702942|1|2.114272566|-0.13377846|0.011959339|10.94500697|-0.133073229|2|0.012037198|-0.013155246|1|0.701976536|-0.146696566|-0.20645662|0.862408925|0.667956827|1|0.931316325|-0.0445367309999999|-0.069841183|0.229754094|0.019455771|-23.23499995|7.949039772000001|0.068683675|-0.02494328|-19.0090431|5.295379767|86.04123302|0.642051995|-1.047617742|-12.12179711|-13.01301376|2286.724895|485.8716402|0.751545111|4884.730303|186.7429782|20.26785036|0.021631609|-148.2182458|0.0|0.0|1.0|0.0|3.44|2.84|0.15|-5.87|0.0|99.65|2.0|2.0|-3.58|-6.24|0.0|1.0|1.0|0.000263|0.0862|6.97e-05|2.9|0.0|0.0|1.35e-06|0.000441|3.05|3.9863|-1045.961211|560.06|311.03|195.0|266.8|0.53885|0.64477|0.0711|-0.16684|2.7805|1.7|5.7696|5.7696
21_a4|0|0.0|1|7.535296702|1|1|1.399863887|2.026698554|-0.164057585|-0.003068098|-0.014982235|1|0.0|-0.131928225|0.012362563|10.94593332|-0.104638158|1|0.012094249|0.030586117|1|0.6952936|0.090847781|-0.174578783|0.833191212|0.674434042|0|0.932146735|-0.0571545999999999|-0.076470465|0.239652988|0.020173071|-28.99048719|63.37635587|0.067853265|-0.028676424|-19.67444009|5.190159022|66.03320922|0.7231676229999999|-1.147056976|-14.70482428|-14.54552243|2045.488184|472.812128|0.670120767|4277.396118|140.4174905|20.11362507|0.017563978|-226.3943104|1.0|1.0|1.0|0.0|3.37|2.92|0.16|-5.94|0.0|91.59|2.0|3.0|-3.88|-5.76|0.0|1.0|1.0|0.000133|0.0403|6.51e-05|3.36|0.0|0.0|1.16e-06|0.000352|3.31|4.0245|-973.5481197|549.71|308.08|0.2016|240.17|0.5260600000000001|0.66476|0.1457|-0.16632|2.0282|121.0|6.9172|6.9172
3_a27|0|0.0|2|6.605297921|0|0|1.402697639|3.127072625|0.124551908|-0.00648099|-0.096132106|2|1.177265999|-0.27868256|0.009082086|10.93782973|0.024154412|1|0.00955169|-0.296039263|2|0.640545265|0.136381755|0.038685745|0.8759548629999999|0.610158103|1|0.862115922|-0.06145119|-0.086153958|0.397733752|0.019234305|-31.82136336|10.71226495|0.137884078|-0.032307734|-23.10213938|5.157668895|57.97805043|0.733853752|-1.292309364|-16.47810502|-16.72996312|2294.213272|446.4308003|0.803947133|4960.583812|137.8189165|22.79740761|0.018747239|-242.1936891|1.0|0.0|1.0|0.0|3.03|3.11|0.05|-5.89|0.0|97.71|2.0|3.0|-3.7|-6.41|0.0|1.0|1.0|0.0002|0.0658|0.000103|2.67|0.0|0.0|1.29e-06|0.000423|4.92|3962.0|-1081.88481|547.92|312.93|0.2305|225.24|0.34864|0.6734600000000001|0.2208|-0.16457|2.7811|4.0|8.3979|8.3979
3b_a12|0|0.0|0|0.0|1|1|1.283824445|0.0|0.156777705|-0.007916598|-0.043495794|2|0.0|-0.332497127|-0.004028952|10.9540388|-0.003968827|0|-0.003019113|-0.19952566|1|0.914614654|-0.008328578|-0.007397776|0.82914101|0.802482465|0|0.903204699|-0.064393592|-0.088443201|0.073824142|0.0103611969999999|-33.57216667|41.13468455|0.096795301|-0.034016616|-24.04018959|2.816328871|0.0|0.7688221909999999|-1.326648015|-17.50314491|-17.73486237|2186.64676|470.8937285|0.64134753|4665.346939|120.5265876|23.06757345|0.0166212889999999|-280.3056362|1.0|1.0|1.0|1.0|3.82|2.98|0.05|-8.1|1.0|102.53|1.0|3.0|-4.26|-5.65|0.0|1.0|1.0|5.539999999999999e-05|0.0184|2.28e-05|3.78|0.0|0.0|7.91e-09|2.63e-06|3.96|3.7741|-1410.947421|548.05|328.51|0.5013|294.55|0.53738|0.6654800000000001|0.2418|-0.15229|5.9551|49.0|7.3098|7.3098
1_a15|0|0.0|0|0.0|0|0|1.419940974|0.0|-0.22215316|-0.0084598019999999|-0.043374667|2|0.0|-0.541427319|0.001244652|10.95880609|-0.000905902|0|0.003816011|0.096086011|2|0.836466114|0.101406325|-0.001544849|0.74357498|0.795437721|0|0.875723465|-0.068077117|-0.1117462069999999|0.7100707390000001|0.026214985|-44.01415991|121.3844816|0.124276535|-0.031142386|-46.71058649|10.95802135|63.14412039|0.605927517|-1.899685524|-28.45664402|-20.13460632|3000.975833|566.1848585|0.77926144|7284.337537|254.7811976|33.22939752|0.0280791829999999|-136.9714493|1.0|1.0|1.0|1.0|3.91|4.18|0.19|-10.02|3.0|132.94|0.0|8.0|-6.55|-5.38|1.0|0.0|0.0|2.830000000000001e-07|0.00013|1.08e-06|5.23|0.0|0.0|9.53e-11|4.36e-08|4.68|3.2188|-1510.117336|697.35|385.18|0.2464|282.85|0.64662|0.70553|0.0061|-0.1365|1.2218|44.0|7.3565|7.3565
12n_a30|0|0.0|0|7.412764017000001|2|2|0.604984682|0.0|0.0304762079999999|-0.007311044|-0.064217094|2|0.0|-0.387485343|0.001139238|10.31162898|-0.087019298|1|0.002064369|-0.254279374|1|0.669561738|-0.015189554|-0.149451598|0.870930234|0.64876559|0|0.7781502140000001|-0.083120674|-0.10528124|0.390449649|0.017064818|-52.4873066|85.87072848|0.221849786|-0.038674741|-41.97990569|6.804436105|0.0|0.799403208|-1.895062322|-33.14358793|-24.42151771|2848.910641|491.3700419|0.887350282|6353.890039|126.6686716|30.54968688|0.0153398069999999|-378.1217671|1.0|0.0|0.0|1.0|4.66|0.0|0.14|-6.9|2.0|127.24|1.0|5.0|-5.39|-6.02|0.0|0.0|0.0|4.12e-06|0.00171|9.71e-06|3.97|0.0|0.0|1.26e-07|5.260000000000001e-05|4.07|3.4859|-1674.978015|669.57|355.67|0.1826|238.43|0.27009|0.6854|0.1489|-148.0|5.3143|0.01|7983.0|7983.0
19a_a38|0|0.0|0|7.412764017000001|2|2|1.297044508|0.0|-0.084389038|-0.007986407|-0.082283951|2|0.0|-0.431265985|-0.002526241|10.96083376|-0.077535135|1|-0.000673716|0.116434494|1|0.724208473|0.031696119|-0.133130383|0.8741648479999999|0.698414933|0|0.747152898|-0.08593151|-0.108300308|0.298938581|0.022142322|-51.36166266|137.2318698|0.252847102|-0.038988111|-38.69037594|7.910363161|0.0|0.744796537|-1.949405536|-30.69910427|-23.30337482|2774.129458|446.57675660000007|0.872060139|6115.030149|152.5362948|31.28824271|0.020873781|-292.6320538|1.0|1.0|1.0|3.0|4.83|2.56|0.14|-6.86|1.0|125.69|1.0|5.0|-4.14|-6.77|0.0|0.0|1.0|7.209999999999999e-05|29.0|6.77e-05|2.78|0.0|0.0|1.4e-07|5.610000000000001e-05|3.41|3.6504|-1332.1529369999998|628.65|339.65|0.2668|316.19|0.6329100000000001|0.68835|0.0721|-0.15108|4.7986|0.01|8.0106|8.0106
8_a20 (IN-1130)|0|0.0|0|6.842683282|0|0|1.400923668|0.0|0.063195236|-0.009430196|-0.124997065|2|1.622562232|-0.528090969|-0.006620594|10.94899447|-0.0574882679999999|1|-0.004654742|0.293415753|2|0.811128636|-0.1221465319999999|-0.0957193819999999|0.817914963|0.7741509329999999|1|0.7274271309999999|-0.09623672|-0.097790028|0.354945501|0.0158089389999999|-63.72828772|336.574332|0.272572869|-0.035730972|-42.88223811|6.93243166|89.35267123|0.7481063720000001|-1.858010535|-42.20109173|-23.66117267|2849.395895|481.70475260000006|0.932362084|6291.586155|166.8048285|31.628086|0.018957805|-328.593789|1.0|1.0|1.0|2.0|3.49|2.43|0.08|-9.63|1.0|122.86|1.0|5.0|-4.85|-6.83|0.0|0.0|1.0|1.42e-05|0.00596|2.82e-05|2.87|0.0|0.0|2.34e-10|9.86e-08|4.53|3.2329|-1368.372708|696.06|383.5|0.3782|248.98|0.4377|0.7007399999999999|0.1361|-0.13622|3803.0|36.0|7.4437|7.4437
1c_a5|0|0.0|0|6.605297921|0|0|1.424607938|0.0|-0.268536978|-0.001983746|-0.006491037|2|0.0|-0.085301064|0.008031558|10.9433337|-0.058823529|1|0.007357977|-0.133677441|2|0.71274658|0.128385959|-0.109439124|0.821309592|0.6977404359999999|0|0.88631419|-0.068062282|-0.070346332|0.436308619|0.008349498|-34.82350689|160.5407184|0.11368581|-0.0281385329999999|-18.41507338|2.185709046|0.0|0.753027268|-1.12554131|-17.81716094|-14.3968489|2105.8969850000003|453.4753671|0.909902834|4387.398857|126.3615674|19.11862892|0.0153811389999999|-258.918642|1.0|1.0|1.0|1.0|2.78|2.09|0.05|-8.41|0.0|95.45|1.0|3.0|-4.25|-5.77|0.0|1.0|1.0|5.5700000000000005e-05|0.0174|3.5600000000000005e-05|3.43|0.0|0.0|3.87e-09|1.21e-06|3.17|4.5088|-990.5931502|556.84|274.99|271.0|254.15|0.4444899999999999|0.53838|0.1076|-0.18719|1.7105|3981.0|5.4|5.4
47g_a18|0|0.0|0|7.03438793|1|1|1.251175676|0.0|-0.005500039|-0.005817448|-0.034211867|0|0.0|-0.477030713|0.0036509859999999|10.94702253|-0.008224928|0|0.00531392|-0.071877686|0|0.765824398|-0.009917608|-0.014370598|0.780474694|0.745431271|0|0.834424154|-0.065225536|-0.08547236|0.413435809|0.013404131|-55.35188184|111.5517627|0.165575846|-0.029212072|-61.55384106|9.653129118|47.07867403|0.731870777|-2.307753726|-46.97287277|-24.79003275|3367.0578530000003|708.1114197|0.966014041|7870.887027|227.5405903|33.87214455|0.016259076|-393.5416883|1.0|1.0|1.0|2.0|4.87|0.0|0.34|-9.22|3.0|164.47|1.0|13.0|-6.11|-6.4|0.0|0.0|0.0|7.76e-07|0.000421|3.01e-06|4.52|1.0|1.0|6.04e-10|3.27e-07|8.13|3.0965|-1743.346243|905.71|400.4|0.5955|400.4|0.69828|0.69828|0.5955|-0.12789|4966.0|9.0|8.0458|8.0458
14i_a23|1|0.0|2|7.423568444|0|0|1.197963212|3.2692375460000003|0.142566578|-0.010148243|-0.130330047|2|0.7151570629999999|-0.558153376|0.002243702|10.31321758|-0.026731172|2|0.002496501|0.075401108|2|0.77007911|0.158023239|-0.04255066|0.864206467|0.7333675390000001|1|0.777952733|-0.0889593869999999|-0.096562208|0.266320368|0.0214262489999999|-60.8283953|324.811841|0.222047267|-0.039760909|-45.14777443|10.01786784|93.48624142|0.7780956840000001|-2.027806362|-41.59306642|-27.18760085|3097.406945|531.9462982|0.915894552|7030.347905|151.7330992|34.94120504|0.019276934|-380.3109456|0.0|0.0|0.0|2.0|3.56|2.64|0.04|-6.96|1.0|128.38|1.0|6.0|-5.21|-7.33|1.0|0.0|0.0|6.11e-06|0.00278|4.03e-05|2.46|0.0|0.0|1.11e-07|5.03e-05|4.64|3.6931|-1798.608335|715.68|335.72|0.3639|335.72|0.55606|0.55606|0.3639|-0.1509599999999999|5.9563|3.0|8.4622|8.4622
13a_a5|0|0.0|0|6.605297921|0|0|1.393002748|0.0|-0.154076582|-0.006081807|-0.033436214|2|0.0|-0.328417593|0.002355511|10.94530369|-0.025324157|1|0.003196482|-0.012798693|2|0.746303189|-0.048584084|-0.048575318|0.857293078|0.720100768|0|0.7667501609999999|-0.08903048|-0.0839257009999999|0.470564031|0.016739606|-57.31787843|126.2663658|0.233249839|-0.0279752339999999|-34.78546088|6.938219155|39.93934134|0.598791539|-1.426736914|-36.90128585|-18.01047283|2657.14588|493.6342317|0.854865353|5628.9694|258.29825730000005|30.07803494|0.02811638|-127.2041084|1.0|1.0|1.0|2.0|3.07|2.46|0.13|-8.9|2.0|114.18|1.0|8.0|-3.77|-7.18|0.0|0.0|1.0|0.000169|0.0675|0.000184|2.19|0.0|0.0|1.26e-09|5.02e-07|3.81|4.2107|-1313.126035|688.18|294.45|0.5953|267.87|0.41806|0.50037|0.1992|-0.17364|3.3414|91.0|7041.0|7041.0
2_a20 (SB-505124)|0|-0.09011519|0|7.434257382|1|1|1.183764955|0.0|-0.006955944|-0.010175551|-0.076310057|1|0.0|-0.498602014|0.001622309|10.95129567|-0.137383329|1|0.003789399|0.02072518|1|0.827730504|0.082053195|-0.19681999|0.765632979|0.790275077|0|0.7694360659999999|-0.083565835|-0.117328885|0.214264156|0.02856542|-45.98170774|122.8758934|0.230563934|-0.0382594189999999|-35.52365346|8.648749117000001|441.9400248|0.831919306|-1.759933279|-25.30121848|-21.05206547|2195.369524|423.3785776|0.908167636|4762.83693|92.48561162|25.30541763|0.011470204|-365.2740749|1.0|1.0|1.0|1.0|3.4|3.1|0.3|-7.22|1.0|97.55|1.0|3.0|-5.24|-5.31|0.0|1.0|1.0|5.72e-06|0.0019199999999999|1.22e-05|4.27|0.0|0.0|6.070000000000002e-08|2.03e-05|4.57|3.6404|-1089.358727|593.8|340.58|0.3267|340.58|0.69947|0.69947|0.3267|-0.14928|2.5584|169.0|6.7721|6.7721
25b_a34|0|0.0|1|7.412764017000001|1|1|1.290860233|1.94553288|0.133975789|-0.015658012|-0.0929479709999999|1|0.0|-0.861190687|-0.00378755|10.95957635|-0.061390533|1|-0.000223677|-0.2360985169999999|1|0.832166825|0.08214612|-0.101529052|0.83883012|0.787858064|0|0.656573108|-0.1030760719999999|-0.137924163|0.5020264870000001|0.030138301|-64.37123451|165.2408865|0.343426892|-0.042438204|-53.79083879|11.75402804|49.2835599|0.76274549|-2.206786613|-40.19997818|-26.50275222|2611.55928|410.0313565|0.723855085|5786.015654|148.1659658|34.74652105|0.019067452|-328.1702779|0.0|1.0|1.0|2.0|3.53|3.39|0.29|-6.42|1.0|108.21|1.0|7.0|-3.82|-7.07|0.0|0.0|0.0|0.00015|59.0|0.000202|2.29|0.0|0.0|3.8100000000000004e-07|0.00015|5.06|4.2253|-1313.361559|668.48|293.43|0.2259|293.43|0.6925600000000001|0.6925600000000001|0.2259|-0.17564|7.0586|2.08|5.6819|5.6819
46_a18|0|0.0|0|7.03438793|2|2|1.251088279|0.0|-0.001181461|-0.005378956|-0.018808538|1|0.0|-0.3872848129999999|0.002300582|10.94680484|-0.052591109|0|0.003512954|-0.069691797|0|0.7100921609999999|-0.015124585|-0.090469229|0.76616843|0.699483099|0|0.8265445990000001|-0.069742249|-0.076485888|0.30524999|0.008975181|-49.54738918|0.946462387|0.173455401|-0.029244604|-38.60388092|4.5299444310000005|58.66827342|0.782232748|-1.988633091|-35.20023815|-20.77641329|3052.94234|587.2068577|0.8342358790000001|7150.333139|154.7096476|26.56039822|0.013181412|-401.0164861|0.0|1.0|1.0|2.0|4.27|0.0|0.3|-8.82|2.0|151.14|1.0|7.0|-5.68|-6.14|0.0|1.0|0.0|2.08e-06|0.000999|3.35e-06|4.36|0.0|0.0|1.51e-09|7.27e-07|8.11|3225.0|-1532.968527|765.33|384.45|0.4249|384.45|0.69181|0.69181|0.4249|-0.13224|2656.0|186.0|6.7305|6.7305
3a_a32|1|0.0|0|7.678326357|0|0|0.6094208210000001|0.0|-0.0505635059999999|-0.007588088|-0.045659995|0|2.211368234|-0.250406908|-0.002794182|10.31100283|0.125185185|3|-0.001223394|-0.028290955|0|0.84134255|-0.045516432|0.215012723|0.921812162|0.7757299320000001|1|0.817070968|-0.080607266|-0.0970820759999999|0.30031978|0.0224684379999999|-37.30101542|87.55216606|0.182929032|-0.032360692|-20.78892268|4.811337463|0.0|0.6723099029999999|-0.970820756|-17.261046399999998|-14.97491147|2028.93875|378.0996237|0.855441483|4249.04624|151.63860559999998|22.27382254|0.0236593529999999|-159.4728294|0.0|1.0|1.0|1.0|2.96|2.21|0.07|-6.12|0.0|83.28|1.0|2.0|-5.32|-5.77|0.0|0.0|1.0|4.83e-06|0.00144|4.51e-05|3.31|0.0|0.0|7.66e-07|0.0002279999999999|2.17|3.6308|-1554.768725|492.91|341.48|0.2719|341.48|0.70229|0.70229|0.2719|-0.15058|3.6178|3.0|8.5686|8.5686
9_a4|0|0.0|1|7.535296702|1|1|1.300485838|2.130445484|-0.211556011|-0.00136737|0.016639331|2|2.137757657|-0.064266379|0.010709527|10.92992723|-0.0454860859999999|1|0.009731833|-0.030976753|2|0.625717993|-0.151437311|-0.072130166|0.861113198|0.58669472|1|0.937102792|-0.052625548|-0.069566741|0.472497372|0.009037784|-28.63837014|13.6577411|0.062897208|-0.025885299|-20.60179129|2.676487872|45.21212204|0.792890434|-1.113067849|-15.58475436|-14.08655666|2359.945586|509.9632679|0.777625327|5387.230364999999|112.7072422|17.76608225|0.010768243|-318.7769026|1.0|0.0|1.0|0.0|3.18|3.37|0.19|-8.16|2.0|105.09|1.0|2.0|-4.76|-5.56|0.0|1.0|1.0|1.73e-05|0.0062299999999999|7.06e-06|4.14|0.0|0.0|6.9e-09|2.49e-06|3.87|4.0137|-1489.533032|586.24|308.91|0.1217|262.21|0.5182100000000001|0.6464|0.0584|-0.16948|4.4343|48.0|7.3188|7.3188
8h_a8|0|0.0|1|7.05012252|0|0|1.3918396709999998|1.241306689|0.038482973|-0.010324979|-0.249095464|0|0.0|-0.485274006|-0.007796225|10.94341368|0.007079485|1|-0.007036544|0.021094825|0|0.578166105|0.111824921|0.010682683|0.751162751|0.56916135|0|0.602405134|-0.122706004|-0.11302328|0.273425421|0.0111998669999999|-72.14530885|316.4918269|0.397594866|-0.048805507|-39.07081527|3.871662077|53.78973456|0.918315905|-2.147442322|-42.41801879|-28.69532281|2623.688756|354.18563860000006|0.822939833|5956.417906000001|48.02637252|31.2477685|0.00764059|-491.8998117|0.0|0.0|0.0|2.0|3.11|2.73|0.0|-7.95|2.0|105.27|1.0|4.0|-5.21|-5.98|0.0|0.0|0.0|6.11e-06|0.0023899999999999|1.01e-05|3.82|0.0|0.0|1.13e-08|4.43e-06|7.71|3.7327|-1361.618499|608.39|332.16|0.3011|258.25|0.56196|0.69844|272.0|-0.15475|3.4779|11.59|4.9359|4.9359
4e_a49|0|0.0|1|7.535296702|1|1|1.343847746|2.085628989|-0.076526919|-0.006602016|-0.074495823|2|1.713107022|-0.3631108529999999|-1.8100000000000003e-05|10.92777282|0.018857363|1|0.000660956|-0.130491035|2|0.7541604690000001|0.0063958109999999|0.032396301|0.856023531|0.731643066|1|0.757062331|-0.09422276|-0.087866673|0.433385455|0.017142176|-57.79309816|313.22432680000003|0.242937669|-0.029288891|-33.05708028|6.449206277999999|60.11195021|0.650328475|-1.493733437|-35.44835874|-17.96482878|2675.626006|464.3567821|0.892633982|5950.361470000001|214.47685|27.6242383|0.023622273|-184.4129453|0.0|1.0|1.0|2.0|3.35|2.89|0.22|-7.36|1.0|114.08|1.0|6.0|-3.28|-7.52|0.0|0.0|1.0|0.000528|211.0|0.000305|1.71|0.0|0.0|4.35e-08|1.74e-05|3.34|3.7876|-1313.158118|660.22|327.34|0.2273|216.37|0.4078199999999999|0.68043|0.0789|-0.1585099999999999|3.9718|34.0|7.4685|7.4685
4c_a46|0|0.139403726|1|7.825245291|1|1|1.134637091|2.137504882|-0.068543882|-0.005085922|-0.048990529|1|0.0|-0.300069396|0.010177371|10.94298307|-0.068256579|1|0.010040825|-0.165951544|1|0.649753668|0.072412685|-0.0976963169999999|0.761921603|0.65145414|0|0.890777395|-0.063644365|-0.087503927|0.305199509|0.013924723|-40.22007179|35.22734468|0.109222605|-0.029688832|-34.9456654|5.56099297|53.13410852|0.840753785|-1.662574604|-25.41708422|-18.76186479|2455.604167|562.9269925|0.8211086059999999|5571.088357|100.6356847|22.31552819|0.008510983|-430.6788754|1.0|0.0|1.0|0.0|4.09|3.8|0.38|-7.62|2.0|115.03|1.0|5.0|-5.55|-5.39|0.0|1.0|0.0|2.8e-06|0.00109|5.3e-06|4.63|0.0|0.0|2.39e-08|9.32e-06|6.38|4.1026|-1245.392965|683.75|302.21|0.2296|227.16|0.42391|0.6986600000000001|0.2083|-0.17085|4.1039|2008.0|5.6972|5.6972
21_a34|0|0.0|1|8.002694162000001|2|2|1.425532331|1.88614418|0.026135784|-0.012535886|-0.091664226|1|0.0|-0.7020096440000001|-0.001643445|10.94874873|-0.009996155|1|0.00130996|-0.201539853|1|0.702772307|0.116926272|-0.015568862|0.796991578|0.660871869|0|0.676390843|-0.09533089|-0.117789944|0.527371706|0.034163186|-63.96857813|168.9671187|0.323609157|-0.041572921|-53.03643341|15.38241267|77.34839362|0.728260094|-2.120218984|-42.9239565|-27.89610644|3115.110331|453.8692584|0.882583047|7048.305909000001|182.341897|38.30514214|0.023973624|-306.332473|0.0|0.0|1.0|0.0|3.43|3.52|0.12|-7.68|1.0|122.59|1.0|4.0|-4.5|-6.83|0.0|0.0|0.0|3.14e-05|0.0138|1.94e-05|3.02|0.0|0.0|2.07e-08|9.06e-06|7.78|3091.0|-1483.305698|698.17|401.11|0.2174|288.26|0.6893199999999999|0.69292|0.0002|-0.13338|5.3432|3.36|5.4737|5.4737
13d_a6|0|0.0|0|7.412764017000001|1|1|1.424214188|0.0|-0.045686501|-0.010665225|-0.0122495089999999|1|0.0|-0.607917822|-0.003346018|10.95129636|-0.10528143|1|-0.000899678|0.126028544|1|0.845481322|-0.027209556|-0.187174391|0.841971795|0.7995080809999999|0|0.78862121|-0.092581323|-0.110731261|0.19992155|0.030793771|-63.04181168|156.67194009999997|0.21137879|-0.039696112|-51.34295409|14.27820079|564.780402|0.769432845|-2.103893962|-42.92734103|-27.03045032|2882.382522|536.999346|0.703203572|6185.117192000001|157.0011174|35.13035671|0.018542644|-366.9322097|1.0|1.0|1.0|2.0|3.64|3.03|0.16|-9.4|2.0|121.6|1.0|6.0|-5.95|-5.88|0.0|0.0|1.0|1.11e-06|0.000471|5.42e-06|4.23|0.0|0.0|3.96e-10|1.68e-07|4.5|3.6298|-1389.374844|723.61|341.57|0.7905|255.64|0.58381|0.7007399999999999|0.2513|-0.14894|11.0994|0.36|6.4437|6.4437
7b_a8|0|0.0|1|7.535296702|1|1|1.395658671|1.4628217119999998|-0.119760914|-0.009659873|-0.038810124|1|0.0|-0.4829936279999999|0.002074537|10.9465091|-0.0254956129999999|1|0.003191529|-0.039357491|1|0.710658316|0.048462902|-0.040994467|0.8453887859999999|0.677544268|0|0.7223476129999999|-0.101439013|-0.1000685009999999|0.282366236|0.033167971|-60.75943432|145.0783004|0.277652387|-0.041332642|-35.90168309|11.89970852|75.93423425|0.753935657|-1.901301524|-36.39338307|-24.75721974|2776.185773|432.6681725|0.918644854|6185.0105140000005|147.3863936|32.83731114|0.022982731|-304.2022276|0.0|0.0|1.0|1.0|3.49|3.37|0.09|-7.65|2.0|110.8|1.0|3.0|-5.25|-6.15|0.0|0.0|1.0|5.64e-06|0.00224|1.14e-05|3.61|0.0|0.0|2.25e-08|8.94e-06|5.51|3.26|-1330.595067|621.4|380.32|0.2517|269.85|0.44725|0.7025100000000001|139.0|-0.13639|9.9463|13.53|4.8687|4.8687
