molecula|NaaNH|n9FaHRing|Wavelength (max. Transition) (nm)|NaasN|Oscillator Force (HOMO-LUMO transition)|SRW09|Highest Occupied Molecular Orbital Energy|SRW07|n6HRing|n5aRing|GATS1pe|nFaHRing|PBF|RPSA|DPSA3|GeomPetitjeanIndex|GRAVp|WNSA4|DPSA2|CYP2C19 inhibitor|CYP3A4 inhibitor|Log Po/w Silicos-IT Log P|Num. of Rotatable bonds|Log Kp (cm/s)|Molecular Mass|log P|Total Energy (water) (Hartree)|pIC50
47f_a18|0|0|400.42|0|0.5741|7.03438793|-0.1724099999999999|4.844187086|0|0|0.745431271|0|0.375218907|0.161843119|65.93954138|0.483843526|3367.7324700000004|-20.90098811|2676.957843|1.0|1.0|3.22|13.0|-6.4|541.68|8.13|-1743.375413|8.0458
16_a20|1|0|207.2|0|0.1958|6.842683282|-0.20722|4.727387819|2|1|0.724665638|1|0.382481746|0.084994428|51.14820251|0.464473378|2722.728332|-12.79619894|1246.573875|0.0|1.0|6.38|4.0|-5.42|401.46|4.45|-1275.900951|7585.0
9i_a40|0|0|284.3|1|0.3362|7.515889085|-0.17956|5.4161004020000005|0|2|0.7947633409999999|1|0.006324687|0.169019238|52.34891159|0.477626156|2056.370683|-9.360805225|778.5478408|1.0|1.0|3.84|2.0|-5.44|306.38|3.2|-1273.334714|5.9031
47t_a18|0|0|397.84|0|0.5502|7.03438793|-0.19514|4.844187086|0|0|0.688453085|0|0.240001773|0.32796681|89.19655162|0.49779009|2872.533415|-18.17831387|1890.514146|0.0|0.0|2.6|7.0|-6.46|441.48|9.4|-1470.873743|6.1068
27a_a34|0|0|247.91|1|0.0203|7.412764017000001|-0.20615|5.351858133|1|1|0.749941528|0|0.4305370679999999|0.3990357329999999|93.41277507|0.436895447|3394.470264|-21.30433911|2145.269808|1.0|1.0|2.01|6.0|-7.29|463.51|7.38|-1861.741982|6.6198
8j_a46|0|0|249.79|1|0.1427|7.727094485|-0.22599|5.533389489|2|1|0.6109926379999999|0|0.308052557|0.065351579|34.04593326|0.427798746|2121.846387|-7.405468973|721.0646647000001|1.0|1.0|4.71|2.0|-5.55|338.83|3.78|-1414.53151|5.9108
12m_a36|1|0|320.72|0|0.4718|7.412764017000001|-0.20993|5.351858133|2|1|0.849217847|0|0.4493096629999999|0.288038572|82.51872026|0.465323422|2925.315028|-19.16067782|2064.983108|0.0|0.0|1.92|6.0|-7.39|424.46|3.88|-1401.654499|7.5229
3c_a12|0|0|311.14|0|0.1193|6.555356892000001|-0.22035|4.59511985|2|1|0.859899236|0|0.242114395|0.156144506|42.97583906|0.427357986|2186.344105|-8.698843907999999|926.0140155|1.0|1.0|4.01|3.0|-6.18|319.38|2.56|-1327.498519|7699.0
3m_a32|1|1|346.82|0|0.2952|7.773594467000001|-0.2056599999999999|5.733341277|0|3|0.6672533589999999|1|0.317009723|0.201976727|58.63348955|0.4687361229999999|2588.590536|-9.699808932|1082.275864|1.0|1.0|7.02|3.0|-6.17|394.51|5.1|-1863.502681|7.6383
18b_a25|0|0|223.65|1|0.0468|6.842683282|-0.22145|4.727387819|2|1|0.6915652390000001|1|0.348987182|0.063746107|53.27347337|0.493622561|3051.645565|-15.05981357|1476.7341199999998|1.0|1.0|5.93|6.0|-5.93|460.55|4.32|-1767.52411|7.2924
15_a3|0|0|206.37|0|0.0173|6.823286122000001|-0.22079|4.727387819|3|0|0.911346861|1|0.451058529|0.221091166|51.31038923|0.461565365|2116.88728|-9.868603355|906.9474625|1.0|1.0|2.21|2.0|-7.35|321.4|2.33|-1328.688126|7.6021
14j_a23|0|1|338.1|2|0.3886|7.423568444|-0.2239699999999999|5.351858133|2|2|0.5935522360000001|1|0.226990358|0.154547838|53.64097592|0.497137467|2943.385528|-14.72479008|1378.388999|0.0|1.0|3.78|5.0|-6.31|429.47|3.72|-1729.15999|8.3883
15_a4|0|0|275.22|1|0.0969999999999999|7.535296702|-0.2091199999999999|5.4161004020000005|1|1|0.509447294|0|0.2517542889999999|0.132283624|35.02894809|0.437696617|1973.978183|-7.065752187|628.5456843999999|1.0|0.0|4.09|2.0|-5.6|291.32|3.8|-958.270023|6757.0
13f_a6|1|0|256.1|0|0.0048|6.842683282|-0.2059099999999999|4.727387819|2|1|0.790249345|1|0.176745407|0.136777507|61.72438096|0.401838426|2869.925064|-14.79531062|1558.914115|1.0|1.0|5.01|5.0|-6.52|417.47|3.36|-1347.301285|7.3768
21_a34|0|0|288.26|1|0.0002|8.002694162000001|-0.20872|5.860786223|1|1|0.660871869|0|0.527371706|0.323609157|86.89263143|0.4688149339999999|3115.110331|-18.7187412|1953.562249|0.0|1.0|3.64|4.0|-6.83|438.43|7.78|-1483.3359380000002|5.4737
15_a47|1|1|286.26|0|0.0759|6.605297921|-0.2268|4.59511985|2|1|0.614613723|1|0.429825305|0.208246323|54.07328082|0.477646539|2327.320914|-9.531388265|951.4364299|1.0|1.0|4.69|3.0|-5.76|353.78|3.33|-1527.4104|7.8
2_a33|1|1|341.74|0|0.2911|7.765993078999999|-0.19979|5.733341277|0|3|0.753434785|1|0.411881091|0.1804845889999999|60.41371259|0.4699986339999999|2632.195388|-11.89228027|1357.327077|1.0|1.0|6.7|7.0|-6.17|411.54|5.11|-1920.079174|8.2596
6d_a40|0|0|419.45|1|0.3518|8.421342866|-214.0|6.401917197|0|2|0.604211552|1|0.372705643|0.336329628|84.70509846|0.428134701|3063.227702|-20.49579149|1601.317552|1.0|1.0|4.8|5.0|-6.36|460.52|7.98|-2470.82949|8.9208
12u_a30|0|0|354.21|0|0.1502|7.412764017000001|-0.20146|5.351858133|2|1|0.711738503|0|0.477056017|0.15055905|62.26136323|0.443167712|3001.03926|-17.02494806|1536.749179|1.0|0.0|5.11|5.0|-5.52|467.37|5.08|-2494.962309|7.4647
12c_a36|1|0|322.58|0|0.3927|7.412764017000001|-0.2082699999999999|5.351858133|2|1|0.8065052890000001|0|0.462597812|0.159266488|59.70517794|0.473610011|2785.47514|-15.68788659|1617.460455|1.0|0.0|3.35|5.0|-6.49|415.88|3.79|-1692.540795|8.0458
13a_a6|1|0|206.87|0|0.2697|7.412764017000001|-0.19987|5.351858133|1|1|0.8013954109999999|0|0.22670695|0.22549456|82.36189896|0.467070451|2820.31296|-17.46461983|1757.246214|1.0|1.0|4.98|5.0|-6.1|409.44|4.04|-1350.085889|7.3372
12n_a30|0|0|238.43|0|0.1489|7.412764017000001|-0.19876|5.351858133|2|1|0.64876559|0|0.390449649|0.221849786|63.2630417|0.4701566479999999|2848.910641|-15.42118984|1496.934657|1.0|0.0|4.25|5.0|-6.02|416.47|4.07|-1675.011418|7983.0
12g_a40|0|0|308.23|1|0.2682|7.515889085|-0.20615|5.4161004020000005|0|2|0.6941475490000001|1|0.289122732|0.129798543|56.61727428|0.465725912|2287.970776|-11.99782981|858.4065454|1.0|0.0|4.83|2.0|-4.91|362.23|4.84|-2173.044757|6.1403
4l_a46|0|0|229.55|1|0.1523|7.825245291|-0.20351|5.587248657999999|1|1|0.7936534740000001|0|0.291762764|0.107841373|55.17245545|0.409308207|2165.620022|-9.6227739|981.9630347|1.0|1.0|4.64|3.0|-5.23|347.45|4.99|-1092.745692|7.0088
11_a1|1|0|331.66|0|0.3201|7.423568444|-0.19462|5.351858133|1|1|0.7846345840000001|0|0.2027328789999999|0.404475497|98.43720241|0.47723847|2697.640232|-16.93943154|1681.223993|1.0|1.0|4.28|4.0|-6.27|385.37|5.26|-1312.462371|6.7696
12ad_a36|1|0|216.26|0|0.2532|7.412764017000001|-0.21044|5.351858133|2|1|0.7767870459999999|0|0.423689705|0.239732231|80.12771975|0.477102332|3041.082692|-18.32944602|2208.646667|1.0|0.0|2.7|7.0|-7.18|439.47|4.5|-1460.8311199999998|7.7696
6b_a31|1|0|376.29|0|0.4967|7.773594467000001|-0.1918|5.733341277|0|2|0.795570315|0|0.146652651|0.372146926|93.83704414|0.4807018779999999|2776.92804|-17.0020813|1681.1762649999998|1.0|1.0|5.19|4.0|-6.5|404.44|4.61|-1652.671944|7.2676
10_a3|0|0|230.67|0|0.0463|6.823286122000001|-0.21249|4.727387819|3|1|0.834020779|1|0.518341632|0.252593682|53.41368558|0.41220272|2098.79955|-7.715112198|778.0284121000001|0.0|1.0|3.79|2.0|-6.44|305.36|1.64|-1288.190838|5.1
1i_a5|1|0|262.44|0|0.0207|6.605297921|-0.23674|4.59511985|2|1|0.513260607|0|0.4729402929999999|0.112394438|55.43870932|0.4697279689999999|2482.831286|-11.09187646|1048.190221|1.0|1.0|5.48|4.0|-5.73|366.34|3.58|-1288.356212|7.6198
19l_a38|1|0|337.75|0|0.0233|7.412764017000001|-0.2001|5.351858133|2|1|0.700181525|0|0.51306986|0.200388811|65.82033039|0.430111845|2921.048554|-15.68376675|1772.6006989999998|1.0|1.0|4.03|6.0|-6.39|427.48|4.08|-1409.5865199999998|7.8633
8k_a46|0|0|246.1|1|0.1166|7.727094485|-0.20954|5.533389489|2|1|0.687020939|0|0.400181795|0.261823161|68.75557551|0.4938768979999999|3351.548891|-17.04077386|1723.969585|1.0|1.0|2.94|5.0|-6.75|474.58|7.63|-1845.304274|6.8327
19g_a38|1|0|234.97|0|0.0962|7.412764017000001|-0.20748|5.351858133|2|1|0.632625562|0|0.5322242429999999|0.279993731|69.14572278|0.455443492|2897.384301|-15.5542928|1707.074131|1.0|1.0|3.55|5.0|-6.81|419.43|3.66|-1431.419426|7.3778
1a_a5|0|0|265.45|0|0.0126|6.605297921|-0.2262699999999999|4.59511985|2|0|0.808272639|0|0.3602068089999999|0.166361767|40.24669785|0.455258786|1940.139869|-7.015226132|787.1243051|0.0|1.0|3.08|3.0|-6.58|298.34|2.85|-951.1394906|6.9706
9_a1|1|0|370.88|0|0.5409|6.86171134|-0.21015|4.727387819|1|1|0.572272366|0|0.166794384|0.244723542|53.13133578|0.452572261|2387.143654|-10.60256533|1011.608611|1.0|1.0|5.86|4.0|-5.81|357.38|5.6|-1187.226314|5.2218
13a_a5|1|0|267.87|0|0.1992|6.605297921|-0.22898|4.59511985|2|1|0.720100768|0|0.470564031|0.233249839|68.09484712|0.460877309|2657.14588|-11.59515363|1533.979782|1.0|1.0|4.39|8.0|-7.18|399.45|3.81|-1313.167422|7041.0
13a_a30|0|0|245.34|0|0.1603|7.412764017000001|-0.20503|5.351858133|2|1|0.802578397|0|0.478381813|0.303605444|86.55791128|0.4661332179999999|3002.811441|-19.5115996|1915.558478|1.0|0.0|3.04|6.0|-7.05|441.51|4.54|-1744.491614|7.8665
17g_a50|0|1|306.45|2|0.1795|7.934155233999999|-0.19929|5.82008293|2|2|0.7276268779999999|1|0.442201795|0.079336825|41.85775712|0.467997084|2821.3922|-11.54365807|1383.884645|0.0|1.0|3.71|6.0|-6.28|424.54|3.22|-1335.976491|6.6091
12am_a36|1|0|236.99|0|0.2987|7.412764017000001|-0.21356|5.351858133|2|1|0.624142499|0|0.305015372|0.185013456|75.34643812|0.484558903|3230.6292780000003|-21.92042059|2173.44302|1.0|0.0|3.31|7.0|-6.4|465.43|4.86|-1645.205296|7.2218
3_a20 (SB-525334)|1|0|248.86|0|0.1171|6.880384082000001|-0.20131|4.727387819|2|1|0.7835436240000001|1|0.246005838|0.1243352319999999|41.49386505|0.457398769|2243.481559|-9.33873414|989.9790502999998|1.0|1.0|5.2|3.0|-5.74|343.42|3.9|-1086.585811|6.7905
13g_a6|1|0|207.09|0|0.0105|6.842683282|-0.20806|4.727387819|2|1|0.789769968|1|0.2141642839999999|0.128027951|63.95581946|0.444443571|2929.039254|-15.68456028|1653.346592|1.0|1.0|5.41|6.0|-6.31|431.49|3.83|-1386.611265|6.9245
11f_a5|1|0|278.47|0|0.1834|6.605297921|-0.20772|4.59511985|3|1|0.750555185|0|0.368815548|0.152643862|62.99140465|0.463183664|2853.401015|-10.77881574|1727.7296760000002|0.0|1.0|4.61|7.0|-6.99|427.5|2.25|-1391.7602960000002|7.9208
13j_a6|1|0|339.64|0|0.0259|7.412764017000001|-0.19491|5.351858133|1|1|0.830577798|0|0.205764388|0.377035857|101.1210779|0.433600896|2907.3053210000003|-20.73032827|2096.832152|1.0|1.0|4.16|6.0|-6.81|427.46|4.94|-1426.5532050000002|6.5817
AKLKII_a46|1|0||0||6.605297921||4.59511985|3|1|0.687139108|1|0.271156366|0.162358606|38.98582025|0.47999819|2000.353437|-7.464534402999999|713.5187596|1.0|1.0|3.9|2.0|-6.5|287.32|||6.7423
47p_a18|0|0|387.01|0|595.0|7.03438793|-0.18746|4.844187086|0|0|0.710266593|0|0.278332428|0.1670454519999999|57.05881288|0.488811071|2933.069245|-16.88114242|1867.029344|1.0|1.0|3.65|9.0|-6.07|468.59|7.98|-1493.759811|7.1938
28_a20|0|0|258.81|1|0.0153|6.842683282|-0.21814|4.727387819|3|1|0.690655217|1|0.3962228229999999|0.218249263|67.39863895|0.468838001|2865.917291|-15.62203369|1573.2352460000002|0.0|1.0|3.93|5.0|-6.96|420.47|4.64|-1368.363151|6.5935
34_a47|0|1|294.66|1|0.1718|6.842683282|-0.21536|4.727387819|3|1|0.609110565|1|0.437215023|0.1739443389999999|45.23285281|0.45489212|2371.236125|-9.000096143|1068.587688|1.0|1.0|3.34|4.0|-6.66|348.38|2.41|-1162.4815230000002|8.7
13n_a6|1|0|257.31|0|0.1945|6.842683282|-0.20994|4.727387819|2|1|0.82642394|1|0.307384948|0.29109784|81.06784641|0.47066442|2952.259627|-18.12946621|1904.575345|1.0|1.0|4.19|6.0|-7.23|435.48|4.27|-1423.765005|7.1249
1l_a5|1|0|267.19|0|187.0|6.605297921|-0.21939|4.59511985|2|1|0.71872376|0|0.357062421|0.109710998|43.23617395|0.47265823|2227.730859|-8.460199385|895.4089219|1.0|1.0|5.56|4.0|-5.4|340.42|3.89|-1069.261615|7.4949
8e_a46|0|0|274.96|1|0.2162|7.727094485|-0.2201|5.533389489|2|1|0.668786636|0|0.281227001|0.078647648|32.04299109|0.444693313|1982.950764|-5.967832774|672.6356549999999|0.0|1.0|4.09|2.0|-6.02|304.39|3.0|-954.9296396|6.3915
25_a47|0|1|258.29|1|0.0702|6.86171134|-0.22919|4.727387819|2|1|0.622598899|1|0.574771479|0.213041681|56.80080434|0.4760601829999999|2704.5905190000003|-11.52783528|1369.668876|0.0|1.0|3.29|5.0|-6.3|410.83|4.78|-1735.414386|7.8
14e_a25|0|0|212.19|1|0.0007|6.842683282|-0.2116699999999999|4.727387819|2|1|0.6954126970000001|1|0.448918026|0.275949567|84.98800478|0.491527882|3126.080106|-20.76384175|2005.4567600000005|1.0|1.0|3.65|7.0|-6.96|462.5|6.51|-1521.012915|7.1249
11_a3|0|0|384.66|0|0.4441|6.823286122000001|-0.20018|4.727387819|3|1|0.834020779|1|0.175996916|0.222196952|51.99171876|0.4680759679999999|2097.896727|-8.76293931|812.4456757999999|0.0|1.0|3.79|2.0|-6.59|305.36|2.12|-1288.195105|7.3979
12be_a36|1|0|237.59|0|0.0018|7.412764017000001|-0.18969|5.351858133|2|1|0.8350231859999999|0|0.330453338|0.201984123|77.57811183|0.4564615729999999|3039.9167260000004|-15.37320593|2270.314539|1.0|1.0|2.83|7.0|-7.13|441.49|2.68|-1462.0007349999998|7.3565
15_a10|0|0|214.05|1|0.1647|7.535296702|-0.20983|5.4161004020000005|2|1|0.635064845|1|0.710970489|0.084473199|46.39507481|0.434181679|2549.580207|-8.964715924|1093.722422|1.0|1.0|4.91|5.0|-6.07|390.87|3.12|-1604.08794|7.4815
47r_a18|0|0|391.06|0|0.6007|7.03438793|-0.18249|4.844187086|0|0|0.7554975009999999|0|0.26560995|0.230421778|74.34599189|0.49394971|3389.050097|-17.70979622|2271.625192|1.0|1.0|0.43|9.0|-6.12|504.6|9.2|-1964.841529|6.6364
12t_a30|0|0|244.58|0|0.1561|7.412764017000001|-0.20571|5.351858133|2|1|0.591758164|0|0.408290036|0.303586418|71.1605835|0.445760296|2976.648597|-15.72263361|1588.274656|1.0|0.0|4.67|5.0|-6.06|434.46|4.32|-1774.2421780000002|8.0496
12ap_a36|1|0|252.39|0|0.3982|7.412764017000001|-0.21788|5.351858133|2|1|0.8212311840000001|0|0.27547717|0.1694125169999999|68.48007054|0.464588|2843.18721|-16.13217554|1699.445432|1.0|0.0|2.75|5.0|-7.08|406.44|2.98|-1325.199863|7.4949
12ao_a36|1|0|266.08|0|0.0033|7.412764017000001|-0.19662|5.351858133|2|1|0.856135378|0|0.264688501|0.167417241|63.28698809|0.462968912|2794.663089|-16.53028876|1724.9956719999998|1.0|0.0|3.62|6.0|-6.34|407.47|3.83|-1310.361099|7.5229
4e_a46|0|0|292.1|1|0.3109|7.825245291|-0.21005|5.587248657999999|2|1|0.69063113|0|0.68427144|0.246284959|71.49283399|0.4753010039999999|3411.457836|-17.82509456|1861.114491|1.0|1.0|3.05|5.0|-6.6|488.6|8.03|-1884.613031|6.8125
16_a47|1|1|279.29|0|0.0909|6.605297921|-0.22568|4.59511985|2|1|0.57616624|1|0.421094692|0.308139547|57.9827944|0.473257697|2315.178558|-9.202544293|966.7808252999998|1.0|1.0|4.47|3.0|-6.04|337.33|2.95|-1167.046301|9.0
14v_a23|0|1|335.64|2|348.0|7.423568444|-0.2308599999999999|5.351858133|2|2|0.575188253|1|0.31419322|0.083394725|57.56282152|0.457213347|3399.4261450000004|-18.64987284|1826.768144|0.0|1.0|3.97|7.0|-5.94|495.48|5.17|-2042.182282|8.4001
5a_a50|0|1|220.82|2|0.1156|7.927685046000001|-0.19146|5.82008293|1|2|0.6759066159999999|1|0.2814514|0.030107124|26.21058426|0.4528093929999999|2246.106104|-6.477439183|784.5791628|1.0|1.0|3.66|2.0|-5.83|326.39|3.39|-1029.930364|5.3872
18d_a30|0|0|247.35|0|0.3788|7.412764017000001|-0.19673|5.351858133|2|1|0.64876559|0|0.346980269|0.196719738|60.73891035|0.443774287|2848.574353|-15.18369704|1500.807121|1.0|0.0|4.25|5.0|-6.02|416.47|4.07|-1675.020297|7.6737
14h_a23|0|1|306.09|2|0.2727|7.423568444|-0.2374099999999999|5.351858133|2|2|0.669357479|1|0.223157991|0.076569426|57.84834575|0.48032488|3010.418229|-15.35036053|1451.248725|0.0|1.0|3.4|5.0|-6.62|436.49|3.29|-1722.1762399999998|8.3468
11_a15|0|0|263.2|0|0.0011|0.0|-0.16011|0.0|3|0|0.796300317|0|0.632319408|0.105461874|56.84224275|0.470042906|3022.859488|-15.7814467|1806.677804|1.0|0.0|4.33|6.0|-5.26|448.52|5.04|-1450.740771|6.1314
41_a47|0|1|308.67|1|0.2504|6.842683282|-0.2026099999999999|4.727387819|3|1|0.609110565|1|0.245948366|0.1768315369999999|44.86996758|0.447046066|2374.594252|-9.34366093|1089.222944|1.0|1.0|3.34|4.0|-6.66|348.38|2.41|-1162.492089|8.0
14t_a23|0|1|311.09|2|0.0003|7.423568444|-0.22291|5.351858133|2|2|0.6906097959999999|1|0.361071229|0.079043164|47.46057034|0.465981891|2878.4071670000003|-14.13766923|1355.9136119999998|0.0|1.0|3.88|5.0|-6.1|425.51|3.79|-1669.240512|8.3979
14g_a23|0|1|334.71|2|0.3478|7.423568444|-0.23201|5.351858133|2|2|0.575188253|1|0.297855753|0.092665527|64.87554405|0.461846955|3400.464046|-21.03611074|1931.945357|0.0|1.0|3.97|7.0|-5.94|495.48|5.17|-2042.1835260000005|8.0
19j_a38|1|0|205.41|0|0.2625|7.412764017000001|-0.21629|5.351858133|2|1|0.6885713729999999|0|0.625966089|0.192823617|74.95583121|0.408533267|2969.234865|-17.86002424|1862.79182|1.0|1.0|3.17|5.0|-7.13|426.45|3.23|-1424.426858|8.1146
20_a47|0|1|311.45|1|0.2807|6.86171134|-0.22734|4.727387819|2|1|0.59534794|1|0.213977589|0.311171398|58.53772498|0.4642647929999999|2630.63609|-9.761884958|1263.735287|0.0|1.0|2.56|5.0|-6.75|380.35|4.08|-1335.742176|8.6
10_a15|0|0|277.48|0|0.0042|0.0|-0.18958|0.0|2|0|0.7933685340000001|0|0.640780603|0.066863055|36.83936823|0.449323734|2605.82709|-12.31872585|1351.607534|1.0|1.0|5.32|6.0|-4.97|397.47|5.16|-1281.088565|8.1549
19b_a38|1|0|231.18|0|0.1945|7.412764017000001|-0.20445|5.351858133|2|1|0.632625562|0|0.336505882|0.270689433|67.31146923|0.478948837|2897.652112|-16.02708787|1699.692918|1.0|0.0|3.55|5.0|-6.81|419.43|3.66|-1431.414099|7.9172
8b_a31|1|0|321.36|0|0.2643|7.765993078999999|-0.19265|5.733341277|0|2|0.8761979520000001|0|0.281200674|0.392380774|79.93633765|0.479278|2189.617009|-11.12754483|1181.155311|0.0|1.0|4.52|4.0|-6.87|328.39|1.77|-1386.852117|5.6576
9a_a36|1|0|320.56|0|0.4811|7.412764017000001|-0.20969|5.351858133|2|1|0.79302567|0|0.204819754|0.1734403769999999|59.5185754|0.453098452|2682.572663|-14.91993116|1565.759963|1.0|0.0|3.04|5.0|-6.74|382.42|3.38|-1252.802159|7.8861
14c_a23|0|1|334.81|2|356.0|7.423568444|-0.23096|5.351858133|2|2|0.659570836|1|0.2273163289999999|0.077064961|50.26125234|0.459622824|2955.304496|-15.0359121|1357.40568|0.0|1.0|4.0|5.0|-6.03|445.93|4.1|-2089.523959|8.6253
16_a15|0|0|297.1|0|0.1409|0.0|-0.20953|0.0|2|0|0.72660548|0|0.7427725270000001|0.276402595|65.48636021|0.419910645|3173.773379|-18.44568161|1677.792959|1.0|1.0|3.37|6.0|-6.27|446.52|8.26|-1770.509465|7.6778
22_a4|0|0|277.43|1|0.1293|7.535296702|-198.0|5.4161004020000005|1|1|0.755510052|0|0.242642229|0.138796849|50.75888571|0.4359219589999999|1950.173729|-8.422332951|767.88287|1.0|0.0|3.19|2.0|-5.91|289.33|3.38|-934.2706743999998|7.3279
47o_a18|0|0|385.04|0|0.5065|7.03438793|-0.18223|4.844187086|0|0|0.733228144|0|0.261785105|0.193127002|62.44459815|0.493146875|2857.120021|-18.22128055|1839.812293|1.0|1.0|3.69|9.0|-6.12|454.56|7.62|-1455.574672|7.3279
14ac_a23|0|1|309.85|2|0.2391|7.423568444|-0.23868|5.351858133|2|2|0.537271445|1|0.300389872|0.068856366|79.43449928|0.489147172|3695.344378|-25.07023818|2178.41361|1.0|1.0|5.52|7.0|-5.84|547.48|4.93|-2304.001319|8.3851
8_a10|0|0|264.0|1|0.0916|7.535296702|-0.21789|5.4161004020000005|2|1|0.616731847|1|0.597912185|0.125156018|41.25082928|0.431797417|2612.274447|-8.951462413|1109.631361|0.0|1.0|4.46|4.0|-6.25|384.43|4.58|-1257.84172|6279.0
5a_a49|0|0|236.42|1|0.0529|7.853604813|-0.21238|5.777652323|2|1|0.632463498|1|0.6254267029999999|0.199909945|58.89715956|0.490453006|2797.737637|-9.345067946|1289.801795|0.0|1.0|3.3|3.0|-6.84|397.43|4.14|-1311.995327|7.3665
12v_a30|0|0|349.18|0|0.1601|7.412764017000001|-0.20681|5.351858133|2|1|0.711738503|0|0.404950755|0.1498787969999999|62.89402328|0.478535287|3001.758432|-17.2408622|1549.107692|1.0|0.0|5.11|5.0|-5.52|467.37|5.08|-2494.963646|7.6596
2_a3|0|0|227.92|0|0.0962|6.823286122000001|-0.21028|4.727387819|2|1|0.841871246|1|0.4551292289999999|0.249793422|54.67257594|0.458202525|2056.399995|-7.298882022000001|726.4904564|1.0|1.0|4.34|2.0|-5.93|304.37|1.97|-1272.143337|5.4
12a_a36|1|0|323.35|0|0.0012|7.412764017000001|-0.20139|5.351858133|2|1|0.855821486|0|0.436020272|0.179315373|58.79461567|0.470444928|2647.835699|-14.22926022|1533.996157|1.0|0.0|2.72|5.0|-6.72|381.43|3.16|-1232.951968|7.8861
4e_a49|0|0|216.37|1|0.0789|7.535296702|-0.2231199999999999|5.4161004020000005|2|1|0.731643066|1|0.433385455|0.242937669|68.30753733|0.471635821|2675.626006|-11.01902676|1408.836153|0.0|1.0|3.4|6.0|-7.52|399.45|3.34|-1313.199448|7.4685
12k_a36|1|0|245.37|0|0.0908|7.412764017000001|-0.20023|5.351858133|2|1|0.856135378|0|0.367754573|0.157229536|61.7723974|0.478908312|2792.202559|-16.38090333|1720.258086|1.0|0.0|3.62|6.0|-6.34|407.47|3.83|-1310.3453949999998|7.8539
14ae_a23|0|1|344.06|2|0.3205|7.423568444|-0.21659|5.351858133|2|2|0.7317531540000001|1|0.202342743|0.127637949|71.53368511|0.479058976|3212.850883|-13.81539807|1999.511567|0.0|1.0|3.48|7.0|-6.68|471.53|2.99|-1858.967022|8.6038
4a_a49|0|0|262.35|1|0.0789|7.535296702|-0.2231199999999999|5.4161004020000005|2|1|0.731643066|1|0.433367368|0.242956384|68.30645049|0.4716382|2675.628678|-11.01687292|1408.727632|0.0|1.0|3.4|6.0|-7.52|399.45|3.34|-1313.19945|7.4949
18_a15|0|0|272.91|0|0.0066|0.0|-0.19371|0.0|2|0|0.645117465|0|0.819442071|0.163771093|45.69032922|0.415796832|2541.440611|-13.15898469|1215.421882|1.0|1.0|5.68|5.0|-4.8|385.43|5.65|-1265.810138|6.8894
34_a20|0|0|229.04|1|0.0766|6.842683282|-0.21284|4.727387819|2|1|0.690530489|1|0.408491116|0.203342854|66.0848174|0.462785432|2825.042137|-14.59875162|1481.145765|1.0|1.0|4.5|5.0|-6.28|419.48|4.97|-1352.31921|7.2147
38_a18|0|0|384.55|0|0.5147|7.03438793|-0.18066|4.844187086|1|0|0.7400818459999999|0|0.423402315|0.1689295469999999|67.92930461|0.4666657999999999|3162.36475|-20.41289434|2154.819559|1.0|1.0|4.94|10.0|-5.55|508.65|8.95|-1611.630281|7041.0
8_a20 (IN-1130)|1|0|248.98|0|0.1361|6.842683282|-0.20636|4.727387819|2|1|0.7741509329999999|1|0.354945501|0.272572869|74.19702161|0.4824986429999999|2849.395895|-15.66851008|1644.660472|1.0|1.0|4.97|5.0|-6.83|420.47|4.53|-1368.412748|7.4437
12bi_a36|1|0|319.1|0|0.0252|7.412764017000001|-0.2018|5.351858133|2|1|0.8350231859999999|0|0.382000949|0.214998882|82.05687954|0.461975362|3044.149713|-13.56944331|2255.791153|1.0|1.0|2.83|7.0|-7.13|441.49|2.68|-1461.997992|7.8539
13_a4|0|0|276.68|1|0.1282|7.535296702|-0.20372|5.4161004020000005|1|1|0.6490618429999999|0|0.229685203|0.029972995|28.77218157|0.4289448289999999|1910.137758|-6.7122666220000005|619.8659446|1.0|0.0|4.18|2.0|-5.39|287.36|3.87|-898.3562912999998|5.3979
3_a4|0|0|252.57|1|0.0871|7.535296702|-0.21969|5.4161004020000005|2|1|0.623172012|1|0.462670692|0.080195284|30.67413075|0.430553837|2159.04913|-5.815502811|665.3942366|1.0|1.0|4.02|2.0|-5.99|312.37|2.66|-990.6395508|6983.0
17b_a50|0|1|292.09|2|0.1758|7.934155233999999|-0.19879|5.82008293|1|2|0.748900413|1|0.4220781729999999|0.068150817|42.23167946|0.4835366239999999|2765.537065|-12.98417734|1439.872076|1.0|1.0|4.18|8.0|-6.09|426.56|3.77|-1337.1910779999998|6.9136
8a_a31|1|0|325.45|0|0.2604|7.765993078999999|-0.18869|5.733341277|0|2|0.883113019|0|0.272259026|0.405860136|79.02944672|0.4512945479999999|2128.209198|-10.19199103|1113.575221|0.0|1.0|4.16|3.0|-7.11|314.36|1.53|-1347.541429|6.1024
12e_a40|0|0|286.76|1|284.0|7.515889085|-0.19912|5.4161004020000005|0|2|0.8096582170000001|1|0.284429447|0.220121216|79.97685498|0.491465612|2391.0322170000004|-14.26008524|1096.13776|1.0|0.0|4.34|2.0|-5.26|378.23|4.66|-2248.276958|5.9318
