molecula|NaaNH|n9FaRing|SaaNH|SssssC|NaasN|nARing|SaasN|MATS2c|AATSC1c|JGI4|MATS7i|ATSC1c|MATS8i|BCUTi-1|AATSC8d|n5aHRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|MATS8s|MATS8d|SIC2|nFaHRing|PNSA3|PNSA5|RPSA|TPSA_x|FNSA4|WNSA5|WPSA3|FNSA1|DPSA5|PNSA4|TASA|MOMI-Z|WNSA4|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|WNSA2|DPSA2|PPSA5|CYP2C19 inhibitor|P-gp substrate|CYP3A4 inhibitor|Synthetic Accessibility|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Log Po/w MLOGP|Molar refractivity|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Egan filter|BBB|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|IC50|pIC50|pIC50
1l_a5|1|0|2.964063799|0.0|0|0|0.0|-0.244609612|-0.00183668|0.025672515|-0.111303801|-0.089997343|-0.019865028|10.94421389|-0.05139414|1|0.007613233|-0.179824092|0.0271820189999999|0.043915678|-0.21108114|2|0.7245669790000001|-0.174469948|-0.091849662|0.818803517|0|-38.79937717|-38.27406105|0.109710998|61.974288|-0.026512937|-21.62050954|2.506287665|0.769406114|45.64819758|-14.9768065|502.9124512|903.1631908|-8.460199385|0.230593886|7.401206343999999|14.03493287|0.896303416|4665.793689|130.25942849999998|-389.1691717|895.4089219|7.374136537999999|1.0|1.0|1.0|2.98|23.0|-8.83|5.56|5.32|2.57|105.07|1.0|4.0|-5.04|26.0|3.0|-5.4|0.0|1.0|4.06|-4.98|0.00308|0.00356|4.19|0.0|5.02e-07|-0.04149|-1069.229786|609.85|1033.47|283.95|267.19|486.81|0.57392|187.0|-0.1779|2.1987|-0.21939|0.03182983|32.0|7.4949|7.4949
19b_a38|1|0|3.26554965|0.0|0|2|0.0|-0.122009545|-0.008652352|0.044392765|0.013765516|-0.467227005|-0.1381849369999999|10.96052467|-0.0697981979999999|1|-0.004358975|0.035216067|-0.098027247|-0.250781298|-0.443325632|1|0.653741315|0.019437461|-0.114123934|0.8851623040000001|0|-53.38447032|-71.73053105|0.270689433|168.00390359999997|-0.041606241|-44.51968852|8.643817972|0.7596369590000001|84.49751102|-25.82299118|452.6479704|2436.66785|-16.02708787|0.240363041|7.159317935|13.74014387|0.91919733|6518.872269|149.181772|-801.3543933999999|1699.692918|12.76697997|1.0|1.0|0.0|4.82|17.0|-7.12|3.55|3.11|2.78|125.65|1.0|5.0|-4.25|31.0|5.0|-6.81|0.0|0.0|2.94|-4.33|0.0238|0.0196|2.88|0.0|3.19e-05|-0.05031|-1431.38073|646.81|1111.29|330.55|231.18|485.64|0.69411|0.1945|-0.15414|5.5253|-0.20445|0.03336932|12.0|7.9172|7.9172
7s_a46|0|0|0.0|0.218897825|1|1|2.117265684|-0.0778653109999999|-0.005351046|0.044509804|-0.210750635|-0.240797051|-0.005405515|10.94651358|-0.020953253|1|0.005577925|-0.327656845|0.012197837|0.018964141|-0.3638523629999999|1|0.778692012|-0.036284605|-0.030371026|0.8182543959999999|0|-48.61321955|-41.72189594|0.141211538|70.97315818|-0.031623562|-20.9694955|2.240932895|0.8198874559999999|47.36217237|-15.894055599999998|431.6285339|1619.4591|-7.988379237|0.1801125439999999|5.565371272|9.829721631|0.7662292690000001|4245.390306|90.5248694|-335.5119279|814.1975221|5.640276426000001|0.0|1.0|1.0|3.08|17.0|-6.08|3.65|3.9|2.39|91.19|1.0|2.0|-4.07|23.0|3.0|-5.81|0.0|1.0|3.12|-4.24|0.0262|0.0176|3.32|0.0|0.000256|-0.02024|-974.7707066|539.99|916.7|288.81|234.06|446.63|0.69976|0.1186|-0.17923|2.4286|-0.19947|0.036050328|1985.0|5.7022|5.7022
27a_a34|0|0|0.0|0.0|1|1|1.963136117|0.0257175079999999|-0.012620846|0.0408037829999999|-0.082271189|-0.7320090459999999|-0.026428049|10.319282|-0.008138446|1|-0.005234221|-0.13716603|-0.158932197|-0.264978526|-0.53047808|1|0.8186389829999999|-0.07177581|-0.012251785|0.832753533|0|-74.78290605|-86.36649751|0.3990357329999999|279.75296960000003|-0.043345322|-60.54917431|13.06088842|0.764921711|100.7752505|-30.38821209|421.319507|2252.433058|-21.30433911|0.235078289|8.960143164|15.91204178|0.7758691440000001|7104.26596|164.80691819999998|-1150.434312|2145.269808|14.40875302|1.0|1.0|1.0|3.66|23.0|-7.61|2.01|3.97|1.06|122.61|1.0|6.0|-4.96|33.0|7.0|-7.29|0.0|0.0|2.44|-4.47|0.00504|0.0159|2.59|0.0|1.13e-05|-0.03924|-1861.695683|737.7|1247.85|300.73|247.91|598.18|0.69818|0.0203|-0.16691|10.8591|-0.20615|0.04629882|0.24|6.6198|6.6198
6_a47|0|0|0.0|0.0|0|0|0.0|0.011739916|-0.008723045|0.042276423|-0.14404966|-0.392537045|0.051455447|10.93671042|0.0402365489999999|0|-0.0094242819999999|-0.302730533|-0.020576777|-0.04324355|-0.459934519|2|0.701994505|-0.149904224|0.062425042|0.84654143|1|-43.43026699|-52.41283988|0.158081588|85.6917678|-0.036834143|-28.411587800000003|2.885749555|0.7943908059999999|60.76103606|-19.96679614|456.3812788|1577.98246|-10.82346202|0.205609194|6.480620646|10.90843226|0.6832388209999999|5766.962611999999|111.4552019|-454.5854048000001|1055.658539|8.348196185|1.0|1.0|1.0|2.82|22.0|-9.06|5.24|6.27|3.48|106.47|1.0|3.0|-6.02|27.0|4.0|-5.02|1.0|0.0|4.59|-5.79|0.000362|0.000619|5.06|0.0|3.310000000000001e-07|-0.05354|-1608.652005|576.56|990.85|333.32|224.66|422.9|0.69305|0.2119|-0.1544|3.2606|-0.20794|0.03288085|13.0|7.9|7.9
41_a18|0|0|0.0|0.0|0|2|0.0|0.115127295|-0.007587553|0.038034188|-0.089781154|-0.500778516|0.022493846|10.9470117|0.0212700929999999|0|-0.002136837|-0.137860739|-0.005930813|-0.0091068809999999|-0.5421253970000001|0|0.759941674|-0.032217299|0.037097204|0.774395455|0|-69.94639412|-61.10986894|0.2650611539999999|181.7135945|-0.037381065|-41.89408289|4.488448275|0.903239484|65.83786886|-25.62671923|503.8398786|1491.296991|-17.56848637|0.0967605159999999|8.787657952|17.13823195|0.950261611|6605.095612|66.33450764|-1089.246155|1759.064589|4.727999916|1.0|1.0|1.0|4.07|18.0|-8.38|3.26|2.7|2.94|141.34|1.0|6.0|-5.56|34.0|3.0|-6.38|0.0|0.0|2.53|-5.02|0.00125|0.0042899999999999|3.78|0.0|1.89e-06|-0.04956|-1454.3467460000002|736.59|1294.52|385.97|385.97|576.83|0.69308|482.0|-0.1319|2.0934|-0.1814599999999999|0.0280471999999999|369.0|6433.0|6433.0
23_a10|0|0|0.0|0.0|1|1|2.140123457|-0.12979844|-0.00264793|0.036666667|-0.031558374|-0.17741132|-0.000458688|10.92966139|-0.0253481679999999|1|0.010662507|-0.0502296329999999|-0.130679|-0.207994181|-0.233801237|2|0.7338945809999999|-0.149057824|-0.043248272|0.800727358|1|-35.17017083|-51.27837225|0.084791355|60.05816353|-0.02685653|-36.32074126|4.824237957|0.7611996520000001|60.76548004|-19.02262196|648.2471057|1945.384475|-13.47382337|0.238800348|8.755988318|17.02048484|0.943867925|7034.375112000001|169.14354509999998|-835.377049|1549.399766|9.487107794|1.0|1.0|1.0|3.8|27.0|-9.84|5.11|5.81|2.99|139.11|1.0|6.0|-5.38|35.0|5.0|-5.93|0.0|0.0|4.5|-5.7|0.00193|0.000923|4.48|0.0|6.66e-08|-53.0|-1470.166163|768.3|1336.11|325.98|325.98|606.18|0.67647|0.2089|-0.15858|3.8115|-0.21158|0.02986448|0.75|6.1249|6.1249
1m_a5|1|0|2.934162514|0.0|0|0|0.0|-0.252787668|-0.002410445|0.026339869|-0.07112464|-0.096417794|-0.10797859|10.94856032|-0.011848312|1|0.00520748|-0.118494698|0.042813643|0.07132816|-0.2274929269999999|2|0.691858366|0.077347244|-0.022280685|0.851987765|0|-37.380714700000006|-37.65438054|0.117604448|61.95289543|-0.028977918|-19.83596661|2.506013299|0.73847373|46.74648368|-15.26528941|464.8375158|841.0375686000001|-8.041608085|0.26152627|6.911100301|13.35855701|0.932913201|4584.808374|137.7695311|-297.5394992|764.8419772000001|9.092103139|1.0|1.0|1.0|2.69|23.0|-8.63|5.11|4.85|2.4|95.5|1.0|3.0|-4.52|24.0|3.0|-5.71|0.0|1.0|3.63|-4.74|0.00996|0.00607|3.69|0.0|7.82e-07|-0.0507699999999999|-1410.88022|553.42|926.13|281.89|265.61|423.2|0.45426|0.2373|-0.1778|1939.0|-0.22857|0.03223201|43.0|7.3665|7.3665
8b_a50|1|1|3.1324050960000003|0.0|1|1|2.021915391|-0.115740384|-0.0045301379999999|0.035718954|-0.096039086|-0.1812055289999999|-0.009441452|10.945024|-0.0180233089999999|2|0.007057361|-0.170496134|-0.065440141|-0.116174481|-0.332085641|1|0.753629415|-0.027207307|-0.031953774|0.8836675340000001|1|-34.79187329|-37.39727879|0.154650918|74.08248511|-0.030360051|-17.91443197|4.93661461|0.6717097959999999|49.02840043|-14.54338619|404.9478761|1401.458274|-6.966723542|0.328290204|5.292277178|9.26652151|0.75095166|4446.001554|157.2609748|-250.8020475|779.4465792000001|11.63112165|1.0|1.0|1.0|3.21|20.0|-5.94|3.14|3.41|1.79|89.78|2.0|2.0|-3.44|23.0|3.0|-6.32|0.0|1.0|2.51|-3.81|108.0|46.0|2.55|0.0|0.000347|-0.02903|-967.3160428|515.81|857.53|296.58|273.96|353.17|0.59283|121.0|-0.1724099999999999|3.8213|-0.20144|0.036701907|68.0|7.1675|7.1675
12a_a36|1|0|3.4715209280000003|0.0|0|2|0.0|-0.0632801509999999|-0.007471648|0.040166667|0.078063311|-0.403468978|-0.070252245|10.96083376|-0.065913514|1|0.003199301|0.134423193|-0.1063550619999999|-0.183140926|-0.432975237|1|0.907322874|-0.012112722|-0.119322074|0.846614758|0|-46.76212019|-64.36949846|0.179315373|110.1075804|-0.037738352|-39.52572284|7.388485123|0.755315434|76.09903547|-23.17301945|503.9367075|2258.5909920000004|-14.22926022|0.244684566|6.600635115|12.464492300000002|0.888377722|5710.355735|150.24716030000002|-711.4630111|1533.996157|11.72953701|1.0|1.0|0.0|4.75|17.0|-6.59|2.72|1.88|2.02|123.75|1.0|5.0|-3.79|29.0|4.0|-6.72|0.0|1.0|1.86|-4.0|0.0625|0.0384|2.68|0.0|9.78e-05|-0.04946|-1232.916523|653.94|1096.31|338.0|323.35|481.98|0.6997|0.0012|-0.1519299999999999|6.3637|-0.20139|0.03544528|13.0|7.8861|7.8861
20b_a10|0|0|0.0|0.0|1|1|2.103422978|0.048567614|-0.007463406|0.035818182|-0.030238422|-0.447804373|-0.042013549|10.92966143|-0.013623188|1|0.002637529|-0.049452599|0.019531637|0.031942481|-0.450145946|2|0.725009545|0.052265135|-0.022843761|0.817426568|1|-60.68950774|-56.53849503|0.24740823|158.09355980000004|-0.033783202|-36.12803002|5.323735696|0.7616213270000001|67.46831286|-21.58742537|480.905232|2257.777328|-13.79433873|0.238378673|7.554743755|13.838742600000002|0.8317951020000001|7173.225184999999|152.3236842|-758.6886304|1558.922202|10.92981783|1.0|1.0|1.0|3.54|27.0|-8.93|4.23|5.0|2.41|129.73|1.0|5.0|-5.22|34.0|5.0|-6.53|0.0|0.0|3.66|-5.09|0.00271|0.00364|3.52|0.0|5.26e-07|-0.0578399999999999|-1465.587932|687.84|1218.74|317.8|208.89|482.93|669.0|0.1382|-0.16388|5725.0|-0.2217199999999999|0.03930765|1.1|5.9586|5.9586
12bf_a36|1|0|3.31325137|0.0|0|2|0.0|-0.024689509|-0.00832865|0.044197531|0.140577067|-0.4497470879999999|-0.096665166|10.96022305|-0.0206090089999999|1|-0.004358975|0.359635716|-0.098027247|-0.250781298|-0.433281391|1|0.653741315|-0.0480253509999999|-0.033696875|0.892249657|0|-58.26326838|-71.01192632|0.320859336|206.6543367|-0.037486972|-45.73631152|9.026978489|0.7054709690000001|86.28460578|-24.14405495|437.4108773|2522.341812|-15.55034592|0.294529031|7.546900716000001|14.37031118|0.904134124|6271.550446|189.6959033|-777.5172959|1711.2011699999998|15.27267945|1.0|1.0|0.0|4.72|17.0|-7.12|3.55|3.0|2.78|123.67|1.0|5.0|-3.99|31.0|6.0|-6.8|0.0|1.0|2.44|-4.32|0.0424|0.0201|2.88|0.0|3.17e-05|-0.0571299999999999|-1431.380702|670.85|1120.94|320.04|236.98|517.66|0.69292|0.4006|-0.15677|5.4787|-0.2139|0.03299488|6.0|8.2218|8.2218
12f_a36|1|0|3.50900085|0.0|0|2|0.0|-0.066269699|-0.006773586|0.039061728|0.10938259|-0.40641518|0.012286423|10.95389399|-0.06756661|1|0.0045625|0.182557897|-0.101854847|-0.169994208|-0.438198895|1|0.902377067|-0.109793154|-0.1188384119999999|0.8700396090000001|0|-46.86832019|-66.16123807|0.156443092|103.2191714|-0.035813075|-43.65234724|7.769727312|0.7803018709999999|76.51015325|-23.629013600000004|556.5681681|2380.393255|-15.59012402|0.219698129|7.416874811|13.84366076|0.8665086190000001|6000.985822|144.9540437|-873.0469447999999|1695.785708|10.34891518|1.0|1.0|0.0|4.94|17.0|-7.36|3.62|2.45|2.45|133.52|1.0|6.0|-4.61|31.0|4.0|-6.33|0.0|1.0|2.4|-4.57|0.0102|0.0109|3.47|0.0|1.7899999999999998e-05|-0.05035|-1311.550167|699.88|1195.77|339.27|237.95|545.55|0.70126|0.0231|-0.15011|5.9228|-0.20046|0.02879265|11.0|7.9586|7.9586
1a_a18 (SB-431542)|1|0|3.3674017380000003|0.0|0|1|0.0|0.043282217|-0.015636898|0.035620155|0.1008839219999999|-0.766207981|-0.029658865|10.94959842|-0.0492229479999999|1|-0.008385698|0.164429684|-0.020716495|-0.033765606|-0.567791164|1|0.838928085|-0.08530265|-0.083341531|0.805877431|0|-74.98172333|-72.69619778|0.405958714|240.8019609|-0.0462988229999999|-43.12110169|11.61820782|0.7531996609999999|87.15852628|-27.46300805|352.3666367|1890.195809|-16.29019397|0.2468003389999999|7.52384981|14.26170773|0.895533283|5748.422847|146.3942108|-733.0587287000001|1640.78056|14.4623285|1.0|1.0|1.0|3.25|23.0|-7.69|4.04|3.63|1.54|106.85|1.0|4.0|-4.52|29.0|5.0|-6.73|0.0|0.0|2.85|-4.25|0.0116|0.0218|2.7|0.0|7.81e-06|-0.05971|-1292.553086|620.23|1048.7|376.27|324.5|464.08|0.69868|0.3347|-0.13329|5.9926|-193.0|0.03494548|125.0|6.9031|6.9031
26_a20|0|0|0.0|0.0|1|0|1.877209467|-0.000846851|-0.00578453|0.0396875|0.1516835819999999|-0.3297182369999999|-0.054222344|10.93106273|-0.033102079|1|0.003149352|0.249416844|0.0346782989999999|0.057022334|-0.446730587|2|0.7071284179999999|-0.070815554|-0.055150498|0.8096894440000001|1|-58.21621279|-55.81998701|0.20662747|139.417676|-0.0327795789999999|-37.66339899|5.806030949|0.7848887259999999|65.85953426|-22.11735334|535.3119506|2534.075607|-14.92323356|0.215111274|7.598632688999999|14.40103379|0.8952138340000001|6221.067002000001|145.1419493|-790.9313788|1493.485239|10.03954725|1.0|1.0|1.0|3.42|27.0|-9.18|4.5|4.62|2.47|125.0|1.0|5.0|-5.14|32.0|4.0|-6.28|0.0|0.0|3.66|-5.02|0.00305|0.00399|3.63|0.0|2.780000000000001e-07|-0.05097|-1352.277633|715.27|1211.34|318.77|256.05|543.96|0.68167|0.0814|-0.16129|3.8173|-0.21226|0.03774288|131.0|6.8827|6.8827
14a_a25|0|0|0.0|0.0|1|0|1.667057351|-0.092005241|-0.004483962|0.038167849|0.051906412|-0.255585831|-0.046802062|10.93106303|-0.019985937|1|0.006158124|0.085350921|-0.0469914379999999|-0.077269115|-0.365062041|2|0.6716839040000001|-0.085643386|-0.035531959|0.792935475|1|-45.72658614|-55.27820709|0.149573695|98.18816423|-0.033365179|-36.28756839|5.546443318|0.8067529940000001|63.96772039|-21.90268583|558.2652611000001|2142.5112510000004|-14.37809314|0.193247006|7.39139255|14.55676745|0.969421506|6315.975408|126.8576588|-762.0389362000001|1438.906775|8.689513304|1.0|1.0|1.0|3.43|27.0|-9.59|4.44|4.92|2.47|126.26|1.0|6.0|-5.39|32.0|4.0|-5.91|0.0|0.0|3.81|-5.29|0.0016899999999999|0.00215|4.16|0.0|1.08e-07|-0.05083|-1352.265931|689.55|1202.13|314.05|231.18|548.29|0.6714|0.1756|-0.16347|3.0824|-0.2143|0.03250632|207.0|6684.0|6684.0
12b_a36 (EW-7197)|1|0|3.3685352889999995|0.0|0|2|0.0|-0.104514139|-0.008137593|0.040899471|0.027495626|-0.439429998|-0.098032695|10.96052467|-0.056994595|1|-0.000673716|0.059005046|-0.101303149|-0.217394466|-0.442656599|1|0.724208473|-0.001567914|-0.097861598|0.8741648479999999|0|-50.90136206|-67.98756422|0.236481628|147.9542111|-0.039120289|-42.53627024|8.392238798|0.746747352|80.95733534|-24.47552312|477.6935927|2338.370858|-15.31305729|0.253252648|6.764872303|12.52485821|0.851455231|6096.459089|158.4469629|-765.6528642999999|1638.808832|12.96977113||||||||||||||||||||||||||-0.04975|-1332.147999|659.48|1104.61|328.66|322.25|486.64|0.69991|0.0197|-0.15571|5432.0|-0.20546|0.03202977|7.0|8.1549|8.1549
8_a1 (SB-202620)|1|0|3.296085365|0.0|0|0|0.0|0.106916453|-0.013785521|0.037578348|-0.0443137679999999|-0.606562911|-0.1402198369999999|10.94957568|0.037553634|1|-0.0106277489999999|-0.095271547|-0.019835038|-0.042643966|-0.612004804|1|0.674381582|-0.042789124|0.063001656|0.805476065|0|-66.76765693|-59.72618401|0.351032497|199.1596945|-0.041081545|-33.88588996|4.997944864|0.7742395870000001|70.8721358|-23.30777912|368.1943149|1736.664204|-13.22376193|0.225760413|7.432247389|13.67402758|0.839824062|5170.286136|128.0860757|-542.1742393|1234.267739|11.1459518|1.0|1.0|0.0|2.74|23.0|-8.02|4.86|5.06|2.78|99.61|1.0|4.0|-4.94|27.0|5.0|-5.94|0.0|0.0|3.7|-4.7|0.0041|0.00713|3.6|0.0|3.42e-06|-0.0736899999999999|-1223.117248|586.27|977.87|364.11|364.11|460.4|0.7026600000000001|0.5339|-0.13683|3.4563|-0.2105199999999999|0.16177304|0.4|6.3979|6.3979
6e_a40|0|0|0.0|0.0|1|2|1.75595616|0.128035402|-0.0148450439999999|0.039160494|-0.15110197|-0.69771706|0.103594243|10.30179954|-0.205140551|2|-0.002992481|-0.276969278|-0.020200684|-0.037027769|-0.6319354389999999|0|0.685858263|-0.011405885|-0.289988439|0.8988141140000001|1|-70.52033811|-76.50178121|0.25379524|166.7812216|-0.04873174|-50.27304895|6.85578763|0.866991176|84.95203628|-32.02400144|490.3675161000001|3854.417113|-21.04453212|0.133008824|6.972949117000001|12.49434084|0.791830204|7585.605268000001|87.40658058|-904.9148811|1588.2884390000002|8.450255075|1.0|0.0|1.0|3.98|14.0|-4.63|5.02|3.72|2.12|125.15|2.0|5.0|-7.76|30.0|5.0|-6.09|1.0|0.0|3.68|-5.58|8.31e-06|0.00124|4.4|0.0|0.0112|-0.09682|-2831.156883|671.95|1149.77|419.59|419.59|537.07|0.67187|0.3625|-0.1195799999999999|8.3311|-0.2164|0.03482243|18.0|7.7447|7.7447
15_a10|0|0|0.0|0.0|1|1|2.124460476|-0.166303336|-0.0027892409999999|0.0353864729999999|-0.0729795729999999|-0.142251304|-0.055918786|10.92966702|-0.05940848|1|0.009514122|-0.1157120169999999|-0.085979341|-0.136323668|-0.208590561|2|0.682616223|-0.079744227|-0.105662909|0.863438637|1|-35.30133759|-44.18725043|0.084473199|50.34268476|-0.025240716|-26.33385303|6.61142847|0.646412648|56.66229609|-15.04246823|545.6177511|2288.954984|-8.964715924|0.353587352|6.35937164|11.23924661|0.767351752|5769.347123|210.7240726|-421.3416484|1093.722422|12.47504566|1.0|1.0|1.0|3.29|21.0|-8.3|4.91|4.72|2.53|111.21|1.0|5.0|-4.48|28.0|4.0|-6.07|0.0|1.0|3.83|-4.81|13.0|0.0061|3.68|0.0|1.96e-06|-0.05243|-1604.057542|641.98|1086.19|326.3|214.05|484.05|0.68543|0.1647|-0.1574|4.5192|-0.20983|0.03039798|33.0|7.4815|7.4815
11d_a31|1|0|3.39688681|0.0|0|1|0.0|0.064475882|-0.017317263|0.0388738739999999|0.016799834|-0.848545873|-0.092360393|10.31169874|-0.078235092|2|-0.006496772|0.026806221|-0.096447723|-0.153894316|-0.574318121|0|0.819298311|-0.057505249|-0.13169885|0.868115289|0|-82.05480081|-82.06512842|0.414787184|253.9354598|-0.040797245|-50.24081482|12.89967697|0.6817705409999999|98.8237718|-24.97634343|358.2711594|2039.207676|-15.29068277|0.318229459|7.885647873|15.21323794|0.929231204|5420.356537|194.8221811|-703.3714074|1685.188386|16.75864338|1.0|1.0|1.0|3.6|16.0|-6.23|5.43|4.03|1.26|102.13|1.0|7.0|-5.48|27.0|6.0|-6.4|0.0|0.0|3.34|-4.2|0.00128|0.0241|3.17|0.0|0.000225|-0.03404|-1598.671315|650.64|1077.69|326.2|326.2|551.86|703.0|0.2642|-0.15822|3.1919|-0.19226|0.04390452|0.03|7.5229|7.5229
12aa_a30|0|0|0.0|0.0|0|2|0.0|-0.101407312|-0.008848121|0.043854875|-0.014017531|-0.539735362|0.059360681|10.31162784|-0.007369513|1|0.005111479|-0.023695642|-0.12254489|-0.207153446|-0.394520145|1|0.8397577820000001|0.024991407|-0.012535889|0.855880335|0|-54.50378741|-70.79444906|0.1873486869999999|130.84205079999998|-0.033789461|-49.44198469|15.0745057|0.630759573|91.51563481|-23.59814969|567.5458219999999|2455.130164|-16.48066156|0.369240427|8.65813938|16.21199661|0.872457337|6944.511023|257.8730361|-939.3977091|2132.499591|20.72118575|1.0|1.0|1.0|4.86|17.0|-6.83|3.94|2.63|2.2|140.26|1.0|7.0|-5.61|33.0|6.0|-6.39|0.0|0.0|2.52|-5.0|0.00113|0.00456|3.81|0.0|6.720000000000001e-05|-0.04966|-1804.784381|748.78|1275.73|357.9|238.78|605.07|0.68642|0.1506|-0.1472099999999999|5.8962|-0.19687|0.03443621|8.0|8.1135|8.1135
1_a6 (SB-431542)|1|0|3.3674017380000003|0.0|0|1|0.0|0.043282217|-0.015636898|0.035620155|0.1008839219999999|-0.766207981|-0.029658865|10.94959842|-0.0492229479999999|1|-0.008385698|0.164429684|-0.020716495|-0.033765606|-0.567791164|1|0.838928085|-0.08530265|-0.083341531|0.805877431|0|-74.98172333|-72.69619778|0.405958714|240.8019609|-0.0462988229999999|-43.12110169|11.61820782|0.7531996609999999|87.15852628|-27.46300805|352.3666367|1890.228713|-16.29019397|0.2468003389999999|7.523839331|14.26172029|0.895537592|5748.417262|146.3942108|-733.0587287000001|1640.78056|14.4623285|1.0|1.0|1.0|3.25|23.0|-7.69|4.04|3.63|1.54|106.85|1.0|4.0|-4.52|29.0|5.0|-6.73|0.0|0.0|2.85|-4.25|0.0116|0.0218|2.7|0.0|7.81e-06|-0.05971|-1292.553086|619.92|1049.69|376.28|324.5|464.07|0.69868|0.3346|-0.13329|6.0113|-193.0|0.03494577|1542.0|5.8119|5.8119
9_a3|0|0|0.0|0.0|0|0|0.0|0.187952252|-0.007847313|0.034166667|-0.126542538|-0.298197887|0.065373003|10.31162238|0.023606557|1|-0.003863265|-0.216450234|0.083014843|0.141996379|-0.614170287|1|0.923357627|-0.260349706|0.042154567|0.7327715159999999|0|-44.74600478|-39.28853824|0.15350225|72.17854599|-0.038196575|-18.47392835|1.6312253680000002|0.886859678|43.50933802|-17.96047462|398.0331029|1383.145159|-8.445224386|0.1131403219999999|5.004834198999999|8.532203772|0.704792493|4430.929894|53.19989715|-295.5828535|708.8118076000001|4.220799781|1.0|1.0|1.0|3.1|21.0|-7.26|4.9|4.62|2.42|92.69|1.0|2.0|-5.53|22.0|2.0|-5.21|0.0|0.0|3.7|-4.9|0.000899|0.00379|4.14|0.0|1.67e-05|-0.03999|-1256.0634710000002|512.44|857.36|331.9|213.09|350.27|0.6724600000000001|0.1127|-0.15834|2.0863|-0.19833|0.0242342|10965.0|4.96|4.96
11_a33|1|1|3.221176304|0.0|0|0|0.0|-0.151505631|-0.008708023|0.034984568|0.055664124|-0.32219686|0.143981643|10.31100126|-0.008908194|3|-0.00103193|0.105574347|-0.122478641|-0.232296883|-0.393892466|0|0.8389087140000001|0.003391835|-0.014463304|0.921896958|1|-34.4118011|-50.94714637|0.142712759|69.3240686|-0.030847481|-24.74805685|7.95236684|0.552878386|68.11455221|-14.98445481|416.4353629|979.349175|-7.278840251|0.447121614|5.24049311|9.837729137|0.8772525659999999|4880.001461|217.193541|-247.4805685|921.4892038|17.16740584|1.0|1.0|1.0|3.19|19.0|-6.23|5.77|4.13|0.89|89.77|1.0|3.0|-5.48|22.0|4.0|-5.97|0.0|0.0|3.28|-4.38|0.00109|0.0136|3.28|0.0|0.000194|-0.05806|-1669.304085|506.55|858.89|353.74|353.74|378.1|0.70381|0.5408|-0.14132|3.1406|-0.19938|0.02055276|5.0|8.3188|8.3188
3a_a32|1|1|3.226454082|0.0|0|0|0.0|-0.0505635059999999|-0.007588088|0.03382716|-0.014365682|-0.250406908|0.102212031|10.31100283|0.125185185|3|-0.001223394|-0.028290955|-0.079652285|-0.1568626659999999|-0.491457345|0|0.84134255|-0.045516432|0.215012723|0.921812162|1|-37.30101542|-44.92473442|0.182929032|84.65041685|-0.032360692|-20.78892268|4.811337463|0.6723099029999999|55.87310101|-14.97491147|378.0996237|812.930125|-6.929640892|0.327690097|5.755284924|10.67859439|0.855441483|4249.04624|151.63860559999998|-207.8892268|668.2146761|10.9483666|0.0|1.0|1.0|2.96|19.0|-6.12|5.77|4.12|1.19|83.28|1.0|2.0|-5.32|20.0|3.0|-5.77|0.0|0.0|3.32|-4.35|0.00144|0.0134|3.31|0.0|0.0002279999999999|-0.0558|-1554.768725|492.91|801.12|341.48|341.48|355.48|0.70229|0.2719|-0.15058|3.6178|-0.20638|0.02744024|3.0|8.5686|8.5686
