molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|BCUTs-1|SaasN|AATSC1c|MATS7i|ATSC1c|AATSC1are|MATS8i|BCUTi-1|n5aRing|n5aHRing|AATSC1pe|AATSC7i|MATS1i|BIC2|MATS8s|MATS8d|SIC2|GATS1pe|FNSA3|FNSA5|FPSA3|PNSA3|PNSA5|RNCS|RPCS|WNSA3|DPSA5|PNSA4|DPSA3|MOMI-Z|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|WNSA2|DPSA4|FPSA5|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP3A4 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|TPSA_y|Brenk|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Egan filter|CYP1A2 inhibitor|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|pIC50
17e_a50|0.0|0|1|1|0.0|0.0|2|7.934155233999999|2|1.320916122|4.3906140030000005|-0.0020746479999999|-0.011278897|-0.141076059|0.012036705|-0.086639125|10.94500663|2|2|0.012372059|-0.017965698|-0.1949741189999999|0.7409645029999999|-0.1710526319999999|-0.202197068|0.7791604190000001|0.736221185|-0.046347299|-0.073011385|0.012865274|-32.24487658|-50.7956915|10.68364489|86.98647608|-22.43349867|57.93079973|-18.5444588|41.19554236|1981.934841|0.196328886|8.52101688|16.70124474|0.960006062|6301.28046|-812.8136797000001|23.07468625|0.010255676|1453.705234|904.3172644|7.135108233|0.0|1.0|4.18|4.23|20.0|4.23|51.77|0.0|0.0|1.0|6.0|33.0|4.0|-6.08|0.0|0.0|6.58e-06|0.00288|4.08|0.0|-0.03156|4.2373|4.0298|757.34|1312.91|307.67|602.89|0.6322800000000001|0.66478|0.1785|-0.16649|6.7175|0.02761851|-1374.992422|8.8326|6.8097
11a_a5|0.0|1|0|0|2.9781886010000003|0.0|0|6.605297921|0|1.212363224|0.0|-0.002894726|-0.052944925|-0.185262487|0.007993132|-0.1301505359999999|10.94877942|1|1|0.007955512|-0.081506|0.003975818|0.73344478|-0.037220974|-0.0489811909999999|0.773417838|0.7410766209999999|-0.064565402|-0.071517578|0.011860803|-46.13206353|-51.09940261|61.32301293|14.47576249|-32.96141947|61.4470419|-18.73644762|54.60662289|1170.247903|0.259134725|9.740948724|18.25640338|0.874191508|5756.783268|-803.2329738|25.28995251|0.014482324|1517.39715|835.912531|10.34763929|0.0|1.0|3.53|3.68|23.0|6.38|63.69|0.0|0.0|1.0|7.0|32.0|4.0|-4.54|1.0|1.0|3.95e-07|0.000167|6.13|0.0|-0.03694|4.4033|4.0938|739.79|1272.7|302.86|578.8|0.6735|0.65363|0.1838|-0.16735|2.8611|0.03340977|-1339.555805|3.6525|7.0915
AKLKII_a46|0.0|1|0|0|2.917217813|0.0|0|6.605297921|0|1.4316666480000002|0.0|-0.003417504|-0.008897473|-0.129865138|0.006821053|0.156485495|10.96959256|1|1|0.006731579|-0.015805561|-0.037291767|0.758995484|-0.0150769919999999|0.064690027|0.8264237520000001|0.687139108|-0.071827497|-0.089369278|0.010384859|-34.061229|-42.37969553|160.85204040000002|0.0|-16.15213359|49.76981906|-15.74102977|38.98582025|792.7439217|0.2278604669999999|5.83938898|11.22955511|0.92307023|4110.764451|-261.2587041|20.38625028|0.015584114|713.5187596|314.0966684|7.390123534|1.0|1.0|2.81|1.6|21.0|3.9|67.35|0.0|0.0|1.0|2.0|22.0|4.0|-6.5|0.0|1.0|0.000266|0.0764|2.19|0.0||||||||||||||||6.7423
2_a3|0.0|0|0|0|0.0|0.0|0|6.823286122000001|0|0.605017347|0.0|-0.008422099|-0.103423993|-0.311617665|-0.006049098|0.09933632|10.31162302|1|1|-0.0045709459999999|-0.18746945|0.017902469|0.769486995|-0.192034735|0.065162907|0.8401405609999999|0.841871246|-0.104577702|-0.09392632|0.011938463|-49.07072207|-44.07280196|228.178656|74.89956423|-23.02532673|53.05538527|-15.55510657|54.67257594|1314.679398|0.272015731|4.88513521|9.016533738|0.845708123|4446.904467|-248.1619888|21.36736636|0.019143348|726.4904564|330.4083896|8.982583312000001|1.0|1.0|2.97|2.22|21.0|4.34|92.93|0.0|0.0|1.0|2.0|22.0|3.0|-5.93|0.0|1.0|5.33e-05|0.0162|3.13|0.0|-0.06423|5.4397|3.3354|503.34|841.85|371.73|340.69|0.37284|0.69543|0.0962|-0.14605|4.0121|0.02925101|-1272.04778|5.4999|5.4
12e_a36|0.0|1|0|0|3.490984269|0.0|0|7.412764017000001|2|1.29704412|0.0|-0.007100632|0.144415507|-0.404736007|0.002951176|-0.0586405829999999|10.95346131|1|1|0.003962098|0.244642918|-0.104118159|0.7975411790000001|-0.010494913|-0.144846626|0.847602953|0.856274847|-0.07049439|-0.100988761|0.019063245|-44.83739063|-64.2330904|65.27404529|5.735288795|-28.51846223|75.50154216|-23.02695694|56.96241436|2309.239105|0.238923581|6.767371321000001|12.69013737|0.875194483|5929.071389|-776.2438847|30.25577504|0.017716522|1603.556077|662.0530478999999|11.26845175|1.0|0.0|4.85|0.0|17.0|3.24|69.2|0.0|0.0|1.0|5.0|30.0|4.0|-6.55|0.0|0.0|5.05e-05|0.02|3.04|0.0|-0.04962|3.8364|3.6699|673.57|1142.19|337.84|507.03|0.6814600000000001|0.70007|0.0006|-0.15189|6.5974|0.03037051|-1272.0579810000002|8735.0|7.8539
8e_a8|0.0|1|0|0|3.01599663|0.0|1|7.05012252|0|1.394799502|1.311619189|-0.010579355|-0.000766016|-0.539547088|-0.005310149|-0.102167262|10.94332438|1|1|-0.004224671|-0.0015448089999999|0.090898585|0.7233950809999999|0.02023118|-0.079493088|0.7742101929999999|0.636205913|-0.115572516|-0.105450888|0.0211004739999999|-70.49962428|-64.32539698|106.0087621|76.40535608|-43.00500847|75.57562034|-26.80224874|83.37098475|2080.07805|0.196692764|7.50719734|14.52755918|0.935150832|6095.6213210000005|-784.77418|33.36487904|0.0184428869999999|1601.514194|561.882658|11.25022336|0.0|0.0|3.2|2.98|23.0|4.33|90.11|0.0|0.0|1.0|5.0|30.0|4.0|-6.14|0.0|0.0|1.25e-05|0.00504|3.69|0.0|-0.06253|4.6303|3.2737|639.38|1090.07|378.73|526.86|0.50055|0.7013|0.1671|-0.13719|6.1505|0.03298991|-1376.766245|7.7951|4.7014
14c_a22|0.0|0|0|0|0.0|0.0|1|6.842683282|0|1.42291727|1.596256692|-0.005236206|-0.026986769|-0.298463715|0.003784292|-0.023927419|10.9464374|1|1|0.004362505|-0.047249795|-0.0917078119999999|0.773044788|-0.096749121|0.010828071|0.8353837409999999|0.639264982|-0.067475189|-0.080077573|0.024569649|-48.57709197|-57.64986681|36.22825261|78.22334636|-34.9718749|75.5139152|-21.75466672|66.26540251|2092.7515510000003|0.33831271|8.626337592|16.03849168|0.8592469290000001|6882.45|-830.0718911|32.87756477|0.024813755|1742.5109329999998|731.8178649|17.86404838|0.0|1.0|3.49|2.85|27.0|3.9|109.38|0.0|0.0|1.0|6.0|34.0|6.0|-6.96|0.0|0.0|2.4e-05|0.0107|2.9|0.0|-0.07399|5.7361|3.6741|715.52|1241.55|337.45|575.8|0.3078|0.69113|0.0694|-0.15408|7.3824|0.03150011|-1460.38772|9.04|6.8153
18c_a22|0.0|0|0|0|0.0|0.0|1|6.842683282|0|1.194229067|1.804590026|-0.003749104|-0.044828537|-0.213698903|0.005449965|0.009519672|10.31286086|1|1|0.005597023|-0.081550274|-0.078828791|0.7669483559999999|-0.032031791|0.010828071|0.8287956870000001|0.6922232890000001|-0.057956428|-0.076388478|0.019843706|-40.094865000000006|-52.84635017|30.63947336|15.22791009|-27.73804808|67.73280290000001|-19.94201893|53.82294919|2574.178324|0.317309976|7.332936064|14.04085897|0.914766316|7101.057047|-731.1931848999999|29.21094233|0.0215181079999999|1548.179944|779.8043336000001|14.88645273|1.0|1.0|3.56|3.3|27.0|5.36|124.4|1.0|0.0|1.0|6.0|34.0|5.0|-6.63|0.0|1.0|7.98e-06|0.0036799999999999|3.5|0.0|-0.07207|5655.0|3.7222|707.08|1249.84|333.1|583.88|0.4609|0.60449|0.0817|-0.15158|1.2938|0.02279458|-1783.340519|1.0733|7585.0
3_a4|0.0|0|0|0|0.0|0.0|1|7.535296702|1|1.343866299|2.147369615|-0.001141383|-0.07806942|-0.0502208409999999|0.011825591|-0.010537082|10.92992985|1|1|0.011276682|-0.129930078|-0.048796855|0.773786787|-0.0862461019999999|0.0904255319999999|0.8367373309999999|0.623172012|-0.052578183|-0.06572153|0.010568144|-25.5405205|-31.92506825|12.23442244|40.30885999|-12.40663231|39.38579676|-11.97190059|30.67413075|1602.411021|0.280312336|4.832514477|8.486341272999999|0.7560922609999999|4677.30755|-232.6201124|16.63485592|0.015358792|665.3942366|409.0289917|7.460728516|1.0|1.0|2.99|2.86|21.0|4.02|43.6|0.0|0.0|1.0|2.0|24.0|3.0|-5.99|0.0|1.0|5.520000000000001e-05|0.0173|3.12|0.0|-0.04964|4.9088|4.0639|535.44|905.23|305.09|350.36|0.58445|0.58615|0.0871|-0.17005|2681.0|0.024645265|-990.514888|3205.0|6983.0
13b_a6|0.0|1|0|0|3.423777636|0.0|0|7.412764017000001|1|1.430640379|0.0|-0.011206134|0.060593678|-0.6051312529999999|-0.00460563|-0.104663349|10.95129557|1|1|-0.00194781|0.100281317|-0.10896749|0.7788169070000001|-0.029988734|-0.11338525|0.8370824240000001|0.8013954109999999|-0.093125205|-0.112915801|0.032036214|-61.06841733|-74.04643339|154.7847961|554.4007331|-40.04664055|87.39962829999999|-26.65671602|82.07670290000002|2587.000662|0.2427663219999999|9.087172635|15.37022155|0.69141956|6000.952027|-874.0294667999999|35.20276076|0.0203627189999999|1760.1380379999998|627.4287311|13.35319491|1.0|1.0|3.56|2.85|23.0|4.98|95.85|0.0|0.0|1.0|5.0|31.0|5.0|-6.1|0.0|1.0|1.02e-05|0.00417|3.8|0.0|-0.0525799999999999|4.8494|3.6322|694.33|1167.21|341.35|574.07|0.58026|0.7006600000000001|0.2461|-0.14898|10.8032|0.02920955|-1349.898848|13.5746|6.7595
12q_a36|0.0|1|0|0|3.453150038|0.0|0|7.412764017000001|2|1.29701394|0.0|-0.00761082|0.068040097|-0.410984299|0.0005016269999999|-0.0651906459999999|10.9598352|1|1|0.0010871589999999|0.1161527719999999|-0.103922055|0.828371596|-0.017640538|-0.074349074|0.8839272779999999|0.8065052890000001|-0.07607684|-0.1060430969999999|0.018562763|-49.18227989|-68.5549152|82.68142965|0.0|-31.79544084|80.15866795|-24.67976947|61.18276554|2380.245597|0.231307611|7.546533709|14.69971555|0.947876484|6040.52496|-797.7508892000001|32.10617123|0.017949083|1605.308562|629.5017194000001|11.60375275|1.0|0.0|4.74|0.0|17.0|3.35|69.2|0.0|0.0|1.0|5.0|30.0|4.0|-6.49|0.0|1.0|2.55e-05|0.0106|3.31|0.0|-0.05602|5.2375|3.8653|683.51|1148.35|320.77|531.58|0.39919|0.6863199999999999|0.3419|-0.1566|4.6718|0.03415678|-1692.370918|6.4226|8.2218
8_a15|0.0|0|0|0|0.0|0.0|0|0.0|0|1.419941362|0.0|-0.009853404|0.155304204|-0.5025236129999999|1.7800000000000002e-05|-0.010146469|10.95880707|0|0|0.003160815|0.225620047|-0.203104439|0.7059441040000001|0.0937475619999999|-0.025923166|0.742680335|0.8105478740000001|-0.071552706|-0.118293578|0.0336657729999999|-41.7821007|-69.07571287|104.8781037|55.99586988|-24.39801408|89.80283608|-16.91650111|61.44071008|1919.535904|0.480572589|6.093505548|9.984825987|0.638601279|5306.2234530000005|-484.0283816000001|32.56759415|0.035495625|1595.8121130000002|532.0914339999999|20.72712321|1.0|1.0|3.14|3.76|18.0|3.9|61.84|0.0|0.0|1.0|7.0|27.0|5.0|-5.52|0.0|1.0|1.53e-05|0.00562|4.24|0.0|-0.02723|4.4346|3.7426|598.84|1050.15|331.28|538.51|0.5128|0.70524|0.0155|-0.1558|1.1415|0.01719864|-1223.523393|1.4589|6.9666
16f_a32|0.0|1|1|1|3.354832924|0.0|0|7.765993078999999|0|0.609420741|0.0|-0.014558301|0.008658653|-0.77158995|-0.003511776|-0.081644236|10.31100265|3|3|-0.001202032|0.0151704889999999|-0.120440534|0.852938445|0.085125293|-0.000510986|0.899839182|0.761506727|-0.08168632|-0.111152081|0.024434011|-56.53102601|-76.92280867|89.03402347|47.24868477|-39.12230215|92.82839829|-24.61529877|73.4405859|3414.006186|0.30526292|8.79158776|14.28728752|0.625108901|6235.040893|-851.7509977|35.43109972|0.022983292|1771.554986|636.0251562999999|15.90558963|1.0|1.0|3.76|3.4|19.0|6.42|149.27|0.0|1.0|1.0|9.0|29.0|5.0|-5.99|1.0|1.0|1.07e-05|0.00457|4.11|0.0|-0.04997|3.6272|3.6272|722.06|1191.55|341.82|603.12|0.70204|0.70204|0.2931|-0.15003|3.6641|0.02889673|-1995.117771|4.2764|8041.0
11_a15|0.0|0|0|0|0.0|0.0|0|0.0|1|1.435688956|0.0|-0.0064953419999999|-0.036023137|-0.402711212|0.001806571|-0.0856783419999999|10.95979791|0|0|0.003766915|-0.056500144|-0.173728081|0.718800243|0.0234789439999999|0.0432314409999999|0.76664841|0.796300317|-0.064429158|-0.0974577669999999|0.018519054|-44.15161868|-66.78526188|143.8088883|0.0|-30.25595097|79.1792768|-23.02940065|56.84224275|2565.707165|0.260684316|6.233494755|11.76226306|0.8869452090000001|7002.915718000001|-915.3239085|31.14961732|0.018086221|1806.677804|830.7967967000001|12.39401492|1.0|0.0|4.1|4.25|24.0|4.33|59.51|0.0|0.0|1.0|6.0|34.0|4.0|-5.26|1.0|0.0|7.970000000000001e-07|0.000357|5.32|0.0|-0.03877|4.7106|2.9595|739.57|1284.85|418.94|568.22|0.58935|0.70577|0.0011|-0.12134|812.0|0.03503399|-1450.457814|1.3581|6.1314
12_a3|0.0|0|0|0|0.0|0.0|0|6.823286122000001|0|0.605020506|0.0|-0.009093383|-0.120694579|-0.336455156|-0.006049098|-0.045382017|10.31163031|1|1|-0.0045709459999999|-0.218774634|0.017902469|0.718481325|-0.039834906|-0.125395523|0.784451598|0.841871246|-0.092838926|-0.096133903|0.011076075|-44.07517037|-45.63945658|239.2266101|76.23910943|-20.92463497|52.16354015|-18.79271742|49.333524|1064.221958|0.169581355|5.6343192|10.50748861|0.864908294|4400.493202000001|-303.3418921|22.63041363|0.01374218|769.4340634|330.4083896|6.524083564|1.0|1.0|3.2|2.17|21.0|4.34|92.93|0.0|0.0|1.0|2.0|22.0|3.0|-5.3|0.0|1.0|1.44e-05|0.0044|4.03|0.0|-0.06361|3263.0|3263.0|515.23|847.25|379.97|361.95|0.69784|0.69784|0.5056|-0.13153|2.3762|0.02620998|-1272.058487|3.1979|5.45
28_a34|0.0|0|0|0|0.0|0.0|1|7.423568444|1|1.454781307|1.767685185|-0.016942875|-0.201047053|-0.6946578940000001|-0.012039484|-0.15803127|10.9595763|1|1|-0.007544188|-0.33032879|-0.189821204|0.798057295|0.092890802|-0.078146961|0.8582665429999999|0.7829667309999999|-0.1306693569999999|-0.140864841|0.03768308|-66.89539627|-72.11491331|144.3404619|88.32197602|-34.24669822|85.99382787|-24.6708914|86.18702382|1689.357471|0.270129894|5.613534285|10.28760365|0.832642882|4803.256974|-479.9443839|33.80175623|0.0271102189999999|1284.466737|344.69029950000004|13.87891455|0.0|1.0|3.02|2.55|17.0|1.99|92.26|0.0|0.0|2.0|3.0|24.0|5.0|-7.04|0.0|1.0|0.000565|182.0|1.72|0.0|-0.03896|4.2857|4.2857|544.24|896.02|289.3|417.28|0.69263|0.69263|0.2043|-0.17802|6.4596|0.03680411|-1100.704833|8.5886|5.4179
21_a12|0.0|0|0|0|0.0|0.0|0|6.605297921|1|0.609915045|0.0|-0.008833375|-0.213225401|-0.362168355|-0.003879878|-0.01367083|10.31140747|1|1|-0.001825446|-0.388196876|-0.116098308|0.835359152|-0.061915124|-0.099516604|0.89838263|0.859899236|-0.068775342|-0.100098765|0.012230115|-34.60932333|-50.37198585|75.46830038|0.0|-17.416202300000002|59.10840872|-18.55810005|40.76379649|1080.052791|0.229181643|5.891343219|11.18947411|0.8993077970000001|4652.242111|-354.8766794|24.07584081|0.017360942|914.8819508|380.2468615|8.736422872|1.0|1.0|4.05|2.81|17.0|4.01|78.41|0.0|0.0|1.0|3.0|23.0|4.0|-6.45|0.0|1.0|0.000173|0.0551|2.53|0.0|-0.0546899999999999|4.6851|3.9971|539.67|893.17|310.18|397.31|0.59386|0.57644|0.1668|-0.16784|2327.0|0.02758166|-1327.397348|3.2551|7.6576
5_a47|0.0|0|0|0|0.0|0.0|0|0.0|0|1.304329328|0.0|-0.009295857|0.003858593|-0.390426|-0.012670377|-0.002627182|10.9367109|0|0|-0.011237954|0.0083528919999999|-0.019811664|0.795032176|0.065981732|0.0743193|0.861595935|0.675164258|-0.087763105|-0.1001981959999999|0.009936558|-46.33853208|-52.90420509|104.9032216|0.0|-24.46654029|62.14504725|-20.34777119|51.58499074|1349.003107|0.218428796|5.861037845|11.13432113|0.8997183470000001|5501.708422|-418.9977997|26.03444329|0.017501741|1015.343288|416.1194472|9.240842159|1.0|1.0|2.67|2.79|22.0|4.73|58.04|0.0|0.0|1.0|3.0|26.0|4.0|-5.19|1.0|1.0|3.18e-06|0.00116|4.7|0.0|-0.05535|3.7083|3.7083|561.61|951.68|334.35|401.16|0.69291|0.69291|0.2108|-0.15419|2.9121|0.03591467|-1569.258939|3.8816|7.7
16b_a32|-3.3094926630000003|1|1|1|3.2902303|0.0|0|7.765993078999999|0|0.2980105389999999|0.0|-0.008469352|-0.012739425|-0.423467596|-0.008277865|-0.018753196|10.31100078|3|3|-0.00180101|-0.023602065|-0.1202046419999999|0.852956281|0.056127969|-0.098450203|0.907055332|0.6762731040000001|-0.088716278|-0.1083060409999999|0.015808858|-56.84546999|-69.39772428|53.96132589|9.827907321|-36.42406481|80.37824892|-22.14820988|66.97508778|3264.235184|0.252363732|6.466656381|11.05406524|0.709394251|6612.089615999999|-667.0049190000001|29.62431176|0.017136832|1392.342653|597.8890744|10.98052464|1.0|1.0|3.71|2.48|19.0|5.4|165.49|0.0|1.0|1.0|7.0|28.0|6.0|-6.72|1.0|1.0|2.84e-05|0.0123|3.14|0.0|-0.05946|3.6211|3.6211|676.92|1137.73|342.39|567.01|0.70233|0.70233|0.2849|-0.14995|4.4055|0.03900066|-2315.819979|7.0093|7.7696
2_a4|0.0|0|0|0|0.0|0.0|0|6.605297921|1|1.189716144|0.0|-0.00708265|0.08246129|-0.269140683|-0.001386521|0.090707854|10.95268469|0|0|-0.0016168089999999|0.127695325|0.147657684|0.802438682|0.11821091|0.1355918559999999|0.847373823|0.912872667|-0.117395215|-0.105102755|0.006330673|-49.45826819|-44.27948986|166.102249|0.0|-20.83662681|48.93681624|-15.98981578|52.12536246|910.3327882|0.156892292|4.710383035|7.800989232999999|0.656126301|3396.86527|-242.5126903|18.96532986|0.011054731|682.7518749|284.26458360000004|4.657326379|0.0|0.0|3.33|0.0|12.0|2.12|45.15|0.0|0.0|2.0|2.0|19.0|4.0|-6.69|0.0|0.0|0.00171|434.0|1.62|0.0|-0.01612|5.8961|3.2230000000000003|458.73|764.77|384.69|333.36|0.4682|0.6885600000000001|0.0008|-0.14614|1.7717|0.033037353|-819.8174190000001|3.0946|7.5086
12_a4|-3.2834578760000004|0|0|0|0.0|0.0|1|7.535296702|1|0.295190368|2.070952433|-0.0021497879999999|-0.0334644329999999|-0.113938738|0.005795666|-0.093414896|10.31168324|1|1|0.009024784|-0.055590089|-0.051501982|0.8157155359999999|-0.036425699|0.04172421|0.8749408470000001|0.531333552|-0.070256284|-0.074699711|0.01168879|-41.69390404|-44.33087544|15.80191019|7.519189887|-24.74343259|53.59101661|-15.38009964|48.6306683|1962.933988|0.282227427|6.223583758999999|11.7599245|0.889574393|6390.233612|-447.2420348|21.42753878|0.015603795|1049.9494|608.4548423|9.260141177|1.0|1.0|3.41|2.94|21.0|3.69|86.12|0.0|0.0|1.0|4.0|29.0|5.0|-6.84|0.0|1.0|4.64e-05|0.0188|2.72|0.0|-0.06898|4.8592|3.8083|640.67|1101.33|325.57|503.28|0.63967|0.68825|0.0464|-0.16224|7.8701|0.03555871|-1617.634733|10.1971|5032.0
12f_a40|0.0|0|0|0|0.0|0.0|1|7.515889085|0|0.604990261|1.768354671|-0.006206277|0.070099257|-0.235838511|0.008525796|0.108909202|10.31197207|2|2|0.006841832|0.115814835|-0.033224348|0.777316288|-0.160218113|-0.271493213|0.841769186|0.605644757|-0.067004323|-0.082198664|0.021549915|-37.02024147|-45.41519509|62.72992556|61.55859085|-20.45387851|56.53158029|-18.16607804|48.92668311|628.5604981|0.268555948|8.404802652999999|16.49362536|0.962404834|5326.217734000001|-351.2898849|24.83590915|0.0201199619999999|869.2568204|384.1423925|11.1163852|1.0|0.0|3.24|3.61|20.0|5.35|67.66|0.0|0.0|1.0|3.0|24.0|3.0|-4.76|0.0|1.0|1.02e-06|0.0003819999999999|5.4|0.0|-0.07761|4.3313|2.8374|572.63|951.55|436.97|487.85|0.6679999999999999|0.7029|0.3858|-0.11765|3.2818|0.01077929|-2212.275094|4.8562|6.4202
12s_a36|0.0|1|0|0|3.486136149|0.0|0|7.412764017000001|2|1.297044029|0.0|-0.007059109|0.037454164|-0.4023692|0.002951176|0.0056370119999999|10.95352614|1|1|0.003962098|0.063448144|-0.104118159|0.8060798779999999|-0.118671653|-0.086791463|0.856677627|0.856274847|-0.07216709|-0.1000534719999999|0.019457471|-46.58030248|-64.57958827|110.6090028|10.23927133|-30.06529118|76.34126108|-23.15117315|59.13914165|2294.468358|0.245801617|7.545963801|13.98635088|0.853487672|5890.905249|-791.9759303|30.69639722|0.018222417|1626.909053|662.0530478999999|11.76167282|1.0|0.0|4.85|0.0|17.0|3.24|69.2|0.0|0.0|1.0|5.0|30.0|4.0|-6.55|0.0|0.0|5.05e-05|0.02|3.04|0.0|-0.04908|3.8751|3.7604|683.24|1150.67|329.71|523.72|0.6843600000000001|0.6928|0.0002|-0.15559|6.6068|0.03416928|-1272.061111|8.7738|8.0458
19h_a38|0.0|1|0|0|3.2723542610000003|0.0|0|7.412764017000001|2|1.297044177|0.0|-0.007781653|0.14165187|-0.420209249|-0.002526241|-0.043452674|10.96083376|1|1|-0.000673716|0.303981987|-0.101303149|0.819222745|-0.054149342|-0.121374121|0.8741648479999999|0.698414933|-0.082211319|-0.109986804|0.021234963|-48.43313101|-64.79649453|136.81322659999998|0.0|-28.533396600000003|76.70128100000001|-23.32673803|60.94327866|1839.424968|0.24620669|6.820483788|12.98143834|0.903301693|6253.901215|-687.1237247|30.94580137|0.020207411|1547.290068|595.8790650000001|11.90478646|1.0|1.0|4.8|2.43|17.0|3.13|81.23|0.0|0.0|1.0|5.0|30.0|4.0|-6.77|0.0|1.0|6.77e-05|0.0272|2.78|0.0|-0.05708|3.7384|3.5358|626.65|1092.17|350.65|452.01|0.68472|0.69012|88.0|-0.1467099999999999|6.9749|0.03396934|-1331.999352|9.0777|8.0348
14aa_a23|0.0|0|1|1|0.0|0.0|2|7.423568444|0|1.19796312|3.4143268310000003|-0.005050361|0.031136154|-0.287870566|0.013012022|-0.029037128|10.313217300000002|2|2|0.012103325|0.055934795|-0.074579388|0.75434493|0.055269665|-0.070471939|0.8072028240000001|0.693959193|-0.052155763|-0.076107469|0.018016316|-35.51947393|-51.83122853|40.49537336|83.27171526|-24.18971469|61.21989213|-21.51484958|47.78906871|2263.821505|0.203340553|8.000512184|15.78173785|0.972590939|6651.23042|-776.5660584|27.00633206|0.013786041|1431.335599|733.3886349999999|9.388663605|0.0|1.0|3.63|3.68|26.0|4.4|105.02|1.0|0.0|1.0|5.0|32.0|4.0|-5.92|0.0|0.0|2.81e-06|0.00123|4.31|0.0|-0.0708299999999999|3.5934|3.5934|715.57|1231.11|345.03|588.45|0.6805899999999999|0.6805899999999999|0.4157|-0.1449|5.8286|0.02033777|-1708.338059|8.3532|8451.0
18d_a30|0.0|0|0|0|0.0|0.0|0|7.412764017000001|2|0.6049874|0.0|-0.0072724869999999|-0.071608958|-0.385441836|0.001139238|-0.053728319|10.31163881|1|1|0.002064369|-0.159104532|-0.0541804029999999|0.815003426|-0.001699165|-0.149451598|0.870930234|0.64876559|-0.07812727|-0.103191184|0.017843227|-49.44608411|-65.3088221|78.23108693|0.0|-31.29400567|75.80070349|-23.99099587|60.73891035|2894.162522|0.216715605|7.063141946|12.69833771|0.797831306|6367.958933|-744.0011548|30.62871675|0.016577694|1500.807121|618.6004214|10.49188139|1.0|0.0|4.75|0.0|17.0|4.25|81.65|0.0|0.0|1.0|5.0|30.0|5.0|-6.02|0.0|0.0|9.71e-06|0.00405|3.97|0.0|-0.05506|5.0125|3.4682|669.66|1129.46|357.49|508.7|0.4325|0.69017|0.3788|-0.14167|5.0115|0.03258724|-1674.8453470000002|6.2946|7.6737
10_a1|0.0|1|0|0|3.261363142|0.0|0|6.86171134|0|1.435871163|0.0|-0.014135827|0.049971022|-0.621976404|-0.012672753|-0.020225596|10.94957578|1|1|-0.0106277489999999|0.107434253|-0.019835038|0.7227844929999999|-0.0369911079999999|0.017498337|0.783467165|0.658433571|-0.116648443|-0.10949971|0.014751098|-65.97424138|-61.93104798|212.8090837|64.49041745|-37.31383317|70.6564636|-25.67872721|74.31719486|1768.2330920000002|0.165903744|7.376231317999999|13.65143394|0.850732895|5192.858899|-595.4602985|30.78628757|0.015427326|1262.237791|433.2550452|8.725415617000001|1.0|0.0|3.0|2.18|23.0|4.86|78.87|0.0|0.0|1.0|4.0|27.0|5.0|-5.91|0.0|1.0|1.87e-05|0.00673|3.64|0.0|-0.06802|3.4067|3.4067|585.51|979.35|363.94|464.77|0.70345|0.70345|0.6754|-0.13576|5.3861|0.03426532|-1223.022387|7807.0|5.8239
4h_a46|-3.74433321|0|0|0|0.0|0.090767245|1|7.825245291|1|0.3002050539999999|2.134072222|-0.005778576|-0.057256598|-0.404500343|-0.0008161889999999|-0.021951549|10.31928028|1|1|0.003087227|-0.0932537609999999|-0.030014575|0.7543177040000001|0.075704004|-0.134568896|0.7955809979999999|0.6947264059999999|-0.083155747|-0.083997524|0.010068754|-65.24476749|-65.90523417|105.2773797|19.09455432|-51.19164773|74.99848132|-23.9655397|73.14480467|3180.526173|0.194493895|8.138240742999999|15.85230406|0.947878486|7808.347937|-1241.036544|29.75215152|0.011589523|1963642.0|1021.999374|9.093247153|1.0|1.0|4.63|2.99|23.0|3.46|124.17|0.0|0.0|1.0|6.0|36.0|6.0|-6.38|1.0|0.0|2.06e-06|0.00104|4.21|1.0|-0.0389199999999999|4.2444|4.18|792.61|1397.46|296.62|682.14|0.55428|0.54445|291.0|-0.1711599999999999|1.7601|0.04729184|-1923.611784|2.9086|6.6402
