molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|BCUTs-1|SaasN|AATSC1c|MATS7i|ATSC1c|AATSC1are|MATS8i|BCUTi-1|n5aRing|n5aHRing|AATSC1pe|AATSC7i|MATS1i|BIC2|MATS8s|MATS8d|SIC2|GATS1pe|FNSA3|FNSA5|FPSA3|PNSA3|PNSA5|RNCS|RPCS|WNSA3|DPSA5|PNSA4|DPSA3|MOMI-Z|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|WNSA2|DPSA4|FPSA5|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP3A4 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|TPSA_y|Brenk|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Egan filter|CYP1A2 inhibitor|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|pIC50
3o_a32|0.0|1|1|1|3.644417045|0.0|0|7.773594467000001|1|0.609420753|0.0|-0.006253394|-0.064818511|-0.306416317|-0.001411347|-0.117781901|10.3110027|3|3|0.000243592|-0.117744493|-0.061774721|0.8214857240000001|-0.074509084|-0.154436834|0.872498916|0.840991936|-0.073742105|-0.095457829|0.012519666|-42.51640563|-55.03672286|62.67187821|0.0|-24.51306152|62.56936516|-18.34557429|49.73468603|2469.87467|0.214905181|6.392329273|11.73098001|0.835165165|5488.777096|-475.9757626|23.36733582|0.0130649069999999|1051.530112|541.0877621000001|7.532642302|1.0|1.0|3.47|3.06|19.0|6.39|122.97|0.0|0.0|1.0|3.0|26.0|4.0|-6.17|0.0|1.0|1.87e-05|0.00714|3.46|0.0|-0.05413|3.5333|3.5333|620.56|1049.14|350.9|464.85|0.70216|0.70216|0.2851|-0.14652|3.2729|0.03088166|-1805.333039|5.8476|6.6198
4j_a46|0.0|0|0|0|0.0|0.19521727|1|7.825245291|1|1.134637093|2.194310043|-0.002284836|-0.0529855709999999|-0.130235627|0.011968098|-0.1051618459999999|10.94638774|1|1|0.011684396|-0.078783783|-0.0589746909999999|0.7298040140000001|-0.061823242|-0.258222236|0.763724435|0.728293097|-0.05924408|-0.074417476|0.01492164|-34.99059698|-43.95227197|70.56141095|71.98911503|-20.66606288|50.26191521|-14.65075732|43.80358011|2563.282153|0.223067683|6.274010655|10.49957018|0.673502127|5077.124695|-467.2617475|18.85718615|0.0106831269999999|1018.288052|642.1335502000001|6.30964324|0.0|1.0|4.0|3.9|17.0|5.18|39.94|0.0|0.0|1.0|4.0|27.0|3.0|-5.09|0.0|1.0|4.86e-06|0.00176|4.81|0.0|-0.01684|5.3949|4.4093|646.67|1112.13|281.19|572.31|0.37853|0.69413|0.1418|-0.18387|2.9043|0.02491327|-1131.817578|3.8105|6.0942
1l_a5|0.0|1|0|0|2.964063799|0.0|0|6.605297921|0|1.270375394|0.0|-0.00183668|-0.111303801|-0.089997343|0.008244856|-0.019865028|10.94421389|1|1|0.007613233|-0.179824092|0.0271820189999999|0.7656671279999999|-0.174469948|-0.091849662|0.818803517|0.71872376|-0.068685233|-0.067755283|0.0078543119999999|-38.79937717|-38.27406105|167.86839980000002|0.0|-21.91725365|45.64819758|-14.9768065|43.23617395|903.1631908|0.230593886|7.401206343999999|14.03493287|0.896303416|4665.793689|-389.1691717|19.46541135|0.013054186|895.4089219|518.5792364|7.374136537999999|1.0|1.0|2.98|2.67|23.0|5.56|54.46|0.0|0.0|1.0|4.0|26.0|3.0|-5.4|0.0|1.0|1.04e-05|0.00356|4.19|0.0|-0.04149|4.6403|4.3664|609.85|1033.47|283.95|486.81|0.45892|0.57392|187.0|-0.1779|2.1987|0.03182983|-1069.101032|3.3694|7.4949
17c_a50|0.0|0|1|1|0.0|0.0|2|7.934155233999999|2|1.347835869|4.349159921|-0.002676029|0.021572081|-0.1766179239999999|0.01130519|-0.144763835|10.94500663|2|2|0.012222674|0.034485992|-0.233451925|0.774994313|-0.139943634|-0.212611846|0.816442883|0.728169863|-0.051905615|-0.073693343|0.021675174|-35.70979598|-50.69922125|133.46240020000002|94.15397246|-24.567468100000003|66.7258111|-14.96042594|50.6217864|2014.72331|0.430249571|8.310163601000001|16.45688922|0.98033276|6438.380804|-627.8368834|26.25785813|0.0232952879999999|1601.729346|849.1345426000001|16.02658985|0.0|1.0|4.12|3.61|20.0|3.59|61.0|0.0|0.0|1.0|6.0|33.0|5.0|-6.96|0.0|0.0|3.75e-05|0.0165|2.86|0.0|-0.03121|4.2397|4.0432|746.5|1289.05|306.65|596.23|0.63122|0.66213|0.1801|-0.16697|6.3989|0.02957871|-1410.902767|8.5146|7.1612
12an_a36|0.0|1|0|0|3.489959714|0.0|0|7.412764017000001|2|0.6294007110000001|0.0|-0.0070293469999999|0.0966393909999999|-0.407702102|0.00285431|-0.131674913|10.33556631|1|1|0.003710345|0.170355752|-0.07550872|0.8344566859999999|-0.009636347|-0.055405405|0.885733922|0.855081905|-0.073519599|-0.105145528|0.0173118669999999|-49.67568778|-71.0446809|82.43567331|0.0|-33.56484523|81.70091433|-24.99720254|61.37296195|2399.367452|0.216487385|8.773001855|15.82907093|0.8042935809999999|6162.848939|-912.0652916|31.9040205|0.015771136|1722.817107|725.9470896|10.65623343|1.0|1.0|4.85|0.0|17.0|3.33|94.5|0.0|0.0|1.0|6.0|31.0|4.0|-6.64|0.0|0.0|3.09e-05|0.0132|3.19|0.0|-0.05561|5.1771|3.7872|718.98|1215.98|327.38|571.76|0.44822|0.69094|0.0644|-0.15474|4.3963|0.0345115999999999|-1670.244686|6.2182|7.3979
7d_a10|0.0|0|0|0|0.0|0.0|1|7.535296702|1|1.34384996|2.087763133|-0.00179944|-0.042667459|-0.0845736919999999|0.00870171|-0.071185424|10.929819300000002|1|1|0.008513576|-0.09209689|-0.041520889|0.809056885|0.0658971929999999|-0.051603612|0.869684772|0.525816226|-0.059327943|-0.070901708|0.010495008|-31.47566249|-37.61597161|12.32220006|89.87999909999999|-16.69900016|45.08492005|-13.12185056|37.04365163|1597.531619|0.270414577|6.100927672|11.82615475|0.938419104|5174.981962|-299.34991010000005|17.98535187|0.014078094|773.3701306|460.1866123|7.468948447000001|1.0|1.0|3.21|3.21|21.0|4.92|43.6|0.0|0.0|1.0|2.0|26.0|4.0|-5.83|0.0|1.0|1.9e-05|0.00654|3.62|0.0|-0.05634|5.8433|3.8856|574.87|970.29|319.09|417.68|0.32059|0.68393|0.0941|-0.1633099999999999|3.0178|0.02250617|-1129.0552810000002|3.4695|6.0325
12l_a30|0.0|0|0|0|0.0|-4.712037416|0|7.412764017000001|2|0.60498366|0.0|-0.015371073|-0.102468864|-0.876151158|-0.00695299|0.154540315|10.31162828|1|1|-0.004395528|-0.300262845|-0.077457998|0.830875659|-0.045411075|-0.0395239879999999|0.883029843|0.593245722|-0.0905026719999999|-0.109810463|0.0154211289999999|-63.31694493|-76.82494797|103.5499036|1.697908189|-44.29742723|88.64610824|-31.88960104|74.10578426|2394.793539|0.178184921|9.258542907|17.23248653|0.861252543|7576.362669|-1182.451965|38.8038646|0.016896687|2056.604824|696.6414817000001|11.82116027|1.0|0.0|4.72|0.0|17.0|4.43|90.88|0.0|0.0|1.0|7.0|34.0|8.0|-5.66|0.0|0.0|1.2e-06|0.000579|5.05|0.0|-0.0545299999999999|5.0454|3.5245|729.17|1223.54|351.78|574.72|0.39486|0.68488|0.1574|-0.14944|2.5031|0.03406276|-1987.848331|2.9851|7.2154
21_a10|0.0|0|0|0|0.0|0.0|1|7.535296702|1|1.343837211|2.093218896|-0.009308076|-0.032405474|-0.549176498|0.001533145|-0.023060773|10.92966143|1|1|0.002099681|-0.051564917|-0.0236638829999999|0.7620337359999999|0.057775125|-0.005970601|0.81962595|0.68876002|-0.091053776|-0.084654798|0.018892889|-64.32920271|-59.80834512|240.7558768|74.3822498|-45.44837698|75.80259699|-23.25880088|77.676969|2701.142106|0.295893365|8.388036625|13.78215169|0.643072426|7048.414464|-887.342515|33.03306591|0.022638817|1783.785559|746.5727327999999|15.99425187|1.0|0.0|3.5|3.17|27.0|4.47|90.13|0.0|0.0|1.0|5.0|34.0|6.0|-6.07|0.0|0.0|3.12e-06|0.0014|4.17|0.0|-0.06082|5.9596|3.8599|716.1|1225.01|321.21|517.44|0.4226399999999999|0.68165|0.1489|-0.16178|1.5138|0.03802869|-1485.278495|1.1872|5.3188
4_a4|0.0|0|0|0|0.0|0.0|1|7.535296702|1|1.343865392|2.156628874|-0.001234337|-0.0214610589999999|-0.058013858|0.011760626|-0.110597574|10.92992837|1|1|0.0112367389999999|-0.035166634|-0.048056862|0.77276149|-0.168712277|-0.063012715|0.8306695270000001|0.636572383|-0.049768752|-0.06873731|0.008570112|-25.64211031|-35.41518716|13.70182982|42.42341622|-13.21145879|40.86951119|-13.17774406|30.05764711|1883.42405|0.2062820269999999|5.326452915|8.855289118|0.66251148|4878.070704|-291.9486922|16.60255217|0.010586293|713.9097433|462.1867149|5.454324025|1.0|1.0|3.15|3.09|21.0|4.52|43.6|0.0|0.0|1.0|2.0|25.0|3.0|-5.79|0.0|1.0|2.69e-05|0.00877|3.52|0.0|-0.04865|5.382000000000001|4.0261|566.84|960.45|307.95|394.06|0.55032|0.6010800000000001|67.0|-0.1696599999999999|2.6814|0.02323788|-1029.813844|3.1195|7.1079
14w_a23|0.0|0|1|1|0.0|0.0|2|7.423568444|0|1.197963556|3.132012648|-0.006481882|0.045196333|-0.330575965|0.003379755|-0.042151195|10.31321817|2|2|0.003906274|0.126238077|-0.073958723|0.802520527|0.059273664|-0.049318182|0.8668730109999999|0.558482531|-0.070714528|-0.088508061|0.022440155|-46.76570273|-58.53311596|43.30287556|90.15900589|-30.92760432|72.23920014|-23.66232347|61.60607046|2283.383402|0.256548212|7.833745658|15.58053709|0.988900044|6998.078982999999|-735.4854078|31.82765022|0.020725002|1495.89956|597.2903597999999|13.70608418|0.0|0.0|3.42|3.35|26.0|4.2|105.02|1.0|0.0|1.0|5.0|32.0|6.0|-6.35|0.0|0.0|5.41e-06|0.00242|3.78|0.0|-0.0798|3.6632|3.6632|676.92|1150.31|338.46|535.54|0.6219399999999999|0.6219399999999999|0.3855|-0.14844|7.0157|0.02204118|-1828.222578|9.8981|8.6737
12u_a36|0.0|1|0|0|3.508898495|0.0|0|7.412764017000001|2|1.270259304|0.0|-0.006461999|0.033763276|-0.407105926|0.0042553209999999|-0.063855309|10.95266014|1|1|0.005035022|0.055588998|-0.099596099|0.8101678720000001|0.080270195|-0.018047007|0.855176759|0.860667615|-0.07260571|-0.0969881059999999|0.017639065|-50.53295452|-67.50289394|86.1184622|5.944854912|-35.17050511|78.06218646|-24.02645378|62.80959338|2455.7556010000003|0.22061252|7.65672775|14.90088936|0.946117173|6127.402572|-986.6102007|30.82735404|0.015171583|1818.813889|799.5563855|10.55929252|1.0|1.0|5.05|0.0|17.0|3.85|69.2|0.0|0.0|1.0|6.0|32.0|4.0|-6.19|0.0|1.0|1.39e-05|0.00589|3.8|0.0|-53.0|3.8847|3675.0|739.12|1254.5|337.37|590.18|0.69258|0.70272|0.0176|-0.15109|5.8702|0.03260752|-1350.638138|7.8877|7.7959
47g_a18|0.0|0|0|0|0.0|0.0|0|7.03438793|1|1.251175676|0.0|-0.005817448|-0.048472184|-0.477030713|0.0036509859999999|0.033759227|10.94702253|0|0|0.00531392|-0.071877686|-0.264839041|0.750610215|-0.009917608|-0.014370598|0.780474694|0.745431271|-0.065225536|-0.08547236|0.013404131|-55.35188184|-72.53379954|111.5517627|47.07867403|-46.97287277|86.33162323|-24.79003275|66.72693367|2268.439188|0.268129223|10.33698377|20.32265524|0.966014041|7870.887027|-1661.953709|33.87214455|0.016259076|2675.8994190000003|1347.416568|13.79782369|1.0|1.0|4.87|0.0|18.0|3.22|88.97|2.0|1.0|1.0|13.0|40.0|4.0|-6.4|0.0|0.0|3.01e-06|0.00163|4.52|1.0|-0.04413|3.0965|3.0965|905.71|1604.37|400.4|874.26|0.69828|0.69828|0.5955|-0.12789|4966.0|0.02960182|-1742.847918|5.9864|8.0458
12a_a30|0.0|0|0|0|0.0|0.0|0|7.412764017000001|2|0.604984824|0.0|-0.006711725|-0.096804291|-0.3557214489999999|0.005050384|0.009586623|10.31162903|1|1|0.005458948|-0.171649606|-0.053309522|0.7885597609999999|-0.031179517|-0.171895425|0.842671963|0.7961424690000001|-0.07699057|-0.097138462|0.016292604|-47.73588073|-60.22802588|85.47365107|0.0|-29.59731695|69.45678454|-23.35372432|57.83766054|2256.680391|0.194809798|7.362386058999999|13.88603128|0.88607758|5936.682602000001|-709.5118166|29.00398472|0.014884556|1421.195251|620.9195447000001|9.228758655|1.0|0.0|4.65|0.0|17.0|3.84|81.65|0.0|0.0|1.0|5.0|29.0|4.0|-5.98|0.0|0.0|1.4e-05|0.0056|3.87|0.0|-0.05184|5045.0|3.4885|668.81|1122.01|355.41|507.17|0.35338|0.68599|0.1511|-0.1481|4.1875|0.03289568|-1575.597759|4.7368|7.9469
12u_a30|0.0|0|0|0|0.0|0.0|0|7.412764017000001|2|0.604983445|0.0|-0.006935447|-0.091507428|-0.367578706|0.002431329|0.028815747|10.31162873|1|1|0.001805829|-0.15896471|-0.0493878409999999|0.83236194|-0.055829439|-0.105767484|0.889479916|0.711738503|-0.0773921259999999|-0.097867106|0.015562896|-51.83732031|-65.55148142|78.15130994|0.0|-34.72068676|75.26051582|-25.41792137|62.26136323|2608.6452440000003|0.189537132|7.804487592999999|14.01586754|0.7958728709999999|7133.515802|-834.2224549|31.36222814|0.014495402|1536.749179|685.6665849999999|9.709034401|1.0|0.0|4.63|0.0|17.0|5.11|81.65|0.0|0.0|1.0|5.0|31.0|4.0|-5.52|0.0|1.0|9.14e-07|0.0004269999999999|5.12|0.0|-0.0528299999999999|3.5003|3.5003|705.15|1202.06|354.21|559.16|0.6847|0.6847|0.1502|-0.1486299999999999|5.3020000000000005|0.03472994|-2494.7995530000003|7.0553|7.4647
11_a3|0.0|0|0|0|0.0|0.0|0|6.823286122000001|0|0.605020608|0.0|-0.01008647|-0.101436441|-0.363112913|-0.008037672|0.044912659|10.31163053|1|1|-0.005959152|-0.194041982|-0.0495219879999999|0.724492061|0.132535663|-0.04179402|0.793311683|0.834020779|-0.0955396769999999|-0.099420732|0.014376713|-45.19136777|-47.02715152|253.1353625|80.34769756|-21.37603754|57.08178682|-18.52584757|51.99171876|1105.41974|0.2475152639999999|5.475372235|10.29352296|0.8799677029999999|4487.967272999999|-289.1769972|24.61956593|0.021256639|812.4456757999999|311.6695405|10.0546353|0.0|1.0|3.19|2.07|21.0|3.79|105.82|0.0|0.0|1.0|2.0|22.0|4.0|-6.59|0.0|1.0|0.000197|0.0601|2.22|0.0|-69.0|3.2232|3.2232|508.58|834.82|384.66|346.18|0.6966600000000001|0.6966600000000001|0.4441|-0.13118|3.3694|0.02994326|-1288.10577|4.4522|7.3979
1j_a5|0.0|1|0|0|2.9426852410000004|0.0|0|6.605297921|0|1.427567371|0.0|-0.003981454|-0.115553003|-0.175183967|0.00683534|-0.07622096|10.9487794|1|1|0.006957291|-0.190920568|-0.010807075|0.7862755770000001|-0.084090414|-0.0614852279999999|0.848473695|0.717355058|-0.073803258|-0.074505844|0.019690225|-39.64241895|-40.01980349|73.73338699|1.471030887|-21.29338752|54.3827755|-14.64139152|50.21875634|847.5275797|0.383510433|7.328149934|13.80288876|0.883543443|4618.562904|-322.4414176|23.74961767|0.026739895|973.7343247|422.96706330000006|14.36297201|1.0|1.0|2.76|2.66|23.0|4.5|63.69|0.0|0.0|1.0|4.0|25.0|4.0|-6.15|0.0|1.0|6.29e-05|0.0206|3.03|0.0|-0.03832|4.4331|4.1205|572.47|959.39|300.89|445.81|0.66182|0.6449|0.1644|-0.16813|2.2503|0.03246499|-1065.723417|3.0364|7.6198
8a_a12|0.0|0|0|0|0.0|0.0|0|0.0|1|1.283813597|0.0|-0.00771093|-0.205012437|-0.362413703|-0.001510006|-0.050603335|10.95472846|0|0|0.000249868|-0.3422915179999999|-0.135424346|0.763500863|-0.1261547959999999|-0.146966854|0.8157289759999999|0.862306783|-0.05926895|-0.093050281|0.010336879|-30.69873711|-48.195997|46.32568673|0.0|-15.90061008|55.45388635|-17.52581709|36.0527909|2093.2274030000003|0.208569274|5.113243051|9.607296424|0.878904705|4806.044707999999|-399.41487|22.14447395|0.014012546|974.3568539|464.1781753|7.257889351|1.0|1.0|4.06|3.06|18.0|3.87|50.17|0.0|0.0|1.0|3.0|25.0|4.0|-6.04|0.0|1.0|6.19e-05|0.0203|3.18|0.0|-0.06246|3.9091|3.9091|556.3|952.71|317.17|424.14|0.6309100000000001|0.6309100000000001|0.2486|-0.15696|3.6588|0.02180654|-1045.902509|5.4032|6.7011
14_a15|0.0|0|0|0|0.0|0.0|0|0.0|0|1.43568901|0.0|-0.006678826|-0.033982971|-0.374014235|0.001740635|-0.053931584|10.9597359|0|0|0.0034254209999999|-0.051908601|-0.120626133|0.719993769|-0.021648026|-0.028227917|0.7651878809999999|0.7933685340000001|-0.063809873|-0.0917424269999999|0.014672137|-40.89540491|-58.79722871|92.51564418|2.923143027|-26.20964538|68.59458198|-21.0782518|50.29869851|2731.841165|0.229690275|6.040010666000001|10.18067005|0.685538423|5861.387612|-715.9737342999999|27.36334635|0.015286995|1450.257357|673.7288405|9.797353271|1.0|1.0|3.56|3.72|24.0|5.32|56.27|0.0|0.0|1.0|6.0|30.0|4.0|-4.97|1.0|1.0|1.47e-06|0.000584|5.29|0.0|-0.0338199999999999|4.4518|3.6209|689.8|1177.14|342.41|584.18|0.65079|0.7055899999999999|0.0054|-0.14997|3.3596|0.03885834|-1280.87015|5.0894|7.5229
8h_a8|0.0|1|0|0|2.975382653|0.0|1|7.05012252|0|1.3918396709999998|1.241306689|-0.010324979|0.008138299|-0.485274006|-0.007796225|-0.085125857|10.94341368|1|1|-0.007036544|0.021094825|0.09830823|0.6971223040000001|0.111824921|0.010682683|0.751162751|0.56916135|-0.122706004|-0.11302328|0.0111998669999999|-72.14530885|-66.4523265|316.4918269|53.78973456|-42.41801879|70.94463092|-28.69532281|78.73029948|2019.780061|0.081684095|7.453557203|13.58738632|0.822939833|5956.417906000001|-742.3454901|31.2477685|0.00764059|1374.901814|485.8626377000001|4.492304417|0.0|0.0|3.11|2.73|23.0|4.69|80.88|0.0|0.0|1.0|4.0|29.0|4.0|-5.98|0.0|0.0|1.01e-05|0.00395|3.82|0.0|-0.06344|4801.0|3.7327|608.39|1029.51|332.16|480.09|0.56196|0.69844|272.0|-0.15475|3.4779|0.03330037|-1361.5113789999998|4.4356|4.9359
3a_a12|0.0|0|0|0|0.0|0.0|0|0.0|1|1.28383802|0.0|-0.007671441|-0.1231529169999999|-0.322200517|-0.0025830939999999|-0.062973953|10.95455336|0|0|-0.001011111|-0.205054123|-0.072889493|0.7038021990000001|-0.021522321|-0.032466697|0.759068438|0.8847197109999999|-0.07121814|-0.090803706|0.009433302|-34.84701355|-44.430225|71.11710277|0.0|-17.05063286|52.21461165|-17.08854808|39.46272532|1050.730179|0.2189499039999999|5.924949067000001|11.01449587|0.859002624|4230.717811|-326.0954285|21.87893986|0.015909241|853.2786545|381.0058252|7.784386645|1.0|1.0|3.84|2.74|18.0|3.43|37.28|0.0|0.0|1.0|3.0|23.0|3.0|-5.88|0.0|1.0|8.8e-05|0.0263|3.15|0.0|-0.06829|4.2336|3.7304|528.84|875.71|332.36|383.08|-0.34688|0.66895|128.0|-0.15328|1.3824|0.023184956|-951.264072|1.9332|6.7122
GW6604_a52|0.0|1|0|0|2.944144148|0.0|0|6.605297921|0|1.427583999|0.0|-0.002149879|-0.0778992459999999|-0.085995143|0.007746755|-0.118272803|10.94914378|1|1|0.0070554269999999|-0.131886693|0.039867344|0.693399445|0.074868979|-0.057466653|0.7550228990000001|0.689009112|-0.071850787|-0.072069252|0.009021088|-35.51891876|-35.62691523|157.2481263|0.2386028039999999|-17.55852148|44.37166117|-14.44334401|39.97842884|799.8313017999999|0.26470494|6.2973559020000005|11.6571716|0.851121611|4168.525878|-264.17863140000003|19.64292268|0.01768964|726.7881391|359.1060668|8.744745933999999|1.0|1.0|2.68|1.76|23.0|4.49|54.46|0.0|0.0|1.0|3.0|23.0|3.0|-5.95|0.0|1.0|6.929999999999999e-05|0.0207|3.06|0.0||||||||||||||||6.9706
23_a10|0.0|0|0|0|0.0|0.0|1|7.535296702|1|1.34383709|2.140123457|-0.00264793|-0.031558374|-0.17741132|0.010305237|-0.000458688|10.92966139|1|1|0.010662507|-0.0502296329999999|-0.130679|0.754150918|-0.149057824|-0.043248272|0.800727358|0.706648116|-0.049653973|-0.072395864|0.009615852|-35.17017083|-51.27837225|72.17779806|53.00900704|-24.91121732|60.76548004|-19.02262196|41.98112956|1945.384475|0.238800348|8.755988318|17.02048484|0.943867925|7034.375112000001|-835.377049|24.9903188|0.013394095|1549.399766|930.6293092|9.487107794|1.0|1.0|3.8|4.13|27.0|5.11|56.07|0.0|0.0|1.0|6.0|35.0|5.0|-5.93|0.0|1.0|2e-06|0.000923|4.48|0.0|-53.0|3.8034|3.8034|768.3|1336.11|325.98|606.18|0.67647|0.67647|0.2089|-0.15858|3.8115|0.02986448|-1469.902562|4.8954|6.1249
8m_a46|0.0|0|0|0|0.0|0.2148468989999999|1|7.727094485|1|1.160371261|2.126524943|-0.00517896|-0.134230003|-0.248590088|0.0063680119999999|-0.120972269|10.94650201|1|1|0.005865049|-0.206020062|0.010184776|0.7699708959999999|-0.084989948|-0.090247845|0.8142050040000001|0.77612204|-0.0911455|-0.085204935|0.007059399|-48.32436573|-45.17474201|166.8508795|0.0|-25.62105988|48.72163155|-17.06601365|52.0671834|1913.813025|0.114510313|5.684332261000001|9.899611044|0.7415609409999999|4439.758321|-407.1697745|19.27296714|0.006689855|867.2835213999999|463.1469765|3.546889545|0.0|1.0|3.24|2.92|17.0|4.16|50.94|0.0|0.0|1.0|2.0|24.0|3.0|-5.61|0.0|1.0|2.78e-05|0.0088799999999999|3.72|0.0|-0.01818|5.3062|4.2881|570.72|970.82|289.14|489.57|0.43001|0.6997800000000001|0.1441|-0.17897|2.0174|0.03472717|-1013.962913|3.1675|6.6402
2_a49|0.0|0|0|0|0.0|0.0|1|7.535296702|1|1.3438506419999998|2.12788659|-0.004112807|-0.100166139|-0.189189114|0.004524556|-0.041202373|10.92973199|1|1|0.004580676|-0.170631119|0.032521855|0.79056501|0.084099874|0.00991453|0.851413454|0.7701578720000001|-0.08647612|-0.079176085|0.01105681|-44.066695|-40.34672657|226.4450566|0.0|-22.45560511|49.26352575|-14.409545199999998|49.7010488|1550.010086|0.284594011|5.667936413|10.38394173|0.8320497920000001|4874.364109|-308.399629|20.14177325|0.017498253|845.9544764000001|439.9973344|8.91679918|0.0|1.0|3.09|2.5|21.0|3.28|69.62|1.0|0.0|1.0|2.0|25.0|3.0|-6.57|0.0|1.0|0.000129|0.0421|2.43|0.0|-0.04372|5.4614|3743.0|553.52|941.6|331.24|371.96|0.34449|0.68172|0.0572|-0.1555099999999999|4.8986|0.0366366999999999|-1045.8595810000002|6.7117|7.2291
14p_a23|0.0|0|1|1|0.0|0.0|2|7.423568444|0|1.197963748|3.3252287430000003|-0.005975594|0.041987653|-0.310730878|0.009895793|-0.060144819|10.31321773|2|2|0.009266617|0.080581604|-0.0686282459999999|0.799506006|0.099883916|-0.090287278|0.8683808959999999|0.669357479|-0.063033628|-0.080784473|0.0221104079999999|-42.52653933|-54.50240143|40.58186569|84.65359899|-28.69113861|67.36602512|-22.70933393|57.44364296|2170.5738260000003|0.248361701|9.014073839|16.84664803|0.868927227|6696.264498|-735.4165088|30.21311441|0.0190667019999999|1450.229492|646.2584547|12.86362369|0.0|1.0|3.48|3.28|26.0|3.4|128.81|1.0|0.0|1.0|5.0|32.0|5.0|-6.62|0.0|0.0|1.27e-05|0.00554|3.3|0.0|-0.09046|3.5752|3.5752|699.61|1191.08|346.79|573.24|0.6816|0.6816|0.3802|-0.14774|7.4033|0.02935511|-1721.994023|9986.0|8.5302
3c_a49|0.0|0|0|0|0.0|0.0|1|7.535296702|1|1.343850149|2.108416128|-0.004876919|-0.04696024|-0.248722888|0.006218639|-0.05815918|10.92976555|1|1|0.006470561|-0.0780996759999999|-0.0612829229999999|0.802792677|0.005559828|0.0211518929999999|0.8605470759999999|0.64702083|-0.071786669|-0.074135885|0.0148240689999999|-41.0524769|-42.3959176|89.34479838|77.29181095|-23.47658531|54.85343388|-14.4326528|49.52988301|1667.1178220000002|0.362777444|6.567311051|12.60874968|0.919925763|5544.351498|-387.9176903|22.64931248|0.021783913|1064.517686|542.7276591|12.45751629|0.0|1.0|3.18|2.67|21.0|3.63|72.7|0.0|0.0|1.0|4.0|28.0|4.0|-6.93|0.0|1.0|0.000137|0.0505|2.29|0.0|-0.0606|5.1584|3842.0|613.33|1046.53|322.71|456.22|0.32539|0.6692100000000001|0.0729|-0.15853|3.6122|0.03394942|-1198.484646|3.7789|7.0605
8g_a12|0.0|1|1|1|2.897921027|0.0|0|6.580639137|1|1.28383574|0.0|-0.0084227909999999|-0.038463841|-0.40429396|0.005898773|-0.094550033|10.95472263|1|1|0.005405355|-0.068810076|0.068559367|0.7475224290000001|-0.04981165|-0.070405398|0.80546986|0.7714487940000001|-0.076856227|-0.1045061519999999|0.008910823|-42.39297373|-57.6443411|84.95000993|0.0|-23.38345638|61.99654413|-23.58177591|47.30807670000001|1356.883205|0.09833304|6.882798206|12.83559677|0.864880588|5327.736626|-572.326702|26.15353224|0.007890315|1150.7554189999998|480.0590283|4.352203029|0.0|1.0|4.07|2.51|21.0|3.31|78.85|0.0|0.0|1.0|3.0|27.0|5.0|-6.28|0.0|0.0|4.61e-05|0.0163|3.06|0.0|-0.06432|4.2057|3731.0|590.93|989.66|332.31|418.41|462.0|0.55027|0.1601|-0.1520099999999999|2.9986|0.03954539|-1154.173831|4.2131|5.43
12w_a30|0.0|0|0|0|0.0|0.0|0|7.412764017000001|2|0.604983445|0.0|-0.007019432|-0.0999572419999999|-0.372029919|0.002431329|0.028815747|10.31162873|1|1|0.001805829|-0.173643543|-0.0493878409999999|0.83236194|-0.032835151|-0.080971844|0.889479916|0.711738503|-0.076611264|-0.096032733|0.015446225|-52.53307388|-65.85056003|82.06520565|0.0|-36.02242934|75.77366969|-25.53389062|63.12469722|2783.769563|0.192202301|8.063690539|14.70077638|0.8230829059999999|6888.291006999999|-857.9327732|31.60926388|0.014471302|1548.85393|685.6665849999999|9.923109661|1.0|0.0|4.63|0.0|17.0|5.11|81.65|0.0|0.0|1.0|5.0|31.0|4.0|-5.52|0.0|1.0|9.14e-07|0.0004269999999999|5.12|0.0|-0.05682|5.0632|3.5585|716.83|1211.28|348.42|577.06|0.31353|0.68423|0.1614|-0.15073|2.4229|0.0345723|-2494.807027|3.0068|7821.0
