molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|NaasN|SRW09|nAHRing|nARing|BCUTs-1|SaasN|AATSC1c|SRW07|AATSC1s|n6HRing|MATS7i|SaaaC|AATSC1are|MATS8i|AATSC8d|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8s|MATS8d|SIC2|GATS1pe|nFaHRing|FNSA5|FPSA3|PNSA3|RNCS|RPSA|FNSA4|WNSA5|RPCS|FNSA1|WNSA3|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|MOMI-Z|WNSA4|FPSA1|PPSA1|DPSA4|FPSA5|DPSA1|Mor01p|CYP2D6 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|PAINS|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|IC50|pIC50|pIC50
9a_a36|0.0|1|0|0|0|7.412764017000001|2|2|1.297044807|0.0|-0.007853595|5.351858133|-0.046964839|2|0.095192109|0.0|0.0034852859999999|-0.078488872|-0.06502499|0.00484375|0.160672128|-0.12019672|-0.202876718|-0.398235589|1|0.839235677|0.7885597609999999|-0.019008343|-0.1177413269999999|0.842671963|0.79302567|0|-0.10869601|0.0236784079999999|-45.04449811|49.52042402|0.1734403769999999|-0.039929147|-40.61536816|0.0|0.7638345870000001|-27.53468726|78.37175688|-24.40778806|59.5185754|0.453098452|2682.572663|505.25728260000005|2167.77208|-14.91993116|0.236165413|144.36259840000002|31.95428497|0.019513779|-322.5522826|578.2841135|0.0|1.0|4.69|0.0|0.14|17.0|2.04|66.4|2.02|0.0|5.0|-3.71|29.0|-6.74|382.42|0.0|1.0|0.0|1.95|0.000197|0.0753|0.000102|0.0|0.0002009999999999|-0.05044|3.8677|3.38|320.56|495.18|0.68682|-1252.578886|0.4811|-0.15925|13.0|7.8861|7.8861
16e_a32|0.0|1|1|1|0|7.765993078999999|0|0|0.609420752|0.0|-0.0154404319999999|5.733341277|-0.06951854|0|-0.04474426|2.080236877|-0.0048042729999999|-0.070351839|-0.01320745|-0.002310082|-0.079817994|-0.123297852|-0.219947482|-0.698621582|0|0.804503712|0.86370575|0.096017785|-0.022651598|0.91471624|0.7619492790000001|1|-0.117338144|0.024145309|-55.957388|105.4021155|0.209694841|-0.037448344|-48.41036206|39.27920316|0.702226562|-35.94239328|90.34923861|-24.05371573|71.46633549|0.458956284|2710.157931|507.6266039|3376.1299740000004|-15.45011555|0.297773438|191.2650034|34.2534974|0.023323257|-259.78720209999994|573.3529948|0.0|2.0|3.64|3.36|0.26|19.0|4.6|149.27|1.12|1.0|8.0|-6.59|28.0|-6.15|413.52|1.0|0.0|1.0|3.77|2.58e-07|0.000107|1.7899999999999998e-05|0.0|1.73e-05|-0.0505899999999999|3.6214|4.59|342.37|552.79|0.7022|-1955.766505|0.2858|-0.14991|7.0|8.1367|8.1367
13a_a5|0.0|1|0|0|0|6.605297921|0|0|1.393002748|0.0|-0.006081807|4.59511985|-0.033436214|2|-0.007871499|0.0|0.002355511|-0.139517787|-0.025324157|0.003196482|-0.012798693|-0.035005746|-0.0569177229999999|-0.367284642|2|0.746303189|0.8045357209999999|-0.048584084|-0.048575318|0.857293078|0.720100768|0|-0.0839257009999999|0.016739606|-57.31787843|126.2663658|0.233249839|-0.0279752339999999|-34.78546088|39.93934134|0.598791539|-36.90128585|72.13276165|-18.01047283|68.09484712|0.460877309|2657.14588|493.6342317|1314.232685|-11.59515363|0.401208461|258.29825730000005|30.07803494|0.02811638|-127.2041084|620.5697596|1.0|2.0|3.07|2.46|0.13|23.0|3.58|92.79|0.95|0.0|8.0|-3.77|30.0|-7.18|399.45|0.0|0.0|1.0|2.71|0.000169|0.0675|0.000184|0.0|5.02e-07|-0.05534|4.6285|3.81|267.87|567.51|0.41806|-1312.907813|0.1992|-0.17364|91.0|7041.0|7041.0
A7701_a51|0.0|1|0|0|0|6.605297921|0|0|1.390164251|0.0|-0.002377784|4.59511985|-0.0162614089999999|2|0.070581466|2.087643036|0.008062393|0.058290286|-0.0299823629999999|0.00740235|0.119725261|0.036217274|0.061434294|-0.22798944|2|0.7078647990000001|0.7451039290000001|0.00552665|-0.0533751959999999|0.8092075540000001|0.688876851|1|-0.078131694|0.007404204|-32.97926236|146.2104641|0.134885227|-0.030384547|-16.67652408|0.0|0.799046392|-15.23632002|41.87351682|-14.03756956|36.39998243|0.420350923|1959.582581|399.6804233|1108.114062|-6.485314917999999|0.200953608|92.83996262|17.56790307|0.012504214|-276.3170672|332.8814548|1.0|1.0|2.66|2.05|0.06|21.0|4.0|54.46|1.98|0.0|2.0|-3.95|22.0|-5.82|286.33|0.0|1.0|1.0|3.12|0.000111|0.0319|6.790000000000001e-05|0.0|7.5e-06||||||||||25.0|7.6021|7.6021
12w_a36|0.0|1|0|0|0|7.412764017000001|2|2|1.24014105|0.0|-0.015825416|5.351858133|-0.297354748|2|0.041058884|0.0|-0.011700732|-0.041402825|-0.010726574|-0.007897954|0.115646674|-0.1187503719999999|-0.3344729369999999|-0.604676196|1|0.647732719|0.828393514|-0.098657593|-0.016393443|0.8792981679999999|0.624142499|0|-0.111267166|0.021104445|-62.34080876|112.947763|0.171636756|-0.041210062|-57.35989379|0.780959767|0.70536279|-44.76031023|99.51883498|-29.58856606|77.49366829|0.4672300679999999|3230.870697|594.7596206000001|2602.5207|-21.24440511|0.29463721|211.5476713|41.94801097|0.0273396629999999|-294.8983941|672.4630346|0.0|2.0|4.82|0.0|0.17|17.0|4.04|78.43|2.04|0.0|7.0|-5.2|34.0|-6.4|465.43|0.0|0.0|0.0|2.65|6.26e-06|0.00291|8.6e-06|0.0|3.37e-05|-0.05326|3.8881|4.86|318.88|552.55|0.69466|-1644.953222|0.4508|-0.15708|23.0|7.6383|7.6383
9h_a24|0.0|1|0|0|1|7.153833802|0|0|1.428198245|1.726213624|-0.002864393|5.209486153|2.01e-05|2|0.078066659|0.0|0.013595277|-0.209618231|-0.002471577|0.012380829|0.144624936|-0.02551563|-0.047269812|-0.207206943|2|0.687815726|0.78742035|0.183289617|-0.004960317|0.859720539|0.656172477|0|-0.0687348109999999|0.018457687|-28.52000725|167.2085719|0.1162247219999999|-0.026280957|-15.35662744|1.773520599|0.572371258|-13.48059881|47.51520531|-12.42226332|37.24443236|0.477589721|2062.34011|417.7355164|768.1954692|-5.871651668999999|0.427628742|202.1279819|21.70315707|0.031789952|-68.41568372|295.8603625|0.0|1.0|2.84|1.96|0.0|22.0|2.72|72.28|1.07|0.0|3.0|-2.83|22.0|-6.85|288.31|0.0|1.0|1.0|1.97|0.00147|423.0|0.000575|0.0|0.000258|-0.0435399999999999|5.1739|1.16|239.63|363.48|0.54606|-945.153352|0.0073|-0.18239|77.0|7.1135|7.1135
3e_a32|0.0|1|1|1|0|7.773594467000001|0|0|0.609420788|0.0|-0.006553709|5.733341277|-0.058503168|0|-0.057366352|2.220794149|0.000655875|-0.114649277|-0.080731823|0.002004382|-0.1046390059999999|-0.076494363|-0.1395294259999999|-0.551661318|0|0.8315372|0.8046468659999999|-0.061561535|-0.12378337|0.85921771|0.77923808|1|-0.100056595|0.0124235339999999|-39.56206964|47.09895162|0.131830389|-0.030786645|-29.05885545|0.0|0.7752553659999999|-21.32040233|60.86894767|-16.59123638|46.25723848|0.4513338939999999|2212.661182|467.865447|1732.3689949999998|-8.941186293|0.224744634|121.1171726|21.40099522|0.012891628|-296.6758413|421.3548777|1.0|1.0|3.33|3.04|0.24|19.0|5.24|110.94|1.94|0.0|3.0|-6.52|23.0|-5.2|340.47|0.0|0.0|1.0|4.3|3.02e-07|0.000103|6.6e-06|0.0|4.13e-05|-0.0534399999999999|3.5589|3.52|348.38|456.76|0.7025399999999999|-1672.576776|0.2914|-0.14754|8.0|8.0862|8.0862
18d_a25|0.0|0|0|0|1|6.842683282|0|0|1.193723212|1.918453956|-0.0029605|4.727387819|0.024310576|2|-0.031867489|2.029297802|0.006452854|-0.070413428|0.016982601|0.0062422|-0.055336237|-0.035684977|-0.061965108|-0.292727912|2|0.722349659|0.780221059|-0.03671629|0.029728702|0.838260077|0.696372329|1|-0.076328248|0.011158458|-46.31109519|70.58850837|0.062186295|-0.0281209329999999|-43.24308488|0.389087507|0.75793699|-34.85786147|68.15463481|-21.166323|54.70994625|0.476833495|3113.122552|705.8822532|2625.142499|-15.93166285|0.24206301|182.1982146|27.92623037|0.014219928|-388.2927768|883.4030667999999|1.0|1.0|3.66|3.57|0.11|27.0|5.98|111.51|2.4|0.0|7.0|-6.26|35.0|-6.21|474.58|1.0|0.0|1.0|4.5|5.47e-07|0.00026|2.86e-06|0.0|2.81e-08|-0.07287|5.6512|4.56|219.39|664.72|0.41694|-1806.514606|0.0389|-0.14723|232.0|6.6345|6.6345
12at_a36|0.0|1|0|0|0|7.412764017000001|2|2|1.297042863|0.0|-0.010886502|5.351858133|-0.073048351|2|0.054794728|0.0|-0.001148437|-0.076129505|-0.037590959|0.000906224|0.091520225|-0.136151085|-0.227404687|-0.48127276|1|0.817851296|0.8384626709999999|-0.08859337|-0.063825255|0.890810337|0.7767870459999999|0|-0.110637955|0.029516069|-58.66704838|95.16663336|0.248143308|-0.037537878|-53.05210062|80.75773169|0.6744421970000001|-40.6250081|95.60375457|-25.99374995|79.10595873|0.49342323|3041.832389|520.6361161|2388.600265|-17.99981985|0.325557803|225.4381077|38.54110857|0.027424543|-241.591008|735.3783268|0.0|2.0|4.9|0.0|0.17|17.0|1.67|95.5|1.89|0.0|7.0|-4.18|33.0|-7.18|439.47|0.0|0.0|0.0|1.76|6.579999999999999e-05|0.0289|8.36e-05|0.0|0.000106|-0.05703|4.7133|4.5|263.05|589.75|0.42968|-1460.549244|0.2076|-0.15607|78.0|7.1079|7.1079
12l_a30|0.0|0|0|0|0|7.412764017000001|2|2|0.60498366|0.0|-0.015371073|5.351858133|-0.274237737|2|-0.102468864|0.0|-0.00695299|0.154540315|-0.02588969|-0.004395528|-0.300262845|-0.077457998|-0.226973911|-0.640870513|1|0.613786308|0.830875659|-0.045411075|-0.0395239879999999|0.883029843|0.593245722|0|-0.109810463|0.0154211289999999|-63.31694493|103.5499036|0.165720595|-0.045581702|-53.74781658|1.697908189|0.8218150790000001|-44.29742723|88.64610824|-31.88960104|74.10578426|0.462727396|3306.001879|583.6736326|2394.793539|-22.31041443|0.178184921|124.6606826|38.8038646|0.016896687|-450.2927313999999|696.6414817000001|0.0|1.0|4.72|0.0|0.17|17.0|4.78|90.88|2.82|0.0|7.0|-6.7|34.0|-5.66|482.48|0.0|0.0|0.0|3.42|1.99e-07|9.63e-05|1.2e-06|0.0|3.19e-05|-0.0545299999999999|5.0454|5.52|245.74|574.72|0.39486|-1987.782294|0.1574|-0.14944|61.0|7.2154|7.2154
6b_a40|0.0|0|0|0|1|8.421342866|1|2|0.604892326|1.710647518|-0.014861289|6.401917197|-0.069975812|0|-0.137534783|0.6899826|-0.003851208|0.0986825569999999|-0.226457281|-0.004728928|-0.248560671|-0.018582337|-0.033583055|-0.630957955|0|0.691778838|0.842573207|0.003163118|-0.307881994|0.90571269|0.6462648870000001|1|-0.118488624|0.014588568|-72.13527644|176.8246355|0.246568426|-0.049599889|-53.15460718|34.43877986|0.878140798|-48.31476032|87.29061302|-33.22101012|81.90640622|0.442509019|3214.047452|504.6333458|4049.386572|-22.2507658|0.1218592019999999|81.61884754|37.83107469|0.011838681|-506.5422338|618.8882797|0.0|1.0|4.02|3.36|0.21|14.0|4.38|173.43|2.61|1.0|5.0|-8.41|31.0|-5.85|511.42|1.0|0.0|1.0|4.21|3.86e-09|1.98e-06|6.55e-07|1.0|0.00318|-0.09533|3.1026|8.98|399.62|552.01|0.69429|-3290.583786|0.4962|-0.1237099999999999|0.03|7.5229|7.5229
17d_a50|0.0|0|1|1|2|8.105609402|2|2|1.338814635|4.380250483|-0.002166617|6.042632834|0.03538699|1|0.006071856|2.234730384|0.012079|-0.136180713|-0.125540541|0.01245647|0.009780681|-0.200725906|-0.323333765|-0.2294807539999999|1|0.754575205|0.748516466|-0.1921395789999999|-0.2177003589999999|0.789310938|0.7276268779999999|1|-0.069790853|0.0152123589999999|-30.63468215|5.007868064|0.070113177|-0.025589979|-33.56790124|86.38197811|0.75405703|-21.24595322|57.5414543|-17.74731987|41.18485076|0.445708152|2824.70142|644.9008302|2950.99157|-12.30823045|0.24594297|170.5678813|23.53577933|0.013178555|-352.3903892|829.3813984|1.0|0.0|4.07|3.68|0.35|20.0|4.29|51.77|2.71|0.0|6.0|-4.5|32.0|-6.25|424.54|0.0|1.0|0.0|3.68|3.17e-05|0.0135|1.31e-05|0.0|3.63e-05|-0.03251|4.0506|3.41|306.09|579.45|0.66103|-1335.649722|0.1819|-0.16716|74.0|7.1308|7.1308
14c_a22|0.0|0|0|0|1|6.842683282|0|0|1.42291727|1.596256692|-0.005236206|4.727387819|-0.018518519|2|-0.026986769|1.568396937|0.003784292|-0.023927419|0.006275578|0.004362505|-0.047249795|-0.0917078119999999|-0.160566657|-0.364626967|2|0.667111824|0.773044788|-0.096749121|0.010828071|0.8353837409999999|0.639264982|1|-0.080077573|0.024569649|-48.57709197|36.22825261|0.133423541|-0.030217952|-41.50359456|78.22334636|0.66168729|-34.9718749|75.5139152|-21.75466672|66.26540251|0.462147828|3079.4894480000003|623.8702703|2092.7515510000003|-15.66173379|0.33831271|243.5598613|32.87756477|0.024813755|-232.8055235|731.8178649|1.0|1.0|3.49|2.85|0.08|27.0|4.18|109.38|1.08|0.0|6.0|-4.86|34.0|-6.96|445.48|0.0|0.0|0.0|2.98|1.39e-05|0.00618|2.4e-05|0.0|2.35e-07|-0.07399|5.7361|4.79|216.15|575.8|0.3078|-1460.324494|0.0694|-0.15408|153.0|6.8153|6.8153
17b_a25|0.0|0|0|0|1|6.842683282|0|0|1.3732004619999998|1.785120622|-0.004368141|4.727387819|-0.002108117|2|-0.026412432|1.968416259|0.005120507|-0.100018134|0.016982601|0.005244553|-0.044260194|-0.044156525|-0.073994564|-0.366585181|2|0.653180996|0.780221059|0.068812225|0.029728702|0.838260077|0.636746066|1|-0.079392561|0.015879547|-51.71860811|99.61874923|0.1178296009999999|-0.029249891|-45.64634114|87.61586206|0.724866184|-39.21569422|73.52844745|-22.17876359|63.75929319|0.476276266|3100.8813760000003|668.9067217|2514.295488|-16.81707305|0.275133816|208.6205329|30.59704545|0.0175785369999999|-341.0100868|832.226697|1.0|1.0|3.56|3.25|0.11|27.0|5.18|96.49|2.0|0.0|7.0|-5.32|35.0|-6.53|458.51|0.0|0.0|1.0|3.78|4.75e-06|0.00218|8.59e-06|0.0|4.16e-08|-0.05531|5.4236|5.89|228.6|654.18|0.31395|-1483.563965|0.1741|-0.16408|101.0|6.9957|6.9957
7h_a8|0.0|1|0|0|1|7.05012252|0|0|1.391840221|1.2793830309999998|-0.00534208|4.844187086|-0.073219554|0|-0.016074683|0.0|0.00112124|-0.0873792009999999|0.0260356679999999|0.00084936|-0.043606497|0.052081992|0.141285105|-0.382578949|0|0.515235986|0.7051689170000001|0.095758228|0.041366689|0.7677336090000001|0.507325475|0|-0.0934764819999999|0.011647275|-53.71230941|70.28953528|0.228988973|-0.041038456|-31.05895923|47.81104825|0.892830345|-30.96107949|58.94376531|-23.65556243|60.42608164|0.4346108389999999|2534.324886|444.4294792|1919.19991|-13.63564064|0.107169655|61.77519141|26.49502512|0.00878112|-452.8739011|446.5544107|0.0|1.0|3.12|3.2|0.0|23.0|5.49|61.58|4.27|0.0|3.0|-5.68|28.0|-5.27|373.35|0.0|0.0|1.0|4.63|2.09e-06|0.00078|3.16e-06|0.0|1.31e-06|-0.06799|3.9282|6.81|315.62|500.94|0.6963199999999999|-1285.017252|0.3885|-0.16076|10.5|4.9788|4.9788
7_a3|0.0|0|0|0|0|6.823286122000001|0|0|0.60501656|0.0|-0.008855374|4.727387819|-0.106234254|2|-0.047419994|1.989724777|-0.007540435|0.054347129|0.030246987|-0.006696449|-0.084462575|0.020589494|0.036673175|-0.592753801|2|0.881253042|0.790667152|-0.224253635|0.0507482109999999|0.8632654590000001|0.773152968|1|-0.096448591|0.009708941|-51.18177092|230.9407974|0.217705402|-0.036877402|-23.61864737|76.07607751|0.7992146109999999|-25.32764885|55.15105143|-18.2490344|55.98630667|0.3987206729999999|2196.07224|387.1238241|1952.029549|-9.030659289|0.2007853889999999|99.36002106|22.83370969|0.0149999089999999|-296.13678660000005|353.7528308|1.0|1.0|3.02|2.61|0.0|21.0|4.66|92.93|2.11|0.0|2.0|-5.44|23.0|-5.68|338.81|0.0|0.0|1.0|3.63|3.67e-06|0.00124|1.34e-05|0.0|1.11e-05|-0.0640299999999999|5.8849|3.09|210.68|362.61|0.3456|-1731.602893|0.1262|-0.14816|1023.0|5.9901|5.9901
16b_a23|0.0|0|1|1|2|7.423568444|1|1|1.197960988|3.418247774|-0.005139233|5.351858133|-0.013240238|3|0.054655144|0.754232958|0.0116350769999999|-0.068280331|-0.05237763|0.011266252|0.099244509|-0.123524943|-0.224300431|-0.401493392|2|0.75524548|0.7740962779999999|0.14319927|-0.09063701|0.830577373|0.711576167|1|-0.07920267|0.018614978|-37.52431601|7.971529518|0.071420236|-0.031407956|-43.49333918|100.0262487|0.738977|-27.80700713|72.31582904|-23.2745413|51.31875369|0.4870072789999999|3370.826124|688.1144512|2256.698672|-17.24735864|0.261023|193.4284005|31.49562341|0.018384316|-354.1828792|896.9989312000001|0.0|1.0|4.19|0.0|0.07|26.0|4.1|108.26|3.14|0.0|6.0|-6.19|36.0|-6.3|489.57|0.0|0.0|0.0|2.9|6.41e-07|0.000314|2.16e-06|0.0|2.26e-05|-0.07352|1.6041|4.24|772.92|607.92|0.95419|-1877.270284|0.3456|-0.13741|96.0|7.0191|7.0191
12b_a40|0.0|0|0|0|1|7.515889085|0|0|0.604989475|1.713497417|-0.004650218|5.4161004020000005|-0.011794908|0|0.1744506639999999|0.747253086|0.00779293|0.107454819|-0.1537981269999999|0.004452418|0.279216571|0.023952313|0.038336814|-0.513870527|0|0.58925219|0.7137941109999999|0.026452642|-0.227384615|0.7818091140000001|0.522580798|1|-0.074921647|0.010845303|-37.05091872|80.72126798|0.044352844|-0.0338355829999999|-24.3068084|48.17000329|0.856829717|-21.10373336|48.54667776|-19.27231874|43.22826564|0.494842289|2462.878448|544.3244990000001|860.5059425000001|-10.97726831|0.143170283|81.54797734|22.49258909|0.010309671|-406.4913617|370.3261123|0.0|0.0|3.26|3.87|0.0|20.0|6.74|58.43|5.07|0.0|2.0|-7.71|24.0|-4.09|415.12|1.0|0.0|1.0|5.79|1.95e-08|8.09e-06|7.82e-08|0.0|1.7e-06|-0.08279|3407.0|6.27|363.91|490.5|0.69476|-3016.927883|306.0|-0.14267|0.04|7.3979|7.3979
4_a27|0.0|0|0|0|2|6.823286122000001|0|0|1.4008954130000002|3.294369174|-0.006181204|4.727387819|-0.058641975|2|-0.273119343|1.274166982|0.00991794|0.13397347|-0.01660383|0.010329671|-0.459570857|-0.2030237389999999|-0.341622797|-0.480852615|2|0.639413469|0.7853766809999999|-0.07759915|-0.024800302|0.842039655|0.614205449|1|-0.078787867|0.0201467639999999|-29.89961815|8.590238252999999|0.1473956619999999|-0.0281385239999999|-21.12083948|58.27512057|0.682485674|-15.48073439|51.33640873|-14.56891559|40.33074472|0.444169714|2273.715366|441.4418013|1213.060761|-7.543156957000001|0.317514326|164.3952417|21.34684457|0.020363697|-188.9664429|424.8821143|0.0|0.0|3.11|3.08|0.16|21.0|2.8|65.6|2.66|0.0|2.0|-3.57|25.0|-6.51|331.37|0.0|1.0|1.0|2.8|0.000266|0.0882|0.000102|0.0|0.0002|-0.0449899999999999|5.5485|4.63|223.46|445.65|0.36899|-1082.963712|0.1741|-0.17034|4.0|8.3979|8.3979
12_a15|0.0|0|0|0|0|0.0|0|0|1.435689014|0.0|-0.006620824|0.0|-0.0455566929999999|2|-0.035728911|0.0|0.001740635|-0.106061273|-0.01062828|0.0034254209999999|-0.054575504|-0.120626133|-0.184255041|-0.380490701|2|0.8310685940000001|0.723852961|0.049877871|-0.019064393|0.769289315|0.7933685340000001|0|-0.094209248|0.015018226|-39.00359933|72.18361893|0.10362709|-0.031995594|-38.40979933|4.192089814|0.746489397|-24.90456371|70.6606311|-20.42981445|48.59303169|0.476419838|2613.57759|572.3516967|2661.728915|-13.04483751|0.253510603|161.8714956|27.36785616|0.016453962|-314.7766363|673.7288405|1.0|1.0|3.56|3.73|0.12|24.0|6.3|56.27|2.87|0.0|6.0|-6.22|30.0|-4.97|397.47|1.0|0.0|1.0|4.7|5.99e-07|0.0002379999999999|1.47e-06|0.0|5.99e-08|-0.03196|4.4819|5.16|276.63|585.26|0.50595|-1280.810963|0.0093|-0.15858|4.0|8.3979|8.3979
4o_a46|0.0|0|0|0|1|7.825245291|1|1|1.13463699|2.138144369|-0.000627744|5.587248657999999|0.042766097|1|-0.2363624889999999|0.0|0.010870588|-0.203025042|-0.06855792|0.010144781|-0.376106593|-0.018058762|-0.028735607|-0.096073163|1|0.626333846|0.7699448320000001|-0.121466731|-0.09492635|0.8176134690000001|0.6418406720000001|0|-0.06570509|0.00972341|-35.54402423|5.821925821000001|0.049267382|-0.021901697|-19.76117845|31.19780621|0.7510206490000001|-19.49276784|42.00638612|-12.01115223|40.87645867|0.460981009|2195.436986|521.3931342|1705.3950960000002|-6.587059484|0.248979351|136.5432529|15.99310518|0.0108913189999999|-275.3254498|544.7877262000001|0.0|0.0|3.73|3.12|0.32|17.0|4.94|54.5|2.72|0.0|2.0|-4.91|26.0|-5.51|342.44|0.0|1.0|1.0|3.92|1.23e-05|0.00422|1.34e-05|0.0|1.88e-05|-0.04627|4.3255|3.76|286.64|501.08|0.6843|-1070.223416|0.1598|-0.18282|162.0|6.7905|6.7905
3g_a32|0.0|1|1|1|0|7.78113851|0|0|0.60942078|0.0|-0.006258272|5.733341277|-0.072619634|0|-0.058985916|2.2144733530000003|0.001276735|-0.1154223269999999|-0.125170068|0.002565215|-0.105402305|-0.074808287|-0.133675401|-0.563371932|0|0.833981748|0.755211939|-0.1015732219999999|-0.1719626169999999|0.802214256|0.786074011|1|-0.098311343|0.0119962889999999|-38.9071564|42.56199385|0.112304055|-0.030429702|-30.18744099|0.0|0.8007401590000001|-21.55960626|60.55421302|-16.86199774|45.55465473|0.447358137|2271.746759|491.89858160000006|1886.244271|-9.343731735|0.199259841|110.4157723|21.05801434|0.01096673|-333.29803589999995|475.3634141|0.0|1.0|3.43|3.44|0.28|19.0|5.42|110.94|2.18|0.0|3.0|-7.09|24.0|-4.9|354.49|0.0|0.0|1.0|4.61|8.12e-08|2.88e-05|2.58e-06|0.0|1.8e-05|-0.0535|3.5456|4.13|349.68|495.4|0.70275|-1711.865318|0.2859|-0.14715|14.0|7.8539|7.8539
8_a47|0.0|0|0|0|0|7.252053952000001|0|1|1.24688044|0.0|-0.007835945|5.476463552|-0.099564745|2|-0.087101663|1.335354131|-0.008756|-0.153669322|-0.14203855|-0.007648516|-0.177626636|-0.00158075|-0.003223628|-0.4497577479999999|2|0.686795267|0.7847248109999999|-0.035681436|-0.223459904|0.842571655|0.659210804|1|-0.091482011|0.008687692|-44.09728708|90.32612351|0.150243126|-0.035797309|-30.83488674|0.0|0.819702033|-25.60148752|60.62152862|-20.78278301|49.14108595|0.414302597|2621.772106|493.3419136|2217.264922|-12.06582525|0.180297967|104.6752861|25.35407034|0.012935553|-371.2177396|559.4973856|1.0|2.0|3.02|3.21|0.13|22.0|6.77|58.04|3.9|0.0|4.0|-6.59|29.0|-4.79|405.85|1.0|0.0|1.0|5.03|2.56e-07|0.000104|6.490000000000001e-07|0.0|2.28e-07|-0.05495|3.6696|4.91|337.87|433.38|0.6877800000000001|-1685.8518170000002|0.2249|-0.15357|0.05|7.3|7.3
14n_a23|0.0|0|1|1|2|7.423568444|0|0|1.197963531|3.3716621960000004|-0.0068536419999999|5.351858133|-0.027380305|2|0.079559363|0.747533142|0.010561248|-0.049694913|-0.059870135|0.010508236|0.144230149|-0.110069159|-0.199540201|-0.404569286|2|0.756252127|0.802854174|0.219354173|-0.099694124|0.861597051|0.71381683|1|-0.082430028|0.027028617|-39.82324087|97.93357279|0.10672565|-0.032325501|-37.64460956|97.39429807|0.6868205409999999|-26.91195666|72.09248208|-21.84509525|58.08878013|0.469606631|3014.591033|603.6615822000001|2195.877777|-14.76259199|0.313179459|211.642042|31.80611809|0.0242495529999999|-252.5011125|683.7405759|0.0|1.0|3.53|3.66|0.09|26.0|4.03|114.25|2.72|0.0|6.0|-5.63|32.0|-6.47|441.51|0.0|0.0|0.0|3.48|2.32e-06|0.0010199999999999|9.57e-06|0.0|1.3699999999999998e-05|-0.06951|3.4217|3.23|362.35|575.71|0.6955|-1744.1828670000002|0.4229|-0.1382|1.0|9.2441|9.2441
14d_a23|0.0|0|1|1|2|7.423568444|0|0|1.197963465|3.405551724|-0.005343003|5.351858133|-0.026530366|2|0.03253552|0.758207139|0.01269616|-0.019307114|-0.054430189|0.01180744|0.059486662|-0.074441567|-0.136106024|-0.4483522929999999|2|0.725800261|0.772008792|0.006563565|-0.088996384|0.829764975|0.6906097959999999|1|-0.078282292|0.018596017|-35.40917327|39.26987634|0.078305538|-0.032878563|-33.99063559|83.40396369|0.790346608|-23.33262837|61.49227899|-21.66510006|47.66288948|0.454495683|2878.955374|607.3441532|2261.37838|-14.27606695|0.209653392|138.1496441|27.41215037|0.015037275|-382.6437544|666.0036144999999|0.0|1.0|3.52|3.62|0.09|26.0|4.33|105.02|3.24|0.0|5.0|-5.85|31.0|-6.1|425.51|0.0|0.0|0.0|3.8|1.43e-06|0.000608|5.61e-06|0.0|7.03e-06|-0.0725799999999999|3688.0|3.79|336.18|554.84|8.1555|-1668.983743|336.18|-0.14894|4.0|8.4001|8.4001
21_a10|0.0|0|0|0|1|7.535296702|1|1|1.343837211|2.093218896|-0.009308076|5.4161004020000005|-0.085463279|2|-0.032405474|1.817620533|0.001533145|-0.023060773|-0.003554514|0.002099681|-0.051564917|-0.0236638829999999|-0.03765494|-0.4636733179999999|2|0.7135035209999999|0.7620337359999999|0.057775125|-0.005970601|0.81962595|0.68876002|1|-0.084654798|0.018892889|-64.32920271|240.7558768|0.225214587|-0.03292131|-42.25440548|74.3822498|0.704106635|-45.44837698|75.80259699|-23.25880088|77.676969|0.391384102|3104.255496|547.3834282|2701.142106|-16.4322688|0.295893365|209.0477207|33.03306591|0.022638817|-288.401376|746.5727327999999|1.0|1.0|3.5|3.17|0.11|27.0|5.6|90.13|2.81|0.0|5.0|-5.77|34.0|-6.07|448.47|0.0|0.0|0.0|4.04|1.69e-06|0.0007599999999999|3.12e-06|0.0|8.68e-07|-0.06082|5.9596|5.57|208.04|517.44|0.4226399999999999|-1485.216871|0.1489|-0.16178|4.8|5.3188|5.3188
