molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|NaasN|SRW09|nAHRing|nARing|BCUTs-1|SaasN|AATSC1c|SRW07|AATSC1s|n6HRing|MATS7i|SaaaC|AATSC1are|MATS8i|AATSC8d|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8s|MATS8d|SIC2|GATS1pe|nFaHRing|FNSA5|FPSA3|PNSA3|RNCS|RPSA|FNSA4|WNSA5|RPCS|FNSA1|WNSA3|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|MOMI-Z|WNSA4|FPSA1|PPSA1|DPSA4|FPSA5|DPSA1|Mor01p|CYP2D6 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|PAINS|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|IC50|pIC50|pIC50
7f_a10|0.0|0|0|0|1|7.535296702|1|1|1.240141822|1.924772416|-0.011104817|5.4161004020000005|-0.2347037789999999|2|-0.104120245|0.740070757|0.00189949|-0.000498274|-0.0971900919999999|0.0030999659999999|-0.309622111|-0.058093287|-0.172751862|-0.5846516820000001|2|0.5371733989999999|0.796084921|-0.009545801|-0.137271684|0.8499946070000001|0.5209683970000001|1|-0.095196098|0.00797443|-35.78096407|15.96885516|0.068226214|-0.03645808|-29.53487321|0.3440879|0.8217865520000001|-19.93012491|60.16185231|-20.30728086|40.22275023|0.402568457|2803.359424|519.0013298|2375.702381|-11.31122804|0.178213448|99.26552746|24.71113795|0.012813716|-358.4725202|527.8079877|0.0|0.0|3.37|2.97|0.23|21.0|6.57|52.83|2.64|0.0|4.0|-5.54|30.0|-5.47|410.39|1.0|0.0|0.0|4.39|2.9e-06|0.00119|2.52e-06|0.0|3.03e-06|-0.0613|5.7757|4.93|214.67|426.07|0.34467|-1442.001311|0.0191|-0.15627|141.0|6.8508|6.8508
7a_a8|0.0|1|0|0|1|7.535296702|1|1|1.4000287219999998|1.4494883790000002|-0.010269971|5.4161004020000005|-0.0407248439999999|1|-0.017706371|0.0|0.000736369|0.004607684|-0.019054799|0.002028046|-0.02923588|-0.019499132|-0.032195997|-0.412963751|1|0.7168594159999999|0.764224152|0.033708575|-0.032562221|0.831914523|0.681200974|0|-0.101880506|0.035405618|-60.00793116|145.3710976|0.281589625|-0.042647654|-35.14198015|71.85980901|0.733884399|-35.24327197|75.4573633|-25.04740346|80.80201312|0.477611327|2715.360649|421.9297638000001|1702.719465|-14.71059634|0.266115601|156.2924154|34.12990316|0.0265990589999999|-274.7254012|488.0169522|0.0|1.0|3.34|3.06|0.05|23.0|3.49|92.93|2.01|0.0|3.0|-4.86|29.0|-6.33|382.37|0.0|0.0|1.0|3.15|1.36e-05|0.00522|2.29e-05|0.0|2.05e-05|-0.07616|4.5808|5.2|270.66|494.48|0.61257|-1291.10235|0.1575|-0.12889|24.73|4.6068|4.6068
47f_a18|0.0|0|0|0|0|7.03438793|1|1|1.251175676|0.0|-0.005817448|4.844187086|-0.034211867|0|-0.048472184|0.0|0.0036509859999999|0.033759227|-0.008224928|0.00531392|-0.071877686|-0.264839041|-0.3927204379999999|-0.4138670829999999|0|0.765824398|0.750610215|-0.009917608|-0.014370598|0.780474694|0.745431271|0|-0.084851044|0.0138461289999999|-54.18475173|111.1889928|0.161843119|-0.0289997239999999|-61.15474298|58.84834254|0.726550657|-46.00060733|86.11217859|-24.61956302|65.93954138|0.483843526|3367.7324700000004|711.5604361000001|2343.062749|-20.90098811|0.273449343|232.14715330000004|33.88554232|0.016581683|-384.6642262|1347.416568|1.0|2.0|4.87|0.0|0.34|18.0|3.6|88.97|2.79|1.0|13.0|-6.11|40.0|-6.4|541.68|0.0|0.0|0.0|2.83|7.76e-07|0.000421|3.01e-06|1.0|3.27e-07|-0.04439|3.0964|8.13|400.42|874.24|0.6984600000000001|-1741.724929|0.5741|-0.12802|9.0|8.0458|8.0458
12c_a5|0.0|1|0|0|0|6.605297921|1|1|1.236775191|0.0|-0.002685954|4.59511985|0.020594766|3|-0.086795626|0.0|0.0054189009999999|-0.096073591|0.0072946769999999|0.00586291|-0.1386392109999999|-0.01261147|-0.020144382|-0.223631474|2|0.808899433|0.797601178|0.05430631|0.014673577|0.8446264459999999|0.782051277|0|-0.066083881|0.016374249|-46.62294305|143.44655559999998|0.158907079|-0.022421317|-28.59715492|13.26856229|0.583585895|-30.6699685|59.40070647|-14.74941369|57.39441476|0.4609383929999999|2697.345008|553.2961182|2045.184304|-9.702606135|0.416414105|273.9296719|25.27376659|0.024214085|-109.9706106|735.3048881|1.0|2.0|3.27|2.78|0.24|23.0|4.32|75.72|1.57|0.0|6.0|-4.09|31.0|-6.79|411.5|0.0|0.0|0.0|3.31|8.159999999999999e-05|0.0336|4.64e-05|0.0|2.03e-07|-0.04565|4.6671|2.06|265.66|519.21|0.52074|-1316.244961|105.0|-0.16563|47.0|7.3279|7.3279
3i_a32|0.0|1|1|1|0|7.78113851|0|0|0.6094207970000001|0.0|-0.012358668|5.733341277|-0.363243817|0|-0.21362765|1.711001131|-0.0131506889999999|-0.26785886|0.022524712|-0.0106761939999999|-0.8373173840000001|-0.054335108|-0.212967423|-0.537667101|0|0.565740817|0.833699527|-0.337053202|0.030060554|0.902293804|0.54844677|1|-0.1132851459999999|0.015296821|-49.17963359|60.99385995|0.106172013|-0.044627482|-31.48976464|0.201037767|0.77072347|-25.92886531|71.27609889|-23.52884474|57.24454122|0.422644726|2471.4299920000003|471.2508776000001|2141.3084710000003|-12.4050588|0.22927653|120.8809386|30.52825775|0.021905206|-285.465827|318.0257595|0.0|1.0|3.1|2.49|0.13|19.0|6.29|110.94|2.09|0.0|3.0|-6.27|24.0|-5.53|366.38|1.0|0.0|1.0|4.37|5.37e-07|0.000197|6.85e-06|0.0|4.01e-05|-0.06518|3642.0|3.38|340.43|418.24|0.70322|-1891.738614|0.4765|-0.1476|6.0|8.2366|8.2366
47k_a18|0.0|0|0|0|0|7.03438793|1|1|1.25117623|0.0|-0.0067578909999999|4.844187086|-0.0605329409999999|0|-0.017736343|0.0|0.003047962|-0.02822032|-0.008576013|0.00493127|-0.026672956|-0.279965025|-0.421027889|-0.451417954|0|0.762665453|0.721697829|0.022512501|-0.014398731|0.753132457|0.737517943|0|-0.088346874|0.015080484|-51.59195677|20.66242736|0.169064596|-0.030255779|-55.10689702|58.77865447|0.7153044209999999|-40.74641317|84.23875372|-23.89547793|63.50225571|0.467246896|3245.964586|656.2580564|2009.418849|-18.87222501|0.284695579|224.8475227|33.40602576|0.018313855|-340.0872332|1167.054827|1.0|2.0|4.66|0.0|0.3|18.0|3.17|88.97|2.82|1.0|11.0|-5.84|38.0|-6.41|513.63|0.0|0.0|0.0|2.53|1.44e-06|0.000742|4.65e-06|1.0|1.85e-06|-0.04359|3.0948|8.45|400.63|793.48|0.69823|-1664.2657390000002|0.5920000000000001|-0.1277599999999999|29.0|7.5376|7.5376
11a_a31|0.0|1|0|0|0|7.773594467000001|1|1|0.610138462|0.0|-0.02376325|5.733341277|-0.259732443|0|-0.087576474|0.0|-0.022093578|-0.1217573119999999|-0.019865299|-0.017433557|-0.149933348|-0.1068420919999999|-0.1829166189999999|-0.563537536|0|0.861302755|0.8433024170000001|0.022073976|-0.030335912|0.910334509|0.819138461|0|-0.161027639|0.041435152|-76.64827023|258.8577775|0.513245044|-0.056833284|-41.01552988|71.03772901|0.735254945|-38.68354874|97.23036756|-28.68314085|97.560141|0.451795285|2288.9694010000003|245.6599349|1769.346573|-14.47606937|0.264745055|133.6139513|39.01114987|0.031626337|-237.4612264|302.14325319999995|0.0|2.0|3.26|2.16|0.13|16.0|2.94|125.57|0.57|0.0|3.0|-4.81|23.0|-6.51|329.33|0.0|0.0|1.0|2.42|1.5399999999999998e-05|0.00506|0.000161|0.0|0.00731|-0.05074|3.8042|3.97|325.92|407.76|0.69222|-1441.327731|0.2797|-0.15515|0.19|6.7212|6.7212
4b_a49|0.0|0|0|0|1|7.535296702|1|1|1.343847828|2.075628989|-0.0074627159999999|5.4161004020000005|-0.077626337|2|-0.064060521|1.645329244|0.001769804|-0.033486358|0.02907541|0.002557204|-0.10158752|-0.0563571629999999|-0.089371493|-0.390006034|2|0.720824193|0.798826417|0.005818676|0.049923437|0.852400617|0.6967593559999999|1|-0.090284437|0.0241270029999999|-56.45224362|41.97072627|0.241850733|-0.030696709|-34.19753462|64.87087098|0.645330839|-34.74338731|71.2971749|-18.89220999|71.30114509|0.477868186|2708.998101|466.6010051|1701.832352|-11.62716177|0.354669161|218.2802175|29.27523192|0.02556165|-178.8869784|600.3287567000001|1.0|1.0|3.37|3.1|0.22|21.0|3.26|90.13|1.66|0.0|6.0|-3.81|30.0|-7.12|400.43|0.0|0.0|1.0|2.8|0.000155|62.0|0.000132|0.0|3.570000000000001e-05|-0.06731|4.6422|3.56|267.08|509.78|0.4151899999999999|-1332.800229|0.0615|-0.15635|79.0|7.1024|7.1024
17b_a50|0.0|0|1|1|2|7.934155233999999|1|1|1.348984601|4.35392516|-0.002181823|5.82008293|0.013050204|1|0.035558152|2.206759705|0.012409091|-0.152660972|-0.15040528|0.012686493|0.05636897|-0.2252068689999999|-0.357011777|-0.237489143|1|0.7715057479999999|0.7621727979999999|-0.1585336269999999|-0.257646121|0.799772151|0.748900413|1|-0.07555585|0.0128994089999999|-33.25475672|9.9094658|0.068150817|-0.02681014|-36.59177249|86.9549829|0.803386523|-23.14256283|59.65808461|-18.65764227|42.23167946|0.4835366239999999|2765.537065|648.4900322000001|1948.148592|-12.98417734|0.1966134769999999|136.82673369999998|23.22374317|0.010169967|-422.2639022|862.3868512|1.0|0.0|4.17|3.57|0.35|20.0|4.92|51.77|2.71|0.0|8.0|-4.75|32.0|-6.09|426.56|0.0|1.0|0.0|3.87|1.7899999999999998e-05|0.00763|1.22e-05|0.0|1.22e-05|-0.0318|4.2447|3.77|292.09|647.75|0.6269899999999999|-1336.833957|0.1758|-0.16699|122.0|6.9136|6.9136
19_a47|0.0|0|1|1|1|6.842683282|0|0|1.402889494|1.445775615|-0.00973456|4.727387819|-0.227538423|2|0.027033021|1.174354482|-0.013020816|-0.064557784|0.0604168609999999|-0.010153352|0.074201869|-0.046265509|-0.126992366|-0.439165562|2|0.635684951|0.823945134|-0.024256505|0.095841135|0.8873627890000001|0.614975047|1|-0.104459947|0.026805875|-58.28861174|335.10989930000005|0.360357109|-0.037307124|-32.06567824|66.13355777|0.637832605|-32.2945343|76.13237258|-20.66983856|73.14028211|0.463378097|2612.978054|354.3911695|1238.799875|-11.45202794|0.362167395|200.6571609|32.40636867|0.03295186|-152.7310283|428.5826478|1.0|2.0|3.13|1.72|0.05|21.0|3.84|98.72|1.67|0.0|5.0|-3.67|28.0|-7.22|380.35|0.0|0.0|1.0|2.34|0.000214|0.0816|0.000217|0.0|4.59e-05|-0.05326|3.8423|3.51|322.68|412.31|0.68924|-1335.580357|0.3243|-0.15845|0.05|7.3|7.3
3k_a32|0.0|1|1|1|0|7.97831097|0|1|0.609420759|0.0|-0.005745086|5.973809612|-0.001250803|0|-0.047167919|2.256213388|0.001221534|-0.0902541999999999|-0.077097565|0.002509816|-0.084055305|-0.050938823|-0.090775221|-0.5265375529999999|0|0.816196288|0.779649252|-0.127713677|-0.129124455|0.8306695270000001|0.7681279190000001|1|-0.090839907|0.0123637989999999|-40.10830541|80.0971996|0.122251759|-0.029575784|-28.87643819|0.0|0.78057227|-22.61349991|58.16707081|-16.67514938|47.07915023|0.472646737|2392.3436100000004|494.8840288|1970.06814|-9.40163104|0.21942773|123.7157466|21.36272325|0.012327787|-316.3794102|506.658189|1.0|1.0|3.47|3.48|0.32|19.0|5.78|110.94|2.41|0.0|3.0|-7.04|25.0|-5.01|366.5|0.0|0.0|1.0|4.75|9.16e-08|3.3600000000000004e-05|2.47e-06|0.0|2.15e-05|-0.05321|3.5363|3.81|350.6|452.36|0.70268|-1749.957584|0.3082|-0.14667|9.0|8.0605|8.0605
12bg_a36|0.0|1|0|0|0|7.412764017000001|2|2|1.29692796|0.0|-0.0076819|5.351858133|-0.044573523|2|0.057879142|0.0|-0.001012333|-0.060117593|-0.0206090089999999|-0.00097037|0.097928606|-0.101451485|-0.1716508239999999|-0.4459167329999999|1|0.884841888|0.836170906|-0.023460562|-0.033696875|0.892249657|0.771220556|0|-0.102664465|0.019606406|-51.74990566|107.3347739|0.159389648|-0.036959207|-48.31008346|14.85588272|0.747867728|-35.49918495|83.78068847|-25.35312333|65.19942617|0.46245521|2925.402039|576.6383913|2915.548359|-17.39163005|0.252132272|172.9566471|33.900544700000005|0.01946912|-340.0625449|661.6709012|0.0|2.0|4.75|0.0|0.14|17.0|3.19|69.2|2.99|0.0|5.0|-5.08|31.0|-6.26|450.32|0.0|1.0|1.0|2.82|8.27e-06|0.00372|6.55e-06|0.0|7.83e-06|-0.0542299999999999|3.8944|4.42|318.36|554.7|0.69395|-2151.914954|0.4409|-0.15743|15.0|7.8239|7.8239
33_a20|0.0|0|0|0|1|6.842683282|0|0|1.4175014119999998|1.915285809|-0.00145476|4.727387819|0.023539095|2|0.148855442|2.0219022580000003|0.009265667|-0.061975089|-0.062750442|0.008780074|0.248715569|-0.036258691|-0.060582944|-0.1771816269999999|2|0.616352201|0.74131936|-0.0854333469999999|-0.10978034|0.802353442|0.607038752|1|-0.069838312|0.012738882|-38.58254635|8.680600701|0.0506104|-0.0265385579999999|-29.9394021|64.93395624|0.759356182|-25.26187502|54.60811436|-17.37608867|46.92331405|0.465855239|2737.8873550000003|621.611679|2274.654579|-11.3769728|0.240643818|157.56124519999997|22.88265911|0.013564844|-339.6262863|664.4562602999999|0.0|0.0|3.39|3.59|0.08|27.0|5.39|67.39|2.61|0.0|4.0|-5.6|31.0|-5.58|401.46|0.0|0.0|1.0|4.28|2.48e-06|0.000997|2.98e-06|0.0|8.199999999999999e-08|-0.0582899999999999|5443.0|4.07|227.79|563.98|0.27375|-1275.602977|0.0463|-0.15959|34.0|7.4685|7.4685
9g_a40|0.0|0|0|0|1|7.515889085|0|0|0.604992427|1.849105962|-0.0054957819999999|5.4161004020000005|-0.0220464379999999|0|0.07954859|0.895670535|0.011921308|0.139758613|-0.145879501|0.0115573539999999|0.133954053|-0.037217966|-0.062672355|-0.383703998|0|0.694156166|0.764275277|-0.384131901|-0.242405063|0.821935848|0.665414608|1|-0.079033043|0.021367335|-33.47455057|65.74631496|0.09545843|-0.031197254|-21.93596333|64.08637519|0.740240206|-17.63553984|51.16627179|-16.43578193|44.73159432|0.476386801|2169.234651|476.5434822|349.4421673|-8.658932892000001|0.259759794|136.8503571|22.20330888|0.018087202|-253.1335385|384.6422631|1.0|1.0|2.8|1.78|0.06|22.0|2.93|72.28|0.64|0.0|3.0|-2.49|23.0|-7.17|302.33|0.0|1.0|0.0|1.93|0.00323|977.0|0.0008179999999999|0.0|0.000113|-0.0624|3.0778|3.83|402.84|469.6|0.70233|-1332.31775|0.3563|-0.12765|3548.0|5.45|5.45
12c_a30|0.0|0|0|0|0|7.412764017000001|2|2|0.604984133|0.0|-0.006900253|5.351858133|-0.030422458|2|-0.0983590219999999|0.0|0.00372838|0.019094532|-0.072247675|0.003603419|-0.172653074|-0.051371057|-0.090173435|-0.468696709|1|0.8264832879999999|0.824373792|-0.031986012|-0.1240820219999999|0.880943609|0.7463962120000001|0|-0.096482247|0.01588025|-50.12643041|82.07537640000001|0.156067288|-0.037411484|-41.12547305|0.0|0.8061287690000001|-32.72642202|72.5855533|-24.42511853|60.4942895|0.452966315|2860.640481|550.9847369|2456.062146|-15.946612|0.193871231|126.574178|30.29927658|0.014695647|-399.7292126|652.8825454|0.0|1.0|4.62|0.0|0.14|17.0|3.27|81.65|3.31|0.0|5.0|-5.93|30.0|-5.75|432.93|0.0|0.0|1.0|3.11|1.19e-06|0.0005139999999999|3.61e-06|0.0|2.61e-05|-0.0542299999999999|5.0582|4.45|245.12|541.39|0.32037|-2035.141497|0.1568|-0.1496299999999999|0.01|7.9914|7.9914
8g_a8|0.0|1|0|0|1|7.535296702|1|1|1.39137364|1.298078704|-0.014340328|5.4161004020000005|-0.222784884|0|0.000966222|0.0|-0.009140059|-0.025002199|-0.03728368|-0.007047583|0.001970629|0.0794962979999999|0.162134281|-0.508072694|0|0.6784762320000001|0.734188081|0.121495775|-0.0571942009999999|0.790058057|0.656457444|0|-0.129695841|0.031118325|-83.78686741|171.26571059999998|0.466064505|-0.052430233|-48.6934008|67.54104396|0.8330608209999999|-51.33906829|90.27531534|-32.12579035|102.8541256|0.479218966|2889.141422|327.1604688|2148.49832|-19.68456628|0.166939179|102.2893227|38.56355928|0.017636126|-408.1554248|551.1746801|0.0|2.0|3.31|2.96|0.04|23.0|3.89|99.34|3.01|0.0|4.0|-5.3|31.0|-6.34|417.39|0.0|0.0|0.0|3.5|5.01e-06|0.00209|1.16e-05|0.0|1.67e-05|-0.05849|3.7495|7.17|330.67|489.97|0.69221|-1450.728709|0.3904|-0.15542|4.2|5.3768|5.3768
12az_a36|0.0|1|0|0|0|7.412764017000001|2|2|1.297042831|0.0|-0.009570959|5.351858133|-0.040156368|2|0.078817323|0.0|0.000482522|-0.024018255|-0.012800556|0.002872872|0.129156742|-0.176729938|-0.289604649|-0.387734368|1|0.884226781|0.812921349|-0.061924322|-0.021825174|0.858971809|0.8350231859999999|0|-0.10786263|0.034771534|-50.28669997|60.11023222|0.180836387|-0.033474609|-52.96429617|8.104966044|0.583865006|-35.23783652|99.82512582|-23.45695404|74.65245915|0.462897841|3039.528467|574.0196415|2455.7577530000003|-16.43719536|0.416134994|291.60189260000004|40.17530387|0.034594361|-117.53490990000002|766.4854363|0.0|2.0|4.96|0.0|0.21|17.0|1.9|87.66|1.42|0.0|7.0|-4.11|33.0|-7.13|441.49|0.0|0.0|0.0|1.75|7.75e-05|0.0342|7.13e-05|0.0|7.11e-05|-0.04967|3.8863|2.68|319.03|576.54|0.69385|-1461.686269|0.0146|-0.14879|58.0|7.2366|7.2366
16b_a32|-3.3094926630000003|1|1|1|0|7.765993078999999|0|0|0.2980105389999999|0.0|-0.008469352|5.733341277|-0.3723824429999999|0|-0.012739425|2.033356859|-0.008277865|-0.018753196|-0.0657820279999999|-0.00180101|-0.023602065|-0.1202046419999999|-0.222700615|-0.586122949|0|0.745820612|0.852956281|0.056127969|-0.098450203|0.907055332|0.6762731040000001|1|-0.1083060409999999|0.015808858|-56.84546999|53.96132589|0.253462496|-0.0345657579999999|-44.4669946|9.827907321|0.7476362679999999|-36.42406481|80.37824892|-22.14820988|66.97508778|0.414997448|3037.795494|478.3482386|3264.235184|-14.19159402|0.252363732|161.7035261|29.62431176|0.017136832|-317.3487516|597.8890744|0.0|2.0|3.71|2.48|0.28|19.0|4.88|165.49|0.41|1.0|7.0|-6.28|28.0|-6.72|433.57|1.0|0.0|1.0|3.26|5.19e-07|0.000225|2.84e-05|0.0|1.1e-05|-0.05946|3.6211|6.37|342.39|567.01|0.70233|-2315.757928|0.2849|-0.14995|17.0|7.7696|7.7696
4k_a46|0.0|0|0|0|1|7.825245291|1|1|1.134637098|2.145043462|-0.0049602|5.587248657999999|-0.088084767|1|-0.104665424|0.0|0.006550513|-0.1149361969999999|-0.1032662209999999|0.006050983|-0.158788415|0.008544799|0.012963356|-0.3860697829999999|1|0.78837943|0.7477594870000001|-0.003017362|-0.141706595|0.787615341|0.784722915|0|-0.086581945|0.007038271|-49.65634024|171.92614719999997|0.121088629|-0.0306644389999999|-25.25406274|0.0|0.8732380740000001|-26.8180173|50.48291318|-16.56101615|53.45751583|0.417368922|2104.876032|474.67574630000007|1912.936687|-8.94414722|0.126761926|68.46061366|18.96506421|0.006892404|-403.1511415|519.5743695|1.0|1.0|3.8|3.03|0.33|17.0|4.77|50.94|2.84|0.0|2.0|-4.82|25.0|-5.46|333.43|0.0|1.0|1.0|3.79|1.5e-05|5.0|1.4800000000000002e-05|0.0|8.28e-05|-0.01712|5.4228|4.52|228.63|500.36|0.39943|-1053.196897|0.1505|-0.18542|0.08|7.0969|7.0969
15c_a10|0.0|0|0|0|1|7.535296702|2|2|1.343850105|2.154210861|-0.002218445|5.4161004020000005|0.040869377|3|-0.06400528|2.063253638|0.01143745|-0.1036030219999999|0.0123939039999999|0.012271987|-0.101214571|-0.226679901|-0.35845963|-0.1742732839999999|2|0.7655272009999999|0.7351096359999999|-0.03167553|0.022187689|0.772328328|0.733973277|1|-0.072537853|0.014703076|-32.5870313|65.41494073|0.095541483|-0.019267867|-34.91899195|136.2098503|0.528228415|-22.60962187|66.5866765|-13.36848349|42.7883594|0.449308156|3012.018586|627.5338454|1817.047455|-9.275357237|0.471771585|327.3258326|25.30814911|0.023432886|-39.17102961|924.9341455|1.0|0.0|3.85|4.09|0.37|21.0|2.97|59.31|1.74|0.0|6.0|-3.85|34.0|-6.99|454.57|0.0|1.0|0.0|3.1|0.0001419999999999|0.0646|2.68e-05|0.0|7.3e-06|-0.04724|5.5913|2.2|221.75|595.63|-0.26999|-1450.139335|0.0|-0.14739|0.1|7.0|7.0
9b_a36|0.0|1|0|0|0|7.412764017000001|2|2|0.62670079|0.0|-0.0058276019999999|5.351858133|-0.023369916|2|0.082806042|0.0|0.005050384|-0.077361324|-0.06502499|0.005458948|0.146828453|-0.053309522|-0.094526372|-0.4060950789999999|1|0.8421237309999999|0.7885597609999999|-0.034830997|-0.1177413269999999|0.842671963|0.7961424690000001|0|-0.098301686|0.017007854|-46.58565720000001|67.12293326|0.154620539|-0.036110824|-38.76797062|0.0|0.78242217|-29.25555061|71.70079424|-22.67740953|57.26650122|0.453252346|2715.020034|530.8939077|2464.2160510000003|-14.24129533|0.21757783|136.63774650000002|28.98359786|0.015872498|-354.7193098|620.9195447000001|0.0|1.0|4.73|0.0|0.14|17.0|2.76|82.47|2.82|0.0|5.0|-4.6|29.0|-6.46|398.48|0.0|0.0|0.0|2.48|2.49e-05|0.00992|3.71e-05|0.0|9.21e-05|-0.05146|3.8535|3.82|321.74|514.45|0.69763|-1575.557248|0.5392|-0.15833|21.0|7.6778|7.6778
8_a15|0.0|0|0|0|0|0.0|0|0|1.419941362|0.0|-0.009853404|0.0|-0.044406425|1|0.155304204|0.0|1.7800000000000002e-05|-0.010146469|-0.014489333|0.003160815|0.225620047|-0.203104439|-0.295062413|-0.342749125|1|0.85357243|0.7059441040000001|0.0937475619999999|-0.025923166|0.742680335|0.8105478740000001|0|-0.118293578|0.0336657729999999|-41.7821007|104.8781037|0.146103518|-0.028969856|-40.33569847|55.99586988|0.519427411|-24.39801408|89.80283608|-16.91650111|61.44071008|0.389723411|2393.276181|498.6196971|1919.535904|-9.878130237|0.480572589|280.62296039999995|32.56759415|0.035495625|-22.68867482|532.0914339999999|1.0|1.0|3.14|3.76|0.19|18.0|4.95|61.84|1.96|0.0|7.0|-5.25|27.0|-5.52|366.41|0.0|1.0|1.0|3.76|5.63e-06|0.00206|1.53e-05|0.0|9.86e-06|-0.02723|4.4346|3.36|279.58|538.51|0.5128|-1223.463981|0.0155|-0.1558|108.0|6.9666|6.9666
12g_a31|0.0|1|0|0|0|7.765993078999999|1|1|0.6101363000000001|0.0|-0.01500347|5.733341277|-0.1044685569999999|0|0.045747231|0.0|-0.008464411|-0.0733026079999999|-0.082116813|-0.0054114869999999|0.074878295|-0.0497478109999999|-0.081426376|-0.57758443|0|0.837044054|0.819234772|-0.076150332|-0.1386819869999999|0.8639814490000001|0.7983388929999999|0|-0.131126805|0.030961426|-78.87508829|152.7424573|0.41728907|-0.039059048|-49.45404266|548.1594997999999|0.6886488690000001|-48.43898314|95.97385383|-23.98704875|97.88920296|0.470244801|2514.363249|357.8560168|1859.940155|-14.73099143|0.311351131|191.2078009|34.8320455|0.02515117|-231.70711040000003|524.0230338|1.0|2.0|3.61|2.51|0.32|16.0|3.44|131.36|0.86|0.0|7.0|-4.92|27.0|-6.86|384.45|0.0|0.0|1.0|2.9|1.19e-05|0.00457|0.0001629999999999|0.0|0.000136|-0.03324|3.8349|4.17|323.3|542.78|0.70068|-1578.605452|265.0|-0.15917|0.11|6.9586|6.9586
12y_a36|0.0|1|0|0|0|7.412764017000001|2|2|1.29704385|0.0|-0.00707164|5.351858133|-0.065314765|2|0.036174187|0.0|0.002782748|-0.049845887|-0.028440975|0.003724542|0.06152178|-0.095253274|-0.1619981409999999|-0.434990282|1|0.90500247|0.820226782|0.046673879|-0.0498101409999999|0.873588247|0.856135378|0|-0.098532865|0.019404665|-51.48548385|114.430624|0.16295867|-0.036493654|-44.53093547|14.40618351|0.755735734|-34.61187706|78.8341402|-24.53339777|64.53055627|0.487285656|2793.629988|562.7133986|2304.463084|-16.49293906|0.244264266|164.2102614|32.46293206|0.01873364|-343.8442493|698.847203|0.0|2.0|4.88|0.0|0.12|17.0|2.42|69.2|2.38|0.0|6.0|-4.58|31.0|-6.34|407.47|0.0|1.0|0.0|2.37|2.6e-05|0.0106|2.82e-05|0.0|3.94e-05|-0.05002|3.8794|3.83|319.6|532.91|0.66796|-1310.077567|0.4358|-0.15671|12.0|7.9208|7.9208
12q_a30|0.0|0|0|0|0|7.412764017000001|2|2|0.60498366|0.0|-0.015322396|5.351858133|-0.27228842|2|-0.016509571|0.0|-0.00695299|0.004165554|-0.021542639|-0.004395528|-0.0483777279999999|-0.077457998|-0.226973911|-0.636798458|1|0.613786308|0.816138015|0.01661722|-0.032887649|0.867367115|0.593245722|0|-0.115589613|0.014790072|-59.52322773|82.72757145|0.154254173|-0.045799658|-53.67653794|0.732186841|0.820640722|-40.56199584|90.06607753|-31.21009417|69.60189582|0.473741611|3305.289025|576.3319634|2844.418547|-21.2680622|0.179359278|122.2240555|38.03137394|0.016579022|-437.0000797|696.6414817000001|0.0|1.0|4.73|0.0|0.17|17.0|4.78|90.88|2.82|0.0|7.0|-6.7|34.0|-5.66|482.48|0.0|0.0|0.0|3.42|1.99e-07|9.63e-05|1.2e-06|0.0|3.19e-05|-0.05105|5.0573|5.52|245.16|537.96|0.34138|-1987.781386|0.1515|-0.14792|36.0|7.4449|7.4449
