molecula|n9FaHRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|MATS2c|AATSC1c|AATSC1s|n6HRing|MATS7i|SaaaC|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC7i|AATSC1i|MATS1c|n6aHRing|BIC2|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|PBF|FPSA3|RNCS|RPSA|TPSA_x|FNSA4|WNSA5|RPCS|FNSA1|WNSA3|DPSA5|DPSA3|GRAVp|TASA|PNSA2|MOMI-Z|WNSA4|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|WNSA2|DPSA4|FPSA5|DPSA1|DPSA2|CYP2C9 inhibitor|CYP3A4 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|BBB|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|IC50|pIC50
16_a20|0|3.485659565|0.0|0|6.842683282|0|-0.014660441|-0.004705049|0.00695144|2|0.126359252|2.013871268|10.93301779|-0.062750442|1|1|0.001157852|0.211127741|-0.117308016|-0.458484451|2|0.7478675859999999|0.809440795|0.724665638|1|0.915005572|-0.066137353|0.382481746|0.011604018|69.28224942|0.084994428|55.92018945|-0.029561375|-33.67420774|3.46788153|0.780108103|-28.6288015|60.02453683|51.14820251|2722.728332|602.0075202|-972.4623811|2161.751186|-12.79619894|15.24926152|0.8673208|5896.394536|144.672972|-639.8099471|24.9314775|0.013439632|-368.5817657|1246.573875|1.0|1.0|3.5|3.13|0.08|27.0|-10.52|6.38|5.46|0.0|121.69|0.0|0.0|-6.06|31.0|4.0|401.46|0.0|1.0|4.37|8.68e-07|2.17e-06|0.0008699999999999|4.69|0.0|3.0500000000000005e-11|1.22e-08|-0.05909|5.9837|4.45|3.5704|-1275.8670960000002|686.59|1174.61|347.26|0.3431|0.32553|0.69524|4.7315|-0.20722|0.03385502|-1275.6960869999998|26.0|7585.0
11_a15|0|0.0|0.0|0|0.0|1|-0.1758968389999999|-0.0064953419999999|-0.029665252|3|-0.036023137|0.0|10.95979791|0.023543401|0|0|0.003766915|-0.056500144|-0.272482143|-0.363940085|2|0.718800243|0.76664841|0.796300317|0|0.8945381259999999|-0.064429158|0.632319408|0.018519054|143.8088883|0.105461874|72.27026771|-0.033606127|-45.76619542|0.0|0.739315684|-30.25595097|79.1792768|56.84224275|3022.859488|613.0036107000001|-1335.705238|2565.707165|-15.7814467|11.76226306|0.8869452090000001|7002.915718000001|178.640152|-915.3239085|31.14961732|0.018086221|-327.9935744|1806.677804|1.0|0.0|4.1|4.25|0.07|24.0|-8.9|4.33|6.69|0.0|138.24|0.0|1.0|-6.32|34.0|4.0|448.52|0.0|0.0|4.62|4.77e-07|7.970000000000001e-07|0.000357|5.32|0.0|1.27e-09|5.7e-07|-0.03877|4.7106|5.04|2.9595|-1450.705737|739.57|1284.85|418.94|0.2657|0.58935|0.70577|812.0|-0.16011|0.03503399|-1450.457814|739.0|6.1314
21_a47|1|0.0|0.0|1|6.86171134|0|0.072733799|-0.010650348|-0.13650463|2|-0.034419528|1.028199909|10.95058272|0.057225853|1|1|-0.004332497|-0.090969103|-0.277479519|-0.5406500129999999|2|0.826796636|0.8856299320000001|0.591185263|1|0.70582155|-0.082614966|0.3188717339999999|0.022739546|34.75044485|0.29417845|166.049938|-0.033866638|-30.34731959|47.95893876|0.6448452960000001|-26.32173133|70.10126935|59.46768095|2691.697803|398.4031618|-860.2257893999999|1402.202743|-10.79015808|13.17102891|0.862591353|6103.311635|200.4681737|-485.55711339999993|29.64451905|0.028943339|-163.5167523|1334.003357|1.0|1.0|3.29|3.32|0.1|21.0|-7.7|2.94|4.93|0.0|104.49|0.0|1.0|-4.44|29.0|6.0|394.38|0.0|1.0|3.43|3.6e-05|4.84e-05|0.0191|3.0|0.0|1.98e-08|7.8e-06|-0.06339|3917.0|4.43|3917.0|-1375.028093|583.37|1014.33|316.53|0.2249|0.68296|0.68296|3.6767|-0.2249699999999999|0.03299607|-1374.914223|5.0|8.3
11_a47|0|0.0|0.0|0|0.0|0|0.035230036|-0.007767503|-0.156077888|3|-0.0586047379999999|1.311097861|10.93671007|0.046339015|0|0|-0.00580273|-0.120383371|-0.079543257|-0.451384505|3|0.715054643|0.770028429|0.686454722|1|0.796863393|-0.08164597|0.572646116|0.008462682|119.4035378|0.203136607|124.4421556|-0.035945973|-36.20974614|1.882633323|0.816608795|-30.64032829|66.9895812|55.20085753|2842.168734|488.1611434|-1123.0517|2201.328597|-13.48990542|11.22841564|0.8820228529999999|6736.717611|112.34605729999998|-687.9851765999999|26.96593732|0.0128657439999999|-387.9111844|1375.2628029999998|0.0|1.0|3.28|3.15|0.04|28.0|-10.55|5.58|6.68|0.0|124.7|0.0|0.0|-6.29|32.0|5.0|422.45|0.0|1.0|4.69|5.110000000000001e-07|9.32e-07|0.000394|5.06|0.0|2.81e-11|1.19e-08|-0.05094|3.7253|4.84|3.7253|-1396.145101|654.49|1146.42|332.82|0.2321|0.6915399999999999|0.6915399999999999|2.9142|-0.20554|0.03959805|-1395.980918|0.04|7.4
IN1166_a11|0|3.433539068|0.0|0|6.842683282|0|-0.089778965|-0.006882528|-0.008507023|2|0.018376555|1.643912856|10.95053349|-0.037793156|1|1|-0.001446486|0.032420935|-0.223618825|-0.462344944|2|0.765593573|0.827254552|0.790249345|1|0.863273559|-0.073965061|0.551933595|0.0200246639999999|112.0066065|0.136726441|94.40543077|-0.031642539|-42.74230509|20.83871871|0.694302821|-35.26269962|76.76995134|64.89703387|2865.055175|596.0640225999999|-1114.258549|2953.475057|-15.08551944|12.63334911|0.8639230290000001|6310.825439|211.0745642|-769.3614916|31.46783535|0.021531291|-268.3203251|1604.859603|1.0|1.0|3.51|2.79|0.08|27.0|-10.18|5.01|4.53|0.0|123.82|0.0|0.0|-5.11|32.0|5.0|417.47|0.0|1.0|3.31|7.74e-06|1.65e-05|0.00688|3.27|0.0|6.59e-11|2.75e-08|-0.07275|4.9857|3.36|3.2827|-1347.256659|704.48|1198.36|377.7|0.3425|0.4358399999999999|0.6998300000000001|3365.0|-0.21098|0.04189898|-1347.073528|12.0|7.9318
8_a10|0|0.0|0.0|1|7.535296702|1|-0.075368755|-0.00560152|-0.012055162|2|-0.000315856|1.546251312|10.92578782|-0.106100115|1|1|0.009056935|-0.000504277|-0.132343104|-0.368590322|2|0.809386132|0.864927472|0.616731847|1|0.874843982|-0.059655303|0.597912185|0.015758182|32.98071169999999|0.125156018|68.45976606|-0.029917593|-25.80127401|9.35593124|0.722649449|-17.849103399999997|56.7864899|41.25082928|2612.274447|478.5356341|-801.8744912000001|1899.542278|-8.951462413|10.75705296|0.7599356820000001|6289.86818|151.7094758|-438.6216583|22.64553798|0.017582236|-243.5764486|1109.631361|1.0|1.0|3.42|3.27|0.22|21.0|-7.6|4.46|4.2|0.0|111.36|0.0|1.0|-4.52|29.0|5.0|384.43|1.0|1.0|3.55|3.05e-05|2.4100000000000003e-05|0.00926|3.37|0.0|2.49e-08|9.59e-06|-0.0623299999999999|4.6964|4.58|3684.0|-1257.819281|594.63|1047.58|336.55|0.1596|0.41583|0.68815|1.2052|-0.21789|0.02243902|-1257.648047|526.0|6279.0
8_a15|0|0.0|0.0|0|0.0|0|-0.208657545|-0.009853404|-0.044406425|1|0.155304204|0.0|10.95880707|-0.014489333|0|0|0.003160815|0.225620047|-0.295062413|-0.342749125|1|0.7059441040000001|0.742680335|0.8105478740000001|0|0.853896482|-0.071552706|0.381651497|0.0336657729999999|104.8781037|0.146103518|85.31489861|-0.028969856|-40.33569847|55.99586988|0.519427411|-24.39801408|89.80283608|61.44071008|2393.276181|498.6196971|-828.9085544|1919.535904|-9.878130237|9.984825987|0.638601279|5306.2234530000005|280.62296039999995|-484.0283816000001|32.56759415|0.035495625|-22.68867482|1595.8121130000002|1.0|1.0|3.14|3.76|0.19|18.0|-7.57|3.9|4.95|0.0|104.74|0.0|1.0|-5.25|27.0|5.0|366.41|1.0|1.0|3.76|5.63e-06|1.53e-05|0.00562|4.24|0.0|2.69e-08|9.86e-06|-0.02723|4.4346|3.36|3.7426|-1223.687714|598.84|1050.15|331.28|251.0|0.5128|0.70524|1.1415|-0.18303|0.01719864|-1223.523393|108.0|6.9666
2_a20 (SB-505124)|0|3.485765306|-0.09011519|0|7.434257382|1|-0.006955944|-0.010175551|-0.076310057|1|0.013612077|0.0|10.95129567|-0.137383329|1|1|0.003789399|0.02072518|-0.229461916|-0.520284161|1|0.725030162|0.765632979|0.790275077|0|0.7694360659999999|-0.083565835|0.214264156|0.02856542|122.8758934|0.230563934|126.8667205|-0.0382594189999999|-35.52365346|441.9400248|0.831919306|-25.30121848|70.87109323|61.69969596|2195.369524|423.3785776|-968.3950117|1709.9571620000002|-11.58380004|11.3574908|0.908167636|4762.83693|92.48561162|-532.854802|25.30541763|0.011470204|-365.2740749|1164.049211|1.0|1.0|3.4|3.1|0.3|17.0|-7.22|5.16|4.47|0.0|97.55|0.0|1.0|-5.24|25.0|4.0|335.4|1.0|1.0|3.81|5.72e-06|1.22e-05|0.0040799999999999|4.27|0.0|6.070000000000002e-08|2.03e-05|-0.03717|3.6404|4.57|3.6404|-1089.358727|593.8|995.68|340.58|0.3267|0.69947|0.69947|2.5584|-0.18645|0.01305739|-1089.201587|169.0|6.7721
47g_a18|0|0.0|0.0|0|7.03438793|1|-0.005500039|-0.005817448|-0.034211867|0|-0.048472184|0.0|10.94702253|-0.008224928|0|0|0.00531392|-0.071877686|-0.3927204379999999|-0.4138670829999999|0|0.750610215|0.780474694|0.745431271|0|0.834424154|-0.065225536|0.413435809|0.013404131|111.5517627|0.165575846|140.5114492|-0.029212072|-61.55384106|47.07867403|0.731870777|-46.97287277|86.33162323|66.72693367|3367.0578530000003|708.1114197|-1958.412588|2268.439188|-21.03738872|20.32265524|0.966014041|7870.887027|227.5405903|-1661.953709|33.87214455|0.016259076|-393.5416883|2675.8994190000003|0.0|1.0|4.87|0.0|0.34|18.0|-9.22|3.22|3.6|2.0|164.47|1.0|1.0|-6.11|40.0|4.0|541.68|0.0|0.0|2.83|7.76e-07|3.01e-06|0.00163|4.52|1.0|6.04e-10|3.27e-07|-0.04413|3.0965|8.13|3.0965|-1743.346243|905.71|1604.37|400.4|0.5955|0.69828|0.69828|4966.0|-0.17202|0.02960182|-1742.847918|9.0|8.0458
12o_a36|0|3.444418304|0.0|0|7.412764017000001|2|0.01340619|-0.0100574069999999|-0.079716275|2|0.03842353|0.0|10.96036596|-0.010904454|1|1|-0.000472698|0.065221584|-0.213993335|-0.5110239679999999|1|0.799869816|0.848816593|0.817582774|0|0.7592112809999999|-0.082048664|0.514457955|0.023402195|55.47133795|0.2407887189999999|173.4105814|-0.03541591|-55.10596064|112.1259723|0.666462845|-42.554984000000005|95.66406176|75.94332024|3009.981519|546.7667677000001|-1453.826968|2778.220342|-18.36865355|13.80895167|0.885724665|6622.134304|240.2059039|-1047.013252|38.27030489|0.026586303|-239.7655413|2181.407379|0.0|0.0|4.97|0.0|0.17|17.0|-6.93|2.38|1.65|0.0|138.06|0.0|1.0|-3.54|33.0|5.0|438.48|0.0|0.0|1.47|0.000292|0.000227|0.0997|1.85|0.0|1.1800000000000001e-07|5.18e-05|-0.05456|5.1927|4.5|3.8726|-1440.926241|728.07|1240.51|320.16|0.4075|0.36719|0.67273|4.9237|-0.21151|0.04371335|-1440.734965|0.04|7.3979
17a_a6|0|3.3685510360000004|0.0|0|7.412764017000001|1|0.101940358|-0.012704951|-0.0265090529999999|1|0.04129257|0.0|10.94948984|-0.060774312|1|1|-0.00194781|0.068338372|-0.180339002|-0.5624663560000001|1|0.7722228729999999|0.8299950709999999|0.8013954109999999|0|0.753082653|-0.096082495|0.350977745|0.031147305|157.13173490000003|0.2469173469999999|161.9738174|-0.041567592|-47.07146289|554.1936506|0.77193498|-41.34573382|84.75077935|83.46070738|2816.084228|494.010135|-1363.383649|2217.333474|-17.887155899999996|16.13665395|0.935437602|5996.580489|149.60699319999998|-894.3577948999999|35.323795000000004|0.019808023|-356.769966|1766.18975|1.0|1.0|3.52|2.88|0.12|23.0|-9.01|4.98|4.32|0.0|116.79|0.0|1.0|-5.81|31.0|5.0|409.44|0.0|1.0|3.59|1.56e-06|6.69e-06|0.00274|4.09|0.0|9.77e-10|4e-07|-0.05753|3.5421|4.04|2.9753|-1350.078838|696.96|1167.16|416.71|0.3933|0.69627|0.7024|4.1627|-0.18178|0.02379552|-1349.892285|24.0|7.6198
7c_a10|0|0.0|0.0|1|7.535296702|1|-0.152261681|-0.00375251|0.012145872|2|-0.1122332619999999|1.798334646|10.92926158|-0.066271289|1|1|0.0107756969999999|-0.176560297|-0.191576261|-0.215874011|2|0.7928588059999999|0.84177174|0.6952665379999999|1|0.906276489|-0.05074318|0.487148112|0.027436939|87.99694927|0.093723511|54.79389751|-0.0223398779999999|-29.95538587|58.07647902|0.52630639|-17.34382833|67.01436709|45.70671102|2616.8970870000003|529.8395322|-666.0926258|1881.379304|-7.635686595|12.58937144|0.8781281320000001|6034.895823|276.93712|-389.4200163|24.81565867|0.0269852389999999|-30.75918962|1265.598592|1.0|1.0|3.48|3.49|0.26|21.0|-7.78|4.59|4.43|0.0|113.07|0.0|1.0|-4.44|29.0|5.0|386.45|1.0|1.0|3.59|3.59e-05|2.05e-05|0.00793|3.46|0.0|1.66e-08|6.4e-06|-0.04004|5.4267|2.76|3.8357|-1258.985004|635.47|1102.43|323.24|0.4049|0.41348|0.68708|3.9465|-0.20059|0.02659395|-1258.801509|3.81|5.4191
5b_a49|0|0.0|0.0|1|7.853604813|2|0.1108916119999999|-0.007610481|0.006327273|2|-0.072128552|1.926253727|10.9297646|0.059834711|1|1|0.006696215|-0.12209302|-0.230763367|-0.515894968|2|0.7843021|0.839963111|0.666573331|1|0.7969332440000001|-0.0698098759999999|0.615864196|0.020319986|170.0796998|0.203066756|119.3565117|-0.026008|-26.42668087|69.07083505|0.608694741|-24.11745318|59.85065205|52.97561349|2764.188493|468.4133145|-764.3358925|1956.050085|-8.985071494|11.94760614|0.905459892|6225.302624|229.9974239|-449.2535747|25.1139312|0.025332565|-127.7749783|1255.69656|1.0|1.0|3.34|2.9|0.22|21.0|-7.24|2.98|2.87|0.0|122.26|0.0|1.0|-3.3|30.0|4.0|396.44|1.0|1.0|2.58|0.000496|0.000118|0.0468|2.08|0.0|5.79e-08|2.3e-05|-0.04453|5.1653|3.92|3.9209|-1292.100239|633.92|1093.32|316.21|0.4653|0.39241|0.65269|4.3767|-0.20701|0.03937634|-1291.929428|28.0|7.5528
21_a4|0|0.0|0.0|1|7.535296702|1|-0.164057585|-0.003068098|-0.014982235|1|0.019346682|0.0|10.94593332|-0.104638158|1|1|0.012094249|0.030586117|-0.099702401|-0.228430899|1|0.777866961|0.833191212|0.674434042|0|0.932146735|-0.0571545999999999|0.239652988|0.020173071|63.37635587|0.067853265|34.4171635|-0.028676424|-19.67444009|66.03320922|0.7231676229999999|-14.70482428|47.69702403|39.22285963|2045.488184|472.812128|-581.8208971|1584.866567|-7.377915035|9.956436217|0.670120767|4277.396118|140.4174905|-295.1166014|20.11362507|0.017563978|-226.3943104|804.5450027|1.0|1.0|3.37|2.92|0.16|17.0|-5.94|3.7|3.85|0.0|91.59|0.0|2.0|-3.88|23.0|3.0|303.36|1.0|1.0|3.23|0.000133|6.51e-05|0.0197|3.36|0.0|1.16e-06|0.000352|-0.02956|5.1623|3.31|4.0245|-973.5481197|549.71|916.76|308.08|0.2016|0.5260600000000001|0.66476|2.0282|-0.19588|0.020181098|-973.449892|121.0|6.9172
12p_a36|0|3.392386149|0.0|0|7.412764017000001|2|-0.0494658159999999|-0.008017607|-0.084341564|2|0.114716581|0.0|10.96052769|-0.0433009009999999|1|1|-0.000673716|0.2461794139999999|-0.217394466|-0.440709431|1|0.828371596|0.8839272779999999|0.698414933|0|0.748438833|-0.082569108|0.315548061|0.020202133|83.24921731|0.251561167|158.3666517|-0.039016808|-42.95260501|0.0|0.759126153|-32.72335782|80.40682298|64.698131|2774.926334|471.1687161|-1228.123041|2308.958924|-15.4629378|14.3885803|0.906594718|5922.775161|151.63860559999998|-773.1468902|32.35623052|0.019344052|-326.2581567|1617.811526|0.0|0.0|4.72|0.0|0.14|17.0|-6.86|3.13|2.44|0.0|123.71|0.0|1.0|-3.89|30.0|5.0|399.42|1.0|0.0|2.15|0.000129|6.96e-05|0.0278|2.78|0.0|1.4e-07|5.58e-05|-0.0552299999999999|5.3413|3.41|3.8372|-1332.148901|660.71|1113.05|323.11|0.3015|0.30159|0.66559|4.8805|-0.21131|0.03396697|-1332.006106|9.0|8.0458
12r_a30|0|0.0|0.0|0|7.412764017000001|2|-0.015167821|-0.007553813|-0.093024002|2|-0.093079817|0.0|10.31162892|-0.0646674999999999|1|1|-0.001131023|-0.247439715|-0.145315868|-0.44083509|1|0.83236194|0.889479916|0.591758164|0|0.72072745|-0.090229387|0.451652492|0.019137908|90.4724548|0.27927255|180.5098625|-0.040404659|-45.9515743|0.0|0.790065337|-37.69583567|82.06195604|70.6903535|2976.944611|465.8474777|-1279.67656|2433.580273|-16.88017015|13.94386247|0.867350555|6735.090739|135.6928105|-827.1283373|33.05530181|0.016970201|-374.9717191|1619.709789|1.0|0.0|4.66|0.0|0.14|17.0|-7.16|4.67|3.74|0.0|127.19|0.0|1.0|-5.49|31.0|6.0|434.46|0.0|0.0|3.21|3.24e-06|6.71e-06|0.00291|4.07|0.0|6.900000000000002e-08|3e-05|-0.05244|5067.0|4.32|3.5111|-1774.2026670000002|679.64|1141.54|353.12|0.1908|0.32409|0.68476|5.2021|-0.20138|0.03388131|-1774.070699|29.0|7.5317
18a_a30|0|0.0|0.0|0|7.412764017000001|2|0.045071414|-0.006673169|-0.02919335|2|-0.041327798|0.0|10.31163887|-0.094932667|1|1|0.005458948|-0.073280844|-0.094526372|-0.452377064|1|0.7885597609999999|0.842671963|0.7961424690000001|0|0.85918121|-0.072474599|0.294303776|0.017060045|79.18861306|0.14081879|87.66676984|-0.036990859|-36.97308547|0.0|0.7904991659999999|-28.08889239|69.35818061|55.73981304|2721.874248|534.88346|-1128.40473|2814.429655|-14.33650253|12.72666325|0.8050400790000001|5942.293347|130.4247923|-702.4886239|29.1318055|0.016012295|-361.7006453|1427.458469|1.0|0.0|4.75|0.0|0.14|17.0|-6.64|3.84|2.62|0.0|127.28|0.0|1.0|-5.28|29.0|4.0|398.48|0.0|0.0|2.63|5.23e-06|1.4e-05|0.0056|3.87|0.0|2.3100000000000002e-07|9.21e-05|-0.05605|3.4712|3.82|3.4712|-1575.755101|665.12|1120.46|357.18|0.3781|0.69033|0.69033|4.2514|-0.19785|0.03180853|-1575.604922|25.0|7.6108
12w_a30|0|0.0|0.0|0|7.412764017000001|2|0.063514061|-0.007019432|-0.0316452179999999|2|-0.0999572419999999|0.0|10.31162873|-0.04950715|1|1|0.001805829|-0.173643543|-0.0857954809999999|-0.477636454|1|0.83236194|0.889479916|0.711738503|0|0.8522163970000001|-0.076611264|0.4274948739999999|0.015446225|82.06520565|0.147783603|101.3366249|-0.037237182|-45.15435649|0.0|0.8077976990000001|-36.02242934|75.77366969|63.12469722|2999.810425|584.3729039|-1251.160641|2783.769563|-17.50883211|14.70077638|0.8230829059999999|6888.291006999999|131.7949495|-857.9327732|31.60926388|0.014471302|-422.1196298|1548.85393|1.0|0.0|4.63|0.0|0.14|17.0|-7.8|5.11|3.92|0.0|137.3|0.0|1.0|-6.58|31.0|4.0|467.37|0.0|1.0|3.59|2.64e-07|9.14e-07|0.0004269999999999|5.12|0.0|1.58e-08|7.39e-06|-0.05682|5.0632|5.08|3.5585|-2494.932002|716.83|1211.28|348.42|0.2639|0.31353|0.68423|2.4229|-0.20755|0.0345723|-2494.807027|15.0|7821.0
3_a27|0|0.0|0.0|2|6.605297921|0|0.124551908|-0.00648099|-0.096132106|2|-0.172132163|1.177265999|10.93782973|0.024154412|1|1|0.00955169|-0.296039263|-0.341338963|-0.479874452|2|0.810053853|0.8759548629999999|0.610158103|1|0.862115922|-0.06145119|0.397733752|0.019234305|10.71226495|0.137884078|71.40072181|-0.032307734|-23.10213938|57.97805043|0.733853752|-16.47810502|54.32114618|41.78149261|2294.213272|446.4308003|-669.1985248999999|1043.697725|-8.663302268999999|11.64968556|0.803947133|4960.583812|137.8189165|-346.53209080000005|22.79740761|0.018747239|-242.1936891|911.8963045|1.0|1.0|3.03|3.11|0.05|21.0|-5.89|2.8|2.94|0.0|97.71|0.0|2.0|-3.7|25.0|4.0|329.36|1.0|1.0|2.74|0.0002|0.000103|0.0339|2.67|0.0|1.29e-06|0.000423|-0.05512|5.5045|4.92|3962.0|-1081.88481|547.92|931.06|312.93|0.2305|0.34864|0.6734600000000001|2.7811|-0.21969|0.02032437|-1081.794829|4.0|8.3979
13a_a5|0|2.931642415|0.0|0|6.605297921|0|-0.154076582|-0.006081807|-0.033436214|2|-0.007871499|0.0|10.94530369|-0.025324157|1|1|0.003196482|-0.012798693|-0.0569177229999999|-0.367284642|2|0.8045357209999999|0.857293078|0.720100768|0|0.7667501609999999|-0.08903048|0.470564031|0.016739606|126.2663658|0.233249839|150.1663914|-0.0279752339999999|-34.78546088|39.93934134|0.598791539|-36.90128585|72.13276165|68.09484712|2657.14588|493.6342317|-918.5341141|1314.232685|-11.59515363|15.89940424|0.854865353|5628.9694|258.29825730000005|-591.3528349999999|30.07803494|0.02811638|-127.2041084|1533.979782|1.0|1.0|3.07|2.46|0.13|23.0|-8.9|4.39|3.58|0.0|114.18|0.0|1.0|-3.77|30.0|5.0|399.45|0.0|1.0|2.71|0.000169|0.000184|0.0734|2.19|0.0|1.26e-09|5.02e-07|-0.05534|4.6285|3.81|4.2107|-1313.126035|688.18|1160.81|294.45|0.5953|0.41806|0.50037|3.3414|-0.22898|0.04138695|-1312.968936|91.0|7041.0
14c_a23|1|0.0|0.0|2|7.423568444|0|0.06596946|-0.005822256|-0.024758731|2|0.04174584|0.743546646|10.31321813|-0.047410593|2|2|0.009263715|0.077009731|-0.13187015|-0.4589840189999999|2|0.793551289|0.857184548|0.659570836|1|0.922935039|-0.0567889659999999|0.2273163289999999|0.018842596|38.43627129|0.077064961|51.21382308|-0.034046252|-35.33439343|81.41541733|0.7834075309999999|-25.07982076|64.05912299|50.26125234|2955.304496|613.3401089|-1063.401832|2379.221378|-15.0359121|14.49533577|0.8505592829999999|6755.962581999999|143.9373772|-706.6878684999999|28.88097191|0.016385474|-376.6791777|1357.40568|1.0|1.0|3.4|3.6|0.05|26.0|-7.99|4.0|4.67|1.0|125.29|0.0|1.0|-6.13|31.0|4.0|445.93|0.0|0.0|4.0|7.49e-07|2.83e-06|0.00126|4.21|0.0|1.02e-08|4.55e-06|-0.0795299999999999|3.7031|4.1|3.7031|-2089.501598|693.64|1177.63|334.81|356.0|0.56781|0.56781|7.2704|-0.23096|0.02236136|-2089.354057|2.0|8.6253
7_a4|0|0.0|0.0|1|7.535296702|1|-0.237954652|-0.001729561|-0.003297033|2|-0.07290303|2.048170299|10.92992954|0.04206117|1|1|0.008242591|-0.162314698|-0.094000778|-0.174410426|2|0.8046449179999999|0.87010589|0.518356619|1|0.825830607|-0.0650223009999999|0.470973822|0.01470626|14.01468959|0.174169393|87.67070691|-0.026733161|-18.06277106|79.08210981|0.7179916670000001|-16.47508541|44.34066533|40.13253521|2286.169166|415.6938929|-538.2610657|1915.566579|-6.773539148999999|9.797542165|0.7772010559999999|5022.496714|141.9530115|-270.9415659|18.74189807|0.016800137|-219.4585767|749.6759227000001|0.0|1.0|3.05|2.7|0.15|21.0|-7.46|4.42|4.67|0.0|95.07|0.0|1.0|-3.81|25.0|4.0|330.36|1.0|1.0|3.56|0.000156|3.92e-05|13.0|3.22|0.0|3.49e-08|1.15e-05|-0.05217|4.0379|2.91|4.0379|-1089.847072|538.92|915.46|307.05|0.0697|0.59702|0.59702|3.9832|-0.2219199999999999|0.02317758|-1089.753885|151.0|6821.0
9_a4|0|0.0|0.0|1|7.535296702|1|-0.211556011|-0.00136737|0.016639331|2|-0.019160308|2.137757657|10.92992723|-0.0454860859999999|1|1|0.009731833|-0.030976753|-0.076824065|-0.172904817|2|0.801082857|0.861113198|0.58669472|1|0.937102792|-0.052625548|0.472497372|0.009037784|13.6577411|0.062897208|34.22811902|-0.025885299|-20.60179129|45.21212204|0.792890434|-15.58475436|43.71760622|33.55665428|2359.945586|509.9632679|-605.7219363|2012.840082|-7.665782805|10.21134541|0.777625327|5387.230364999999|112.7072422|-329.6286606|17.76608225|0.010768243|-318.7769026|763.9415367|1.0|1.0|3.18|3.37|0.19|21.0|-8.16|5.14|5.07|0.0|105.09|0.0|1.0|-4.76|26.0|3.0|360.84|1.0|1.0|4.17|1.73e-05|7.06e-06|0.00255|4.14|0.0|6.9e-09|2.49e-06|-0.05256|4.7284|3.87|4.0137|-1489.533032|586.24|999.93|308.91|0.1217|0.5182100000000001|0.6464|4.4343|-0.22204|0.02116575|-1489.41872|48.0|7.3188
18_a47|1|2.969619451|0.0|0|6.605297921|0|-0.141396999|-0.004337918|-0.06345679|3|-0.026357805|1.5913490630000002|10.93838451|-0.016728205|1|1|0.0015586929999999|-0.056674151|-0.053119347|-0.322800033|3|0.792196273|0.851462739|0.630969651|1|0.777824025|-0.078937385|0.454324931|0.014741763|70.55642796|0.222175975|139.1786571|-0.0303894239999999|-33.12615721|3.684585007|0.7327484470000001|-30.97660579|63.72933669|58.68383399|2800.3745940000003|487.2556678|-951.8489108|2184.962887|-11.9254166|12.35791568|0.7608026529999999|6261.441874|167.41554630000002|-596.2708299|25.98023687|0.017318402|-291.6032324|1299.011844|0.0|1.0|3.47|2.5|0.08|27.0|-10.36|5.53|6.0|0.0|119.78|0.0|0.0|-5.5|31.0|5.0|410.45|0.0|1.0|4.16|3.13e-06|4.29e-06|0.00176|4.13|0.0|4.34e-11|1.78e-08|-0.04964|4.2668|3.32|4.2222|-1354.180815|652.12|1130.76|293.65|0.4335|0.4659|0.63359|3.4464|-0.22313|0.04031146|-1354.037606|3.0|8.6
