molecula|n9FaHRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|MATS2c|AATSC1c|AATSC1s|n6HRing|MATS7i|SaaaC|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC7i|AATSC1i|MATS1c|n6aHRing|BIC2|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|PBF|FPSA3|RNCS|RPSA|TPSA_x|FNSA4|WNSA5|RPCS|FNSA1|WNSA3|DPSA5|DPSA3|GRAVp|TASA|PNSA2|MOMI-Z|WNSA4|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|WNSA2|DPSA4|FPSA5|DPSA1|DPSA2|CYP2C9 inhibitor|CYP3A4 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|BBB|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|IC50|pIC50
14u_a23|1|0.0|0.0|2|7.423568444|0|-0.066969083|-0.007017844|-0.025360103|2|0.050530143|0.743634137|10.31321759|-0.0569153009999999|2|2|0.010508236|0.091604179|-0.199540201|-0.4086345999999999|2|0.787538583|0.845160857|0.71381683|1|0.909754912|-0.055259924|0.445665682|0.0254134689999999|43.06242147|0.090245088|60.27663131|-0.033908155|-38.57404134|50.47632596|0.702868983|-24.65250654|73.50348823|53.88349042|3015.478095|607.6448353|-1155.04721|2430.634114|-15.12707504|14.12094979|0.910165272|6913.009783|198.4601847|-771.4808267999999|32.2221994|0.023582305|-271.0010972|1643.332169|1.0|1.0|3.59|3.68|0.09|26.0|-7.51|3.42|4.03|1.0|126.78|0.0|1.0|-5.63|32.0|5.0|441.51|0.0|0.0|3.48|2.32e-06|9.57e-06|0.0042299999999999|3.55|0.0|3.11e-08|1.3699999999999998e-05|-0.0618299999999999|4.0409|3.23|3.1819|-1744.422541|712.54|1214.4|389.66|0.2253|0.4523|0.6703100000000001|5.9743|-0.21613|0.0237199999999999|-1744.2405670000005|6.0|8.2449
1o_a5|0|2.923171926|0.0|0|6.605297921|0|-0.266637757|-0.002633927|0.033105871|2|-0.033273504|0.0|10.94518594|-0.008511304|1|1|0.0051989459999999|-0.05876042|0.06759341|-0.231165601|2|0.78144982|0.85693939|0.650008224|0|0.88430372|-0.079346457|0.447318682|0.01325562|167.3051756|0.11569628|62.16682117|-0.028770932|-21.04383087|1.01402588|0.699913551|-22.90899675|50.11479279|49.75766514|2238.291862|475.1609233|-587.4579645|833.537568|-8.306775343|14.20898333|0.8888980340000001|4572.818263|161.2447749|-315.657463|22.08761368|0.020380352|-214.8381946|839.3293197999999|1.0|1.0|2.81|2.2|0.0|23.0|-8.11|4.48|4.07|0.0|95.2|0.0|1.0|-4.08|25.0|4.0|323.35|0.0|1.0|2.95|8.329999999999999e-05|8.340000000000001e-05|27.0|2.78|0.0|7.85e-09|2.54e-06|-0.07037|4.5011|2.66|4.1692|-1043.536121|561.04|938.37|297.38|0.3966|0.4988899999999999|0.5492100000000001|4.7435|-0.23973|0.04126499|-1043.472984|35.0|7.4559
4a_a46|0|0.0|0.210988875|1|7.825245291|1|-0.214093513|-0.001042349|-0.008364558|2|-0.137420119|0.0|10.96352058|-0.0466186959999999|1|1|0.0120924389999999|-0.216904465|-0.129430244|-0.143806973|2|0.764741337|0.8075680409999999|0.683616517|0|0.923958017|-0.05488948|0.264863483|0.00935578|6.579492736000001|0.076041983|39.49069232|-0.022129285|-18.30276019|55.05332552|0.742626378|-14.80375017|41.15334508|33.36433008|2042.529911|479.8368017|-528.6479264|1427.844961|-5.968291366|9.831485239|0.751302315|4481.754309|133.66119809999998|-274.5414028|15.47527339|0.011380391|-252.0050978|711.8625758999999|0.0|1.0|3.76|2.8|0.35|17.0|-6.82|4.18|4.46|0.0|96.74|0.0|1.0|-3.93|24.0|3.0|318.42|1.0|1.0|3.43|0.000117|4.89e-05|0.0156|3.34|0.0|1.53e-07|4.86e-05|-0.02921|4.5454|3.4|4.5454|-994.2146342|560.87|967.0|272.77|0.1694|0.6893600000000001|0.6893600000000001|3.1825|-0.21988|0.022810825|-994.079365|181.0|6.7423
12ay_a36|0|3.50559949|0.0|0|7.412764017000001|2|-0.05976542|-0.006733838|-0.043778345|2|0.1012005419999999|0.0|10.9463292|-0.06756661|1|1|0.0045625|0.1689021819999999|-0.169994208|-0.438622276|1|0.78699829|0.833398429|0.857993338|0|0.829406408|-0.074251203|0.419950383|0.018016934|126.7858133|0.170593592|110.578217|-0.035337546|-41.57269314|8.677627506|0.778164805|-31.1973159|74.29343346|59.80790901|2766.899844|537.618563|-1282.718286|3238.138932|-14.84739041|11.82248632|0.828201506|6204.216872999999|143.79285900000002|-831.4538627999999|29.43551742|0.015670425|-360.6110621|1648.388976|0.0|0.0|4.96|0.0|0.21|17.0|-7.34|3.76|2.5|0.0|133.68|0.0|1.0|-4.54|31.0|4.0|409.49|1.0|1.0|2.42|2.8600000000000004e-05|2.5e-05|0.0102|3.41|0.0|4.55e-08|1.86e-05|-0.0526|3.9348|3.79|3.6561|-1311.547668|674.33|1184.45|339.12|0.2939|0.6727|0.6914|6.2579|-0.2031599999999999|0.02880431|-1311.343228|18.0|7.7447
6g_a40|0|0.0|0.0|1|8.421342866|1|0.102683335|-0.022381557|-0.261952754|0|-0.120745388|0.607999575|10.30179936|-0.251161616|2|2|-0.018182514|-0.221674172|0.05728593|-0.588058458|0|0.832499949|0.8917390820000001|0.808096413|1|0.605346707|-0.164941808|0.400587529|0.017750905|328.78166810000005|0.3946532929999999|256.5226419|-0.059045173|-66.03405036|47.36081569|0.824204189|-69.68682788|114.7475987|118.7493383|3142.74733|393.4722933000001|-1727.0578510000005|3198.69909|-24.9461968|12.10032156|0.740853565|7822.892656|114.2663866|-1122.578856|46.56499428|0.020240097|-421.4621621|2095.424743|1.0|1.0|4.06|2.28|0.21|14.0|-2.87|3.43|2.48|2.0|124.18|1.0|3.0|-7.22|31.0|7.0|474.53|0.0|0.0|2.37|6.049999999999999e-08|1.93e-05|0.00917|3.06|1.0|0.0013599999999999|0.6459999999999999|-0.08622|3.3197|7.38|2.8135|-2521.990118|669.8|1144.59|440.68|0.4971|0.58454|0.5794199999999999|6.7231|-0.20479|0.03363483|-2521.87499|47.0|7.3279
14i_a23|1|0.0|0.0|2|7.423568444|0|0.142566578|-0.010148243|-0.130330047|2|0.040408197|0.7151570629999999|10.31321758|-0.026731172|2|2|0.002496501|0.075401108|-0.033435987|-0.569707595|2|0.8025091329999999|0.864206467|0.7333675390000001|1|0.777952733|-0.0889593869999999|0.266320368|0.0214262489999999|324.811841|0.222047267|151.83084580000002|-0.039760909|-45.14777443|93.48624142|0.7780956840000001|-41.59306642|79.20815775|75.47917433|3097.406945|531.9462982|-1386.567643|2447.1741030000003|-18.59026006|15.53342127|0.915894552|7030.347905|151.7330992|-948.103263|34.94120504|0.019276934|-380.3109456|1782.001457|1.0|0.0|3.56|2.64|0.04|26.0|-6.96|2.57|3.12|1.0|128.38|1.0|1.0|-5.21|33.0|5.0|454.51|0.0|0.0|2.61|6.11e-06|4.03e-05|0.0183|2.46|0.0|1.11e-07|5.03e-05|-0.08025|3.6931|4.64|3.6931|-1798.608335|715.68|1224.02|335.72|0.3639|0.55606|0.55606|5.9563|-0.23121|0.03394466|-1798.434186|3.0|8.4622
47a_a18|0|0.0|0.0|0|7.03438793|1|0.018016478|-0.006027559|-0.18843247|0|0.043161338|0.0|10.35082811|0.052572636|0|0|-0.000633273|0.066507683|-0.358939392|-0.369841706|0|0.766261502|0.7991211029999999|0.792293789|0|0.778790861|-0.082855697|0.371382587|0.014124484|100.7293848|0.2212091389999999|181.3725215|-0.036234741|-66.76209701|110.0917322|0.7936193709999999|-55.70051708|93.5899242|79.51543089|3612.105567|638.5417107999999|-2198.494121|2250.179086|-24.3591435|19.74153879|0.934960691|8405.670404|169.2144153|-1802.576619|37.435301|0.014835962|-481.4854016|2770.212274|1.0|1.0|4.97|0.0|0.28|18.0|-8.27|0.48|3.35|1.0|158.24|1.0|1.0|-6.74|39.0|5.0|547.67|0.0|0.0|2.02|1.8100000000000002e-07|2.62e-06|0.00143|4.44|0.0|5.4e-09|2.95e-06|-0.05191|3.1947|8.82|3.1947|-2098.773074|874.47|1536.87|388.09|0.6094|0.69508|0.69508|2.6271|-0.18291|0.0339441|-2098.359766|1.0|9.0
8e_a46|0|0.0|0.252655541|1|7.727094485|1|-0.205882192|-0.001015139|0.000950213|2|-0.126773923|0.0|10.96411233|-0.016857659|1|1|0.0123581919999999|-0.203086023|-0.135984209|-0.132524216|2|0.789844634|0.837678812|0.668786636|0|0.921352352|-0.053352779|0.281227001|0.009576086|7.389496216|0.078647648|40.04689925|-0.023017086|-17.10778729|53.05984592|0.7492419109999999|-13.83322216|39.62167507|32.04299109|1982.950764|469.146955|-503.9668235|1415.320228|-5.967832774|9.911785304|0.8008066970000001|4239.252176|127.6844779|-256.61680930000006|15.64268965|0.011830243|-253.8248986|672.6356549999999|0.0|1.0|3.21|2.93|0.32|17.0|-6.67|4.09|3.9|0.0|91.93|0.0|1.0|-3.59|23.0|3.0|304.39|1.0|1.0|3.21|0.0002569999999999|9.15e-05|0.0279|3.01|0.0|2.16e-07|6.57e-05|-0.03175|4.5092|3.0|4.5092|-954.9056294|552.99|933.3|274.96|0.2162|0.6967|0.6967|3.2194|-0.2201|0.024010215|-954.793305|406.0|6.3915
5a_a50|1|0.0|0.0|2|7.927685046000001|1|-0.203248487|-0.00148647|-0.017108794|1|0.017227585|2.475383677|10.93256969|-0.130929632|2|2|0.01228899|0.028229556|-0.168135655|-0.161169418|1|0.788709546|0.847812674|0.6759066159999999|1|0.969892876|-0.038932964|0.2814514|0.010185297|6.819160781|0.030107124|16.06582337|-0.022747617|-18.56865899|60.04351409|0.66527517|-11.08625592|44.17662122|26.21058426|2246.106104|517.556163|-521.9610361|1605.985157|-6.477439183|10.76914508|0.8275167520000001|4770.917486|178.61652859999998|-278.5298849|18.24602704|0.017576522|-176.38892919999998|784.5791628|1.0|1.0|3.5|3.28|0.14|20.0|-6.24|3.66|4.33|0.0|101.86|0.0|1.0|-3.89|25.0|2.0|326.39|1.0|1.0|3.47|0.000129|3.14e-05|0.0102|3.46|0.0|5.7e-07|0.000186|-0.02487|5.6146|3.39|4.0159|-1029.905844|582.98|976.41|308.73|0.2735|0.39948|0.6725399999999999|3.9843|-0.19146|0.02452028|-1029.786489|4.1|5.3872
13a_a6|0|3.417162147|0.0|0|7.412764017000001|1|-0.042110772|-0.01115741|-0.0265090529999999|1|0.031837397|0.0|10.95129557|-0.0525259259999999|1|1|-0.00194781|0.05269025|-0.180339002|-0.488098052|1|0.7722228729999999|0.8299950709999999|0.8013954109999999|0|0.77450544|-0.094081761|0.22670695|0.031866842|154.9639272|0.22549456|147.4582473|-0.040840697|-48.51283287|554.4922449|0.759912392|-40.23198232|87.37044493|82.36189896|2820.31296|506.474367|-1335.353173|2626.396685|-17.46461983|15.08351934|0.8764206290000001|6019.922535|157.0011174|-873.2309916000002|35.14492428|0.02016134|-339.9303794|1757.246214|1.0|1.0|3.53|3.2|0.12|23.0|-9.01|4.98|4.32|0.0|116.79|0.0|1.0|-5.51|31.0|5.0|409.44|0.0|1.0|3.52|3.11e-06|1.02e-05|0.00417|3.8|0.0|9.77e-10|4e-07|-0.05018|5.9934|4.04|3651.0|-1350.057702|695.29|1166.79|339.59|0.5352|0.4816|0.70072|7.7145|-0.19987|0.02818646|-1349.895534|46.0|7.3372
21b_a23|1|0.0|0.0|2|7.525639975|0|0.094654108|-0.005936474|-0.008526338|2|0.057405955|0.745297595|10.31321725|-0.0490623259999999|2|2|0.009872313|0.107996329|-0.130528352|-0.481470603|2|0.7717839409999999|0.8339434929999999|0.668547062|1|0.930728719|-0.0596425779999999|0.224930782|0.014481931|41.6766724|0.0692712809999999|48.56114386|-0.034219814|-40.84133198|86.65837165|0.812334718|-29.31080756|67.68046598|51.9633947|3074.083057|652.4673795|-1223.442332|2531.041828|-16.81701905|16.20152864|0.846591917|6919.229053|131.5587155|-857.6679716|29.53101081|0.013439264|-437.9110924|1506.081551|1.0|1.0|3.59|3.42|0.08|26.0|-7.84|3.92|4.2|1.0|129.97|0.0|1.0|-6.1|33.0|5.0|450.52|0.0|0.0|3.57|8.02e-07|6.06e-06|0.00273|3.7|0.0|1.43e-08|6.45e-06|-0.08401|4.0023|3.57|3.6237|-1761.4722969999998|735.65|1247.38|342.15|0.2607|0.57848|0.70139|9.5312|-0.23434|0.02657688|-1761.294175|85.0|7.0691
5f_a40|0|0.0|0.0|1|8.149890544|0|-0.004886759|-0.008387329|-0.0468504759999999|0|-0.085493191|0.769837491|10.31198329|0.062183277|2|2|0.000706205|-0.155235986|0.18254908|-0.4644854879999999|0|0.811339477|875.0|0.680674762|1|0.7414714309999999|-0.113521559|0.0528268609999999|0.020236763|222.1847349|0.258528569|119.4441339|-0.041135239|-23.41506245|63.48466425|0.814393685|-24.23209217|57.61052946|61.79838068|1932.388838|342.5710869|-608.163404|599.1117195|-8.780648419|11.20493646|0.938359946|3963.475837|85.75294257|-280.9807494|23.33651|0.015000038|-290.5093357|746.7683199|0.0|1.0|3.08|2.05|0.21|14.0|-3.69|2.94|2.68|2.0|78.56|0.0|3.0|-3.97|20.0|3.0|284.34|0.0|1.0|2.23|0.000108|0.000491|0.14|2.2|0.0|0.000207|0.0587|-0.06227|3.8036|3.5|3.0611|-1232.959261|487.57|793.54|405.03|0.2747|0.56507|0.69727|5.5961|-0.19284|0.02389588|-1232.898044|112.0|6.9508
14a_a22|0|0.0|0.0|1|6.842683282|0|-0.136588366|-0.0050042229999999|-0.052476637|2|0.021482585|1.614660505|10.9464374|-0.015194063|1|1|0.005757758|0.036467904|-0.165471815|-0.360663314|2|0.7392451729999999|0.794858486|0.655865336|1|0.864077619|-0.062215607|0.490491034|0.021268761|93.21042936|0.135922381|92.61079081|-0.031338217|-37.82586486|60.38977977|0.7007904070000001|-28.88288575|70.33046351|56.88212098|2885.858295|588.739773|-1110.320204|2169.870866|-14.54840956|14.55117701|0.8069597009999999|6348.976909|203.8666248|-756.5172972|30.46889826|0.021742777|-273.61731430000003|1584.38271|1.0|1.0|3.42|2.86|0.08|27.0|-9.21|3.87|4.31|0.0|124.05|0.0|1.0|-4.65|32.0|5.0|420.47|0.0|1.0|3.19|2.25e-05|2.1e-05|0.00881|3.18|0.0|6.1e-10|2.56e-07|-0.06145|5.0653|4.98|3.5707|-1368.321586|695.62|1191.81|347.23|0.3051|0.45928|0.63156|4.9775|-0.21174|0.03539365|-1368.13858|38.0|7.4202
13b_a6|0|3.423777636|0.0|0|7.412764017000001|1|-0.0411179|-0.011206134|-0.0265090529999999|1|0.060593678|0.0|10.95129557|-0.064811009|1|1|-0.00194781|0.100281317|-0.180339002|-0.490758329|1|0.7788169070000001|0.8370824240000001|0.8013954109999999|0|0.7757172059999999|-0.093125205|0.202093555|0.032036214|154.7847961|0.2242827939999999|147.0772097|-0.0406496879999999|-48.5571926|554.4007331|0.757233678|-40.04664055|87.39962829999999|82.07670290000002|2821.72831|508.6895893|-1332.835801|2587.000662|-17.48058934|15.37022155|0.69141956|6000.952027|159.1980937|-874.0294667999999|35.20276076|0.0203627189999999|-337.3706117|1760.1380379999998|1.0|1.0|3.56|2.85|0.12|23.0|-9.01|4.98|4.32|0.0|116.79|0.0|1.0|-5.51|31.0|5.0|409.44|0.0|1.0|3.45|3.11e-06|1.02e-05|0.00417|3.8|0.0|9.77e-10|4e-07|-0.0525799999999999|4.8494|4.04|3.6322|-1350.061187|694.33|1167.21|341.35|0.7846|0.58026|0.7006600000000001|10.8032|-0.20156|0.02920955|-1349.898848|174.0|6.7595
12c_a30|0|0.0|0.0|0|7.412764017000001|2|0.045997203|-0.006900253|-0.030422458|2|-0.0983590219999999|0.0|10.31162888|-0.072247675|1|1|0.003603419|-0.172653074|-0.090173435|-0.468696709|1|0.824373792|0.880943609|0.7463962120000001|0|0.8439327120000001|-0.076777688|0.39541773|0.01588025|82.07537640000001|0.156067288|101.8928318|-0.037411484|-41.12547305|0.0|0.8061287690000001|-32.72642202|72.5855533|60.4942895|2860.640481|550.9847369|-1196.830808|2456.062146|-15.946612|13.9883503|0.828040991|6403.739746|126.574178|-781.3839879|30.29927658|0.014695647|-399.7292126|1484.664552|1.0|0.0|4.62|0.0|0.14|17.0|-7.22|4.47|3.27|0.0|132.29|0.0|1.0|-5.93|30.0|4.0|432.93|0.0|1.0|3.11|1.19e-06|3.61e-06|0.00156|4.49|0.0|6.03e-08|2.61e-05|-0.0542299999999999|5.0582|4.45|3.5286|-2035.339256|695.96|1168.62|351.37|0.2155|0.32037|0.68457|3.7377|-0.2038599999999999|0.03433522|-2035.202565|0.01|7.9914
11f_a5|0|2.967866825|0.0|0|6.605297921|1|-0.251797205|-0.0037371509999999|0.022233547|3|-0.083432989|0.0|10.94877949|-0.0080939669999999|1|1|0.008309782|-0.1323098|-0.203228986|-0.230681941|2|0.756843253|0.800575032|0.750555185|0|0.847356138|-0.068361657|0.368815548|0.0221464629999999|70.39517801|0.152643862|106.23633909999998|-0.022252743|-36.14073513|13.29510896|0.5109475960000001|-33.11311829|73.05195434|62.99140465|2853.401015|589.7388387999999|-882.7793242999999|1125.122028|-10.77881574|18.03905985|0.8628345190000001|5969.213977|340.3683339|-614.3924972|30.31104695|0.030351311|-15.23851001|1727.7296760000002|1.0|1.0|3.35|2.87|0.24|23.0|-8.67|4.61|3.53|0.0|126.79|0.0|1.0|-3.95|32.0|6.0|427.5|1.0|0.0|2.95|0.000112|5.479999999999999e-05|0.0234|2.7|0.0|2.12e-09|9.06e-07|-0.03862|4.4523|2.25|4.1356|-1391.722248|729.96|1239.35|299.8|0.5834|0.6593600000000001|0.64937|2.1313|-0.20772|0.03804804|-1391.50739|12.0|7.9208
2_a4|0|0.0|0.0|0|6.605297921|1|-0.072708147|-0.00708265|-0.103346554|1|0.08246129|0.0|10.95268469|0.076479666|0|0|-0.0016168089999999|0.127695325|0.228655117|-0.3881618|1|0.802438682|0.847373823|0.912872667|0|0.742518847|-0.117395215|0.442778552|0.006330673|166.102249|0.257481153|108.4760726|-0.0379537729999999|-18.65482233|0.0|0.843107708|-20.83662681|48.93681624|52.12536246|1623.668791|312.82106489999995|-575.6333682|910.3327882|-6.736463618999999|7.800989232999999|0.656126301|3396.86527|66.09827364|-242.5126903|18.96532986|0.011054731|-289.1005902|682.7518749|0.0|0.0|3.33|0.0|0.27|12.0|-4.83|2.12|0.83|0.0|79.59|0.0|2.0|-2.18|19.0|4.0|253.3|1.0|0.0|1.24|0.0066|0.00171|434.0|1.62|0.0|1.4800000000000002e-05|0.00374|-0.01612|5.8961|2.46|3.2230000000000003|-819.8996124|458.73|764.77|384.69|0.1315|0.4682|0.6885600000000001|1.7717|-0.16226|0.033037353|-819.8174190000001|31.0|7.5086
3a_a49|0|0.0|0.0|1|7.535296702|1|-0.05210989|-0.006374689|-0.072328354|2|-0.044367345|1.819785|10.92976559|0.00497674|1|1|0.000521532|-0.074886415|0.003978478|-0.421478185|2|0.8145214209999999|0.8704151529999999|0.7476073409999999|1|0.72890527|-0.094437035|0.526915193|0.016205613|107.4001347|0.27109473|158.77029040000002|-0.030698626|-30.35026007|59.40691577|0.689774813|-32.39206742|64.2037853|64.79936082|2599.121578|426.893216|-880.9741697000001|1793.526571|-10.52968207|12.49907878|0.903506738|5792.106924000001|181.6875706|-515.9544212000001|26.06512204|0.021141449|-222.2883651|1277.19098|0.0|1.0|3.25|2.11|0.18|21.0|-7.19|2.77|2.81|0.0|112.14|0.0|1.0|-3.06|29.0|5.0|384.43|0.0|1.0|2.02|0.000878|0.000503|193.0|1.38|0.0|6.52e-08|2.51e-05|-0.05732|5.1647|3.16|3874.0|-1253.973708|635.89|1082.21|320.04|0.3467|0.53794|0.66614|3801.0|-0.2171|0.03833529|-1253.8126619999998|64.0|7.1938
12u_a36|0|3.508898495|0.0|0|7.412764017000001|2|-0.054501792|-0.006461999|-0.0407717229999999|2|0.033763276|0.0|10.95266014|-0.010669561|1|1|0.005035022|0.055588998|-0.163978382|-0.438988314|1|0.8101678720000001|0.855176759|0.860667615|0|0.842227829|-0.07260571|0.3765068079999999|0.017639065|86.1184622|0.157772171|109.8080843|-0.03452119|-46.98143813|5.944854912|0.77938748|-35.17050511|78.06218646|62.80959338|2831.106839|586.1833819|-1417.5607730000002|2455.7556010000003|-16.72220679|14.90088936|0.946117173|6127.402572|153.5444314|-986.6102007|30.82735404|0.015171583|-388.9026034|1818.813889|1.0|1.0|5.05|0.0|0.24|17.0|-7.38|3.85|3.01|0.0|138.33|0.0|1.0|-4.95|32.0|4.0|423.51|1.0|1.0|2.66|1.13e-05|1.39e-05|0.00589|3.8|0.0|4.2e-08|1.7800000000000002e-05|-53.0|3.8847|4.21|3675.0|-1350.865506|739.12|1254.5|337.37|0.4267|0.69258|0.70272|5.8702|-0.20409|0.03260752|-1350.638138|16.0|7.7959
7f_a10|0|0.0|-4.8022906380000006|1|7.535296702|1|0.103083789|-0.011104817|-0.2347037789999999|2|-0.104120245|0.740070757|10.92948443|-0.0971900919999999|1|1|0.0030999659999999|-0.309622111|-0.172751862|-0.5846516820000001|2|0.796084921|0.8499946070000001|0.5209683970000001|1|0.931773786|-0.064238302|0.7359022890000001|0.00797443|15.96885516|0.068226214|38.0022453|-0.03645808|-29.53487321|0.3440879|0.8217865520000001|-19.93012491|60.16185231|40.22275023|2803.359424|519.0013298|-954.4422004|2375.702381|-11.31122804|10.23679556|0.6738319429999999|7070.755931000001|99.26552746|-531.6277179|24.71113795|0.012813716|-358.4725202|1161.423484|1.0|1.0|3.37|2.97|0.23|21.0|-8.13|5.07|6.57|0.0|106.77|0.0|1.0|-5.54|30.0|7.0|410.39|0.0|0.0|4.39|2.9e-06|2.52e-06|0.00103|4.7|0.0|7.38e-09|3.03e-06|-0.0613|5.7757|4.93|3.6256|-1442.200124|597.28|1034.38|341.96|348.0|0.34467|0.6833600000000001|2.2631|-0.2175699999999999|0.01616879|-1442.058773|141.0|6.8508
9a_a40|0|0.0|0.0|1|7.515889085|0|-0.028285975|-0.003680068|-0.020455825|0|0.168990628|0.921628874|10.31197235|-0.1720337089999999|2|2|0.011966382|0.291102625|0.016958188|-0.449508498|0|0.690568477|0.749764251|0.61091688|1|0.937600185|-0.060029933|0.002467659|0.011033601|109.9916614|0.062399815|30.17155594|-0.032156295|-17.0405052|51.49564873|0.868476591|-14.03449109|39.45618424|34.36063715|1971.148912|453.3484005|-528.6391483|336.39741360000005|-7.51786994|13.33684703|0.976056482|3991.317015|63.59419322|-255.607578|17.90285474|0.008714375|-356.33157|608.6970611|1.0|1.0|3.26|3.28|0.06|20.0|-6.4|4.58|4.43|0.0|86.7|0.0|1.0|-5.49|21.0|2.0|291.37|1.0|1.0|4.08|3.24e-06|8.33e-06|0.00243|4.54|0.0|4.02e-07|0.000117|-0.06495|4.7066|4.07|3.3192|-1217.9449|515.96|847.69|373.53|0.4746|0.47831|0.69958|3.8656|-0.20303|0.01109672|-1217.873686|214.0|6.6696
3d_a12|0|0.0|0.0|0|0.0|1|0.092417272|-0.008186708|-0.053022041|3|-0.166233441|0.0|10.95472859|-0.058191686|0|0|-0.000643935|-0.282667477|-0.237203828|-0.532019854|2|0.7697403429999999|0.82682708|0.8605417409999999|0|0.8547246829999999|-0.066850425|0.2443206489999999|0.011128076|74.39425719|0.145275317|74.63869204|-0.035063929|-25.2986621|0.0|0.77428353|-17.64609244|57.52228251|40.06333231|2148.979792|439.1353855|-738.6124526000001|1205.356874|-9.255608086|10.96674758|0.89539167|4509.417998|115.96727140000002|-379.4799315|23.26659057|0.01611886|-281.8395348|953.9302134|1.0|1.0|3.98|2.71|0.11|18.0|-7.51|3.37|2.19|0.0|100.28|0.0|1.0|-3.52|24.0|4.0|313.36|1.0|1.0|2.67|0.000302|0.000123|0.0385|2.81|0.0|3.08e-08|9.64e-06|-0.06842|4.2114|3.1|3.7719|-1006.704001|548.21|918.3|328.71|0.3336|0.53114|0.6572100000000001|2.2068|-0.22229|0.02399772|-1006.606666|25.0|7.6021
12ba_a36|0|3.389685532|0.0|0|7.412764017000001|2|-0.090865777|-0.0075620109999999|0.026411489|2|0.087201747|0.0|10.9478512|-0.011949092|1|1|-0.000621302|0.159880159|-0.168084618|-0.410941182|1|0.8256014690000001|0.890675195|0.796093405|0|0.849738126|-0.083210415|0.330220757|0.0246090489999999|100.798163|0.150261874|101.229662|-0.037526591|-49.20258616|16.1479891|0.7068957840000001|-37.76553687|89.06670390000001|72.63670824|3035.390784|572.4586103999999|-1314.6236720000002|2492.5731100000003|-17.03166444|14.59456478|0.969665341|6722.60947|197.4608731|-885.6465508|35.76372225|0.023797439|-278.7665262|1859.713557|1.0|0.0|4.8|0.0|0.12|17.0|-6.72|2.79|1.63|0.0|133.18|0.0|1.0|-4.77|33.0|6.0|431.45|0.0|0.0|1.57|1.6800000000000002e-05|5.65e-05|0.0244|2.67|0.0|1.91e-07|8.240000000000001e-05|-0.08446|5.2506|2.79|3.0114|-1417.426327|687.23|1187.56|411.71|0.7436|0.3989999999999999|0.70432|3.1996|-0.21033|0.02839417|-1417.249741|21.0|7.6778
9_a47|0|0.0|0.0|0|0.0|0|0.00410268|-0.008501246|-0.1789147139999999|2|-0.043270202|1.323246814|10.93671087|0.045804989|0|0|-0.007880155|-0.091848897|-0.045757939|-0.4477815529999999|2|0.792070785|0.853035126|0.689770023|1|0.805149969|-0.084368438|0.492394184|0.009540986|107.3271659|0.194850031|101.9336202|-0.036925422|-26.52703503|0.0|0.790651977|-23.08946904|58.96976407|49.12766732|2292.652212|421.2052248|-811.319145|1333.091472|-10.10553715|10.93281031|0.93384951|5212.504394|109.5180831|-424.4325604|24.43189048|0.015793737|-304.1026787|1026.1394|0.0|1.0|2.87|2.78|0.05|22.0|-8.47|4.61|5.61|0.0|101.46|0.0|1.0|-5.37|26.0|4.0|345.37|0.0|1.0|4.09|4.29e-06|6.3e-06|0.00218|4.43|0.0|3.4000000000000003e-09|1.17e-06|-0.05037|5.7429|4.06|3.7183|-1149.055456|566.1|959.59|333.44|0.2294|0.3885099999999999|0.69084|2.2966|-0.20488|0.03463008|-1148.949486|25.0|7.6
