molecula|SddssS|n9FaRing|SssssC|NaasN|SRW09|nAHRing|nARing|BCUTs-1|SaasN|AATSC1c|SRW07|n6HRing|MATS7i|ATSC1c|MATS8i|BCUTi-1|AATSC8d|AATSC7i|AATSC1i|n6aHRing|BIC2|MATS8s|MATS8d|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|PBF|FPSA3|PNSA5|PPSA3|RNCS|FNSA4|WPSA3|FNSA2|WNSA3|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|TASA|PNSA2|GeomRadius|PPSA1|DPSA4|DPSA1|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w MLOGP|Brenk|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|Molecular Mass|Egan filter|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|Highest Occupied Molecular Orbital Energy|Gibbs Free Energy|pIC50|pIC50
9_a27|0.0|0|0.0|1|6.842683282|0|0|1.391067068|1.830911754|-0.0073742819999999|4.727387819|2|-0.152086653|-0.331842668|-0.051160217|10.93740461|-0.0447599329999999|-0.2559122789999999|-0.171520296|2|0.8214321609999999|0.017503266|-0.071974951|0.8806964490000001|0.654138816|1|0.7988644709999999|-0.078270599|-0.088404481|0.36853691|0.019589991|-45.58003501|10.10030794|128.27738490000002|-0.033677898|5.20756849|-1.414471696|-20.80651808|53.0685473|-17.36382286|50.45546414|0.466349763|411.8826346|-729.2805601|5.03925321|108.6440173|21.99956856|-298.297086|7.488512291|1.0|0.0|1.0|0.0|1.0|1.0|0.16|21.0|-7.06|3.85|2.66|0.0|97.46|0.0|3.0|-4.06|25.0|-6.33|331.37|0.0|1.0|-4.08|8.66e-05|0.0287|8.28e-05|0.0274|0.0|0.0|8.69e-08|-0.0471|5.5421|549.64|945.35|297.52|0.1982|223.71|0.35593|0.59444|-1082.965434|134.0|-0.2187|-1083.017359|8699.0|8699.0
4f_a49|0.0|0|0.0|1|7.535296702|1|1|1.343848013|2.066693174|-0.008903208|5.4161004020000005|2|-0.087861524|-0.418450768|-0.064058097|10.92775957|0.0705130559999999|-0.14414265|-0.025995042|2|0.7927086309999999|-0.00953448|0.114367229|0.8557769120000001|0.670594896|1|0.7370618040000001|-0.102926696|-0.089955514|0.480786546|0.016591015|-48.83888562|9.007637695|193.615884|-0.033471819|4.89045046|-1.439288231|-30.33918719|60.18871783|-18.1726086|64.88887164|0.437355335|400.1675422|-781.4221699|6.302023735|152.9378926|25.29924744|-237.0468572|11.34983222|0.0|1.0|1.0|1.0|0.0|1.0|0.14|21.0|-6.54|3.42|2.03|0.0|102.08|0.0|3.0|-3.99|27.0|-6.6|356.38|0.0|1.0|-4.09|0.000102|0.0365|8.120000000000001e-05|0.0289|0.0|0.0|2.92e-07|-0.06954|4.6249|575.01|982.46|334.21|0.2368|268.08|0.39584|0.68474|-1179.029099|0.0579999999999999|-0.22471|-1179.080799|7.3979|7.3979
14aa_a23|0.0|1|0.0|2|7.423568444|0|0|1.19796312|3.4143268310000003|-0.005050361|5.351858133|2|0.031136154|-0.287870566|-0.029037128|10.313217300000002|-0.044957534|0.055934795|-0.13397874|2|0.75434493|0.055269665|-0.070471939|0.8072028240000001|0.693959193|1|0.924108042|-0.052155763|-0.076107469|0.204831806|0.018016316|-51.83122853|12.26959478|40.49537336|-0.03159178|8.355923226|-1.6743643259999998|-24.18971469|61.21989213|-21.51484958|47.78906871|0.4930525229999999|629.3423691|-1140.287028|8.000512184|138.4803717|27.00633206|-404.0660854|9.388663605|0.0|0.0|1.0|1.0|1.0|1.0|0.12|26.0|-8.16|4.4|3.45|1.0|130.22|0.0|5.0|-6.23|32.0|-5.92|439.54|0.0|0.0|-5.55|5.9e-07|0.000259|2.81e-06|0.00123|0.0|0.0|6.9799999999999995e-09|-0.0708299999999999|3.5934|715.57|1231.11|345.03|0.4157|345.03|0.6805899999999999|0.6805899999999999|-1708.276011|0.4157|-0.21573|-1708.338059|8451.0|8451.0
14j_a23|0.0|1|0.0|2|7.423568444|0|0|1.197963927|3.278390512|-0.006327927|5.351858133|2|0.037350515|-0.322724299|-0.026319216|10.31321824|-0.055708465|0.087218599|-0.17267308|2|0.800643488|0.143567854|-0.091426449|0.864845456|0.5935522360000001|1|0.8454521620000001|-0.062203032|-0.082226482|0.226990358|0.020485263|-53.34139172|13.28905737|40.38957571|-0.034989992|8.620784882999999|-1.644529644|-26.17681598|64.88069411|-22.69846456|53.64097592|0.497137467|548.455847|-1066.827834|7.83426417|146.63044480000002|29.32742551|-355.4521561|11.53930239|0.0|0.0|1.0|1.0|1.0|1.0|0.05|26.0|-7.67|3.78|3.4|1.0|120.24|0.0|5.0|-5.58|31.0|-6.31|429.47|0.0|0.0|-5.11|2.66e-06|0.00114|7.73e-06|0.00332|0.0|0.0|2.14e-08|-0.07581|3.6671|670.6|1142.37|338.1|0.3886|338.1|0.65128|0.65128|-1728.9293280000002|0.3886|-0.2239699999999999|-1728.988797|8.3883|8.3883
7_a15|0.0|0|0.0|0|0.0|0|0|1.419941457|0.0|-0.010310394|0.0|1|0.145944639|-0.494898891|0.038636783|10.95880715|0.0019353679999999|0.213947987|-0.310081401|1|0.70084115|0.154068618|0.00364345|0.740089344|0.8115121240000001|0|0.841400327|-0.074406877|-0.110819329|0.403524276|0.036600739|-61.50761094|20.31436245|103.8062879|-0.026500274|11.27499976|-1.2190126140000002|-22.92132733|85.26222186|-14.70834175|61.6121151|0.396557391|466.9990754|-676.5837204|6.01738192|306.0056033|32.78250222|56.98518567|23.75461091|1.0|1.0|1.0|0.0|1.0|1.0|0.15|18.0|-7.19|3.38|1.74|0.0|99.77|0.0|7.0|-4.83|26.0|-5.72|352.38|0.0|1.0|-4.49|1.46e-05|0.00516|3.2e-05|0.0113|0.0|0.0|6.41e-08|-0.0284899999999999|4.4386|580.73|1000.95|330.67|0.3463|279.33|0.64652|0.70497|-1184.168094|0.0169|-0.18454|-1184.224637|6644.0|6644.0
16_a47|0.0|1|0.0|0|6.605297921|0|0|1.417579067|0.0|-0.0056780519999999|4.59511985|2|-0.08282926|-0.23280014|0.001426202|10.95023129|0.0506476009999999|-0.236994128|-0.0574194159999999|2|0.812131575|-0.113476605|0.081171071|0.87782381|0.57616624|1|0.691860453|-0.093207587|-0.092995116|0.421094692|0.0186711289999999|-48.19609034|9.676588112|63.13219447|-0.034261359|5.0150344780000005|-1.301931629|-25.03540372|60.36423869|-17.75645434|57.9827944|0.473257697|358.566882|-674.7452647999999|6.855429069|156.55227280000005|25.44160067|-205.1602001|12.16814835|1.0|1.0|0.0|1.0|1.0|2.0|0.06|21.0|-8.17|4.47|2.72|0.0|91.55|0.0|3.0|-4.34|25.0|-6.04|337.33|0.0|1.0|-4.42|4.56e-05|0.0154|3.84e-05|13.0|0.0|0.0|6.8099999999999994e-09|-0.05717|4.4393|534.69|894.43|303.84|0.3182|279.29|0.59209|0.6743899999999999|-1166.901251|0.0909|-0.22568|-1166.951551|9.0|9.0
5_a47|0.0|0|0.0|0|0.0|0|0|1.304329328|0.0|-0.009295857|0.0|2|0.003858593|-0.390426|-0.002627182|10.9367109|0.045246333|0.0083528919999999|-0.0428873159999999|2|0.795032176|0.065981732|0.0743193|0.861595935|0.675164258|1|0.807957755|-0.087763105|-0.1001981959999999|0.526509524|0.009936558|-52.90420509|5.246458665|104.9032216|-0.038537768|2.770107005|-1.502972943|-24.46654029|62.14504725|-20.34777119|51.58499074|0.4736061789999999|426.5981263000001|-793.5630764|5.861037845|115.3294396|26.03444329|-297.3367046|9.240842159|1.0|1.0|0.0|1.0|1.0|2.0|0.0|22.0|-8.68|4.73|3.26|0.0|101.51|0.0|3.0|-5.65|26.0|-5.19|365.79|1.0|1.0|-5.5|2.25e-06|0.000824|3.18e-06|0.00116|0.0|0.0|2.07e-09|-0.05535|3.7083|561.61|951.68|334.35|0.2108|334.35|0.69291|0.69291|-1569.20723|0.2108|-0.20954|-1569.258939|7.7|7.7
12ab_a36|0.0|0|0.0|0|7.412764017000001|2|2|1.297042596|0.0|-0.007034881|5.351858133|2|0.035377607|-0.408023082|-0.032623802|10.9540584|-0.029080933|0.0618552579999999|-0.169341326|1|0.831136366|-0.0852411419999999|-0.051707317|0.888163057|0.8196353679999999|0|0.8410557559999999|-0.079202413|-0.095025338|0.452078227|0.024102201|-65.54680623|16.62527454|116.6804416|-0.033434841|11.46782191|-1.805481415|-37.68448987|82.3666474|-23.06276515|71.2577056|0.484987413|580.1454645|-1245.389318|7.821826146|221.4026852|33.96451406|-246.9770378|16.81984117|1.0|0.0|0.0|1.0|0.0|2.0|0.17|17.0|-7.05|3.14|1.59|0.0|133.27|0.0|6.0|-3.92|32.0|-7.21|420.47|0.0|0.0|-3.91|0.0001199999999999|0.0503|0.000122|0.0515|0.0|0.0|8.95e-08|-0.0523799999999999|3.8845|712.73|1201.64|319.17|0.4451|319.17|0.69294|0.69294|-1364.236757|0.4451|-0.2093699999999999|-1364.300531|7.9586|7.9586
12s_a36|0.0|0|0.0|0|7.412764017000001|2|2|1.297044029|0.0|-0.007059109|5.351858133|2|0.037454164|-0.4023692|0.0056370119999999|10.95352614|-0.050363149|0.063448144|-0.1763783589999999|1|0.8060798779999999|-0.118671653|-0.086791463|0.856677627|0.856274847|0|0.8303378090000001|-0.07216709|-0.1000534719999999|0.4314309979999999|0.019457471|-64.57958827|12.55883918|110.6090028|-0.035868226|8.106112169|-1.901015959|-30.06529118|76.34126108|-23.15117315|59.13914165|0.4604765839999999|535.942162|-1227.012177|7.545963801|158.6528381|30.69639722|-328.1450742|11.76167282|1.0|0.0|0.0|1.0|0.0|2.0|0.17|17.0|-6.97|3.24|2.24|0.0|128.72|0.0|5.0|-4.16|30.0|-6.55|395.46|0.0|0.0|-4.3|6.929999999999999e-05|0.0274|5.05e-05|0.02|0.0|0.0|1.08e-07|-0.04908|3.8751|683.24|1150.67|329.71|0.4501|319.95|0.6843600000000001|0.6928|-1272.00109|0.0002|-0.20467|-1272.061111|8.0458|8.0458
13d_a6|0.0|0|0.0|0|7.412764017000001|1|1|1.424214188|0.0|-0.010665225|5.351858133|1|0.077158715|-0.607917822|-0.042531782|10.95129636|-0.10528143|0.126028544|-0.174259072|1|0.786837131|-0.027209556|-0.187174391|0.841971795|0.7995080809999999|0|0.78862121|-0.092581323|-0.110731261|0.19992155|0.030793771|-75.40072983|20.96853949|156.67194009999997|-0.039696112|14.27820079|-2.103893962|-42.92734103|88.02705449|-27.03045032|84.01035117|0.4128711229999999|536.999346|-1432.613867|9.086171078|157.0011174|35.13035671|-366.9322097|12.62632467|1.0|1.0|1.0|1.0|1.0|2.0|0.16|23.0|-9.4|5.38|1.5|0.0|121.6|0.0|6.0|-5.95|32.0|-5.88|423.47|0.0|1.0|-5.27|1.11e-06|0.000471|5.42e-06|0.00229|0.0|0.0|3.96e-10|-0.05252|4.85|723.61|1219.11|341.57|0.7905|255.64|0.58381|0.7007399999999999|-1389.125098|0.2513|-0.20146|-1389.188211|6.4437|6.4437
8b_a31|0.0|0|0.0|0|7.765993078999999|1|1|0.610137861|0.0|-0.013629145|5.733341277|0|-0.130371116|-0.57242407|-0.211457443|10.31170011|-0.069423138|-0.222667869|-0.092604362|0|0.843119174|-0.058494079|-0.1155280009999999|0.8956498159999999|0.8761979520000001|0|0.6076192260000001|-0.120703408|-0.132574249|0.281200674|0.03234629|-69.24221375|16.89414614|129.8921115|-0.040792077|8.823644775|-1.590890986|-32.92631065|82.21438954|-21.30529654|79.93633765|0.479278|317.3534883|-830.906565|6.142377144|154.8750114|30.28603362|-212.5400476|12.97217579|0.0|1.0|1.0|1.0|1.0|2.0|0.25|16.0|-5.73|4.52|0.61|0.0|88.64|0.0|4.0|-4.05|23.0|-6.87|328.39|0.0|1.0|-3.4|8.97e-05|0.0294|0.000399|131.0|0.0|0.0|1.86e-06|-0.0325|3.8582|566.18|927.61|321.36|0.2643|321.36|0.70036|0.70036|-1386.681003|0.2643|-0.19265|-1386.734257|5.6576|5.6576
16_a3|0.0|0|0.0|0|6.823286122000001|0|0|0.605020428|0.0|-0.010031024|4.727387819|2|0.027762972|-0.371147877|-0.013328983|10.31163046|-0.018884246|0.069124437|0.008045619|2|0.767641592|-0.142670655|-0.031683873|0.838125715|0.640070307|1|0.6974791290000001|-0.108919585|-0.100138414|0.252612735|0.012203576|-49.45999101|6.027544549|248.6415425|-0.041233465|2.977102266|-1.401937796|-26.57128935|56.56724056|-20.36587865|59.82469895|0.484889078|344.4962834|-692.4398741|5.780331402000001|84.12292796|24.54661368|-325.670405|7.107249553|1.0|1.0|1.0|1.0|1.0|1.0|0.0|21.0|-7.16|4.74|2.26|0.0|90.44|0.0|2.0|-4.98|23.0|-5.89|322.36|0.0|1.0|-4.49|1.05e-05|0.0033799999999999|3.2200000000000003e-05|0.0104|0.0|0.0|6.97e-08|-0.07095|3.2208|520.28|856.09|384.94|0.3866|384.94|0.6944100000000001|0.6944100000000001|-1371.250459|0.3866|-0.2029|-1371.297964|7.3768|7.3768
47u_a18|0.0|0|0.0|0|7.03438793|1|1|1.251177393|0.0|-0.010219187|4.844187086|0|0.008108241|-0.633589579|0.031337464|10.94702032|-0.033209663|0.0121925089999999|-0.1904128389999999|0|0.7517870059999999|-0.0112778039999999|-0.053126304|0.7960273840000001|0.646724968|0|0.741066474|-0.090364489|-0.092271172|0.33777918|0.02068926|-64.32800179|14.42377665|86.37253771|-0.0344062|10.0557163|-2.029965788|-43.92035521|79.06741651|-23.98671253|77.42251040000001|0.483819806|516.6437614|-1415.216039|9.18142206|193.9244919|33.23007431|-309.31352410000005|14.73941472|0.0|0.0|1.0|1.0|0.0|2.0|0.19|18.0|-8.2|3.15|2.95|1.0|133.53|0.0|8.0|-5.69|34.0|-6.31|455.51|0.0|0.0|-4.98|2.05e-06|0.000932|1.04e-05|0.00472|0.0|0.0|6.34e-09|-0.06392|3.1186|738.53|1282.66|397.57|0.5849|397.57|0.69143|0.69143|-1509.771642|0.5849|-0.19109|-1509.839543|5.7055|5.7055
12m_a30|0.0|0|0.0|0|7.412764017000001|2|2|0.6049842529999999|0.0|-0.01047558|5.351858133|2|-0.1305457069999999|-0.57615692|0.0488832779999999|10.31162838|-0.0547272029999999|-0.236661357|-0.152855196|1|0.832758813|-0.036924662|-0.0974968869999999|0.893689741|0.770326886|0|0.783260049|-0.085422479|-0.103359773|0.415971907|0.027352277|-70.1324196|18.55926485|133.774348|-0.0405332439999999|12.59296644|-2.067195455|-39.32844052|83.3641853|-27.50290965|76.52074257|0.44976016|531.4632661|-1402.648392|9.025816604|153.52847759999997|35.54574762|-371.4702679|13.2317657|1.0|0.0|1.0|1.0|0.0|1.0|0.13|17.0|-6.42|3.4|2.06|1.0|133.52|0.0|6.0|-6.0|32.0|-6.22|439.49|0.0|0.0|-5.01|1.01e-06|0.000444|9.71e-06|0.00427|0.0|0.0|3.7600000000000003e-07|-57.0|5.0617|714.92|1204.39|349.29|255.0|244.95|0.33392|0.68404|-1742.965888|0.1615|-0.20742|-1743.030004|7.5114|7.5114
3i_a32|0.0|1|-4.547725143|0|7.78113851|0|0|0.6094207970000001|0.0|-0.012358668|5.733341277|0|-0.21362765|-0.4449120629999999|-0.26785886|10.3110028|0.022524712|-0.8373173840000001|-0.212967423|0|0.833699527|-0.337053202|0.030060554|0.902293804|0.54844677|1|0.893827987|-0.093279684|-0.1132851459999999|0.259644227|0.015296821|-59.72706743|8.064907632|60.99385995|-0.044627482|4.252042736|-1.472706897|-25.92886531|71.27609889|-23.52884474|57.24454122|0.422644726|471.2508776000001|-776.4518766|5.826629089|120.8809386|30.52825775|-285.465827|11.54903146|1.0|0.0|1.0|1.0|1.0|1.0|0.13|19.0|-6.96|6.76|2.09|0.0|88.28|0.0|3.0|-6.27|24.0|-5.53|366.38|1.0|1.0|-5.16|5.37e-07|0.000197|6.85e-06|0.00251|0.0|0.0|1.0900000000000001e-07|-0.06518|3642.0|530.5|876.0|340.43|0.4765|340.43|0.70322|0.70322|-1891.738614|0.4765|-0.21278|-1891.790935|8.2366|8.2366
14_a4|0.0|0|0.0|1|7.535296702|1|1|1.399909181|1.947126795|-0.001935612|5.4161004020000005|1|-0.0135414919999999|-0.069682036|-0.08389836|10.94612798|0.117232935|-0.031578333|-0.039321879|1|0.77505994|0.158051825|0.204594017|0.843811017|0.500893739|0|0.8510382459999999|-0.065776751|-0.071074269|0.218112446|0.013047382|-32.31961528|5.933038407000001|12.12963775|-0.03015272|2.697931638|-0.995039765|-13.60128622|39.49511556|-13.71135194|35.84371234|0.40126838|386.9927769|-452.4746139|5.304461808|105.2894945|17.84270058|-244.1511936|7.175500282000001|1.0|0.0|0.0|1.0|0.0|0.0|0.06|17.0|-5.71|3.59|2.82|0.0|80.09|0.0|2.0|-3.4|21.0|-5.8|277.3|0.0|1.0|-3.97|0.000396|0.11|0.000106|0.0295|0.0|0.0|1.95e-06|-0.03639|4.5233|475.32|794.51|293.02|0.1864|274.1|0.53298|0.55975|-918.851356|0.1067|-0.2102|-918.896242|5.8794|5.8794
18c_a25|0.0|0|0.0|1|6.842683282|0|0|1.193723817|1.959418462|-0.002704524|4.727387819|2|0.007241543|-0.162271435|-0.038865826|10.31285373|0.006360768|0.01222181|-0.064145547|2|0.748718056|0.084188427|0.0114970419999999|0.8005589320000001|0.7357918440000001|1|0.94801724|-0.048636087|-0.0719340379999999|0.385593349|0.009585904|-47.27625541|6.300016824|26.54367263|-0.026975264|4.140476673999999|-1.510614788|-21.00757374|56.83666555|-17.72859578|38.26446885|0.484730247|623.0528232|-992.8013635|7.553051762000001|165.67090530000002|23.70385212|-325.8749539|9.560410146|1.0|1.0|1.0|1.0|1.0|1.0|0.11|27.0|-10.17|6.29|3.08|1.0|138.65|0.0|7.0|-6.05|33.0|-5.85|449.57|1.0|1.0|-5.6|8.86e-07|0.000398|2.51e-06|0.00113|0.0|0.0|6.79e-11|-0.0622|5.4858|698.86|1243.76|371.26|0.3558|226.01|0.31993|0.70516|-1714.280779|0.0041|-0.19532|-1714.342386|7.0555|7.0555
12c_a30|0.0|0|0.0|0|7.412764017000001|2|2|0.604984133|0.0|-0.006900253|5.351858133|2|-0.0983590219999999|-0.3657134279999999|0.019094532|10.31162888|-0.072247675|-0.172653074|-0.090173435|1|0.824373792|-0.031986012|-0.1240820219999999|0.880943609|0.7463962120000001|0|0.8439327120000001|-0.076777688|-0.096482247|0.39541773|0.01588025|-62.99109515|10.36785909|82.07537640000001|-0.037411484|6.768942632999999|-1.833162702|-32.72642202|72.5855533|-24.42511853|60.4942895|0.452966315|550.9847369|-1196.830808|7.652098812999999|126.574178|30.29927658|-399.7292126|9.594458155|1.0|0.0|1.0|1.0|0.0|1.0|0.14|17.0|-7.22|4.47|3.31|0.0|132.29|0.0|5.0|-5.93|30.0|-5.75|432.93|0.0|1.0|-5.44|1.19e-06|0.0005139999999999|3.61e-06|0.00156|0.0|0.0|6.03e-08|-0.0542299999999999|5.0582|695.96|1168.62|351.37|0.2155|245.12|0.32037|0.68457|-2035.141497|0.1568|-0.2038599999999999|-2035.202565|7.9914|7.9914
12am_a36|0.0|0|-4.723487246|0|7.412764017000001|2|2|1.240140551|0.0|-0.015884751|5.351858133|2|0.122824831|-0.921315581|-0.050505733|10.9602097|-0.037654321|0.345949079|-0.3344729369999999|1|0.8344566859999999|-0.0147665219999999|-0.05754717|0.885733922|0.624142499|0|0.814986544|-0.091472759|-0.118101664|0.305015372|0.017590648|-81.59051640000001|12.15249658|128.69607109999998|-0.045928425|8.395550408|-2.480134939|-43.65752487|95.53118838|-31.72964526|75.34643812|0.484558903|563.0333297999999|-1713.4008440000002|8.772646622|146.228847|40.24894481|-398.3921535|13.94067198|1.0|0.0|1.0|1.0|0.0|2.0|0.17|17.0|-7.14|3.31|2.04|0.0|130.43|0.0|7.0|-5.2|34.0|-6.4|465.43|0.0|0.0|-5.07|6.26e-06|0.00291|8.6e-06|4.0|1.0|0.0|7.24e-08|-0.0569799999999999|5.2317|714.21|1206.77|321.15|0.4894|236.99|0.40752|0.6805100000000001|-1644.952145|0.2987|-0.21356|-1645.016323|7.2218|7.2218
12g_a30|0.0|0|0.0|0|7.412764017000001|2|2|0.6049842529999999|0.0|-0.010447128|5.351858133|2|-0.037395048|-0.574592016|0.007330206|10.31162838|-0.049719762|-0.067792064|-0.152855196|1|0.826316772|-0.0430471959999999|-0.0885760969999999|0.886776351|0.770326886|0|0.783662781|-0.086195758|-0.10344931|0.487608738|0.027436565|-70.11305057|18.59520651|133.2169768|-0.040568357|12.60295167|-2.068986201|-39.593913|83.29752441|-27.49531395|77.01461557|0.459011202|531.1295763|-1402.261011|8.694447089|152.961516|35.50940589|-371.8296813|13.18447384|1.0|0.0|1.0|1.0|0.0|1.0|0.13|17.0|-6.42|3.4|2.06|1.0|133.52|0.0|6.0|-6.0|32.0|-6.22|439.49|0.0|0.0|-5.01|1.01e-06|0.000444|9.71e-06|0.00427|0.0|0.0|3.7600000000000003e-07|-0.0576|5.0703|717.55|1206.02|348.35|0.2449|244.53|0.26238|0.68366|-1742.965961|0.1613|-0.2083699999999999|-1743.029147|8.0334|8.0334
8f_a12|0.0|1|0.0|0|6.580639137|1|1|0.609895166|0.0|-0.008295703|4.59511985|2|-0.013400998|-0.3981937339999999|0.028505422|10.31134658|-0.024023866|-0.023769395|-0.125424286|1|0.7475224290000001|-0.13747286|-0.042014638|0.80546986|0.8409290840000001|1|0.869823177|-0.072634742|-0.098932601|0.285353468|0.013287637|-56.220383|7.550959323|83.13642146|-0.03822396|4.290980116|-1.6818542230000002|-23.45595611|63.05721575|-21.72151161|48.82707007|0.460344828|494.2940092|-955.746511|7.016225129|91.98952021|25.9168408|-384.290491|6.836832748|1.0|1.0|1.0|1.0|1.0|1.0|0.1|21.0|-8.42|4.99|3.1|0.0|115.66|0.0|3.0|-5.7|27.0|-5.47|369.44|0.0|1.0|-5.24|1.99e-06|0.000735|5.72e-06|0.00211|0.0|0.0|3.79e-09|-0.06179|4.1744|606.97|1020.81|339.35|312.0|297.01|0.59107|0.65098|-1480.955408|0.2466|-0.2124|-1481.008909|6.1898|6.1898
22_a10|0.0|0|0.0|1|7.535296702|1|1|1.343837143|2.113627059|-0.005035102|5.4161004020000005|2|-0.026750502|-0.332316729|0.01204992|10.92966136|-0.020475007|-0.042831367|-0.208132084|2|0.747363443|-0.02603707|-0.033474297|0.79665945|0.646474494|1|0.8698299140000001|-0.053881447|-0.0649866779999999|0.775071808|0.016720696|-50.61577509|13.023146|75.58376652|-0.022372463|10.14325785|-1.3647202319999998|-32.68604442|71.13124588|-17.4251029|54.98945848|0.422182297|677.4790907|-1062.931277|8.84228648|339.3328129|30.87787063|-100.1982412|20.51547079|1.0|1.0|1.0|1.0|1.0|0.0|0.17|27.0|-9.37|4.64|2.8|0.0|139.53|0.0|6.0|-5.34|36.0|-6.29|475.54|0.0|0.0|-5.53|4.55e-06|0.00217|2.95e-06|0.0014|0.0|0.0|4.27e-10|-0.05712|4.8251|770.92|1339.48|321.89|0.2624|256.95|0.4483899999999999|0.6834100000000001|-1543.893507|0.1922|-0.2180699999999999|-1543.959333|5.9586|5.9586
12q_a30|0.0|0|-4.76444841|0|7.412764017000001|2|2|0.60498366|0.0|-0.015322396|5.351858133|2|-0.016509571|-0.873376576|0.004165554|10.31162828|-0.021542639|-0.0483777279999999|-0.226973911|1|0.816138015|0.01661722|-0.032887649|0.867367115|0.593245722|0|0.845745827|-0.087348134|-0.115589613|0.596557166|0.014790072|-78.7683329|10.07866809|82.72757145|-0.045799658|6.868090132000001|-2.427381881|-40.56199584|90.06607753|-31.21009417|69.60189582|0.473741611|576.3319634|-1654.134991|7.346842839|122.2240555|38.03137394|-437.0000797|11.29774462|1.0|0.0|1.0|1.0|0.0|1.0|0.17|17.0|-7.18|4.43|2.82|0.0|133.96|0.0|7.0|-6.7|34.0|-5.66|482.48|0.0|0.0|-5.92|1.99e-07|9.63e-05|1.2e-06|0.000579|0.0|0.0|6.61e-08|-0.05105|5.0573|713.16|1214.92|355.93|0.1817|245.16|0.34138|0.68516|-1987.781386|0.1515|-0.19897|-1987.847256|7.4449|7.4449
EW7203_a60|0.0|0|0.0|0|7.412764017000001|2|2|0.604984431|0.0|-0.00698487|5.351858133|2|-0.092774356|-0.377182982|0.03824498|10.31162855|-0.051413084|-0.1696249719999999|-0.090115975|1|0.822401103|0.002441966|-0.089945913|0.8839272779999999|0.760234689|0|0.8860751579999999|-0.076068195|-0.096226348|0.345488097|0.020156795|-62.23028092|13.03554647|80.48638339|-0.036566012|8.430183|-1.828300603|-31.81402579|73.82739839|-23.64750675|62.22940284|0.497298165|573.0312689|-1182.375337|8.310125852|150.7881632|30.83771958|-345.1309687|11.59711747|1.0|0.0|1.0|1.0|1.0|2.0|0.13|17.0|-6.7|3.87|2.17|0.0|133.97|0.0|5.0|-5.74|31.0|-6.35|425.51|0.0|0.0|-4.82|1.81e-06|0.000768|1.53e-05|0.0065|0.0|0.0|2e-07|-0.06188|5.0166|678.83|1166.44|352.3|0.2385|247.15|0.40883|0.69857|-1667.78681|0.0448|-0.20654|-1667.848192|8.0334|8.0334
18_a4|0.0|0|0.0|1|7.535296702|1|1|1.3998285519999998|1.904090136|-0.004533883|5.4161004020000005|1|0.049240675|-0.181355303|-0.200683549|10.94611841|-0.063708832|0.108754635|0.015390457|1|0.793041267|0.102914528|-0.105846349|0.8547339420000001|0.615655659|0|0.7755960390000001|-0.094231531|-0.085817825|0.269470313|0.017694182|-42.33787448|8.729352711|203.5264327|-0.03479101|4.306590617|-1.287267373|-22.93503169|50.98777224|-17.16400317|55.21809494|0.405586004|382.6371479|-635.0681172000001|6.133421395|113.7466718|22.30718562|-265.85258480000005|8.649897756|0.0|1.0|0.0|1.0|0.0|1.0|0.11|17.0|-5.53|3.46|2.2|0.0|86.22|0.0|3.0|-2.95|23.0|-6.58|307.32|0.0|1.0|-3.51|0.00113|349.0|0.000312|0.0959|0.0|0.0|2.96e-06|-0.03538|4.5152|523.81|870.74|294.88|0.2083|274.59|0.52475|0.57777|-1033.349218|0.1|-0.20883|-1033.398285|5.5817|5.5817
