molecula|SddssS|n9FaRing|SssssC|NaasN|SRW09|nAHRing|nARing|BCUTs-1|SaasN|AATSC1c|SRW07|n6HRing|MATS7i|ATSC1c|MATS8i|BCUTi-1|AATSC8d|AATSC7i|AATSC1i|n6aHRing|BIC2|MATS8s|MATS8d|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|PBF|FPSA3|PNSA5|PPSA3|RNCS|FNSA4|WPSA3|FNSA2|WNSA3|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|TASA|PNSA2|GeomRadius|PPSA1|DPSA4|DPSA1|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w MLOGP|Brenk|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|Molecular Mass|Egan filter|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|Highest Occupied Molecular Orbital Energy|Gibbs Free Energy|pIC50|pIC50
18a_a25|0.0|0|0.0|1|6.842683282|0|0|1.194229606|1.875390684|-0.0029953159999999|4.727387819|2|0.062229409|-0.170732995|-0.018419483|10.31286118|-0.019985937|0.106305991|-0.06333068|2|0.7385460309999999|-0.039007784|-0.035531959|0.792935475|0.7291583840000001|1|0.931628386|-0.055926422|-0.078181889|0.341320954|0.0095281269999999|-51.83514755|6.317215793|75.74077952|-0.03097773|4.188358905|-1.641819678|-24.58404782|59.45091020000001|-20.53845469|43.39683067|0.493301255|617.676232|-1088.538099|7.39539242|121.2825364|25.136651|-420.4420243|7.615762647|1.0|1.0|1.0|1.0|1.0|1.0|0.08|27.0|-9.78|5.89|2.88|1.0|133.85|0.0|6.0|-6.33|32.0|-5.58|435.54|0.0|1.0|-5.77|4.65e-07|0.000202|1.71e-06|0.000744|0.0|0.0|1.67e-10|-0.05591|5.4965|694.17|1229.09|390.98|0.3234|225.57|0.2834|0.5274399999999999|-1674.982248|0.0027|-0.21323|-1675.04368|7.0269|7.0269
4d_a46|0.0|0|0.173086735|1|7.825245291|1|1|1.134637067|2.146507937|-0.001749881|5.587248657999999|2|-0.131948546|-0.085744171|-0.111025108|10.96333164|-0.076521434|-0.206000242|-0.1271933999999999|2|0.764741337|-0.213089038|-0.103199079|0.8075680409999999|0.623144956|0|0.936057958|-0.056384895|-0.070772596|0.290035518|0.008652238|-38.85529917|4.750218646|8.241078584|-0.024616555|2.607946825|-1.132361533|-16.99546444|43.60839351|-13.51488667|35.70643728|0.441136013|513.9109507000001|-621.6847867|5.757075209|102.4310631|16.6147308|-344.15403910000003|4.753094337|1.0|0.0|1.0|1.0|1.0|0.0|0.35|17.0|-7.41|4.81|2.84|1.0|101.75|0.0|2.0|-4.93|25.0|-5.4|352.86|0.0|1.0|-5.11|1.18e-05|0.00416|7.8e-06|0.00275|0.0|0.0|3.88e-08|-0.0396399999999999|4.4265|588.18|1009.78|280.09|0.1313|280.09|0.69884|0.69884|-1453.635434|0.1313|-0.22603|-1453.688943|6.2865|6.2865
3d_a12|0.0|0|0.0|0|0.0|1|1|1.28383852|0.0|-0.008186708|0.0|3|-0.166233441|-0.360215148|-0.002185753|10.95472859|-0.058191686|-0.282667477|-0.237203828|2|0.7697403429999999|-0.097468573|-0.108208213|0.82682708|0.8605417409999999|0|0.8547246829999999|-0.066850425|-0.0958414059999999|0.2443206489999999|0.011128076|-49.24083018|5.717316796|74.39425719|-0.035063929|2.9374091630000003|-1.437621096|-17.64609244|57.52228251|-18.01493787|40.06333231|0.472404561|439.1353855|-738.6124526000001|5.786006004|115.96727140000002|23.26659057|-281.8395348|8.281452338|1.0|1.0|1.0|0.0|1.0|1.0|0.11|18.0|-7.51|3.37|2.26|0.0|100.28|0.0|3.0|-3.52|24.0|-6.22|313.36|0.0|1.0|-3.91|0.000302|0.0945|0.000123|0.0385|0.0|0.0|3.08e-08|-0.06842|4.2114|548.21|918.3|328.71|0.3336|294.4|0.53114|0.6572100000000001|-1006.556654|0.1583|-0.22229|-1006.606666|7.6021|7.6021
14k_a23|0.0|1|0.0|2|7.423568444|0|0|1.1979621459999998|3.358995671|-0.005866159|5.351858133|2|0.04479394|-0.299174093|-0.055500851|10.31321813|-0.055708465|0.082632648|-0.13187015|2|0.800643488|0.140087361|-0.091426449|0.864845456|0.659570836|1|0.922397728|-0.0562483359999999|-0.079899943|0.226547411|0.018829201|-53.17069631|12.53019305|38.76597615|-0.033999976|8.338417622|-1.597998852|-24.9092952|64.04991522|-22.62582822|49.96154892|0.486654314|613.8243395|-1063.413926|8.21201115|144.0318708|28.87559227|-377.4022725|10.87921891|0.0|0.0|1.0|0.0|1.0|1.0|0.05|26.0|-7.99|4.0|3.51|1.0|125.29|0.0|5.0|-6.13|31.0|-6.03|445.93|0.0|0.0|-5.55|7.49e-07|0.000334|2.83e-06|0.00126|0.0|0.0|1.02e-08|-0.07933|3.6421|691.9|1179.17|340.42|0.4694|340.42|0.63765|0.63765|-2089.293765|0.4694|-0.2271699999999999|-2089.354026|8.4123|8.4123
12b_a36 (EW-7197)|0.0|0|0.0|0|7.412764017000001|2|2|1.2970445309999998|0.0|-0.008137593|5.351858133|2|0.027495626|-0.439429998|-0.098032695|10.96052467|-0.056994595|0.059005046|-0.217394466|1|0.819222745|-0.001567914|-0.097861598|0.8741648479999999|0.698414933|0|0.7635183720000001|-0.081357853|-0.10866747|0.458627252|0.021439664|-67.98756422|13.41367899|81.63796416|-0.039120289|8.392238798|-1.956014468|-31.84632538|80.95733534|-24.47552312|64.31504105|0.45988432|477.6935927|-1223.776156|6.764872303|158.4469629|32.77617664|-308.7538779|12.96977113||||||||||||||||||||||||||||||-0.04975|3.8475|659.48|1104.61|328.66|0.4491|322.25|0.6824899999999999|0.69991|-1331.9479310000002|0.0197|-0.20546|-1332.005651|8.1549|8.1549
3h_a32|0.0|1|0.0|0|7.765993078999999|0|0|0.609420752|0.0|-0.005281944|5.733341277|0|0.014517903|-0.269379119|-0.003152613|10.31100268|-0.111111111|0.025035542|-0.122769653|0|0.7926338540000001|-0.169197453|-0.2|0.834881529|0.8030743229999999|1|0.87880263|-0.07183387|-0.0882883959999999|0.30907784|0.0111539339999999|-55.27575363|6.98327435|76.38838542|-0.027590124|4.372100625|-1.324325944|-28.15732254|62.63332945|-17.27367301|51.95714963|0.4089962629999999|550.2022886|-829.1363044|8.107034244|141.8112711|22.33200639|-342.4592076|7.357575822|1.0|1.0|1.0|1.0|1.0|1.0|0.35|19.0|-8.47|8.11|2.64|0.0|112.28|0.0|7.0|-8.23|26.0|-4.29|382.55|1.0|1.0|-6.15|5.8700000000000014e-09|2.24e-06|7.140000000000001e-07|0.000273|0.0|0.0|3.37e-09|-0.05318|3.5552|676.22|1127.45|348.74|0.2926|348.74|0.70257|0.70257|-1790.440663|0.2926|-0.20059|-1790.5004850000005|8.1549|8.1549
4g_a46|0.0|0|0.171759574|1|7.825245291|1|1|1.134637064|2.156712018|-0.001702489|5.587248657999999|2|-0.093447672|-0.088529411|-0.055084605|10.96333695|-0.138341481|-0.144064904|-0.121452903|2|0.74106323|-0.200628401|-0.193115055|0.7796270059999999|0.635494818|0|0.946829733|-0.056893316|-0.070153728|0.318162858|0.00801562|-40.24987057|4.598866947|7.38470955|-0.024339048|2.638545451|-1.192613373|-18.72788427|44.72726697|-13.96424081|37.24073329|0.448462961|543.2323468999999|-684.2477996|5.8466355000000005|99.33639766|16.88825479|-375.0653627|4.477396402|1.0|0.0|1.0|1.0|1.0|0.0|0.38|17.0|-7.8|5.19|3.06|1.0|106.55|0.0|3.0|-5.38|26.0|-5.18|366.89|0.0|1.0|-5.38|4.22e-06|0.00155|4.16e-06|0.00153|0.0|0.0|1.57e-08|-0.03985|4.4163|615.33|1064.92|280.74|0.1294|280.74|0.6983199999999999|0.6983199999999999|-1492.923098|0.1294|-0.22587|-1492.979142|5.5615|5.5615
7s_a46|0.0|0|0.218897825|1|7.727094485|1|1|1.160371307|2.117265684|-0.005351046|5.533389489|1|-0.210750635|-0.240797051|-0.005405515|10.94651358|-0.020953253|-0.327656845|0.018964141|1|0.770312275|-0.036284605|-0.030371026|0.8182543959999999|0.768056188|0|0.858788462|-0.096723151|-0.083011849|0.249893305|0.008871171|-41.72189594|4.458665639|166.3052939|-0.031623562|2.240932895|-1.3281895890000002|-24.43308641|47.36217237|-15.894055599999998|53.07188519|0.433822088|431.6285339|-667.5503351|5.565371272|90.5248694|19.38565529|-321.55195330000004|5.640276426000001|0.0|1.0|0.0|1.0|1.0|1.0|0.26|17.0|-6.08|3.65|2.39|0.0|91.19|0.0|2.0|-4.07|23.0|-5.81|305.37|0.0|1.0|-4.24|8.590000000000001e-05|0.0262|5.76e-05|0.0176|0.0|0.0|8.39e-07|-0.02024|5.2972|539.99|916.7|288.81|0.4164|234.06|0.44692|0.69976|-974.615216|0.1186|-0.19947|-974.664103|5.7022|5.7022
12bc_a36|0.0|0|0.0|0|7.412764017000001|2|2|1.284647662|0.0|-0.007661816|5.351858133|2|0.068351685|-0.413738077|-0.079009683|10.95883416|-0.027636036|0.115647623|-0.1716508239999999|1|0.836170906|0.006621918|-0.045186455|0.892249657|0.771220556|0|0.834305498|-0.077192869|-0.107107992|0.326764696|0.01824287|-71.97763346|12.2593899|83.35308244|-0.038558877|8.238431664|-1.927943855|-34.8600941|83.97121855|-25.91194805|64.13376391|0.467645467|560.6615736|-1295.597402|8.273766079|153.57572439999998|33.5878425|-364.8584744|11.99358509|1.0|0.0|1.0|1.0|0.0|2.0|0.14|17.0|-7.76|3.99|2.99|0.0|133.77|0.0|5.0|-5.08|31.0|-6.26|450.32|0.0|1.0|-5.18|8.27e-06|0.00372|6.55e-06|0.00295|0.0|0.0|1.74e-08|-0.05828|5.2189|705.12|1188.37|320.4|0.7456|237.57|0.35775|0.69094|-2151.9100780000003|0.3478|-0.21499|-2151.971485|8.0969|8.0969
13a_a6|0.0|0|0.0|0|7.412764017000001|1|1|1.430639975|0.0|-0.01115741|5.351858133|1|0.031837397|-0.602500119|0.0015242189999999|10.95129557|-0.0525259259999999|0.05269025|-0.180339002|1|0.7722228729999999|0.090839165|-0.091892803|0.8299950709999999|0.8013954109999999|0|0.77450544|-0.094081761|-0.113446379|0.22670695|0.031866842|-74.18628740000001|20.83876732|154.9639272|-0.040840697|13.62714959|-2.042034827|-40.23198232|87.37044493|-26.70706346|82.36189896|0.467070451|506.474367|-1335.353173|8.038453162|157.0011174|35.14492428|-339.9303794|13.18415753|1.0|1.0|1.0|1.0|1.0|2.0|0.12|23.0|-9.01|4.98|1.29|0.0|116.79|0.0|5.0|-5.51|31.0|-6.1|409.44|0.0|1.0|-4.99|3.11e-06|0.0012699999999999|1.02e-05|0.00417|0.0|0.0|9.77e-10|-0.05018|5.9934|695.29|1166.79|339.59|0.5352|206.87|0.4816|0.70072|-1349.834826|0.2697|-0.19987|-1349.895534|7.3372|7.3372
12f_a40|0.0|0|0.0|1|7.515889085|0|0|0.604990261|1.768354671|-0.006206277|5.4161004020000005|0|0.070099257|-0.235838511|0.108909202|10.31197207|-0.172869148|0.115814835|-0.054891771|0|0.777316288|-0.160218113|-0.271493213|0.841769186|0.605644757|1|0.909993912|-0.067004323|-0.082198664|3.43e-05|0.021549915|-45.41519509|11.90644165|62.72992556|-0.032879466|6.57837176|-1.150781297|-20.45387851|56.53158029|-18.16607804|48.92668311|0.490421149|502.7764322|-635.8127312999999|8.404802652999999|148.3785764|24.83590915|-255.7481174|11.1163852|1.0|0.0|1.0|0.0|0.0|0.0|0.06|20.0|-7.32|5.35|3.99|0.0|98.25|0.0|3.0|-6.58|24.0|-4.76|376.26|0.0|1.0|-5.99|2.66e-07|0.0001|1.02e-06|0.0003819999999999|0.0|0.0|4.81e-08|-0.07761|4.3313|572.63|951.55|436.97|0.4348|286.25|0.6679999999999999|0.7029|-2212.222254|0.3858|-0.19526|-2212.275094|6.4202|6.4202
5f_a40|0.0|0|0.0|1|8.149890544|0|1|0.60491326|1.656591081|-0.008387329|6.167516491000001|0|-0.085493191|-0.293556526|0.166865076|10.31198329|0.062183277|-0.155235986|0.18254908|0|0.811339477|-0.465573352|0.095322868|875.0|0.680674762|1|0.7414714309999999|-0.113521559|-0.10969397|0.0528268609999999|0.020236763|-50.68028366|9.349692674|222.1847349|-0.041135239|4.319700326|-1.316327637|-24.23209217|57.61052946|-19.00510637|61.79838068|0.484099946|342.5710869|-608.163404|5.780627322000001|85.75294257|23.33651|-290.5093357|6.930245797|1.0|0.0|0.0|1.0|1.0|1.0|0.21|14.0|-3.69|2.94|1.29|2.0|78.56|0.0|3.0|-3.97|20.0|-6.47|284.34|0.0|1.0|-3.31|0.000108|0.0307|0.000491|0.14|0.0|0.0|0.000207|-0.06227|3.8036|487.57|793.54|405.03|0.2747|325.97|0.56507|0.69727|-1232.851443|0.0415|-0.19284|-1232.898044|6.9508|6.9508
4e_a49|0.0|0|0.0|1|7.535296702|1|1|1.343847746|2.085628989|-0.006602016|5.4161004020000005|2|-0.080255074|-0.3631108529999999|-0.053787795|10.92777282|0.018857363|-0.130491035|-0.060391347|2|0.803344301|0.0063958109999999|0.032396301|0.856023531|0.731643066|1|0.757062331|-0.09422276|-0.087866673|0.433385455|0.017142176|-53.89448633|10.51443916|313.22432680000003|-0.029288891|6.449206277999999|-1.493733437|-35.44835874|68.38360061|-17.96482878|68.30753733|0.471635821|464.3567821|-916.2062675|7.934910277|214.47685|27.6242383|-184.4129453|14.48911428|0.0|1.0|1.0|1.0|1.0|2.0|0.22|21.0|-7.36|3.4|1.25|0.0|114.08|0.0|6.0|-3.28|30.0|-7.52|399.45|0.0|1.0|-3.52|0.000528|211.0|0.000305|122.0|0.0|0.0|4.35e-08|-0.06461|5.7301|660.22|1128.64|327.34|0.2273|216.37|0.4078199999999999|0.68043|-1312.924353|0.0789|-0.2231199999999999|-1312.98289|7.4685|7.4685
18_a10|0.0|0|0.0|1|7.78113851|2|2|1.243178376|2.142254323|-0.00309846|5.733341277|2|-0.092424959|-0.1859075939999999|-0.052165302|10.92966688|-0.0280813039999999|-0.144233311|-0.143149563|2|0.785539083|0.048377088|-0.0507442929999999|0.832812971|0.6886547670000001|1|0.885552955|-0.0575419659999999|-0.076052353|0.656664457|0.019095409|-48.27152552|12.12013168|40.99617452|-0.024889861|7.692822451|-1.368942347|-23.18149476|61.38857307|-15.79795381|48.64284759|0.4670293179999999|562.0732377|-868.8874593|7.204851347999999|227.471785|24.62214943|-179.7708584|13.11704755|0.0|1.0|1.0|1.0|1.0|0.0|0.32|21.0|-7.88|4.65|2.14|0.0|119.81|0.0|5.0|-4.48|31.0|-6.34|412.48|0.0|1.0|-4.77|3.34e-05|0.0138|1.7100000000000002e-05|0.00705|0.0|0.0|1.32e-08|-0.0495699999999999|5.7687|687.19|1181.5|326.47|0.2962|214.93|0.37729|0.6866300000000001|-1336.126835|0.1637|-0.20692|-1336.185978|6.8861|6.8861
1n_a5|0.0|0|0.0|0|6.605297921|0|0|1.427557749|0.0|-0.007315978|4.59511985|2|0.002508727|-0.3365350029999999|-0.150600424|10.94528897|-0.047910067|0.004115733|-0.015850084|2|0.77828693|-0.013686011|-0.087019366|0.8402078140000001|0.656280207|0|0.785210014|-0.082180848|-0.081950989|0.428980979|0.023129277|-47.04056285|13.27640087|63.58796786|-0.030493391|7.620766672|-1.311215832|-27.07741706|63.57058627|-17.50346525|60.44890447|0.483868192|450.71720610000006|-752.6490056|7.881746117|213.67365440000003|27.88278228|-146.6611704|16.53002342|1.0|1.0|1.0|1.0|1.0|1.0|0.05|23.0|-8.07|4.41|1.72|0.0|101.77|0.0|5.0|-4.27|27.0|-6.41|356.38|0.0|1.0|-4.18|5.41e-05|0.0193|6.56e-05|0.0234|0.0|0.0|8.43e-09|-0.06186|4.3838|607.15|1017.23|282.82|0.3789|282.82|0.44786|0.44786|-1179.018429|0.3789|-0.23278|-1179.073189|7.5686|7.5686
4S4k_a46|0.0|0|0.173180233|1|7.825245291|1|1|1.134637098|2.145043462|-0.0049602|5.587248657999999|1|-0.104665424|-0.252970193|-0.1149361969999999|10.94631314|-0.1032662209999999|-0.158788415|0.012963356|1|0.7477594870000001|-0.003017362|-0.141706595|0.787615341|0.784722915|0|0.891734458|-0.089589915|-0.0860536609999999|0.199356973|0.007749296|-45.61628327|4.1078333030000005|172.7607401|-0.030477338|2.177526049|-1.46291223|-25.17446332|49.42345536|-16.15576699|51.59865384|0.461984953|472.7005375|-775.4768155|5.523352655|70.01975807|18.61456563|-390.0516264|3.807172093|1.0|1.0|0.0|1.0|1.0|1.0|0.33|17.0|-6.61|4.26|2.84|0.0|100.96|0.0|2.0|-4.82|25.0|-5.46|333.43|0.0|1.0|-4.83|1.5e-05|5.0|1.4800000000000002e-05|0.0049299999999999|0.0|0.0|2.48e-07|-0.02074|5.2854|566.82|997.07|304.07|0.2623|234.58|0.5716|0.67893|-1053.202208|0.0654|-0.1947|-1053.255345|6.7055|6.7055
13_a4|0.0|0|0.0|1|7.535296702|1|1|1.399843898|2.050136054|-0.000990136|5.4161004020000005|1|-0.059300584|-0.04158572|-0.14818661|10.94205723|-0.0963182119999999|-0.094404255|-0.025714912|1|0.744134785|-0.215746851|-0.157188841|0.7986239909999999|0.6490618429999999|0|0.970027005|-0.050017793|-0.068249548|0.229685203|0.008746805|-33.41617993|4.282589756|11.85953992|-0.0279998139999999|2.096831328|-1.091992764|-11.99053523|37.12083496|-13.70920202|28.77218157|0.4289448289999999|474.9422962|-534.6588788|5.663493161|67.30306705|15.89399858|-355.01146810000006|3.704655033|1.0|0.0|0.0|1.0|0.0|0.0|0.16|17.0|-6.2|4.18|2.9|0.0|90.06|0.0|2.0|-4.09|22.0|-5.39|287.36|0.0|1.0|-4.42|8.18e-05|0.0235|3.77e-05|0.0108|0.0|0.0|6.28e-07|-0.03168|4.4811|536.09|893.0|297.09|0.2133|276.68|0.53815|0.59537|-898.2009630000001|0.1282|-0.20372|-898.2503529999999|5.3979|5.3979
16b_a23|0.0|1|0.0|2|7.423568444|1|1|1.197960988|3.418247774|-0.005139233|5.351858133|3|0.054655144|-0.3237716519999999|-0.068280331|10.31321583|-0.05237763|0.099244509|-0.224300431|2|0.7740962779999999|0.14319927|-0.09063701|0.830577373|0.711576167|1|0.928579764|-0.050637391|-0.07920267|0.2256448969999999|0.018614978|-58.69232154|13.79443768|7.971529518|-0.031407956|10.22222569|-1.821661419|-27.80700713|72.31582904|-23.2745413|51.31875369|0.4870072789999999|688.1144512|-1349.923395|9.472884487|193.4284005|31.49562341|-354.1828792|13.6235075|1.0|0.0|1.0|1.0|0.0|1.0|0.07|26.0|-7.33|3.02|3.14|1.0|146.03|0.0|6.0|-6.19|36.0|-6.3|489.57|0.0|0.0|-5.67|6.41e-07|0.000314|2.16e-06|0.00106|0.0|0.0|4.6200000000000003e-08|-0.07352|1.6041|772.84|1340.35|772.92|0.3456|772.92|0.95419|0.95419|-1877.270284|0.3456|-0.21093|-1877.335869|7.0191|7.0191
3m_a32|0.0|1|0.0|0|7.773594467000001|0|1|0.609420748|0.0|-0.006290106|5.733341277|0|-0.0370712179999999|-0.3082152019999999|-0.084132138|10.31100268|-0.078038283|-0.065422345|-0.086806406|0|0.817967125|-0.0067207069999999|-0.126422018|0.872498916|0.6672533589999999|1|0.798023273|-0.084626325|-0.09390309|0.317009723|0.013428623|-56.15082133|8.029854976000001|92.61088121|-0.027127559|4.801577352|-1.220740175|-30.25923462|67.1606709|-16.22134838|58.63348955|0.4687361229999999|477.1904954|-729.9606772999999|7.0752395770000005|194.65681730000003|24.05057475|-208.6520032|11.00984957|1.0|0.0|1.0|1.0|1.0|1.0|0.3|19.0|-7.38|7.02|1.74|0.0|110.36|0.0|3.0|-5.94|27.0|-6.17|394.51|0.0|1.0|-4.86|1.14e-06|0.000449|1.39e-05|0.00547|0.0|0.0|4.190000000000001e-08|-0.05731|3.5749|641.52|1073.31|346.82|0.2952|346.82|0.7026600000000001|0.7026600000000001|-1863.279862|0.2952|-0.2056599999999999|-1863.337677|7.6383|7.6383
12u_a36|0.0|0|0.0|0|7.412764017000001|2|2|1.270259304|0.0|-0.006461999|5.351858133|2|0.033763276|-0.407105926|-0.063855309|10.95266014|-0.010669561|0.055588998|-0.163978382|1|0.8101678720000001|0.080270195|-0.018047007|0.855176759|0.860667615|0|0.842227829|-0.07260571|-0.0969881059999999|0.3765068079999999|0.017639065|-67.50289394|12.27663887|86.1184622|-0.03452119|8.544435884|-2.036750221|-35.17050511|78.06218646|-24.02645378|62.80959338|0.486156325|586.1833819|-1417.5607730000002|7.65672775|153.5444314|30.82735404|-388.9026034|10.55929252|1.0|0.0|1.0|1.0|1.0|2.0|0.24|17.0|-7.38|3.85|2.66|0.0|138.33|0.0|6.0|-4.95|32.0|-6.19|423.51|0.0|1.0|-4.86|1.13e-05|0.0047799999999999|1.39e-05|0.00589|0.0|0.0|4.2e-08|-53.0|3.8847|739.12|1254.5|337.37|0.4267|319.16|0.69258|0.70272|-1350.575382|0.0176|-0.20409|-1350.638138|7.7959|7.7959
3b_a32|0.0|1|0.0|0|7.758333467000001|0|0|0.609420808|0.0|-0.007388108|5.733341277|0|-0.0411430079999999|-0.265971895|-0.1113575119999999|10.31100281|0.10614163|-0.078754696|-0.151445075|0|0.800396027|0.094335058|0.167519182|0.866250192|0.7725667079999999|1|0.8407393809999999|-0.073068133|-0.100355499|0.2719741|0.014636992|-49.22963237|7.180211702|74.63320519|-0.033451833|3.522270202|-1.103910485|-17.58323784|56.82775081|-16.40987746|43.023961|0.460751087|412.4267349|-541.5259561|5.765940603|115.707414|21.47528975|-259.1375886|7.59811844|1.0|1.0|1.0|1.0|1.0|1.0|0.13|19.0|-6.5|6.25|1.45|0.0|88.24|0.0|2.0|-5.73|21.0|-5.57|312.41|0.0|1.0|-4.65|1.86e-06|0.0005809999999999|2.23e-05|0.00697|0.0|0.0|3.19e-07|-0.05396|3.5545|524.46|857.0|348.81|0.2905|348.81|0.70257|0.70257|-1594.0008779999998|0.2905|-0.20137|-1594.049677|8.2366|8.2366
12v_a30|0.0|0|0.0|0|7.412764017000001|2|2|0.604983445|0.0|-0.006974714|5.351858133|2|-0.099831334|-0.369659818|0.020607357|10.31162873|-0.04950715|-0.173424818|-0.0857954809999999|1|0.83236194|-0.029852321|-0.080971844|0.889479916|0.711738503|0|0.8501212029999999|-0.077138874|-0.0971402169999999|0.404950755|0.015823709|-65.72041011|10.70556236|82.09302037|-0.037666615|7.242869835|-1.845664126|-35.30820865|75.73440678|-25.48342433|62.89402328|0.478535287|575.1512171|-1248.687792|8.114588039|131.2043645|31.6144427|-414.1432908000001|10.01399667|1.0|0.0|1.0|1.0|0.0|1.0|0.14|17.0|-7.8|5.11|3.79|0.0|137.3|0.0|5.0|-6.58|31.0|-5.52|467.37|0.0|1.0|-6.04|2.64e-07|0.000123|9.14e-07|0.0004269999999999|0.0|0.0|1.58e-08|-0.0563|3.5507|715.58|1209.1|349.18|0.1601|349.18|0.68405|0.68405|-2494.739831|0.1601|-0.20681|-2494.802821|7.6596|7.6596
9_a47|0.0|0|0.0|0|0.0|0|0|1.3818994059999998|0.0|-0.008501246|0.0|2|-0.043270202|-0.382556052|0.022031244|10.93671087|0.045804989|-0.091848897|-0.045757939|2|0.792070785|0.046690958|0.075092937|0.853035126|0.689770023|1|0.805149969|-0.084368438|-0.0969292319999999|0.492394184|0.009540986|-50.70744657|4.991260197|107.3271659|-0.036925422|2.611122094|-1.550867715|-23.08946904|58.96976407|-19.3171225|49.12766732|0.482896681|421.2052248|-811.319145|5.653392499|109.5180831|24.43189048|-304.1026787|8.262317504|1.0|1.0|0.0|1.0|1.0|2.0|0.05|22.0|-8.47|4.61|2.99|0.0|101.46|0.0|3.0|-5.37|26.0|-5.26|345.37|0.0|1.0|-5.2|4.29e-06|0.00148|6.3e-06|0.00218|0.0|0.0|3.4000000000000003e-09|-0.05037|5.7429|566.1|959.59|333.44|0.2294|215.89|0.3885099999999999|0.69084|-1148.896866|0.2208|-0.20488|-1148.949486|7.6|7.6
4m_a46|0.0|0|0.16407746|1|7.825245291|1|1|1.134637002|2.12888511|-0.000686578|5.587248657999999|1|-0.302054595|-0.0329557579999999|-0.142061192|10.94319657|0.007901235|-0.487230027|-0.029022201|1|0.747676221|-0.099662698|0.011235955|0.7975218959999999|0.626578283|0|0.948973877|-0.067320375|-0.0672468|0.373463876|0.010905551|-35.43866734|5.74716122|6.161736337000001|-0.0224155999999999|3.028720082|-1.008702005|-18.69640205|41.88525631|-11.81288911|41.22460182|0.463006576|500.1036387|-531.5800101|5.329061873000001|140.5828543|16.11061509|-245.828396|6.446588969|1.0|0.0|1.0|1.0|1.0|0.0|0.29|17.0|-6.88|4.25|2.5|0.0|98.69|0.0|2.0|-4.52|25.0|-5.68|328.41|0.0|1.0|-4.57|2.99e-05|0.00981|2.68e-05|0.0088|0.0|0.0|1.31e-07|-0.04808|6.0419|558.63|975.72|285.18|0.2465|205.21|0.38389|0.68505|-1030.929791|0.1557|-0.23116|-1030.980844|5.8901|5.8901
16a_a10|0.0|0|0.0|1|7.535296702|1|1|1.325756911|2.041062372|-0.00230615|5.4161004020000005|2|-0.085711535|-0.152205915|0.014886502|10.92947902|-0.0048530629999999|-0.133979603|-0.254024476|2|0.772481675|-0.068377262|-0.008879187|0.813036304|0.72613292|1|0.916148686|-0.052574986|-0.076950669|0.3637074329999999|0.013872737|-53.28817038|9.606840334|77.68598956|-0.026063936|6.652715932|-1.615964058|-25.21250404|63.53441386|-18.049219|46.01490333|0.4629532229999999|634.4309626|-1119.0515779999998|8.531706024|189.0108247|24.82496066|-314.4761648|10.24624348|1.0|1.0|1.0|1.0|1.0|0.0|0.3|21.0|-8.5|4.73|2.47|0.0|133.66|0.0|9.0|-5.22|33.0|-5.91|439.55|0.0|1.0|-5.17|6e-06|0.00264|6.76e-06|0.00297|0.0|0.0|3.18e-09|-0.04647|5.6019|760.0|1310.44|320.22|0.3843|221.33|332.0|0.6852199999999999|-1394.797092|0.0841|-0.20697|-1394.861824|7.3279|7.3279
