molecula|n9FaRing|SssssC|NaasN|nARing|SaasN|MATS2c|AATSC1c|SRW07|JGI4|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC7i|MATS1c|n6aHRing|MATS8d|SIC2|GATS1pe|PNSA3|PNSA5|PPSA3|RNCS|RPSA|TPSA_x|FNSA4|WNSA5|RPCS|FNSA2|DPSA5|DPSA3|TASA|WNSA4|FPSA1|GeomShapeIndex|PPSA1|DPSA4|DPSA1|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Fraction Csp3|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Volume|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|IC50|pIC50|pIC50
8b_a50|1|0.0|1|1|2.021915391|-0.115740384|-0.0045301379999999|5.777652323|0.035718954|-0.1812055289999999|0.006841944|-0.009441452|10.945024|-0.0180233089999999|2|2|0.007057361|-0.170496134|-0.332085641|1|-0.031953774|0.8836675340000001|0.71043578|-34.79187329|-37.39727879|10.30543157|131.417573|0.154650918|74.08248511|-0.030360051|-17.91443197|0.0|-1.092961836|49.02840043|45.09730487|404.9478761|-6.966723542|0.328290204|0.75095166|157.2609748|21.65129387|-164.5084115|339.5806858|11.63112165|1.0|1.0|0.0|1.0|1.0|0.06|3.14|3.41|1.79|0.0|0.0|89.78|0.0|2.0|-3.44|23.0|3.0|-6.32|1.0|2.51|-3.81|108.0|0.000154|46.0|0.0|1.16e-06|0.000347|-0.02903|2.11|4.1804|-967.3527447|515.81|857.53|0.1717|273.96|353.17|0.5533|121.0|-0.1724099999999999|3.8213|-0.20144|0.036701907|5.8205|68.0|7.1675|7.1675
14x_a23|1|0.0|2|0|3.101221922|0.0944818319999999|-0.0065692219999999|5.351858133|0.04314059|-0.335030301|0.003379755|-0.075184011|10.31321817|-0.0229244|2|2|0.003906274|0.160327487|-0.443633823|2|-0.035965909|0.8668730109999999|0.558482531|-46.97594633|-55.83053941|14.64350681|42.44114495|0.223171139|147.90081730000003|-0.034056109|-37.00022522|87.28077098|-1.6006371069999998|70.40248829|61.61945314|514.8229467|-14.95753786|0.277788677|0.880126802|184.0971574|31.25095356|-294.5294492|597.2903597999999|14.57194888|0.0|0.0|1.0|1.0|1.0|0.05|4.2|5.14|3.78|2.0|1.0|120.2|0.0|5.0|-5.68|32.0|6.0|-6.35|0.0|4.06|-5.27|0.0009369999999999|5.41e-06|0.00242|0.0|1.17e-08|5.23e-06|-0.08216|3.97|3.6941|-1828.393372|675.21|1149.42|0.3184|305.07|537.48|0.6757|0.3057|-0.15259|5.7933|-0.23475|0.02165405|8.1916|3.0|8.4949|8.4949
13c_a5|0|0.0|0|1|0.0|-0.2071929139999999|-0.005082338|4.59511985|0.024822695|-0.284610951|0.005288472|-0.098760742|10.94530327|-0.018055556|1|1|0.006110714|-0.017427549|-0.324868153|2|-0.033833834|0.822789227|0.6775573359999999|-50.97293525|-50.50012762|15.25960958|158.67712230000004|0.19980328|131.7396496|-0.025039414|-33.29709668|51.93687546|-1.302049531|70.46156718|66.23254483|527.6071331999999|-10.8855893|0.448671765|0.873289814|295.8302846|29.94524142|-67.68621352|656.208474|19.96143955|0.0|1.0|1.0|1.0|1.0|0.17|4.23|3.29|1.16|1.0|0.0|120.88|0.0|5.0|-3.55|31.0|5.0|-7.28|1.0|2.68|-3.96|0.1169999999999999|0.000109|0.0446|0.0|8.170000000000001e-09|3.36e-06|-0.05615|3.99|4.2145|-1351.274441|676.53|1153.36|509.0|263.46|513.33|0.41594|0.1666|-0.17324|2.3276|-0.22939|0.03747691|2.9732|123.0|6.9101|6.9101
12a_a5|0|0.0|0|1|0.0|-0.256282289|-0.00166971|5.209486153|0.023108466|-0.09350376|0.00873078|-0.114419442|10.94553751|-0.032601907|1|1|0.008649556|-0.006024869|-0.175245466|2|-0.063558439|0.829536345|0.741588813|-36.01436435|-41.59124655|5.032443973|13.74268646|0.105409104|64.77671525|-0.026030816|-25.55893402|0.0|-1.353602454|50.40529807|41.04680832|549.7500455|-9.830359239|0.253214907|0.844187448|155.6073368|21.42066499|-303.31208710000004|650.3600841|8.814051518|0.0|1.0|1.0|1.0|1.0|0.21|5.12|4.26|2.17|1.0|0.0|119.38|0.0|5.0|-4.27|29.0|4.0|-6.23|0.0|3.58|-4.59|0.0205|2.56e-05|0.00977|0.0|1.4800000000000003e-09|5.660000000000001e-07|-0.04076|2.91|4.1610000000000005|-1202.02622|667.31|1140.24|0.4794|264.55|508.81|0.50831|0.0296|-0.17152|2.5642|-0.21228|0.03567816|3.9457|19.0|7.7212|7.7212
15c_a22|0|0.0|1|0|1.596256692|-0.134137693|-0.005236206|4.727387819|0.038137255|-0.298463715|0.003784292|-0.023927419|10.9464374|0.006275578|1|1|0.004362505|-0.047249795|-0.364626967|2|0.010828071|0.8353837409999999|0.639264982|-48.58045253|-57.66130245|17.68362419|36.22825261|0.133414786|96.05497587|-0.0302219629999999|-41.51455167|78.22334636|-1.60176404|75.52188549|66.26407672|623.9175171|-15.66586856|0.338224886|0.859281634|243.5126145|32.87972244|-232.9472639|731.8178649|17.86058304|0.0|1.0|1.0|1.0|1.0|0.08|3.9|4.18|1.08|1.0|0.0|128.77|0.0|6.0|-4.86|34.0|6.0|-6.96|0.0|2.98|-4.62|0.00618|2.4e-05|0.0107|0.0|5.269999999999997e-10|2.35e-07|-0.07399|4.79|3674.0|-1460.602657|715.42|1241.07|0.5082|216.15|575.8|0.30831|0.0694|-0.15408|7.382000000000001|-0.22807|0.03150096|9.0393|737.0|6.1325|6.1325
15_a3|0|0.0|0|1|0.0|0.079167398|-0.006742751|4.727387819|0.045993266|-0.289938297|-0.006419472|0.126641951|10.33806279|0.021805556|0|0|-0.004459728|-0.325227172|-0.505519936|3|0.036380489|0.866559772|0.911346861|-47.26593592|-55.08588323|4.04445331|315.5421792|0.221091166|113.1667185|-0.037667|-28.19600959|0.0|-1.50667999|60.30684851|51.31038923|398.6887321|-9.868603355|0.149672503|0.85723565|76.61068671|22.67368656|-358.6340772|402.781061|5.220965278|1.0|1.0|0.0|1.0|1.0|0.24|2.21|1.56|0.96|0.0|0.0|94.29|0.0|2.0|-2.77|23.0|5.0|-7.35|0.0|1.2|-3.02|547.0|0.000951|306.0|0.0|1.66e-06|0.000535|-0.06319|2.33|3.7072|-1328.688126|553.81|916.07|0.4107|206.37|398.12|0.2843199999999999|0.0173|-0.1576|1.9539|-0.22079|0.0228507|2.3271|25.0|7.6021|7.6021
12x_a30|0|0.0|0|2|0.0|0.044575215|-0.006008579|5.351858133|0.043383838|-0.3545061539999999|0.00604028|0.027312213|10.31162819|-0.1066694919999999|1|1|0.006346396|-0.104089964|-0.458718546|1|-0.1759406839999999|0.829606585|0.803183654|-47.48669555|-60.57208434|9.745611551|74.51844582|0.151155723|99.81775209|-0.035022402|-39.99960559|0.0|-1.926232129|68.52587215|57.2323071|560.5459455|-15.27257668|0.175325029|0.815160907|115.7782842|28.04441012|-428.8071293|754.3941655|7.953787804|1.0|0.0|1.0|1.0|1.0|0.21|4.87|3.23|3.25|2.0|0.0|137.21|0.0|5.0|-6.04|31.0|4.0|-5.64|0.0|3.19|-5.46|0.00039|3.48e-06|0.00148|0.0|4.12e-08|1.76e-05|-0.05093|4.45|3.4831|-1654.40976|703.75|1211.79|0.1517|355.95|558.65|0.68589|0.1517|-0.14783|4.3702|-0.19876|0.03136007|4.8197|22.0|7.6556|7.6556
8e_a12|1|0.0|1|1|1.873617728|0.050021617|-0.006350143|4.727387819|0.037430556|-0.330207456|0.005196034|-0.087658302|10.94458094|-0.0309579439999999|1|1|0.005744805|0.112673977|-0.448676455|1|-0.051240735|0.815412281|0.797199175|-29.79080011|-50.273571200000006|8.884082475|51.38557748|0.060372083|34.57040021|-0.031094185|-28.78776717|0.0|-1.492520871|61.4656313|38.67488258|538.051884|-10.19566754|0.2887421289999999|0.830990262|165.34017769999997|25.03342862|-241.94192880000003|561.9859171|11.19206011|1.0|1.0|1.0|1.0|1.0|0.14|3.34|2.68|3.05|2.0|0.0|117.04|0.0|3.0|-4.37|28.0|4.0|-6.03|1.0|3.12|-4.69|0.0156|2.03e-05|0.00744|0.0|1.19e-08|4.34e-06|-0.05739|3.45|3.3044|-1177.619013|612.59|1048.44|0.2341|236.25|481.04|0.38889|0.2252|-0.13599|1.0295|-0.19338|0.02580783|1.9327|588.0|6.2306|6.2306
12be_a36|0|0.0|0|2|0.0|-0.148313814|-0.009368126|5.351858133|0.043854875|-0.580823835|0.000482522|-0.08981965|10.95957887|0.00430921|1|1|0.002872872|0.19405344|-0.3825349939999999|1|0.00734728|0.858971809|0.8350231859999999|-54.15309606|-75.59805505|23.42501577|63.31681179|0.201984123|140.1361326|-0.031937334|-52.44976141|0.0|-1.852365352|99.62604537|77.57811183|553.6616295|-15.37320593|0.433925602|0.839796323|301.05661160000005|39.14335412|-91.68453892|766.4854363|24.02799032|1.0|0.0|0.0|1.0|2.0|0.21|2.83|1.9|1.42|1.0|0.0|136.74|0.0|7.0|-4.11|33.0|6.0|-7.13|0.0|1.75|-4.15|0.0342|7.13e-05|0.0315|1.0|1.6100000000000005e-07|7.11e-05|-0.0518799999999999|2.68|3.3487|-1462.0007349999998|739.48|1256.67|0.7034|237.59|594.44|0.40844|0.0018|-0.13781|7.7861|-0.18969|0.03245204|10.3044|44.0|7.3565|7.3565
25d_a34|0|0.0|1|1|1.940324546|0.128783829|-0.015046463|5.351858133|0.041037037|-0.8576484190000001|-0.005017781|-0.1266965|10.95957635|0.00670464|1|1|-0.001685762|-0.263924686|-0.605891389|1|0.011919831|0.799694715|0.778903495|-66.52770588|-82.09024497|19.36462983|174.9700398|0.325717647|215.4372954|-0.044492794|-54.29641443|69.64131956|-2.358118108|95.24066462|85.89233572|445.9861716|-19.46475234|0.2227964039999999|0.916843118|147.36277019999997|37.86469665|-366.6979266|673.8038326000001|13.15041965|1.0|1.0|1.0|1.0|2.0|0.12|3.05|3.95|2.26|1.0|0.0|119.81|0.0|7.0|-4.61|32.0|5.0|-6.74|1.0|3.21|-4.48|0.0104|3.3e-05|0.0141|0.0|8.26e-09|3.53e-06|-0.03521|6.05|4.2732|-1426.496796|706.21|1198.19|0.2106|290.15|554.05|0.6764600000000001|0.2106|-0.1771299999999999|6.1995|-0.21234|0.02807001|8.0068|0.95|6.0223|6.0223
19l_a38|0|0.0|0|2|0.0|-0.086107169|-0.007360265|5.351858133|0.04391253|-0.426895387|-0.001197042|-0.02967593|10.94917392|-0.032264281|1|1|0.000347207|0.217841852|-0.4224000739999999|1|-0.053823023|0.89459881|0.700181525|-51.6277901|-65.35669452|14.19254029|133.9992534|0.200388811|129.8367176|-0.037359603|-42.34617024|19.55998015|-2.017418574|79.04689476|65.82033039|518.0872716|-15.68376675|0.262589769|0.754730276|170.13821069999997|32.82593886|-307.64756780000005|696.3887025|13.69020024|1.0|0.0|1.0|1.0|3.0|0.12|4.03|3.09|2.75|2.0|0.0|135.78|0.0|6.0|-4.94|32.0|4.0|-6.39|1.0|3.22|-4.72|0.0049|1.89e-05|0.00807|0.0|5.27e-08|2.25e-05|-0.0603299999999999|4.08|3354.0|-1409.5865199999998|660.04|1164.34|0.2883|337.75|502.31|0.69413|0.0233|-0.13977|6.5627|-0.2001|0.02856649|9026.0|14.0|7.8633|7.8633
12_a47|1|0.0|0|0|0.0|-0.155854903|-0.005522244|4.59511985|0.036632997|-0.209845277|-0.0047488359999999|-0.018573056|10.95005729|0.0295267039999999|1|1|-0.004332024|0.003417588|-0.326846977|2|0.050943962|0.90246604|0.618808977|-44.18983348|-47.83891561|9.382250925|63.89392714|0.2159289589999999|112.4599133|-0.034116917|-24.91541818|0.0|-1.1940921|61.09751253|53.5720844|408.3591283|-9.25429818|0.319276179|0.920341815|166.28511369999998|26.10271529|-188.2488142|335.1175012|13.25859692|1.0|1.0|0.0|1.0|2.0|0.0|4.19|4.98|2.6|0.0|0.0|91.63|0.0|3.0|-4.51|24.0|4.0|-5.94|1.0|3.37|-4.56|0.0106|2.77e-05|0.00943|0.0|7.69e-09|2.61e-06|-0.0623|3.01|3.9538|-1488.101254|537.79|886.46|0.2306|288.96|400.09|0.66387|0.2241|-0.1633|2.1019|-0.2256|0.03721125|3.5884|6.0|8.2|8.2
16g_a32|1|0.0|0|0|0.0|0.1739995319999999|-0.013775701|5.733341277|0.03898374|-0.771439265|-0.002456725|-0.029193403|10.31100263|0.004735761|3|3|-0.00030659|-0.085591073|-0.696926204|0|0.008494733|0.8821580379999999|0.762429418|-57.77542509|-77.75914881|17.659402|90.88837862|0.1793577589999999|132.1955522|-0.033839807|-57.31234426|43.37912747|-1.79350976|94.54074206|75.43482709|604.8539801|-18.38320476|0.313667656|0.65902387|231.1885989|36.34043182|-274.67233460000006|701.9321161|16.78159325|1.0|1.0|1.0|1.0|2.0|0.33|6.81|5.38|1.57|3.0|0.0|121.56|1.0|10.0|-7.51|30.0|5.0|-5.69|1.0|4.37|-5.32|1.36e-05|4.83e-06|0.00213|0.0|6.890000000000001e-09|3.04e-06|-0.05|5.38|3.6161|-2034.621991|752.29|1245.25|0.2879|342.86|639.49|0.70222|0.2879|-0.14968|3.7346|-0.19968|0.02895494|4.3204|11.0|7.9586|7.9586
12c_a5|0|0.0|0|1|0.0|-0.212798523|-0.002685954|4.59511985|0.0252713179999999|-0.16115723|0.0054189009999999|-0.096073591|10.9455378|0.0072946769999999|1|1|0.00586291|-0.1386392109999999|-0.223631474|2|0.014673577|0.8446264459999999|0.782051277|-46.62294305|-43.47195613|10.77147171|143.44655559999998|0.158907079|104.5338363|-0.022421317|-28.59715492|13.26856229|-1.25559373|59.40070647|57.39441476|553.2961182|-9.702606135|0.416414105|0.855075538|273.9296719|25.27376659|-109.9706106|735.3048881|15.92875034|0.0|1.0|0.0|1.0|2.0|0.24|5.03|4.32|1.57|1.0|0.0|121.26|0.0|6.0|-4.09|31.0|5.0|-6.79|0.0|3.31|-4.33|0.0336|4.64e-05|0.0191|0.0|4.93e-10|2.03e-07|-0.04565|2.06|4.0116|-1316.542713|694.24|1200.02|0.1513|265.66|519.21|0.52074|105.0|-0.16563|3.0135|-0.21128|0.02242648|3.5993|47.0|7.3279|7.3279
4g_a46|0|0.171759574|1|1|2.156712018|-0.153373738|-0.001702489|5.587248657999999|0.046415344|-0.088529411|0.011488768|-0.055084605|10.96333695|-0.138341481|1|1|0.010608122|-0.144064904|-0.2455749539999999|2|-0.193115055|0.7796270059999999|0.635494818|-32.64186634|-40.24987057|4.598866947|7.38470955|0.053170267|30.50581108|-0.024339048|-23.0928866|72.82863401|-1.192613373|44.72726697|37.24073329|543.2323468999999|-8.0118178|0.1731389069999999|0.8131148579999999|99.33639766|16.88825479|-375.0653627|568.1534007|4.477396402|1.0|0.0|1.0|1.0|0.0|0.38|5.19|5.37|3.06|2.0|1.0|106.55|0.0|3.0|-5.38|26.0|3.0|-5.18|1.0|4.39|-5.38|0.00155|4.16e-06|0.00153|0.0|1.57e-08|5.75e-06|-0.03985|4.65|4.4163|-1493.154666|615.33|1064.92|0.1294|280.74|530.39|0.6983199999999999|0.1294|-0.18602|3.5526|-0.22587|0.02266493|3.7113|2745.0|5.5615|5.5615
9_a27|0|0.0|1|0|1.830911754|0.164227115|-0.0073742819999999|4.727387819|0.042847222|-0.331842668|0.00611794|-0.051160217|10.93740461|-0.0447599329999999|1|1|0.00651856|-0.2559122789999999|-0.541535578|2|-0.071974951|0.8806964490000001|0.654138816|-40.3551562|-45.58003501|10.10030794|128.27738490000002|0.2011355289999999|103.702486|-0.033677898|-23.50038785|65.12542467|-1.414471696|53.0685473|50.45546414|411.8826346|-8.952528705|0.210719846|0.873886547|108.6440173|21.99956856|-298.297086|424.8821143|7.488512291|1.0|0.0|1.0|0.0|1.0|0.16|3.85|3.04|2.66|0.0|0.0|97.46|0.0|3.0|-4.06|25.0|4.0|-6.33|1.0|2.99|-4.08|0.0287|8.28e-05|0.0274|0.0|8.69e-08|2.88e-05|-0.0471|4.67|4.1673|-1083.143348|549.64|945.35|0.1982|223.71|425.08|0.35593|134.0|-0.1716|2.7456|-0.2187|0.02461151|4.0436|2.0|8699.0|8699.0
24_a47|1|0.0|1|0|1.225600378|0.0453435129999999|-0.010774404|4.727387819|0.039520202|-0.484848181|-0.0060410169999999|-0.063708635|10.95005721|0.071506228|1|1|-0.004514441|0.056234624|-0.540463145|2|0.113432542|0.875198713|0.627160379|-42.71324947|-51.21152885|12.11301576|41.72753688|0.216050899|121.5922303|-0.032498249|-28.82156035|47.170683|-1.364926459|69.27912772|54.82626523|441.2021442|-10.29341441|0.388396422|0.920079732|218.5873217|29.90471672|-125.6197312|457.1122177|18.06759887|0.0|1.0|1.0|0.0|2.0|0.05|2.78|4.64|2.86|1.0|0.0|104.73|0.0|5.0|-4.61|28.0|5.0|-6.48|1.0|3.31|-4.52|0.00975|3.05e-05|0.0121|0.0|2.32e-08|9.22e-06|-0.06517|4.46|3.9675|-1696.105723|578.94|1002.04|0.2618|312.5|450.98|0.6835|0.2618|-0.16333|2.6517|-0.2285|0.03414611|3.6008|3.0|8.5|8.5
2_a49|0|0.0|1|1|2.12788659|-0.084499704|-0.004112807|5.4161004020000005|0.038726287|-0.189189114|0.004524556|-0.041202373|10.92973199|0.005918367|1|1|0.004580676|-0.170631119|-0.320124905|2|0.00991453|0.851413454|0.7701578720000001|-44.066695|-40.34672657|5.634353797999999|226.4450566|0.18651986|95.04720801|-0.028277173|-20.55997527|0.0|-1.187641272|49.26352575|49.7010488|414.5350312|-7.34284831|0.284594011|0.8320497920000001|145.02405359999997|20.14177325|-219.534132|439.9973344|8.91679918|0.0|1.0|0.0|1.0|1.0|0.15|3.28|3.7|1.88|0.0|1.0|99.52|0.0|2.0|-3.53|25.0|3.0|-6.57|1.0|2.76|-3.89|0.0955|0.000129|0.0421|0.0|1.51e-07|4.94e-05|-0.04372|1.79|3743.0|-1046.018455|553.52|941.6|0.2988|227.02|371.96|0.34449|0.0572|-0.1555099999999999|4.8986|-0.19923|0.0366366999999999|6.7117|59.0|7.2291|7.2291
4f_a46|0|0.2096617139999999|1|1|2.190536659|-0.2265364489999999|-0.001035775|5.587248657999999|0.045958333|-0.053860324|0.012332859|-0.056114865|10.96352592|-0.115631645|1|1|0.011806162|-0.154986658|-0.150189733|2|-0.1697014539999999|0.7796270059999999|0.69830739|-30.29079362|-36.60887321|4.738551282|7.730129301|0.065026794|35.27635517|-0.022035297|-19.85993046|56.50645576|-1.079729539|42.21890747|35.0293449|507.213176|-6.484875252999999|0.240157725|0.7382488140000001|130.2830519|15.73210412|-281.9234274|538.4165208|5.6100342670000005|1.0|1.0|1.0|1.0|0.0|0.38|4.56|4.71|2.58|1.0|0.0|101.54|0.0|3.0|-4.38|25.0|3.0|-5.65|1.0|3.76|-4.58|0.0139|2.62e-05|0.00872|0.0|6.12e-08|2.04e-05|-0.02947|3.87|4548.0|-1033.550809|591.51|1020.33|0.1719|272.61|493.53|0.69208|0.1719|-0.19079|3.2783|-0.2202599999999999|0.02238723|3.7419|183.0|6.7375|6.7375
4a_a49|0|0.0|1|1|2.085628989|-0.076526919|-0.006602016|5.4161004020000005|0.036555556|-0.3631108529999999|-1.8100000000000003e-05|-0.053787795|10.92777282|0.018857363|1|1|0.000660956|-0.130491035|-0.403194204|2|0.032396301|0.856023531|0.731643066|-57.79201133|-53.88810275|10.51443916|313.22432680000003|0.242956384|149.0098632|-0.0292876779999999|-33.05061877|60.11195021|-1.4936715669999998|68.37721704|68.30645049|464.3095353|-11.01687292|0.349698461|0.8926425020000001|214.47685|27.62211044|-184.3656985|620.5697596|14.48911428|0.0|1.0|1.0|1.0|2.0|0.22|3.4|2.83|1.25|1.0|0.0|114.08|0.0|6.0|-3.28|30.0|5.0|-7.52|1.0|2.42|-3.52|211.0|0.000305|122.0|0.0|4.35e-08|1.74e-05|-0.06461|3.34|3.7876|-1313.19945|660.19|1128.22|0.1935|262.35|504.63|0.35731|0.0789|-0.1585099999999999|3.9716|-0.2231199999999999|0.04133192|4.8706|32.0|7.4949|7.4949
25b_a34|0|0.0|1|1|1.94553288|0.133975789|-0.015658012|5.351858133|0.04037037|-0.861190687|-0.00378755|-0.112970844|10.95957635|-0.061390533|1|1|-0.000223677|-0.2360985169999999|-0.623853334|1|-0.101529052|0.83883012|0.787858064|-64.37123451|-86.13394472|18.82143547|165.2408865|0.343426892|214.470853|-0.042438204|-53.79083879|49.2835599|-2.206786613|98.0416108|83.19266998|410.0313565|-16.55102732|0.23725451|0.723855085|148.1659658|34.74652105|-328.1702779|595.8522372|11.90766609|0.0|1.0|1.0|1.0|2.0|0.29|2.63|3.03|1.56|1.0|0.0|108.21|0.0|7.0|-3.82|29.0|5.0|-7.07|0.0|2.58|-3.69|59.0|0.000202|0.0796|0.0|3.8100000000000004e-07|0.00015|-0.03539|5.06|4.2253|-1313.388114|668.48|1136.16|0.2259|293.43|562.84|0.6925600000000001|0.2259|-0.17564|7.0586|-0.21103|0.02655501|9.0174|2.08|5.6819|5.6819
LY364947_a10|0|0.0|0|0|0.0|-0.278922508|-0.00235945|4.59511985|0.0273958329999999|-0.084940213|0.007575|0.010202602|10.9303125|-0.006198347|1|1|0.006909045|0.1625645369999999|-0.204644982|2|-0.012096774|0.7792035190000001|0.681525895|-34.01613475|-33.26705198|4.275500834|144.7228349|0.156895451|69.31194102|-0.029665114|-14.69643595|0.0|-0.978948758|41.53157099|38.29163558|372.4595738|-5.78950507|0.276515344|0.948237326|122.1566022|18.1140017|-197.4583104|287.99188260000005|8.264519015|1.0|1.0|0.0|1.0|1.0|0.0|3.97|3.69|1.74|0.0|0.0|82.56|0.0|2.0|-3.54|21.0|3.0|-6.02|1.0|2.8|-3.86|0.0789|0.000137|0.0374|0.0|6.31e-08|1.7199999999999998e-05|||||||||||||||||59.0|7.2291|7.2291
A8301_a51|0|0.0|1|0|1.700610355|0.0245770529999999|-0.00449765|4.727387819|0.039058957|-0.242873103|0.00740124|-0.012770742|10.31321735|-0.1227504419999999|1|1|0.007083041|0.135886548|-0.4354420879999999|2|-0.21474885|0.750630149|0.7234449559999999|-35.90764428|-50.67621589|5.293803823|36.55933899|0.065260105|42.37868986|-0.032775831|-32.90818536|78.46116212|-1.6387915469999998|56.90163721|41.20144811|607.0025787000001|-13.82143785|0.145040365|0.922911768|94.18649643|24.89475504|-461.0082758|690.8826121000001|6.225421319|1.0|1.0|1.0|1.0|1.0|0.04|5.5|5.52|3.35|2.0|1.0|129.04|0.0|5.0|-6.6|31.0|3.0|-5.31|1.0|4.58|-5.93|0.000105|1.17e-06|0.000495|0.0|4.12e-10|1.74e-07|||||||||||||||||12.0|7.9208|7.9208
19_a34|0|0.0|1|1|1.898101852|-0.068004837|-0.013066507|5.351858133|0.044107744|-0.5357267960000001|-0.00802652|-0.143343425|10.95957634|-0.014196676|1|1|-0.0042364759999999|-0.29861864|-0.469568766|1|-0.0235903339999999|0.8582665429999999|0.818710955|-56.30608209|-62.64265252|19.74799697|131.5318459|0.360097548|179.6256831|-0.039656969|-31.24772528|470.4453529|-1.506964829|77.38527508|76.05407906|319.1993829|-9.86770272|0.3377105079999999|0.877434994|168.4584665|29.86894781|-161.90813300000002|337.9440349|14.74262256|0.0|1.0|0.0|1.0|1.0|0.18|2.69|2.31|1.08|0.0|0.0|83.95|0.0|3.0|-2.73|23.0|5.0|-7.01|1.0|2.1|-3.15|574.0|0.000704|218.0|0.0|9.42e-06|0.00291|-0.02901|2.7|4.1721|-1046.606458|538.96|882.87|0.2189|297.18|421.62|0.6897300000000001|0.2189|-0.1735|3.4272|-0.20251|0.03168624|5.0441|0.99|6.0044|6.0044
16i_a32|1|0.0|0|0|0.0|0.175604846|-0.0146198339999999|5.733341277|0.0439583329999999|-0.7748511779999999|-0.003511776|-0.104899053|10.31100265|0.006037736|3|3|-0.001202032|-0.098841478|-0.700853898|0|0.009897928|0.8829894|0.761506727|-56.03343427|-75.01027196|14.59730623|90.08098301|0.198505292|129.7354415|-0.036726892|-49.02383532|32.3175507|-1.836344582|88.80827938|70.6307405|523.8261846|-15.6876273|0.281035887|0.836873682|183.6742715|33.38593207|-286.2130831|636.0251562999999|13.79800742|1.0|0.0|1.0|1.0|2.0|0.3|6.25|4.85|1.34|3.0|0.0|116.75|1.0|8.0|-7.03|29.0|5.0|-5.93|0.0|3.96|-5.09|3.96e-05|8.18e-06|0.0035|0.0|4.01e-08|1.7100000000000002e-05|-0.05044|4.99|3.6176|-1995.307733|692.96|1175.51|0.2857|342.72|573.38|0.70222|0.2857|-0.14976|3353.0|-0.2002|0.02810109|4.0568|6.0|8.2596|8.2596
12v_a30|0|0.0|0|2|0.0|0.037440652|-0.006974714|5.351858133|0.04625323|-0.369659818|0.002431329|0.020607357|10.31162873|-0.04950715|1|1|0.001805829|-0.173424818|-0.471153275|1|-0.080971844|0.889479916|0.711738503|-52.18846092|-65.72041011|10.70556236|82.09302037|0.1498787969999999|101.4008026|-0.037666615|-44.46327619|0.0|-1.845664126|75.73440678|62.89402328|575.1512171|-17.2408622|0.193930933|0.917675298|131.2043645|31.6144427|-414.1432908000001|685.6665849999999|10.01399667|1.0|0.0|1.0|1.0|1.0|0.14|5.11|3.92|3.79|2.0|0.0|137.3|0.0|5.0|-6.58|31.0|4.0|-5.52|1.0|3.59|-6.04|0.000123|9.14e-07|0.0004269999999999|0.0|1.58e-08|7.39e-06|-0.0563|5.08|3.5507|-2494.963646|715.58|1209.1|0.1601|349.18|573.82|0.68405|0.1601|-0.1505099999999999|2.9171|-0.20681|0.03495552|4105.0|22.0|7.6596|7.6596
17b_a25|0|0.0|1|0|1.785120622|0.001256821|-0.004368141|4.727387819|0.042843137|-0.266456625|0.005120507|-0.100018134|10.93106294|0.016982601|1|1|0.005244553|-0.044260194|-0.366585181|2|0.029728702|0.838260077|0.636746066|-51.71860811|-60.19950116|12.04068508|99.61874923|0.1178296009999999|89.34443096|-0.029249891|-45.64634114|87.61586206|-1.6672437880000002|73.52844745|63.75929319|668.9067217|-16.81707305|0.275133816|0.909403632|208.6205329|30.59704545|-341.0100868|832.226697|13.32894629|1.0|1.0|1.0|1.0|1.0|0.11|4.88|5.18|2.0|2.0|0.0|135.78|0.0|7.0|-5.32|35.0|5.0|-6.53|1.0|3.78|-5.07|0.00218|8.59e-06|0.00394|0.0|9.08e-11|4.16e-08|-0.05531|5.89|3961.0|-1483.873254|781.08|1329.35|0.4635|228.6|654.18|0.31395|0.1741|-0.16408|3.5074|-0.21939|0.04272963|5.2142|101.0|6.9957|6.9957
