molecula|n9FaRing|SssssC|NaasN|nARing|SaasN|MATS2c|AATSC1c|SRW07|JGI4|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC7i|MATS1c|n6aHRing|MATS8d|SIC2|GATS1pe|PNSA3|PNSA5|PPSA3|RNCS|RPSA|TPSA_x|FNSA4|WNSA5|RPCS|FNSA2|DPSA5|DPSA3|TASA|WNSA4|FPSA1|GeomShapeIndex|PPSA1|DPSA4|DPSA1|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Fraction Csp3|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Volume|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|IC50|pIC50|pIC50
34_a47|1|0.0|1|0|1.883479676|-0.210257395|-0.004157676|4.727387819|0.03522792|-0.191253079|0.003530307|-0.043634386|10.98214103|0.078153957|1|1|0.0047106|-0.208989427|-0.2829549719999999|3|0.128336294|0.89234354|0.609110565|-34.3104683|-49.91779281|10.92238452|31.17423189|0.1739443389999999|96.32577107|-0.029348287|-27.64315244|0.0|-1.261976347|62.66739933|45.23285281|457.4477611|-9.000096143|0.346006784|0.834499257|191.6093987|24.85087647|-170.55473480000003|439.9906467|12.74960652|1.0|1.0|1.0|1.0|1.0|0.16|3.34|4.52|1.75|0.0|0.0|99.09|0.0|4.0|-3.57|26.0|5.0|-6.66|1.0|3.02|-3.9|0.0929|0.000125|0.0436|0.0|3.36e-08|1.17e-05|-0.0545|2.41|3.8892|-1162.4815230000002|585.79|980.02|0.2309|294.66|436.88|0.6602399999999999|0.1718|-0.16086|4.4605|-0.21536|0.03084502|6.2235|2.0|8.7|8.7
12m_a30|0|0.0|0|2|0.0|0.096631895|-0.01047558|5.351858133|0.040839506|-0.57615692|0.001371944|0.0488832779999999|10.31162838|-0.0547272029999999|1|1|0.0026474159999999|-0.236661357|-0.5409445629999999|1|-0.0974968869999999|0.893689741|0.770326886|-57.96147772|-70.1324196|18.55926485|133.774348|0.216739951|147.06395700000002|-0.0405332439999999|-47.58675592|237.0982213|-2.067195455|83.3641853|76.52074257|531.4632661|-18.66147291|0.226267233|0.8173893040000001|153.52847759999997|35.54574762|-371.4702679|683.7405759|13.2317657|1.0|0.0|1.0|1.0|1.0|0.13|3.4|2.48|2.06|2.0|1.0|133.52|0.0|6.0|-6.0|32.0|6.0|-6.22|0.0|2.36|-5.01|0.000444|9.71e-06|0.00427|0.0|3.7600000000000003e-07|0.000165|-57.0|3.88|3.5496|-1743.215323|714.92|1204.39|255.0|244.95|578.87|0.33392|0.1615|-0.15042|3.6891|-0.20742|0.04041755|5.1279|31.0|7.5114|7.5114
4f_a49|0|0.0|1|1|2.066693174|0.010266272|-0.008903208|5.4161004020000005|0.038839506|-0.418450768|0.001532832|-0.064058097|10.92775957|0.0705130559999999|1|1|0.001714014|-0.14414265|-0.46436755|2|0.114367229|0.8557769120000001|0.670594896|-55.88123394|-48.83888562|9.007637695|193.615884|0.262938196|142.7551002|-0.033471819|-26.51573683|59.72286429999999|-1.439288231|60.18871783|64.88887164|400.1675422|-9.866320682|0.2816937089999999|0.7773206840000001|152.9378926|25.29924744|-237.0468572|467.1194103|11.34983222|0.0|1.0|1.0|1.0|1.0|0.14|3.42|3.8|2.03|1.0|0.0|102.08|0.0|3.0|-3.99|27.0|5.0|-6.6|1.0|2.85|-4.09|0.0365|8.120000000000001e-05|0.0289|0.0|2.92e-07|0.000104|-0.06954|4.07|3.7098|-1179.23587|575.01|982.46|0.2368|268.08|411.94|0.39584|0.0579999999999999|-0.15517|1.7833|-0.22471|0.03476467|1.8254|0.04|7.3979|7.3979
19k_a38|0|0.0|0|2|0.0|0.0100827|-0.011877064|5.351858133|0.0445691609999999|-0.6888696990000001|-0.011156837|0.016990252|10.95446448|-0.0184136539999999|1|1|-0.00835812|0.208892195|-0.51857087|1|-0.029357143|0.908591797|0.730686013|-71.54314527|-80.54577161|14.76615358|157.4834779|0.341299943|216.567059|-0.044662847|-51.10918191|116.0039747|-2.411793744|94.38036132|86.30929885|417.968819|-17.9828603|0.24035311|0.911726848|152.51267140000002|37.3070426|-329.5105352|686.8472757999999|13.8345897|0.0|0.0|0.0|1.0|4.0|0.13|2.34|1.65|1.65|1.0|0.0|133.79|0.0|6.0|-3.87|33.0|5.0|-7.84|0.0|1.9|-3.62|0.0594|0.0002399999999999|107.0|0.0|3.94e-07|0.000175|-0.05534|4.13|3.5378|-1500.8984380000002|677.64|1172.22|0.2038|239.03|502.43|0.38269|0.1156|-0.14568|9.1508|-0.20102|0.04615409|12.5022|11.0|7.9666|7.9666
A7701_a51|0|0.0|0|0|0.0|-0.221071791|-0.002377784|4.59511985|0.031405229|-0.0927335619999999|0.008062393|0.058290286|10.93031118|-0.0299823629999999|1|1|0.00740235|0.119725261|-0.22798944|2|-0.0533751959999999|0.8092075540000001|0.688876851|-32.97926236|-36.09660744|3.420720075|146.2104641|0.134885227|62.31656919|-0.030384547|-16.67652408|0.0|-1.09384371|41.87351682|36.39998243|399.6804233|-6.485314917999999|0.200953608|0.7251817340000001|92.83996262|17.56790307|-276.3170672|332.8814548|5.776909381|1.0|1.0|0.0|1.0|1.0|0.06|4.46|4.0|1.98|0.0|0.0|87.52|0.0|2.0|-3.95|22.0|3.0|-5.82|1.0|3.12|-4.17|0.0319|6.790000000000001e-05|0.0195|0.0|2.62e-08|7.5e-06|||||||||||||||||25.0|7.6021|7.6021
16_a20|0|0.0|0|0|0.0|-0.014660441|-0.004705049|4.727387819|0.0388043479999999|-0.254072625|8.23e-05|-0.061975089|10.93301779|-0.062750442|1|1|0.001157852|0.211127741|-0.458484451|2|-0.10978034|0.809440795|0.724665638|-43.51359744|-51.18223058|7.634605066000001|69.28224942|0.084994428|55.92018945|-0.029561375|-33.67420774|3.46788153|-1.47806874|60.02453683|51.14820251|602.0075202|-12.79619894|0.219891897|0.8673208|144.672972|24.9314775|-368.5817657|664.4562602999999|8.84230625|0.0|1.0|1.0|1.0|1.0|0.08|6.38|5.46|2.2|2.0|0.0|121.69|0.0|4.0|-6.06|31.0|4.0|-5.42|1.0|4.37|-5.66|0.000349|2.17e-06|0.0008699999999999|0.0|3.0500000000000005e-11|1.22e-08|-0.05909|4.45|3.5704|-1275.900951|686.59|1174.61|0.3431|207.2|554.41|0.32553|0.1958|-0.1481299999999999|4.7315|-0.20722|0.03385502|6.5609|26.0|7585.0|7585.0
18a_a22|0|0.0|1|0|1.854982521|-0.197348157|-0.003488994|4.727387819|0.038167849|-0.19538364|0.007066388|-0.021976395|10.31286146|-0.015194063|1|1|0.007079018|0.059645624|-0.296897301|2|-0.027029438|0.7881113679999999|0.722009212|-34.36220678|-51.6464295|11.62443251|29.59800426|0.073464296|49.84469832|-0.029276847|-35.04152115|18.5219848|-1.5223960559999998|64.80092090000001|45.98663929|628.6440468999999|-13.47750813|0.289532802|0.950859191|196.4447473|27.95908297|-285.5992506|730.9420477000001|13.15449139|1.0|1.0|1.0|1.0|1.0|0.08|5.32|5.11|2.13|2.0|1.0|131.64|0.0|6.0|-5.59|32.0|4.0|-6.28|1.0|3.9|-5.16|0.00113|6.98e-06|0.00305|0.0|3.95e-10|1.73e-07|-0.0706799999999999|3.69|3.4832|-1691.3151059999998|695.35|1211.84|0.3174|246.91|531.16|0.35107|0.0354|-0.1408|3851.0|-0.21148|0.01932946|5.3946|13.0|7.8861|7.8861
7g_a8|0|0.0|1|1|1.336155045|-0.092384028|-0.01002363|5.4161004020000005|0.0448526079999999|-0.481134236|-0.00087806|-0.027838247|10.9431888|-0.027717137|1|1|0.0002620309999999|-0.065174707|-0.418049442|0|-0.044866536|0.79995525|0.606087461|-64.55562181|-67.26263865|19.08352484|144.290464|0.300623857|180.1699331|-0.045912914|-40.31185423|56.75323443|-2.020168201|78.41805331|83.63914665|419.1502102|-16.4912131|0.193261535|0.8889952590000001|115.825531|34.10836993|-367.6690814|509.2753308|11.15541466|1.0|0.0|1.0|1.0|1.0|0.04|4.94|4.66|3.4|2.0|0.0|108.0|0.0|3.0|-5.78|30.0|5.0|-5.63|1.0|4.14|-5.44|0.000667|3.59e-06|0.00143|0.0|1.23e-08|4.92e-06|-0.06621|6.26|3.7874|-1374.493069|620.67|1053.9|0.5165|327.36|507.78|0.62073|0.5165|-0.15508|10.1546|-0.22129|0.03974865|12.9547|21.03|4.6772|4.6772
5_a27|0|0.0|2|0|3.2927747860000003|0.126882432|-0.0063562359999999|4.727387819|0.048947368|-0.286030638|0.00991794|-0.125237927|10.93772408|-0.013448351|1|1|0.010329671|-0.250776983|-0.4982037479999999|2|-0.020087122|0.8149212259999999|0.614205449|-29.50048722|-44.83538435|8.936508815|10.48961936|0.146821224|77.37301579999999|-0.030385206|-23.6277072|56.35994804|-1.276178645|53.51978325|38.43699603|449.6149323|-8.438466859|0.258518528|0.7827415529999999|136.2361487|21.59546513|-254.5156507|424.8821143|8.684398894|0.0|0.0|1.0|0.0|0.0|0.16|2.94|2.8|2.66|0.0|0.0|97.55|0.0|2.0|-3.61|25.0|4.0|-6.49|1.0|2.82|-4.01|0.0821|9.78e-05|0.0324|0.0|6.04e-07|0.0002|-0.04554|4.9|4.0989|-1083.143246|566.68|955.22|0.2448|302.48|463.87|0.64548|0.2448|-0.16952|2.3781|-0.21506|0.01903872|3.5632|3.0|8.5229|8.5229
17_a4|0|-4.533317957|1|1|1.690442177|-0.188642713|-0.006491052|5.4161004020000005|0.043084795|-0.25315101|0.001892883|-0.3948966229999999|10.94611837|-0.094767116|1|1|0.002155864|-0.073733221|-0.392770755|1|-0.12969185|0.8347553529999999|0.484393047|-45.75108579|-46.06264282|5.472562628|17.08736223|0.111208775|57.34712812|-0.042181562|-23.75316417|0.0|-1.5185362180000002|52.67753395|51.22364842|458.3237652|-11.21677197|0.138303414|0.798764653|71.31904507|25.24299609|-373.0328031|319.5521911|6.61489113|1.0|0.0|0.0|1.0|0.0|0.11|4.59|6.26|3.66|1.0|0.0|85.09|0.0|3.0|-4.36|25.0|6.0|-5.56|1.0|4.29|-4.81|0.0152|1.5399999999999998e-05|0.00532|0.0|2.74e-07|9.44e-05|-0.04186|4.44|4.3363|-1255.994721|527.39|873.5|0.2045|285.92|413.28|0.47353|0.2045|-0.17559|4.8197|-0.21745|0.02636403|6.3221|877.0|6057.0|6057.0
11d_a31|0|0.0|0|1|0.0|0.064475882|-0.017317263|5.733341277|0.0388738739999999|-0.848545873|-0.009496378|-0.092360393|10.31169874|-0.078235092|2|2|-0.006496772|0.026806221|-0.574318121|0|-0.13169885|0.868115289|0.78396996|-82.05480081|-82.06512842|21.07078977|296.2476128|0.414787184|253.9354598|-0.040797245|-50.24081482|91.25756269|-1.87667327|98.8237718|103.1255906|358.2711594|-15.29068277|0.318229459|0.929231204|194.8221811|36.63453013|-222.5622569|505.4234462|16.75864338|1.0|1.0|1.0|1.0|2.0|0.32|5.43|4.03|1.26|1.0|0.0|102.13|0.0|7.0|-5.48|27.0|6.0|-6.4|1.0|3.34|-4.2|0.00128|6.26e-05|0.0241|0.0|5.83e-07|0.000225|-0.03404|4.87|3.8009|-1598.7152199999998|650.64|1077.69|0.2642|326.2|551.86|703.0|0.2642|-0.15822|3.1919|-0.19226|0.04390452|4.6622|0.03|7.5229|7.5229
6_a3|0|0.0|0|0|0.0|0.155665791|-0.008934536|4.727387819|0.038650794|-0.330577816|-0.007540435|0.05584062|10.3116226|0.032782484|1|1|-0.006696449|-0.0445675709999999|-0.594308852|2|0.055002252|0.8632654590000001|0.773152968|-52.01903278|-49.23401228|5.449560482000001|236.2008316|0.216677977|108.118071|-0.037726468|-24.56680878|77.06094911|-1.282699916|56.71997588|57.46859326|390.8623623|-9.393191593|0.19718501|0.633675574|98.39146166|23.4484528|-302.19751|353.7528308|7.485963593999999|1.0|1.0|1.0|1.0|1.0|0.0|4.96|4.66|2.11|1.0|0.0|95.5|0.0|2.0|-5.44|23.0|3.0|-5.68|1.0|3.63|-4.87|0.00124|1.34e-05|0.00455|0.0|3.28e-08|1.11e-05|-0.06529|3.09|3.3963|-1731.735113|524.88|884.88|0.1997|212.74|366.93|0.3369|129.0|-0.1465|2.8131|-0.21179|0.03079258|3.7185|1778.0|5.7501|5.7501
4_a18 (SD-208)|0|0.0|0|2|0.0|0.055002235|-0.012457606|0.0|0.040864198|-0.498304229|-0.018723101|-0.009648044|10.95382003|-0.056245435|0|0|-0.015153358|-0.047745689|-0.564165402|1|-0.098971722|0.904723479|0.721664823|-40.10670787|-51.27494074|10.90456851|103.6318511|0.22090326|113.7529353|-0.034985357|-26.40375252|0.0|-1.2944582059999998|69.63488061|51.01127638|401.1916387|-9.276994128|0.397970979|0.831728055|204.9329964|29.9246699|-105.0785813|363.2306414|18.35993987|0.0|1.0|1.0|1.0|1.0|0.0|3.54|4.44|2.02|1.0|0.0|92.87|0.0|3.0|-4.29|25.0|6.0|-6.31|1.0|3.11|-4.38|18.0|4.14e-05|0.0146|0.0|7.06e-09|2.49e-06|-0.09992|2.58|3.2777|-1542.296276|537.47|895.83|0.2761|239.56|396.17|0.4646|0.2316|-0.13588|3.4629|-0.2358|0.0199445|5.2085|0.08|7.0969|7.0969
14b_a50|1|0.0|2|2|4.240438135|-0.092558007|-0.003935732|5.82008293|0.030219907|-0.255822608|0.010215823|0.037777505|10.94501788|-0.041169251|2|2|0.011249462|-0.106938404|-0.306633966|1|-0.076752616|0.831689551|0.71456262|-33.02344264|-50.27694576|14.70317076|25.31245624|0.095923652|62.89861413|-0.025558317|-32.9673668|192.8987555|-1.533499045|64.58491917|47.72661339|592.81677|-10.98912227|0.362718946|0.8030515570000001|237.8403928|26.29763086|-180.03459850000002|825.4425942|14.30797341|1.0|1.0|1.0|1.0|0.0|0.35|3.72|4.81|2.32|2.0|0.0|128.39|0.0|7.0|-4.6|33.0|5.0|-6.5|0.0|3.6|-4.78|0.0111|1.6800000000000002e-05|0.0074099999999999|0.0|1.3900000000000001e-07|6.12e-05|-0.02486|3.05|4.0775|-1431.068494|718.64|1253.87|0.1637|234.67|533.25|0.55594|0.1373|-0.16874|5.3711|-0.1936|0.03081037|6.7927|6.58|5.1818|5.1818
19f_a38|0|0.0|0|2|0.0|-0.036714749|-0.007831113|5.351858133|0.041808786|-0.4228801179999999|-0.002526241|0.035480177|10.96083376|-0.054832432|1|1|-0.000673716|-0.017421394|-0.4288343429999999|1|-0.094149094|0.8741648479999999|0.698414933|-54.50401599|-71.10679028|13.4639011|125.7493111|0.249124013|159.14822980000002|-0.037844587|-45.42524686|12.14075726|-1.892229356|84.35196967|67.96791709|479.6831205|-15.44458393|0.265562447|0.8313685409999999|169.6496169|32.91812709|-299.5321167|595.8790650000001|13.24517938|1.0|1.0|1.0|1.0|3.0|0.14|3.13|2.55|2.4|1.0|0.0|125.69|0.0|5.0|-4.14|30.0|4.0|-6.77|1.0|2.67|-4.17|29.0|6.77e-05|0.0272|0.0|1.4e-07|5.610000000000001e-05|-0.05735|3.41|3.4422|-1332.190216|653.22|1105.62|0.3205|233.07|495.68|0.38086|0.0019|-0.14369|5.3152|-0.20104|0.02936908|7.1655|73.0|7.1397|7.1397
8f_a8|0|0.0|1|0|1.241306689|0.024051247|-0.01032134|4.844187086|0.043758865|-0.485102985|-0.007796225|-0.08540947|10.94343488|0.007079485|1|1|-0.007036544|0.152294451|-0.5373378529999999|0|0.010682683|0.751162751|0.56916135|-71.22071405|-62.06002501|7.91086576|317.0847898|0.403186031|235.1097364|-0.048375351|-36.18904175|67.99102163|-2.128515439|67.4402386|79.13157981|348.0199311|-16.44956443|0.09422952|0.8416059290000001|54.94802877|31.14376424|-473.23361|485.8626377000001|5.380213594|0.0|0.0|0.0|0.0|2.0|0.0|4.69|4.72|4.11|2.0|0.0|105.27|0.0|4.0|-5.21|29.0|4.0|-5.98|0.0|4.04|-5.0|0.0023899999999999|1.01e-05|0.00395|0.0|1.13e-08|4.43e-06|-0.0675299999999999|7.71|3.4876|-1361.658484|602.63|1022.89|0.3188|263.65|477.92|0.55661|0.1659|-0.14532|5.8283|-0.21285|0.03173623|7.8014|22.76|4.6428|4.6428
19d_a38|0|0.0|0|2|0.0|0.013465335|-0.0120676969999999|5.351858133|0.04572104|-0.6999264340000001|-0.011156837|-0.0555594909999999|10.95446448|-0.024688524|1|1|-0.00835812|0.041924146|-0.529632789|1|-0.039361255|0.908591797|0.730686013|-74.84120843|-80.2776536|15.53007152|158.6487879|0.36832051|236.7675313|-0.04393982|-51.60489663|115.6739235|-2.372750256|94.84426896|90.37127996|406.0626253|-18.15727844|0.250518301|0.916264002|161.0407189|37.68716585|-320.7487188|686.8472757999999|14.56661536|0.0|0.0|0.0|1.0|4.0|0.13|2.34|1.65|1.65|1.0|0.0|133.79|0.0|6.0|-3.87|33.0|5.0|-7.84|0.0|1.94|-3.62|0.0594|0.0002399999999999|107.0|0.0|3.94e-07|0.000175|-0.05091|4.13|3.6586|-1500.898316|679.08|1171.77|0.3167|230.58|517.77|0.3356699999999999|0.0699|-0.15054|7.9959|-0.20145|0.04735828|10.6621|11.0|7.9586|7.9586
17_a12|0|0.0|0|1|0.0|0.132275232|-0.00864055|4.727387819|0.035816993|-0.38018419|-0.002523977|-0.072956553|10.31157659|-0.070249784|1|1|-0.000651751|-0.3748198379999999|-0.559137213|2|-0.11976662|0.87653892|0.859088647|-36.25249721|-50.13411606|5.849860887999999|69.36398419|0.141880635|73.93273708|-0.035198739|-26.12444199|0.0|-1.443148294|57.97616997|42.10235809|447.1583691000001|-9.557722681|0.213298781|0.8728564259999999|111.1480977|23.31475957|-298.7949107|431.5987143|7.842053909|1.0|1.0|1.0|0.0|1.0|0.17|4.51|2.56|2.47|0.0|0.0|103.12|0.0|3.0|-4.51|24.0|4.0|-6.07|1.0|3.14|-4.24|0.0103|5.7100000000000006e-05|0.0191|0.0|6.97e-08|2.32e-05|-0.06322|2.87|3.7723|-1366.804178|560.09|933.62|0.2213|281.69|419.49|0.39539|148.0|-0.15459|2128.0|-0.21781|0.02800938|2.9806|16.0|7.7959|7.7959
12b_a40|0|0.0|1|0|1.713497417|0.084915315|-0.004650218|5.4161004020000005|0.04020202|-0.158107422|0.00779293|0.107454819|10.31197236|-0.1537981269999999|2|2|0.004452418|0.279216571|-0.513870527|0|-0.227384615|0.7818091140000001|0.522580798|-37.05091872|-42.67442006|6.17734692|80.72126798|0.044352844|25.26281742|-0.0338355829999999|-24.3068084|48.17000329|-1.048903063|48.54667776|43.22826564|544.3244990000001|-10.97726831|0.143170283|0.979579799|81.54797734|22.49258909|-406.4913617|370.3261123|5.872257692000001|0.0|0.0|1.0|1.0|0.0|0.0|6.58|6.74|5.07|2.0|0.0|101.78|0.0|2.0|-7.71|24.0|2.0|-4.09|1.0|5.79|-7.11|8.09e-06|7.82e-08|3.2500000000000004e-05|0.0|4.08e-09|1.7e-06|-0.08279|6.27|3407.0|-3016.999329|576.38|960.94|306.0|363.91|490.5|0.69476|306.0|-0.14267|4.5528|-0.22546|0.01251873|6.3131|0.04|7.3979|7.3979
10_a1|0|0.0|0|0|0.0|0.0883621719999999|-0.014135827|4.727387819|0.037578348|-0.621976404|-0.012672753|-0.020225596|10.94957578|0.010430299|1|1|-0.0106277489999999|0.107434253|-0.623957903|1|0.017498337|0.783467165|0.658433571|-65.97424138|-61.93104798|8.34295348|212.8090837|0.330036242|186.6625065|-0.045402319|-35.02707638|64.49041745|-1.861495069|70.6564636|74.31719486|378.9193385|-14.52342192|0.165903744|0.850732895|93.83214542|30.78628757|-377.9175542|433.2550452|8.725415617000001|1.0|1.0|0.0|1.0|2.0|0.0|4.86|5.06|2.78|2.0|0.0|99.61|0.0|4.0|-4.98|27.0|5.0|-5.91|1.0|3.7|-4.73|0.00372|1.87e-05|0.00673|0.0|9.53e-09|3.42e-06|-0.06802|5.81|3.4067|-1223.159954|585.51|979.35|0.6754|363.94|464.77|0.70345|0.6754|-0.13576|5.3861|-0.20378|0.03426532|7807.0|1.5|5.8239|5.8239
9h_a24|0|0.0|1|0|1.726213624|-0.203768024|-0.002864393|5.209486153|0.023854167|-0.105982525|0.013595277|-0.209618231|10.96661419|-0.002471577|2|2|0.012380829|0.144624936|-0.207206943|2|-0.004960317|0.859720539|0.656172477|-28.52000725|-32.48899638|8.724425117000001|167.2085719|0.1162247219999999|54.93613103|-0.026280957|-15.35662744|1.773520599|-0.8935525440000001|47.51520531|37.24443236|417.7355164|-5.871651668999999|0.427628742|0.914204295|202.1279819|21.70315707|-68.41568372|295.8603625|15.02620893|1.0|0.0|0.0|1.0|1.0|0.0|2.42|2.72|1.07|0.0|0.0|82.17|0.0|3.0|-2.83|22.0|4.0|-6.85|1.0|1.97|-3.24|423.0|0.000575|166.0|0.0|8.95e-07|0.000258|-0.0435399999999999|1.16|4.3437|-945.2642633|506.68|831.92|0.3844|239.63|363.48|0.54606|0.0073|-0.18239|5.6654|-0.22593|0.0305020989999999|7.7741|77.0|7.1135|7.1135
10_a15|0|0.0|0|0|0.0|-0.137104477|-0.006872984|0.0|0.037209302|-0.384887119|0.001740635|-0.077096984|10.95972828|0.010152859|0|0|0.0034254209999999|-0.132759909|-0.391156537|2|0.018211609|0.7585998270000001|0.7933685340000001|-30.73805622|-59.05618983|6.101312009|6.497096666|0.066863055|38.90530741|-0.036384844|-34.36276159|0.0|-1.928396745|65.80736417|36.83936823|542.9602292000001|-12.31872585|0.169827351|0.815948972|98.81668286|25.50202895|-384.2321709|673.7288405|6.751174337|1.0|1.0|1.0|1.0|1.0|0.12|5.32|6.3|2.87|2.0|0.0|119.95|0.0|6.0|-6.22|30.0|4.0|-4.97|1.0|4.69|-5.83|0.0002379999999999|1.47e-06|0.000584|0.0|1.51e-10|5.99e-08|-0.03581|5.16|3.6448|-1281.088565|631.2|1136.48|0.1412|277.48|487.16|0.66799|0.0042|-0.15377|1.6654|-0.18958|0.02738146|3.1460000000000004|7.0|8.1549|8.1549
12o_a30|0|0.0|0|2|0.0|0.036331447|-0.0068750669999999|5.351858133|0.040899471|-0.364378536|0.00372838|0.019094532|10.31162888|-0.087019298|1|1|0.003603419|-0.157974241|-0.465857798|1|-0.149451598|0.870930234|0.7463962120000001|-49.48891079|-62.74209511|9.948252054|75.15128057|0.1556551169999999|100.1600333|-0.037808155|-40.37291185|0.0|-1.852599578|71.87393121|59.43716284|543.3140456|-15.65480256|0.186865502|0.885533983|120.2431068|29.91948755|-402.9878652|652.8825454|9.131836103|1.0|0.0|1.0|1.0|1.0|0.14|4.47|3.27|3.31|2.0|0.0|132.29|0.0|5.0|-5.93|30.0|4.0|-5.75|1.0|3.11|-5.44|0.0005139999999999|3.61e-06|0.00156|0.0|6.03e-08|2.61e-05|-0.05085|4.45|3.4817|-2035.37262|687.92|1162.63|0.1967|238.73|528.25|0.3493699999999999|149.0|-0.1478799999999999|5559.0|-0.19873|0.03392126|6.8632|16.0|7.8097|7.8097
19a_a38|0|0.0|0|2|0.0|-0.084389038|-0.007986407|5.351858133|0.043848238|-0.431265985|-0.002526241|-0.122385526|10.96083376|-0.077535135|1|1|-0.000673716|0.116434494|-0.4342819429999999|1|-0.133130383|0.8741648479999999|0.698414933|-51.36166266|-64.73159672|13.23456869|137.2318698|0.252847102|151.1278869|-0.038988111|-38.69037594|0.0|-1.949405536|77.20795279999999|64.59623135|446.57675660000007|-13.92853534|0.255203463|0.872060139|152.5362948|31.28824271|-292.6320538|595.8790650000001|12.47635608|1.0|1.0|1.0|1.0|3.0|0.14|3.13|2.55|2.4|1.0|0.0|125.69|0.0|5.0|-4.14|30.0|4.0|-6.77|1.0|2.68|-4.17|29.0|6.77e-05|0.0272|0.0|1.4e-07|5.610000000000001e-05|-0.05271|3.41|3.6504|-1332.186327|628.65|1092.25|0.2668|316.19|466.55|0.6329100000000001|0.0721|-0.15108|4.7986|-0.20379|0.03338983|6.0223|0.01|8.0106|8.0106
19h_a38|0|0.0|0|2|0.0|-0.088176988|-0.007781653|5.351858133|0.042622739|-0.420209249|-0.002526241|-0.043452674|10.96083376|-0.070688288|1|1|-0.000673716|0.303981987|-0.420225236|1|-0.121374121|0.8741648479999999|0.698414933|-48.43313101|-64.79649453|12.51014765|136.81322659999998|0.225371198|132.7728693|-0.03959525|-38.17354026|0.0|-1.979762478|76.70128100000001|60.94327866|456.3568442|-13.74247449|0.24620669|0.903301693|145.047677|30.94580137|-299.0343596|595.8790650000001|11.90478646|1.0|1.0|1.0|1.0|3.0|0.14|3.13|2.55|2.4|1.0|0.0|125.69|0.0|5.0|-4.14|30.0|4.0|-6.77|1.0|2.66|-4.17|29.0|6.77e-05|0.0272|0.0|1.4e-07|5.610000000000001e-05|-0.05708|3.41|3.5358|-1332.187847|626.65|1092.17|0.2355|331.65|452.01|0.68472|88.0|-0.1467099999999999|6.9749|-0.20379|0.03396934|9.0777|9.0|8.0348|8.0348
18_a47|1|0.0|0|0|0.0|-0.141396999|-0.004337918|4.59511985|0.037919622|-0.2342475789999999|0.0008454789999999|0.018164141|10.93838451|-0.016728205|1|1|0.0015586929999999|-0.056674151|-0.322800033|3|-0.027351545|0.851462739|0.630969651|-49.44908758|-52.88049505|9.234746417|70.55642796|0.222175975|139.1786571|-0.0303894239999999|-33.12615721|3.684585007|-1.5194711930000002|63.72933669|58.68383399|487.2556678|-11.9254166|0.267251553|0.7608026529999999|167.41554630000002|25.98023687|-291.6032324|628.5247532999999|10.84884165|1.0|1.0|0.0|1.0|2.0|0.08|5.53|6.0|2.63|2.0|0.0|119.78|0.0|4.0|-5.5|31.0|5.0|-5.87|1.0|4.16|-5.37|0.00129|4.29e-06|0.00176|0.0|4.34e-11|1.78e-08|-0.04964|3.32|4.2222|-1354.221126|652.12|1130.76|0.4335|290.58|487.81|0.4659|0.0516|-0.17349|3.4464|-0.22313|0.04031146|5.3433|3.0|8.6|8.6
