molecula|SddssS|n9FaHRing|n9FaRing|SaaNH|SRW09|nAHRing|BCUTs-1|SaasN|MATS2c|SRW07|n6HRing|JGI4|MATS7i|SaaaC|AATSC1are|BCUTi-1|n5aRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|n6aHRing|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|PNSA3|PNSA5|PPSA3|RNCS|TPSA_x|WNSA5|WPSA3|RPCS|FNSA1|WNSA3|DPSA5|PNSA4|TASA|PNSA2|WNSA4|FPSA1|GeomDiameter|WNSA2|FPSA5|DPSA2|CYP2C19 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Log Po/w MLOGP|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Molecular Mass|Egan filter|Log S (ESOL)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Approximated area|Contribution (HOMO-LUMO transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|IC50|pIC50|pIC50
6b_a40|0.0|0|0|0.0|8.421342866|1|0.604892326|1.710647518|0.135693438|6.401917197|0|0.039863946|-0.137534783|0.6899826|-0.003851208|10.30179924|2|-0.004728928|-0.248560671|-0.018582337|-0.033583055|0|0.6462648870000001|1|0.753431574|-0.107699967|-0.118488624|-72.13527644|-79.36130196|9.771129787|176.8246355|165.1465831|-53.15460718|6.544506614|34.43877986|0.878140798|-48.31476032|87.29061302|-33.22101012|504.6333458|-1428.503435|-22.2507658|0.1218592019999999|12.51342818|-956.7829293|0.011838681|1626.736212|1.0|0.0|1.0|1.0|0.21|-5.21|5.67|4.38|2.61|130.16|1.0|5.0|-8.41|31.0|511.42|1.0|-6.18|5.03|1.0|6.21e-06|8.98|3.1026|-3290.775349|687.2|552.01|0.69429|-3290.583786|-0.1237099999999999|8193.0|-0.21904|0.03026498|-3290.648012|0.03|7.5229|7.5229
4f_a46|0.0|0|0|0.0|7.825245291|1|1.134637108|2.190536659|-0.2265364489999999|5.587248657999999|2|0.045958333|-0.099507167|0.0|0.012332859|10.96352592|1|0.011806162|-0.154986658|-0.079238184|-0.123416853|2|0.69830739|0|0.934973206|-0.055836642|-0.0674830959999999|-30.29079362|-36.60887321|4.738551282|7.730129301|35.27635517|-19.85993046|2.570614463|56.50645576|0.759842275|-16.43243843|42.21890747|-11.95391778|507.213176|-585.7419712999999|-6.484875252999999|0.240157725|9.828175385|-317.7588874|0.010341277|770.8731021000001|1.0|1.0|1.0|0.0|0.38|-7.21|4.56|4.71|2.58|101.54|0.0|3.0|-4.38|25.0|332.44|0.0|-4.58|3.77|0.0|6.12e-08|3.87|4548.0|-1033.550809|591.51|493.53|0.69208|-1033.315821|-0.19079|3.2783|-0.2202599999999999|0.02238723|-1033.36869|183.0|6.7375|6.7375
3g_a32|0.0|1|1|3.542426304|7.78113851|0|0.60942078|0.0|0.015803466|5.733341277|0|0.05052381|-0.058985916|2.2144733530000003|0.001276735|10.31100273|3|0.002565215|-0.105402305|-0.074808287|-0.133675401|0|0.786074011|1|0.887695945|-0.070213101|-0.098311343|-38.9071564|-54.47722347|6.647498326|42.56199385|62.23099889|-30.18744099|3.683575459|0.0|0.8007401590000001|-21.55960626|60.55421302|-16.86199774|491.89858160000006|-708.2039051|-9.343731735|0.199259841|10.70834299|-392.4367329|0.01096673|884.4366022|1.0|1.0|1.0|1.0|0.28|-7.29|7.02|5.42|2.18|102.55|0.0|3.0|-7.09|24.0|354.49|0.0|-5.59|5.02|0.0|5.08e-08|4.13|3.5456|-1712.060085|593.24|495.4|0.70275|-1711.865318|-0.14715|3.3082|-0.20065|0.02384763|-1711.919273|14.0|7.8539|7.8539
7e_a8|0.0|0|0|3.038052327|7.05012252|0|1.394799915|1.3496955309999998|-0.150447714|4.844187086|0|0.043758865|-0.03633378|0.0|0.0024398329999999|10.94332434|1|0.002669179|-0.075638618|0.034227147|0.07125309|0|0.577394732|0|0.8291560379999999|-0.08608941|-0.0886889709999999|-51.4880895|-53.04282692|12.91806855|86.03149870000001|102.177831|-31.72369068|7.725998682999999|63.5628736|0.776001552|-30.79383811|64.23177694|-22.39586026|495.8990914|-1007.813711|-13.39444718|0.223998448|14.654025199999998|-602.7501229|0.018708212|1298.726412|1.0|0.0|0.0|1.0|0.04|-8.29|5.16|4.94|3.54|108.43|0.0|4.0|-5.75|29.0|385.39|0.0|-5.41|4.54|0.0|5.07e-09|6.32|3.2363|-1300.495519|622.23|544.55|0.70177|-1300.271093|-0.13577|9.0006|-0.2054699999999999|0.02845071|-1300.327213|35.1|4.4547|4.4547
12ag_a36|0.0|0|0|3.408828027|7.412764017000001|2|1.297044434|0.0|-0.042092217|5.351858133|2|0.043848238|0.063109409|0.0|-0.002526241|10.96052849|1|-0.000673716|0.135431487|-0.101303149|-0.217394466|1|0.698414933|0|0.7468300940000001|-0.082492792|-0.1081585809999999|-52.02834065|-68.21579593|12.70005599|85.84609192|159.6746787|-43.02381535|8.009946323|0.0|0.758897371|-32.81436052|80.40643223|-24.55768654|471.0269757|-1227.884327|-15.48857353|0.2411026289999999|15.13240062|-774.4286762999999|0.019328689|1617.984688|1.0|1.0|0.0|2.0|0.14|-6.86|3.13|2.44|2.4|123.71|0.0|5.0|-3.89|30.0|399.42|0.0|-4.16|2.78|0.0|1.4e-07|3.41|3.7117|-1332.185403|658.68|507.72|0.7024699999999999|-1331.9454449999998|-0.15227|5.4459|-0.20713|0.03415856|-1332.003616|17.0|7.7696|7.7696
17b_a50|0.0|1|1|0.0|7.934155233999999|1|1.348984601|4.35392516|-0.145258626|5.82008293|1|0.032052154|0.035558152|2.206759705|0.012409091|10.94500663|2|0.012686493|0.05636897|-0.2252068689999999|-0.357011777|1|0.748900413|1|0.931849183|-0.047785496|-0.07555585|-33.25475672|-52.58062823|8.976922737999999|9.9094658|47.42733742|-36.59177249|6.247196459|86.9549829|0.803386523|-23.14256283|59.65808461|-18.65764227|648.4900322000001|-1156.773821|-12.98417734|0.1966134769999999|16.11918162|-805.0189948|0.010169967|1439.872076|1.0|1.0|1.0|0.0|0.35|-7.54|4.18|4.92|2.71|131.39|0.0|8.0|-4.75|32.0|426.56|0.0|-4.91|3.96|0.0|2.87e-08|3.77|4.0418|-1337.1910779999998|752.09|647.75|0.66195|-1336.833957|-0.16699|6.3333|-0.19879|0.02640483|-1336.899093|122.0|6.9136|6.9136
18d_a25|0.0|0|0|0.0|6.842683282|0|1.193723212|1.918453956|-0.0881447869999999|4.727387819|2|0.042843137|-0.031867489|2.029297802|0.006452854|10.31285314|1|0.0062422|-0.055336237|-0.035684977|-0.061965108|2|0.696372329|1|0.937813705|-0.061527513|-0.076328248|-46.31109519|-57.45144813|8.39885106|70.58850837|46.80695276|-43.24308488|6.3217245360000005|0.389087507|0.75793699|-34.85786147|68.15463481|-21.166323|705.8822532|-1206.480411|-15.93166285|0.24206301|18.11893325|-908.1047824|0.014219928|1591.795131|1.0|1.0|1.0|1.0|0.11|-10.23|6.33|5.98|2.4|143.37|0.0|7.0|-6.26|35.0|474.58|1.0|-5.54|4.21|0.0|5.92e-11|4.56|3.6392|-1806.848384|792.79|664.72|0.6823899999999999|-1806.514606|-0.14723|3.2353|-0.2201|0.03560672|-1806.582751|232.0|6.6345|6.6345
9_a47|0.0|0|0|0.0|0.0|0|1.3818994059999998|0.0|0.00410268|0.0|2|0.037492877|-0.043270202|1.323246814|-0.009607222|10.93671087|0|-0.007880155|-0.091848897|-0.021556658|-0.045757939|2|0.689770023|1|0.805149969|-0.084368438|-0.0969292319999999|-44.13640712|-50.70744657|4.991260197|107.3271659|101.9336202|-26.52703503|2.611122094|0.0|0.790651977|-23.08946904|58.96976407|-19.3171225|421.2052248|-811.319145|-10.10553715|0.209348023|10.93281031|-424.4325604|0.015793737|1026.1394|1.0|1.0|1.0|2.0|0.05|-8.47|4.61|5.61|2.99|101.46|0.0|3.0|-5.37|26.0|345.37|0.0|-5.2|4.43|0.0|3.4000000000000003e-09|4.06|3.7183|-1149.090086|566.1|406.35|0.69084|-1148.896866|-0.1545099999999999|2.2966|-0.20488|0.03463008|-1148.949486|25.0|7.6|7.6
22_a20|0.0|0|0|0.0|6.842683282|0|1.4170330269999998|1.915285809|-0.238401323|4.727387819|2|0.0388043479999999|0.09301076|2.041494094|0.009265667|10.93106272|1|0.008780074|0.155407313|-0.036258691|-0.060582944|2|0.607038752|1|0.946515026|-0.059893667|-0.067797027|-39.00017609|-44.14650378|8.001165067999999|9.022387025|34.8271111|-28.7463017|5.21001405|54.71081293|0.77063827|-25.39523478|52.90592556|-17.65860151|616.3298149|-882.9300756000001|-11.49852068|0.22936173|14.17638345|-574.9260339|0.01345209|1145.712729|1.0|1.0|1.0|0.0|0.08|-9.69|5.33|5.39|2.61|121.62|0.0|4.0|-5.6|31.0|401.46|0.0|-5.53|4.47|0.0|2.04e-10|4.07|3.9732|-1275.84854|694.15|563.43|0.66063|-1275.598059|-0.16176|4.8308|-0.21856|0.03226475|-1275.657902|231.0|6.6364|6.6364
8d_a8|0.0|0|0|3.190160226|7.05012252|0|1.395657339|1.41693287|-0.12349902|4.844187086|1|0.042323232|0.071729931|0.0|-0.00267541|10.94649761|1|-0.001038264|0.111668404|0.016471091|0.025642021|1|0.734212688|0|0.6932924890000001|-0.1072746469999999|-0.103150936|-69.95878302|-67.26951954|18.28507531|57.93693239|200.0182229|-43.86958028|11.92454747|92.49576602|0.675359878|-45.62337399|86.29065071|-24.91463687|452.1282556|-1345.390391|-16.2479927|0.324640122|14.52777156|-877.3916055999999|0.029166961|1992.108851|0.0|1.0|1.0|2.0|0.12|-7.62|3.93|3.32|1.92|121.1|0.0|6.0|-4.91|32.0|430.46|0.0|-4.47|2.89|0.0|2.38e-08|6.22|3.2963|-1447.595474|690.78|572.21|0.70165|-1447.2928029999998|-0.13754|6.0111|-0.19757|0.03604461|-1447.354662|18.61|4.7303|4.7303
1j_a5|0.0|0|0|2.9426852410000004|6.605297921|0|1.427567371|0.0|-0.2031633169999999|4.59511985|2|0.025987654|-0.115553003|0.0|0.00683534|10.9487794|1|0.006957291|-0.190920568|-0.010807075|-0.0178558139999999|2|0.717355058|0|0.847163872|-0.073803258|-0.074505844|-39.64241895|-40.01980349|10.57633738|73.73338699|82.09385267|-21.49609451|5.680936139|1.471030887|0.616489567|-21.29338752|54.3827755|-14.64139152|455.0425806|-600.2970524|-7.86442482|0.383510433|13.80288876|-322.4414176|0.026739895|973.7343247|1.0|1.0|1.0|1.0|0.05|-8.14|4.5|4.21|1.57|96.98|0.0|4.0|-4.03|25.0|328.37|0.0|-4.2|3.03|0.0|7.190000000000001e-09|2.61|4.1205|-1065.849941|572.47|445.81|0.6449|-1065.671975|-0.16813|2.2503|-0.20645|0.03246499|-1065.723417|24.0|7.6198|7.6198
8m_a46|0.0|0|0|0.0|7.727094485|1|1.160371261|2.126524943|-0.044830187|5.533389489|1|0.047345679|-0.134230003|0.0|0.0063680119999999|10.94650201|1|0.005865049|-0.206020062|0.010184776|0.015631887|1|0.77612204|0|0.876210355|-0.0911455|-0.085204935|-48.32436573|-45.17474201|3.742817678|166.8508795|65.63194084|-23.9511632|1.984401749|0.0|0.8854896870000001|-25.62105988|48.72163155|-17.06601365|464.5573228999999|-767.9706141|-9.04821721|0.114510313|9.899611044|-407.1697745|0.006689855|867.2835213999999|0.0|1.0|1.0|1.0|0.3|-6.46|4.16|4.21|2.62|96.16|0.0|2.0|-4.48|24.0|319.4|0.0|-4.56|3.72|0.0|3.5e-07|4.12|4.2881|-1014.126693|570.72|489.57|0.6997800000000001|-1013.91158|-0.17897|2.0174|-0.19715|0.03472717|-1013.962913|229.0|6.6402|6.6402
8c_a31|0.0|0|0|3.435435563|7.765993078999999|1|0.610137334|0.0|-0.012583838|5.733341277|0|0.03995098|-0.106461724|0.0|-0.0080009219999999|10.31169969|2|-0.004832959|-0.178276512|-0.053983462|-0.09039853|0|0.87237334|0|0.626072761|-0.1170607269999999|-0.128067781|-64.57121646|-70.64275621|16.3656112|133.3100368|206.2599245|-38.96685783|9.027343766|477.2277896000001|0.72308253|-35.61776956|82.77037329|-21.86561502|345.3445134|-918.3558307|-12.06117028|0.27691747|12.99457133|-506.5691518|0.021986076|1270.056726|1.0|1.0|1.0|2.0|0.29|-6.13|4.89|3.13|0.85|93.45|0.0|5.0|-4.42|24.0|342.42|0.0|-3.63|2.38|0.0|7.45e-07|1.83|3.8492|-1426.166503|595.67|475.72|0.7005|-1425.968408|-0.15985|3.3453|-0.19207|0.03744829|-1426.024361|0.81|6.0915|6.0915
25_a47|0.0|1|1|0.0|6.86171134|0|1.30432753|1.234859637|0.037667531|4.727387819|2|0.043695652|-0.055724653|1.087932079|-0.003963349|10.94972207|1|-0.00269275|-0.120903298|-0.108691353|-0.235822787|2|0.622598899|1|0.786958319|-0.073339312|-0.08797211|-44.52300552|-53.40631957|12.27779881|11.20142696|129.3338553|-32.42203672|7.453635586|51.5831002|0.6238742279999999|-27.0291331|71.17072517|-18.98891362|477.748546|-854.5011131000001|-11.52783528|0.376125772|13.26689626|-518.7525876|0.029261935|1369.668876|0.0|0.0|1.0|2.0|0.1|-8.01|3.29|4.95|3.08|109.7|0.0|5.0|-4.99|29.0|410.83|0.0|-4.82|3.53|0.0|9.79e-09|4.78|3.9878|-1735.414386|626.55|491.7|0.68761|-1735.2218059999998|-0.16588|3.8832|-0.22919|0.0285712999999999|-1735.279715|16.0|7.8|7.8
12u_a30|0.0|0|0|0.0|7.412764017000001|2|0.604983445|0.0|0.028039604|5.351858133|2|0.043383838|-0.091507428|0.0|0.002431329|10.31162873|1|0.001805829|-0.15896471|-0.0493878409999999|-0.0857954809999999|1|0.711738503|0|0.84944095|-0.0773921259999999|-0.097867106|-51.83732031|-65.55148142|10.42404292|78.15130994|100.8445957|-43.90644499|6.982033926000001|0.0|0.810462868|-34.72068676|75.26051582|-25.41792137|568.9563615000001|-1245.478147|-17.02494806|0.189537132|14.01586754|-834.2224549|0.014495402|1536.749179|1.0|1.0|0.0|1.0|0.14|-7.8|5.11|3.92|3.79|137.3|0.0|5.0|-6.58|31.0|467.37|0.0|-6.04|5.12|0.0|1.58e-08|5.08|3.5003|-2494.962309|705.15|559.16|0.6847|-2494.736802|-0.1486299999999999|5.3020000000000005|-0.20146|0.03472994|-2494.7995530000003|34.0|7.4647|7.4647
18_a31|0.0|0|0|3.281949877|7.401841579|0|0.610137226|0.0|0.0690370959999999|5.351858133|0|0.0427124179999999|-0.051184519|0.0|-0.009923585|10.31169929|2|-0.007811355|-0.084218532|-0.065041042|-0.107017926|0|0.838968212|0|0.72588713|-0.11789212|-0.129469649|-69.19879619|-75.99442464|8.49194438|238.9516432|160.8952371|-44.60622732|4.984491996|0.0|0.7774768320000001|-40.61741697|85.81723707|-23.64270989|426.0718665|-1063.9219449999998|-13.87749294|0.222523168|12.84812443|-624.4871824|0.01673486|1368.42913|1.0|1.0|1.0|3.0|0.28|-6.54|4.9|3.48|0.75|99.32|0.0|7.0|-4.62|25.0|356.44|0.0|-3.62|2.47|0.0|2.9e-07|4.81|3.9105|-1465.528656|630.26|541.33|0.70058|-1465.300904|-0.16212|3.0607|-0.19914|0.04825999|-1465.359325|0.13|6.8861|6.8861
4d_a46|0.0|0|0|0.0|7.825245291|1|1.134637067|2.146507937|-0.1397563859999999|5.587248657999999|2|0.047736111|-0.131948546|0.0|0.0116902869999999|10.96333164|1|0.010756749|-0.206000242|-0.0814707009999999|-0.1271933999999999|2|0.623144956|0|0.936057958|-0.056384895|-0.070772596|-30.95621863|-38.85529917|4.750218646|8.241078584|35.10521457|-21.33218735|2.607946825|74.62074724|0.813427965|-16.99546444|43.60839351|-13.51488667|513.9109507000001|-621.6847867|-7.419891252999999|0.186572035|10.30138878|-341.3149976|0.0086574759999999|764.2776167999999|1.0|1.0|1.0|0.0|0.35|-7.41|4.81|5.11|2.84|101.75|0.0|2.0|-4.93|25.0|352.86|0.0|-5.11|4.3|0.0|3.88e-08|4.18|4.4265|-1453.840712|588.18|503.76|0.69884|-1453.635434|-0.18639|3.5318|-0.22603|0.02292966|-1453.688943|517.0|6.2865|6.2865
12e_a36|0.0|0|0|3.490984269|7.412764017000001|2|1.29704412|0.0|-0.064019914|5.351858133|2|0.040899471|0.144415507|0.0|0.002951176|10.95346131|1|0.003962098|0.244642918|-0.104118159|-0.1763783589999999|1|0.856274847|0|0.838086387|-0.07049439|-0.100988761|-44.83739063|-64.2330904|12.12502373|65.27404529|102.9838531|-40.85494129999999|7.71202397|5.735288795|0.7610764190000001|-28.51846223|75.50154216|-23.02695694|533.058116|-1220.428718|-14.64611103|0.238923581|12.69013737|-776.2438847|0.017716522|1603.556077|1.0|1.0|0.0|2.0|0.17|-6.97|3.24|2.19|2.24|128.72|0.0|5.0|-4.16|30.0|395.46|0.0|-4.3|3.04|0.0|1.08e-07|3.48|3.6699|-1272.2668210000002|673.57|507.03|0.70007|-1271.999945|-0.15189|6.5974|-0.20151|0.03037051|-1272.0579810000002|14.0|7.8539|7.8539
AKLKII_a46|0.0|0|0|2.917217813|6.605297921|0|1.4316666480000002|0.0|-0.206312209|4.59511985|3|0.0386379929999999|-0.008897473|1.744747103|0.006821053|10.96959256|1|0.006731579|-0.015805561|-0.037291767|-0.066245471|3|0.687139108|1|0.837641394|-0.071827497|-0.089369278|-34.061229|-42.37969553|4.924591245|160.85204040000002|76.99187522|-20.09682339|2.335284369|0.0|0.7721395329999999|-16.15213359|49.76981906|-15.74102977|397.2168972|-550.9360419|-7.464534402999999|0.2278604669999999|11.22955511|-261.2587041|0.015584114|713.5187596|1.0|1.0|1.0|1.0|0.06|-7.21|3.9|3.39|1.18|85.32|0.0|2.0|-3.24|22.0|287.32|0.0|-3.58|2.19|0.0|6.18e-08|||||||||||||181.0|6.7423|6.7423
14n_a23|0.0|1|1|0.0|7.423568444|0|1.197963531|3.3716621960000004|0.009802461|5.351858133|2|0.045165485|0.079559363|0.747533142|0.010561248|10.3132176|2|0.010508236|0.144230149|-0.110069159|-0.199540201|2|0.71381683|1|0.89327435|-0.058928845|-0.082430028|-39.82324087|-55.70499288|18.26553926|97.93357279|72.12361433|-37.64460956|12.34358104|97.39429807|0.6868205409999999|-26.91195666|72.09248208|-21.84509525|603.6615822000001|-1114.099858|-14.76259199|0.313179459|16.33144958|-752.8921912999999|0.0242495529999999|1622.112023|0.0|1.0|1.0|1.0|0.09|-7.51|3.42|4.03|2.72|126.78|0.0|6.0|-5.63|32.0|441.51|0.0|-5.02|3.55|0.0|3.11e-08|3.23|3.4217|-1744.450916|710.48|575.71|0.6955|-1744.1828670000002|-0.1382|5.2196|-0.2077099999999999|0.02300614|-1744.244532|1.0|9.2441|9.2441
11_a27|0.0|0|0|2.680511093|7.535296702|1|1.1606177359999998|0.0|0.100091619|5.4161004020000005|2|0.042533875|-0.080272515|1.3706083080000002|0.004538653|10.93910312|0|0.005111147|-0.1299181459999999|-0.041662169|-0.067428705|2|0.7146215429999999|1|0.7645505|-0.079921166|-0.094820973|-42.27430065|-50.15555389|8.553922917000001|143.3238715|124.5410133|-26.52978026|4.524597532|72.60399149|0.8088958709999999|-22.36099135|56.8702158|-18.14137056|404.4089873|-852.6444161000001|-9.595877966|0.1911041289999999|9.562117063|-451.0062644|0.012694323|1054.084273|1.0|1.0|0.0|1.0|0.35|-6.09|2.72|1.67|3.06|106.33|0.0|2.0|-3.68|26.0|345.4|0.0|-4.02|2.73|0.0|8.2e-07|4.54|2.4836|-1122.456105|571.4|415.32|0.59222|-1122.190727|-0.1022|3.1278|-0.16205|0.0226944|-1122.242519|5.0|8301.0|8301.0
10_a15|0.0|0|0|0.0|0.0|0|1.4356889780000002|0.0|-0.137104477|0.0|2|0.037209302|-0.0869138469999999|0.0|0.001740635|10.95972828|0|0.0034254209999999|-0.132759909|-0.120626133|-0.184255041|2|0.7933685340000001|0|0.933136945|-0.052826735|-0.101494566|-30.73805622|-59.05618983|6.101312009|6.497096666|38.90530741|-34.36276159|3.550143186|0.0|0.8301726490000001|-17.88541558|65.80736417|-21.17108692|542.9602292000001|-1122.067607|-12.31872585|0.169827351|10.08767698|-652.8924702|0.0116026369999999|1351.607534|1.0|1.0|1.0|1.0|0.12|-9.82|5.32|6.3|2.87|119.95|0.0|6.0|-6.22|30.0|397.47|1.0|-5.83|5.29|0.0|1.51e-10|5.16|3.6448|-1281.088565|631.2|487.16|0.70313|-1280.804272|-0.15377|1.6654|-0.18958|0.02738146|-1280.862627|7.0|8.1549|8.1549
8a_a8|0.0|0|0|3.150966553|7.535296702|1|1.400027874|1.4114120369999998|-0.021925912|5.4161004020000005|1|0.040243056|0.027531877|0.0|-0.0075336219999999|10.94671414|1|-0.005306541|0.044579097|0.055198015|0.089375589|1|0.7318727540000001|0|0.550829475|-0.131795179|-0.118763303|-78.93428863|-71.12928513|20.58762475|170.9592896|269.0155755|-42.60049244|12.33026525|84.91322996|0.76420633|-47.27503672|86.57328508|-29.37948733|329.9007832|-1351.456417|-17.59585557|0.23579367|14.52342059|-809.4093564|0.025786572|1768.444416|0.0|1.0|0.0|2.0|0.05|-6.76|3.13|2.72|1.9|109.21|0.0|4.0|-4.4|30.0|400.39|0.0|-4.14|2.4|0.0|1.74e-07|6.1|3.1039|-1367.776863|620.68|476.69|0.7036899999999999|-1367.539526|-0.13015|5.4201|-0.19937|0.03213899|-1367.595683|11.34|4.9454|4.9454
7h_a8|0.0|0|0|2.99743835|7.05012252|0|1.391840221|1.2793830309999998|-0.118981425|4.844187086|0|0.04737037|-0.016074683|0.0|0.00112124|10.94341365|1|0.00084936|-0.043606497|0.052081992|0.141285105|0|0.507325475|0|0.771011027|-0.093181899|-0.0934764819999999|-53.71230941|-53.88211443|6.71377223|70.28953528|131.9948047|-31.05895923|3.86998135|47.81104825|0.892830345|-30.96107949|58.94376531|-23.65556243|444.4294792|-969.8780597|-13.63564064|0.107169655|13.42380338|-559.0612661|0.00878112|1086.29603|1.0|0.0|0.0|1.0|0.0|-8.46|5.52|5.49|4.27|101.89|0.0|3.0|-5.68|28.0|373.35|0.0|-5.5|4.66|0.0|3.5e-09|6.81|3.9282|-1285.182226|593.53|500.94|0.6963199999999999|-1285.017252|-0.16076|7.0847|-0.22875|0.03092828|-1285.0707960000002|10.5|4.9788|4.9788
12b_a50|0.0|1|1|0.0|7.927685046000001|1|1.397986833|4.058595679|-0.19841119|5.82008293|1|0.034845679|-0.08032584|2.112397566|0.01164808|10.94501743|2|0.011790103|-0.139522815|-0.168032508|-0.291865836|1|0.660148928|1|0.925916085|-0.045602469|-0.066155918|-22.92589265|-33.25880166|10.80329197|8.07905572|37.24447201|-16.72031641|5.43117764|86.49656508|0.5731907470000001|-11.52561607|47.12729492|-11.93905701|465.4891075000001|-465.6232233|-6.002164865|0.4268092529999999|10.05480253|-234.0844297|0.027586169|812.3355548|1.0|1.0|1.0|0.0|0.11|-5.49|2.59|3.42|2.02|94.69|0.0|2.0|-3.16|24.0|313.36|0.0|-3.84|2.5|0.0|3.22e-06|2.47|3.9305|-1006.664619|539.15|401.64|0.6581|-1006.501585|-0.16451|4.0567|-0.19425|0.02307802|-1006.550688|4.74|5.3242|5.3242
5_a27|0.0|0|0|0.0|6.823286122000001|0|1.4026035369999998|3.2927747860000003|0.126882432|4.727387819|2|0.048947368|-0.149034787|1.271687295|0.00991794|10.93772408|1|0.010329671|-0.250776983|-0.2030237389999999|-0.341622797|2|0.614205449|1|0.8531787759999999|-0.055979434|-0.085078576|-29.50048722|-44.83538435|8.936508815|10.48961936|77.37301579999999|-23.6277072|4.709432444|56.35994804|0.741481472|-15.54640123|53.51978325|-16.01263727|449.6149323|-672.5307653|-8.438466859|0.258518528|10.98289851|-354.41560810000004|0.016479312|907.0095354|0.0|0.0|1.0|0.0|0.16|-6.22|2.94|2.8|2.66|97.55|0.0|2.0|-3.61|25.0|331.37|0.0|-4.01|2.58|0.0|6.04e-07|4.9|4.0989|-1083.143246|566.68|463.87|0.64548|-1082.967639|-0.16952|2.3781|-0.21506|0.01903872|-1083.019748|3.0|8.5229|8.5229
25b_a34|0.0|0|0|0.0|7.412764017000001|1|1.290860233|1.94553288|0.133975789|5.351858133|1|0.04037037|-0.150946163|0.0|-0.00378755|10.95957635|1|-0.000223677|-0.2360985169999999|-0.278635968|-0.435821207|1|0.787858064|0|0.656573108|-0.1030760719999999|-0.137924163|-64.37123451|-86.13394472|18.82143547|165.2408865|214.470853|-53.79083879|11.75402804|49.2835599|0.76274549|-40.19997818|98.0416108|-26.50275222|410.0313565|-1378.143115|-16.55102732|0.23725451|11.00434095|-860.6534206|0.019067452|1806.819095|0.0|1.0|1.0|2.0|0.29|-6.42|2.63|3.03|1.56|108.21|0.0|7.0|-3.82|29.0|393.44|0.0|-3.69|2.29|0.0|3.8100000000000004e-07|5.06|4.2253|-1313.388114|668.48|562.84|0.6925600000000001|-1313.132261|-0.17564|7.0586|-0.21103|0.02655501|-1313.194808|2.08|5.6819|5.6819
4f_a49|0.0|0|0|0.0|7.535296702|1|1.343848013|2.066693174|0.010266272|5.4161004020000005|2|0.038839506|-0.087861524|1.5830545580000002|0.001532832|10.92775957|1|0.001714014|-0.14414265|-0.015845165|-0.025995042|2|0.670594896|1|0.7370618040000001|-0.102926696|-0.089955514|-55.88123394|-48.83888562|9.007637695|193.615884|142.7551002|-26.51573683|4.89045046|59.72286429999999|0.718306291|-30.33918719|60.18871783|-18.1726086|400.1675422|-781.4221699|-9.866320682|0.2816937089999999|11.20071713|-424.2517893|0.020905063|1087.86764|0.0|1.0|0.0|1.0|0.14|-6.54|3.42|3.8|2.03|102.08|0.0|3.0|-3.99|27.0|356.38|0.0|-4.09|2.64|0.0|2.92e-07|4.07|3.7098|-1179.23587|575.01|411.94|0.68474|-1179.029099|-0.15517|1.7833|-0.22471|0.03476467|-1179.080799|0.04|7.3979|7.3979
13_a10|0.0|0|0|0.0|7.535296702|1|1.343837907|2.091672336|-0.059862024|5.4161004020000005|2|0.038726287|-0.093280469|1.794073077|0.00384732|10.9296146|1|0.003791547|-0.154121136|-0.017015286|-0.02811323|2|0.736686715|1|0.818027691|-0.094726989|-0.082327045|-47.88975806|-41.62089688|6.168030793|174.7319717|91.99711608|-21.04167667|3.118282386|0.0|0.7144943490000001|-24.21093442|51.21590298|-15.22715739|413.5584641|-624.3134531000001|-7.698174391|0.285505651|9.209972585|-315.62515|0.018979132|873.7836118999999|1.0|1.0|1.0|1.0|0.15|-6.6|3.52|3.81|1.88|97.14|0.0|2.0|-3.76|25.0|328.37|0.0|-4.1|2.76|0.0|2.49e-07|2.48|3.8419|-1065.874094|550.83|376.77|0.68386|-1065.68351|-0.15937|3.6904|-0.20959|0.0346535|-1065.732389|0.16|6.7959|6.7959
