molecula|SddssS|n9FaHRing|n9FaRing|SaaNH|SRW09|nAHRing|BCUTs-1|SaasN|MATS2c|SRW07|n6HRing|JGI4|MATS7i|SaaaC|AATSC1are|BCUTi-1|n5aRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|n6aHRing|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|PNSA3|PNSA5|PPSA3|RNCS|TPSA_x|WNSA5|WPSA3|RPCS|FNSA1|WNSA3|DPSA5|PNSA4|TASA|PNSA2|WNSA4|FPSA1|GeomDiameter|WNSA2|FPSA5|DPSA2|CYP2C19 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Log Po/w MLOGP|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Molecular Mass|Egan filter|Log S (ESOL)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Approximated area|Contribution (HOMO-LUMO transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|IC50|pIC50|pIC50
12ax_a36|0.0|0|0|3.429529478|7.412764017000001|2|1.280791885|0.0|-0.0943348109999999|5.351858133|2|0.043383838|0.075802407|0.0|-0.001012333|10.958822|1|-0.00097037|0.128253871|-0.101451485|-0.1716508239999999|1|0.771220556|0|0.846837721|-0.073739612|-0.107815607|-49.32384393|-72.11700812|12.79462904|36.17982162|102.4490387|-48.23849712|8.558226304|1.236876307|0.7648530440000001|-32.99232962|84.58859134|-25.96212292|566.4430628|-1298.106146|-17.36585896|0.235146956|14.78635841|-868.2929481000001|0.018645135|1697.196809|1.0|1.0|0.0|2.0|0.14|-7.76|3.99|3.19|2.99|133.77|0.0|5.0|-5.08|31.0|450.32|0.0|-5.18|3.93|0.0|1.74e-08|4.42|3.8889|-2152.130959|699.67|552.0|0.69348|-2151.910753|-0.15728|4.5001|-0.21324|0.03044421|-2151.971761|12.0|7.9208|7.9208
17a_a10|0.0|0|0|0.0|7.535296702|2|1.3438501040000002|2.118111229|-0.218519541|5.4161004020000005|3|0.036545455|-0.082914437|1.863045777|0.009206558|10.92970797|1|0.01029375|-0.132166258|-0.225935253|-0.360142554|2|0.673253555|1|0.8538249840000001|-0.055423599|-0.082689376|-39.18491085|-58.46202420000001|14.20303963|51.96456548|103.34686|-41.33310046|10.04165819|87.61514901|0.564726042|-27.70403316|76.48633670000001|-16.70343549|603.6608262999999|-1052.3164359999998|-11.80945728|0.4352739579999999|16.96492079|-743.9958084|0.0254938|1863.410498|0.0|1.0|1.0|0.0|0.33|-7.32|3.31|2.5|1.29|142.16|0.0|6.0|-3.68|35.0|468.55|0.0|-4.32|2.43|0.0|4.74e-08|3.95|3.9887|-1524.557372|767.6|603.73|0.67671|-1524.187115|-0.16562|4.1012|-0.21203|0.03725238|-1524.252023|49.0|7.3098|7.3098
47t_a18|0.0|0|0|0.0|7.03438793|1|1.25117758|0.0|0.1115820769999999|4.844187086|0|0.03672956|0.018018036|0.0|-0.006573438|10.94702032|0|-0.004985656|0.027313444|-0.068787175|-0.104274108|0|0.688453085|0|0.67203319|-0.119202068|-0.103295568|-79.78154029|-69.13537385|9.415011332|280.622476|219.5070758|-46.27207168|6.301435212|78.43695402|0.804531523|-53.39751484|80.00407742|-27.16032544|449.789539|-1520.978225|-18.17831387|0.195468477|17.48280476|-1017.985577|0.016238994|1890.514146|0.0|1.0|0.0|3.0|0.15|-7.51|2.6|2.93|1.64|129.21|0.0|7.0|-5.58|33.0|441.48|0.0|-4.77|3.57|0.0|3.09e-08|9.4|3.1164|-1470.873743|703.76|601.36|0.6895100000000001|-1470.528808|-0.12692|7.7656|-0.19514|0.03767603|-1470.593659|782.0|6.1068|6.1068
1h_a5|0.0|0|0|2.9516097130000003|6.605297921|0|1.427564094|0.0|-0.259241577|4.59511985|2|0.026339869|-0.02598568|0.0|0.008031558|10.94466758|1|0.007357977|-0.043247682|0.034752304|0.0578378779999999|2|0.6977404359999999|0|0.8806402259999999|-0.067599619|-0.069496749|-35.25675213|-36.2462047|4.588992214|160.0744187|62.25239147|-18.90429957|2.393400474|0.484419999|0.7450549759999999|-18.38824808|44.51475742|-14.49848188|459.3001331|-579.9392753|-7.561719827|0.2549450239999999|13.14687756|-302.4687931|0.01585373|778.3845404|1.0|1.0|1.0|1.0|0.05|-8.41|4.99|4.51|2.13|95.45|0.0|3.0|-4.25|24.0|312.37|0.0|-4.45|3.43|0.0|3.87e-09|3.17|4.3651|-990.6346565|556.57|430.83|0.57155|-990.472129|-0.17797|2.2396|-0.21921|0.031392033|-990.523098|28.0|7.5528|7.5528
8b_a31|0.0|0|0|3.37710223|7.765993078999999|1|0.610137861|0.0|-0.01883655|5.733341277|0|0.041161616|-0.130371116|0.0|-0.010300564|10.31170011|2|-0.006785954|-0.222667869|-0.05421947|-0.092604362|0|0.8761979520000001|0|0.6076192260000001|-0.120703408|-0.132574249|-63.04219151|-69.24221375|16.89414614|129.8921115|204.9365822|-36.1645207|8.823644775|472.8995873|0.703469355|-32.92631065|82.21438954|-21.30529654|317.3534883|-830.906565|-11.12754483|0.296530645|11.79588561|-433.9742484|0.02483711|1181.155311|0.0|1.0|1.0|2.0|0.25|-5.73|4.52|2.74|0.61|88.64|0.0|4.0|-4.05|23.0|328.39|0.0|-3.4|2.02|0.0|1.86e-06|1.77|3.8582|-1386.852117|566.18|439.96|0.70036|-1386.681003|-0.16015|3.6945|-0.19265|0.03659821|-1386.734257|2.2|5.6576|5.6576
21_a47|0.0|1|1|0.0|6.86171134|0|1.408713027|1.2247108|0.072733799|4.727387819|2|0.037801932|-0.034419528|1.028199909|-0.006808306|10.95058272|1|-0.004332497|-0.090969103|-0.1049885469999999|-0.277479519|2|0.591185263|1|0.70582155|-0.082614966|-0.095249919|-46.63227351|-53.76411184|12.83540744|34.75044485|166.049938|-30.34731959|7.244985517000001|47.95893876|0.6448452960000001|-26.32173133|70.10126935|-19.11612865|398.4031618|-860.2257893999999|-10.79015808|0.355154704|13.17102891|-485.55711339999993|0.028943339|1334.003357|0.0|1.0|1.0|2.0|0.1|-7.7|2.94|4.93|2.97|104.49|0.0|6.0|-4.44|29.0|394.38|0.0|-4.32|3.0|0.0|1.98e-08|4.43|3917.0|-1375.061089|583.37|441.93|0.68296|-1374.858663|-0.16158|3.6767|-0.2249699999999999|0.03299607|-1374.914223|5.0|8.3|8.3
14a_a5|0.0|0|0|2.948727373|6.605297921|1|1.226142247|0.0|-0.056730193|4.59511985|3|0.027375887|-0.132625457|0.0|0.002956745|10.9488747|1|0.003668464|-0.213526163|-0.010147323|-0.016337128|2|0.71006207|0|0.7909255559999999|-0.080875277|-0.078681402|-54.69145586|-53.20786056|11.74431806|134.62273080000003|141.38542919999998|-35.98151967|7.942029745|55.04914434|0.629783335|-36.98479273|69.71575554|-18.38089729|534.8590069|-1010.949351|-12.42997952|0.370216665|15.89694877|-683.6488737000001|0.024411136|1605.23357|0.0|1.0|1.0|2.0|0.2|-8.84|4.56|4.38|1.37|123.0|0.0|6.0|-4.15|32.0|425.48|0.0|-4.22|2.55|0.0|1.45e-09|4.3|4.1501|-1390.592722|692.8|508.64|0.65789|-1390.29207|-0.1676|2.7115|-0.2183699999999999|0.04629687|-1390.352729|112.0|6.9508|6.9508
11b_a50|0.0|1|1|0.0|7.927685046000001|1|1.3979498330000002|4.071188272|-0.154649459|5.82008293|1|0.038040936|-0.007722567|2.114272566|0.011959339|10.94500697|2|0.012037198|-0.013155246|-0.162848233|-0.277408878|1|0.667956827|1|0.931316325|-0.0445367309999999|-0.069841183|-23.23499995|-36.43643854|10.1501574|7.949039772000001|35.832562100000004|-19.0090431|5.295379767|86.04123302|0.642051995|-12.12179711|47.72173991|-13.01301376|485.8716402|-546.5465781|-6.788943965|0.357948005|9.979494111|-285.1356465|0.021631609|851.2497152000001|0.0|1.0|1.0|0.0|0.15|-5.87|3.09|3.73|2.25|99.65|0.0|2.0|-3.58|25.0|327.38|0.0|-4.16|2.9|0.0|1.35e-06|3.05|3.9863|-1045.98235|560.06|431.63|0.64477|-1045.798634|-0.16684|2.7805|-0.19501|0.02113855|-1045.849774|1.7|5.7696|5.7696
15_a15|0.0|0|0|0.0|0.0|1|1.435688991|0.0|-0.132759299|0.0|3|0.029814815|-0.063032481|0.0|0.001806571|10.95980315|0|0.003766915|-0.098862691|-0.173728081|-0.272482143|2|0.796300317|0|0.8972060479999999|-0.061884697|-0.091075463|-41.11675625|-60.51136736|13.71976186|142.8140301|68.29723829999999|-40.20430373|9.115534766|4.306196778|0.702544178|-27.31834743|73.99578515|-20.86598874|596.1118717|-1210.227347|-13.86355301|0.297455822|11.8273735|-804.0860746000001|0.0202953539999999|1722.635223|1.0|0.0|0.0|1.0|0.07|-8.9|4.33|6.69|2.52|138.24|0.0|6.0|-6.32|34.0|448.52|1.0|-6.1|5.32|0.0|1.27e-09|5.04|2582.0|-1450.7538470000002|700.82|573.46|0.70572|-1450.398033|-0.10964|1.6365|-0.1475|0.02849263|-1450.462493|109.0|6.9626|6.9626
14m_a23|0.0|1|1|0.0|7.423568444|0|1.197955072|3.1160758160000004|0.05521348|5.351858133|2|0.0431917209999999|0.028217372|0.665608656|0.001027627|10.3132176|2|0.001951778|0.0879380709999999|-0.07256543|-0.226146643|2|0.5415996160000001|1|0.9258118|-0.072795329|-0.089285878|-50.63012925|-62.09952738|12.51396625|47.23604193|51.59888942|-43.19105542|8.703631619|0.0|0.7958339090000001|-35.21393496|74.61692699|-27.32379205|643.9145427|-1366.189602|-19.00406438|0.204166091|16.42895711|-950.2032192|0.017997351|1716.6767920000002|1.0|1.0|1.0|1.0|0.09|-8.23|4.42|6.19|3.82|125.29|0.0|6.0|-6.38|34.0|479.48|1.0|-5.79|4.46|0.0|5.94e-09|4.2|3.6774|-1966.968005|707.56|572.31|0.65552|-1966.721362|-0.15208|6.1522|-0.23555|0.02296475|-1966.785519|3.0|8.5171|8.5171
12z_a30|0.0|0|0|0.0|7.412764017000001|2|0.604983642|0.0|-0.1155022219999999|5.351858133|2|0.040566449|0.034848862|0.0|0.003529389|10.31162784|1|0.005111479|0.05890953|-0.12254489|-0.207153446|1|0.794193541|0|0.832920077|-0.071429418|-0.107776943|-49.68145417|-74.96232552|21.47520633|54.40462246|116.2094523|-52.13870496|14.93669572|0.0|0.630839856|-34.55504699|95.20867045|-23.67231332|579.3226647000001|-1349.321859|-16.464854199999998|0.3691601439999999|15.74641625|-938.4966892|0.029109145|2138.929312|1.0|1.0|1.0|1.0|0.21|-6.83|3.94|2.63|2.2|140.26|0.0|7.0|-5.61|33.0|458.54|0.0|-5.0|3.81|0.0|1.47e-07|3.34|3.4438|-1804.814868|739.33|580.6|0.6853199999999999|-1804.51674|-146.0|7.0446|-0.19279|0.02895763|-1804.581882|44.0|7.3615|7.3615
12p_a30|0.0|0|0|0.0|7.412764017000001|2|0.604984421|0.0|0.038440292|5.351858133|2|0.040899471|-0.062956958|0.0|0.005613018|10.31162861|1|0.005965451|-0.109773594|-0.053644471|-0.09353607|1|0.7991060659999999|0|0.843381594|-0.074356395|-0.094870978|-47.54197452|-60.65858419|9.659715461|75.21136863|100.1386407|-38.78387161|6.176226649|0.0|0.8199554720000001|-30.39737673|68.98315679|-23.33022469|539.2411292|-1213.171684|-14.91687369|0.180044528|13.94763694|-775.6774321|0.0130197619999999|1479.558007|1.0|1.0|0.0|1.0|0.17|-7.01|4.35|2.93|3.04|132.24|0.0|5.0|-5.66|30.0|412.51|0.0|-5.15|4.23|0.0|9.75e-08|4.14|3.4955|-1615.094336|685.08|526.91|0.68561|-1614.830085|-0.14823|4.0456|-0.19992|0.03198743|-1614.890598|17.0|7.7721|7.7721
14h_a23|0.0|1|1|0.0|7.423568444|0|1.197963488|3.309480899|0.043538466|5.351858133|2|0.04255787|0.0316908439999999|0.7290938920000001|0.009895793|10.31321773|2|0.009266617|0.060820238|-0.0686282459999999|-0.131709531|2|0.669357479|1|0.923430574|-0.063825076|-0.081058742|-43.02851162|-54.6468131|14.81983413|41.34207782|51.620282|-36.84086528|9.990985411|86.83095818|0.753100584|-29.00823506|67.44368679|-22.76950546|622.5428245|-1092.936262|-15.35036053|0.246899416|15.0735214|-736.8173055999999|0.018981866|1451.248725|0.0|1.0|1.0|1.0|0.04|-7.47|3.4|3.89|2.39|125.0|0.0|5.0|-5.68|32.0|436.49|0.0|-4.9|3.3|0.0|3.39e-08|3.29|3.6689|-1722.1762399999998|699.86|569.53|0.69933|-1721.9314420000003|-0.15209|9.7146|-0.2374099999999999|0.02796857|-1721.99264|5.0|8.3468|8.3468
31_a47|0.0|1|1|0.0|6.842683282|0|1.304326813|1.441825189|-0.075563891|4.727387819|2|0.042906977|-0.086842911|1.198626524|-0.007525849|10.9497221|1|-0.006265667|-0.188419195|-0.035190699|-0.076351692|2|0.6463892179999999|1|0.696020038|-0.10715233|-0.1056956209999999|-66.4670426|-65.56344002|13.27533898|355.5321928|188.5600536|-40.66927863|8.234748813|81.01707367|0.70664003|-41.22978713|80.58054906|-23.31144534|431.7441681|-1049.01504|-14.46018796|0.29335997|15.6194341|-650.7084581|0.024209265|1484.511202|1.0|1.0|1.0|2.0|0.1|-7.62|3.23|4.24|2.0|109.21|0.0|5.0|-4.59|29.0|410.83|0.0|-4.39|2.86|0.0|2.42e-08|4.2|3.6369|-1735.435432|642.11|508.69|0.69894|-1735.225703|-0.15143|6.4248|-0.20463|0.03449081|-1735.284957|16.0|7.8|7.8
12i _a30|0.0|0|0|0.0|7.412764017000001|2|0.604984133|0.0|0.04580336|5.351858133|2|0.043848238|-0.0982344169999999|0.0|0.00372838|10.31162888|1|0.003603419|-0.172434349|-0.051371057|-0.090173435|1|0.7463962120000001|0|0.8434291340000001|-0.076575246|-0.096489393|-50.00086637|-63.00408424|10.32233418|84.78576301|102.235113|-41.13938837|6.740110893|0.0|0.806299097|-32.64875738|72.59006433|-24.43015511|550.7287204|-1197.077601|-15.95200773|0.193700903|15.56818082|-781.648379|0.014680721|1484.657003|1.0|1.0|0.0|1.0|0.14|-7.22|4.47|3.27|3.31|132.29|0.0|5.0|-5.93|30.0|432.93|0.0|-5.44|4.49|0.0|6.03e-08|4.45|3.5242|-2035.373964|691.59|542.74|0.68497|-2035.141693|-0.14945|2.5397|-0.2041|0.03436093|-2035.203042|16.0|7.8013|7.8013
19_a34|0.0|0|0|0.0|7.412764017000001|1|1.438829424|1.898101852|-0.068004837|5.351858133|1|0.044107744|-0.189862762|0.0|-0.00802652|10.95957634|1|-0.0042364759999999|-0.29861864|-0.255220734|-0.401414514|1|0.818710955|0|0.6399024520000001|-0.112877411|-0.1255804019999999|-56.30608209|-62.64265252|19.74799697|131.5318459|179.6256831|-31.24772528|9.850795895|470.4453529|0.662289492|-28.08688512|77.38527508|-19.78189027|319.1993829|-751.7118302|-9.86770272|0.3377105079999999|10.31797048|-374.9727034|0.029554695|1135.020017|0.0|1.0|1.0|1.0|0.18|-5.03|2.69|2.31|1.08|83.95|0.0|3.0|-2.73|23.0|309.32|0.0|-3.15|1.66|0.0|9.42e-06|2.7|4.1721|-1046.606458|538.96|421.62|0.6897300000000001|-1046.458335|-0.1735|3.4272|-0.20251|0.03168624|-1046.509891|0.99|6.0044|6.0044
11a_a5|0.0|0|0|2.9781886010000003|6.605297921|0|1.212363224|0.0|-0.165418719|4.59511985|2|0.021060606|-0.052944925|0.0|0.007993132|10.94877942|1|0.007955512|-0.081506|0.003975818|0.006120569|2|0.7410766209999999|0|0.89343434|-0.064565402|-0.071517578|-46.13206353|-51.09940261|8.474559367000001|61.32301293|76.14130253|-36.51058972|6.055083705|14.47576249|0.740865275|-32.96141947|61.4470419|-18.73644762|638.3599998999999|-1124.186857|-13.38721623|0.259134725|18.25640338|-803.2329738|0.014482324|1517.39715|0.0|1.0|1.0|1.0|0.3|-9.93|6.38|6.55|3.05|128.51|0.0|7.0|-7.25|32.0|424.54|1.0|-6.4|6.13|0.0|1.18e-10|4.83|4.0938|-1339.8362619999998|739.79|578.8|0.65363|-1339.493223|-0.16735|2.8611|-0.20429|0.03340977|-1339.555805|81.0|7.0915|7.0915
12ad_a36|0.0|0|0|3.428443248|7.412764017000001|2|1.297042846|0.0|-0.040810025|5.351858133|2|0.040787037|0.046496301|0.0|-0.001148437|10.95445455|1|0.000906224|0.077659878|-0.136151085|-0.227404687|1|0.7767870459999999|0|0.760267769|-0.082404548|-0.107772644|-58.34300549|-76.30379737|21.78471426|94.12528108|169.7321223|-54.02363038|15.4237324|81.68309557|0.656407461|-41.30726219|96.81391944|-25.88878839|538.2749789|-1449.77215|-18.32944602|0.343592539|16.772513699999998|-1026.448977|0.028968808|2208.646667|1.0|1.0|0.0|2.0|0.17|-6.62|2.7|1.67|1.89|135.03|0.0|7.0|-4.18|33.0|439.47|0.0|-4.08|2.53|0.0|2.42e-07|4.5|3.8512|-1460.8311199999998|737.53|588.2|0.67215|-1460.5468529999998|-0.15638|5.3349|-0.21044|0.03648828|-1460.610659|17.0|7.7696|7.7696
12r_a30|0.0|0|0|0.0|7.412764017000001|2|0.604984545|0.0|-0.015167821|5.351858133|2|0.043383838|-0.093079817|0.0|-0.002544958|10.31162892|1|-0.001131023|-0.247439715|-0.0546637159999999|-0.145315868|1|0.591758164|0|0.72072745|-0.090229387|-0.109990462|-58.32042638|-71.0931422|12.36992712|90.4724548|180.5098625|-45.9515743|7.995393191000001|0.0|0.790065337|-37.69583567|82.06195604|-26.11584816|465.8474777|-1279.67656|-16.88017015|0.209934663|13.94386247|-827.1283373|0.016970201|1619.709789|1.0|1.0|0.0|1.0|0.14|-7.16|4.67|3.74|3.58|127.19|0.0|5.0|-5.49|31.0|434.46|0.0|-5.17|4.07|0.0|6.900000000000002e-08|4.32|3.5111|-1774.236548|679.64|516.03|0.68476|-1774.009422|-0.14894|5.2021|-0.20138|0.03388131|-1774.070699|29.0|7.5317|7.5317
18a_a25|0.0|0|0|0.0|6.842683282|0|1.194229606|1.875390684|-0.151473962|4.727387819|2|0.038167849|0.062229409|2.050257213|0.007643634|10.31286118|1|0.007325341|0.106305991|-0.037072518|-0.06333068|2|0.7291583840000001|1|0.931628386|-0.055926422|-0.078181889|-37.07961488|-51.83514755|6.317215793|75.74077952|45.33086513|-34.36707071|4.188358905|0.0|0.817072039|-24.58404782|59.45091020000001|-20.53845469|617.676232|-1088.538099|-13.61714122|0.182927961|14.59524518|-721.7084848|0.011486699|1332.242503|1.0|1.0|1.0|1.0|0.08|-9.78|5.89|5.72|2.88|133.85|0.0|6.0|-6.33|32.0|435.54|0.0|-5.77|4.76|0.0|1.67e-10|4.51|3.1711|-1675.274716|694.17|556.26|0.5274399999999999|-1674.982248|-0.15732|3.1313|-0.21323|0.02456497|-1675.04368|94.0|7.0269|7.0269
8_a10|0.0|0|0|0.0|7.535296702|1|1.3430438530000002|2.071128354|-0.075368755|5.4161004020000005|2|0.035828092|-0.000315856|1.546251312|0.0087730469999999|10.92578782|1|0.009056935|-0.000504277|-0.082893697|-0.132343104|2|0.616731847|1|0.874843982|-0.059655303|-0.086233061|-32.63117642|-47.16908772|8.619652859|32.98071169999999|68.45976606|-25.80127401|4.714910465|9.35593124|0.722649449|-17.849103399999997|56.7864899|-16.36478554|478.5356341|-801.8744912000001|-8.951462413|0.277350551|10.75705296|-438.6216583|0.017582236|1109.631361|0.0|1.0|1.0|0.0|0.22|-7.6|4.46|4.2|2.46|111.36|0.0|4.0|-4.52|29.0|384.43|0.0|-4.62|3.37|0.0|2.49e-08|4.58|3684.0|-1257.84172|594.63|416.69|0.68815|-1257.59269|-0.15556|1.2052|-0.21789|0.02243902|-1257.648047|526.0|6279.0|6279.0
13j_a6|0.0|0|0|3.409065702|7.412764017000001|1|1.430640326|0.0|0.0353600779999999|5.351858133|1|0.041728395|0.07522656|0.0|-0.011017781|10.95129557|1|-0.007703306|0.121750719|-0.045418125|-0.073507141|1|0.830577798|0|0.6229641429999999|-0.120219472|-0.129511589|-80.33128667|-86.54032868|20.78979124|180.6709018|251.937353|-57.82670518|13.89184843|114.6910805|0.7841668409999999|-53.67779048|99.85109065|-31.02389141|416.2679342|-1644.266245|-20.73032827|0.215833159|15.43329684|-1098.707398|0.0199201689999999|2096.832152|1.0|1.0|1.0|3.0|0.12|-8.5|4.16|3.54|1.18|120.17|0.0|6.0|-5.03|32.0|427.46|0.0|-4.48|2.95|0.0|3.18e-09|4.94|3.5599|-1426.5532050000002|712.52|555.0|0.7045100000000001|-1426.272674|-0.14602|8.3187|-0.19491|0.03242949|-1426.335207|262.0|6.5817|6.5817
2_a49|0.0|0|0|0.0|7.535296702|1|1.3438506419999998|2.12788659|-0.084499704|5.4161004020000005|2|0.038726287|-0.100166139|1.999073077|0.004524556|10.92973199|1|0.004580676|-0.170631119|0.032521855|0.055400364|2|0.7701578720000001|1|0.81348014|-0.08647612|-0.079176085|-44.066695|-40.34672657|5.634353797999999|226.4450566|95.04720801|-20.55997527|2.871166625|0.0|0.7154059890000001|-22.45560511|49.26352575|-14.409545199999998|414.5350312|-605.2008985|-7.34284831|0.284594011|10.38394173|-308.399629|0.017498253|845.9544764000001|0.0|1.0|1.0|1.0|0.15|-6.82|3.28|3.7|1.88|99.52|0.0|2.0|-3.53|25.0|327.38|0.0|-3.89|2.43|0.0|1.51e-07|1.79|3743.0|-1046.018455|553.52|371.96|0.68172|-1045.810794|-0.1555099999999999|4.8986|-0.19923|0.0366366999999999|-1045.8595810000002|59.0|7.2291|7.2291
12ao_a36|0.0|0|0|3.477902101|7.412764017000001|2|1.297043885|0.0|-0.058597382|5.351858133|2|0.042739018|0.0895536619999999|0.0|0.002782748|10.94919858|1|0.003724542|0.1523047569999999|-0.095253274|-0.1619981409999999|1|0.856135378|0|0.832582759|-0.077866573|-0.1019516769999999|-51.52001456|-67.45579866|11.76697353|85.17634667|110.7707502|-44.63177966|7.785557064|0.0|0.7820981779999999|-34.08795068|78.51108393|-24.98362913|550.8740683|-1349.115973|-16.53028876|0.217901822|16.33039817|-892.6355932|0.016708791|1724.9956719999998|1.0|1.0|0.0|2.0|0.12|-7.01|3.62|2.42|2.38|133.84|0.0|6.0|-4.58|31.0|407.47|0.0|-4.55|3.45|0.0|9.66e-08|3.83|3.4743|-1310.361099|701.9|548.59|0.7045|-1310.077853|-0.14207|5.4691|-0.19662|0.03244719|-1310.138396|0.03|7.5229|7.5229
4_a47|0.0|0|0|0.0|0.0|0|1.304464196|0.0|0.004633887|0.0|2|0.038479532|-0.158636969|1.42341819|-0.007295208|10.93671044|0|-0.006506051|-0.247195952|-0.017555555|-0.027355932|2|0.8124901999999999|1|0.874200878|-0.07804769|-0.092556319|-42.46254967|-50.35610033|4.22896799|96.20929041|68.44214684|-27.39669054|2.300808176|0.0|0.806604393|-23.10213311|57.78603076|-19.18327632|475.6168721|-805.6976052|-10.43683449|0.193395607|10.818777699999998|-438.3470487|0.013656479|998.8757964|1.0|1.0|1.0|2.0|0.05|-8.79|4.83|5.71|3.1|106.52|0.0|3.0|-5.92|26.0|361.82|0.0|-5.64|4.96|0.0|1.61e-09|4.44|3.73|-1509.453558|576.9|432.89|0.69157|-1509.262887|-0.1547|4.2607|-0.21076|0.03342033|-1509.3147789999998|32.0|7.5|7.5
10_a32|0.0|1|1|3.294952523|7.765993078999999|0|0.6094207629999999|0.0|0.153272514|5.733341277|0|0.03995614|-0.020186906|2.067772926|-0.0064007569999999|10.31100271|3|-0.00369116|-0.03673326|-0.1260956869999999|-0.229450999|0|0.764217655|1|0.7622839570000001|-0.088310158|-0.1223816869999999|-54.55170955|-75.59866726|15.91131724|57.97512956|146.8439966|-46.69945835|9.828875607|52.24660367|0.6946347429999999|-33.69815077|91.10767604|-24.0541214|470.8845962|-1058.381342|-14.85891856|0.305365257|12.86809583|-653.7924168|0.025106509|1523.651605|1.0|1.0|1.0|2.0|0.22|-6.99|5.64|4.21|0.88|107.14|1.0|7.0|-6.04|27.0|399.49|1.0|-4.41|3.23|0.0|1.0300000000000001e-07|4.12|3.6441|-1916.668776|654.7|533.89|0.70228|-1916.460049|-0.15088|2.4919|-0.2052199999999999|0.03701539|-1916.519894|7.0|8.1427|8.1427
12ay_a36|0.0|0|0|3.50559949|7.412764017000001|2|1.2970434|0.0|-0.05976542|5.351858133|2|0.043383838|0.1012005419999999|0.0|0.003676818|10.9463292|1|0.0045625|0.1689021819999999|-0.101854847|-0.169994208|1|0.857993338|0|0.829406408|-0.074251203|-0.098945129|-48.12939044|-64.13591431|11.67851857|126.7858133|110.578217|-41.57269314|7.569978132|8.677627506|0.778164805|-31.1973159|74.29343346|-22.90568368|537.618563|-1282.718286|-14.84739041|0.221835195|11.82248632|-831.4538627999999|0.015670425|1648.388976|1.0|1.0|0.0|2.0|0.21|-7.34|3.76|2.5|2.45|133.68|0.0|5.0|-4.54|31.0|409.49|0.0|-4.6|3.41|0.0|4.55e-08|3.79|3.6561|-1311.576473|674.33|532.22|0.6914|-1311.282556|-0.15056|6.2579|-0.2031599999999999|0.02880431|-1311.343228|18.0|7.7447|7.7447
3c_a12|0.0|0|0|0.0|6.555356892000001|1|0.610140703|0.0|0.06235058|4.59511985|2|0.039605735|-0.14679559|0.0|-0.003879878|10.3117069|1|-0.001825446|-0.267255164|-0.116098308|-0.211367878|1|0.859899236|0|0.843855494|-0.071719601|-0.099327724|-36.28720467|-50.25579322|6.688634392000001|73.9854678|79.00277721|-25.42738988|3.384177297|0.0|0.7055242159999999|-18.35985151|61.16334136|-17.19277136|426.9566009|-653.3253118|-8.698843907999999|0.2944757839999999|10.88288188|-330.5560685|0.02155815|926.0140155|1.0|0.0|1.0|1.0|0.12|-6.78|4.01|2.25|1.82|98.16|0.0|3.0|-4.22|23.0|319.38|0.0|-4.0|2.91|0.0|1.67e-07|2.56|3.5862|-1327.498519|544.65|399.38|0.68067|-1327.351991|-0.14572|1.6035|-0.22035|0.02665687|-1327.4004710000002|0.02|7699.0|7699.0
4a_a49|0.0|0|0|0.0|7.535296702|1|1.343847746|2.085628989|-0.076526919|5.4161004020000005|2|0.036555556|-0.080255074|1.713107022|-1.8100000000000003e-05|10.92777282|1|0.000660956|-0.130491035|-0.037142108|-0.060391347|2|0.731643066|1|0.7570436159999999|-0.094228246|-0.087863033|-57.79201133|-53.88810275|10.51443916|313.22432680000003|149.0098632|-33.05061877|6.448709504|60.11195021|0.650301539|-35.44496163|68.37721704|-17.96270092|464.3095353|-916.0977468|-11.01687292|0.349698461|15.01791558|-561.8605190000001|0.023624093|1408.727632|0.0|1.0|1.0|2.0|0.22|-7.36|3.4|2.83|1.25|114.08|0.0|6.0|-3.28|30.0|399.45|0.0|-3.52|1.71|0.0|4.35e-08|3.34|3.7876|-1313.19945|660.19|504.63|0.68042|-1312.924353|-0.1585099999999999|3.9716|-0.2231199999999999|0.04133192|-1312.98289|32.0|7.4949|7.4949
