molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|n6HRing|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|AATSC8d|AATSC7i|AATSC1i|GATS1are|MATS8s|MATS8d|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|PPSA3|RNCS|FNSA4|FNSA1|FNSA2|WNSA3|PNSA4|DPSA3|GRAVp|TASA|PNSA2|WNSA4|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|WNSA2|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Log Po/w Silicos-IT Log P|Brenk|Molar refractivity|Veber filter|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Egan filter|BBB|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Volume|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|Gibbs Free Energy|Dipole (water)|IC50|pIC50
13a_a5|0.0|1|0|0|2.931642415|0.0|0|6.605297921|0|0|1.393002748|0.0|-0.154076582|-0.006081807|2|-0.007871499|0.0|-0.328417593|0.002355511|-0.139517787|-0.025324157|-0.012798693|-0.0569177229999999|0.746303189|-0.048584084|-0.048575318|0.857293078|0.720100768|0|0.7667501609999999|-0.08903048|-0.0839257009999999|10.77696869|126.2663658|-0.0279752339999999|0.598791539|-1.426736914|-36.90128585|-18.01047283|68.09484712|2657.14588|493.6342317|-918.5341141|-11.59515363|0.401208461|8.571729592999999|15.89940424|0.854865353|5628.9694|258.29825730000005|-591.3528349999999|1.0|1.0|1.0|2.0|3.07|2.46|4.39|0.0|114.18|0.0|-3.77|5.0|0.0|0.0|1.0|-3.74|0.0675|2.19|0.0|0.0|1.26e-09|-0.05534|3.81|4.2107|-1313.167422|688.18|1160.81|0.5953|267.87|0.50037|-1312.907813|0.1992|-0.17364|3.3414|-0.22898|-1312.968936|4.1671|91.0|7041.0
16d_a32|0.0|1|1|1|3.311658163|0.0|0|7.765993078999999|0|0|0.609420775|0.0|0.170838661|-0.017249763|0|0.0115077539999999|2.07416189|-0.7589895790000001|-0.00839148|-0.134892903|-0.0517549079999999|0.021406827|-0.239509216|0.816581223|0.107238939|-0.0847953219999999|0.916850163|0.7689748270000001|1|0.7554930740000001|-0.091212351|-0.11491796|18.67986534|115.2070109|-0.036437402|0.615749698|-1.493933474|-31.07481011|-21.26791022|71.91900971|2588.214866|440.9688416|-871.9843187999999|-12.41372827|0.384250302|6.221435089|11.16880283|0.79521327|5768.495166|224.2805611|-508.962859|1.0|1.0|1.0|2.0|3.35|3.01|5.26|0.0|102.33|1.0|-5.65|5.0|1.0|0.0|1.0|-4.18|0.000856|2.86|0.0|0.0|2.55e-07|-0.05068|3.78|3.6271|-1877.360551|621.59|1023.44|0.2915|341.83|0.70217|-1877.185022|0.2915|-0.15009|3.2048|-0.20077|-1877.241687|3.8853|8.0|8.1135
14ae_a23|0.0|0|1|1|0.0|0.0|2|7.423568444|0|0|1.1979624290000002|3.338149829|-0.033049777|-0.007539122|2|0.026913008|0.7338690390000001|-0.4448081789999999|0.008996289|-0.0174992419999999|0.0289586779999999|0.047563299|-0.253318853|0.7763406840000001|0.107765697|0.0469453379999999|0.8356326820000001|0.7317531540000001|1|0.872362051|-0.065169397|-0.087074783|24.84237243|111.4422142|-0.0269140239999999|0.53040766|-1.480271319|-33.45249142|-19.28284095|71.53368511|3212.850883|625.0131414|-1060.556252|-13.81539807|0.46959234|8.123993885|15.59484379|0.919603093|7308.981869|336.444465|-759.846894|1.0|1.0|1.0|1.0|3.74|3.76|3.48|1.0|133.27|0.0|-5.8|6.0|0.0|0.0|0.0|-5.08|0.000753|3.52|0.0|0.0|2.49e-08|-0.07122|2.99|3.6036|-1858.967022|751.57|1285.52|0.3205|344.06|0.58144|-1858.675325|0.3205|-0.14537|7.0211|-0.21659|-1858.7404850000005|9.5944|2.0|8.6038
7s_a46|0.0|0|0|0|0.0|0.218897825|1|7.727094485|1|1|1.160371307|2.117265684|-0.0778653109999999|-0.005351046|1|-0.210750635|0.0|-0.240797051|0.0060802|-0.005405515|-0.020953253|-0.327656845|0.018964141|0.778692012|-0.036284605|-0.030371026|0.8182543959999999|0.768056188|0|0.858788462|-0.096723151|-0.083011849|4.458665639|166.3052939|-0.031623562|0.8198874559999999|-1.3281895890000002|-24.43308641|-15.894055599999998|53.07188519|1982.695462|431.6285339|-667.5503351|-7.988379237|0.1801125439999999|5.565371272|9.829721631|0.7662292690000001|4245.390306|90.5248694|-335.5119279|0.0|1.0|1.0|1.0|3.08|2.33|3.65|0.0|91.19|0.0|-4.07|3.0|0.0|1.0|1.0|-4.24|0.0262|3.32|0.0|0.0|8.39e-07|-0.02024|3.54|4293.0|-974.8067569|539.99|916.7|0.4164|234.06|0.69976|-974.615216|0.1186|-0.17923|2.4286|-0.19947|-974.664103|3.6655|1985.0|5.7022
9o_a24|0.0|1|0|0|2.9340792330000003|0.0|0|6.605297921|1|1|1.294229152|0.0|-0.064667223|-0.007052095|3|-0.087807028|0.0|-0.387865233|0.0012214139999999|-0.097596429|-0.000236595|-0.145366976|0.00294424|0.738419215|-0.0062180169999999|-0.000453155|0.846075714|0.7086274779999999|0|0.770273808|-0.088586421|-0.08834189|10.7072496|32.50178358|-0.032911684|0.668046377|-1.678495905|-29.69744072|-19.05574986|61.99847688|2892.333138|445.9858336|-971.8432428|-11.03321234|0.331953623|6.080741586|11.83284872|0.945954873|6697.297449000001|192.1999837|-562.6938294|1.0|1.0|1.0|2.0|3.96|2.84|3.75|0.0|120.73|0.0|-4.49|5.0|0.0|0.0|0.0|-4.4|0.0137|2.88|0.0|0.0|1.24e-08|-0.04527|4.41|4.2643|-1388.147972|611.03|1126.94|0.1409|210.85|0.65292|-1387.887227|0.0288|-0.17826|4.3816|-0.22353|-1387.945865|5.9089|446.0|6.3507
4R4l_a46|0.0|0|0|0|0.0|0.171853072|1|7.825245291|1|1|1.134637095|2.155247543|-0.058870177|-0.004736212|1|-0.067419714|0.0|-0.255755434|0.0066560469999999|-0.060895366|-0.161358058|-0.1012114369999999|0.010799648|0.7940662409999999|-0.001318857|-0.229089688|0.762625193|0.7936534740000001|0|0.896653672|-0.090505744|-0.084697739|3.844966512|177.33836430000002|-0.02989332|0.8782984840000001|-1.524559305|-26.65896664|-16.223992300000003|52.96512128|2165.83681|486.6405745|-827.4236073|-8.805242402000001|0.121701516|5.669819400000001|10.43942503|0.8412270820000001|4923.057044|66.05102684|-449.0673625|1.0|1.0|1.0|1.0|3.92|3.24|4.64|0.0|105.77|0.0|-5.28|3.0|0.0|1.0|1.0|-5.11|0.00182|4.49|0.0|0.0|9.980000000000001e-08|-0.0212699999999999|4.99|4.1152|-1092.75416|584.44|1038.78|0.1678|266.65|0.67823|-1092.4898449999998|0.0851|-0.17475|2.1973|-0.19602|-1092.544322|2.3035|137.0|6.8633
12_a1|0.0|1|0|0|3.3894574360000003|0.0|0|7.423568444|1|1|1.430936075|0.0|-0.0455890429999999|-0.011221829|1|0.076867966|0.0|-0.516204114|-0.0038943009999999|-0.0811332759999999|-0.051772288|0.127560614|-0.173618873|0.8016064479999999|-0.045776997|-0.093957115|0.817998205|0.7534284040000001|0|0.765121385|-0.0964711209999999|-0.104724018|19.60151089|133.6600817|-0.039894864|0.724666653|-1.675584287|-32.50125347|-23.15625812|75.59644237|2592.245875|444.1009824|-972.562841|-13.44063462|0.275333347|7.679719277999999|14.34104294|0.867391557|5468.378562|159.81230209999998|-564.5066541|1.0|1.0|1.0|1.0|3.29|2.72|4.87|0.0|103.47|0.0|-4.98|5.0|0.0|0.0|1.0|-4.75|0.00379|3.54|0.0|0.0|6.28e-09|-0.07042|3.67|3.1744|-1216.12881|607.42|1018.84|0.5867|332.04|0.69763|-1215.922313|0.2821|-0.12874|7.7454|-0.19916|-1215.975876|10.1801|2.95|5.5302
4a_a46|0.0|0|0|0|0.0|0.210988875|1|7.825245291|1|1|1.13463711|2.180332577|-0.214093513|-0.001042349|2|-0.137420119|0.0|-0.051075084|0.012632881|-0.11172225|-0.0466186959999999|-0.216904465|-0.129430244|0.679741138|-0.215877982|-0.06611606|0.8075680409999999|0.683616517|0|0.923958017|-0.05488948|-0.067863141|4.858713991|6.579492736000001|-0.022129285|0.742626378|-1.017947119|-14.80375017|-11.49234623|33.36433008|2042.529911|479.8368017|-528.6479264|-5.968291366|0.2573736219999999|5.613813876|9.831485239|0.751302315|4481.754309|133.66119809999998|-274.5414028|0.0|1.0|1.0|0.0|3.76|2.8|4.18|0.0|96.74|0.0|-3.93|3.0|0.0|1.0|1.0|-4.31|0.0372|3.34|0.0|0.0|1.53e-07|-0.02921|3.4|4.5454|-994.237445|560.87|967.0|0.1694|272.77|0.6893600000000001|-994.028172|0.1694|-0.19067|3.1825|-0.21988|-994.079365|3.7138|181.0|6.7423
20a_a10|0.0|0|0|0|0.0|0.0|1|7.535296702|1|1|1.343837243|2.113798134|-0.0774974029999999|-0.0034618129999999|2|-0.035536682|1.896409603|-0.197323337|0.008214031|-0.010695558|0.011011878|-0.058994157|-0.081587712|0.661219642|0.036092601|0.019448804|0.817646497|0.63495222|1|0.913681336|-0.066386563|-0.072821454|8.860330345|66.52185003|-0.028008251|0.733451892|-1.456429076|-28.10115947|-18.22250274|52.05222074|2998.608651|594.4519837|-947.5701424|-11.8557778|0.266548108|8.419180593|15.37476788|0.826159649|6729.996773999999|173.41938059999998|-616.5004457|1.0|1.0|1.0|0.0|3.48|3.63|5.06|0.0|126.35|0.0|-5.68|5.0|0.0|0.0|1.0|-5.59|0.000888|4.36|0.0|0.0|3.61e-10|-0.06611|3.98|3.8312|-1389.164302|696.63|1200.92|0.2738|259.16|0.6864600000000001|-1388.897416|107.0|-0.1613099999999999|2.9429|-0.2274199999999999|-1388.957848|3.2116|1.2|5.9208
9h_a40|0.0|0|0|0|0.0|0.0|1|7.515889085|0|0|0.604992856|1.7679629630000002|0.014753178|-0.009041931|0|0.157606277|0.814591837|-0.343593366|0.003782277|0.133376308|-185.0|0.270048551|0.08305063|0.778613709|-0.160855189|-0.299768519|0.8022014000000001|0.7528137909999999|1|0.864310149|-0.09201708|-0.095803029|6.199629554|132.6583116|-0.041058441|0.863884935|-1.437045429|-23.03722449|-20.54391962|52.2411122|2073.354193|432.46450360000006|-719.0371868|-10.27931468|0.136115065|6.922257828999999|13.366649|0.930966649|4322.734135|68.10626265|-359.7760137|1.0|0.0|1.0|0.0|3.3|3.55|4.59|0.0|93.19|0.0|-5.65|3.0|0.0|1.0|1.0|-5.12|0.000716|4.51|0.0|0.0|3.09e-07|-0.05991|3.9|3.3675|-1293.174246|526.38|868.84|0.3851|292.61|0.69809|-1293.033723|0.2721|-0.14047|2.1413|-0.20038|-1293.083512|2841.0|3.98|5.4001
12ab_a36|0.0|1|0|0|3.458948649|0.0|0|7.412764017000001|2|2|1.297042596|0.0|-0.064515677|-0.007034881|2|0.035377607|0.0|-0.408023082|0.000939229|-0.032623802|-0.029080933|0.0618552579999999|-0.169341326|0.86559137|-0.0852411419999999|-0.051707317|0.888163057|0.8196353679999999|0|0.8410557559999999|-0.079202413|-0.095025338|16.62527454|116.6804416|-0.033434841|0.679025324|-1.805481415|-37.68448987|-23.06276515|71.2577056|2902.39241|580.1454645|-1245.389318|-15.90828969|0.320974676|7.821826146|15.18764075|0.941700118|6314.697413|221.4026852|-859.0476432|0.0|1.0|0.0|2.0|4.86|0.0|3.14|0.0|133.27|0.0|-3.92|5.0|0.0|0.0|0.0|-3.91|0.0503|2.33|0.0|0.0|8.95e-08|-0.0523799999999999|3.23|3.8845|-1364.509957|712.73|1201.64|0.4451|319.17|0.69294|-1364.236757|0.4451|-0.15699|3.6976|-0.2093699999999999|-1364.300531|5.3228|11.0|7.9586
6a_a40|0.0|0|0|0|0.0|0.0|1|8.421342866|1|2|0.604893625|1.78213955|0.117890918|-0.014623575|0|-0.146542353|0.775942224|-0.68730803|-0.001347823|0.104332675|-0.230955427|-0.272320301|-0.040435852|0.682273668|-0.012261923|-0.340539542|0.861720535|0.657059571|1|0.733750993|-0.109047987|-0.117413572|10.24294396|185.06174|-0.049149867|0.8678518190000001|-2.113444291|-42.542782200000005|-30.69915817|78.35465194|2936.1501780000003|458.303126|-1320.063801|-19.17478857|0.132148181|6.945713476|11.8691482|0.708845065|7059.617542|82.54016015|-824.5159087000001|1.0|0.0|1.0|1.0|3.99|3.01|4.38|2.0|120.14|1.0|-7.11|5.0|1.0|0.0|1.0|-4.99|3.47e-05|3.77|1.0|0.0|8.950000000000001e-05|-0.0926|7.73|2.9836|-2371.579899|649.48|1103.4|0.4015|415.55|0.6782699999999999|-2371.3827|0.4015|-0.11995|6.9379|-0.21255|-2371.443161|9.3893|0.04|7.3979
6_a27|0.0|1|0|0|2.6137160880000003|0.0|1|6.823286122000001|0|0|1.404458667|1.7996617540000002|0.1718757239999999|-0.007874167|2|-0.237047381|1.221528093|-0.330715016|0.00526746|0.075248207|0.081320966|-0.406859288|-0.179319226|0.678057835|-0.1322552659999999|0.1272522519999999|0.849515128|0.650575651|1|0.785047616|-0.0786267609999999|-0.090025109|10.17466399|125.8234721|-0.034625042|0.774820398|-1.35037664|-19.27068071|-17.14169035|49.10012093|2196.1151210000003|388.6505938|-668.5259238|-8.486272674|0.2251796019999999|5.010042219|9.500048379|0.896201262|4761.820508|111.4788253|-330.96463430000006|0.0|0.0|0.0|1.0|3.0|2.49|3.48|0.0|92.65|0.0|-3.62|4.0|0.0|1.0|1.0|-3.82|0.0768|2.37|0.0|0.0|2.16e-07|-0.04793|4.27|4.1391|-1043.831559|526.9|896.68|0.1915|223.61|0.61083|-1043.678244|163.0|-0.17007|2.7521|-218.0|-1043.728133|4.0597|1.0|9.0
4d_a49|0.0|0|0|0|0.0|0.0|1|7.535296702|1|1|1.343847746|2.097463308|-0.06085453|-0.006135653|2|-0.090862681|1.76904838|-0.343596561|0.000607064|-0.053327669|0.013451218|-0.151004418|0.000850823|0.7745859279999999|-0.008564167|0.023137464|0.834151595|0.749565191|1|0.752634646|-0.089942837|-0.085966608|8.392883773|85.21839288|-0.0281044679999999|0.654728051|-1.461432343|-34.12740785|-17.31186002|63.79609555|2658.242991|463.6097566000001|-900.2167208999999|-10.66380249|0.3452719489999999|7.998287218|15.09148245|0.8868392740000001|5915.214567|212.6814716|-554.5177292999999|1.0|1.0|1.0|2.0|3.38|2.68|3.16|0.0|115.63|0.0|-3.13|5.0|0.0|0.0|1.0|-3.35|296.0|1.45|0.0|0.0|2.64e-08|-0.06309|2.99|3.8047|-1293.333712|668.09|1144.04|0.2549|215.82|0.6782100000000001|-1293.049085|0.0879|-0.15888|4.3005|-0.2219699999999999|-1293.107454|5.5765|18.0|7.7447
12l_a30|0.0|0|0|0|0.0|-4.712037416|0|7.412764017000001|2|2|0.60498366|0.0|0.157020295|-0.015371073|2|-0.102468864|0.0|-0.876151158|-0.00695299|0.154540315|-0.02588969|-0.300262845|-0.226973911|0.613786308|-0.045411075|-0.0395239879999999|0.883029843|0.593245722|0|0.834279405|-0.0905026719999999|-0.109810463|10.78883933|103.5499036|-0.045581702|0.8218150790000001|-2.415830189|-44.29742723|-31.88960104|74.10578426|3306.001879|583.6736326|-1690.148855|-22.31041443|0.178184921|9.258542907|17.23248653|0.861252543|7576.362669|124.6606826|-1182.451965|1.0|1.0|0.0|1.0|4.72|0.0|4.43|0.0|133.96|0.0|-6.7|8.0|0.0|0.0|0.0|-5.92|9.63e-05|5.05|0.0|0.0|6.61e-08|-0.0545299999999999|5.52|3.5245|-1988.033039|729.17|1223.54|0.2294|245.74|0.68488|-1987.782294|0.1574|-0.14944|2.5031|-0.20397|-1987.848331|2.9851|61.0|7.2154
12a_a32|0.0|1|1|1|3.442930603|0.0|0|7.765993078999999|0|0|0.609420757|0.0|0.087371302|-0.009460484|0|-0.0134169989999999|2.136609567|-0.463563696|-0.003484915|-0.031249617|-0.074344282|-0.024155151|-0.1534110109999999|0.788133615|-0.018578911|-0.125149165|0.8966299409999999|0.7507116140000001|1|0.788702323|-0.085324121|-0.109151429|10.31184223|111.9735444|-0.0308471429999999|0.667706375|-1.4189685719999998|-33.18255791|-19.23685026|63.52154605|2572.916338|491.8493928|-884.8951120999999|-11.99645651|0.332293625|7.083688576|13.03685125|0.840404348|5656.0082|207.2244662|-551.8369996|1.0|1.0|1.0|2.0|3.45|2.85|6.49|0.0|110.47|1.0|-6.01|4.0|1.0|0.0|1.0|-4.5|0.000389|3.39|0.0|0.0|2.23e-08|-0.05222|4.63|3576.0|-1880.771042|667.68|1114.3|0.2908|346.71|0.7025600000000001|-1880.539078|0.2908|-0.14827|3.0517|-0.20049|-1880.600043|4.2371|25.0|7.6021
15a_a50|0.0|0|1|1|0.0|0.0|2|7.934155233999999|1|1|1.3530592819999998|4.126145086|-0.113976703|-0.004429392|1|-0.0446629609999999|2.020652006|-0.234757789|0.005366038|-0.15010386|-0.125205943|-0.072976638|-0.209259615|0.797917311|-0.051676609|-0.207610131|0.8749408470000001|0.76745052|1|0.837789896|-0.0783960279999999|-0.084501726|10.77967103|275.287923|-0.029316925|0.705410595|-1.436529349|-28.07082095|-17.54280159|57.69065967|2503.770258|501.3207109|-859.5972780999999|-10.49734522|0.294589405|8.095541483|14.65582885|0.8103580690000001|5401.219537|176.277812|-514.369916|1.0|1.0|1.0|1.0|3.7|2.63|3.23|0.0|110.43|0.0|-3.6|4.0|0.0|1.0|1.0|-3.92|0.0933|2.51|0.0|0.0|8.070000000000001e-07|-0.03255|2.66|4.0408|-1199.818129|644.4|1091.64|0.1767|306.83|0.66132|-1199.572081|0.1767|-0.16693|6.6307|-0.19948|-1199.629702|9.0948|41.0|7.3872
12bc_a36|0.0|1|0|0|3.43846811|0.0|0|7.412764017000001|2|2|1.284647662|0.0|-0.058020733|-0.007661816|2|0.068351685|0.0|-0.413738077|-0.001012333|-0.079009683|-0.027636036|0.115647623|-0.1716508239999999|0.884841888|0.006621918|-0.045186455|0.892249657|0.771220556|0|0.834305498|-0.077192869|-0.107107992|12.2593899|83.35308244|-0.038558877|0.77146807|-1.927943855|-34.8600941|-25.91194805|64.13376391|2927.476132|560.6615736|-1295.597402|-17.41308622|0.22853193|8.273766079|15.54183457|0.878447423|6587.689277|153.57572439999998|-870.6543108999999|1.0|1.0|0.0|2.0|4.73|0.0|3.99|0.0|133.77|0.0|-5.08|4.0|0.0|1.0|1.0|-5.18|0.00372|3.93|0.0|0.0|1.74e-08|-0.05828|4.42|3.8696|-2152.134749|705.12|1188.37|0.7456|237.57|0.69094|-2151.9100780000003|0.3478|-0.15671|6.5854|-0.21499|-2151.971485|9.2445|8.0|8.0969
25_a12|0.0|0|0|0|0.0|0.0|0|0.0|0|0|1.404967476|0.0|0.00700113|-0.004103693|2|-0.089297664|2.050456822|-0.180562493|0.000864238|-0.025245046|-0.11195017|-0.141917694|-0.0861945369999999|0.8472746290000001|-0.2430098439999999|-0.208172827|0.688743998|0.806844014|1|0.947937175|-0.054734834|-0.080147596|2.580489093|37.96125329|-0.03323193|0.917298637|-1.362509125|-14.85843094|-17.31450713|31.09844409|2067.69985|493.8944271000001|-709.8947922|-9.021208163|0.082701363|5.34703037|9.70173342|0.814415245|4329.321091|43.08908189|-369.8695347|0.0|1.0|1.0|1.0|2.81|3.43|4.7|0.0|99.48|0.0|-5.28|2.0|0.0|1.0|1.0|-5.25|0.00162|4.76|0.0|0.0|1.6399999999999995e-09|-0.05352|4.73|3.4532|-974.6569575|560.14|945.73|0.4483|290.68|0.69029|-974.458128|0.1897|-0.14303|1.2494|-0.19655|-974.508059|2.2482|22.0|7.6576
13p_a6|0.0|1|0|0|3.449535594|0.0|0|6.842683282|0|0|1.424099253|0.0|0.024837222|-0.010395243|2|0.072850973|1.633493259|-0.634109842|-0.008008339|-0.014153926|-0.072853186|0.123575608|-0.116250572|0.865935935|-0.059663359|-0.125636943|0.837659336|0.8244206940000001|1|0.7265205579999999|-0.099405155|-0.107371897|12.27472016|80.30786544|-0.03767435|0.76005742|-2.14743793|-50.03427239|-26.72853188|82.79893305|3016.078786|515.4389679999999|-1523.526317|-18.9628865|0.23994258|8.760340755|14.91957306|0.703081362|6590.216479|170.2302215|-1080.8845310000002|1.0|1.0|1.0|3.0|3.64|2.34|4.58|0.0|132.01|0.0|-5.09|5.0|0.0|0.0|1.0|-4.55|0.00365|2.86|0.0|0.0|8.73e-11|-0.0746|4.73|2.9837|-1463.08132|752.82|1283.98|0.4132|258.45|0.7056600000000001|-1462.740542|0.0029|-0.12251|9.0546|-0.1971099999999999|-1462.804694|12163.0|92.0|7.0362
14a_a5|0.0|1|0|0|2.948727373|0.0|0|6.605297921|1|1|1.226142247|0.0|-0.056730193|-0.0053665219999999|3|-0.132625457|0.0|-0.316624785|0.002956745|-0.086229994|0.024793388|-0.213526163|-0.016337128|0.7333482170000001|0.144729708|0.047169811|0.847379958|0.71006207|0|0.7909255559999999|-0.080875277|-0.078681402|11.74431806|134.62273080000003|-0.0271808479999999|0.629783335|-1.494946644|-36.98479273|-18.38089729|66.43577392|2836.468636|534.8590069|-1010.949351|-12.42997952|0.370216665|8.424031251|15.89694877|0.88709518|6177.303329|250.3569601|-683.6488737000001|1.0|1.0|1.0|2.0|3.24|2.41|4.56|0.0|123.0|0.0|-4.15|5.0|0.0|0.0|1.0|-4.22|0.0304|2.55|0.0|0.0|1.45e-09|-0.0507699999999999|4.3|4.1501|-1390.592722|692.8|1195.01|0.5853|298.75|0.65789|-1390.29207|0.5853|-0.1676|2.7115|-0.2183699999999999|-1390.352729|2.8163|112.0|6.9508
14b_a25|0.0|0|0|0|0.0|0.0|1|6.842683282|0|0|1.420015222|1.616664856|-0.091382738|-0.004720915|2|0.001683506|1.929508048|-0.273813082|0.004725325|-0.012989126|0.0009956189999999|0.0028569959999999|-0.074541111|0.6524261960000001|-0.085205646|0.001715854|0.8333962429999999|0.632638761|1|0.859628015|-0.076156512|-0.084160084|11.08504021|112.49583529999998|-0.032728922|0.772789587|-1.767361771|-36.53830946|-22.67004596|63.83568179|3038.600508|595.4307570000001|-1224.182482|-15.70265555|0.227210413|8.690235527|17.06102567|0.963240883|6760.594953|157.3797801|-847.9433995999999|1.0|1.0|1.0|1.0|3.51|3.21|4.48|0.0|130.97|0.0|-5.6|5.0|0.0|0.0|1.0|-5.23|0.0011099999999999|3.88|0.0|0.0|2.23e-10|-0.0584|5.61|4069.0|-1444.544749|716.14|1257.11|0.3614|228.59|0.64983|-1444.266358|0.0006|-0.16309|2.7037|-0.22149|-1444.330251|3.2784|22.0|7.6576
12o_a36|0.0|1|0|0|3.444418304|0.0|0|7.412764017000001|2|2|1.297042837|0.0|0.01340619|-0.0100574069999999|2|0.03842353|0.0|-0.613501857|-0.00233752|-0.059733192|-0.010904454|0.065221584|-0.213993335|0.859938421|0.141570244|-0.01854899|0.848816593|0.817582774|0|0.7592112809999999|-0.082048664|-0.10624773|16.85373064|55.47133795|-0.03541591|0.666462845|-2.018706878|-42.554984000000005|-25.50573629|75.94332024|3009.981519|546.7667677000001|-1453.826968|-18.36865355|0.333537155|7.322888607|13.80895167|0.885724665|6622.134304|240.2059039|-1047.013252|0.0|1.0|0.0|3.0|4.97|0.0|2.38|0.0|138.06|0.0|-3.54|5.0|0.0|0.0|0.0|-3.64|128.0|1.85|0.0|0.0|1.1800000000000001e-07|-0.05456|4.5|3.8726|-1440.969954|728.07|1240.51|0.4075|238.77|0.67273|-1440.671057|0.2888|-0.15695|4.9237|-0.21151|-1440.734965|6.6471|0.04|7.3979
17b_a50|0.0|0|1|1|0.0|0.0|2|7.934155233999999|1|1|1.348984601|4.35392516|-0.145258626|-0.002181823|1|0.035558152|2.206759705|-0.144000296|0.012409091|-0.152660972|-0.15040528|0.05636897|-0.357011777|0.7715057479999999|-0.1585336269999999|-0.257646121|0.799772151|0.748900413|1|0.931849183|-0.047785496|-0.07555585|8.976922737999999|9.9094658|-0.02681014|0.803386523|-1.662228695|-23.14256283|-18.65764227|42.23167946|2765.537065|648.4900322000001|-1156.773821|-12.98417734|0.1966134769999999|8.324966952|16.11918162|0.936245718|6059.076348|136.82673369999998|-805.0189948|1.0|1.0|1.0|0.0|4.17|3.57|4.18|0.0|131.39|0.0|-4.75|4.0|0.0|1.0|0.0|-4.91|0.00763|3.96|0.0|0.0|2.87e-08|-0.0318|3.77|4.0418|-1337.1910779999998|752.09|1300.3|0.1817|292.09|0.66195|-1336.833957|0.1758|-0.16699|6.3333|-0.19879|-1336.899093|8.4096|122.0|6.9136
4q_a46|0.0|0|0|0|0.0|0.09591943|1|7.832410927000001|1|1|1.131262631|2.151582577|-0.2520920439999999|-0.001250008|2|-0.012611536|0.0|-0.066250447|0.012173202|-0.155661124|-0.081623022|-0.019471024|-0.187559576|0.716317772|-0.15266708|-0.121752717|0.848935944|0.703627625|0|0.913550004|-0.052170875|-0.070035423|8.099124333999999|38.31894407|-0.021010627|0.61955726|-1.050531344|-16.25388148|-11.72744747|37.21920695|2234.596293|509.9138517|-586.3723734|-6.545879136|0.38044274|6.038093227999999|11.78798551|0.952269544|4992.497361|212.350744|-327.2939568|1.0|1.0|1.0|0.0|3.95|3.16|4.09|0.0|102.63|0.0|-3.41|4.0|0.0|1.0|0.0|-3.89|135.0|2.65|0.0|0.0|1.14e-07|-0.03042|2.57|4.5296|-1108.751283|606.7333|1043.05|0.1432|273.72|0.69002|-1108.511662|0.1432|-0.1903|2.7026|-0.2207199999999999|-1108.566571|3.2968|743.0|6129.0
14u_a23|0.0|0|1|1|0.0|0.0|2|7.423568444|0|0|1.197962732|3.357982471|-0.066969083|-0.007017844|2|0.050530143|0.743634137|-0.385981432|0.010561248|-0.026062012|-0.0569153009999999|0.091604179|-0.199540201|0.756252127|-0.001778422|-0.094773814|0.845160857|0.71381683|1|0.909754912|-0.055259924|-0.086465795|16.97420126|43.06242147|-0.033908155|0.702868983|-1.729315897|-24.65250654|-22.64798452|53.88349042|3015.478095|607.6448353|-1155.04721|-15.12707504|0.297131017|7.392527755|14.12094979|0.910165272|6913.009783|198.4601847|-771.4808267999999|1.0|1.0|1.0|1.0|3.59|3.68|3.42|1.0|126.78|0.0|-5.63|5.0|0.0|0.0|0.0|-5.02|0.0010199999999999|3.55|0.0|0.0|3.11e-08|-0.0618299999999999|3.23|3.1819|-1744.446261|712.54|1214.4|0.2253|306.82|0.6703100000000001|-1744.1781010000002|0.0008|-0.1543|5.9743|-0.21613|-1744.2405670000005|8.1549|6.0|8.2449
