molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|n6HRing|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|AATSC8d|AATSC7i|AATSC1i|GATS1are|MATS8s|MATS8d|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|PPSA3|RNCS|FNSA4|FNSA1|FNSA2|WNSA3|PNSA4|DPSA3|GRAVp|TASA|PNSA2|WNSA4|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|WNSA2|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Log Po/w Silicos-IT Log P|Brenk|Molar refractivity|Veber filter|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Egan filter|BBB|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Volume|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|Gibbs Free Energy|Dipole (water)|IC50|pIC50
26_a20|0.0|0|0|0|0.0|0.0|1|6.842683282|0|0|1.4165417530000002|1.877209467|-0.000846851|-0.00578453|2|0.1516835819999999|2.01129617|-0.3297182369999999|0.003085806|-0.054222344|-0.033102079|0.249416844|0.057022334|0.7071284179999999|-0.070815554|-0.055150498|0.8096894440000001|0.690530489|1|0.79337253|-0.0862808009999999|-0.082729415|8.604974082|299.8332395|-0.0327795789999999|0.7848887259999999|-1.737317706|-39.28020352|-22.11735334|66.82118688|2825.254798|535.3119506|-1172.219727|-14.92323356|0.215111274|7.598632688999999|14.40103379|0.8952138340000001|6221.067002000001|145.1419493|-790.9313788|1.0|1.0|1.0|1.0|3.42|3.07|4.5|0.0|125.0|0.0|-5.14|4.0|0.0|0.0|1.0|-5.02|0.00305|3.63|0.0|0.0|6.64e-10|-0.05097|4.97|3.8894|-1352.315376|715.27|1211.34|0.2081|256.05|0.68167|-1352.036122|0.0814|-0.16129|3.8173|-0.21226|-1352.098465|4.8742|131.0|6.8827
8a_a8|0.0|1|0|0|3.150966553|0.0|1|7.535296702|1|1|1.400027874|1.4114120369999998|-0.021925912|-0.014658222|1|0.027531877|0.0|-0.732911106|-0.0075336219999999|0.010118884|-0.0298924089999999|0.044579097|0.089375589|0.76592324|0.089031731|-0.048064085|0.8220300859999999|0.7318727540000001|0|0.550829475|-0.131795179|-0.118763303|20.58762475|170.9592896|-0.049054408|0.76420633|-2.256502762|-47.27503672|-29.37948733|99.52191337|2802.374154|329.9007832|-1351.456417|-17.59585557|0.23579367|7.533378788999999|14.52342059|0.927876056|6193.891189|141.2206861|-809.4093564|1.0|1.0|0.0|2.0|3.37|2.64|3.13|0.0|109.21|0.0|-4.4|5.0|0.0|0.0|0.0|-4.14|16.0|2.4|0.0|0.0|1.74e-07|-0.06922|6.1|3.1039|-1367.776863|620.68|1061.5|0.2035|269.43|0.7036899999999999|-1367.539526|0.1729|-0.13015|5.4201|-0.19937|-1367.595683|6.8427|11.34|4.9454
16a_a10|0.0|0|0|0|0.0|0.0|1|7.535296702|1|1|1.325756911|2.041062372|-0.187414728|-0.00230615|2|-0.085711535|2.009832665|-0.152205915|0.011207938|0.014886502|-0.0048530629999999|-0.133979603|-0.254024476|0.748039584|-0.068377262|-0.008879187|0.813036304|0.72613292|1|0.916148686|-0.052574986|-0.076950669|9.606840334|77.68598956|-0.026063936|0.7270593190000001|-1.615964058|-25.21250404|-18.049219|46.01490333|2862.681038|634.4309626|-1119.0515779999998|-12.4990447|0.272940681|8.531706024|15.88633689|0.862035195|6366.0631060000005|189.0108247|-774.9407716|1.0|1.0|1.0|0.0|4.11|4.46|4.73|0.0|133.66|0.0|-5.22|5.0|0.0|1.0|1.0|-5.17|0.00264|4.33|0.0|0.0|3.18e-09|-0.04647|3.46|3.8718|-1395.158387|760.0|1310.44|0.3843|221.33|0.6852199999999999|-1394.797092|0.0841|-0.1605|3.8323|-0.20697|-1394.861824|4.6574|47.0|7.3279
14b_a23|0.0|0|1|1|0.0|0.0|2|7.423568444|0|0|1.197963628|3.2475997860000003|0.065240838|-0.006248709|2|0.0519489729999999|0.716540473|-0.318684138|0.007671236|-0.0644978|-0.047410593|0.121308009|-0.17267308|0.616699629|-0.00399443|-0.077808321|0.857184548|0.5935522360000001|1|0.8462596590000001|-0.063267638|-0.082441268|13.26014776|40.76245006|-0.03508139|0.774359705|-1.64882535|-26.58857202|-22.74225338|54.274732400000005|2943.803333|548.6057241000001|-1068.885909|-14.74314679|0.225640295|7.833620016|14.26820636|0.821406493|6622.129837|146.2760938|-692.9278992000001|1.0|1.0|1.0|1.0|3.42|3.44|3.78|1.0|120.24|0.0|-5.58|5.0|0.0|0.0|0.0|-5.11|0.00114|3.68|0.0|0.0|2.14e-08|-0.07803|3.72|3706.0|-1729.161608|673.05|1142.37|0.3603|334.55|0.58097|-1728.9300010000002|0.3603|-0.15064|6.8752|-0.2286699999999999|-1728.9893510000002|9.7544|4.0|8.3536
14d_a23|0.0|0|1|1|0.0|0.0|2|7.423568444|0|0|1.197963465|3.405551724|0.058368697|-0.005343003|2|0.03253552|0.758207139|-0.288522152|0.01269616|-0.019307114|-0.054430189|0.059486662|-0.136106024|0.725800261|0.006563565|-0.088996384|0.829764975|0.6906097959999999|1|0.921694462|-0.053736319|-0.078282292|12.25371621|39.26987634|-0.032878563|0.790346608|-1.6439281280000002|-23.33262837|-21.66510006|47.66288948|2878.955374|607.3441532|-1083.255003|-14.27606695|0.209653392|7.832720777|14.358677900000002|0.833166062|6459.554383|138.1496441|-713.8033475|1.0|1.0|1.0|1.0|3.52|3.62|3.88|1.0|125.25|0.0|-5.85|4.0|0.0|0.0|0.0|-5.25|0.000608|3.94|0.0|0.0|1.65e-08|-0.0725799999999999|3.79|8.1555|-1669.24571|696.21|1186.17|0.3807|336.18|8.1555|-1668.983743|336.18|-0.14894|5.6156|-0.22152|-1669.045136|8.1555|4.0|8.4001
12j_a36|0.0|1|0|0|3.502198129|0.0|0|7.412764017000001|2|2|0.6293514410000001|0.0|-0.084183025|-0.007086381|2|0.091496219|0.0|-0.41101009|0.00285431|0.039869055|-0.051080247|0.161289379|-0.133106642|0.906423012|-0.1241793309999999|-0.089459459|0.87043328|0.855081905|0|0.852586292|-0.069970795|-0.105480639|11.99396966|26.39145693|-0.037113558|0.7758129420000001|-2.004132137|-30.5197407|-24.51120192|58.20533756|2881.20453|563.0803357000001|-1323.6049039999998|-16.18812775|0.224187058|7.483427579|13.78874575|0.8425708820000001|6352.018345|148.06163930000002|-874.1588982999999|1.0|1.0|1.0|2.0|4.86|0.0|3.33|0.0|135.47|0.0|-4.85|4.0|0.0|0.0|0.0|-4.51|0.0061|3.19|0.0|0.0|8.95e-08|-0.05098|3.37|3.7807|-1670.448063|694.28|1198.96|0.4981|238.1|0.69967|-1670.184251|98.0|-0.15495|6.4451|-0.20593|-1670.245584|8.5953|0.01|8.0
12ah_a36|0.0|1|0|0|3.456839001|0.0|0|7.412764017000001|2|2|1.297013411|0.0|-0.050415481|-0.007648622|2|0.078459408|0.0|-0.41302559|0.0005016269999999|-0.083956827|-0.050147748|0.133939811|-0.177407665|0.8941919290000001|0.011674455|-0.0861053359999999|0.8910146309999999|0.8065052890000001|0|0.828405275|-0.0758457179999999|-0.1059368909999999|11.93961081|82.70705743|-0.038137281|0.768906425|-1.906864035|-31.66734951|-24.6427998|60.9481085|2786.56479|535.2826672|-1232.13999|-15.92320089|0.231093575|8.26712637|15.54445187|0.8802726820000001|6015.129321|149.3235124|-796.1600443|0.0|1.0|0.0|2.0|4.73|0.0|3.35|0.0|128.76|0.0|-4.44|4.0|0.0|1.0|1.0|-4.59|0.0151|3.31|0.0|0.0|6.65e-08|-0.05637|3.79|3.7792|-1692.545871|682.21|1148.39|0.6729|237.25|0.6970000000000001|-1692.3109559999998|0.0485|-0.15434|5.4979|-0.2107099999999999|-1692.369929|7.6265|11.0|7.9586
13b_a50|0.0|0|1|1|0.0|0.0|2|7.934155233999999|2|2|1.267593379|4.253030728|-0.067327798|-0.003876697|2|-0.0204949039999999|2.117002752|-0.263615417|0.010435712|-0.042022102|-0.054716607|-0.03182432|-0.269353185|0.749187803|-0.041506802|-0.097736369|0.828965118|0.71935296|1|0.906164013|-0.051509874|-0.080785633|14.22401427|104.0753113|-0.026928544|0.700410304|-1.696498291|-26.31826007|-19.24847021|51.04317051|3036.874979|647.7242444|-1212.6536230000002|-13.75876844|0.299589696|9.514897025|16.75483549|0.7609056040000001|6639.077063000001|214.1461224|-866.8024118999999|1.0|1.0|1.0|0.0|4.78|4.17|4.24|0.0|133.36|0.0|-5.02|5.0|0.0|0.0|0.0|-5.1|0.0044|3.91|0.0|0.0|5.87e-08|-0.02606|3.63|4.1161|-1470.401544|780.4|1339.39|0.1589|293.0|0.63872|-1470.039226|0.1553|-0.1701599999999999|5.5271|-0.19622|1470.104535|7.1645|1.83|5.7375
13b_a5|0.0|1|0|0|2.948625157|0.0|0|7.153833802|1|1|1.338814635|0.0|-0.142746146|-0.004573365|2|-0.006314305|0.0|-0.251535058|0.0064510459999999|-0.104404004|-0.017963913|-0.010368468|-0.091464693|0.6700114770000001|0.03431921|-0.0330907489999999|0.8184221559999999|0.653356347|0|0.831557236|-0.0694958329999999|-0.074710354|8.980592802|14.41650822|-0.02636836|0.654076389|-1.344786367|-29.05440446|-17.04942469|53.91565742|2661.597781|537.6736515|-869.5206594|-11.0239272|0.345923611|8.427551282000001|15.48959317|0.837970799|5678.380299|223.6695238|-562.2202871000001|1.0|1.0|1.0|1.0|2.97|2.64|4.64|0.0|119.8|0.0|-4.24|4.0|0.0|1.0|1.0|-4.43|0.0225|3.01|0.0|0.0|4.36e-09|-0.05177|4.66|4.1793|-1276.066049|672.43|1138.73|0.5528|265.31|0.57482|-1275.806761|0.3064|-0.17274|3.5881|-0.22451|-1275.865034|4.7964|0.11|6.9586
25d_a34|0.0|0|0|0|0.0|0.0|1|7.412764017000001|1|1|1.433689841|1.940324546|0.128783829|-0.015046463|1|-0.163072107|0.0|-0.8576484190000001|-0.005017781|-0.1266965|0.00670464|-0.263924686|-0.342090037|0.8265507809999999|0.14554928|0.011919831|0.799694715|0.778903495|0|0.674282353|-0.100582621|-0.124111479|19.36462983|174.9700398|-0.044492794|0.7772035959999999|-2.358118108|-44.00298587|-29.42857839|85.89233572|2939.671168|445.9861716|-1559.714654|-19.46475234|0.2227964039999999|6.933980884|13.29135354|0.916843118|6513.063805|147.36277019999997|-1031.631874|1.0|1.0|1.0|2.0|3.58|3.76|3.05|0.0|119.81|0.0|-4.61|5.0|0.0|0.0|1.0|-4.48|0.0104|3.05|0.0|0.0|8.26e-09|-0.03521|6.05|4.2732|-1426.496796|706.21|1198.19|0.2106|290.15|0.6764600000000001|-1426.243341|0.2106|-0.1771299999999999|6.1995|-0.21234|-1426.307095|8.0068|0.95|6.0223
12ap_a36|0.0|1|0|0|3.4417292610000003|0.0|0|7.412764017000001|2|2|1.2970441659999998|0.0|-0.06398791|-0.007719624|2|0.066185994|0.0|-0.424579308|-0.000143196|-0.105824575|-0.042675894|0.117738331|-0.175397741|0.8707354620000001|-0.025198947|-0.074596774|0.893689741|0.8212311840000001|0|0.830587483|-0.082622504|-0.106173763|14.26936622|82.56761031|-0.037473093|0.737851886|-1.91112774|-35.56900768|-24.58703954|68.48007054|2843.18721|544.9693552|-1253.939017|-16.13217554|0.262148114|8.766216204|16.37284224|0.86772056|6003.481614|172.00197649999998|-822.7409526|0.0|1.0|0.0|2.0|4.78|0.0|2.75|0.0|128.47|0.0|-3.99|5.0|0.0|0.0|0.0|-3.95|0.0412|2.4|0.0|0.0|2.21e-07|-0.06084|2.98|3.8801|-1325.199863|691.41|1160.79|0.8819|252.39|0.6929|-1324.95298|0.3982|-0.15704|7.0249|-0.21788|-1325.0127220000002|9.6512|32.0|7.4949
8d_a32|0.0|1|1|1|3.474433107|0.0|0|7.765993078999999|0|0|0.609420756|0.0|0.143684876|-0.010604502|0|0.062782795|2.146260246|-0.519620595|-0.006974711|-0.044765977|-0.0682721729999999|0.113030335|0.002805572|0.825020753|-0.054095278|-0.11492754|0.875986707|0.789198712|1|0.7107041559999999|-0.109612139|-0.109968322|10.01177286|321.2496412|-0.03346862|0.708567136|-1.539556512|-43.2918338|-21.03349629|78.89798692|2556.198518|446.6450457|-967.5408291|-13.21859008|0.2914328639999999|8.106843676|15.29958432|0.887243042|5523.492436|183.1522214|-608.0551435|1.0|1.0|1.0|2.0|3.5|2.84|6.42|0.0|110.38|1.0|-6.08|4.0|1.0|0.0|1.0|-4.36|0.000334|3.17|0.0|0.0|5.51e-08|-0.0535|4.26|3.5588|-1880.773727|671.71|111.16|0.3018|348.39|0.7026100000000001|-1880.540067|0.3018|-0.14765|1.0269|-0.20115|-1880.602038|1873.0|8.0|8.0809
12x_a30|0.0|0|0|0|0.0|0.0|0|7.412764017000001|2|2|0.604984021|0.0|0.044575215|-0.006008579|2|-0.0606216429999999|0.0|-0.3545061539999999|0.00604028|0.027312213|-0.1066694919999999|-0.104089964|-0.0922059569999999|0.842068099|-0.062251445|-0.1759406839999999|0.829606585|0.803183654|0|0.848844277|-0.071909912|-0.091725339|9.745611551|74.51844582|-0.035022402|0.824674971|-1.926232129|-31.35848986|-23.12752311|57.2323071|2845.417984|560.5459455|-1272.013771|-15.27257668|0.175325029|7.794822643|14.14885734|0.815160907|6359.545311|115.7782842|-839.9917174000001|1.0|1.0|0.0|1.0|4.86|0.0|4.87|0.0|137.21|0.0|-6.04|4.0|0.0|0.0|0.0|-5.46|0.00039|4.6|0.0|0.0|4.12e-08|-0.05093|4.45|3.4831|-1654.40976|703.75|1211.79|0.1517|355.95|0.68589|-1654.1207|0.1517|-0.14783|4.3702|-0.19876|-1654.183467|4.8197|22.0|7.6556
12bb_a36|0.0|1|0|0|3.3296932480000003|0.0|0|7.412764017000001|2|2|1.29704416|0.0|-0.07834963|-0.008239316|2|0.096309833|0.0|-0.444923056|-0.006877664|-0.018516159|-0.027636036|0.2463876689999999|-0.250781298|0.653741315|0.0534307559999999|-0.045186455|0.892249657|0.632625562|0|0.6888482109999999|-0.090660196|-0.114330726|14.16769093|88.91215764|-0.038872447|0.719294078|-1.943622342|-37.36110291|-24.95418524|72.36704599|2902.055617|442.2064275|-1247.709262|-16.01935076|0.280705922|7.854524291000001|15.13083401|0.926384521|6285.088971|180.1992964|-800.967538|0.0|1.0|0.0|2.0|4.72|0.0|3.55|0.0|123.67|0.0|-3.99|6.0|0.0|1.0|0.0|-4.32|0.0424|2.88|0.0|0.0|7.599999999999999e-08|-0.0566799999999999|3.66|3.8001|-1431.4091|667.88|1120.72|0.4172|236.69|688.0|-1431.178978|0.0736|-0.15507|6251.0|-0.21175|-1431.238418|8657.0|0.01|8.0
14ad_a23|0.0|0|1|1|0.0|0.0|2|7.423568444|0|0|1.197962774|3.3437482860000003|-0.1101542319999999|-0.00790478|2|0.118047355|0.735584095|-0.4663820279999999|0.008996289|-0.05348283|-0.031279567|0.2086248289999999|-0.253318853|0.7763406840000001|0.165157698|-0.050707765|0.8356326820000001|0.7317531540000001|1|0.887131635|-0.059168372|-0.085840335|24.18091285|52.63180108|-0.029653934|0.575880959|-1.630966366|-30.226481300000003|-21.19489662|66.47100256|3209.330728|634.0697778|-1165.7193140000002|-15.14887177|0.424119041|8.661363236|16.34071148|0.8866211979999999|7308.229822|303.1354708|-833.1879476|1.0|1.0|1.0|1.0|3.73|3.49|3.48|1.0|133.27|0.0|-5.8|6.0|0.0|0.0|0.0|-5.08|0.000753|3.52|0.0|0.0|2.49e-08|-0.06925|2.99|3.3867|-1858.957788|747.83|1287.26|0.4106|366.09|0.6956600000000001|-1858.668058|0.4106|-0.13734|5.2331|-0.20659|-1858.733603|6.7584|4.0|8.3595
12g_a30|0.0|0|0|0|0.0|0.0|0|7.412764017000001|2|2|0.6049842529999999|0.0|0.096186205|-0.010447128|2|-0.037395048|0.0|-0.574592016|0.001371944|0.007330206|-0.049719762|-0.067792064|-0.152855196|0.817497287|-0.0430471959999999|-0.0885760969999999|0.886776351|0.770326886|0|0.783662781|-0.086195758|-0.10344931|18.59520651|133.2169768|-0.040568357|0.7743107290000001|-2.068986201|-39.593913|-27.49531395|77.01461557|3058.2873170000003|531.1295763|-1402.261011|-18.63502363|0.225689271|8.694447089|16.07139949|0.8484671109999999|6688.137428|152.961516|-950.3862054|1.0|1.0|0.0|1.0|4.67|0.0|3.4|1.0|133.52|0.0|-6.0|6.0|0.0|0.0|0.0|-5.01|0.000444|3.89|0.0|0.0|3.7600000000000003e-07|-0.0576|3.88|3.5592|-1743.214798|717.55|1206.02|0.2449|244.53|0.68366|-1742.965961|0.1613|-0.15077|3875.0|-0.2083699999999999|-1743.029147|5.3027|9.0|8.0334
12e_a31|0.0|1|0|0|3.483599061|0.0|0|7.765993078999999|1|1|0.610134116|0.0|0.052663358|-0.011519192|0|0.0113193469999999|0.0|-0.70267073|-0.002475146|-0.107630327|-0.015755876|0.01824365|-0.142921555|0.7968154940000001|-0.039273975|-0.028502695|0.82100963|0.76012894|0|0.721526766|-0.0939597569999999|-0.1099563869999999|19.38343763|166.1479229|-0.036652129|0.725120432|-2.089171358|-49.6906263|-26.65419063|87.71292755|3040.353774|524.7092721|-1519.288866|-19.38348182|0.274879568|10.24381236|19.50674899|0.904247004|6557.418968999999|199.8981394|-1104.858464|1.0|1.0|1.0|2.0|3.87|3.72|6.69|0.0|129.38|0.0|-6.66|5.0|0.0|0.0|1.0|-5.42|9.96e-05|4.48|0.0|0.0|4.93e-10|-0.03445|6.33|3.8391|-1809.899887|781.61|1308.13|0.3831|232.77|0.7006600000000001|-1809.581226|0.2627|-0.15934|2.6024|-0.19379|-1809.650069|3.4818|0.17|6.7696
14e_a25|0.0|0|0|0|0.0|0.0|1|6.842683282|0|0|1.4200152069999998|1.5926486519999998|0.039261746|-0.008591251|2|0.0065927719999999|1.906869097|-0.524066339|-0.00131452|0.002856489|0.011176663|0.010976703|0.025802692|0.717460414|-0.144369439|0.018432983|0.8322445820000001|0.6954126970000001|1|0.7240504329999999|-0.1011107469999999|-0.1004553119999999|10.99497534|372.1805977|-0.038772226|0.806446896|-2.2100168680000003|-54.14823405|-28.3735856|84.98800478|3126.080106|529.8614286999999|-1617.294379|-20.76384175|0.1935531039999999|8.459867391|16.63781964|0.966676175|6952.485076999999|141.642515|-1183.53898|1.0|1.0|1.0|2.0|3.62|2.72|3.65|0.0|134.35|0.0|-5.14|5.0|0.0|0.0|0.0|-4.73|0.00337|3.04|0.0|0.0|7.31e-10|-0.0538|6.51|3.9613|-1521.012915|760.96|1300.08|0.2409|212.19|0.69958|-1520.701142|0.0007|-0.15787|5.3651|-0.2116699999999999|-1520.767443|7.2625|75.0|7.1249
1n_a5|0.0|1|0|0|2.91912867|0.0|0|6.605297921|0|0|1.427557749|0.0|-0.1387762669999999|-0.007315978|2|0.002508727|0.0|-0.3365350029999999|0.004367323|-0.150600424|-0.047910067|0.004115733|-0.015850084|0.6805709409999999|-0.013686011|-0.087019366|0.8402078140000001|0.656280207|0|0.785210014|-0.082180848|-0.081950989|13.27640087|63.58796786|-0.030493391|0.627751746|-1.311215832|-27.07741706|-17.50346525|60.44890447|2437.279452|450.71720610000006|-752.6490056|-10.04713747|0.372248254|7.881746117|15.27080096|0.937489579|5101.31614|213.67365440000003|-432.02691110000006|1.0|1.0|1.0|1.0|2.88|2.67|4.41|0.0|101.77|0.0|-4.27|5.0|0.0|0.0|1.0|-4.18|0.0193|2.91|0.0|0.0|8.43e-09|-0.06186|4.19|4.3838|-1179.209088|607.15|1017.23|0.3789|282.82|0.44786|-1179.018429|0.3789|-0.17092|0.6234|-0.23278|-1179.073189|0.7104|27.0|7.5686
12p_a30|0.0|0|0|0|0.0|0.0|0|7.412764017000001|2|2|0.604984421|0.0|0.038440292|-0.0063403159999999|2|-0.062956958|0.0|-0.3550576729999999|0.005613018|0.000321545|-0.128484994|-0.109773594|-0.09353607|0.8414737059999999|-0.051402518|-0.2210072669999999|0.8371763179999999|0.7991060659999999|0|0.843381594|-0.074356395|-0.094870978|9.659715461|75.21136863|-0.0364888379999999|0.8199554720000001|-1.897419563|-30.39737673|-23.33022469|57.20168999|2783.628159|539.2411292|-1213.171684|-14.91687369|0.180044528|7.392482526|13.94763694|0.886732486|6166.812731|115.116829|-775.6774321|1.0|1.0|0.0|1.0|4.76|0.0|4.35|0.0|132.24|0.0|-5.66|4.0|0.0|0.0|1.0|-5.15|0.0009119999999999|4.23|0.0|0.0|9.75e-08|-0.05169|4.14|3.4955|-1615.094336|685.08|1167.16|0.1768|238.79|0.68561|-1614.830085|0.1527|-0.14823|4.0456|-0.19992|-1614.890598|4.6103|17.0|7.7721
4a_a49|0.0|0|0|0|0.0|0.0|1|7.535296702|1|1|1.343847746|2.085628989|-0.076526919|-0.006602016|2|-0.080255074|1.713107022|-0.3631108529999999|-1.8100000000000003e-05|-0.053787795|0.018857363|-0.130491035|-0.060391347|0.7541604690000001|0.0063958109999999|0.032396301|0.856023531|0.731643066|1|0.7570436159999999|-0.094228246|-0.087863033|10.51443916|313.22432680000003|-0.0292876779999999|0.650301539|-1.4936715669999998|-35.44496163|-17.96270092|68.30645049|2675.628678|464.3095353|-916.0977468|-11.01687292|0.349698461|7.934892916|15.01791558|0.8926425020000001|5950.370212|214.47685|-561.8605190000001|1.0|1.0|1.0|2.0|3.35|2.89|3.4|0.0|114.08|0.0|-3.28|5.0|0.0|0.0|1.0|-3.52|211.0|1.71|0.0|0.0|4.35e-08|-0.06461|3.34|3.7876|-1313.19945|660.19|1128.22|0.1935|262.35|0.68042|-1312.924353|0.0789|-0.1585099999999999|3.9716|-0.2231199999999999|-1312.98289|4.8706|32.0|7.4949
14y_a23|0.0|0|1|1|0.0|0.0|2|7.423568444|0|0|1.197960595|3.3149940630000003|0.0600764409999999|-0.005875443|2|0.041892637|0.731397292|-0.2996475999999999|0.009174505|-0.051539811|-0.031435038|0.07646106|-0.125978901|0.719722236|0.137426346|-0.049318182|0.8668730109999999|0.64069202|1|0.925252932|-0.057809342|-0.080613242|13.00274534|39.66769923|-0.034303507|0.78322549|-1.612264842|-27.63946733|-23.71943531|52.97547894|3096.562257|639.7735629|-1114.8134599999998|-16.40099384|0.21677451|8.213390641|16.00209862|0.948293868|7320.809595999999|149.890474|-770.8467102999999|1.0|0.0|1.0|1.0|3.41|3.49|4.64|1.0|130.3|0.0|-6.77|4.0|0.0|0.0|0.0|-6.13|8.18e-05|4.83|0.0|0.0|2.6899999999999996e-09|-0.08374|4.73|3.6413|-2549.104894|713.1|1217.48|444.0|340.49|0.61338|-2548.8917260000003|444.0|-0.14942|4.8799|-0.2331599999999999|-2548.953933|6.5205|4.0|8.4225
12_a4|-3.2834578760000004|0|0|0|0.0|0.0|1|7.535296702|1|1|0.295190368|2.070952433|-0.1494133309999999|-0.0021497879999999|2|-0.0334644329999999|1.587386096|-0.113938738|0.005795666|-0.093414896|0.028152112|-0.055590089|-0.085553511|0.5687812560000001|-0.036425699|0.04172421|0.8749408470000001|0.531333552|1|0.805238097|-0.070256284|-0.074699711|6.936764267999999|15.80191019|-0.025916226|0.717772573|-1.269895089|-24.74343259|-15.38009964|48.6306683|2927.48584|477.8721263000001|-753.6248824|-9.127388465|0.282227427|6.223583758999999|11.7599245|0.889574393|6390.233612|167.4891205|-447.2420348|1.0|1.0|1.0|0.0|3.41|2.94|3.69|0.0|113.02|0.0|-4.18|5.0|0.0|0.0|1.0|-4.33|0.0266|2.72|0.0|0.0|1.45e-08|-0.06898|6.12|3.8083|-1617.861623|640.67|1101.33|0.1194|255.16|0.68825|-1617.57796|0.0464|-0.16224|7.8701|-0.2312199999999999|-1617.634733|10.1971|9.29|5032.0
12a_a36|0.0|1|0|0|3.4715209280000003|0.0|0|7.412764017000001|2|2|1.297044783|0.0|-0.0632801509999999|-0.007471648|2|0.078063311|0.0|-0.403468978|0.002039107|-0.070252245|-0.065913514|0.134423193|-0.183140926|0.907322874|-0.012112722|-0.119322074|0.846614758|0.855821486|0|0.820684627|-0.076154312|-0.104828755|12.03249549|109.9069212|-0.037738352|0.755315434|-1.886917597|-28.71401279|-23.17301945|58.79461567|2647.835699|503.9367075|-1158.650972|-14.22926022|0.244684566|6.600635115|12.464492300000002|0.888377722|5710.355735|150.24716030000002|-711.4630111|0.0|1.0|0.0|2.0|4.75|0.0|2.72|0.0|123.75|0.0|-3.79|4.0|0.0|1.0|0.0|-4.0|0.0625|2.68|0.0|0.0|2.56e-07|-0.04946|3.16|3.6682|-1232.951968|653.94|1096.31|0.4435|323.35|0.6997|-1232.707754|0.0012|-0.1519299999999999|6.3637|-0.20139|-1232.764108|8.5603|13.0|7.8861
12ax_a36|0.0|1|0|0|3.429529478|0.0|0|7.412764017000001|2|2|1.280791885|0.0|-0.0943348109999999|-0.007681676|2|0.075802407|0.0|-0.414810497|-0.001012333|-0.057017299|-0.034663063|0.128253871|-0.1716508239999999|0.884841888|-0.0394369539999999|-0.056676035|0.892249657|0.771220556|0|0.846837721|-0.073739612|-0.107815607|12.79462904|36.17982162|-0.038813619|0.7648530440000001|-1.940680931|-32.99232962|-25.96212292|62.11847297|2926.929456|566.4430628|-1298.106146|-17.36585896|0.235146956|7.563197245|14.78635841|0.955040697|6741.969187999999|157.28794140000002|-868.2929481000001|1.0|1.0|0.0|2.0|4.74|0.0|3.99|0.0|133.77|0.0|-5.08|4.0|0.0|1.0|1.0|-5.18|0.00372|3.93|0.0|0.0|1.74e-08|-0.05596|4.42|3.8889|-2152.130959|699.67|1182.31|0.5236|236.74|0.69348|-2151.910753|0.4167|-0.15728|4.5001|-0.21324|-2151.971761|6.0402|12.0|7.9208
11c_a31|0.0|1|0|0|3.336985072|0.0|0|7.765993078999999|1|1|0.6101368770000001|0.0|0.069254998|-0.0184155389999999|0|-0.031640011|0.0|-0.847114804|-0.011679927|-0.137912959|-0.085216451|-0.0512371409999999|-0.16065803|0.825336018|0.013528742|-0.139933586|0.8906705429999999|0.787929678|0|0.564143263|-0.138002689|-0.14043574|20.06220362|264.7428792|-0.042457317|0.676089232|-1.825664624|-47.33176279|-24.864808|100.8824395|2470.585429|330.3862551|-1069.186744|-14.56188764|0.323910768|7.259183801|13.95917988|0.922968238|5329.481371|189.6959033|-626.1611682999999|1.0|1.0|1.0|2.0|3.51|2.66|5.04|0.0|97.32|0.0|-5.11|6.0|0.0|0.0|1.0|-3.98|0.00285|2.82|0.0|0.0|1.45e-06|-0.03532|4.47|3.8551|-1559.3980869999998|622.22|1022.77|0.2627|321.61|0.7005899999999999|-1559.194237|0.2627|-0.15994|5289.0|-0.19526|-1559.253116|7.5091|0.13|6.8861
