molecula|SddssS|SaaNH|SssssC|nAHRing|SaasN|AATSC1c|SRW07|AATSC1s|JGI4|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|n5aRing|AATSC1pe|AATSC1i|MATS1c|BIC2|MATS8d|SIC2|GATS1pe|FNSA5|PBF|FPSA3|RNCS|RPSA|TPSA_x|WNSA5|WPSA3|RPCS|FNSA1|FNSA2|WNSA3|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|MOMI-Z|WNSA4|FPSA1|GeomRadius|GeomDiameter|GRAV|PPSA1|WNSA2|DPSA1|DPSA2|Mor01p|CYP2C19 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|TPSA_y|Brenk|Veber filter|Class [Log S (SILICOS-IT)]|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|IC50|pIC50|pIC50
8b_a12|0.0|0.0|0.0|1|0.0|-0.012630509|0.0|-0.1676879319999999|0.03977208|0.028584223|0.0|-0.618894925|-0.010117477|-0.036536396|10.95438057|0|-0.007926474|0.006468729|-0.659952678|0.7407532059999999|-0.183648492|0.792160599|0.856390139|-0.116554734|0.4384536329999999|0.011257065|319.0086845|0.259073691|149.9096134|-39.02494133|3.769098814|76.80174559999999|0.888936354|-2.097985204|-35.28434152|-26.39069094|67.49212879999999|0.480938153|2388.888334|428.7273481000001|1437.536303|-15.27062922|0.111063646|6.373278096|12.27845608|5217.318476|64.26553043|-702.4489440000001|-450.1059006|1365.645333|510.3677388|0.0|1.0|2.0|4.11|0.1|18.0|-7.45|3.11|80.37|0.0|0.0|1.0|-6.51|355.39|0.0|0.0|7.890000000000001e-05|28.0|0.0|0.0|3.56e-08|4.2263|5.11|3.7446|611.93|331.1|0.3179|293.37|460.08|-1159.188228|-0.15294|-0.21184|0.03936706|6.1286|263.0|6.58|6.58
4l_a46|0.0|0.0|0.171853072|1|2.155247543|-0.004736212|5.587248657999999|-0.075241716|0.049498645|-0.067419714|0.0|-0.255755434|0.0066560469999999|-0.060895366|10.94631401|1|0.006162668|0.010799648|-0.3888343979999999|0.726535412|-0.229089688|0.762625193|0.7936534740000001|-0.085194597|0.291762764|0.00657916|177.7681018|0.107841373|61.00681586|-27.26452605|2.10550531|0.0|0.883450801|-1.533502748|-29.10603933|-17.01011822|55.17245545|0.409308207|2165.620022|504.7020036|2087.583804|-9.6227739|0.116549199|5.80829255|9.833034117|4865.794981|65.93290984|-490.7614689|-433.8429998|981.9630347|579.2365607|1.0|1.0|1.0|3.92|0.36|17.0|-7.0|4.64|50.94|0.0|0.0|1.0|-5.23|347.45|0.0|1.0|5.25e-06|0.00182|0.0|0.0|9.980000000000001e-08|5.4011|4.99|4.4542|612.39|278.36|0.2504|229.55|526.77|-1092.484863|-0.18567|-0.20351|0.03506136|3.7624|98.0|7.0088|7.0088
7f_a10|0.0|0.0|-4.8022906380000006|1|1.924772416|-0.011104817|5.4161004020000005|-0.2347037789999999|0.037386831|-0.104120245|0.740070757|-0.5663456689999999|0.00189949|-0.000498274|10.92948443|1|0.0030999659999999|-0.172751862|-0.5846516820000001|0.796084921|-0.137271684|0.8499946070000001|0.5209683970000001|-0.095196098|0.7359022890000001|0.00797443|15.96885516|0.068226214|38.0022453|-29.53487321|2.474090768|0.3440879|0.8217865520000001|-1.713529756|-19.93012491|-20.30728086|40.22275023|0.402568457|2803.359424|519.0013298|2375.702381|-11.31122804|0.178213448|6.115784565|10.23679556|7070.755931000001|99.26552746|-531.6277179|-358.4725202|1161.423484|527.8079877|1.0|1.0|0.0|3.37|0.23|21.0|-8.13|5.07|52.83|0.0|0.0|1.0|-5.47|410.39|1.0|0.0|2.9e-06|0.00119|0.0|0.0|7.38e-09|5.7757|4.93|3.6256|597.28|341.96|348.0|214.67|426.07|-1442.001311|-0.15627|-0.2175699999999999|0.01616879|3.2524|141.0|6.8508|6.8508
13d_a5 (GW788388)|0.0|2.945204608|0.0|1|0.0|-0.005668173|4.59511985|-0.009710199|0.027375887|-0.092509033|0.0|-0.33442223|0.002956745|-0.086484275|10.94530363|1|0.003668464|-0.016337128|-0.3706975529999999|0.78479342|0.047169811|0.834800344|0.71006207|-0.0844793|0.54169129|0.014571846|151.3669372|0.2258962769999999|149.40573999999998|-36.95444874|6.374277851|44.69922692|0.669182121|-1.605106706|-37.98032007|-19.30187193|67.0626077|0.488398052|2834.036315|511.985152|1377.863026|-12.76608229|0.330817879|8.077599766|15.788837|6122.792779|218.7999323|-702.1345259999999|-223.7910275|1586.418589|723.0631751|0.0|1.0|2.0|3.21|0.2|23.0|-8.84|4.56|92.79|0.0|0.0|1.0|-6.94|425.48|0.0|0.0|4.429999999999999e-05|0.0189|0.0|0.0|1.45e-09|4.6091|3.81|4.1706|707.09|297.28|0.5251|269.0|532.01|-1390.294368|-0.17299|-0.22841|0.04130059|3355.0|18.0|7.7447|7.7447
12bh_a36|0.0|3.50075137|0.0|2|0.0|-0.006687484|5.351858133|-0.047482048|0.044197531|0.001012669|0.0|-0.401249012|0.003676818|0.075747971|10.94728093|1|0.0045625|-0.169994208|-0.43574839|0.78699829|-0.0591586759999999|0.833398429|0.857993338|-0.09959401|0.317612728|0.017627098|83.08294358|0.166508047|110.81353529999998|-44.11115058|7.807212275|0.0|0.783294222|-1.991880197|-31.30825225|-23.6718811|58.77476595|0.482052584|2773.193279|554.7010591|2437.805332|-15.75398235|0.216705778|7.545637217999999|14.56834609|5957.443236|144.22085800000002|-882.2230117|-377.0728785|1692.3721690000002|729.1873176|1.0|0.0|2.0|4.95|0.21|17.0|-7.34|3.76|69.2|0.0|0.0|1.0|-6.38|409.49|0.0|1.0|2.8600000000000004e-05|0.0117|0.0|0.0|4.55e-08|3.8811|3.79|3.6255|715.94|341.97|0.4386|319.46|575.23|-1311.293683|-0.14915|-0.20168|0.03071385|7.7975|14.0|7.8539|7.8539
12c_a5|0.0|2.977832018|0.0|1|0.0|-0.002685954|4.59511985|0.020594766|0.0252713179999999|-0.086795626|0.0|-0.16115723|0.0054189009999999|-0.096073591|10.9455378|1|0.00586291|-0.020144382|-0.223631474|0.797601178|0.014673577|0.8446264459999999|0.782051277|-0.066083881|0.450827114|0.016374249|143.44655559999998|0.158907079|104.5338363|-28.59715492|7.085796743|13.26856229|0.583585895|-1.25559373|-30.6699685|-14.74941369|57.39441476|0.4609383929999999|2697.345008|553.2961182|2045.184304|-9.702606135|0.416414105|7.293547043999999|13.53008071|5877.765289|273.9296719|-543.3459436|-109.9706106|1415.330929|735.3048881|0.0|1.0|2.0|3.27|0.24|23.0|-9.31|5.03|75.72|0.0|0.0|1.0|-6.79|411.5|0.0|0.0|8.159999999999999e-05|0.0336|0.0|0.0|4.93e-10|4.6671|2.06|4.0116|694.24|309.06|0.1513|265.66|519.21|-1316.244961|-0.16563|-0.21128|0.02242648|3.5993|47.0|7.3279|7.3279
1g_a5|0.0|2.942391606|0.0|0|0.0|-0.003919036|4.59511985|-0.010620031|0.027447447|-0.011534568|0.0|-0.172437603|0.00683534|-0.132678208|10.94875199|1|0.006957291|-0.0178558139999999|-0.242737126|0.7778380309999999|-0.067172264|0.8393686990000001|0.717355058|-0.074361785|0.39389953|0.020418692|74.51397212|0.134079034|71.90752413|-21.388323|5.8729303|0.589719781|0.61393343|-1.11542677|-20.16505667|-14.59051668|48.55052611|0.4713154089999999|2243.103668|464.3994751|832.7655896000001|-7.824996219|0.38606657|7.312498266|13.83149499|4639.260975|207.0502037|-320.82484500000004|-122.2065919|974.3909596|422.96706330000006|1.0|1.0|1.0|2.79|0.05|23.0|-8.14|4.5|63.69|0.0|0.0|1.0|-6.15|328.37|0.0|1.0|9.27e-05|0.0304|0.0|0.0|7.190000000000001e-09|4.7822|2.61|4.1733|572.15|297.09|0.1769|259.26|448.93|-1065.675316|-0.17042|-0.20972|0.02730461|5.2707|115.0|6.9393|6.9393
12av_a36|0.0|3.4520047430000003|0.0|2|0.0|-0.009925128|5.351858133|-0.081537769|0.04250591|0.06882889|0.0|-0.605432791|-0.00233752|-0.021036176|10.96037173|1|-0.000472698|-0.213993335|-0.507136551|0.8076780109999999|-0.067408377|0.8571025990000001|0.817582774|-0.105593135|0.277834652|0.021666882|99.2415672|0.247552267|172.4374372|-51.2347934|10.51297704|124.9387725|0.671916917|-2.006269572|-39.92474833|-24.51766365|72.40871507|0.491188387|3011.024457|524.1323793|2354.591519|-17.07826447|0.328083083|8.975655204|17.64042914|6460.1184140000005|228.5327731|-973.4610746|-239.5042702|2079.880404|757.7532208|0.0|0.0|3.0|4.96|0.17|17.0|-6.93|2.38|98.3|0.0|0.0|1.0|-7.66|438.48|0.0|0.0|0.000292|128.0|0.0|0.0|1.1800000000000001e-07|4.8408|4.5|3.4402|733.21|360.39|0.6698|256.12|588.31|-1440.67411|-0.14122|-0.19429|0.04308001|6.1075|39.0|7.4089|7.4089
18_a31|0.0|3.281949877|0.0|0|0.0|-0.013634202|5.351858133|-0.138136629|0.0427124179999999|-0.051184519|0.0|-0.640807491|-0.009923585|-0.001973566|10.31169929|2|-0.007811355|-0.107017926|-0.604728055|0.8595579409999999|-0.1647054359999999|0.904870098|0.838968212|-0.129469649|0.258135789|0.014467496|238.9516432|0.27411287|160.8952371|-44.60622732|4.984491996|0.0|0.7774768320000001|-1.81257508|-40.61741697|-23.64270989|77.69074057|0.4492048839999999|2241.561812|426.0718665|1935.374782|-13.87749294|0.222523168|7.076684189|12.84812443|4856.251645|130.6137795|-624.4871824|-325.73954460000004|1368.42913|477.1857166|1.0|1.0|3.0|3.41|0.28|16.0|-6.54|4.9|119.14|0.0|0.0|1.0|-6.72|356.44|0.0|0.0|2.42e-05|0.00862|0.0|0.0|2.9e-07|5.0092|4.81|3.9105|630.26|317.05|444.0|247.51|541.33|-1465.300904|-0.16212|-0.19914|0.04825999|4.6746|0.13|6.8861|6.8861
14a_a3|0.0|0.0|0.0|0|0.0|-0.009312773|4.727387819|-0.1160619169999999|0.043464052|-0.143740653|1.772745969|-0.363198151|-0.00603969|-0.039177314|10.3116301|1|-0.004161699|-0.094863591|-0.582572884|0.7574238740000001|-0.287221775|0.822587422|0.8255789570000001|-0.094609848|0.21389849|0.0140376889999999|256.5548327|0.209105063|102.8554977|-22.89086827|3.396421044|83.70773843|0.7608768779999999|-1.324537874|-22.1944701|-18.09776067|52.02624107|0.481997259|2160.698862|389.0288018|1186.412113|-8.902004327|0.239123122|5.308770254|10.24853699|4716.423352000001|117.6209094|-320.4721558|-256.6424807|856.2743893999999|358.3503513|0.0|1.0|1.0|3.27|0.06|21.0|-6.89|4.28|105.82|0.0|0.0|1.0|-6.42|319.38|0.0|0.0|3.54e-05|0.0113|0.0|0.0|1.28e-07|3.2363|2.44|3.2363|528.91|383.1|0.4524|383.1|373.85|-1327.354384|-0.1321|-0.19946|0.02860456|4.6689|0.03|7.5229|7.5229
46_a18|0.0|0.0|0.0|2|0.0|-0.005378956|4.844187086|-0.018808538|0.03531746|-0.046124025|0.0|-0.3872848129999999|0.002300582|-0.0669031009999999|10.94680484|0|0.003512954|-0.224171123|-0.448177615|0.729629263|-0.090469229|0.76616843|0.699483099|-0.076485888|0.30524999|0.008975181|0.946462387|0.173455401|123.2289237|-38.60388092|4.5299444310000005|58.66827342|0.782232748|-1.988633091|-35.20023815|-20.77641329|55.92367899|0.4548138479999999|3052.94234|587.2068577|1848.661552|-14.76030741|0.217767252|8.980343774|16.47206875|7150.333139|154.7096476|-1003.700904|-401.0164861|1806.107079|1056.535856|0.0|1.0|2.0|4.27|0.3|18.0|-8.82|3.68|76.5|1.0|0.0|1.0|-6.14|480.6|0.0|1.0|2.08e-06|0.000999|0.0|0.0|1.51e-09|3225.0|8.11|3225.0|765.33|384.45|0.4249|384.45|635.89|-1532.493789|-0.13224|-0.18219|0.0239301|3.2533|186.0|6.7305|6.7305
10_a4|0.0|0.0|0.0|1|2.146166934|-0.002959121|5.4161004020000005|0.005483539|0.038699764|0.00941601|2.149387791|-0.159792527|0.01107733|-0.122141977|10.92992762|1|0.011142889|-0.132895939|-0.241683916|0.810105167|-0.150288496|0.861225169|0.6799081490000001|-0.079432495|0.43000216|0.014582852|39.48408698|0.078346981|45.34497624|-26.60798798|4.884907049|64.26218096|0.744529685|-1.350352423|-17.08910641|-15.63090193|37.96666686|0.4858700179999999|2480.063587|533.4262268|2064.276654|-9.046715915|0.255470315|5.759414166|11.20225306|5598.949417|147.85886159999998|-452.3357957|-283.0534799|1049.716502|594.7358385|1.0|1.0|0.0|3.46|0.26|21.0|-8.07|4.93|52.83|0.0|0.0|1.0|-5.83|370.45|0.0|1.0|2.21e-05|0.00818|0.0|0.0|8.51e-09|4.9674|3.34|3.6465|619.99|340.01|0.1792|249.6|470.02|-1183.54701|-0.15561|-0.2025|0.02232068|2.2386|88.0|7.0555|7.0555
11a_a31|0.0|2.856083711|0.0|1|0.0|-0.02376325|5.733341277|-0.259732443|0.044949495|-0.087576474|0.0|-0.8792402579999999|-0.022093578|-0.1217573119999999|10.31170041|2|-0.017433557|-0.1829166189999999|-0.563537536|0.8433024170000001|-0.030335912|0.910334509|0.819138461|-0.161027639|0.271818874|0.041435152|258.8577775|0.513245044|259.0291941|-41.01552988|10.55399384|71.03772901|0.735254945|-1.932331673|-38.68354874|-28.68314085|97.560141|0.451795285|2288.9694010000003|245.6599349|1769.346573|-14.47606937|0.264745055|5.791411901|10.5643234|4940.657452|133.6139513|-492.1863586|-237.4612264|1326.379096|302.14325319999995|0.0|1.0|2.0|3.26|0.13|16.0|-4.65|3.93|125.57|0.0|0.0|2.0|-6.51|329.33|0.0|0.0|1.5399999999999998e-05|0.00506|0.0|0.0|2.22e-05|3.8042|3.97|3.8042|529.63|325.92|0.2797|325.92|407.76|-1441.327731|-0.15515|-0.20589|0.04099365|8.9667|0.19|6.7212|6.7212
13_a15|0.0|0.0|0.0|1|0.0|-0.006348913|0.0|-0.031457366|0.029206349|-0.006938727|0.0|-0.393632585|0.001806571|-0.031047852|10.95980212|0|0.003766915|-0.272482143|-0.357554652|0.729838386|0.009456191|0.7784213259999999|0.796300317|-0.098053528|0.708462114|0.016196467|142.67217639999998|0.114512421|72.25096855|-39.03420883|6.447664726|0.0|0.755283433|-1.961070565|-27.279882500000003|-21.33321476|53.45565817|0.482317225|3028.485145|558.6934137000001|3581.589629|-13.46007201|0.244716567|5.21465994|10.07307988|7196.400881999999|154.4025434|-780.6841766|-322.1392954|1638.227985|830.7967967000001|1.0|0.0|1.0|4.13|0.07|24.0|-8.9|4.33|59.51|0.0|0.0|1.0|-5.26|448.52|1.0|0.0|4.77e-07|0.000214|0.0|0.0|1.27e-09|3942.0|5.04|2.5721|674.36|482.03|208.0|314.52|549.33|-1450.399387|-0.11283|-0.15229|0.02844037|6.0429|6.0|8.2218|8.2218
16f_a32|0.0|3.354832924|0.0|0|0.0|-0.014558301|5.733341277|-0.054907428|0.039958333|0.008658653|2.082564316|-0.77158995|-0.003511776|-0.081644236|10.31100265|3|-0.001202032|-0.211019184|-0.697693907|0.852938445|-0.000510986|0.899839182|0.761506727|-0.111152081|0.522247991|0.024434011|89.03402347|0.192724521|133.3750236|-53.23443736|11.7022626|47.24868477|0.69473708|-1.778433296|-39.12230215|-24.61529877|73.4405859|0.384656622|2772.212354|558.6750754999999|3414.006186|-17.03501995|0.30526292|8.79158776|14.28728752|6235.040893|211.2572338|-851.7509977|-269.5356315|1771.554986|636.0251562999999|1.0|1.0|2.0|3.76|0.3|19.0|-7.77|6.42|149.27|0.0|1.0|1.0|-5.99|427.54|1.0|0.0|1.12e-07|4.79e-05|0.0|0.0|1.7e-08|3.6272|4.99|3.6272|722.06|341.82|0.2931|341.82|603.12|-1995.054457|-0.15003|-0.2|0.02889673|4.2764|9.0|8041.0|8041.0
12bg_a36|0.0|3.434779148|0.0|2|0.0|-0.0076819|5.351858133|-0.044573523|0.044197531|0.057879142|0.0|-0.414822602|-0.001012333|-0.060117593|10.95885259|1|-0.00097037|-0.1716508239999999|-0.4459167329999999|0.836170906|-0.033696875|0.892249657|0.771220556|-0.102664465|0.543472602|0.019606406|107.3347739|0.159389648|109.3374477|-48.31008346|9.22604612|14.85588272|0.747867728|-1.847960372|-35.49918495|-25.35312333|65.19942617|0.46245521|2925.402039|576.6383913|2915.548359|-17.39163005|0.252132272|7.549463377|14.04434294|6753.439903|172.9566471|-869.5815023|-340.0625449|1695.0272350000002|661.6709012|1.0|0.0|2.0|4.75|0.14|17.0|-7.76|3.99|69.2|0.0|0.0|1.0|-6.26|450.32|0.0|1.0|8.27e-06|0.00372|0.0|0.0|1.74e-08|3.8944|4.42|3.8944|703.94|318.36|0.4409|318.36|554.7|-2151.914954|-0.15743|-0.21166|0.03334656|9.3601|15.0|7.8239|7.8239
16j_a32|0.0|3.359912013|-0.082980188|0|0.0|-0.0139074189999999|5.733341277|-0.086195934|0.046788618|-0.0667943999999999|2.076106145|-0.778815477|-0.002456725|-0.135618491|10.31100263|3|-0.00030659|-0.202656848|-0.704356423|0.798237393|0.032797932|0.839271289|0.762429418|-0.106897203|0.509776381|0.023266265|34.66998636|0.174011588|124.4493461|-54.6758122|11.90023573|45.81893652|0.699790508|-1.817252458|-39.13396528|-24.52188465|71.35869023|0.442735754|2830.682695|590.7291534|3448.428146|-17.53752467|0.3002094919999999|7.357962381|13.20372234|6507.757122|214.7033741|-929.4888072999998|-285.7717513|1857.212797|701.9321161|1.0|1.0|2.0|3.86|0.33|19.0|-7.77|6.49|149.27|0.0|1.0|1.0|-5.73|441.57|1.0|0.0|3.56e-08|1.57e-05|0.0|0.0|1.7e-08|3629.0|5.5|3629.0|729.78|341.65|0.2907|341.65|631.34|-2034.344833|-0.15012|-0.2002799999999999|0.0283671|4.0992|9.0|8.0315|8.0315
41_a47|0.0|0.0|0.0|0|1.840145925|-0.004083905|4.727387819|-0.072088843|0.042537538|-0.080388467|1.601942802|-0.187859623|0.003530307|0.024881402|10.98214139|1|0.0047106|-0.317014709|-0.276217719|0.8417952740000001|0.123676975|0.900915114|0.609110565|-0.0899793719999999|0.245948366|0.018348892|54.15850042|0.1768315369999999|99.86584673|-28.69838714|5.852270304|0.0|0.653147815|-1.259711209|-19.48810377|-16.54473457|44.86996758|0.447046066|2374.594252|464.8854878|1073.170368|-9.34366093|0.346852185|7.168742909|12.96444871|5042.636398|195.8852341|-401.77742|-172.98086630000003|1089.222944|439.9906467|1.0|1.0|1.0|3.18|0.16|21.0|-7.47|3.34|68.52|0.0|0.0|1.0|-6.66|348.38|0.0|1.0|0.000267|0.0929|0.0|0.0|3.36e-08|4.0167|2.41|3.7144|603.1|333.8|0.2849|308.67|471.9|-1162.288187|-0.15208|-0.2026099999999999|0.02982752|6.8546|0.01|8.0|8.0
18_a3|0.0|2.897754472|0.0|0|0.0|-0.003487792|4.59511985|-0.021283637|0.034712644|0.08269134|1.742872103|-0.122072724|0.0057881999999999|0.042606196|10.96965878|1|0.005799063|-0.064953613|-0.2495754869999999|0.714658751|-0.051083228|0.784960175|0.6858831809999999|-0.0846755|0.217881538|0.013796397|160.9514039|0.158042379|70.31739201|-16.76239841|2.73114076|0.0|0.682492203|-1.016105994|-13.82537222|-14.12792012|37.21171433|0.483376636|1938.093995|374.610053|703.8534116000001|-6.285899403999999|0.317507797|5.293627315|10.24658906|3928.183499|141.2679329|-201.1487809|-162.3915791|662.4155441|270.539096|0.0|1.0|1.0|2.62|0.0|21.0|-6.83|3.42|67.35|0.0|0.0|1.0|-6.7|273.29|0.0|1.0|0.0015|411.0|0.0|0.0|1.49e-07|3.9765|1.85|3.9765|482.41|311.79|0.3326|311.79|330.54|-889.850598|-0.1641099999999999|-0.2218|0.02173162|3.3664|0.03|7.5229|7.5229
25b_a34|0.0|0.0|0.0|1|1.94553288|-0.015658012|5.351858133|-0.0929479709999999|0.04037037|-0.150946163|0.0|-0.861190687|-0.00378755|-0.112970844|10.95957635|1|-0.000223677|-0.435821207|-0.623853334|0.7969500890000001|-0.101529052|0.83883012|0.787858064|-0.137924163|0.5020264870000001|0.030138301|165.2408865|0.343426892|214.470853|-53.79083879|11.75402804|49.2835599|0.76274549|-2.206786613|-40.19997818|-26.50275222|83.19266998|0.419904835|2611.55928|410.0313565|2671.608537|-16.55102732|0.23725451|6.383564979|11.00434095|5786.015654|148.1659658|-860.6534206|-328.1702779|1806.819095|595.8522372|0.0|1.0|2.0|3.53|0.29|17.0|-6.42|2.63|90.3|0.0|0.0|1.0|-7.07|393.44|0.0|0.0|0.00015|59.0|0.0|0.0|3.8100000000000004e-07|4.2253|5.06|4.2253|668.48|293.43|0.2259|293.43|562.84|-1313.132261|-0.17564|-0.21103|0.02655501|9.0174|2.08|5.6819|5.6819
20_a47|0.0|0.0|0.0|0|1.1934608|-0.011237762|4.727387819|-0.161476442|0.039520202|0.031814023|1.010373001|-0.505699304|-0.009220816|-0.052370531|10.95058273|1|-0.006342241|-0.297094867|-0.5332051720000001|0.7962508290000001|0.113432542|0.8575369009999999|0.59534794|-0.092005493|0.213977589|0.023587109|43.63174229999999|0.311171398|169.6050003|-27.33327788|7.00733184|49.00609086|0.595234209|-1.38008239|-24.89884887|-17.90996366|58.53772498|0.4642647929999999|2630.63609|375.4483088|1219.306754|-9.761884958|0.404765791|7.022502229|13.10815891|5896.060936|220.6189341|-409.9991682|-103.815441|1263.735287|428.5826478|0.0|1.0|2.0|3.19|0.05|21.0|-7.31|2.56|84.73|0.0|0.0|1.0|-6.75|380.35|0.0|0.0|8.72e-05|0.0332|0.0|0.0|4.89e-08|3.9808|4.08|3.9808|557.84|311.45|0.2807|311.45|426.08|-1335.566785|-0.16377|-0.22734|0.03389691|4.3277|3.0|8.6|8.6
11c_a5|0.0|2.930680267|0.0|0|0.0|-0.004590583|4.59511985|-0.050049777|0.027388889|-0.0859098|0.0|-0.224938556|0.005090155|-0.059682527|10.94877953|1|0.005383056|-0.018887528|-0.269653478|0.8020105409999999|-0.044126759|0.86113162|0.658307423|-0.0873419269999999|0.389427402|0.01785211|31.61751609|0.19527649|118.7750305|-32.31269264|6.604499968|4.089828494|0.707039635|-1.484812761|-29.19305715|-19.63310772|58.854300300000006|0.448016491|2497.685314|489.4652669|926.234805|-11.94164728|0.292960365|8.88462927|16.09582374|5202.741647999999|178.1902995|-549.3157749|-251.8596984|1277.330026|523.8031619|1.0|1.0|1.0|2.96|0.09|23.0|-8.47|4.79|80.76|0.0|0.0|1.0|-6.59|370.4|0.0|0.0|7.38e-05|0.0273|0.0|0.0|3.4000000000000003e-09|4.5035|4.53|4.2087|636.14|294.59|0.5327|275.3|512.32|-1218.278135|-0.1713299999999999|-0.21448|0.03798847|3.3827|25.0|7.6021|7.6021
20_a4|0.0|0.0|0.0|1|2.017439295|-0.003103385|5.4161004020000005|-0.00123671|0.039635417|-0.061689675|0.0|-0.124135414|0.012265062|-0.1473674569999999|10.9459449|1|0.012025268|-0.103098674|-0.211751813|0.7797803109999999|-0.105783279|0.8404413829999999|0.665774148|-0.072188305|0.210083785|0.022933651|63.27373076|0.081852712|39.3981702|-16.72448692|5.313236547|68.49419443|0.6435852470000001|-1.010636274|-14.03867522|-13.14728679|40.20507689|0.421704107|1982.961908|441.9318823|1379.418733|-6.32818424|0.356414753|5.543543957000001|9.58599918|4085.683488|171.5531319|-234.1428169|-138.2237887|755.8433223999999|338.71903330000004|1.0|1.0|0.0|3.23|0.11|17.0|-5.55|3.2|39.94|0.0|0.0|2.0|-5.96|289.33|0.0|1.0|0.000346|0.1|0.0|0.0|2.79e-06|5.1778|2.73|4.0419|517.72|306.74|0.2364|239.45|402.27|-934.103809|-0.16699|-0.19747|0.022349042|5.5779|646.0|6.1898|6.1898
12c_a30|0.0|0.0|0.0|2|0.0|-0.006900253|5.351858133|-0.030422458|0.042804233|-0.0983590219999999|0.0|-0.3657134279999999|0.00372838|0.019094532|10.31162888|1|0.003603419|-0.090173435|-0.468696709|0.824373792|-0.1240820219999999|0.880943609|0.7463962120000001|-0.096482247|0.39541773|0.01588025|82.07537640000001|0.156067288|101.8928318|-41.12547305|6.768942632999999|0.0|0.8061287690000001|-1.833162702|-32.72642202|-24.42511853|60.4942895|0.452966315|2860.640481|550.9847369|2456.062146|-15.946612|0.193871231|7.652098812999999|13.9883503|6403.739746|126.574178|-781.3839879|-399.7292126|1484.664552|652.8825454|1.0|0.0|1.0|4.62|0.14|17.0|-7.22|4.47|81.65|0.0|0.0|1.0|-5.75|432.93|0.0|0.0|1.19e-06|0.0005139999999999|0.0|0.0|6.03e-08|5.0582|4.45|3.5286|695.96|351.37|0.2155|245.12|541.39|-2035.141497|-0.1496299999999999|-0.2038599999999999|0.03433522|4.7893|0.01|7.9914|7.9914
4n_a46|0.0|0.0|0.126268818|1|2.093595994|-0.004696854|5.587248657999999|-0.036492128|0.045335917|-0.2264394139999999|0.0|-0.234842682|0.004988019|-0.144852516|10.94021058|1|0.0042595609999999|0.109017734|-0.369211845|0.722331115|-0.088858764|0.7681452190000001|0.7427183759999999|-0.085838139|0.371438024|0.008424451|172.8490949|0.096854593|53.22165035|-25.91889741|2.543769935|0.0|0.863203663|-1.459248362|-31.21601103|-17.06080312|61.43721285|0.428896538|2195.786424|496.2788787|2116.313581|-9.374920341|0.136796337|5.666371466|9.921794991|4955.374473|75.1696593|-440.621256|-399.1612105|928.9322794|525.8291956999999|1.0|1.0|1.0|3.75|0.27|17.0|-6.67|4.33|61.84|0.0|0.0|1.0|-5.26|343.42|0.0|1.0|3.75e-06|0.00129|0.0|0.0|2.14e-07|5.7448|4.57|3953.0|578.83|313.65|253.0|215.82|502.02|-1090.098769|-0.16641|-0.20685|0.04131598|8773.0|5194.0|5.2845|5.2845
16_a20|0.0|3.485659565|0.0|0|0.0|-0.004705049|4.727387819|0.00695144|0.0388043479999999|0.126359252|2.013871268|-0.254072625|8.23e-05|-0.061975089|10.93301779|1|0.001157852|-0.117308016|-0.458484451|0.7478675859999999|-0.10978034|0.809440795|0.724665638|-0.077793092|0.382481746|0.011604018|69.28224942|0.084994428|55.92018945|-33.67420774|5.023018225|3.46788153|0.780108103|-1.47806874|-28.6288015|-19.44924762|51.14820251|0.464473378|2722.728332|602.0075202|2161.751186|-12.79619894|0.219891897|8.166385503999999|15.24926152|5896.394536|144.672972|-639.8099471|-368.5817657|1246.573875|664.4562602999999|0.0|1.0|1.0|3.5|0.08|27.0|-10.52|6.38|78.25|0.0|0.0|0.0|-5.42|401.46|0.0|0.0|8.68e-07|0.000349|0.0|0.0|3.0500000000000005e-11|5.9837|4.45|3.5704|686.59|347.26|0.3431|207.2|554.41|-1275.636924|-0.1481299999999999|-0.20722|0.03385502|6.5609|26.0|7585.0|7585.0
