molecula|SddssS|SaaNH|SssssC|nAHRing|SaasN|AATSC1c|SRW07|AATSC1s|JGI4|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|n5aRing|AATSC1pe|AATSC1i|MATS1c|BIC2|MATS8d|SIC2|GATS1pe|FNSA5|PBF|FPSA3|RNCS|RPSA|TPSA_x|WNSA5|WPSA3|RPCS|FNSA1|FNSA2|WNSA3|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|MOMI-Z|WNSA4|FPSA1|GeomRadius|GeomDiameter|GRAV|PPSA1|WNSA2|DPSA1|DPSA2|Mor01p|CYP2C19 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|TPSA_y|Brenk|Veber filter|Class [Log S (SILICOS-IT)]|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|IC50|pIC50|pIC50
16_a31|0.0|3.096824452|0.0|1|0.0|-0.020181753|5.733341277|-0.186617888|0.042528736|-0.050076586|0.0|-0.726543099|-0.017017891|-0.00795845|10.31170095|2|-0.0125582419999999|-0.09530799|-0.60894688|0.8318419909999999|0.0980869569999999|0.8948140790000001|0.8944757390000001|-0.150315165|0.29485045|0.0374314139999999|130.369865|0.4535498739999999|213.694252|-33.36862997|8.309441139|467.7901274|0.73080436|-1.653466811|-31.54036284|-23.60746376|84.57819254|0.427771627|2071.962924|257.4650715|1212.615438|-11.12287666|0.26919564|5.521618837|9.649327262|4387.049328|126.8340354|-367.0549296|-217.4912527|1066.012118|280.39844320000003|0.0|1.0|2.0|3.2|0.14|16.0|-4.94|3.8|114.29|0.0|0.0|2.0|-6.48|300.34|0.0|0.0|4.38e-05|0.0131|0.0|0.0|1.16e-05|3.6596|1.7|3.6596|503.18|338.79|0.2534|338.79|369.73|-1308.113026|-0.15231|-0.1842|0.03948619|5.5943|0.09|7.0458|7.0458
12ba_a36|0.0|3.389685532|0.0|2|0.0|-0.0075620109999999|5.351858133|0.026411489|0.040566449|0.087201747|0.0|-0.423472625|-0.002123045|0.003750685|10.9478512|1|-0.000621302|-0.168084618|-0.410941182|0.8256014690000001|-0.0202572689999999|0.890675195|0.796093405|-0.108410153|0.330220757|0.0246090489999999|100.798163|0.150261874|101.229662|-49.20258616|11.16896162|16.1479891|0.7068957840000001|-1.951382748|-37.76553687|-25.28122447|72.63670824|0.49229954|3035.390784|572.4586103999999|2492.5731100000003|-17.03166444|0.293104216|7.409667253999999|14.59456478|6722.60947|197.4608731|-885.6465508|-278.7665262|1859.713557|688.1986357999999|1.0|0.0|2.0|4.8|0.12|17.0|-6.72|2.79|116.78|0.0|0.0|1.0|-7.04|431.45|0.0|0.0|1.6800000000000002e-05|0.0072599999999999|0.0|0.0|1.91e-07|5.2506|2.79|3.0114|687.23|411.71|0.7436|236.13|547.82|-1417.187763|-0.12587|-0.21033|0.02839417|4.5448|21.0|7.6778|7.6778
47a_a18|0.0|0.0|0.0|1|0.0|-0.006027559|4.844187086|-0.18843247|0.033641026|0.043161338|0.0|-0.464122017|-0.005483379|-0.025401815|10.35082811|0|-0.000633273|-0.358939392|-0.369841706|0.766261502|0.089156939|0.7991211029999999|0.792293789|-0.099310031|0.371382587|0.014124484|100.7293848|0.2212091389999999|181.3725215|-66.76209701|9.49531639|110.0917322|0.7936193709999999|-2.681370849|-55.70051708|-29.70938001|79.51543089|0.483193636|3612.105567|638.5417107999999|2250.179086|-24.3591435|0.2063806289999999|10.20255289|19.74153879|8405.670404|169.2144153|-1802.576619|-481.4854016|2770.212274|1225.939287|1.0|1.0|3.0|4.97|0.28|18.0|-8.27|0.48|123.06|1.0|1.0|1.0|-6.49|547.67|0.0|0.0|1.8100000000000002e-07|9.9e-05|0.0|1.0|5.4e-09|3.1947|8.82|3.1947|874.47|388.09|0.6094|388.09|813.01|2098.280307|-131.0|-0.18291|0.0339441|3.0133|1.0|9.0|9.0
4_a18 (SD-208)|0.0|0.0|0.0|2|0.0|-0.012457606|0.0|-0.113324634|0.040864198|-0.020226647|0.0|-0.498304229|-0.018723101|-0.009648044|10.95382003|0|-0.015153358|-0.3630339729999999|-0.564165402|0.83508768|-0.098971722|0.904723479|0.721664823|-0.099573708|0.115284206|0.0211761979999999|103.6318511|0.22090326|113.7529353|-26.40375252|5.615248385|0.0|0.602029021|-1.2944582059999998|-20.652731600000003|-18.01551972|51.01127638|0.454067432|2395.526727|401.1916387|1822.914738|-9.276994128|0.397970979|6.239898178|11.42979655|5348.394288|204.9329964|-343.2487827|-105.0785813|1107.212786|363.2306414|0.0|1.0|1.0|2.77|0.0|22.0|-8.15|3.54|76.48|0.0|0.0|1.0|-6.31|352.75|0.0|0.0|5.12e-05|18.0|0.0|0.0|7.06e-09|5.1755|2.58|3.2777|537.47|378.26|0.2761|239.56|396.17|-1542.15786|-0.13588|-0.2358|0.0199445|5.2085|0.08|7.0969|7.0969
16b_a23|0.0|0.0|0.0|1|3.418247774|-0.005139233|5.351858133|-0.013240238|0.037664609|0.054655144|0.754232958|-0.3237716519999999|0.0116350769999999|-0.068280331|10.31321583|2|0.011266252|-0.224300431|-0.401493392|0.7740962779999999|-0.09063701|0.830577373|0.711576167|-0.07920267|0.2256448969999999|0.018614978|7.971529518|0.071420236|52.92522904|-43.49333918|10.22222569|100.0262487|0.738977|-1.821661419|-27.80700713|-23.2745413|51.31875369|0.4870072789999999|3370.826124|688.1144512|2256.698672|-17.24735864|0.261023|9.472884487|18.46592377|7575.784511|193.4284005|-1000.346801|-354.1828792|1826.746158|896.9989312000001|1.0|0.0|1.0|4.19|0.07|26.0|-7.33|3.02|108.26|1.0|0.0|1.0|-6.3|489.57|0.0|0.0|6.41e-07|0.000314|0.0|0.0|4.6200000000000003e-08|1.6041|4.24|1.6041|772.84|772.92|0.3456|772.92|607.92|-1877.270284|-0.13741|-0.21093|0.03978022|14.8849|96.0|7.0191|7.0191
5_a4|0.0|0.0|0.0|1|2.166832955|-0.001215982|5.4161004020000005|0.02257929|0.035994832|0.012532807|2.189593648|-0.0607990979999999|0.011630756|-0.050389825|10.92992834|1|0.0111310589999999|-0.076189222|-0.164263889|0.767615203|-0.229773463|0.820886786|0.650346601|-0.0681917309999999|0.431132276|0.008047242|13.96974087|0.056851498|30.54859623|-19.68930579|2.323516519|46.53110402|0.807351587|-1.159259431|-14.64813624|-13.54166762|31.58455727|0.413773331|2282.291204|506.7916175|1896.178084|-7.276482574|0.192648413|5.758733969|9.823391314|5059.243919|103.5177395|-334.71819839999995|-330.3047347|771.5556899000001|518.5792364|1.0|1.0|0.0|3.27|0.23|21.0|-7.96|4.89|43.6|0.0|0.0|1.0|-5.57|340.42|0.0|1.0|2.72e-05|0.00925|0.0|0.0|1.09e-08|4.8582|3.71|4.0239|595.55|308.12|0.1106|255.2|421.24|-1069.051141|-0.16965|-0.21857|0.02251645|3.1619|71.0|7.1487|7.1487
14b_a23|0.0|0.0|0.0|0|3.2475997860000003|-0.006248709|5.351858133|-0.071396109|0.043538647|0.0519489729999999|0.716540473|-0.318684138|0.007671236|-0.0644978|10.31321824|2|0.0075222369999999|-0.17267308|-0.4557487779999999|0.793551289|-0.077808321|0.857184548|0.5935522360000001|-0.082441268|0.228282196|0.020454632|40.76245006|0.153740341|99.66542762|-34.64639496|8.596171261|84.36242964|0.774359705|-1.64882535|-26.58857202|-22.74225338|54.274732400000005|0.450973737|2943.803333|548.6057241000001|2280.830615|-14.74314679|0.225640295|7.833620016|14.26820636|6622.129837|146.2760938|-692.9278992000001|-355.71896410000005|1380.34805|599.5697147999999|0.0|1.0|1.0|3.42|0.05|26.0|-7.67|3.78|105.02|1.0|0.0|1.0|-6.31|429.47|0.0|0.0|2.66e-06|0.00114|0.0|0.0|2.14e-08|3706.0|3.72|3706.0|673.05|334.55|0.3603|334.55|525.66|-1728.9300010000002|-0.15064|-0.2286699999999999|0.02188578|9.7544|4.0|8.3536|8.3536
6b_a31|0.0|3.404988662|0.0|1|0.0|-0.016070861|5.733341277|-0.178758575|0.037803618|0.11647286|0.0|-0.787472195|-0.011483229|-0.032090772|10.31169819|2|-0.008439437|-0.004825446|-0.57983695|0.78240875|-0.084489161|0.841537966|0.795570315|-0.1284626569999999|0.146652651|0.032992761|159.79549319999998|0.372146926|227.0509355|-47.81835367|12.28107483|101.4993391|0.7459204140000001|-2.055402513|-44.96993859|-27.86719323|93.83704414|0.4807018779999999|2776.92804|383.0600707|2063.736075|-17.0020813|0.254079586|7.513612533|14.46878435|6099.567787|155.0167518|-765.0936586|-300.0775025|1681.1762649999998|536.6368656000001|1.0|1.0|2.0|3.55|0.1|22.0|-7.33|5.19|131.36|0.0|0.0|1.0|-6.5|404.44|0.0|0.0|2.34e-06|0.000947|0.0|0.0|4.67e-08|3.2949|4.61|3.2949|637.06|376.29|0.4967|376.29|492.36|-1652.44739|-0.13345|-0.1918|0.03623358|8.8379|54.0|7.2676|7.2676
14o_a23|0.0|0.0|-4.758526534|0|3.133942289|-0.014680137|5.351858133|-0.301504331|0.046090147|0.135737344|0.6669152279999999|-0.807407518|-0.002390707|-0.029012777|10.3132174|2|-0.0004039459999999|-0.2952674819999999|-0.653629157|0.802854174|-0.072078004|0.861597051|0.575188253|-0.094138958|0.328340215|0.018054548|110.3941788|0.0959220569999999|68.19627862|-47.58321438|9.125801389|0.8929505459999999|0.800301554|-2.165196042|-36.61307972|-30.18347529|64.33441296|0.48945652|3399.6213840000005|642.7588542000001|2297.392496|-21.45909668|0.199698446|9.016411722|17.66041891|7967.617129|141.97663490000002|-1094.413931|-427.001863|1923.471511|676.4530574|0.0|1.0|1.0|3.55|0.09|26.0|-7.95|3.97|114.25|1.0|0.0|1.0|-5.94|495.48|1.0|0.0|1.29e-07|6.38e-05|0.0|0.0|1.12e-08|3.6989|5.17|3.6989|729.11|335.19|385.0|335.19|582.89|-2041.934645|-0.1517|-0.23229|0.02299729|8.3591|3.0|8.4815|8.4815
A7701_a51|0.0|2.9690728930000003|0.0|0|0.0|-0.002377784|4.59511985|-0.0162614089999999|0.031405229|0.070581466|2.087643036|-0.0927335619999999|0.008062393|0.058290286|10.93031118|1|0.00740235|0.061434294|-0.22798944|0.7451039290000001|-0.0533751959999999|0.8092075540000001|0.688876851|-0.078131694|0.514530959|0.007404204|146.2104641|0.134885227|62.31656919|-16.67652408|1.580362387|0.0|0.799046392|-1.09384371|-15.23632002|-14.03756956|36.39998243|0.420350923|1959.582581|399.6804233|1108.114062|-6.485314917999999|0.200953608|5.137516673|8.863149921|4153.310077|92.83996262|-233.4713371|-276.3170672|632.4445105000001|332.8814548|1.0|1.0|1.0|2.66|0.06|21.0|-7.58|4.46|54.46|0.0|0.0|1.0|-5.82|286.33|0.0|1.0|0.000111|0.0319|0.0|0.0|2.62e-08||||||||||||||25.0|7.6021|7.6021
12v_a30|0.0|0.0|0.0|2|0.0|-0.006974714|5.351858133|-0.029548782|0.04625323|-0.099831334|0.0|-0.369659818|0.002431329|0.020607357|10.31162873|1|0.001805829|-0.0857954809999999|-0.471153275|0.83236194|-0.080971844|0.889479916|0.711738503|-0.0971402169999999|0.404950755|0.015823709|82.09302037|0.1498787969999999|101.4008026|-44.46327619|7.242869835|0.0|0.806069067|-1.845664126|-35.30820865|-25.48342433|62.89402328|0.478535287|3001.758432|575.1512171|2483.120571|-17.2408622|0.193930933|8.114588039|15.56114504|6952.110426|131.2043645|-844.8022477|-414.1432908000001|1549.107692|685.6665849999999|1.0|0.0|1.0|4.62|0.14|17.0|-7.8|5.11|81.65|0.0|0.0|1.0|-5.52|467.37|0.0|0.0|2.64e-07|0.000123|0.0|0.0|1.58e-08|3.5507|5.08|3.5507|715.58|349.18|0.1601|349.18|573.82|-2494.739831|-0.1505099999999999|-0.20681|0.03495552|4105.0|22.0|7.6596|7.6596
4p_a46|0.0|0.0|0.122217892|1|2.102855253|-0.004413243|5.587248657999999|-0.038295755|0.046533816|-0.164311513|0.0|-0.233901882|0.005152176|-0.205494852|10.93681929|1|0.004453195|0.101602982|-0.369670745|0.747019097|-0.1623103719999999|0.7911509609999999|0.751334374|-0.083274013|0.3352802039999999|0.007398064|175.10295019999998|0.094033511|53.32991189|-26.78464688|2.379548177|0.0|0.87420565|-1.498932241|-32.07534663|-17.00200781|60.7522985|0.423511708|2257.769185|513.8073925|2219.4587530000003|-9.642472876|0.12579435|5.828038618|10.10955243|5167.091582|71.34266847|-482.1236438|-424.4519674|972.4260993|585.8536976|1.0|0.0|1.0|3.89|0.3|17.0|-7.05|4.85|61.84|0.0|0.0|1.0|-5.09|357.45|0.0|1.0|1.59e-06|0.000567|0.0|0.0|8.95e-08|5.4796|4.89|3.9958|598.19|310.28|0.2363|226.26|537.47|-1129.3914619999998|-0.16819|-0.20749|0.03979459|5.3996|341.0|6.4672|6.4672
7_a15|0.0|0.0|0.0|0|0.0|-0.010310394|0.0|-0.038088878|0.035075075|0.145944639|0.0|-0.494898891|-0.0013239329999999|0.038636783|10.95880715|0|0.002150323|-0.310081401|-0.335491052|0.70084115|0.00364345|0.740089344|0.8115121240000001|-0.110819329|0.403524276|0.036600739|103.8062879|0.158599673|88.02694557|-34.13832456|11.27499976|56.30310755|0.448664402|-1.2190126140000002|-22.92132733|-14.70834175|61.6121151|0.396557391|2330.667514|466.9990754|1624.468817|-8.163512395|0.551335598|6.01738192|9.971755103|5097.868552|306.0056033|-375.5215702|56.98518567|1507.995102|474.9756287|1.0|1.0|1.0|3.16|0.15|18.0|-7.19|3.38|61.84|0.0|0.0|1.0|-5.72|352.38|0.0|1.0|1.46e-05|0.00516|0.0|0.0|6.41e-08|4.4386|2.78|3.7495|580.73|330.67|0.3463|279.33|499.86|-1184.168094|-0.15605|-0.18454|0.01827873|1631.0|227.0|6644.0|6644.0
34_a47|0.0|0.0|0.0|0|1.883479676|-0.004157676|4.727387819|-0.064842466|0.03522792|-0.094313757|1.741433543|-0.191253079|0.003530307|-0.043634386|10.98214103|1|0.0047106|-0.317014709|-0.2829549719999999|0.833786184|0.128336294|0.89234354|0.609110565|-0.090141168|0.437215023|0.019723558|31.17423189|0.1739443389999999|96.32577107|-27.64315244|6.048527453999999|0.0|0.653993216|-1.261976347|-19.00022922|-16.25230464|45.23285281|0.45489212|2371.236125|457.4477611|918.6458674|-9.000096143|0.346006784|7.066583143|12.96364153|5105.274301|191.6093987|-387.0041342|-170.55473480000003|1068.587688|439.9906467|1.0|1.0|1.0|3.19|0.16|21.0|-7.47|3.34|68.52|0.0|0.0|1.0|-6.66|348.38|0.0|1.0|0.000267|0.0929|0.0|0.0|3.36e-08|4.2077|2.41|3.8892|585.79|318.79|0.2309|294.66|436.88|-1162.283641|-0.16086|-0.21536|0.03084502|6.2235|2.0|8.7|8.7
13b_a30|0.0|0.0|0.0|2|0.0|-0.011016128|5.351858133|-0.118776867|0.041728395|-0.035340334|0.0|-0.627919307|-0.003436924|0.042845487|10.31162842|1|-0.002215642|0.006103754|-0.564815317|0.836520136|-0.0771674659999999|0.892104517|0.802578397|-0.113554975|0.3529073379999999|0.018555474|385.2420923|0.305898198|206.54056530000005|-51.76819834|8.459192992|105.341977|0.800290866|-2.271099499|-50.13056864|-28.93268471|86.77473353|0.454574838|3002.926824|468.6532296|2319.48655|-19.53516918|0.1997091339999999|8.804739699999999|16.1428924|6627.406474|134.8423681|-1035.363967|-405.5090587|1916.093704|713.7769663|1.0|0.0|2.0|4.76|0.13|17.0|-6.19|3.04|124.74|0.0|0.0|1.0|-7.05|441.51|0.0|0.0|9.68e-06|0.00427|0.0|0.0|6.520000000000001e-07|5.0501|4.54|3.5056|721.48|353.68|0.2783|245.51|544.04|-1744.2179010000002|-0.14879|-0.20313|0.0455651|5.3762|26.0|7.5901|7.5901
11a_a50|0.0|0.0|0.0|1|4.088412042|-0.002914262|5.82008293|-0.014702942|0.038040936|-0.04339705|2.114272566|-0.134056065|0.011959339|-0.108592708|10.94500606|2|0.012037198|-0.277408878|-0.267331063|0.792574879|-0.200986578|0.8535780190000001|0.667956827|-0.071180382|0.2931724189999999|0.01848869|7.53108119|0.0828728879999999|43.81199235|-19.89396594|5.167341939|67.28055926|0.6543614329999999|-1.067705728|-13.47492066|-13.43949068|35.26290548|0.463749257|2286.226222|484.8529701000001|1550.320581|-7.104987834|0.345638567|5.965221997|11.123941699999998|4858.670497|182.7270002|-298.409489|-163.21096210000002|862.6098364|439.9973344|0.0|1.0|0.0|3.44|0.15|20.0|-5.87|3.09|48.53|0.0|0.0|2.0|-6.24|327.38|0.0|1.0|0.000263|0.0862|0.0|0.0|1.35e-06|4.0636|3.05|4.0636|574.01|305.11|0.1761|305.11|437.9|-1045.794689|-0.16769|-0.2005299999999999|0.02431947|7.5619|59.0|7.2291|7.2291
4r_a46|0.0|0.0|-0.03033057|1|2.051582577|-0.002826188|5.587248657999999|-0.074041799|0.044728682|-0.15196733|0.0|-0.141309389|0.006236535|-0.1129698999999999|10.96363493|1|0.0061041|-0.086905208|-0.246070691|0.810646641|-0.070397185|0.8549242340000001|0.76719475|-0.081339886|0.261414008|0.011446215|176.18445569999997|0.152180218|80.72661483|-22.88867429|3.220912917|0.0|0.7146312779999999|-1.220098292|-22.31391864|-13.77068362|48.13649426|0.456487948|2137.47734|449.7405899|1451.6122289999998|-7.304896049|0.285368722|5.81085807|10.69131411|4775.760774|151.3787482|-343.3301143|-227.7097083|905.6728276|496.0386301|0.0|1.0|1.0|3.82|0.35|17.0|-6.25|3.56|63.83|0.0|0.0|1.0|-6.83|334.41|0.0|1.0|0.00081|271.0|0.0|0.0|5.64e-07|4.5209|2.3|4.5209|571.75|274.25|0.1404|274.25|467.85|-1069.231407|-0.18999|-0.2207199999999999|0.02826942|3.5979|1413.0|5.8499|5.8499
6_a15|0.0|0.0|0.0|0|0.0|-0.00951284|0.0|-0.048804012|0.042926829|0.106485923|0.0|-0.513693384|0.001080419|0.011857945|10.95880677|0|0.003942615|-0.281352401|-0.35221474|0.691316481|-0.015484797|0.7248900659999999|0.810779115|-0.123000073|0.398681391|0.02948637|105.4415725|0.140691569|82.0880213|-41.87249058|10.03794313|55.65697829|0.581974721|-1.599000943|-24.00625743|-17.94143141|58.34873264|0.3902945579999999|2454.904173|501.3728188|1971.005637|-10.46812265|0.4180252789999999|6.110075236|10.02135591|5589.043165|243.9013805|-544.3423775|-95.65807914|1603.08412|592.4420375|1.0|1.0|1.0|3.29|0.23|18.0|-7.95|4.43|61.84|0.0|0.0|1.0|-5.33|380.44|0.0|1.0|2.16e-06|0.000823|0.0|0.0|1.13e-08|4.3423|3.94|3.7696|612.22|328.9|0.2616|285.52|545.21|-1262.75978|-0.15714|-0.18133|0.01711539|1.9421|35.0|7.4559|7.4559
1k_a5|0.0|2.9020229360000003|0.0|0|0.0|-0.0030192829999999|4.59511985|-0.064652321|0.026339869|-0.095857885|0.0|-0.120771321|0.003886035|-0.145151027|10.9489659|1|0.003708988|0.045204303|-0.254495542|0.7824502320000001|-0.022280685|0.851987765|0.558485747|-0.074297856|0.425724957|0.010892351|165.11680719999998|0.216307319|110.6497654|-19.44172742|2.850231839|0.498979532|0.724954458|-1.114467843|-20.67084672|-15.40795854|45.98095096|0.48165588|2171.394196|400.8898627|824.0133397999999|-7.881781385|0.275045542|6.710535795|12.9461019|4479.484358|140.69669409999997|-291.6259112|-230.14624|786.3865923|357.34245360000006|1.0|1.0|1.0|2.71|0.0|23.0|-8.3|4.88|54.46|0.0|0.0|1.0|-5.99|316.33|0.0|1.0|0.000106|0.0336|0.0|0.0|4.99e-09|4.7221|3.1|4.4063|533.8|281.38|0.6242|262.56|398.63|-1050.418953|-0.1798799999999999|-0.22504|0.03133456|2.3036|48.0|7.3188|7.3188
19e_a38|0.0|3.376977671|0.0|2|0.0|-0.007550899|5.351858133|-0.10490608|0.04508642|0.021678225|0.0|-0.4379521229999999|-0.001197042|-0.104569193|10.94917392|1|0.000347207|-0.191751024|-0.436305701|0.839953955|-0.064035403|0.89459881|0.700181525|-0.10214405|0.552393659|0.02118651|118.734325|0.223437407|150.553721|-46.37503972|9.619015829|16.39385667|0.749190974|-2.042881001|-37.96637911|-25.49088538|70.62168376|0.4655978389999999|2920.436229|523.2534216|3426.997928|-17.17594064|0.250809026|6.596408983|12.34352977|6531.762734|168.99691289999998|-927.5007945|-335.8133169|1837.325672|696.3887025|1.0|1.0|3.0|4.96|0.12|17.0|-7.28|4.03|81.23|0.0|0.0|1.0|-6.39|427.48|0.0|0.0|1.15e-05|0.0049|0.0|0.0|5.27e-08|5.2322|4.08|3.8587|685.34|321.31|0.3948|236.96|532.67|-1409.315831|-0.15584|-0.20723|0.03483011|8.0952|0.01|8.0083|8.0083
17a_a6|0.0|3.3685510360000004|0.0|1|0.0|-0.012704951|5.351858133|-0.0265090529999999|0.041767677|0.04129257|0.0|-0.686067347|-0.00460563|0.078798543|10.94948984|1|-0.00194781|-0.180339002|-0.5624663560000001|0.7722228729999999|-0.106323149|0.8299950709999999|0.8013954109999999|-0.109388399|0.350977745|0.031147305|157.13173490000003|0.2469173469999999|161.9738174|-47.07146289|13.40315088|554.1936506|0.77193498|-2.078379577|-41.34573382|-27.26767299|83.46070738|0.483320982|2816.084228|494.010135|2217.333474|-17.887155899999996|0.22806502|8.337470517|16.13665395|5996.580489|149.60699319999998|-894.3577948999999|-356.769966|1766.18975|627.4287311|1.0|1.0|2.0|3.52|0.12|23.0|-9.01|4.98|95.85|0.0|0.0|1.0|-5.89|409.44|0.0|0.0|1.56e-06|0.000637|0.0|0.0|9.77e-10|3.5421|4.04|2.9753|696.96|416.71|0.3933|350.03|574.02|-1349.830672|-0.12425|-0.18178|0.02379552|5604.0|24.0|7.6198|7.6198
22_a47|0.0|0.0|0.0|0|1.202720059|-0.010579222|4.727387819|-0.150248628|0.043695652|-0.029311184|1.016903613|-0.507802654|-0.006808306|-0.075111395|10.95023117|1|-0.004332497|-0.277479519|-0.538310301|0.831122912|0.004104478|0.890264057|0.591185263|-0.089280419|0.573087958|0.022154032|12.19999546|0.301350868|177.81209280000002|-31.08378631|7.713126784|54.21581266|0.6096864479999999|-1.42848671|-28.11203407|-18.73063655|60.71546178|0.4614909829999999|2692.510471|412.2379505|1494.441201|-11.05201291|0.390313552|6.9553262170000005|12.91589555|6107.923371|230.3045281|-497.3405809|-129.440987|1382.478891|482.9384172|0.0|1.0|2.0|3.31|0.1|21.0|-7.69|3.07|84.73|0.0|0.0|1.0|-6.58|394.38|0.0|0.0|3.6e-05|0.0142|0.0|0.0|2.06e-08|4.7954|4.4|4017.0|605.12|308.65|0.3367|258.55|466.95|-1374.857521|-0.16704|-0.22828|0.02840507|5.7009|1.0|9.0|9.0
12_a15|0.0|0.0|0.0|0|0.0|-0.006620824|0.0|-0.0455566929999999|0.034285714|-0.035728911|0.0|-0.370766171|0.001740635|-0.106061273|10.95973444|0|0.0034254209999999|-0.184255041|-0.380490701|0.723852961|-0.019064393|0.769289315|0.7933685340000001|-0.094209248|0.738437971|0.015018226|72.18361893|0.10362709|66.16793071|-38.40979933|6.123040777999999|4.192089814|0.746489397|-1.695766456|-24.90456371|-20.42981445|48.59303169|0.476419838|2613.57759|572.3516967|2661.728915|-13.04483751|0.253510603|5.448223888999999|10.40571107|5897.820841|161.8714956|-691.376388|-314.7766363|1450.496376|673.7288405|1.0|1.0|1.0|3.56|0.12|24.0|-9.82|5.32|56.27|0.0|0.0|1.0|-4.97|397.47|1.0|0.0|5.99e-07|0.0002379999999999|0.0|0.0|1.51e-10|4.4819|5.16|3.8538|688.91|321.72|0.1374|276.63|585.26|-1280.810963|-0.15858|-0.19054|0.02694613|6.0547|4.0|8.3979|8.3979
12w_a30|0.0|0.0|0.0|2|0.0|-0.007019432|5.351858133|-0.0316452179999999|0.044197531|-0.0999572419999999|0.0|-0.372029919|0.002431329|0.028815747|10.31162873|1|0.001805829|-0.0857954809999999|-0.477636454|0.83236194|-0.080971844|0.889479916|0.711738503|-0.096032733|0.4274948739999999|0.015446225|82.06520565|0.147783603|101.3366249|-45.15435649|7.262777048999999|0.0|0.8077976990000001|-1.824621925|-36.02242934|-25.53389062|63.12469722|0.451478593|2999.810425|584.3729039|2783.769563|-17.50883211|0.192202301|8.063690539|14.70077638|6888.291006999999|131.7949495|-857.9327732|-422.1196298|1548.85393|685.6665849999999|1.0|0.0|1.0|4.63|0.14|17.0|-7.8|5.11|81.65|0.0|0.0|1.0|-5.52|467.37|0.0|0.0|2.64e-07|0.000123|0.0|0.0|1.58e-08|5.0632|5.08|3.5585|716.83|348.42|0.2639|244.87|577.06|-2494.743475|-0.15073|-0.20755|0.0345723|3.0068|15.0|7821.0|7821.0
5b_a50|0.0|0.0|0.0|1|4.190114953|-0.00141071|5.82008293|-0.003549558|0.034845679|-0.052494624|2.473508677|-0.062071259|0.012641727|-0.137595558|10.9325725|2|0.012290091|-0.175158017|-0.140506919|0.791163321|-0.1866330389999999|0.855527513|0.6642694929999999|-0.061164973|0.271653991|0.012204641|6.656963127999999|0.041393519|21.02890062|-15.78596849|3.149876031|60.5565203|0.5887490470000001|-0.8563096170000001|-10.62231784|-10.87564575|27.10933752|0.4462435279999999|2183.545404|486.9950914|1452.442728|-5.525088972000001|0.411250953|5.543302677000001|10.01036188|4577.809819|208.925351|-221.0035589|-90.17329003|738.8985723999999|409.0289917|1.0|1.0|0.0|3.37|0.1|20.0|-5.86|3.15|35.64|0.0|0.0|2.0|-6.03|312.37|0.0|1.0|0.000335|105.0|0.0|0.0|1.37e-06|5.6332|2.81|4.0222|547.35|308.25|0.2749|220.09|411.9|-990.43875|-0.16683|-0.19252|0.02651535|6.1284|12.23|4.9126|4.9126
13_a47|0.0|2.920663104|0.0|0|0.0|-0.0049262279999999|4.59511985|-0.0777650159999999|0.036632997|-0.047120094|1.5940801480000002|-0.20197533|-0.00105415|0.003874205|10.9452934|1|-0.000211465|-0.0233277889999999|-0.316563793|0.794037882|0.065869272|0.8582665429999999|0.626280497|-0.088128939|0.244975411|0.017736598|63.12660940000001|0.2183244369999999|112.453046|-23.38063458|4.705524762|0.0|0.688261242|-1.23380515|-21.52866736|-16.72368034|50.9329486|0.472007922|2190.316257|402.6200617|669.2729199|-8.613918003|0.311738758|7.038683428|13.33103985|4542.479565|160.5682509|-327.3288841|-193.936606|923.3410426|359.12161539999994|1.0|1.0|2.0|2.9|0.06|21.0|-7.9|4.06|66.49|0.0|0.0|1.0|-6.0|319.34|0.0|1.0|5.79e-05|0.0185|0.0|0.0|1.26e-08|4.0302|2.7|4.0302|542.62|307.63|0.3382|307.63|404.73|-1067.665127|-166.0|-0.22065|0.03639189|4.8308|16.0|7.8|7.8
