molecula|NaaNH|SaaNH|SRW09|nAHRing|nARing|BCUTs-1|SaasN|MATS2c|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|SaaaC|ATSC1c|AATSC8d|n5aHRing|AATSC1pe|MATS1i|MATS1c|n6aHRing|GATS1are|MATS8s|MATS8d|SIC2|nFaHRing|RASA|FNSA3|FNSA5|PBF|FPSA3|PNSA5|PPSA3|RNCS|RPSA|TPSA_x|WPSA3|RPCS|FNSA1|DPSA5|DPSA3|GeomPetitjeanIndex|TASA|WNSA4|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|WNSA2|DPSA4|DPSA1|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|P-gp substrate|CYP3A4 inhibitor|Synthetic Accessibility|Num. of Aromatic heavy atoms|Log Po/w MLOGP|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Molecular Mass|BBB|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|Solubility [Log S (SILICOS-IT)] (mol/l)|Absorption Energy (max. Transition) (eV)|log P|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|IC50|pIC50|pIC50
12_a4|0|0.0|7.535296702|1|1|0.295190368|2.070952433|-0.1494133309999999|5.4161004020000005|-0.271149771|2|0.0381179139999999|-0.0334644329999999|1.587386096|-0.113938738|0.028152112|1|0.009024784|-0.051501982|-0.220286906|2|0.5687812560000001|-0.036425699|0.04172421|0.8749408470000001|1|0.805238097|-0.070256284|-0.074699711|0.636722126|0.01168879|-44.33087544|6.936764267999999|15.80191019|0.194761903|115.5823166|4.116653575|7.519189887|0.717772573|53.59101661|48.6306683|0.470780296|477.8721263000001|-9.127388465|0.282227427|6.223583758999999|11.7599245|0.889574393|-447.2420348|21.42753878|-258.476202|9.260141177|1.0|0.0|1.0|1.0|3.41|21.0|2.17|0.0|113.02|0.0|1.0|4.0|-4.18|29.0|404.48|0.0|1.0|-4.33|6.57e-05|0.0266|4.64e-05|2.72|1.45e-08|4.8592|6.12|-1617.861623|-1617.826064|640.67|1101.33|0.1194|255.16|503.28|0.63967|-0.16224|-0.2312199999999999|0.03555871|-1617.634733|9.29|5032.0|5032.0
32_a47|0|0.0|6.842683282|1|1|1.216307925|1.998170616|-0.1746026239999999|4.727387819|0.000921003|3|0.035568182|-0.013510009|1.6507707980000002|-0.2037028839999999|-0.044598914|1|0.002350172|-0.077485193|-0.2749014|2|0.6636125860000001|-0.0094137619999999|-0.078006445|0.858292442|1|0.851627782|-0.05770007|-0.0726950079999999|0.266433793|0.019295804|-52.38450683|13.90468487|28.55112477|0.148372218|106.9180086|10.01980854|44.50423685|0.64116122|68.76811937|55.48373932|0.44289006|613.6886524|-13.53252578|0.35883878|8.656942728999999|15.53902041|0.794977846|-717.2238666000001|29.28959351|-203.4434306|16.38361254|1.0|1.0|1.0|1.0|3.35|21.0|3.11|0.0|125.17|0.0|1.0|5.0|-4.81|31.0|436.91|0.0|1.0|-5.05|1.5399999999999998e-05|0.00674|8.89e-06|3.7|1.5e-09|4.9046|2.97|-1778.127634|-1778.0970140000002|692.49|1184.76|0.2969|252.79|548.86|0.48011|-0.1509599999999999|-0.20778|0.03062031|-1777.90286|0.1|7.0|7.0
19d_a38|1|3.314284769|7.412764017000001|2|2|1.297043205|0.0|0.013465335|5.351858133|-0.17467835|2|0.04572104|0.019858574|0.0|-0.6999264340000001|-0.024688524|1|-0.00835812|-0.060668296|-0.529632789|1|0.7581164340000001|0.111104525|-0.039361255|0.908591797|0|0.63167949|-0.116424545|-0.1248815919999999|0.3509455999999999|0.024158903|-80.2776536|15.53007152|158.6487879|0.36832051|236.7675313|9.98319831|115.6739235|0.7494816990000001|94.84426896|90.37127996|0.478151237|406.0626253|-18.15727844|0.250518301|7.056031803|13.52121974|0.916264002|-980.493036|37.68716585|-320.7487188|14.56661536|0.0|0.0|1.0|0.0|4.91|17.0|1.65|0.0|133.79|0.0|1.0|6.0|-3.87|33.0|444.46|0.0|0.0|-3.62|0.000134|0.0594|0.0002399999999999|1.65|3.94e-07|5.3771|4.13|-1500.898316|-1500.850957|679.08|1171.77|0.3167|230.58|517.77|0.3356699999999999|-0.15054|-0.20145|0.04735828|-1500.683599|11.0|7.9586|7.9586
11_a47|0|0.0|0.0|0|0|1.381898438|0.0|0.035230036|0.0|-0.156077888|3|0.033931624|-0.0586047379999999|1.311097861|-0.427212659|0.046339015|0|-0.00580273|-0.038723054|-0.451384505|3|0.702719047|-0.058523885|0.07716247|0.770028429|1|0.796863393|-0.08164597|-0.096486559|0.572646116|0.008462682|-59.10798423|5.184267117|119.4035378|0.203136607|124.4421556|3.175899139|1.882633323|0.816608795|66.9895812|55.20085753|0.4686568239999999|488.1611434|-13.48990542|0.183391205|5.966142027|11.22841564|0.8820228529999999|-687.9851765999999|26.96593732|-387.9111844|7.881596968999999|1.0|1.0|1.0|1.0|3.28|28.0|3.0|0.0|124.7|0.0|0.0|4.0|-6.29|32.0|422.45|0.0|1.0|-6.03|5.110000000000001e-07|0.000216|9.32e-07|5.06|2.81e-11|3.7253|4.84|-1396.184699|-1396.145101|654.49|1146.42|0.2321|332.82|549.52|0.6915399999999999|-0.1546|-0.20554|0.03959805|-1395.980918|0.04|7.4|7.4
12_a15|0|0.0|0.0|0|0|1.435689014|0.0|-0.071096525|0.0|-0.0455566929999999|2|0.034285714|-0.035728911|0.0|-0.370766171|-0.01062828|0|0.0034254209999999|-0.120626133|-0.380490701|2|0.8310685940000001|0.049877871|-0.019064393|0.769289315|0|0.89637291|-0.061084417|-0.094209248|0.738437971|0.015018226|-60.15445365|9.58943236|72.18361893|0.10362709|66.16793071|6.123040777999999|4.192089814|0.746489397|70.6606311|48.59303169|0.476419838|572.3516967|-13.04483751|0.253510603|5.448223888999999|10.40571107|0.909927213|-691.376388|27.36785616|-314.7766363|10.50617745|1.0|1.0|1.0|1.0|3.56|24.0|2.87|0.0|119.95|0.0|1.0|6.0|-6.22|30.0|397.47|0.0|1.0|-5.83|5.99e-07|0.0002379999999999|1.47e-06|5.29|1.51e-10|4.4819|5.16|-1281.087109|-1281.060163|688.91|1177.81|0.1374|276.63|585.26|0.50595|-0.15858|-0.19054|0.02694613|-1280.871722|4.0|8.3979|8.3979
7e_a8|1|3.038052327|7.05012252|0|0|1.394799915|1.3496955309999998|-0.150447714|4.844187086|-0.052939815|0|0.043758865|-0.03633378|0.0|-0.289324602|-0.0446343779999999|1|0.002669179|0.034227147|-0.341022848|0|0.5897105770000001|-0.023521398|-0.072307692|0.790500031|0|0.8291560379999999|-0.08608941|-0.0886889709999999|0.286669793|0.0215993429999999|-53.04282692|12.91806855|86.03149870000001|0.170843962|102.177831|7.725998682999999|63.5628736|0.776001552|64.23177694|64.40615805|0.4742828629999999|495.8990914|-13.39444718|0.223998448|7.70387217|14.654025199999998|0.902163597|-602.7501229|28.86058693|-330.14031780000005|11.18895001|1.0|0.0|0.0|0.0|3.2|23.0|3.54|0.0|108.43|0.0|1.0|4.0|-5.75|29.0|385.39|0.0|1.0|-5.41|1.78e-06|0.000686|3.87e-06|4.54|5.07e-09|3.8142|6.32|-1300.495519|-1300.467069|622.23|1060.05|0.3461|325.06|544.55|0.6998300000000001|-0.13577|-0.2054699999999999|0.02845071|-1300.327213|35.1|4.4547|4.4547
11_a3|0|0.0|6.823286122000001|0|0|0.605020608|0.0|0.119431379|4.727387819|-0.127546771|3|0.042795699|-0.101436441|1.710245969|-0.363112913|-0.023103765|1|-0.005959152|-0.0495219879999999|-0.577616902|3|0.8947911009999999|0.132535663|-0.04179402|0.793311683|1|0.777803048|-0.0955396769999999|-0.099420732|0.175996916|0.014376713|-47.02715152|6.800350988|253.1353625|0.222196952|105.101718|3.216644354|80.34769756|0.752484736|57.08178682|51.99171876|0.4680759679999999|367.9098016|-8.76293931|0.2475152639999999|5.475372235|10.29352296|0.8799677029999999|-289.1769972|24.61956593|-238.8563772|10.0546353|0.0|1.0|1.0|1.0|3.19|21.0|0.8|0.0|88.28|0.0|1.0|2.0|-4.08|22.0|305.36|0.0|1.0|-3.71|8.37e-05|0.0256|0.000197|2.22|3.06e-07|3.2232|2.12|-1288.195105|-1288.165162|508.58|834.82|0.4441|384.66|346.18|0.6966600000000001|-0.13118|-0.20018|0.02994326|-1288.10577|0.04|7.3979|7.3979
4k_a46|0|0.0|7.825245291|1|1|1.134637098|2.145043462|-0.050636784|5.587248657999999|-0.088084767|1|0.0510113959999999|-0.104665424|0.0|-0.252970193|-0.1032662209999999|1|0.006050983|0.008544799|-0.3860697829999999|1|0.78837943|-0.003017362|-0.141706595|0.787615341|0|0.8789113709999999|-0.091943864|-0.086581945|0.260665072|0.007038271|-46.76051618|3.801175594|171.92614719999997|0.121088629|65.39662252|2.052909907|0.0|0.8732380740000001|50.48291318|53.45751583|0.417368922|474.67574630000007|-8.94414722|0.126761926|5.726809252000001|9.829220349|0.7163519709999999|-429.3190666|18.96506421|-403.1511415|3.722397006000001|1.0|1.0|1.0|1.0|3.8|17.0|2.84|0.0|100.96|0.0|1.0|2.0|-4.82|25.0|333.43|1.0|1.0|-4.83|1.5e-05|5.0|1.4800000000000002e-05|4.05|2.48e-07|5.4228|4.52|-1053.433249|-1053.396715|582.84|1001.96|0.2259|228.63|500.36|0.39943|-0.18542|-0.20254|0.03653474|-1053.249847|0.08|7.0969|7.0969
A8301_a51|0|0.0|6.86171134|0|0|1.197963627|1.700610355|0.0245770529999999|4.727387819|-0.028789626|2|0.039058957|0.078523314|1.987294898|-0.242873103|-0.1227504419999999|1|0.007083041|-0.0357324579999999|-0.4354420879999999|2|0.7595189840000001|-0.013846396|-0.21474885|0.750630149|1|0.934739895|-0.055295165|-0.0780376929999999|0.339244706|0.008152073|-50.67621589|5.293803823|36.55933899|0.065260105|42.37868986|3.437697042|78.46116212|0.854959635|56.90163721|41.20144811|0.4799553379999999|607.0025787000001|-13.82143785|0.145040365|6.890532887999999|13.24988678|0.922911768|-691.0718926|24.89475504|-461.0082758|6.225421319|1.0|1.0|1.0|1.0|3.49|27.0|3.35|1.0|129.04|0.0|1.0|5.0|-6.6|31.0|421.52|0.0|1.0|-5.93|2.5e-07|0.000105|1.17e-06|5.02|4.12e-10|||||||||||||||12.0|7.9208|7.9208
10_a4|0|0.0|7.535296702|1|1|1.343863662|2.146166934|-0.180140166|5.4161004020000005|0.005483539|2|0.038699764|0.00941601|2.149387791|-0.159792527|-0.090413559|1|0.011142889|-0.083887216|-0.241683916|2|0.6990620390000001|-0.120059574|-0.150288496|0.861225169|1|0.921653019|-0.051015897|-0.079432495|0.43000216|0.014582852|-45.97324097|8.440134933|39.48408698|0.078346981|45.34497624|4.884907049|64.26218096|0.744529685|54.09964719|37.96666686|0.4858700179999999|533.4262268|-9.046715915|0.255470315|5.759414166|11.20225306|0.945033425|-452.3357957|20.99433004|-283.0534799|8.126406226|1.0|1.0|1.0|1.0|3.46|21.0|2.53|0.0|111.38|0.0|1.0|4.0|-4.66|28.0|370.45|1.0|1.0|-4.85|2.21e-05|0.00818|1.4e-05|3.85|8.51e-09|4.9674|3.34|-1183.812875|-1183.790554|619.99|1083.65|0.1792|249.6|470.02|0.4662|-0.15561|-0.2025|0.02232068|-1183.602045|88.0|7.0555|7.0555
9h_a24|1|2.916716427|7.153833802|0|0|1.428198245|1.726213624|-0.203768024|5.209486153|2.01e-05|2|0.023854167|0.078066659|0.0|-0.105982525|-0.002471577|2|0.012380829|-0.02551563|-0.207206943|2|0.687815726|0.183289617|-0.004960317|0.859720539|0|0.883775278|-0.060337884|-0.0687348109999999|0.4016070679999999|0.018457687|-32.48899638|8.724425117000001|167.2085719|0.1162247219999999|54.93613103|4.123788393|1.773520599|0.572371258|47.51520531|37.24443236|0.477589721|417.7355164|-5.871651668999999|0.427628742|5.805547147|11.11300329|0.914204295|-199.6361567|21.70315707|-68.41568372|15.02620893|1.0|0.0|1.0|1.0|2.84|22.0|1.07|0.0|82.17|0.0|1.0|3.0|-2.83|22.0|288.31|1.0|1.0|-3.24|0.00147|423.0|0.000575|1.7|8.95e-07|5.1739|1.16|-945.2642633|-945.2337612|506.68|831.92|0.3844|239.63|363.48|0.54606|-0.18239|-0.22593|0.0305020989999999|-945.200628|77.0|7.1135|7.1135
11_a4|0|0.0|7.535296702|1|1|0.626711769|2.159635561|-0.20567828|5.4161004020000005|0.032861655|2|0.03617284|-0.017835936|2.216390726|-0.056016567|-0.0043410079999999|1|0.010782511|-0.0278843589999999|-0.145254541|2|0.6575743310000001|-0.163623353|-0.007574475|0.875868891|1|0.930113409|-0.054262142|-0.06530408|0.4523305489999999|0.009336075|-37.74083422|5.395547437|12.88007087|0.069886591|40.38918044|3.118219598|59.55648883|0.7560913159999999|44.63993001|36.75497433|0.480360734|537.5354202000001|-7.889214068999999|0.243908684|6.850305797000001|13.18281017|0.924411925|-370.7930613|18.0546182|-296.0029432|6.89909579|1.0|1.0|1.0|1.0|3.31|21.0|3.15|0.0|111.64|0.0|1.0|4.0|-5.14|27.0|372.49|0.0|1.0|-4.97|7.27e-06|0.00271|1.06e-05|3.99|8.89e-09|4907.0|3.2|-1467.463842|-1467.440475|630.04|1071.03|151.0|252.67|479.99|0.4444|-0.15885|-0.2146699999999999|0.02336674|-1467.255521|0.11|6.9586|6.9586
13b_a6|1|3.423777636|7.412764017000001|1|1|1.430640379|0.0|-0.0411179|5.351858133|-0.0265090529999999|1|0.042739018|0.060593678|0.0|-0.6051312529999999|-0.064811009|1|-0.00194781|-0.10896749|-0.490758329|1|0.850080948|-0.029988734|-0.11338525|0.8370824240000001|0|0.7757172059999999|-0.093125205|-0.112915801|0.202093555|0.032036214|-74.04643339|21.00828557|154.7847961|0.2242827939999999|147.0772097|13.77653618|554.4007331|0.757233678|87.39962829999999|82.07670290000002|0.408780634|508.6895893|-17.48058934|0.2427663219999999|9.087172635|15.37022155|0.69141956|-874.0294667999999|35.20276076|-337.3706117|13.35319491|1.0|1.0|1.0|1.0|3.56|23.0|1.29|0.0|116.79|0.0|1.0|5.0|-5.51|31.0|409.44|0.0|1.0|-4.99|3.11e-06|0.0012699999999999|1.02e-05|3.8|9.77e-10|4.8494|4.04|-1350.0903970000002|-1350.061187|694.33|1167.21|0.7846|255.67|574.07|0.58026|-0.14898|-0.20156|0.02920955|-1349.898848|174.0|6.7595|6.7595
16a_a32|1|3.357452523|7.765993078999999|0|0|0.6094207620000001|0.0|0.205693867|5.733341277|-0.0848387459999999|0|0.03995614|-0.053745649|2.095743605|-0.6911813920000001|-0.058518519|3|-0.005552127|-0.107321286|-0.707456102|0|0.859696525|0.039965071|-0.098258706|0.909908319|1|0.756542831|-0.090389538|-0.119471489|0.283324612|0.020664867|-74.35152328|12.86051026|92.00611646|0.2434571689999999|151.5123947|8.003570876|66.13699638|0.6968200370000001|88.96104768|69.11326055|0.450892763|470.82456669999993|-14.39564033|0.303179963|7.183246604|13.08168264|0.8211379000000001|-647.803815|33.19592405|-244.9767673|14.6095244|1.0|0.0|1.0|1.0|3.53|19.0|0.88|0.0|108.86|1.0|1.0|7.0|-5.49|27.0|398.51|0.0|1.0|-4.04|3.2e-06|0.00128|9.14e-05|2.65|5.04e-08|3.6314|3.9|-1896.81177|-1896.770883|664.67|1096.48|0.2859|341.42|535.63|0.70245|-0.15045|-0.20718|0.04088655|-1896.649286|11.0|7.9586|7.9586
16_a20|1|3.485659565|6.842683282|0|0|1.401259527|0.0|-0.014660441|4.727387819|0.00695144|2|0.0388043479999999|0.126359252|2.013871268|-0.254072625|-0.062750442|1|0.001157852|-0.070208458|-0.458484451|2|0.7582110409999999|-0.085041518|-0.10978034|0.809440795|1|0.915005572|-0.066137353|-0.077793092|0.382481746|0.011604018|-51.18223058|7.634605066000001|69.28224942|0.084994428|55.92018945|5.023018225|3.46788153|0.780108103|60.02453683|51.14820251|0.464473378|602.0075202|-12.79619894|0.219891897|8.166385503999999|15.24926152|0.8673208|-639.8099471|24.9314775|-368.5817657|8.84230625|0.0|1.0|1.0|1.0|3.5|27.0|2.2|0.0|121.69|0.0|0.0|4.0|-6.06|31.0|401.46|0.0|1.0|-5.66|8.68e-07|0.000349|2.17e-06|4.69|3.0500000000000005e-11|5.9837|4.45|-1275.900951|-1275.8670960000002|686.59|1174.61|0.3431|207.2|554.41|0.32553|-0.1481299999999999|-0.20722|0.03385502|-1275.6960869999998|26.0|7585.0|7585.0
12c_a36|1|3.447900368|7.412764017000001|2|2|1.29696741|0.0|-0.087096843|5.351858133|-0.04162109|2|0.040899471|0.085843909|0.0|-0.414055975|-0.056994595|1|0.0010871589999999|-0.103922055|-0.4423430339999999|1|0.8941919290000001|-0.033217921|-0.097861598|0.8741648479999999|0|0.840733512|-0.073370864|-0.105624703|0.462597812|0.019582215|-67.84435546|12.5779546|60.79111287|0.159266488|102.2992907|8.079011794|6.546878962999999|0.75500974|80.22754474|59.70517794|0.473610011|540.0159387|-15.68788659|0.24499026|6.772454418|12.86584957|0.899732176|-784.3943293|32.34920911|-327.5932797|12.38318928|1.0|0.0|1.0|0.0|4.74|17.0|2.51|0.0|128.76|0.0|1.0|5.0|-4.44|30.0|415.88|1.0|1.0|-4.59|3.64e-05|0.0151|2.55e-05|3.31|6.65e-08|3.8436|3.79|-1692.540795|-1692.511019|672.74|1137.55|0.3927|322.58|509.61|0.68913|-0.15835|-0.2082699999999999|0.02977602|-1692.3713309999998|9.0|8.0458|8.0458
12_a3|0|0.0|6.823286122000001|0|0|0.605020506|0.0|0.167987916|4.727387819|-0.118456941|2|0.042795699|-0.120694579|2.07135708|-0.336455156|-0.069857022|1|-0.0045709459999999|0.017902469|-0.604704476|2|0.899733837|-0.039834906|-0.125395523|0.784451598|1|0.829399708|-0.092838926|-0.096133903|0.101891875|0.011076075|-45.63945658|5.258353635|239.2266101|0.170600292|80.99228663|2.496397166|76.23910943|0.830418645|52.16354015|49.333524|0.463780604|393.75653|-8.921820355|0.169581355|5.6343192|10.50748861|0.864908294|-303.3418921|22.63041363|-313.7317211|6.524083564|1.0|1.0|1.0|1.0|3.2|21.0|1.6|0.0|90.49|0.0|1.0|2.0|-5.68|22.0|304.37|0.0|1.0|-4.84|2.07e-06|0.000629|1.44e-05|4.03|1.3e-07|3263.0|2.94|-1272.152002|-1272.125792|515.23|847.25|0.5056|379.97|361.95|0.69784|-0.13153|-0.19514|0.02620998|-1272.058487|3548.0|5.45|5.45
14a_a3|0|0.0|6.823286122000001|0|0|0.6050202020000001|0.0|0.111575338|4.727387819|-0.1160619169999999|3|0.043464052|-0.143740653|1.772745969|-0.363198151|-0.172643335|1|-0.004161699|-0.050943323|-0.582572884|3|0.882394075|0.164994144|-0.287221775|0.822587422|1|0.790894937|-0.091731577|-0.094609848|0.21389849|0.0140376889999999|-46.53709886|6.904918591|256.5548327|0.209105063|102.8554977|3.396421044|83.70773843|0.7608768779999999|55.84414456|52.02624107|0.481997259|389.0288018|-8.902004327|0.239123122|5.308770254|10.24853699|0.930491715|-320.4721558|23.78539971|-256.6424807|9.307045698|0.0|1.0|1.0|1.0|3.27|21.0|1.04|0.0|93.25|0.0|1.0|2.0|-4.45|23.0|319.38|0.0|1.0|-3.99|3.54e-05|0.0113|0.000103|2.58|1.28e-07|3.2363|2.44|-1327.513792|-1327.485188|528.91|822.33|0.4524|383.1|373.85|0.69708|-0.1321|-0.19946|0.02860456|-1327.403067|0.03|7.5229|7.5229
13c_a6|1|3.441255118|7.412764017000001|1|1|1.424213869|0.0|-0.046663393|5.351858133|-0.0122495089999999|1|0.040821256|0.049627353|0.0|-0.605286688|-0.0942387559999999|1|-0.000899678|-0.106686991|-0.490486317|1|0.845481322|0.085414885|-0.167542194|0.8353837409999999|0|0.786809832|-0.093635525|-0.111231609|0.22875443|0.030547186|-75.71763296|20.79409503|157.60887419999997|0.213190168|145.12291069999998|14.15496611|567.1031411|0.772032541|88.21184769|84.53371376|0.466844407|535.5975578|-18.47751526|0.2279674589999999|8.038175951|15.07660437|0.875625075|-979.308309|35.15921372|-370.3562372|12.49421473|1.0|1.0|1.0|1.0|3.61|23.0|1.5|0.0|121.6|0.0|1.0|6.0|-5.95|32.0|423.47|0.0|1.0|-5.27|1.11e-06|0.000471|5.42e-06|4.23|3.96e-10|5.992000000000001|4.5|-1389.39897|-1389.371325|719.8|1217.77|0.5471|206.92|596.15|0.48478|-0.14975|-0.1999|0.0276450999999999|-1389.184603|73.0|7.1367|7.1367
11a_a50|0|0.0|7.927685046000001|1|1|1.397733996|4.088412042|-0.156121881|5.82008293|-0.014702942|1|0.038040936|-0.04339705|2.114272566|-0.134056065|-0.129547471|2|0.012037198|-0.162848233|-0.267331063|1|0.701976536|-0.158172459|-0.200986578|0.8535780190000001|1|0.917127112|-0.048213112|-0.071180382|0.2931724189999999|0.01848869|-37.63057389|9.774322692|7.53108119|0.0828728879999999|43.81199235|5.167341939|67.28055926|0.6543614329999999|48.67321197|35.26290548|0.463749257|484.8529701000001|-7.104987834|0.345638567|5.965221997|11.123941699999998|0.864799282|-298.409489|20.53832944|-163.21096210000002|11.04263807|0.0|0.0|1.0|1.0|3.44|20.0|2.25|0.0|99.65|0.0|2.0|2.0|-3.58|25.0|327.38|1.0|1.0|-4.16|0.000263|0.0862|6.97e-05|2.9|1.35e-06|4.0636|3.05|-1045.978598|-1045.954278|574.01|963.2|0.1761|305.11|437.9|0.65485|-0.16769|-0.2005299999999999|0.02431947|-1045.84627|59.0|7.2291|7.2291
12ac_a36|1|3.4419617660000004|7.412764017000001|2|2|1.297043188|0.0|-0.050997272|5.351858133|-0.073735973|2|0.042560386|0.03586247|0.0|-0.450737917|-0.0121300989999999|1|0.0018565629999999|-0.098698552|-0.433636165|1|0.8058720979999999|0.135371136|-0.020272679|0.863165958|0|0.779673368|-0.080202334|-0.104391657|0.4712820929999999|0.021508835|-72.4798052|14.93372351|118.0445703|0.220326632|152.9742102|10.36858115|20.70356046|0.7316461470000001|86.51036063|70.61872461|0.44477577|541.3322795|-17.38437788|0.268353853|8.126831024|14.63702516|0.801074136|-956.1407834|34.22211444|-321.66684580000003|14.03055543|1.0|0.0|1.0|0.0|4.86|17.0|1.59|0.0|133.95|0.0|1.0|6.0|-3.81|32.0|423.47|0.0|0.0|-3.95|0.000154|0.0653|0.000112|2.36|1.29e-07|3.8843|4.84|-1385.606133|-1385.566143|711.77|1200.61|0.3302|319.2|554.84|0.56186|-0.15675|-0.20949|0.03998989|-1385.382927|13.0|7.8861|7.8861
28_a20|0|0.0|6.842683282|0|0|1.417203216|1.837209467|-0.013841559|4.727387819|-0.114439513|3|0.0396875|0.091462964|1.650185059|-0.363557127|-0.039965901|1|0.002695258|-0.016955137|-0.447096101|3|0.715067047|-0.104458316|-0.06654421|0.812553182|1|0.7817507370000001|-0.086299346|-0.091179288|0.3962228229999999|0.014682607|-60.85602167|9.799649234|318.7453661|0.218249263|145.66665480000003|6.540604536|88.39175809|0.773641727|71.98460956|67.39863895|0.468838001|521.7658603|-15.62203369|0.226358273|7.587188177000001|14.28413212|0.8826648009999999|-812.3457521|30.25452396|-365.2747728|11.12858789|0.0|1.0|1.0|1.0|3.45|27.0|1.73|0.0|122.8|0.0|1.0|5.0|-4.42|32.0|420.47|0.0|1.0|-4.43|3.77e-05|0.0159|3.72e-05|2.68|1.57e-09|4.7905|4.64|-1368.363151|-1368.32781|704.42|1198.32|0.2354|258.81|531.85|0.50352|-0.15572|-0.21814|0.03534166|-1368.146882|255.0|6.5935|6.5935
4e_a49|0|0.0|7.535296702|1|1|1.343847746|2.085628989|-0.076526919|5.4161004020000005|-0.074495823|2|0.036555556|-0.080255074|1.713107022|-0.3631108529999999|0.018857363|1|0.000660956|-0.037142108|-0.403194204|2|0.7541604690000001|0.0063958109999999|0.032396301|0.856023531|1|0.757062331|-0.09422276|-0.087866673|0.433385455|0.017142176|-53.89448633|10.51443916|313.22432680000003|0.242937669|149.0098632|6.449206277999999|60.11195021|0.650328475|68.38360061|68.30753733|0.471635821|464.3567821|-11.01902676|0.349671525|7.934910277|15.01788083|0.892633982|-561.9703647000001|27.6242383|-184.4129453|14.48911428|0.0|1.0|1.0|1.0|3.35|21.0|1.25|0.0|114.08|0.0|1.0|6.0|-3.28|30.0|399.45|0.0|1.0|-3.52|0.000528|211.0|0.000305|1.71|4.35e-08|5.7301|3.34|-1313.199448|-1313.158118|660.22|1128.64|0.2273|216.37|504.63|0.4078199999999999|-0.1585099999999999|-0.2231199999999999|0.04133034|-1312.98289|34.0|7.4685|7.4685
9_a27|1|2.627701427|6.842683282|0|0|1.391067068|1.830911754|0.164227115|4.727387819|-0.050617284|2|0.042847222|-0.152086653|1.233610009|-0.331842668|-0.0447599329999999|1|0.00651856|-0.101933162|-0.541535578|2|0.677253824|0.017503266|-0.071974951|0.8806964490000001|1|0.7988644709999999|-0.078270599|-0.088404481|0.36853691|0.019589991|-45.58003501|10.10030794|128.27738490000002|0.2011355289999999|103.702486|5.20756849|65.12542467|0.7892801540000001|53.0685473|50.45546414|0.466349763|411.8826346|-8.952528705|0.210719846|5.03925321|9.442988795|0.873886547|-376.0062056|21.99956856|-298.297086|7.488512291|1.0|0.0|0.0|1.0|3.12|21.0|2.66|0.0|97.46|0.0|1.0|3.0|-4.06|25.0|331.37|1.0|1.0|-4.08|8.66e-05|0.0287|8.28e-05|2.8|8.69e-08|5.5421|4.67|-1083.143348|-1083.118736|549.64|945.35|0.1982|223.71|425.08|0.35593|-0.1716|-0.2187|0.02461151|-1083.017359|2.0|8699.0|8699.0
10_a15|0|0.0|0.0|0|0|1.4356889780000002|0.0|-0.137104477|0.0|-0.0435725659999999|2|0.037209302|-0.0869138469999999|0.0|-0.384887119|0.010152859|0|0.0034254209999999|-0.120626133|-0.391156537|2|0.8310685940000001|0.0107135269999999|0.018211609|0.7585998270000001|0|0.933136945|-0.052826735|-0.101494566|0.640780603|0.010485777|-59.05618983|6.101312009|6.497096666|0.066863055|38.90530741|3.550143186|0.0|0.8301726490000001|65.80736417|36.83936823|0.449323734|542.9602292000001|-12.31872585|0.169827351|5.555044294|10.08767698|0.815948972|-652.8924702|25.50202895|-384.2321709|6.751174337|1.0|1.0|1.0|1.0|3.58|24.0|2.87|0.0|119.95|0.0|1.0|6.0|-6.22|30.0|397.47|0.0|1.0|-5.83|5.99e-07|0.0002379999999999|1.47e-06|5.29|1.51e-10|4.4682|5.16|-1281.088565|-1281.061184|631.2|1136.48|0.1412|277.48|487.16|0.66799|-0.15377|-0.18958|0.02738146|-1280.862627|7.0|8.1549|8.1549
