molecula|SddssS|n9FaHRing|n9FaRing|SssssC|NaasN|SRW09|nARing|MATS2c|AATSC1c|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|n5aRing|n5aHRing|AATSC7i|MATS1c|GATS1are|BIC2|MATS8s|SIC2|RASA|FNSA3|FNSA5|PNSA3|PNSA5|PPSA3|RNCS|RPSA|FNSA4|WPSA3|RPCS|FNSA2|WNSA3|PNSA4|DPSA3|GRAVp|TASA|PNSA2|MOMI-Z|WNSA4|GRAV|PPSA1|DPSA1|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|BBB|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Approximated area|Contribuition (max. transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Gibbs Free Energy|IC50|pIC50|pIC50
6c_a31|0.0|0|0|0.0|0|7.78113851|1|0.047405064|-0.015192833|5.733341277|-0.151732713|0|0.038901235|0.137523742|2|2|0.2301743489999999|-0.582545668|0.831901219|0.790900932|-0.078059285|0.846458013|0.641197273|-0.120905075|-0.126324613|-76.54198229|-79.97295595|20.09112958|163.6316745|0.358802727|-0.044739967|12.71919216|105.7632176|-2.147518413|-48.45681657|-28.32375523|96.63311186|2837.949799|405.9259734|-1359.540251|2357.829685|-17.93106176|6283.091868|148.5675636|-335.9398876|1776.424619|597.3075924999999|13.44788285|1.0|1.0|1.0|2.0|3.67|3.13|0.14|22.0|-7.72|131.36|1.58|2.0|0.0|0.0|5.0|-6.09|5.0|-6.27|418.47|0.0|1.0|-4.94|8.179999999999999e-07|1.15e-05|0.0048|0.0|0.0|7.9e-06|-0.0581799999999999|3.2974|5.08|3.2974|-1691.948653|1125.85|376.01|0.5028|524.56|0.7014699999999999|-1691.734564|-0.13351|5.9253|-1691.794585|0.34|6.4685|6.4685
4i_a46|0.0|0|0|0.19654443|1|7.825245291|1|-0.167244168|-0.002360192|5.587248657999999|-0.018872727|1|0.049498645|-0.088884176|1|1|-0.133434195|-0.22302552|0.7204791309999999|0.749522825|-0.0656636|0.786754478|0.940780437|-0.058565229|-0.075208437|-33.08099617|-42.48203383|8.847405392999999|67.51603424|0.0592195629999999|-0.025069479|4.997521397|70.55661087|-1.278543436|-18.68604171|-14.16067794|41.92840157|2200.19132|531.4066842|-722.1945751000001|2253.484644|-7.998762108999999|4893.587424|133.40134070000002|-298.0546045|945.4890404|579.2365607|6.567484272000001|1.0|1.0|1.0|0.0|3.88|3.5|0.36|17.0|-7.3|39.94|3.06|1.0|0.0|0.0|3.0|-4.94|3.0|-5.31|347.45|1.0|1.0|-5.04|1.16e-05|9.13e-06|0.00317|0.0|0.0|1.75e-05|-0.01646|5.3987|4.46|4.4232|-1092.70435|1058.5|280.31|0.2805|546.24|0.41877|-1092.473422|-0.18438|2.8538|-1092.528145|612.0|6.2132|6.2132
12j_a36|0.0|0|0|0.0|0|7.412764017000001|2|-0.084183025|-0.007086381|5.351858133|-0.0446165029999999|2|0.039061728|0.091496219|1|1|0.161289379|-0.436310965|0.906423012|0.820041835|-0.1241793309999999|0.87043328|0.852586292|-0.069970795|-0.105480639|-46.2113679|-69.66341599|11.99396966|26.39145693|0.147413708|-0.037113558|7.921272637|2.098786266|-2.004132137|-30.5197407|-24.51120192|58.20533756|2881.20453|563.0803357000001|-1323.6049039999998|2536.987511|-16.18812775|6352.018345|148.06163930000002|-364.314663|1706.0876829999995|725.9470896|10.92807939|1.0|1.0|1.0|2.0|4.86|0.0|0.17|17.0|-7.05|94.5|2.51|1.0|0.0|0.0|6.0|-4.85|4.0|-6.64|427.52|0.0|0.0|-4.51|1.4300000000000002e-05|3.09e-05|0.0132|0.0|0.0|3.83e-05|-0.05098|5.2072|3.37|3.7807|-1670.420129|1198.96|327.94|0.4981|536.01|0.37116|-1670.184251|-0.15495|6.4451|-1670.245584|0.01|8.0|8.0
11b_a31|0.0|0|0|0.0|0|7.765993078999999|1|0.078614731|-0.01950528|5.733341277|-0.172248605|0|0.043380952|-0.078907688|2|2|-0.129901143|-0.564706551|0.833717183|0.834596039|0.067031897|0.889561759|0.545458754|-0.143839236|-0.148709304|-80.0942166|-82.80602396|21.02499452|286.7721447|0.454541246|-0.044612791|11.70737909|87.78853803|-1.784511651|-44.59898223|-24.84180719|101.1192111|2410.572158|303.7286124|-993.6722875|1756.711832|-13.83270059|5202.545866|183.9081702|-189.0151528|1483.70453|397.3137532|17.50115151|1.0|1.0|1.0|2.0|3.41|2.29|0.24|16.0|-5.45|125.57|0.79|1.0|0.0|0.0|5.0|-4.74|6.0|-6.73|357.38|0.0|1.0|-3.75|1.82e-05|0.000178|0.0637|0.0|0.0|0.00128|-0.03574|3.8437|4.07|3.8437|-1520.0430279999998|969.71|322.57|0.2634|479.66|0.70073|-1519.909742|-0.15936|3.2104|-1519.967224|0.53|6.2757|6.2757
20b_a10|0.0|0|0|0.0|1|7.535296702|1|0.048567614|-0.007463406|5.4161004020000005|-0.073703704|2|0.035818182|-0.030238422|1|1|-0.049452599|-0.450145946|0.725009545|0.761071345|0.052265135|0.817426568|0.75259177|-0.094975935|-0.088479815|-60.68950774|-56.53849503|8.331370518|81.39248686|0.24740823|-0.033783202|5.323735696|91.02309592|-1.85807612|-38.78052212|-21.58742537|69.02087825|3085.433676|480.905232|-1187.308396|2257.777328|-13.79433873|7173.225184999999|152.3236842|-334.3514234|1558.922202|769.1246171|10.92981783|1.0|1.0|1.0|1.0|3.54|3.15|0.11|27.0|-8.93|95.92|2.41|2.0|0.0|0.0|5.0|-5.22|5.0|-6.53|447.49|0.0|1.0|-5.09|6.05e-06|8.13e-06|0.00364|0.0|0.0|5.26e-07|-0.0578399999999999|5.9354|4.88|3.9013|-1465.587932|1218.74|317.8|0.2782|482.93|0.3246|-1465.333983|-0.16388|5725.0|-1465.395231|1.1|5.9586|5.9586
12bb_a36|0.0|0|0|0.0|0|7.412764017000001|2|-0.07834963|-0.008239316|5.351858133|-0.117921811|2|0.04625323|0.096309833|1|1|0.2463876689999999|-0.421445726|0.653741315|0.836170906|0.0534307559999999|0.892249657|0.6888482109999999|-0.090660196|-0.114330726|-58.19935506|-73.39466247|14.16769093|88.91215764|0.311151789|-0.038872447|9.094955748|0.0|-1.943622342|-37.36110291|-24.95418524|72.36704599|2902.055617|442.2064275|-1247.709262|2458.790147|-16.01935076|6285.088971|180.1992964|-281.5518699|1734.6302440000002|593.6088758|14.75518126|1.0|0.0|0.0|2.0|4.72|0.0|0.14|17.0|-7.12|69.2|2.78|1.0|0.0|0.0|5.0|-3.99|6.0|-6.8|417.41|1.0|0.0|-4.32|0.000102|4.81e-05|0.0201|0.0|0.0|3.17e-05|-0.0566799999999999|5.2382|3.66|3.8001|-1431.374881|1120.72|326.27|0.4172|515.92|0.38838|-1431.178978|-0.15507|6251.0|-1431.238418|0.01|8.0|8.0
9g_a24|0.0|0|0|0.0|1|7.273092596000001|0|-0.318471716|-0.00106361|5.283203728999999|0.001126633|2|0.0279797979999999|-0.162313932|2|2|-0.292600863|-0.079421802|0.683676657|0.7931626959999999|0.13372961|0.859302479|0.8671367529999999|-0.064835725|-0.065668047|-32.080056199999994|-32.49188065|9.283063574|174.88817269999998|0.132863247|-0.021297745|4.593165278|0.0|-0.788016565|-15.87288497|-10.53790724|41.36311977|2123.257348|429.0504306|-389.9025677|1196.910121|-5.214049137|4355.725609|256.3375151|17.88521849|809.0499476|341.3207334|16.76589519|0.0|0.0|1.0|1.0|2.8|1.78|0.06|22.0|-6.43|72.28|0.64|0.0|0.0|0.0|3.0|-2.49|4.0|-7.17|302.33|1.0|0.0|-3.09|0.00323|0.0008179999999999|247.0|0.0|0.0|0.000113|-0.03585|5.2521|0.75|4.2802|-984.5565078|879.99|289.67|0.2444|400.47|0.4227399999999999|-984.447764|-0.17806|2.9691|-984.497752|68.0|7.1675|7.1675
12u_a36|0.0|0|0|0.0|0|7.412764017000001|2|-0.054501792|-0.006461999|5.351858133|-0.0407717229999999|2|0.042560386|0.033763276|1|1|0.055588998|-0.438988314|0.901715152|0.8101678720000001|0.080270195|0.855176759|0.842227829|-0.07260571|-0.0969881059999999|-50.53295452|-67.50289394|12.27663887|86.1184622|0.157772171|-0.03452119|8.544435884|5.944854912|-2.036750221|-35.17050511|-24.02645378|62.80959338|2831.106839|586.1833819|-1417.5607730000002|2455.7556010000003|-16.72220679|6127.402572|153.5444314|-388.9026034|1818.813889|799.5563855|10.55929252|1.0|1.0|1.0|2.0|5.05|0.0|0.24|17.0|-7.38|69.2|2.66|2.0|0.0|0.0|6.0|-4.95|4.0|-6.19|423.51|1.0|1.0|-4.86|1.13e-05|1.39e-05|0.00589|0.0|0.0|1.7800000000000002e-05|-53.0|3.8847|4.21|3675.0|-1350.865506|1254.5|337.37|0.4267|590.18|0.69258|-1350.575382|-0.15109|5.8702|-1350.638138|16.0|7.7959|7.7959
4q_a46|0.0|0|0|0.09591943|1|7.832410927000001|1|-0.2520920439999999|-0.001250008|5.587248657999999|0.004704245|2|0.0462962959999999|-0.012611536|1|1|-0.019471024|-0.125840557|0.716317772|0.807871283|-0.15266708|0.848935944|0.913550004|-0.052170875|-0.070035423|-29.12008262|-39.09149156|8.099124333999999|38.31894407|0.086449996|-0.021010627|4.520667361|72.14599138|-1.050531344|-16.25388148|-11.72744747|37.21920695|2234.596293|509.9138517|-586.3723734|1491.412605|-6.545879136|4992.497361|212.350744|-133.46593529999998|946.4377411|554.3688216|10.28758193|1.0|1.0|1.0|0.0|3.95|3.16|0.38|17.0|-6.94|52.83|1.75|0.0|0.0|0.0|4.0|-3.41|4.0|-6.54|348.44|1.0|0.0|-3.89|0.000389|0.000129|0.0449|0.0|0.0|3.97e-05|-0.03042|4.5296|2.57|4.5296|-1108.729426|1043.05|273.72|0.1432|510.13|0.69002|-1108.511662|-0.1903|2.7026|-1108.566571|743.0|6129.0|6129.0
3c_a32|0.0|1|1|0.0|0|7.765993078999999|0|0.025890116|-0.006923974|5.733341277|-0.048337951|0|0.043817204|-0.0522536959999999|3|3|-0.097512832|-0.5427297289999999|0.831186295|0.839409251|-0.003205869|0.901864778|0.888766719|-0.0679200029999999|-0.0943910459999999|-34.91603827|-48.52416391|7.772301225|59.72163595|0.1112332809999999|-0.0288417079999999|3.995552912|0.0|-1.038301506|-17.94949454|-14.82682786|42.68833949|2152.627425|456.8935699|-533.7658031000001|1393.156794|-7.622115192000001|4598.027604999999|157.331845|-199.4122311|769.1680542|370.5811396|9.416090047|1.0|1.0|1.0|1.0|3.22|2.95|0.19|19.0|-6.89|110.94|1.7|1.0|0.0|0.0|3.0|-6.18|3.0|-5.35|326.44|0.0|1.0|-4.91|6.65e-07|1.22e-05|0.00399|0.0|0.0|4.18e-05|-0.05487|3.5169|3.02|3.5169|-1633.419633|903.81|352.54|0.5017|425.74|0.7034600000000001|-1633.297494|-0.14219|3123.0|-1633.348356|9.0|8.0458|8.0458
14e_a23|0.0|1|1|-4.45581912|2|7.423568444|0|0.059967018|-0.008865361|5.351858133|-0.272389934|2|0.044241453|0.023369734|2|2|0.072830644|-0.5232404310000001|0.560094237|0.791790895|0.133270225|0.8510270329999999|0.925392058|-0.073376247|-0.089453046|-51.07141556|-62.2612068|12.5437807|48.244071000000005|0.074607942|-0.03935934|8.73073591|0.5612316039999999|-1.96796702|-35.54678231|-27.39493099|63.61519626|3255.313968|644.0923882999999|-1369.74655|2428.874279|-19.06744972|7663.17288|141.6222839|-412.7765217|1719.6510460000002|658.8108151|12.49658915|0.0|1.0|1.0|1.0|3.54|3.62|0.09|26.0|-8.23|105.02|3.82|2.0|1.0|0.0|6.0|-6.38|7.0|-6.06|479.48|0.0|0.0|-5.79|4.1200000000000004e-07|1.61e-06|0.000773|0.0|0.0|2.85e-06|-0.08122|3.7033|4.2|3.7033|-1966.943431|1209.58|334.8|0.3178|571.39|0.63922|-1966.720803|-153.0|3.7696|-1966.785007|3.0|8.5214|8.5214
20_a47|0.0|1|1|0.0|1|6.86171134|0|0.055662511|-0.011237762|4.727387819|-0.161476442|2|0.039520202|0.031814023|1|1|0.087325054|-0.5332051720000001|0.61847122|0.7962508290000001|-0.069674604|0.8575369009999999|0.6888286020000001|-0.083811055|-0.092005493|-45.68149289|-50.14789824|12.85623208|43.63174229999999|0.311171398|-0.032859105|7.00733184|49.00609086|-1.38008239|-24.89884887|-17.90996366|58.53772498|2630.63609|375.4483088|-752.2184736|1219.306754|-9.761884958|5896.060936|220.6189341|-103.815441|1263.735287|428.5826478|18.94506718|0.0|1.0|1.0|2.0|3.19|2.96|0.05|21.0|-7.31|84.73|2.75|1.0|0.0|0.0|5.0|-4.06|6.0|-6.75|380.35|0.0|1.0|-4.08|8.72e-05|8.32e-05|0.0316|0.0|0.0|1.86e-05|-0.06357|3.9808|4.08|3.9808|-1335.708279|964.94|311.45|0.2807|426.08|0.68219|-1335.566785|-0.16377|3.1747|-1335.620783|3.0|8.6|8.6
4r_a46|0.0|0|0|-0.03033057|1|7.832410927000001|1|-0.173617329|-0.002826188|5.587248657999999|-0.074041799|2|0.044728682|-0.15196733|1|1|-0.237647432|-0.246070691|0.7794598220000001|0.810646641|-0.077483502|0.8549242340000001|0.8478197820000001|-0.079297367|-0.081339886|-42.06465252|-43.14814202|6.071841742999999|176.18445569999997|0.152180218|-0.0259595379999999|3.220912917|0.0|-1.220098292|-22.31391864|-13.77068362|48.13649426|2137.47734|449.7405899|-647.2221302999999|1451.6122289999998|-7.304896049|4775.760774|151.3787482|-227.7097083|905.6728276|496.0386301|8.076584289|0.0|0.0|1.0|1.0|3.82|2.89|0.35|17.0|-6.25|63.83|1.52|0.0|0.0|0.0|3.0|-3.09|4.0|-6.83|334.41|1.0|0.0|-3.55|0.00081|0.000279|0.0933|0.0|0.0|0.000188|-0.03073|4.5209|2.3|4.5209|-1069.419677|986.04|274.25|0.1404|467.85|0.69085|-1069.231407|-0.18999|2.6630000000000003|-1069.284137|1413.0|5.8499|5.8499
12an_a36|0.0|0|0|0.0|0|7.412764017000001|2|-0.05423417|-0.0070293469999999|5.351858133|-0.046532211|2|0.042739018|0.0966393909999999|1|1|0.170355752|-0.434819796|0.906423012|0.8344566859999999|-0.009636347|0.885733922|0.836440154|-0.073519599|-0.105145528|-49.67568778|-71.0446809|11.69727417|82.43567331|0.163559846|-0.036995649|7.903608682000001|0.0|-1.997765039|-33.56484523|-24.99720254|61.37296195|2881.978785|565.1654879|-1349.848937|2399.367452|-16.89009799|6162.848939|146.2760938|-383.1273396|1722.817107|725.9470896|10.65623343|1.0|1.0|1.0|2.0|4.85|0.0|0.17|17.0|-7.05|94.5|2.51|1.0|0.0|0.0|6.0|-4.85|4.0|-6.64|427.52|0.0|0.0|-4.51|1.4300000000000002e-05|3.09e-05|0.0132|0.0|0.0|3.83e-05|-0.05561|5.1771|3.37|3.7872|-1670.417726|1215.98|327.38|0.6702|571.76|0.44822|-1670.182102|-0.15474|4.3963|-1670.244686|0.04|7.3979|7.3979
19_a20|0.0|0|0|0.0|0|6.842683282|0|0.071176085|-0.0096278259999999|4.727387819|-0.130949446|3|0.0396875|0.103271147|1|1|0.175308615|-0.5838248970000001|0.811128636|0.7619768840000001|-0.143992458|0.8193003000000001|0.754452534|-0.091725453|-0.099685049|-60.26825633|-65.49811346|8.964643162|339.8339889|0.245547466|-0.038340404|5.890223441|88.19441661|-1.993700989|-39.5992891|-25.1915821|69.23289949|2849.084477|495.7134289|-1309.962269|1818.518838|-16.55214209|6325.747732|133.9919257|-389.0666676|1645.535318|684.5377542|10.48665779|1.0|1.0|1.0|2.0|3.49|2.49|0.08|27.0|-9.63|110.44|1.33|1.0|0.0|0.0|5.0|-4.89|5.0|-6.8|420.47|0.0|1.0|-4.57|1.29e-05|2.6600000000000003e-05|0.0112|0.0|0.0|9.86e-08|-0.06767|3.3616|5.01|3.3616|-1368.378274|1190.68|368.83|0.2998|519.34|0.6987399999999999|-1368.129074|-0.13903|4.2507|-1368.190746|2.6|5585.0|5585.0
3n_a32|0.0|1|1|0.0|0|7.773594467000001|1|-0.0376583329999999|-0.00615216|5.733341277|-0.01504795|1|0.035643275|-0.056907012|3|3|-0.100681119|-0.435658951|0.810658423|0.816774665|-0.018016496|0.868826775|0.840041782|-0.074507943|-0.092745182|-42.83673428|-53.32184118|10.86481886|121.6040686|0.159958218|-0.027401986|6.246493173999999|0.0|-1.205687365|-24.62805609|-15.75418035|53.70155314|2526.071154|482.963897|-693.1839353999999|2426.73803|-9.057526067|5553.014016|201.8383309|-171.25176130000003|1068.190111|522.1674161999999|12.0969734|1.0|1.0|1.0|1.0|3.51|3.29|0.32|19.0|-6.96|120.17|1.58|2.0|0.0|0.0|3.0|-5.96|4.0|-5.98|382.5|0.0|1.0|-4.91|1.11e-06|1.23e-05|0.0047|0.0|0.0|4.19e-05|-0.05535|3.5459|2.57|3.5459|-1825.349557|1036.75|349.65|0.2839|464.67|0.7028399999999999|-1825.163542|-0.1472099999999999|3.5849|-1825.218291|21.0|7.6778|7.6778
14b_a25|0.0|0|0|0.0|1|6.842683282|0|-0.091382738|-0.004720915|4.727387819|-0.0166120069999999|2|0.038137255|0.001683506|1|1|0.0028569959999999|-0.3691494039999999|0.6524261960000001|0.7723870909999999|-0.085205646|0.8333962429999999|0.859628015|-0.076156512|-0.084160084|-52.75064158|-58.29440389|11.08504021|112.49583529999998|0.140371985|-0.032728922|7.678174472999999|57.85340824|-1.767361771|-36.53830946|-22.67004596|63.83568179|3038.600508|595.4307570000001|-1224.182482|2118.281186|-15.70265555|6760.594953|157.3797801|-377.9013888|1584.108407|760.3735147000001|10.90684621|1.0|1.0|1.0|1.0|3.51|3.21|0.07|27.0|-9.65|96.49|1.8|2.0|0.0|0.0|6.0|-5.6|5.0|-6.26|444.49|0.0|1.0|-5.23|2.49e-06|5.86e-06|0.00261|0.0|0.0|9.93e-08|-0.0584|5.4239|5.61|4069.0|-1444.505985|1257.11|304.7|0.3614|603.27|0.34735|-1444.266358|-0.16309|2.7037|-1444.330251|22.0|7.6576|7.6576
14a_a22|0.0|0|0|0.0|1|6.842683282|0|-0.136588366|-0.0050042229999999|4.727387819|-0.052476637|2|0.038167849|0.021482585|1|1|0.036467904|-0.360663314|0.6819423609999999|0.7392451729999999|-0.09744639|0.794858486|0.864077619|-0.062215607|-0.081479363|-42.39063895|-55.51601021|14.49148204|93.21042936|0.135922381|-0.031338217|9.873779458|60.38977977|-1.629587269|-28.88288575|-21.35231162|56.88212098|2885.858295|588.739773|-1110.320204|2169.870866|-14.54840956|6348.976909|203.8666248|-273.61731430000003|1584.38271|684.5377542|14.81445329|1.0|1.0|1.0|1.0|3.42|2.86|0.08|27.0|-9.21|85.59|1.73|1.0|0.0|0.0|6.0|-4.65|5.0|-6.61|420.47|0.0|1.0|-4.68|2.25e-05|2.1e-05|0.00881|0.0|0.0|2.56e-07|-0.06145|5.0653|4.98|3.5707|-1368.321586|1191.81|347.23|0.3051|534.87|0.45928|-1368.075682|-0.15029|4.9775|-1368.13858|38.0|7.4202|7.4202
12h_a40|0.0|0|0|0.0|1|7.515889085|0|0.104392974|-0.008044548|5.4161004020000005|-0.107711573|0|0.041915709|0.208938531|2|2|0.367928263|-0.556229094|0.809398262|0.7769829840000001|0.116873629|0.845904643|0.839481749|-0.0954337969999999|-0.091448888|-50.45378559|-48.34705035|6.193088525|208.6717565|0.160518251|-0.038796498|3.274152035|59.68939644|-1.280284432|-26.67382585|-20.51086984|56.64687411|2270.834041|443.8158546|-676.8587047999999|603.6697997|-10.84365353|5087.343024|82.46928995|-363.7398044|801.957134|350.9435025|6.584127851|1.0|1.0|1.0|1.0|3.19|3.0|0.0|20.0|-6.84|84.45|3.76|2.0|1.0|0.0|2.0|-6.25|2.0|-5.13|361.25|0.0|1.0|-5.58|5.58e-07|2.61e-06|0.000942|0.0|0.0|5.2e-05|-0.07512|4.1508|4.14|2.6436|-2153.186757|910.77|469.0|0.3985|435.95|0.6503899999999999|-2153.072091|-0.1092|2.5573|-2153.123274|823.0|6.0846|6.0846
EW7203_a60|0.0|0|0|0.0|0|7.412764017000001|2|0.025672274|-0.00698487|5.351858133|0.0075638519999999|2|0.041767677|-0.092774356|1|1|-0.1696249719999999|-0.458129101|0.80330079|0.822401103|0.002441966|0.8839272779999999|0.8860751579999999|-0.076068195|-0.096226348|-49.19385637|-62.23028092|13.03554647|80.48638339|0.113924842|-0.036566012|8.430183|0.0|-1.828300603|-31.81402579|-23.64750675|62.22940284|2913.880231|573.0312689|-1182.375337|1660.077477|-15.29301513|6403.777228|150.7881632|-345.1309687|1541.885979|666.0036144999999|11.59711747|1.0|1.0|1.0|2.0|4.75|3.21|0.13|17.0|-6.7|117.47|2.17|2.0|0.0|0.0|5.0|-5.74|4.0|-6.35|425.51|0.0|0.0|-4.82|1.81e-06|1.53e-05|0.0065|0.0|0.0|8.51e-05|-0.06188|5.0166|3.64|3.5192|-1667.993536|1166.44|352.3|0.2385|546.85|0.40883|-1667.78681|-0.1446599999999999|1.7676|-1667.848192|9.0|8.0334|8.0334
3a_a32|0.0|1|1|0.0|0|7.678326357|0|-0.0505635059999999|-0.007588088|5.6869753560000005|-0.045659995|0|0.03382716|-0.014365682|3|3|-0.028290955|-0.491457345|0.84134255|0.844272053|-0.045516432|0.921812162|0.817070968|-0.080607266|-0.0970820759999999|-37.30101542|-44.92473442|10.39727075|87.55216606|0.182929032|-0.032360692|4.811337463|0.0|-0.970820756|-17.261046399999998|-14.97491147|47.69828617|2028.93875|378.0996237|-449.2473442|812.930125|-6.929640892|4249.04624|151.63860559999998|-159.4728294|668.2146761|278.73805810000005|10.9483666|0.0|1.0|1.0|1.0|2.96|2.21|0.07|19.0|-6.12|110.94|1.19|0.0|0.0|0.0|2.0|-5.32|3.0|-5.77|298.39|0.0|1.0|-4.35|4.83e-06|4.51e-05|0.0134|0.0|0.0|0.0002279999999999|-0.0558|3.6308|2.17|3.6308|-1554.768725|801.12|341.48|0.2719|355.48|0.70229|-1554.7020630000002|-0.15058|3.6178|-1554.748543|3.0|8.5686|8.5686
13m_a6|0.0|0|0|0.0|0|6.842683282|0|0.031719435|-0.010840005|4.727387819|-0.135152403|2|0.0446875|0.021526267|1|1|0.037052986|-0.568024162|0.870730542|0.7767360059999999|0.156982046|0.832753533|0.715612461|-0.0989137669999999|-0.107644789|-68.97140339|-75.05944278|12.95736535|91.22689385|0.2843875389999999|-0.0378750189999999|9.035018118|95.67846949|-2.045251|-48.09294654|-26.40980394|81.92876874|2951.567781|498.9881336|-1426.129413|2574.030011|-18.41524497|6412.592679|183.8755989|-329.5370141|1936.888972|724.3873672999999|14.59313027|1.0|1.0|1.0|3.0|3.59|2.18|0.08|27.0|-9.67|122.47|0.81|1.0|0.0|0.0|6.0|-4.64|5.0|-7.23|435.48|0.0|1.0|-4.28|2.27e-05|5.24e-05|0.0228|0.0|0.0|9.35e-08|-0.07137|3.9127|4.27|3.3359|-1423.712909|1231.54|371.67|275.0|546.69|0.66475|-1423.448957|-0.13817|4.2913|-1423.511471|0.01|8.0|8.0
13g_a6|0.0|0|0|0.0|0|6.842683282|0|-0.0961994219999999|-0.006574579|4.727387819|0.004767264|2|0.043020833|0.03536788|1|1|0.061423911|-0.46487852|0.836982172|0.774238891|0.095969451|0.832753533|0.871972049|-0.074216821|-0.091949419|-51.67543048|-64.02222283|12.28038897|68.57626488|0.128027951|-0.0323525729999999|8.550546653|0.0|-1.747038966|-35.98038956|-22.52633766|63.95581946|2929.039254|607.1336751|-1216.422234|3916.754765|-15.68456028|6332.20768|184.0026638|-328.2712049|1653.346592|744.1359788|12.48355309|1.0|1.0|1.0|2.0|3.61|2.34|0.12|27.0|-10.57|103.17|1.13|2.0|0.0|0.0|6.0|-5.56|5.0|-6.31|431.49|0.0|1.0|-5.06|2.77e-06|8.8e-06|0.0038|0.0|0.0|1.15e-08|-0.07536|5.9869|3.83|3.2472|-1386.573241|1253.71|381.82|0.8442|592.49|0.38325|-1386.3020800000002|-0.1327|10.1708|-1386.364067|119.0|6.9245|6.9245
16a_a10|0.0|0|0|0.0|1|7.535296702|1|-0.187414728|-0.00230615|5.4161004020000005|0.023926176|2|0.0334858389999999|-0.085711535|1|1|-0.133979603|-0.1948324069999999|0.748039584|0.772481675|-0.068377262|0.813036304|0.916148686|-0.052574986|-0.076950669|-36.408063|-53.28817038|9.606840334|77.68598956|0.083851314|-0.026063936|6.652715932|99.81657855|-1.615964058|-25.21250404|-18.049219|46.01490333|2862.681038|634.4309626|-1119.0515779999998|1823.310808|-12.4990447|6366.0631060000005|189.0108247|-314.4761648|1539.147561|879.8636987|10.24624348|1.0|1.0|1.0|0.0|4.11|4.46|0.3|21.0|-8.5|56.07|2.47|3.0|0.0|0.0|9.0|-5.22|5.0|-5.91|439.55|1.0|1.0|-5.17|6e-06|6.76e-06|0.00297|0.0|0.0|1.4e-06|-0.04647|5.6019|3.46|3.8718|-1395.13019|1310.44|320.22|0.3843|629.65|332.0|-1394.797092|-0.1605|3.8323|-1394.861824|47.0|7.3279|7.3279
12d_a40|0.0|0|0|0.0|1|7.515889085|0|0.1028826769999999|-0.008004393|5.4161004020000005|-0.107711573|0|0.043185185|0.209157499|2|2|0.3683138529999999|-0.552689736|0.809398262|0.7769829840000001|-0.0065648919999999|0.845904643|0.840431415|-0.095675903|-0.091630294|-50.68561427|-48.54239742|6.204226377|207.39648|0.159568585|-0.038873458|3.286773518|60.80168183|-1.282824111|-26.85139526|-20.59374436|56.88984065|2270.596857|445.2300015|-679.5935638999999|643.5166227999999|-10.90981687|5101.479206|82.49291335|-364.7778083|804.9352200000001|350.9435025|6.596929268999999|1.0|1.0|1.0|1.0|3.23|2.94|0.0|20.0|-6.84|84.45|3.76|2.0|1.0|0.0|2.0|-6.25|2.0|-5.13|361.25|0.0|1.0|-5.58|5.58e-07|2.61e-06|0.000942|0.0|0.0|5.2e-05|-0.07765|4.3959|4.14|2.7962|-2153.180821|910.58|443.4|0.2584|435.41|0.55983|-2153.071733|-0.11604|1.2683|-2153.123107|19.0|7.7212|7.7212
