molecula|SddssS|n9FaHRing|n9FaRing|SssssC|NaasN|SRW09|nARing|MATS2c|AATSC1c|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|n5aRing|n5aHRing|AATSC7i|MATS1c|GATS1are|BIC2|MATS8s|SIC2|RASA|FNSA3|FNSA5|PNSA3|PNSA5|PPSA3|RNCS|RPSA|FNSA4|WPSA3|RPCS|FNSA2|WNSA3|PNSA4|DPSA3|GRAVp|TASA|PNSA2|MOMI-Z|WNSA4|GRAV|PPSA1|DPSA1|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|BBB|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Approximated area|Contribuition (max. transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Gibbs Free Energy|IC50|pIC50|pIC50
12h_a30|0.0|0|0|0.0|0|7.412764017000001|2|0.046965756|-0.00737961|5.351858133|-0.06631353|2|0.043848238|-0.074988669|1|1|-0.166613751|-0.4708582289999999|0.669561738|0.831176513|0.008644634|0.888213143|0.763568404|-0.083127678|-0.09907575|-52.88851758|-63.03519645|11.06352871|89.66095835|0.236431596|-0.038417127|7.038974807000001|0.0|-1.882439244|-33.64938551|-24.44221903|63.95204629|2848.98238|485.8069155|-1197.668733|2268.811589|-15.55093031|6252.192213|128.5349203|-379.1625034|1500.88527|618.6004214|10.10721793|1.0|1.0|0.0|1.0|4.63|0.0|0.14|17.0|-6.9|81.65|3.2|2.0|0.0|0.0|5.0|-5.39|5.0|-6.02|416.47|0.0|0.0|-5.01|4.12e-06|9.71e-06|0.00405|0.0|0.0|5.260000000000001e-05|-0.05347|5.0289|4.07|3.5101|-1674.977665|1132.06|353.22|0.1878|518.06|-0.26697|-1674.777786|-0.14889|2.9684|-1674.838376|9.0|8065.0|8065.0
4m_a46|0.0|0|0|0.16407746|1|7.825245291|1|-0.245599013|-0.000686578|5.587248657999999|0.051308728|1|0.041865079|-0.302054595|1|1|-0.487230027|-0.098201489|0.615482006|0.747676221|-0.099662698|0.7975218959999999|0.948973877|-0.067320375|-0.0672468|-35.4774406|-35.43866734|5.74716122|6.161736337000001|0.051026123|-0.0224155999999999|3.028720082|35.77391986|-1.008702005|-18.69640205|-11.81288911|41.22460182|2133.331634|500.1036387|-531.5800101|1639.260563|-6.225322922999999|4750.325312|140.5828543|-245.828396|724.9776792|486.9589609|6.446588969|1.0|1.0|1.0|0.0|3.59|2.9|0.29|17.0|-6.88|54.5|2.5|1.0|0.0|0.0|2.0|-4.52|3.0|-5.68|328.41|1.0|1.0|-4.57|2.99e-05|2.68e-05|0.0088|0.0|0.0|4.31e-05|-0.04808|6.0419|3.45|4.3476|-1031.109224|975.72|285.18|0.2465|468.63|0.38389|-1030.929791|-0.18308|3.9226|-1030.980844|1288.0|5.8901|5.8901
8c_a31|0.0|0|0|0.0|0|7.765993078999999|1|-0.012583838|-0.01275867|5.733341277|-0.104377029|0|0.03995098|-0.106461724|2|2|-0.178276512|-0.513257014|0.922486359|0.847752299|0.006000201|0.896193695|0.626072761|-0.1170607269999999|-0.128067781|-64.57121646|-70.64275621|16.3656112|133.3100368|0.3739272389999999|-0.039640027|9.027343766|477.2277896000001|-1.66488115|-35.61776956|-21.86561502|80.93682766|2251.08563|345.3445134|-918.3558307|1678.6836239999998|-12.06117028|4835.748065|152.7489054|-246.1066271|1270.056726|423.1367008|12.12761708|1.0|1.0|1.0|2.0|3.51|2.9|0.29|16.0|-6.13|114.29|0.85|0.0|0.0|0.0|5.0|-4.42|5.0|-6.7|342.42|0.0|1.0|-3.63|3.79e-05|0.000237|0.0811|0.0|0.0|0.0002549999999999|-0.03222|3.8492|1.83|3.8492|-1426.129055|981.89|322.11|0.2597|475.72|0.7005|-1425.968408|-0.15985|3.3453|-1426.024361|0.81|6.0915|6.0915
19_a34|0.0|0|0|0.0|1|7.412764017000001|1|-0.068004837|-0.013066507|5.351858133|-0.169170251|1|0.044107744|-0.189862762|1|1|-0.29861864|-0.469568766|0.866604574|0.8022000659999999|0.08178394|0.8582665429999999|0.6399024520000001|-0.112877411|-0.1255804019999999|-56.30608209|-62.64265252|19.74799697|131.5318459|0.360097548|-0.039656969|9.850795895|470.4453529|-1.506964829|-28.08688512|-19.78189027|76.05407906|2127.363207|319.1993829|-751.7118302|1537.244187|-9.86770272|4496.516479|168.4584665|-161.90813300000002|1135.020017|337.9440349|14.74262256|0.0|0.0|1.0|1.0|3.07|2.77|0.18|17.0|-5.03|69.4|1.08|0.0|0.0|0.0|3.0|-2.73|5.0|-7.01|309.32|1.0|1.0|-3.15|0.00186|0.000704|218.0|0.0|0.0|0.00291|-0.02901|4.1721|2.7|4.1721|-1046.5747720000002|882.87|297.18|0.2189|421.62|0.6897300000000001|-1046.458335|-0.1735|3.4272|-1046.509891|0.99|6.0044|6.0044
14a_a23|0.0|1|1|0.0|2|7.423568444|0|0.050806184|-0.0056795759999999|5.351858133|-0.0246126279999999|2|0.042992424|0.0446402609999999|2|2|0.083206288|-0.446724057|0.72792508|0.7556436440000001|0.114693804|0.816237166|0.918677038|-0.055677662|-0.08032517|-35.20994211|-50.79675604|12.33442989|38.57988954|0.081322962|-0.0341809229999999|7.800158102999999|80.54176247|-1.606503401|-22.26638099|-21.61564087|47.54437201|2816.527785|580.9612768999999|-1015.935121|2173.7139190000003|-13.66949407|6269.28943|138.6457355|-355.0975547|1301.215093|601.8533922|10.56592489|1.0|1.0|1.0|1.0|3.41|2.86|0.05|26.0|-7.41|105.02|3.03|2.0|1.0|0.0|5.0|-5.47|4.0|-6.27|411.48|0.0|0.0|-4.96|3.38e-06|1.1e-05|0.0045299999999999|0.0|0.0|1.6100000000000002e-05|-0.07379|3.7119|3.47|3.7119|-1629.90669|1134.02|334.02|0.3764|516.58|0.6289100000000001|-1629.690316|-0.15002|5.8775|-1629.748476|3.0|8.5498|8.5498
4n_a46|0.0|0|0|0.126268818|1|7.825245291|1|-0.061148449|-0.004696854|5.587248657999999|-0.036492128|0|0.045335917|-0.2264394139999999|1|1|-0.349865095|-0.369211845|0.741742667|0.722331115|-0.06655165|0.7681452190000001|0.903145407|-0.103381106|-0.085838139|-56.80797266|-47.16810275|4.629240193|172.8490949|0.096854593|-0.031047837|2.543769935|0.0|-1.459248362|-31.21601103|-17.06080312|61.43721285|2195.786424|496.2788787|-801.8577467|2116.313581|-9.374920341|4955.374473|75.1696593|-399.1612105|928.9322794|525.8291956999999|4.235817757|1.0|1.0|1.0|1.0|3.75|2.84|0.27|17.0|-6.67|61.84|2.99|1.0|0.0|0.0|2.0|-5.43|3.0|-5.26|343.42|1.0|1.0|-5.1|3.75e-06|7.95e-06|0.00273|0.0|0.0|7.340000000000001e-05|-0.04044|5.7448|4.57|3953.0|-1090.302556|1011.66|313.65|253.0|502.02|0.41625|-1090.098769|-0.16641|6.2318|-1090.151267|5194.0|5.2845|5.2845
24_a20|0.0|0|0|0.0|1|6.842683282|0|-0.217098257|-0.001547029|4.727387819|0.029711934|2|0.03625|0.087887688|1|1|0.1468474119999999|-0.188335708|0.616352201|0.74131936|0.070857143|0.802353442|0.952027295|-0.061437722|-0.067869875|-38.76683848|-42.82548904|8.085691548|12.83518119|0.047972705|-0.02714795|5.102023479|406.1522673|-1.357397496|-24.46164548|-17.13019562|46.85253003|2736.601949|600.7235847000001|-856.5097809|1961.887639|-10.80905198|6109.1040920000005|144.47729840000002|-342.0394805|1110.861171|664.4562602999999|8.478379683|1.0|1.0|1.0|0.0|3.4|3.21|0.08|27.0|-9.32|80.28|1.86|2.0|0.0|0.0|4.0|-4.89|5.0|-6.26|402.45|0.0|1.0|-4.93|1.29e-05|1.17e-05|0.00469|0.0|0.0|1.94e-07|-0.06748|5.3396|3.74|3.5876|-1291.867578|1169.35|345.59|0.2495|551.25|0.46668|-1291.647083|-0.15687|3.6107|-1291.706729|318.0|6.4976|6.4976
14s_a23|0.0|1|1|0.0|2|7.423568444|0|0.020458621|-0.005854379|5.351858133|-0.022580082|2|0.045277778|0.049317519|2|2|0.0909774219999999|-0.457212212|0.722187957|0.7837821840000001|0.096014944|0.846632079|0.92763624|-0.055037441|-0.080500435|-35.30692476|-51.64162341|12.81151517|30.34480575|0.07236376|-0.034255504|8.218681552|82.55990607|-1.610008704|-22.64965286|-21.9751589|48.11843993|2954.0751370000003|595.0854952000001|-1032.832468|2316.634024|-14.09722664|6938.271179|144.457092|-352.5931977|1333.003252|633.3278634|11.11743642|0.0|1.0|1.0|1.0|3.45|3.66|0.05|26.0|-7.99|105.02|3.51|2.0|1.0|0.0|5.0|-6.13|4.0|-6.03|445.93|0.0|0.0|-5.55|7.49e-07|2.83e-06|0.00126|0.0|0.0|4.55e-06|-0.07783|3.6828|4.1|3.6828|-2089.500101|1164.32|336.66|0.3669|528.82|0.60323|-2089.2914530000003|-0.1515|4.7032|-2089.352478|3.0|8.5482|8.5482
13d_a5 (GW788388)|0.0|0|0|0.0|0|6.605297921|1|-0.0959854909999999|-0.005668173|4.59511985|-0.009710199|3|0.027375887|-0.092509033|1|1|-0.14893897|-0.3706975529999999|0.7333482170000001|0.78479342|0.024905619|0.834800344|0.774103723|-0.086824482|-0.0844793|-57.42492153|-55.87383979|9.637686167|151.3669372|0.2258962769999999|-0.0291837579999999|6.374277851|44.69922692|-1.605106706|-37.98032007|-19.30187193|67.0626077|2834.036315|511.985152|-1061.602956|1377.863026|-12.76608229|6122.792779|218.7999323|-223.7910275|1586.418589|723.0631751|14.57821204|0.0|1.0|1.0|2.0|3.21|2.74|0.2|23.0|-8.84|92.79|1.37|1.0|0.0|0.0|6.0|-4.35|5.0|-6.94|425.48|0.0|1.0|-4.35|4.429999999999999e-05|4.5e-05|0.0192|0.0|0.0|6.16e-07|-0.05542|4.6091|3.81|4.1706|-1390.548362|1206.73|297.28|0.5251|532.01|0.42515|-1390.294368|-0.17299|2.4867|-1390.355751|18.0|7.7447|7.7447
19a_a22|0.0|0|0|0.0|1|6.842683282|0|-0.000989685|-0.009145283|4.727387819|-0.144269652|2|0.0389622639999999|-0.020553065|1|1|-0.03516233|-0.496053375|0.72808001|0.777600172|-0.155892259|0.834033833|0.744354735|-0.090145161|-0.09370213|-67.26339083|-69.91748544|18.53458775|373.8201781|0.255645265|-0.035138299|13.82990734|106.645364|-1.967744721|-50.18975739|-26.21905704|85.79797858|3167.140147|555.4133255|-1468.267194|2607.322873|-19.56380872|7095.27723|235.2620007|-275.6435167|2144.375527|781.8210659|19.31738094|1.0|1.0|1.0|2.0|3.61|2.27|0.08|27.0|-8.76|128.68|0.98|1.0|0.0|0.0|7.0|-4.38|6.0|-7.67|463.49|0.0|0.0|-4.11|4.16e-05|7.69e-05|0.0356|0.0|0.0|8e-07|-0.06398|5.0397|5.69|3.5809|-1537.0241640000002|1277.14|346.24|0.2218|567.03|0.34556|-1536.756515|-0.1508|4.5288|-1536.823574|48.0|7.3188|7.3188
12ag_a36|0.0|0|0|0.0|0|7.412764017000001|2|-0.042092217|-0.008085448|5.351858133|-0.084341564|2|0.043848238|0.063109409|1|1|0.135431487|-0.445549431|0.724208473|0.835013502|0.124298337|0.8910146309999999|0.7468300940000001|-0.082492792|-0.1081585809999999|-52.02834065|-68.21579593|12.70005599|85.84609192|0.253169906|-0.038937089|8.009946323|0.0|-1.946854457|-32.81436052|-24.55768654|64.72839664|2773.9654530000003|471.0269757|-1227.884327|2305.164626|-15.48857353|5906.879919|152.06382680000002|-326.5740008|1617.984688|595.8790650000001|12.1906363|1.0|0.0|0.0|2.0|4.72|0.0|0.14|17.0|-6.86|69.2|2.4|1.0|0.0|0.0|5.0|-3.89|5.0|-6.76|399.42|1.0|0.0|-4.16|0.000129|6.96e-05|0.0278|0.0|0.0|5.58e-05|-0.05486|3.8893|3.41|3.7117|-1332.151245|1112.68|334.04|0.4286|507.72|0.69204|-1331.9454449999998|-0.15227|5.4459|-1332.003616|17.0|7.7696|7.7696
16_a47|0.0|1|1|0.0|0|6.605297921|0|-0.134455235|-0.0056780519999999|4.59511985|-0.1246612469999999|2|0.042285714|-0.08282926|1|1|-0.236994128|-0.3379683979999999|0.591929006|0.812131575|-0.113476605|0.87782381|0.691860453|-0.093207587|-0.092995116|-48.30620628|-48.19609034|9.676588112|63.13219447|0.308139547|-0.034261359|5.0150344780000005|0.0|-1.301931629|-25.03540372|-17.75645434|57.9827944|2315.178558|358.566882|-674.7452647999999|833.8646097|-9.202544293|4952.972679|156.55227280000005|-205.1602001|966.7808252999998|357.35851410000004|12.16814835|1.0|0.0|1.0|2.0|2.93|1.95|0.06|21.0|-8.17|66.49|2.72|0.0|0.0|0.0|3.0|-4.34|5.0|-6.04|337.33|0.0|1.0|-4.42|4.56e-05|3.84e-05|13.0|0.0|0.0|2.3e-06|-0.05717|4.4393|2.95|4.0806|-1167.0124560000002|894.43|303.84|0.3182|395.28|0.59209|-1166.901251|-0.16851|2.3795|-1166.951551|1.0|9.0|9.0
12k_a36|0.0|0|0|0.0|0|7.412764017000001|2|-0.076124222|-0.0071232019999999|5.351858133|-0.063399056|2|0.039061728|0.096315593|1|1|0.163804836|-0.4373676689999999|0.90500247|0.811903388|-0.09344781|0.8647233590000001|0.8427704640000001|-0.075717305|-0.101946803|-49.87227128|-67.14870046|11.90012613|46.79001927|0.157229536|-0.037758075|7.838185977999999|0.0|-2.038936068|-32.84907515|-24.86988906|61.7723974|2792.202559|555.1026569|-1342.974009|2294.707886|-16.38090333|6027.033337|144.457092|-369.7499256|1720.258086|698.847203|11.0965905|1.0|0.0|0.0|2.0|4.89|0.0|0.12|17.0|-7.01|69.2|2.38|1.0|0.0|0.0|6.0|-4.58|4.0|-6.34|407.47|1.0|0.0|-4.55|2.6e-05|2.82e-05|0.0115|0.0|0.0|3.94e-05|-0.0497|5053.0|3.83|3.6631|-1310.312649|1186.08|338.46|0.3116|530.51|0.5249199999999999|-1310.072976|-0.15053|5.7818|-1310.134752|14.0|7.8539|7.8539
11_a27|0.0|0|0|0.0|0|7.535296702|2|0.100091619|-0.0067474069999999|5.4161004020000005|-0.003527607|2|0.042533875|-0.080272515|0|0|-0.1299181459999999|-0.488734846|0.734834532|0.814843016|-0.0357410779999999|0.8629676709999999|0.7645505|-0.079921166|-0.094820973|-42.27430065|-50.15555389|8.553922917000001|143.3238715|0.2354494999999999|-0.034296948|4.524597532|72.60399149|-1.611956546|-22.36099135|-18.14137056|50.82822357|2339.465471|404.4089873|-852.6444161000001|1646.903525|-9.595877966|5186.240841|101.0845293|-326.780942|1054.084273|504.209846|6.714661907000001|1.0|0.0|0.0|1.0|3.95|0.0|0.35|16.0|-6.09|61.88|3.06|0.0|0.0|0.0|2.0|-3.68|4.0|-6.47|345.4|1.0|0.0|-4.02|0.000207|9.45e-05|0.0326|0.0|0.0|0.000283|-0.05985|3.3426|4.54|2.4836|-1122.433411|974.29|499.21|0.3492|415.32|0.6125|-1122.190727|-0.1022|3.1278|-1122.242519|5.0|8301.0|8301.0
10_a15|0.0|0|0|0.0|0|0.0|0|-0.137104477|-0.006872984|0.0|-0.0435725659999999|2|0.037209302|-0.0869138469999999|0|0|-0.132759909|-0.391156537|0.8310685940000001|0.713794823|0.0107135269999999|0.7585998270000001|0.933136945|-0.052826735|-0.101494566|-30.73805622|-59.05618983|6.101312009|6.497096666|0.066863055|-0.036384844|3.550143186|0.0|-1.928396745|-17.88541558|-21.17108692|36.83936823|2605.82709|542.9602292000001|-1122.067607|2305.991259|-12.31872585|6204.37804|98.81668286|-384.2321709|1351.607534|673.7288405|6.751174337|1.0|1.0|1.0|1.0|3.58|3.64|0.12|24.0|-9.82|56.27|2.87|2.0|0.0|0.0|6.0|-6.22|4.0|-4.97|397.47|0.0|1.0|-5.83|5.99e-07|1.47e-06|0.000584|0.0|0.0|5.99e-08|-0.03581|4.4682|5.16|3.6448|-1281.061184|1136.48|340.17|0.1412|487.16|0.66799|-1280.804272|-0.15377|1.6654|-1280.862627|7.0|8.1549|8.1549
20a_a10|0.0|0|0|0.0|1|7.535296702|1|-0.0774974029999999|-0.0034618129999999|5.4161004020000005|0.049376168|2|0.036415094|-0.035536682|1|1|-0.058994157|-0.281099208|0.661219642|0.755429696|0.036092601|0.817646497|0.913681336|-0.066386563|-0.072821454|-43.19189039|-47.37850712|8.860330345|66.52185003|0.086318664|-0.028008251|5.764636687|47.01787447|-1.456429076|-28.10115947|-18.22250274|52.05222074|2998.608651|594.4519837|-947.5701424|2021.669282|-11.8557778|6729.996773999999|173.41938059999998|-303.7731758|1291.932235|719.5272609|10.76131538|1.0|1.0|1.0|0.0|3.48|3.63|0.11|27.0|-9.44|76.62|2.53|2.0|0.0|0.0|4.0|-5.68|5.0|-5.82|429.47|0.0|1.0|-5.59|2.07e-06|2.56e-06|0.0011|0.0|0.0|1.55e-07|-0.06611|4.7841|3.98|3.8312|-1389.1321289999998|1200.92|323.62|0.2738|524.02|0.50193|-1388.897416|-0.1613099999999999|2.9429|-1388.957848|1.2|5.9208|5.9208
13_a10|0.0|0|0|0.0|1|7.535296702|1|-0.059862024|-0.0057715859999999|5.4161004020000005|-0.055497169|2|0.038726287|-0.093280469|1|1|-0.154121136|-0.345108701|0.761923976|0.78472614|0.00746881|0.84680169|0.818027691|-0.094726989|-0.082327045|-47.88975806|-41.62089688|6.168030793|174.7319717|0.181972309|-0.030119651|3.118282386|0.0|-1.234905671|-24.21093442|-15.22715739|54.05778885|2261.82488|413.5584641|-624.3134531000001|1630.880014|-7.698174391|4941.066161|144.338975|-216.8776303|873.7836118999999|422.96706330000006|9.595006108|1.0|0.0|1.0|1.0|3.02|2.58|0.15|21.0|-6.6|63.83|1.88|0.0|0.0|0.0|2.0|-3.76|4.0|-6.34|328.37|1.0|1.0|-4.1|0.000176|7.87e-05|0.0258|0.0|0.0|8.170000000000001e-05|-0.05022|5.8308|2.48|3.8419|-1065.839441|926.41|322.72|0.3905|376.77|0.34881|-1065.68351|-0.15937|3.6904|-1065.732389|0.16|6.7959|6.7959
12az_a36|0.0|0|0|0.0|0|7.412764017000001|2|-0.196183836|-0.009570959|5.351858133|-0.040156368|2|0.040566449|0.078817323|1|1|0.129156742|-0.387734368|0.884226781|0.812921349|-0.061924322|0.858971809|0.819163613|-0.071762413|-0.10786263|-50.28669997|-75.58351856|24.36575918|60.11023222|0.180836387|-0.033474609|17.0740303|8.104966044|-1.941527339|-35.23783652|-23.45695404|74.65245915|3039.528467|574.0196415|-1360.503334|2455.7577530000003|-16.43719536|6700.839465|291.60189260000004|-117.53490990000002|2330.167624|766.4854363|24.24160725|1.0|0.0|1.0|2.0|4.96|0.0|0.21|17.0|-6.79|87.66|1.42|1.0|0.0|0.0|7.0|-4.11|6.0|-7.13|441.49|0.0|0.0|-4.15|7.75e-05|7.13e-05|0.0315|0.0|0.0|7.11e-05|-0.04967|3.8863|2.68|3.6095|-1461.962459|1252.18|343.5|0.4383|576.54|0.69385|-1461.686269|-0.14879|6.3778|-1461.750394|58.0|7.2366|7.2366
9i_a40|0.0|0|0|0.0|1|7.515889085|0|0.074116257|-0.0071562119999999|5.4161004020000005|-0.105556952|0|0.045555556|0.187127708|2|2|0.333430103|-0.542471361|0.831946443|0.762774506|-0.154977678|0.824009442|0.830980762|-0.092881258|-0.088485615|-46.80087537|-44.58600513|5.548036224|213.7117392|0.169019238|-0.036869006|2.795536563|62.68854553|-1.327284222|-23.58195819|-18.57750214|52.34891159|2056.370683|418.7133986|-668.7900768999999|335.9672843|-9.360805225|4201.058793|71.03556427|-361.8074422|778.5478408|351.4600612|5.226560183|1.0|1.0|1.0|1.0|3.25|2.9|0.06|20.0|-6.03|84.45|2.99|1.0|1.0|0.0|2.0|-5.32|2.0|-5.44|306.38|0.0|1.0|-4.71|4.79e-06|1.97e-05|0.00603|0.0|0.0|0.000285|-0.05989|4.3611|3.2|2.8936|-1273.31399|883.84|428.48|0.5012|417.75|0.56118|-1273.167389|-0.11967|2.0895|-1273.217301|1.25|5.9031|5.9031
9o_a24|0.0|0|0|0.0|0|6.605297921|1|-0.064667223|-0.007052095|4.59511985|-0.044044637|3|0.028472222|-0.087807028|1|1|-0.145366976|-0.38043264|0.738419215|0.785672769|-0.0062180169999999|0.846075714|0.770273808|-0.088586421|-0.08834189|-51.29122728|-51.14964436|10.7072496|32.50178358|0.229726192|-0.032911684|6.1994599720000005|44.8382925|-1.678495905|-29.69744072|-19.05574986|61.99847688|2892.333138|445.9858336|-971.8432428|1906.512273|-11.03321234|6697.297449000001|192.1999837|-194.5965258|1454.754155|663.2688909|15.09096602|1.0|1.0|1.0|2.0|3.96|2.84|0.04|23.0|-7.91|92.79|1.23|1.0|0.0|0.0|6.0|-4.49|5.0|-6.83|421.45|0.0|0.0|-4.4|3.2500000000000004e-05|3.9500000000000005e-05|0.0167|0.0|0.0|5.23e-06|-0.04527|5.8802|4.41|4.2643|-1388.094657|1126.94|290.75|0.1409|432.84|0.41688|-1387.887227|-0.17826|4.3816|-1387.945865|446.0|6.3507|6.3507
19a_a38|0.0|0|0|0.0|0|7.412764017000001|2|-0.084389038|-0.007986407|5.351858133|-0.082283951|2|0.043848238|0.054257043|1|1|0.116434494|-0.4342819429999999|0.724208473|0.819222745|0.031696119|0.8741648479999999|0.747152898|-0.08593151|-0.108300308|-51.36166266|-64.73159672|13.23456869|137.2318698|0.252847102|-0.038988111|7.910363161|0.0|-1.949405536|-30.69910427|-23.30337482|64.59623135|2774.129458|446.57675660000007|-1165.168741|2304.055966|-13.92853534|6115.030149|152.5362948|-292.6320538|1564.412135|595.8790650000001|12.47635608|1.0|1.0|1.0|3.0|4.83|2.56|0.14|17.0|-6.86|81.23|2.4|1.0|0.0|0.0|5.0|-4.14|4.0|-6.77|401.44|0.0|1.0|-4.17|7.209999999999999e-05|6.77e-05|0.0272|0.0|0.0|5.610000000000001e-05|-0.05271|3.9212|3.41|3.6504|-1332.1529369999998|1092.25|339.65|0.2668|466.55|0.6329100000000001|-1331.94466|-0.15108|4.7986|-1332.002093|0.01|8.0106|8.0106
12p_a36|0.0|0|0|0.0|0|7.412764017000001|2|-0.0494658159999999|-0.008017607|5.351858133|-0.084341564|2|0.042804233|0.114716581|1|1|0.2461794139999999|-0.440709431|0.724208473|0.828371596|-0.035871448|0.8839272779999999|0.748438833|-0.082569108|-0.108380023|-51.98017377|-68.22905781|12.71795723|83.24921731|0.251561167|-0.039016808|8.006403882999999|0.0|-1.950840419|-32.72335782|-24.56246081|64.698131|2774.926334|471.1687161|-1228.123041|2308.958924|-15.4629378|5922.775161|151.63860559999998|-326.2581567|1617.811526|595.8790650000001|12.17776516|1.0|0.0|0.0|2.0|4.72|0.0|0.14|17.0|-6.86|69.2|2.4|1.0|0.0|0.0|5.0|-3.89|5.0|-6.76|399.42|1.0|0.0|-4.16|0.000129|6.96e-05|0.0278|0.0|0.0|5.58e-05|-0.0552299999999999|5.3413|3.41|3.8372|-1332.148901|1113.05|323.11|0.3015|506.89|0.30159|-1331.947748|-0.15608|4.8805|-1332.006106|9.0|8.0458|8.0458
16d_a32|0.0|1|1|0.0|0|7.765993078999999|0|0.170838661|-0.017249763|5.733341277|-0.087123461|0|0.0421759259999999|0.0115077539999999|3|3|0.021406827|-0.68301199|0.816581223|0.8575664540000001|0.107238939|0.916850163|0.7554930740000001|-0.091212351|-0.11491796|-53.23914436|-67.07571683|18.67986534|115.2070109|0.244506926|-0.036437402|10.90312918|48.61700321|-1.493933474|-31.07481011|-21.26791022|71.91900971|2588.214866|440.9688416|-871.9843187999999|3152.666302|-12.41372827|5768.495166|224.2805611|-135.1223777|1416.134383|457.7130665|19.43393087|1.0|1.0|1.0|2.0|3.35|3.01|0.18|19.0|-6.59|149.27|0.65|1.0|0.0|1.0|6.0|-5.65|5.0|-6.62|385.46|0.0|1.0|-4.18|2.22e-06|6.659999999999999e-05|0.0257|0.0|0.0|9.84e-05|-0.05068|3.6271|3.78|3.6271|-1877.332369|1023.44|341.83|0.2915|489.97|0.70217|-1877.185022|-0.15009|3.2048|-1877.241687|8.0|8.1135|8.1135
12ar_a36|0.0|0|0|0.0|0|7.412764017000001|2|-0.064363806|-0.007046017|5.351858133|0.000258844|2|0.040839506|0.083451772|1|1|0.145909555|-0.4194638229999999|0.86559137|0.8371588959999999|-0.017348015|0.89459881|0.8365428659999999|-0.080760277|-0.098732471|-54.80317647|-66.9989409|15.19305207|86.85924228|0.163457134|-0.0347392029999999|10.30986449|0.0|-1.875916952|-37.18892821|-23.57370143|69.99622854|2902.67985|567.6702443|-1272.979877|2404.999137|-15.99689556|6155.432771|199.7830951|-279.0245523|1804.132337|708.5476357999999|15.17578458|1.0|0.0|0.0|2.0|4.86|0.0|0.17|17.0|-7.05|92.99|1.59|1.0|0.0|0.0|6.0|-3.92|5.0|-7.21|420.47|0.0|0.0|-3.91|0.0001199999999999|0.000122|0.0515|0.0|0.0|3.76e-05|-0.0566|5225.0|3.23|3.8489|-1364.467971|1211.1|322.13|0.5586|580.53|0.41433|-1364.235126|-0.15631|6.4688|-1364.2977050000002|25.0|7.6021|7.6021
12aa_a30|0.0|0|0|0.0|0|7.412764017000001|2|-0.101407312|-0.008848121|5.351858133|-0.028524865|2|0.043854875|-0.014017531|1|1|-0.023695642|-0.394520145|0.8397577820000001|0.809127478|0.024991407|0.855880335|0.8126513129999999|-0.078042288|-0.101368383|-54.50378741|-70.79444906|21.58471858|55.0567406|0.1873486869999999|-0.033789461|15.0745057|0.0|-1.925999268|-38.06478415|-23.59814969|76.08850600000001|3115.249471|567.5458219999999|-1345.094532|2455.130164|-16.48066156|6944.511023|257.8730361|-182.6418006|2132.499591|792.3440337000001|20.72118575|1.0|1.0|1.0|1.0|4.86|0.0|0.21|17.0|-6.83|100.11|2.2|2.0|0.0|0.0|7.0|-5.61|6.0|-6.39|458.54|0.0|0.0|-5.0|2.47e-06|9.94e-06|0.00456|0.0|0.0|6.720000000000001e-05|-0.04966|5.1925|3.34|3.4642|-1804.784381|1275.73|357.9|0.1667|605.07|0.30341|-1804.516348|-0.1472099999999999|5.8962|-1804.582558|8.0|8.1135|8.1135
