molecula|SddssS|n9FaHRing|n9FaRing|SaaNH|NaasN|SRW09|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|AATSC1s|n6HRing|JGI4|MATS7i|ATSC1c|AATSC1are|AATSC8d|n5aRing|n5aHRing|AATSC1pe|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|nFaHRing|FNSA3|FPSA3|PNSA3|PPSA3|RPSA|TPSA_x|WNSA5|WPSA3|FNSA1|FNSA2|WNSA3|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|MOMI-Z|WNSA4|GeomShapeIndex|PPSA1|WNSA2|DPSA4|DPSA1|DPSA2|Mor01p|CYP2C19 inhibitor|CYP2C9 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|Egan filter|CYP1A2 inhibitor|Solubility [Log S (Ali)] (mg/ml)|PAINS|Lipinski|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|IC50|pIC50|pIC50
8k_a46|-3.737070812|0|0|0.0|1|7.727094485|1|0.300205953|2.105349622|0.1436554669999999|-0.006208399|-0.380857136|2|0.038616352|-0.061030265|-0.397337564|-0.002099764|-0.038125|1|1|0.002202734|-0.030019362|-0.050069565|-0.510222233|2|0.73768327|0.786206898|0|-0.08638304|0.009441365|-61.98124174|6.774333772|0.261823161|187.86239430000003|-44.45419269|4.860695117|0.8265691140000001|-1.985989657|-44.4725532|-23.74966689|68.75557551|0.4938768979999999|3351.548891|529.6539372999999|-1424.980013|2328.360804|-17.04077386|0.975803904|124.4394929|-1022.446432|28.73282642|-468.6373459|1723.969585|865.6610153999999|1.0|1.0|1.0|2.0|2.82|23.0|-8.66|2.94|5.37|1.0|0.0|132.47|0.0|1.0|-5.74|34.0|-6.75|0.0|0.0|0.000866|0.0|0.0|-0.0398699999999999|5.0379|4.1034|-1845.257085|742.04|1302.56|246.1|642.39|0.41618|0.5577300000000001|0.1166|-0.16967|3.4118|-0.20954|147.0|6.8327|6.8327
17b_a25|0.0|0|0|0.0|1|6.842683282|0|1.3732004619999998|1.785120622|0.001256821|-0.004368141|-0.002108117|2|0.042843137|-0.026412432|-0.266456625|0.005120507|0.016982601|1|1|0.005244553|-0.044156525|-0.073994564|-0.366585181|2|0.653180996|0.780221059|1|-0.068207754|0.015879547|-51.71860811|12.04068508|0.1178296009999999|89.34443096|-45.64634114|9.129863339|0.724866184|-1.6672437880000002|-39.21569422|-22.17876359|63.75929319|0.476276266|3100.8813760000003|668.9067217|-1264.189524|2514.295488|-16.81707305|0.909403632|208.6205329|-958.573164|30.59704545|-341.0100868|1744.031591|832.226697|1.0|1.0|1.0|1.0|3.25|27.0|-10.04|4.88|5.18|2.0|0.0|135.78|0.0|0.0|-5.32|35.0|-6.53|0.0|1.0|0.00218|0.0|0.0|-0.05531|5.4236|3961.0|-1483.830524|781.08|1329.35|228.6|654.18|0.31395|0.6594800000000001|0.1741|-0.16408|3.5074|-0.21939|101.0|6.9957|6.9957
12bi_a36|0.0|0|0|3.466222049|0|7.412764017000001|2|1.297042566|0.0|-0.088734077|-0.00902707|-0.043740597|2|0.043854875|0.03474497|-0.559678363|0.000482522|0.041834838|1|1|0.002872872|-0.176729938|-0.289604649|-0.37220074|1|0.884226781|0.812921349|0|-0.082914301|0.034602166|-57.89562053|24.16125901|0.214998882|150.12481100000002|-52.46851415|16.87080604|0.4996603229999999|-1.614200516|-40.42611289999999|-19.43326441|82.05687954|0.461975362|3044.149713|548.1337538|-1127.129336|2660.0547690000003|-13.56944331|0.85865094|349.3664649|-787.0277122|38.89295091|0.474365004|2255.791153|766.4854363|1.0|0.0|1.0|2.0|0.0|17.0|-6.79|2.83|1.9|1.0|0.0|136.74|0.0|1.0|-4.11|33.0|-7.13|0.0|0.0|0.0342|0.0|0.0|-0.0510199999999999|3.8855|3.6851|-1461.966152|742.94|1256.37|319.1|603.92|0.68181|0.69207|0.0252|-0.15078|7.0514|-0.2018|14.0|7.8539|7.8539
32_a47|0.0|1|1|0.0|1|6.842683282|1|1.216307925|1.998170616|-0.1746026239999999|-0.003573735|0.000921003|3|0.035568182|-0.013510009|-0.2037028839999999|0.001861676|-0.044598914|1|1|0.002350172|-0.077485193|-0.157688306|-0.2749014|2|0.6636125860000001|0.810444864|1|-0.05770007|0.019295804|-41.57905445|13.90468487|0.148372218|106.9180086|-37.74862456|10.01980854|0.64116122|-1.381205148|-29.9621436|-18.77935151|55.48373932|0.44289006|2808.210157|613.6886524|-995.3056298|2255.632049|-13.53252578|0.794977846|258.5816152|-717.2238666000001|29.28959351|-203.4434306|1552.348456|682.9868225|1.0|0.0|1.0|2.0|3.67|21.0|-8.82|4.18|5.07|2.0|0.0|125.17|0.0|1.0|-4.81|31.0|-6.34|0.0|1.0|0.00674|0.0|0.0|-0.05682|4.9046|3.6829|-1778.0970140000002|692.49|1184.76|252.79|548.86|0.48011|0.68986|0.2839|-0.1509599999999999|4.8234|-0.20778|0.1|7.0|7.0
5b_a49|0.0|0|0|0.0|1|7.853604813|2|1.343848745|2.119588967|0.1108916119999999|-0.007610481|0.006327273|2|0.034466231|-0.072128552|-0.418576471|0.005836378|0.059834711|1|1|0.006696215|-0.13632743|-0.230763367|-0.515894968|2|0.6981815290000001|0.7843021|1|-0.0698098759999999|0.020319986|-41.03213895|11.94347454|0.203066756|119.3565117|-26.42668087|7.020013952999999|0.608694741|-1.300400018|-24.11745318|-15.28671785|52.97561349|0.475192312|2764.188493|468.4133145|-764.3358925|1956.050085|-8.985071494|0.905459892|229.9974239|-449.2535747|25.1139312|-127.7749783|1255.69656|612.7019937000001|0.0|1.0|1.0|1.0|2.9|21.0|-7.24|2.98|2.87|1.0|0.0|122.26|0.0|1.0|-3.3|30.0|-7.24|0.0|1.0|0.1969999999999999|0.0|0.0|-0.04453|5.1653|3.9209|-1292.100239|633.92|1093.32|240.03|451.32|0.39241|0.65269|0.0747|-0.1624799999999999|4.3767|-0.20701|28.0|7.5528|7.5528
8g_a12|0.0|1|1|2.897921027|0|6.580639137|1|1.28383574|0.0|0.10205033|-0.0084227909999999|-0.029907264|2|0.038347953|-0.038463841|-0.40429396|0.005898773|-0.040257632|1|1|0.005405355|0.068559367|0.122649613|-0.532504083|1|0.804158158|0.7475224290000001|1|-0.076856227|0.008910823|-42.39297373|4.915102972|0.142374631|78.53214058|-31.79592789|2.7111119089999995|0.90166696|-1.881110729|-23.38345638|-23.58177591|47.30807670000001|0.463772637|2506.427441|473.055878|-1037.59814|1356.883205|-13.00742505|0.864880588|54.23932676|-572.326702|26.15353224|-443.109365|1150.7554189999998|480.0590283|0.0|1.0|1.0|2.0|2.51|21.0|-8.0|3.31|2.07|1.0|0.0|109.93|0.0|1.0|-4.38|27.0|-6.28|0.0|0.0|0.0146|0.0|0.0|-0.06432|4.2057|3731.0|-1154.281986|590.93|989.66|294.8|418.41|462.0|0.55027|0.1601|-0.1520099999999999|2.9986|-0.21633|3715.0|5.43|5.43
17a_a10|0.0|0|0|0.0|1|7.535296702|2|1.3438501040000002|2.118111229|-0.218519541|-0.004333189|0.021150127|3|0.036545455|-0.082914437|-0.2946568739999999|0.009206558|0.031632653|1|1|0.01029375|-0.225935253|-0.360142554|-0.275154041|2|0.7019075779999999|0.76281504|1|-0.055423599|0.020088947|-39.18491085|14.20303963|0.146175016|103.34686|-41.33310046|10.04165819|0.564726042|-1.488408763|-27.70403316|-16.70343549|53.38795048|0.4918223679999999|3154.628148|603.6608262999999|-1052.3164359999998|1855.293376|-11.80945728|0.967815851|307.7420338|-743.9958084|29.57794442|-91.52361858|1863.410498|911.2106544|0.0|1.0|1.0|0.0|3.66|21.0|-7.32|3.31|2.5|1.0|0.0|142.16|0.0|1.0|-3.68|35.0|-7.43|0.0|0.0|0.0986|0.0|0.0|-0.04641|5.5285|3.9887|-1524.52012|767.6|1326.24|224.26|603.73|0.32889|0.67671|0.0867|-0.16562|4.1012|-0.21203|49.0|7.3098|7.3098
3n_a32|0.0|1|1|3.616639267|0|7.773594467000001|1|0.609420754|0.0|-0.0376583329999999|-0.00615216|-0.01504795|1|0.035643275|-0.056907012|-0.295303659|0.000609539|-0.0711168609999999|3|3|0.002379137|-0.086764744|-0.153506065|-0.435658951|0|0.810658423|0.816774665|1|-0.074507943|0.01889769|-42.83673428|10.86481886|0.159958218|91.96452611|-30.65624207|6.246493173999999|0.648933114|-1.205687365|-24.62805609|-15.75418035|53.70155314|0.456693072|2526.071154|482.963897|-693.1839353999999|2426.73803|-9.057526067|0.840580248|201.8383309|-398.5311469|24.27704797|-171.25176130000003|1068.190111|522.1674161999999|1.0|1.0|1.0|1.0|3.29|19.0|-6.96|6.71|5.01|2.0|0.0|106.44|0.0|1.0|-5.96|26.0|-5.98|0.0|1.0|0.000424|0.0|0.0|-0.05535|3.5459|3.5459|-1825.349557|614.67|1036.75|349.65|464.67|0.7028399999999999|0.7028399999999999|0.2839|-0.1472099999999999|3.5849|-0.20256|21.0|7.6778|7.6778
12f_a36|0.0|0|0|3.50900085|0|7.412764017000001|2|1.297042537|0.0|-0.066269699|-0.006773586|-0.032343041|2|0.039061728|0.10938259|-0.40641518|0.003676818|-0.06756661|1|1|0.0045625|-0.101854847|-0.169994208|-0.438198895|1|0.902377067|0.821599443|0|-0.071035495|0.01784834|-46.86832019|11.77610852|0.156443092|103.2191714|-43.65234724|7.769727312|0.7803018709999999|-2.00553221|-30.92312428|-23.629013600000004|58.64442871|0.464240353|2770.818472|556.5681681|-1323.224761|2380.393255|-15.59012402|0.8665086190000001|144.9540437|-873.0469447999999|30.28188764|-369.879252|1695.785708|729.1873176|1.0|0.0|1.0|2.0|0.0|17.0|-7.36|3.62|2.45|1.0|0.0|133.52|0.0|1.0|-4.61|31.0|-6.33|0.0|0.0|0.0102|0.0|0.0|-0.05035|5.2106|3.6545|-1311.550167|699.88|1195.77|237.95|545.55|0.37095|0.70126|0.0231|-0.15011|5.9228|-0.20046|11.0|7.9586|7.9586
14c_a23|0.0|1|1|0.0|2|7.423568444|0|1.197962449|3.349976042|0.06596946|-0.005822256|-0.024758731|2|0.043538647|0.04174584|-0.296935034|0.010682694|-0.047410593|2|2|0.009263715|-0.071484865|-0.13187015|-0.4589840189999999|2|0.722187957|0.793551289|1|-0.0567889659999999|0.018842596|-37.73933093|12.52192141|0.077064961|51.21382308|-35.33439343|8.321492112|0.7834075309999999|-1.600173862|-25.07982076|-22.62557089|50.26125234|0.459622824|2955.304496|613.3401089|-1063.401832|2379.221378|-15.0359121|0.8505592829999999|143.9373772|-706.6878684999999|28.88097191|-376.6791777|1357.40568|633.3278634|0.0|1.0|0.0|1.0|3.6|26.0|-7.99|4.0|4.67|2.0|1.0|125.29|0.0|1.0|-6.13|31.0|-6.03|0.0|0.0|0.000334|0.0|0.0|-0.0795299999999999|3.7031|3.7031|-2089.501598|693.64|1177.63|334.81|549.86|0.56781|0.56781|356.0|-0.15143|7.2704|-0.23096|2.0|8.6253|8.6253
12d_a31|0.0|0|0|3.441384322|0|7.765993078999999|1|0.61013528|0.0|0.039097757|-0.012448252|-0.043220149|0|0.0359583329999999|-0.042401695|-0.697102094|-0.002456634|-0.032270224|2|2|0.000127275|-0.134504227|-0.214049412|-0.550805937|0|0.8066174070000001|0.8343242820000001|0|-0.0938723509999999|0.0296918329999999|-66.58534562|21.06095035|0.294550252|208.9297871|-57.85220856|14.93891054|0.6383648510000001|-1.724762406|-47.23018217|-23.08311261|87.64629597|0.389382761|2653.867767|500.3881827|-1223.404968|2434.226776|-16.37326657|0.63768714|256.5143096|-867.7831284|36.15974873|-196.2893506|1916.466682|647.1500428999999|1.0|1.0|1.0|2.0|3.9|16.0|-7.63|6.04|4.09|2.0|0.0|112.97|0.0|1.0|-5.61|29.0|-6.36|0.0|1.0|0.0010199999999999|0.0|0.0|-0.03128|3.8477|3.8477|-1657.428467|730.86|1201.63|322.23|626.33|0.7006600000000001|0.7006600000000001|0.2566|-0.15968|2.4186|-0.19096|0.51|6.2924|6.2924
14a_a3|0.0|0|0|0.0|0|6.823286122000001|0|0.6050202020000001|0.0|0.111575338|-0.009312773|-0.1160619169999999|3|0.043464052|-0.143740653|-0.363198151|-0.00603969|-0.172643335|1|1|-0.004161699|-0.050943323|-0.094863591|-0.582572884|3|0.882394075|0.7574238740000001|1|-0.091731577|0.0140376889999999|-45.12132248|6.904918591|0.209105063|102.8554977|-22.89086827|3.396421044|0.7608768779999999|-1.324537874|-22.1944701|-18.09776067|52.02624107|0.481997259|2160.698862|389.0288018|-651.519384|1186.412113|-8.902004327|0.930491715|117.6209094|-320.4721558|23.78539971|-256.6424807|856.2743893999999|358.3503513|0.0|1.0|1.0|1.0|2.2|21.0|-6.89|4.28|3.71|0.0|0.0|93.25|0.0|1.0|-4.45|23.0|-6.42|0.0|1.0|0.0113|0.0|0.0|-0.06736|3.2363|3.2363|-1327.485188|528.91|822.33|383.1|373.85|0.69708|0.69708|0.4524|-0.1321|3.5358|-0.19946|0.03|7.5229|7.5229
12a_a30|0.0|0|0|0.0|0|7.412764017000001|2|0.604984824|0.0|0.033691224|-0.006711725|-0.02919335|2|0.040166667|-0.096804291|-0.3557214489999999|0.005050384|-0.094932667|1|1|0.005458948|-0.053309522|-0.094526372|-0.454270252|1|0.8421237309999999|0.7885597609999999|0|-0.07699057|0.016292604|-47.73588073|10.10177981|0.163785284|101.5505506|-37.34272719|6.263330101|0.805190202|-1.845630786|-29.59731695|-23.35372432|57.83766054|0.469799116|2722.217443|518.4718832|-1144.332492|2256.680391|-14.47983299|0.88607758|120.786445|-709.5118166|29.00398472|-378.4495438|1421.195251|620.9195447000001|1.0|1.0|1.0|1.0|0.0|17.0|-6.64|3.84|2.62|2.0|0.0|127.28|0.0|1.0|-5.28|29.0|-5.98|0.0|0.0|0.00208|0.0|0.0|-0.05184|5045.0|3.4885|-1575.745502|668.81|1122.01|245.76|507.17|0.35338|0.68599|0.1511|-0.1481|4.1875|-0.19994|11.0|7.9469|7.9469
18_a20|0.0|0|0|3.463603867|0|6.842683282|0|1.400923654|0.0|0.1160337319999999|-0.008841844|-0.12050413|2|0.0396875|0.163548857|-0.5039851160000001|-0.005614194|-0.054458882|1|1|-0.004071701|0.001996439|0.003282792|-0.597167441|2|0.809917509|0.7602869659999999|1|-0.0927760219999999|0.0108136339999999|-61.73239771|7.195302872999999|0.23863824|158.7879106|-42.1615378|4.787695004|0.8109110409999999|-1.904546783|-41.07622672|-23.91074854|68.92770059|0.483668611|2809.844943|506.6038164|-1267.269673|1822.210286|-15.91001426|0.936740671|125.81822920000002|-843.230756|29.4862782|-413.7552685|1562.772745|712.1606951|1.0|1.0|1.0|2.0|2.76|27.0|-10.0|5.54|4.69|2.0|0.0|125.07|0.0|0.0|-5.59|32.0|-6.13|0.0|1.0|0.00107|0.0|0.0|-0.05604|5.9778|3.5355|-1352.32685|703.24|1204.88|207.41|531.11|0.31154|0.6953699999999999|0.2011|-0.14685|5.3978|-0.20289|34.0|7.4685|7.4685
3b_a49|0.0|0|0|0.0|1|7.535296702|1|1.343850026|2.104186262|-0.003115526|-0.0057605869999999|-0.055724324|2|0.034155556|-0.090939066|-0.322592863|0.000607064|0.00361222|1|1|0.001356445|0.000511959|0.000850823|-0.405529602|2|0.7745859279999999|0.794997634|1|-0.0883601469999999|0.013576151|-54.04959517|8.304484449|0.250895642|153.4719941|-31.67356498|5.07982433|0.656865946|-1.439043207|-33.06194987|-16.92803342|62.35407961|0.477583842|2660.339607|458.224537|-880.2577376|1796.6760370000002|-10.35481932|0.914182753|209.89391040000004|-538.4506046|25.77091035|-191.9087104|1340.087338|641.1445234|1.0|1.0|1.0|2.0|2.43|21.0|-7.58|3.16|3.2|1.0|0.0|116.94|0.0|1.0|-3.53|30.0|-7.42|0.0|1.0|0.1169999999999999|0.0|0.0|-0.06115|4.6669|3.8418|-1293.291817|664.15|1132.92|265.67|480.08|0.5798|0.6632|0.0759|-0.1587|3.0055|-0.21985|25.0|7.6021|7.6021
1k_a5|0.0|0|0|2.9020229360000003|0|6.605297921|0|1.427567903|0.0|-0.216088148|-0.0030192829999999|-0.064652321|2|0.026339869|-0.095857885|-0.120771321|0.003886035|-0.011848312|1|1|0.003708988|0.019611905|0.045204303|-0.254495542|2|0.567806811|0.7824502320000001|0|-0.078995018|0.010892351|-40.40908188|5.571869083999999|0.216307319|110.6497654|-19.44172742|2.850231839|0.724954458|-1.114467843|-20.67084672|-15.40795854|45.98095096|0.48165588|2171.394196|400.8898627|-570.0944662|824.0133397999999|-7.881781385|0.929220303|140.69669409999997|-291.6259112|21.25369168|-230.14624|786.3865923|357.34245360000006|1.0|0.0|1.0|1.0|2.02|23.0|-8.3|4.88|4.76|0.0|0.0|90.44|0.0|1.0|-3.97|24.0|-5.99|0.0|1.0|0.0336|0.0|0.0|-0.04516|4.7221|4.4063|-1050.51717|533.8|890.76|262.56|398.63|0.53086|0.5282|0.1239|-0.1798799999999999|1.5911|-0.22504|48.0|7.3188|7.3188
13_a10|0.0|0|0|0.0|1|7.535296702|1|1.343837907|2.091672336|-0.059862024|-0.0057715859999999|-0.055497169|2|0.038726287|-0.093280469|-0.259721373|0.00384732|-0.001592366|1|1|0.003791547|-0.017015286|-0.02811323|-0.345108701|2|0.761923976|0.78472614|1|-0.094726989|0.0122005|-47.88975806|6.168030793|0.181972309|91.99711608|-21.04167667|3.118282386|0.7144943490000001|-1.234905671|-24.21093442|-15.22715739|54.05778885|0.449563457|2261.82488|413.5584641|-624.3134531000001|1630.880014|-7.698174391|0.816739845|144.338975|-315.62515|21.31179541|-216.8776303|873.7836118999999|422.96706330000006|1.0|0.0|1.0|1.0|2.58|21.0|-6.6|3.52|3.81|0.0|0.0|97.14|0.0|1.0|-3.76|25.0|-6.34|0.0|1.0|0.0576|0.0|0.0|-0.05022|5.8308|3.8419|-1065.839441|550.83|926.41|212.63|376.77|0.34881|0.68386|0.1514|-0.15937|3.6904|-0.20959|0.16|6.7959|6.7959
12y_a36|0.0|0|0|3.479963309|0|7.412764017000001|2|1.29704385|0.0|-0.061103469|-0.00707164|-0.065314765|2|0.041767677|0.036174187|-0.410155116|0.002782748|-0.028440975|1|1|0.003724542|-0.095253274|-0.1619981409999999|-0.434990282|1|0.90500247|0.820226782|0|-0.076585128|0.019404665|-51.48548385|13.04507243|0.16295867|109.55137340000002|-44.53093547|8.769742642|0.755735734|-1.970657299|-34.61187706|-24.53339777|64.53055627|0.487285656|2793.629988|562.7133986|-1324.80348|2304.463084|-16.49293906|0.950403792|164.2102614|-890.6187094000001|32.46293206|-343.8442493|1752.9983309999998|698.847203|1.0|0.0|1.0|2.0|0.0|17.0|-7.01|3.62|2.42|1.0|0.0|133.84|0.0|1.0|-4.58|31.0|-6.34|0.0|0.0|0.0106|0.0|0.0|-0.05002|3.8794|3.8794|-1310.315063|702.38|1183.75|319.6|532.91|0.66796|0.66796|0.4358|-0.15671|6.1376|-0.20673|12.0|7.9208|7.9208
12v_a36|0.0|0|0|3.468871488|0|7.412764017000001|2|1.297043692|0.0|-0.077763989|-0.008411281|-0.04314418|2|0.041767677|0.073329354|-0.487854327|0.00127667|-0.023932402|1|1|0.003077071|-0.1430106119999999|-0.239932418|-0.401336708|1|0.8913597320000001|0.828393514|0|-0.078158778|0.027145269|-51.4172081|17.85767346|0.197708661|130.0637965|-45.52806671|11.74777471|0.6276553979999999|-1.788408258|-33.82511043|-21.78731129|69.27488156|0.461799225|2846.057239|527.7920397|-1176.51481|2328.221818|-14.33290989|0.8580426609999999|244.9490697|-773.9771341000001|34.71221847|-167.9576969|1874.459798|679.7230552999999|1.0|0.0|1.0|2.0|0.0|17.0|-6.69|2.77|1.89|1.0|0.0|130.24|0.0|1.0|-3.95|31.0|-6.93|0.0|0.0|0.0464|0.0|0.0|-0.05219|3.8847|3.7035|-1347.442792|671.56|1150.38|319.16|502.83|0.69298|0.7016100000000001|0.0223|-0.15185|6.1869|-0.20404|14.0|7.8539|7.8539
6a_a31|0.0|0|0|3.3855253210000003|0|7.703007682000001|1|0.610184884|0.0|0.038376178|-0.01694403|-0.181987023|0|0.0357275129999999|0.08881108|-0.779425376|-0.013930701|-0.026103465|2|2|-0.010591881|0.0006473469999999|0.001117583|-0.568500407|0|0.848282918|0.784022685|0|-0.132158278|0.034212524|-77.60012959|20.08876284|0.42783832|251.216265|-43.59027182|11.79563339|0.6927462990000001|-1.896464366|-45.56491046|-26.51328079|97.68889243|0.478330896|2713.694431|335.9594356|-1113.557793|1671.917893|-15.56795422|0.916923952|180.411907|-653.8540772999999|38.27271371|-226.3518866|1607.453976|479.200937|1.0|1.0|1.0|2.0|2.51|22.0|-6.96|4.68|3.69|1.0|0.0|104.73|0.0|1.0|-5.22|28.0|-6.69|0.0|1.0|0.00238|0.0|0.0|-0.05563|3.5428|3.5428|-1613.295461|607.79|1028.95|349.96|447.66|0.70416|0.70416|0.6404|-0.1428|7.7514|-0.19843|1.1|5.9586|5.9586
12h_a36|0.0|0|0|3.468184524|0|7.412764017000001|2|1.297043828|0.0|-0.128701804|-0.0086750619999999|-0.041228471|2|0.039061728|0.059920602|-0.503153567|0.00127667|-0.051080247|1|1|0.003077071|-0.1430106119999999|-0.239932418|-0.410826531|1|0.8913597320000001|0.820041835|0|-0.073572836|0.027905055|-48.17643878|18.27258858|0.180385475|118.1187282|-45.96672487|11.96512593|0.665254541|-1.929663894|-31.5465515|-23.39942087|66.44902736|0.464544951|2845.467486|536.6941285|-1263.568727|2391.856014|-15.32224162|0.8675704009999999|219.1956304|-827.4010477|35.1736357|-216.42159590000003|1899.376328|679.7230552999999|1.0|0.0|1.0|2.0|0.0|17.0|-6.69|2.77|1.89|1.0|0.0|130.24|0.0|1.0|-3.95|31.0|-6.93|0.0|0.0|0.0464|1.0|0.0|-0.05013|5.1998|3.4554|-1347.451759|697.29|1177.89|238.44|535.67|0.34589|0.7014600000000001|0.0056|-0.14247|6754.0|-0.1926|14.0|7.8539|7.8539
11a_a31|0.0|0|0|2.856083711|0|7.773594467000001|1|0.610138462|0.0|-0.045290366|-0.02376325|-0.259732443|0|0.044949495|-0.087576474|-0.8792402579999999|-0.022093578|-0.019865299|2|2|-0.017433557|-0.1068420919999999|-0.1829166189999999|-0.563537536|0|0.861302755|0.8433024170000001|0|-0.151872243|0.041435152|-76.64827023|20.91187076|0.513245044|259.0291941|-41.01552988|10.55399384|0.735254945|-1.932331673|-38.68354874|-28.68314085|97.560141|0.451795285|2288.9694010000003|245.6599349|-975.2267888|1769.346573|-14.47606937|0.8241360790000001|133.6139513|-492.1863586|39.01114987|-237.4612264|1326.379096|302.14325319999995|0.0|1.0|0.0|2.0|2.16|16.0|-4.65|3.93|2.94|0.0|0.0|83.12|0.0|2.0|-4.81|23.0|-6.51|0.0|1.0|0.00506|0.0|0.0|-0.05074|3.8042|3.8042|-1441.411622|529.63|860.74|325.92|407.76|0.69222|0.69222|0.2797|-0.15515|6.4691|-0.20589|0.19|6.7212|6.7212
17g_a50|0.0|1|1|0.0|2|7.934155233999999|2|1.320916184|4.377239517|-0.185924266|-0.002050512|0.052557574|2|0.029160757|-0.05611228|-0.13328325|0.012079|-0.1155555559999999|2|2|0.01245647|-0.200725906|-0.323333765|-0.213708251|1|0.754575205|0.738521694|1|-0.048170917|0.014550016|-32.14758511|9.710172008|0.079336825|52.94662161|-31.48270383|6.48022912|0.749948388|-1.555134042|-21.45417373|-17.29736764|41.85775712|0.467997084|2821.3922|614.4183967|-1037.842058|1975.996014|-11.54365807|0.879688945|166.8756987|-692.6194843|23.06474408|-333.6136209|1383.884645|829.3813984|0.0|1.0|1.0|0.0|3.66|20.0|-6.96|3.71|4.37|2.0|0.0|133.03|0.0|1.0|-4.46|32.0|-6.28|0.0|0.0|0.0148|0.0|0.0|-0.0323|4.0458|4.0458|-1335.946919|725.92|1259.05|306.45|559.45|0.6623600000000001|0.6623600000000001|0.1795|-0.16699|7.0584|-0.19929|246.0|6.6091|6.6091
AKLKII_a46|0.0|0|0|2.917217813|0|6.605297921|0|1.4316666480000002|0.0|-0.206312209|-0.003417504|-0.030657|3|0.0386379929999999|-0.008897473|-0.129865138|0.006821053|0.036226415|1|1|0.006731579|-0.037291767|-0.066245471|-0.270506095|3|0.718266758|0.758995484|1|-0.071827497|0.010384859|-34.061229|4.924591245|0.162358606|76.99187522|-20.09682339|2.335284369|0.7721395329999999|-1.161800612|-16.15213359|-15.74102977|38.98582025|0.47999819|2000.353437|397.2168972|-550.9360419|792.7439217|-7.464534402999999|0.92307023|108.05343229999998|-261.2587041|20.38625028|-258.10190780000005|713.5187596|314.0966684|1.0|0.0|1.0|1.0|1.6|21.0|-7.21|3.9|3.39|0.0|0.0|85.32|0.0|1.0|-3.24|22.0|-6.5|0.0|1.0|166.0|0.0|0.0|||||||||||||||181.0|6.7423|6.7423
12e_a31|0.0|0|0|3.483599061|0|7.765993078999999|1|0.610134116|0.0|0.052663358|-0.011519192|-0.044316064|0|0.037098765|0.0113193469999999|-0.70267073|-0.002475146|-0.015755876|2|2|-0.000231353|-0.08867626|-0.142921555|-0.543945776|0|0.7968154940000001|0.7761616020000001|0|-0.0939597569999999|0.02665413|-68.32948993|19.38343763|0.2784732339999999|202.5115275|-58.15044546|14.09603901|0.725120432|-2.089171358|-49.6906263|-26.65419063|87.71292755|0.474858042|3040.353774|524.7092721|-1519.288866|1899.851187|-19.38348182|0.904247004|199.8981394|-1104.858464|36.75829484|-327.4245209|2095.222806|798.7285626|1.0|1.0|1.0|2.0|3.72|22.0|-9.31|6.69|5.4|3.0|0.0|129.38|0.0|1.0|-6.66|33.0|-5.93|0.0|1.0|9.96e-05|0.0|0.0|-0.03445|5.3264|3.8391|-1809.85374|781.61|1308.13|232.77|640.03|0.55114|0.7006600000000001|0.2627|-0.15934|2.6024|-0.19379|0.17|6.7696|6.7696
3_a27|0.0|0|0|0.0|2|6.605297921|0|1.402697639|3.127072625|0.124551908|-0.00648099|-0.096132106|2|0.040512821|-0.172132163|-0.27868256|0.009082086|0.024154412|1|1|0.00955169|-0.1984716939999999|-0.341338963|-0.479874452|2|0.640545265|0.810053853|1|-0.06145119|0.019234305|-31.82136336|9.960129259|0.137884078|71.40072181|-23.10213938|5.157668895|0.733853752|-1.292309364|-16.47810502|-16.72996312|41.78149261|0.44566003|2294.213272|446.4308003|-669.1985248999999|1043.697725|-8.663302268999999|0.803947133|137.8189165|-346.53209080000005|22.79740761|-242.1936891|911.8963045|401.7540197|1.0|1.0|0.0|0.0|3.11|21.0|-5.89|2.8|2.94|0.0|0.0|97.71|0.0|2.0|-3.7|25.0|-6.41|0.0|1.0|0.0658|0.0|0.0|-0.05512|5.5045|3962.0|-1081.88481|547.92|931.06|225.24|425.72|0.34864|0.6734600000000001|0.2208|-0.16457|2.7811|-0.21969|4.0|8.3979|8.3979
