molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SssssC|NaasN|nAHRing|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|SRW07|AATSC1s|n6HRing|JGI4|SaaaC|ATSC1c|MATS8i|BCUTi-1|AATSC8d|n5aRing|AATSC1pe|MATS1i|AATSC1i|n6aHRing|GATS1are|BIC2|MATS8s|SIC2|nFaHRing|FNSA5|PNSA3|RNCS|FNSA2|DPSA5|DPSA3|GeomPetitjeanIndex|GRAVp|PNSA2|MOMI-Z|WNSA4|FPSA1|GeomDiameter|GRAV|WNSA2|DPSA4|FPSA5|DPSA2|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Fraction Csp3|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|Egan filter|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Volume|Wavelength (max. Transition) (nm)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|pIC50|pIC50
12aw_a36|0.0|1|0|0|0.0|0|2|2|1.297044239|0.0|-0.135690414|-0.008293935|5.351858133|-0.115864198|2|0.043383838|0.0|-0.4478724979999999|-0.1066959869999999|10.96021804|-0.034663063|1|-0.004358975|-0.098027247|-0.250781298|1|0.653741315|0.836170906|-0.022464907|0.892249657|0|-0.114701005|-56.73814908|54.50894809|-2.06461809|87.37742985|71.5057033|0.47322369|2901.451841|-1323.400377|2380.579051|-16.96573876|0.250947713|14.32425315|6370.06138|-848.2869380000001|35.33532702|0.02161528|1766.7663510000002|1.0|0.0|0.0|2.0|0.14|17.0|3.55|3.0|2.78|1.0|0.0|123.67|0.0|1.0|-3.99|31.0|6.0|417.41|0.0|0.0|-4.32|4.81e-05|0.0201|2.88|0.0|7.599999999999999e-08|3.17e-05|-0.05513|3.66|3.8763|-1431.373326|1120.43|237.0|0.69109|0.3892|-0.15688|4.8181|8.0458|8.0458
1h_a5|0.0|1|0|0|0.0|0|0|0|1.427564094|0.0|-0.259241577|-0.001978474|4.59511985|-0.009075016|2|0.026339869|0.0|-0.085074391|-0.1197834419999999|10.94466758|-0.044117647|1|0.007357977|0.034752304|0.0578378779999999|2|0.71274658|0.780175595|0.070628165|0.8436458929999999|0|-0.069496749|-35.25675213|160.0744187|-1.111947978|44.51475742|39.84574434|0.489507204|2107.271793|-579.9392753|819.6979313999999|-7.561719827|0.2549450239999999|13.14687756|4334.547353|-302.4687931|19.45961351|0.01585373|778.3845404|1.0|1.0|1.0|1.0|0.05|23.0|4.99|4.51|2.13|0.0|0.0|95.45|0.0|1.0|-4.25|24.0|3.0|312.37|0.0|1.0|-4.45|3.5600000000000005e-05|0.0111|3.43|0.0|3.87e-09|1.21e-06|-0.04124|3.17|4.3651|-990.6032645|934.7|266.52|0.57155|0.1754|-0.17797|2.2396|7.5528|7.5528
19b_a38|0.0|1|0|0|0.0|0|2|2|1.297044256|0.0|-0.122009545|-0.008652352|5.351858133|-0.115864198|2|0.044392765|0.0|-0.467227005|-0.1381849369999999|10.96052467|-0.0697981979999999|1|-0.004358975|-0.098027247|-0.250781298|1|0.653741315|0.8295290000000001|0.019437461|0.8851623040000001|0|-0.11557289|-53.38447032|120.3048789|-2.0803120280000003|84.49751102|67.31146923|0.478948837|2897.652112|-1291.149559|2436.66785|-16.02708787|0.240363041|13.74014387|6518.872269|-801.3543933999999|33.99385836|0.020570275|1699.692918|1.0|0.0|0.0|3.0|0.14|17.0|3.55|3.11|2.78|1.0|0.0|125.65|0.0|1.0|-4.25|31.0|5.0|419.43|0.0|1.0|-4.33|4.67e-05|0.0196|2.88|0.0|7.599999999999999e-08|3.19e-05|-0.05031|3.66|3.7509|-1431.38073|1111.29|231.18|0.69411|0.1945|-0.15414|5.5253|7.9172|7.9172
11_a47|0.0|0|0|0|0.0|0|0|0|1.381898438|0.0|0.035230036|-0.007767503|0.0|-0.156077888|3|0.033931624|1.311097861|-0.427212659|0.081235787|10.93671007|0.046339015|0|-0.00580273|-0.038723054|-0.079543257|3|0.702719047|0.715054643|-0.058523885|0.770028429|1|-0.096486559|-50.01659041|119.4035378|-1.833244617|66.9895812|55.20085753|0.4686568239999999|2842.168734|-1123.0517|2201.328597|-13.48990542|0.183391205|11.22841564|6736.717611|-687.9851765999999|26.96593732|0.0128657439999999|1375.2628029999998|1.0|1.0|1.0|2.0|0.04|28.0|5.58|6.68|3.0|2.0|0.0|124.7|0.0|0.0|-6.29|32.0|5.0|422.45|1.0|1.0|-6.03|9.32e-07|0.000394|5.06|0.0|2.81e-11|1.19e-08|-0.05094|4.84|3.7253|-1396.145101|1146.42|332.82|0.6915399999999999|0.2321|-0.1546|2.9142|7.4|7.4
47r_a18|0.0|0|0|0|0.0|0|1|1|0.403924645|0.0|0.029358241|-0.0058631659999999|4.844187086|-0.216996268|0|0.035706215|0.0|-0.40455848|-0.02952923|10.35082951|-0.030106257|0|-0.0001597829999999|-0.233665901|-0.362261236|0|0.806477847|0.7698681909999999|0.017110504|0.8075001|0|-0.087091542|-62.75220741|13.30156885|-2.090197013|81.99788849|74.34599189|0.49394971|3389.050097|-1563.048166|1504.28892|-17.70979622|0.311925149|19.40516312|7727.455993|-1168.846551|34.41856352|0.0225607039999999|2271.625192|1.0|1.0|1.0|2.0|0.22|18.0|0.43|3.76|2.23|3.0|1.0|145.82|0.0|1.0|-6.65|36.0|4.0|504.6|0.0|0.0|-5.64|2.31e-06|0.00117|4.59|0.0|3.48e-08|1.76e-05|-0.0522799999999999|9.2|3.1705|-1964.813473|1387.23|391.06|0.69545|0.6007|-0.13021|2.3873|6.6364|6.6364
16i_a32|0.0|1|1|1|0.0|0|0|0|0.6094207429999999|0.0|0.175604846|-0.0146198339999999|5.733341277|-0.075706124|0|0.0439583329999999|2.078707411|-0.7748511779999999|-0.104899053|10.31100265|0.006037736|3|-0.001202032|-0.120440534|-0.211019184|0|0.801401734|0.836966894|0.134577711|0.8829894|1|-0.114771536|-56.03343427|90.08098301|-1.836344582|88.80827938|70.6307405|0.455596751|2770.767996|-1200.164351|3450.514629|-15.6876273|0.281035887|12.57892808|6355.471589|-784.3813651|33.38593207|0.021112022|1669.296604|1.0|0.0|1.0|2.0|0.3|19.0|6.25|4.85|1.34|3.0|0.0|116.75|1.0|1.0|-7.03|29.0|5.0|427.54|1.0|0.0|-5.09|8.18e-06|0.0035|4.19|0.0|4.01e-08|1.7100000000000002e-05|-0.05044|4.99|3.6176|-1995.279632|1175.51|342.72|0.70222|0.2857|-0.14976|3353.0|8.2596|8.2596
4R4k_a46|0.0|0|0|0|0.173180233|1|1|1|1.134637098|2.145043462|-0.050636784|-0.0049602|5.587248657999999|-0.088084767|1|0.0510113959999999|0.0|-0.252970193|-0.1149361969999999|10.94631314|-0.1032662209999999|1|0.006050983|0.008544799|0.012963356|1|0.78837943|0.7477594870000001|-0.003017362|0.787615341|0|-0.085931818|-47.73036108|173.3171354|-1.4608409080000002|49.58292992|51.92513282|0.465590034|2105.035168|-777.3362788|1767.850427|-8.617349646000001|0.133318901|10.33328154|4711.736397|-413.632783|18.68565706|0.007248925|896.9115391|1.0|1.0|1.0|1.0|0.33|17.0|4.26|4.77|2.84|1.0|0.0|100.96|0.0|1.0|-4.82|25.0|3.0|333.43|0.0|1.0|-4.83|1.4800000000000002e-05|0.0049299999999999|4.05|0.0|2.48e-07|8.28e-05|-0.02045|4.52|4.1392|-1053.413412|994.13|234.09|0.68404|0.1008|-0.17484|1.8559|7.0132|7.0132
2_a33|0.0|1|1|1|0.0|0|0|0|0.609420748|0.0|0.047294725|-0.009168933|5.733341277|-0.064926835|0|0.039958333|2.112255684|-0.476784502|0.070526947|10.31100266|-0.05997501|3|-0.000810928|-0.083752249|-0.148024156|0|0.787714775|0.833090592|-0.0212158239999999|0.8799816220000001|1|-0.104047115|-49.13901703|103.5201191|-1.56070672|75.44970552|60.41371259|0.4699986339999999|2632.195388|-953.6549298|3245.244678|-11.89228027|0.297402265|11.60906093|6067.635829|-582.7217333|27.70055258|0.019430318|1357.327077|1.0|0.0|1.0|2.0|0.3|19.0|6.7|4.63|1.33|2.0|0.0|115.28|1.0|1.0|-6.35|28.0|4.0|411.54|1.0|1.0|-4.78|1.6800000000000002e-05|0.0069|3.72|0.0|2.13e-08|8.78e-06|-0.04967|5.11|3.6281|-1920.049452|1128.98|341.74|0.70205|0.2911|-0.15012|4.2519|8.2596|8.2596
12bb_a36|0.0|1|0|0|0.0|0|2|2|1.29704416|0.0|-0.07834963|-0.008239316|5.351858133|-0.117921811|2|0.04625323|0.0|-0.444923056|-0.018516159|10.96022185|-0.027636036|1|-0.004358975|-0.098027247|-0.250781298|1|0.653741315|0.836170906|0.0534307559999999|0.892249657|0|-0.114330726|-58.19935506|88.91215764|-1.943622342|88.14984373|72.36704599|0.4808928389999999|2902.055617|-1247.709262|2458.790147|-16.01935076|0.280705922|15.13083401|6285.088971|-800.967538|34.69260487|0.022984922|1734.6302440000002|1.0|0.0|0.0|2.0|0.14|17.0|3.55|3.0|2.78|1.0|0.0|123.67|0.0|1.0|-3.99|31.0|6.0|417.41|0.0|0.0|-4.32|4.81e-05|0.0201|2.88|0.0|7.599999999999999e-08|3.17e-05|-0.0566799999999999|3.66|3.8001|-1431.374881|1120.72|236.69|688.0|0.0736|-0.15507|6251.0|8.0|8.0
17_a12|0.0|0|0|0|0.0|0|1|1|0.610029543|0.0|0.132275232|-0.00864055|4.727387819|-0.058347964|3|0.035816993|0.0|-0.38018419|-0.072956553|10.31157659|-0.070249784|1|-0.000651751|-0.113649923|-0.202276514|2|0.918713011|0.8198617429999999|-0.043392747|0.87653892|0|-0.096209886|-36.25249721|69.36398419|-1.443148294|57.97616997|42.10235809|0.466056241|2246.161353|-752.0117408|1470.257187|-9.557722681|0.213298781|10.61752641|4866.339908|-391.8666299|23.31475957|0.015049295|955.9051425|1.0|1.0|1.0|1.0|0.17|17.0|4.51|2.56|2.47|0.0|0.0|103.12|0.0|1.0|-4.51|24.0|4.0|333.41|0.0|1.0|-4.24|5.7100000000000006e-05|0.0191|3.19|0.0|6.97e-08|2.32e-05|-0.06322|2.87|3.7723|-1366.776169|933.62|281.69|0.62783|148.0|-0.15459|2128.0|7.7959|7.7959
5_a27|0.0|0|0|0|0.0|2|0|0|1.4026035369999998|3.2927747860000003|0.126882432|-0.0063562359999999|4.727387819|-0.068518519|2|0.048947368|1.271687295|-0.286030638|-0.125237927|10.93772408|-0.013448351|1|0.010329671|-0.2030237389999999|-0.341622797|2|0.639413469|0.760083119|0.180356685|0.8149212259999999|1|-0.085078576|-29.50048722|10.48961936|-1.276178645|53.51978325|38.43699603|0.439066197|2273.906133|-672.5307653|1254.531539|-8.438466859|0.258518528|10.98289851|4943.51602|-354.41560810000004|21.59546513|0.016479312|907.0095354|0.0|0.0|1.0|0.0|0.16|21.0|2.94|2.8|2.66|0.0|0.0|97.55|0.0|1.0|-3.61|25.0|4.0|331.37|0.0|1.0|-4.01|9.78e-05|0.0324|2.58|0.0|6.04e-07|0.0002|-0.04554|4.9|4.0989|-1083.124207|955.22|302.48|0.64548|0.2448|-0.16952|2.3781|8.5229|8.5229
26_a47|0.0|0|1|1|0.0|1|0|0|1.304328272|1.06819297|0.11828578|-0.012090143|4.727387819|-0.200192886|2|0.045681818|0.956774672|-0.544056455|-0.046771537|10.94972213|0.0081426509999999|1|-0.008325552|-0.035472095|-0.079370393|2|0.6850994429999999|0.845040087|-0.11288313|0.910081385|1|-0.101679756|-57.01987795|9.608109253|-1.626876095|73.39007585|69.15552111|0.474969855|2625.572598|-945.3464183|1341.904566|-13.07911017|0.282360823|13.22794532|5994.406615|-549.3226272|31.36429668|0.024619511|1317.300461|0.0|1.0|1.0|2.0|0.05|21.0|2.84|4.68|2.59|1.0|0.0|104.8|0.0|1.0|-4.86|28.0|5.0|396.81|0.0|1.0|-4.56|2.77e-05|11.0|3.12|0.0|5.97e-08|2.37e-05|-0.06279|4.37|3992.0|-1696.075481|1006.59|258.5|0.68707|77.0|-0.16642|3.6825|7.9|7.9
14m_a23|0.0|0|1|1|-4.405643132|2|0|0|1.197955072|3.1160758160000004|0.05521348|-0.008929306|5.351858133|-0.272389934|2|0.0431917209999999|0.665608656|-0.482182526|-0.034213923|10.3132176|-0.050626415|2|0.001951778|-0.07256543|-0.226146643|2|0.560094237|0.798384929|0.0266555739999999|0.8581143859999999|1|-0.089285878|-50.63012925|47.23604193|-1.964289314|74.61692699|63.1440955|0.476833897|3255.247038|-1366.189602|2263.262957|-19.00406438|0.204166091|16.42895711|7588.823133|-950.2032192|34.33353583|0.017997351|1716.6767920000002|1.0|0.0|1.0|1.0|0.09|26.0|4.42|6.19|3.82|2.0|1.0|125.29|0.0|1.0|-6.38|34.0|7.0|479.48|1.0|0.0|-5.79|1.61e-06|0.000773|4.46|0.0|5.94e-09|2.85e-06|-0.08347|4.2|3.6774|-1966.945041|1209.21|337.15|0.65552|0.3335|-0.15208|6.1522|8.5171|8.5171
17_a20|0.0|1|0|0|0.0|0|0|0|1.4012598180000002|0.0|-0.064380628|-0.005457467|4.727387819|0.00038506|3|0.0388043479999999|1.652760156|-0.28924577|0.038629586|10.94884838|-0.072863159|1|0.000922796|-0.116922879|-0.202695123|3|0.760575852|0.7494736590000001|-0.131511077|0.812578598|1|-0.081404237|-41.75129828|66.47074027|-1.5466805119999998|64.39681425|51.60929807|0.455285305|2761.976599|-1014.297158|2210.790304|-13.57480888|0.24569612|15.05121151|6012.640572|-665.1656349|27.44244402|0.016793117|1344.679757|0.0|1.0|1.0|1.0|0.08|27.0|5.8|4.85|1.45|2.0|0.0|119.48|0.0|0.0|-5.36|31.0|5.0|402.45|0.0|1.0|-5.08|8.35e-06|0.00336|3.75|0.0|7.19e-11|2.9e-08|-0.0706799999999999|4.11|3.3926|-1291.918735|1157.26|365.45|0.69839|0.2977|-0.14021|3.9703|5.6478|5.6478
12v_a36|0.0|1|0|0|0.0|0|2|2|1.297043692|0.0|-0.077763989|-0.008411281|5.351858133|-0.04314418|2|0.041767677|0.0|-0.487854327|-0.086194201|10.96020642|-0.023932402|1|0.003077071|-0.1430106119999999|-0.239932418|1|0.8913597320000001|0.828393514|0.024751559|0.8792981679999999|0|-0.105200486|-51.4172081|113.7463918|-1.788408258|88.07013157|69.27488156|0.461799225|2846.057239|-1176.51481|2328.221818|-14.33290989|0.372344602|15.71271745|6065.593390999999|-773.9771341000001|34.71221847|0.02867403|1874.459798|1.0|0.0|0.0|2.0|0.17|17.0|2.77|1.89|1.72|1.0|0.0|130.24|0.0|1.0|-3.95|31.0|5.0|411.46|0.0|0.0|-4.07|8.499999999999999e-05|35.0|2.65|0.0|2.03e-07|8.340000000000001e-05|-0.05219|2.65|3.7035|-1347.442792|1150.38|319.16|0.7016100000000001|0.0223|-0.15185|6.1869|7.8539|7.8539
12_a3|0.0|0|0|0|0.0|0|0|0|0.605020506|0.0|0.167987916|-0.009093383|4.727387819|-0.118456941|2|0.042795699|2.07135708|-0.336455156|-0.045382017|10.31163031|-0.069857022|1|-0.0045709459999999|0.017902469|0.032450556|2|0.899733837|0.718481325|-0.039834906|0.784451598|1|-0.096133903|-44.07517037|239.2266101|-1.345874639|52.16354015|49.333524|0.463780604|2056.502939|-638.9523922000001|1064.221958|-8.921820355|0.169581355|10.50748861|4400.493202000001|-303.3418921|22.63041363|0.01374218|769.4340634|1.0|1.0|1.0|1.0|0.0|21.0|4.34|4.01|1.6|1.0|0.0|90.49|0.0|1.0|-5.68|22.0|3.0|304.37|0.0|1.0|-4.84|1.44e-05|0.0044|4.03|0.0|1.3e-07|3.9500000000000005e-05|-0.06361|2.94|3263.0|-1272.125792|847.25|379.97|0.69784|0.5056|-0.13153|2.3762|5.45|5.45
AKLKII_a46|0.0|1|0|0|0.0|0|0|0|1.4316666480000002|0.0|-0.206312209|-0.003417504|4.59511985|-0.030657|3|0.0386379929999999|1.744747103|-0.129865138|0.156485495|10.96959256|0.036226415|1|0.006731579|-0.037291767|-0.066245471|3|0.718266758|0.758995484|-0.0150769919999999|0.8264237520000001|1|-0.089369278|-34.061229|160.85204040000002|-1.161800612|49.76981906|38.98582025|0.47999819|2000.353437|-550.9360419|792.7439217|-7.464534402999999|0.2278604669999999|11.22955511|4110.764451|-261.2587041|20.38625028|0.015584114|713.5187596|1.0|1.0|1.0|1.0|0.06|21.0|3.9|3.39|1.18|0.0|0.0|85.32|0.0|1.0|-3.24|22.0|4.0|287.32|0.0|1.0|-3.58|0.000266|0.0764|2.19|0.0|6.18e-08|1.7800000000000002e-05|||||||||||6.7423|6.7423
17a_a50|0.0|0|1|1|0.0|2|1|1|1.349854788|4.319202937|-0.186084687|-0.002225436|5.82008293|0.009691515|1|0.034142512|2.189373662|-0.133526134|-0.0979202769999999|10.94500663|-0.131632653|2|0.012893333|-0.239713023|-0.3891730779999999|1|0.762224122|0.784570118|-0.204032723|0.828062407|1|-0.078525868|-29.57096251|10.03717565|-1.570517366|58.69900789|38.54872522|0.486855438|2644.4486420000003|-1022.84584|1799.721631|-11.89568886|0.2100891|15.76161018|5718.782531|-666.1585759999999|23.12299308|0.011602876|1294.887612|1.0|1.0|1.0|0.0|0.29|20.0|3.39|4.14|2.3|1.0|0.0|121.78|0.0|1.0|-3.99|30.0|4.0|398.5|0.0|0.0|-4.44|3.61e-05|0.0144|3.23|0.0|1.75e-07|6.97e-05|-0.03196|3.08|4.0477|-1258.540058|1204.79|291.88|0.66046|0.1754|-0.16724|6.2113|7.0706|7.0706
38_a18|0.0|0|0|0|0.0|0|2|2|1.251175383|0.0|0.059724697|-0.00575311|4.844187086|-0.009006798|1|0.035478927|0.0|-0.448742607|-0.020056674|10.94702086|-0.003893067|0|0.001602741|-0.074661643|-0.11123356|0|0.745084567|0.719168079|-0.03302891|0.751875124|0|-0.082256123|-61.25359673|100.7046282|-2.385427574|71.15832778|67.92930461|0.4666657999999999|3162.36475|-1898.240658|1855.157022|-20.41289434|0.119072105|20.5922319|7261.130718|-1510.554181|29.11918324|0.007165119|2154.819559|1.0|1.0|1.0|3.0|0.34|18.0|4.94|4.13|3.7|3.0|1.0|160.66|0.0|0.0|-6.98|38.0|3.0|508.65|0.0|1.0|-6.11|7.85e-07|0.000399|5.43|0.0|4.68e-11|2.38e-08|-0.0483699999999999|8.95|3.2241|-1611.60375|1515.64|384.55|0.69235|0.5147|-0.13229|1.9877|7041.0|7041.0
3_a27|0.0|0|0|0|0.0|2|0|0|1.402697639|3.127072625|0.124551908|-0.00648099|4.59511985|-0.096132106|2|0.040512821|1.177265999|-0.27868256|0.042659548|10.93782973|0.024154412|1|0.00955169|-0.1984716939999999|-0.341338963|2|0.640545265|0.810053853|0.136381755|0.8759548629999999|1|-0.086153958|-31.82136336|10.71226495|-1.292309364|54.32114618|41.78149261|0.44566003|2294.213272|-669.1985248999999|1043.697725|-8.663302268999999|0.266146248|11.64968556|4960.583812|-346.53209080000005|22.79740761|0.018747239|911.8963045|1.0|0.0|1.0|0.0|0.05|21.0|2.8|2.94|2.18|0.0|0.0|97.71|0.0|2.0|-3.7|25.0|4.0|329.36|0.0|1.0|-3.99|0.000103|0.0339|2.67|0.0|1.29e-06|0.000423|-0.05512|4.92|3962.0|-1081.88481|931.06|225.24|0.6734600000000001|0.2208|-0.16457|2.7811|8.3979|8.3979
5g_a40|0.0|0|0|0|0.0|1|0|1|0.604913142|1.534673091|0.0094595959999999|-0.016033575|6.167516491000001|-0.190406197|0|0.044946237|0.64025463|-0.5611751220000001|0.122088541|10.31198315|-0.091116241|2|-0.012008571|0.07917206|0.137067086|0|0.795454476|0.818555255|0.006643696|0.882781953|1|-0.14338431|-72.93994279|216.425542|-1.577227413|80.22859145|84.77514603|0.488538966|2054.810452|-748.5527627|593.8133184|-11.10198254|0.254650681|12.10939827|4358.890754999999|-355.2634413|31.38430965|0.025660198|1004.297909|0.0|0.0|0.0|2.0|0.21|14.0|2.69|2.5|0.74|0.0|1.0|78.2|0.0|3.0|-4.24|21.0|5.0|301.32|0.0|1.0|-3.37|0.000426|128.0|2.17|0.0|0.0013|391.0|-0.0540299999999999|4.02|3.48|-1328.015099|800.98|356.27|0.6563|261.0|-0.14505|4.9132|6.9101|6.9101
12f_a36|0.0|1|0|0|0.0|0|2|2|1.297042537|0.0|-0.066269699|-0.006773586|5.351858133|-0.032343041|2|0.039061728|0.0|-0.40641518|0.012286423|10.95389399|-0.06756661|1|0.0045625|-0.101854847|-0.169994208|1|0.902377067|0.821599443|-0.109793154|0.8700396090000001|0|-0.100276611|-46.86832019|43.53853176|-2.00553221|76.51015325|58.64442871|0.464240353|2770.818472|-1323.224761|2380.393255|-15.59012402|0.219698129|13.84366076|6000.985822|-873.0469447999999|30.28188764|0.015685228|1695.785708|1.0|0.0|0.0|2.0|0.21|17.0|3.62|2.45|2.45|1.0|0.0|133.52|0.0|1.0|-4.61|31.0|4.0|409.49|0.0|0.0|-4.57|2.6600000000000003e-05|0.0109|3.47|0.0|4.38e-08|1.7899999999999998e-05|-0.05035|3.87|3.6545|-1311.550167|1195.77|237.95|0.70126|0.0231|-0.15011|5.9228|7.9586|7.9586
10_a1|0.0|1|0|0|0.0|0|0|0|1.435871163|0.0|0.0883621719999999|-0.014135827|4.727387819|-0.23385288|1|0.037578348|0.0|-0.621976404|-0.020225596|10.94957578|0.010430299|1|-0.0106277489999999|-0.019835038|-0.042643966|1|0.674381582|0.7227844929999999|-0.0369911079999999|0.783467165|0|-0.10949971|-65.97424138|212.8090837|-1.861495069|70.6564636|74.31719486|0.459673515|2432.447088|-1052.827816|1768.2330920000002|-14.52342192|0.165903744|13.65143394|5192.858899|-595.4602985|30.78628757|0.015427326|1262.237791|1.0|1.0|0.0|2.0|0.0|23.0|4.86|5.06|2.78|2.0|0.0|99.61|0.0|1.0|-4.98|27.0|5.0|359.35|0.0|1.0|-4.73|1.87e-05|0.00673|3.64|0.0|9.53e-09|3.42e-06|-0.06802|5.81|3.4067|-1223.125689|979.35|363.94|0.70345|0.6754|-0.13576|5.3861|5.8239|5.8239
10_a15|0.0|0|0|0|0.0|0|0|0|1.4356889780000002|0.0|-0.137104477|-0.006872984|0.0|-0.0435725659999999|2|0.037209302|0.0|-0.384887119|-0.077096984|10.95972828|0.010152859|0|0.0034254209999999|-0.120626133|-0.184255041|2|0.8310685940000001|0.713794823|0.0107135269999999|0.7585998270000001|0|-0.101494566|-30.73805622|6.497096666|-1.928396745|65.80736417|36.83936823|0.449323734|2605.82709|-1122.067607|2305.991259|-12.31872585|0.169827351|10.08767698|6204.37804|-652.8924702|25.50202895|0.0116026369999999|1351.607534|1.0|1.0|1.0|1.0|0.12|24.0|5.32|6.3|2.87|2.0|0.0|119.95|0.0|1.0|-6.22|30.0|4.0|397.47|1.0|1.0|-5.83|1.47e-06|0.000584|5.29|0.0|1.51e-10|5.99e-08|-0.03581|5.16|3.6448|-1281.061184|1136.48|277.48|0.70313|0.0042|-0.15377|1.6654|8.1549|8.1549
12e_a36|0.0|1|0|0|0.0|0|2|2|1.29704412|0.0|-0.064019914|-0.007100632|5.351858133|-0.043085717|2|0.040899471|0.0|-0.404736007|-0.0586405829999999|10.95346131|-0.084051264|1|0.003962098|-0.104118159|-0.1763783589999999|1|0.90414347|0.7975411790000001|-0.010494913|0.847602953|0|-0.100988761|-44.83739063|65.27404529|-1.918786459|75.50154216|56.96241436|0.466721981|2709.877204|-1220.428718|2309.239105|-14.64611103|0.238923581|12.69013737|5929.071389|-776.2438847|30.25577504|0.017716522|1603.556077|1.0|0.0|0.0|2.0|0.17|17.0|3.24|2.19|2.24|1.0|0.0|128.72|0.0|1.0|-4.16|30.0|4.0|395.46|0.0|0.0|-4.3|5.05e-05|0.02|3.04|0.0|1.08e-07|4.270000000000001e-05|-0.04962|3.48|3.6699|-1272.23645|1142.19|323.18|0.70007|0.0006|-0.15189|6.5974|7.8539|7.8539
8e_a8|0.0|1|0|0|0.0|1|0|0|1.394799502|1.311619189|-0.018155171|-0.010579355|4.844187086|-0.205927741|0|0.0427891159999999|0.0|-0.539547088|-0.102167262|10.94332438|-0.051339286|1|-0.004224671|0.090898585|0.183313231|0|0.650073857|0.7233950809999999|0.02023118|0.7742101929999999|0|-0.105450888|-70.49962428|106.0087621|-2.109017754|75.57562034|83.37098475|0.483244415|2692.975753|-1286.50794|2080.07805|-16.34946208|0.196692764|14.52755918|6095.6213210000005|-784.77418|33.36487904|0.0184428869999999|1601.514194|0.0|0.0|0.0|2.0|0.04|23.0|4.33|4.17|3.4|2.0|0.0|111.81|0.0|1.0|-5.27|30.0|4.0|403.41|0.0|0.0|-4.9|1.25e-05|0.00504|3.69|0.0|1.6399999999999998e-08|6.63e-06|-0.06253|7.22|3.2737|-1376.924308|1090.07|267.77|0.7013|0.1671|-0.13719|6.1505|4.7014|4.7014
9_a4|0.0|0|0|0|0.0|1|1|1|1.300485838|2.130445484|-0.211556011|-0.00136737|5.4161004020000005|0.016639331|2|0.040449735|2.137757657|-0.064266379|-0.091393763|10.92992723|-0.0454860859999999|1|0.009731833|-0.0475186259999999|-0.076824065|2|0.625717993|0.801082857|-0.151437311|0.861113198|1|-0.069566741|-28.63837014|13.6577411|-1.113067849|43.71760622|33.55665428|0.43745176|2359.945586|-605.7219363|2012.840082|-7.665782805|0.207109566|10.21134541|5387.230364999999|-329.6286606|17.76608225|0.010768243|763.9415367|1.0|0.0|1.0|0.0|0.19|21.0|5.14|5.07|3.15|2.0|0.0|105.09|0.0|1.0|-4.76|26.0|3.0|360.84|0.0|1.0|-5.15|7.06e-06|0.00255|4.14|0.0|6.9e-09|2.49e-06|-0.05256|3.87|4.0137|-1489.533032|999.93|262.21|0.6464|0.0584|-0.16948|4.4343|7.3188|7.3188
24_a47|0.0|0|1|1|0.0|1|0|0|1.304328602|1.225600378|0.0453435129999999|-0.010774404|4.727387819|-0.1160443999999999|2|0.039520202|1.081401467|-0.484848181|-0.063708635|10.95005721|0.071506228|1|-0.004514441|-0.111494046|-0.2494728939999999|2|0.662080166|0.812650394|-0.005097239|0.875198713|1|-0.090995097|-42.71324947|41.72753688|-1.364926459|69.27912772|54.82626523|0.479188295|2642.775318|-768.1729327|1239.381181|-10.29341441|0.388396422|13.48797266|6022.202634|-432.3234052|29.90471672|0.032103375|1255.998102|0.0|1.0|1.0|2.0|0.05|21.0|2.78|4.64|2.86|1.0|0.0|104.73|0.0|1.0|-4.61|28.0|5.0|396.81|0.0|1.0|-4.52|3.05e-05|0.0121|3.16|0.0|2.32e-08|9.22e-06|-0.06517|4.46|3.9675|-1696.071577|1002.04|312.5|0.6835|0.2618|-0.16333|2.6517|8.5|8.5
