molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SssssC|NaasN|nAHRing|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|SRW07|AATSC1s|n6HRing|JGI4|SaaaC|ATSC1c|MATS8i|BCUTi-1|AATSC8d|n5aRing|AATSC1pe|MATS1i|AATSC1i|n6aHRing|GATS1are|BIC2|MATS8s|SIC2|nFaHRing|FNSA5|PNSA3|RNCS|FNSA2|DPSA5|DPSA3|GeomPetitjeanIndex|GRAVp|PNSA2|MOMI-Z|WNSA4|FPSA1|GeomDiameter|GRAV|WNSA2|DPSA4|FPSA5|DPSA2|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Fraction Csp3|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|Egan filter|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Volume|Wavelength (max. Transition) (nm)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|pIC50|pIC50
13_a15|0.0|0|0|0|0.0|0|1|1|1.4356889940000002|0.0|-0.139434143|-0.006348913|0.0|-0.031457366|3|0.029206349|0.0|-0.393632585|-0.031047852|10.95980212|0.005149745|0|0.003766915|-0.173728081|-0.272482143|2|0.843715005|0.729838386|0.008210506|0.7784213259999999|0|-0.098053528|-43.2365883|142.67217639999998|-1.961070565|72.41636305|53.45565817|0.482317225|3028.485145|-1237.326456|3581.589629|-13.46007201|0.244716567|10.07307988|7196.400881999999|-780.6841766|28.24531009|0.01672103|1638.227985|1.0|1.0|0.0|1.0|0.07|24.0|4.33|6.69|2.52|2.0|0.0|138.24|0.0|1.0|-6.32|34.0|4.0|448.52|1.0|0.0|-6.1|7.970000000000001e-07|0.000357|5.32|0.0|1.27e-09|5.7e-07|-0.03946|5.04|2.5721|-1450.727602|1231.11|314.52|0.70626|0.0003|-0.11283|3.5479|8.2218|8.2218
15a_a10|0.0|0|0|0|0.0|1|1|1|1.34383719|2.141907675|-0.214195114|-0.00244937|5.4161004020000005|0.022297552|2|0.033912037|2.038992189|-0.144512841|-0.060539141|10.92966696|-0.062038567|1|0.01192767|-0.179723568|-0.285973309|2|0.7408341359999999|0.77630271|-0.0232534929999999|0.820233357|1|-0.076864276|-29.50952422|42.41151044|-1.3835569680000002|60.98047923|39.61363829|0.407638879|2656.305166|-890.4681466|2413.560937|-10.42022369|0.323526799|11.33516398|5929.563906|-573.1123029|23.93343877|0.017883602|1316.339132|0.0|1.0|1.0|0.0|0.29|21.0|3.95|4.05|1.93|1.0|0.0|118.92|0.0|1.0|-3.97|30.0|5.0|399.49|0.0|1.0|-4.4|3.94e-05|0.0157|3.12|0.0|1.63e-08|6.51e-06|-0.04742|2.4|3.7639|-1278.4225210000002|1179.28|215.08|0.68863|0.1583|-0.1559299999999999|4.7512|7.6198|7.6198
17_a4|0.0|0|0|0|-4.533317957|1|1|1|1.219995452|1.690442177|-0.188642713|-0.006491052|5.4161004020000005|-0.319716072|1|0.043084795|0.0|-0.25315101|-0.3948966229999999|10.94611837|-0.094767116|1|0.002155864|-0.0179434139999999|-0.07155304|1|0.49887819|0.772721853|0.0147116789999999|0.8347553529999999|0|-0.08932566|-45.75108579|17.08736223|-1.5185362180000002|52.67753395|51.22364842|0.4440629029999999|2351.601697|-783.0649279|1658.726841|-11.21677197|0.138303414|10.65499029|5322.773303|-403.8037909|25.24299609|0.012827738|908.7478594|1.0|0.0|0.0|0.0|0.11|17.0|4.59|6.26|3.66|1.0|0.0|85.09|0.0|1.0|-4.36|25.0|6.0|345.29|1.0|1.0|-4.81|1.5399999999999998e-05|0.00532|4.01|0.0|2.74e-07|9.44e-05|-0.04186|4.44|4.3363|-1255.968357|873.5|285.92|0.47353|0.2045|-0.17559|4.8197|6057.0|6057.0
9a_a40|0.0|0|0|0|0.0|1|0|0|0.604993021|1.865740741|-0.028285975|-0.003680068|5.4161004020000005|-0.020455825|0|0.0397333329999999|0.921628874|-0.136162501|0.157704751|10.31197235|-0.1720337089999999|2|0.011966382|0.009844552|0.016958188|0|0.624889926|0.690568477|-0.394662853|0.749764251|1|-0.072887601|-29.02567082|109.9916614|-1.093314022|39.45618424|34.36063715|0.493941591|1971.148912|-528.6391483|336.39741360000005|-7.51786994|0.131523409|13.33684703|3991.317015|-255.607578|17.90285474|0.008714375|608.6970611|1.0|0.0|1.0|0.0|0.06|20.0|4.58|4.43|3.57|1.0|0.0|86.7|0.0|1.0|-5.49|21.0|2.0|291.37|0.0|1.0|-5.08|8.33e-06|0.00243|4.54|0.0|4.02e-07|0.000117|-0.06495|4.07|3.3192|-1217.9449|847.69|263.42|0.69958|0.3483|-0.13808|3.8656|6.6696|6.6696
8b_a12|0.0|0|0|0|0.0|0|1|1|1.283836078|0.0|0.190292199|-0.012630509|0.0|-0.1676879319999999|2|0.03977208|0.0|-0.618894925|-0.036536396|10.95438057|-0.1090955359999999|0|-0.007926474|0.003898807|0.006468729|1|0.89481633|0.7407532059999999|-0.010950243|0.792160599|0|-0.116554734|-60.97837482|319.0086845|-2.097985204|72.85978933|67.49212879999999|0.480938153|2388.888334|-1213.971783|1437.536303|-15.27062922|0.111063646|12.27845608|5217.318476|-702.4489440000001|29.68794201|0.009361504|1365.645333|0.0|1.0|1.0|2.0|0.1|18.0|3.11|1.9|2.23|1.0|0.0|110.58|0.0|1.0|-4.1|27.0|4.0|355.39|0.0|0.0|-4.01|9.74e-05|0.0346|2.76|0.0|3.56e-08|1.26e-05|-0.0589|5.11|3.7446|-1159.365835|1020.47|293.37|0.57773|127.0|-0.15294|4.2554|6.58|6.58
14b_a3|0.0|0|0|0|0.0|0|0|0|0.605016869|0.0|0.143500839|-0.009130444|4.727387819|-0.1160619169999999|3|0.039799383|1.7086790859999998|-0.356087317|-0.008040839|10.31162234|-0.102362298|1|-0.004161699|-0.050943323|-0.094863591|3|0.882394075|0.7809478329999999|-0.133815639|0.848135222|1|-0.100993354|-44.49789848|252.49572540000003|-1.312913604|57.87172082|50.77131401|0.487615651|2160.565755|-642.0403962|1289.104749|-8.721397057|0.233084567|9.738358819|4803.535505|-313.9702941|23.25478753|0.017348996|837.1723509999999|0.0|1.0|1.0|1.0|0.06|21.0|4.28|3.71|1.04|0.0|0.0|93.25|0.0|1.0|-4.45|23.0|4.0|319.38|0.0|1.0|-3.99|0.000103|0.0327|2.58|0.0|1.28e-07|4.08e-05|-0.06676|2.22|3.0724|-1327.4859310000002|879.19|403.54|0.70123|0.2276|-0.12942|2.8743|6.4202|6.4202
12k_a30|0.0|0|0|0|0.0|0|2|2|0.604984231|0.0|-0.001755273|-0.007818038|5.351858133|-0.029595542|2|0.042739018|0.0|-0.44562817|0.067265077|10.31162844|-0.038714845|1|0.0053380919999999|-0.089279071|-0.154412059|1|0.838579475|0.830875659|0.001281277|0.883029843|0|-0.098188266|-52.35426525|106.8195439|-1.865577056|80.03127603|68.37178540000001|0.47195436|2920.279667|-1235.930491|2277.687222|-15.44895229|0.291863802|15.93977881|6393.133321|-818.7944715|32.93073182|0.0226150579999999|1745.328787|1.0|0.0|1.0|1.0|0.17|17.0|3.89|2.63|2.51|2.0|0.0|133.77|0.0|1.0|-5.44|31.0|5.0|428.51|0.0|0.0|-4.93|1.19e-05|0.0050799999999999|3.84|0.0|1.84e-07|7.87e-05|-0.05055|3.58|3.4715|-1690.269144|1200.31|238.62|0.6864899999999999|0.1512|-0.14743|4.9516|7.6144|7.6144
12x_a30|0.0|0|0|0|0.0|0|2|2|0.604984021|0.0|0.044575215|-0.006008579|5.351858133|-0.0335688279999999|2|0.043383838|0.0|-0.3545061539999999|0.027312213|10.31162819|-0.1066694919999999|1|0.006346396|-0.053700437|-0.0922059569999999|1|0.842068099|0.782514704|-0.062251445|0.829606585|0|-0.091725339|-47.48669555|74.51844582|-1.926232129|68.52587215|57.2323071|0.4490846539999999|2845.417984|-1272.013771|2374.777496|-15.27257668|0.175325029|14.14885734|6359.545311|-839.9917174000001|28.04441012|0.012044556|1542.442557|1.0|0.0|0.0|1.0|0.21|17.0|4.87|3.23|3.25|2.0|0.0|137.21|0.0|1.0|-6.04|31.0|4.0|426.54|0.0|0.0|-5.46|3.48e-06|0.00148|4.6|0.0|4.12e-08|1.76e-05|-0.05093|4.45|3.4831|-1654.3784|1211.79|355.95|0.68589|0.1517|-0.14783|4.3702|7.6556|7.6556
14l_a23|0.0|0|1|1|0.0|2|0|0|1.1979636809999998|3.402752757|0.060717916|-0.005344736|5.351858133|-0.026530366|2|0.046283951|0.758109562|-0.288615723|-0.060692376|10.313217800000002|-0.061788679|2|0.01180744|-0.074441567|-0.136106024|2|0.725800261|0.778602826|0.156652778|0.836852328|1|-0.078204688|-35.3275485|40.34135162|-1.642298442|61.54673359|47.64388017|0.492922575|2879.181064|-1083.45454|2176.038061|-14.29549842|0.210373806|15.78926563|6444.7098240000005|-714.7749208|27.44221375|0.01508774|1372.110688|0.0|0.0|1.0|1.0|0.09|26.0|3.88|4.33|3.24|2.0|1.0|125.25|0.0|1.0|-5.85|31.0|4.0|425.51|0.0|0.0|-5.25|5.61e-06|0.0023899999999999|3.94|0.0|1.65e-08|7.03e-06|-0.07191|3.79|3.6274|-1669.224647|1185.79|341.8|0.67242|0.4239|-0.14639|6.0563|8.1798|8.1798
21c _a23|0.0|0|1|1|0.0|2|0|0|1.197962776|3.311482916|0.178300778|-0.009944003|5.4161004020000005|-0.135572353|2|0.043130342|0.731360766|-0.576752175|-0.092608459|10.3132171|-0.039311241|2|0.0035741379999999|-0.0201427689999999|-0.036896213|2|0.7641222459999999|0.782543953|0.149511954|0.838980345|1|-0.098699133|-59.46209153|323.3651097|-2.171380929|79.71722579|69.43902929|0.468609427|3161.1237530000003|-1543.4254039999998|2628.628799|-20.31615463|0.165442725|16.83467928|7227.157398|-1097.07235|34.24804117|0.013451712|1849.394223|0.0|0.0|1.0|2.0|0.08|26.0|3.1|3.42|2.49|1.0|1.0|133.35|1.0|1.0|-5.63|34.0|5.0|468.53|1.0|0.0|-4.72|1.92e-05|9.0|2.86|0.0|4.69e-08|2.2e-05|-0.07892|4.47|3.6649|-1837.932192|1275.12|338.3|0.5885699999999999|0.3329999999999999|-0.15089|6.0226|7.1752|7.1752
12c_a31|0.0|1|0|0|0.0|0|1|1|0.6101358029999999|0.0|0.046986783|-0.013026643|5.733341277|-0.055520387|0|0.040982906|0.0|-0.690412101|-0.094991098|10.311698300000002|-0.056866055|2|-0.000813398|-0.138799714|-0.223856622|0|0.8083148840000001|0.842823186|0.066071056|0.8856644770000001|0|-0.129736755|-66.41224264|153.400467|-1.816314565|97.28775086|85.79638585|0.448512808|2592.4503010000003|-1152.7247289999998|1894.297124|-14.63154376|0.3182913|14.67172662|5676.394271|-731.5771879|33.81868912|0.023556702|1690.934456|1.0|1.0|1.0|2.0|0.35|16.0|5.64|3.7|1.08|2.0|0.0|108.16|0.0|1.0|-5.23|28.0|5.0|398.48|0.0|1.0|-4.16|6.94e-05|0.0277|3.1|0.0|5.79e-08|2.31e-05|-0.0338399999999999|4.6|3.8328|-1618.112841|1138.89|323.48|0.7007399999999999|0.2625|-0.15904|1.6786|6.4202|6.4202
12c_a5|0.0|1|0|0|0.0|0|1|1|1.236775191|0.0|-0.212798523|-0.002685954|4.59511985|0.020594766|3|0.0252713179999999|0.0|-0.16115723|-0.096073591|10.9455378|0.0072946769999999|1|0.00586291|-0.01261147|-0.020144382|2|0.808899433|0.797601178|0.05430631|0.8446264459999999|0|-0.066083881|-46.62294305|143.44655559999998|-1.25559373|59.40070647|57.39441476|0.4609383929999999|2697.345008|-825.9671665|2045.184304|-9.702606135|0.416414105|13.53008071|5877.765289|-543.3459436|25.27376659|0.024214085|1415.330929|0.0|1.0|1.0|2.0|0.24|23.0|5.03|4.32|1.57|1.0|0.0|121.26|0.0|1.0|-4.09|31.0|5.0|411.5|0.0|0.0|-4.33|4.64e-05|0.0191|2.84|0.0|4.93e-10|2.03e-07|-0.04565|2.06|4.0116|-1316.5202869999998|1200.02|265.66|0.6893600000000001|105.0|-0.16563|3.0135|7.3279|7.3279
13a_a5|0.0|1|0|0|0.0|0|0|0|1.393002748|0.0|-0.154076582|-0.006081807|4.59511985|-0.033436214|2|0.023989899|0.0|-0.328417593|-0.139517787|10.94530369|-0.025324157|1|0.003196482|-0.035005746|-0.0569177229999999|2|0.746303189|0.8045357209999999|-0.048584084|0.857293078|0|-0.0839257009999999|-57.31787843|126.2663658|-1.426736914|72.13276165|68.09484712|0.460877309|2657.14588|-918.5341141|1314.232685|-11.59515363|0.401208461|15.89940424|5628.9694|-591.3528349999999|30.07803494|0.02811638|1533.979782|1.0|1.0|1.0|2.0|0.13|23.0|4.39|3.58|0.95|2.0|0.0|114.18|0.0|1.0|-3.77|30.0|5.0|399.45|0.0|1.0|-3.74|0.000184|0.0734|2.19|0.0|1.26e-09|5.02e-07|-0.05534|3.81|4.2107|-1313.126035|1160.81|267.87|0.50037|0.1992|-0.17364|3.3414|7041.0|7041.0
9a_a31|0.0|1|0|0|0.0|0|1|1|0.6101356720000001|0.0|-0.009086485|-0.01391798|5.733341277|-0.093457477|0|0.036891534|0.0|-0.723734943|0.03406986|10.31169772|-0.0007638889999999|2|-0.0033853629999999|-0.093527289|-0.15653721|0|0.8058046320000001|0.782715368|0.045292529|0.837697452|0|-0.122626525|-64.75697831|163.6011874|-2.0846509230000003|94.03540892|86.0923113|0.484502446|2855.751316|-1337.8230119999998|1955.13855|-17.886392|0.262241245|15.15483138|6273.506211999999|-858.5468158|37.77835579999999|0.0239033229999999|1813.361078|1.0|1.0|1.0|2.0|0.14|22.0|5.51|4.02|1.58|1.0|0.0|113.64|0.0|1.0|-5.62|30.0|5.0|418.47|0.0|1.0|-4.77|1.7100000000000002e-05|0.00715|3.47|0.0|7.35e-09|3.07e-06|-0.04275|5.27|3.7892|-1691.9137670000002|1145.99|327.21|0.7028|0.7028|-0.15757|5.0244|6.8239|6.8239
11g_a5|0.0|1|0|0|0.0|1|0|0|1.388236041|1.984996534|-0.204002571|-0.004593347|5.209486153|0.009272269|2|0.020943152|0.0|-0.252634073|-0.137618073|10.94877951|-0.007175378|2|0.006964153|-0.137739838|-0.233590516|2|0.777565622|0.814159231|-0.075382189|0.8737292720000001|0|-0.076326887|-44.19305139|68.77977167|-1.297557078|71.21847290000001|59.4498014|0.485790997|2823.738452|-852.7202582999998|935.4227938|-10.98794595|0.456418686|18.16867625|5817.569415|-560.3852433999999|30.75897687|0.03204398|1568.70782|1.0|1.0|1.0|1.0|0.08|28.0|4.17|4.48|1.06|1.0|0.0|118.35|0.0|1.0|-4.12|31.0|5.0|408.46|0.0|0.0|-4.31|4.88e-05|0.0199|2.75|0.0|9.229999999999999e-10|3.770000000000001e-07|-0.04322|2.3|4.2083|-1330.144218|1180.25|274.87|0.63081|0.2403|-0.1714|3.2282|7.5229|7.5229
7_a15|0.0|0|0|0|0.0|0|0|0|1.419941457|0.0|-0.2269896539999999|-0.010310394|0.0|-0.038088878|1|0.035075075|0.0|-0.494898891|0.038636783|10.95880715|0.0019353679999999|0|0.002150323|-0.211522056|-0.310081401|1|0.857287135|0.70084115|0.154068618|0.740089344|0|-0.110819329|-41.29775265|103.8062879|-1.2190126140000002|85.26222186|61.6121151|0.396557391|2330.667514|-676.5837204|1624.468817|-8.163512395|0.551335598|9.971755103|5097.868552|-375.5215702|32.78250222|0.042799094|1507.995102|1.0|1.0|1.0|1.0|0.15|18.0|3.38|4.64|1.74|2.0|0.0|99.77|0.0|1.0|-4.83|26.0|5.0|352.38|0.0|1.0|-4.49|3.2e-05|0.0113|3.84|0.0|6.41e-08|2.26e-05|-0.0284899999999999|2.78|3.7495|-1184.367098|1000.95|279.33|0.70497|0.0169|-0.15605|1.1115|6644.0|6644.0
12a_a50|0.0|0|1|1|0.0|2|1|1|1.397770359|4.075037557|-0.199881787|-0.002936355|5.82008293|-0.0016330379999999|1|0.034845679|2.112397566|-0.126263256|0.014596049|10.94501645|-0.122912558|2|0.011790103|-0.168032508|-0.291865836|1|0.699597776|0.795582575|-0.030758487|0.862192416|1|-0.0663902|-25.57033815|7.457998037999999|-0.929462803|47.2792242|36.15684209|0.469674946|2223.666558|-468.2627037|1462.827156|-6.048985111|0.4247810279999999|9.648744341|4665.239724|-235.9104193|20.873331|0.027455156|814.0599092|1.0|1.0|1.0|0.0|0.11|20.0|2.59|3.42|2.02|0.0|0.0|94.69|0.0|2.0|-3.16|24.0|3.0|313.36|0.0|1.0|-3.84|0.000144|45.0|2.5|0.0|3.22e-06|0.00101|-0.03366|2.47|4.0783|-1006.632973|908.22|304.01|0.65267|0.1807|-0.16806|5.7662|7.1249|7.1249
10_a27|0.0|0|0|0|0.0|2|0|0|1.400533489|3.383341915|0.122016352|-0.006285923|4.59511985|-0.044164147|2|0.040512821|1.296293777|-0.282866526|0.034318674|10.93783185|-0.000903965|1|0.010329671|-0.2030237389999999|-0.341622797|2|0.639413469|0.804375252|0.129719095|0.862408925|1|-0.087022238|-32.5969511|6.0140309720000005|-1.305333567|55.05868025|41.99674607|0.477162521|2270.538352|-694.1361252|943.2258247|-8.788575695|0.254639309|12.9316403|4894.8090170000005|-369.1201792|22.1732254|0.01651645|931.2754667000002|1.0|0.0|1.0|0.0|0.16|21.0|2.81|2.97|2.25|0.0|0.0|97.39|0.0|1.0|-3.57|25.0|4.0|331.37|0.0|1.0|-3.92|0.0001189999999999|0.0394|2.55|0.0|5.81e-07|0.000192|-0.0498|4.66|4.1495|-1083.1151289999998|958.95|298.79|0.63894|0.4452|-0.16805|4.6684|7.1612|7.1612
24_a20|0.0|0|0|0|0.0|1|0|0|1.40648755|1.959359883|-0.217098257|-0.001547029|4.727387819|0.029711934|2|0.03625|2.041494094|-0.083539572|-0.060940703|10.93106245|-0.04104|1|0.008780074|-0.036258691|-0.060582944|2|0.616352201|0.74131936|0.070857143|0.802353442|1|-0.067869875|-38.76683848|12.83518119|-1.357397496|51.30386873|46.85253003|0.457794721|2736.601949|-856.5097809|1961.887639|-10.80905198|0.228967757|12.63879297|6109.1040920000005|-540.4525990000001|22.21722343|0.013436544|1110.861171|1.0|1.0|1.0|0.0|0.08|27.0|4.76|4.78|1.86|2.0|0.0|119.42|0.0|1.0|-4.89|31.0|5.0|402.45|0.0|1.0|-4.93|1.17e-05|0.00469|3.52|0.0|4.82e-10|1.94e-07|-0.06748|3.74|3.5876|-1291.867578|1169.35|232.2|0.44916|0.0108|-0.15687|3.6107|6.4976|6.4976
12c_a36|0.0|1|0|0|0.0|0|2|2|1.29696741|0.0|-0.087096843|-0.007667703|5.351858133|-0.04162109|2|0.040899471|0.0|-0.414055975|-0.0621599059999999|10.95982545|-0.056994595|1|0.0010871589999999|-0.103922055|-0.177407665|1|0.8941919290000001|0.819222745|-0.033217921|0.8741648479999999|0|-0.105624703|-47.12722334|60.79111287|-1.901244658|80.22754474|59.70517794|0.473610011|2785.47514|-1221.198398|2365.641348|-15.68788659|0.24499026|12.86584957|6256.172329|-784.3943293|32.34920911|0.019278991|1617.460455|1.0|0.0|0.0|2.0|0.14|17.0|3.35|2.54|2.51|1.0|0.0|128.76|0.0|1.0|-4.44|30.0|4.0|415.88|0.0|1.0|-4.59|2.55e-05|0.0106|3.31|0.0|6.65e-08|2.77e-05|-0.04992|3.79|3.8436|-1692.511019|1137.55|322.58|0.68913|0.3927|-0.15835|4.9812|8.0458|8.0458
14o_a23|0.0|0|1|1|-4.758526534|2|0|0|1.197958066|3.133942289|0.18835477|-0.014680137|5.351858133|-0.301504331|2|0.046090147|0.6669152279999999|-0.807407518|-0.029012777|10.3132174|-0.049105045|2|-0.0004039459999999|-0.0962526|-0.2952674819999999|2|0.598213287|0.802854174|0.000891427|0.861597051|1|-0.094138958|-51.49843925|110.3941788|-2.165196042|80.64694246|64.33441296|0.48945652|3399.6213840000005|-1539.35724|2297.392496|-21.45909668|0.199698446|17.66041891|7967.617129|-1094.413931|37.71512766|0.019295686|1923.471511|0.0|0.0|1.0|1.0|0.09|26.0|3.97|6.18|3.04|2.0|1.0|126.97|0.0|1.0|-6.89|35.0|8.0|495.48|1.0|0.0|-6.0|1e-06|0.0004969999999999|4.76|0.0|1.12e-08|5.57e-06|-0.08059|5.17|3.6989|-2042.161288|1236.72|335.19|0.58581|385.0|-0.1517|5.9294|8.4815|8.4815
3q_a32|0.0|1|1|1|0.0|0|0|0|0.609420748|0.0|-0.017280695|-0.008072705|5.733341277|-0.04718311|0|0.03898374|2.120544848|-0.419780649|-0.022925245|10.31100266|-0.098400506|3|0.002487149|-0.167040501|-0.295228244|0|0.751733573|0.853737093|0.010109949|0.901790225|1|-0.097961799|-41.72706804|41.73511731|-1.371465184|74.3682963|53.16288420000001|0.46136998|2649.276311|-846.5047848999999|3335.898591|-10.6629646|0.365026099|11.93494358|6079.482066|-522.4852655000001|27.20679986|0.022526037|1333.133193|1.0|0.0|1.0|1.0|0.3|19.0|6.43|4.72|1.33|1.0|0.0|115.37|0.0|1.0|-5.91|28.0|4.0|411.54|0.0|1.0|-4.62|2.4100000000000003e-05|0.00992|3.47|0.0|4.88e-08|2.01e-05|-0.04968|5.15|3.6236|-1920.042674|1136.46|342.16|0.70216|0.2897|-0.15001|4.1362|7.5528|7.5528
8c_a31|0.0|1|0|0|0.0|0|1|1|0.610137334|0.0|-0.012583838|-0.01275867|5.733341277|-0.104377029|0|0.03995098|0.0|-0.574140137|-0.1903992189999999|10.31169969|-0.1029580369999999|2|-0.004832959|-0.053983462|-0.09039853|0|0.922486359|0.847752299|0.006000201|0.896193695|0|-0.128067781|-64.57121646|133.3100368|-1.66488115|82.77037329|80.93682766|0.47508938|2251.08563|-918.3558307|1678.6836239999998|-12.06117028|0.27691747|12.99457133|4835.748065|-506.5691518|30.23944586|0.021986076|1270.056726|1.0|1.0|1.0|2.0|0.29|16.0|4.89|3.13|0.85|0.0|0.0|93.45|0.0|1.0|-4.42|24.0|5.0|342.42|0.0|1.0|-3.63|0.000237|0.0811|2.38|0.0|7.45e-07|0.0002549999999999|-0.03222|1.83|3.8492|-1426.129055|981.89|322.11|0.7005|0.2597|-0.15985|3.3453|6.0915|6.0915
4R4l_a46|0.0|0|0|0|0.171853072|1|1|1|1.134637095|2.155247543|-0.058870177|-0.004736212|5.587248657999999|-0.075241716|1|0.049498645|0.0|-0.255755434|-0.060895366|10.94631401|-0.161358058|1|0.006162668|0.0071939419999999|0.010799648|1|0.7940662409999999|0.726535412|-0.001318857|0.762625193|0|-0.084697739|-49.12015477|177.33836430000002|-1.524559305|49.44228224|52.96512128|0.4568839389999999|2165.83681|-827.4236073|1766.0974600000002|-8.805242402000001|0.121701516|10.43942503|4923.057044|-449.0673625|18.4720714|0.006401537|942.0756413|1.0|1.0|1.0|1.0|0.36|17.0|4.64|5.02|3.06|1.0|0.0|105.77|0.0|1.0|-5.28|26.0|3.0|347.45|0.0|1.0|-5.11|7.78e-06|0.0027|4.49|0.0|9.980000000000001e-08|3.47e-05|-0.0212699999999999|4.99|4.1152|-1092.728268|1038.78|266.65|0.67823|0.0851|-0.17475|2.1973|6.8633|6.8633
16_a3|0.0|0|0|0|0.0|0|0|0|0.605020428|0.0|0.183636734|-0.010031024|4.727387819|-0.186717242|2|0.045993266|1.614080058|-0.371147877|-0.013328983|10.31163046|-0.018884246|1|-0.008409607|0.0032314229999999|0.008045619|2|0.659478546|0.767641592|-0.142670655|0.838125715|1|-0.100138414|-53.7971544|248.6415425|-1.401937796|56.56724056|59.82469895|0.484889078|2184.788331|-692.4398741|1290.305313|-10.05903863|0.1703181989999999|11.22152755|4733.033232|-342.00731349999995|24.54661368|0.0143895839999999|834.5848652000001|1.0|1.0|1.0|1.0|0.0|21.0|4.74|4.57|2.26|0.0|0.0|90.44|0.0|1.0|-4.98|23.0|4.0|322.36|0.0|1.0|-4.49|3.2200000000000003e-05|0.0104|3.35|0.0|6.97e-08|2.25e-05|-0.07095|3.19|3.2208|-1371.360243|856.09|384.94|0.6944100000000001|0.3866|-0.13195|2.8688|7.3768|7.3768
4a_a49|0.0|0|0|0|0.0|1|1|1|1.343847746|2.085628989|-0.076526919|-0.006602016|5.4161004020000005|-0.074495823|2|0.036555556|1.713107022|-0.3631108529999999|-0.053787795|10.92777282|0.018857363|1|0.000660956|-0.037142108|-0.060391347|2|0.7541604690000001|0.803344301|0.0063958109999999|0.856023531|1|-0.087863033|-57.79201133|313.22432680000003|-1.4936715669999998|68.37721704|68.30645049|0.4716382|2675.628678|-916.0977468|1647.61849|-11.01687292|0.349698461|15.01791558|5950.370212|-561.8605190000001|27.62211044|0.023624093|1408.727632|0.0|1.0|1.0|2.0|0.22|21.0|3.4|2.83|1.25|1.0|0.0|114.08|0.0|1.0|-3.28|30.0|5.0|399.45|0.0|1.0|-3.52|0.000305|122.0|1.71|0.0|4.35e-08|1.74e-05|-0.06461|3.34|3.7876|-1313.158118|1128.22|262.35|0.68042|0.0789|-0.1585099999999999|3.9716|7.4949|7.4949
3l_a32|0.0|1|1|1|0.0|0|0|1|0.609420748|0.0|-0.003342759|-0.0054004|5.733341277|0.0043645509999999|0|0.035643275|2.259257465|-0.270019992|-0.09393062|10.31100268|-0.107818594|3|0.002942329|-0.04980249|-0.087213805|0|0.820540279|0.751853889|-0.136589369|0.7973741999999999|1|-0.088417589|-40.30321333|61.72183119|-1.326263838|58.10243176|47.42414825|0.453630671|2453.759435|-771.2752615|2415.340446|-9.750593329|0.211763281|11.74082324|5429.531532999999|-448.5272931|21.27134288|0.011493763|978.4817724|1.0|0.0|1.0|1.0|0.35|19.0|7.34|6.17|2.64|2.0|0.0|110.16|0.0|1.0|-7.6|26.0|3.0|380.53|1.0|1.0|-6.01|9.7e-07|0.0003689999999999|5.51|0.0|3.16e-08|1.2e-05|-0.0529799999999999|4.21|3.5319|-1789.4501510000002|1062.47|351.04|0.70282|0.2876|-0.14664|3.3955|7.9208|7.9208
3g_a32|0.0|1|1|1|-0.047725143|0|0|0|0.60942078|0.0|0.015803466|-0.006258272|5.733341277|-0.072619634|0|0.05052381|2.2144733530000003|-0.2816222539999999|-0.1154223269999999|10.31100273|-0.125170068|3|0.002565215|-0.074808287|-0.133675401|0|0.833981748|0.755211939|-0.1015732219999999|0.802214256|1|-0.098311343|-38.9071564|42.56199385|-1.278047464|60.55421302|45.55465473|0.447358137|2271.746759|-708.2039051|1886.244271|-9.343731735|0.199259841|10.70834299|5058.622432|-392.4367329|21.05801434|0.01096673|884.4366022|1.0|0.0|1.0|1.0|0.28|19.0|7.02|5.42|2.18|2.0|0.0|102.55|0.0|1.0|-7.09|24.0|3.0|354.49|0.0|1.0|-5.59|2.58e-06|0.000915|5.02|0.0|5.08e-08|1.8e-05|-0.0535|4.13|3.5456|-1712.036238|998.86|349.68|0.70275|0.2859|-0.14715|3.3082|7.8539|7.8539
