molecula|NaaNH|n9FaHRing|n9FaRing|SssssC|SRW09|nAHRing|nARing|BCUTs-1|SaasN|AATSC1c|SRW07|JGI4|SaaaC|ATSC1c|AATSC1are|AATSC8d|n5aRing|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|PBF|PNSA3|PPSA3|RNCS|RPSA|TPSA_x|WNSA5|WPSA3|RPCS|FNSA2|WNSA3|PNSA4|GRAVp|PNSA2|FPSA1|GeomDiameter|GeomShapeIndex|GRAV|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Brenk|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Egan filter|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|Dipole (water)|IC50|pIC50
4_a4|0|0|0|0.0|7.535296702|1|1|1.343865392|2.156628874|-0.001234337|5.4161004020000005|0.036775068|2.183056868|-0.058013858|0.011760626|-0.037623601|1|-0.078747188|-0.157959343|2|0.646069495|0.77276149|0.636572383|1|0.933276024|-0.049768752|-0.06873731|0.456474074|-25.64211031|4.4155367960000005|13.70182982|0.0667239759999999|34.37786704|-18.24679326|2.274995377|42.42341622|-1.099796957|-13.21145879|-13.17774406|2221.6122010000004|-566.6429946000001|0.2062820269999999|8.855289118|0.66251148|4878.070704|713.9097433|462.1867149|5.454324025|1.0|0.0|1.0|1.0|0.0|3.09|0.19|21.0|-7.57|4.41|43.6|0.0|0.0|1.0|2.0|-4.12|3.0|0.0|1.0|-4.57|7.59e-05|0.0248|2.69e-05|3.52|0.0|2.71e-08|8.85e-06|-0.04865|5.382000000000001|3.24|-1029.960398|-1029.93716|566.84|960.45|307.95|0.1106|230.37|394.06|0.55032|0.6010800000000001|-1029.763465|-0.1696599999999999|2.6814|-0.21831|3.1195|78.0|7.1079
15b_a50|0|1|1|0.0|7.934155233999999|1|1|1.353059441|4.112770601|-0.0045393|5.82008293|0.032843915|2.018777006|-0.22696498|0.004641091|-0.124047802|2|-0.2185722769999999|-0.310946931|1|0.79846758|0.8259784720000001|0.764606364|1|0.8209134840000001|-0.082576068|-0.080700307|0.447220762|-47.20879251|11.48191704|274.85729960000003|0.179086516|102.3838797|-26.37622116|6.564219549|0.0|-1.291204916|-26.98929785|-16.04745006|2441.264256|-738.1827030000001|0.3609826579999999|13.22671714|0.919348867|5205.2135960000005|1155.184146|510.3677388|13.90004811|1.0|1.0|1.0|1.0|1.0|2.11|0.19|20.0|-5.72|3.26|68.76|0.0|0.0|2.0|5.0|-3.18|4.0|0.0|1.0|-3.6|0.000654|0.2339999999999999|0.000249|2.11|0.0|1.92e-06|0.000687|-0.0333399999999999|4.0561|2.08|-1160.4989460000002|-1160.463663|613.37|1035.3|305.67|0.1796|305.67|475.99|0.65917|0.65917|-1160.275856|-0.16737|6.9054|-0.20071|9.3788|79.0|7.1024
38_a18|0|0|0|0.0|7.03438793|2|2|1.251175383|0.0|-0.00575311|4.844187086|0.035478927|0.0|-0.448742607|0.000520558|-0.003893067|0|-0.11123356|-0.498932552|0|0.745084567|0.719168079|0.7400818459999999|0|0.8310704529999999|-0.076974444|-0.082256123|0.423402315|-61.25359673|6.675707878|100.7046282|0.1689295469999999|134.4282836|-52.08807522|5.3122971560000005|74.46052717|-2.385427574|-48.74349112|-25.65190078|3162.36475|-1898.240658|0.119072105|20.5922319|0.874996952|7261.130718|2154.819559|1228.492038|5.701753365|1.0|0.0|1.0|1.0|3.0|0.0|0.34|18.0|-10.33|4.13|85.29|1.0|0.0|0.0|10.0|-6.98|3.0|0.0|1.0|-6.11|1.05e-07|5.36e-05|7.85e-07|5.43|0.0|4.68e-11|2.38e-08|-0.0483699999999999|3.2241|8.95|-1611.630281|-1611.60375|861.93|1515.64|384.55|0.5147|384.55|734.93|0.69235|0.69235|-1611.133158|-0.13229|1.9877|-0.18066|2.7244|91.0|7041.0
41_a18|0|0|0|0.0|7.03438793|2|2|1.251176562|0.0|-0.007587553|4.844187086|0.038034188|0.0|-0.500778516|-0.0034878|0.0212700929999999|0|-0.0091068809999999|-0.5421253970000001|0|0.759941674|0.733589101|0.745631286|0|0.7349388459999999|-0.1020290859999999|-0.089139464|0.3888308139999999|-69.94639412|6.547189171|347.42621339999994|0.2650611539999999|181.7135945|-41.89408289|4.488448275|93.99687836|-2.317626057|-47.95199341|-25.62671923|2899.29167|-1588.856592|0.0967605159999999|17.13823195|0.950261611|6605.095612|1759.064589|897.5188662|4.727999916|1.0|0.0|1.0|1.0|3.0|0.0|0.25|18.0|-8.38|2.7|99.28|1.0|0.0|1.0|6.0|-5.56|3.0|0.0|1.0|-5.02|2.76e-06|0.00125|9.49e-06|3.78|0.0|4.18e-09|1.89e-06|-0.04956|3.2123|7.34|-1454.374793|-1454.3467460000002|736.59|1294.52|385.97|482.0|385.97|576.83|0.69308|0.69308|-1453.980175|-0.1319|2.0934|-0.1814599999999999|2721.0|369.0|6433.0
8_a4|0|0|0|0.0|7.535296702|1|1|1.304250488|2.126514848|-0.001277205|5.4161004020000005|0.038726287|1.987684188|-0.056197036|0.010647563|0.05775266|1|-0.078942941|-0.150276481|2|0.619844116|0.813333185|0.576540652|1|0.925132446|-0.05397993|-0.065595042|0.546157592|-27.90231822|5.362918401|11.02158946|0.074867554|38.69916707|-17.52616744|2.772101712|37.17889653|-0.983925625|-14.42275611|-12.71482105|2297.5526170000003|-508.5928419|0.273845898|9.972991122|0.750959081|5162.482272|700.3924376|434.9654405|7.671983829|1.0|1.0|1.0|1.0|0.0|3.19|0.15|21.0|-7.78|4.76|43.6|0.0|0.0|1.0|2.0|-4.35|3.0|0.0|1.0|-4.84|4.49e-05|0.0156|1.46e-05|3.74|0.0|1.65e-08|5.72e-06|-0.05864|5.3544|3.29|-1450.239105|-1450.21384|561.6|949.09|311.03|0.1687|231.56|391.01|0.30471|0.57675|-1450.071352|-0.16821|4.5781|-0.22685|5.7488|54.0|7.2676
18c_a25|0|0|0|0.0|6.842683282|0|0|1.193723817|1.959418462|-0.002704524|4.727387819|0.043274232|2.069766482|-0.162271435|0.007804726|0.006360768|1|-0.064145547|-0.282103688|2|0.7644072209999999|0.748718056|0.7357918440000001|1|0.94801724|-0.048636087|-0.0719340379999999|0.385593349|-31.96445203|6.300016824|26.54367263|0.05198276|34.1639413|-31.07074762|4.140476673999999|0.0|-1.510614788|-21.00757374|-17.72859578|2917.369488|-992.8013635|0.2520795489999999|14.65844196|0.940731034|6736.25597|1327.415719|831.3429628|9.560410146|1.0|1.0|1.0|1.0|1.0|3.89|0.11|27.0|-10.17|6.11|87.72|1.0|0.0|0.0|7.0|-6.05|3.0|1.0|1.0|-5.6|8.86e-07|0.000398|2.51e-06|4.49|0.0|6.79e-11|3.0499999999999995e-08|-0.0622|5.4858|4.75|-1714.597797|-1714.5777670000002|698.86|1243.76|371.26|0.3558|226.01|547.87|0.31993|0.70516|-1714.280779|-0.13312|6.1775|-0.19532|7.9283|88.0|7.0555
7f_a10|0|0|0|-4.8022906380000006|7.535296702|1|1|1.240141822|1.924772416|-0.011104817|5.4161004020000005|0.037386831|0.740070757|-0.5663456689999999|0.00189949|-0.0971900919999999|1|-0.172751862|-0.5846516820000001|2|0.5371733989999999|0.796084921|0.5209683970000001|1|0.931773786|-0.064238302|-0.095196098|0.7359022890000001|-35.78096407|4.441786155|15.96885516|0.068226214|38.0022453|-29.53487321|2.474090768|0.3440879|-1.713529756|-19.93012491|-20.30728086|2803.359424|-954.4422004|0.178213448|10.23679556|0.6738319429999999|7070.755931000001|1161.423484|527.8079877|7.137285626000001|1.0|1.0|1.0|1.0|0.0|2.97|0.23|21.0|-8.13|6.57|52.83|0.0|0.0|1.0|4.0|-5.54|7.0|1.0|0.0|-5.6|2.9e-06|0.00119|2.52e-06|4.7|0.0|7.38e-09|3.03e-06|-0.0613|5.7757|4.93|-1442.216293|-1442.200124|597.28|1034.38|341.96|348.0|214.67|426.07|0.34467|0.6833600000000001|-1442.001311|-0.15627|2.2631|-0.2175699999999999|3.2524|141.0|6.8508
12l_a30|0|0|0|-4.712037416|7.412764017000001|2|2|0.60498366|0.0|-0.015371073|5.351858133|0.044036281|0.0|-0.876151158|-0.00695299|-0.02588969|1|-0.226973911|-0.640870513|1|0.613786308|0.830875659|0.593245722|0|0.834279405|-0.0905026719999999|-0.109810463|0.37422435|-63.31694493|10.78883933|103.5499036|0.165720595|115.9404641|-53.74781658|7.548024079|1.697908189|-2.415830189|-44.29742723|-31.88960104|3306.001879|-1690.148855|0.178184921|17.23248653|0.861252543|7576.362669|2056.604824|696.6414817000001|11.82116027|1.0|1.0|1.0|0.0|1.0|0.0|0.17|17.0|-7.18|4.78|90.88|0.0|0.0|1.0|7.0|-6.7|8.0|0.0|0.0|-5.92|1.99e-07|9.63e-05|1.2e-06|5.05|0.0|6.61e-08|3.19e-05|-0.0545299999999999|5.0454|5.52|-1988.033039|-1987.998976|729.17|1223.54|351.78|0.2294|245.74|574.72|0.39486|0.68488|-1987.782294|-0.14944|2.5031|-0.20397|2.9851|61.0|7.2154
12aa_a36|1|0|0|0.0|7.412764017000001|2|2|1.297043479|0.0|-0.011588438|5.351858133|0.042560386|0.0|-0.672129428|-0.006653538|-0.013898809|1|-0.090926893|-0.53315493|1|0.892815402|0.833911317|0.849217847|0|0.688945241|-0.1066659309999999|-0.117270578|0.4679233379999999|-72.94175494|16.1504726|132.3194611|0.3110547589999999|212.7097172|-54.83906299|11.04423694|109.0001157|-2.228140982|-49.88002793|-28.21625599|2928.7759760000004|-1523.677823|0.2686642589999999|14.60824604|0.812554922|6438.603019|2083.417693|689.2886595|15.99256772|0.0|0.0|1.0|0.0|3.0|0.0|0.13|17.0|-6.14|0.98|112.29|0.0|0.0|1.0|6.0|-3.52|5.0|0.0|0.0|-3.45|0.000304|129.0|0.000359|1.55|0.0|7.19e-07|0.000305|-0.05111|3.8899|3.88|-1401.662677|-1401.617177|701.99|1183.76|318.73|0.4446|318.73|520.19|0.6931|0.6931|-1401.389257|-0.15718|3.5904|-0.20829|4.7433|9.0|8.0458
15d_a10|0|0|0|0.0|7.535296702|2|2|1.343850133|2.147544195|-0.002831383|5.4161004020000005|0.031742919|2.04092658|-0.184039927|0.010215823|0.007032164|1|-0.280243276|-0.1945202089999999|2|0.74726683|0.745184875|0.71456262|1|0.87609771|-0.057588609|-0.070612242|0.565801561|-38.80896881|15.37766538|67.59624856|0.12390229|83.49776405|-32.06793721|10.36301002|141.0919598|-1.129795872|-26.15336742|-12.68949225|2967.522813|-761.3695352999999|0.5280998339999999|16.02072769|0.900629528|6511.656447|1613.412305|825.4425942|19.36460841|0.0|1.0|1.0|1.0|0.0|4.01|0.35|21.0|-7.82|3.44|65.3|0.0|0.0|1.0|6.0|-3.78|6.0|0.0|0.0|-4.38|0.000167|0.0739|4.1200000000000005e-05|2.75|0.0|1.5e-08|6.62e-06|-0.05002|5.6004|2.05|-1430.8144619999998|-1431.051425|737.09|1266.87|321.28|312.0|221.39|565.91|0.3685|0.6814100000000001|-1430.733658|-0.15916|3.3831|-0.20918|3.8163|69.0|7.1612
12bc_a36|1|0|0|0.0|7.412764017000001|2|2|1.284647662|0.0|-0.007661816|5.351858133|0.04625323|0.0|-0.413738077|-0.001012333|-0.027636036|1|-0.1716508239999999|-0.442519304|1|0.884841888|0.836170906|0.771220556|0|0.834305498|-0.077192869|-0.107107992|0.326764696|-51.87437401|12.2593899|83.35308244|0.165694502|111.3483497|-48.36968394|8.238431664|0.0|-1.927943855|-34.8600941|-25.91194805|2927.476132|-1295.597402|0.22853193|15.54183457|0.878447423|6587.689277|1679.392125|661.6709012|11.99358509|1.0|1.0|1.0|0.0|2.0|0.0|0.14|17.0|-7.76|3.19|69.2|0.0|0.0|1.0|5.0|-5.08|4.0|0.0|1.0|-5.18|8.27e-06|0.00372|6.55e-06|3.93|0.0|1.74e-08|7.83e-06|-0.05828|5.2189|4.42|-2152.134749|-2152.100551|705.12|1188.37|320.4|0.7456|237.57|563.76|0.35775|0.69094|-2151.9100780000003|-0.15671|6.5854|-0.21499|9.2445|8.0|8.0969
17b_a50|0|1|1|0.0|7.934155233999999|1|1|1.348984601|4.35392516|-0.002181823|5.82008293|0.032052154|2.206759705|-0.144000296|0.012409091|-0.15040528|2|-0.357011777|-0.237489143|1|0.7715057479999999|0.7621727979999999|0.748900413|1|0.931849183|-0.047785496|-0.07555585|0.4220781729999999|-33.25475672|8.976922737999999|9.9094658|0.068150817|47.42733742|-36.59177249|6.247196459|86.9549829|-1.662228695|-23.14256283|-18.65764227|2765.537065|-1156.773821|0.1966134769999999|16.11918162|0.936245718|6059.076348|1439.872076|862.3868512|7.077456382|1.0|1.0|1.0|1.0|0.0|3.57|0.35|20.0|-7.54|4.92|51.77|0.0|0.0|1.0|8.0|-4.75|4.0|0.0|0.0|-4.91|1.7899999999999998e-05|0.00763|1.22e-05|3.96|0.0|2.87e-08|1.22e-05|-0.0318|4.2447|3.77|-1337.1910779999998|-1337.164673|752.09|1300.3|306.75|0.1817|292.09|647.75|0.6269899999999999|0.66195|-1336.833957|-0.16699|6.3333|-0.19879|8.4096|122.0|6.9136
12g_a31|1|0|0|0.0|7.765993078999999|1|1|0.6101363000000001|0.0|-0.01500347|5.733341277|0.0388738739999999|0.0|-0.7501734859999999|-0.008464411|-0.082116813|2|-0.081426376|-0.57758443|0|0.837044054|0.819234772|0.7983388929999999|0|0.58271093|-0.1284353869999999|-0.131126805|0.325789284|-78.87508829|19.01411466|152.7424573|0.41728907|256.26669530000004|-49.45404266|11.67699967|548.1594997999999|-1.835775276|-48.43898314|-23.98704875|2514.363249|-1127.391291|0.311351131|15.28679013|0.887664343|5398.678971|1637.106139|524.0230338|15.44590447|1.0|1.0|1.0|1.0|2.0|2.51|0.32|16.0|-6.45|3.44|131.36|0.0|0.0|1.0|7.0|-4.92|5.0|0.0|1.0|-3.79|1.19e-05|0.00457|0.0001629999999999|2.52|0.0|3.55e-07|0.000136|-0.03324|3.8349|4.17|-1578.846191|-1578.800869|664.44|1090.41|323.3|265.0|323.3|542.78|0.70068|0.70068|-1578.605452|-0.15917|1.6279|-0.19241|2.4038|0.11|6.9586
4_a47|0|0|0|0.0|0.0|0|0|1.304464196|0.0|-0.008204735|0.0|0.038479532|1.42341819|-0.3692130839999999|-0.007295208|0.011775922|0|-0.027355932|-0.462831711|2|0.893350891|0.783871003|0.8124901999999999|1|0.874200878|-0.07804769|-0.092556319|0.444849947|-42.46254967|4.22896799|96.20929041|0.1257991219999999|68.44214684|-27.39669054|2.300808176|0.0|-1.48090111|-23.10213311|-19.18327632|2306.463316|-805.6976052|0.193395607|10.818777699999998|0.67265584|5254.939281|998.8757964|471.7712484|7.429930428|1.0|0.0|1.0|1.0|2.0|3.01|0.05|22.0|-8.79|5.71|58.04|0.0|0.0|1.0|3.0|-5.92|3.0|0.0|1.0|-5.64|1.21e-06|0.0004379999999999|2.31e-06|4.96|0.0|1.61e-09|5.81e-07|-0.05606|5.7708|4.44|-1509.453558|-1509.4201369999998|576.9|988.42|332.4|0.2304|214.85|432.89|0.45947|0.69157|-1509.262887|-0.1547|4.2607|-0.21076|5.4892|32.0|7.5
27c_a34|0|0|0|0.0|7.412764017000001|1|1|1.4335249819999998|1.996958431|-0.014036512|5.351858133|0.041728395|0.0|-0.80008116|-0.008017781|-0.014364543|1|-0.2077985889999999|-0.543350914|1|0.850511415|0.783333463|0.804740647|0|0.631065353|-0.114233896|-0.12597014|0.32643486|-76.84420762|20.51361454|176.7076265|0.368934647|248.17931940000005|-57.00328784|13.79934071|119.8660257|-2.26746252|-51.69246989|-28.77931113|2921.328444|-1525.30349|0.261802571|15.31184469|0.738272657|6308.331369|2066.254135|673.8038326000001|15.45573273|1.0|1.0|1.0|1.0|2.0|3.11|0.12|23.0|-7.67|3.34|104.29|0.0|0.0|1.0|6.0|-4.75|5.0|0.0|1.0|-4.45|1.7800000000000002e-05|0.00759|3.52e-05|2.9|0.0|2.13e-08|9.1e-06|-0.03792|4277.0|5.23|-1426.521813|-1426.482676|709.72|1203.69|316.4|0.2385|289.89|558.04|0.68683|0.70336|-1426.246896|-0.1589|7.6204|-0.19682|9.6148|0.8|6.0969
12a_a32|1|1|1|0.0|7.765993078999999|0|0|0.609420757|0.0|-0.009460484|5.733341277|0.036711712|2.136609567|-0.463563696|-0.003484915|-0.074344282|3|-0.1534110109999999|-0.583507277|0|0.788133615|0.845443342|0.7507116140000001|1|0.788702323|-0.085324121|-0.109151429|0.288267255|-53.20970382|10.31184223|111.9735444|0.211297677|131.7691491|-42.44899997|6.430656017|62.28768050000001|-1.4189685719999998|-33.18255791|-19.23685026|2572.916338|-884.8951120999999|0.332293625|13.03685125|0.840404348|5656.0082|1325.275819|557.1050635|13.34486989|1.0|1.0|1.0|1.0|2.0|2.85|0.26|19.0|-7.65|4.19|140.04|0.0|1.0|1.0|7.0|-6.01|4.0|1.0|1.0|-4.5|9.78e-07|0.000389|3.17e-05|3.39|0.0|2.23e-08|8.86e-06|-0.05222|3576.0|4.63|-1880.771042|-1880.734215|667.68|1114.3|346.71|0.2908|346.71|548.66|0.7025600000000001|0.7025600000000001|-1880.539078|-0.14827|3.0517|-0.20049|4.2371|25.0|7.6021
36_a18|0|0|0|0.0|7.03438793|2|2|1.25117638|0.0|-0.006407141|4.844187086|0.036625514|0.0|-0.442092758|-0.000451777|0.003321395|0|-0.12139648|-0.493920601|0|0.7343989059999999|0.741135729|0.721836103|0|0.804293867|-0.07777765|-0.079805761|0.3847791889999999|-55.38202488|6.722004572|110.8288932|0.195706133|139.3536816|-40.46339026|4.786442152|83.34177364|-2.074949798|-39.43509046|-22.73046122|2979.013751|-1477.479979|0.187943933|18.21710397|0.905426346|6799.65027|1819.430996|975.4099618|8.767974776|1.0|0.0|1.0|1.0|3.0|0.0|0.28|18.0|-9.16|2.96|85.29|1.0|0.0|1.0|7.0|-5.68|3.0|0.0|1.0|-5.28|2.09e-06|0.000975|5.19e-06|4.18|0.0|6.87e-10|3.210000000000001e-07|-0.04991|3.1908|7.75|-1493.686737|-1493.661092|769.73|1350.57|388.57|0.4674|388.57|636.33|0.69372|0.69372|-1493.266344|-0.13133|1.9944|-0.18124|2.7547|32.0|7.4949
9r_a24|1|0|0|0.0|6.605297921|0|0|1.353642494|0.0|-0.004640179|4.59511985|0.024179894|0.0|-0.264490176|0.007861194|-0.043274854|1|-0.2920573039999999|-0.3018627239999999|3|0.786430472|0.7958149290000001|0.7526889940000001|0|0.8417158379999999|-0.0618978309999999|-0.082022572|0.32720212|-41.49802275|10.4302588|71.31566881|0.158284162|106.1180928|-36.86695997|6.992734796000001|89.36724924|-1.394383716|-27.82142546|-17.31173182|2644.462265|-934.8335183|0.384785172|18.36822555|0.898988412|5501.824326|1519.52371|670.2247423|15.80243761|1.0|1.0|1.0|1.0|1.0|3.04|0.22|23.0|-8.66|3.93|79.82|0.0|0.0|1.0|8.0|-4.02|6.0|0.0|0.0|-4.06|9.58e-05|0.0383|8.77e-05|2.69|0.0|2.21e-09|8.84e-07|-0.04313|4.4722|1.82|-1294.486221|-1294.451958|713.25|1199.71|289.16|0.3398|277.23|616.11|0.3398|0.6204|-1294.201456|-0.1676099999999999|1.9698|-0.21074|3.0322|11.0|7.9586
47i_a18|0|0|0|0.0|7.03438793|1|1|1.251177255|0.0|-0.006882626|4.844187086|0.037484277|0.0|-0.440488042|-0.000919158|-0.040514277|0|-0.162274487|-0.499939719|0|0.742536498|0.744472118|0.727767462|0|0.8030751740000001|-0.0780255879999999|-0.089609068|0.279553995|-54.34379065|6.787641686000001|72.81110823|0.196924826|137.1555392|-43.46880696|4.727502734|82.81385171|-2.150617629|-37.84973202|-24.55535669|2795.907966|-1497.876758|0.139131409|18.67881257|0.951017454|6353.6617320000005|1739.959818|855.7438937000001|6.542785417999999|1.0|0.0|1.0|1.0|3.0|0.0|0.22|18.0|-8.98|2.8|85.29|1.0|0.0|1.0|8.0|-5.18|3.0|0.0|1.0|-4.78|6.58e-06|0.0029|1.67e-05|3.7|0.0|1.04e-09|4.6e-07|-0.05062|3.2321|7.37|-1416.260696|-1416.233978|744.95|1297.7|383.61|0.5085|383.61|664.78|0.69175|0.69175|-1415.875678|-0.13237|2.7749|-0.18299|3.5235|19.0|7.7212
12aj_a36|1|0|0|0.0|7.412764017000001|2|2|1.29704406|0.0|-0.00706023|5.351858133|0.043848238|0.0|-0.402433117|0.002951176|-0.042227364|1|-0.1763783589999999|-0.43462267|1|0.90414347|0.812278823|0.856274847|0|0.8269863129999999|-0.073002742|-0.10279655|0.251263868|-46.79363201|11.73352271|82.34300699|0.173013687|110.89910559999998|-42.23511741|7.521007149|0.0|-1.953134451|-29.99399664|-23.62130319|2710.647462|-1251.929069|0.22507266|15.35536375|0.905958957|5763.333098|1615.543812|662.0530478999999|10.69455126|1.0|0.0|1.0|0.0|2.0|0.0|0.17|17.0|-6.97|2.19|69.2|0.0|0.0|1.0|5.0|-4.16|4.0|0.0|0.0|-4.3|6.929999999999999e-05|0.0274|5.05e-05|3.04|0.0|1.08e-07|4.270000000000001e-05|-0.05275|5.2301|3.48|-1272.27339|-1272.241135|682.84|1157.64|344.24|0.5616|237.06|539.55|0.4112|0.70423|-1271.9998859999998|-0.14818|5.8554|-0.20093|7.8393|17.0|7.7696
4k_a46|0|0|0|0.173180233|7.825245291|1|1|1.134637098|2.145043462|-0.0049602|5.587248657999999|0.0510113959999999|0.0|-0.252970193|0.006550513|-0.1032662209999999|1|0.012963356|-0.3860697829999999|1|0.78837943|0.7477594870000001|0.784722915|0|0.8789113709999999|-0.091943864|-0.086581945|0.260665072|-49.65634024|3.801175594|171.92614719999997|0.121088629|65.39662252|-25.25406274|2.052909907|0.0|-1.471893066|-26.8180173|-16.56101615|2104.876032|-794.928775|0.126761926|9.829220349|0.7163519709999999|4685.0322320000005|910.3230822|519.5743695|3.722397006000001|1.0|0.0|1.0|1.0|1.0|3.03|0.33|17.0|-6.61|4.77|50.94|0.0|0.0|1.0|2.0|-4.82|3.0|0.0|1.0|-4.83|1.5e-05|5.0|1.4800000000000002e-05|4.05|0.0|2.48e-07|8.28e-05|-0.01712|5.4228|4.52|-1053.433249|-1053.396715|582.84|1001.96|278.71|0.2259|228.63|500.36|0.39943|0.68553|-1053.196897|-0.18542|4.0015|-0.20254|5.7714|0.08|7.0969
4n_a46|0|0|0|0.126268818|7.825245291|1|1|1.13463699|2.093595994|-0.004696854|5.587248657999999|0.045335917|0.0|-0.234842682|0.004988019|-0.064683066|1|0.109017734|-0.369211845|0|0.741742667|0.722331115|0.7427183759999999|0|0.903145407|-0.103381106|-0.085838139|0.371438024|-56.80797266|4.629240193|172.8490949|0.096854593|53.22165035|-25.91889741|2.543769935|0.0|-1.459248362|-31.21601103|-17.06080312|2195.786424|-801.8577467|0.136796337|9.921794991|0.750996215|4955.374473|928.9322794|525.8291956999999|4.235817757|1.0|1.0|1.0|1.0|1.0|2.84|0.27|17.0|-6.67|4.94|61.84|0.0|0.0|1.0|2.0|-5.43|3.0|0.0|1.0|-5.1|3.75e-06|0.00129|7.95e-06|4.41|0.0|2.14e-07|7.340000000000001e-05|-0.04044|5.7448|4.57|-1090.343872|-1090.302556|578.83|1011.66|313.65|253.0|215.82|502.02|0.41625|0.7025|-1090.098769|-0.16641|6.2318|-0.20685|8773.0|5194.0|5.2845
9_a3|0|0|0|0.0|6.823286122000001|0|0|0.605017128|0.0|-0.007847313|4.727387819|0.034166667|2.4071976040000003|-0.298197887|-0.004918099|0.023606557|1|0.141996379|-0.614170287|1|0.923357627|0.6729843740000001|0.865283439|0|0.84649775|-0.095161413|-0.083555008|0.506753484|-44.74600478|3.469130065|223.4501605|0.15350225|72.17854599|-18.47392835|1.6312253680000002|72.50764604|-1.336880133|-21.04009269|-17.96047462|2017.0704920000005|-628.6166118|0.1131403219999999|8.532203772|0.704792493|4430.929894|708.8118076000001|349.6957191|4.220799781|1.0|1.0|1.0|1.0|1.0|2.44|0.0|21.0|-7.26|4.62|80.04|0.0|0.0|1.0|2.0|-5.53|2.0|0.0|1.0|-4.9|2.96e-06|0.000899|1.25e-05|4.14|0.0|5.5e-08|1.67e-05|-0.03999|5.8185|3.28|-1256.087705|-1256.0634710000002|512.44|857.36|331.9|0.2069|213.09|350.27|0.3639699999999999|0.6724600000000001|-1255.9558029999998|-0.15834|2.0863|-0.19833|2.6661|10965.0|4.96
13a_a6|1|0|0|0.0|7.412764017000001|1|1|1.430639975|0.0|-0.01115741|5.351858133|0.041767677|0.0|-0.602500119|-0.00460563|-0.0525259259999999|1|-0.180339002|-0.488098052|1|0.850080948|0.7722228729999999|0.8013954109999999|0|0.77450544|-0.094081761|-0.113446379|0.22670695|-61.52313164|20.83876732|154.9639272|0.22549456|147.4582473|-48.51283287|13.62714959|554.4922449|-2.042034827|-40.23198232|-26.70706346|2820.31296|-1335.353173|0.240087608|15.08351934|0.8764206290000001|6019.922535|1757.246214|627.4287311|13.18415753|1.0|1.0|1.0|1.0|2.0|3.2|0.12|23.0|-9.01|4.32|95.85|0.0|0.0|1.0|5.0|-5.51|5.0|0.0|1.0|-4.99|3.11e-06|0.0012699999999999|1.02e-05|3.8|0.0|9.77e-10|4e-07|-0.05018|5.9934|4.04|-1350.085889|-1350.057702|695.29|1166.79|339.59|0.5352|206.87|571.9|0.4816|0.70072|-1349.834826|-0.14969|7.7145|-0.19987|9.2157|46.0|7.3372
21b_a23|0|1|1|0.0|7.525639975|0|0|1.197963051|3.351726269|-0.005936474|5.4161004020000005|0.042455556|0.745297595|-0.326506055|0.01055698|-0.0490623259999999|2|-0.130528352|-0.481470603|2|0.7038407329999999|0.7717839409999999|0.668547062|1|0.930728719|-0.0596425779999999|-0.083105261|0.224930782|-41.81114831|10.15224639|41.6766724|0.0692712809999999|48.56114386|-40.84133198|7.117014296|86.65837165|-1.745210489|-29.31080756|-23.98906534|3074.083057|-1223.442332|0.187665282|16.20152864|0.846591917|6919.229053|1506.081551|712.6737861|9.421307298|0.0|1.0|1.0|1.0|1.0|3.42|0.08|26.0|-7.84|4.2|128.81|1.0|0.0|1.0|5.0|-6.1|5.0|0.0|0.0|-5.22|8.02e-07|0.000361|6.06e-06|3.7|0.0|1.43e-08|6.45e-06|-0.08401|4.0023|3.57|-1761.498874|-1761.4722969999998|735.65|1247.38|342.15|0.2607|309.79|611.6|0.57848|0.70139|-1761.230923|-0.15033|9.5312|-0.23434|13.2567|85.0|7.0691
