molecula|NaaNH|n9FaHRing|n9FaRing|SssssC|NaasN|SRW09|nAHRing|nARing|MATS2c|AATSC1c|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|n5aRing|n5aHRing|AATSC1i|n6aHRing|GATS1are|BIC2|MATS8d|GATS1pe|RASA|FNSA3|PBF|PNSA3|PNSA5|PPSA3|RNCS|RPSA|FNSA4|WPSA3|FNSA1|FNSA2|WNSA3|DPSA5|PNSA4|DPSA3|GRAVp|MOMI-Z|WNSA4|FPSA1|GeomDiameter|GRAV|PPSA1|WNSA2|FPSA5|DPSA2|Mor01p|CYP2C19 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Num. of Aromatic heavy atoms|Log Po/w WLOGP|Brenk|Molar refractivity|Veber filter|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Solubility [Log S (SILICOS-IT)] (mol/l)|Absorption Energy (max. Transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Contribuition (max. transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|Gibbs Free Energy|IC50|pIC50|pIC50
16b_a23|0|1|1|0.0|2|7.423568444|1|1|0.031073244|-0.005139233|5.351858133|-0.013240238|3|0.037664609|0.054655144|0.754232958|-0.3237716519999999|0.0116350769999999|-0.068280331|2|2|-0.224300431|2|0.75524548|0.7740962779999999|-0.09063701|0.711576167|0.928579764|-0.050637391|0.2256448969999999|-37.52431601|-58.69232154|13.79443768|7.971529518|0.071420236|-0.031407956|10.22222569|0.738977|-1.821661419|-27.80700713|72.31582904|-23.2745413|51.31875369|3370.826124|2256.698672|-17.24735864|0.261023|18.46592377|7575.784511|193.4284005|-1000.346801|0.018384316|1826.746158|896.9989312000001|1.0|1.0|1.0|26.0|4.1|1.0|146.03|0.0|-6.19|36.0|4.0|-6.3|489.57|0.0|2.9|-5.67|0.000314|2.16e-06|0.00106|4.6200000000000003e-08|1.6041|-1877.655481|772.84|1340.35|772.92|0.3456|0.95419|-0.13741|9.2317|-0.21093|-1877.335869|96.0|7.0191|7.0191
13i_a6|1|0|0|0.0|0|7.412764017000001|1|1|0.0359494989999999|-0.0149593219999999|5.351858133|-0.154502515|1|0.042560386|0.035242754|0.0|-0.852681372|-0.011017781|0.034304189|1|1|-0.073507141|1|0.8744720490000001|0.7771558909999999|-0.054229558|0.830577798|0.624046118|-0.120457274|0.221116773|-80.75190740000001|-86.83156133|20.90143854|181.1128483|0.375953882|-0.046433945|14.01186473|0.783597763|-2.460999087|-54.13430283|100.2320567|-31.12829557|101.6533459|2906.257489|2880.134143|-20.86772478|0.216402237|14.54375165|6306.951561999999|145.07130039999998|-1105.989413|0.019989461|2105.416507|673.8038326000001|1.0|1.0|3.0|23.0|3.54|0.0|120.17|0.0|-5.03|32.0|5.0|-6.81|427.46|1.0|2.91|-4.48|0.00398|3.28e-05|14.0|3.18e-09|3.6668|-1426.549926|703.43|1196.21|348.14|0.2903|0.7004600000000001|-0.1464|7.8342|-0.19454|-1426.332492|21.0|7.6778|7.6778
4d_a46|0|0|0|0.173086735|1|7.825245291|1|1|-0.1397563859999999|-0.001749881|5.587248657999999|-0.017469934|2|0.047736111|-0.131948546|0.0|-0.085744171|0.0116902869999999|-0.111025108|1|1|-0.1271933999999999|2|0.6535171|0.764741337|-0.103199079|0.623144956|0.936057958|-0.056384895|0.290035518|-30.95621863|-38.85529917|4.750218646|8.241078584|0.063942042|-0.024616555|2.607946825|0.813427965|-1.132361533|-16.99546444|43.60839351|-13.51488667|35.70643728|2181.291783|2233.65548|-7.419891252999999|0.186572035|10.30138878|4993.774007|102.4310631|-341.3149976|0.0086574759999999|764.2776167999999|509.0572545|1.0|1.0|0.0|17.0|5.11|1.0|101.75|0.0|-4.93|25.0|3.0|-5.4|352.86|1.0|4.11|-5.11|0.00416|7.8e-06|0.00275|3.88e-08|4.4265|-1453.840712|588.18|1009.78|280.09|0.1313|0.69884|-0.18639|3.5318|-0.22603|-1453.688943|517.0|6.2865|6.2865
12au_a36|1|0|0|0.0|0|7.412764017000001|2|2|0.074839187|-0.009897048|5.351858133|-0.351827031|2|0.044036281|0.075815782|0.0|-0.613616984|-0.006862238|-0.023640632|1|1|-0.261631709|1|0.8183043390000001|0.825565083|-0.058671909|0.750657639|0.698996981|-0.090166553|0.284342092|-64.86748076|-79.35600767|15.51748637|102.3999102|0.301003019|-0.038036474|11.16356587|0.7160586109999999|-2.206115469|-46.66686194|95.91776213|-27.36414058|80.38496714|3484.987058|2384.109036|-19.68626738|0.283941389|17.67586495|7239.100414|204.2726719|-1141.803508|0.023021031|2216.466823|805.2286932|0.0|1.0|3.0|17.0|2.15|0.0|142.02|0.0|-3.85|34.0|6.0|-8.03|474.54|0.0|1.18|-3.72|0.0668|0.0001889999999999|0.0897|1.36e-07|5.1307|-1876.207937|752.27|1283.4|334.15|809.0|0.58518|-0.15162|6.1367|-0.2087099999999999|-1875.960827|47.0|7.3279|7.3279
3i_a32|1|1|1|-4.547725143|0|7.78113851|0|0|-0.157360524|-0.012358668|5.733341277|-0.363243817|0|0.05052381|-0.21362765|1.711001131|-0.4449120629999999|-0.0131506889999999|-0.26785886|3|3|-0.212967423|0|0.565740817|0.833699527|0.030060554|0.54844677|0.893827987|-0.093279684|0.259644227|-49.17963359|-59.72706743|8.064907632|60.99385995|0.106172013|-0.044627482|4.252042736|0.77072347|-1.472706897|-25.92886531|71.27609889|-23.52884474|57.24454122|2471.4299920000003|2141.3084710000003|-12.4050588|0.22927653|10.09193014|5656.349227000001|120.8809386|-409.3669403|0.021905206|1007.432506|318.0257595|1.0|1.0|1.0|19.0|6.29|0.0|88.28|0.0|-6.27|24.0|6.0|-5.53|366.38|1.0|4.37|-5.16|0.000197|6.85e-06|0.00251|1.0900000000000001e-07|3642.0|-1891.833327|530.5|876.0|340.43|0.4765|0.70322|-0.1476|2494.0|-0.21278|-1891.790935|6.0|8.2366|8.2366
5_a27|0|0|0|0.0|2|6.823286122000001|0|0|0.126882432|-0.0063562359999999|4.727387819|-0.068518519|2|0.048947368|-0.149034787|1.271687295|-0.286030638|0.00991794|-0.125237927|1|1|-0.341622797|2|0.639413469|0.760083119|-0.020087122|0.614205449|0.8531787759999999|-0.055979434|0.333977277|-29.50048722|-44.83538435|8.936508815|10.48961936|0.146821224|-0.030385206|4.709432444|0.741481472|-1.276178645|-15.54640123|53.51978325|-16.01263727|38.43699603|2273.906133|1254.531539|-8.438466859|0.258518528|10.98289851|4943.51602|136.2361487|-354.41560810000004|0.016479312|907.0095354|424.8821143|0.0|0.0|0.0|21.0|2.8|0.0|97.55|0.0|-3.61|25.0|4.0|-6.49|331.37|1.0|2.82|-4.01|0.0821|9.78e-05|0.0324|6.04e-07|4.0989|-1083.143246|566.68|955.22|302.48|0.2448|0.64548|-0.16952|2.3781|-0.21506|-1083.019748|3.0|8.5229|8.5229
47p_a18|0|0|0|0.0|0|7.03438793|1|1|-0.001819106|-0.005394244|4.844187086|-0.04760181|0|0.037575758|0.025217016|0.0|-0.3775970529999999|0.00235332|-0.015960677|0|0|-0.261349889|0|0.72025564|0.726294118|-0.082977829|0.710266593|0.832954548|-0.06909945|0.278332428|-51.14496913|-61.12351185|5.913843751|10.25627035|0.1670454519999999|-0.030813794|4.377217987|0.818459442|-2.0645242|-37.85569728|69.19354871|-22.80728054|57.05881288|2933.069245|1367.4309119999998|-16.88114242|0.181540558|19.41290064|6726.61969|134.3699001|-1131.036542|0.01090303|1867.029344|1011.163774|1.0|1.0|2.0|18.0|3.34|1.0|144.53|0.0|-5.67|35.0|3.0|-6.07|468.59|0.0|2.9|-5.27|0.000998|5.34e-06|0.0025|9.35e-10|3.2036|-1493.759811|795.43|1391.71|387.01|595.0|0.6937800000000001|-0.13118|3.6452|-0.18746|-1493.407248|64.0|7.1938|7.1938
12i_a36|1|0|0|-4.787087299|0|7.412764017000001|2|2|0.043792895|-0.016027043|5.351858133|-0.29543904|2|0.0438779959999999|0.048138468|0.0|-0.929568494|-0.011700732|0.128325344|1|1|-0.3344729369999999|1|0.647732719|0.820041835|-0.01509434|0.624142499|0.830964232|-0.0850745409999999|0.332782117|-54.81607619|-75.66036485|12.71877085|108.3973956|0.169035768|-0.045665229|8.195085212|0.7691298590000001|-2.46592234|-35.3196406|90.11282843|-29.42347522|67.53484704|3231.030388|2351.232652|-18.95842684|0.230870141|13.98728916|7707.634338|148.7565508|-1023.755049|0.022430221|2065.79896|672.4630346|1.0|1.0|2.0|17.0|4.04|0.0|130.43|0.0|-5.2|34.0|8.0|-6.4|465.43|0.0|2.65|-5.07|0.00291|8.6e-06|4.0|7.24e-08|5.2297|-1645.2030949999998|666.79|1172.5|330.66|0.5402|0.34255|-0.1541|5.1836|-0.20475|-1645.017702|12.0|7.9208|7.9208
7_a27|0|0|0|0.0|2|6.842683282|0|0|0.112935885|-0.00601016|4.727387819|-0.050197188|2|0.049625|-0.133453335|1.280380317|-0.288487667|0.010291744|-0.096754293|1|1|-0.323631281|2|0.6413629129999999|0.801251575|-0.08694032|0.62067794|0.85111414|-0.060745542|0.358145768|-34.09779211|-47.44936449|8.475438874|10.66993367|0.14888586|-0.0300556429999999|4.757447929|0.763564713|-1.352503929|-19.13983132|55.55559276|-16.87088515|42.57323098|2334.058688|1497.873267|-9.469994277|0.236435287|12.087978|5082.120742|132.7162621|-426.1497425|0.014441323|994.2704516|479.0078184|1.0|0.0|0.0|21.0|3.05|0.0|102.36|0.0|-4.06|26.0|4.0|-6.26|345.4|1.0|3.14|-4.28|0.0299|5.2e-05|18.0|2.43e-07|4.1205|-1122.455548|606.74|1016.96|300.9|0.4179|0.61278|-0.16734|4.2487|-0.2162099999999999|-1122.304359|1.0|9.0|9.0
12bf_a36|1|0|0|0.0|0|7.412764017000001|2|2|-0.024689509|-0.00832865|5.351858133|-0.119979424|2|0.044197531|0.140577067|0.0|-0.4497470879999999|-0.006877664|-0.096665166|1|1|-0.250781298|1|0.653741315|0.836170906|-0.033696875|0.632625562|0.6791406640000001|-0.090461753|0.356652646|-58.26326838|-71.01192632|14.01562806|87.14111344|0.320859336|-0.037486972|9.026978489|0.7054709690000001|-1.874348624|-37.52534442|86.28460578|-24.14405495|72.27889645|2902.591295|2522.341812|-15.55034592|0.294529031|14.37031118|6271.550446|189.6959033|-777.5172959|0.02371294|1711.2011699999998|593.6088758|1.0|1.0|2.0|17.0|3.0|0.0|123.67|0.0|-3.99|31.0|6.0|-6.8|417.41|0.0|2.44|-4.32|0.0424|4.81e-05|0.0201|7.599999999999999e-08|5.2319|-1431.413697|670.85|1120.94|320.04|0.4518|0.40663|-0.15677|5.4787|-0.2139|-1431.246893|6.0|8.2218|8.2218
16_a4|0|0|0|0.0|1|7.535296702|1|1|-0.219944434|-0.00228637|5.4161004020000005|-0.095499301|1|0.04501634|0.007101649|0.0|-0.089168424|0.0067511459999999|-0.148022089|1|1|-0.0513920109999999|1|0.490768328|0.774455255|0.0293772029999999|0.482473457|0.7898461090000001|-0.073335635|0.292255386|-36.11951685|-39.44800181|6.761192037000001|13.51923899|0.210153891|-0.033372358|3.330045338|0.832461695|-1.201404885|-17.789707500000002|45.11883447|-16.43666742|42.88070889|2101.6948030000003|1522.164774|-8.095443438|0.167538305|10.19502391|4520.2597670000005|82.51653675|-291.4359638|0.0115138339999999|710.807513|322.8922084|1.0|1.0|0.0|17.0|4.96|0.0|85.02|0.0|-3.92|23.0|4.0|-5.64|309.31|1.0|3.91|-4.43|0.0371|3.68e-05|0.0114|4.33e-07|4511.0|-1057.494456|515.68|856.55|293.41|0.2213|0.51149|-0.17375|1863.0|-0.2134|-1057.429593|343.0|6.4647|6.4647
12j_a30|0|0|0|0.0|0|7.412764017000001|2|2|0.04148877|-0.006336585|5.351858133|-0.033312179|2|0.043848238|-0.02473642|0.0|-0.354848778|0.005613018|0.0074730759999999|1|1|-0.09353607|1|0.8414737059999999|0.795446883|-0.130412856|0.7991060659999999|0.842199041|-0.073909106|0.328405591|-47.76354083|-60.832977500000005|10.09017681|88.51817261|0.157800959|-0.036204884|6.520746879|0.8134611009999999|-1.882653966|-30.8670468|69.55167701|-23.39729904|57.85371764|2784.7999170000003|2258.891981|-15.12043521|0.1865388989999999|15.41574553|6105.3402670000005|120.550211|-786.2626307999999|0.01349128|1495.657934|686.039456|1.0|1.0|1.0|17.0|2.93|0.0|132.24|0.0|-5.66|30.0|4.0|-5.81|412.51|1.0|2.91|-5.15|0.0009119999999999|7.05e-06|0.00291|9.75e-08|5.1971|-1615.096172|695.8|1175.75|356.4|0.2163|0.3087|-0.14772|4.6727|-0.1987799999999999|-1614.894278|9.0|8058.0|8058.0
47k_a18|0|0|0|0.0|0|7.03438793|1|1|0.029145635|-0.0067578909999999|4.844187086|-0.0605329409999999|0|0.033777778|-0.017736343|0.0|-0.5135996820000001|0.003047962|-0.02822032|0|0|-0.421027889|0|0.762665453|0.721697829|-0.014398731|0.737517943|0.8309354040000001|-0.065324278|0.3533268229999999|-51.59195677|-69.77479556|11.91029894|20.66242736|0.169064596|-0.030255779|9.406543039|0.7153044209999999|-2.208671853|-40.74641317|84.23875372|-23.89547793|63.50225571|3245.964586|2009.418849|-18.87222501|0.284695579|18.35217454|7575.637462000001|224.8475227|-1377.672426|0.018313855|2438.639881|1167.054827|1.0|1.0|2.0|18.0|3.17|2.0|154.86|1.0|-5.84|38.0|4.0|-6.41|513.63|0.0|2.53|-5.33|0.000742|4.65e-06|0.0023899999999999|3.6099999999999997e-09|3.0948|-1664.756029|842.29|1492.36|400.63|0.5920000000000001|0.69823|-0.1277599999999999|4.1818|-0.17135|-1664.341238|29.0|7.5376|7.5376
8b_a12|0|0|0|0.0|0|0.0|1|1|0.190292199|-0.012630509|0.0|-0.1676879319999999|2|0.03977208|0.028584223|0.0|-0.618894925|-0.010117477|-0.036536396|0|0|0.006468729|1|0.89481633|0.7407532059999999|-0.183648492|0.856390139|0.740926309|-0.1053827859999999|0.4384536329999999|-60.97837482|-67.44287685|6.513753986|319.0086845|0.259073691|-0.045608374|3.769098814|0.888936354|-2.097985204|-35.28434152|72.85978933|-26.39069094|67.49212879999999|2388.888334|1437.536303|-15.27062922|0.111063646|12.27845608|5217.318476|64.26553043|-702.4489440000001|0.009361504|1365.645333|510.3677388|0.0|1.0|2.0|18.0|1.9|0.0|110.58|0.0|-4.1|27.0|4.0|-6.51|355.39|0.0|2.51|-4.01|28.0|9.74e-05|0.0346|3.56e-08|4.2263|-1159.405202|611.93|1020.47|331.1|0.3179|0.53425|-0.15294|4.2554|-0.21184|-1159.2425119999998|263.0|6.58|6.58
11_a4|0|0|0|0.0|1|7.535296702|1|1|-0.20567828|-0.001098364|5.4161004020000005|0.032861655|2|0.03617284|-0.017835936|2.216390726|-0.056016567|0.011277653|-0.073554945|1|1|-0.046906237|2|0.6575743310000001|0.820318166|-0.007574475|0.647727179|0.930113409|-0.054262142|0.4523305489999999|-31.35942689|-37.74083422|5.395547437|12.88007087|0.069886591|-0.023620625|3.118219598|0.7560913159999999|-1.110169356|-18.12338426|44.63993001|-13.65094004|36.75497433|2452.527871|1640.559148|-7.889214068999999|0.243908684|13.18281017|5425.1341090000005|140.96082869999998|-370.7930613|0.011937709|848.5670554999999|575.2252237|1.0|1.0|0.0|21.0|5.22|0.0|111.64|0.0|-5.14|27.0|3.0|-5.74|372.49|1.0|4.16|-4.97|0.00271|1.06e-05|0.00395|8.89e-09|4907.0|-1467.463842|630.04|1071.03|328.0|151.0|0.4444|-0.15885|4187.0|-0.2146699999999999|-1467.255521|0.11|6.9586|6.9586
5a_a50|0|1|1|0.0|2|7.927685046000001|1|1|-0.203248487|-0.00148647|5.82008293|-0.017108794|1|0.038040936|0.017227585|2.475383677|-0.06986407|0.012640587|-0.256097122|2|2|-0.168135655|1|0.699970832|0.788709546|-0.203436041|0.6759066159999999|0.969892876|-0.038932964|0.2814514|-20.77548565|-34.7974024|5.435098605|6.819160781|0.030107124|-0.022747617|2.900288114|0.66527517|-0.978147545|-11.08625592|44.17662122|-12.13862875|26.21058426|2246.106104|1605.985157|-6.477439183|0.33472483|10.76914508|4770.917486|178.61652859999998|-278.5298849|0.017576522|784.5791628|462.1867149|1.0|1.0|0.0|20.0|4.33|0.0|101.86|0.0|-3.89|25.0|2.0|-5.83|326.39|1.0|3.47|-4.5|42.0|3.14e-05|0.0102|5.7e-07|5.6146|-1029.930364|582.98|976.41|308.73|0.2735|0.39948|-0.16659|3.9843|-0.19146|-1029.786489|4.1|5.3872|5.3872
12p_a30|0|0|0|0.0|0|7.412764017000001|2|2|0.038440292|-0.0063403159999999|5.351858133|-0.031328052|2|0.040899471|-0.062956958|0.0|-0.3550576729999999|0.005613018|0.000321545|1|1|-0.09353607|1|0.8414737059999999|0.7867133140000001|-0.2210072669999999|0.7991060659999999|0.843381594|-0.074356395|0.371591982|-47.54197452|-60.65858419|9.659715461|75.21136863|0.156618406|-0.0364888379999999|6.176226649|0.8199554720000001|-1.897419563|-30.39737673|68.98315679|-23.33022469|57.20168999|2783.628159|2326.5244390000003|-14.91687369|0.180044528|13.94763694|6166.812731|115.116829|-775.6774321|0.0130197619999999|1479.558007|686.039456|1.0|1.0|1.0|17.0|2.93|0.0|132.24|0.0|-5.66|30.0|4.0|-5.81|412.51|1.0|2.91|-5.15|0.0009119999999999|7.05e-06|0.00291|9.75e-08|5.1922|-1615.094336|685.08|1167.16|354.69|0.1768|0.33929|-0.14823|4.0456|-0.19992|-1614.890598|17.0|7.7721|7.7721
14c_a22|0|0|0|0.0|1|6.842683282|0|0|-0.134137693|-0.005236206|4.727387819|-0.018518519|2|0.038137255|-0.026986769|1.568396937|-0.298463715|0.003784292|-0.023927419|1|1|-0.160566657|2|0.667111824|0.773044788|0.010828071|0.639264982|0.866576459|-0.067475189|0.6160012029999999|-48.57709197|-57.64986681|17.68831053|36.22825261|0.133423541|-0.030217952|12.73426132|0.66168729|-1.60155147|-34.9718749|75.5139152|-21.75466672|66.26540251|3079.4894480000003|2092.7515510000003|-15.66173379|0.33831271|16.03849168|6882.45|243.5598613|-830.0718911|0.024813755|1742.5109329999998|731.8178649|0.0|1.0|1.0|27.0|4.18|0.0|128.77|0.0|-4.86|34.0|6.0|-6.96|445.48|0.0|2.98|-4.62|0.00618|2.4e-05|0.0107|5.269999999999997e-10|5.7361|-1460.602657|715.52|1241.55|337.45|0.5079|0.3078|-0.15408|7.3824|-0.22807|-1460.38772|153.0|6.8153|6.8153
14a_a22|0|0|0|0.0|1|6.842683282|0|0|-0.136588366|-0.0050042229999999|4.727387819|-0.052476637|2|0.038167849|0.021482585|1.614660505|-0.280236463|0.005288335|-0.057308195|1|1|-0.165471815|2|0.6819423609999999|0.7392451729999999|-0.027029438|0.655865336|0.864077619|-0.062215607|0.490491034|-42.39063895|-55.51601021|14.49148204|93.21042936|0.135922381|-0.031338217|9.873779458|0.7007904070000001|-1.629587269|-28.88288575|70.33046351|-21.35231162|56.88212098|2885.858295|2169.870866|-14.54840956|0.299209593|14.55117701|6348.976909|203.8666248|-756.5172972|0.021742777|1584.38271|684.5377542|1.0|1.0|1.0|27.0|4.31|0.0|124.05|0.0|-4.65|32.0|5.0|-6.61|420.47|1.0|3.19|-4.68|0.00945|2.1e-05|0.00881|6.1e-10|5.0653|-1368.35698|695.62|1191.81|347.23|0.3051|0.45928|-0.15029|4.9775|-0.21174|-1368.13858|38.0|7.4202|7.4202
1d_a5|1|0|0|-4.455320158|0|6.605297921|0|0|-0.133500214|-0.006252818|4.59511985|-0.308010841|2|0.030074074|-0.118028278|0.0|-0.2688711589999999|-0.0012491689999999|-0.2261588939999999|1|1|0.004923698|2|0.525406088|0.7595197290000001|-0.015804188|0.513260607|0.8965037640000001|-0.088396743|0.6271150670000001|-47.76176205|-46.58221594|4.288788702|204.4506579|0.1034962359999999|-0.036640804|2.317281143|0.770504115|-1.465632167|-25.80622135|56.83734591|-19.79744178|52.05055075|2481.822293|1172.890724|-10.69678217|0.229495885|11.5640749|5717.438103|123.9992274|-427.8712868|0.018980039|1027.76566|403.396385|1.0|1.0|1.0|23.0|6.37|0.0|95.49|0.0|-4.79|27.0|6.0|-5.73|366.34|1.0|4.15|-4.97|0.00589|1.0800000000000002e-05|0.00396|1.3300000000000002e-09|4.8725|-1288.340378|567.04|951.63|268.88|0.2805|0.41781|-0.18991|3.7798|-0.23519|-1288.253849|9333.0|5.03|5.03
4l_a46|0|0|0|0.171853072|1|7.825245291|1|1|-0.058870177|-0.004736212|5.587248657999999|-0.075241716|1|0.049498645|-0.067419714|0.0|-0.255755434|0.0066560469999999|-0.060895366|1|1|0.010799648|1|0.7940662409999999|0.726535412|-0.229089688|0.7936534740000001|0.892158627|-0.09094885|0.291762764|-51.45056667|-48.19533497|3.721888783|177.7681018|0.107841373|-0.030068681|2.10550531|0.883450801|-1.533502748|-29.10603933|51.66342604|-17.01011822|55.17245545|2165.620022|2087.583804|-9.6227739|0.116549199|9.833034117|4865.794981|65.93290984|-490.7614689|0.006130523|981.9630347|579.2365607|1.0|1.0|1.0|17.0|5.02|0.0|105.77|0.0|-5.28|26.0|3.0|-5.23|347.45|1.0|4.08|-5.11|0.00182|7.78e-06|0.0027|9.980000000000001e-08|5.4011|-1092.745692|612.39|1057.06|278.36|0.2504|0.3756|-0.18567|2.6588|-0.20351|-1092.53932|98.0|7.0088|7.0088
32_a47|0|1|1|0.0|1|6.842683282|1|1|-0.1746026239999999|-0.003573735|4.727387819|0.000921003|3|0.035568182|-0.013510009|1.6507707980000002|-0.2037028839999999|0.001861676|-0.026022099|1|1|-0.157688306|2|0.6636125860000001|0.810444864|-0.078006445|0.634406338|0.851627782|-0.05770007|0.266433793|-41.57905445|-52.38450683|13.90468487|28.55112477|0.148372218|-0.026060474|10.01980854|0.64116122|-1.381205148|-29.9621436|68.76811937|-18.77935151|55.48373932|2808.210157|2255.632049|-13.53252578|0.35883878|15.53902041|6235.398576|258.5816152|-717.2238666000001|0.022735861|1552.348456|682.9868225|1.0|1.0|2.0|21.0|5.07|0.0|125.17|0.0|-4.81|31.0|5.0|-6.34|436.91|1.0|3.94|-5.05|0.00674|8.89e-06|0.0038799999999999|1.5e-09|4.9046|-1778.127634|692.49|1184.76|336.65|0.2969|0.48011|-0.1509599999999999|4.8234|-0.20778|-1777.90286|0.1|7.0|7.0
21b_a23|0|1|1|0.0|2|7.525639975|0|0|0.094654108|-0.005936474|5.4161004020000005|-0.008526338|2|0.042455556|0.057405955|0.745297595|-0.326506055|0.01055698|-0.103470358|2|2|-0.130528352|2|0.7038407329999999|0.7717839409999999|-0.078097375|0.668547062|0.930728719|-0.0596425779999999|0.224930782|-41.81114831|-58.25915868|10.15224639|41.6766724|0.0692712809999999|-0.034219814|7.117014296|0.812334718|-1.745210489|-29.31080756|67.68046598|-23.98906534|51.9633947|3074.083057|2531.041828|-16.81701905|0.187665282|16.20152864|6919.229053|131.5587155|-857.6679716|0.013439264|1506.081551|712.6737861|0.0|1.0|1.0|26.0|4.2|1.0|129.97|0.0|-6.1|33.0|5.0|-6.42|450.52|0.0|3.57|-5.22|0.000361|6.06e-06|0.00273|1.43e-08|4.0023|-1761.498874|735.65|1247.38|342.15|0.2607|0.57848|-0.15033|9.5312|-0.23434|-1761.294175|85.0|7.0691|7.0691
3k_a32|1|1|1|0.0|0|7.97831097|0|1|-0.001009768|-0.005745086|5.973809612|-0.001250803|0|0.0381981979999999|-0.047167919|2.256213388|-0.270019022|0.001221534|-0.0902541999999999|3|3|-0.090775221|0|0.816196288|0.779649252|-0.129124455|0.7681279190000001|0.8777482409999999|-0.0711378679999999|0.31016741|-40.10830541|-51.21653025|6.970844822|80.0971996|0.122251759|-0.029575784|3.930238317|0.78057227|-1.271758703|-22.61349991|58.16707081|-16.67514938|47.07915023|2392.3436100000004|1970.06814|-9.40163104|0.21942773|11.6688363|5259.698672|123.7157466|-404.2701347|0.012327787|918.5970998|506.658189|1.0|1.0|1.0|19.0|5.78|0.0|105.36|0.0|-7.04|25.0|3.0|-5.01|366.5|1.0|4.75|-5.61|3.3600000000000004e-05|2.47e-06|0.000904|5.86e-08|3.5363|-1750.164914|611.65|1022.89|350.6|0.3082|0.70268|-0.14667|3.2233|-0.19988|-1750.0122420000002|9.0|8.0605|8.0605
18_a10|0|0|0|0.0|1|7.78113851|2|2|-0.182332901|-0.00309846|5.733341277|0.0307177839999999|2|0.035770975|-0.092424959|2.026949641|-0.1859075939999999|0.009941402|-0.052165302|1|1|-0.143149563|2|0.7155022459999999|0.785539083|-0.0507442929999999|0.6886547670000001|0.885552955|-0.0575419659999999|0.656664457|-36.52271591|-48.27152552|12.12013168|40.99617452|0.114447045|-0.024889861|7.692822451|0.641615544|-1.368942347|-23.18149476|61.38857307|-15.79795381|48.64284759|2788.499133|2137.914113|-10.02718922|0.358384456|13.51828833|6213.631543|227.471785|-551.4954071000001|0.020666062|1354.218219|713.2632062000001|0.0|1.0|0.0|21.0|4.66|0.0|119.81|0.0|-4.48|31.0|5.0|-6.34|412.48|1.0|3.67|-4.77|0.0138|1.7100000000000002e-05|0.00705|1.32e-08|5.7687|-1336.433782|687.19|1181.5|326.47|0.2962|0.37729|-0.15735|4.7596|-0.20692|-1336.185978|0.13|6.8861|6.8861
41_a18|0|0|0|0.0|0|7.03438793|2|2|0.115127295|-0.007587553|4.844187086|-0.059936864|1|0.038034188|-0.089781154|0.0|-0.500778516|-0.0034878|0.022493846|0|0|-0.0091068809999999|0|0.759941674|0.733589101|0.037097204|0.745631286|0.7349388459999999|-0.1020290859999999|0.3888308139999999|-69.94639412|-61.10986894|6.547189171|347.42621339999994|0.2650611539999999|-0.037381065|4.488448275|0.903239484|-2.317626057|-47.95199341|65.83786886|-25.62671923|76.49358329|2899.29167|1491.296991|-17.56848637|0.0967605159999999|17.13823195|6605.095612|66.33450764|-1089.246155|0.006896617|1759.064589|897.5188662|1.0|1.0|3.0|18.0|2.7|1.0|141.34|0.0|-5.56|34.0|3.0|-6.38|452.55|1.0|2.53|-5.02|0.00125|9.49e-06|0.0042899999999999|4.18e-09|3.2123|-1454.374793|736.59|1294.52|385.97|482.0|0.69308|-0.1319|2.0934|-0.1814599999999999|-1454.045308|369.0|6433.0|6433.0
47f_a18|0|0|0|0.0|0|7.03438793|1|1|-0.005500039|-0.005817448|4.844187086|-0.034211867|0|0.031179487|-0.048472184|0.0|-0.477030713|0.0036509859999999|0.033759227|0|0|-0.3927204379999999|0|0.765824398|0.750610215|-0.014370598|0.745431271|0.838156881|-0.063824969|0.375218907|-54.18475173|-72.03501774|11.75478965|111.1889928|0.161843119|-0.0289997239999999|9.979328976|0.726550657|-2.290978185|-46.00060733|86.11217859|-24.61956302|65.93954138|3367.7324700000004|2343.062749|-20.90098811|0.273449343|20.44855806|7870.103594|232.14715330000004|-1651.17806|0.016581683|2676.957843|1347.416568|1.0|1.0|2.0|18.0|3.6|2.0|164.47|1.0|-6.11|40.0|4.0|-6.4|541.68|0.0|2.83|-5.52|0.000421|3.01e-06|0.00163|6.04e-10|3.0964|-1743.375413|908.66|1602.99|400.42|0.5741|0.6984600000000001|-0.12802|3.8532|-0.1724099999999999|-1741.802171|9.0|8.0458|8.0458
