molecula|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|nARing|MATS2c|AATSC1c|MATS7i|SaaaC|ATSC1c|AATSC1are|n5aRing|n5aHRing|AATSC1pe|AATSC1i|n6aHRing|BIC2|MATS8d|RASA|FNSA5|PBF|PNSA3|PPSA3|RNCS|TPSA_x|WNSA5|WPSA3|FNSA1|FNSA2|WNSA3|PNSA4|DPSA3|GRAVp|MOMI-Z|WNSA4|GeomRadius|GeomDiameter|GeomShapeIndex|PPSA1|WNSA2|DPSA1|Mor01p|PPSA5|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|Molar refractivity|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Egan filter|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
4_a47|0|0|0.0|0.0|0|0.0|0|0|0.004633887|-0.008204735|-0.158636969|1.42341819|-0.3692130839999999|-0.007295208|0|0|-0.006506051|-0.027355932|2|0.783871003|0.019305509|0.874200878|-0.092556319|0.444849947|-42.46254967|4.22896799|96.20929041|68.44214684|-27.39669054|2.300808176|0.806604393|-1.48090111|-23.10213311|-19.18327632|46.69151766|2306.463316|1528.797085|-10.43683449|6.468023748999999|10.818777699999998|0.67265584|105.2186243|-438.3470487|-333.62177030000004|471.7712484|7.429930428|1.0|0.0|1.0|1.0|3.01|0.05|22.0|-8.79|5.71|106.52|1.0|3.0|-5.92|26.0|0.0|1.0|4.32|-5.64|1.21e-06|2.31e-06|4.96|0.0|0.0|5.81e-07|-0.05606|5.7708|332.4|0.2304|214.85|0.45947|0.69157|-1509.262887|0.2221|4.2607|-0.21076|0.03342033|-1509.3147789999998|5.4892|32.0|7.5|7.5
22_a47|1|1|0.0|0.0|1|6.86171134|0|0|0.048272293|-0.010579222|-0.029311184|1.016903613|-0.507802654|-0.006808306|1|1|-0.004332497|-0.277479519|2|0.831122912|0.004104478|0.698649132|-0.089280419|0.573087958|-47.64347429|13.07198749|12.19999546|177.81209280000002|-31.08378631|7.713126784|0.6096864479999999|-1.42848671|-28.11203407|-18.73063655|60.71546178|2692.510471|1494.441201|-11.05201291|6.9553262170000005|12.91589555|0.8569791179999999|230.3045281|-497.3405809|-129.440987|482.9384172|18.60690504|1.0|1.0|1.0|1.0|3.16|0.1|21.0|-7.69|4.85|104.64|1.0|5.0|-4.44|29.0|0.0|1.0|3.41|-4.38|3.6e-05|4.16e-05|3.0|0.0|0.0|8.11e-06|-0.0612399999999999|4.7954|308.65|0.3367|258.55|0.50316|0.68312|-1374.857521|0.0799|4.2485|-0.22828|0.02840507|-1374.914437|5.7009|1.0|9.0|9.0
1g_a5|0|0|2.942391606|0.0|0|6.605297921|0|0|-0.203595168|-0.003919036|-0.011534568|0.0|-0.172437603|0.00683534|1|1|0.006957291|-0.0178558139999999|2|0.7778380309999999|-0.067172264|0.8659209659999999|-0.074361785|0.39389953|-37.59983870000001|10.9506874|74.51397212|71.90752413|-21.388323|5.8729303|0.61393343|-1.11542677|-20.16505667|-14.59051668|48.55052611|2243.103668|832.7655896000001|-7.824996219|7.312498266|13.83149499|0.891486942|207.0502037|-320.82484500000004|-122.2065919|422.96706330000006|14.46845291|1.0|1.0|1.0|1.0|2.12|0.05|23.0|-8.14|4.21|96.98|1.0|4.0|-4.03|25.0|0.0|1.0|3.09|-4.2|9.27e-05|6.29e-05|3.03|0.0|0.0|2.36e-06|-0.0393|4.7822|297.09|0.1769|259.26|0.4386899999999999|0.66164|-1065.675316|0.0504|3.4883|-0.20972|0.02730461|-1065.727193|5.2707|115.0|6.9393|6.9393
3i_a32|1|1|2.417426304|-4.547725143|0|7.78113851|0|0|-0.157360524|-0.012358668|-0.21362765|1.711001131|-0.4449120629999999|-0.0131506889999999|3|3|-0.0106761939999999|-0.212967423|0|0.833699527|0.030060554|0.893827987|-0.1132851459999999|0.259644227|-49.17963359|8.064907632|60.99385995|55.97682661|-31.48976464|4.252042736|0.77072347|-1.472706897|-25.92886531|-23.52884474|57.24454122|2471.4299920000003|2141.3084710000003|-12.4050588|5.826629089|10.09193014|0.732035793|120.8809386|-409.3669403|-285.465827|318.0257595|11.54903146|0.0|1.0|1.0|1.0|2.49|0.13|19.0|-6.96|6.29|88.28|1.0|3.0|-6.27|24.0|1.0|1.0|4.37|-5.16|5.37e-07|6.85e-06|4.23|0.0|0.0|4.01e-05|-0.06518|3642.0|340.43|0.4765|340.43|0.70322|0.70322|-1891.738614|0.4765|2494.0|-0.21278|0.02199999|-1891.790935|3.8572|6.0|8.2366|8.2366
8_a4|0|0|0.0|0.0|1|7.535296702|1|1|-0.208165266|-0.001277205|-0.072752231|1.987684188|-0.056197036|0.010647563|1|1|0.009595591|-0.078942941|2|0.813333185|0.097165358|0.925132446|-0.065595042|0.546157592|-27.90231822|5.362918401|11.02158946|38.69916707|-17.52616744|2.772101712|0.7261541020000001|-0.983925625|-14.42275611|-12.71482105|33.26523662|2297.5526170000003|1737.932042|-6.572312789|5.695730546|9.972991122|0.750959081|141.55141369999998|-262.8925116|-233.7988862|434.9654405|7.671983829|1.0|1.0|1.0|1.0|3.19|0.15|21.0|-7.78|4.76|100.13|1.0|2.0|-4.35|25.0|0.0|1.0|3.85|-4.84|4.49e-05|1.46e-05|3.74|0.0|0.0|5.72e-06|-0.05864|5.3544|311.03|0.1687|231.56|0.30471|0.57675|-1450.071352|0.0642|4.5781|-0.22685|0.0252645|-1450.121028|5.7488|54.0|7.2676|7.2676
16e_a32|1|1|3.343660084|0.0|0|7.765993078999999|0|0|0.180914799|-0.0154404319999999|-0.04474426|2.080236877|-0.772021601|-0.0048042729999999|3|3|-0.002310082|-0.219947482|0|0.86370575|-0.022651598|0.7903051590000001|-0.117338144|0.504569498|-55.957388|15.50894749|105.4021155|134.6906051|-48.41036206|9.961663868|0.702226562|-1.760072163|-35.94239328|-24.05371573|71.46633549|2710.157931|3376.1299740000004|-15.45011555|6.573687662|12.15001203|0.848279482|191.2650034|-726.1554308999999|-259.78720209999994|573.3529948|14.98092934|0.0|1.0|1.0|1.0|3.36|0.26|19.0|-7.38|4.6|111.95|1.0|8.0|-6.59|28.0|1.0|1.0|3.77|-4.75|2.58e-07|1.7899999999999998e-05|3.76|0.0|0.0|1.73e-05|-0.0505899999999999|3.6214|342.37|0.2858|342.37|0.7022|0.7022|-1955.766505|0.2858|3.2372|-0.2005|0.02792775|-1955.827194|3.9389|7.0|8.1367|8.1367
12t_a30|0|0|0.0|0.0|0|7.412764017000001|2|2|0.073057637|-0.007755575|-0.0596036729999999|0.0|-0.411045472|-0.002544958|1|1|-0.001131023|-0.145315868|1|0.83236194|-0.080971844|0.696413582|-0.1011561919999999|0.408290036|-58.89093185|12.26965165|88.42093081|197.4742794|-42.80050261|7.981057356|0.745705883|-1.82081145|-38.30686627|-24.17113783|71.1605835|2976.648597|2479.787504|-15.72263361|7.957774504|14.358001500000002|0.804273481|165.4110479|-770.409047|-319.6492937|616.2856203|13.02867425|0.0|1.0|1.0|0.0|0.0|0.14|17.0|-7.16|3.74|127.19|1.0|5.0|-5.49|31.0|0.0|0.0|3.21|-5.17|3.24e-06|6.71e-06|4.07|0.0|0.0|3e-05|-0.05542|5.0693|349.67|0.2094|244.58|0.33647|0.6842600000000001|-1774.0165149999998|0.1561|2.6784|-0.20571|0.0337599|-1774.077985|3.2145|9.0|8.0496|8.0496
5b_a40|0|0|0.0|0.0|1|8.149890544|0|1|-0.067567502|-0.0049439079999999|-0.096549823|0.7222376540000001|-0.163148971|0.008515162|2|2|0.006372485|0.013573521|0|0.817071232|0.029485257|0.881264402|-0.091267779|0.313503463|-38.64461938|9.59023102|169.18694230000003|59.56617021|-22.96968039|4.811137897|0.829018186|-1.095213344|-19.38687321|-18.31454812|48.2348504|2126.9310920000003|764.9528181|-9.187872156|6.521443259|12.47657231|0.913161214|85.77656597|-275.6361647|-330.1175669|285.9136384|6.2955085660000005|0.0|1.0|0.0|0.0|2.82|0.21|14.0|-5.25|4.39|84.17|2.0|3.0|-5.43|21.0|0.0|1.0|3.83|-4.84|3.69e-06|1.44e-05|4.14|0.0|0.0|0.00191|-0.07069|3.9759|311.84|0.3005|311.84|0.59928|0.59928|-2096.707754|0.3005|7.2947|-0.23068|0.01471235|-2096.757832|9.3069|64.0|7.1938|7.1938
4f_a46|0|0|0.0|0.2096617139999999|1|7.825245291|1|1|-0.2265364489999999|-0.001035775|-0.099507167|0.0|-0.053860324|0.012332859|1|1|0.011806162|-0.123416853|2|0.74106323|-0.1697014539999999|0.934973206|-0.0674830959999999|0.296072934|-30.29079362|4.738551282|7.730129301|35.27635517|-19.85993046|2.570614463|0.759842275|-1.079729539|-16.43243843|-11.95391778|35.0293449|2103.214727|1563.375755|-6.484875252999999|5.654067072999999|9.828175385|0.7382488140000001|130.2830519|-317.7588874|-281.9234274|538.4165208|5.6100342670000005|1.0|1.0|1.0|1.0|3.16|0.38|17.0|-7.21|4.71|101.54|1.0|3.0|-4.38|25.0|0.0|1.0|3.76|-4.58|4.18e-05|2.62e-05|3.77|0.0|0.0|2.04e-05|-0.02947|4548.0|272.61|0.1719|272.61|0.69208|0.69208|-1033.315821|0.1719|3.2783|-0.2202599999999999|0.02238723|-1033.36869|3.7419|183.0|6.7375|6.7375
14e_a23|1|1|0.0|-4.45581912|2|7.423568444|0|0|0.059967018|-0.008865361|0.023369734|0.650989437|-0.4787294729999999|0.001027627|2|2|0.001951778|-0.226146643|2|0.791790895|-0.014216155|0.925392058|-0.089453046|0.267882223|-51.07141556|12.5437807|48.244071000000005|51.92870134|-43.33511299|8.73073591|0.796525872|-1.96796702|-35.54678231|-27.39493099|63.61519626|3255.313968|2428.874279|-19.06744972|8.020794334|15.89643482|0.981902808|141.6222839|-953.3724859|-412.7765217|658.8108151|12.49658915|0.0|1.0|1.0|1.0|3.62|0.09|26.0|-8.23|6.19|125.29|1.0|6.0|-6.38|34.0|1.0|0.0|4.5|-5.79|4.1200000000000004e-07|1.61e-06|4.46|0.0|0.0|2.85e-06|-0.08122|3.7033|334.8|0.3178|334.8|0.63922|0.63922|-1966.720803|0.3178|3.7696|-0.2342199999999999|0.02250947|-1966.785007|5.5469|3.0|8.5214|8.5214
10_a15|0|0|0.0|0.0|0|0.0|0|0|-0.137104477|-0.006872984|-0.0869138469999999|0.0|-0.384887119|0.001740635|0|0|0.0034254209999999|-0.184255041|2|0.713794823|0.018211609|0.933136945|-0.101494566|0.640780603|-30.73805622|6.101312009|6.497096666|38.90530741|-34.36276159|3.550143186|0.8301726490000001|-1.928396745|-17.88541558|-21.17108692|36.83936823|2605.82709|2305.991259|-12.31872585|5.555044294|10.08767698|0.815948972|98.81668286|-652.8924702|-384.2321709|673.7288405|6.751174337|1.0|1.0|1.0|1.0|3.64|0.12|24.0|-9.82|6.3|119.95|1.0|6.0|-6.22|30.0|1.0|1.0|4.69|-5.83|5.99e-07|1.47e-06|5.29|0.0|0.0|5.99e-08|-0.03581|4.4682|340.17|0.1412|277.48|0.66799|0.70313|-1280.804272|0.0042|1.6654|-0.18958|0.02738146|-1280.862627|3.1460000000000004|7.0|8.1549|8.1549
12ae_a36|0|0|3.412870974|0.0|0|7.412764017000001|2|2|0.069118289|-0.009867085|0.087069205|0.0|-0.611759277|-0.006862238|1|1|-0.001160331|-0.261631709|1|0.831101086|0.010209009|0.7162413209999999|-0.105648609|0.439268891|-63.96145017|17.78605328|96.60079598|211.4077529|-58.64180087|13.25108213|0.6849975640000001|-2.11297219|-47.65297933|-27.14173115|81.74750345|3486.122819|2634.745208|-20.22131065|8.676756505|16.22570287|0.870019385|234.6851816|-1172.836017|-275.6561988|805.2286932|19.05051961|0.0|0.0|1.0|0.0|0.0|0.17|17.0|-6.87|2.15|142.02|1.0|7.0|-3.85|34.0|0.0|0.0|1.18|-3.72|0.0001409999999999|0.0001889999999999|1.64|0.0|0.0|6.45e-05|-0.0548899999999999|5235.0|320.67|0.4832|236.84|0.40141|0.68591|-1875.897072|0.3366|6.7458|-0.21149|0.0508577|-1875.963244|8.9297|15.0|7.8239|7.8239
8j_a46|0|0|0.0|0.214753401|1|7.727094485|1|1|-0.13040237|-0.0017688329999999|-0.129276363|0.0|-0.081366324|0.011852046|1|1|0.0108603019999999|-0.133413527|2|0.789844634|-0.074207717|0.934648421|-0.068971544|0.308052557|-29.38737046|4.658562801|7.723448142|35.10521457|-19.90219786|2.5024620580000003|0.822112519|-1.103544698|-15.7861518|-13.78596018|34.04593326|2121.846387|1888.679875|-7.405468973|5.617748211|9.817783823|0.747636856|95.55665364|-318.43516580000005|-346.061389|453.1959065|4.750680627|0.0|1.0|1.0|1.0|3.25|0.32|17.0|-7.26|4.55|96.94|1.0|2.0|-4.59|24.0|0.0|1.0|3.82|-4.83|2.59e-05|1.47e-05|3.97|0.0|0.0|1.85e-05|-0.04068|4.9636|281.1|0.1728|249.79|0.50703|0.70121|-1414.349865|0.1427|5.2361|-0.22599|0.02408052|-1414.402087|6.4463|1228.0|5.9108|5.9108
17_a15|0|0|0.0|0.0|0|0.0|0|0|-0.046866421|-0.0071363569999999|-0.033968088|0.0|-0.442454151|0.0016674189999999|0|0|0.0032452509999999|-0.263401148|2|0.721188086|-0.023779626|0.880459235|-0.079844675|0.605886597|-40.50376584|9.875456386|34.35335309|91.58201681|-46.86345493|7.56573889|0.653207369|-1.596893495|-31.03055741|-20.73567196|50.37922222|2852.085573|2104.883413|-15.88591693|7.967418828|15.15194163|0.90173781|265.6831633|-937.2690986|-234.74904|822.8625688|16.654220199999997|1.0|1.0|1.0|1.0|3.99|0.15|24.0|-9.72|6.0|131.36|1.0|7.0|-5.93|33.0|1.0|1.0|4.44|-5.65|1.19e-06|2.26e-06|4.78|0.0|0.0|8.43e-08|-0.03936|4.1461|326.22|0.7247|299.04|0.68787|0.7045100000000001|-1413.559128|0.0377|5.1268|-0.19509|0.04051306|-1413.624817|7.1743|12.0|7.9208|7.9208
9r_a24|0|0|2.950959457|0.0|0|6.605297921|0|0|-0.134192489|-0.004640179|-0.17821765|0.0|-0.264490176|0.007861194|1|1|0.008722018|-0.2920573039999999|3|0.7958149290000001|-0.083458647|0.8417158379999999|-0.082022572|0.32720212|-41.49802275|10.4302588|71.31566881|106.1180928|-36.86695997|6.992734796000001|0.6152148279999999|-1.394383716|-27.82142546|-17.31173182|51.92828155|2644.462265|958.7578093|-11.60626518|9.672636984|18.36822555|0.898988412|257.9706516|-626.7383196000001|-154.486433|670.2247423|15.80243761|1.0|1.0|1.0|1.0|3.04|0.22|23.0|-8.66|3.93|116.9|1.0|8.0|-4.02|30.0|0.0|0.0|2.98|-4.06|9.58e-05|8.77e-05|2.69|0.0|0.0|8.84e-07|-0.04313|4.4722|289.16|0.3398|277.23|0.3398|0.6204|-1294.201456|0.0029|1.9698|-0.21074|0.03426339|-1294.263358|3.0322|11.0|7.9586|7.9586
12h_a40|0|0|0.0|0.0|1|7.515889085|0|0|0.104392974|-0.008044548|0.208938531|0.803557099|-0.289603712|-0.000134504|2|2|-0.002126898|0.224167029|0|0.7769829840000001|-0.335801908|0.839481749|-0.091448888|0.006997021|-50.45378559|6.193088525|208.6717565|84.86252967|-25.56004046|3.274152035|0.844008584|-1.280284432|-26.67382585|-20.51086984|56.64687411|2270.834041|603.6697997|-10.84365353|7.989299324|15.84593062|0.983394285|82.46928995|-357.8405665|-363.7398044|350.9435025|6.584127851|0.0|1.0|1.0|1.0|3.0|0.0|20.0|-6.84|5.02|96.16|1.0|2.0|-6.25|23.0|0.0|1.0|4.22|-5.58|5.58e-07|2.61e-06|4.75|0.0|0.0|5.2e-05|-0.07512|4.1508|469.0|0.3985|298.7|0.6503899999999999|0.7041|-2153.072091|0.3693|2.5573|-0.18432|0.02044063|-2153.123274|3.5425|823.0|6.0846|6.0846
12n_a30|0|0|0.0|0.0|0|7.412764017000001|2|2|0.0304762079999999|-0.007311044|-0.1144447669999999|0.0|-0.387485343|0.001139238|1|1|0.002064369|-0.120380857|1|0.815003426|-0.149451598|0.7781502140000001|-0.10528124|0.390449649|-52.4873066|10.77573511|85.87072848|140.0890685|-41.97990569|6.804436105|0.799403208|-1.895062322|-33.14358793|-24.42151771|63.2630417|2848.910641|2349.172094|-15.42118984|7.385790169|13.93957316|0.887350282|126.6686716|-755.6383024|-378.1217671|618.6004214|9.686460958|0.0|1.0|1.0|0.0|0.0|0.14|17.0|-6.9|3.18|127.24|1.0|5.0|-5.39|30.0|0.0|0.0|2.92|-5.01|4.12e-06|9.71e-06|3.97|0.0|0.0|5.260000000000001e-05|-0.05076|5.1999|355.67|0.1826|238.43|0.27009|0.6854|-1674.777231|0.1489|5.3143|-0.19876|0.0334036|-1674.83759|6.32|0.01|7983.0|7983.0
5_a15|0|0|0.0|0.0|0|0.0|0|0|-0.222657379|-0.008878343|0.0729170329999999|0.0|-0.54157893|0.000420839|0|0|0.003194793|-0.28098676|2|0.704479781|0.020920163|0.8740541479999999|-0.0989946469999999|0.743577162|-45.57134103|24.25353664|119.95308020000002|93.65193084|-54.73655332|18.03465935|0.5089899720000001|-1.583914356|-33.88634094|-20.30656983|69.82487767|2940.77098|2179.757502|-15.09973885|7.795174584|15.1701491|0.946094849|365.1095806|-875.7848531999999|-13.36968593|779.0599798999999|27.05181494|1.0|1.0|1.0|1.0|3.68|0.15|24.0|-9.65|6.01|127.97|1.0|8.0|-6.16|33.0|1.0|1.0|4.29|-5.66|6.86e-07|2.18e-06|4.86|0.0|0.0|9.970000000000001e-08|-0.03714|4.3299|341.96|291.0|286.35|0.62664|0.70244|-1470.487858|0.0199|4.3576|-0.18553|0.03640044|-1470.55517|6.35|13.0|7.8861|7.8861
47s_a18|0|0|0.0|0.0|0|7.03438793|1|1|0.026229332|-0.0054038509999999|-0.026883417|0.0|-0.394481152|0.002573931|0|0|0.003686393|-0.252119673|0|0.712629555|-0.0540701129999999|0.84543779|-0.08106112|0.306379663|-53.18668656|6.394119331000001|10.92659868|117.0051929|-46.45326408|4.840414512|0.820470855|-2.107589125|-40.26287221|-22.79238258|59.58080589|2992.734821|1529.863965|-17.25406952|9.811856136|18.65422248|0.901192009|135.90542109999998|-1207.784866|-485.1995077|1093.725912|7.934268528|1.0|0.0|1.0|1.0|0.0|0.3|18.0|-9.42|3.93|149.34|1.0|10.0|-5.95|36.0|0.0|0.0|3.19|-5.45|1.12e-06|3.53e-06|4.62|0.0|0.0|1.84e-07|-0.0491399999999999|3218.0|385.29|0.5203|385.29|0.6926800000000001|0.6926800000000001|-1533.737579|0.5203|2.3134|-0.18109|0.02195039|-1533.809351|2.9991|616.0|6.2104|6.2104
3j_a32|1|1|3.564417045|0.0|0|8.234564993|0|1|0.0053427669999999|-0.006580847|-0.029763115|2.248764828|-0.269814716|-0.000202965|3|3|0.001173363|-0.097980957|0|0.824282683|-0.084553991|0.865101945|-0.095013178|0.27811778|-37.33051857|7.315176208|47.55031019|71.64373163|-26.79963418|3.885056172|0.7487739999999999|-1.140158136|-19.82606536|-16.36574867|44.64569478|2282.569698|1778.1826620000002|-8.691773249|5.900829539|10.69497519|0.812452828|133.42496409999998|-321.5956102|-264.245436|398.2788055|8.126647477|1.0|1.0|1.0|1.0|3.0|0.24|19.0|-6.69|4.93|95.74|1.0|3.0|-5.92|23.0|0.0|1.0|4.09|-4.8|1.21e-06|1.58e-05|3.89|0.0|0.0|6.86e-05|-0.05361|3.4982|354.42|0.3005|354.42|0.7028|0.7028|-1671.351322|0.3005|3.6238|-0.19859|0.02833407|-1671.402462|5.9266|8.0|8.0969|8.0969
19d_a38|0|0|3.314284769|0.0|0|7.412764017000001|2|2|0.013465335|-0.0120676969999999|0.019858574|0.0|-0.6999264340000001|-0.011156837|1|1|-0.00835812|-0.128079012|1|0.853092207|-0.039361255|0.63167949|-0.1248815919999999|0.3509455999999999|-74.84120843|15.53007152|158.6487879|236.7675313|-51.60489663|9.98319831|0.7494816990000001|-2.372750256|-48.11018574|-28.24584108|90.37127996|3055.168373|2995.494247|-18.15727844|7.056031803|13.52121974|0.916264002|161.0407189|-980.493036|-320.7487188|686.8472757999999|14.56661536|0.0|0.0|1.0|0.0|2.38|0.13|17.0|-6.41|1.65|133.79|1.0|6.0|-3.87|33.0|0.0|0.0|1.94|-3.62|0.000134|0.0002399999999999|1.65|0.0|0.0|0.000175|-0.05091|5.3771|338.89|0.3167|230.58|0.3356699999999999|0.6957800000000001|-1500.621723|0.0699|7.9959|-0.20145|0.04735828|-1500.683599|10.6621|11.0|7.9586|7.9586
3c_a32|1|1|3.452148526|0.0|0|7.765993078999999|0|0|0.025890116|-0.006923974|-0.0522536959999999|2.224112182|-0.270034997|-0.00017094|3|3|0.00124359|-0.145525719|0|0.839409251|-0.019130435|0.888766719|-0.0943910459999999|0.216289509|-34.91603827|7.772301225|59.72163595|57.18235134|-24.94510426|3.995552912|0.693952122|-1.038301506|-17.94949454|-14.82682786|42.68833949|2152.627425|1393.156794|-7.622115192000001|5.605165488|9.717148607|0.733606015|157.331845|-274.3961469|-199.4122311|370.5811396|9.416090047|1.0|1.0|1.0|1.0|2.95|0.19|19.0|-6.89|4.68|93.05|1.0|3.0|-6.18|22.0|0.0|1.0|4.02|-4.91|6.65e-07|1.22e-05|4.14|0.0|0.0|4.18e-05|-0.05487|3.5169|352.54|0.5017|352.54|0.7034600000000001|0.7034600000000001|-1633.297494|0.5017|3123.0|-0.1970599999999999|0.02415856|-1633.348356|5.0659|9.0|8.0458|8.0458
9g_a24|0|0|2.931798469|0.0|1|7.273092596000001|0|0|-0.318471716|-0.00106361|-0.162313932|0.0|-0.0425444|0.0144065739999999|2|2|0.013119312|-0.049325609|2|0.7931626959999999|-0.045107345|0.8671367529999999|-0.065668047|0.383340003|-32.080056199999994|9.283063574|174.88817269999998|65.73938109|-16.07665151|4.593165278|0.4819264479999999|-0.788016565|-15.87288497|-10.53790724|41.36311977|2123.257348|1196.910121|-5.214049137|6.124370267000001|10.69818114|0.746821416|256.3375151|-192.9198181|17.88521849|341.3207334|16.76589519|1.0|0.0|1.0|1.0|1.78|0.06|22.0|-6.43|2.93|87.53|1.0|3.0|-2.49|23.0|0.0|0.0|1.93|-3.09|0.00323|0.0008179999999999|1.37|0.0|0.0|0.000113|-0.03585|5.2521|289.67|0.2444|236.07|0.4227399999999999|0.64993|-984.447764|0.1023|2.9691|-0.21391|0.032630457|-984.497752|4.4131|68.0|7.1675|7.1675
1j_a5|0|0|2.9426852410000004|0.0|0|6.605297921|0|0|-0.2031633169999999|-0.003981454|-0.115553003|0.0|-0.175183967|0.00683534|1|1|0.006957291|-0.0178558139999999|2|0.7862755770000001|-0.0614852279999999|0.847163872|-0.074505844|0.35883584|-39.64241895|10.57633738|73.73338699|82.09385267|-21.49609451|5.680936139|0.616489567|-1.117587665|-21.29338752|-14.64139152|50.21875634|2242.805131|847.5275797|-7.86442482|7.328149934|13.80288876|0.883543443|205.997426|-322.4414176|-125.1415813|422.96706330000006|14.36297201|1.0|1.0|1.0|1.0|2.66|0.05|23.0|-8.14|4.21|96.98|1.0|4.0|-4.03|25.0|0.0|1.0|3.19|-4.2|9.27e-05|6.29e-05|3.03|0.0|0.0|2.36e-06|-0.03832|4.4331|300.89|0.5115|279.68|0.66182|0.6449|-1065.671975|0.1644|2.2503|-0.20645|0.03246499|-1065.723417|3.0364|24.0|7.6198|7.6198
4m_a46|0|0|0.0|0.16407746|1|7.825245291|1|1|-0.245599013|-0.000686578|-0.302054595|0.0|-0.0329557579999999|0.011122528|1|1|0.010359417|-0.029022201|1|0.747676221|0.011235955|0.948973877|-0.0672468|0.373463876|-35.4774406|5.74716122|6.161736337000001|26.89046601|-18.67596877|3.028720082|0.733236381|-1.008702005|-18.69640205|-11.81288911|41.22460182|2133.331634|1639.260563|-6.225322922999999|5.329061873000001|9.923886653|0.8622201970000001|140.5828543|-280.1395315|-245.828396|486.9589609|6.446588969|0.0|1.0|1.0|1.0|2.9|0.29|17.0|-6.88|4.63|98.69|1.0|2.0|-4.52|25.0|0.0|1.0|3.59|-4.57|2.99e-05|2.68e-05|3.69|0.0|0.0|4.31e-05|-0.04808|6.0419|285.18|0.2465|205.21|0.38389|0.68505|-1030.929791|0.1557|3.9226|-0.23116|0.02920209|-1030.980844|5.2326|1288.0|5.8901|5.8901
14g_a23|1|1|0.0|-4.794439428|2|7.423568444|0|0|0.180361525|-0.014609495|0.058422864|0.653317181|-0.803522236|-0.002390707|2|2|-0.0004039459999999|-0.2952674819999999|2|0.796412133|-0.044895912|0.907334473|-0.096288005|0.297855753|-51.82254036|13.05300369|95.64648102|65.94601775|-48.76552945|9.289253982|0.780315815|-2.118336119|-36.87984398|-29.55936307|64.87554405|3400.464046|2531.8503170000004|-21.03611074|8.788027188|16.32997765|0.8582074559999999|156.3396622|-1072.841648|-398.9771038|676.4530574|14.63509796|0.0|1.0|0.0|1.0|3.79|0.09|26.0|-7.95|6.18|126.97|1.0|7.0|-6.89|35.0|1.0|0.0|4.35|-6.0|1.29e-07|1e-06|4.76|0.0|0.0|5.57e-06|-0.08011|3.7042|334.71|0.3478|334.71|0.56658|0.56658|-2041.934312|0.3478|7.2913|-0.23201|0.0221162|-2042.000034|10245.0|0.01|8.0|8.0
11c_a31|0|0|3.336985072|0.0|0|7.765993078999999|1|1|0.069254998|-0.0184155389999999|-0.031640011|0.0|-0.847114804|-0.011679927|2|2|-0.008375297|-0.16065803|0|0.839810365|-0.139933586|0.564143263|-0.14043574|0.3608415239999999|-80.82023592|20.06220362|264.7428792|255.2562173|-48.16624372|11.74927853|0.676089232|-1.825664624|-47.33176279|-24.864808|100.8824395|2470.585429|1770.045716|-14.56188764|7.259183801|13.95917988|0.922968238|189.6959033|-626.1611682999999|-206.2506659|449.7512005|17.07472346|0.0|1.0|1.0|1.0|2.66|0.28|16.0|-5.84|3.64|97.32|2.0|6.0|-5.11|26.0|0.0|1.0|3.04|-3.98|7.68e-06|0.000105|2.82|0.0|0.0|0.000537|-0.03532|3.8551|321.61|0.2627|321.61|0.7005899999999999|0.7005899999999999|-1559.194237|0.2627|5289.0|-0.19526|0.04465349|-1559.253116|7.5091|0.13|6.8861|6.8861
