molecula|NaaNH|SssssC|NaasN|SRW09|nAHRing|BCUTs-1|SaasN|MATS2c|AATSC1c|SRW07|AATSC1s|SaaaC|ATSC1c|BCUTi-1|AATSC8d|n5aHRing|AATSC1pe|MATS1i|MATS1c|GATS1are|BIC2|MATS8s|RASA|FNSA3|PBF|FPSA3|PNSA3|PNSA5|PPSA3|RNCS|RPSA|TPSA_x|FNSA4|WNSA5|RPCS|FNSA2|PNSA4|DPSA3|GRAVp|PNSA2|MOMI-Z|FPSA1|GeomRadius|GeomShapeIndex|GRAV|DPSA4|FPSA5|DPSA1|Mor01p|CYP2D6 inhibitor|P-gp substrate|CYP3A4 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|BBB|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Wavelength (HOMO-LUMO transition) (nm)|Approximated area|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|IC50|pIC50|pIC50
1_a6 (SB-431542)|1|0.0|0|7.423568444|1|1.430935835|0.0|0.043282217|-0.015636898|5.351858133|-0.175408303|0.0|-0.766207981|10.94959842|-0.0492229479999999|1|-0.008385698|-0.020716495|-0.567791164|0.838928085|0.7462411859999999|-0.08530265|0.5940412860000001|-0.126408788|0.210050443|0.033020439|-74.98172333|-72.69619778|19.58668728|160.410387|0.405958714|240.8019609|-0.0462988229999999|-43.12110169|105.3125675|-2.083447046|-27.46300805|94.56841061|2678.823231|-1235.8353619999998|1890.228713|0.2468003389999999|7.523839331|0.895537592|5748.417262|36.46179023|0.02438148|-300.3801761|513.4628663999999|1.0|1.0|1.0|3.25|2.35|0.05|23.0|-7.69|4.04|3.63|103.12|1.54|1.0|4.0|29.0|5.0|0.0|1.0|-4.25|0.0116|5.660000000000001e-05|0.0218|2.7|0.0|7.81e-06|-0.05971|3.8208|3295.0|-1292.588032|-1292.553086|376.28|464.07|-0.13329|6.0113|-193.0|0.03494577|8.8611|1542.0|5.8119|5.8119
6b_a40|0|0.0|1|8.421342866|1|0.604892326|1.710647518|0.135693438|-0.014861289|6.401917197|-0.069975812|0.6899826|-0.698480566|10.30179924|-0.226457281|2|-0.004728928|-0.018582337|-0.630957955|0.691778838|0.842573207|0.003163118|0.753431574|-0.107699967|0.417254814|0.014588568|-72.13527644|-79.36130196|9.771129787|176.8246355|0.246568426|165.1465831|-0.049599889|-53.15460718|34.43877986|-2.132795227|-33.22101012|81.90640622|3214.047452|-1428.503435|4049.386572|0.1218592019999999|6.976123351|0.793750992|8482.600495|37.83107469|0.011838681|-506.5422338|618.8882797|0.0|0.0|1.0|4.02|3.36|0.21|14.0|-5.21|5.67|4.38|173.43|2.61|2.0|5.0|31.0|5.0|0.0|1.0|-6.18|1.98e-06|6.55e-07|0.000335|5.03|1.0|0.00318|-0.09533|3.1026|3.1026|-3290.775349|-3290.745084|399.62|552.01|-0.1237099999999999|8193.0|-0.21904|0.03026498|11.3203|0.03|7.5229|7.5229
14u_a23|0|0.0|2|7.423568444|0|1.197962732|3.357982471|-0.066969083|-0.007017844|5.351858133|-0.025360103|0.743634137|-0.385981432|10.31321759|-0.0569153009999999|2|0.010508236|-0.110069159|-0.4086345999999999|0.756252127|0.787538583|-0.001778422|0.909754912|-0.055259924|0.445665682|0.0254134689999999|-36.90928915|-57.75236052|16.97420126|43.06242147|0.090245088|60.27663131|-0.033908155|-38.57404134|50.47632596|-1.729315897|-22.64798452|53.88349042|3015.478095|-1155.04721|2430.634114|0.297131017|7.392527755|0.910165272|6913.009783|32.2221994|0.023582305|-271.0010972|683.7405759|0.0|1.0|1.0|3.59|3.68|0.09|26.0|-7.51|3.42|4.03|114.25|2.72|1.0|6.0|32.0|5.0|0.0|0.0|-5.02|0.0010199999999999|9.57e-06|0.0042299999999999|3.55|0.0|1.3699999999999998e-05|-0.0618299999999999|4.0409|3.1819|-1744.446261|-1744.422541|389.66|549.0|-0.1543|5.9743|-0.21613|0.0237199999999999|8.1549|6.0|8.2449|8.2449
12as_a36|1|0.0|0|7.412764017000001|2|1.297043209|0.0|-0.051208473|-0.007672841|5.351858133|-0.073735973|0.0|-0.452697599|10.95347588|-0.025398105|1|0.0018565629999999|-0.098698552|-0.4358775279999999|0.8058720979999999|0.817372883|-0.0389138329999999|0.77043791|-0.082748367|0.291030086|0.019229943|-55.75872553|-73.78005999|12.95780416|88.17694537|0.22956209|154.6869148|-0.037824788|-49.71556877|0.0|-2.080363362|-25.48765709|68.71652969|2904.092809|-1401.82114|2365.632846|0.231874606|8.768282531|0.834059821|6224.698969|33.18163581|0.017444469|-361.3444194|716.9974499|0.0|1.0|0.0|4.86|0.0|0.17|17.0|-6.89|3.16|2.09|86.27|1.59|1.0|6.0|32.0|5.0|0.0|0.0|-3.95|0.0653|0.000112|0.0476|2.36|0.0|5.4600000000000006e-05|-0.05789|4.5202|3851.0|-1385.601917|-1385.5651710000002|321.96|568.52|-0.1563|4.8580000000000005|-0.21419|0.03674596|6.8556|59.0|7.2291|7.2291
16h_a32|1|0.0|0|7.765993078999999|0|0.609420754|0.0|0.217139852|-0.015656019|5.733341277|-0.098975084|2.075726759|-0.7828009570000001|10.31100268|-0.022634676|3|-0.002310082|-0.123297852|-0.71364354|0.804503712|0.832040698|-0.003188883|0.7991915079999999|-0.081151869|0.44308098|0.02096013|-51.56009529|-77.17316899|13.31708433|70.02855767|0.200808492|127.5843068|-0.038765425|-49.03221545|35.90298920000001|-1.821974989|-24.62973479|64.87717961|2709.44587|-1157.597535|3282.554439|0.2640948939999999|6.710057805|0.850995852|6151.056721|33.46862873|0.020432929|-299.7661014|573.3529948|0.0|1.0|1.0|3.61|3.45|0.26|19.0|-7.0|5.86|4.6|149.27|1.12|1.0|7.0|28.0|5.0|0.0|1.0|-4.75|0.000136|1.7800000000000002e-05|0.0073599999999999|3.66|0.0|4.09e-05|-0.05028|3.6182|3.6182|-1955.99895|-1955.970762|342.67|556.05|-0.14972|3516.0|-0.2|0.02818755|4.2275|9.0|8.0655|8.0655
9g_a24|1|0.0|1|7.273092596000001|0|1.427608366|1.7647373919999998|-0.318471716|-0.00106361|5.283203728999999|0.001126633|0.0|-0.0425444|10.96318169|-0.02471184|2|0.013119312|-0.0273623029999999|-0.079421802|0.683676657|0.7931626959999999|0.13372961|0.8671367529999999|-0.064835725|0.383340003|0.01876163|-32.080056199999994|-32.49188065|9.283063574|174.88817269999998|0.132863247|65.73938109|-0.021297745|-16.07665151|0.0|-0.788016565|-10.53790724|41.36311977|2123.257348|-389.9025677|1196.910121|0.518073552|6.124370267000001|0.746821416|4355.725609|21.8662148|0.033884884|17.88521849|341.3207334|1.0|1.0|1.0|2.8|1.78|0.06|22.0|-6.43|2.91|2.93|72.28|0.64|1.0|3.0|23.0|4.0|1.0|0.0|-3.09|977.0|0.0008179999999999|247.0|1.37|0.0|0.000113|-0.03585|5.2521|4.2802|-984.5891383|-984.5565078|289.67|400.47|-0.17806|2.9691|-0.21391|0.032630457|4.4131|68.0|7.1675|7.1675
16_a4|0|0.0|1|7.535296702|1|1.398650725|1.843196334|-0.219944434|-0.00228637|5.4161004020000005|-0.095499301|0.0|-0.089168424|10.94592242|0.019290123|1|0.006466406|-0.018051608|-0.214481956|0.490768328|0.774455255|-0.0894138519999999|0.7898461090000001|-0.073335635|0.292255386|0.013727656|-36.11951685|-39.44800181|6.761192037000001|13.51923899|0.210153891|103.5057102|-0.033372358|-19.42906425|74.430775|-1.201404885|-16.43666742|42.88070889|2101.6948030000003|-591.7200271|1522.164774|0.167538305|5.548106463|0.837568182|4520.2597670000005|19.74465314|0.0115138339999999|-327.4903335|322.8922084|0.0|1.0|0.0|3.26|3.08|0.11|17.0|-6.36|4.49|4.96|30.71|3.44|1.0|2.0|23.0|4.0|1.0|1.0|-4.43|0.0371|3.68e-05|0.0114|3.59|0.0|0.000134|-0.03965|4511.0|4.2257|-1057.494456|-1057.478071|293.41|407.99|-0.17375|1863.0|-0.2134|0.01638524|1.9873|343.0|6.4647|6.4647
galu_a46|0|0.0|1|7.535296702|1|1.343828866|2.082220175|0.048375705|-0.00642454|5.4161004020000005|-0.080432741|1.721297609|-0.327651527|10.92740177|-0.1121767259999999|1|0.003107816|0.028964355|-0.4671565689999999|0.702976795|0.81708619|0.044184467|0.7637964079999999|-0.0910072869999999|0.5235416979999999|0.01235603|-50.93538037|-49.84028137|6.915480101|261.2602893|0.236203592|132.199522|-0.03220981|-27.89483984|68.43088526|-1.513861067|-18.02733582|57.85086047|2501.785113|-847.2847833999999|1755.2047|0.2167824069999999|6.445819025|0.880553787|5641.451892|23.01702105|0.013967104|-317.0250717|542.7276591|1.0|1.0|1.0|3.27|2.75|0.18|21.0|-7.13|3.69|3.51|86.69|1.84|1.0|3.0|28.0|4.0|0.0|1.0|-3.99|52.0|0.000102|0.0375|2.39|0.0|2.75e-05|||||||||||||51.0|7.2924|7.2924
12_a3|0|0.0|0|6.823286122000001|0|0.605020506|0.0|0.167987916|-0.009093383|4.727387819|-0.118456941|2.07135708|-0.336455156|10.31163031|-0.069857022|1|-0.0045709459999999|0.017902469|-0.604704476|0.899733837|0.718481325|-0.039834906|0.829399708|-0.092838926|0.101891875|0.011076075|-44.07517037|-45.63945658|5.258353635|239.2266101|0.170600292|80.99228663|-0.039584548|-21.667278|76.23910943|-1.345874639|-18.79271742|49.333524|2056.502939|-638.9523922000001|1064.221958|0.169581355|5.6343192|0.864908294|4400.493202000001|22.63041363|0.01374218|-313.7317211|330.4083896|1.0|1.0|1.0|3.2|2.17|0.0|21.0|-6.89|4.34|4.01|92.93|1.6|1.0|2.0|22.0|3.0|0.0|1.0|-4.84|0.000629|1.44e-05|0.0044|4.03|0.0|3.9500000000000005e-05|-0.06361|3263.0|3263.0|-1272.152002|-1272.125792|379.97|361.95|-0.13153|2.3762|-0.19514|0.02620998|3.1979|3548.0|5.45|5.45
12a_a5|1|0.0|0|7.139660336|1|1.338814635|0.0|-0.256282289|-0.00166971|5.209486153|0.043132749|0.0|-0.09350376|10.94553751|-0.032601907|1|0.008649556|-0.057691345|-0.175245466|0.762866363|0.779533861|0.1121034509999999|0.894590896|-0.058605038|0.337539208|0.0081891369999999|-36.01436435|-41.59124655|5.032443973|13.74268646|0.105409104|64.77671525|-0.026030816|-25.55893402|0.0|-1.353602454|-15.99663329|41.04680832|2524.410428|-831.8249311000001|899.5599904|0.253214907|8.741980056000001|0.844187448|5294.775577|21.42066499|0.014342828|-303.31208710000004|650.3600841|1.0|1.0|1.0|3.06|2.96|0.21|23.0|-8.83|5.12|4.26|57.7|2.17|1.0|5.0|29.0|4.0|1.0|0.0|-4.59|0.0205|2.56e-05|0.00977|3.38|0.0|5.660000000000001e-07|-0.04076|4.6865|4.1610000000000005|-1202.02622|-1201.990542|297.97|508.81|-0.17152|2.5642|-0.21228|0.03567816|3.9457|19.0|7.7212|7.7212
47u_a18|0|0.0|0|7.03438793|1|1.251177393|0.0|0.039883149|-0.010219187|4.844187086|-0.0872206669999999|0.0|-0.633589579|10.94702032|-0.033209663|0|0.00082284|-0.126628013|-0.539738821|0.664796402|0.7517870059999999|-0.0112778039999999|0.741066474|-0.090364489|0.33777918|0.02068926|-62.99873374|-64.32800179|14.42377665|86.37253771|0.258933526|180.5187465|-0.0344062|-44.84707106|77.59162925|-2.029965788|-23.98671253|77.42251040000001|2965.254516|-1415.216039|1415.590236|0.278162537|9.18142206|0.937307962|6837.350959|33.23007431|0.021142007|-309.31352410000005|818.9389171|0.0|1.0|0.0|3.98|0.0|0.19|18.0|-8.2|3.15|3.02|99.56|2.95|1.0|8.0|34.0|4.0|0.0|0.0|-4.98|0.000932|1.04e-05|0.00472|3.9|0.0|2.89e-06|-0.06392|3.1186|3.1186|-1510.182477|-1510.153552|397.57|646.45|-0.12717|4.4624|-0.19109|0.02892505|5.8058|1.97|5.7055|5.7055
8a_a8|1|0.0|1|7.535296702|1|1.400027874|1.4114120369999998|-0.021925912|-0.014658222|5.4161004020000005|-0.1950388569999999|0.0|-0.732911106|10.94671414|-0.0298924089999999|1|-0.005306541|0.055198015|-0.5028388229999999|0.76592324|0.762577159|0.089031731|0.550829475|-0.131795179|0.22299265|0.034374791|-78.93428863|-71.12928513|20.58762475|170.9592896|0.449170525|269.0155755|-0.049054408|-42.60049244|84.91322996|-2.256502762|-29.37948733|99.52191337|2802.374154|-1351.456417|1746.6927010000002|0.23579367|7.533378788999999|0.927876056|6193.891189|38.44444383|0.025786572|-316.4749864|529.053307|0.0|1.0|0.0|3.37|2.64|0.05|23.0|-6.76|3.13|2.72|112.23|1.9|1.0|4.0|30.0|5.0|0.0|0.0|-4.14|16.0|7.28e-05|0.0292|2.4|0.0|6.96e-05|-0.06922|4.6017|3.1039|-1367.776863|-1367.744724|399.45|476.69|-0.13015|5.4201|-0.19937|0.03213899|6.8427|11.34|4.9454|4.9454
14_a1|1|0.0|0|7.423568444|1|1.430935835|0.0|0.043282217|-0.015636898|5.351858133|-0.175408303|0.0|-0.766207981|10.94959842|-0.0492229479999999|1|-0.008385698|-0.020716495|-0.567791164|0.838928085|0.7462411859999999|-0.08530265|0.593170871|-0.12658238|0.206941175|0.033047776|-74.96297518|-72.59355177|19.5711254|161.1772893|0.406829129|240.9270705|-0.046308519|-42.99041175|104.2594419|-2.083883365|-27.42423067|94.53410059|2678.985809|-1234.09038|1876.042189|0.246642602|7.46120838|0.905399978|5748.712211|36.40268318|0.0243658979999999|-300.0800645|513.4628663999999|1.0|1.0|1.0|3.25|2.35|0.05|23.0|-7.69|4.04|3.63|103.12|1.54|1.0|4.0|29.0|5.0|0.0|1.0|-4.25|0.0116|5.660000000000001e-05|0.0218|2.7|0.0|7.81e-06|-0.05962|3.8344|3.3061|-1292.588129|-1292.55322|375.01|464.08|-0.1336|4.1207|-0.19322|0.03490867|5.3099|94.0|7.0269|7.0269
8h_a8|1|0.0|1|7.05012252|0|1.3918396709999998|1.241306689|0.038482973|-0.010324979|4.844187086|-0.249095464|0.0|-0.485274006|10.94341368|0.007079485|1|-0.007036544|0.09830823|-0.53822084|0.578166105|0.6971223040000001|0.111824921|0.602405134|-0.122706004|0.273425421|0.0111998669999999|-72.14530885|-66.4523265|6.58499063|316.4918269|0.397594866|233.7669182|-0.048805507|-39.07081527|53.78973456|-2.147442322|-28.69532281|78.73029948|2623.688756|-1262.594204|2019.780061|0.081684095|7.453557203|0.822939833|5956.417906000001|31.2477685|0.00764059|-491.8998117|485.8626377000001|0.0|0.0|0.0|3.11|2.73|0.0|23.0|-7.95|4.69|4.72|80.88|4.11|1.0|4.0|29.0|4.0|0.0|0.0|-5.0|0.0023899999999999|1.01e-05|0.00395|3.82|0.0|4.43e-06|-0.06344|4801.0|3.7327|-1361.651799|-1361.618499|332.16|480.09|-0.15475|3.4779|-0.21819|0.03330037|4.4356|11.59|4.9359|4.9359
12_a47|1|0.0|0|6.605297921|0|1.304330736|0.0|-0.155854903|-0.005522244|4.59511985|-0.078935336|1.555521837|-0.209845277|10.95005729|0.0295267039999999|1|-0.004332024|-0.006318684|-0.326846977|0.6505449670000001|0.8288334490000001|0.055943216|0.7840710409999999|-0.084846808|0.266995634|0.018014416|-44.18983348|-47.83891561|9.382250925|63.89392714|0.2159289589999999|112.4599133|-0.034116917|-24.91541818|0.0|-1.1940921|-17.76874008|53.5720844|2266.78114|-621.9059029|702.3796319|0.319276179|7.042279354|0.920341815|4816.005822|26.10271529|0.025457205|-188.2488142|335.1175012|1.0|1.0|1.0|2.73|1.67|0.0|21.0|-8.11|4.19|4.98|66.49|2.6|1.0|3.0|24.0|4.0|1.0|1.0|-4.56|0.0106|2.77e-05|0.00943|3.43|0.0|2.61e-06|-0.0623|4.2907|3.9538|-1488.101254|-1488.064043|313.58|400.09|-0.1633|2.1019|-0.2256|0.03721125|3.5884|6.0|8.2|8.2
3a_a12|0|0.0|0|0.0|1|1.28383802|0.0|0.13714555|-0.007671441|0.0|-0.042445446|0.0|-0.322200517|10.95455336|-0.0161799839999999|0|-0.001011111|-0.072889493|-0.5274624179999999|0.943290857|0.7038021990000001|-0.021522321|0.871985494|-0.07121814|0.241900756|0.009433302|-34.84701355|-44.430225|4.615711776|71.11710277|0.128014506|62.63745781|-0.034924502|-21.73969523|0.0|-1.362055589|-17.08854808|39.46272532|2045.857684|-666.453375|1050.730179|0.2189499039999999|5.924949067000001|0.859002624|4230.717811|21.87893986|0.015909241|-275.0354486|381.0058252|1.0|0.0|1.0|3.84|2.74|0.05|18.0|-7.5|3.43|2.49|37.28|3.09|1.0|3.0|23.0|3.0|1.0|1.0|-4.06|0.0745|8.8e-05|0.0263|3.15|0.0|9.33e-06|-0.06829|4.2336|3.7304|-951.3711872|-951.3480023|332.36|383.08|-0.15328|1.3824|-0.22157|0.023184956|1.9332|194.0|6.7122|6.7122
14_a47|1|0.0|0|6.605297921|0|1.417758105|0.0|-0.126490693|-0.006070958|4.59511985|-0.136491228|1.484493371|-0.2306964|10.95058279|0.0295267039999999|1|-0.006335783|-0.020596219|-0.33240126|0.5975877820000001|0.777675668|-0.085385518|0.681598464|-0.093553938|0.2662137639999999|0.020106089|-47.18187618|-47.47362906|10.1400648|64.60629385|0.318401536|160.57883|-0.034963476|-23.9422834|0.0|-1.223721666|-17.63306222|57.32194098|2254.664317|-617.1571777|670.2518865000001|0.335290281|6.909385453|0.904139078|4695.98899|26.52746264|0.028057496|-166.1354667|310.8026328|1.0|1.0|1.0|2.78|1.53|0.0|21.0|-7.79|3.97|4.88|66.49|2.49|1.0|3.0|24.0|5.0|1.0|1.0|-4.13|0.0349|7.46e-05|0.0241|2.91|0.0|5.27e-06|-0.06057|3.9671|3.9671|-1127.737484|-1127.700693|312.53|375.43|-0.16377|2.2485|-0.22434|0.03679054|3665.0|8.0|8.1|8.1
12a_a32|1|0.0|0|7.765993078999999|0|0.609420757|0.0|0.087371302|-0.009460484|5.733341277|-0.057200812|2.136609567|-0.463563696|10.31100269|-0.074344282|3|-0.001662219|-0.0852122769999999|-0.583507277|0.788133615|0.845443342|-0.018578911|0.788702323|-0.085324121|0.288267255|0.016535497|-53.20970382|-68.06885478|10.31184223|111.9735444|0.211297677|131.7691491|-0.0308471429999999|-42.44899997|62.28768050000001|-1.4189685719999998|-19.23685026|63.52154605|2572.916338|-884.8951120999999|3030.946307|0.332293625|7.083688576|0.840404348|5656.0082|28.81034388|0.021399091|-209.1696096|557.1050635|1.0|1.0|1.0|3.45|2.85|0.26|19.0|-7.65|6.49|4.19|140.04|1.1|1.0|7.0|27.0|4.0|0.0|1.0|-4.5|0.000389|3.17e-05|0.0126|3.39|0.0|8.86e-06|-0.05222|3576.0|3576.0|-1880.771042|-1880.734215|346.71|548.66|-0.14827|3.0517|-0.20049|0.03682626|4.2371|25.0|7.6021|7.6021
3b_a12|0|0.0|0|0.0|1|1.283824445|0.0|0.156777705|-0.007916598|0.0|-0.043495794|0.0|-0.332497127|10.9540388|-0.003968827|0|-0.003019113|-0.071149325|-0.547002361|0.914614654|0.768772928|-0.008328578|0.903204699|-0.064393592|0.073824142|0.0103611969999999|-33.57216667|-46.11064215|5.401901357000001|41.13468455|0.096795301|50.46508298|-0.034016616|-24.04018959|0.0|-1.326648015|-17.73486237|38.97406803|2186.64676|-691.6596323|1935.211747|0.2311778089999999|6.6333156660000006|0.64134753|4665.346939|23.06757345|0.0166212889999999|-280.3056362|406.0361621|1.0|0.0|1.0|3.82|2.98|0.05|18.0|-8.1|4.05|3.14|37.28|3.99|1.0|3.0|24.0|3.0|1.0|1.0|-4.64|0.0184|2.28e-05|0.00759|3.78|0.0|2.63e-06|-0.07091|4.2092|3.7741|-1410.971864|-1410.947421|328.51|426.66|-0.15229|5.9551|-0.2232|0.02444371|8.5678|49.0|7.3098|7.3098
17d_a50|0|0.0|2|8.105609402|2|1.338814635|4.380250483|-0.152030219|-0.002166617|6.042632834|0.03538699|2.234730384|-0.140830095|10.94500663|-0.125540541|2|0.01245647|-0.200725906|-0.2294807539999999|0.754575205|0.748516466|-0.1921395789999999|0.929886823|-0.044172353|0.8020670809999999|0.0152123589999999|-30.63468215|-48.40178147|10.55016861|5.007868064|0.070113177|48.62532158|-0.025589979|-33.56790124|86.38197811|-1.535398758|-17.74731987|41.18485076|2824.70142|-1064.839192|2950.99157|0.24594297|6.996105516|0.8041037459999999|6281.764548|23.53577933|0.013178555|-352.3903892|829.3813984|1.0|1.0|1.0|4.07|3.68|0.35|20.0|-7.07|4.0|4.29|51.77|2.71|1.0|6.0|32.0|4.0|1.0|0.0|-4.88|0.0135|1.31e-05|0.00557|3.72|0.0|3.63e-05|-0.03251|4.0506|4.0506|-1335.989008|-1335.962757|306.09|579.45|-0.16716|5.6557|-0.19967|0.02625058|7.9942|74.0|7.1308|7.1308
3d_a32|1|0.0|0|7.765993078999999|0|0.609420786|0.0|0.0181036519999999|-0.006420365|5.733341277|-0.034290847|2.230648962|-0.269655316|10.31100276|-0.0602430179999999|3|0.002004382|-0.076494363|-0.539652902|0.8315372|0.8444218509999999|-0.069007775|0.892845502|-0.06869526|0.2214902789999999|0.014419776|-37.19367587|-50.45435743|7.807299836|62.43434632|0.107154498|58.01666174|-0.02867299|-27.31750365|0.0|-1.118246623|-15.52441767|45.000975700000005|2213.978384|-605.4522892000001|1855.167124|0.2794597139999999|6.15119195|0.747681906|4752.534658|21.54552351|0.0160633|-238.8142619|421.3548777|1.0|1.0|1.0|3.34|3.11|0.24|19.0|-7.29|6.97|5.07|110.94|1.94|1.0|4.0|23.0|3.0|0.0|1.0|-5.13|9.58e-05|7.36e-06|0.00251|4.5|0.0|1.75e-05|-0.05482|3.5105|3.5105|-1672.758552|-1672.733979|353.18|465.41|-0.14189|3.2094|-0.19671|0.02457348|5.1728|8.0|8.0915|8.0915
12an_a36|1|0.0|0|7.412764017000001|2|0.6294007110000001|0.0|-0.05423417|-0.0070293469999999|5.351858133|-0.046532211|0.0|-0.407702102|10.33556631|-0.031635802|1|0.003710345|-0.07550872|-0.434819796|0.906423012|0.8344566859999999|-0.009636347|0.836440154|-0.073519599|0.270501913|0.0173118669999999|-49.67568778|-71.0446809|11.69727417|82.43567331|0.163559846|110.5140393|-0.036995649|-48.0034364|0.0|-1.997765039|-24.99720254|61.37296195|2881.978785|-1349.848937|2399.367452|0.216487385|8.773001855|0.8042935809999999|6162.848939|31.9040205|0.015771136|-383.1273396|725.9470896|0.0|1.0|1.0|4.85|0.0|0.17|17.0|-7.05|3.33|2.61|94.5|2.51|1.0|6.0|31.0|4.0|0.0|0.0|-4.51|0.0061|3.09e-05|0.0132|3.19|0.0|3.83e-05|-0.05561|5.1771|3.7872|-1670.452238|-1670.417726|327.38|571.76|-0.15474|4.3963|-0.21035|0.0345115999999999|6.2182|0.04|7.3979|7.3979
10_a15|0|0.0|0|0.0|0|1.4356889780000002|0.0|-0.137104477|-0.006872984|0.0|-0.0435725659999999|0.0|-0.384887119|10.95972828|0.010152859|0|0.0034254209999999|-0.120626133|-0.391156537|0.8310685940000001|0.713794823|0.0107135269999999|0.933136945|-0.052826735|0.640780603|0.010485777|-30.73805622|-59.05618983|6.101312009|6.497096666|0.066863055|38.90530741|-0.036384844|-34.36276159|0.0|-1.928396745|-21.17108692|36.83936823|2605.82709|-1122.067607|2305.991259|0.169827351|5.555044294|0.815948972|6204.37804|25.50202895|0.0116026369999999|-384.2321709|673.7288405|1.0|1.0|1.0|3.58|3.64|0.12|24.0|-9.82|5.32|6.3|56.27|2.87|1.0|6.0|30.0|4.0|0.0|1.0|-5.83|0.0002379999999999|1.47e-06|0.000584|5.29|0.0|5.99e-08|-0.03581|4.4682|3.6448|-1281.088565|-1281.061184|340.17|487.16|-0.15377|1.6654|-0.18958|0.02738146|3.1460000000000004|7.0|8.1549|8.1549
11a_a5|1|0.0|0|6.605297921|0|1.212363224|0.0|-0.165418719|-0.002894726|4.59511985|0.052217882|0.0|-0.185262487|10.94877942|-0.02394636|1|0.007955512|0.003975818|-0.254944026|0.7505403709999999|0.73344478|-0.037220974|0.89343434|-0.064565402|0.369563711|0.011860803|-46.13206353|-51.09940261|8.474559367000001|61.32301293|0.10656566|76.14130253|-0.026223112|-36.51058972|14.47576249|-1.573386716|-18.73644762|54.60662289|2727.027899|-1124.186857|1170.247903|0.259134725|9.740948724|0.874191508|5756.783268|25.28995251|0.014482324|-344.1971057|835.912531|1.0|1.0|1.0|3.53|3.68|0.3|23.0|-9.93|6.38|6.55|63.69|3.05|1.0|7.0|32.0|4.0|0.0|1.0|-6.4|2.39e-05|3.95e-07|0.000167|6.13|0.0|5.019999999999999e-08|-0.03694|4.4033|4.0938|-1339.8362619999998|-1339.802852|302.86|578.8|-0.16735|2.8611|-0.20429|0.03340977|3.6525|81.0|7.0915|7.0915
22_a47|0|0.0|1|6.86171134|0|1.408617385|1.202720059|0.048272293|-0.010579222|4.727387819|-0.150248628|1.016903613|-0.507802654|10.95023117|0.002716049|1|-0.004332497|-0.1049885469999999|-0.538310301|0.612295986|0.831122912|-0.077787113|0.698649132|-0.080744803|0.573087958|0.022154032|-47.64347429|-52.67991531|13.07198749|12.19999546|0.301350868|177.81209280000002|-0.031744149|-31.08378631|54.21581266|-1.42848671|-18.73063655|60.71546178|2692.510471|-842.8786448999999|1494.441201|0.390313552|6.9553262170000005|0.8569791179999999|6107.923371|30.72175314|0.031534452|-129.440987|482.9384172|1.0|1.0|1.0|3.31|3.16|0.1|21.0|-7.69|3.07|4.85|84.73|2.97|1.0|5.0|29.0|6.0|0.0|1.0|-4.38|0.0142|4.16e-05|0.0164|3.0|0.0|8.11e-06|-0.0612399999999999|4.7954|4017.0|-1375.05033|-1375.021925|308.65|466.95|-0.16704|4.2485|-0.22828|0.02840507|5.7009|1.0|9.0|9.0
15_a3|0|0.0|0|6.823286122000001|1|0.619596467|0.0|0.079167398|-0.006742751|4.727387819|-0.092127078|1.809035179|-0.289938297|10.33806279|0.021805556|0|-0.004459728|-0.022386155|-0.505519936|0.968837995|0.813015336|-0.103599654|0.7789088340000001|-0.092342351|0.451058529|0.007901554|-47.26593592|-55.08588323|4.04445331|315.5421792|0.221091166|113.1667185|-0.037667|-28.19600959|0.0|-1.50667999|-19.28005913|51.31038923|2116.88728|-771.2023653|1433.713715|0.149672503|5.371119692000001|0.85723565|4617.470007|22.67368656|0.010200078|-358.6340772|402.781061|1.0|1.0|1.0|4.12|0.0|0.24|16.0|-5.78|2.21|1.56|89.99|0.96|2.0|2.0|23.0|5.0|0.0|0.0|-3.02|547.0|0.000951|306.0|1.28|0.0|0.000535|-0.06319|6.0077|3.7072|-1328.688126|-1328.665275|334.44|398.12|-0.1576|1.9539|-0.22079|0.0228507|2.3271|25.0|7.6021|7.6021
