molecula|NaaNH|SssssC|NaasN|SRW09|nAHRing|BCUTs-1|SaasN|MATS2c|AATSC1c|SRW07|AATSC1s|SaaaC|ATSC1c|BCUTi-1|AATSC8d|n5aHRing|AATSC1pe|MATS1i|MATS1c|GATS1are|BIC2|MATS8s|RASA|FNSA3|PBF|FPSA3|PNSA3|PNSA5|PPSA3|RNCS|RPSA|TPSA_x|FNSA4|WNSA5|RPCS|FNSA2|PNSA4|DPSA3|GRAVp|PNSA2|MOMI-Z|FPSA1|GeomRadius|GeomShapeIndex|GRAV|DPSA4|FPSA5|DPSA1|Mor01p|CYP2D6 inhibitor|P-gp substrate|CYP3A4 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|BBB|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Wavelength (HOMO-LUMO transition) (nm)|Approximated area|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|IC50|pIC50|pIC50
21_a12|0|0.0|0|6.605297921|1|0.609915045|0.0|0.04375233|-0.008833375|4.59511985|-0.058516436|0.0|-0.362168355|10.31140747|-0.0546514309999999|1|-0.001825446|-0.116098308|-0.522951134|0.923855679|0.835359152|-0.061915124|0.84827776|-0.068775342|0.192026642|0.012230115|-34.60932333|-50.37198585|6.154473157000001|75.46830038|0.15172224|76.35009799|-0.036878492|-25.34833425|0.0|-1.401382713|-18.55810005|40.76379649|2185.835701|-705.2078018999999|1080.052791|0.229181643|5.891343219|0.8993077970000001|4652.242111|24.07584081|0.017360942|-272.5639702|380.2468615|1.0|0.0|1.0|4.05|2.81|0.12|17.0|-6.78|4.01|2.25|78.41|1.82|1.0|3.0|23.0|4.0|0.0|1.0|-3.76|48.0|0.000173|0.0551|2.53|0.0|5.3200000000000006e-05|-0.0546899999999999|4.6851|3.9971|-1327.479547|-1327.451966|310.18|397.31|-0.16784|2327.0|-0.22253|0.02758166|3.2551|22.0|7.6576|7.6576
3c_a12|0|0.0|0|6.555356892000001|1|0.610140703|0.0|0.06235058|-0.009252756|4.59511985|-0.058516436|0.0|-0.379362977|10.3117069|-0.056537396|1|-0.001825446|-0.116098308|-0.545592465|0.923855679|0.826033688|-0.0461654159999999|0.843855494|-0.071719601|0.242114395|0.013219706|-36.28720467|-50.25579322|6.688634392000001|73.9854678|0.156144506|79.00277721|-0.033980537|-25.42738988|0.0|-1.291260406|-17.19277136|42.97583906|2186.344105|-653.3253118|1139.340748|0.2944757839999999|6.231995392999999|0.746291708|4629.005722|24.36878988|0.02155815|-207.9738085|380.2468615|1.0|0.0|1.0|3.94|2.78|0.12|17.0|-6.78|4.01|2.25|78.41|1.82|1.0|3.0|23.0|4.0|0.0|1.0|-4.0|0.0194|9.940000000000002e-05|0.0318|2.91|0.0|5.3200000000000006e-05|-0.07463|3.9848|3.5862|-1327.498519|-1327.471862|345.72|399.38|-0.14572|1.6035|-0.22035|0.02665687|2.3061|0.02|7699.0|7699.0
13i_a6|1|0.0|0|7.412764017000001|1|1.430639411|0.0|0.0359494989999999|-0.0149593219999999|5.351858133|-0.154502515|0.0|-0.852681372|10.95129557|-0.032549318|1|-0.007703306|-0.045418125|-0.560601136|0.8744720490000001|0.7771558909999999|0.145878803|0.624046118|-0.120457274|0.221116773|0.031178586|-80.75190740000001|-86.83156133|20.90143854|181.1128483|0.375953882|252.0312146|-0.046433945|-58.20996912|116.5456632|-2.460999087|-31.12829557|101.6533459|2906.257489|-1649.799665|2880.134143|0.216402237|8.294136887|0.753497905|6306.951561999999|39.72483975|0.019989461|-380.2354072|673.8038326000001|1.0|1.0|1.0|3.59|2.7|0.12|23.0|-8.5|4.16|3.54|115.15|1.18|1.0|6.0|32.0|5.0|0.0|1.0|-4.48|0.00398|3.28e-05|14.0|2.95|0.0|1.36e-06|-0.0481399999999999|3.6668|3.5614|-1426.549926|-1426.518007|348.14|553.67|-0.1464|7.8342|-0.19454|0.03191957|10.1375|21.0|7.6778|7.6778
17g_a50|0|0.0|2|7.934155233999999|2|1.320916184|4.377239517|-0.185924266|-0.002050512|5.82008293|0.052557574|2.236579664|-0.13328325|10.94501702|-0.1155555559999999|2|0.01245647|-0.200725906|-0.213708251|0.754575205|0.738521694|-0.10642733|0.920663175|-0.048170917|0.442201795|0.014550016|-32.14758511|-47.17463902|9.710172008|10.60268439|0.079336825|52.94662161|-0.025918901|-31.48270383|85.51402581|-1.555134042|-17.29736764|41.85775712|2821.3922|-1037.842058|1975.996014|0.250051612|8.130878433|0.879688945|6102.424958|23.06474408|0.013645282|-333.6136209|829.3813984|1.0|1.0|1.0|4.04|3.66|0.35|20.0|-6.96|3.71|4.37|51.77|2.71|1.0|6.0|32.0|4.0|1.0|0.0|-4.86|0.0148|1.39e-05|0.0059|3.68|0.0|4.6500000000000005e-05|-0.0323|4.0458|4.0458|-1335.976491|-1335.946919|306.45|559.45|-0.16699|7.0584|-0.19929|0.02957267|9.1706|246.0|6.6091|6.6091
7f_a10|0|-4.8022906380000006|1|7.535296702|1|1.240141822|1.924772416|0.103083789|-0.011104817|5.4161004020000005|-0.2347037789999999|0.740070757|-0.5663456689999999|10.92948443|-0.0971900919999999|1|0.0030999659999999|-0.058093287|-0.5846516820000001|0.5371733989999999|0.796084921|-0.009545801|0.931773786|-0.064238302|0.7359022890000001|0.00797443|-35.78096407|-53.02456669|4.441786155|15.96885516|0.068226214|38.0022453|-0.03645808|-29.53487321|0.3440879|-1.713529756|-20.30728086|40.22275023|2803.359424|-954.4422004|2375.702381|0.178213448|6.115784565|0.6738319429999999|7070.755931000001|24.71113795|0.012813716|-358.4725202|527.8079877|0.0|1.0|1.0|3.37|2.97|0.23|21.0|-8.13|5.07|6.57|52.83|2.64|1.0|4.0|30.0|7.0|0.0|0.0|-5.6|0.00119|2.52e-06|0.00103|4.7|0.0|3.03e-06|-0.0613|5.7757|3.6256|-1442.216293|-1442.200124|341.96|426.07|-0.15627|2.2631|-0.2175699999999999|0.01616879|3.2524|141.0|6.8508|6.8508
16_a31|1|0.0|0|7.758333467000001|1|0.61013894|0.0|0.152128735|-0.020181753|5.733341277|-0.186617888|0.0|-0.726543099|10.31170095|0.06214876|2|-0.0125582419999999|-0.053194463|-0.60894688|0.951830892|0.8318419909999999|-0.038841601|0.546450126|-0.142079397|0.29485045|0.0374314139999999|-66.9420327|-70.82239128|17.63615984|130.369865|0.4535498739999999|213.694252|-0.050105055|-33.36862997|467.7901274|-1.653466811|-23.60746376|84.57819254|2071.962924|-779.0463041|1212.615438|0.26919564|5.521618837|0.747554032|4387.049328|32.30339751|0.027684692|-217.4912527|280.39844320000003|1.0|1.0|1.0|3.2|1.93|0.14|16.0|-4.94|3.8|2.83|114.29|0.78|2.0|2.0|21.0|4.0|0.0|1.0|-3.6|0.0131|0.000254|0.0762|2.32|0.0|0.00347|-0.0318899999999999|3.6596|3.6596|-1308.242314|-1308.202828|338.79|369.73|-0.15231|3.7419|-0.1842|0.03948619|5.5943|0.09|7.0458|7.0458
15a_a50|0|0.0|2|7.934155233999999|1|1.3530592819999998|4.126145086|-0.113976703|-0.004429392|5.82008293|-0.06317118|2.020652006|-0.234757789|10.94500663|-0.125205943|2|0.005828749|-0.128070491|-0.325638639|0.797917311|0.821868651|-0.051676609|0.837789896|-0.0783960279999999|0.4349386739999999|0.018014615|-46.91098865|-50.56454577|10.77967103|275.287923|0.162210104|97.06405493|-0.029316925|-30.25705388|0.0|-1.436529349|-17.54280159|57.69065967|2503.770258|-859.5972780999999|1754.903963|0.294589405|8.095541483|0.8103580690000001|5401.219537|24.86892274|0.018747341|-245.8291419|569.5267957000001|1.0|1.0|1.0|3.7|2.63|0.23|20.0|-6.09|3.23|3.57|68.76|1.87|1.0|5.0|28.0|4.0|1.0|1.0|-3.92|0.0933|0.0001189999999999|0.0444|2.51|0.0|0.0003|-0.03255|4.0408|4.0408|-1199.818129|-1199.784983|306.83|519.38|-0.16693|6.6307|-0.19948|0.03314629|9.0948|41.0|7.3872|7.3872
2_a1|0|0.0|1|7.535296702|1|1.348828131|2.233384354|-0.049975995|-0.004621682|5.4161004020000005|-0.014296455|0.0|-0.175623923|10.9520472|0.101798469|1|0.003205156|-0.145015842|-0.422863867|0.571324013|0.795932678|0.079586368|0.808210065|-0.0622285999999999|0.220315042|0.011282631|-28.32386891|-35.17029414|5.135384136|6.281701359|0.191789935|87.29479691|-0.026492726|-16.00805425|84.54541681|-0.927245426|-12.05838656|33.45925305|1884.85038|-422.0435297|1378.496713|0.305595997|5.2823820260000005|0.6619695520000001|3920.383175|17.36508791|0.017741989|-176.9692239|299.6692382|1.0|1.0|1.0|2.91|2.69|0.18|17.0|-6.18|4.0|4.12|30.71|2.49|1.0|2.0|21.0|3.0|1.0|1.0|-3.78|243.0|0.000167|0.0466|2.76|0.0|0.000185|-0.02966|4.0877|4.0877|-920.2093796|-920.184721|303.31|355.79|-0.1686|3.5853|-0.19826|0.024658671|5.2754|5.8|5.2366|5.2366
17_a3|0|0.0|0|6.823286122000001|0|0.605019885|0.0|0.188373421|-0.009450704|4.727387819|-0.118246266|1.709081227|-0.349676046|10.31163036|-0.0510707059999999|1|-0.006696449|0.020589494|-0.633373061|0.881253042|0.767641592|0.1789147639999999|0.803075623|-0.098658557|0.225087454|0.010321361|-50.20132919|-48.88298017|5.251911643|234.4907116|0.1969243769999999|100.2028184|-0.039557272|-24.87357062|76.17242478|-1.344947254|-20.12828595|55.45324083|2196.728425|-684.3617224|1667.279771|0.159937821|6.2477303310000005|0.780420408|4839.543958|23.96047156|0.012803096|-346.0738521|353.7528308|1.0|1.0|1.0|3.13|2.65|0.0|21.0|-7.48|4.96|4.66|92.93|2.37|1.0|2.0|23.0|3.0|0.0|1.0|-4.93|1.0|1.18e-05|0.00399|3.88|0.0|1.11e-05|-0.0720399999999999|3.2102|3.2102|-1731.75233|-1731.72355|386.22|393.58|-0.13155|3.8077|-0.20359|0.02878063|4.8815|23.0|7.6383|7.6383
14b_a23|0|0.0|2|7.423568444|0|1.197963628|3.2475997860000003|0.065240838|-0.006248709|5.351858133|-0.071396109|0.716540473|-0.318684138|10.31321824|-0.047410593|2|0.0075222369999999|-0.073945564|-0.4557487779999999|0.616699629|0.793551289|-0.00399443|0.8462596590000001|-0.063267638|0.228282196|0.020454632|-41.01458464|-53.44429544|13.26014776|40.76245006|0.153740341|99.66542762|-0.03508139|-34.64639496|84.36242964|-1.64882535|-22.74225338|54.274732400000005|2943.803333|-1068.885909|2280.830615|0.225640295|7.833620016|0.821406493|6622.129837|29.36910744|0.01779446|-355.71896410000005|599.5697147999999|0.0|1.0|1.0|3.42|3.44|0.05|26.0|-7.67|3.78|4.58|105.02|3.4|1.0|5.0|31.0|5.0|0.0|0.0|-5.11|0.00114|7.73e-06|0.00332|3.68|0.0|9.18e-06|-0.07803|3706.0|3706.0|-1729.161608|-1729.139722|334.55|525.66|-0.15064|6.8752|-0.2286699999999999|0.02188578|9.7544|4.0|8.3536|8.3536
1c_a5|1|0.0|0|6.605297921|0|1.424607938|0.0|-0.268536978|-0.001983746|4.59511985|-0.006491037|0.0|-0.085301064|10.9433337|-0.058823529|1|0.007357977|0.034752304|-0.20172074|0.71274658|0.7595197290000001|0.128385959|0.88631419|-0.068062282|0.436308619|0.008349498|-34.82350689|-35.99212225|4.27195187|160.5407184|0.11368581|58.16640976|-0.0281385329999999|-18.41507338|0.0|-1.12554131|-14.3968489|39.09545876|2105.8969850000003|-575.8739559999999|873.709445|0.246972732|6.063350238|0.909902834|4387.398857|19.11862892|0.0153811389999999|-258.918642|409.0289917|1.0|1.0|1.0|2.78|2.09|0.05|23.0|-8.41|4.99|4.51|54.46|2.13|1.0|3.0|24.0|3.0|1.0|1.0|-4.45|0.0174|3.5600000000000005e-05|0.0111|3.43|0.0|1.21e-06|-0.03965|4.8783|4.5088|-990.6223073|-990.5931502|274.99|410.52|-0.18719|1.7105|-0.22684|0.029157178|2.6801|3981.0|5.4|5.4
11b_a5|1|0.0|0|6.605297921|0|1.277648917|0.0|-0.2023158669999999|-0.003900104|4.59511985|0.008093965|0.0|-0.1833048739999999|10.94877958|-0.0536971829999999|1|0.005685558|-0.0109928619999999|-0.252164213|0.735954089|0.805760343|-0.0497097529999999|0.8737310509999999|-0.07633373|0.378154801|0.016373566|-45.82509318|-48.42513182|9.829471091|55.25128526|0.126268949|75.80248447|-0.029332646|-29.07084703|1.880682804|-1.290636432|-17.60913884|55.65456427|2434.505303|-774.8021092|913.0178976|0.33175528|8.936258446|0.83867925|5107.577902|26.35133256|0.0228838029999999|-202.0032297|504.9898148|1.0|1.0|1.0|2.99|2.55|0.1|23.0|-9.15|5.38|4.82|63.69|2.01|1.0|6.0|27.0|4.0|1.0|1.0|-4.69|0.00853|2.04e-05|0.00767|3.62|0.0|2.68e-07|-0.0418399999999999|4.4995|4.1982|-1564.761898|-1564.72614|295.32|511.28|-0.17107|1.9569|-0.21291|0.03575776|2.8531|19.0|7.7212|7.7212
6c_a31|1|0.0|0|7.78113851|1|0.6101347220000001|0.0|0.047405064|-0.015192833|5.733341277|-0.151732713|0.0|-0.790027307|10.31169965|-0.107687565|2|-0.00668344|-0.0055763209999999|-0.582545668|0.831901219|0.790900932|-0.078059285|0.641197273|-0.120905075|0.138124296|0.03173578|-76.54198229|-79.97295595|20.09112958|163.6316745|0.358802727|227.1490414|-0.044739967|-50.62888027|105.7632176|-2.147518413|-28.32375523|96.63311186|2837.949799|-1359.540251|2357.829685|0.234676081|8.102804662|0.8061548709999999|6283.091868|37.00884624|0.0212421629999999|-335.9398876|597.3075924999999|1.0|1.0|1.0|3.67|3.13|0.14|22.0|-7.72|5.58|4.26|131.36|1.58|1.0|5.0|30.0|5.0|0.0|1.0|-4.94|0.000343|1.15e-05|0.0048|3.64|0.0|7.9e-06|-0.0581799999999999|3.2974|3.2974|-1691.984862|-1691.948653|376.01|524.56|-0.13351|5.9253|-0.19169|0.03620884|8.8847|0.34|6.4685|6.4685
13m_a6|1|0.0|0|6.842683282|0|1.429020166|0.0|0.031719435|-0.010840005|4.727387819|-0.135152403|1.617900191|-0.628720289|10.9505335|-0.018628955|1|-0.00687003|-0.068956229|-0.568024162|0.870730542|0.7767360059999999|0.156982046|0.715612461|-0.0989137669999999|0.429009107|0.01858251|-68.97140339|-75.05944278|12.95736535|91.22689385|0.2843875389999999|198.3000783|-0.0378750189999999|-52.33806464|95.67846949|-2.045251|-26.40980394|81.92876874|2951.567781|-1426.129413|2574.030011|0.263701|8.435961541000001|0.926594475|6412.592679|35.8683143|0.020928405|-329.5370141|724.3873672999999|1.0|1.0|1.0|3.59|2.18|0.08|27.0|-9.67|4.19|3.76|122.47|0.81|1.0|6.0|33.0|5.0|0.0|1.0|-4.28|0.00987|5.24e-05|0.0228|2.43|0.0|9.35e-08|-0.07137|3.9127|3.3359|-1423.762467|-1423.712909|371.67|546.69|-0.13817|4.2913|-0.20954|0.04955777|6.5243|0.01|8.0|8.0
19_a47|0|0.0|1|6.842683282|0|1.402889494|1.445775615|-0.038804671|-0.00973456|4.727387819|-0.227538423|1.174354482|-0.4380552029999999|10.95058274|0.0604168609999999|1|-0.010153352|-0.046265509|-0.439165562|0.635684951|0.823945134|-0.024256505|0.639642891|-0.105205489|0.270767873|0.026805875|-58.28861174|-57.87554797|14.85167037|335.10989930000005|0.360357109|199.6541807|-0.037307124|-32.06567824|66.13355777|-1.566899206|-20.66983856|73.14028211|2612.978054|-868.1332196000001|1238.799875|0.362167395|7.06969105|0.8635094740000001|5846.960345|32.40636867|0.03295186|-152.7310283|428.5826478|1.0|1.0|1.0|3.13|1.72|0.05|21.0|-6.92|2.49|3.84|98.72|1.67|1.0|5.0|28.0|6.0|0.0|1.0|-3.66|0.0816|0.000217|0.0824|1.97|0.0|4.59e-05|-0.05326|3.8423|3.8423|-1335.75742|-1335.725639|322.68|412.31|-0.15845|5.1151|-0.2117099999999999|0.03178118|6.3247|0.05|7.3|7.3
12d_a31|1|0.0|0|7.765993078999999|1|0.61013528|0.0|0.039097757|-0.012448252|5.733341277|-0.043220149|0.0|-0.697102094|10.31169788|-0.032270224|2|0.000127275|-0.134504227|-0.550805937|0.8066174070000001|0.8343242820000001|-0.00658148|0.7054497479999999|-0.0938723509999999|0.3996192999999999|0.0296918329999999|-66.58534562|-81.56033123|21.06095035|157.30671669999998|0.294550252|208.9297871|-0.032542687|-57.85220856|557.514503|-1.724762406|-23.08311261|87.64629597|2653.867767|-1223.404968|2434.226776|0.361635149|9.445278138|0.63768714|5753.290126|36.15974873|0.02571268|-196.2893506|647.1500428999999|1.0|1.0|1.0|3.76|3.9|0.38|16.0|-7.63|6.04|4.09|117.37|1.31|1.0|9.0|29.0|5.0|0.0|1.0|-4.39|0.0010199999999999|4.06e-05|0.0167|3.46|0.0|9.69e-06|-0.03128|3.8477|3.8477|-1657.471849|-1657.428467|322.23|626.33|-0.15968|2.4186|-0.19096|0.04338158|3.3585|0.51|6.2924|6.2924
12a_a36|1|0.0|0|7.412764017000001|2|1.297044783|0.0|-0.0632801509999999|-0.007471648|5.351858133|-0.0427777779999999|0.0|-0.403468978|10.96083376|-0.065913514|1|0.003199301|-0.1063550619999999|-0.432975237|0.907322874|0.7934042040000001|-0.012112722|0.820684627|-0.076154312|0.436020272|0.019595485|-46.76212019|-64.36949846|12.03249549|109.9069212|0.179315373|110.1075804|-0.037738352|-39.52572284|5.277117996|-1.886917597|-23.17301945|58.79461567|2647.835699|-1158.650972|2258.5909920000004|0.244684566|6.600635115|0.888377722|5710.355735|30.67992313|0.019102103|-313.5499672|598.1535763999999|0.0|1.0|0.0|4.75|0.0|0.14|17.0|-6.59|2.72|1.88|69.2|2.02|1.0|5.0|29.0|4.0|1.0|0.0|-4.0|0.0625|0.000101|0.0384|2.68|0.0|9.78e-05|-0.04946|3.8343|3.6682|-1232.951968|-1232.916523|338.0|481.98|-0.1519299999999999|6.3637|-0.20139|0.03544528|8.5603|13.0|7.8861|7.8861
12x_a36|1|0.0|0|7.412764017000001|2|0.629399587|0.0|-0.058295476|-0.007008724|5.351858133|-0.046532211|0.0|-0.40650598|10.33556641|-0.023932402|1|0.003710345|-0.07550872|-0.4331246039999999|0.906423012|0.828393514|0.056034339|0.836402835|-0.0737521679999999|0.3403819629999999|0.017625524|-49.60929169|-70.20305027|11.85578416|81.81168174|0.163597165|110.0434027|-0.036722107|-47.22198284|0.8295471390000001|-1.982993755|-24.70107324|61.46507585|2884.428214|-1333.8579550000002|2391.802689|0.223146459|8.770758009|0.847720832|6193.10485|31.79630645|0.016274369|-372.4502879|725.9470896|0.0|1.0|1.0|4.87|0.0|0.17|17.0|-7.05|3.33|2.61|94.5|2.51|1.0|6.0|31.0|4.0|0.0|0.0|-4.51|0.0061|3.09e-05|0.0132|3.19|0.0|3.83e-05|-0.05311|3.8776|3.7364|-1670.452834|-1670.419519|331.83|569.01|-0.1517099999999999|5.6653|-0.2048199999999999|0.03331471|7.2812|7.0|8.1549|8.1549
17_a47|1|0.0|0|6.605297921|0|1.4168589319999998|0.0|-0.181485377|-0.003764469|4.59511985|-0.019259259|1.699575434|-0.2032813319999999|10.9385382|-0.006331624|1|0.004477366|-0.0184347939999999|-0.3004189439999999|0.8007970640000001|0.75807704|-0.034891905|0.852282407|-0.07185129|0.522140199|0.01291694|-43.82821253|-50.62550618|7.87914003|68.64478326|0.147717593|90.10552332|-0.02987808|-30.88080199|0.0|-1.493904005|-18.22518223|51.70735256|2672.497352|-911.2591113|1573.836082|0.2542482339999999|7.055517075|0.8569074879999999|5854.9736840000005|24.43867122|0.0159160889999999|-299.80980739999995|630.8611986000001|1.0|1.0|1.0|3.44|2.39|0.08|27.0|-10.1|5.12|5.44|79.38|2.26|0.0|4.0|30.0|4.0|0.0|1.0|-5.21|0.00156|6.11e-06|0.0024|4.03|0.0|3.12e-08|-0.04873|4.2784|4.2784|-1254.985125|-1254.943823|289.79|477.67|-0.17606|3.4454|-0.22479|0.04130125|5.6949|5.0|8.3|8.3
9b_a36|1|0.0|0|7.412764017000001|2|0.62670079|0.0|-0.053019801|-0.0058276019999999|5.351858133|-0.023369916|0.0|-0.308862918|10.33767255|-0.06502499|1|0.005458948|-0.053309522|-0.4060950789999999|0.8421237309999999|0.7885597609999999|-0.034830997|0.8453794609999999|-0.074181597|0.2602997|0.017007854|-46.58565720000001|-61.73294817|10.68084402|67.12293326|0.154620539|97.10089515|-0.036110824|-38.76797062|0.0|-1.769430355|-22.67740953|57.26650122|2715.020034|-1111.193067|2464.2160510000003|0.21757783|7.549264797|0.828997331|5838.085413000001|28.98359786|0.015872498|-354.7193098|620.9195447000001|0.0|1.0|0.0|4.73|0.0|0.14|17.0|-6.64|3.6|2.76|82.47|2.82|1.0|5.0|29.0|4.0|0.0|0.0|-4.43|0.00992|3.71e-05|0.0148|3.2|0.0|9.21e-05|-0.05146|3.8535|3.8535|-1575.7800140000002|-1575.751975|321.74|514.45|-0.15833|6.2846|-0.20979|0.02803905|8.4288|21.0|7.6778|7.6778
9g_a40|0|0.0|1|7.515889085|0|0.604992427|1.849105962|-0.058811055|-0.0054957819999999|5.4161004020000005|-0.0220464379999999|0.895670535|-0.225327061|10.31197177|-0.145879501|2|0.0115573539999999|-0.037217966|-0.383703998|0.694156166|0.764275277|-0.384131901|0.90454157|-0.063539055|0.002717414|0.021367335|-33.47455057|-41.63731423|11.25704374|65.74631496|0.09545843|50.29077056|-0.031197254|-21.93596333|64.08637519|-1.185495647|-16.43578193|44.73159432|2169.234651|-624.5597134|349.4421673|0.259759794|8.180261533|0.909806709|4435.743087|22.20330888|0.018087202|-253.1335385|384.6422631|1.0|1.0|1.0|2.8|1.78|0.06|22.0|-6.43|2.91|2.93|72.28|0.64|1.0|3.0|23.0|4.0|1.0|0.0|-3.09|977.0|0.0008179999999999|247.0|1.37|0.0|0.000113|-0.0624|3.0778|3.0778|-1332.487689|-1332.476347|402.84|469.6|-0.12765|3.4787|-0.19005|0.01134289|5063.0|3548.0|5.45|5.45
3j_a32|1|0.0|0|8.234564993|0|0.609420782|0.0|0.0053427669999999|-0.006580847|6.3044488020000005|-0.017889768|2.248764828|-0.269814716|10.31100276|-0.052622352|3|0.001173363|-0.052818794|-0.528541012|0.812195122|0.824282683|-0.020129489|0.865101945|-0.070289671|0.27811778|0.013773753|-37.33051857|-50.46105839|7.315176208|47.55031019|0.134898055|71.64373163|-0.030815085|-26.79963418|0.0|-1.140158136|-16.36574867|44.64569478|2282.569698|-605.5327007000001|1778.1826620000002|0.251226|5.900829539|0.812452828|4866.613493|21.85672669|0.015301673|-264.245436|398.2788055|1.0|1.0|1.0|3.27|3.0|0.24|19.0|-6.69|6.68|4.93|110.94|1.94|1.0|3.0|23.0|3.0|0.0|1.0|-4.8|0.0004089999999999|1.58e-05|0.00533|3.89|0.0|6.86e-05|-0.05361|3.4982|3.4982|-1671.507439|-1671.479105|354.42|405.19|-0.14498|3.6238|-0.19859|0.02833407|5.9266|8.0|8.0969|8.0969
15d_a10|0|0.0|1|7.535296702|2|1.343850133|2.147544195|-0.233802395|-0.002831383|5.4161004020000005|0.0370874879999999|2.04092658|-0.184039927|10.92970801|0.007032164|1|0.011249462|-0.1786649189999999|-0.1945202089999999|0.74726683|0.745184875|0.02497303|0.87609771|-0.057588609|0.565801561|0.02281891|-38.80896881|-47.58559595|15.37766538|67.59624856|0.12390229|83.49776405|-0.018829931|-32.06793721|141.0919598|-1.129795872|-12.68949225|54.18663419|2967.522813|-761.3695352999999|2036.192049|0.5280998339999999|8.429169102000001|0.900629528|6511.656447|26.89020509|0.028735133|37.87296065|825.4425942|1.0|1.0|1.0|3.71|4.01|0.35|21.0|-7.82|4.14|3.44|65.3|1.54|1.0|6.0|33.0|6.0|1.0|0.0|-4.38|0.0739|4.1200000000000005e-05|0.0182|2.75|0.0|6.62e-06|-0.05002|5.6004|3.8591|-1430.8144619999998|-1431.051425|321.28|565.91|-0.15916|3.3831|-0.20918|-0.23696253|3.8163|69.0|7.1612|7.1612
12h_a36|1|0.0|0|7.412764017000001|2|1.297043828|0.0|-0.128701804|-0.0086750619999999|5.351858133|-0.041228471|0.0|-0.503153567|10.96020037|-0.051080247|1|0.003077071|-0.1430106119999999|-0.410826531|0.8913597320000001|0.820041835|-0.10861416|0.819614525|-0.073572836|0.3726296|0.027905055|-48.17643878|-70.19826261|18.27258858|82.11195464|0.180385475|118.1187282|-0.035734517|-45.96672487|1.413982241|-1.929663894|-23.39942087|66.44902736|2845.467486|-1263.568727|2391.856014|0.3347454589999999|7.428908584|0.8675704009999999|6159.17335|35.1736357|0.026971557|-216.42159590000003|679.7230552999999|0.0|1.0|0.0|4.8|0.0|0.17|17.0|-6.69|2.77|1.89|78.43|1.72|1.0|6.0|31.0|5.0|0.0|0.0|-4.07|0.0464|8.499999999999999e-05|35.0|2.65|1.0|8.340000000000001e-05|-0.05013|5.1998|3.4554|-1347.481013|-1347.451759|358.81|535.67|-0.14247|6754.0|-0.1926|0.02925492|8.7377|14.0|7.8539|7.8539
12bc_a36|1|0.0|0|7.412764017000001|2|1.284647662|0.0|-0.058020733|-0.007661816|5.351858133|-0.042515909|0.0|-0.413738077|10.95883416|-0.027636036|1|-0.00097037|-0.101451485|-0.442519304|0.884841888|0.836170906|0.006621918|0.834305498|-0.077192869|0.326764696|0.01824287|-51.87437401|-71.97763346|12.2593899|83.35308244|0.165694502|111.3483497|-0.038558877|-48.36968394|0.0|-1.927943855|-25.91194805|64.13376391|2927.476132|-1295.597402|2623.395239|0.22853193|8.273766079|0.878447423|6587.689277|33.5878425|0.017847333|-364.8584744|661.6709012|0.0|1.0|0.0|4.73|0.0|0.14|17.0|-7.76|3.99|3.19|69.2|2.99|1.0|5.0|31.0|4.0|1.0|1.0|-5.18|0.00372|6.55e-06|0.00295|3.93|0.0|7.83e-06|-0.05828|5.2189|3.8696|-2152.134749|-2152.100551|320.4|563.76|-0.15671|6.5854|-0.21499|0.03419831|9.2445|8.0|8.0969|8.0969
8e_a46|0|0.252655541|1|7.727094485|1|1.160371308|2.161814059|-0.205882192|-0.001015139|5.533389489|0.000950213|0.0|-0.046696417|10.96411233|-0.016857659|1|0.0123581919999999|-0.08488645|-0.132524216|0.669602597|0.789844634|-0.241393458|0.921352352|-0.053352779|0.281227001|0.009576086|-27.16690715|-33.59778824|4.876083942|7.389496216|0.078647648|40.04689925|-0.023017086|-17.10778729|53.05984592|-0.989734694|-11.72015869|32.04299109|1982.950764|-503.9668235|1415.320228|0.2507580889999999|5.504080656|0.8008066970000001|4239.252176|15.64268965|0.011830243|-253.8248986|426.71841|1.0|1.0|1.0|3.21|2.93|0.32|17.0|-6.67|4.09|3.9|43.6|2.13|1.0|2.0|23.0|3.0|1.0|1.0|-4.04|0.0782|9.15e-05|0.0279|3.01|0.0|6.57e-05|-0.03175|4.5092|4.5092|-954.9296396|-954.9056294|274.96|457.96|-0.18835|3.2194|-0.2201|0.024010215|3.7755|406.0|6.3915|6.3915
