molecula|SddssS|NaasN|nARing|MATS2c|AATSC1c|SRW07|n6HRing|MATS7i|ATSC1c|MATS8i|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8s|nFaHRing|RASA|FNSA3|PBF|PNSA3|PNSA5|PPSA3|RNCS|RPSA|WPSA3|RPCS|FNSA1|FNSA2|WNSA3|DPSA5|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|MOMI-Z|WNSA4|FPSA1|GeomRadius|GeomDiameter|GRAV|PPSA1|WNSA2|DPSA4|DPSA1|CYP2C19 inhibitor|CYP2D6 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Leadlikeness|Veber filter|Log S (Ali)|Log Kp (cm/s)|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Approximated area|Contribuition (max. transition)|Oscillator Force (HOMO-LUMO transition)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|pIC50|pIC50
37_a18|0.0|0|2|-0.0013530679999999|-0.005351023|4.844187086|1|-0.018268775|-0.385273662|-0.034593342|10.94702064|-0.011713125|0|0|0.003512954|-0.0276034839999999|-0.1483628609999999|-0.224171123|-0.44541772|0|0.7100921609999999|0.725028151|0.020848396|0|0.831783747|-0.068500679|0.385121249|-50.09028298|-54.7389628|6.653112344|12.63119843|0.168216253|4.865006968|60.1335413|0.7648766029999999|-1.946306811|-36.62790634|65.15554136|56.74339533|0.488368082|3055.795406|608.2316837999999|-1423.213033|1571.7484060000002|-15.30451633|0.2351233969999999|9.460456975|18.49074823|7035.839448000001|171.9311063|-1040.70711|27.36337253|-387.3755475|0.0|1.0|2.0|4.31|0.0|0.3|18.0|-8.82|3.3|76.5|2.0|0.0|-5.68|-6.14|2.93|-5.47|2.08e-06|3.35e-06|0.00161|0.0|7.27e-07|3.2127|8.11|3.2127|-1532.997117|-1532.974371|794.5|385.91|499.0|673.45|0.69305|499.0|-0.18119|0.02274574|7.4559|7.4559
7s_a46|0.0|1|1|-0.0778653109999999|-0.005351046|5.533389489|1|-0.210750635|-0.240797051|-0.005405515|10.94651358|-0.020953253|1|1|0.005577925|-0.327656845|0.012197837|0.018964141|-0.3638523629999999|1|0.778692012|0.770312275|-0.036284605|0|0.858788462|-0.096723151|0.249893305|-48.61321955|-41.72189594|4.458665639|166.3052939|0.141211538|2.240932895|0.0|0.8198874559999999|-1.3281895890000002|-24.43308641|47.36217237|53.07188519|0.433822088|1982.695462|431.6285339|-667.5503351|1619.4591|-7.988379237|0.1801125439999999|5.565371272|9.829721631|4245.390306|90.5248694|-335.5119279|19.38565529|-321.55195330000004|0.0|1.0|1.0|3.08|2.33|0.26|17.0|-6.08|3.9|50.94|0.0|0.0|-4.07|-5.81|3.12|-4.24|8.590000000000001e-05|5.76e-05|0.0176|0.0|0.000256|5.2972|3.54|4293.0|-974.8067569|-974.7707066|539.99|288.81|0.4164|446.63|0.44692|0.1186|-0.19947|0.036050328|5.7022|5.7022
8_a4|0.0|1|1|-0.208165266|-0.001277205|5.4161004020000005|2|-0.072752231|-0.056197036|-0.011835327|10.9295757|0.05775266|1|1|0.009595591|-0.1193184819999999|-0.048133994|-0.078942941|-0.150276481|2|0.619844116|0.813333185|-0.07377839|1|0.925132446|-0.05397993|0.546157592|-27.90231822|-33.90618946|5.362918401|11.02158946|0.074867554|2.772101712|37.17889653|0.7261541020000001|-0.983925625|-14.42275611|41.57817329|33.26523662|0.428884426|2297.5526170000003|478.2025467|-508.5928419|1737.932042|-6.572312789|0.273845898|5.695730546|9.972991122|5162.482272|141.55141369999998|-262.8925116|17.50981094|-233.7988862|1.0|1.0|0.0|2.99|3.19|0.15|21.0|-7.78|4.76|43.6|1.0|0.0|-4.35|-5.76|3.85|-4.84|4.49e-05|1.46e-05|0.00506|0.0|5.72e-06|5.3544|3.29|3.9863|-1450.239105|-1450.21384|561.6|311.03|0.1687|391.01|0.30471|0.0642|-0.22685|0.0252645|7.2676|7.2676
3i_a32|0.0|0|0|-0.157360524|-0.012358668|5.733341277|0|-0.21362765|-0.4449120629999999|-0.26785886|10.3110028|0.022524712|3|3|-0.0106761939999999|-0.8373173840000001|-0.054335108|-0.212967423|-0.537667101|0|0.565740817|0.833699527|-0.337053202|1|0.893827987|-0.093279684|0.259644227|-49.17963359|-59.72706743|8.064907632|60.99385995|0.106172013|4.252042736|0.201037767|0.77072347|-1.472706897|-25.92886531|71.27609889|57.24454122|0.422644726|2471.4299920000003|471.2508776000001|-776.4518766|2141.3084710000003|-12.4050588|0.22927653|5.826629089|10.09193014|5656.349227000001|120.8809386|-409.3669403|30.52825775|-285.465827|1.0|0.0|1.0|3.1|2.49|0.13|19.0|-6.96|6.29|110.94|2.0|0.0|-6.27|-5.53|4.37|-5.16|5.37e-07|6.85e-06|0.00251|0.0|4.01e-05|3642.0|3.38|3642.0|-1891.833327|-1891.811327|530.5|340.43|0.4765|418.24|0.70322|0.4765|-0.21278|0.02199999|8.2366|8.2366
34_a47|0.0|1|0|-0.210257395|-0.004157676|4.727387819|3|-0.094313757|-0.191253079|-0.043634386|10.98214103|0.078153957|1|1|0.0047106|-0.208989427|-0.1430639269999999|-0.317014709|-0.2829549719999999|3|0.62974551|0.833786184|0.046668352|1|0.8260556609999999|-0.061957581|0.437215023|-34.3104683|-49.91779281|10.92238452|31.17423189|0.1739443389999999|6.048527453999999|0.0|0.653993216|-1.261976347|-19.00022922|62.66739933|45.23285281|0.45489212|2371.236125|457.4477611|-698.8490993|918.6458674|-9.000096143|0.346006784|7.066583143|12.96364153|5105.274301|191.6093987|-387.0041342|24.85087647|-170.55473480000003|1.0|1.0|1.0|3.19|3.0|0.16|21.0|-7.47|4.52|68.52|0.0|0.0|-3.57|-6.66|3.02|-3.9|0.000267|0.000125|0.0436|0.0|1.17e-05|4.2077|2.41|3.8892|-1162.4815230000002|-1162.450678|585.79|318.79|0.2309|436.88|0.6602399999999999|0.1718|-0.21536|0.03084502|8.7|8.7
14b_a50|0.0|2|2|-0.092558007|-0.003935732|5.82008293|2|-0.068176984|-0.255822608|0.037777505|10.94501788|-0.041169251|2|2|0.011249462|-0.106938404|-0.1786649189999999|-0.280243276|-0.306633966|1|0.74726683|0.7887047979999999|0.030057537|1|0.904076348|-0.050362464|0.7031402240000001|-33.02344264|-50.27694576|14.70317076|25.31245624|0.095923652|9.64109526|192.8987555|0.637281054|-1.533499045|-21.65397937|64.58491917|47.72661339|0.445384689|2967.872393|592.81677|-1005.538915|2984.248708|-10.98912227|0.362718946|6.3538844910000005|11.45638132|6737.145102|237.8403928|-659.347336|26.29763086|-180.03459850000002|1.0|1.0|0.0|4.64|3.64|0.35|20.0|-6.86|4.81|66.99|2.0|0.0|-4.6|-6.5|3.6|-4.78|2.51e-05|1.6800000000000002e-05|0.0074099999999999|0.0|6.12e-05|5.2834|3.05|4.0775|-1431.068494|-1431.037684|718.64|304.07|0.1637|533.25|0.55594|0.1373|-0.1936|0.03081037|5.1818|5.1818
3m_a32|0.0|0|1|0.013867955|-0.006290106|5.733341277|0|-0.0370712179999999|-0.3082152019999999|-0.084132138|10.31100268|-0.078038283|3|3|0.000822186|-0.065422345|-0.04918838|-0.086806406|-0.49476131|0|0.6943636479999999|0.817967125|-0.0067207069999999|1|0.798023273|-0.084626325|0.317009723|-50.60363458|-56.15082133|8.029854976000001|92.61088121|0.201976727|4.801577352|0.0|0.674468222|-1.220740175|-30.25923462|67.1606709|58.63348955|0.4687361229999999|2588.590536|477.1904954|-729.9606772999999|2363.601309|-9.699808932|0.325531778|7.0752395770000005|13.31775015|5724.714257|194.65681730000003|-436.4914018999999|24.05057475|-208.6520032|1.0|0.0|1.0|3.51|2.93|0.3|19.0|-7.38|5.35|128.01|2.0|0.0|-5.94|-6.17|4.12|-4.86|1.14e-06|1.39e-05|0.00547|0.0|1.65e-05|3.5749|5.1|3.5749|-1863.502681|-1863.46877|641.52|346.82|0.2952|484.34|0.7026600000000001|0.2952|-0.2056599999999999|0.0339106999999999|7.6383|7.6383
17f_a50|0.0|2|1|-0.2208117919999999|-0.002205848|5.82008293|1|-0.167275895|-0.125733326|-0.028989535|10.94501702|-0.132773563|2|2|0.0129274519999999|-0.275290802|-0.247590736|-0.407467272|-0.204651539|1|0.758335704|0.7851209440000001|-0.132153434|1|0.911458734|-0.047333916|0.333180181|-29.10566644|-46.03121141|10.09339793|6.382846132999999|0.088541266|6.206439227000001|82.90209608|0.721122105|-1.422331714|-17.89709978|55.9791334|39.19906437|0.472769049|2582.272632|560.4567739|-874.5930167000001|1929.981543|-10.14694362|0.278877895|7.200480876|13.65716648|5579.97966|171.48226169999998|-537.7880119|22.88344084|-271.9363523|1.0|1.0|0.0|3.81|2.97|0.26|20.0|-6.38|3.83|51.77|1.0|0.0|-3.58|-6.64|2.92|-4.12|0.000266|7.57e-05|0.0291|0.0|0.00016|4.0664|2.5|4.0664|-1219.2481369999998|-1219.220465|653.63|304.9|0.1708|564.52|0.6573899999999999|0.1708|-0.20148|0.0276719|6.4001|6.4001
14s_a23|0.0|2|0|0.020458621|-0.005854379|5.351858133|2|0.049317519|-0.298573309|-0.044305947|10.31321812|-0.064006338|2|2|0.009263715|0.0909774219999999|-0.071484865|-0.13187015|-0.457212212|2|0.722187957|0.7837821840000001|0.096014944|1|0.92763624|-0.055037441|0.2387634619999999|-35.30692476|-51.64162341|12.81151517|30.34480575|0.07236376|8.218681552|82.55990607|0.7748161659999999|-1.610008704|-22.64965286|62.75905983|48.11843993|0.470919749|2954.0751370000003|595.0854952000001|-1032.832468|2316.634024|-14.09722664|0.2251838339999999|7.548546899|14.26730044|6938.271179|144.457092|-662.5696522999999|28.36177131|-352.5931977|0.0|0.0|1.0|3.45|3.66|0.05|26.0|-7.99|4.67|105.02|2.0|0.0|-6.13|-6.03|4.01|-5.55|7.49e-07|2.83e-06|0.00126|0.0|4.55e-06|3.6828|4.1|3.6828|-2089.521231|-2089.500101|668.66|336.66|0.3669|528.82|0.60323|0.3669|-0.22933|0.02112956|8.5482|8.5482
12b_a30|0.0|0|2|0.047132642|-0.007353271|5.351858133|2|-0.074391852|-0.3897233479999999|-0.037209579|10.31162898|-0.072247675|1|1|0.002064369|-0.165287712|-0.0541804029999999|-0.120380857|-0.468842459|1|0.669561738|0.824373792|-0.009146339|0|0.764737577|-0.08354129|0.383979687|-53.05077947|-62.96700664|11.01246349|86.84905288|0.235262423|6.99318589|0.0|0.798520682|-1.883979001|-33.68855323|73.02913136|64.06324295|0.4676268939999999|2849.095245|485.6272203|-1196.373126|2347.979099|-15.50462119|0.201479318|7.393647884|13.88809428|6275.380072|127.9443353|-759.7264385|30.57626261|-379.1359902|1.0|0.0|1.0|4.63|0.0|0.14|17.0|-6.9|3.18|81.65|2.0|0.0|-5.39|-6.02|2.92|-5.01|4.12e-06|9.71e-06|0.00405|0.0|5.260000000000001e-05|5.0567|4.07|3.5207|-1675.0107779999998|-1674.977262|673.18|352.16|0.2079|516.78|0.3159099999999999|0.1525|-0.20289|0.03351603|8.1543|8.1543
AKLKII_a46|0.0|0|0|-0.206312209|-0.003417504|4.59511985|3|-0.008897473|-0.129865138|0.156485495|10.96959256|0.036226415|1|1|0.006731579|-0.015805561|-0.037291767|-0.066245471|-0.270506095|3|0.718266758|0.758995484|-0.0150769919999999|1|0.837641394|-0.071827497|0.271156366|-34.061229|-42.37969553|4.924591245|160.85204040000002|0.162358606|2.335284369|0.0|0.7721395329999999|-1.161800612|-16.15213359|49.76981906|38.98582025|0.47999819|2000.353437|397.2168972|-550.9360419|792.7439217|-7.464534402999999|0.2278604669999999|5.83938898|11.22955511|4110.764451|108.05343229999998|-261.2587041|20.38625028|-258.10190780000005|1.0|1.0|1.0|2.81|1.6|0.06|21.0|-7.21|3.39|67.35|0.0|0.0|-3.24|-6.5|2.45|-3.58|0.000578|0.000266|0.0764|0.0|1.7800000000000002e-05||||||||||||||6.7423|6.7423
18_a20|0.0|0|0|0.1160337319999999|-0.008841844|4.727387819|2|0.163548857|-0.5039851160000001|-0.011236836|10.93301779|-0.054458882|1|1|-0.004071701|0.268927191|0.001996439|0.003282792|-0.597167441|2|0.809917509|0.7602869659999999|-0.107446431|1|0.76136176|-0.0927760219999999|0.356461863|-61.73239771|-63.36348363|7.195302872999999|318.5587088|0.23863824|4.787695004|82.70867776|0.8109110409999999|-1.904546783|-41.07622672|72.31812218|68.92770059|0.483668611|2809.844943|506.6038164|-1267.269673|1822.210286|-15.91001426|0.1890889589999999|8.011174137000001|15.51556677|6206.896662|125.81822920000002|-843.230756|29.4862782|-413.7552685|1.0|1.0|2.0|3.48|2.76|0.08|27.0|-10.0|4.69|97.55|2.0|0.0|-5.59|-6.13|3.78|-5.16|2.54e-06|6.91e-06|0.0029|0.0|4.17e-08|5.9778|5.35|3.5355|-1352.364724|-1352.32685|703.24|350.69|0.2991|531.11|0.31154|0.2011|-0.20289|0.03787435|7.4685|7.4685
16_a47|0.0|0|0|-0.134455235|-0.0056780519999999|4.59511985|2|-0.08282926|-0.23280014|0.001426202|10.95023129|0.0506476009999999|1|1|-0.004153659|-0.236994128|-0.02006804|-0.0574194159999999|-0.3379683979999999|2|0.591929006|0.812131575|-0.113476605|1|0.691860453|-0.093207587|0.421094692|-48.30620628|-48.19609034|9.676588112|63.13219447|0.308139547|5.0150344780000005|0.0|0.697929921|-1.301931629|-25.03540372|60.36423869|57.9827944|0.473257697|2315.178558|358.566882|-674.7452647999999|833.8646097|-9.202544293|0.302070079|6.855429069|13.01476838|4952.972679|156.55227280000005|-349.69668310000003|25.44160067|-205.1602001|1.0|1.0|2.0|2.93|1.95|0.06|21.0|-8.17|5.19|66.49|0.0|0.0|-4.34|-6.04|3.52|-4.42|4.56e-05|3.84e-05|13.0|0.0|2.3e-06|4.4393|2.95|4.0806|-1167.046301|-1167.0124560000002|534.69|303.84|0.3182|395.28|0.59209|0.0909|-0.22568|0.03384512|9.0|9.0
7c_a8|0.0|1|0|-0.244222944|-0.007509694|4.844187086|1|0.0493777859999999|-0.382994379|-0.0450662909999999|10.94670214|-0.118915929|1|1|0.004301963|0.079425146|-0.047874|-0.077006275|-0.328286221|1|0.718994164|0.740795639|0.0092411059999999|0|0.848923958|-0.080277893|0.292274414|-50.34151168|-56.2991566|19.18974586|49.43944876|0.151076042|12.03370912|75.43825735|0.626902145|-1.6160102369999998|-31.56868845|76.40286308|69.53125754|0.492823119|2716.5013510000003|532.3522286|-1013.384819|2162.326414|-13.23925183|0.373097855|7.700542366|15.18314943|6013.168519|233.9661552|-635.4840877|33.67700028|-159.15828340000002|0.0|1.0|1.0|3.44|3.1|0.09|23.0|-7.76|3.78|92.93|1.0|0.0|-5.0|-6.34|3.26|-4.67|1e-05|2.14e-05|0.00851|0.0|6.91e-06|4.6061|5.01|3.1406|-1331.8206369999998|-1331.793312|662.05|394.78|275.0|579.97|0.62361|0.1779|-0.20658|0.02732536|4.7307|4.7307
17a_a25|0.0|1|0|0.0055894319999999|-0.004137083|4.727387819|2|-0.017081614|-0.248224991|-0.0688716509999999|10.93106298|0.006360768|1|1|0.006423059|-0.02776212|-0.047099434|-0.07654898|-0.362222339|2|0.6741827509999999|0.748718056|0.168247187|1|0.874586929|-0.06234901|0.348821736|-44.46905084|-56.61512986|9.033070252|93.75234138|0.125413071|6.442637379|80.30332825|0.755980502|-1.666953566|-31.71656603|67.57985355|53.50212109|0.468791604|2907.309477|623.7797651000001|-1188.917727|2432.071525|-15.142307999999998|0.244019498|8.996672966|16.93624014|6250.571217000001|174.0415044|-847.969248|28.08362601|-365.1448527|1.0|1.0|1.0|3.48|3.47|0.11|27.0|-9.98|5.31|72.7|2.0|0.0|-5.12|-6.18|4.04|-5.13|7.5e-06|7.44e-06|0.00323|0.0|4.54e-08|5.2683|6.04|3.9347|-1391.625102|-1391.588873|747.06|315.11|0.4076|598.67|0.35172|0.1735|-0.21559|0.0362293|7.6021|7.6021
16_a4|0.0|1|1|-0.219944434|-0.00228637|5.4161004020000005|1|0.007101649|-0.089168424|-0.148022089|10.94592242|0.019290123|1|1|0.006466406|0.020218035|-0.018051608|-0.0513920109999999|-0.214481956|1|0.490768328|0.774455255|-0.0894138519999999|0|0.7898461090000001|-0.073335635|0.292255386|-36.11951685|-39.44800181|6.761192037000001|13.51923899|0.210153891|3.330045338|74.430775|0.832461695|-1.201404885|-17.789707500000002|45.11883447|42.88070889|0.455802506|2101.6948030000003|389.0176968|-591.7200271|1522.164774|-8.095443438|0.167538305|5.548106463|10.19502391|4520.2597670000005|82.51653675|-291.4359638|19.74465314|-327.4903335|1.0|0.0|0.0|3.26|3.08|0.11|17.0|-6.36|4.96|30.71|1.0|0.0|-3.92|-5.64|3.91|-4.43|0.0001199999999999|3.68e-05|0.0114|0.0|0.000134|4511.0|4.05|4.2257|-1057.494456|-1057.478071|515.68|293.41|0.2213|407.99|0.51149|0.1006|-0.2134|0.01638524|6.4647|6.4647
21c _a23|0.0|2|0|0.178300778|-0.009944003|5.4161004020000005|2|0.0645437059999999|-0.576752175|-0.092608459|10.3132171|-0.039311241|2|2|0.0035741379999999|0.118226959|-0.0201427689999999|-0.036896213|-0.596546056|2|0.7641222459999999|0.782543953|0.149511954|1|0.790596437|-0.08365474|0.2571258939999999|-59.46209153|-70.15570019|9.976937758|323.3651097|0.209403563|7.09164338|94.32302529|0.834557275|-2.171380929|-42.26586935|79.71722579|69.43902929|0.468609427|3161.1237530000003|561.9588018|-1543.4254039999998|2628.628799|-20.31615463|0.165442725|8.945789862|16.83467928|7227.157398|117.597286|-1097.07235|34.24804117|-475.6090385|0.0|0.0|2.0|3.68|3.11|0.08|26.0|-7.33|3.42|148.11|1.0|1.0|-5.63|-7.13|3.0|-4.72|2.35e-06|1.92e-05|9.0|0.0|2.2e-05|3.6649|4.47|3.6649|-1837.964768|-1837.932192|747.88|338.3|0.3329999999999999|587.02|0.5885699999999999|0.3329999999999999|-0.22981|0.03257532|7.1752|7.1752
4S4l_a46|0.0|1|1|-0.058870177|-0.004736212|5.587248657999999|1|-0.067419714|-0.255755434|-0.060895366|10.94631401|-0.161358058|1|1|0.006162668|-0.1012114369999999|0.0071939419999999|0.010799648|-0.3888343979999999|1|0.7940662409999999|0.726535412|-0.001318857|0|0.894782107|-0.090807851|0.213675946|-49.45536962|-46.10883478|3.888872426|178.19783940000002|0.105217893|2.117940478|0.0|0.877939134|-1.523935543|-26.93416438|49.6055056|53.34424204|0.469439238|2166.052483|487.3122681|-829.959026|1744.8220399999998|-8.862913904|0.1220608659999999|5.668394116|10.68377935|4920.211524|66.47624804|-452.0086091|18.5362581|-411.6630752|1.0|1.0|1.0|3.92|3.19|0.36|17.0|-7.0|5.02|50.94|1.0|0.0|-5.28|-5.23|4.08|-5.11|5.25e-06|7.78e-06|0.0027|0.0|3.47e-05|5.2929|4.99|4.1414|-1092.753999|-1092.727031|583.76|299.38|0.2586|500.66|0.57885|0.0614|-0.19647|0.02696794|6.5834|6.5834
3a_a32|0.0|0|0|-0.0505635059999999|-0.007588088|5.6869753560000005|0|-0.014365682|-0.250406908|0.102212031|10.31100283|0.125185185|3|3|-0.001223394|-0.028290955|-0.079652285|-0.1568626659999999|-0.491457345|0|0.84134255|0.844272053|-0.045516432|1|0.817070968|-0.080607266|0.30031978|-37.30101542|-44.92473442|10.39727075|87.55216606|0.182929032|4.811337463|0.0|0.6723099029999999|-0.970820756|-17.261046399999998|55.87310101|47.69828617|0.461044711|2028.93875|378.0996237|-449.2473442|812.930125|-6.929640892|0.327690097|5.755284924|10.67859439|4249.04624|151.63860559999998|-207.8892268|22.27382254|-159.4728294|0.0|1.0|1.0|2.96|2.21|0.07|19.0|-6.12|4.12|110.94|0.0|0.0|-5.32|-5.77|3.32|-4.35|4.83e-06|4.51e-05|0.0134|0.0|0.0002279999999999|3.6308|2.17|3.6308|-1554.796165|-1554.768725|492.91|341.48|0.2719|355.48|0.70229|0.2719|-0.20638|0.02744024|8.5686|8.5686
11a_a5|0.0|0|1|-0.165418719|-0.002894726|4.59511985|2|-0.052944925|-0.185262487|-0.1301505359999999|10.94877942|-0.02394636|1|1|0.007955512|-0.081506|0.003975818|0.006120569|-0.254944026|2|0.7505403709999999|0.73344478|-0.037220974|0|0.89343434|-0.064565402|0.369563711|-46.13206353|-51.09940261|8.474559367000001|61.32301293|0.10656566|6.055083705|14.47576249|0.740865275|-1.573386716|-32.96141947|61.4470419|54.60662289|0.466436596|2727.027899|638.3599998999999|-1124.186857|1170.247903|-13.38721623|0.259134725|9.740948724|18.25640338|5756.783268|185.1520983|-803.2329738|25.28995251|-344.1971057|0.0|1.0|1.0|3.53|3.68|0.3|23.0|-9.93|6.55|63.69|2.0|0.0|-7.25|-4.54|5.16|-6.4|5.63e-08|3.95e-07|0.000167|0.0|5.019999999999999e-08|4.4033|4.83|4.0938|-1339.8362619999998|-1339.802852|739.79|302.86|0.5473|578.8|0.6735|0.1838|-0.20429|0.03340977|7.0915|7.0915
19l_a38|0.0|0|2|-0.086107169|-0.007360265|5.351858133|2|0.103904811|-0.426895387|-0.02967593|10.94917392|-0.032264281|1|1|0.000347207|0.217841852|-0.091460175|-0.191751024|-0.4224000739999999|1|0.723755855|0.839953955|-0.032569307|0|0.799611189|-0.079681862|0.51306986|-51.6277901|-65.35669452|14.19254029|133.9992534|0.200388811|9.195687319|19.55998015|0.7374102309999999|-2.017418574|-33.45088372|79.04689476|65.82033039|0.430111845|2921.048554|518.0872716|-1307.13389|2934.313773|-15.68376675|0.262589769|6.568874137999999|11.52660233|6705.993411|170.13821069999997|-846.9234048000001|32.82593886|-307.64756780000005|1.0|0.0|3.0|4.94|2.7|0.12|17.0|-7.28|3.09|81.23|2.0|0.0|-4.94|-6.39|3.22|-4.72|1.15e-05|1.89e-05|0.00807|0.0|2.25e-05|3.6709|4.08|3354.0|-1409.5865199999998|-1409.557954|660.04|369.66|0.2883|502.31|0.69413|0.0233|-0.2001|0.02856649|7.8633|7.8633
13i_a6|0.0|0|1|0.0359494989999999|-0.0149593219999999|5.351858133|1|0.035242754|-0.852681372|0.034304189|10.95129557|-0.032549318|1|1|-0.007703306|0.057038772|-0.045418125|-0.073507141|-0.560601136|1|0.8744720490000001|0.7771558909999999|0.145878803|0|0.624046118|-0.120457274|0.221116773|-80.75190740000001|-86.83156133|20.90143854|181.1128483|0.375953882|14.01186473|116.5456632|0.783597763|-2.460999087|-54.13430283|100.2320567|101.6533459|0.429711323|2906.257489|418.3467934|-1649.799665|2880.134143|-20.86772478|0.216402237|8.294136887|14.54375165|6306.951561999999|145.07130039999998|-1105.989413|39.72483975|-380.2354072|1.0|1.0|3.0|3.59|2.7|0.12|23.0|-8.5|3.54|115.15|1.0|0.0|-5.03|-6.81|2.91|-4.48|9.32e-06|3.28e-05|14.0|0.0|1.36e-06|3.6668|4.94|3.5614|-1426.549926|-1426.518007|703.43|348.14|0.2903|553.67|0.7004600000000001|19.0|-0.19454|0.03191957|7.6778|7.6778
12bf_a36|0.0|0|2|-0.024689509|-0.00832865|5.351858133|2|0.140577067|-0.4497470879999999|-0.096665166|10.96022305|-0.0206090089999999|1|1|-0.004358975|0.359635716|-0.098027247|-0.250781298|-0.433281391|1|0.653741315|0.836170906|-0.0480253509999999|0|0.6791406640000001|-0.090461753|0.356652646|-58.26326838|-71.01192632|14.01562806|87.14111344|0.320859336|9.026978489|0.0|0.7054709690000001|-1.874348624|-37.52534442|86.28460578|72.27889645|0.474826911|2902.591295|437.4108773|-1207.2027480000002|2522.341812|-15.55034592|0.294529031|7.546900716000001|14.37031118|6271.550446|189.6959033|-777.5172959|34.22402339|-264.6734075|1.0|0.0|2.0|4.72|0.0|0.14|17.0|-7.12|3.0|69.2|1.0|0.0|-3.99|-6.8|2.44|-4.32|0.000102|4.81e-05|0.0201|0.0|3.17e-05|5.2319|3.66|3874.0|-1431.413697|-1431.380702|670.85|320.04|0.4518|517.66|0.40663|0.4006|-0.2139|0.03299488|8.2218|8.2218
9_a15|0.0|0|0|-0.217598467|-0.009923019|0.0|1|0.096418279|-0.506073953|0.05688176|10.95880687|0.005692073|0|0|0.003160815|0.140072812|-0.203104439|-0.295062413|-0.344978312|1|0.85357243|0.7059441040000001|0.088615068|0|0.846156316|-0.073701648|0.416635119|-41.10356167|-65.07462414|18.10574464|105.5304352|0.153843684|10.09761131|54.69975317|0.51257747|-1.400201879|-22.92354152|85.14415759|59.20930631|0.4517825079999999|2392.3164920000004|471.903131|-780.8954896|1689.926339|-8.88789863|0.48742253|5.485176331|10.00547485|5375.400861|271.83655510000006|-435.5070329|31.09118831|-14.02896218|1.0|1.0|1.0|3.16|3.37|0.19|18.0|-7.57|4.95|61.84|2.0|0.0|-5.25|-5.52|3.69|-4.81|5.63e-06|1.53e-05|0.00562|0.0|9.86e-06|4.3447|3.36|3.7487|-1223.705126|-1223.687392|588.55|330.74|0.2693|507.33|0.6512399999999999|0.0115|-0.1824|0.01773342|6.9706|6.9706
11_a3|0.0|0|0|0.119431379|-0.01008647|4.727387819|3|-0.101436441|-0.363112913|0.044912659|10.31163053|-0.023103765|1|1|-0.005959152|-0.194041982|-0.0495219879999999|-0.0947326669999999|-0.577616902|3|0.8947911009999999|0.724492061|0.132535663|1|0.777803048|-0.0955396769999999|0.175996916|-45.19136777|-47.02715152|6.800350988|253.1353625|0.222196952|3.216644354|80.34769756|0.752484736|-1.292469516|-21.37603754|57.08178682|51.99171876|0.4680759679999999|2097.896727|367.9098016|-611.3529698|1105.41974|-8.76293931|0.2475152639999999|5.475372235|10.29352296|4487.967272999999|117.0775712|-289.1769972|24.61956593|-238.8563772|0.0|1.0|1.0|3.19|2.07|0.0|21.0|-6.51|3.41|105.82|0.0|0.0|-4.08|-6.59|2.46|-3.71|8.37e-05|0.000197|0.0601|0.0|9.35e-05|3.2232|2.12|3.2232|-1288.195105|-1288.165162|508.58|384.66|0.4441|346.18|0.6966600000000001|0.4441|-0.20018|0.02994326|7.3979|7.3979
6a_a40|0.0|1|2|0.117890918|-0.014623575|6.401917197|0|-0.146542353|-0.68730803|0.104332675|10.30179985|-0.230955427|2|2|-0.001171195|-0.272320301|-0.021759541|-0.040435852|-0.620787469|0|0.682273668|0.801647855|-0.012261923|1|0.733750993|-0.109047987|0.360858579|-68.11170799|-73.33687786|10.24294396|185.06174|0.266249007|6.397774285|36.84483305|0.8678518190000001|-2.113444291|-42.542782200000005|81.37714586|78.35465194|0.41480944|2936.1501780000003|458.303126|-1320.063801|2536.88262|-19.17478857|0.132148181|6.945713476|11.8691482|7059.617542|82.54016015|-824.5159087000001|35.37373259|-459.522754|1.0|0.0|1.0|3.99|3.01|0.21|14.0|-4.05|3.07|173.43|2.0|1.0|-7.11|-6.32|3.17|-4.99|7.85e-08|1.03e-05|0.00457|0.0|0.0396|2.9836|7.73|2.9836|-2371.579899|-2371.560378|649.48|415.55|0.4015|497.78|0.6782699999999999|0.4015|-0.21255|0.01952089|7.3979|7.3979
