molecula|SddssS|NaasN|nARing|MATS2c|AATSC1c|SRW07|n6HRing|MATS7i|ATSC1c|MATS8i|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8s|nFaHRing|RASA|FNSA3|PBF|PNSA3|PNSA5|PPSA3|RNCS|RPSA|WPSA3|RPCS|FNSA1|FNSA2|WNSA3|DPSA5|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|MOMI-Z|WNSA4|FPSA1|GeomRadius|GeomDiameter|GRAV|PPSA1|WNSA2|DPSA4|DPSA1|CYP2C19 inhibitor|CYP2D6 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Leadlikeness|Veber filter|Log S (Ali)|Log Kp (cm/s)|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Approximated area|Contribuition (max. transition)|Oscillator Force (HOMO-LUMO transition)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|pIC50|pIC50
14g_a23|0.0|2|0|0.180361525|-0.014609495|5.351858133|2|0.058422864|-0.803522236|-0.031968899|10.3132174|-0.030586527|2|2|-0.0004039459999999|0.179219801|-0.0962526|-0.2952674819999999|-0.648987099|2|0.598213287|0.796412133|0.010202051|1|0.907334473|-0.072819606|0.297855753|-51.82254036|-68.52397802|13.05300369|95.64648102|0.092665527|9.289253982|1.5679977319999998|0.780315815|-2.118336119|-36.87984398|83.15907597|64.87554405|0.461846955|3400.464046|645.7104105000001|-1507.527516|2531.8503170000004|-21.03611074|0.219684185|8.788027188|16.32997765|8005.353973|156.3396622|-1072.841648|37.88128151|-398.9771038|0.0|0.0|1.0|3.61|3.79|0.09|26.0|-7.95|6.18|114.25|2.0|0.0|-6.89|-5.94|4.35|-6.0|1.29e-07|1e-06|0.0004969999999999|0.0|5.57e-06|3.7042|5.17|3.7042|-2042.1835260000005|-2042.161409|730.13|334.71|0.3478|583.38|0.56658|0.3478|-0.23201|0.0221162|8.0|8.0
6_a47|0.0|0|0|0.011739916|-0.008723045|0.0|2|-0.14404966|-0.392537045|0.051455447|10.93671042|0.0402365489999999|0|0|-0.0094242819999999|-0.302730533|-0.020576777|-0.04324355|-0.459934519|2|0.701994505|0.786041178|-0.149904224|1|0.8419184120000001|-0.080118846|0.446564415|-43.43026699|-52.41283988|5.323543706000001|101.7290544|0.158081588|2.885749555|0.0|0.7943908059999999|-1.547034008|-23.54237714|60.76103606|48.75381069|0.4059072379999999|2431.668154|456.3812788|-838.6054381|1577.98246|-10.82346202|0.205609194|6.480620646|10.90843226|5766.962611999999|111.4552019|-454.5854048000001|25.13472712|-319.1626428|1.0|1.0|2.0|2.82|2.91|0.05|22.0|-9.06|6.27|58.04|2.0|0.0|-6.02|-5.02|4.59|-5.79|9.53e-07|1.63e-06|0.000619|0.0|3.310000000000001e-07|5.5188|4.69|3.7196|-1608.684886|-1608.652005|576.56|333.32|0.2536|422.9|0.30468|0.2119|-0.20794|0.03288085|7.9|7.9
13d_a5 (GW788388)|0.0|0|1|-0.0959854909999999|-0.005668173|4.59511985|3|-0.092509033|-0.33442223|-0.086484275|10.94530363|0.024793388|1|1|0.003668464|-0.14893897|-0.010147323|-0.016337128|-0.3706975529999999|2|0.7333482170000001|0.78479342|0.024905619|0|0.774103723|-0.086824482|0.54169129|-57.42492153|-55.87383979|9.637686167|151.3669372|0.2258962769999999|6.374277851|44.69922692|0.669182121|-1.605106706|-37.98032007|70.45205183|67.0626077|0.488398052|2834.036315|511.985152|-1061.602956|1377.863026|-12.76608229|0.330817879|8.077599766|15.788837|6122.792779|218.7999323|-702.1345259999999|28.84397435|-223.7910275|0.0|1.0|2.0|3.21|2.74|0.2|23.0|-8.84|4.11|92.79|1.0|0.0|-4.35|-6.94|3.11|-4.35|4.429999999999999e-05|4.5e-05|0.0192|0.0|6.16e-07|4.6091|3.81|4.1706|-1390.589662|-1390.548362|707.09|297.28|0.5251|532.01|0.42515|0.1549|-0.22841|0.04130059|7.7447|7.7447
19_a15|-3.694652026|0|0|0.156105985|-0.009832375|0.0|1|0.037722611|-0.4621216379999999|-0.04003124|10.31928434|-0.032407407|0|0|-0.00534669|0.060683674|-0.0283109839999999|-0.045543362|-0.571686169|1|0.7981860159999999|0.722297906|0.042424078|0|0.691069123|-0.0946599869999999|0.355677322|-54.70558911|-64.78818183|3.04716388|61.63983265|0.308930877|1.761006946|15.76831619|0.922135562|-1.905809364|-31.61527447|68.10965742|57.75275299|0.405429114|2625.952212|399.3803987|-1101.399091|1857.369806|-14.14482104|0.077864438|6.10227122|10.26331993|5417.777463|44.99916039|-636.516947|26.54223128|-487.9183964|1.0|1.0|2.0|2.99|2.17|0.11|18.0|-7.14|4.96|102.69|1.0|0.0|-5.12|-6.22|2.88|-4.39|7.56e-06|4.1200000000000005e-05|0.0152|0.0|2.69e-05|4.1742|7.53|4.1742|-1523.404372|-1523.361214|601.23|297.03|0.4895|519.04|0.68945|0.4895|-0.20742|0.04315771|7.1427|7.1427
19h_a38|0.0|0|2|-0.088176988|-0.007781653|5.351858133|2|0.14165187|-0.420209249|-0.043452674|10.96083376|-0.070688288|1|1|-0.000673716|0.303981987|-0.101303149|-0.217394466|-0.420225236|1|0.724208473|0.819222745|-0.054149342|0|0.7746288020000001|-0.082211319|0.3263113569999999|-48.43313101|-64.79649453|12.51014765|136.81322659999998|0.225371198|7.370099699|0.0|0.75379331|-1.979762478|-28.533396600000003|76.70128100000001|60.94327866|0.47459722|2774.611523|456.3568442|-1166.336902|1839.424968|-13.74247449|0.24620669|6.820483788|12.98143834|6253.901215|145.047677|-687.1237247|30.94580137|-299.0343596|1.0|1.0|3.0|4.8|2.43|0.14|17.0|-6.86|2.55|81.23|1.0|0.0|-4.14|-6.77|2.66|-4.17|7.209999999999999e-05|6.77e-05|0.0272|0.0|5.610000000000001e-05|3.7384|3.41|3.5358|-1332.187847|-1332.1538779999998|626.65|350.65|0.2355|452.01|0.68472|88.0|-0.20379|0.03396934|8.0348|8.0348
31_a47|0.0|1|0|-0.075563891|-0.00869363|4.727387819|2|-0.086842911|-0.417294247|0.074881792|10.9497221|0.001073537|1|1|-0.006265667|-0.188419195|-0.035190699|-0.076351692|-0.441642572|2|0.677766155|0.856640117|-0.1978980839999999|1|0.696020038|-0.10715233|0.486720182|-66.4670426|-65.56344002|13.27533898|355.5321928|0.303979962|8.234748813|81.01707367|0.70664003|-1.691129939|-41.22978713|80.58054906|79.74238158|0.4741051329999999|2689.159869|431.7441681|-1049.01504|1322.82831|-14.46018796|0.29335997|8.214180216|15.6194341|6019.5391740000005|181.972428|-650.7084581|32.98913783|-256.3593656|1.0|1.0|2.0|3.18|2.38|0.1|21.0|-7.62|4.24|98.72|1.0|0.0|-4.59|-6.78|2.94|-4.39|2.56e-05|4.03e-05|0.0166|0.0|9.95e-06|3.9744|4.2|3.6369|-1735.435432|-1735.400941|642.11|340.91|0.3264|508.69|0.68276|83.0|-0.20463|0.03449081|7.8|7.8
19e_a38|0.0|0|2|-0.082311936|-0.007550899|5.351858133|2|0.021678225|-0.4379521229999999|-0.104569193|10.94917392|-0.038386106|1|1|0.000347207|0.045449529|-0.091460175|-0.191751024|-0.436305701|1|0.723755855|0.839953955|0.04818471|0|0.776562593|-0.083623427|0.552393659|-56.34606212|-68.82539051|14.27562164|118.734325|0.223437407|9.619015829|16.39385667|0.749190974|-2.042881001|-37.96637911|82.37885703|70.62168376|0.4655978389999999|2920.436229|523.2534216|-1376.50781|3426.997928|-17.17594064|0.250809026|6.596408983|12.34352977|6531.762734|168.99691289999998|-927.5007945|34.02454948|-335.8133169|1.0|0.0|3.0|4.96|3.08|0.12|17.0|-7.28|3.09|81.23|2.0|0.0|-4.94|-6.39|3.3|-4.72|1.15e-05|1.89e-05|0.00807|0.0|2.25e-05|5.2322|4.08|3.8587|-1409.582478|-1409.547647|685.34|321.31|0.3948|532.67|0.41961|0.3738|-0.20723|0.03483011|8.0083|8.0083
4_a4|0.0|1|1|-0.183963421|-0.001234337|5.4161004020000005|2|-0.0214610589999999|-0.058013858|-0.110597574|10.92992837|-0.037623601|1|1|0.0112367389999999|-0.035166634|-0.048056862|-0.078747188|-0.157959343|2|0.646069495|0.77276149|-0.168712277|1|0.933276024|-0.049768752|0.456474074|-25.64211031|-35.41518716|4.4155367960000005|13.70182982|0.0667239759999999|2.274995377|42.42341622|0.793717973|-1.099796957|-13.21145879|40.86951119|30.05764711|0.398500394|2221.6122010000004|480.8472306|-566.6429946000001|1883.42405|-6.78950447|0.2062820269999999|5.326452915|8.855289118|4878.070704|106.2816773|-291.9486922|16.60255217|-302.661743|1.0|1.0|0.0|3.15|3.09|0.19|21.0|-7.57|4.41|43.6|1.0|0.0|-4.12|-5.79|3.64|-4.57|7.59e-05|2.69e-05|0.00877|0.0|8.85e-06|5.382000000000001|3.24|4.0261|-1029.960398|-1029.93716|566.84|307.95|0.1106|394.06|0.55032|67.0|-0.21831|0.02323788|7.1079|7.1079
3q_a32|0.0|0|0|-0.017280695|-0.008072705|5.733341277|0|0.02785755|-0.419780649|-0.022925245|10.31100266|-0.098400506|3|3|0.002487149|0.0492355779999999|-0.167040501|-0.295228244|-0.5448044360000001|0|0.751733573|0.853737093|0.010109949|1|0.84993799|-0.067604132|0.34156046|-41.72706804|-60.46462749|11.43581616|41.73511731|0.15006201|7.058489861|53.27315741|0.6349739010000001|-1.371465184|-25.7550561|74.3682963|53.16288420000001|0.46136998|2649.276311|524.6043311000001|-846.5047848999999|3335.898591|-10.6629646|0.365026099|6.428518903|11.93494358|6079.482066|225.3038157|-522.4852655000001|27.20679986|-166.61896299999998|1.0|0.0|1.0|3.57|3.34|0.3|19.0|-7.31|4.72|131.25|1.0|0.0|-5.91|-6.35|3.86|-4.62|1.24e-06|2.4100000000000003e-05|0.00992|0.0|2.01e-05|3.6236|5.15|3.6236|-1920.066488|-1920.042674|666.16|342.16|0.2897|549.78|0.70216|0.2897|-0.19969|0.02381444|7.5528|7.5528
24_a47|0.0|1|0|0.0453435129999999|-0.010774404|4.727387819|2|0.0251322929999999|-0.484848181|-0.063708635|10.95005721|0.071506228|1|1|-0.004514441|0.056234624|-0.111494046|-0.2494728939999999|-0.540463145|2|0.662080166|0.812650394|-0.005097239|1|0.7839491009999999|-0.075894947|0.214985826|-42.71324947|-51.21152885|12.11301576|41.72753688|0.216050899|6.81713713|47.170683|0.611603578|-1.364926459|-24.03877652|69.27912772|54.82626523|0.479188295|2642.775318|441.2021442|-768.1729327|1239.381181|-10.29341441|0.388396422|7.024694045|13.48797266|6022.202634|218.5873217|-432.3234052|29.90471672|-125.6197312|0.0|1.0|2.0|3.14|3.12|0.05|21.0|-7.63|4.64|84.73|1.0|0.0|-4.61|-6.48|3.31|-4.52|2.46e-05|3.05e-05|0.0121|0.0|9.22e-06|3.9675|4.46|3.9675|-1696.105723|-1696.071577|578.94|312.5|0.2618|450.98|0.6835|0.2618|-0.2285|0.03414611|8.5|8.5
14c_a23|0.0|2|0|0.06596946|-0.005822256|5.351858133|2|0.04174584|-0.296935034|-0.047853455|10.31321813|-0.047410593|2|2|0.009263715|0.077009731|-0.071484865|-0.13187015|-0.4589840189999999|2|0.722187957|0.793551289|0.1114214519999999|1|0.922935039|-0.0567889659999999|0.2273163289999999|-37.73933093|-53.17009158|12.52192141|38.43627129|0.077064961|8.321492112|81.41541733|0.7834075309999999|-1.600173862|-25.07982076|64.05912299|50.26125234|0.459622824|2955.304496|613.3401089|-1063.401832|2379.221378|-15.0359121|0.2165924689999999|7.832948614|14.49533577|6755.962581999999|143.9373772|-706.6878684999999|28.88097191|-376.6791777|0.0|0.0|1.0|3.4|3.6|0.05|26.0|-7.99|4.67|105.02|2.0|0.0|-6.13|-6.03|4.0|-5.55|7.49e-07|2.83e-06|0.00126|0.0|4.55e-06|3.7031|4.1|3.7031|-2089.523959|-2089.501598|693.64|334.81|356.0|549.86|0.56781|356.0|-0.23096|0.02236136|8.6253|8.6253
18a_a25|0.0|1|0|-0.151473962|-0.0029953159999999|4.727387819|2|0.062229409|-0.170732995|-0.018419483|10.31286118|-0.019985937|1|1|0.007325341|0.106305991|-0.037072518|-0.06333068|-0.2936794219999999|2|0.761417363|0.7385460309999999|-0.039007784|1|0.931628386|-0.055926422|0.341320954|-37.07961488|-51.83514755|6.317215793|75.74077952|0.068371614|4.188358905|0.0|0.817072039|-1.641819678|-24.58404782|59.45091020000001|43.39683067|0.493301255|2857.88027|617.676232|-1088.538099|2331.966135|-13.61714122|0.182927961|7.39539242|14.59524518|6523.923911999999|121.2825364|-721.7084848|25.136651|-420.4420243|1.0|1.0|1.0|3.5|3.43|0.08|27.0|-9.78|5.72|87.72|2.0|0.0|-6.33|-5.58|4.53|-5.77|4.65e-07|1.71e-06|0.000744|0.0|7.28e-08|5.4965|4.51|3.1711|-1675.274716|-1675.2501519999998|694.17|390.98|0.3234|556.26|0.2834|0.0027|-0.21323|0.02456497|7.0269|7.0269
8g_a12|0.0|0|1|0.10205033|-0.0084227909999999|4.59511985|2|-0.038463841|-0.40429396|-0.094550033|10.95472263|-0.040257632|1|1|0.005405355|-0.068810076|0.068559367|0.122649613|-0.532504083|1|0.804158158|0.7475224290000001|-0.04981165|1|0.8576253690000001|-0.076856227|0.274352085|-42.39297373|-57.6443411|4.915102972|84.95000993|0.142374631|2.7111119089999995|0.0|0.90166696|-1.881110729|-23.38345638|61.99654413|47.30807670000001|0.463772637|2506.427441|473.055878|-1037.59814|1356.883205|-13.00742505|0.09833304|6.882798206|12.83559677|5327.736626|54.23932676|-572.326702|26.15353224|-443.109365|0.0|1.0|2.0|4.07|2.51|0.1|21.0|-8.0|2.07|78.85|1.0|0.0|-4.38|-6.28|2.77|-4.34|4.15e-05|4.61e-05|0.0163|0.0|3.53e-06|4.2057|3.68|3731.0|-1154.321531|-1154.281986|590.93|332.31|0.3786|418.41|462.0|0.1601|-0.21633|0.03954539|5.43|5.43
14c_a22|0.0|1|0|-0.134137693|-0.005236206|4.727387819|2|-0.026986769|-0.298463715|-0.023927419|10.9464374|0.006275578|1|1|0.004362505|-0.047249795|-0.0917078119999999|-0.160566657|-0.364626967|2|0.667111824|0.773044788|-0.096749121|1|0.866576459|-0.067475189|0.6160012029999999|-48.57709197|-57.64986681|17.68831053|36.22825261|0.133423541|12.73426132|78.22334636|0.66168729|-1.60155147|-34.9718749|75.5139152|66.26540251|0.462147828|3079.4894480000003|623.8702703|-1152.997336|2092.7515510000003|-15.66173379|0.33831271|8.626337592|16.03849168|6882.45|243.5598613|-830.0718911|32.87756477|-232.8055235|0.0|1.0|1.0|3.49|2.85|0.08|27.0|-9.28|4.18|109.38|1.0|0.0|-4.86|-6.96|2.98|-4.62|1.39e-05|2.4e-05|0.0107|0.0|2.35e-07|5.7361|4.79|3.6741|-1460.602657|-1460.571156|715.52|337.45|0.5079|575.8|0.3078|0.0694|-0.22807|0.03150011|6.8153|6.8153
17_a12|0.0|0|1|0.132275232|-0.00864055|4.727387819|3|-0.210594127|-0.38018419|-0.072956553|10.31157659|-0.070249784|1|1|-0.000651751|-0.3748198379999999|-0.113649923|-0.202276514|-0.559137213|2|0.918713011|0.8198617429999999|-0.043392747|0|0.858119365|-0.069570363|0.318309599|-36.25249721|-50.13411606|5.849860887999999|69.36398419|0.141880635|3.048310481|0.0|0.786701219|-1.443148294|-18.89085387|57.97616997|42.10235809|0.466056241|2246.161353|447.1583691000001|-752.0117408|1470.257187|-9.557722681|0.213298781|5.669161963|10.61752641|4866.339908|111.1480977|-391.8666299|23.31475957|-298.7949107|1.0|1.0|1.0|4.13|2.97|0.17|17.0|-7.16|2.56|78.41|0.0|0.0|-4.51|-6.07|3.14|-4.24|3.1e-05|5.7100000000000006e-05|0.0191|0.0|2.32e-05|4.4014|2.87|3.7723|-1366.804178|-1366.776169|560.09|328.67|0.2213|419.49|0.39539|148.0|-0.21781|0.02800938|7.7959|7.7959
3a_a49|0.0|1|1|-0.05210989|-0.006374689|5.4161004020000005|2|-0.044367345|-0.337858497|-0.060613765|10.92976559|0.00497674|1|1|0.000521532|-0.074886415|0.002357097|0.003978478|-0.421478185|2|0.775818577|0.8145214209999999|0.012813604|1|0.72890527|-0.094437035|0.526915193|-55.30832478|-51.82200998|9.491036042|107.4001347|0.27109473|5.558553447|59.40691577|0.689774813|-1.504232653|-32.39206742|64.2037853|64.79936082|0.474653816|2599.121578|426.893216|-880.9741697000001|1793.526571|-10.52968207|0.310225187|6.566343333|12.49907878|5792.106924000001|181.6875706|-515.9544212000001|26.06512204|-222.2883651|0.0|1.0|2.0|3.25|2.11|0.18|21.0|-7.19|2.81|98.72|1.0|0.0|-3.06|-7.67|2.02|-3.3|0.000878|0.000503|193.0|0.0|2.51e-05|5.1647|3.16|3874.0|-1254.012043|-1253.973708|635.89|320.04|0.3467|449.68|0.53794|0.0793|-0.2171|0.03833529|7.1938|7.1938
18b_a25|0.0|1|0|-0.147813831|-0.003259453|4.727387819|2|-0.018632104|-0.189048258|0.014055398|10.31286058|0.0009956189999999|1|1|0.00598031|-0.032776381|-0.034703635|-0.061048368|-0.303383008|2|0.721100414|0.7723870909999999|-0.026045966|1|0.936253893|-0.063132226|0.348987182|-44.30110081|-55.18621997|8.972372556|80.36582704|0.063746107|6.296086869|0.0|0.7847794690000001|-1.6515302369999998|-31.08693686|64.81723515|53.27347337|0.493622561|3051.645565|656.9874135|-1158.910619|2327.4502850000003|-15.05981357|0.215220531|8.654596906|17.09119768|6973.180791|151.02439719999998|-813.229933|27.34692815|-399.6704921|1.0|1.0|1.0|3.58|3.56|0.07|27.0|-9.84|5.59|111.51|2.0|0.0|-6.54|-5.93|4.35|-5.71|2.87e-07|1.95e-06|0.000899|0.0|6.690000000000001e-08|5.5437|4.32|3.6826|-1767.52411|-1767.494087|728.12|336.67|0.2658|612.24|0.36733|0.0468|-0.22145|0.03002332|7.2924|7.2924
7e_a8|0.0|1|0|-0.150447714|-0.006027596|4.844187086|0|-0.03633378|-0.289324602|-0.11032771|10.94332434|-0.0446343779999999|1|1|0.002669179|-0.075638618|0.034227147|0.07125309|-0.341022848|0|0.5897105770000001|0.732001738|-0.023521398|0|0.8291560379999999|-0.08608941|0.286669793|-51.4880895|-53.04282692|12.91806855|86.03149870000001|0.170843962|7.725998682999999|63.5628736|0.776001552|-1.6850904519999998|-30.79383811|64.23177694|64.40615805|0.4742828629999999|2605.914474|495.8990914|-1007.813711|2032.501296|-13.39444718|0.223998448|7.70387217|14.654025199999998|5808.479788000001|133.9683023|-602.7501229|28.86058693|-330.14031780000005|1.0|0.0|1.0|3.2|3.38|0.04|23.0|-8.29|4.94|70.81|2.0|0.0|-5.75|-5.43|4.31|-5.41|1.78e-06|3.87e-06|0.00149|0.0|1.95e-06|3.8142|6.32|3.2363|-1300.495519|-1300.467069|622.23|383.1|0.3461|544.55|0.6998300000000001|0.1522|-0.2054699999999999|0.02845071|4.4547|4.4547
22_a10|0.0|1|1|-0.067641834|-0.005035102|5.4161004020000005|2|-0.026750502|-0.332316729|0.01204992|10.92966136|-0.020475007|1|1|0.008903905|-0.042831367|-0.129989728|-0.208132084|-0.356699217|2|0.670763832|0.747363443|-0.02603707|1|0.8698299140000001|-0.053881447|0.775071808|-41.96631248|-50.61577509|13.023146|75.58376652|0.130170086|10.14325785|60.10354816|0.564323334|-1.3647202319999998|-32.68604442|71.13124588|54.98945848|0.422182297|3241.833491|677.4790907|-1062.931277|2668.5420940000004|-13.57178303|0.435676666|8.84228648|15.30289992|7414.102179|339.3328129|-827.8787647|30.87787063|-100.1982412|1.0|1.0|0.0|3.74|4.14|0.17|27.0|-9.37|5.6|73.14|2.0|0.0|-5.34|-6.29|4.26|-5.53|4.55e-06|2.95e-06|0.0014|0.0|2.03e-07|4.8251|5.65|3.8517|-1544.237634|-1544.203968|770.92|321.89|0.2624|602.93|0.4483899999999999|0.1922|-0.2180699999999999|0.03366599|5.9586|5.9586
1l_a5|0.0|0|0|-0.244609612|-0.00183668|4.59511985|2|-0.111303801|-0.089997343|-0.019865028|10.94421389|-0.05139414|1|1|0.007613233|-0.179824092|0.0271820189999999|0.043915678|-0.21108114|2|0.7245669790000001|0.7656671279999999|-0.174469948|0|0.890289002|-0.068685233|0.357062421|-38.79937717|-38.27406105|4.43679678|167.86839980000002|0.109710998|2.506287665|0.0|0.769406114|-1.219595099|-21.91725365|45.64819758|43.23617395|0.47265823|2227.730859|502.9124512|-688.9330988|903.1631908|-8.460199385|0.230593886|7.401206343999999|14.03493287|4665.793689|130.25942849999998|-389.1691717|19.46541135|-304.3678822|1.0|1.0|1.0|2.98|2.67|0.14|23.0|-8.83|5.32|54.46|1.0|0.0|-5.04|-5.4|4.06|-4.98|9.06e-06|1.04e-05|0.00356|0.0|5.02e-07|4.6403|3.89|4.3664|-1069.261615|-1069.229786|609.85|283.95|0.4921|486.81|0.45892|187.0|-0.21939|0.03182983|7.4949|7.4949
16b_a23|0.0|2|1|0.031073244|-0.005139233|5.351858133|3|0.054655144|-0.3237716519999999|-0.068280331|10.31321583|-0.05237763|2|2|0.011266252|0.099244509|-0.123524943|-0.224300431|-0.401493392|2|0.75524548|0.7740962779999999|0.14319927|1|0.928579764|-0.050637391|0.2256448969999999|-37.52431601|-58.69232154|13.79443768|7.971529518|0.071420236|10.22222569|100.0262487|0.738977|-1.821661419|-27.80700713|72.31582904|51.31875369|0.4870072789999999|3370.826124|688.1144512|-1349.923395|2256.698672|-17.24735864|0.261023|9.472884487|18.46592377|7575.784511|193.4284005|-1000.346801|31.49562341|-354.1828792|1.0|0.0|1.0|4.19|0.0|0.07|26.0|-7.33|4.1|108.26|2.0|0.0|-6.19|-6.3|2.9|-5.67|6.41e-07|2.16e-06|0.00106|0.0|2.26e-05|1.6041|4.24|1.6041|-1877.655481|-1877.615701|772.84|772.92|0.3456|607.92|0.95419|0.3456|-0.21093|0.03978022|7.0191|7.0191
12ba_a36|0.0|0|2|-0.090865777|-0.0075620109999999|5.351858133|2|0.087201747|-0.423472625|0.003750685|10.9478512|-0.011949092|1|1|-0.000621302|0.159880159|-0.091676619|-0.168084618|-0.410941182|1|0.844641715|0.8256014690000001|0.041478447|0|0.849738126|-0.083210415|0.330220757|-56.0578808|-73.03464847|16.57882744|100.798163|0.150261874|11.16896162|16.1479891|0.7068957840000001|-1.951382748|-37.76553687|89.06670390000001|72.63670824|0.49229954|3035.390784|572.4586103999999|-1314.6236720000002|2492.5731100000003|-17.03166444|0.293104216|7.409667253999999|14.59456478|6722.60947|197.4608731|-885.6465508|35.76372225|-278.7665262|1.0|0.0|2.0|4.8|0.0|0.12|17.0|-6.72|1.63|116.78|1.0|0.0|-4.77|-7.04|1.57|-4.25|1.6800000000000002e-05|5.65e-05|0.0244|0.0|8.240000000000001e-05|5.2506|2.79|3.0114|-1417.454721|-1417.426327|687.23|411.71|0.7436|547.82|0.3989999999999999|0.0009|-0.21033|0.02839417|7.6778|7.6778
9n_a24|0.0|0|0|-0.2452954769999999|-0.003323852|4.59511985|2|-0.141205159|-0.182811885|-0.036651001|10.94875265|-0.03088354|1|1|0.008809179|-0.22754075|-0.12451554|-0.200646773|-0.225226606|2|0.786587307|0.7584388259999999|0.048359202|0|0.904556598|-0.052106597|0.331008994|-35.21502941|-52.53031811|11.90027964|48.691073|0.095443402|8.042526681|24.72120326|0.652126509|-1.399094961|-23.79925701|67.36550766|47.11530904|0.4331595789999999|2542.730334|611.3234977000001|-945.545726|1361.307012|-12.28894317|0.347873491|8.232847909|14.52410167|5356.5828|235.1021924|-639.0250449|27.88350328|-205.6223122|1.0|1.0|1.0|3.17|2.6|0.17|23.0|-8.64|4.14|66.93|1.0|0.0|-4.14|-6.47|3.13|-4.29|7.2e-05|5.14e-05|0.0198|0.0|8.909999999999999e-07|4.9139|2.59|4.1028|-1239.1274939999998|-1239.095611|686.19|302.2|0.2522|587.05|0.44042|0.0334|-0.20399|0.03188309|7.7212|7.7212
19_a47|0.0|1|0|-0.038804671|-0.00973456|4.727387819|2|0.027033021|-0.4380552029999999|-0.064557784|10.95058274|0.0604168609999999|1|1|-0.010153352|0.074201869|-0.046265509|-0.126992366|-0.439165562|2|0.635684951|0.823945134|-0.024256505|1|0.639642891|-0.105205489|0.270767873|-58.28861174|-57.87554797|14.85167037|335.10989930000005|0.360357109|8.228498913|66.13355777|0.637832605|-1.566899206|-32.2945343|76.13237258|73.14028211|0.463378097|2612.978054|354.3911695|-868.1332196000001|1238.799875|-11.45202794|0.362167395|7.06969105|13.17443625|5846.960345|200.6571609|-480.9851737|32.40636867|-152.7310283|0.0|1.0|2.0|3.13|1.72|0.05|21.0|-6.92|3.84|98.72|1.0|0.0|-3.67|-7.22|2.34|-3.66|0.000214|0.000217|0.0824|0.0|4.59e-05|3.8423|3.51|3.8423|-1335.75742|-1335.725639|571.23|322.68|0.3243|412.31|0.68924|0.3243|-0.2117099999999999|0.03178118|7.3|7.3
16_a31|0.0|0|1|0.152128735|-0.020181753|5.733341277|0|-0.050076586|-0.726543099|-0.00795845|10.31170095|0.06214876|2|2|-0.0125582419999999|-0.0897217219999999|-0.053194463|-0.09530799|-0.60894688|0|0.951830892|0.8318419909999999|-0.038841601|0|0.546450126|-0.142079397|0.29485045|-66.9420327|-70.82239128|17.63615984|130.369865|0.4535498739999999|8.309441139|467.7901274|0.73080436|-1.653466811|-31.54036284|83.86629191|84.57819254|0.427771627|2071.962924|257.4650715|-779.0463041|1212.615438|-11.12287666|0.26919564|5.521618837|9.649327262|4387.049328|126.8340354|-367.0549296|32.30339751|-217.4912527|0.0|1.0|2.0|3.2|1.93|0.14|16.0|-4.94|2.83|114.29|0.0|0.0|-4.36|-6.48|2.33|-3.6|4.38e-05|0.000254|0.0762|0.0|0.00347|3.6596|1.7|3.6596|-1308.242314|-1308.202828|503.18|338.79|0.2534|369.73|0.70108|0.2534|-0.1842|0.03948619|7.0458|7.0458
12am_a36|0.0|0|2|0.088482802|-0.015884751|5.351858133|2|0.122824831|-0.921315581|-0.050505733|10.9602097|-0.037654321|1|1|-0.007897954|0.345949079|-0.1187503719999999|-0.3344729369999999|-0.6080522279999999|1|0.647732719|0.8344566859999999|-0.0147665219999999|0|0.814986544|-0.091472759|0.305015372|-63.19394154|-81.59051640000001|12.15249658|128.69607109999998|0.185013456|8.395550408|1.038361162|0.788334835|-2.480134939|-43.65752487|95.53118838|75.34643812|0.484558903|3230.6292780000003|563.0333297999999|-1713.4008440000002|2603.072527|-21.92042059|0.211665165|8.772646622|17.01968794|7238.033439|146.228847|-1183.702712|40.24894481|-398.3921535|1.0|0.0|2.0|4.81|0.0|0.17|17.0|-7.14|4.04|78.43|2.0|0.0|-5.2|-6.4|2.65|-5.07|6.26e-06|8.6e-06|4.0|0.0|3.37e-05|5.2317|4.86|3.8606|-1645.205296|-1645.169789|714.21|321.15|0.4894|562.14|0.40752|0.2987|-0.21356|0.03550681|7.2218|7.2218
