molecula|SddssS|NaaNH|n9FaHRing|SaaNH|SssssC|SRW09|nAHRing|nARing|SaasN|MATS2c|AATSC1c|n6HRing|JGI4|MATS7i|SaaaC|ATSC1c|BCUTi-1|AATSC8d|n5aHRing|AATSC1pe|AATSC7i|AATSC1i|MATS1c|GATS1are|BIC2|MATS8d|GATS1pe|nFaHRing|FNSA5|PNSA3|PNSA5|RNCS|TPSA_x|FNSA4|WNSA5|RPCS|FNSA2|DPSA5|DPSA3|GeomPetitjeanIndex|PNSA2|FPSA1|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|WNSA2|FPSA5|DPSA2|P-gp substrate|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|TPSA_y|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Lipinski|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|Gibbs Free Energy|Dipole (water)|IC50|pIC50
13_a47|0.0|1|1|2.920663104|0.0|6.605297921|0|0|0.0|-0.174238791|-0.0049262279999999|2|0.036632997|-0.047120094|1.5940801480000002|-0.20197533|10.9452934|0.038682232|1|-0.000211465|-0.108780879|-0.0233277889999999|-0.316563793|0.6427334020000001|0.794037882|0.065869272|0.626280497|1|-0.088128939|-41.79730418|-45.39284663|63.12660940000001|112.453046|-0.032468557|-23.38063458|0.0|-1.23380515|57.38622954|50.9329486|0.472007922|-635.4998528|0.311738758|13.33103985|0.8939678120000001|4542.479565|160.5682509|-327.3288841|0.023284817|923.3410426|1.0|21.0|4.06|66.49|2.34|0.0|91.59|0.0|1.0|3.0|-4.24|24.0|4.0|-6.0|319.34|0.0|1.0|3.19|-4.27|5.79e-05|0.0173|0.0|-0.05465|4.0302|2.7|4.0302|-1067.820961|-1067.78457|542.62|895.21|0.3382|307.63|-1067.665127|0.3382|-166.0|3.5455|-0.22065|-1067.71601|4.8308|16.0|7.8
12ac_a36|0.0|1|0|3.4419617660000004|0.0|7.412764017000001|2|2|0.0|-0.050997272|-0.007639626|2|0.042560386|0.03586247|0.0|-0.450737917|10.95345846|-0.0121300989999999|1|0.0018565629999999|0.060445359|-0.166354116|-0.433636165|0.8058720979999999|0.811459853|-0.020272679|0.770400825|0|-0.104391657|-55.68500110000001|-72.4798052|118.0445703|152.9742102|-0.036062573|-50.32319912|20.70356046|-1.98344149|86.51036063|70.61872461|0.44477577|-1377.116299|0.268353853|14.63702516|0.801074136|6378.288017|186.3198219|-956.1407834|0.020208014|1882.216294|1.0|17.0|3.16|86.27|1.59|1.0|133.95|0.0|1.0|6.0|-3.81|32.0|5.0|-7.21|423.47|0.0|0.0|1.84|-3.95|0.000154|0.0476|0.0|-0.0527399999999999|3.8843|4.84|3.8594|-1385.606133|-1385.566143|711.77|1200.61|0.3302|319.2|-1385.3211789999998|0.0249|-0.15675|4.0208|-0.20949|-1385.382927|5.4387|13.0|7.8861
12c_a31|0.0|1|0|3.387641566|0.0|7.765993078999999|1|1|0.0|0.046986783|-0.013026643|0|0.040982906|-0.030192572|0.0|-0.690412101|10.311698300000002|-0.056866055|2|-0.000813398|-0.048694677|-0.223856622|-0.54466023|0.8083148840000001|0.842823186|-0.098452311|0.770283733|0|-0.129736755|-66.41224264|-82.33748068|153.400467|212.313715|-0.036326291|-52.25551342|553.8695417|-1.816314565|97.28775086|85.79638585|0.448512808|-1152.7247289999998|0.3182913|14.67172662|0.813278739|5676.394271|202.0036947|-731.5771879|0.023556702|1690.934456|1.0|16.0|5.64|117.37|1.08|2.0|108.16|0.0|1.0|8.0|-5.23|28.0|5.0|-6.53|398.48|0.0|0.0|3.32|-4.16|5.85e-06|0.0277|0.0|-0.0338399999999999|3.8328|4.6|3.8328|-1618.1530810000002|-1618.112841|679.71|1138.89|0.2625|323.48|-1617.888981|0.2625|-0.15904|1.6786|-0.19288|-1617.951882|2.2908|0.38|6.4202
8a_a50|0.0|1|1|3.139870661|0.0|7.860570786|1|1|2.03117465|-0.0737162059999999|-0.00439531|1|0.03904321|-0.0224366579999999|1.99158738|-0.188998337|10.94501357|-0.058014797|2|0.007801731|-0.038971589|-0.11385159|-0.352654037|0.75162266|0.804535572|-0.095292123|0.7135713840000001|1|-0.08230347|-34.88425666|-41.48493288|133.8183888|70.12485884|-0.031655181|-20.91041439|0.0|-1.234552044|50.06249379|44.36511568|0.46183401|-622.2739931|0.248584287|10.69309012|0.858162757|4638.284496|125.2985144|-313.6562159|0.017017336|828.1354551|1.0|20.0|3.63|59.39|2.02|0.0|94.75|0.0|1.0|2.0|-3.86|24.0|3.0|-6.12|313.36|0.0|1.0|2.87|-4.13|0.000138|0.0234|0.0|-0.0280699999999999|5.622000000000001|2.69|4.1738|-1006.671867|-1006.637067|548.47|912.7|0.18|220.53|-1006.508913|0.1217|-0.17244|3.5509|-0.20051|-1006.557694|5.5319|47.0|7.3279
16a_a23|0.0|0|1|0.0|0.0|7.423568444|1|1|3.411338761|-0.0147904689999999|-0.0054940769999999|3|0.046283951|0.062601621|0.759926978|-0.302174246|10.31321796|-0.071458049|2|0.01226642|0.115499047|-0.335065967|-0.380779155|0.765869487|0.8323974470000001|-0.116894582|0.7199622309999999|1|-0.07288672|-26.53751114|-47.06687604|9.922436905|42.07919382|-0.025724725|-30.39361398|91.92609822|-1.311960953|65.21027197|40.34319246|0.49525751|-847.2037686000001|0.414079278|15.89802615|0.981208279|6552.801739|267.3932664|-547.0850515999999|0.02809646|1445.935835|1.0|20.0|2.03|108.26|2.04|1.0|125.79|0.0|2.0|5.0|-4.58|31.0|4.0|-7.02|427.5|0.0|0.0|1.85|-4.31|2.6e-05|0.0208|0.0|-0.0502|1.6239|2.49|1.6239|-1685.913359|-1685.8794469999998|670.04|1172.0|0.2066|763.49|-1685.580443|0.2066|-0.07625|11.6254|-0.12645|-1685.6419010000002|18.4446|39.0|7.4037
30_a47|0.0|0|1|0.0|0.0|6.842683282|0|0|1.435022468|-0.069449687|-0.0092264759999999|2|0.038387534|0.013114301|1.192095911|-0.415191425|10.95005723|0.0467853809999999|1|-0.008325552|0.029343834|-0.079370393|-0.4370608039999999|0.6850994429999999|0.8485444809999999|0.074217097|0.651797437|1|-0.107296835|-64.94243028|-64.38108459|350.5257774|192.6285289|-0.0383202979999999|-38.63044093|76.90733636|-1.609452527|81.25550675|78.59180109|0.4680850139999999|-965.7162688|0.320552431|12.94704346|0.879999675|5852.817155|192.3403721|-579.456614|0.028122734|1421.325667|1.0|21.0|2.71|98.72|1.78|1.0|104.25|0.0|1.0|5.0|-4.22|28.0|5.0|-6.95|396.81|0.0|0.0|2.61|-4.1|6.05e-05|0.0315|0.0|-0.0564299999999999|3.7159|3.89|3.7159|-1696.12008|-1696.078047|615.85|1032.35|0.3566|333.66|-1695.931037|0.3566|-0.1517|2.7493|-0.20813|-1695.9887|3.6487|13.0|7.9
47p_a18|0.0|0|0|0.0|0.0|7.03438793|1|1|0.0|-0.001819106|-0.005394244|0|0.037575758|0.025217016|0.0|-0.3775970529999999|10.94701988|-0.049428094|0|0.003537135|0.037961877|-0.261349889|-0.441700685|0.72025564|0.726294118|-0.082977829|0.710266593|0|-0.082580968|-51.14496913|-61.12351185|10.25627035|123.6411353|-0.030813794|-45.24146169|48.48855261|-2.0645242|69.19354871|57.05881288|0.488811071|-1528.087796|0.181540558|19.41290064|0.956223901|6726.61969|134.3699001|-1131.036542|0.01090303|1867.029344|1.0|18.0|3.65|76.5|3.13|3.0|144.53|0.0|1.0|9.0|-5.67|35.0|3.0|-6.07|468.59|0.0|1.0|2.9|-5.27|2.13e-06|0.0025|0.0|-0.05628|3.2036|7.98|3.2036|-1493.759811|-1493.731375|795.43|1391.71|595.0|387.01|-1493.338659|595.0|-0.13118|3.6452|-0.18746|-1493.407248|4.6652|64.0|7.1938
12e_a40|0.0|0|0|0.0|0.0|7.515889085|0|0|1.6315143930000002|0.061944605|-0.015461694|0|0.04020202|0.174870826|0.665270062|-0.556620974|10.31197242|-0.192362496|2|-0.014780739|0.292184471|0.172778196|-0.520457262|0.889386453|0.788800541|-0.279310345|0.8096582170000001|1|-0.122830115|-71.78145688|-66.68049019|206.0119599|119.4966772|-0.048387621|-36.19867792|0.0|-1.596791495|78.14505956|79.97685498|0.491465612|-866.8463724999999|0.209181178|15.75963228|0.966435355|5478.52313|113.5576846|-470.5828129|0.021118537|1096.13776|0.0|20.0|4.34|98.89|2.93|2.0|95.8|0.0|1.0|2.0|-6.53|24.0|4.0|-5.26|378.23|0.0|0.0|3.98|-5.64|2.98e-07|0.00086|0.0|-0.07296|4.3236|4.66|3.0253|-2248.276958|-2248.244231|552.91|918.38|0.4494|286.76|-2248.154966|284.0|-0.12616|2.5946|-0.19912|-2248.206714|3.7268|1.17|5.9318
21_a12|0.0|0|0|0.0|0.0|6.605297921|1|1|0.0|0.04375233|-0.008833375|3|0.037992832|-0.213225401|0.0|-0.362168355|10.31140747|-0.0546514309999999|1|-0.001825446|-0.388196876|-0.211367878|-0.522951134|0.923855679|0.835359152|-0.099516604|0.859899236|0|-0.100098765|-34.60932333|-50.37198585|75.46830038|76.35009799|-0.036878492|-25.34833425|0.0|-1.401382713|59.10840872|40.76379649|0.473492395|-705.2078018999999|0.229181643|11.18947411|0.8993077970000001|4652.242111|115.3294396|-354.8766794|0.017360942|914.8819508|0.0|17.0|4.01|78.41|1.82|0.0|98.16|0.0|1.0|3.0|-3.82|23.0|4.0|-6.45|319.38|0.0|0.0|2.68|-3.76|0.00015|0.0551|0.0|-0.0546899999999999|4.6851|2.56|3.9971|-1327.479547|-1327.451966|539.67|893.17|0.3665|264.64|-1327.347724|0.1668|-0.16784|2327.0|-0.22253|-1327.397348|3.2551|22.0|7.6576
2_a47|0.0|0|0|0.0|0.0|0.0|0|0|0.0|-0.002024001|-0.008527649|2|0.027058824|-0.004557357|1.454085483|-0.3581612489999999|10.93671092|-0.013580367|0|-0.006079384|-0.007299676|-0.0274111779999999|-0.444853768|0.916092248|0.671819147|-0.0253134039999999|0.875463345|1|-0.095655954|-41.57671973|-47.65477123|99.5619537|76.06154148|-0.036790752|-23.74109633|0.958043241|-1.4348393119999998|55.81329383|45.81686991|0.433425706|-714.8215685|0.215021885|9.369924133|0.764993595|4559.060763|107.1215986|-356.116445|0.016376351|910.626111|1.0|22.0|3.7|58.04|2.39|1.0|96.54|0.0|1.0|3.0|-5.46|24.0|3.0|-5.0|313.35|0.0|1.0|3.58|-5.11|3.46e-06|0.00243|0.0|-0.05285|3.7181|3.49|3.7181|-1010.540464|-1010.505024|536.13|902.07|0.2143|333.46|-1010.364507|0.2143|-0.15446|2.1266|-0.20731|-1010.412694|3.1004|631.0|6.2
12a_a32|0.0|1|1|3.442930603|0.0|7.765993078999999|0|0|0.0|0.087371302|-0.009460484|0|0.036711712|-0.0134169989999999|2.136609567|-0.463563696|10.31100269|-0.074344282|3|-0.001662219|-0.024155151|-0.1534110109999999|-0.583507277|0.788133615|0.845443342|-0.125149165|0.7507116140000001|1|-0.109151429|-53.20970382|-68.06885478|111.9735444|131.7691491|-0.0308471429999999|-42.44899997|62.28768050000001|-1.4189685719999998|81.41372467|63.52154605|0.456641145|-884.8951120999999|0.332293625|13.03685125|0.840404348|5656.0082|207.2244662|-551.8369996|0.021399091|1325.275819|1.0|19.0|6.49|140.04|1.1|1.0|110.47|1.0|1.0|7.0|-6.01|27.0|4.0|-6.32|397.52|1.0|0.0|3.6|-4.5|9.78e-07|0.0126|0.0|-0.05222|3576.0|4.63|3576.0|-1880.771042|-1880.734215|667.68|1114.3|0.2908|346.71|-1880.539078|0.2908|-0.14827|3.0517|-0.20049|-1880.600043|4.2371|25.0|7.6021
1o_a5|0.0|1|0|2.923171926|0.0|6.605297921|0|0|0.0|-0.266637757|-0.002633927|2|0.025987654|-0.033273504|0.0|-0.1079910069999999|10.94518594|-0.008511304|1|0.0051989459999999|-0.05876042|0.06759341|-0.231165601|0.670787375|0.78144982|-0.016408975|0.650008224|0|-0.072886362|-42.63505279|-39.1638643|167.3051756|62.16682117|-0.028770932|-21.04383087|1.01402588|-1.093295425|50.11479279|49.75766514|0.470590799|-587.4579645|0.300086449|14.20898333|0.8888980340000001|4572.818263|161.2447749|-315.657463|0.020380352|839.3293197999999|1.0|23.0|4.48|78.25|1.23|0.0|95.2|0.0|1.0|3.0|-4.08|25.0|4.0|-6.3|323.35|0.0|0.0|2.95|-4.08|8.329999999999999e-05|27.0|0.0|-0.07037|4.5011|2.66|4.1692|-1043.577386|-1043.536121|561.04|938.37|0.3966|275.45|-1043.422345|0.0071|-0.1693599999999999|4.7435|-0.23973|-1043.472984|5.4919|35.0|7.4559
6g_a40|0.0|0|0|0.0|0.0|8.421342866|1|2|1.628664494|0.102683335|-0.022381557|0|0.039863946|-0.120745388|0.607999575|-1.09669629|10.30179936|-0.251161616|2|-0.018182514|-0.221674172|0.05728593|-0.588058458|0.8316888240000001|0.832499949|-0.340429901|0.808096413|1|-0.156296046|-107.2113398|-101.5916383|328.78166810000005|256.5226419|-0.059045173|-66.03405036|47.36081569|-2.657032782|114.7475987|118.7493383|0.425569146|-1727.0578510000005|0.175795811|12.10032156|0.740853565|7822.892656|114.2663866|-1122.578856|0.020240097|2095.424743|0.0|14.0|3.43|213.89|0.59|1.0|124.18|1.0|3.0|5.0|-7.22|31.0|7.0|-7.02|474.53|1.0|0.0|2.37|-4.71|6.049999999999999e-08|0.00917|0.0|-0.08622|3.3197|7.38|2.8135|-2522.023752|-2521.990118|669.8|1144.59|0.4971|373.48|-2521.8114530000003|0.1307|-0.11857|6.7231|-0.20479|-2521.87499|8.9454|47.0|7.3279
8d_a8|0.0|1|0|3.190160226|0.0|7.05012252|0|0|1.41693287|-0.12349902|-0.0111144189999999|1|0.042323232|0.071729931|0.0|-0.633521883|10.94649761|-0.117111249|1|-0.001038264|0.111668404|0.025642021|-0.4385133129999999|0.76211539|0.757805416|-0.179357354|0.734212688|0|-0.103150936|-69.95878302|-67.26951954|57.93693239|200.0182229|-0.03820405|-43.86958028|92.49576602|-2.063018716|86.29065071|88.24385833|0.483207744|-1345.390391|0.324640122|14.52777156|0.935013517|6596.888351|211.7129122|-877.3916055999999|0.029166961|1992.108851|1.0|23.0|3.93|112.23|1.92|1.0|121.1|0.0|1.0|6.0|-4.91|32.0|5.0|-6.87|430.46|0.0|0.0|3.0|-4.47|1.24e-05|0.0147|0.0|-0.0600299999999999|4.6765|6.22|3.2963|-1447.595474|-1447.559429|690.78|1185.65|0.3|265.12|-1447.2928029999998|0.1879|-0.13754|6.0111|-0.19757|-1447.354662|7.5674|18.61|4.7303
47o_a18|0.0|0|0|0.0|0.0|7.03438793|1|1|0.0|0.052875948|-0.006476544|0|0.037484277|-0.006238734|0.0|-0.4339284229999999|10.94702017|-0.038296569|0|0.000787517|-0.009467295|-0.156998637|-0.490807196|0.7452092359999999|0.7435044540000001|-0.066242713|0.733228144|0|-0.088436375|-56.13142962|-64.2280736|77.37089184|140.2610102|-0.034545459|-46.6464782|82.54478365|-2.210909375|70.23090572|62.44459815|0.493146875|-1605.70184|0.127246923|19.35260972|0.972958142|6462.6049570000005|92.41474142|-1166.161955|0.008265369|1839.812293|1.0|18.0|3.69|85.29|2.94|3.0|139.63|0.0|1.0|9.0|-5.66|34.0|3.0|-6.12|454.56|0.0|0.0|2.76|-5.08|2.19e-06|0.00381|0.0|-0.0502|3.22|7.62|3.22|-1455.574672|-1455.547304|783.22|1352.29|0.5065|385.04|-1455.162559|0.5065|-0.13203|2.2316|-0.18223|-1455.231246|2.8284|47.0|7.3279
12bc_a36|0.0|1|0|3.43846811|0.0|7.412764017000001|2|2|0.0|-0.058020733|-0.007661816|2|0.04625323|0.068351685|0.0|-0.413738077|10.95883416|-0.027636036|1|-0.00097037|0.115647623|-0.1716508239999999|-0.442519304|0.884841888|0.836170906|-0.045186455|0.771220556|0|-0.107107992|-51.87437401|-71.97763346|83.35308244|111.3483497|-0.038558877|-48.36968394|0.0|-1.927943855|83.97121855|64.13376391|0.467645467|-1295.597402|0.22853193|15.54183457|0.878447423|6587.689277|153.57572439999998|-870.6543108999999|0.017847333|1679.392125|1.0|17.0|3.99|69.2|2.99|2.0|133.77|0.0|1.0|5.0|-5.08|31.0|4.0|-6.26|450.32|0.0|1.0|2.82|-5.18|8.27e-06|0.00295|0.0|-0.05828|5.2189|4.42|3.8696|-2152.134749|-2152.100551|705.12|1188.37|0.7456|237.57|-2151.9100780000003|0.3478|-0.15671|6.5854|-0.21499|-2151.971485|9.2445|8.0|8.0969
12c_a5|0.0|1|0|2.977832018|0.0|6.605297921|1|1|0.0|-0.212798523|-0.002685954|3|0.0252713179999999|-0.086795626|0.0|-0.16115723|10.9455378|0.0072946769999999|1|0.00586291|-0.1386392109999999|-0.020144382|-0.223631474|0.808899433|0.797601178|0.014673577|0.782051277|0|-0.066083881|-46.62294305|-43.47195613|143.44655559999998|104.5338363|-0.022421317|-28.59715492|13.26856229|-1.25559373|59.40070647|57.39441476|0.4609383929999999|-825.9671665|0.416414105|13.53008071|0.855075538|5877.765289|273.9296719|-543.3459436|0.024214085|1415.330929|1.0|23.0|5.03|75.72|1.57|1.0|121.26|0.0|1.0|6.0|-4.09|31.0|5.0|-6.79|411.5|0.0|0.0|3.31|-4.33|8.159999999999999e-05|0.0191|0.0|-0.04565|4.6671|2.06|4.0116|-1316.542713|-1316.5202869999998|694.24|1200.02|0.1513|265.66|-1316.244961|105.0|-0.16563|3.0135|-0.21128|-1316.305277|3.5993|47.0|7.3279
15c_a10|0.0|0|0|0.0|0.0|7.535296702|2|2|2.154210861|-0.236118846|-0.002218445|3|0.034807692|-0.06400528|2.063253638|-0.153072705|10.92970798|0.0123939039999999|1|0.012271987|-0.101214571|-0.35845963|-0.1742732839999999|0.7655272009999999|0.7351096359999999|0.022187689|0.733973277|1|-0.072537853|-32.5870313|-50.32840842|65.41494073|66.28884934|-0.019267867|-34.91899195|136.2098503|-1.233143495|66.5866765|42.7883594|0.449308156|-855.5829431|0.471771585|15.6886947|0.8158976029999999|6673.826433|327.3258326|-593.6228632|0.023432886|1619.721543|1.0|21.0|3.77|59.31|1.74|1.0|141.96|0.0|1.0|6.0|-3.85|34.0|6.0|-6.99|454.57|0.0|1.0|3.1|-4.57|0.0001419999999999|0.0122|0.0|-0.04724|5.5913|2.2|3.6709|-1450.241475|-1450.500669|762.21|1318.35|0.3939999999999999|221.75|-1450.139335|0.0|-0.14739|2.4256|-0.19463|-1450.201574|4.8283|0.1|7.0
6_a15|0.0|0|0|0.0|0.0|0.0|0|0|0.0|-0.199979249|-0.00951284|1|0.042926829|0.106485923|0.0|-0.513693384|10.95880677|-0.009025163|0|0.003942615|0.153430865|-0.281352401|-0.35221474|0.8511056929999999|0.691316481|-0.015484797|0.810779115|0|-0.123000073|-41.14459066|-71.76572566|105.4415725|82.0880213|-0.0307500179999999|-41.87249058|55.65697829|-1.599000943|88.94853813|58.34873264|0.3902945579999999|-932.9544335|0.4180252789999999|10.02135591|0.640136254|5589.043165|243.9013805|-544.3423775|0.029449813|1603.08412|0.0|18.0|4.43|61.84|2.18|2.0|109.7|0.0|1.0|7.0|-5.66|28.0|5.0|-5.33|380.44|0.0|1.0|4.11|-5.14|2.16e-06|0.00278|0.0|-0.02419|4.3423|3.94|3.7696|-1263.0243449999998|-1263.0072300000002|612.22|1092.02|0.2616|285.52|-1262.75978|0.0113|-0.15714|1.3789|-0.18133|-1262.820532|1.9421|35.0|7.4559
4_a4|0.0|0|0|0.0|0.0|7.535296702|1|1|2.156628874|-0.183963421|-0.001234337|2|0.036775068|-0.0214610589999999|2.183056868|-0.058013858|10.92992837|-0.037623601|1|0.0112367389999999|-0.035166634|-0.078747188|-0.157959343|0.646069495|0.77276149|-0.063012715|0.636572383|1|-0.06873731|-25.64211031|-35.41518716|13.70182982|34.37786704|-0.0255766729999999|-18.24679326|42.42341622|-1.099796957|40.86951119|30.05764711|0.398500394|-566.6429946000001|0.2062820269999999|8.855289118|0.66251148|4878.070704|106.2816773|-291.9486922|0.010586293|713.9097433|1.0|21.0|4.52|43.6|2.66|1.0|100.08|0.0|1.0|2.0|-4.12|25.0|3.0|-5.79|326.39|0.0|1.0|3.64|-4.57|7.59e-05|0.00877|0.0|-0.04865|5.382000000000001|3.24|4.0261|-1029.960398|-1029.93716|566.84|960.45|0.1106|230.37|-1029.763465|67.0|-0.1696599999999999|2.6814|-0.21831|-1029.813844|3.1195|78.0|7.1079
12b_a50|0.0|0|1|0.0|0.0|7.927685046000001|1|1|4.058595679|-0.19841119|-0.002929899|1|0.034845679|-0.08032584|2.112397566|-0.125985651|10.94501743|-0.115659308|2|0.011790103|-0.139522815|-0.291865836|-0.246831987|0.699597776|0.804535572|-0.189976035|0.660148928|1|-0.066155918|-22.92589265|-33.25880166|8.07905572|37.24447201|-0.0237482779999999|-16.72031641|86.49656508|-0.926182858|47.12729492|33.72918462|0.430791247|-465.6232233|0.4268092529999999|10.05480253|0.756824707|4672.843578|214.5713436|-234.0844297|0.027586169|812.3355548|1.0|20.0|2.59|48.53|2.02|0.0|94.69|0.0|2.0|2.0|-3.16|24.0|3.0|-6.44|313.36|0.0|1.0|2.59|-3.84|0.000685|45.0|0.0|-0.02974|4.7089|2.47|3.9305|-1006.664619|-1006.641541|539.15|909.8|0.2425|263.3|-1006.501585|0.0777|-0.16451|4.0567|-0.19425|-1006.550688|5.6617|4.74|5.3242
19_a20|0.0|1|0|3.423603867|0.0|6.842683282|0|0|0.0|0.071176085|-0.0096278259999999|3|0.0396875|0.103271147|1.622562232|-0.539158264|10.94899558|-0.063133522|1|-0.004654742|0.175308615|-0.083481481|-0.5838248970000001|0.811128636|0.7619768840000001|-0.105118869|0.7741509329999999|1|-0.099685049|-60.26825633|-65.49811346|339.8339889|161.33709|-0.038340404|-43.03556944|88.19441661|-1.993700989|75.98477124|69.23289949|0.483310517|-1309.962269|0.203929412|15.38668579|0.935398401|6325.747732|133.9919257|-860.7113887|0.0159602|1645.535318|1.0|27.0|4.97|110.44|1.33|1.0|122.86|0.0|1.0|5.0|-4.89|32.0|5.0|-6.8|420.47|0.0|0.0|3.16|-4.57|1.29e-05|0.0112|0.0|-0.06767|3.3616|5.01|3.3616|-1368.413151|-1368.378274|687.79|1190.68|0.2998|368.83|-1368.129074|0.2998|-0.13903|4.2507|-0.2067|-1368.190746|6.3327|2.6|5585.0
12s_a36|0.0|1|0|3.486136149|0.0|7.412764017000001|2|2|0.0|-0.057853364|-0.007059109|2|0.042804233|0.037454164|0.0|-0.4023692|10.95352614|-0.050363149|1|0.003962098|0.063448144|-0.1763783589999999|-0.434472457|0.90414347|0.8060798779999999|-0.086791463|0.856274847|0|-0.1000534719999999|-46.58030248|-64.57958827|110.6090028|109.5085883|-0.035868226|-41.6829437|10.23927133|-1.901015959|76.34126108|59.13914165|0.4604765839999999|-1227.012177|0.245801617|13.98635088|0.853487672|5890.905249|158.6528381|-791.9759303|0.018222417|1626.909053|1.0|17.0|3.24|69.2|2.24|1.0|128.72|0.0|1.0|5.0|-4.16|30.0|4.0|-6.55|395.46|0.0|1.0|2.14|-4.3|6.929999999999999e-05|0.02|0.0|-0.04908|3.8751|3.48|3.7604|-1272.270833|-1272.236664|683.24|1150.67|0.4501|319.95|-1272.00109|0.0002|-0.15559|6.6068|-0.20467|-1272.061111|8.7738|9.0|8.0458
19j_a38|0.0|1|0|3.235947106|0.0|7.412764017000001|2|2|0.0|-0.089207643|-0.007976154|2|0.04391253|0.105682345|0.0|-0.438688445|10.95429182|-0.036248822|1|-0.002443797|0.23209815|-0.20848518|-0.42133715|0.7163622890000001|0.846765471|-0.060360554|0.6885713729999999|0|-0.108006563|-57.80349365|-73.92901683|131.29876370000002|131.9851314|-0.038119963|-50.60340201|29.18585028|-1.944118135|90.05233553|74.95583121|0.408533267|-1330.722303|0.285630155|12.69084117|0.6907121629999999|6704.612831|195.5099392|-910.8612362|0.023555355|1862.79182|1.0|17.0|3.17|105.02|1.76|1.0|130.41|0.0|1.0|5.0|-4.35|32.0|5.0|-7.13|426.45|0.0|0.0|2.44|-4.12|4.46e-05|0.0322|0.0|-0.06447|6.0361|3.23|3.6886|-1424.426858|-1424.390074|686.26|1163.3|354.0|205.41|-1424.183388|0.2625|-0.15182|10.8124|-0.21629|-1424.24494|14.4895|8.0|8.1146
6f_a40|0.0|0|0|0.0|0.0|8.421342866|1|2|1.750582483|0.134099184|-0.01691341|0|0.038309179|-0.122783873|0.737582436|-0.8287570679999999|10.30179966|-0.190617284|2|-0.008368734|-0.233222505|0.092206207|-0.628934821|0.7710013309999999|0.836826225|-0.268802228|0.742681934|1|-0.130571562|-86.21963207|-83.88605319|207.7174501|221.1408856|-0.052228625|-53.89282175|40.01876255|-2.350288117|92.77827871|96.49789556|0.410805404|-1509.948957|0.137191276|11.87042702|0.69723213|7328.308886|88.13890599|-970.0707913999998|0.013841059|1750.039046|0.0|14.0|3.66|199.45|1.1|1.0|124.54|1.0|3.0|5.0|-6.95|30.0|5.0|-6.9|457.55|1.0|0.0|2.61|-4.64|1.13e-07|0.0105|0.0|-0.08982|3.5741|6.96|2.57|-2426.972609|-2426.924155|668.95|1139.55|0.2362|346.89|-2426.725129|0.0158|-0.1131799999999999|6.2384|-203.0|-2426.787111|8.7269|42.0|7.3768
12s_a30|0.0|0|0|0.0|0.0|7.412764017000001|2|2|0.0|-0.00019297|-0.007621736|2|0.04625323|-0.0601024909999999|0.0|-0.403952011|10.31162892|-0.04950715|1|-0.001131023|-0.1597740919999999|-0.145315868|-0.446807335|0.609043558|0.83236194|-0.080971844|0.591758164|0|-0.103647048|-58.75255278|-67.11451776|89.91581294|189.9114627|-0.040189672|-43.45862792|0.0|-1.969293912|78.38074776|71.26547471|0.467381416|-1275.175837|0.209518167|15.14544373|0.877516163|6639.7334200000005|135.66918710000002|-825.7139305|0.017398791|1613.162737|1.0|17.0|4.67|81.65|3.58|2.0|127.19|0.0|1.0|5.0|-5.49|31.0|6.0|-6.06|434.46|0.0|0.0|3.21|-5.17|3.24e-06|0.00291|0.0|-0.0551|5.0438|4.32|3.5348|-1774.236634|-1774.202623|677.35|1140.1|0.2148|245.81|-1774.01033|0.1576|-0.14985|3.0335|-0.20495|-1774.072418|3.9579|7.0|8129.0
