molecula|n9FaRing|Gibbs Free Energy|AATSC1s|MATS7i|ATSC1c|AATSC8d|AATSC1pe|SIC2|GATS1pe|RASA|TPSA_x|RPCS|FNSA2|WNSA4|GeomDiameter|PPSA5|CYP2D6 inhibitor|Fraction Csp3|TPSA_y|Molar refractivity|Heavy atom count|Egan filter|BBB|Log S (ESOL)|Solubility [Log S (ESOL)] (mol/l)|Area (grid)|pIC50
9h_a24|0|-945.200628|2.01e-05|0.078066659|-0.105982525|-0.002471577|0.012380829|0.859720539|0.656172477|0.883775278|54.93613103|1.773520599|-0.8935525440000001|-5.871651668999999|11.11300329|15.02620893|0.0|0.0|72.28|82.17|22.0|0.0|1.0|-3.24|0.000575|506.68|7.1135
8f_a12|1|-1481.008909|-0.062406088|-0.013400998|-0.3981937339999999|-0.024023866|-0.00094279|0.80546986|0.8409290840000001|0.869823177|73.97552223|0.0|-1.6818542230000002|-12.34367323|13.00131176|6.836832748|1.0|0.1|78.41|115.66|27.0|0.0|1.0|-5.24|5.72e-06|606.97|6.1898
30_a47|1|-1695.9887|-0.184735553|0.013114301|-0.415191425|0.0467853809999999|-0.008325552|0.913855507|0.651797437|0.67896733|192.6285289|76.90733636|-1.609452527|-13.79658605|12.94704346|16.87442216|1.0|0.05|98.72|104.25|28.0|0.0|0.0|-4.1|7.94e-05|615.85|7.9
12ag_a36|0|-1332.003616|-0.084341564|0.063109409|-0.436614203|-0.050147748|-0.000673716|0.8910146309999999|0.698414933|0.7468300940000001|159.6746787|0.0|-1.946854457|-15.48857353|15.13240062|12.1906363|0.0|0.14|69.2|123.71|30.0|0.0|1.0|-4.16|6.96e-05|658.68|7.7696
14a_a10|0|-1489.487381|0.0437538159999999|0.027446544|-0.147427016|-0.00421565|0.012272222|0.770129205|0.740051323|0.911549451|64.18371923|134.15514270000003|-1.270993412|-9.988888957|18.88856367|15.9041322|1.0|0.39|59.31|146.76|35.0|0.0|1.0|-4.8|1.58e-05|800.01|7.1308
4R4k_a46|0|-1053.254911|-0.088084767|-0.104665424|-0.252970193|-0.1032662209999999|0.006050983|0.787615341|0.784722915|0.890625164|58.20005971|0.0|-1.4608409080000002|-8.617349646000001|10.33328154|3.857266463|1.0|0.33|50.94|100.96|25.0|0.0|1.0|-4.83|1.4800000000000002e-05|565.94|7.0132
16_a4|0|-1057.429593|-0.095499301|0.007101649|-0.089168424|0.019290123|0.006466406|0.8366279120000001|0.482473457|0.7898461090000001|103.5057102|74.430775|-1.201404885|-8.095443438|10.19502391|5.67083266|0.0|0.11|30.71|85.02|23.0|0.0|1.0|-4.43|3.68e-05|515.68|6.4647
19k_a38|0|-1500.680373|-0.17467835|0.098947776|-0.6888696990000001|-0.0184136539999999|-0.00835812|0.908591797|0.730686013|0.658700057|216.567059|116.0039747|-2.411793744|-17.9828603|12.89431427|13.8345897|0.0|0.13|124.32|133.79|33.0|0.0|0.0|-3.62|0.0002399999999999|677.64|7.9666
21_a34|0|-1483.12009|-0.091664226|-0.125881566|-0.7020096440000001|-0.009996155|0.00130996|0.796991578|0.660871869|0.676390843|217.1470086|77.34839362|-2.120218984|-18.7187412|13.65523159|16.08669155|0.0|0.12|86.55|122.59|33.0|0.0|0.0|-4.71|1.94e-05|698.17|5.4737
7_a3|0|-1731.651178|-0.106234254|-0.047419994|-0.327648836|0.030246987|-0.006696449|0.8632654590000001|0.773152968|0.782294598|107.7330046|76.07607751|-1.253831681|-9.030659289|8.644978051|7.422807617|1.0|0.0|92.93|95.5|23.0|0.0|0.0|-4.87|1.34e-05|522.73|5.9901
14a_a25|0|-1352.086073|-0.05112778|0.051906412|-0.255585831|-0.019985937|0.006158124|0.792935475|0.653818362|0.850426305|98.18816423|58.18995584|-1.76835447|-14.37809314|14.55676745|8.689513304|1.0|0.08|72.7|126.26|32.0|0.0|0.0|-5.29|5.13e-06|689.55|6684.0
8e_a46|0|-954.793305|0.000950213|-0.126773923|-0.046696417|-0.016857659|0.0123581919999999|0.837678812|0.668786636|0.921352352|40.04689925|53.05984592|-0.989734694|-5.967832774|9.911785304|6.023886838999999|1.0|0.32|43.6|91.93|23.0|0.0|1.0|-4.04|9.15e-05|552.99|6.3915
12ab_a36|0|-1364.300531|0.000258844|0.035377607|-0.408023082|-0.029080933|0.002112069|0.888163057|0.8196353679999999|0.8410557559999999|109.6369437|15.55386871|-1.805481415|-15.90828969|15.18764075|16.81984117|0.0|0.17|92.99|133.27|32.0|0.0|0.0|-3.91|0.000122|712.73|7.9586
15a_a10|0|-1278.200428|0.022297552|-0.125297206|-0.144512841|-0.062038567|0.01192767|0.820233357|0.713078124|0.915137224|54.61835033|122.7715002|-1.3835569680000002|-10.42022369|11.33516398|11.51002664|1.0|0.29|56.07|118.92|30.0|0.0|1.0|-4.4|3.94e-05|687.57|7.6198
17d_a50|1|-1335.713194|0.03538699|0.006071856|-0.140830095|-0.125540541|0.01245647|0.789310938|0.7276268779999999|0.929886823|48.62532158|86.38197811|-1.535398758|-12.30823045|12.62170017|9.139672835|1.0|0.35|51.77|133.19|32.0|0.0|1.0|-4.88|1.31e-05|727.15|7.1308
14aa_a23|1|-1708.338059|-0.026892547|0.031136154|-0.287870566|-0.044957534|0.012103325|0.8072028240000001|0.693959193|0.924108042|51.68445972|83.27171526|-1.6743643259999998|-14.65218978|15.78173785|9.388663605|0.0|0.12|105.02|130.22|32.0|0.0|0.0|-5.55|2.81e-06|715.57|8451.0
14b_a3|0|-1327.398177|-0.1160619169999999|-0.1551678719999999|-0.356087317|-0.102362298|-0.004161699|0.848135222|0.8255789570000001|0.786476513|104.4171556|82.79166784|-1.312913604|-8.721397057|9.738358819|8.483998032|1.0|0.06|105.82|93.25|23.0|0.0|0.0|-3.99|0.000103|524.27|6.4202
11c_a31|0|-1559.253116|-0.141329185|-0.031640011|-0.847114804|-0.085216451|-0.008375297|0.8906705429999999|0.787929678|0.564143263|255.2562173|70.98337779|-1.825664624|-14.56188764|13.95917988|17.07472346|0.0|0.28|125.57|97.32|26.0|0.0|0.0|-3.98|0.000105|622.22|6.8861
18_a47|1|-1354.037606|-0.06345679|-0.026357805|-0.2342475789999999|-0.016728205|0.0015586929999999|0.851462739|0.630969651|0.777824025|139.1786571|3.684585007|-1.5194711930000002|-11.9254166|12.35791568|10.84884165|1.0|0.08|79.38|119.78|31.0|1.0|0.0|-5.37|4.29e-06|652.12|8.6
8a_a31|0|-1347.446223|-0.158899731|-0.1480271209999999|-0.586331322|-0.01861065|-0.009293513|0.895174844|0.883113019|0.594139864|200.6591816|465.4559302|-1.501053781|-10.19199103|10.63792161|14.85788369|1.0|0.2|114.29|83.83|22.0|0.0|0.0|-3.11|0.000773|538.75|6.1024
17a_a25|0|-1391.385492|-0.036457743|-0.017081614|-0.248224991|0.006360768|0.006423059|0.8005589320000001|0.659740852|0.874586929|89.44809639|80.30332825|-1.666953566|-15.142307999999998|16.93624014|10.96472369|1.0|0.11|72.7|131.06|33.0|0.0|0.0|-5.13|7.44e-06|747.06|7.6021
13_a10|0|-1065.732389|-0.055497169|-0.093280469|-0.259721373|-0.001592366|0.003791547|0.84680169|0.736686715|0.818027691|91.99711608|0.0|-1.234905671|-7.698174391|9.209972585|9.595006108|1.0|0.15|63.83|97.14|25.0|0.0|1.0|-4.1|7.87e-05|550.83|6.7959
AKLKII_a46|0||-0.030657|-0.008897473|-0.129865138|0.036226415|0.006731579|0.8264237520000001|0.687139108|0.837641394|76.99187522|0.0|-1.161800612|-7.464534402999999|11.22955511|7.390123534|1.0|0.06|67.35|85.32|22.0|0.0|1.0|-3.58|0.000266||6.7423
14_a15|0|-1280.87015|-0.0455566929999999|-0.033982971|-0.374014235|-0.015736888|0.0034254209999999|0.7651878809999999|0.7933685340000001|0.8870890459999999|72.36402409|2.923143027|-1.743106111|-13.50893838|10.18067005|9.797353271|1.0|0.12|56.27|119.95|30.0|1.0|0.0|-5.83|1.47e-06|689.8|7.5229
12ad_a36|0|-1460.610659|-0.073048351|0.046496301|-0.649957196|0.010723827|0.000906224|0.8846605|0.7767870459999999|0.760267769|169.7321223|81.68309557|-2.047680239|-18.32944602|16.772513699999998|20.51012207|0.0|0.17|95.5|135.03|33.0|0.0|0.0|-4.08|8.36e-05|737.53|7.7696
27c_a34|0|-1426.31053|-0.1450543259999999|-0.08157574|-0.80008116|-0.014364543|-0.004694534|0.8353837409999999|0.804740647|0.631065353|248.17931940000005|119.8660257|-2.26746252|-19.35960719|15.31184469|15.45573273|1.0|0.12|104.29|119.71|32.0|0.0|0.0|-4.45|3.52e-05|709.72|6.0969
6_a4|0|-1108.392115|0.010164572|0.042096749|-0.064723237|-0.208689928|0.01098094|0.810030118|0.664247086|0.945545838|30.33467048|45.93422613|-1.206286076|-7.639600225|9.981741408|4.937800786|1.0|0.26|43.6|109.7|27.0|0.0|1.0|-5.11|7.74e-06|613.83|5.8861
4l_a46|0|-1092.53932|-0.075241716|-0.067419714|-0.255755434|-0.161358058|0.006162668|0.762625193|0.7936534740000001|0.892158627|61.00681586|0.0|-1.533502748|-9.6227739|9.833034117|3.468091068|1.0|0.36|50.94|105.77|26.0|0.0|1.0|-5.11|7.78e-06|612.39|7.0088
14x_a23|1|-1828.228912|-0.111315218|0.05740118|-0.335030301|-0.0229244|0.003906274|0.8668730109999999|0.558482531|0.7768288609999999|147.90081730000003|87.28077098|-1.6006371069999998|-14.95753786|14.62325432|14.57194888|0.0|0.05|105.02|120.2|32.0|0.0|0.0|-5.27|5.41e-06|675.21|8.4949
12bh_a36|0|-1311.356102|-0.047482048|0.001012669|-0.401249012|-0.035747988|0.0045625|0.833398429|0.857993338|0.833491953|110.81353529999998|0.0|-1.991880197|-15.75398235|14.56834609|10.18741188|0.0|0.21|69.2|133.68|31.0|0.0|1.0|-4.6|2.5e-05|715.94|7.8539
17a_a22|0|-1407.935792|-0.092107225|-0.054347074|-0.314134834|-0.005724389|0.0027615779999999|0.805071997|0.7994946709999999|0.8594770140000001|96.01444244|0.0|-1.758088991|-14.39939974|16.63169381|13.19906822|1.0|0.15|68.52|128.29|33.0|0.0|1.0|-4.96|1.09e-05|731.19|7.0862
12d_a30|0|-1614.894406|-0.033312179|-0.092984185|-0.354778373|-0.075816941|0.005965451|0.8532172109999999|0.7991060659999999|0.843009925|101.4221952|0.0|-1.884794029|-15.12802292|13.92427286|8.672532296|0.0|0.17|81.65|132.24|30.0|0.0|0.0|-5.15|7.05e-06|695.57|7.9508
4r_a46|0|-1069.284137|-0.074041799|-0.15196733|-0.141309389|-0.048758575|0.0061041|0.8549242340000001|0.76719475|0.8478197820000001|80.72661483|0.0|-1.220098292|-7.304896049|10.69131411|8.076584289|1.0|0.35|63.83|97.9|25.0|0.0|1.0|-3.55|0.000279|571.75|5.8499
13_a12|0|-876.258343|-0.0619247109999999|-0.21832579|-0.272508888|0.021322992|0.002279068|0.7300173240000001|0.804066411|0.90006391|48.98899535|66.2289548|-1.2947675790000002|-8.408963103|11.36787272|3.656774794|1.0|0.12|50.7|84.74|21.0|0.0|1.0|-4.2|6.3e-05|532.86|7.0315
17e_a50|1|-1374.992422|0.038322942|-0.011278897|-0.141076059|-0.114420412|0.012372059|0.7791604190000001|0.736221185|0.930108205|48.62532158|86.98647608|-1.67926185|-12.90180444|16.70124474|7.135108233|1.0|0.37|51.77|138.0|33.0|0.0|1.0|-5.18|6.58e-06|757.34|6.8097
16j_a32|1|-2034.408854|-0.086195934|-0.0667943999999999|-0.778815477|0.021997616|-0.00030659|0.839271289|0.762429418|0.8259884120000001|124.4493461|45.81893652|-1.817252458|-17.53752467|13.20372234|15.48758085|0.0|0.33|149.27|121.3|30.0|1.0|0.0|-5.41|3.89e-06|729.78|8.0315
20a_a10|0|-1388.957848|0.049376168|-0.035536682|-0.197323337|0.011011878|0.008297595|0.817646497|0.63495222|0.913681336|56.1599532|47.01787447|-1.456429076|-11.8557778|15.37476788|10.76131538|0.0|0.11|76.62|126.35|33.0|0.0|0.0|-5.59|2.56e-06|696.63|5.9208
4f_a49|0|-1179.080799|-0.087045007|-0.087861524|-0.418450768|0.0705130559999999|0.001714014|0.8557769120000001|0.670594896|0.7370618040000001|142.7551002|59.72286429999999|-1.439288231|-9.866320682|11.20071713|11.34983222|1.0|0.14|80.9|102.08|27.0|0.0|0.0|-4.09|8.120000000000001e-05|575.01|7.3979
7_a27|0|-1122.304359|-0.050197188|-0.133453335|-0.288487667|-0.056500475|0.010596392|0.8546689820000001|0.62067794|0.85111414|83.57286704|60.73467304|-1.352503929|-9.469994277|12.087978|8.106228264|0.0|0.2|65.6|102.36|26.0|0.0|1.0|-4.28|5.2e-05|606.74|9.0
4m_a46|0|-1030.980844|0.051308728|-0.302054595|-0.0329557579999999|0.007901235|0.010359417|0.7975218959999999|0.626578283|0.948973877|26.89046601|35.77391986|-1.008702005|-6.225322922999999|9.923886653|6.446588969|0.0|0.29|54.5|98.69|25.0|0.0|1.0|-4.57|2.68e-05|558.63|5.8901
25_a47|1|-1735.279715|-0.1084905069999999|-0.055724653|-0.486951604|0.002716049|-0.00269275|0.906449648|0.622598899|0.786958319|129.3338553|51.5831002|-1.407553754|-11.52783528|13.26689626|17.76440561|1.0|0.1|84.73|109.7|29.0|0.0|0.0|-4.82|1.52e-05|626.55|7.8
1_a6 (SB-431542)|0|-1292.41452|-0.175408303|0.1008839219999999|-0.766207981|-0.0492229479999999|-0.008385698|0.805877431|0.795744863|0.5940412860000001|240.8019609|105.3125675|-2.083447046|-16.29019397|14.26172029|14.4623285|1.0|0.05|103.12|106.85|29.0|0.0|0.0|-4.25|5.660000000000001e-05|619.92|5.8119
11e_a5|0|-1316.301553|0.038643235|-0.07965|-0.192538515|-0.010236262|0.008721244|0.8215345|0.747366251|0.876758791|81.64179149|0.0|-1.580379517|-12.38472918|18.17739133|11.21791539|1.0|0.24|66.93|125.71|31.0|0.0|1.0|-4.72|1.9e-05|717.76|7.3979
12q_a30|0|-1987.847256|-0.27228842|-0.016509571|-0.873376576|-0.021542639|-0.004395528|0.867367115|0.593245722|0.845745827|105.1162273|0.732186841|-2.427381881|-21.2680622|13.96052394|11.29774462|0.0|0.17|90.88|133.96|34.0|0.0|0.0|-5.92|1.2e-06|713.16|7.4449
11_a15|0|-1450.457814|-0.029665252|-0.036023137|-0.402711212|0.023543401|0.003766915|0.76664841|0.796300317|0.8945381259999999|72.27026771|0.0|-1.949155337|-15.7814467|11.76226306|12.39401492|1.0|0.07|59.51|138.24|34.0|1.0|0.0|-6.1|7.970000000000001e-07|739.57|6.1314
3n_a32|1|-1825.218291|-0.01504795|-0.056907012|-0.295303659|-0.0711168609999999|0.002379137|0.868826775|0.762657782|0.840041782|91.96452611|0.0|-1.205687365|-9.057526067|11.72372261|12.0969734|0.0|0.32|120.17|106.44|26.0|0.0|0.0|-4.91|1.23e-05|614.67|7.6778
12j_a30|0|-1614.894278|-0.033312179|-0.02473642|-0.354848778|-0.075816941|0.005965451|0.846470093|0.7991060659999999|0.842199041|101.9784021|0.0|-1.882653966|-15.12043521|15.41574553|8.71869951|0.0|0.17|81.65|132.24|30.0|0.0|0.0|-5.15|7.05e-06|695.8|8058.0
4S4k_a46|0|-1053.255345|-0.088084767|-0.104665424|-0.252970193|-0.1032662209999999|0.006050983|0.787615341|0.784722915|0.891734458|57.39060501|0.0|-1.46291223|-8.564028983|10.26616763|3.807172093|1.0|0.33|50.94|100.96|25.0|0.0|1.0|-4.83|1.4800000000000002e-05|566.82|6.7055
3f_a32|1|-1711.9193289999998|-0.0434359079999999|-0.062954205|-0.275173181|-0.110286539|0.002565215|0.871865543|0.786074011|0.874026684|71.02334697|0.0|-1.265867765|-9.580412233|10.89495051|6.573564628|1.0|0.28|110.94|102.66|24.0|0.0|0.0|-5.4|3.96e-06|604.9|8.0458
12e_a31|0|-1809.650069|-0.044316064|0.0113193469999999|-0.70267073|-0.015755876|-0.000231353|0.82100963|0.76012894|0.721526766|202.5115275|595.9853231000001|-2.089171358|-19.38348182|19.50674899|15.15615632|1.0|0.24|117.37|129.38|33.0|0.0|0.0|-5.42|3.83e-06|781.61|6.7696
14w_a23|1|-1828.222578|-0.109136569|0.045196333|-0.330575965|-0.031435038|0.003906274|0.8668730109999999|0.558482531|0.7880718659999999|140.15462380000002|90.15900589|-1.681653166|-15.648625699999998|15.58053709|13.70608418|0.0|0.05|105.02|120.2|32.0|0.0|0.0|-5.27|5.41e-06|676.92|8.6737
1j_a5|0|-1065.723417|-0.010620031|-0.115553003|-0.175183967|-0.032333695|0.006957291|0.848473695|0.717355058|0.847163872|82.09385267|1.471030887|-1.117587665|-7.86442482|13.80288876|14.36297201|1.0|0.05|63.69|96.98|25.0|0.0|1.0|-4.2|6.29e-05|572.47|7.6198
8_a4|0|-1450.121028|0.03148225|-0.072752231|-0.056197036|0.05775266|0.009595591|0.879500982|0.576540652|0.925132446|38.69916707|37.17889653|-0.983925625|-6.572312789|9.972991122|7.671983829|1.0|0.15|43.6|100.13|25.0|0.0|1.0|-4.84|1.46e-05|561.6|7.2676
15_a10|0|-1603.907391|0.035396617|-0.0729795729999999|-0.142251304|-0.05940848|0.009514122|0.863438637|0.635064845|0.915526801|50.34268476|108.7226878|-1.186313662|-8.964715924|11.23924661|12.47504566|1.0|0.23|52.83|111.21|28.0|0.0|1.0|-4.81|1.56e-05|641.98|7.4815
21a_a23|1|-1669.0502720000002|-0.038876045|0.071115216|-0.3082571839999999|-0.083864151|0.01180744|0.79188323|0.6906097959999999|0.926538469|48.49696614|82.08958626|-1.729161021|-15.07212993|15.66066298|7.379733085|0.0|0.09|105.02|125.25|31.0|0.0|0.0|-5.28|5.29e-06|701.01|6.9914
14s_a23|1|-2089.352478|-0.022580082|0.049317519|-0.298573309|-0.064006338|0.009263715|0.846632079|0.659570836|0.92763624|46.42188642|82.55990607|-1.610008704|-14.09722664|14.26730044|11.11743642|0.0|0.05|105.02|125.29|31.0|0.0|0.0|-5.55|2.83e-06|668.66|8.5482
9b_a31|0|-1578.665571|-0.070525429|-0.045938305|-0.706953442|-0.091236608|-0.001981487|0.899394425|0.77051712|0.669120552|202.8908225|552.0968813|-1.835754351|-14.68594601|15.2652837|15.38435497|1.0|0.32|117.37|103.36|27.0|0.0|0.0|-3.86|0.000137|663.06|7.2007
18_a31|0|-1465.359325|-0.138136629|-0.051184519|-0.640807491|-0.096301845|-0.007811355|0.904870098|0.838968212|0.72588713|160.8952371|0.0|-1.81257508|-13.87749294|12.84812443|9.822812434|1.0|0.28|119.14|99.32|25.0|0.0|0.0|-3.62|0.000241|630.26|6.8861
3d_a32|1|-1672.638515|-0.034290847|-0.0620110029999999|-0.269655316|-0.0602430179999999|0.002004382|0.90169022|0.77923808|0.892845502|58.01666174|0.0|-1.118246623|-8.405385739|10.75032687|8.697152881000001|1.0|0.24|110.94|97.86|23.0|0.0|0.0|-5.13|7.36e-06|569.29|8.0915
14e_a25|0|-1520.767443|-0.138693649|0.0065927719999999|-0.524066339|0.011176663|-0.0005394919999999|0.8322445820000001|0.6954126970000001|0.7240504329999999|201.94039730000003|97.78313402|-2.2100168680000003|-20.76384175|16.63781964|11.09035375|1.0|0.07|115.79|134.35|35.0|0.0|0.0|-4.73|1.86e-05|760.96|7.1249
3b_a32|1|-1594.049677|-0.064476472|-0.0411430079999999|-0.265971895|0.10614163|0.00020567|0.866250192|0.7725667079999999|0.8407393809999999|78.12568166|0.0|-1.103910485|-8.049905042|10.69254007|7.59811844|1.0|0.13|110.94|88.24|21.0|0.0|0.0|-4.65|2.23e-05|524.46|8.2366
8a_a32|1|-1880.595748|-0.056633919|-0.0281981579999999|-0.497414715|-0.128684642|-0.001662219|0.8966299409999999|0.7507116140000001|0.814553726|116.298071|66.81560596|-1.641192863|-14.03170956|14.26997798|11.12113054|1.0|0.26|140.04|110.69|27.0|1.0|0.0|-4.99|1.02e-05|667.29|7.3468
47c_a18|0|-1664.277127|-0.048726885|0.047739847|-0.537230966|0.028947131|0.002674691|0.7912974190000001|0.7601847759999999|0.8128616409999999|150.4485025|103.416376|-2.350000928|-20.80632033|18.73268473|13.19009806|1.0|0.3|97.76|154.77|38.0|0.0|0.0|-5.09|8.12e-06|850.89|8.5229
3k_a32|1|-1750.0122420000002|-0.001250803|-0.047167919|-0.270019022|-0.077097565|0.002509816|0.8306695270000001|0.7681279190000001|0.8777482409999999|68.92687468|0.0|-1.271758703|-9.40163104|11.6688363|6.9505405620000005|1.0|0.32|110.94|105.36|25.0|0.0|0.0|-5.61|2.47e-06|611.65|8.0605
12f_a30|0|-1987.848015|-0.274237737|0.1468972409999999|-0.874676289|-0.046588557|-0.004395528|0.876441789|0.593245722|0.8357464459999999|115.8783181|1.45550709|-2.396571368|-22.5055335|15.86072943|12.36587885|0.0|0.17|90.88|133.96|34.0|0.0|0.0|-5.92|1.2e-06|729.87|7.7144
11g_a5|0|-1329.988893|0.009272269|-0.083337229|-0.252634073|-0.007175378|0.006964153|0.8737292720000001|0.73551511|0.837943738|106.4990972|0.0|-1.297557078|-10.98794595|18.16867625|21.05845771|1.0|0.08|81.51|118.35|31.0|0.0|0.0|-4.31|4.88e-05|693.48|7.5229
14h_a23|1|-1721.99264|0.006191846|0.0316908439999999|-0.307907256|-0.034313725|0.009266617|0.860920386|0.669357479|0.923430574|51.620282|86.83095818|-1.621174834|-15.35036053|15.0735214|12.79687369|0.0|0.04|128.81|125.0|32.0|0.0|0.0|-4.9|1.27e-05|699.86|8.3468
1h_a5|0|-990.523098|-0.009075016|-0.02598568|-0.085074391|-0.044117647|0.007357977|0.8436458929999999|0.6977404359999999|0.8806402259999999|62.25239147|0.484419999|-1.111947978|-7.561719827|13.14687756|8.268552715|1.0|0.05|54.46|95.45|24.0|0.0|1.0|-4.45|3.5600000000000005e-05|556.57|7.5528
13a_a30|0|-1744.281248|-0.118776867|-0.036541822|-0.627166322|-0.0351777|-0.002215642|0.885516463|0.802578397|0.6963945559999999|204.9120824|102.6479456|-2.27014041|-19.5115996|15.1104742|11.6174288|0.0|0.13|124.74|135.37|32.0|0.0|0.0|-4.3|5e-05|721.66|7.8665
7g_a8|0|-1374.3479960000002|-0.067360394|-0.030968098|-0.481134236|-0.027717137|0.0002620309999999|0.79995525|0.606087461|0.699376143|180.1699331|56.75323443|-2.020168201|-16.4912131|14.3346384|11.15541466|0.0|0.04|80.04|108.0|30.0|0.0|0.0|-5.44|3.59e-06|620.67|4.6772
12o_a36|0|-1440.734965|-0.079716275|0.03842353|-0.613501857|-0.010904454|-0.000472698|0.848816593|0.817582774|0.7592112809999999|173.4105814|112.1259723|-2.018706878|-18.36865355|13.80895167|19.1468529|0.0|0.17|98.3|138.06|33.0|0.0|0.0|-3.64|0.000227|728.07|7.3979
12m_a30|0|-1743.030004|0.024086432|-0.1305457069999999|-0.57615692|-0.0547272029999999|0.0026474159999999|0.893689741|0.770326886|0.783260049|147.06395700000002|237.0982213|-2.067195455|-18.66147291|16.40342255|13.2317657|0.0|0.13|114.67|133.52|32.0|0.0|0.0|-5.01|9.71e-06|714.92|7.5114
19j_a38|0|-1424.24494|-0.04575843|0.105682345|-0.438688445|-0.036248822|-0.002443797|0.908721232|0.6885713729999999|0.8071763829999999|131.9851314|29.18585028|-1.944118135|-17.86002424|12.69084117|16.123318700000002|0.0|0.13|105.02|130.41|32.0|0.0|0.0|-4.12|7.55e-05|686.26|8.1146
4a_a49|0|-1312.98289|-0.074495823|-0.080255074|-0.3631108529999999|0.018857363|0.000660956|0.856023531|0.731643066|0.7570436159999999|149.0098632|60.11195021|-1.4936715669999998|-11.01687292|15.01791558|14.48911428|1.0|0.22|92.93|114.08|30.0|0.0|0.0|-3.52|0.000305|660.19|7.4949
47o_a18|0|-1455.231246|-0.055408687|-0.006238734|-0.4339284229999999|-0.038296569|0.000787517|0.781148177|0.733228144|0.806872998|140.2610102|82.54478365|-2.210909375|-18.22128055|19.35260972|6.002832126|1.0|0.25|85.29|139.63|34.0|0.0|0.0|-5.08|8.38e-06|783.22|7.3279
12p_a30|0|-1614.890598|-0.031328052|-0.062956958|-0.3550576729999999|-0.128484994|0.005965451|0.8371763179999999|0.7991060659999999|0.843381594|100.1386407|0.0|-1.897419563|-14.91687369|13.94763694|8.3245726|0.0|0.17|81.65|132.24|30.0|0.0|0.0|-5.15|7.05e-06|685.08|7.7721
13l_a6|0|-1465.624566|-0.132667824|0.090187973|-0.858070925|-0.086595185|-0.006280295|0.84018367|0.827754203|0.643098986|248.6104661|118.3485042|-2.53042863|-21.92549054|15.34147837|12.72865798|1.0|0.16|115.15|124.98|33.0|0.0|0.0|-4.77|1.7100000000000002e-05|735.52|6.4145
8a_a50|1|-1006.557694|-0.021959577|-0.0224366579999999|-0.188998337|-0.058014797|0.007801731|0.8718949979999999|0.7135713840000001|0.860876738|70.12485884|0.0|-1.234552044|-8.042467074|10.69309012|8.577560914|1.0|0.11|59.39|94.75|24.0|0.0|1.0|-4.13|7.48e-05|548.47|7.3279
3_a4|0|-990.514888|0.03287721|-0.07806942|-0.0502208409999999|0.050638298|0.011276682|0.8367373309999999|0.623172012|0.919804716|38.95587796|40.30885999|-0.985822953|-5.815502811|8.486341272999999|7.460728516|1.0|0.15|43.6|95.12|24.0|0.0|1.0|-4.26|5.520000000000001e-05|535.44|6983.0
13b_a6|0|-1349.898848|-0.0265090529999999|0.060593678|-0.6051312529999999|-0.064811009|-0.00194781|0.8370824240000001|0.8013954109999999|0.7757172059999999|147.0772097|554.4007331|-2.032484418|-17.48058934|15.37022155|13.35319491|1.0|0.12|95.85|116.79|31.0|0.0|0.0|-4.99|1.02e-05|694.33|6.7595
9g_a40|0|-1332.369643|-0.0220464379999999|0.07954859|-0.225327061|-0.145879501|0.0115573539999999|0.821935848|0.665414608|0.90454157|50.29077056|64.08637519|-1.185495647|-8.658932892000001|15.62271835|9.528957565|1.0|0.06|72.28|87.53|23.0|0.0|1.0|-3.09|0.0008179999999999|559.04|5.45
9d_a40|0|-1677.48058|-0.022152094|0.153818743|-0.146575228|-0.137738587|0.010101686|0.8221990920000001|0.55759121|0.941627612|30.08152399|50.47044708|-1.074852592|-8.395657932|15.06105494|4.49467719|0.0|0.06|58.43|91.71|22.0|0.0|1.0|-5.65|2.23e-06|542.19|6.9706
8_a10|0|-1257.648047|-0.012055162|-0.000315856|-0.296880569|-0.106100115|0.009056935|0.864927472|0.616731847|0.874843982|68.45976606|9.35593124|-1.465962037|-8.951462413|10.75705296|9.617402178|0.0|0.22|69.9|111.36|29.0|0.0|1.0|-4.62|2.4100000000000003e-05|594.63|6279.0
4g_a49|0|-2147.295787|-0.008414823|-0.085731041|-0.328081947|0.08591712|0.007845545|0.81242269|0.626581708|0.8601878270000001|139.3194688|74.95505057|-2.000259924|-24.82733433|18.19125978|23.67887448|0.0|0.1|116.3|198.32|51.0|1.0|0.0|-7.43|3.72e-08|985.89|6.9747
18a_a25|0|-1675.04368|-0.019008377|0.062229409|-0.170732995|-0.019985937|0.007325341|0.792935475|0.7291583840000001|0.931628386|45.33086513|0.0|-1.641819678|-13.61714122|14.59524518|7.615762647|1.0|0.08|87.72|133.85|32.0|0.0|0.0|-5.77|1.71e-06|694.17|7.0269
15_a4|0|-958.195344|-0.061469545|0.0432718859999999|-0.077474847|0.022446689|0.00918585|0.8347553529999999|0.509447294|0.867716376|63.43714456|86.01453643|-1.106078158|-7.065752187|9.709704127|4.672449937|0.0|0.11|30.71|85.06|22.0|0.0|1.0|-4.28|5.19e-05|512.65|6757.0
8b_a8|0|-1406.887058|-0.182065125|0.019958073|-0.733216119|-0.03443232|-0.003593429|0.8354024290000001|0.726912742|0.558354653|270.5854753|89.09854311|-2.325413799|-17.8141788|14.53652808|13.73949201|0.0|0.09|112.23|114.18|31.0|0.0|0.0|-4.43|3.69e-05|640.35|5.2941
