molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SssssC|NaasN|nAHRing|BCUTs-1|SaasN|MATS2c|AATSC1c|AATSC1s|MATS7i|ATSC1c|AATSC1are|MATS8i|BCUTi-1|n5aHRing|AATSC7i|MATS1c|n6aHRing|GATS1are|MATS8s|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|PBF|PNSA5|RPSA|TPSA_x|FNSA4|WNSA5|RPCS|GRAVp|PNSA2|WNSA4|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|DPSA4|FPSA5|DPSA1|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|P-gp substrate|Synthetic Accessibility|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Leadlikeness|Molar refractivity|Num. of Rotatable bonds|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Egan filter|BBB|Log S (ESOL)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|pIC50|pIC50
14a_a3|0.0|0|0|0|0.0|0|0|0.6050202020000001|0.0|0.111575338|-0.009312773|-0.1160619169999999|-0.143740653|-0.363198151|-0.00603969|-0.039177314|10.3116301|1|-0.267665193|-0.582572884|3|0.882394075|0.164994144|0.822587422|0.8255789570000001|1|0.790894937|-0.091731577|0.21389849|-46.53709886|0.209105063|102.8554977|-0.036792719|-22.89086827|83.70773843|2160.698862|-651.519384|-8.902004327|0.239123122|5.308770254|10.24853699|0.930491715|4716.423352000001|23.78539971|0.0189212089999999|-256.6424807|856.2743893999999|358.3503513|9.307045698|0.0|1.0|1.0|3.27|2.2|21.0|-6.89|4.28|3.71|105.82|0.0|93.25|2.0|23.0|4.0|0.0|0.0|-3.99|0.000103|0.0327|0.0|1.28e-07|4.08e-05|2.44|3.2363|-1327.513792|-1327.485188|528.91|822.33|0.4524|383.1|373.85|0.69708|0.69708|-1327.354384|3.5358|-0.19946|7.5229|7.5229
4h_a46|-3.74433321|0|0|0|0.090767245|1|1|0.3002050539999999|2.134072222|0.128214845|-0.005778576|-0.346835467|-0.057256598|-0.404500343|-0.0008161889999999|-0.021951549|10.31928028|1|-0.0932537609999999|-0.516344924|2|0.739180305|0.075704004|0.7955809979999999|0.6947264059999999|0|0.767244275|-0.083155747|0.659584488|-65.90523417|0.232755725|182.6222935|-0.0305445539999999|-51.70985599|19.09455432|3472.1185880000003|-1581.72562|-18.803584|0.194493895|8.138240742999999|15.85230406|0.947878486|7808.347937|29.75215152|0.011589523|-479.405829|1963642.0|1021.999374|9.093247153|1.0|0.0|1.0|4.63|2.99|23.0|-9.2|3.46|6.18|124.17|2.0|142.08|6.0|36.0|6.0|1.0|0.0|-5.69|2.06e-06|0.00104|1.0|6.38e-10|3.210000000000001e-07|8.5|4.18|-1923.926093|-1923.878801|792.61|1397.46|0.5451|292.11|682.14|0.55428|0.54445|-1923.543349|1.7601|-0.21008|6.6402|6.6402
8b_a31|0.0|1|0|0|0.0|0|1|0.610137861|0.0|-0.01883655|-0.013629145|-0.12841288|-0.130371116|-0.57242407|-0.010300564|-0.211457443|10.31170011|2|-0.222667869|-0.510259793|0|0.928940547|-0.058494079|0.8956498159999999|0.8761979520000001|0|0.6076192260000001|-0.120703408|0.281200674|-69.24221375|0.392380774|204.9365822|-0.040792077|-36.1645207|472.8995873|2189.617009|-830.906565|-11.12754483|0.296530645|6.142377144|11.79588561|0.920410507|4696.728592|30.28603362|0.02483711|-212.5400476|1181.155311|372.3224834|12.97217579|0.0|1.0|1.0|3.4|2.71|16.0|-5.73|4.52|2.74|114.29|0.0|88.64|4.0|23.0|5.0|0.0|0.0|-3.4|0.000399|131.0|0.0|1.86e-06|0.00061|1.77|3.8582|-1386.852117|-1386.815519|566.18|927.61|0.2643|321.36|439.96|0.70036|0.70036|-1386.681003|3.6945|-0.19265|5.6576|5.6576
13_a47|0.0|1|1|1|0.0|0|0|1.417757826|0.0|-0.174238791|-0.0049262279999999|-0.0777650159999999|-0.047120094|-0.20197533|-0.00105415|0.003874205|10.9452934|1|-0.108780879|-0.316563793|2|0.6427334020000001|0.030290722|0.8582665429999999|0.626280497|1|0.781675563|-0.081148294|0.244975411|-45.39284663|0.2183244369999999|112.453046|-0.032468557|-23.38063458|0.0|2190.316257|-635.4998528|-8.613918003|0.311738758|7.038683428|13.33103985|0.8939678120000001|4542.479565|24.29844849|0.023284817|-193.936606|923.3410426|359.12161539999994|11.99338291|1.0|0.0|1.0|2.9|1.75|21.0|-7.9|4.06|4.63|66.49|0.0|91.59|3.0|24.0|4.0|0.0|1.0|-4.27|5.41e-05|0.0173|0.0|1.26e-08|4.04e-06|2.7|4.0302|-1067.820961|-1067.78457|542.62|895.21|0.3382|307.63|404.73|0.67466|0.67466|-1067.665127|3.5455|-0.22065|7.8|7.8
6_a4|0.0|0|0|0|0.0|1|1|1.271761557|2.170234316|-0.19701009|-0.001221193|0.010164572|0.042096749|-0.064723237|0.011457667|0.0032928379999999|10.92992785|1|0.0671397079999999|-0.1738111839999999|2|0.664591856|-0.169533683|0.810030118|0.664247086|1|0.945545838|-0.052396457|0.417868437|-37.33240845|0.054454162|30.33467048|-0.024618083|-20.7966895|45.93422613|2342.371538|-671.9833521|-7.639600225|0.1855291969999999|5.758624844|9.981741408|0.733355042|5256.215815|16.83786074|0.008863911|-350.36323230000005|825.0551765|578.2065561000001|4.937800786|0.0|1.0|1.0|3.38|3.45|21.0|-7.99|5.1|5.23|43.6|2.0|109.7|3.0|27.0|3.0|0.0|1.0|-5.11|7.74e-06|0.00274|0.0|1.04e-08|3.67e-06|4.11|4.0354|-1108.585859|-1108.563418|613.83|1057.7|0.1235|254.51|453.87|0.60542|0.5877|-1108.338577|2.8026|-0.2182599999999999|5.8861|5.8861
47u_a18|0.0|0|0|0|0.0|0|1|1.251177393|0.0|0.039883149|-0.010219187|-0.0872206669999999|0.008108241|-0.633589579|-0.000829573|0.031337464|10.94702032|0|0.0121925089999999|-0.539738821|0|0.664796402|-0.0112778039999999|0.7960273840000001|0.646724968|0|0.741066474|-0.090364489|0.33777918|-64.32800179|0.258933526|180.5187465|-0.0344062|-44.84707106|77.59162925|2965.254516|-1415.216039|-16.72263667|0.278162537|9.18142206|17.78724206|0.937307962|6837.350959|33.23007431|0.021142007|-309.31352410000005|1960.574384|818.9389171|14.73941472|0.0|1.0|1.0|3.98|0.0|18.0|-8.2|3.15|3.02|99.56|3.0|133.53|8.0|34.0|4.0|0.0|0.0|-4.98|1.04e-05|0.00472|0.0|6.34e-09|2.89e-06|9.34|3.1186|-1510.182477|-1510.153552|738.53|1282.66|0.5849|397.57|646.45|0.69143|0.69143|-1509.771642|4.4624|-0.19109|5.7055|5.7055
6c_a31|0.0|1|0|0|0.0|0|1|0.6101347220000001|0.0|0.047405064|-0.015192833|-0.151732713|0.137523742|-0.790027307|-0.009477764|-0.00219333|10.31169965|2|0.2301743489999999|-0.582545668|0|0.831901219|-0.078059285|0.846458013|0.7905201209999999|0|0.641197273|-0.120905075|0.138124296|-79.97295595|0.358802727|227.1490414|-0.044739967|-50.62888027|105.7632176|2837.949799|-1359.540251|-17.93106176|0.234676081|8.102804662|14.63492011|0.8061548709999999|6283.091868|37.00884624|0.0212421629999999|-335.9398876|1776.424619|597.3075924999999|13.44788285|1.0|1.0|1.0|3.67|3.13|22.0|-7.72|5.58|4.26|131.36|2.0|114.5|5.0|30.0|5.0|0.0|0.0|-4.94|1.15e-05|0.0048|0.0|1.89e-08|7.9e-06|5.08|3.2974|-1691.984862|-1691.948653|667.01|1125.85|0.5028|376.01|524.56|0.7014699999999999|0.7014699999999999|-1691.734564|5.9253|-0.19169|6.4685|6.4685
15_a31|0.0|1|0|0|0.0|0|1|0.610137926|0.0|0.1893807519999999|-0.018913735|-0.134784483|-0.0302581979999999|-0.775463115|-0.011797858|-0.070065105|10.31169996|2|-0.052339921|-0.6215974160000001|0|0.8314086070000001|-0.0869591359999999|0.8582665429999999|0.782925607|0|0.567108776|-0.116196194|0.287991212|-70.00513464|0.4328912239999999|230.1075793|-0.041588706|-37.21191643|514.6215199|2351.566145|-840.0616157|-11.75113151|0.358466423|6.148947296|11.51842782|0.873235738|5087.628096|34.45943505|0.03396368|-150.46712390000002|1309.458532|363.593507|18.05372755|0.0|1.0|1.0|3.31|1.64|16.0|-5.66|4.12|3.0|117.37|0.0|90.47|4.0|24.0|5.0|0.0|0.0|-3.57|0.000272|0.0931|0.0|2.19e-06|0.000749|3.9|4569.0|-1460.900291|-1460.861851|556.68|925.93|348.0|271.36|452.98|0.5241899999999999|0.5241899999999999|-1460.736142|5.5793|-0.19394|5.9586|5.9586
27_a47|0.0|0|1|1|0.0|1|1|1.216250059|2.041063341|-0.160399235|-0.003631596|0.006768957|-0.067535989|-0.207000956|0.001861676|0.0427469459999999|10.95005714|1|-0.137440913|-0.280944221|2|0.6636125860000001|0.0436226579999999|0.8517043879999999|0.634406338|1|0.846469886|-0.0630454209999999|0.337815064|-50.87821306|0.153530114|98.27436776|-0.028494622|-32.56705871|3.180329084|2804.020752|-966.6860481|-11.67498331|0.299267237|7.083168776|13.50334344|0.906398657|6433.288104|26.02898047|0.018969968|-256.9774086|1379.535965|682.9868225|12.14264461|1.0|0.0|1.0|3.37|3.52|21.0|-8.82|4.18|5.07|67.66|2.0|125.17|5.0|31.0|5.0|0.0|0.0|-5.05|8.89e-06|0.0038799999999999|0.0|1.5e-09|6.55e-07|2.97|3.8125|-1778.1049670000002|-1778.078632|673.27|1165.54|0.4007|251.19|517.82|0.40976|0.69381|-1777.830739|4.0365|-0.21594|5.6|5.6
IN1233_a59|0.0|1|0|0|0.0|0|0|1.400923654|0.0|0.1160337319999999|-0.008841844|-0.12050413|0.163548857|-0.5039851160000001|-0.005614194|-0.011236836|10.93301779|1|0.268927191|-0.597167441|2|0.809917509|-0.107446431|0.80310139|0.778639593|1|0.7613246490000001|-0.092761756|0.356444983|-63.36348363|0.238675351|158.8351574|-0.035929742|-42.16752524|83.1557517|2809.840422|-1267.269673|-15.91227368|0.1892041019999999|8.011984402000001|15.51626497|0.936631949|6206.818668|29.49046561|0.0134658889999999|-413.6607749|1562.994677|712.1606951|8.961363774|1.0|1.0|1.0|3.48|2.76|27.0|-10.0|5.54|4.69|97.55|2.0|125.07|5.0|32.0|4.0|0.0|0.0|-5.16|6.91e-06|0.0029|0.0|9.93e-11|4.17e-08|5.35|3.5355|-1352.351584|-1352.326849|703.47|1204.16|0.2623|237.54|531.14|0.51285|0.6953699999999999|-1352.073755|5.4004|-0.20289|7.4685|7.4685
9i_a24|0.0|1|0|0|0.0|1|0|1.4281889280000002|1.865102513|-0.113620183|-0.005148312|2.01e-05|-0.076024544|-0.190487553|0.004814196|-0.087363979|10.96661275|2|-0.140841749|-0.32068769|2|0.783500303|0.139004845|0.898194715|0.73094562|0|0.8260893640000001|-0.064657333|0.379687415|-33.00219474|0.173910636|82.21166337|-0.024639839|-15.60091656|1.634015079|2061.729154|-396.0263368|-5.506205845|0.500761711|5.946747117|11.18382556|0.8806627109999999|4155.922671|23.33121014|0.038195951|0.720157264|793.2611447|295.8603625|18.05612763|1.0|0.0|1.0|2.76|1.36|22.0|-6.05|2.42|2.72|72.28|0.0|82.17|3.0|22.0|4.0|0.0|1.0|-3.1|0.000791|228.0|0.0|8.95e-07|0.000258|1.13|4.1459|-945.286637|-945.2626532|501.48|825.7|0.2373|268.3|363.15|0.58977|0.6755800000000001|-945.174716|7.1135|-0.21943|7.0555|7.0555
11_a3|0.0|0|0|0|0.0|0|0|0.605020608|0.0|0.119431379|-0.01008647|-0.127546771|-0.101436441|-0.363112913|-0.008037672|0.044912659|10.31163053|1|-0.194041982|-0.577616902|3|0.8947911009999999|0.132535663|0.793311683|0.834020779|1|0.777803048|-0.0955396769999999|0.175996916|-47.02715152|0.222196952|105.101718|-0.0391657429999999|-22.2443844|80.34769756|2097.896727|-611.3529698|-8.76293931|0.2475152639999999|5.475372235|10.29352296|0.8799677029999999|4487.967272999999|24.61956593|0.021256639|-238.8563772|812.4456757999999|311.6695405|10.0546353|0.0|1.0|1.0|3.19|2.07|21.0|-6.51|3.79|3.41|105.82|0.0|88.28|2.0|22.0|4.0|0.0|0.0|-3.71|0.000197|0.0601|0.0|3.06e-07|9.35e-05|2.12|3.2232|-1288.195105|-1288.165162|508.58|834.82|0.4441|384.66|346.18|0.6966600000000001|0.6966600000000001|-1288.058926|3.3694|-0.20018|7.3979|7.3979
18a_a30|0.0|0|0|0|0.0|0|2|0.604987543|0.0|0.045071414|-0.006673169|-0.02919335|-0.041327798|-0.353677943|0.005050384|-0.01286191|10.31163887|1|-0.073280844|-0.452377064|1|0.8421237309999999|0.003991162|0.842671963|0.7961424690000001|0|0.85918121|-0.072474599|0.294303776|-59.38972262|0.14081879|87.66676984|-0.036990859|-36.97308547|0.0|2721.874248|-1128.40473|-14.33650253|0.209500834|7.050626413|12.72666325|0.8050400790000001|5942.293347|29.1318055|0.016012295|-361.7006453|1427.458469|620.9195447000001|9.968457988|1.0|1.0|1.0|4.75|0.0|17.0|-6.64|3.84|2.62|81.65|2.0|127.28|5.0|29.0|4.0|0.0|0.0|-4.85|1.4e-05|0.0056|0.0|2.3100000000000002e-07|9.21e-05|3.82|3.4712|-1575.786909|-1575.755101|665.12|1120.46|0.3781|357.18|508.08|0.69033|0.69033|-1575.54671|4.2514|-0.19785|7.6108|7.6108
12g_a30|0.0|0|0|0|0.0|0|2|0.6049842529999999|0.0|0.096186205|-0.010447128|0.024086432|-0.037395048|-0.574592016|0.001371944|0.007330206|10.31162838|1|-0.067792064|-0.539112991|1|0.817497287|-0.0430471959999999|0.886776351|0.770326886|0|0.783662781|-0.086195758|0.487608738|-70.11305057|0.216337219|146.623137|-0.040568357|-47.51931027|237.7754135|3058.2873170000003|-1402.261011|-18.63502363|0.225689271|8.694447089|16.07139949|0.8484671109999999|6688.137428|35.50940589|0.019453222|-371.8296813|1810.9797|683.7405759|13.18447384|1.0|1.0|1.0|4.67|0.0|17.0|-6.42|3.4|2.48|114.67|2.0|133.52|6.0|32.0|6.0|0.0|0.0|-5.01|9.71e-06|0.00427|0.0|3.7600000000000003e-07|0.000165|3.88|3.5592|-1743.214798|-1743.174676|717.55|1206.02|0.2449|244.53|577.31|0.26238|0.68366|-1742.965961|3875.0|-0.2083699999999999|8.0334|8.0334
12b_a5|0.0|0|0|0|0.0|0|2|1.189701783|0.0|-0.297319874|-0.001991527|0.023224044|-0.021265946|-0.1214831359999999|0.0068803119999999|-0.119503073|10.94620104|0|-0.033279992|-0.1708042239999999|2|0.8417504029999999|0.066588785|0.819417554|0.8121510009999999|0|0.827613693|-0.066227158|0.350286421|-43.25430513|0.172386307|108.7155967|-0.020455699|-27.27837078|0.0|2602.046823|-735.3231872|-8.135654442|0.4696203889999999|8.398709622|16.16438947|0.924627734|5501.255679|24.32296891|0.025810077|-38.31786425|1386.409228|727.8586176|16.27715102|0.0|0.0|1.0|4.05|0.0|18.0|-7.67|3.29|0.72|50.28|1.0|123.46|5.0|30.0|6.0|0.0|1.0|-3.45|0.000359|143.0|0.0|2.14e-08|8.5e-06|2.24|1.4454|-1276.928859|-1276.8943800000002|669.05|1149.51|0.2345|268.62|505.16|0.42949|0.70615|-1276.940335|5.7174|-0.16607|7.3768|7.3768
1f_a5|0.0|1|0|0|-4.398485453999999|0|0|1.218960329|0.0|-0.139907335|-0.00645569|-0.31059482|-0.118028278|-0.277594656|-0.0012491689999999|-0.174016111|10.94527671|1|-0.389011185|-0.401165734|2|0.525406088|-0.060528915|0.834250802|0.513260607|0|0.888073448|-0.091412569|0.45528118|-46.77243802|0.111926552|62.42799372|-0.035639589|-26.08772825|0.21377016|2482.949545|-795.1314464|-11.0872845|0.242477611|7.117418022000001|13.35549635|0.8764524309999999|5474.331675|26.24118632|0.01983997|-287.2706403|1049.647453|403.396385|11.06591332|1.0|0.0|1.0|2.9|2.61|23.0|-8.88|5.48|6.37|54.46|2.0|95.49|4.0|27.0|6.0|1.0|0.0|-4.97|1.0800000000000002e-05|0.00396|0.0|1.3300000000000002e-09|4.86e-07|3.58|4.5758|-1288.353339|-1288.3196369999998|577.11|958.06|0.6959|261.1|442.04|0.47267|0.42446|-1288.209882|3.7852|-0.2357|6.6198|6.6198
14d_a23|0.0|0|1|1|0.0|2|0|1.197963465|3.405551724|0.058368697|-0.005343003|-0.026530366|0.03253552|-0.288522152|0.01269616|-0.019307114|10.313217800000002|2|0.059486662|-0.4483522929999999|2|0.725800261|0.006563565|0.829764975|0.6906097959999999|1|0.921694462|-0.053736319|0.213597535|-51.58357156|0.078305538|51.59888942|-0.032878563|-33.99063559|83.40396369|2878.955374|-1083.255003|-14.27606695|0.209653392|7.832720777|14.358677900000002|0.833166062|6459.554383|27.41215037|0.015037275|-382.6437544|1370.607518|666.0036144999999|9.908707432|0.0|1.0|1.0|3.52|3.62|26.0|-7.78|3.88|4.33|105.02|2.0|125.25|5.0|31.0|4.0|0.0|0.0|-5.25|5.61e-06|0.0023899999999999|0.0|1.65e-08|7.03e-06|3.79|8.1555|-1669.24571|-1669.224874|696.21|1186.17|0.3807|336.18|554.84|8.1555|8.1555|-1668.983743|5.6156|-0.22152|8.4001|8.4001
1a_a5|0.0|0|0|0|0.0|0|1|1.189701889|0.0|-0.271170445|-0.001785522|0.009305578|-0.075791863|-0.078562954|0.005921049|-0.132197351|10.9502215|0|-0.123867037|-0.179831877|2|0.8309401009999999|0.11504495|0.794139321|0.808272639|0|0.833638233|-0.071887159|0.3602068089999999|-38.07869556|0.166361767|83.77332129999999|-0.027665419|-19.17495143|0.0|1940.139869|-571.1804334|-7.015226132|0.274345323|6.199179484|11.38004491|0.835734058|4005.068642|19.19815378|0.016493595|-227.2618539|787.1243051|403.543273|8.305533524|0.0|0.0|1.0|3.54|0.0|18.0|-7.15|3.08|1.42|37.81|0.0|93.49|3.0|23.0|4.0|0.0|1.0|-3.44|0.000365|109.0|0.0|7.13e-08|2.13e-05|2.85|2.8332|-951.1394906|-951.110826|531.02|882.1|0.2109|265.45|386.8|0.44868|0.54123|-951.178584|4.4956|-0.2262699999999999|6.9706|6.9706
14b_a23|0.0|0|1|1|0.0|2|0|1.197963628|3.2475997860000003|0.065240838|-0.006248709|-0.071396109|0.0519489729999999|-0.318684138|0.007671236|-0.0644978|10.31321824|2|0.121308009|-0.4557487779999999|2|0.616699629|-0.00399443|0.857184548|0.5935522360000001|1|0.8462596590000001|-0.063267638|0.228282196|-53.44429544|0.153740341|99.66542762|-0.03508139|-34.64639496|84.36242964|2943.803333|-1068.885909|-14.74314679|0.225640295|7.833620016|14.26820636|0.821406493|6622.129837|29.36910744|0.01779446|-355.71896410000005|1380.34805|599.5697147999999|11.53563485|0.0|1.0|1.0|3.42|3.44|26.0|-7.67|3.78|4.58|105.02|2.0|120.24|5.0|31.0|5.0|0.0|0.0|-5.11|7.73e-06|0.00332|0.0|2.14e-08|9.18e-06|3.72|3706.0|-1729.161608|-1729.139722|673.05|1142.37|0.3603|334.55|525.66|0.58097|0.58097|-1728.9300010000002|6.8752|-0.2286699999999999|8.3536|8.3536
14k_a23|0.0|0|1|1|0.0|2|0|1.1979621459999998|3.358995671|0.070940371|-0.005866159|-0.024758731|0.04479394|-0.299174093|0.010682694|-0.055500851|10.31321813|2|0.082632648|-0.463402169|2|0.722187957|0.140087361|0.864845456|0.659570836|1|0.922397728|-0.0562483359999999|0.226547411|-53.17069631|0.077602272|51.64167457|-0.033999976|-35.38329134|80.31548917|2955.4566170000003|-1063.413926|-15.05671972|0.216437606|8.21201115|15.99703938|0.948005074|6715.186162999999|28.87559227|0.016348271|-377.4022725|1357.152837|633.3278634|10.87921891|0.0|1.0|0.0|3.39|3.56|26.0|-7.99|4.0|4.67|105.02|2.0|125.29|5.0|31.0|4.0|0.0|0.0|-5.55|2.83e-06|0.00126|0.0|1.02e-08|4.55e-06|4.1|3.6421|-2089.524497|-2089.501786|691.9|1179.17|0.4694|340.42|552.65|0.63765|0.63765|-2089.293765|5.8718|-0.2271699999999999|8.4123|8.4123
12u_a30|0.0|0|0|0|0.0|0|2|0.604983445|0.0|0.028039604|-0.006935447|-0.027452346|-0.091507428|-0.367578706|0.002431329|0.028815747|10.31162873|1|-0.15896471|-0.467189145|1|0.8149999040000001|-0.055829439|0.889479916|0.711738503|0|0.84944095|-0.0773921259999999|0.477056017|-65.55148142|0.15055905|100.8445957|-0.03794847|-43.90644499|0.0|3001.03926|-1245.478147|-17.02494806|0.189537132|7.804487592999999|14.01586754|0.7958728709999999|7133.515802|31.36222814|0.014495402|-415.8966522|1536.749179|685.6665849999999|9.709034401|1.0|1.0|1.0|4.63|0.0|17.0|-7.8|5.11|3.92|81.65|2.0|137.3|5.0|31.0|4.0|0.0|0.0|-6.04|9.14e-07|0.0004269999999999|0.0|1.58e-08|7.39e-06|5.08|3.5003|-2494.962309|-2494.927579|705.15|1202.06|0.1502|354.21|559.16|0.6847|0.6847|-2494.736802|5.3020000000000005|-0.20146|7.4647|7.4647
9c_a31|0.0|1|0|0|0.0|0|1|0.610135804|0.0|0.031715924|-0.013082561|-0.055520387|-0.0384827639999999|-0.6933757159999999|-0.003618466|-0.1047269419999999|10.311698300000002|2|-0.062065125|-0.546598398|0|0.8083148840000001|-0.000533581|0.8856644770000001|0.770283733|0|0.6746901059999999|-0.103325018|0.287455956|-81.63444414|0.325309894|207.3144829|-0.035867334|-52.02424796|552.8237349999999|2592.448925|-1142.882218|-14.56678943|0.329283294|8.188627935|15.04941978|0.837843885|5658.985169|34.07943198|0.024456662|-217.5897278|1703.9715989999995|583.9691392000001|15.58581614|1.0|1.0|1.0|3.66|3.09|16.0|-7.24|5.64|3.7|117.37|2.0|108.16|8.0|28.0|5.0|0.0|0.0|-4.16|6.94e-05|0.0277|0.0|5.79e-08|2.31e-05|4.94|3849.0|-1618.157698|-1618.115927|691.3|1147.93|0.2554|322.12|588.58|0.7007399999999999|0.7007399999999999|-1617.892493|1.3617|-0.19224|6.3768|6.3768
16_a31|0.0|1|0|0|0.0|0|1|0.61013894|0.0|0.152128735|-0.020181753|-0.186617888|-0.050076586|-0.726543099|-0.017017891|-0.00795845|10.31170095|2|-0.0897217219999999|-0.60894688|0|0.951830892|-0.038841601|0.8948140790000001|0.8944757390000001|0|0.546450126|-0.142079397|0.29485045|-70.82239128|0.4535498739999999|213.694252|-0.050105055|-33.36862997|467.7901274|2071.962924|-779.0463041|-11.12287666|0.26919564|5.521618837|9.649327262|0.747554032|4387.049328|32.30339751|0.027684692|-217.4912527|1066.012118|280.39844320000003|13.04390063|0.0|0.0|1.0|3.2|1.93|16.0|-4.94|3.8|2.83|114.29|0.0|80.57|2.0|21.0|4.0|0.0|0.0|-3.6|0.000254|0.0762|0.0|1.16e-05|0.00347|1.7|3.6596|-1308.242314|-1308.202828|503.18|818.1|0.2534|338.79|369.73|0.70108|0.70108|-1308.113026|3.7419|-0.1842|7.0458|7.0458
12bc_a36|0.0|1|0|0|0.0|0|2|1.284647662|0.0|-0.058020733|-0.007661816|-0.042515909|0.068351685|-0.413738077|-0.001012333|-0.079009683|10.95883416|1|0.115647623|-0.442519304|1|0.884841888|0.006621918|0.892249657|0.771220556|0|0.834305498|-0.077192869|0.326764696|-71.97763346|0.165694502|111.3483497|-0.038558877|-48.36968394|0.0|2927.476132|-1295.597402|-17.41308622|0.22853193|8.273766079|15.54183457|0.878447423|6587.689277|33.5878425|0.017847333|-364.8584744|1679.392125|661.6709012|11.99358509|1.0|1.0|1.0|4.73|0.0|17.0|-7.76|3.99|3.19|69.2|2.0|133.77|5.0|31.0|4.0|0.0|1.0|-5.18|6.55e-06|0.00295|0.0|1.74e-08|7.83e-06|4.42|3.8696|-2152.134749|-2152.100551|705.12|1188.37|0.7456|237.57|563.76|0.35775|0.69094|-2151.9100780000003|6.5854|-0.21499|8.0969|8.0969
14ae_a23|0.0|0|1|1|0.0|2|0|1.1979624290000002|3.338149829|-0.033049777|-0.007539122|-0.029948314|0.026913008|-0.4448081789999999|0.008996289|-0.0174992419999999|10.31321689|2|0.047563299|-0.363230717|2|0.7763406840000001|0.107765697|0.8356326820000001|0.7317531540000001|1|0.872362051|-0.065169397|0.202342743|-62.38566188|0.127637949|91.4475768|-0.0269140239999999|-44.69687612|110.5716332|3212.850883|-1060.556252|-13.81539807|0.46959234|8.123993885|15.59484379|0.919603093|7308.981869|36.35475577|0.034488074|-43.57178809|1999.511567|770.8206617000001|24.70935041|0.0|1.0|1.0|3.74|3.76|26.0|-7.6|3.48|4.03|123.48|2.0|133.27|7.0|34.0|6.0|0.0|0.0|-5.08|8.22e-06|0.0038799999999999|0.0|2.49e-08|1.17e-05|2.99|3.6036|-1858.967022|-1858.952529|751.57|1285.52|0.3205|344.06|627.57|0.58144|0.58144|-1858.675325|7.0211|-0.21659|8.6038|8.6038
10_a47|0.0|0|0|0|0.0|0|0|1.381868067|0.0|-0.003570214|-0.008013899|-0.166367455|-0.169242585|-0.384667159|-0.008120645|0.0814897|10.93671036|0|-0.349569106|-0.45272733|2|0.7027461220000001|-0.138304661|0.8077565520000001|0.6913602740000001|1|0.841070966|-0.076311525|0.417511484|-50.08559665|0.158929034|84.97451737|-0.035388634|-26.77924406|0.0|2355.515804|-851.455143|-10.11660331|0.198117368|6.277122171|10.66897998|0.699661037|5482.319019|23.5960035|0.014051737|-322.8149102|1061.820157|498.0016816|7.51303623|1.0|0.0|1.0|3.02|2.97|22.0|-8.85|5.12|5.92|58.04|2.0|106.43|3.0|27.0|4.0|1.0|0.0|-5.5|3.18e-06|0.00114|0.0|1.4199999999999999e-09|5.110000000000001e-07|4.37|3.7236|-1188.405988|-1188.3744|579.86|997.16|231.0|214.9|426.55|0.53909|0.69212|-1188.1907199999998|1.9281|-0.20309|7.9|7.9
8e_a12|0.0|0|1|1|0.0|1|1|1.283834633|1.873617728|0.050021617|-0.006350143|-0.049397555|0.0661362779999999|-0.330207456|0.005196034|-0.087658302|10.94458094|1|0.112673977|-0.448676455|1|0.83954453|-0.036433876|0.815412281|0.797199175|1|0.939627917|-0.05202522|0.001151979|-50.273571200000006|0.060372083|34.57040021|-0.031094185|-28.78776717|0.0|2548.979738|-854.6507103|-10.19566754|0.2887421289999999|6.446557205|11.80358346|0.830990262|5490.975165|25.03342862|0.019545275|-241.94192880000003|1201.604574|561.9859171|11.19206011|1.0|1.0|1.0|4.11|3.01|21.0|-7.93|3.34|2.68|55.1|2.0|117.04|3.0|28.0|4.0|0.0|1.0|-4.69|2.03e-05|0.00744|0.0|1.19e-08|4.34e-06|3.45|3.3044|-1177.619013|-1177.593205|612.59|1048.44|0.2341|236.25|481.04|0.38889|0.6954899999999999|-1177.380602|1.0295|-0.19338|6.2306|6.2306
