molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|nAHRing|SaasN|MATS2c|n6HRing|JGI4|MATS7i|ATSC1c|AATSC1are|BCUTi-1|n5aRing|n5aHRing|AATSC1pe|AATSC7i|MATS1c|GATS1are|BIC2|MATS8d|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|PBF|FPSA3|PNSA5|PPSA3|RNCS|RPSA|TPSA_x|FNSA4|FNSA2|WNSA3|DPSA5|MOMI-Z|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|WNSA2|DPSA4|FPSA5|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|BBB|Consensus Log P|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|IC50|pIC50|pIC50
47j_a18|0.0|0|0|0|0.0|0.0|0|1|0.0|0.070097424|0|0.033563218|-0.048528478|-0.569931053|0.00031105|10.94702285|0|0|0.002317206|-0.073551529|-0.48833504|0.783538352|0.7444236670000001|0.005740124|0.77844379|0.757001264|0|0.80651845|-0.073041469|-0.094744194|0.476575952|0.015967126|-73.69868165|12.42035127|95.57657747|0.19348155|150.5035248|-0.033837212|-2.368604851|-44.19607713|86.31641604|2064.803327|9.597380968|18.50538303|0.928170101|7316.123159000001|-1433.2001369999998|34.43235841|0.016220875|1081.726154|12.6177344|1.0|1.0|0.0|1.0|1.0|3.0|4.54|2.82|97.76|2.63|3.0|2.0|149.96|37.0|4.0|-6.46|0.0|2.39|0.000743|0.00366|0.0|8.159999999999999e-07|-0.04423|3.1054|8.09|-1625.445572|-1625.413107|839.37|1459.55|399.25|0.5439|0.6983600000000001|0.6983600000000001|0.5439|-0.1285|4.1619|-0.17273|0.03246539|35.0|7.4559|7.4559
11_a15|0.0|0|0|0|0.0|0.0|0|1|0.0|-0.1758968389999999|3|0.02962963|-0.036023137|-0.402711212|0.001806571|10.95979791|0|0|0.003766915|-0.056500144|-0.363940085|0.843715005|0.718800243|0.0432314409999999|0.76664841|0.796300317|0|0.8945381259999999|-0.064429158|-0.0974577669999999|0.632319408|0.018519054|-66.78526188|12.69062406|143.8088883|0.105461874|72.27026771|-0.033606127|-1.949155337|-30.25595097|79.1792768|2565.707165|6.233494755|11.76226306|0.8869452090000001|7002.915718000001|-915.3239085|31.14961732|0.018086221|830.7967967000001|12.39401492|1.0|1.0|1.0|0.0|0.0|1.0|4.1|6.69|59.51|2.52|2.0|0.0|138.24|34.0|4.0|-5.26|0.0|4.62|0.000214|0.000357|0.0|5.7e-07|-0.03877|4.7106|5.04|-1450.740771|-1450.705737|739.57|1284.85|418.94|0.2657|0.58935|0.70577|0.0011|-0.12134|812.0|-0.16011|0.03503399|739.0|6.1314|6.1314
16e_a32|0.0|1|1|1|3.343660084|0.0|0|0|0.0|0.180914799|0|0.040982906|-0.04474426|-0.772021601|-0.0048042729999999|10.31100268|3|3|-0.002310082|-0.079817994|-0.698621582|0.804503712|0.86370575|-0.022651598|0.91471624|0.7619492790000001|1|0.7903051590000001|-0.087117996|-0.117338144|0.504569498|0.024145309|-75.36830928|15.50894749|105.4021155|0.209694841|134.6906051|-0.037448344|-1.760072163|-35.94239328|90.34923861|3376.1299740000004|6.573687662|12.15001203|0.848279482|6142.277629|-726.1554308999999|34.2534974|0.023323257|573.3529948|14.98092934|1.0|0.0|1.0|1.0|1.0|2.0|3.64|4.6|149.27|1.12|3.0|0.0|111.95|28.0|5.0|-6.15|0.0|3.77|0.000107|0.0074099999999999|0.0|1.73e-05|-0.0505899999999999|3.6214|4.59|-1955.993572|-1955.965644|677.82|1130.95|342.37|0.2858|0.7022|0.7022|0.2858|-0.14991|3.2372|-0.2005|0.02792775|7.0|8.1367|8.1367
9a_a31|0.0|1|0|0|3.348289714|0.0|0|1|0.0|-0.009086485|0|0.036891534|-0.05057805|-0.723734943|-0.006189303|10.31169772|2|2|-0.0033853629999999|-0.084652799|-0.542342338|0.8058046320000001|0.782715368|-0.001313433|0.837697452|0.76226755|0|0.691768132|-0.100906991|-0.122626525|0.235442032|0.033245595|-78.6954713|21.33533299|163.6011874|0.308231868|197.8075471|-0.043430228|-2.0846509230000003|-41.55773748|94.03540892|1955.13855|7.812278516|15.15483138|0.939873412|6273.506211999999|-858.5468158|37.77835579999999|0.0239033229999999|597.3075924999999|15.33993762|1.0|1.0|1.0|1.0|1.0|2.0|3.6|4.02|117.37|1.58|1.0|0.0|113.64|30.0|5.0|-6.39|0.0|3.47|0.00101|0.00715|0.0|3.07e-06|-0.04275|3.7892|5.27|-1691.9526239999998|-1691.9137670000002|680.72|1145.99|327.21|0.7028|0.7028|0.7028|0.7028|-0.15757|5.0244|-0.20032|0.03885662|0.15|6.8239|6.8239
19e_a38|0.0|1|0|0|3.376977671|0.0|0|2|0.0|-0.082311936|2|0.04508642|0.021678225|-0.4379521229999999|-0.001197042|10.94917392|1|1|0.000347207|0.045449529|-0.436305701|0.723755855|0.839953955|-0.064035403|0.89459881|0.700181525|0|0.776562593|-0.083623427|-0.10214405|0.552393659|0.02118651|-68.82539051|14.27562164|118.734325|0.223437407|150.553721|-0.03783113|-2.042881001|-37.96637911|82.37885703|3426.997928|6.596408983|12.34352977|0.871249918|6531.762734|-927.5007945|34.02454948|0.020114756|696.3887025|13.55346651|1.0|0.0|1.0|1.0|1.0|3.0|4.96|3.09|81.23|2.75|2.0|0.0|135.78|32.0|4.0|-6.39|0.0|3.3|0.0049|0.00807|0.0|2.25e-05|-0.05139|5.2322|4.08|-1409.582478|-1409.547647|685.34|1183.12|321.31|0.3948|0.41961|0.58509|0.3738|-0.15584|5.8426|-0.20723|0.03483011|0.01|8.0083|8.0083
6_a27|0.0|1|0|0|2.6137160880000003|0.0|1|0|1.7996617540000002|0.1718757239999999|2|0.042942943|-0.237047381|-0.330715016|0.00526746|10.93737136|1|1|0.0058042269999999|-0.406859288|-0.541168953|0.678057835|0.787663648|0.1272522519999999|0.849515128|0.650575651|1|0.785047616|-0.0786267609999999|-0.090025109|0.344065059|0.020552125|-44.56839492|10.17466399|125.8234721|0.214952384|106.4156743|-0.034625042|-1.35037664|-19.27068071|52.66373343|1193.992326|5.010042219|9.500048379|0.896201262|4761.820508|-330.96463430000006|22.12343713|0.01635203|373.9912084|8.095338503999999|0.0|0.0|0.0|0.0|0.0|1.0|3.0|2.79|76.46|2.42|0.0|0.0|92.65|24.0|4.0|-6.55|1.0|2.71|0.0768|0.0485|0.0|6.86e-05|-0.04793|5.5447|4.27|-1043.831559|-1043.806618|526.9|896.68|299.55|0.1915|0.3366099999999999|0.61083|163.0|-0.17007|2.7521|-218.0|0.02494141|1.0|9.0|9.0
12ap_a36|0.0|1|0|0|3.4417292610000003|0.0|0|2|0.0|-0.06398791|2|0.042739018|0.066185994|-0.424579308|-0.000143196|10.95430638|1|1|0.001194592|0.117738331|-0.436880644|0.8707354620000001|0.832758813|-0.074596774|0.893689741|0.8212311840000001|0|0.830587483|-0.082622504|-0.106173763|0.27547717|0.0217479329999999|-69.6632787|14.26936622|82.56761031|0.1694125169999999|111.1558165|-0.037473093|-1.91112774|-35.56900768|83.16347311|2328.307856|8.766216204|16.37284224|0.86772056|6003.481614|-822.7409526|33.32245946|0.020575639|642.3830552000001|13.50019441|1.0|0.0|0.0|1.0|0.0|2.0|4.78|1.76|92.99|1.38|1.0|0.0|128.47|31.0|5.0|-7.08|0.0|1.66|0.0412|0.0458|0.0|8.97e-05|-0.06084|4.9124|2.98|-1325.199863|-1325.159466|691.41|1160.79|319.54|0.8819|0.59563|0.6929|0.3982|-0.15704|7.0249|-0.21788|0.04039655|32.0|7.4949|7.4949
5b_a50|0.0|0|1|1|0.0|0.0|2|1|4.190114953|-0.253064589|1|0.034845679|-0.052494624|-0.062071259|0.012641727|10.9325725|2|2|0.012290091|-0.0873662269999999|-0.140506919|0.693611382|0.791163321|-0.1866330389999999|0.855527513|0.6642694929999999|1|0.958606481|-0.041157676|-0.061164973|0.271653991|0.012204641|-31.07327358|6.200250541|6.656963127999999|0.041393519|21.02890062|-0.02140774|-0.8563096170000001|-10.62231784|42.76068675|1452.442728|5.543302677000001|10.01036188|0.8058479690000001|4577.809819|-221.0035589|18.47246431|0.023005632|409.0289917|11.68741316|1.0|1.0|0.0|1.0|1.0|0.0|3.37|4.02|35.64|2.4|0.0|0.0|96.89|24.0|2.0|-6.03|1.0|3.11|105.0|0.0202|0.0|0.0004269999999999|-0.0256899999999999|5.6332|2.81|-990.6114185|-990.5849031|547.35|922.49|308.25|0.2749|0.4270899999999999|0.66968|0.1094|-0.16683|4.4181|-0.19252|0.02651535|12.23|4.9126|4.9126
47a_a18|0.0|0|0|0|0.0|0.0|0|1|0.0|0.018016478|0|0.033641026|0.043161338|-0.464122017|-0.005483379|10.35082811|0|0|-0.000633273|0.066507683|-0.369841706|0.842412605|0.766261502|0.089156939|0.7991211029999999|0.792293789|0|0.778790861|-0.082855697|-0.099310031|0.371382587|0.014124484|-81.42570819|11.58086543|100.7293848|0.2212091389999999|181.3725215|-0.036234741|-2.681370849|-55.70051708|93.5899242|2250.179086|10.20255289|19.74153879|0.934960691|8405.670404|-1802.576619|37.435301|0.014835962|1225.939287|12.16421601|1.0|1.0|1.0|1.0|1.0|3.0|4.97|3.35|123.06|1.85|3.0|1.0|158.24|39.0|5.0|-6.49|0.0|2.02|9.9e-05|0.00143|1.0|2.95e-06|-0.05191|3.1947|8.82|-2098.807018|-2098.773074|874.47|1536.87|388.09|0.6094|0.69508|0.69508|0.6094|-131.0|2.6271|-0.18291|0.0339441|1.0|9.0|9.0
47p_a18|0.0|0|0|0|0.0|0.0|0|1|0.0|-0.001819106|0|0.037575758|0.025217016|-0.3775970529999999|0.00235332|10.94701988|0|0|0.003537135|0.037961877|-0.441700685|0.72025564|0.726294118|-0.082977829|0.7611910209999999|0.710266593|0|0.832954548|-0.06909945|-0.082580968|0.278332428|0.007989903|-61.12351185|5.913843751|10.25627035|0.1670454519999999|123.6411353|-0.030813794|-2.0645242|-37.85569728|69.19354871|1367.4309119999998|9.923659881|19.41290064|0.956223901|6726.61969|-1131.036542|27.86610962|0.01090303|1011.163774|8.070036862|1.0|1.0|0.0|1.0|1.0|2.0|4.29|3.34|76.5|3.13|3.0|1.0|144.53|35.0|3.0|-6.07|1.0|2.9|0.000998|0.0025|0.0|4.38e-07|-0.05628|3.2036|7.98|-1493.759811|-1493.731375|795.43|1391.71|387.01|595.0|0.6937800000000001|0.6937800000000001|595.0|-0.13118|3.6452|-0.18746|0.02843634|64.0|7.1938|7.1938
12u_a30|0.0|0|0|0|0.0|0.0|0|2|0.0|0.028039604|2|0.043383838|-0.091507428|-0.367578706|0.002431329|10.31162873|1|1|0.001805829|-0.15896471|-0.467189145|0.8149999040000001|0.83236194|-0.105767484|0.889479916|0.711738503|0|0.84944095|-0.0773921259999999|-0.097867106|0.477056017|0.015562896|-65.55148142|10.42404292|78.15130994|0.15055905|100.8445957|-0.03794847|-1.859475018|-34.72068676|75.26051582|2608.6452440000003|7.804487592999999|14.01586754|0.7958728709999999|7133.515802|-834.2224549|31.36222814|0.014495402|685.6665849999999|9.709034401|1.0|0.0|1.0|1.0|0.0|1.0|4.63|3.92|81.65|3.79|2.0|0.0|137.3|31.0|4.0|-5.52|0.0|3.59|0.000123|0.0004269999999999|0.0|7.39e-06|-0.0528299999999999|3.5003|5.08|-2494.962309|-2494.927579|705.15|1202.06|354.21|0.1502|0.6847|0.6847|0.1502|-0.1486299999999999|5.3020000000000005|-0.20146|0.03472994|34.0|7.4647|7.4647
23_a10|0.0|0|0|0|0.0|0.0|1|1|2.140123457|-0.12979844|2|0.036666667|-0.031558374|-0.17741132|0.010305237|10.92966139|1|1|0.010662507|-0.0502296329999999|-0.233801237|0.7338945809999999|0.754150918|-0.043248272|0.800727358|0.706648116|1|0.915208645|-0.049653973|-0.072395864|0.535680357|0.009615852|-51.27837225|6.81095873|72.17779806|0.084791355|60.05816353|-0.02685653|-1.6651048819999998|-24.91121732|60.76548004|1945.384475|8.755988318|17.02048484|0.943867925|7034.375112000001|-835.377049|24.9903188|0.013394095|930.6293092|9.487107794|1.0|1.0|1.0|1.0|1.0|0.0|3.8|5.81|56.07|2.99|2.0|0.0|139.11|35.0|5.0|-5.93|0.0|4.5|0.00193|0.000923|0.0|6.66e-08|-53.0|3.8034|3.9|-1470.1960279999998|-1470.166163|768.3|1336.11|325.98|0.2089|0.67647|0.67647|0.2089|-0.15858|3.8115|-0.21158|0.02986448|0.75|6.1249|6.1249
4b_a49|0.0|0|0|0|0.0|0.0|1|1|2.075628989|-0.109946885|2|0.036555556|-0.064060521|-0.402986655|0.001769804|10.92776533|1|1|0.002557204|-0.10158752|-0.390006034|0.720824193|0.798826417|0.049923437|0.852400617|0.6967593559999999|1|0.7581492670000001|-0.091725536|-0.090284437|0.438784865|0.0241270029999999|-55.5653235|14.84890147|41.97072627|0.241850733|148.84640819999998|-0.030696709|-1.534835437|-34.74338731|71.2971749|1701.832352|7.588962922|14.53457293|0.915225186|6025.790417|-581.3580885|29.27523192|0.02556165|600.3287567000001|15.73185141|1.0|1.0|1.0|1.0|1.0|1.0|3.37|3.26|90.13|1.66|1.0|0.0|112.36|30.0|6.0|-7.12|0.0|2.8|62.0|0.0527|0.0|3.570000000000001e-05|-0.06731|4.6422|3.56|-1333.063439|-1333.026419|664.86|1121.45|331.39|0.2856|0.4151899999999999|0.68242|0.0615|-0.15635|1.8265|-0.22366|0.03702033|79.0|7.1024|7.1024
11e_a5|0.0|1|0|0|2.971327032|0.0|0|1|0.0|-0.2114441819999999|2|0.020943152|-0.07965|-0.192538515|0.008268901|10.9487795|1|1|0.008721244|-0.127225457|-0.234433859|0.77509232|0.775794895|-0.02059071|0.8215345|0.747366251|0|0.876758791|-0.062865536|-0.0790189759999999|0.372098505|0.0120552589999999|-52.34653881|7.986070113999999|62.84782002|0.123241209|81.64179149|-0.0282210629999999|-1.580379517|-27.58835281|63.5644542|960.0428704|9.387474824|18.17739133|0.936345148|5675.693973|-693.5448342|25.90670947|0.016933845|735.3048881|11.21791539|0.0|1.0|1.0|1.0|1.0|1.0|3.22|4.29|66.93|1.83|2.0|0.0|125.71|31.0|5.0|-6.28|1.0|3.63|0.00919|0.00782|0.0|4.64e-07|-0.03808|4.4179|2.91|-1316.547103|-1316.512503|717.76|1220.1|302.14|0.5347|0.66478|0.6505|0.2125|-0.16751|2.3124|-0.20559|0.03460011|0.04|7.3979|7.3979
16d_a32|0.0|1|1|1|3.311658163|0.0|0|0|0.0|0.170838661|0|0.0421759259999999|0.0115077539999999|-0.7589895790000001|-0.00839148|10.31100273|3|3|-0.005427254|0.021406827|-0.68301199|0.816581223|0.8575664540000001|-0.0847953219999999|0.916850163|0.7689748270000001|1|0.7554930740000001|-0.091212351|-0.11491796|0.41654798|0.032003415|-67.07571683|18.67986534|115.2070109|0.244506926|142.7146582|-0.036437402|-1.493933474|-31.07481011|86.50964771|3152.666302|6.221435089|11.16880283|0.79521327|5768.495166|-508.962859|34.53986301|0.0332953229999999|457.7130665|19.43393087|1.0|0.0|1.0|1.0|1.0|2.0|3.35|3.82|149.27|0.65|1.0|0.0|102.33|26.0|5.0|-6.62|0.0|3.12|0.000856|0.0257|0.0|9.84e-05|-0.05068|3.6271|3.78|-1877.360551|-1877.332369|621.59|1023.44|341.83|0.2915|0.70217|0.70217|0.2915|-0.15009|3.2048|-0.20077|0.02818209|8.0|8.1135|8.1135
1h_a5|0.0|1|0|0|2.9516097130000003|0.0|0|0|0.0|-0.259241577|2|0.026339869|-0.02598568|-0.085074391|0.008031558|10.94466758|1|1|0.007357977|-0.043247682|-0.20140246|0.71274658|0.780175595|-0.082079343|0.8436458929999999|0.6977404359999999|0|0.8806402259999999|-0.067599619|-0.069496749|0.39793593|0.008798715|-36.2462047|4.588992214|160.0744187|0.119359774|62.25239147|-0.027798699|-1.111947978|-18.38824808|44.51475742|819.6979313999999|6.711386288|13.14687756|0.958891501|4334.547353|-302.4687931|19.45961351|0.01585373|409.0289917|8.268552715|1.0|1.0|0.0|1.0|1.0|1.0|2.8|4.51|54.46|2.13|0.0|0.0|95.45|24.0|3.0|-5.77|1.0|3.43|0.0174|0.0111|0.0|1.21e-06|-0.04124|4652.0|3.17|-990.6346565|-990.6032645|556.57|934.7|284.03|0.3333|0.4112699999999999|0.57155|0.1754|-0.17797|2.2396|-0.21921|0.031392033|28.0|7.5528|7.5528
14c_a22|0.0|0|0|0|0.0|0.0|1|0|1.596256692|-0.134137693|2|0.038137255|-0.026986769|-0.298463715|0.003784292|10.9464374|1|1|0.004362505|-0.047249795|-0.364626967|0.667111824|0.773044788|0.010828071|0.8353837409999999|0.639264982|1|0.866576459|-0.067475189|-0.080077573|0.6160012029999999|0.024569649|-57.64986681|17.68831053|36.22825261|0.133423541|96.05497587|-0.030217952|-1.60155147|-34.9718749|75.5139152|2092.7515510000003|8.626337592|16.03849168|0.8592469290000001|6882.45|-830.0718911|32.87756477|0.024813755|731.8178649|17.86404838|0.0|1.0|1.0|1.0|1.0|1.0|3.49|4.18|109.38|1.08|1.0|0.0|128.77|34.0|6.0|-6.96|0.0|2.98|0.00618|0.0107|0.0|2.35e-07|-0.07399|5.7361|4.79|-1460.602657|-1460.571156|715.52|1241.55|337.45|0.5079|0.3078|0.69113|0.0694|-0.15408|7.3824|-0.22807|0.03150011|153.0|6.8153|6.8153
12s_a30|0.0|0|0|0|0.0|0.0|0|2|0.0|-0.00019297|2|0.04625323|-0.0601024909999999|-0.403952011|-0.002544958|10.31162892|1|1|-0.001131023|-0.1597740919999999|-0.446807335|0.609043558|0.83236194|-0.080971844|0.889479916|0.591758164|0|0.706713791|-0.090733404|-0.103647048|0.404041243|0.019324097|-67.11451776|12.51292194|89.91581294|0.2932862089999999|189.9114627|-0.040189672|-1.969293912|-38.04400919|78.38074776|2368.4646620000003|8.066744794|15.14544373|0.877516163|6639.7334200000005|-825.7139305|32.92168852|0.017398791|616.2856203|11.26623|1.0|0.0|1.0|1.0|0.0|1.0|4.63|3.74|81.65|3.58|2.0|0.0|127.19|31.0|6.0|-6.06|0.0|3.21|0.00141|0.00291|0.0|3e-05|-0.0551|5.0438|4.32|-1774.236634|-1774.202623|677.35|1140.1|350.75|0.2148|0.43338|0.68458|0.1576|-0.14985|3.0335|-0.20495|0.03401064|7.0|8129.0|8129.0
4n_a46|0.0|0|0|0|0.0|0.126268818|1|1|2.093595994|-0.061148449|0|0.045335917|-0.2264394139999999|-0.234842682|0.004988019|10.94021058|1|1|0.0042595609999999|-0.349865095|-0.369211845|0.741742667|0.722331115|-0.088858764|0.7681452190000001|0.7427183759999999|0|0.903145407|-0.103381106|-0.085838139|0.371438024|0.008424451|-47.16810275|4.629240193|172.8490949|0.096854593|53.22165035|-0.031047837|-1.459248362|-31.21601103|51.4039205|2116.313581|5.666371466|9.921794991|0.750996215|4955.374473|-440.621256|19.76451658|0.0077084869999999|525.8291956999999|4.235817757|1.0|0.0|1.0|1.0|1.0|1.0|3.75|4.94|61.84|2.99|1.0|0.0|102.92|26.0|3.0|-5.26|1.0|3.9|0.00129|0.00273|0.0|7.340000000000001e-05|-0.04044|5.7448|4.57|-1090.343872|-1090.302556|578.83|1011.66|313.65|253.0|0.41625|0.7025|0.0711|-0.16641|6.2318|-0.20685|0.04131598|5194.0|5.2845|5.2845
12d_a31|0.0|1|0|0|3.441384322|0.0|0|1|0.0|0.039097757|0|0.0359583329999999|-0.042401695|-0.697102094|-0.002456634|10.31169788|2|2|0.000127275|-0.067477864|-0.550805937|0.8066174070000001|0.8343242820000001|-0.057226679|0.873955169|0.771222772|0|0.7054497479999999|-0.0938723509999999|-0.11498416|0.3996192999999999|0.0296918329999999|-81.56033123|21.06095035|157.30671669999998|0.294550252|208.9297871|-0.032542687|-1.724762406|-47.23018217|99.79879739|2434.226776|9.445278138|15.46841054|0.63768714|5753.290126|-867.7831284|36.15974873|0.02571268|647.1500428999999|18.23846616|1.0|1.0|1.0|1.0|1.0|2.0|3.76|4.09|117.37|1.31|2.0|0.0|112.97|29.0|5.0|-6.36|0.0|3.76|0.0010199999999999|0.0167|0.0|9.69e-06|-0.03128|3.8477|5.0|-1657.471849|-1657.428467|730.86|1201.63|322.23|0.2566|0.7006600000000001|0.7006600000000001|0.2566|-0.15968|2.4186|-0.19096|0.04338158|0.51|6.2924|6.2924
12am_a36|0.0|1|0|0|3.340519946|-4.723487246|0|2|0.0|0.088482802|2|0.044036281|0.122824831|-0.921315581|-0.011700732|10.9602097|1|1|-0.007897954|0.345949079|-0.6080522279999999|0.647732719|0.8344566859999999|-0.05754717|0.885733922|0.624142499|0|0.814986544|-0.091472759|-0.118101664|0.305015372|0.017590648|-81.59051640000001|12.15249658|128.69607109999998|0.185013456|127.81651770000002|-0.045928425|-2.480134939|-43.65752487|95.53118838|2603.072527|8.772646622|17.01968794|0.940085891|7238.033439|-1183.702712|40.24894481|0.020179019|672.4630346|13.94067198|1.0|0.0|1.0|1.0|0.0|2.0|4.81|4.04|78.43|2.04|2.0|0.0|130.43|34.0|8.0|-6.4|0.0|2.65|0.00291|4.0|0.0|3.37e-05|-0.0569799999999999|5.2317|4.86|-1645.205296|-1645.169789|714.21|1206.77|321.15|0.4894|0.40752|0.6805100000000001|0.2987|-0.15658|5.9258|-0.21356|0.03550681|0.06|7.2218|7.2218
14n_a23|0.0|0|1|1|0.0|0.0|2|0|3.3716621960000004|0.009802461|2|0.045165485|0.079559363|-0.376950283|0.010561248|10.3132176|2|2|0.010508236|0.144230149|-0.404569286|0.756252127|0.802854174|-0.099694124|0.861597051|0.71381683|1|0.89327435|-0.058928845|-0.082430028|0.209387766|0.027028617|-55.70499288|18.26553926|97.93357279|0.10672565|72.12361433|-0.032325501|-1.648600566|-26.91195666|72.09248208|2195.877777|8.662092555|16.33144958|0.885393105|6740.54932|-752.8921912999999|31.80611809|0.0242495529999999|683.7405759|16.3874892|0.0|0.0|1.0|1.0|1.0|1.0|3.53|4.03|114.25|2.72|2.0|1.0|126.78|32.0|5.0|-6.47|0.0|3.48|0.0010199999999999|0.0042299999999999|0.0|1.3699999999999998e-05|-0.06951|3.4217|3.23|-1744.450916|-1744.42791|710.48|1209.95|362.35|0.4229|0.6955|0.6955|0.4229|-0.1382|5.2196|-0.2077099999999999|0.02300614|1.0|9.2441|9.2441
9h_a40|0.0|0|0|0|0.0|0.0|1|0|1.7679629630000002|0.014753178|0|0.039444444|0.157606277|-0.343593366|0.003782277|10.31197223|2|2|0.003099029|0.270048551|-0.503000695|0.778613709|0.740778143|-0.299768519|0.8022014000000001|0.7528137909999999|1|0.864310149|-0.09201708|-0.095803029|0.219852623|0.012390387|-47.93581245|6.199629554|132.6583116|0.135689851|67.89350333|-0.041058441|-1.437045429|-23.03722449|53.60044379|418.2915223|6.922257828999999|13.366649|0.930966649|4322.734135|-359.7760137|23.78085181|0.011321157|336.23227030000004|5.664631335|1.0|1.0|1.0|0.0|1.0|0.0|3.3|4.44|67.66|3.22|1.0|0.0|93.19|23.0|3.0|-5.06|1.0|4.06|0.000716|0.00244|0.0|9.93e-05|-0.05991|4.2372|3.9|-1293.174246|-1293.151333|526.38|868.84|368.18|0.3851|0.64952|0.69809|0.2721|-0.14047|2.1413|-0.20038|0.02291279|3.98|5.4001|5.4001
12a_a32|0.0|1|1|1|3.442930603|0.0|0|0|0.0|0.087371302|0|0.036711712|-0.0134169989999999|-0.463563696|-0.003484915|10.31100269|3|3|-0.001662219|-0.024155151|-0.583507277|0.788133615|0.845443342|-0.125149165|0.8966299409999999|0.7507116140000001|1|0.788702323|-0.085324121|-0.109151429|0.288267255|0.016535497|-68.06885478|10.31184223|111.9735444|0.211297677|131.7691491|-0.0308471429999999|-1.4189685719999998|-33.18255791|81.41372467|3030.946307|7.083688576|13.03685125|0.840404348|5656.0082|-551.8369996|28.81034388|0.021399091|557.1050635|13.34486989|1.0|1.0|1.0|1.0|1.0|2.0|3.45|4.19|140.04|1.1|1.0|0.0|110.47|27.0|4.0|-6.32|0.0|3.6|0.000389|0.0126|0.0|8.86e-06|-0.05222|3576.0|4.63|-1880.771042|-1880.734215|667.68|1114.3|346.71|0.2908|0.7025600000000001|0.7025600000000001|0.2908|-0.14827|3.0517|-0.20049|0.03682626|25.0|7.6021|7.6021
13n_a6|0.0|1|0|0|3.425442623|0.0|0|0|0.0|0.030890422|2|0.04393617|0.058267173|-0.631323273|-0.0093684169999999|10.95053349|1|1|-0.00687003|0.100294804|-0.57091314|0.870730542|0.7767360059999999|-0.056293641|0.832753533|0.82642394|1|0.70890216|-0.100363599|-0.109392959|0.307384948|0.017758385|-75.07706271|12.18768927|90.97854097|0.29109784|199.7822434|-0.038490115|-2.078466222|-47.27287681|88.73738138|2535.307313|8.872063579|16.76075427|0.889160748|6386.381394|-978.9911754|35.2699138|0.019904118|724.3873672999999|13.66031867|1.0|1.0|1.0|1.0|1.0|3.0|3.55|3.76|122.47|0.81|1.0|0.0|127.2|33.0|5.0|-7.23|0.0|2.62|0.00987|0.0228|0.0|9.35e-08|-0.07131|4.8185|4.27|-1423.765005|-1423.714738|727.69|1232.6|369.99|0.9117|0.55028|0.64027|0.1945|-0.13863|7.1946|-0.20994|0.05026727|75.0|7.1249|7.1249
6b_a31|0.0|1|0|0|3.404988662|0.0|0|1|0.0|0.052690797|0|0.037803618|0.11647286|-0.787472195|-0.011483229|10.31169819|2|2|-0.008439437|0.1978523089999999|-0.57983695|0.838789705|0.78240875|-0.084489161|0.841537966|0.795570315|0|0.627853074|-0.12081047|-0.1284626569999999|0.146652651|0.032992761|-78.37648097|20.12924648|159.79549319999998|0.372146926|227.0509355|-0.045675611|-2.055402513|-44.96993859|93.1058799|2063.736075|7.513612533|14.46878435|0.925676135|6099.567787|-765.0936586|37.35947255|0.024142162|536.6368656000001|14.72939894|1.0|1.0|1.0|1.0|1.0|2.0|3.55|4.0|131.36|1.36|1.0|0.0|109.69|29.0|5.0|-6.5|0.0|3.3|0.000947|0.00883|0.0|1.89e-05|-0.05835|3.2949|4.61|-1652.671944|-1652.635711|637.06|1077.19|376.29|0.4967|0.7013199999999999|0.7013199999999999|0.4967|-0.13345|5.9085|-0.1918|0.03623358|54.0|7.2676|7.2676
