molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|nAHRing|SaasN|MATS2c|n6HRing|JGI4|MATS7i|ATSC1c|AATSC1are|BCUTi-1|n5aRing|n5aHRing|AATSC1pe|AATSC7i|MATS1c|GATS1are|BIC2|MATS8d|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|PBF|FPSA3|PNSA5|PPSA3|RNCS|RPSA|TPSA_x|FNSA4|FNSA2|WNSA3|DPSA5|MOMI-Z|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|WNSA2|DPSA4|FPSA5|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|BBB|Consensus Log P|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|IC50|pIC50|pIC50
14t_a23|0.0|0|1|1|0.0|0.0|2|0|3.410065804|0.04919958|2|0.045277778|0.073534004|-0.290708696|0.01269616|10.31321779|2|2|0.01180744|0.134446672|-0.4515027279999999|0.725800261|0.7629258809999999|-0.152771194|0.820002545|0.6906097959999999|1|0.920956836|-0.0553915009999999|-0.079253435|0.361071229|0.017433037|-51.65035498|11.36130649|36.6149406|0.079043164|51.51331913|-0.033286443|-1.6643221380000002|-23.52629623|61.0040156|2286.063655|7.55064865|14.13931199|0.872595673|6523.656379|-706.8834616|27.11827225|0.014352462|666.0036144999999|9.353660614|0.0|0.0|1.0|1.0|1.0|1.0|3.52|4.33|105.02|3.24|2.0|1.0|125.25|31.0|4.0|-6.1|0.0|3.78|0.000608|0.0023899999999999|0.0|7.03e-06|-0.06666|3.9855|3.79|-1669.240512|-1669.21916|692.08|1184.43|386.72|0.2061|0.5824199999999999|0.68886|0.0003|-0.15625|5.8672|-0.22291|0.02135191|4.0|8.3979|8.3979
18a_a30|0.0|0|0|0|0.0|0.0|0|2|0.0|0.045071414|2|0.040166667|-0.041327798|-0.353677943|0.005050384|10.31163887|1|1|0.005458948|-0.073280844|-0.452377064|0.8421237309999999|0.7885597609999999|-0.171895425|0.842671963|0.7961424690000001|0|0.85918121|-0.072474599|-0.095397479|0.294303776|0.017060045|-59.38972262|10.62073502|79.18861306|0.14081879|87.66676984|-0.036990859|-1.812552105|-28.08889239|69.35818061|2814.429655|7.050626413|12.72666325|0.8050400790000001|5942.293347|-702.4886239|29.1318055|0.016012295|620.9195447000001|9.968457988|1.0|0.0|1.0|1.0|0.0|1.0|4.75|2.62|81.65|2.82|2.0|0.0|127.28|29.0|4.0|-5.98|0.0|2.63|0.00208|0.0056|0.0|9.21e-05|-0.05605|3.4712|3.82|-1575.786909|-1575.755101|665.12|1120.46|357.18|0.3781|0.69033|0.69033|0.3781|-0.1418|4.2514|-0.19785|0.03180853|25.0|7.6108|7.6108
19l_a38|0.0|1|0|0|3.280796643|0.0|0|2|0.0|-0.086107169|2|0.04391253|0.103904811|-0.426895387|-0.001197042|10.94917392|1|1|0.000347207|0.217841852|-0.4224000739999999|0.723755855|0.839953955|-0.053823023|0.89459881|0.700181525|0|0.799611189|-0.079681862|-0.100870929|0.51306986|0.0219046379999999|-65.35669452|14.19254029|133.9992534|0.200388811|129.8367176|-0.037359603|-2.017418574|-33.45088372|79.04689476|2934.313773|6.568874137999999|11.52660233|0.754730276|6705.993411|-846.9234048000001|32.82593886|0.021129331|696.3887025|13.69020024|1.0|0.0|1.0|1.0|1.0|3.0|4.94|3.09|81.23|2.75|2.0|0.0|135.78|32.0|4.0|-6.39|0.0|3.22|0.0049|0.00807|0.0|2.25e-05|-0.0603299999999999|3.6709|4.08|-1409.5865199999998|-1409.557954|660.04|1164.34|369.66|0.2883|0.69413|0.7044|0.0233|-0.13977|6.5627|-0.2001|0.02856649|14.0|7.8633|7.8633
12a_a36|0.0|1|0|0|3.4715209280000003|0.0|0|2|0.0|-0.0632801509999999|2|0.040166667|0.078063311|-0.403468978|0.002039107|10.96083376|1|1|0.003199301|0.134423193|-0.432975237|0.907322874|0.7934042040000001|-0.119322074|0.846614758|0.855821486|0|0.820684627|-0.076154312|-0.104828755|0.436020272|0.019595485|-64.36949846|12.03249549|109.9069212|0.179315373|110.1075804|-0.037738352|-1.886917597|-28.71401279|76.09903547|2258.5909920000004|6.600635115|12.464492300000002|0.888377722|5710.355735|-711.4630111|30.67992313|0.019102103|598.1535763999999|11.72953701|1.0|0.0|0.0|1.0|0.0|2.0|4.75|1.88|69.2|2.02|1.0|0.0|123.75|29.0|4.0|-6.72|1.0|1.86|0.0625|0.0384|0.0|9.78e-05|-0.04946|3.8343|3.16|-1232.951968|-1232.916523|653.94|1096.31|338.0|0.4435|0.67869|0.6997|0.0012|-0.1519299999999999|6.3637|-0.20139|0.03544528|13.0|7.8861|7.8861
17_a20|0.0|1|0|0|3.445659565|0.0|0|0|0.0|-0.064380628|3|0.0388043479999999|0.065447136|-0.28924577|-0.000495713|10.94884838|1|1|0.000922796|0.1134578219999999|-0.456415963|0.760575852|0.7494736590000001|-0.127696675|0.812578598|0.71987165|1|0.912053544|-0.063665681|-0.081404237|0.3874475579999999|0.015032258|-53.38406095|9.857999796|66.47074027|0.0879464559999999|57.67438055|-0.0315649079999999|-1.5466805119999998|-27.38007162|64.39681425|2210.790304|8.198616089|15.05121151|0.83582343|6012.640572|-665.1656349|27.44244402|0.016793117|637.7803874|11.012753300000002|0.0|1.0|1.0|1.0|1.0|1.0|3.5|4.85|91.14|1.45|2.0|0.0|119.48|31.0|5.0|-6.09|0.0|3.74|0.0017699999999999|0.00336|0.0|2.9e-08|-0.0706799999999999|3.3926|4.11|-1291.949041|-1291.918735|673.68|1157.26|365.45|0.2977|0.69839|0.69839|0.2977|-0.14021|3.9703|-0.21089|0.03030655|2.25|5.6478|5.6478
21_a10|0.0|0|0|0|0.0|0.0|1|1|2.093218896|0.036507898|2|0.035818182|-0.032405474|-0.549176498|0.001533145|10.92966143|1|1|0.002099681|-0.051564917|-0.4636733179999999|0.7135035209999999|0.7620337359999999|-0.005970601|0.81962595|0.68876002|1|0.7747854129999999|-0.091053776|-0.084654798|0.8663152820000001|0.018892889|-59.80834512|13.34776629|240.7558768|0.225214587|159.11338909999998|-0.03292131|-1.777750751|-45.44837698|75.80259699|2701.142106|8.388036625|13.78215169|0.643072426|7048.414464|-887.342515|33.03306591|0.022638817|746.5727327999999|15.99425187|1.0|1.0|1.0|1.0|0.0|1.0|3.5|5.6|90.13|2.81|2.0|0.0|128.59|34.0|6.0|-6.07|0.0|4.04|0.0007599999999999|0.0014|0.0|8.68e-07|-0.06082|5.9596|5.57|-1485.499561|-1485.461532|716.1|1225.01|321.21|0.2574|0.4226399999999999|0.68165|0.1489|-0.16178|1.5138|-0.2226|0.03802869|4.8|5.3188|5.3188
46_a18|0.0|0|0|0|0.0|0.0|0|2|0.0|-0.001181461|1|0.03531746|-0.046124025|-0.3872848129999999|0.002300582|10.94680484|0|0|0.003512954|-0.069691797|-0.448177615|0.7100921609999999|0.729629263|-0.090469229|0.76616843|0.699483099|0|0.8265445990000001|-0.069742249|-0.076485888|0.30524999|0.008975181|-54.33831169|6.376289807000001|0.946462387|0.173455401|123.2289237|-0.029244604|-1.988633091|-35.20023815|63.70285871|1848.661552|8.980343774|16.47206875|0.8342358790000001|7150.333139|-1003.700904|26.56039822|0.013181412|1056.535856|9.36454702|0.0|1.0|0.0|1.0|1.0|2.0|4.27|3.3|76.5|3.33|2.0|1.0|151.14|36.0|3.0|-6.14|1.0|2.93|0.000999|0.00161|0.0|7.27e-07|-0.04995|3225.0|8.11|-1532.992457|-1532.968527|765.33|1380.79|384.45|0.4249|0.69181|0.69181|0.4249|-0.13224|2656.0|-0.18219|0.0239301|186.0|6.7305|6.7305
12a_a5|0.0|1|0|0|2.981252568|0.0|0|1|0.0|-0.256282289|2|0.023108466|-0.0036987359999999|-0.09350376|0.00873078|10.94553751|1|1|0.008649556|-0.006024869|-0.175245466|0.762866363|0.779533861|-0.063558439|0.829536345|0.741588813|0|0.894590896|-0.058605038|-0.067680123|0.337539208|0.0081891369999999|-41.59124655|5.032443973|13.74268646|0.105409104|64.77671525|-0.026030816|-1.353602454|-22.13179066|50.40529807|899.5599904|8.741980056000001|16.12184989|0.844187448|5294.775577|-511.1786804|21.42066499|0.014342828|650.3600841|8.814051518|0.0|1.0|1.0|1.0|1.0|1.0|3.06|4.26|57.7|2.17|1.0|0.0|119.38|29.0|4.0|-6.23|1.0|3.58|0.0205|0.00977|0.0|5.660000000000001e-07|-0.04076|4.6865|2.91|-1202.02622|-1201.990542|667.31|1140.24|297.97|0.4794|0.50831|0.67169|0.0296|-0.17152|2.5642|-0.21228|0.03567816|19.0|7.7212|7.7212
14r_a23|0.0|0|1|1|0.0|0.0|2|0|3.201732471|-0.009140243|2|0.045277778|0.014148395|-0.322513347|0.007671236|10.31321824|2|2|0.0075222369999999|0.033038452|-0.454010253|0.616699629|0.7837821840000001|-0.1050445769999999|0.846632079|0.5935522360000001|1|0.8662226190000001|-0.062618931|-0.085881409|0.375360556|0.019185345|-55.30494931|12.35476415|47.26552456|0.133777381|86.14846171|-0.03654528|-1.717628177|-25.96781003|66.31173073|2306.754114|7.555307147000001|14.15357616|0.873329024|6744.848704999999|-712.2932561000001|29.85706563|0.017092103|599.5697147999999|11.00678143|0.0|0.0|1.0|1.0|0.0|1.0|3.47|4.58|105.02|3.4|2.0|1.0|120.24|31.0|5.0|-6.31|0.0|3.7|0.00114|0.00332|0.0|9.18e-06|-0.06842|5.9406|3.72|-1729.1556449999998|-1729.1326809999998|678.08|1145.51|389.92|0.2346|0.30482|0.68115|0.0008|-0.15536|6.2620000000000005|-0.22378|0.02296354|5.0|8.2684|8.2684
12p_a30|0.0|0|0|0|0.0|0.0|0|2|0.0|0.038440292|2|0.040899471|-0.062956958|-0.3550576729999999|0.005613018|10.31162861|1|1|0.005965451|-0.109773594|-0.456474815|0.8414737059999999|0.7867133140000001|-0.2210072669999999|0.8371763179999999|0.7991060659999999|0|0.843381594|-0.074356395|-0.094870978|0.371591982|0.015107947|-60.65858419|9.659715461|75.21136863|0.156618406|100.1386407|-0.0364888379999999|-1.897419563|-30.39737673|68.98315679|2326.5244390000003|7.392482526|13.94763694|0.886732486|6166.812731|-775.6774321|28.4530386|0.0130197619999999|686.039456|8.3245726|1.0|0.0|1.0|1.0|0.0|1.0|4.76|2.93|81.65|3.04|2.0|0.0|132.24|30.0|4.0|-5.81|0.0|2.91|0.0009119999999999|0.00291|0.0|4.02e-05|-0.05169|5.1922|4.14|-1615.094336|-1615.0623480000002|685.08|1167.16|354.69|0.1768|0.33929|0.68561|0.1527|-0.14823|4.0456|-0.19992|0.03198743|17.0|7.7721|7.7721
12u_a36|0.0|1|0|0|3.508898495|0.0|0|2|0.0|-0.054501792|2|0.042560386|0.033763276|-0.407105926|0.0042553209999999|10.95266014|1|1|0.005035022|0.055588998|-0.438988314|0.901715152|0.8101678720000001|-0.018047007|0.855176759|0.860667615|0|0.842227829|-0.07260571|-0.0969881059999999|0.3765068079999999|0.017639065|-67.50289394|12.27663887|86.1184622|0.157772171|109.8080843|-0.03452119|-2.036750221|-35.17050511|78.06218646|2455.7556010000003|7.65672775|14.90088936|0.946117173|6127.402572|-986.6102007|30.82735404|0.015171583|799.5563855|10.55929252|1.0|0.0|1.0|1.0|1.0|2.0|5.05|3.01|69.2|2.66|2.0|0.0|138.33|32.0|4.0|-6.19|1.0|2.66|0.0047799999999999|0.00589|0.0|1.7800000000000002e-05|-53.0|3.8847|4.21|-1350.8981130000002|-1350.865506|739.12|1254.5|337.37|0.4267|0.69258|0.70272|0.0176|-0.15109|5.8702|-0.20409|0.03260752|16.0|7.7959|7.7959
20_a4|0.0|0|0|0|0.0|0.0|1|1|2.017439295|-0.203359312|1|0.039635417|-0.061689675|-0.124135414|0.012265062|10.9459449|1|1|0.012025268|-0.098992154|-0.211751813|0.691307598|0.7797803109999999|-0.105783279|0.8404413829999999|0.665774148|0|0.918147288|-0.060595472|-0.072188305|0.210083785|0.022933651|-34.74640079|11.03865532|63.27373076|0.081852712|39.3981702|-0.0273144939999999|-1.010636274|-14.03867522|46.45917085|1379.418733|5.543543957000001|9.58599918|0.729218575|4085.683488|-234.1428169|20.4281979|0.024334176|338.71903330000004|11.71277006|1.0|1.0|1.0|1.0|1.0|0.0|3.23|3.54|39.94|2.09|0.0|0.0|86.62|22.0|3.0|-5.96|1.0|2.97|0.1|0.0388|0.0|0.000806|-0.03048|5.1778|2.73|-934.2489802|-934.2266312|517.72|861.05|306.74|0.2364|0.5152|0.66028|0.1415|-0.16699|4.0681|-0.19747|0.022349042|646.0|6.1898|6.1898
9r_a24|0.0|1|0|0|2.950959457|0.0|0|0|0.0|-0.134192489|3|0.024179894|-0.17821765|-0.264490176|0.007861194|10.96129392|1|1|0.008722018|-0.29065818|-0.3018627239999999|0.786430472|0.7958149290000001|-0.083458647|0.841805128|0.7526889940000001|0|0.8417158379999999|-0.0618978309999999|-0.082022572|0.32720212|0.015557618|-54.99020696|10.4302588|71.31566881|0.158284162|106.1180928|-0.025821921|-1.394383716|-27.82142546|70.79264457|958.7578093|9.672636984|18.36822555|0.898988412|5501.824326|-626.7383196000001|28.13932796|0.02357068|670.2247423|15.80243761|1.0|1.0|1.0|1.0|1.0|1.0|3.53|3.93|79.82|1.02|2.0|0.0|116.9|30.0|6.0|-6.83|0.0|2.98|0.0383|0.0351|0.0|8.84e-07|-0.04313|4.4722|1.82|-1294.486221|-1294.451958|713.25|1199.71|289.16|0.3398|0.3398|0.6204|0.0029|-0.1676099999999999|1.9698|-0.21074|0.03426339|11.0|7.9586|7.9586
13f_a6|0.0|1|0|0|3.440154557|0.0|0|0|0.0|-0.088329567|2|45.0|0.04505613|-0.381170169|-0.003356527|10.95053349|1|1|-0.001446486|0.079490516|-0.466314952|0.841211811|0.77199166|-0.088948538|0.834167942|0.790249345|1|0.863222493|-0.073352505|-0.092939631|0.176745407|0.018554018|-62.41821579999999|12.46087045|62.42897239999999|0.136777507|91.85971442|-0.032802223|-1.672913351|-33.08535238|75.61173794|3253.287533|9.050440345|15.13042752|0.6717890999999999|6128.208571|-754.5608419|30.56694343|0.0196449239999999|676.2770877|13.19352214|1.0|1.0|1.0|1.0|1.0|2.0|3.56|4.53|103.17|0.92|1.0|0.0|123.82|32.0|5.0|-6.52|0.0|3.19|0.00323|0.00688|0.0|2.75e-08|-0.07786|4.8413|3.36|-1347.301285|-1347.266914|711.29|1202.78|394.98|901.0|0.49643|0.70541|0.0048|-0.12805|10.8469|-0.2059099999999999|0.03437105|42.0|7.3768|7.3768
21c _a23|0.0|0|1|1|0.0|0.0|2|0|3.311482916|0.178300778|2|0.043130342|0.0645437059999999|-0.576752175|0.003456487|10.3132171|2|2|0.0035741379999999|0.118226959|-0.596546056|0.7641222459999999|0.782543953|-0.060079444|0.838980345|0.7301130229999999|1|0.790596437|-0.08365474|-0.098699133|0.2571258939999999|0.014036138|-70.15570019|9.976937758|323.3651097|0.209403563|148.8448086|-0.040210758|-2.171380929|-42.26586935|79.71722579|2628.628799|8.945789862|16.83467928|0.881854988|7227.157398|-1097.07235|34.24804117|0.013451712|762.0576580000001|9.5615256|0.0|0.0|1.0|1.0|1.0|2.0|3.68|3.42|148.11|2.49|1.0|1.0|133.35|34.0|5.0|-7.13|0.0|3.0|0.0011|9.0|0.0|2.2e-05|-0.07892|3.6649|4.47|-1837.964768|-1837.932192|747.88|1275.12|338.3|0.3329999999999999|0.5885699999999999|0.5885699999999999|0.3329999999999999|-0.15089|6.0226|-0.22981|0.03257532|67.0|7.1752|7.1752
17e_a50|0.0|0|1|1|0.0|0.0|2|2|4.3906140030000005|-0.153175103|2|0.031870748|-0.011278897|-0.141076059|0.012036705|10.94500663|2|2|0.012372059|-0.017965698|-0.229030473|0.7596299459999999|0.7409645029999999|-0.202197068|0.7791604190000001|0.736221185|1|0.930108205|-0.046347299|-0.073011385|0.4239465089999999|0.012865274|-50.7956915|8.950665784|10.68364489|0.069891795|48.62532158|-0.02665495|-1.67926185|-22.43349867|57.93079973|1981.934841|8.52101688|16.70124474|0.960006062|6301.28046|-812.8136797000001|23.07468625|0.010255676|904.3172644|7.135108233|0.0|1.0|1.0|1.0|1.0|0.0|4.18|4.68|51.77|2.91|2.0|0.0|138.0|33.0|4.0|-6.08|1.0|4.03|0.00589|0.00288|0.0|2.03e-05|-0.03156|4.2373|3.8|-1375.295877|-1375.268259|757.34|1312.91|307.67|0.1809|0.6322800000000001|0.66478|0.1785|-0.16649|6.7175|-0.19805|0.02761851|155.0|6.8097|6.8097
11d_a31|0.0|1|0|0|3.39688681|0.0|0|1|0.0|0.064475882|0|0.0388738739999999|0.016799834|-0.848545873|-0.009496378|10.31169874|2|2|-0.006496772|0.026806221|-0.574318121|0.819298311|0.822077662|-0.13169885|0.868115289|0.78396996|0|0.585212816|-0.134031221|-0.134048091|0.197166451|0.034417775|-82.06512842|21.07078977|296.2476128|0.414787184|253.9354598|-0.040797245|-1.87667327|-50.23449218|98.8237718|2039.207676|7.885647873|15.21323794|0.929231204|5420.356537|-703.3714074|36.63453013|0.027374162|505.4234462|16.75864338|1.0|1.0|1.0|1.0|1.0|2.0|3.6|4.03|125.57|1.26|1.0|0.0|102.13|27.0|6.0|-6.4|0.0|3.34|0.00128|0.0241|0.0|0.000225|-0.03404|3.8009|4.87|-1598.7152199999998|-1598.671315|650.64|1077.69|326.2|0.2642|703.0|703.0|0.2642|-0.15822|3.1919|-0.19226|0.04390452|0.03|7.5229|7.5229
14e_a23|0.0|0|1|1|0.0|-4.45581912|2|0|3.052208981|0.059967018|2|0.044241453|0.023369734|-0.4787294729999999|0.001027627|10.3132176|2|2|0.001951778|0.072830644|-0.5232404310000001|0.560094237|0.791790895|-0.014216155|0.8510270329999999|0.5415996160000001|1|0.925392058|-0.073376247|-0.089453046|0.267882223|0.018022127|-62.2612068|12.5437807|48.244071000000005|0.074607942|51.92870134|-0.03935934|-1.96796702|-35.54678231|74.75779594|2428.874279|8.020794334|15.89643482|0.981902808|7663.17288|-953.3724859|34.39302091|0.017954325|658.8108151|12.49658915|0.0|0.0|1.0|1.0|1.0|1.0|3.54|6.19|105.02|3.82|2.0|1.0|125.29|34.0|7.0|-6.06|0.0|4.5|0.000198|0.000773|0.0|2.85e-06|-0.08122|3.7033|4.2|-1966.96594|-1966.943431|706.39|1209.58|334.8|0.3178|0.63922|0.63922|0.3178|-153.0|3.7696|-0.2342199999999999|0.02250947|3.0|8.5214|8.5214
12k_a36|0.0|1|0|0|3.483171769|0.0|0|2|0.0|-0.076124222|2|0.039061728|0.096315593|-0.413145744|0.002782748|10.94908765|1|1|0.003724542|0.163804836|-0.4373676689999999|0.90500247|0.811903388|-0.102077284|0.8647233590000001|0.856135378|0|0.8427704640000001|-0.075717305|-0.101946803|0.367754573|0.018067063|-67.14870046|11.90012613|46.79001927|0.157229536|103.5614526|-0.037758075|-2.038936068|-32.84907515|78.24529096|2294.707886|7.241602627000001|13.89698356|0.919048073|6027.033337|-884.5687799000001|31.85663123|0.016847116|698.847203|11.0965905|1.0|0.0|0.0|1.0|0.0|2.0|4.89|2.42|69.2|2.38|1.0|0.0|133.84|31.0|4.0|-6.34|1.0|2.37|0.0106|0.0115|0.0|3.94e-05|-0.0497|5053.0|3.83|-1310.3453949999998|-1310.312649|697.92|1186.08|338.46|0.3116|0.5249199999999999|0.70031|0.0908|-0.15053|5.7818|-0.20023|0.03274587|14.0|7.8539|7.8539
41_a18|0.0|0|0|0|0.0|0.0|0|2|0.0|0.115127295|1|0.038034188|-0.089781154|-0.500778516|-0.0034878|10.9470117|0|0|-0.002136837|-0.137860739|-0.5421253970000001|0.759941674|0.733589101|0.037097204|0.774395455|0.745631286|0|0.7349388459999999|-0.1020290859999999|-0.089139464|0.3888308139999999|0.009550224|-61.10986894|6.547189171|347.42621339999994|0.2650611539999999|181.7135945|-0.037381065|-2.317626057|-47.95199341|65.83786886|1491.296991|8.787657952|17.13823195|0.950261611|6605.095612|-1089.246155|28.37200951|0.006896617|897.5188662|4.727999916|1.0|1.0|0.0|1.0|1.0|3.0|4.07|2.7|99.28|2.94|2.0|1.0|141.34|34.0|3.0|-6.38|0.0|2.53|0.00125|0.0042899999999999|0.0|1.89e-06|-0.04956|3.2123|7.34|-1454.374793|-1454.3467460000002|736.59|1294.52|385.97|482.0|0.69308|0.69308|482.0|-0.1319|2.0934|-0.1814599999999999|0.0280471999999999|369.0|6433.0|6433.0
8c_a32|0.0|1|1|1|3.46252244|0.0|0|0|0.0|0.080016722|0|0.036711712|-0.026467635|-0.459589251|-0.003484915|10.31100269|3|3|-0.001662219|-0.047650724|-0.578242111|0.788133615|0.845443342|-0.11492754|0.8966299409999999|0.7507116140000001|1|0.801747512|-0.076876481|-0.097480366|0.263222951|0.016240436|-58.93213925|9.818219446|126.6561213|0.198252488|119.85432240000002|-0.027548799|-1.267244762|-28.09723623|74.36515033|3038.837633|7.079719717000001|12.81496717|0.8100952690000001|5773.240734|-463.1595384|27.72624296|0.025527931|557.1050635|15.43301109|1.0|1.0|1.0|1.0|1.0|2.0|3.46|4.19|140.04|1.1|1.0|0.0|110.47|27.0|4.0|-6.45|0.0|3.56|0.000597|0.0164|0.0|8.86e-06|-0.04161|3.5673|4.28|-1880.764533|-1880.733377|646.97|1090.0|347.56|0.3272|0.70135|0.70135|0.3272|-0.14712|8.4922|-0.18873|0.03115673|37.0|7.4318|7.4318
IN1166_a11|0.0|1|0|0|3.433539068|0.0|0|0|0.0|-0.089778965|2|0.044021739|0.018376555|-0.378539035|-0.003356527|10.95053349|1|1|-0.001446486|0.032420935|-0.462344944|0.841211811|0.765593573|-0.067328767|0.827254552|0.790249345|1|0.863273559|-0.073965061|-0.0896538619999999|0.551933595|0.0200246639999999|-61.90325275|13.82641888|112.0066065|0.136726441|94.40543077|-0.031642539|-1.6137695069999998|-35.26269962|76.76995134|2953.475057|6.777827685|12.63334911|0.8639230290000001|6310.825439|-769.3614916|31.46783535|0.021531291|676.2770877|14.86669859|1.0|1.0|1.0|1.0|1.0|2.0|3.51|4.53|103.17|0.92|1.0|0.0|123.82|32.0|5.0|-6.52|0.0|3.31|0.00323|0.00688|0.0|2.75e-08|-0.07275|4.9857|3.36|-1347.298558|-1347.256659|704.48|1198.36|377.7|0.3425|0.4358399999999999|0.6998300000000001|0.1239|-0.13823|3365.0|-0.21098|0.04189898|12.0|7.9318|7.9318
12c_a31|0.0|1|0|0|3.387641566|0.0|0|1|0.0|0.046986783|0|0.040982906|-0.030192572|-0.690412101|-0.003618466|10.311698300000002|2|2|-0.000813398|-0.048694677|-0.54466023|0.8083148840000001|0.842823186|-0.098452311|0.8856644770000001|0.770283733|0|0.665463503|-0.104643824|-0.129736755|0.343619017|0.030543026|-82.33748068|19.38414321|153.400467|0.334536497|212.313715|-0.036326291|-1.816314565|-42.14855504|97.28775086|1894.297124|8.091269314|14.67172662|0.813278739|5676.394271|-731.5771879|33.81868912|0.023556702|583.9691392000001|14.95027019|1.0|1.0|1.0|1.0|1.0|2.0|3.69|3.7|117.37|1.08|2.0|0.0|108.16|28.0|5.0|-6.53|0.0|3.32|0.00233|0.0277|0.0|2.31e-05|-0.0338399999999999|3.8328|4.6|-1618.1530810000002|-1618.112841|679.71|1138.89|323.48|0.2625|0.7007399999999999|0.7007399999999999|0.2625|-0.15904|1.6786|-0.19288|0.04023903|0.38|6.4202|6.4202
12r_a30|0.0|0|0|0|0.0|0.0|0|2|0.0|-0.015167821|2|0.043383838|-0.093079817|-0.400352091|-0.002544958|10.31162892|1|1|-0.001131023|-0.247439715|-0.44083509|0.609043558|0.83236194|-0.105767484|0.889479916|0.591758164|0|0.72072745|-0.090229387|-0.109990462|0.451652492|0.019137908|-71.0931422|12.36992712|90.4724548|0.27927255|180.5098625|-0.040404659|-1.979828309|-37.69583567|82.06195604|2433.580273|7.467190577999999|13.94386247|0.867350555|6735.090739|-827.1283373|33.05530181|0.016970201|616.2856203|10.96881384|1.0|0.0|1.0|1.0|0.0|1.0|4.66|3.74|81.65|3.58|2.0|0.0|127.19|31.0|6.0|-6.06|0.0|3.21|0.00141|0.00291|0.0|3e-05|-0.05244|5067.0|4.32|-1774.236548|-1774.2026670000002|679.64|1141.54|353.12|0.1908|0.32409|0.68476|0.1522|-0.14894|5.2021|-0.20138|0.03388131|29.0|7.5317|7.5317
1a_a5|0.0|0|0|0|0.0|0.0|0|1|0.0|-0.271170445|2|0.021346801|-0.075791863|-0.078562954|0.005921049|10.9502215|0|0|0.00549829|-0.123867037|-0.179831877|0.8309401009999999|0.7427901179999999|-0.008431181|0.794139321|0.808272639|0|0.833638233|-0.071887159|-0.075618812|0.3602068089999999|0.008036994|-38.07869556|4.047117885|83.60943679|0.166361767|83.77332129999999|-0.027665419|-1.134282187|-18.22870183|46.38422909|902.6910106|6.199179484|11.38004491|0.835734058|4005.068642|-287.62427139999994|19.19815378|0.016493595|403.543273|8.305533524|0.0|1.0|0.0|1.0|1.0|1.0|3.54|1.42|37.81|2.09|0.0|0.0|93.49|23.0|4.0|-6.58|1.0|1.75|755.0|109.0|0.0|2.13e-05|-0.1040099999999999|4.6707|2.85|-951.1394906|-951.110826|531.02|882.1|437.61|0.2109|0.44868|0.54123|0.0126|-0.12226|4.4956|-0.2262699999999999|0.028664612|107.0|6.9706|6.9706
12b_a50|0.0|0|1|1|0.0|0.0|2|1|4.058595679|-0.19841119|1|0.034845679|-0.08032584|-0.125985651|0.01164808|10.94501743|2|2|0.011790103|-0.139522815|-0.246831987|0.699597776|0.804535572|-0.189976035|0.8718949979999999|0.660148928|1|0.925916085|-0.045602469|-0.066155918|0.24516882|0.0214891|-33.25880166|10.80329197|8.07905572|0.074083915|37.24447201|-0.0237482779999999|-0.926182858|-11.52561607|47.12729492|1446.231761|5.7232816060000005|10.05480253|0.756824707|4672.843578|-234.0844297|20.82911679|0.027586169|388.171611|13.86849326|1.0|1.0|0.0|1.0|1.0|0.0|3.31|3.42|48.53|2.02|0.0|0.0|94.69|24.0|3.0|-6.44|1.0|2.59|215.0|45.0|0.0|0.00101|-0.02974|4.7089|2.47|-1006.664619|-1006.641541|539.15|909.8|315.44|0.2425|0.6016199999999999|0.6581|0.0777|-0.16451|4.0567|-0.19425|0.02307802|4.74|5.3242|5.3242
