molecula|SddssS|n9FaHRing|SaaNH|BCUTs-1|SaasN|MATS2c|SRW07|n6HRing|JGI4|MATS7i|ATSC1c|AATSC1are|MATS8i|AATSC8d|n5aRing|AATSC7i|AATSC1i|MATS1c|BIC2|MATS8s|nFaHRing|RASA|FNSA3|FNSA5|PBF|FPSA3|PNSA3|PPSA3|RPSA|WPSA3|FNSA1|FNSA2|DPSA5|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|WNSA4|FPSA1|GeomDiameter|PPSA1|WNSA2|FPSA5|DPSA1|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w WLOGP|Log Po/w MLOGP|Leadlikeness|Brenk|Veber filter|Class [Log S (SILICOS-IT)]|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|BBB|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
12ba_a36|0.0|0|3.389685532|1.297043659|0.0|-0.090865777|5.351858133|2|0.040566449|0.087201747|-0.423472625|-0.002123045|0.003750685|-0.011949092|1|0.159880159|-0.168084618|-0.410941182|0.8256014690000001|0.041478447|0|0.849738126|-0.083210415|-0.108410153|0.330220757|0.0246090489999999|-56.0578808|16.57882744|0.150261874|11.16896162|0.7068957840000001|-1.951382748|89.06670390000001|0.49229954|3035.390784|572.4586103999999|-1314.6236720000002|-17.03166444|0.293104216|14.59456478|197.4608731|-885.6465508|0.023797439|-278.7665262|1859.713557|688.1986357999999|16.03205543|1.0|0.0|1.0|0.0|2.0|4.8|0.0|0.12|-6.72|1.63|0.74|1.0|0.0|0.0|1.0|-4.77|6.0|-7.04|0.0|0.0|1.57|0.0072599999999999|5.65e-05|0.0|1.91e-07|8.240000000000001e-05|-0.08446|2.79|3.0114|-1417.454721|-1417.426327|687.23|411.71|236.13|0.3989999999999999|0.70432|0.0009|-0.12587|3.1996|-0.21033|0.02839417|-1417.249741|4.5448|21.0|7.6778|7.6778
18a_a22|0.0|0|0.0|1.194229718|1.854982521|-0.197348157|4.727387819|2|0.038167849|0.033735832|-0.19538364|0.007066388|-0.021976395|-0.015194063|1|0.059645624|-0.147724859|-0.296897301|0.7329701259999999|-0.042139855|1|0.926535704|-0.050645213|-0.076119803|0.573315195|0.01713283|-34.36220678|11.62443251|0.073464296|7.887046626|0.710467198|-1.5223960559999998|64.80092090000001|0.487405342|2898.068989|628.6440468999999|-1032.92859|-13.47750813|0.289532802|13.72951861|196.4447473|-700.830423|0.0193879289999999|-285.5992506|1453.872315|730.9420477000001|13.15449139|1.0|1.0|1.0|1.0|1.0|3.49|3.17|0.08|-9.4|5.11|2.13|2.0|1.0|0.0|1.0|-5.59|4.0|-6.28|0.0|1.0|3.9|0.00113|6.98e-06|0.0|3.95e-10|1.73e-07|-0.0706799999999999|3.69|3.4832|-1691.3151059999998|-1691.2957760000002|695.35|355.95|246.91|0.35107|0.68577|0.0354|-0.1408|3851.0|-0.21148|0.01932946|-1691.097989|5.3946|13.0|7.8861|7.8861
17a_a10|0.0|0|0.0|1.3438501040000002|2.118111229|-0.218519541|5.4161004020000005|3|0.036545455|-0.082914437|-0.2946568739999999|0.009206558|-0.093735748|0.031632653|1|-0.132166258|-0.360142554|-0.275154041|0.76281504|0.029106767|1|0.8538249840000001|-0.055423599|-0.082689376|0.463842217|0.020088947|-39.18491085|14.20303963|0.146175016|10.04165819|0.564726042|-1.488408763|76.48633670000001|0.4918223679999999|3154.628148|603.6608262999999|-1052.3164359999998|-11.80945728|0.4352739579999999|16.96492079|307.7420338|-743.9958084|0.0254938|-91.52361858|1863.410498|911.2106544|18.02431251|0.0|1.0|1.0|1.0|0.0|3.8|3.66|0.33|-7.32|2.5|1.29|1.0|0.0|0.0|1.0|-3.68|6.0|-7.43|1.0|0.0|2.64|0.0986|4.74e-05|0.0|4.74e-08|2.22e-05|-0.04641|3.95|3.9887|-1524.557372|-1524.52012|767.6|310.84|224.26|0.32889|0.67671|0.0867|-0.16562|4.1012|-0.21203|0.03725238|-1524.252023|5.3803|49.0|7.3098|7.3098
IN1166_a11|0.0|0|3.433539068|1.429020445|0.0|-0.089778965|4.727387819|2|0.044021739|0.018376555|-0.378539035|-0.003356527|0.0266218529999999|-0.037793156|1|0.032420935|-0.223618825|-0.462344944|0.765593573|0.102257199|1|0.863273559|-0.073965061|-0.0896538619999999|0.551933595|0.0200246639999999|-51.07061499|13.82641888|0.136726441|9.546719887|0.694302821|-1.6137695069999998|76.76995134|0.463497159|2865.055175|596.0640225999999|-1114.258549|-15.08551944|0.305697179|12.63334911|211.0745642|-769.3614916|0.021531291|-268.3203251|1604.859603|676.2770877|14.86669859|1.0|1.0|1.0|1.0|2.0|3.51|2.79|0.08|-10.18|4.53|0.92|1.0|0.0|0.0|0.0|-5.11|5.0|-6.52|0.0|1.0|3.31|0.00323|1.65e-05|0.0|6.59e-11|2.75e-08|-0.07275|3.36|3.2827|-1347.298558|-1347.256659|704.48|377.7|248.68|0.4358399999999999|0.6998300000000001|0.1239|-0.13823|3365.0|-0.21098|0.04189898|-1347.073528|4.3481|12.0|7.9318|7.9318
11_a4|0.0|0|0.0|0.626711769|2.159635561|-0.20567828|5.4161004020000005|2|0.03617284|-0.017835936|-0.056016567|0.011277653|-0.073554945|-0.0043410079999999|1|-0.030003079|-0.046906237|-0.145254541|0.820318166|-0.163623353|1|0.930113409|-0.054262142|-0.06530408|0.4523305489999999|0.009336075|-31.35942689|5.395547437|0.069886591|3.118219598|0.7560913159999999|-1.110169356|44.63993001|0.480360734|2452.527871|537.5354202000001|-641.5941818|-7.889214068999999|0.243908684|13.18281017|140.96082869999998|-370.7930613|0.011937709|-296.0029432|848.5670554999999|575.2252237|6.89909579|1.0|1.0|1.0|1.0|0.0|3.31|3.49|0.23|-8.05|5.22|3.15|2.0|0.0|0.0|1.0|-5.14|3.0|-5.74|0.0|1.0|4.16|0.00271|1.06e-05|0.0|8.89e-09|3.31e-06|-0.05582|3.2|3.78|-1467.463842|-1467.440475|630.04|328.0|252.67|0.4444|0.65942|0.0403|-0.15885|4187.0|-0.2146699999999999|0.02336674|-1467.255521|5.3012|0.11|6.9586|6.9586
4_a18 (SD-208)|0.0|0|0.0|1.304335262|0.0|0.055002235|0.0|3|0.040864198|-0.020226647|-0.498304229|-0.018723101|-0.009648044|-0.056245435|0|-0.047745689|-0.3630339729999999|-0.564165402|0.83508768|-0.058455902|0|0.77909674|-0.077885485|-0.099573708|0.115284206|0.0211761979999999|-40.10670787|10.90456851|0.22090326|5.615248385|0.602029021|-1.2944582059999998|69.63488061|0.454067432|2395.526727|401.1916387|-666.5742296|-9.276994128|0.397970979|11.42979655|204.9329964|-343.2487827|0.035654206|-105.0785813|1107.212786|363.2306414|18.35993987|0.0|1.0|1.0|1.0|1.0|2.77|2.54|0.0|-8.15|4.44|2.02|1.0|0.0|0.0|1.0|-4.29|6.0|-6.31|0.0|1.0|3.11|18.0|4.14e-05|0.0|7.06e-09|2.49e-06|-0.09992|2.58|3.2777|-1542.296276|-1542.276332|537.47|378.26|239.56|0.4646|0.69028|0.2316|-0.13588|3.4629|-0.2358|0.0199445|-1542.207472|5.2085|0.08|7.0969|7.0969
6c_a31|0.0|0|3.423005244|0.6101347220000001|0.0|0.047405064|5.733341277|0|0.038901235|0.137523742|-0.790027307|-0.009477764|-0.00219333|-0.107687565|2|0.2301743489999999|-0.009333123|-0.582545668|0.790900932|-0.078059285|0|0.641197273|-0.120905075|-0.126324613|0.138124296|0.03173578|-76.54198229|20.09112958|0.358802727|12.71919216|0.7653239190000001|-2.147518413|93.4208388|0.4463376229999999|2837.949799|405.9259734|-1359.540251|-17.93106176|0.234676081|14.63492011|148.5675636|-860.6909647|0.0212421629999999|-335.9398876|1776.424619|597.3075924999999|13.44788285|1.0|1.0|1.0|1.0|2.0|3.67|3.13|0.14|-7.72|4.26|1.58|2.0|0.0|0.0|1.0|-6.09|5.0|-6.27|0.0|1.0|3.64|0.000343|1.15e-05|0.0|1.89e-08|7.9e-06|-0.0581799999999999|5.08|3.2974|-1691.984862|-1691.948653|667.01|376.01|376.01|0.7014699999999999|0.7014699999999999|0.5028|-0.13351|5.9253|-0.19169|0.03620884|-1691.794585|8.8847|0.34|6.4685|6.4685
4a_a49|0.0|0|0.0|1.343847746|2.085628989|-0.076526919|5.4161004020000005|2|0.036555556|-0.080255074|-0.3631108529999999|-1.8100000000000003e-05|-0.053787795|0.018857363|1|-0.130491035|-0.060391347|-0.403194204|0.803344301|0.0063958109999999|1|0.7570436159999999|-0.094228246|-0.087863033|0.433367368|0.017143497|-57.79201133|10.51443916|0.242956384|6.448709504|0.650301539|-1.4936715669999998|68.37721704|0.4716382|2675.628678|464.3095353|-916.0977468|-11.01687292|0.349698461|15.01791558|214.47685|-561.8605190000001|0.023624093|-184.3656985|1408.727632|620.5697596|14.48911428|0.0|1.0|1.0|1.0|2.0|3.35|2.89|0.22|-7.36|2.83|1.25|1.0|0.0|0.0|1.0|-3.28|5.0|-7.52|0.0|1.0|2.42|211.0|0.000305|0.0|4.35e-08|1.74e-05|-0.06461|3.34|3.7876|-1313.19945|-1313.158118|660.19|327.34|262.35|0.35731|0.68042|0.0789|-0.1585099999999999|3.9716|-0.2231199999999999|0.04133192|-1312.98289|4.8706|32.0|7.4949|7.4949
3g_a32|0.0|1|3.542426304|0.60942078|0.0|0.015803466|5.733341277|0|0.05052381|-0.058985916|-0.2816222539999999|0.001276735|-0.1154223269999999|-0.125170068|3|-0.105402305|-0.133675401|-0.563371932|0.755211939|-0.1015732219999999|1|0.887695945|-0.070213101|-0.098311343|0.273439311|0.0119962889999999|-38.9071564|6.647498326|0.112304055|3.683575459|0.8007401590000001|-1.278047464|60.55421302|0.447358137|2271.746759|491.89858160000006|-708.2039051|-9.343731735|0.199259841|10.70834299|110.4157723|-392.4367329|0.01096673|-333.29803589999995|884.4366022|475.3634141|6.076989555|1.0|0.0|1.0|1.0|1.0|3.43|3.44|0.28|-7.29|5.42|2.18|2.0|0.0|0.0|1.0|-7.09|3.0|-4.9|0.0|1.0|4.61|2.88e-05|2.58e-06|0.0|5.08e-08|1.8e-05|-0.0535|4.13|3.5456|-1712.060085|-1712.036238|593.24|349.68|349.68|0.70275|0.70275|0.2859|-0.14715|3.3082|-0.20065|0.02384763|-1711.919273|5.5816|14.0|7.8539|7.8539
14c_a23|0.0|1|0.0|1.197962449|3.349976042|0.06596946|5.351858133|2|0.043538647|0.04174584|-0.296935034|0.010682694|-0.047853455|-0.047410593|2|0.077009731|-0.13187015|-0.4589840189999999|0.793551289|0.1114214519999999|1|0.922935039|-0.0567889659999999|-0.0800086929999999|0.2273163289999999|0.018842596|-37.73933093|12.52192141|0.077064961|8.321492112|0.7834075309999999|-1.600173862|64.05912299|0.459622824|2955.304496|613.3401089|-1063.401832|-15.0359121|0.2165924689999999|14.49533577|143.9373772|-706.6878684999999|0.016385474|-376.6791777|1357.40568|633.3278634|10.88903141|0.0|0.0|0.0|1.0|1.0|3.4|3.6|0.05|-7.99|4.67|3.51|2.0|1.0|0.0|1.0|-6.13|4.0|-6.03|0.0|0.0|4.0|0.000334|2.83e-06|0.0|1.02e-08|4.55e-06|-0.0795299999999999|4.1|3.7031|-2089.523959|-2089.501598|693.64|334.81|334.81|0.56781|0.56781|356.0|-0.15143|7.2704|-0.23096|0.02236136|-2089.354057|10.369000000000002|2.0|8.6253|8.6253
12b_a50|0.0|1|0.0|1.397986833|4.058595679|-0.19841119|5.82008293|1|0.034845679|-0.08032584|-0.125985651|0.01164808|-0.101728189|-0.115659308|2|-0.139522815|-0.291865836|-0.246831987|0.804535572|0.009081884|1|0.925916085|-0.045602469|-0.066155918|0.24516882|0.0214891|-22.92589265|10.80329197|0.074083915|5.43117764|0.5731907470000001|-0.926182858|47.12729492|0.430791247|2224.116359|465.4891075000001|-465.6232233|-6.002164865|0.4268092529999999|10.05480253|214.5713436|-234.0844297|0.027586169|-73.59089223|812.3355548|388.171611|13.86849326|1.0|1.0|1.0|1.0|0.0|3.31|2.45|0.11|-5.49|3.42|2.02|0.0|0.0|0.0|2.0|-3.16|3.0|-6.44|1.0|1.0|2.59|215.0|0.000144|0.0|3.22e-06|0.00101|-0.02974|2.47|3.9305|-1006.664619|-1006.641541|539.15|315.44|263.3|0.6016199999999999|0.6581|0.0777|-0.16451|4.0567|-0.19425|0.02307802|-1006.550688|5.6617|4.74|5.3242|5.3242
19_a20|0.0|0|3.423603867|1.4009239059999998|0.0|0.071176085|4.727387819|3|0.0396875|0.103271147|-0.539158264|-0.006620594|0.077469518|-0.063133522|1|0.175308615|-0.083481481|-0.5838248970000001|0.7619768840000001|-0.143992458|1|0.754452534|-0.091725453|-0.099685049|0.25624423|0.013643765|-60.26825633|8.964643162|0.245547466|5.890223441|0.796070588|-1.993700989|75.98477124|0.483310517|2849.084477|495.7134289|-1309.962269|-16.55214209|0.203929412|15.38668579|133.9919257|-860.7113887|0.0159602|-389.0666676|1645.535318|684.5377542|10.48665779|1.0|1.0|1.0|1.0|2.0|3.49|2.49|0.08|-9.63|4.08|1.33|1.0|0.0|0.0|1.0|-4.89|5.0|-6.8|0.0|1.0|3.16|0.00541|2.6600000000000003e-05|0.0|2.34e-10|9.86e-08|-0.06767|5.01|3.3616|-1368.413151|-1368.378274|687.79|368.83|368.83|0.6987399999999999|0.6987399999999999|0.2998|-0.13903|4.2507|-0.2067|0.03487615|-1368.190746|6.3327|2.6|5585.0|5585.0
12x_a30|0.0|0|0.0|0.604984021|0.0|0.044575215|5.351858133|2|0.043383838|-0.0606216429999999|-0.3545061539999999|0.00604028|0.027312213|-0.1066694919999999|1|-0.104089964|-0.0922059569999999|-0.458718546|0.782514704|-0.062251445|0|0.848844277|-0.071909912|-0.091725339|0.398925866|0.014757946|-47.48669555|9.745611551|0.151155723|6.435648079|0.824674971|-1.926232129|68.52587215|0.4490846539999999|2845.417984|560.5459455|-1272.013771|-15.27257668|0.175325029|14.14885734|115.7782842|-839.9917174000001|0.012044556|-428.8071293|1542.442557|754.3941655|7.953787804|1.0|0.0|1.0|0.0|1.0|4.86|0.0|0.21|-7.38|3.23|3.25|2.0|0.0|0.0|1.0|-6.04|4.0|-5.64|0.0|0.0|3.19|0.00039|3.48e-06|0.0|4.12e-08|1.76e-05|-0.05093|4.45|3.4831|-1654.40976|-1654.3784|703.75|355.95|355.95|0.68589|0.68589|0.1517|-0.14783|4.3702|-0.19876|0.03136007|-1654.183467|4.8197|22.0|7.6556|7.6556
2_a20 (SB-505124)|0.0|0|3.485765306|1.183764955|0.0|-0.006955944|5.351858133|1|0.05042042|0.013612077|-0.498602014|0.001622309|-0.177905025|-0.137383329|1|0.02072518|-0.229461916|-0.520284161|0.725030162|0.082053195|0|0.7694360659999999|-0.083565835|-0.117328885|0.214264156|0.02856542|-45.98170774|15.71798823|0.230563934|8.648749117000001|0.831919306|-1.759933279|70.87109323|0.475937029|2195.369524|423.3785776|-968.3950117|-11.58380004|0.1680806939999999|11.3574908|92.48561162|-532.854802|0.011470204|-365.2740749|1164.049211|477.95809620000006|6.311425784|1.0|1.0|1.0|1.0|1.0|3.4|3.1|0.3|-7.22|4.47|2.06|1.0|0.0|0.0|1.0|-5.24|4.0|-5.31|1.0|1.0|3.81|0.0019199999999999|1.22e-05|0.0|6.070000000000002e-08|2.03e-05|-0.03717|4.57|3.6404|-1089.371784|-1089.358727|593.8|340.58|340.58|0.69947|0.69947|0.3267|-0.14928|2.5584|-0.18645|0.01305739|-1089.201587|3.9392|169.0|6.7721|6.7721
13b_a30|0.0|0|0.0|0.604984129|0.0|0.112353041|5.351858133|2|0.041728395|-0.035340334|-0.627919307|-0.003436924|0.042845487|-0.0463169629999999|1|-0.062905093|0.006103754|-0.564815317|0.836520136|-0.045844862|0|0.694101802|-0.109962789|-0.113554975|0.3529073379999999|0.018555474|-74.24619275|12.52854078|0.305898198|8.459192992|0.800290866|-2.271099499|88.26741491|0.454574838|3002.926824|468.6532296|-1533.432289|-19.53516918|0.1997091339999999|16.1428924|134.8423681|-1035.363967|0.017174033|-405.5090587|1916.093704|713.7769663|11.59580043|1.0|0.0|1.0|0.0|2.0|4.76|0.0|0.13|-6.19|1.72|2.06|1.0|0.0|0.0|1.0|-5.01|5.0|-7.05|0.0|0.0|1.91|0.00427|5e-05|0.0|6.520000000000001e-07|0.000288|-0.05434|4.54|3.5056|-1744.492044|-1744.446479|721.48|353.68|245.51|0.32563|0.6862699999999999|0.1415|-0.14879|3.8495|-0.20313|0.0455651|-1744.281763|5.3762|26.0|7.5901|7.5901
12ad_a36|0.0|0|3.428443248|1.297042846|0.0|-0.040810025|5.351858133|2|0.040787037|0.046496301|-0.649957196|-0.001148437|-0.0072527669999999|0.010723827|1|0.077659878|-0.227404687|-0.478461478|0.832674224|0.1563642469999999|0|0.760267769|-0.082404548|-0.107772644|0.423689705|0.030769062|-58.34300549|21.78471426|0.239732231|15.4237324|0.656407461|-2.047680239|96.81391944|0.477102332|3041.082692|538.2749789|-1449.77215|-18.32944602|0.343592539|16.772513699999998|243.2659577|-1026.448977|0.028968808|-221.4751857|2208.646667|735.3783268|20.51012207|1.0|0.0|1.0|0.0|2.0|4.9|0.0|0.17|-6.62|1.67|1.89|1.0|0.0|0.0|1.0|-4.18|6.0|-7.18|0.0|0.0|1.76|0.0289|8.36e-05|0.0|2.42e-07|0.000106|-0.05406|4.5|3.8512|-1460.8311199999998|-1460.794632|737.53|321.93|216.26|0.27316|0.67215|0.2532|-0.15638|5.3349|-0.21044|0.03648828|-1460.610659|6.8996|17.0|7.7696|7.7696
19_a34|0.0|0|0.0|1.438829424|1.898101852|-0.068004837|5.351858133|1|0.044107744|-0.189862762|-0.5357267960000001|-0.00802652|-0.143343425|-0.014196676|1|-0.29861864|-0.401414514|-0.469568766|0.8022000659999999|0.08178394|0|0.6399024520000001|-0.112877411|-0.1255804019999999|0.308793959|0.039589023|-56.30608209|19.74799697|0.360097548|9.850795895|0.662289492|-1.506964829|77.38527508|0.467358389|2127.363207|319.1993829|-751.7118302|-9.86770272|0.3377105079999999|10.31797048|168.4584665|-374.9727034|0.029554695|-161.90813300000002|1135.020017|337.9440349|14.74262256|0.0|1.0|1.0|1.0|1.0|3.07|2.77|0.18|-5.03|2.31|1.08|0.0|0.0|0.0|2.0|-2.73|5.0|-7.01|1.0|1.0|2.1|574.0|0.000704|0.0|9.42e-06|0.00291|-0.02901|2.7|4.1721|-1046.606458|-1046.5747720000002|538.96|297.18|297.18|0.6897300000000001|0.6897300000000001|0.2189|-0.1735|3.4272|-0.20251|0.03168624|-1046.509891|5.0441|0.99|6.0044|6.0044
12ax_a36|0.0|0|3.429529478|1.280791885|0.0|-0.0943348109999999|5.351858133|2|0.043383838|0.075802407|-0.414810497|-0.001012333|-0.057017299|-0.034663063|1|0.128253871|-0.1716508239999999|-0.440372791|0.836170906|-0.0394369539999999|0|0.846837721|-0.073739612|-0.107815607|0.375647684|0.019128091|-49.32384393|12.79462904|0.153162279|8.558226304|0.7648530440000001|-1.940680931|84.58859134|0.488501696|2926.929456|566.4430628|-1298.106146|-17.36585896|0.235146956|14.78635841|157.28794140000002|-868.2929481000001|0.018645135|-354.3162187|1697.196809|661.6709012|12.47158322|1.0|0.0|1.0|0.0|2.0|4.74|0.0|0.14|-7.76|3.19|2.99|2.0|0.0|0.0|1.0|-5.08|4.0|-6.26|1.0|1.0|2.82|0.00372|6.55e-06|0.0|1.74e-08|7.83e-06|-0.05596|4.42|3.8889|-2152.130959|-2152.100515|699.67|318.82|236.74|0.39564|0.69348|0.4167|-0.15728|4.5001|-0.21324|0.03044421|-2151.971761|6.0402|12.0|7.9208|7.9208
12_a15|0.0|0|0.0|1.435689014|0.0|-0.071096525|0.0|2|0.034285714|-0.035728911|-0.370766171|0.001740635|-0.106061273|-0.01062828|0|-0.054575504|-0.184255041|-0.380490701|0.723852961|0.049877871|0|0.89637291|-0.061084417|-0.094209248|0.738437971|0.015018226|-39.00359933|9.58943236|0.10362709|6.123040777999999|0.746489397|-1.695766456|70.6606311|0.476419838|2613.57759|572.3516967|-1082.780166|-13.04483751|0.253510603|10.40571107|161.8714956|-691.376388|0.016453962|-314.7766363|1450.496376|673.7288405|10.50617745|1.0|1.0|1.0|1.0|1.0|3.56|3.73|0.12|-9.82|6.3|2.87|2.0|0.0|0.0|1.0|-6.22|4.0|-4.97|0.0|1.0|4.7|0.0002379999999999|1.47e-06|0.0|1.51e-10|5.99e-08|-0.03196|5.16|3.8538|-1281.087109|-1281.060163|688.91|321.72|276.63|0.50595|0.70444|0.0093|-0.15858|4.3338|-0.19054|0.02694613|-1280.871722|6.0547|4.0|8.3979|8.3979
14j_a23|0.0|1|0.0|1.197963927|3.278390512|0.074424082|5.351858133|2|0.046283951|0.037350515|-0.322724299|0.007671236|-0.026319216|-0.055708465|2|0.087218599|-0.17267308|-0.463194548|0.800643488|0.143567854|1|0.8454521620000001|-0.062203032|-0.082226482|0.226990358|0.020485263|-40.35191855|13.28905737|0.154547838|8.620784882999999|0.7739671709999999|-1.644529644|64.88069411|0.497137467|2943.385528|548.455847|-1066.827834|-14.72479008|0.226032829|15.57933561|146.63044480000002|-692.0651337|0.017787992|-355.4521561|1378.388999|599.5697147999999|11.53930239|0.0|0.0|1.0|1.0|1.0|3.39|3.41|0.05|-7.67|4.58|3.4|2.0|1.0|0.0|1.0|-5.58|5.0|-6.31|0.0|0.0|3.77|0.00114|7.73e-06|0.0|2.14e-08|9.18e-06|-0.07581|3.72|3.6671|-1729.15999|-1729.1379190000002|670.6|338.1|338.1|0.65128|0.65128|0.3886|-0.14816|5.8037|-0.2239699999999999|0.02207124|-1728.988797|8.3233|4.0|8.3883|8.3883
12bb_a36|0.0|0|3.3296932480000003|1.29704416|0.0|-0.07834963|5.351858133|2|0.04625323|0.096309833|-0.444923056|-0.006877664|-0.018516159|-0.027636036|1|0.2463876689999999|-0.250781298|-0.421445726|0.836170906|0.0534307559999999|0|0.6888482109999999|-0.090660196|-0.114330726|0.314702945|0.022069757|-58.19935506|14.16769093|0.311151789|9.094955748|0.719294078|-1.943622342|88.14984373|0.4808928389999999|2902.055617|442.2064275|-1247.709262|-16.01935076|0.280705922|15.13083401|180.1992964|-800.967538|0.022984922|-281.5518699|1734.6302440000002|593.6088758|14.75518126|1.0|0.0|1.0|0.0|2.0|4.72|0.0|0.14|-7.12|3.0|2.78|1.0|0.0|0.0|1.0|-3.99|6.0|-6.8|1.0|0.0|2.44|0.0424|4.81e-05|0.0|7.599999999999999e-08|3.17e-05|-0.0566799999999999|3.66|3.8001|-1431.4091|-1431.374881|667.88|326.27|236.69|0.38838|688.0|0.0736|-0.15507|6251.0|-0.21175|0.03421884|-1431.238418|8657.0|0.01|8.0|8.0
7a_a8|0.0|0|3.1730222510000003|1.4000287219999998|1.4494883790000002|-0.11821781|5.4161004020000005|1|0.041123188|-0.017706371|-0.482688615|0.000736369|0.004607684|-0.019054799|1|-0.02923588|-0.032195997|-0.412963751|0.764224152|0.033708575|0|0.718410375|-0.102174163|-0.101880506|0.238462711|0.035405618|-60.00793116|20.79408196|0.281589625|12.2125771|0.733884399|-1.833849114|75.4573633|0.477611327|2715.360649|421.9297638000001|-1077.038349|-14.71059634|0.266115601|14.73814865|156.2924154|-632.5556427|0.0265990589999999|-274.7254012|1467.585836|488.0169522|15.62189947|0.0|0.0|1.0|1.0|1.0|3.34|3.06|0.05|-7.27|3.49|2.01|1.0|0.0|0.0|1.0|-4.86|5.0|-6.33|0.0|1.0|3.15|0.00522|2.29e-05|0.0|5.3600000000000004e-08|2.05e-05|-0.07616|5.2|3.0704|-1291.313963|-1291.287017|605.72|403.8|270.66|0.61257|0.70367|0.1575|-0.12889|9.9646|-0.20505|0.0269461|-1291.156661|12.8748|24.73|4.6068|4.6068
4j_a46|0.0|0|0.0|1.134637093|2.194310043|-0.175292207|5.587248657999999|1|0.048126615|-0.0529855709999999|-0.130235627|0.011968098|-0.1051618459999999|-0.176133068|1|-0.078783783|-0.087688953|-0.226712003|0.7298040140000001|-0.061823242|0|0.949893337|-0.05924408|-0.074417476|0.295221643|0.01492164|-34.99059698|8.812983129|0.0501066629999999|5.205103062|0.776932317|-1.339514565|50.26191521|0.402450715|2260.870095|561.0237355|-791.1408955|-8.652995323999999|0.223067683|10.49957018|131.7477027|-467.2617475|0.0106831269999999|-327.122208|1018.288052|642.1335502000001|6.30964324|0.0|1.0|1.0|1.0|0.0|4.0|3.9|0.39|-7.69|5.33|3.28|2.0|0.0|0.0|1.0|-5.38|3.0|-5.09|1.0|1.0|4.5|0.0015|4.86e-06|0.0|2.03e-08|7.33e-06|-0.01684|4.93|4.4093|-1132.043677|-1132.018764|646.67|281.19|229.82|0.37853|0.69413|0.1418|-0.18387|2.9043|-0.20071|0.02491327|-1131.817578|3.8105|805.0|6.0942|6.0942
13_a15|0.0|0|0.0|1.4356889940000002|0.0|-0.139434143|0.0|3|0.029206349|-0.006938727|-0.393632585|0.001806571|-0.031047852|0.005149745|0|-0.010882979|-0.272482143|-0.357554652|0.729838386|0.008210506|0|0.8854875790000001|-0.068526782|-0.098053528|0.708462114|0.016196467|-43.2365883|10.21906987|0.114512421|6.447664726|0.755283433|-1.961070565|72.41636305|0.482317225|3028.485145|558.6934137000001|-1237.326456|-13.46007201|0.244716567|10.07307988|154.4025434|-780.6841766|0.01672103|-322.1392954|1638.227985|830.7967967000001|10.55004024|1.0|1.0|0.0|0.0|1.0|4.13|4.19|0.07|-8.9|6.69|2.52|2.0|0.0|0.0|1.0|-6.32|4.0|-5.26|0.0|0.0|4.61|0.000214|7.970000000000001e-07|0.0|1.27e-09|5.7e-07|-0.03946|5.04|2.5721|-1450.756042|-1450.727602|674.36|482.03|314.52|0.63827|0.70626|0.0003|-0.11283|3.5479|-0.15229|0.02844037|-1450.462642|6.0429|6.0|8.2218|8.2218
