molecula|SddssS|n9FaHRing|SaaNH|BCUTs-1|SaasN|MATS2c|SRW07|n6HRing|JGI4|MATS7i|ATSC1c|AATSC1are|MATS8i|AATSC8d|n5aRing|AATSC7i|AATSC1i|MATS1c|BIC2|MATS8s|nFaHRing|RASA|FNSA3|FNSA5|PBF|FPSA3|PNSA3|PPSA3|RPSA|WPSA3|FNSA1|FNSA2|DPSA5|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|WNSA4|FPSA1|GeomDiameter|PPSA1|WNSA2|FPSA5|DPSA1|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w WLOGP|Log Po/w MLOGP|Leadlikeness|Brenk|Veber filter|Class [Log S (SILICOS-IT)]|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|BBB|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
15b_a50|0.0|1|0.0|1.353059441|4.112770601|-0.144363623|5.82008293|1|0.032843915|-0.103807905|-0.22696498|0.004641091|-0.06083723|-0.124047802|2|-0.17223348|-0.2185722769999999|-0.310946931|0.8259784720000001|0.000882622|1|0.8209134840000001|-0.082576068|-0.080700307|0.447220762|0.020083792|-47.20879251|11.48191704|0.179086516|6.564219549|0.639017342|-1.291204916|60.03646705|0.478989976|2441.264256|469.3167805|-738.1827030000001|-9.174337796|0.3609826579999999|13.22671714|206.3740238|-422.0195386|0.024313507|-158.95261259999998|1155.184146|510.3677388|13.90004811|1.0|1.0|1.0|1.0|1.0|3.56|2.11|0.19|-5.72|3.26|1.66|1.0|0.0|0.0|2.0|-3.18|4.0|-6.98|1.0|1.0|2.37|0.2339999999999999|0.000249|0.0|1.92e-06|0.000687|-0.0333399999999999|2.08|4.0561|-1160.4989460000002|-1160.463663|613.37|305.67|305.67|0.65917|0.65917|0.1796|-0.16737|6.9054|-0.20071|0.03528279|-1160.330621|9.3788|79.0|7.1024|7.1024
12h_a30|0.0|0|0.0|0.604984682|0.0|0.046965756|5.351858133|2|0.043848238|-0.074988669|-0.391119352|0.001139238|0.001698966|-0.072247675|1|-0.166613751|-0.120380857|-0.4708582289999999|0.831176513|0.008644634|0|0.763568404|-0.083127678|-0.09907575|0.353607682|0.017389133|-52.88851758|11.06352871|0.236431596|7.038974807000001|0.7979748729999999|-1.882439244|73.14241438|0.468446216|2848.98238|485.8069155|-1197.668733|-15.55093031|0.202025127|15.1759206|128.5349203|-761.9955851|0.015886049|-379.1625034|1500.88527|618.6004214|10.10721793|1.0|0.0|1.0|0.0|1.0|4.63|0.0|0.14|-6.9|3.18|3.2|2.0|0.0|0.0|1.0|-5.39|5.0|-6.02|0.0|0.0|2.92|0.00171|9.71e-06|0.0|1.26e-07|5.260000000000001e-05|-0.05347|4.07|3.5101|-1675.011389|-1674.977665|672.54|353.22|246.54|-0.26697|0.68543|155.0|-0.14889|2.9684|-0.2023599999999999|0.03372393|-1674.838376|3.4138|9.0|8065.0|8065.0
2_a27|0.0|0|0.0|1.402655014|3.250529415|0.09890645|4.59511985|2|0.0427777779999999|-0.196529806|-0.276758209|0.009338889|0.11675125|0.017751479|1|-0.337316432|-0.361571905|-0.475677812|0.796022385|0.137868605|1|0.8468699609999999|-0.058444848|-0.081513931|0.408120957|0.019809599|-29.42169804|9.972342226|0.153130039|5.020172886|0.6684621829999999|-1.141195033|52.43208086|0.4424192289999999|2210.487938|426.3224749|-574.4885436000001|-7.415462877|0.331537817|9.527176544|166.89932209999998|-289.2030522|0.022639983|-169.6109632|859.4181658|373.9912084|11.39718489|0.0|0.0|0.0|1.0|0.0|2.9|3.06|0.11|-5.84|2.49|2.42|0.0|0.0|0.0|2.0|-3.19|4.0|-6.69|1.0|1.0|2.52|204.0|0.0002009999999999|0.0|1.45e-06|0.0004599999999999|-0.04933|4.32|4.1624|-1043.821085|-1043.7984|538.57|297.87|297.87|0.55857|0.55857|0.3217|-0.16769|4.7049|-0.21702|0.02268519|-1043.715364|6.8854|13.0|7.8861|7.8861
17a_a50|0.0|1|0.0|1.349854788|4.319202937|-0.186084687|5.82008293|1|0.034142512|-0.109740063|-0.133526134|0.012510153|-0.0979202769999999|-0.131632653|2|-0.178162528|-0.3891730779999999|-0.220088198|0.784570118|-0.204032723|1|0.92300665|-0.045404408|-0.078525868|0.4062532579999999|0.013784807|-29.57096251|8.977762705|0.07699335|5.847033234|0.7899109000000001|-1.570517366|58.69900789|0.486855438|2644.4486420000003|601.1353533|-1022.84584|-11.89568886|0.2100891|15.76161018|136.82673369999998|-666.1585759999999|0.011602876|-377.6260803|1294.887612|719.3470265|7.556715901|1.0|1.0|1.0|1.0|0.0|3.95|3.29|0.29|-6.76|4.14|2.3|1.0|0.0|0.0|1.0|-3.99|4.0|-6.44|1.0|0.0|3.27|0.0408|3.61e-05|0.0|1.75e-07|6.97e-05|-0.03196|3.08|4.0477|-1258.566007|-1258.540058|705.96|306.31|291.88|0.6244|0.66046|0.1754|-0.16724|6.2113|-0.1992|0.02594911|-1258.322582|8.2991|85.0|7.0706|7.0706
17a_a6|0.0|0|3.3685510360000004|1.424257628|0.0|0.101940358|5.351858133|1|0.041767677|0.04129257|-0.686067347|-0.00460563|0.078798543|-0.060774312|1|0.068338372|-0.180339002|-0.5624663560000001|0.7722228729999999|0.08716369|0|0.753082653|-0.096082495|-0.109388399|0.350977745|0.031147305|-63.02857512|20.43213226|0.2469173469999999|13.40315088|0.77193498|-2.078379577|84.75077935|0.483320982|2816.084228|494.010135|-1363.383649|-17.887155899999996|0.22806502|16.13665395|149.60699319999998|-894.3577948999999|0.019808023|-356.769966|1766.18975|627.4287311|12.99374518|1.0|1.0|1.0|1.0|2.0|3.52|2.88|0.12|-9.01|4.32|1.7|2.0|0.0|0.0|1.0|-5.81|5.0|-5.89|0.0|1.0|3.59|0.000637|6.69e-06|0.0|9.77e-10|4e-07|-0.05753|4.04|2.9753|-1350.102634|-1350.078838|696.96|416.71|350.03|0.69627|0.7024|0.0101|-0.12425|4.1627|-0.18178|0.02379552|-1349.892285|5604.0|24.0|7.6198|7.6198
13k_a6|0.0|0|3.423411754|1.42421381|0.0|0.031525207|5.351858133|1|0.04162037|0.051404465|-0.8554679409999999|-0.009326562|0.0809333929999999|-0.072504783|1|0.08217847|-0.073210645|-0.5627624379999999|0.7908110340000001|0.1373649019999999|0|0.641032542|-0.11937574|-0.127178105|0.212093198|0.0296987679999999|-82.8774254|20.6185734|0.3589674579999999|14.31458589|0.7971316940000001|-2.543562101|100.7779947|0.426031882|2966.890288|445.0412356000001|-1765.8854210000002|-21.89246528|0.202868306|14.58291125|140.8427117|-1225.9780560000002|0.017981419|-412.5714301|2215.299472|741.5222707|12.48372364|1.0|1.0|1.0|1.0|3.0|3.68|2.8|0.16|-8.89|3.8|1.39|1.0|0.0|0.0|1.0|-5.49|5.0|-6.59|0.0|1.0|3.18|0.00144|1.7100000000000002e-05|0.0|1.29e-09|5.7e-07|-0.04851|5.41|3.5476|-1465.862962|-1465.83213|731.25|349.49|242.53|0.4547|0.70536|0.0137|-0.14589|8.1639|-0.1944|0.0308324|-1465.621288|10.5079|46.0|7.3372|7.3372
9g_a24|0.0|0|2.931798469|1.427608366|1.7647373919999998|-0.318471716|5.283203728999999|2|0.0279797979999999|-0.162313932|-0.0425444|0.0144065739999999|0.070915465|-0.02471184|2|-0.292600863|-0.049325609|-0.079421802|0.7931626959999999|0.13372961|0|0.8671367529999999|-0.064835725|-0.065668047|0.383340003|0.01876163|-32.080056199999994|9.283063574|0.132863247|4.593165278|0.4819264479999999|-0.788016565|49.25777584|0.427531635|2123.257348|429.0504306|-389.9025677|-5.214049137|0.518073552|10.69818114|256.3375151|-192.9198181|0.033884884|17.88521849|809.0499476|341.3207334|16.76589519|0.0|1.0|1.0|1.0|1.0|2.8|1.78|0.06|-6.43|2.93|0.64|0.0|0.0|0.0|1.0|-2.49|4.0|-7.17|1.0|0.0|1.93|977.0|0.0008179999999999|0.0|3.720000000000001e-07|0.000113|-0.03585|0.75|4.2802|-984.5891383|-984.5565078|524.03|289.67|236.07|0.4227399999999999|0.64993|0.1023|-0.17806|2.9691|-0.21391|0.032630457|-984.497752|4.4131|68.0|7.1675|7.1675
13n_a6|0.0|0|3.425442623|1.4290206230000002|0.0|0.030890422|4.727387819|2|0.04393617|0.058267173|-0.631323273|-0.0093684169999999|-0.06507689|-0.033224059|1|0.100294804|-0.118693789|-0.57091314|0.7767360059999999|-0.064779873|1|0.70890216|-0.100363599|-0.109392959|0.307384948|0.017758385|-68.88015714|12.18768927|0.29109784|8.36448634|0.748967057|-2.078466222|88.73738138|0.47066442|2952.259627|486.5239262|-1426.464192|-18.12946621|0.251032943|16.76075427|172.28545730000002|-978.9911754|0.019904118|-341.7352549|1904.575345|724.3873672999999|13.66031867|1.0|1.0|1.0|1.0|3.0|3.55|1.9|0.08|-9.67|3.76|0.81|1.0|0.0|0.0|1.0|-4.64|5.0|-7.23|0.0|1.0|2.62|0.00987|5.24e-05|0.0|2.1499999999999998e-10|9.35e-08|-0.07131|4.27|3.3510000000000004|-1423.765005|-1423.714738|727.69|369.99|257.31|0.55028|0.64027|0.1945|-0.13863|7.1946|-0.20994|0.05026727|-1423.514154|10.1967|75.0|7.1249|7.1249
7s_a46|0.0|0|0.0|1.160371307|2.117265684|-0.0778653109999999|5.533389489|1|0.044509804|-0.210750635|-0.240797051|0.0060802|-0.005405515|-0.020953253|1|-0.327656845|0.018964141|-0.3638523629999999|0.770312275|-0.036284605|0|0.858788462|-0.096723151|-0.083011849|0.249893305|0.008871171|-48.61321955|4.458665639|0.141211538|2.240932895|0.8198874559999999|-1.3281895890000002|47.36217237|0.433822088|1982.695462|431.6285339|-667.5503351|-7.988379237|0.1801125439999999|9.829721631|90.5248694|-335.5119279|0.01122216|-321.55195330000004|814.1975221|409.9543818|5.640276426000001|0.0|1.0|1.0|1.0|1.0|3.08|2.33|0.26|-6.08|3.9|2.39|0.0|0.0|0.0|1.0|-4.07|3.0|-5.81|1.0|1.0|3.12|0.0262|5.76e-05|0.0|8.39e-07|0.000256|-0.02024|3.54|4293.0|-974.8067569|-974.7707066|539.99|288.81|234.06|0.44692|0.69976|0.1186|-0.17923|2.4286|-0.19947|0.036050328|-974.664103|3.6655|1985.0|5.7022|5.7022
18b_a25|0.0|0|0.0|1.194228955|1.824998189|-0.147813831|4.727387819|2|0.038137255|-0.018632104|-0.189048258|0.006181503|0.014055398|0.0009956189999999|1|-0.032776381|-0.061048368|-0.303383008|0.7723870909999999|-0.026045966|1|0.936253893|-0.063132226|-0.078644297|0.348987182|0.01278627|-44.30110081|8.972372556|0.063746107|6.296086869|0.7847794690000001|-1.6515302369999998|64.81723515|0.493622561|3051.645565|656.9874135|-1158.910619|-15.05981357|0.215220531|17.09119768|151.02439719999998|-813.229933|0.013724883|-399.6704921|1476.7341199999998|809.2903831|9.631015182|1.0|1.0|1.0|1.0|1.0|3.58|3.56|0.07|-9.84|5.59|2.2|2.0|1.0|0.0|1.0|-6.54|4.0|-5.93|0.0|1.0|4.35|0.000132|1.95e-06|0.0|1.4500000000000002e-10|6.690000000000001e-08|-0.07066|4.32|3.6826|-1767.52411|-1767.494087|728.12|336.67|223.65|0.36733|0.54166|0.0468|-0.15079|2.8141|-0.22145|0.03002332|-1767.286778|2752.0|51.0|7.2924|7.2924
17d_a50|0.0|1|0.0|1.338814635|4.380250483|-0.152030219|6.042632834|1|0.031990741|0.006071856|-0.140830095|0.012079|-0.136180713|-0.125540541|2|0.009780681|-0.323333765|-0.2294807539999999|0.748516466|-0.1921395789999999|1|0.929886823|-0.044172353|-0.069790853|0.8020670809999999|0.0152123589999999|-30.63468215|10.55016861|0.070113177|7.31681784|0.75405703|-1.535398758|57.5414543|0.445708152|2824.70142|644.9008302|-1064.839192|-12.30823045|0.24594297|12.62170017|170.5678813|-738.4938272999999|0.013178555|-352.3903892|1412.14676|829.3813984|9.139672835|0.0|1.0|1.0|1.0|0.0|4.07|3.68|0.35|-7.07|4.29|2.71|2.0|0.0|0.0|1.0|-4.5|4.0|-6.25|1.0|0.0|3.68|0.0135|1.31e-05|0.0|8.55e-08|3.63e-05|-0.03251|3.41|4.0506|-1335.989008|-1335.962757|727.15|306.09|306.09|0.66103|0.66103|0.1819|-0.16716|5.6557|-0.19967|0.02625058|-1335.713194|7.9942|74.0|7.1308|7.1308
13_a4|0.0|0|0.0|1.399843898|2.050136054|-0.210975191|5.4161004020000005|1|0.044357639|-0.059300584|-0.04158572|0.012994083|-0.14818661|-0.0963182119999999|1|-0.094404255|-0.025714912|-0.143303992|0.744134785|-0.215746851|0|0.970027005|-0.050017793|-0.068249548|0.229685203|0.008746805|-24.48959182|4.282589756|0.029972995|2.096831328|0.862539527|-1.091992764|37.12083496|0.4289448289999999|1910.137758|474.9422962|-534.6588788|-6.7122666220000005|0.137460473|9.917593683|67.30306705|-261.7783983|0.007566425|-355.01146810000006|619.8659446|373.9073307|3.704655033|1.0|0.0|1.0|0.0|0.0|3.39|2.87|0.16|-6.2|4.15|2.9|1.0|0.0|0.0|1.0|-4.09|2.0|-5.39|1.0|1.0|3.57|0.0235|3.77e-05|0.0|6.28e-07|0.00018|-0.03168|3.87|4.1733|-898.3562912999998|-898.3381672|536.09|297.09|276.68|0.53815|0.59537|0.1282|-0.17204|2471.0|-0.20372|0.018124154|-898.2503529999999|3.7228|4.0|5.3979|5.3979
18a_a30|0.0|0|0.0|0.604987543|0.0|0.045071414|5.351858133|2|0.040166667|-0.041327798|-0.353677943|0.005050384|-0.01286191|-0.094932667|1|-0.073280844|-0.094526372|-0.452377064|0.7885597609999999|0.003991162|0|0.85918121|-0.072474599|-0.095397479|0.294303776|0.017060045|-45.11907802|10.62073502|0.14081879|6.611941026|0.7904991659999999|-1.812552105|69.35818061|0.445995681|2721.874248|534.88346|-1128.40473|-14.33650253|0.209500834|12.72666325|130.4247923|-702.4886239|0.016012295|-361.7006453|1427.458469|620.9195447000001|9.968457988|1.0|0.0|1.0|0.0|1.0|4.75|0.0|0.14|-6.64|2.62|2.82|2.0|0.0|0.0|1.0|-5.28|4.0|-5.98|0.0|0.0|2.63|0.00208|1.4e-05|0.0|2.3100000000000002e-07|9.21e-05|-0.05605|3.82|3.4712|-1575.786909|-1575.755101|665.12|357.18|357.18|0.69033|0.69033|0.3781|-0.1418|4.2514|-0.19785|0.03180853|-1575.604922|5.2813|25.0|7.6108|7.6108
47p_a18|0.0|0|0.0|1.25117677|0.0|-0.001819106|4.844187086|0|0.037575758|0.025217016|-0.3775970529999999|0.00235332|-0.015960677|-0.049428094|0|0.037961877|-0.261349889|-0.441700685|0.726294118|0.030970815|0|0.832954548|-0.06909945|-0.082580968|0.278332428|0.007989903|-51.14496913|5.913843751|0.1670454519999999|4.377217987|0.818459442|-2.0645242|69.19354871|0.488811071|2933.069245|616.5234972999999|-1528.087796|-16.88114242|0.181540558|19.41290064|134.3699001|-1131.036542|0.01090303|-471.4248324|1867.029344|1011.163774|8.070036862|1.0|1.0|1.0|1.0|2.0|4.29|0.0|0.28|-9.03|3.34|3.13|3.0|1.0|0.0|1.0|-5.67|3.0|-6.07|1.0|0.0|2.9|0.000998|5.34e-06|0.0|9.35e-10|4.38e-07|-0.05628|7.98|3.2036|-1493.759811|-1493.731375|795.43|387.01|387.01|0.6937800000000001|0.6937800000000001|595.0|-0.13118|3.6452|-0.18746|0.02843634|-1493.407248|4.6652|64.0|7.1938|7.1938
7g_a8|0.0|0|3.095238804|1.39137419|1.336155045|-0.092384028|5.4161004020000005|0|0.0448526079999999|-0.030968098|-0.481134236|-0.00087806|-0.027838247|-0.027717137|1|-0.065174707|0.046246982|-0.418049442|0.7363841520000001|0.098510683|0|0.699376143|-0.107714754|-0.1122315669999999|0.306360885|0.031841955|-64.55562181|19.08352484|0.300623857|11.43714084|0.806738465|-2.020168201|78.41805331|0.470618047|2802.2242920000003|419.1502102|-1210.7274960000002|-16.4912131|0.193261535|14.3346384|115.825531|-725.6133762000001|0.018613449|-367.6690814|1500.768277|509.2753308|11.15541466|1.0|0.0|1.0|0.0|1.0|3.29|3.32|0.04|-7.91|4.66|3.4|2.0|0.0|0.0|1.0|-5.78|5.0|-5.63|0.0|1.0|4.14|0.000667|3.59e-06|0.0|1.23e-08|4.92e-06|-0.06621|6.26|3.7874|-1374.493069|-1374.4533210000002|620.67|327.36|327.36|0.62073|0.62073|0.5165|-0.15508|10.1546|-0.22129|0.03974865|-1374.3479960000002|12.9547|21.03|4.6772|4.6772
8d_a8|0.0|0|3.190160226|1.395657339|1.41693287|-0.12349902|4.844187086|1|0.042323232|0.071729931|-0.633521883|-0.00267541|-0.077977198|-0.117111249|1|0.111668404|0.025642021|-0.4385133129999999|0.757805416|0.0780635059999999|0|0.6932924890000001|-0.1072746469999999|-0.103150936|0.377028311|0.028038295|-69.95878302|18.28507531|0.306707511|11.92454747|0.675359878|-2.063018716|86.29065071|0.483207744|2863.968296|452.1282556|-1345.390391|-16.2479927|0.324640122|14.52777156|211.7129122|-877.3916055999999|0.029166961|-228.7206541|1992.108851|682.0472537|19.02113117|0.0|0.0|1.0|1.0|2.0|3.61|2.92|0.12|-7.62|3.32|1.92|1.0|0.0|0.0|1.0|-4.91|5.0|-6.87|0.0|0.0|3.0|0.00533|3.4200000000000005e-05|0.0|2.38e-08|1.03e-05|-0.0600299999999999|6.22|3.2963|-1447.595474|-1447.559429|690.78|376.13|265.12|0.62361|0.70165|0.1879|-0.13754|6.0111|-0.19757|0.03604461|-1447.354662|7.5674|18.61|4.7303|4.7303
14m_a23|0.0|1|0.0|1.197955072|3.1160758160000004|0.05521348|5.351858133|2|0.0431917209999999|0.028217372|-0.482182526|0.001027627|-0.034213923|-0.050626415|2|0.0879380709999999|-0.226146643|-0.527662006|0.798384929|0.0266555739999999|1|0.9258118|-0.072795329|-0.089285878|0.268552591|0.017992415|-50.63012925|12.51396625|0.0741882|8.703631619|0.7958339090000001|-1.964289314|74.61692699|0.476833897|3255.247038|643.9145427|-1366.189602|-19.00406438|0.204166091|16.42895711|142.0002583|-950.2032192|0.017997351|-411.5129154|1716.6767920000002|658.8108151|12.51739962|1.0|0.0|1.0|1.0|1.0|3.51|3.17|0.09|-8.23|6.19|3.82|2.0|1.0|0.0|1.0|-6.38|7.0|-6.06|0.0|0.0|4.41|0.000198|1.61e-06|0.0|5.94e-09|2.85e-06|-0.08347|4.2|3.6774|-1966.968005|-1966.945041|707.56|337.15|337.15|0.65552|0.65552|0.3335|-0.15208|6.1522|-0.23555|0.02296475|-1966.785519|8.5477|3.0|8.5171|8.5171
14y_a23|0.0|1|0.0|1.197960595|3.3149940630000003|0.0600764409999999|5.351858133|2|0.046678487|0.041892637|-0.2996475999999999|0.009174505|-0.051539811|-0.031435038|2|0.07646106|-0.125978901|-0.4598871539999999|0.802520527|0.137426346|1|0.925252932|-0.057809342|-0.080613242|0.2271539169999999|0.018804822|-39.9727336|13.00274534|0.074747068|8.990852582999999|0.78322549|-1.612264842|67.16839951|0.486730407|3096.562257|639.7735629|-1114.8134599999998|-16.40099384|0.21677451|16.00209862|149.890474|-770.8467102999999|0.016527|-391.6770747|1423.362076|665.6233736|11.42772654|0.0|0.0|0.0|1.0|1.0|3.41|3.49|0.05|-8.57|5.32|3.99|2.0|1.0|0.0|1.0|-6.77|4.0|-5.8|0.0|0.0|4.45|8.18e-05|7.37e-07|0.0|2.6899999999999996e-09|1.29e-06|-0.08374|4.73|3.6413|-2549.104894|-2549.091817|713.1|340.49|340.49|0.61338|0.61338|444.0|-0.14942|4.8799|-0.2331599999999999|0.01307741|-2548.953933|6.5205|4.0|8.4225|8.4225
19_a31|0.0|0|3.2411335510000003|0.61013725|0.0|0.062492295|5.351858133|0|0.0427124179999999|-0.044625452|-0.46087445|-0.005956522|-0.040386271|-0.081641954|2|-0.095997335|-0.1751017789999999|-0.615878515|0.8558149140000001|0.019858798|0|0.7312647940000001|-0.0909201569999999|-0.113333675|0.279690511|0.014675044|-53.25742146|8.596058678|0.268735206|5.035230173|0.776211804|-1.586671445|75.31824576|0.446100738|2265.6917350000003|428.3459076|-929.4091898|-12.37297805|0.223788196|12.77501178|131.0862475|-544.4110343|0.0152483439999999|-323.5878356|1197.365442|460.3754405|8.931875058|1.0|1.0|1.0|1.0|2.0|3.44|2.62|0.28|-7.39|4.33|1.68|1.0|0.0|0.0|1.0|-4.67|4.0|-6.41|0.0|1.0|3.47|0.0076799999999999|0.0001199999999999|0.0|4.08e-08|1.46e-05|-0.04308|5.24|3.9477|-1489.532192|-1489.4951640000002|625.93|314.06|246.28|0.5385300000000001|0.7005600000000001|0.2271|-0.16367|1.7076|-0.20675|0.03702801|-1489.382077|2.4209|1.8|5.7447|5.7447
7l_a46|0.0|0|0.0|1.160371354|2.1525548|-0.2644255789999999|5.533389489|2|0.04006734|-0.203375108|-0.038903382|0.013150047|-0.074511843|0.050638298|1|-0.331246137|-0.143129469|-0.1082221709999999|0.7746144629999999|-0.1237456669999999|0|0.907148114|-0.0565894359999999|-0.06289606|0.253138137|0.011594057|-27.30136533|5.5935102720000005|0.092851886|2.698568452|0.67467081|-0.880544835|38.22273917|0.46327253|1920.310099|437.65027010000006|-424.8156159|-5.1237682730000005|0.32532919|9.825660656|156.9538706|-204.9507309|0.016330867|-168.5385796|629.6635476|375.721552|7.878766604|1.0|1.0|1.0|1.0|0.0|3.04|2.64|0.28|-6.29|3.59|1.89|0.0|0.0|0.0|1.0|-3.18|3.0|-6.22|1.0|1.0|2.86|0.1939999999999999|0.0001889999999999|0.0|5.19e-07|0.000151|-0.03324|2.42|4.5464|-915.6081232|-915.5830363|517.29|272.71|272.71|0.68834|0.68834|0.2024|-0.18993|3.3119|-0.2231699999999999|0.025086919|-915.493986|3.9009|1.94|5.7122|5.7122
12e_a30|0.0|0|0.0|0.604984231|0.0|-0.0026669809999999|5.351858133|2|0.041767677|-0.010682095|-0.444243861|0.0043261129999999|0.005418617|-0.055954785|1|-0.018475151|-0.154412059|-0.417089226|0.8246767140000001|0.002248768|0|0.816703705|-0.07914783|-0.098059338|0.407218612|0.024254701|-52.50202674|16.08914569|0.183296295|10.6725953|0.7071208529999999|-1.863127413|80.10232244|0.46715936|2920.484542|541.7533217|-1235.889416|-15.46823639|0.292879147|15.14403079|194.2788429|-819.8165288|0.022696477|-274.7836441|1747.776792|704.0353382000001|15.05551106|1.0|0.0|1.0|1.0|1.0|4.72|0.0|0.17|-6.74|2.63|2.51|2.0|0.0|0.0|1.0|-5.44|5.0|-6.19|0.0|0.0|2.57|0.00154|1.19e-05|0.0|1.84e-07|7.87e-05|-0.05044|3.58|3.4747|-1690.3021629999998|-1690.2687170000002|709.98|356.82|245.94|0.3304|0.68605|151.0|-0.1476|5551.0|-0.19804|0.03344515|-1690.092998|6.1598|11.0|7.9431|7.9431
4g_a46|0.0|0|0.0|1.134637064|2.156712018|-0.153373738|5.587248657999999|2|0.046415344|-0.093447672|-0.088529411|0.011488768|-0.055084605|-0.138341481|1|-0.144064904|-0.121452903|-0.2455749539999999|0.74106323|-0.200628401|0|0.946829733|-0.056893316|-0.070153728|0.318162858|0.00801562|-32.64186634|4.598866947|0.053170267|2.638545451|0.826861093|-1.192613373|44.72726697|0.448462961|2242.010126|543.2323468999999|-684.2477996|-8.0118178|0.1731389069999999|10.60062169|99.33639766|-392.5790722|0.007803902|-375.0653627|827.5244845|568.1534007|4.477396402|1.0|0.0|1.0|1.0|0.0|3.9|3.61|0.38|-7.8|5.37|3.06|2.0|1.0|0.0|1.0|-5.38|3.0|-5.18|1.0|1.0|4.39|0.00155|4.16e-06|0.0|1.57e-08|5.75e-06|-0.03985|4.65|4.4163|-1493.154666|-1493.132001|615.33|280.74|280.74|0.6983199999999999|0.6983199999999999|0.1294|-0.18602|3.5526|-0.22587|0.02266493|-1492.979142|3.7113|2745.0|5.5615|5.5615
12s_a36|0.0|0|3.486136149|1.297044029|0.0|-0.057853364|5.351858133|2|0.042804233|0.037454164|-0.4023692|0.002951176|0.0056370119999999|-0.050363149|1|0.063448144|-0.1763783589999999|-0.434472457|0.8060798779999999|-0.118671653|0|0.8303378090000001|-0.07216709|-0.1000534719999999|0.4314309979999999|0.019457471|-46.58030248|12.55883918|0.169662191|8.106112169|0.754198383|-1.901015959|76.34126108|0.4604765839999999|2710.355028|535.942162|-1227.012177|-14.94294208|0.245801617|13.98635088|158.6528381|-791.9759303|0.018222417|-328.1450742|1626.909053|662.0530478999999|11.76167282|1.0|0.0|1.0|0.0|2.0|4.85|0.0|0.17|-6.97|2.19|2.24|1.0|0.0|0.0|1.0|-4.16|4.0|-6.55|1.0|0.0|2.14|0.0274|5.05e-05|0.0|1.08e-07|4.270000000000001e-05|-0.04908|3.48|3.7604|-1272.270833|-1272.236664|683.24|329.71|319.95|0.6843600000000001|0.6928|0.0002|-0.15559|6.6068|-0.20467|0.03416928|-1272.061111|8.7738|9.0|8.0458|8.0458
14a_a10|0.0|0|0.0|1.3438495730000002|2.156210368|-0.2090476269999999|5.4161004020000005|3|0.035660377|0.027446544|-0.147427016|0.011509975|-0.045759336|-0.00421565|1|0.042968756|-0.344811314|-0.168193178|0.7348225290000001|-0.011977878|1|0.911549451|-0.044416218|-0.070610745|0.43555903|0.0135610389999999|-32.23041637|9.840503082|0.088450549|7.140714112|0.542015878|-1.270993412|67.14248252|0.469029865|3075.550631|661.4615097|-922.2903058|-9.988888957|0.457984122|18.88856367|332.3339934|-669.2555601|0.0219172279999999|-60.97724212|1701.592784|1003.968547|15.9041322|0.0|1.0|1.0|1.0|0.0|3.98|4.4|0.39|-8.18|3.36|1.94|1.0|0.0|0.0|1.0|-4.21|6.0|-6.82|1.0|0.0|3.43|0.0288|1.58e-05|0.0|6.55e-09|3.07e-06|-46.0|2.25|3802.0|-1489.655581|-1489.803158|800.01|326.1|222.16|0.34245|0.7047100000000001|0.0005|0.2422099999999999|3.1205|0.19621|-0.14757681|-1489.487381|4.8004|74.0|7.1308|7.1308
