molecula|SddssS|NaaNH|n9FaRing|SaaNH|SssssC|NaasN|nAHRing|nARing|SaasN|MATS2c|AATSC1c|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|SaaaC|MATS8i|BCUTi-1|AATSC8d|n5aRing|n5aHRing|MATS1i|MATS1c|n6aHRing|FNSA3|FNSA5|PNSA3|PPSA3|RNCS|RPSA|FNSA4|WNSA5|WPSA3|FNSA1|FNSA2|WNSA3|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|TASA|PNSA2|WNSA4|GeomDiameter|GRAV|PPSA1|DPSA4|DPSA1|DPSA2|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Egan filter|CYP1A2 inhibitor|Log S (ESOL)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Wavelength (max. Transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|E solv. Water  (Hartree)|Dipole (water)|pIC50
3q_a32|0.0|1|1|3.4364803|0.0|0|0|0|0.0|-0.017280695|-0.008072705|5.733341277|-0.04718311|0|0.03898374|0.02785755|2.120544848|-0.022925245|10.31100266|-0.098400506|3|3|-0.167040501|-0.5448044360000001|0|-0.067604132|-0.097961799|-41.72706804|11.43581616|41.73511731|0.15006201|-0.027989085|-37.3203761|7.058489861|0.6349739010000001|-1.371465184|-25.7550561|74.3682963|-17.27560785|53.16288420000001|0.46136998|524.6043311000001|-846.5047848999999|-10.6629646|11.93494358|6079.482066|225.3038157|27.20679986|-166.61896299999998|1333.133193|13.90366881|1.0|0.0|1.0|3.34|0.3|19.0|-7.31|6.43|4.72|131.25|1.33|1.0|0.0|115.37|0.0|1.0|28.0|4.0|0.0|1.0|-4.62|3.47|0.0|0.0|4.88e-08|2.01e-05|3.6236|3.6236|-1920.066488|666.16|342.16|549.78|0.70216|-1919.821707|0.2897|4.1362|0.02381444|5.2657|7.5528
19_a31|0.0|1|0|3.2411335510000003|0.0|0|0|0|0.0|0.062492295|-0.01001901|5.351858133|-0.086654127|0|0.0427124179999999|-0.044625452|0.0|-0.040386271|10.31169935|-0.081641954|2|2|-0.081398052|-0.615878515|0|-0.0909201569999999|-0.113333675|-53.25742146|8.596058678|75.32978176|0.268735206|-0.036060715|-38.88650245|5.035230173|0.776211804|-1.586671445|-31.1960848|75.31824576|-21.12293613|61.85348014|0.446100738|428.3459076|-929.4091898|-12.37297805|12.77501178|4917.329034|131.0862475|27.21285095|-323.5878356|1197.365442|8.931875058|1.0|1.0|2.0|2.62|0.28|16.0|-7.39|5.8|4.33|98.91|1.68|1.0|0.0|97.25|0.0|1.0|25.0|4.0|0.0|1.0|-3.92|2.93|0.0|0.0|4.08e-08|1.46e-05|5.0344|3.9477|-1489.532192|625.93|246.28|537.66|0.7005600000000001|-1489.323855|0.2271|1.7076|0.03702801|2.4209|5.7447
18a_a22|0.0|0|0|0.0|0.0|1|0|0|1.854982521|-0.197348157|-0.003488994|4.727387819|-0.018344659|2|0.038167849|0.033735832|1.6891461019999998|-0.021976395|10.31286146|-0.015194063|1|1|-0.0835538409999999|-0.296897301|2|-0.050645213|-0.076119803|-34.36220678|11.62443251|29.59800426|0.073464296|-0.029276847|-35.04152115|7.887046626|0.710467198|-1.5223960559999998|-23.31437056|64.80092090000001|-19.86401135|45.98663929|0.487405342|628.6440468999999|-1032.92859|-13.47750813|13.72951861|6630.646100999999|196.4447473|27.95908297|-285.5992506|1453.872315|13.15449139|1.0|1.0|1.0|3.17|0.08|27.0|-9.4|5.32|5.11|100.61|2.13|2.0|1.0|131.64|0.0|1.0|32.0|4.0|0.0|1.0|-5.16|3.78|0.0|0.0|3.95e-10|1.73e-07|5.0214|3.4832|-1691.3151059999998|695.35|246.91|531.16|0.68577|-1691.036502|0.0354|3851.0|0.01932946|5.3946|7.8861
4o_a46|0.0|0|0|0.0|0.160026534|1|1|1|2.138144369|-0.24479566|-0.000627744|5.587248657999999|0.042766097|1|0.043320988|-0.2363624889999999|0.0|-0.203025042|10.93828256|-0.06855792|1|1|-0.018058762|-0.096073163|1|-0.0648126359999999|-0.06570509|-35.54402423|5.332434441|5.821925821000001|0.049267382|-0.021901697|-19.76117845|2.9243708|0.7510206490000001|-1.051281434|-19.49276784|42.00638612|-12.01115223|40.87645867|0.460981009|521.3931342|-576.535307|-6.587059484|10.25486577|4966.476822|136.5432529|15.99310518|-275.3254498|767.6690487000001|5.972929428|1.0|0.0|0.0|3.12|0.32|17.0|-7.26|4.77|4.94|54.5|2.72|1.0|0.0|103.66|0.0|1.0|26.0|3.0|0.0|1.0|-4.87|4.06|0.0|0.0|5.5e-08|1.88e-05|4.3255|4.3255|-1070.456878|581.59|286.64|501.08|0.6843|-1070.223416|0.1598|3.4494|0.02815574|4.8244|6.7905
8_a47|0.0|0|0|0.0|0.0|0|0|1|0.0|0.003732288|-0.007835945|5.476463552|-0.099564745|2|0.0363475179999999|-0.087101663|1.335354131|-0.153669322|10.93671024|-0.14203855|0|0|-0.00158075|-0.4497577479999999|2|-0.075955381|-0.091482011|-44.09728708|5.043798869|90.32612351|0.150243126|-0.035797309|-30.83488674|2.928269795|0.819702033|-1.646676195|-25.60148752|60.62152862|-20.78278301|49.14108595|0.414302597|493.3419136|-956.0080185|-12.06582525|11.08581716|6219.278078|104.6752861|25.35407034|-371.2177396|1166.287236|7.509972037000001|1.0|1.0|2.0|3.21|0.13|22.0|-9.25|5.67|6.77|58.04|3.9|2.0|0.0|113.97|0.0|1.0|29.0|4.0|1.0|1.0|-6.19|5.61|0.0|0.0|5.62e-10|2.28e-07|3.6696|3.6696|-1686.068471|621.06|337.87|433.38|0.6877800000000001|-1685.8518170000002|0.2249|3585.0|0.03283575|4.6281|7.3
19b_a38|0.0|1|0|3.26554965|0.0|0|2|2|0.0|-0.122009545|-0.008652352|5.351858133|-0.115864198|2|0.044392765|0.013765516|0.0|-0.1381849369999999|10.96052467|-0.0697981979999999|1|1|-0.098027247|-0.443325632|1|-0.086013549|-0.11557289|-53.38447032|13.92699891|120.3048789|0.270689433|-0.041606241|-44.51968852|8.643817972|0.7596369590000001|-2.0803120280000003|-33.13317155|84.49751102|-25.82299118|67.31146923|0.478948837|452.6479704|-1291.149559|-16.02708787|13.74014387|6518.872269|149.181772|33.99385836|-322.28833010000005|1699.692918|12.76697997|1.0|0.0|3.0|2.37|0.14|17.0|-7.12|3.55|3.11|81.23|2.78|1.0|0.0|125.65|0.0|1.0|31.0|5.0|0.0|1.0|-4.33|2.88|0.0|0.0|7.599999999999999e-08|3.19e-05|5363.0|3.7509|-1431.414099|646.81|231.18|485.64|0.69411|-1431.18309|0.1945|5.5253|0.03336932|6.3396|7.9172
15_a3|0.0|0|0|0.0|0.0|0|1|1|0.0|0.079167398|-0.006742751|4.727387819|-0.092127078|3|0.045993266|-0.182934001|1.809035179|0.126641951|10.33806279|0.021805556|0|0|-0.022386155|-0.505519936|3|-0.092342351|-0.107619999|-47.26593592|4.04445331|315.5421792|0.221091166|-0.037667|-28.19600959|2.070175472|0.850327497|-1.50667999|-24.19332693|60.30684851|-19.28005913|51.31038923|0.461565365|398.6887321|-771.2023653|-9.868603355|9.975434973|4617.470007|76.61068671|22.67368656|-358.6340772|906.9474625|5.220965278|1.0|1.0|1.0|0.0|0.24|16.0|-5.78|2.21|1.56|89.99|0.96|0.0|0.0|94.29|0.0|2.0|23.0|5.0|0.0|0.0|-3.02|1.28|0.0|0.0|1.66e-06|0.000535|6.0077|3.7072|-1328.688126|553.81|206.37|398.12|0.67902|-1328.531138|0.0173|1.9539|0.0228507|2.3271|7.6021
17e_a50|0.0|0|1|0.0|0.0|2|2|2|4.3906140030000005|-0.153175103|-0.0020746479999999|5.82008293|0.038322942|2|0.031870748|-0.011278897|2.2384546640000003|-0.086639125|10.94500663|-0.114420412|2|2|-0.1949741189999999|-0.229030473|1|-0.046347299|-0.073011385|-32.24487658|8.950665784|10.68364489|0.069891795|-0.02665495|-35.33972521|6.227183052000001|0.803671114|-1.67926185|-22.43349867|57.93079973|-18.5444588|41.19554236|0.489797496|647.0975667|-1168.300905|-12.90180444|16.70124474|6301.28046|136.5904997|23.07468625|-422.5418889|1453.705234|7.135108233|0.0|1.0|0.0|4.23|0.37|20.0|-7.33|4.23|4.68|51.77|2.91|2.0|0.0|138.0|0.0|1.0|33.0|4.0|0.0|0.0|-5.18|4.08|0.0|0.0|4.63e-08|2.03e-05|4.2373|4.0298|-1375.295877|757.34|292.6|602.89|0.66478|-1374.927998|0.1785|6.7175|0.02761851|8.8326|6.8097
14b_a23|0.0|0|1|0.0|0.0|2|0|0|3.2475997860000003|0.065240838|-0.006248709|5.351858133|-0.071396109|2|0.043538647|0.0519489729999999|0.716540473|-0.0644978|10.31321824|-0.047410593|2|2|-0.073945564|-0.4557487779999999|2|-0.063267638|-0.082441268|-41.01458464|13.26014776|40.76245006|0.153740341|-0.03508139|-34.64639496|8.596171261|0.774359705|-1.64882535|-26.58857202|64.97993029|-22.74225338|54.274732400000005|0.450973737|548.6057241000001|-1068.885909|-14.74314679|14.26820636|6622.129837|146.2760938|29.36910744|-355.71896410000005|1380.34805|11.53563485|0.0|0.0|1.0|3.44|0.05|26.0|-7.67|3.78|4.58|105.02|3.4|2.0|1.0|120.24|0.0|1.0|31.0|5.0|0.0|0.0|-5.11|3.68|0.0|0.0|2.14e-08|9.18e-06|3706.0|3706.0|-1729.161608|673.05|334.55|525.66|0.58097|-1728.9300010000002|0.3603|6.8752|0.02188578|9.7544|8.3536
47c_a18|0.0|0|0|0.0|0.0|0|1|1|0.0|0.02368001|-0.007068829|4.844187086|-0.048726885|0|0.032688172|0.047739847|0.0|-0.058748345|10.94702285|0.028947131|0|0|-0.212991596|-0.455055055|0|-0.0715759629999999|-0.094000037|-57.54296759|12.75381432|67.68084951|0.1871383589999999|-0.0321917939999999|-60.75445536|10.25333491|0.7489981509999999|-2.350000928|-46.26124419|88.76073429|-25.88035487|70.29678191|0.489290189|653.4941186000001|-1889.265906|-20.80632033|18.73268473|7527.530240999999|201.7910841|34.55329606|-400.3604527|2522.390613|13.19009806|1.0|1.0|3.0|0.0|0.3|18.0|-9.18|2.84|2.87|97.76|2.41|3.0|2.0|154.77|1.0|1.0|38.0|4.0|0.0|0.0|-5.09|3.98|1.0|1.0|6.67e-10|3.42e-07|3.1096|3.1096|-1664.753129|850.89|398.71|790.07|0.6983199999999999|-1664.201034|0.5869|3.3075|0.03115159|3.8573|8.5229
18a_a30|0.0|0|0|0.0|0.0|0|2|2|0.0|0.045071414|-0.006673169|5.351858133|-0.02919335|2|0.040166667|-0.041327798|0.0|-0.01286191|10.31163887|-0.094932667|1|1|-0.053309522|-0.452377064|1|-0.072474599|-0.095397479|-45.11907802|10.62073502|79.18861306|0.14081879|-0.036990859|-36.97308547|6.611941026|0.7904991659999999|-1.812552105|-28.08889239|69.35818061|-23.02866795|55.73981304|0.445995681|534.88346|-1128.40473|-14.33650253|12.72666325|5942.293347|130.4247923|29.1318055|-361.7006453|1427.458469|9.968457988|1.0|0.0|1.0|0.0|0.14|17.0|-6.64|3.84|2.62|81.65|2.82|2.0|0.0|127.28|0.0|1.0|29.0|4.0|0.0|0.0|-4.85|3.87|0.0|0.0|2.3100000000000002e-07|9.21e-05|3.4712|3.4712|-1575.786909|665.12|357.18|508.08|0.69033|-1575.54671|0.3781|4.2514|0.03180853|5.2813|7.6108
2_a49|0.0|0|0|0.0|0.0|1|1|1|2.12788659|-0.084499704|-0.004112807|5.4161004020000005|-0.03981057|2|0.038726287|-0.100166139|1.999073077|-0.041202373|10.92973199|0.005918367|1|1|0.032521855|-0.320124905|2|-0.08647612|-0.079176085|-44.066695|5.634353797999999|226.4450566|0.18651986|-0.028277173|-20.55997527|2.871166625|0.7154059890000001|-1.187641272|-22.45560511|49.26352575|-14.409545199999998|49.7010488|0.454163307|414.5350312|-605.2008985|-7.34284831|10.38394173|4874.364109|145.02405359999997|20.14177325|-219.534132|845.9544764000001|8.91679918|0.0|1.0|1.0|2.5|0.15|21.0|-6.82|3.28|3.7|69.62|1.88|0.0|1.0|99.52|0.0|1.0|25.0|3.0|0.0|1.0|-3.89|2.43|0.0|0.0|1.51e-07|4.94e-05|5.4614|3743.0|-1046.018455|553.52|227.02|371.96|0.68172|-1045.810794|0.0572|4.8986|0.0366366999999999|6.7117|7.2291
19_a47|0.0|0|1|0.0|0.0|1|0|0|1.445775615|-0.038804671|-0.00973456|4.727387819|-0.227538423|2|0.032764858|0.027033021|1.174354482|-0.064557784|10.95058274|0.0604168609999999|1|1|-0.046265509|-0.439165562|2|-0.105205489|-0.104459947|-58.28861174|14.85167037|335.10989930000005|0.360357109|-0.037307124|-32.06567824|8.228498913|0.637832605|-1.566899206|-32.2945343|76.13237258|-20.66983856|73.14028211|0.463378097|354.3911695|-868.1332196000001|-11.45202794|13.17443625|5846.960345|200.6571609|32.40636867|-152.7310283|1361.067484|18.25682461|0.0|1.0|2.0|1.72|0.05|21.0|-6.92|2.49|3.84|98.72|1.67|1.0|0.0|99.2|0.0|1.0|28.0|6.0|0.0|1.0|-3.66|1.97|0.0|0.0|1.2099999999999998e-07|4.59e-05|3.8423|3.8423|-1335.75742|571.23|322.68|412.31|0.68924|-1335.580357|0.3243|5.1151|0.03178118|6.3247|7.3
4_a4|0.0|0|0|0.0|0.0|1|1|1|2.156628874|-0.183963421|-0.001234337|5.4161004020000005|0.0159331539999999|2|0.036775068|-0.0214610589999999|2.183056868|-0.110597574|10.92992837|-0.037623601|1|1|-0.048056862|-0.157959343|2|-0.049768752|-0.06873731|-25.64211031|4.4155367960000005|13.70182982|0.0667239759999999|-0.0255766729999999|-18.24679326|2.274995377|0.793717973|-1.099796957|-13.21145879|40.86951119|-13.17774406|30.05764711|0.398500394|480.8472306|-566.6429946000001|-6.78950447|8.855289118|4878.070704|106.2816773|16.60255217|-302.661743|713.9097433|5.454324025|1.0|1.0|0.0|3.09|0.19|21.0|-7.57|4.52|4.41|43.6|2.66|1.0|0.0|100.08|0.0|1.0|25.0|3.0|0.0|1.0|-4.57|3.52|0.0|0.0|2.71e-08|8.85e-06|5.382000000000001|4.0261|-1029.960398|566.84|230.37|394.06|0.6010800000000001|-1029.763465|67.0|2.6814|0.02323788|3.1195|7.1079
22_a47|0.0|0|1|0.0|0.0|1|0|0|1.202720059|0.048272293|-0.010579222|4.727387819|-0.150248628|2|0.043695652|-0.029311184|1.016903613|-0.075111395|10.95023117|0.002716049|1|1|-0.1049885469999999|-0.538310301|2|-0.080744803|-0.089280419|-47.64347429|13.07198749|12.19999546|0.301350868|-0.031744149|-31.08378631|7.713126784|0.6096864479999999|-1.42848671|-28.11203407|71.28682035|-18.73063655|60.71546178|0.4614909829999999|412.2379505|-842.8786448999999|-11.05201291|12.91589555|6107.923371|230.3045281|30.72175314|-129.440987|1382.478891|18.60690504|0.0|1.0|2.0|3.16|0.1|21.0|-7.69|3.07|4.85|84.73|2.97|1.0|0.0|104.64|0.0|1.0|29.0|6.0|0.0|1.0|-4.38|3.0|0.0|0.0|2.06e-08|8.11e-06|4.7954|4017.0|-1375.05033|605.12|258.55|466.95|0.68312|-1374.857521|0.0799|4.2485|0.02840507|5.7009|9.0
7_a1|0.0|0|0|0.0|0.0|1|2|2|2.307091837|-0.055291895|-0.010040172|5.777652323|0.001018628|1|0.035718954|-0.048878707|0.0|-0.07233584|10.9513015|-0.024096172|1|1|-0.245732751|-0.441054548|1|-0.083362936|-0.098295453|-40.16416679|17.31482297|111.9204437|0.289040847|-0.031040669|-22.81733634|8.342261787|0.603382856|-1.179545431|-19.35104936|61.72628137|-14.95535873|57.47898976|0.452829665|342.53930230000003|-568.3036318|-7.205474633|9.278054953|4519.238270000001|191.0896839|24.78585294|-99.61948195|941.8624118|14.36764539|0.0|1.0|0.0|2.83|0.22|17.0|-5.64|3.43|3.29|49.17|1.6|0.0|0.0|85.88|0.0|2.0|23.0|4.0|0.0|1.0|-3.71|2.48|0.0|0.0|2.29e-06|0.000698|4.0504|4.0504|-1009.509475|515.2|306.1|365.53|0.69902|-1009.350293|0.2961|4575.0|0.02860499|6.5936|6.3372
8c_a31|0.0|1|0|3.435435563|0.0|0|1|1|0.0|-0.012583838|-0.01275867|5.733341277|-0.104377029|0|0.03995098|-0.106461724|0.0|-0.1903992189999999|10.31169969|-0.1029580369999999|2|2|-0.053983462|-0.513257014|0|-0.1170607269999999|-0.128067781|-64.57121646|16.3656112|133.3100368|0.3739272389999999|-0.039640027|-38.96685783|9.027343766|0.72308253|-1.66488115|-35.61776956|82.77037329|-21.86561502|80.93682766|0.47508938|345.3445134|-918.3558307|-12.06117028|12.99457133|4835.748065|152.7489054|30.23944586|-246.1066271|1270.056726|12.12761708|1.0|1.0|2.0|2.9|0.29|16.0|-6.13|4.89|3.13|114.29|0.85|0.0|0.0|93.45|0.0|1.0|24.0|5.0|0.0|1.0|-3.63|2.38|0.0|0.0|7.45e-07|0.0002549999999999|3.8492|3.8492|-1426.166503|595.67|322.11|475.72|0.7005|-1425.968408|0.2597|3.3453|0.03744829|5.1815|6.0915
11d_a31|0.0|1|0|3.39688681|0.0|0|1|1|0.0|0.064475882|-0.017317263|5.733341277|-0.116385886|0|0.0388738739999999|0.016799834|0.0|-0.092360393|10.31169874|-0.078235092|2|2|-0.096447723|-0.574318121|0|-0.134031221|-0.134048091|-82.05480081|21.07078977|296.2476128|0.414787184|-0.040797245|-50.24081482|12.89967697|0.6817705409999999|-1.87667327|-50.23449218|98.8237718|-24.97634343|103.1255906|0.4816588089999999|358.2711594|-1148.911798|-15.29068277|15.21323794|5420.356537|194.8221811|36.63453013|-222.5622569|1685.188386|16.75864338|1.0|1.0|2.0|2.83|0.32|16.0|-6.23|5.43|4.03|125.57|1.26|1.0|0.0|102.13|0.0|1.0|27.0|6.0|0.0|1.0|-4.2|3.17|0.0|0.0|5.83e-07|0.000225|3.8009|3.8009|-1598.7152199999998|650.64|326.2|551.86|703.0|-1598.4848980000002|0.2642|3.1919|0.04390452|4.6622|7.5229
47l_a18|0.0|0|0|0.0|0.0|0|1|1|0.0|0.0340353029999999|-0.006400878|4.844187086|-0.0603838109999999|0|0.035308642|-0.0057783619999999|0.0|-0.010426981|10.94702063|-0.056270425|0|0|-0.103458566|-0.4925232479999999|0|-0.08034939|-0.083884237|-57.15119372|6.543729374|11.54768766|0.196526687|-0.031456589|-42.43906517|4.654446622|0.796109347|-2.0132216990000003|-40.65070014|68.83398609|-22.37455223|63.6949231|0.4897655489999999|571.4972966|-1431.971342|-15.91464944|18.46922943|6572.90106|145.02405359999997|28.10487315|-421.235376|1798.711882|9.168513486|1.0|1.0|3.0|0.0|0.25|18.0|-9.37|3.69|3.19|85.29|2.94|3.0|1.0|139.63|0.0|1.0|34.0|3.0|0.0|0.0|-4.84|3.78|0.0|0.0|4.26e-10|1.93e-07|3.2026|3.2026|-1455.5758039999998|764.74|387.13|667.5|0.69291|-1455.165122|0.5019|2.4594|0.02606651|3.3864|7.4949
4a_a46|0.0|0|0|0.0|0.210988875|1|1|1|2.180332577|-0.214093513|-0.001042349|5.587248657999999|-0.008364558|2|0.0473245609999999|-0.137420119|0.0|-0.11172225|10.96352058|-0.0466186959999999|1|1|-0.082000707|-0.143806973|2|-0.05488948|-0.067863141|-28.50561609|4.858713991|6.579492736000001|0.076041983|-0.022129285|-18.30276019|2.523263761|0.742626378|-1.017947119|-14.80375017|41.15334508|-11.49234623|33.36433008|0.4289963579999999|479.8368017|-528.6479264|-5.968291366|9.831485239|4481.754309|133.66119809999998|15.47527339|-252.0050978|711.8625758999999|5.910149982|1.0|1.0|0.0|2.8|0.35|17.0|-6.82|4.18|4.46|43.6|2.35|0.0|0.0|96.74|0.0|1.0|24.0|3.0|0.0|1.0|-4.31|3.34|0.0|0.0|1.53e-07|4.86e-05|4.5454|4.5454|-994.237445|560.87|272.77|467.4|0.6893600000000001|-994.028172|0.1694|3.1825|0.022810825|3.7138|6.7423
4k_a46|0.0|0|0|0.0|0.173180233|1|1|1|2.145043462|-0.050636784|-0.0049602|5.587248657999999|-0.088084767|1|0.0510113959999999|-0.104665424|0.0|-0.1149361969999999|10.94631314|-0.1032662209999999|1|1|0.008544799|-0.3860697829999999|1|-0.091943864|-0.086581945|-49.65634024|3.801175594|171.92614719999997|0.121088629|-0.0306644389999999|-25.25406274|2.052909907|0.8732380740000001|-1.471893066|-26.8180173|50.48291318|-16.56101615|53.45751583|0.417368922|474.67574630000007|-794.928775|-8.94414722|9.829220349|4685.0322320000005|68.46061366|18.96506421|-403.1511415|910.3230822|3.722397006000001|1.0|1.0|1.0|3.03|0.33|17.0|-6.61|4.26|4.77|50.94|2.84|1.0|0.0|100.96|0.0|1.0|25.0|3.0|0.0|1.0|-4.83|4.05|0.0|0.0|2.48e-07|8.28e-05|5.4228|4.4485|-1053.433249|582.84|228.63|500.36|0.68553|-1053.196897|0.1505|4.0015|0.03653474|5.7714|7.0969
16a_a23|0.0|0|1|0.0|0.0|2|1|1|3.411338761|-0.0147904689999999|-0.0054940769999999|5.351858133|-0.013055633|3|0.046283951|0.062601621|0.759926978|-0.088255625|10.31321796|-0.071458049|2|2|-0.181609054|-0.380779155|2|-0.041095401|-0.07288672|-26.53751114|13.80568132|9.922436905|0.0651629059999999|-0.025724725|-30.39361398|8.915071155|0.585920722|-1.311960953|-17.13669862|65.21027197|-16.6118386|40.34319246|0.49525751|603.6746046|-847.2037686000001|-10.72715788|15.89802615|6552.801739|267.3932664|28.35168303|-110.9672657|1445.935835|18.14339594|1.0|0.0|1.0|0.0|0.14|20.0|-5.27|2.03|2.52|108.26|2.04|1.0|1.0|125.79|0.0|2.0|31.0|4.0|0.0|0.0|-4.31|2.66|0.0|0.0|5.38e-06|0.0023|1.6239|1.6239|-1685.913359|670.04|763.49|555.21|0.96307|-1685.580443|0.2066|11.6254|0.03391189|18.4446|7.4037
20_a47|0.0|0|1|0.0|0.0|1|0|0|1.1934608|0.055662511|-0.011237762|4.727387819|-0.161476442|2|0.039520202|0.031814023|1.010373001|-0.052370531|10.95058273|0.071506228|1|1|-0.108236785|-0.5332051720000001|2|-0.083811055|-0.092005493|-45.68149289|12.85623208|43.63174229999999|0.311171398|-0.032859105|-27.33327788|7.00733184|0.595234209|-1.38008239|-24.89884887|69.09296541|-17.90996366|58.53772498|0.4642647929999999|375.4483088|-752.2184736|-9.761884958|13.10815891|5896.060936|220.6189341|30.08893541|-103.815441|1263.735287|18.94506718|0.0|1.0|2.0|2.96|0.05|21.0|-7.31|2.56|4.54|84.73|2.75|1.0|0.0|99.68|0.0|1.0|28.0|6.0|0.0|1.0|-4.08|2.63|0.0|0.0|4.89e-08|1.86e-05|3.9808|3.9808|-1335.742176|557.84|311.45|426.08|0.68219|-1335.566785|0.2807|3.1747|0.03389691|4.3277|8.6
9a_a36|0.0|1|0|3.4090209280000003|0.0|0|2|2|0.0|-0.109305298|-0.007853595|5.351858133|-0.046964839|2|0.040166667|0.095192109|0.0|-0.078488872|10.96066876|-0.06502499|1|1|-0.12019672|-0.398235589|1|-0.073689118|-0.10869601|-45.04449811|14.47407729|49.52042402|0.1734403769999999|-0.039929147|-40.61536816|8.847677483|0.7638345870000001|-1.956528182|-27.53468726|78.37175688|-24.40778806|59.5185754|0.453098452|505.25728260000005|-1195.981615|-14.91993116|13.79893984|5693.562367|144.36259840000002|31.95428497|-322.5522826|1565.759963|11.92833382|1.0|0.0|1.0|0.0|0.14|17.0|-6.28|3.04|2.04|66.4|2.02|1.0|0.0|120.94|0.0|1.0|29.0|5.0|0.0|0.0|-3.99|2.66|0.0|0.0|5.26e-07|0.0002009999999999|3.8677|3.8677|-1252.802159|648.41|320.56|495.18|0.68682|-1252.578886|0.4811|5.7274|0.02701893|7.4992|7.8861
47d_a18|0.0|0|0|0.0|0.0|0|1|1|0.0|-0.017398129|-0.006087337|4.844187086|-0.041876322|0|0.032916667|0.069914568|0.0|-0.07722825|10.94702255|0.016324953|0|0|-0.272202025|-0.417659275|0|-0.06394156|-0.087315963|-52.14267013|12.45251265|64.92967228|0.163000873|-0.028722356|-58.06490563|10.15469843|0.69814381|-2.182899066|-42.52098397|86.29525584|-23.42233034|64.59518279|0.481311892|682.5509007|-1780.097106|-19.1002979|19.16475647|7780.945962999999|246.1558296|33.54943497|-323.1621908|2549.757058|15.0913716|1.0|1.0|2.0|0.0|0.32|18.0|-8.83|2.81|3.21|88.97|2.6|3.0|2.0|159.67|1.0|1.0|39.0|4.0|0.0|0.0|-5.28|4.16|1.0|1.0|1.4800000000000003e-09|7.790000000000001e-07|3.1079|3.1079|-1704.061013|875.6|398.94|817.06|0.69905|-1703.545539|0.5820000000000001|3.7605|0.02826074|4.2225|8.0969
7_a15|0.0|0|0|0.0|0.0|0|0|0|0.0|-0.2269896539999999|-0.010310394|0.0|-0.038088878|1|0.035075075|0.145944639|0.0|0.038636783|10.95880715|0.0019353679999999|0|0|-0.211522056|-0.335491052|1|-0.074406877|-0.110819329|-41.29775265|20.31436245|103.8062879|0.158599673|-0.026500274|-34.13832456|11.27499976|0.448664402|-1.2190126140000002|-22.92132733|85.26222186|-14.70834175|61.6121151|0.396557391|466.9990754|-676.5837204|-8.163512395|9.971755103|5097.868552|306.0056033|32.78250222|56.98518567|1507.995102|23.75461091|1.0|1.0|1.0|3.14|0.15|18.0|-7.19|3.38|4.64|61.84|1.74|2.0|0.0|99.77|0.0|1.0|26.0|5.0|0.0|1.0|-4.49|3.84|0.0|0.0|6.41e-08|2.26e-05|4.4386|3.7495|-1184.385377|580.73|279.33|499.86|0.70497|-1184.168094|0.0169|1.1115|0.01827873|1631.0|6644.0
17b_a25|0.0|0|0|0.0|0.0|1|0|0|1.785120622|0.001256821|-0.004368141|4.727387819|-0.002108117|2|0.042843137|-0.026412432|1.968416259|-0.100018134|10.93106294|0.016982601|1|1|-0.044156525|-0.366585181|2|-0.068207754|-0.079392561|-51.71860811|12.04068508|99.61874923|0.1178296009999999|-0.029249891|-45.64634114|9.129863339|0.724866184|-1.6672437880000002|-39.21569422|73.52844745|-22.17876359|63.75929319|0.476276266|668.9067217|-1264.189524|-16.81707305|18.52147096|6674.061446|208.6205329|30.59704545|-341.0100868|1744.031591|13.32894629|1.0|1.0|1.0|3.25|0.11|27.0|-10.04|4.88|5.18|96.49|2.0|2.0|0.0|135.78|0.0|0.0|35.0|5.0|0.0|1.0|-5.07|3.61|0.0|0.0|9.08e-11|4.16e-08|5.4236|3961.0|-1483.873254|781.08|228.6|654.18|0.6594800000000001|-1483.563965|0.1741|3.5074|0.04272963|5.2142|6.9957
