molecula|SddssS|NaaNH|n9FaRing|SaaNH|SssssC|NaasN|nAHRing|nARing|SaasN|MATS2c|AATSC1c|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|SaaaC|MATS8i|BCUTi-1|AATSC8d|n5aRing|n5aHRing|MATS1i|MATS1c|n6aHRing|FNSA3|FNSA5|PNSA3|PPSA3|RNCS|RPSA|FNSA4|WNSA5|WPSA3|FNSA1|FNSA2|WNSA3|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|TASA|PNSA2|WNSA4|GeomDiameter|GRAV|PPSA1|DPSA4|DPSA1|DPSA2|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Egan filter|CYP1A2 inhibitor|Log S (ESOL)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Wavelength (max. Transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|E solv. Water  (Hartree)|Dipole (water)|pIC50
22_a10|0.0|0|0|0.0|0.0|1|1|1|2.113627059|-0.067641834|-0.005035102|5.4161004020000005|-0.017163935|2|0.036101695|-0.026750502|1.880539113|0.01204992|10.92966136|-0.020475007|1|1|-0.129989728|-0.356699217|2|-0.053881447|-0.0649866779999999|-41.96631248|13.023146|75.58376652|0.130170086|-0.022372463|-39.42279832|10.14325785|0.564323334|-1.3647202319999998|-32.68604442|71.13124588|-17.4251029|54.98945848|0.422182297|677.4790907|-1062.931277|-13.57178303|15.30289992|7414.102179|339.3328129|30.87787063|-100.1982412|1883.550109|20.51547079|1.0|1.0|0.0|4.14|0.17|27.0|-9.37|4.64|5.6|73.14|2.8|2.0|0.0|139.53|0.0|1.0|36.0|5.0|0.0|0.0|-5.53|4.1|0.0|0.0|4.27e-10|2.03e-07|4.8251|3.8517|-1544.237634|770.92|256.95|602.93|0.6834100000000001|-1543.893507|0.1922|4.8409|0.03366599|6.5841|5.9586
6e_a40|0.0|0|0|0.0|0.0|1|1|2|1.75595616|0.128035402|-0.0148450439999999|6.401917197|-0.074872854|0|0.039160494|-0.15110197|0.744550501|0.103594243|10.30179954|-0.205140551|2|2|-0.020200684|-0.6319354389999999|0|-0.107312598|-0.1164147119999999|-70.52033811|10.43262695|185.1473293|0.25379524|-0.04873174|-50.27304895|6.85578763|0.866991176|-2.095464821|-46.34235117|84.95203628|-32.02400144|80.95296505|0.441911406|490.3675161000001|-1377.032062|-21.04453212|12.49434084|7585.605268000001|87.40658058|36.93694043|-482.3355765|1588.2884390000002|8.450255075|1.0|0.0|1.0|3.16|0.21|14.0|-4.63|5.02|3.72|173.43|2.12|2.0|2.0|125.15|1.0|2.0|30.0|5.0|1.0|1.0|-5.58|4.4|1.0|0.0|2.35e-05|0.0112|2.9549|2.9549|-2831.191706|671.95|419.59|537.07|0.67187|-2830.986514|0.3625|8.3311|0.03482243|11.5248|7.7447
19k_a38|0.0|1|0|3.218103741|0.0|0|2|2|0.0|0.0100827|-0.011877064|5.351858133|-0.17467835|2|0.0445691609999999|0.098947776|0.0|0.016990252|10.95446448|-0.0184136539999999|1|1|-0.060668296|-0.51857087|1|-0.112748779|-0.126936513|-71.54314527|14.76615358|157.4834779|0.341299943|-0.044662847|-51.10918191|9.369654226|0.75964689|-2.411793744|-45.3966925|94.38036132|-28.3401789|86.30929885|0.4769127179999999|417.968819|-1530.369661|-17.9828603|12.89431427|7091.215492|152.51267140000002|37.3070426|-329.5105352|2014.5803|13.8345897|0.0|0.0|4.0|2.2|0.13|17.0|-6.41|2.34|1.65|124.32|1.65|1.0|0.0|133.79|0.0|1.0|33.0|5.0|0.0|0.0|-3.62|1.65|0.0|0.0|3.94e-07|0.000175|5.1869|3.5378|-1500.8984380000002|677.64|239.03|502.43|0.70327|-1500.618667|0.1156|9.1508|0.04615409|12.5022|7.9666
9c_a31|0.0|1|0|3.410619646|0.0|0|1|1|0.0|0.031715924|-0.013082561|5.733341277|-0.055520387|0|0.03482906|-0.0384827639999999|0.0|-0.1047269419999999|10.311698300000002|-0.062737615|2|2|-0.138799714|-0.546598398|0|-0.103325018|-0.128097622|-65.84728287|19.30758668|153.5739377|0.325309894|-0.035867334|-52.02424796|12.30439782|0.670716706|-1.7933667130000002|-41.96335759|97.22026028|-22.85764436|85.15486955|0.4558841429999999|429.9685721|-1142.882218|-14.56678943|15.04941978|5658.985169|209.8466636|34.07943198|-217.5897278|1703.9715989999995|15.58581614|1.0|1.0|2.0|3.09|0.35|16.0|-7.24|5.64|3.7|117.37|1.08|2.0|0.0|108.16|0.0|1.0|28.0|5.0|0.0|1.0|-4.16|3.1|0.0|0.0|5.79e-08|2.31e-05|3849.0|3849.0|-1618.157698|691.3|322.12|588.58|0.7007399999999999|-1617.892493|0.2554|1.3617|0.04177078|2.2323|6.3768
9a_a31|0.0|1|0|3.348289714|0.0|0|1|1|0.0|-0.009086485|-0.01391798|5.733341277|-0.093457477|0|0.036891534|-0.05057805|0.0|0.03406986|10.31169772|-0.0007638889999999|2|2|-0.093527289|-0.542342338|0|-0.100906991|-0.122626525|-64.75697831|21.33533299|163.6011874|0.308231868|-0.043430228|-50.50275387|13.69193237|0.737758755|-2.0846509230000003|-41.55773748|94.03540892|-27.87131275|86.0923113|0.484502446|443.941629|-1337.8230119999998|-17.886392|15.15483138|6273.506211999999|168.29310269999996|37.77835579999999|-305.16297060000005|1813.361078|15.33993762|1.0|1.0|2.0|2.78|0.14|22.0|-8.13|5.51|4.02|117.37|1.58|1.0|0.0|113.64|0.0|1.0|30.0|5.0|0.0|1.0|-4.77|3.47|0.0|0.0|7.35e-09|3.07e-06|3.7892|3.7892|-1691.9526239999998|680.72|327.21|540.01|0.7028|-1691.716118|0.7028|5.0244|0.03885662|6.2203|6.8239
41_a18|0.0|0|0|0.0|0.0|0|2|2|0.0|0.115127295|-0.007587553|4.844187086|-0.059936864|1|0.038034188|-0.089781154|0.0|0.022493846|10.9470117|0.0212700929999999|0|0|-0.005930813|-0.5421253970000001|0|-0.1020290859999999|-0.089139464|-69.94639412|6.547189171|347.42621339999994|0.2650611539999999|-0.037381065|-41.89408289|4.488448275|0.903239484|-2.317626057|-47.95199341|65.83786886|-25.62671923|76.49358329|0.487248278|503.8398786|-1588.856592|-17.56848637|17.13823195|6605.095612|66.33450764|28.37200951|-552.8844577000001|1759.064589|4.727999916|1.0|1.0|3.0|0.0|0.25|18.0|-8.38|3.26|2.7|99.28|2.94|2.0|1.0|141.34|0.0|1.0|34.0|3.0|0.0|1.0|-5.02|3.78|0.0|0.0|4.18e-09|1.89e-06|3.2123|3.2123|-1454.374793|736.59|385.97|576.83|0.69308|-1453.980175|482.0|2.0934|0.0280471999999999|2721.0|6433.0
8_a20 (IN-1130)|0.0|1|0|3.443195704|0.0|0|0|0|0.0|0.063195236|-0.009430196|4.727387819|-0.124997065|2|0.0396875|0.1728459339999999|1.622562232|-0.019554464|10.94899447|-0.0574882679999999|1|1|-0.049177437|-0.573278819|2|-0.09623672|-0.097790028|-63.72828772|10.46873389|336.574332|0.272572869|-0.035730972|-42.88223811|6.93243166|0.7481063720000001|-1.858010535|-42.20109173|77.31081766|-23.66117267|74.19702161|0.4824986429999999|481.70475260000006|-1230.3809789999998|-15.66851008|15.46983888|6291.586155|166.8048285|31.628086|-328.593789|1644.660472|12.55392404|1.0|1.0|2.0|2.43|0.08|27.0|-9.63|4.97|4.08|110.44|1.33|1.0|0.0|122.86|0.0|1.0|32.0|5.0|0.0|1.0|-4.55|2.87|0.0|0.0|2.34e-10|9.86e-08|4.9797|3.2329|-1368.412748|696.06|248.98|517.94|0.7007399999999999|-1368.118751|0.1361|3803.0|0.04004011|5.4751|7.4437
12f_a36|0.0|1|0|3.50900085|0.0|0|2|2|0.0|-0.066269699|-0.006773586|5.351858133|-0.032343041|2|0.039061728|0.10938259|0.0|0.012286423|10.95389399|-0.06756661|1|1|-0.101854847|-0.438198895|1|-0.071035495|-0.100276611|-46.86832019|11.77610852|43.53853176|0.156443092|-0.035813075|-43.65234724|7.769727312|0.7803018709999999|-2.00553221|-30.92312428|76.51015325|-23.629013600000004|58.64442871|0.464240353|556.5681681|-1323.224761|-15.59012402|13.84366076|6000.985822|144.9540437|30.28188764|-369.879252|1695.785708|10.34891518|1.0|0.0|2.0|0.0|0.21|17.0|-7.36|3.62|2.45|69.2|2.45|1.0|0.0|133.52|0.0|1.0|31.0|4.0|0.0|0.0|-4.57|3.47|0.0|0.0|4.38e-08|1.7899999999999998e-05|5.2106|3.6545|-1311.57896|699.88|237.95|545.55|0.70126|-1311.285102|0.0231|5.9228|0.02879265|7.8454|7.9586
8c_a12|0.0|0|0|0.0|0.0|0|1|1|0.0|0.1948786139999999|-0.0104125509999999|0.0|-0.055163114|3|0.038787879|-0.106633503|0.0|-0.036504737|10.95472932|-0.07003012|0|0|-0.210669119|-0.606245231|2|-0.067004282|-0.101988384|-34.19075142|10.00357546|83.24714315|0.159602554|-0.038245644|-26.55601426|5.104595615|0.764449832|-1.529825767|-17.44675795|61.66383178|-19.51587692|44.19432689|0.472503372|428.8355831|-780.6350769|-9.958505349|10.74930819|4610.945152|120.19586|25.52931025|-269.8853937|1021.17241|9.621493319|0.0|1.0|1.0|2.24|0.11|18.0|-7.14|2.81|1.59|63.06|2.02|0.0|0.0|98.07|0.0|1.0|24.0|5.0|0.0|1.0|-3.72|2.5|0.0|0.0|7.24e-08|2.28e-05|4.3598|3.8341|-1022.77302|551.66|284.38|402.43|0.67318|-1022.613451|0.1355|1.7305|0.02263772|2.4806|7.3979
2_a27|0.0|0|0|0.0|0.0|2|0|0|3.250529415|0.09890645|-0.0065894809999999|4.59511985|-0.0609613559999999|2|0.0427777779999999|-0.196529806|1.267636369|0.11675125|10.93783218|0.017751479|1|1|-0.21066171|-0.475677812|2|-0.058444848|-0.081513931|-29.42169804|9.972342226|9.194894069|0.153130039|-0.029261411|-20.65736087|5.020172886|0.6684621829999999|-1.141195033|-14.81116546|52.43208086|-14.73047548|39.39404027|0.4424192289999999|426.3224749|-574.4885436000001|-7.415462877|9.527176544|4774.521748|166.89932209999998|22.03636323|-169.6109632|859.4181658|11.39718489|0.0|0.0|0.0|3.06|0.11|21.0|-5.84|2.43|2.49|65.6|2.42|0.0|0.0|92.58|0.0|2.0|24.0|4.0|0.0|1.0|-3.7|2.18|0.0|0.0|1.45e-06|0.0004599999999999|4.1624|4.1624|-1043.821085|538.57|297.87|420.7|0.55857|-1043.665151|0.3217|4.7049|0.02268519|6.8854|7.8861
16a_a10|0.0|0|0|0.0|0.0|1|1|1|2.041062372|-0.187414728|-0.00230615|5.4161004020000005|0.023926176|2|0.0334858389999999|-0.085711535|2.009832665|0.014886502|10.92947902|-0.0048530629999999|1|1|-0.162508526|-0.1948324069999999|2|-0.052574986|-0.076950669|-36.408063|9.606840334|77.68598956|0.083851314|-0.026063936|-36.90194151|6.652715932|0.7270593190000001|-1.615964058|-25.21250404|63.53441386|-18.049219|46.01490333|0.4629532229999999|634.4309626|-1119.0515779999998|-12.4990447|15.88633689|6366.0631060000005|189.0108247|24.82496066|-314.4761648|1539.147561|10.24624348|1.0|1.0|0.0|4.46|0.3|21.0|-8.5|4.73|5.19|56.07|2.47|3.0|0.0|133.66|0.0|1.0|33.0|5.0|0.0|1.0|-5.17|4.33|0.0|0.0|3.18e-09|1.4e-06|5.6019|3.8718|-1395.158387|760.0|221.33|629.65|0.6852199999999999|-1394.797092|0.0841|3.8323|0.02819643|4.6574|7.3279
12b_a32|0.0|1|1|3.477905329|0.0|0|0|0|0.0|0.115940697|-0.009432679|5.733341277|-0.055500132|0|0.0388738739999999|-0.044307211|2.153718992|-0.031446256|10.31100269|-0.053480599|3|3|-0.0852122769999999|-0.584995111|0|-0.081450418|-0.097525366|-50.88975159|10.17310723|90.57560878|0.217407|-0.027561517|-38.07076621|6.356098747000001|0.60420609|-1.267829764|-31.79562339|76.65746734|-17.22027667|61.06285882|0.430631506|488.9595947|-792.1327267000001|-10.75912958|12.42841652|5653.268811|247.2897528|28.50066715|-130.2147289|1311.0306890000002|15.72418067|1.0|1.0|2.0|2.9|0.26|19.0|-7.65|6.49|4.19|140.04|1.1|1.0|0.0|110.47|1.0|1.0|27.0|4.0|1.0|1.0|-4.43|3.28|0.0|0.0|2.23e-08|8.86e-06|3.5703|3.5703|-1880.770588|663.89|347.27|541.49|0.70258|-1880.537231|0.2865|3208.0|0.0385132|4.1080000000000005|7585.0
35_a18|0.0|0|0|0.0|0.0|0|2|2|0.0|0.068150325|-0.00622005|4.844187086|-0.020425504|1|0.03531746|-0.069149293|0.0|0.027469086|10.94702087|-0.0098863069999999|0|0|-0.078001173|-0.5009599889999999|0|-0.081822342|-0.084219749|-60.302584200000005|6.525195505|118.7214377|0.199234055|-0.033440195|-45.74482543|4.809030636|0.874573807|-2.273933228|-44.44264921|67.9315105|-24.64522632|66.82777970000001|0.465531336|590.1597827|-1675.875389|-18.16338657|17.18442554|6995.248058|92.43836482|28.17969862|-552.1173777|1916.219506|5.862051629|1.0|1.0|3.0|0.0|0.3|18.0|-9.55|4.13|3.35|85.29|3.33|3.0|1.0|151.05|0.0|1.0|36.0|3.0|0.0|1.0|-5.53|4.55|0.0|0.0|2.81e-10|1.35e-07|3.2146|3.2146|-1533.002975|796.47|385.69|657.07|0.69279|-1532.557542|0.4981|2.0432|0.02600607|2.7788|7.6198
14aa_a23|0.0|0|1|0.0|0.0|2|0|0|3.4143268310000003|0.066582026|-0.005050361|5.351858133|-0.026892547|2|0.046678487|0.031136154|0.758549568|-0.029037128|10.313217300000002|-0.044957534|2|2|-0.074579388|-0.4506138879999999|2|-0.052155763|-0.076107469|-35.51947393|12.26959478|40.49537336|0.075891958|-0.03159178|-35.2984572|8.355923226|0.796659447|-1.6743643259999998|-24.18971469|61.21989213|-21.51484958|47.78906871|0.4930525229999999|629.3423691|-1140.287028|-14.65218978|15.78173785|6651.23042|138.4803717|27.00633206|-404.0660854|1431.335599|9.388663605|0.0|0.0|1.0|3.68|0.12|26.0|-8.16|4.4|4.63|105.02|3.45|2.0|1.0|130.22|0.0|1.0|32.0|4.0|0.0|0.0|-5.55|4.31|0.0|0.0|6.9799999999999995e-09|3.07e-06|3.5934|3.5934|-1708.5626|715.57|345.03|588.45|0.6805899999999999|-1708.276011|0.4157|5.8286|0.02033777|8.3532|8451.0
4_a27|0.0|0|0|0.0|0.0|2|0|0|3.294369174|0.082486268|-0.006181204|4.727387819|-0.058641975|2|0.0456410259999999|-0.273119343|1.274166982|0.13397347|10.93736915|-0.01660383|1|1|-0.2030237389999999|-0.480852615|2|-0.057748369|-0.078787867|-29.89961815|10.43112657|8.590238252999999|0.1473956619999999|-0.0281385239999999|-21.12083948|5.40078803|0.682485674|-1.181818|-15.48073439|51.33640873|-14.56891559|40.33074472|0.444169714|441.4418013|-611.8944548999999|-7.543156957000001|10.82331334|4988.6278600000005|164.3952417|21.34684457|-188.9664429|896.5674718|10.54344507|0.0|0.0|0.0|3.08|0.16|21.0|-6.22|2.94|2.8|65.6|2.66|0.0|0.0|97.55|0.0|1.0|25.0|4.0|0.0|1.0|-3.99|2.55|0.0|0.0|6.04e-07|0.0002|5.5485|4.1288|-1083.138303|555.75|223.46|445.65|0.6089899999999999|-1082.963712|0.1741|2.7371|0.01877181|3.9202|8.3979
12ag_a36|0.0|1|0|3.408828027|0.0|0|2|2|0.0|-0.042092217|-0.008085448|5.351858133|-0.084341564|2|0.043848238|0.063109409|0.0|0.0070889269999999|10.96052849|-0.050147748|1|1|-0.101303149|-0.445549431|1|-0.082492792|-0.1081585809999999|-52.02834065|12.70005599|85.84609192|0.253169906|-0.038937089|-43.02381535|8.009946323|0.758897371|-1.946854457|-32.81436052|80.40643223|-24.55768654|64.72839664|0.481286668|471.0269757|-1227.884327|-15.48857353|15.13240062|5906.879919|152.06382680000002|32.35969377|-326.5740008|1617.984688|12.1906363|1.0|0.0|2.0|0.0|0.14|17.0|-6.86|3.13|2.44|69.2|2.4|1.0|0.0|123.71|0.0|1.0|30.0|5.0|0.0|0.0|-4.16|2.78|0.0|0.0|1.4e-07|5.58e-05|3.8893|3.7117|-1332.185403|658.68|318.79|507.72|0.7024699999999999|-1331.9454449999998|0.0191|5.4459|0.03415856|7.5405|7.7696
27b_a34|0.0|0|0|0.0|0.0|1|1|1|2.013418486|-0.056026127|-0.010183855|5.351858133|-0.016803292|1|0.042739018|-0.106245942|0.0|-0.029622037|10.95430634|-0.027175221|1|1|-0.194619338|-0.463926296|1|-0.08757938|-0.109683855|-57.66200309|20.42417736|150.83624440000003|0.2165682119999999|-0.037292511|-47.54648562|13.44721755|0.712312759|-1.864625537|-37.9644911|87.24055613|-24.553278|78.08618045|0.4072752529999999|515.8091561000001|-1227.6639|-16.16580511|15.39406063|6032.666081|189.4124225|34.46979951|-279.5721769|1723.489976|15.02503259|1.0|1.0|1.0|3.66|0.12|23.0|-8.19|3.94|4.11|84.99|1.83|2.0|0.0|116.33|0.0|1.0|31.0|5.0|0.0|1.0|-4.96|3.75|0.0|0.0|6.53e-09|2.67e-06|4.8168|4.0935|-1350.055377|691.97|257.4|577.39|0.70001|-1349.811401|0.0252|11.8546|0.03640275|15.2147|6.1871
1a_a5|0.0|0|0|0.0|0.0|0|1|1|0.0|-0.271170445|-0.001785522|4.59511985|0.009305578|2|0.021346801|-0.075791863|0.0|-0.132197351|10.9502215|-0.004213083|0|0|0.069867374|-0.179831877|2|-0.071887159|-0.075618812|-36.19957997|4.047117885|83.60943679|0.166361767|-0.027665419|-19.17495143|2.037971304|0.7256546770000001|-1.134282187|-18.22870183|46.38422909|-13.93123008|40.24669785|0.455258786|419.7878208000001|-571.1804334|-7.015226132|11.38004491|4005.068642|138.1496441|19.19815378|-227.2618539|787.1243051|8.305533524|0.0|1.0|1.0|0.0|0.16|18.0|-7.15|3.08|1.42|37.81|2.09|0.0|0.0|93.49|0.0|1.0|23.0|4.0|0.0|0.0|-3.44|2.17|0.0|0.0|7.13e-08|2.13e-05|4.6707|2.8332|-951.1394906|531.02|265.45|386.8|0.54123|-951.178584|0.0126|4.4956|0.028664612|6.7017|6.9706
12b_a36 (EW-7197)|0.0|1|0|3.3685352889999995|0.0|0|2|2|0.0|-0.104514139|-0.008137593|5.351858133|-0.082283951|2|0.040899471|0.027495626|0.0|-0.098032695|10.96052467|-0.056994595|1|1|-0.101303149|-0.442656599|1|-0.081357853|-0.10866747|-50.90136206|13.41367899|81.63796416|0.236481628|-0.039120289|-42.53627024|8.392238798|0.746747352|-1.956014468|-31.84632538|80.95733534|-24.47552312|64.31504105|0.45988432|477.6935927|-1223.776156|-15.31305729|12.52485821|6096.459089|158.4469629|32.77617664|-308.7538779|1638.808832|12.96977113|||||||||||||||||||||||||||3.8475|3.7725|-1332.180029|659.48|322.25|486.64|0.69991|-1331.9479310000002|0.0197|5432.0|0.03202977|7.3101|8.1549
12m_a36|0.0|1|0|3.40403699|0.0|0|2|2|0.0|0.013543656|-0.011502861|5.351858133|-0.133854569|2|0.03912037|0.14264424|0.0|-0.025127218|10.95440733|-0.038386106|1|1|-0.052743904|-0.52644768|1|-0.10031651|-0.121074678|-67.27772044|15.24099981|42.78660249|0.288038572|-0.04260035|-54.45666327|10.22144534|0.7471181240000001|-2.300418875|-45.120107|96.11918789|-28.57011677|82.51872026|0.465323422|477.48014630000006|-1542.786306|-19.16067782|13.67704354|6434.374756|169.596372|38.24042793|-331.4617713|2064.983108|14.91990864|0.0|0.0|3.0|0.0|0.13|17.0|-6.14|1.92|0.98|112.29|1.28|1.0|0.0|131.85|0.0|1.0|32.0|5.0|0.0|0.0|-3.8|2.11|0.0|0.0|7.19e-07|0.000305|3.8658|3.8658|-1401.654499|692.4|320.72|505.51|0.69382|-1401.385923|0.4718|6.5789|0.03861003|9.1003|7.5229
12w_a30|0.0|0|0|0.0|0.0|0|2|2|0.0|0.063514061|-0.007019432|5.351858133|-0.0316452179999999|2|0.044197531|-0.0999572419999999|0.0|0.028815747|10.31162873|-0.04950715|1|1|-0.0493878409999999|-0.477636454|1|-0.076611264|-0.096032733|-52.53307388|10.59162334|82.06520565|0.147783603|-0.037237182|-45.15435649|7.262777048999999|0.8077976990000001|-1.824621925|-36.02242934|75.77366969|-25.53389062|63.12469722|0.451478593|584.3729039|-1251.160641|-17.50883211|14.70077638|6888.291006999999|131.7949495|31.60926388|-422.1196298|1548.85393|9.923109661|1.0|0.0|1.0|0.0|0.14|17.0|-7.8|5.11|3.92|81.65|3.79|2.0|0.0|137.3|0.0|1.0|31.0|4.0|0.0|1.0|-6.04|5.12|0.0|0.0|1.58e-08|7.39e-06|5.0632|3.5585|-2494.966575|716.83|244.87|577.06|0.68423|-2494.743475|0.1614|2.4229|0.0345723|3.0068|7821.0
13d_a6|0.0|1|0|3.447870607|0.0|0|1|1|0.0|-0.045686501|-0.010665225|5.351858133|-0.0122495089999999|1|0.041728395|0.077158715|0.0|-0.042531782|10.95129636|-0.10528143|1|1|-0.106686991|-0.49314765|1|-0.092581323|-0.110731261|-63.04181168|20.96853949|156.67194009999997|0.21137879|-0.039696112|-51.34295409|14.27820079|0.769432845|-2.103893962|-42.92734103|88.02705449|-27.03045032|84.01035117|0.4128711229999999|536.999346|-1432.613867|-18.40596467|15.47559904|6185.117192000001|157.0011174|35.13035671|-366.9322097|1861.908905|12.62632467|1.0|1.0|2.0|3.03|0.16|23.0|-9.4|5.38|4.57|95.85|1.5|2.0|0.0|121.6|0.0|1.0|32.0|5.0|0.0|1.0|-5.27|4.23|0.0|0.0|3.96e-10|1.68e-07|4.85|3.6298|-1389.403308|723.61|255.64|598.06|0.7007399999999999|-1389.125098|0.2513|11.0994|0.02846332|14.0012|6.4437
15d_a10|0.0|0|0|0.0|0.0|1|2|2|2.147544195|-0.233802395|-0.002831383|5.4161004020000005|0.0370874879999999|3|0.031742919|-0.059217023|2.04092658|-0.140487312|10.92970801|0.007032164|1|1|-0.1786649189999999|-0.1945202089999999|2|-0.057588609|-0.070612242|-38.80896881|15.37766538|67.59624856|0.12390229|-0.018829931|-32.06793721|10.36301002|0.471900166|-1.129795872|-26.15336742|66.95020436|-12.68949225|54.18663419|0.473858537|590.402322|-761.3695352999999|-8.551449923|16.02072769|6511.656447|355.8865234|26.89020509|37.87296065|1613.412305|19.36460841|0.0|1.0|0.0|4.01|0.35|21.0|-7.82|4.14|3.44|65.3|1.54|1.0|0.0|131.43|0.0|1.0|33.0|6.0|0.0|0.0|-4.38|2.75|0.0|0.0|1.5e-08|6.62e-06|5.6004|3.8591|-1430.8144619999998|737.09|221.39|565.91|0.6814100000000001|-1430.733658|0.0856|3.3831|-0.23696253|3.8163|7.1612
7a_a8|0.0|1|0|3.1730222510000003|0.0|1|1|1|1.4494883790000002|-0.11821781|-0.010269971|5.4161004020000005|-0.0407248439999999|1|0.041123188|-0.017706371|0.0|0.004607684|10.94671402|-0.019054799|1|1|-0.019499132|-0.412963751|1|-0.102174163|-0.101880506|-60.00793116|20.79408196|145.3710976|0.281589625|-0.042647654|-35.14198015|12.2125771|0.733884399|-1.833849114|-35.24327197|75.4573633|-25.04740346|80.80201312|0.477611327|421.9297638000001|-1077.038349|-14.71059634|14.73814865|5907.9340090000005|156.2924154|34.12990316|-274.7254012|1467.585836|15.62189947|0.0|0.0|1.0|3.06|0.05|23.0|-7.27|3.96|3.49|92.93|2.01|1.0|0.0|105.83|0.0|1.0|29.0|5.0|0.0|1.0|-4.64|3.24|0.0|0.0|5.3600000000000004e-08|2.05e-05|4.5808|3.0704|-1291.313963|605.72|270.66|494.48|0.70367|-1291.10235|0.1575|9.9646|0.0269461|12.8748|4.6068
4e_a49|0.0|0|0|0.0|0.0|1|1|1|2.085628989|-0.076526919|-0.006602016|5.4161004020000005|-0.074495823|2|0.036555556|-0.080255074|1.713107022|-0.053787795|10.92777282|0.018857363|1|1|-0.037142108|-0.403194204|2|-0.09422276|-0.087866673|-57.79309816|10.51443916|313.22432680000003|0.242937669|-0.029288891|-33.05708028|6.449206277999999|0.650328475|-1.493733437|-35.44835874|68.38360061|-17.96482878|68.30753733|0.471635821|464.3567821|-916.2062675|-11.01902676|15.01788083|5950.361470000001|214.47685|27.6242383|-184.4129453|1408.836153|14.48911428|0.0|1.0|2.0|2.89|0.22|21.0|-7.36|3.4|2.83|92.93|1.25|1.0|0.0|114.08|0.0|1.0|30.0|5.0|0.0|1.0|-3.52|1.71|0.0|0.0|4.35e-08|1.74e-05|5.7301|3.7876|-1313.199448|660.22|216.37|504.63|0.68043|-1312.924353|0.0789|3.9718|0.04133034|4.8707|7.4685
GW6604_a52|0.0|1|0|2.944144148|0.0|0|0|0|0.0|-0.277102285|-0.002149879|4.59511985|-0.005328809|2|0.021346801|-0.0778992459999999|0.0|-0.118272803|10.94914378|-0.028376521|1|1|0.039867344|-0.201462112|2|-0.071850787|-0.072069252|-35.51891876|4.459510077|157.2481263|0.12653545|-0.029217264|-17.61190876|2.204526664|0.73529506|-1.081038779|-17.55852148|44.37166117|-14.44334401|39.97842884|0.4597869779999999|431.7909048|-534.4037285|-7.13996301|11.6571716|4168.525878|130.8549791|19.64292268|-232.6328342|726.7881391|8.744745933999999|1.0|1.0|1.0|1.76|0.0|23.0|-8.03|4.49|4.2|54.46|1.91|0.0|0.0|90.49|0.0|1.0|23.0|3.0|0.0|1.0|-4.16|3.06|0.0|0.0|9.31e-09|2.78e-06|||||||||||||6.9706
18b_a30|0.0|0|0|0.0|0.0|0|2|2|0.0|0.036563014|-0.006947027|5.351858133|0.0075638519999999|2|0.041767677|-0.039831247|0.0|0.016709918|10.31163838|-0.051413084|1|1|-0.049287858|-0.45633339|1|-0.078751666|-0.09536285|-52.09100293|13.14992762|77.65678625|0.130659636|-0.036237883|-41.72392601|8.698138813|0.759715688|-1.811894154|-34.45606603|75.30642440000001|-23.96987622|65.24093056|0.424912258|575.0330633|-1198.493811|-15.85509189|13.0644231|6387.715069|158.9382363|31.55111394|-343.5825913|1577.555697|12.22780277|1.0|0.0|1.0|0.0|0.13|17.0|-6.7|3.87|2.49|105.44|2.17|2.0|0.0|131.99|0.0|1.0|31.0|5.0|0.0|0.0|-4.8|3.59|0.0|0.0|2e-07|8.47e-05|3.5256|3.5256|-1668.034279|697.37|351.66|563.55|0.67715|-1667.788575|0.3576|4.8198|0.03910602|6.5037|7.6003
