molecula|n9FaHRing|SssssC|NaasN|SRW09|nAHRing|SaasN|AATSC1c|AATSC1s|JGI4|SaaaC|n5aRing|n5aHRing|AATSC1pe|AATSC7i|MATS1c|BIC2|MATS8d|GATS1pe|FNSA5|PBF|FPSA3|PNSA3|FNSA4|WNSA5|WPSA3|RPCS|FNSA1|DPSA5|PNSA4|GRAVp|TASA|PNSA2|MOMI-Z|GeomRadius|GeomDiameter|GRAV|PPSA1|DPSA4|FPSA5|DPSA1|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|Log Po/w MLOGP|Leadlikeness|Brenk|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Log Kp (cm/s)|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
4c_a46|0|0.139403726|1|7.825245291|1|2.137504882|-0.005085922|-0.048990529|0.0440307329999999|0.0|1|1|0.010040825|-0.165951544|-0.421467037|0.726862617|-0.0976963169999999|0.65145414|-0.087503927|0.305199509|0.013924723|-40.22007179|-0.029688832|-34.9456654|5.56099297|53.13410852|0.840753785|60.67664538|-18.76186479|2455.604167|562.9269925|-1050.664428|2487.942529|7.172412106|13.06174141|5571.088357|100.6356847|22.31552819|0.008510983|-430.6788754|1.0|0.0|1.0|1.0|0.0|4.09|3.8|0.38|17.0|5.11|3.4|2.0|0.0|0.0|1.0|5.0|-5.55|-5.39|0.0|1.0|0.0|4.44|-5.28|2.8e-06|0.00109|0.00207|4.63|0.0|0.0|2.39e-08|-0.04381|5.4579|6.38|-1245.4159619999998|-1245.392965|683.75|1176.07|302.21|0.2296|0.42391|0.6986600000000001|-1245.114575|0.2083|-0.17085|4.1039|-0.21466|0.02299741|-1245.176359|5.4491|2008.0|5.6972|5.6972
17a_a22|0|0.0|1|6.842683282|0|1.866510299|-0.005149751|-0.092107225|0.043274232|1.67348685|1|1|0.0027615779999999|-0.089641194|-0.3626566539999999|0.7562495659999999|-0.010355535|0.7994946709999999|-0.08790445|0.345497724|0.0140462319999999|-49.30541729|-0.030843667|-41.03828927|6.55749888|0.0|0.710958975|73.26110471|-21.07439877|2910.035347|587.2505892999999|-1201.24073|1934.881271|8.549622191000001|16.63169381|6343.687177000001|197.4916253|29.64221498|0.01931764|-288.28178110000005|1.0|1.0|0.0|1.0|1.0|4.02|-3.24|0.15|27.0|3.93|2.01|2.0|1.0|0.0|1.0|7.0|-4.75|-6.39|0.0|1.0|0.0|2.25|-4.96|1.7899999999999998e-05|0.0078099999999999|0.00473|3.62|0.0|0.0|7.41e-10|-0.15124|4.8502|5.13|-1408.300966|-1408.279257|731.19|1253.39|887.46|185.0|0.46268|0.71303|-1407.8711|0.0085|-0.06214|3.0156|-0.21338|0.02170866|-1407.935792|2268.0|82.0|7.0862|7.0862
14o_a23|1|-4.758526534|2|7.423568444|0|3.133942289|-0.014680137|-0.301504331|0.046090147|0.6669152279999999|2|2|-0.0004039459999999|0.416392114|-0.653629157|0.802854174|-0.072078004|0.575188253|-0.094138958|0.328340215|0.018054548|-51.49843925|-0.042454824|-47.58321438|9.125801389|0.8929505459999999|0.800301554|80.64694246|-30.18347529|3399.6213840000005|642.7588542000001|-1539.35724|2297.392496|9.016411722|17.66041891|7967.617129|141.97663490000002|37.71512766|0.019295686|-427.001863|0.0|0.0|1.0|0.0|1.0|3.55|3.62|0.09|26.0|3.97|3.04|2.0|1.0|0.0|1.0|7.0|-6.89|-5.94|1.0|0.0|0.0|4.31|-6.0|1.29e-07|6.38e-05|0.0004969999999999|4.76|0.0|0.0|1.12e-08|-0.08059|3.6989|5.17|-2042.184285|-2042.161288|729.11|1236.72|335.19|385.0|0.58581|0.58581|-2041.934645|385.0|-0.1517|5.9294|-0.23229|0.02299729|-2042.000938|8.3591|3.0|8.4815|8.4815
1k_a5|0|0.0|0|6.605297921|0|0.0|-0.0030192829999999|-0.064652321|0.026339869|0.0|1|1|0.003708988|-0.220946861|-0.254495542|0.7824502320000001|-0.022280685|0.558485747|-0.074297856|0.425724957|0.010892351|-40.40908188|-0.0301207529999999|-19.44172742|2.850231839|0.498979532|0.724954458|47.83775802|-15.40795854|2171.394196|400.8898627|-570.0944662|824.0133397999999|6.710535795|12.9461019|4479.484358|140.69669409999997|21.25369168|0.019219352|-230.14624|1.0|1.0|0.0|1.0|1.0|2.71|2.02|0.0|23.0|4.88|2.29|0.0|0.0|0.0|1.0|3.0|-3.97|-5.99|0.0|1.0|1.0|3.42|-4.3|0.000106|0.0336|0.0157|3.16|0.0|0.0|4.99e-09|-0.04516|4.7221|3.1|-1050.548505|-1050.51717|533.8|890.76|281.38|0.6242|0.53086|0.5282|-1050.418953|0.1239|-0.1798799999999999|1.5911|-0.22504|0.03133456|-1050.468159|2.3036|48.0|7.3188|7.3188
1g_a5|0|0.0|0|6.605297921|0|0.0|-0.003919036|-0.010620031|0.027447447|0.0|1|1|0.006957291|-0.019057802|-0.242737126|0.7778380309999999|-0.067172264|0.717355058|-0.074361785|0.39389953|0.020418692|-37.59983870000001|-0.027205531|-21.388323|5.8729303|0.589719781|0.61393343|54.34919851|-14.59051668|2243.103668|464.3994751|-598.211184|832.7655896000001|7.312498266|13.83149499|4639.260975|207.0502037|23.76563316|0.02697793|-122.2065919|1.0|1.0|1.0|1.0|1.0|2.79|2.12|0.05|23.0|4.5|1.57|0.0|0.0|0.0|1.0|4.0|-4.03|-6.15|0.0|1.0|1.0|3.09|-4.2|9.27e-05|0.0304|0.0206|3.03|0.0|0.0|7.190000000000001e-09|-0.0393|4.7822|2.61|-1065.846194|-1065.818889|572.15|961.17|297.09|0.1769|0.4386899999999999|0.66164|-1065.675316|0.0504|-0.17042|3.4883|-0.20972|0.02730461|-1065.727193|5.2707|115.0|6.9393|6.9393
3_a4|0|0.0|1|7.535296702|1|2.147369615|-0.001141383|0.03287721|0.033760684|2.180369373|1|1|0.011276682|-0.129930078|-0.133874898|0.773786787|0.0904255319999999|0.623172012|-0.06572153|0.462670692|0.010568144|-25.5405205|-0.024645574|-15.5080075|2.493716402|40.30885999|0.7196876640000001|39.38579676|-11.97190059|2159.04913|446.8068266|-478.8760237|1602.411021|4.832514477|8.486341272999999|4677.30755|136.1652785|16.63485592|0.015358792|-213.4321476|1.0|1.0|0.0|1.0|0.0|2.99|2.86|0.15|21.0|4.02|2.44|0.0|0.0|0.0|1.0|2.0|-3.7|-5.99|0.0|1.0|1.0|3.31|-4.26|0.000198|0.0617|0.0173|3.12|0.0|0.0|6.49e-08|-0.04964|4.9088|2.66|-990.6395508|-990.6149055|535.44|905.23|305.09|0.1415|0.58445|0.58615|-990.467184|0.0871|-0.17005|2681.0|-0.21969|0.024645265|-990.514888|3205.0|104.0|6983.0|6983.0
8m_a46|0|0.2148468989999999|1|7.727094485|1|2.126524943|-0.00517896|-0.085284636|0.047345679|0.0|1|1|0.005865049|-0.206020062|-0.380393836|0.7699708959999999|-0.090247845|0.77612204|-0.085204935|0.280198209|0.007059399|-48.32436573|-0.032188531|-23.9511632|1.984401749|0.0|0.8854896870000001|48.72163155|-17.06601365|2045.330306|464.5573228999999|-767.9706141|1913.813025|5.684332261000001|9.899611044|4439.758321|60.71213839999999|19.27296714|0.006689855|-408.7649869|0.0|1.0|0.0|1.0|1.0|3.24|2.92|0.3|17.0|4.16|2.62|1.0|0.0|0.0|1.0|2.0|-4.48|-5.61|0.0|1.0|1.0|3.53|-4.56|3.3e-05|0.0105|0.0088799999999999|3.72|0.0|0.0|3.5e-07|-0.01818|5.3062|4.12|-1014.126693|-1014.091966|570.72|970.82|289.14|0.3905|0.43001|0.6997800000000001|-1013.91158|0.1441|-0.17897|2.0174|-0.19715|0.03472717|-1013.962913|3.1675|229.0|6.6402|6.6402
14b_a3|0|0.0|0|6.823286122000001|0|0.0|-0.009130444|-0.1160619169999999|0.039799383|1.7086790859999998|1|1|-0.004161699|-0.288944272|-0.575695827|0.7809478329999999|-0.170297225|0.8255789570000001|-0.100993354|0.379746504|0.012828558|-44.49789848|-0.036469822|-24.15156108|3.067822725|82.79166784|0.766915433|57.87172082|-17.83445545|2160.565755|384.6023764|-642.0403962|1289.104749|4.989782639|9.738358819|4803.535505|113.9829058|23.25478753|0.017348996|-261.0537205|0.0|1.0|1.0|1.0|1.0|3.18|2.5|0.06|21.0|4.28|1.04|0.0|0.0|0.0|1.0|2.0|-4.45|-6.42|0.0|0.0|1.0|2.82|-3.99|3.54e-05|0.0113|0.0327|2.58|0.0|0.0|1.28e-07|-0.06676|3.0724|2.22|-1327.514377|-1327.4859310000002|524.27|879.19|403.54|0.2276|0.70123|0.70123|-1327.349444|0.2276|-0.12942|2.8743|-0.19618|0.02844675|-1327.398177|3.8724|0.38|6.4202|6.4202
12g_a30|0|0.0|0|7.412764017000001|2|0.0|-0.010447128|0.024086432|0.039951691|0.0|1|1|0.0026474159999999|-0.067792064|-0.539112991|0.826316772|-0.0885760969999999|0.770326886|-0.10344931|0.487608738|0.027436565|-58.41940906|-0.040568357|-47.51931027|12.60295167|237.7754135|0.7743107290000001|83.29752441|-27.49531395|3058.2873170000003|531.1295763|-1402.261011|2482.668258|8.694447089|16.07139949|6688.137428|152.961516|35.50940589|0.019453222|-371.8296813|1.0|0.0|1.0|1.0|1.0|4.67|0.0|0.13|17.0|3.4|2.06|2.0|1.0|0.0|1.0|6.0|-6.0|-6.22|0.0|0.0|0.0|2.36|-5.01|1.01e-06|0.000444|0.00427|3.89|0.0|0.0|3.7600000000000003e-07|-0.0576|5.0703|3.88|-1743.214798|-1743.174676|717.55|1206.02|348.35|0.2449|0.26238|0.68366|-1742.965961|0.1613|-0.15077|3875.0|-0.2083699999999999|0.04012224|-1743.029147|5.3027|9.0|8.0334|8.0334
12x_a30|0|0.0|0|7.412764017000001|2|0.0|-0.006008579|-0.0335688279999999|0.043383838|0.0|1|1|0.006346396|-0.104089964|-0.458718546|0.782514704|-0.1759406839999999|0.803183654|-0.091725339|0.398925866|0.014757946|-47.48669555|-0.035022402|-39.99960559|6.435648079|0.0|0.824674971|68.52587215|-23.12752311|2845.417984|560.5459455|-1272.013771|2374.777496|7.794822643|14.14885734|6359.545311|115.7782842|28.04441012|0.012044556|-428.8071293|1.0|0.0|1.0|1.0|1.0|4.86|0.0|0.21|17.0|4.87|3.25|2.0|0.0|0.0|1.0|5.0|-6.04|-5.64|0.0|0.0|0.0|3.19|-5.46|9.14e-07|0.00039|0.00148|4.6|0.0|0.0|4.12e-08|-0.05093|3.4831|4.45|-1654.40976|-1654.3784|703.75|1211.79|355.95|0.1517|0.68589|0.68589|-1654.1207|0.1517|-0.14783|4.3702|-0.19876|0.03136007|-1654.183467|4.8197|22.0|7.6556|7.6556
14u_a23|1|0.0|2|7.423568444|0|3.357982471|-0.007017844|-0.025360103|0.043321995|0.743634137|2|2|0.010508236|0.091604179|-0.4086345999999999|0.787538583|-0.094773814|0.71381683|-0.086465795|0.445665682|0.0254134689999999|-36.90928915|-0.033908155|-38.57404134|11.3374334|50.47632596|0.702868983|73.50348823|-22.64798452|3015.478095|607.6448353|-1155.04721|2430.634114|7.392527755|14.12094979|6913.009783|198.4601847|32.2221994|0.023582305|-271.0010972|0.0|0.0|1.0|1.0|1.0|3.59|3.68|0.09|26.0|3.42|2.72|2.0|1.0|0.0|1.0|6.0|-5.63|-6.47|0.0|0.0|0.0|3.48|-5.02|2.32e-06|0.0010199999999999|0.0042299999999999|3.55|0.0|0.0|3.11e-08|-0.0618299999999999|4.0409|3.23|-1744.446261|-1744.422541|712.54|1214.4|389.66|0.2253|0.4523|0.6703100000000001|-1744.1781010000002|0.0008|-0.1543|5.9743|-0.21613|0.0237199999999999|-1744.2405670000005|8.1549|6.0|8.2449|8.2449
6b_a31|0|0.0|0|7.773594467000001|1|0.0|-0.016070861|-0.178758575|0.037803618|0.0|2|2|-0.008439437|0.1978523089999999|-0.57983695|0.78240875|-0.084489161|0.795570315|-0.1284626569999999|0.146652651|0.032992761|-73.70779766|-0.045675611|-47.81835367|12.28107483|101.4993391|0.7459204140000001|93.1058799|-27.86719323|2776.92804|383.0600707|-1254.023695|2063.736075|7.513612533|14.46878435|6099.567787|155.0167518|37.35947255|0.024142162|-300.0775025|1.0|1.0|1.0|1.0|2.0|3.55|2.73|0.1|22.0|5.19|1.36|1.0|0.0|0.0|1.0|4.0|-5.63|-6.5|0.0|0.0|1.0|3.3|-4.66|2.34e-06|0.000947|0.00883|3.2|0.0|0.0|4.67e-08|-0.05835|3.2949|4.61|-1652.671944|-1652.635711|637.06|1077.19|376.29|0.4967|0.7013199999999999|0.7013199999999999|-1652.44739|0.4967|-0.13345|5.9085|-0.1918|0.03623358|-1652.505041|8.8379|54.0|7.2676|7.2676
38_a18|0|0.0|0|7.03438793|2|0.0|-0.00575311|-0.009006798|0.035478927|0.0|0|0|0.001602741|-0.0993372269999999|-0.498932552|0.719168079|-0.007310849|0.7400818459999999|-0.082256123|0.423402315|0.00838904|-61.25359673|-0.0322355079999999|-52.08807522|5.3122971560000005|74.46052717|0.880927895|71.15832778|-25.65190078|3162.36475|661.3370874|-1898.240658|1855.157022|10.98254153|20.5922319|7261.130718|94.75345803|29.11918324|0.007165119|-606.2584549|1.0|1.0|0.0|1.0|3.0|4.53|0.0|0.34|18.0|4.94|3.7|3.0|1.0|0.0|0.0|10.0|-6.98|-5.55|0.0|0.0|1.0|3.64|-6.11|1.05e-07|5.36e-05|0.000399|5.43|0.0|1.0|4.68e-11|-0.0483699999999999|3.2241|8.95|-1611.630281|-1611.60375|861.93|1515.64|384.55|0.5147|0.69235|0.69235|-1611.133158|0.5147|-0.13229|1.9877|-0.18066|0.02653109|-1611.206669|2.7244|91.0|7041.0|7041.0
47n_a18|0|0.0|0|7.03438793|1|0.0|-0.007614955|-0.057061805|0.032169312|0.0|0|0|0.001705837|0.026244774|-0.529441732|0.696612213|-0.083719099|0.711628292|-0.091185806|0.288989992|0.0106152389999999|-65.43887366|-0.031974244|-62.09468789|7.228646444|47.476904100000006|0.783921929|86.44740177|-26.38541222|3349.802294|653.9193397999999|-2031.676741|2052.393389|10.43689152|20.17045476|7909.580851999999|178.30942439999998|33.65821422|0.01357247|-468.58948260000005|1.0|1.0|0.0|1.0|3.0|4.69|0.0|0.31|18.0|3.67|2.72|3.0|1.0|1.0|1.0|13.0|-6.02|-6.68|0.0|0.0|0.0|2.76|-5.24|9.48e-07|0.000511|0.00308|4.1|0.0|1.0|1.7500000000000002e-10|-0.0525299999999999|3.2028|9.78|-1743.3283440000002|-1743.299948|879.92|1565.37|387.11|0.5056|0.6914600000000001|0.6914600000000001|-1740.5852670000002|0.5056|-0.13138|2.4754|-0.18391|0.02839695|-1740.663577|3.3568|64.0|7.1938|7.1938
8_a20 (IN-1130)|0|0.0|0|6.842683282|0|0.0|-0.009430196|-0.124997065|0.0396875|1.622562232|1|1|-0.004654742|0.293415753|-0.573278819|0.760688473|-0.0957193819999999|0.7741509329999999|-0.097790028|0.354945501|0.0158089389999999|-63.72828772|-0.035730972|-42.88223811|6.93243166|89.35267123|0.7481063720000001|77.31081766|-23.66117267|2849.395895|481.70475260000006|-1230.3809789999998|1829.419484|8.005662608|15.46983888|6291.586155|166.8048285|31.628086|0.018957805|-328.593789|1.0|1.0|1.0|1.0|2.0|3.49|2.43|0.08|27.0|4.97|1.33|1.0|0.0|0.0|1.0|5.0|-4.85|-6.83|0.0|0.0|1.0|3.14|-4.55|1.42e-05|0.00596|0.0119|2.87|0.0|0.0|2.34e-10|-0.07014|4.9797|4.53|-1368.412748|-1368.372708|696.06|1192.01|383.5|0.3782|0.4377|0.7007399999999999|-1368.118751|0.1361|-0.13622|3803.0|-0.20636|0.04004011|-1368.180121|5.4751|36.0|7.4437|7.4437
17_a47|1|0.0|0|6.605297921|0|0.0|-0.003764469|-0.019259259|0.031802469|1.699575434|1|1|0.004477366|-0.180898239|-0.3004189439999999|0.75807704|-0.010871607|0.7666613659999999|-0.082994667|0.522140199|0.01291694|-43.82821253|-0.02987808|-30.88080199|4.806157636|0.0|0.7457517659999999|60.33408274|-18.22518223|2672.497352|519.8795281|-911.2591113|1573.836082|7.055517075|13.10144249|5854.9736840000005|155.087622|24.43867122|0.0159160889999999|-299.80980739999995|1.0|1.0|0.0|1.0|2.0|3.44|2.39|0.08|27.0|5.12|2.26|2.0|0.0|0.0|0.0|4.0|-5.4|-5.83|0.0|0.0|1.0|3.85|-5.21|3.98e-06|0.00156|0.0024|4.03|0.0|0.0|7.96e-11|-0.04873|4.2784|3.07|-1254.985125|-1254.943823|656.78|1127.7|289.79|0.4308|0.6844100000000001|0.6844100000000001|-1254.737546|0.4308|-0.17606|3.4454|-0.22479|0.04130125|-1254.795084|5.6949|5.0|8.3|8.3
EW7203_a60|0|0.0|0|7.412764017000001|2|0.0|-0.00698487|0.0075638519999999|0.041767677|0.0|1|1|0.0036417359999999|-0.1696249719999999|-0.458129101|0.822401103|-0.089945913|0.760234689|-0.096226348|0.345488097|0.020156795|-49.19385637|-0.036566012|-40.24477665|8.430183|0.0|0.766837077|73.82739839|-23.64750675|2913.880231|573.0312689|-1182.375337|1660.077477|8.310125852|16.53092404|6403.777228|150.7881632|30.83771958|0.01793256|-345.1309687|1.0|0.0|1.0|1.0|2.0|4.75|3.21|0.13|17.0|3.87|2.17|2.0|0.0|0.0|1.0|5.0|-5.74|-6.35|0.0|0.0|0.0|3.09|-4.82|1.81e-06|0.000768|0.0065|3.59|0.0|0.0|2e-07|-0.06188|5.0166|3.64|-1668.025575|-1667.993536|678.83|1166.44|352.3|0.2385|0.40883|0.69857|-1667.78681|0.0448|-0.1446599999999999|1.7676|-0.20654|0.03203878|-1667.848192|2.5159|9.0|8.0334|8.0334
2_a3|0|0.0|0|6.823286122000001|0|0.0|-0.008422099|-0.09743592|0.034166667|2.058239271|1|1|-0.0045709459999999|-0.18746945|-0.568019422|0.769486995|0.065162907|0.841871246|-0.09392632|0.4551292289999999|0.011938463|-49.07072207|-0.033150466|-20.68016573|2.628543258|74.89956423|0.727984269|53.05538527|-15.55510657|2056.399995|352.0174726|-528.8736235|1314.679398|4.88513521|9.016533738|4446.904467|127.637231|21.36736636|0.019143348|-213.9529255|1.0|1.0|1.0|1.0|1.0|2.97|2.22|0.0|21.0|4.34|1.6|0.0|0.0|0.0|1.0|2.0|-4.75|-5.93|0.0|0.0|1.0|3.06|-4.27|1.7800000000000002e-05|0.0054|0.0162|3.13|0.0|0.0|1.3e-07|-0.06423|5.4397|1.97|-1272.143337|-1272.114086|503.34|841.85|371.73|0.1824|0.37284|0.69543|-1272.001389|0.0962|-0.14605|4.0121|-0.21028|0.02925101|-1272.04778|5.4999|3981.0|5.4|5.4
12p_a36|0|0.0|0|7.412764017000001|2|0.0|-0.008017607|-0.084341564|0.042804233|0.0|1|1|-0.000673716|0.2461794139999999|-0.440709431|0.828371596|-0.074349074|0.698414933|-0.108380023|0.315548061|0.020202133|-51.98017377|-0.039016808|-42.95260501|8.006403882999999|0.0|0.759126153|80.40682298|-24.56246081|2774.926334|471.1687161|-1228.123041|2308.958924|7.546742977|14.3885803|5922.775161|151.63860559999998|32.35623052|0.019344052|-326.2581567|1.0|0.0|0.0|1.0|2.0|4.72|0.0|0.14|17.0|3.13|2.4|1.0|0.0|0.0|1.0|5.0|-3.89|-6.76|0.0|1.0|0.0|2.15|-4.16|0.000129|0.0515|0.0278|2.78|0.0|0.0|1.4e-07|-0.0552299999999999|5.3413|3.41|-1332.182868|-1332.148901|660.71|1113.05|323.11|0.3015|0.30159|0.66559|-1331.947748|0.1841|-0.15608|4.8805|-0.21131|0.03396697|-1332.006106|6.7199|9.0|8.0458|8.0458
14n_a23|1|0.0|2|7.423568444|0|3.3716621960000004|-0.0068536419999999|-0.027380305|0.045165485|0.747533142|2|2|0.010508236|0.144230149|-0.404569286|0.802854174|-0.099694124|0.71381683|-0.082430028|0.209387766|0.027028617|-39.82324087|-0.032325501|-37.64460956|12.34358104|97.39429807|0.6868205409999999|72.09248208|-21.84509525|3014.591033|603.6615822000001|-1114.099858|2195.877777|8.662092555|16.33144958|6740.54932|211.642042|31.80611809|0.0242495529999999|-252.5011125|0.0|0.0|1.0|1.0|1.0|3.53|3.66|0.09|26.0|3.42|2.72|2.0|1.0|0.0|1.0|6.0|-5.63|-6.47|0.0|0.0|0.0|3.48|-5.02|2.32e-06|0.0010199999999999|0.0042299999999999|3.55|0.0|0.0|3.11e-08|-0.06951|3.4217|3.23|-1744.450916|-1744.42791|710.48|1209.95|362.35|0.4229|0.6955|0.6955|-1744.1828670000002|0.4229|-0.1382|5.2196|-0.2077099999999999|0.02300614|-1744.244532|7.2975|1.0|9.2441|9.2441
5_a4|0|0.0|1|7.535296702|1|2.166832955|-0.001215982|0.02257929|0.035994832|2.189593648|1|1|0.0111310589999999|0.0202481919999999|-0.164263889|0.767615203|-0.229773463|0.650346601|-0.0681917309999999|0.431132276|0.008047242|-27.26045038|-0.025201292|-19.68930579|2.323516519|46.53110402|0.807351587|41.76764149|-13.54166762|2282.291204|506.7916175|-622.9167106000001|1896.178084|5.758733969|9.823391314|5059.243919|103.5177395|16.77294978|0.009538616|-330.3047347|1.0|1.0|1.0|1.0|0.0|3.27|3.08|0.23|21.0|4.89|2.88|1.0|0.0|0.0|1.0|3.0|-4.57|-5.57|0.0|1.0|1.0|3.89|-4.84|2.72e-05|0.00925|0.0049299999999999|3.95|0.0|0.0|1.09e-08|-0.04892|4.8582|3.71|-1069.27374|-1069.251223|595.55|1013.0|308.12|0.1106|0.60407|0.6019899999999999|-1069.051141|67.0|-0.16965|2.7859|-0.21857|0.02251645|-1069.102899|3.1619|71.0|7.1487|7.1487
19_a34|0|0.0|1|7.412764017000001|1|1.898101852|-0.013066507|-0.169170251|0.044107744|0.0|1|1|-0.0042364759999999|-0.29861864|-0.469568766|0.8022000659999999|-0.0235903339999999|0.818710955|-0.1255804019999999|0.308793959|0.039589023|-56.30608209|-0.039656969|-31.24772528|9.850795895|470.4453529|0.662289492|77.38527508|-19.78189027|2127.363207|319.1993829|-751.7118302|1537.244187|5.495780422|10.31797048|4496.516479|168.4584665|29.86894781|0.029554695|-161.90813300000002|0.0|1.0|0.0|1.0|1.0|3.07|2.77|0.18|17.0|2.69|1.08|0.0|0.0|0.0|2.0|3.0|-2.73|-7.01|0.0|1.0|1.0|2.1|-3.15|0.00186|574.0|218.0|1.66|0.0|0.0|9.42e-06|-0.02901|4.1721|2.7|-1046.606458|-1046.5747720000002|538.96|882.87|297.18|0.2189|0.6897300000000001|0.6897300000000001|-1046.458335|0.2189|-0.1735|3.4272|-0.20251|0.03168624|-1046.509891|5.0441|0.99|6.0044|6.0044
7b_a8|0|0.0|1|7.535296702|1|1.4628217119999998|-0.009659873|-0.038810124|0.040873016|0.0|1|1|0.003191529|-0.039357491|-0.415894017|0.7812177770000001|-0.040994467|0.677544268|-0.1000685009999999|0.282366236|0.033167971|-60.75943432|-0.041332642|-35.90168309|11.89970852|75.93423425|0.753935657|73.70461365|-24.75721974|2776.185773|432.6681725|-1138.832108|1780.952171|7.698000901|14.76972982|6185.0105140000005|147.3863936|32.83731114|0.022982731|-304.2022276|0.0|0.0|1.0|1.0|1.0|3.49|3.37|0.09|23.0|4.48|2.23|2.0|0.0|0.0|1.0|3.0|-5.25|-6.15|0.0|0.0|1.0|3.5|-4.94|5.64e-06|0.00224|0.00454|3.61|0.0|0.0|2.25e-08|-0.06833|4.5945|5.51|-1330.622441|-1330.595067|621.4|1067.73|380.32|0.2517|0.44725|0.7025100000000001|-1330.392289|139.0|-0.13639|9.9463|-0.20472|0.0273745|-1330.448193|12.7344|13.53|4.8687|4.8687
12ab_a30|0|0.0|0|7.412764017000001|2|0.0|-0.008528077|-0.030346359|0.043854875|0.0|1|1|0.005111479|0.03046828|-0.384942092|0.809127478|0.026596859|0.794193541|-0.1008879709999999|0.4605456229999999|0.031588146|-58.23149599999999|-0.031859359|-49.97135112|15.64609074|0.0|0.603952976|92.49334877|-22.42218278|3118.431712|562.8556061|-1278.064418|2618.234172|8.44310703|15.6704374|6918.884105|278.7324985|37.1257096|0.030534507|-146.321375|1.0|0.0|1.0|1.0|1.0|4.87|0.0|0.21|17.0|3.94|2.2|2.0|0.0|0.0|1.0|7.0|-5.61|-6.39|0.0|0.0|0.0|2.52|-5.0|2.47e-06|0.00113|0.00456|3.81|0.0|0.0|1.47e-07|-49.0|4.8018|3.34|-1804.824495|-1804.79081|753.75|1275.19|355.06|0.1957|0.46561|0.68324|-1804.523449|0.1511|-0.14772|6.9089|-0.19672|0.03368522|-1804.589076|7.4968|17.0|7.7825|7.7825
3i_a32|1|-4.547725143|0|7.78113851|0|0.0|-0.012358668|-0.363243817|0.05052381|1.711001131|3|3|-0.0106761939999999|-0.8373173840000001|-0.537667101|0.833699527|0.030060554|0.54844677|-0.1132851459999999|0.259644227|0.015296821|-49.17963359|-0.044627482|-31.48976464|4.252042736|0.201037767|0.77072347|71.27609889|-23.52884474|2471.4299920000003|471.2508776000001|-776.4518766|2141.3084710000003|5.826629089|10.09193014|5656.349227000001|120.8809386|30.52825775|0.021905206|-285.465827|1.0|0.0|1.0|1.0|1.0|3.1|2.49|0.13|19.0|6.76|2.09|2.0|0.0|0.0|1.0|3.0|-6.27|-5.53|1.0|0.0|1.0|4.37|-5.16|5.37e-07|0.000197|0.00251|4.23|0.0|0.0|1.0900000000000001e-07|-0.06518|3642.0|3.38|-1891.833327|-1891.811327|530.5|876.0|340.43|0.4765|0.70322|0.70322|-1891.738614|0.4765|-0.1476|2494.0|-0.21278|0.02199999|-1891.790935|3.8572|6.0|8.2366|8.2366
19_a15|0|0.0|0|0.0|0|0.0|-0.009832375|-0.558905888|0.040555556|0.0|0|0|-0.00534669|0.060683674|-0.571686169|0.722297906|-0.048611111|0.7358168620000001|-0.112106433|0.355677322|0.00527267|-54.70558911|-0.042351319|-37.44217335|1.761006946|15.76831619|0.922135562|68.10965742|-24.47553536|2625.952212|399.3803987|-1101.399091|1857.369806|6.10227122|10.26331993|5417.777463|44.99916039|26.54223128|0.005747326|-487.9183964|1.0|1.0|1.0|0.0|2.0|2.99|2.17|0.11|18.0|2.36|1.64|1.0|0.0|0.0|1.0|5.0|-5.12|-6.22|0.0|0.0|1.0|2.88|-4.39|7.56e-06|0.00279|0.0152|3.29|0.0|0.0|7.28e-08|-0.0372399999999999|4.1742|7.53|-1523.404372|-1523.361214|601.23|1030.77|297.03|0.4895|0.68945|0.68945|-1523.196562|0.4895|-0.17018|6.7515|-0.20742|0.04315771|-1523.254714|9326.0|72.0|7.1427|7.1427
