molecula|SddssS|NaaNH|n9FaHRing|SaaNH|SssssC|NaasN|nAHRing|nARing|BCUTs-1|JGI4|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|n5aRing|n5aHRing|AATSC1pe|AATSC7i|AATSC1i|MATS1c|MATS8s|MATS8d|GATS1pe|RASA|FNSA3|PBF|FPSA3|PNSA3|PNSA5|PPSA3|RNCS|TPSA_x|FNSA4|WNSA5|WPSA3|RPCS|FNSA1|GeomPetitjeanIndex|GRAVp|TASA|FPSA1|GeomShapeIndex|WNSA2|FPSA5|DPSA1|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|Molecular Mass|Egan filter|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Highest Occupied Molecular Orbital Energy|Gibbs Free Energy|Dipole (water)|pIC50
16_a31|0.0|1|0|3.096824452|0.0|0|1|1|0.61013894|0.042528736|-0.050076586|0.0|-0.726543099|-0.017017891|-0.00795845|10.31170095|2|2|-0.0125582419999999|-0.0897217219999999|-0.09530799|-0.60894688|-0.038841601|0.0980869569999999|0.8944757390000001|0.546450126|-0.142079397|0.29485045|0.0374314139999999|-66.9420327|-70.82239128|17.63615984|130.369865|213.694252|-0.050105055|-33.36862997|8.309441139|467.7901274|0.73080436|0.427771627|2071.962924|257.4650715|0.26919564|0.747554032|-367.0549296|0.027684692|-217.4912527|1066.012118|280.39844320000003|13.04390063|0.0|1.0|0.0|1.0|1.0|2.0|3.2|0.14|16.0|3.8|2.83|114.29|0.78|0.0|0.0|80.57|2.0|2.0|-4.36|21.0|-6.48|300.34|0.0|2.33|-3.6|4.38e-05|0.0131|0.0762|2.32|0.0|0.00347|-0.0318899999999999|1.7|3.6596|-1308.242314|-1308.202828|503.18|818.1|338.79|0.2534|338.79|-0.1842|-1308.161433|5.5943|7.0458
1a_a18 (SB-431542)|0.0|1|0|3.3674017380000003|0.0|0|1|1|1.430935835|0.035620155|0.1008839219999999|0.0|-0.766207981|-0.011639964|-0.029658865|10.94959842|1|1|-0.008385698|0.164429684|-0.033765606|-0.567791164|-0.08530265|-0.083341531|0.795744863|0.5940412860000001|-0.126408788|0.210046675|0.033020439|-74.98172333|-72.69619778|19.58668728|160.410387|240.8019609|-0.0462988229999999|-43.12110169|11.61820782|105.3125675|0.7531996609999999|0.472443977|2678.82389|352.3666367|0.2468003389999999|0.895533283|-733.0587287000001|0.02438148|-300.3801761|1640.78056|513.4628663999999|14.4623285|1.0|1.0|1.0|1.0|1.0|2.0|3.25|0.05|23.0|4.04|3.63|103.12|1.54|1.0|0.0|106.85|1.0|4.0|-4.52|29.0|-6.73|384.39|0.0|2.85|-4.25|3.03e-05|0.0116|0.0218|2.7|0.0|7.81e-06|-0.05971|4.57|3295.0|-1292.588031|-1292.553086|620.23|1048.7|376.27|0.5767|324.5|-193.0|-1292.414518|8.8609|6.9031
11a_a31|0.0|1|0|2.856083711|0.0|0|1|1|0.610138462|0.044949495|-0.087576474|0.0|-0.8792402579999999|-0.022093578|-0.1217573119999999|10.31170041|2|2|-0.017433557|-0.149933348|-0.1829166189999999|-0.563537536|0.022073976|-0.030335912|0.819138461|0.486754956|-0.151872243|0.271818874|0.041435152|-76.64827023|-81.26889906|20.91187076|258.8577775|259.0291941|-0.056833284|-41.01552988|10.55399384|71.03772901|0.735254945|0.451795285|2288.9694010000003|245.6599349|0.264745055|0.8241360790000001|-492.1863586|0.031626337|-237.4612264|1326.379096|302.14325319999995|15.96146849|0.0|0.0|1.0|0.0|1.0|2.0|3.26|0.13|16.0|3.93|2.94|125.57|0.57|0.0|0.0|83.12|2.0|3.0|-4.81|23.0|-6.51|329.33|0.0|2.42|-3.79|1.5399999999999998e-05|0.00506|0.0531|2.53|0.0|0.00731|-0.05074|3.97|3.8042|-1441.452616|-1441.411622|529.63|860.74|325.92|0.2797|325.92|-0.20589|-1441.37897|8.9667|6.7212
11c_a31|0.0|1|0|3.336985072|0.0|0|1|1|0.6101368770000001|0.037731481|-0.031640011|0.0|-0.847114804|-0.011679927|-0.137912959|10.31169916|2|2|-0.008375297|-0.0512371409999999|-0.16065803|-0.572548808|0.013528742|-0.139933586|0.787929678|0.564143263|-0.138002689|0.3608415239999999|0.034256743|-80.82023592|-82.24513417|20.06220362|264.7428792|255.2562173|-0.042457317|-48.16624372|11.74927853|70.98337779|0.676089232|0.47997061|2470.585429|330.3862551|0.323910768|0.922968238|-626.1611682999999|0.029155542|-206.2506659|1581.428448|449.7512005|17.07472346|1.0|0.0|1.0|1.0|1.0|2.0|3.51|0.28|16.0|5.04|3.64|125.57|1.03|1.0|0.0|97.32|2.0|6.0|-5.11|26.0|-6.56|371.41|0.0|3.04|-3.98|7.68e-06|0.00285|39.0|2.82|0.0|0.000537|-0.03532|4.47|3.8551|-1559.3980869999998|-1559.353434|622.22|1022.77|321.61|0.2627|321.61|-0.19526|-1559.253116|7.5091|6.8861
47c_a18|0.0|0|0|0.0|0.0|0|1|1|1.251176227|0.032688172|0.047739847|0.0|-0.537230966|0.0007979619999999|-0.058748345|10.94702285|0|0|0.002674691|0.071793992|-0.320309303|-0.455055055|-0.027873485|0.050944273|0.7601847759999999|0.8128616409999999|-0.0715759629999999|0.246894346|0.015864085|-57.54296759|-75.57063623|12.75381432|67.68084951|150.4485025|-0.0321917939999999|-60.75445536|10.25333491|103.416376|0.7489981509999999|0.489290189|3228.879782|653.4941186000001|0.251001849|0.958059115|-1518.861384|0.016406766|-400.3604527|2522.390613|1167.054827|13.19009806|1.0|1.0|0.0|1.0|1.0|3.0|4.61|0.3|18.0|2.84|2.87|97.76|2.41|3.0|2.0|154.77|1.0|12.0|-5.73|38.0|-6.61|513.63|0.0|2.42|-5.09|1.84e-06|0.000947|0.00417|3.98|1.0|3.42e-07|-0.0449|7.72|3.1096|-1664.753129|-1664.721977|850.89|1505.09|398.71|0.5869|398.71|-0.17331|-1664.277127|3.8573|8.5229
17a_a25|0.0|0|0|0.0|0.0|1|0|0|1.373200859|0.043274232|-0.017081614|2.008884939|-0.248224991|0.0063846319999999|-0.0688716509999999|10.93106298|1|1|0.006423059|-0.02776212|-0.07654898|-0.362222339|0.168247187|0.0114970419999999|0.659740852|0.874586929|-0.06234901|0.348821736|0.012665055|-44.46905084|-56.61512986|9.033070252|93.75234138|89.44809639|-0.0297670279999999|-40.379488|6.442637379|80.30332825|0.755980502|0.468791604|2907.309477|623.7797651000001|0.244019498|0.882500365|-847.969248|0.015373381|-365.1448527|1572.683056|781.7487682|10.96472369|1.0|1.0|1.0|1.0|1.0|1.0|3.48|0.11|27.0|4.83|5.31|72.7|2.67|2.0|0.0|131.06|1.0|7.0|-5.12|33.0|-6.18|433.5|0.0|4.04|-5.13|7.5e-06|0.00325|0.00323|3.9|0.0|4.54e-08|-0.05255|6.04|3.9347|-1391.625102|-1391.588873|747.06|1271.9|315.11|0.4076|235.34|-0.21559|-1391.385492|5.1401|7.6021
17b_a25|0.0|0|0|0.0|0.0|1|0|0|1.3732004619999998|0.042843137|-0.026412432|1.968416259|-0.266456625|0.005120507|-0.100018134|10.93106294|1|1|0.005244553|-0.044260194|-0.073994564|-0.366585181|0.068812225|0.029728702|0.636746066|0.882170399|-0.068207754|0.410780725|0.015879547|-51.71860811|-60.19950116|12.04068508|99.61874923|89.34443096|-0.029249891|-45.64634114|9.129863339|87.61586206|0.724866184|0.476276266|3100.8813760000003|668.9067217|0.275133816|0.909403632|-958.573164|0.0175785369999999|-341.0100868|1744.031591|832.226697|13.32894629|1.0|1.0|1.0|1.0|1.0|1.0|3.56|0.11|27.0|4.88|5.18|96.49|2.0|2.0|0.0|135.78|0.0|7.0|-5.32|35.0|-6.53|458.51|0.0|3.78|-5.07|4.75e-06|0.00218|0.00394|3.61|0.0|4.16e-08|-0.05531|5.89|3961.0|-1483.873254|-1483.830524|781.08|1329.35|313.02|0.4635|228.6|-0.21939|-1483.630939|5.2142|6.9957
12b_a32|0.0|1|1|3.477905329|0.0|0|0|0|0.609420757|0.0388738739999999|-0.044307211|2.153718992|-0.462201267|-0.003484915|-0.031446256|10.31100269|3|3|-0.001662219|-0.079768013|-0.1534110109999999|-0.584995111|-0.0533240309999999|-0.090027803|0.7507116140000001|0.782593|-0.081450418|0.2996018789999999|0.016282332|-50.88975159|-60.93328667|10.17310723|90.57560878|135.83463989999998|-0.027561517|-38.07076621|6.356098747000001|65.29222164|0.60420609|0.430631506|2573.006963|488.9595947|0.39579391|0.756331814|-494.9199607|0.025166975|-130.2147289|1311.0306890000002|557.1050635|15.72418067|1.0|1.0|1.0|1.0|1.0|2.0|3.47|0.26|19.0|6.49|4.19|140.04|1.1|1.0|0.0|110.47|1.0|7.0|-5.9|27.0|-6.4|397.52|1.0|3.59|-4.43|1.27e-06|0.000505|0.0148|3.28|0.0|8.86e-06|-0.05173|4.12|3.5703|-1880.770588|-1880.732075|663.89|1109.93|347.27|0.2865|347.27|-0.19976|-1880.599158|4.1080000000000005|7585.0
17a_a50|0.0|0|1|0.0|0.0|2|1|1|1.349854788|0.034142512|-0.109740063|2.189373662|-0.133526134|0.012510153|-0.0979202769999999|10.94500663|2|2|0.012893333|-0.178162528|-0.3891730779999999|-0.220088198|-0.204032723|-0.215448852|0.732114362|0.92300665|-0.045404408|0.4062532579999999|0.013784807|-29.57096251|-51.14229199|8.977762705|10.03717565|50.14419437|-0.0280449529999999|-33.3079288|5.847033234|84.34722313|0.7899109000000001|0.486855438|2644.4486420000003|601.1353533|0.2100891|0.948768582|-666.1585759999999|0.011602876|-377.6260803|1294.887612|719.3470265|7.556715901|1.0|1.0|1.0|1.0|1.0|0.0|3.95|0.29|20.0|3.39|4.14|51.77|2.3|1.0|0.0|121.78|1.0|6.0|-3.99|30.0|-6.44|398.5|0.0|3.27|-4.44|0.000102|0.0408|0.0144|3.23|0.0|6.97e-05|-0.03196|3.08|4.0477|-1258.566007|-1258.540058|705.96|1204.79|306.31|0.1817|291.88|-0.1992|-1258.322582|8.2991|7.0706
3_a27|0.0|0|0|0.0|0.0|2|0|0|1.402697639|0.040512821|-0.172132163|1.177265999|-0.27868256|0.009082086|0.042659548|10.93782973|1|1|0.00955169|-0.296039263|-0.341338963|-0.479874452|0.136381755|0.038685745|0.610158103|0.862115922|-0.06145119|0.397733752|0.019234305|-31.82136336|-44.61323499|9.960129259|10.71226495|71.40072181|-0.032307734|-23.10213938|5.157668895|57.97805043|0.733853752|0.44566003|2294.213272|446.4308003|0.266146248|0.803947133|-346.53209080000005|0.018747239|-242.1936891|911.8963045|401.7540197|9.707911187|1.0|0.0|1.0|0.0|1.0|0.0|3.03|0.05|21.0|2.8|2.94|65.6|2.18|0.0|0.0|97.71|2.0|3.0|-3.7|25.0|-6.41|329.36|0.0|2.74|-3.99|0.0002|0.0658|0.0339|2.67|0.0|0.000423|-0.05512|4.92|3962.0|-1081.905135|-1081.88481|547.92|931.06|312.93|0.2305|225.24|-0.21969|-1081.794829|4.1551|8.3979
IN1166_a11|0.0|1|0|3.433539068|0.0|0|0|0|1.429020445|0.044021739|0.018376555|1.643912856|-0.378539035|-0.003356527|0.0266218529999999|10.95053349|1|1|-0.001446486|0.032420935|-0.223618825|-0.462344944|0.102257199|-0.067328767|0.790249345|0.863273559|-0.073965061|0.551933595|0.0200246639999999|-51.07061499|-61.90325275|13.82641888|112.0066065|94.40543077|-0.031642539|-42.74230509|9.546719887|20.83871871|0.694302821|0.463497159|2865.055175|596.0640225999999|0.305697179|0.8639230290000001|-769.3614916|0.021531291|-268.3203251|1604.859603|676.2770877|14.86669859|1.0|1.0|1.0|1.0|1.0|2.0|3.51|0.08|27.0|5.01|4.53|103.17|0.92|1.0|0.0|123.82|0.0|5.0|-5.11|32.0|-6.52|417.47|0.0|3.31|-4.78|7.74e-06|0.00323|0.00688|3.27|0.0|2.75e-08|-0.07275|3.36|3.2827|-1347.298558|-1347.256659|704.48|1198.36|377.7|0.3425|248.68|-0.21098|-1347.073528|4.3481|7.9318
3b_a12|0.0|0|0|0.0|0.0|0|1|1|1.283824445|0.0375|-0.1215705419999999|0.0|-0.332497127|-0.004028952|-0.065558712|10.9540388|0|0|-0.003019113|-0.19952566|-0.116772665|-0.547002361|-0.008328578|-0.007397776|0.802482465|0.903204699|-0.064393592|0.073824142|0.0103611969999999|-33.57216667|-46.11064215|5.401901357000001|41.13468455|50.46508298|-0.034016616|-24.04018959|2.816328871|0.0|0.7688221909999999|0.390744506|2186.64676|470.8937285|0.2311778089999999|0.64134753|-360.6028438|0.0166212889999999|-280.3056362|899.6353646|406.0361621|8.665655511|1.0|1.0|1.0|0.0|1.0|1.0|3.82|0.05|18.0|4.05|3.14|37.28|3.99|1.0|0.0|102.53|1.0|3.0|-4.26|24.0|-5.65|332.79|0.0|3.59|-4.64|5.539999999999999e-05|0.0184|0.00759|3.78|0.0|2.63e-06|-0.07091|3.96|3.7741|-1410.971864|-1410.947421|548.05|915.37|328.51|0.5013|294.55|-0.2232|-1410.8759220000002|8.5678|7.3098
8f_a8|0.0|1|0|2.939511291|0.0|1|0|0|1.394802091|0.043758865|0.0587545909999999|0.0|-0.485102985|-0.007796225|-0.08540947|10.94343488|1|1|-0.007036544|0.152294451|0.254819201|-0.5373378529999999|-0.016217844|0.010682683|0.56916135|0.5968139689999999|-0.122135295|0.308621017|0.013566221|-71.22071405|-62.06002501|7.91086576|317.0847898|235.1097364|-0.048375351|-36.18904175|4.613060521|67.99102163|0.90577048|0.456995667|2622.044457|348.0199311|0.09422952|0.8416059290000001|-723.7808349999999|0.009226445|-473.23361|1370.325626|485.8626377000001|5.380213594|0.0|0.0|0.0|0.0|0.0|2.0|3.14|0.0|23.0|4.69|4.72|80.88|4.11|2.0|0.0|105.27|1.0|4.0|-5.21|29.0|-5.98|391.37|0.0|4.04|-5.0|6.11e-06|0.0023899999999999|0.00395|3.82|0.0|4.43e-06|-0.0675299999999999|7.71|3.4876|-1361.658484|-1361.626748|602.63|1022.89|355.5|0.3188|263.65|-0.21285|-1361.510739|7.8014|4.6428
8e_a12|0.0|0|1|0.0|0.0|1|1|1|1.283834633|0.037430556|0.0661362779999999|2.197856963|-0.330207456|0.005196034|-0.087658302|10.94458094|1|1|0.005744805|0.112673977|-0.136145064|-0.448676455|-0.036433876|-0.051240735|0.797199175|0.939627917|-0.05202522|0.001151979|0.0155147339999999|-29.79080011|-50.273571200000006|8.884082475|51.38557748|34.57040021|-0.031094185|-28.78776717|5.0872236|0.0|0.7112578709999999|0.45384745|2548.979738|538.051884|0.2887421289999999|0.830990262|-489.392042|0.019545275|-241.94192880000003|1201.604574|561.9859171|11.19206011|1.0|1.0|1.0|1.0|1.0|1.0|4.11|0.14|21.0|3.34|2.68|55.1|3.05|2.0|0.0|117.04|1.0|3.0|-4.37|28.0|-6.03|366.42|0.0|3.12|-4.69|4.25e-05|0.0156|0.00744|3.53|0.0|4.34e-06|-0.05739|3.45|3.3044|-1177.619013|-1177.593205|612.59|1048.44|375.21|0.2341|236.25|-0.19338|-1177.436953|1.9327|6.2306
21c _a23|0.0|0|1|0.0|0.0|2|0|0|1.197962776|0.043130342|0.0645437059999999|0.731360766|-0.576752175|0.003456487|-0.092608459|10.3132171|2|2|0.0035741379999999|0.118226959|-0.036896213|-0.596546056|0.149511954|-0.060079444|0.7301130229999999|0.790596437|-0.08365474|0.2571258939999999|0.014036138|-59.46209153|-70.15570019|9.976937758|323.3651097|148.8448086|-0.040210758|-49.86692499|7.09164338|94.32302529|0.834557275|0.468609427|3161.1237530000003|561.9588018|0.165442725|0.881854988|-1097.07235|0.013451712|-475.6090385|1849.394223|762.0576580000001|9.5615256|0.0|0.0|1.0|1.0|1.0|2.0|3.68|0.08|26.0|3.1|3.42|148.11|2.49|1.0|1.0|133.35|1.0|6.0|-5.63|34.0|-7.13|468.53|1.0|3.0|-4.72|2.35e-06|0.0011|9.0|2.86|0.0|2.2e-05|-0.07892|4.47|3.6649|-1837.964768|-1837.932192|747.88|1275.12|338.3|0.3329999999999999|338.3|-0.22981|-1837.736174|8.3979|7.1752
11_a33|0.0|1|1|3.221176304|0.0|0|0|0|0.609352951|0.034984568|0.055664124|1.979284901|-0.32219686|-0.003303432|0.143981643|10.31100126|3|3|-0.00103193|0.105574347|-0.232296883|-0.393892466|0.003391835|-0.014463304|0.781083337|0.857287241|-0.070841241|0.229250542|0.033701864|-34.4118011|-50.94714637|16.37099833|45.43139569|69.3240686|-0.030847481|-24.74805685|7.95236684|0.0|0.552878386|0.4673066279999999|2220.315582|416.4353629|0.447121614|0.8772525659999999|-247.4805685|0.035341374|-51.37234937|921.4892038|335.4799765|17.16740584|1.0|1.0|1.0|1.0|1.0|1.0|3.19|0.13|19.0|5.77|4.13|120.17|0.89|0.0|0.0|89.77|1.0|3.0|-5.48|22.0|-5.97|328.41|0.0|3.28|-4.38|3.32e-06|0.00109|0.0136|3.28|0.0|0.000194|-0.05806|1.93|3.5049|-1669.324638|-1669.304085|506.55|858.89|353.74|0.5408|353.74|-0.19938|-1669.251123|4.5998|8.3188
33_a20|0.0|0|0|0.0|0.0|1|0|0|1.4175014119999998|0.0388043479999999|0.148855442|2.0219022580000003|-0.078557022|0.009265667|-0.061975089|10.93244905|1|1|0.008780074|0.248715569|-0.060582944|-0.1771816269999999|-0.0854333469999999|-0.10978034|0.607038752|0.9493896|-0.058927252|0.399354817|0.012738882|-38.58254635|-45.72654913|8.340767701|8.680600701|33.13709773|-0.0265385579999999|-29.9394021|5.46110745|64.93395624|0.759356182|0.465855239|2737.8873550000003|621.611679|0.240643818|0.8721516570000001|-568.84864|0.013564844|-339.6262863|1144.132956|664.4562602999999|8.881565237|1.0|0.0|1.0|1.0|1.0|0.0|3.39|0.08|27.0|5.33|5.39|67.39|2.61|2.0|0.0|121.62|1.0|4.0|-5.6|31.0|-5.58|401.46|0.0|4.28|-5.53|2.48e-06|0.000997|0.0012|4.47|0.0|8.199999999999999e-08|-0.0582899999999999|4.07|3.8867|-1275.852801|-1275.823229|689.51|1174.95|318.99|0.6157|227.79|-0.21788|-1275.662457|5.0369|7.4685
11a_a50|0.0|0|1|0.0|0.0|2|1|1|1.397733996|0.038040936|-0.04339705|2.114272566|-0.134056065|0.011959339|-0.108592708|10.94500606|2|2|0.012037198|-0.0739260509999999|-0.277408878|-0.267331063|-0.158172459|-0.200986578|0.667956827|0.917127112|-0.048213112|0.2931724189999999|0.01848869|-25.48858279|-37.63057389|9.774322692|7.53108119|43.81199235|-0.025421565|-19.89396594|5.167341939|67.28055926|0.6543614329999999|0.463749257|2286.226222|484.8529701000001|0.345638567|0.864799282|-298.409489|0.020887781|-163.21096210000002|862.6098364|439.9973344|11.04263807|0.0|0.0|1.0|1.0|1.0|0.0|3.44|0.15|20.0|3.09|3.73|48.53|2.25|0.0|0.0|99.65|2.0|2.0|-3.58|25.0|-6.24|327.38|0.0|2.95|-4.16|0.000263|0.0862|0.0228|2.9|0.0|0.000441|-0.03284|3.05|4.0636|-1045.978598|-1045.954278|574.01|963.2|305.11|0.1761|305.11|-0.2005299999999999|-1045.84627|7.5619|7.2291
19d_a38|0.0|1|0|3.314284769|0.0|0|2|2|1.297043205|0.04572104|0.019858574|0.0|-0.6999264340000001|-0.011156837|-0.0555594909999999|10.95446448|1|1|-0.00835812|0.041924146|-0.128079012|-0.529632789|0.111104525|-0.039361255|0.730686013|0.63167949|-0.116424545|0.3509455999999999|0.024158903|-74.84120843|-80.2776536|15.53007152|158.6487879|236.7675313|-0.04393982|-51.60489663|9.98319831|115.6739235|0.7494816990000001|0.478151237|3055.168373|406.0626253|0.250518301|0.916264002|-980.493036|0.022660131|-320.7487188|2035.106956|686.8472757999999|14.56661536|0.0|0.0|0.0|1.0|0.0|4.0|4.91|0.13|17.0|2.34|1.65|124.32|1.65|1.0|0.0|133.79|1.0|6.0|-3.87|33.0|-7.84|444.46|0.0|1.94|-3.62|0.000134|0.0594|107.0|1.65|0.0|0.000175|-0.05091|4.13|3.6586|-1500.898316|-1500.850957|679.08|1171.77|338.89|0.3167|230.58|-0.20145|-1500.683599|10.6621|7.9586
15a_a10|0.0|0|0|0.0|0.0|1|1|1|1.34383719|0.033912037|-0.125297206|2.038992189|-0.144512841|0.011418154|-0.060539141|10.92966696|1|1|0.01192767|-0.19937094|-0.285973309|-0.188634555|-0.0232534929999999|-0.1074837719999999|0.713078124|0.915137224|-0.0458501609999999|0.754451037|0.0156991769999999|-29.50952422|-49.47045259|10.10411407|42.41151044|54.61835033|-0.025155581|-31.83957238|6.503087289|122.7715002|0.676473201|0.407638879|2656.305166|588.9895149|0.323526799|0.68815941|-573.1123029|0.017883602|-227.1590805|1316.339132|697.5493042|11.51002664|0.0|1.0|1.0|1.0|1.0|0.0|3.5|0.29|21.0|3.95|4.05|56.07|1.93|1.0|0.0|118.92|1.0|6.0|-3.97|30.0|-6.52|399.49|0.0|3.33|-4.4|0.000108|0.0432|0.0157|3.12|0.0|6.51e-06|-0.04742|2.4|3.7639|-1278.452284|-1278.4225210000002|687.57|1179.28|329.41|0.3558|215.08|-0.20335|-1278.200428|6.1108|7.6198
5f_a40|0.0|0|0|0.0|0.0|1|0|1|0.60491326|0.042936508|-0.085493191|0.769837491|-0.293556526|0.000663516|0.166865076|10.31198329|2|2|0.000706205|-0.155235986|0.18254908|-0.4644854879999999|-0.465573352|0.095322868|0.680674762|0.7414714309999999|-0.113521559|0.0528268609999999|0.020236763|-52.44868801|-50.68028366|9.349692674|222.1847349|119.4441339|-0.041135239|-23.41506245|4.319700326|63.48466425|0.814393685|0.484099946|1932.388838|342.5710869|0.185606315|0.938359946|-280.9807494|0.015000038|-290.5093357|746.7683199|269.0442248|6.930245797|1.0|0.0|0.0|1.0|1.0|1.0|3.08|0.21|14.0|2.94|2.68|101.52|1.29|0.0|2.0|78.56|3.0|3.0|-3.97|20.0|-6.47|284.34|0.0|2.23|-3.31|0.000108|0.0307|0.14|2.2|0.0|0.0587|-0.06227|3.5|3.0611|-1232.983157|-1232.959261|487.57|793.54|405.03|0.2747|325.97|-0.19284|-1232.898044|7.6183|6.9508
14c_a22|0.0|0|0|0.0|0.0|1|0|0|1.42291727|0.038137255|-0.026986769|1.568396937|-0.298463715|0.003784292|-0.023927419|10.9464374|1|1|0.004362505|-0.047249795|-0.160566657|-0.364626967|-0.096749121|0.010828071|0.639264982|0.866576459|-0.067475189|0.6160012029999999|0.024569649|-48.57709197|-57.64986681|17.68831053|36.22825261|96.05497587|-0.030217952|-41.50359456|12.73426132|78.22334636|0.66168729|0.462147828|3079.4894480000003|623.8702703|0.33831271|0.8592469290000001|-830.0718911|0.024813755|-232.8055235|1742.5109329999998|731.8178649|17.86404838|0.0|1.0|1.0|1.0|1.0|1.0|3.49|0.08|27.0|3.9|4.18|109.38|1.08|1.0|0.0|128.77|1.0|6.0|-4.86|34.0|-6.96|445.48|0.0|2.98|-4.62|1.39e-05|0.00618|0.0107|2.9|0.0|2.35e-07|-0.07399|4.79|3.6741|-1460.602657|-1460.571156|715.52|1241.55|337.45|0.5079|216.15|-0.22807|-1460.38772|9.04|6.8153
6_a3|0.0|0|0|0.0|0.0|0|0|0|0.605016564|0.038650794|-0.025021661|2.000787282|-0.330577816|-0.007540435|0.05584062|10.3116226|1|1|-0.006696449|-0.0445675709999999|0.036673175|-0.594308852|-0.155862559|0.055002252|0.773152968|0.783322023|-0.1042506469999999|0.556539611|0.010921391|-52.01903278|-49.23401228|5.449560482000001|236.2008316|108.118071|-0.037726468|-24.56680878|2.7192240510000003|77.06094911|0.80281499|0.387883362|2196.107822|390.8623623|0.19718501|0.633675574|-319.3685142|0.0150025189999999|-302.19751|797.2473951000001|353.7528308|7.485963593999999|1.0|1.0|1.0|1.0|1.0|1.0|3.05|0.0|21.0|4.96|4.66|92.93|2.11|1.0|0.0|95.5|1.0|2.0|-5.44|23.0|-5.68|338.81|0.0|3.63|-4.87|3.67e-06|0.00124|0.00455|3.79|0.0|1.11e-05|-0.06529|3.09|3.3963|-1731.735113|-1731.7043199999998|524.88|884.88|365.05|0.1997|212.74|-0.21179|-1731.6508010000002|3.7185|5.7501
3_a3|0.0|0|0|0.0|0.0|0|0|0|0.605000514|0.034259259|-0.015653979|2.063441043|-0.3413621639999999|-0.007818326|0.0483259979999999|10.31154314|2|2|-0.006362643|-0.030486489|0.081380229|-0.599804962|-0.082619043|0.123113049|0.8495058259999999|0.7538064790000001|-0.107269779|0.583866845|0.012617742|-48.91675544|-45.05306124|5.753894372|228.5396864|112.2682304|-0.035057023|-20.54492513|2.623868963|75.88125246|0.7000038270000001|0.415122657|2092.406045|343.74795510000007|0.299996173|0.709760196|-225.9941764|0.023287455|-182.4099648|707.9728057|302.8386149|10.6194566|1.0|1.0|1.0|1.0|1.0|1.0|3.11|0.0|20.0|5.0|4.07|121.17|1.41|0.0|0.0|88.36|1.0|2.0|-5.48|21.0|-5.88|310.4|0.0|3.23|-4.39|3.32e-06|0.00103|0.0126|3.26|0.0|0.000218|-0.0637|1.92|3.3475|-1592.904586|-1592.873593|491.26|817.21|370.38|0.2383|212.09|-0.20969|-1592.839065|2.8045|5.93
38_a18|0.0|0|0|0.0|0.0|0|2|2|1.251175383|0.035478927|-0.066676644|0.0|-0.448742607|0.000520558|-0.020056674|10.94702086|0|0|0.001602741|-0.0993372269999999|-0.11123356|-0.498932552|-0.03302891|-0.007310849|0.7400818459999999|0.8310704529999999|-0.076974444|0.423402315|0.00838904|-61.25359673|-65.45657441|6.675707878|100.7046282|134.4282836|-0.0322355079999999|-52.08807522|5.3122971560000005|74.46052717|0.880927895|0.4666657999999999|3162.36475|661.3370874|0.119072105|0.874996952|-1510.554181|0.007165119|-606.2584549|2154.819559|1228.492038|5.701753365|1.0|1.0|0.0|1.0|1.0|3.0|4.53|0.34|18.0|4.94|4.13|85.29|3.7|3.0|1.0|160.66|0.0|10.0|-6.98|38.0|-5.55|508.65|0.0|3.64|-6.11|1.05e-07|5.36e-05|0.000399|5.43|1.0|2.38e-08|-0.0483699999999999|8.95|3.2241|-1611.630281|-1611.60375|861.93|1515.64|384.55|0.5147|384.55|-0.18066|-1611.206669|2.7244|7041.0
