molecula|SddssS|NaaNH|n9FaHRing|SaaNH|SssssC|NaasN|nAHRing|nARing|BCUTs-1|JGI4|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|n5aRing|n5aHRing|AATSC1pe|AATSC7i|AATSC1i|MATS1c|MATS8s|MATS8d|GATS1pe|RASA|FNSA3|PBF|FPSA3|PNSA3|PNSA5|PPSA3|RNCS|TPSA_x|FNSA4|WNSA5|WPSA3|RPCS|FNSA1|GeomPetitjeanIndex|GRAVp|TASA|FPSA1|GeomShapeIndex|WNSA2|FPSA5|DPSA1|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|Molecular Mass|Egan filter|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Highest Occupied Molecular Orbital Energy|Gibbs Free Energy|Dipole (water)|pIC50
15d_a10|0.0|0|0|0.0|0.0|1|2|2|1.343850133|0.031742919|-0.059217023|2.04092658|-0.184039927|0.010215823|-0.140487312|10.92970801|1|1|0.011249462|-0.092884337|-0.280243276|-0.1945202089999999|0.02497303|0.0131101969999999|0.71456262|0.87609771|-0.057588609|0.565801561|0.02281891|-38.80896881|-47.58559595|15.37766538|67.59624856|83.49776405|-0.018829931|-32.06793721|10.36301002|141.0919598|0.471900166|0.473858537|2967.522813|590.402322|0.5280998339999999|0.900629528|-513.0869954|0.028735133|37.87296065|1613.412305|825.4425942|19.36460841|0.0|1.0|1.0|1.0|1.0|0.0|3.71|0.35|21.0|4.14|3.44|65.3|1.54|1.0|0.0|131.43|1.0|6.0|-3.78|33.0|-7.04|441.52|0.0|3.18|-4.38|0.000167|0.0739|0.0182|2.75|0.0|6.62e-06|-0.05002|2.05|3.8591|-1430.8144619999998|-1431.051425|737.09|1266.87|321.28|312.0|221.39|-0.20918|-1430.795367|3.8163|7.1612
LY580276_a4|0.0|0|0|0.0|0.0|1|1|1|1.344599701|0.044357639|0.0295482979999999|0.0|-0.063298854|0.010217376|-0.172607392|10.94681614|1|1|0.009622161|0.064209689|-0.042912895|-0.191806286|0.035666446|0.019144144|0.518109998|0.8685269959999999|-0.057317455|0.243350596|0.008729943|-27.6229776|-34.22831819|4.207217677|11.22286434|63.36073061|-0.028035586|-16.49563923|2.027582675|82.46094409|0.8478469959999999|0.437093506|1948.220005|418.5688558|0.152153004|0.7764939829999999|-247.4345884|0.008312438|-335.2755182|605.5630025|345.4102548|4.0060099860000005|1.0|1.0|0.0|1.0|1.0|0.0|3.01|0.22|17.0|4.49|4.43|30.71|3.13|0.0|0.0|84.74|1.0|2.0|-3.67|22.0|-5.71|293.34|0.0|3.69|-4.21|0.000213|0.0624|0.0181|3.35|0.0|8.08e-05|-0.0225|3.64|4.4918|-959.4958788|-959.4723321|519.23|865.23|276.03|0.1905|234.01|-0.2099599999999999|-959.404416|3.2891|6757.0
21b_a23|0.0|0|1|0.0|0.0|2|0|0|1.197963051|0.042455556|0.057405955|0.745297595|-0.326506055|0.01055698|-0.103470358|10.31321725|2|2|0.009872313|0.107996329|-0.130528352|-0.481470603|0.131951284|-0.078097375|0.668547062|0.930728719|-0.0596425779999999|0.224930782|0.014481931|-41.81114831|-58.25915868|10.15224639|41.6766724|48.56114386|-0.034219814|-40.84133198|7.117014296|86.65837165|0.812334718|0.458461834|3074.083057|652.4673795|0.187665282|0.846591917|-857.6679716|0.013439264|-437.9110924|1506.081551|712.6737861|9.421307298|0.0|0.0|1.0|1.0|1.0|1.0|3.59|0.08|26.0|3.92|4.2|128.81|2.6|2.0|1.0|129.97|1.0|5.0|-6.1|33.0|-6.42|450.52|0.0|3.57|-5.22|8.02e-07|0.000361|0.00273|3.7|0.0|6.45e-06|-0.08401|3.57|3.6237|-1761.498874|-1761.4722969999998|735.65|1247.38|342.15|0.2607|309.79|-0.23434|-1761.294175|13.2567|7.0691
12ab_a30|0.0|0|0|0.0|0.0|0|2|2|0.604983638|0.043854875|0.018023992|0.0|-0.520212725|0.003529389|0.038312857|10.31162784|1|1|0.005111479|0.03046828|-0.207153446|-0.384942092|0.078325164|0.026596859|0.794193541|0.7997534890000001|-0.082740301|0.4605456229999999|0.031588146|-58.23149599999999|-71.0035788|22.23130678|119.79740259999998|140.93076580000002|-0.031859359|-49.97135112|15.64609074|0.0|0.603952976|0.461207954|3118.431712|562.8556061|0.3960470239999999|0.856003642|-899.4843201|0.030534507|-146.321375|2116.165447|792.3440337000001|21.48976996|1.0|0.0|1.0|1.0|1.0|1.0|4.87|0.21|17.0|3.94|2.63|100.11|2.2|2.0|0.0|140.26|1.0|7.0|-5.61|33.0|-6.39|458.54|0.0|2.52|-5.0|2.47e-06|0.00113|0.00456|3.81|0.0|6.720000000000001e-05|-49.0|3.34|3.4919|-1804.824495|-1804.79081|753.75|1275.19|355.06|0.1957|258.2|-0.19672|-1804.589076|7.4968|7.7825
8f_a12|0.0|0|1|0.0|0.0|0|1|1|0.609895166|0.038347953|-0.013400998|2.177023629|-0.3981937339999999|-0.002596875|0.028505422|10.31134658|1|1|-0.00094279|-0.023769395|-0.125424286|-0.560548116|-0.13747286|-0.042014638|0.8409290840000001|0.869823177|-0.072634742|0.285353468|0.013287637|-41.27611074|-56.220383|7.550959323|83.13642146|73.97552223|-0.03822396|-31.9483307|4.290980116|0.0|0.8381234340000001|0.460344828|2541.921472|494.2940092|0.161876566|0.853035146|-543.1216218999999|0.012030968|-384.290491|1140.340995|524.0516742|6.836832748|1.0|1.0|1.0|1.0|1.0|1.0|4.09|0.1|21.0|4.99|3.41|78.41|3.1|2.0|0.0|115.66|1.0|3.0|-5.7|27.0|-5.47|369.44|0.0|3.82|-5.24|1.99e-06|0.000735|0.00211|4.34|0.0|1.4e-06|-0.06179|4.19|3.6536|-1481.146454|-1481.115891|606.97|1020.81|339.35|312.0|297.01|-0.2124|-1481.008909|1.4701|6.1898
16j_a32|0.0|1|1|3.359912013|-0.082980188|0|0|0|0.609420735|0.046788618|-0.0667943999999999|2.076106145|-0.778815477|-0.002456725|-0.135618491|10.31100263|3|3|-0.00030659|-0.11512706|-0.202656848|-0.704356423|0.168000908|0.032797932|0.762429418|0.8259884120000001|-0.07651119|0.509776381|0.023266265|-54.71915795|-76.45058155|16.63953228|34.66998636|124.4493461|-0.034287782|-54.6758122|11.90023573|45.81893652|0.699790508|0.442735754|2830.682695|590.7291534|0.3002094919999999|0.7944808170000001|-929.4888072999998|0.021655546|-285.7717513|1857.212797|701.9321161|15.48758085|1.0|0.0|1.0|1.0|1.0|2.0|3.86|0.33|19.0|6.49|5.24|149.27|1.57|3.0|0.0|121.3|1.0|8.0|-7.45|30.0|-5.73|441.57|1.0|4.25|-5.41|3.56e-08|1.57e-05|0.00172|4.59|0.0|7.5e-06|-0.05016|5.5|3629.0|-2034.621888|-2034.593521|729.78|1225.27|341.65|0.2907|341.65|-0.2002799999999999|-2034.408854|4.0992|8.0315
14ae_a23|0.0|0|1|0.0|0.0|2|0|0|1.1979624290000002|0.042903564|0.026913008|0.7338690390000001|-0.4448081789999999|0.008996289|-0.0174992419999999|10.31321689|2|2|0.009675528|0.047563299|-0.253318853|-0.363230717|0.107765697|0.0469453379999999|0.7317531540000001|0.872362051|-0.065169397|0.202342743|0.03467374|-46.69131269|-62.38566188|24.84237243|111.4422142|91.4475768|-0.0269140239999999|-44.69687612|17.79858399|110.5716332|0.53040766|0.479058976|3212.850883|625.0131414|0.46959234|0.919603093|-759.846894|0.034488074|-43.57178809|1999.511567|770.8206617000001|24.70935041|0.0|0.0|1.0|1.0|1.0|1.0|3.74|0.12|26.0|3.48|4.03|123.48|2.42|2.0|1.0|133.27|1.0|7.0|-5.8|34.0|-6.68|471.53|0.0|3.44|-5.08|1.6e-06|0.000753|0.0038799999999999|3.52|0.0|1.17e-05|-0.07122|2.99|3.6036|-1858.967022|-1858.952529|751.57|1285.52|344.06|0.3205|344.06|-0.21659|-1858.7404850000005|9.5944|8.6038
3f_a32|0.0|1|1|3.553167045|0.0|0|0|0|0.6094207770000001|0.042380952|-0.062954205|2.227330929|-0.275173181|0.001276735|-0.113189563|10.31100273|3|3|0.002565215|-0.112493266|-0.133675401|-0.5487283829999999|-0.110248899|-0.1743238839999999|0.786074011|0.874026684|-0.073433055|0.3217719189999999|0.011897886|-41.40131823|-54.8993954|6.707989266|47.97543149|71.02334697|-0.030139709|-30.95210106|3.78194259|0.0|0.78919828|0.435176082|2273.466801|492.7734095|0.21080172|0.770463268|-402.3773138|0.011659458|-326.0981041|904.3255145|475.3634141|6.573564628|1.0|1.0|1.0|1.0|1.0|1.0|3.9|0.28|19.0|7.18|5.63|110.94|2.18|2.0|0.0|102.66|1.0|4.0|-6.89|24.0|-5.03|354.49|0.0|4.63|-5.4|1.28e-07|4.53e-05|0.0014|4.83|0.0|1.73e-05|-0.05315|3.92|3.5569|-1712.0610190000002|-1712.034952|604.9|1006.92|348.58|293.0|348.58|-0.2006099999999999|-1711.9193289999998|5.7161|8.0458
4_a27|0.0|0|0|0.0|0.0|2|0|0|1.4008954130000002|0.0456410259999999|-0.273119343|1.274166982|-0.278154179|0.00991794|0.13397347|10.93736915|1|1|0.010329671|-0.459570857|-0.341622797|-0.480852615|-0.07759915|-0.024800302|0.614205449|0.852604338|-0.057748369|0.3485918529999999|0.0201467639999999|-29.89961815|-40.79296366|10.43112657|8.590238252999999|76.31512503|-0.0281385239999999|-21.12083948|5.40078803|58.27512057|0.682485674|0.444169714|2273.715366|441.4418013|0.317514326|0.799110312|-316.8125922|0.020363697|-188.9664429|896.5674718|424.8821143|10.54344507|0.0|0.0|1.0|0.0|1.0|0.0|3.11|0.16|21.0|2.94|2.8|65.6|2.66|0.0|0.0|97.55|1.0|2.0|-3.57|25.0|-6.51|331.37|0.0|2.8|-3.99|0.000266|0.0882|0.0339|2.55|0.0|0.0002|-0.0449899999999999|4.63|4.1288|-1083.138303|-1083.119531|555.75|946.77|300.29|0.2002|223.46|-0.21533|-1083.01571|3.9202|8.3979
9i_a24|0.0|1|0|2.9199957480000003|0.0|1|0|0|1.4281889280000002|0.023854167|-0.076024544|0.0|-0.190487553|0.004814196|-0.087363979|10.96661275|2|2|0.005891639|-0.140841749|-0.336939175|-0.32068769|0.139004845|-0.0106944439999999|0.73094562|0.8260893640000001|-0.064657333|0.379687415|0.025118046|-30.56504777|-33.00219474|11.87389334|10.13249376|82.21166337|-0.024639839|-15.60091656|5.613069697999999|1.634015079|0.499238289|0.468272544|2061.729154|390.5119445|0.500761711|0.8806627109999999|-187.2109987|0.038195951|0.720157264|793.2611447|295.8603625|18.05612763|1.0|1.0|0.0|1.0|1.0|1.0|2.76|0.0|22.0|2.42|2.72|72.28|0.67|0.0|0.0|82.17|1.0|3.0|-2.6|22.0|-7.01|288.31|0.0|1.73|-3.1|0.00248|716.0|228.0|1.48|0.0|0.000258|-0.0473899999999999|1.13|4.1459|-945.286637|-945.2626532|501.48|825.7|299.06|0.2373|268.3|-0.21943|-945.222448|9.2818|7.0555
A8301_a51|0.0|0|0|0.0|0.0|1|0|0|1.197963627|0.039058957|0.078523314|1.987294898|-0.242873103|0.00740124|-0.012770742|10.31321735|1|1|0.007083041|0.135886548|-0.0618359079999999|-0.4354420879999999|-0.013846396|-0.21474885|0.7234449559999999|0.934739895|-0.055295165|0.339244706|0.008152073|-35.90764428|-50.67621589|5.293803823|36.55933899|42.37868986|-0.032775831|-32.90818536|3.437697042|78.46116212|0.854959635|0.4799553379999999|2799.106729|607.0025787000001|0.145040365|0.922911768|-691.0718926|0.009586697|-461.0082758|1244.737752|690.8826121000001|6.225421319|1.0|1.0|1.0|1.0|1.0|1.0|3.49|0.04|27.0|5.5|5.52|87.72|3.35|2.0|1.0|129.04|1.0|5.0|-6.6|31.0|-5.31|421.52|0.0|4.58|-5.93|2.5e-07|0.000105|0.000495|5.02|0.0|1.74e-07||||||||||||||7.9208
EW7203_a60|0.0|0|0|0.0|0.0|0|2|2|0.604984431|0.041767677|-0.092774356|0.0|-0.377182982|0.003099827|0.03824498|10.31162855|1|1|0.0036417359999999|-0.1696249719999999|-0.090115975|-0.458129101|0.002441966|-0.089945913|0.760234689|0.8860751579999999|-0.076068195|0.345488097|0.020156795|-49.19385637|-62.23028092|13.03554647|80.48638339|73.67602619|-0.036566012|-40.24477665|8.430183|0.0|0.766837077|0.497298165|2913.880231|573.0312689|0.233162923|0.989250745|-764.6507562999999|0.01793256|-345.1309687|1541.885979|666.0036144999999|11.59711747|1.0|0.0|1.0|1.0|1.0|2.0|4.75|0.13|17.0|3.87|2.6|117.47|2.17|2.0|0.0|133.97|1.0|5.0|-5.74|31.0|-6.35|425.51|0.0|3.09|-4.82|1.81e-06|0.000768|0.0065|3.59|0.0|8.51e-05|-0.06188|3.64|3.5192|-1668.025575|-1667.993536|678.83|1166.44|352.3|0.2385|247.15|-0.20654|-1667.848192|2.5159|8.0334
11b_a5|0.0|1|0|2.943854668|0.0|0|0|0|1.277648917|0.023988604|-0.067519041|0.0|-0.1833048739999999|0.006121601|-0.118167947|10.94877958|1|1|0.005685558|-0.108457009|-0.017658026|-0.252164213|-0.0497097529999999|-0.106187688|0.682032125|0.8737310509999999|-0.07633373|0.378154801|0.016373566|-45.82509318|-48.42513182|9.829471091|55.25128526|75.80248447|-0.029332646|-29.07084703|5.900883275|1.880682804|0.66824472|0.456131351|2434.505303|524.5231302|0.33175528|0.83867925|-465.13355250000006|0.0228838029999999|-202.0032297|1159.458633|504.9898148|13.73773299|1.0|1.0|1.0|1.0|1.0|1.0|2.99|0.1|23.0|5.38|4.82|63.69|2.01|2.0|1.0|106.58|1.0|6.0|-4.65|27.0|-6.03|376.84|0.0|3.68|-4.69|2.26e-05|0.00853|0.00767|3.62|0.0|2.68e-07|-0.0418399999999999|3.31|4.1982|-1564.761898|-1564.72614|635.55|1063.35|295.32|0.5806|275.55|-0.21291|-1564.621301|2.8531|7.7212
14b_a25|0.0|0|0|0.0|0.0|1|0|0|1.420015222|0.038137255|0.001683506|1.929508048|-0.273813082|0.004725325|-0.012989126|10.93106299|1|1|0.004892038|0.0028569959999999|-0.074541111|-0.3691494039999999|-0.085205646|0.001715854|0.632638761|0.859628015|-0.076156512|0.329662946|0.016003559|-52.75064158|-58.29440389|11.08504021|112.49583529999998|97.23019209|-0.032728922|-40.37825712|7.678174472999999|57.85340824|0.772789587|0.490638154|3038.600508|595.4307570000001|0.227210413|0.963240883|-847.9433995999999|0.015746299|-377.9013888|1584.108407|760.3735147000001|10.90684621|1.0|1.0|1.0|1.0|1.0|1.0|3.51|0.07|27.0|4.48|4.79|96.49|1.8|2.0|0.0|130.97|1.0|6.0|-5.6|34.0|-6.26|444.49|0.0|3.63|-5.23|2.49e-06|0.0011099999999999|0.00261|3.88|0.0|9.93e-08|-0.0584|5.61|4069.0|-1444.544749|-1444.505985|716.14|1257.11|304.7|0.3614|228.59|-0.22149|-1444.330251|3.2784|7.6576
21_a12|0.0|0|0|0.0|0.0|0|1|1|0.609915045|0.037992832|-0.213225401|0.0|-0.362168355|-0.003879878|-0.01367083|10.31140747|1|1|-0.001825446|-0.388196876|-0.211367878|-0.522951134|-0.061915124|-0.099516604|0.859899236|0.84827776|-0.068775342|0.192026642|0.012230115|-34.60932333|-50.37198585|6.154473157000001|75.46830038|76.35009799|-0.036878492|-25.34833425|3.097071518|0.0|0.770818357|0.473492395|2185.835701|426.8727514|0.229181643|0.8993077970000001|-354.8766794|0.017360942|-272.5639702|914.8819508|380.2468615|8.736422872|1.0|1.0|1.0|0.0|1.0|1.0|4.05|0.12|17.0|4.01|2.25|78.41|1.82|0.0|0.0|98.16|1.0|3.0|-3.82|23.0|-6.45|319.38|0.0|2.68|-3.76|0.00015|48.0|0.0551|2.53|0.0|5.3200000000000006e-05|-0.0546899999999999|2.56|3.9971|-1327.479547|-1327.451966|539.67|893.17|310.18|0.3665|264.64|-0.22253|-1327.397348|3.2551|7.6576
12aj_a36|0.0|1|0|3.482902101|0.0|0|2|2|1.29704406|0.043848238|0.064171987|0.0|-0.402433117|0.002951176|-0.103202936|10.95354213|1|1|0.003962098|0.1087087|-0.1763783589999999|-0.43462267|0.091113865|-0.072770961|0.856274847|0.8269863129999999|-0.073002742|0.251263868|0.018305468|-46.79363201|-65.89100364|11.73352271|82.34300699|110.89910559999998|-0.0368515929999999|-42.23511741|7.521007149|0.0|0.77492734|0.47532973|2710.647462|530.0854761|0.22507266|0.905958957|-802.4672307|0.016684569|-352.4483722|1615.543812|662.0530478999999|10.69455126|1.0|0.0|0.0|1.0|0.0|2.0|4.84|0.17|17.0|3.24|2.19|69.2|2.24|1.0|0.0|128.72|1.0|5.0|-4.16|30.0|-6.55|395.46|0.0|2.14|-4.3|6.929999999999999e-05|0.0274|0.02|3.04|0.0|4.270000000000001e-05|-0.05275|3.48|3.6017|-1272.27339|-1272.241135|682.84|1157.64|344.24|0.5616|237.06|-0.20093|-1272.060325|7.8393|7.7696
12d_a31|0.0|1|0|3.441384322|0.0|0|1|1|0.61013528|0.0359583329999999|-0.042401695|0.0|-0.697102094|-0.002456634|-0.085780934|10.31169788|2|2|0.000127275|-0.067477864|-0.214049412|-0.550805937|-0.00658148|-0.057226679|0.771222772|0.7054497479999999|-0.0938723509999999|0.3996192999999999|0.0296918329999999|-66.58534562|-81.56033123|21.06095035|157.30671669999998|208.9297871|-0.032542687|-57.85220856|14.93891054|557.514503|0.6383648510000001|0.389382761|2653.867767|500.3881827|0.361635149|0.63768714|-867.7831284|0.02571268|-196.2893506|1916.466682|647.1500428999999|18.23846616|1.0|1.0|1.0|1.0|1.0|2.0|3.76|0.38|16.0|6.04|4.09|117.37|1.31|2.0|0.0|112.97|1.0|9.0|-5.61|29.0|-6.36|412.51|0.0|3.76|-4.39|2.48e-06|0.0010199999999999|0.0167|3.46|0.0|9.69e-06|-0.03128|5.0|3.8477|-1657.471849|-1657.428467|730.86|1201.63|322.23|0.2566|322.23|-0.19096|-1657.245177|3.3585|6.2924
30_a47|0.0|0|1|0.0|0.0|1|0|0|1.304327883|0.038387534|0.013114301|1.192095911|-0.415191425|-0.0098410169999999|-0.008774855|10.95005723|1|1|-0.008325552|0.029343834|-0.079370393|-0.4370608039999999|-0.1340278869999999|0.074217097|0.651797437|0.67896733|-0.108232368|0.384732322|0.022747897|-64.94243028|-64.38108459|13.64937081|350.5257774|192.6285289|-0.0383202979999999|-38.63044093|8.190002019|76.90733636|0.679447569|0.4680850139999999|2626.927627|407.3992771|0.320552431|0.879999675|-579.456614|0.028122734|-215.3470619|1421.325667|457.1122177|16.87442216|1.0|1.0|1.0|1.0|1.0|2.0|3.03|0.05|21.0|2.71|3.93|98.72|1.78|1.0|0.0|104.25|1.0|5.0|-4.22|28.0|-6.95|396.81|0.0|2.61|-4.1|6.05e-05|24.0|0.0315|2.5|0.0|2.28e-05|-0.0564299999999999|3.89|3.7159|-1696.12008|-1696.078047|615.85|1032.35|333.66|0.3566|333.66|-0.20813|-1695.9887|3.6487|7.9
3n_a32|0.0|1|1|3.616639267|0.0|0|1|1|0.609420754|0.035643275|-0.056907012|2.22272854|-0.295303659|0.000609539|-0.1006122119999999|10.3110027|3|3|0.002379137|-0.100681119|-0.153506065|-0.435658951|-0.018016496|-0.121627423|0.762657782|0.840041782|-0.074507943|0.287402381|0.01889769|-42.83673428|-53.32184118|10.86481886|121.6040686|91.96452611|-0.027401986|-30.65624207|6.246493173999999|0.0|0.648933114|0.456693072|2526.071154|482.963897|0.351066886|0.840580248|-398.5311469|0.0210408339999999|-171.25176130000003|1068.190111|522.1674161999999|12.0969734|1.0|0.0|1.0|1.0|1.0|1.0|3.51|0.32|19.0|6.71|5.01|120.17|1.58|2.0|0.0|106.44|1.0|3.0|-5.96|26.0|-5.98|382.5|0.0|4.07|-4.91|1.11e-06|0.000424|0.0047|3.74|0.0|4.19e-05|-0.05535|2.57|3.5459|-1825.378576|-1825.349557|614.67|1036.75|349.65|0.2839|349.65|-0.20256|-1825.218291|6.2667|7.6778
12bh_a36|0.0|1|0|3.50075137|0.0|0|2|2|1.297043258|0.044197531|0.001012669|0.0|-0.401249012|0.003676818|0.075747971|10.94728093|1|1|0.0045625|0.0016901289999999|-0.169994208|-0.43574839|-0.211972014|-0.0591586759999999|0.857993338|0.833491953|-0.070687668|0.317612728|0.017627098|-47.04367494|-66.28126709|11.73109101|83.08294358|110.81353529999998|-0.035569289|-44.11115058|7.807212275|0.0|0.783294222|0.482052584|2773.193279|554.7010591|0.216705778|0.930697921|-882.2230117|0.015307571|-377.0728785|1692.3721690000002|729.1873176|10.18741188|1.0|0.0|0.0|1.0|0.0|2.0|4.95|0.21|17.0|3.76|2.5|69.2|2.45|1.0|0.0|133.68|1.0|5.0|-4.54|31.0|-6.38|409.49|0.0|2.42|-4.6|2.8600000000000004e-05|0.0117|0.0102|3.41|0.0|1.86e-05|-0.0525299999999999|3.79|3.6255|-1311.589612|-1311.558898|715.94|1208.61|341.97|0.4386|319.46|-0.20168|-1311.356102|7.7975|7.8539
12l_a30|0.0|0|0|0.0|-4.712037416|0|2|2|0.60498366|0.044036281|-0.102468864|0.0|-0.876151158|-0.00695299|0.154540315|10.31162828|1|1|-0.004395528|-0.300262845|-0.226973911|-0.640870513|-0.045411075|-0.0395239879999999|0.593245722|0.834279405|-0.0905026719999999|0.37422435|0.0154211289999999|-63.31694493|-76.82494797|10.78883933|103.5499036|115.9404641|-0.045581702|-53.74781658|7.548024079|1.697908189|0.8218150790000001|0.462727396|3306.001879|583.6736326|0.178184921|0.861252543|-1182.451965|0.016896687|-450.2927313999999|2056.604824|696.6414817000001|11.82116027|1.0|0.0|1.0|1.0|0.0|1.0|4.72|0.17|17.0|4.43|4.78|90.88|2.82|2.0|0.0|133.96|1.0|7.0|-6.7|34.0|-5.66|482.48|0.0|3.42|-5.92|1.99e-07|9.63e-05|0.000579|5.05|0.0|3.19e-05|-0.0545299999999999|5.52|3.5245|-1988.033039|-1987.998976|729.17|1223.54|351.78|0.2294|245.74|-0.20397|-1987.848331|2.9851|7.2154
17a_a22|0.0|0|0|0.0|0.0|1|0|0|1.2689202|0.043274232|-0.054347074|1.67348685|-0.314134834|0.00220634|-0.094996254|10.94643739|1|1|0.0027615779999999|-0.089641194|-0.126659773|-0.3626566539999999|0.155547571|-0.010355535|0.7994946709999999|0.8594770140000001|-0.072161482|0.345497724|0.0140462319999999|-49.30541729|-60.0620365|9.597299109|286.3611391|96.01444244|-0.030843667|-41.03828927|6.55749888|0.0|0.710958975|0.485943988|2910.035347|587.2505892999999|0.289041025|0.945313306|-820.7657853999999|0.01931764|-288.28178110000005|1689.6062539999998|784.2697099|13.19906822|1.0|1.0|0.0|1.0|1.0|1.0|4.02|0.15|27.0|3.93|4.93|68.52|2.01|2.0|1.0|128.29|1.0|7.0|-4.75|33.0|-6.39|435.5|0.0|2.25|-4.96|1.7899999999999998e-05|0.0078099999999999|0.00473|3.62|0.0|3.23e-07|-0.15124|5.13|1.3971|-1408.300966|-1408.279257|731.19|1253.39|887.46|185.0|255.63|-0.21338|-1407.935792|2268.0|7.0862
12m_a30|0.0|0|0|0.0|0.0|0|2|2|0.6049842529999999|0.040839506|-0.1305457069999999|0.0|-0.57615692|0.001371944|0.0488832779999999|10.31162838|1|1|0.0026474159999999|-0.236661357|-0.152855196|-0.5409445629999999|-0.036924662|-0.0974968869999999|0.770326886|0.783260049|-0.085422479|0.415971907|0.027352277|-57.96147772|-70.1324196|18.55926485|133.774348|147.06395700000002|-0.0405332439999999|-47.58675592|12.59296644|237.0982213|0.773732767|0.44976016|3058.3084710000003|531.4632661|0.226267233|0.8173893040000001|-951.7351184|0.019500715|-371.4702679|1812.833129|683.7405759|13.2317657|1.0|0.0|1.0|1.0|0.0|1.0|4.66|0.13|17.0|3.4|2.48|114.67|2.06|2.0|1.0|133.52|1.0|6.0|-6.0|32.0|-6.22|439.49|0.0|2.36|-5.01|1.01e-06|0.000444|0.00427|3.89|0.0|0.000165|-57.0|3.88|3.5496|-1743.215323|-1743.174906|714.92|1204.39|349.29|255.0|244.95|-0.20742|-1743.030004|5.1279|7.5114
12s_a30|0.0|0|0|0.0|0.0|0|2|2|0.604984545|0.04625323|-0.0601024909999999|0.0|-0.403952011|-0.002544958|-0.035768573|10.31162892|1|1|-0.001131023|-0.1597740919999999|-0.145315868|-0.446807335|0.006789196|-0.080971844|0.591758164|0.706713791|-0.090733404|0.404041243|0.019324097|-58.75255278|-67.11451776|12.51292194|89.91581294|189.9114627|-0.040189672|-43.45862792|8.102485674|0.0|0.790481833|0.467381416|2977.11642|457.6180044|0.209518167|0.877516163|-825.7139305|0.017398791|-376.1910929|1613.162737|616.2856203|11.26623|1.0|0.0|1.0|1.0|0.0|1.0|4.63|0.14|17.0|4.67|3.74|81.65|3.58|2.0|0.0|127.19|1.0|5.0|-5.49|31.0|-6.06|434.46|0.0|3.21|-5.17|3.24e-06|0.00141|0.00291|4.07|0.0|3e-05|-0.0551|4.32|3.5348|-1774.236634|-1774.202623|677.35|1140.1|350.75|0.2148|245.81|-0.20495|-1774.072418|3.9579|8129.0
12c_a36|0.0|1|0|3.447900368|0.0|0|2|2|1.29696741|0.040899471|0.085843909|0.0|-0.414055975|0.0005016269999999|-0.0621599059999999|10.95982545|1|1|0.0010871589999999|0.146546059|-0.177407665|-0.4423430339999999|-0.033217921|-0.097861598|0.8065052890000001|0.840733512|-0.073370864|0.462597812|0.019582215|-47.12722334|-67.84435546|12.5779546|60.79111287|102.2992907|-0.038024893|-43.57746274|8.079011794|6.546878962999999|0.75500974|0.473610011|2785.47514|540.0159387|0.24499026|0.899732176|-784.3943293|0.019278991|-327.5932797|1617.460455|629.5017194000001|12.38318928|1.0|0.0|0.0|1.0|0.0|2.0|4.74|0.14|17.0|3.35|2.54|69.2|2.51|1.0|0.0|128.76|1.0|5.0|-4.44|30.0|-6.49|415.88|0.0|2.34|-4.59|3.64e-05|0.0151|0.0106|3.31|0.0|2.77e-05|-0.04992|3.79|3.8436|-1692.540795|-1692.511019|672.74|1137.55|322.58|0.3927|322.58|-0.2082699999999999|-1692.3713309999998|6.6973|8.0458
