molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|SRW09|nAHRing|nARing|MATS2c|AATSC1s|n6HRing|MATS7i|ATSC1c|AATSC1are|MATS8i|n5aHRing|n6aHRing|GATS1are|BIC2|MATS8s|nFaHRing|RASA|FNSA3|PNSA3|PNSA5|RNCS|RPSA|FNSA4|WNSA5|WPSA3|FNSA1|FNSA2|WNSA3|DPSA5|PNSA4|DPSA3|TASA|PNSA2|MOMI-Z|WNSA4|GeomRadius|GeomShapeIndex|PPSA1|DPSA4|DPSA2|CYP2C19 inhibitor|CYP2C9 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Num. of Rotatable bonds|Heavy atom count|Egan filter|CYP1A2 inhibitor|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
9_a4|0.0|0|0|0|0.0|0.0|7.535296702|1|1|-0.211556011|0.016639331|2|-0.019160308|-0.064266379|0.010709527|-0.091393763|1|2|0.625717993|0.801082857|-0.151437311|1|0.937102792|-0.052625548|-28.63837014|-37.85762102|13.6577411|0.062897208|-0.025885299|-20.60179129|2.676487872|0.792890434|-1.113067849|-15.58475436|43.71760622|-14.08655666|33.55665428|509.9632679|-605.7219363|2012.840082|-7.665782805|5.744374392999999|0.777625327|112.7072422|17.76608225|763.9415367|1.0|1.0|1.0|0.0|3.18|0.19|-8.16|5.14|43.6|3.15|2.0|0.0|105.09|0.0|2.0|26.0|0.0|1.0|1.73e-05|0.0062299999999999|0.00255|4.14|0.0|-0.05256|4.7284|-1489.554198|-1489.533032|586.24|999.93|308.91|262.21|0.5182100000000001|-1489.36688|-0.16948|4.4343|-0.22204|0.02116575|-1489.41872|5.4739|48.0|7.3188|7.3188
7h_a8|0.0|1|0|0|2.99743835|0.0|7.05012252|0|0|-0.118981425|-0.073219554|0|-0.016074683|-0.23505152|0.00112124|-0.0873792009999999|1|0|0.515235986|0.7051689170000001|0.095758228|0|0.771011027|-0.093181899|-53.71230941|-53.88211443|70.28953528|0.228988973|-0.041038456|-31.05895923|3.86998135|0.892830345|-1.6825766830000002|-30.96107949|58.94376531|-23.65556243|60.42608164|444.4294792|-969.8780597|1919.19991|-13.63564064|7.589672923999999|0.768693264|61.77519141|26.49502512|1086.29603|1.0|1.0|0.0|1.0|3.12|0.0|-8.46|5.52|61.58|4.27|2.0|0.0|101.89|0.0|3.0|28.0|0.0|1.0|2.09e-06|0.00078|0.00118|4.66|1.0|-0.06799|3.9282|-1285.182226|-1285.151298|593.53|999.62|315.62|315.62|0.6963199999999999|-1285.017252|-0.16076|7.0847|-0.22875|0.03092828|-1285.0707960000002|9.1188|10.5|4.9788|4.9788
12bh_a36|0.0|1|0|0|3.50075137|0.0|7.412764017000001|2|2|-0.052761366|-0.047482048|2|0.001012669|-0.401249012|0.003676818|0.075747971|1|1|0.902377067|0.78699829|-0.211972014|0|0.833491953|-0.070687668|-47.04367494|-66.28126709|83.08294358|0.166508047|-0.035569289|-44.11115058|7.807212275|0.783294222|-1.991880197|-31.30825225|76.46867897|-23.6718811|58.77476595|554.7010591|-1325.625342|2437.805332|-15.75398235|7.545637217999999|0.930697921|144.22085800000002|30.2209316|1692.3721690000002|1.0|0.0|1.0|2.0|4.95|0.21|-7.34|3.76|69.2|2.45|1.0|0.0|133.68|0.0|5.0|31.0|0.0|1.0|2.8600000000000004e-05|0.0117|0.0102|3.41|0.0|-0.0525299999999999|3.8811|-1311.589612|-1311.558898|715.94|1208.61|341.97|319.46|0.69377|-1311.293683|-0.14915|5.8338|-0.20168|0.03071385|-1311.356102|7.7975|14.0|7.8539|7.8539
8b_a8|0.0|1|0|0|3.191799887|0.0|7.535296702|1|1|-0.023718767|-0.182065125|1|0.019958073|-0.733216119|-0.0055544409999999|-0.0422693659999999|1|1|0.758899977|0.778853499|0.097555876|0|0.558354653|-0.130159955|-79.74587194|-71.23625346|172.84152849999998|0.441645347|-0.047457424|-43.64473805|12.1771918|0.781454722|-2.325413799|-48.85837649|84.97574547|-29.07602182|99.62129245|342.0904577|-1424.7250689999998|1821.324722|-17.8141788|7.507665421|0.936224813|133.8974321|37.20755791|1823.170337|0.0|1.0|1.0|2.0|3.52|0.09|-7.13|3.65|112.23|2.12|1.0|0.0|114.18|0.0|4.0|31.0|0.0|0.0|1.6899999999999997e-05|7.0|0.0153|2.76|0.0|-0.06114|4.5819|-1407.0843|-1407.052256|640.35|1098.17|375.8|270.59|0.57234|-1406.829227|-0.13807|5.8389|-0.19921|0.03204403|-1406.887058|7.4497|5.08|5.2941|5.2941
12e_a30|0.0|0|0|0|0.0|0.0|7.412764017000001|2|2|-0.0026669809999999|-0.029595542|2|-0.010682095|-0.444243861|0.0043261129999999|0.005418617|1|1|0.838579475|0.8246767140000001|0.002248768|0|0.816703705|-0.07914783|-52.50202674|-65.04681137|106.2790684|0.183296295|-0.035153347|-43.14823836|10.6725953|0.7071208529999999|-1.863127413|-34.82676424|80.10232244|-23.31866823|68.59117243|541.7533217|-1235.889416|2392.685958|-15.46823639|8.069355055|0.8767337279999999|194.2788429|32.97692061|1747.776792|1.0|1.0|1.0|1.0|4.72|0.17|-6.74|3.89|90.88|2.51|2.0|0.0|133.77|0.0|6.0|31.0|0.0|0.0|3.59e-06|0.00154|0.0050799999999999|3.84|0.0|-0.05044|5.0412|-1690.3021629999998|-1690.2687170000002|709.98|1201.05|356.82|245.94|0.3304|-1690.030824|-0.1476|5551.0|-0.19804|0.03344515|-1690.092998|6.1598|11.0|7.9431|7.9431
8_a10|0.0|0|0|0|0.0|0.0|7.535296702|1|1|-0.075368755|-0.012055162|2|-0.000315856|-0.296880569|0.0087730469999999|-0.15615298|1|2|0.6357042860000001|0.809386132|-0.015871527|1|0.874843982|-0.059655303|-32.63117642|-47.16908772|32.98071169999999|0.125156018|-0.029917593|-25.80127401|4.714910465|0.722649449|-1.465962037|-17.849103399999997|56.7864899|-16.36478554|41.25082928|478.5356341|-801.8744912000001|1899.542278|-8.951462413|6.112185271|0.7599356820000001|151.7094758|22.64553798|1109.631361|0.0|1.0|1.0|0.0|3.42|0.22|-7.6|4.46|69.9|2.46|1.0|0.0|111.36|0.0|4.0|29.0|0.0|1.0|3.05e-05|0.0117|0.00926|3.37|0.0|-0.0623299999999999|4.6964|-1257.84172|-1257.819281|594.63|1047.58|336.55|264.0|0.41583|-1257.59269|-0.15556|1.2052|-0.21789|0.02243902|-1257.648047|1.5482|526.0|6279.0|6279.0
3c_a12|0.0|0|0|0|0.0|0.0|6.555356892000001|1|1|0.06235058|-0.058516436|2|-0.14679559|-0.379362977|-0.003879878|-0.008931246|1|1|0.923855679|0.826033688|-0.0461654159999999|0|0.843855494|-0.071719601|-36.28720467|-50.25579322|73.9854678|0.156144506|-0.033980537|-25.42738988|3.384177297|0.7055242159999999|-1.291260406|-18.35985151|61.16334136|-17.19277136|42.97583906|426.9566009|-653.3253118|1139.340748|-8.698843907999999|6.231995392999999|0.746291708|148.9927848|24.36878988|926.0140155|1.0|1.0|0.0|1.0|3.94|0.12|-6.78|4.01|78.41|1.82|0.0|0.0|98.16|0.0|3.0|23.0|0.0|1.0|6.06e-05|0.0194|0.0318|2.91|0.0|-0.07463|3.9848|-1327.498519|-1327.471862|544.65|894.36|345.72|311.14|0.43415|-1327.351991|-0.14572|1.6035|-0.22035|0.02665687|-1327.4004710000002|2.3061|0.02|7699.0|7699.0
6e_a31|0.0|1|0|0|3.402951625|0.0|7.773594467000001|1|1|0.06650322|-0.178758575|0|0.132664341|-0.784597028|-0.011483229|-0.008757878|2|0|0.838789705|0.78240875|-0.071378445|0|0.623340994|-0.122985602|-74.99224589|-79.81721349|159.9587946|0.376659006|-0.046541668|-48.66969791|12.13134981|0.7604979040000001|-2.0943750530000003|-45.72760428|93.68572477|-28.37945369|94.88738762|380.0911673|-1277.075416|2188.417358|-17.30478148|7.513687859|0.916695963|146.03985980000002|37.31693873|1679.262243|1.0|1.0|1.0|2.0|3.55|0.1|-7.33|5.19|131.36|1.36|1.0|0.0|109.69|0.0|4.0|29.0|0.0|1.0|2.34e-06|0.000947|0.00883|3.2|0.0|-0.05426|3.3083|-1652.669408|-1652.63264|634.34|1077.48|374.76|374.76|0.70391|-1652.445002|-0.13418|5.8193|-0.18844|0.03676794|-1652.503557|8.3583|0.37|6.4318|6.4318
8e_a12|0.0|0|1|1|0.0|0.0|6.803505258|1|1|0.050021617|-0.049397555|2|0.0661362779999999|-0.330207456|0.005196034|-0.087658302|1|1|0.83954453|0.761892879|-0.036433876|1|0.939627917|-0.05202522|-29.79080011|-50.273571200000006|51.38557748|0.060372083|-0.031094185|-28.78776717|5.0872236|0.7112578709999999|-1.492520871|-17.05887601|61.4656313|-17.80522313|38.67488258|538.051884|-854.6507103|2112.908299|-10.19566754|6.446557205|0.830990262|165.34017769999997|25.03342862|1201.604574|1.0|1.0|1.0|1.0|4.11|0.14|-7.93|3.34|55.1|3.05|2.0|0.0|117.04|0.0|3.0|28.0|0.0|1.0|4.25e-05|0.0156|0.00744|3.53|0.0|-0.05739|5.247999999999999|-1177.619013|-1177.593205|612.59|1048.44|375.21|236.25|0.38889|-1177.380602|-0.13599|1.0295|-0.19338|0.02580783|-1177.436953|1.9327|588.0|6.2306|6.2306
4_a4|0.0|0|0|0|0.0|0.0|7.535296702|1|1|-0.183963421|0.0159331539999999|2|-0.0214610589999999|-0.058013858|0.011760626|-0.110597574|1|2|0.646069495|0.77276149|-0.168712277|1|0.933276024|-0.049768752|-25.64211031|-35.41518716|13.70182982|0.0667239759999999|-0.0255766729999999|-18.24679326|2.274995377|0.793717973|-1.099796957|-13.21145879|40.86951119|-13.17774406|30.05764711|480.8472306|-566.6429946000001|1883.42405|-6.78950447|5.326452915|0.66251148|106.2816773|16.60255217|713.9097433|1.0|0.0|1.0|0.0|3.15|0.19|-7.57|4.52|43.6|2.66|1.0|0.0|100.08|0.0|2.0|25.0|0.0|1.0|7.59e-05|0.0248|0.00877|3.52|0.0|-0.04865|5.382000000000001|-1029.960398|-1029.93716|566.84|960.45|307.95|230.37|0.55032|-1029.763465|-0.1696599999999999|2.6814|-0.21831|0.02323788|-1029.813844|3.1195|78.0|7.1079|7.1079
14a_a5|0.0|1|0|0|2.948727373|0.0|6.605297921|1|1|-0.056730193|-0.005002101|3|-0.132625457|-0.316624785|0.002956745|-0.086229994|1|2|0.7333482170000001|0.79661948|0.144729708|0|0.7909255559999999|-0.080875277|-54.69145586|-53.20786056|134.62273080000003|0.209074444|-0.0271808479999999|-35.98151967|7.942029745|0.629783335|-1.494946644|-36.98479273|69.71575554|-18.38089729|66.43577392|534.8590069|-1010.949351|1315.573182|-12.42997952|8.424031251|0.88709518|250.3569601|29.18606491|1605.23357|0.0|1.0|1.0|2.0|3.24|0.2|-8.84|4.56|92.79|1.37|1.0|0.0|123.0|0.0|6.0|32.0|0.0|1.0|7.15e-05|0.0304|0.0256|2.55|0.0|-0.0507699999999999|4.1501|-1390.592722|-1390.546425|692.8|1195.01|298.75|298.75|0.65789|-1390.29207|-0.1676|2.7115|-0.2183699999999999|0.04629687|-1390.352729|2.8163|112.0|6.9508|6.9508
11_a27|0.0|1|0|0|2.680511093|0.0|7.535296702|1|2|0.100091619|-0.003527607|2|-0.080272515|-0.344117757|0.004538653|-0.0864111069999999|0|2|0.734834532|0.814843016|-0.0357410779999999|1|0.7645505|-0.079921166|-42.27430065|-50.15555389|143.3238715|0.2354494999999999|-0.034296948|-26.52978026|4.524597532|0.8088958709999999|-1.611956546|-22.36099135|56.8702158|-18.14137056|50.82822357|404.4089873|-852.6444161000001|1646.903525|-9.595877966|5.231762955|0.82770457|101.0845293|22.42732497|1054.084273|1.0|0.0|1.0|1.0|3.95|0.35|-6.09|2.72|61.88|3.06|0.0|0.0|106.33|0.0|2.0|26.0|0.0|0.0|0.000207|0.0716|0.0326|2.73|0.0|-0.05985|3.3426|-1122.456105|-1122.433411|571.4|974.29|499.21|370.92|0.6125|-1122.190727|-0.1022|3.1278|-0.16205|0.0226944|-1122.242519|4.2894|5.0|8301.0|8301.0
8b_a32|0.0|1|1|1|3.419952523|0.0|7.765993078999999|0|0|0.113639567|-0.057200812|0|-0.008128765|-0.458752924|-0.003484915|-0.024375676|3|0|0.788133615|0.845443342|0.060636167|1|0.788218098|-0.0850068559999999|-53.36442734|-68.4085006|102.4297669|0.211781902|-0.03079624|-42.94454179|6.585851946|0.669149204|-1.4166270230000002|-33.50038167|81.73293254|-19.33283713|63.85535908|494.8166492|-889.3105078|2275.886421|-12.13650094|8.10555784|0.845546757|207.6969342|28.89166873|1329.016762|1.0|1.0|1.0|2.0|3.46|0.26|-7.65|6.49|140.04|1.1|1.0|0.0|110.47|1.0|7.0|27.0|1.0|1.0|1.47e-06|0.000583|0.0161|3.22|0.0|-0.05404|3.5442|-1880.77142|-1880.735397|671.54|1114.24|349.82|349.82|0.70285|-1880.539698|-0.14717|846.0|-0.20121|0.03602276|-1880.602014|1.2797|12.0|7.9208|7.9208
9a_a40|0.0|0|0|0|0.0|0.0|7.515889085|0|0|-0.028285975|-0.020455825|0|0.168990628|-0.136162501|0.01310675|0.157704751|2|0|0.624889926|0.690568477|-0.394662853|1|0.937600185|-0.060029933|-29.02567082|-35.24260989|109.9916614|0.062399815|-0.032156295|-17.0405052|2.579562688|0.868476591|-1.093314022|-14.03449109|39.45618424|-15.54821024|34.36063715|453.3484005|-528.6391483|336.39741360000005|-7.51786994|6.749223592000001|0.976056482|63.59419322|17.90285474|608.6970611|1.0|1.0|0.0|0.0|3.26|0.06|-6.4|4.58|58.43|3.57|1.0|0.0|86.7|0.0|2.0|21.0|0.0|1.0|3.24e-06|0.000944|0.00243|4.54|0.0|-0.06495|4.7066|-1217.955997|-1217.9449|515.96|847.69|373.53|263.42|0.47831|-1217.825264|-0.13808|3.8656|-0.20303|0.01109672|-1217.873686|5.09|214.0|6.6696|6.6696
2_a49|0.0|0|0|0|0.0|0.0|7.535296702|1|1|-0.084499704|-0.03981057|2|-0.100166139|-0.189189114|0.004524556|-0.041202373|1|2|0.802447754|0.79056501|0.084099874|1|0.81348014|-0.08647612|-44.066695|-40.34672657|226.4450566|0.18651986|-0.028277173|-20.55997527|2.871166625|0.7154059890000001|-1.187641272|-22.45560511|49.26352575|-14.409545199999998|49.7010488|414.5350312|-605.2008985|1550.010086|-7.34284831|5.667936413|0.8320497920000001|145.02405359999997|20.14177325|845.9544764000001|0.0|0.0|1.0|1.0|3.09|0.15|-6.82|3.28|69.62|1.88|0.0|1.0|99.52|0.0|2.0|25.0|0.0|1.0|0.000292|0.0955|0.0421|2.43|0.0|-0.04372|5.4614|-1046.018455|-1045.981819|553.52|941.6|331.24|227.02|0.34449|-1045.810794|-0.1555099999999999|4.8986|-0.19923|0.0366366999999999|-1045.8595810000002|6.7117|59.0|7.2291|7.2291
4_a3|0.0|0|0|0|0.0|0.0|6.823286122000001|0|0|0.2122551539999999|-0.161259999|1|-0.08769805|-0.325334256|-0.008407895|0.057349653|1|1|0.640351067|0.721302096|-0.028924747|1|0.74053397|-0.110345083|-52.4583525|-46.9200748|235.6982345|0.25946603|-0.039478171|-22.30593113|1.809595554|0.866976271|-1.381735991|-24.93884341|51.71950126|-18.76802992|56.26480013|352.05186289999995|-656.8810472|1548.626215|-8.922372453|5.05182773|0.711897153|63.23984222|21.6476858|757.6690029|1.0|0.0|1.0|1.0|2.94|0.0|-7.53|5.3|80.04|3.07|1.0|0.0|92.65|0.0|2.0|23.0|0.0|1.0|2.02e-06|0.00065|0.00264|4.3|0.0|-0.0584299999999999|5.9341|-1355.332318|-1355.303098|504.29|858.45|356.58|208.93|0.3809|-1355.192416|-0.14983|2.3542|-0.20826|0.02921941|-1355.239905|3.1409|1259.0|5.9|5.9
12i_a36|0.0|1|0|0|3.27619957|-4.787087299|7.412764017000001|2|2|0.043792895|-0.29543904|2|0.048138468|-0.929568494|-0.011700732|0.128325344|1|1|0.647732719|0.820041835|0.141564781|0|0.830964232|-0.0850745409999999|-54.81607619|-75.66036485|108.3973956|0.169035768|-0.045665229|-48.75024044|8.195085212|0.7691298590000001|-2.46592234|-35.3196406|90.11282843|-29.42347522|67.53484704|535.4151566|-1588.867662|2351.232652|-18.95842684|7.549683919|0.8526986440000001|148.7565508|38.2555363|2065.79896|1.0|1.0|1.0|2.0|4.8|0.17|-7.14|3.31|78.43|2.04|2.0|0.0|130.43|0.0|7.0|34.0|0.0|0.0|6.26e-06|0.00291|4.0|3.86|0.0|-0.05065|5.2297|-1645.2030949999998|-1645.171438|666.79|1172.5|330.66|237.08|0.34255|-1644.954647|-0.1541|5.1836|-0.20475|0.03165678|-1645.017702|6.6124|12.0|7.9208|7.9208
18_a3|0.0|1|0|0|2.897754472|0.0|6.605297921|0|0|-0.256375952|-0.021283637|3|0.08269134|-0.122072724|0.0057881999999999|0.042606196|1|3|0.7226687409999999|0.714658751|0.0355413979999999|1|0.8419576209999999|-0.069839069|-31.07331853|-37.67445366|160.9514039|0.158042379|-0.031753312|-16.76239841|2.73114076|0.682492203|-1.016105994|-13.82537222|48.19055867|-14.12792012|37.21171433|374.610053|-452.0934439|703.8534116000001|-6.285899403999999|5.293627315|0.935646099|141.2679329|20.70048575|662.4155441|0.0|0.0|1.0|1.0|2.62|0.0|-6.83|3.42|67.35|0.93|0.0|0.0|80.35|0.0|2.0|21.0|0.0|1.0|0.0015|411.0|147.0|1.79|0.0|-0.05769|3.9765|-889.9619321|-889.9402005000001|482.41|784.04|311.79|311.79|0.6671699999999999|-889.850598|-0.1641099999999999|2.6366|-0.2218|0.02173162|-889.894728|3.3664|0.03|7.5229|7.5229
17_a20|0.0|1|0|0|3.445659565|0.0|6.842683282|0|0|-0.064380628|0.00038506|3|0.065447136|-0.28924577|-0.000495713|0.038629586|1|3|0.760575852|0.7494736590000001|-0.131511077|1|0.912053544|-0.063665681|-41.75129828|-53.38406095|66.47074027|0.0879464559999999|-0.0315649079999999|-35.00871763|6.4647747870000005|0.75430388|-1.5466805119999998|-27.38007162|64.39681425|-20.699942|51.60929807|598.1153253|-1014.297158|2210.790304|-13.57480888|8.198616089|0.83582343|161.12498630000002|27.44244402|1344.679757|0.0|1.0|1.0|1.0|3.5|0.08|-10.14|5.8|91.14|1.45|2.0|0.0|119.48|0.0|4.0|31.0|0.0|1.0|4.4e-06|0.0017699999999999|0.00336|3.75|0.0|-0.0706799999999999|3.3926|-1291.949041|-1291.918735|673.68|1157.26|365.45|365.45|0.69839|-1291.692325|-0.14021|3.9703|-0.21089|0.03030655|-1291.752049|5.3075|2.25|5.6478|5.6478
12_a15|0.0|0|0|0|0.0|0.0|0.0|0|0|-0.071096525|-0.0455566929999999|2|-0.035728911|-0.370766171|0.001740635|-0.106061273|0|2|0.8310685940000001|0.723852961|0.049877871|0|0.89637291|-0.061084417|-39.00359933|-60.15445365|72.18361893|0.10362709|-0.031995594|-38.40979933|6.123040777999999|0.746489397|-1.695766456|-24.90456371|70.6606311|-20.42981445|48.59303169|572.3516967|-1082.780166|2661.728915|-13.04483751|5.448223888999999|0.909927213|161.8714956|27.36785616|1450.496376|1.0|0.0|1.0|1.0|3.56|0.12|-9.82|5.32|56.27|2.87|2.0|0.0|119.95|0.0|6.0|30.0|1.0|1.0|5.99e-07|0.0002379999999999|0.000584|5.29|0.0|-0.03196|4.4819|-1281.087109|-1281.060163|688.91|1177.81|321.72|276.63|0.50595|-1280.810963|-0.15858|4.3338|-0.19054|0.02694613|-1280.871722|6.0547|4.0|8.3979|8.3979
4r_a46|0.0|0|0|0|0.0|-0.03033057|7.832410927000001|1|1|-0.173617329|-0.074041799|2|-0.15196733|-0.141309389|0.006236535|-0.1129698999999999|1|2|0.7794598220000001|0.810646641|-0.077483502|0|0.8478197820000001|-0.079297367|-42.06465252|-43.14814202|176.18445569999997|0.152180218|-0.0259595379999999|-22.88867429|3.220912917|0.7146312779999999|-1.220098292|-22.31391864|51.22472631|-13.77068362|48.13649426|449.7405899|-647.2221302999999|1451.6122289999998|-7.304896049|5.81085807|0.839885604|151.3787482|19.26963463|905.6728276|0.0|0.0|1.0|1.0|3.82|0.35|-6.25|3.56|63.83|1.52|0.0|0.0|97.9|0.0|3.0|25.0|0.0|0.0|0.00081|271.0|0.0933|2.12|0.0|-0.03073|4.5209|-1069.447946|-1069.419677|571.75|986.04|274.25|274.25|0.69085|-1069.231407|-0.18999|2.6630000000000003|-0.2207199999999999|0.02826942|-1069.284137|3.5979|1413.0|5.8499|5.8499
36_a18|0.0|0|0|0|0.0|0.0|7.03438793|2|2|0.050448408|-0.020339784|1|-0.05224259|-0.442092758|-0.000451777|-0.0077246719999999|0|0|0.7343989059999999|0.741135729|-0.010091893|0|0.804293867|-0.07777765|-55.38202488|-56.82615305|110.8288932|0.195706133|-0.031922305|-40.46339026|4.786442152|0.812056067|-2.074949798|-39.43509046|65.59412783|-22.73046122|62.10402945|572.70209|-1477.479979|1547.485543|-16.1853561|9.560644525|0.905426346|133.8265619|27.99124609|1819.430996|1.0|0.0|1.0|3.0|4.19|0.28|-9.16|3.73|85.29|3.13|2.0|1.0|146.24|0.0|7.0|35.0|0.0|1.0|2.09e-06|0.000975|0.00242|4.18|0.0|-0.04991|3.1908|-1493.686737|-1493.661092|769.73|1350.57|388.57|388.57|0.69372|-1493.266344|-0.13133|1.9944|-0.18124|0.02564498|-1493.333297|2.7547|32.0|7.4949|7.4949
7a_a8|0.0|1|0|0|3.1730222510000003|0.0|7.535296702|1|1|-0.11821781|-0.0407248439999999|1|-0.017706371|-0.482688615|0.000736369|0.004607684|1|1|0.7168594159999999|0.764224152|0.033708575|0|0.718410375|-0.102174163|-60.00793116|-59.83546383|145.3710976|0.281589625|-0.042647654|-35.14198015|12.2125771|0.733884399|-1.833849114|-35.24327197|75.4573633|-25.04740346|80.80201312|421.9297638000001|-1077.038349|1702.719465|-14.71059634|7.699041907000001|0.914283468|156.2924154|34.12990316|1467.585836|0.0|1.0|1.0|1.0|3.34|0.05|-7.27|3.96|92.93|2.01|1.0|0.0|105.83|0.0|3.0|29.0|0.0|1.0|1.36e-05|0.00522|0.00874|3.24|0.0|-0.07616|4.5808|-1291.313963|-1291.287017|605.72|1031.61|403.8|270.66|0.61257|-1291.10235|-0.12889|9.9646|-0.20505|0.0269461|-1291.156661|12.8748|24.73|4.6068|4.6068
13n_a6|0.0|1|0|0|3.425442623|0.0|6.842683282|0|0|0.030890422|-0.135152403|2|0.058267173|-0.631323273|-0.0093684169999999|-0.06507689|1|2|0.870730542|0.7767360059999999|-0.064779873|1|0.70890216|-0.100363599|-68.88015714|-75.07706271|90.97854097|0.29109784|-0.038490115|-51.52585133|8.36448634|0.748967057|-2.078466222|-47.27287681|88.73738138|-26.41600355|81.06784641|486.5239262|-1426.464192|2535.307313|-18.12946621|8.872063579|0.889160748|172.28545730000002|35.2699138|1904.575345|1.0|1.0|1.0|3.0|3.55|0.08|-9.67|4.19|122.47|0.81|1.0|0.0|127.2|0.0|6.0|33.0|0.0|1.0|2.27e-05|0.00987|0.0228|2.43|0.0|-0.07131|4.8185|-1423.765005|-1423.714738|727.69|1232.6|369.99|257.31|0.55028|-1423.451366|-0.13863|7.1946|-0.20994|0.05026727|-1423.514154|10.1967|75.0|7.1249|7.1249
4j_a46|0.0|0|0|0|0.0|0.19521727|7.825245291|1|1|-0.175292207|-0.012405467|1|-0.0529855709999999|-0.130235627|0.011968098|-0.1051618459999999|1|1|0.72796254|0.7298040140000001|-0.061823242|0|0.949893337|-0.05924408|-34.99059698|-43.95227197|70.56141095|0.0501066629999999|-0.024805825|-25.95898597|5.205103062|0.776932317|-1.339514565|-20.66606288|50.26191521|-14.65075732|43.80358011|561.0237355|-791.1408955|2563.282153|-8.652995323999999|6.274010655|0.673502127|131.7477027|18.85718615|1018.288052|0.0|1.0|1.0|0.0|4.0|0.39|-7.69|5.18|39.94|3.28|2.0|0.0|110.24|0.0|4.0|27.0|0.0|1.0|4.16e-06|0.0015|0.00176|4.81|0.0|-0.01684|5.3949|-1132.043677|-1132.018764|646.67|1112.13|281.19|229.82|0.37853|-1131.761156|-0.18387|2.9043|-0.20071|0.02491327|-1131.817578|3.8105|805.0|6.0942|6.0942
13b_a6|0.0|1|0|0|3.423777636|0.0|7.412764017000001|1|1|-0.0411179|-0.0265090529999999|1|0.060593678|-0.6051312529999999|-0.00460563|-0.104663349|1|1|0.850080948|0.7788169070000001|-0.029988734|0|0.7757172059999999|-0.093125205|-61.06841733|-74.04643339|154.7847961|0.2242827939999999|-0.0406496879999999|-48.5571926|13.77653618|0.757233678|-2.032484418|-40.04664055|87.39962829999999|-26.65671602|82.07670290000002|508.6895893|-1332.835801|2587.000662|-17.48058934|9.087172635|0.69141956|159.1980937|35.20276076|1760.1380379999998|1.0|1.0|1.0|2.0|3.56|0.12|-9.01|4.98|95.85|1.29|2.0|0.0|116.79|0.0|5.0|31.0|0.0|1.0|3.11e-06|0.0012699999999999|0.00417|3.8|0.0|-0.0525799999999999|4.8494|-1350.0903970000002|-1350.061187|694.33|1167.21|341.35|255.67|0.58026|-1349.837661|-0.14898|10.8032|-0.20156|0.02920955|-1349.898848|13.5746|174.0|6.7595|6.7595
8_a1 (SB-202620)|0.0|1|0|0|3.296085365|0.0|6.86171134|0|0|0.106916453|-0.226277123|1|-0.0443137679999999|-0.606562911|-0.012672753|-0.1402198369999999|1|1|0.674381582|0.743088715|-0.042789124|0|0.648967503|-0.117682533|-66.76765693|-59.72618401|208.2071465|0.351032497|-0.041081545|-33.88588996|4.997944864|0.7742395870000001|-1.684343335|-37.88089785|70.8721358|-23.30777912|75.57687443|368.1943149|-955.6189441|1736.664204|-13.22376193|7.432247389|0.839824062|128.0860757|30.104091200000003|1234.267739|1.0|0.0|1.0|2.0|2.74|0.0|-8.02|4.86|78.87|2.78|2.0|0.0|99.61|0.0|4.0|27.0|0.0|1.0|1.14e-05|0.0041|0.00713|3.6|0.0|-0.0736899999999999|3.4052|-1223.279021|-1223.117248|586.27|977.87|364.11|364.11|0.7026600000000001|-1222.9606720000002|-0.13683|3.4563|-0.2105199999999999|0.16177304|-1223.014114|5.5005|0.4|6.3979|6.3979
